t,c,o,a,r
0.56,0.8862313423391949,0.06199157592836012,0.08329346484286945,0.02873467446478881
0.5700000000000001,0.8896898836069952,0.06220540714684988,0.08366857078538957,0.02900687650329104
0.58,0.8930977783472137,0.06242081565129297,0.08403818098334227,0.029277464514756307
0.59,0.8964554572005897,0.06263773122676802,0.08440232843709415,0.029546465630045652
0.6,0.8997633525015408,0.06285608470938067,0.08476104718046414,0.029813906809728678
0.61,0.9030218981682905,0.06307580794358197,0.08511437254936553,0.030079814843028664
0.62,0.906231529530435,0.06329683380401838,0.08546234091278043,0.030344216347733603
0.63,0.9093926831529326,0.06351909622095146,0.08580498937401847,0.03060713777015987
0.64,0.9125057967159428,0.06374253015813866,0.08614235586691606,0.03086860538454778
0.65,0.9155713089222423,0.06396707157837102,0.0864744793533006,0.031128645292522263
0.66,0.9185896592736724,0.06419265749009674,0.08680139935030501,0.03138728342294188
0.67,0.9215612875411316,0.06441922592561589,0.08712315576620845,0.03164454553040497
0.68,0.9244866356737317,0.06464671595124213,0.08743978996375269,0.03190045720011773
0.6900000000000001,0.9273661438659893,0.06487506760787895,0.08775134279902601,0.032155043837698336
0.7000000000000001,0.930200253835411,0.06510422197980979,0.08805785614342021,0.03240833067775038
0.71,0.9329894072752455,0.06533412114608239,0.08835937224867262,0.032660342779965115
0.72,0.9357340458568345,0.06556470816074086,0.08865593384881326,0.0329111050293446
0.73,0.9384346112240523,0.06579592709956679,0.08894758391911162,0.03316064213567413
0.74,0.9410915449954149,0.06602772304235068,0.08923436576750607,0.03340897863372237
0.75,0.9437052886967139,0.06626004206561963,0.08951632303197037,0.03365613888317406
0.76,0.9462762824257424,0.06649283111809678,0.08979349952856573,0.03390214706708081
0.77,0.9488049661761955,0.06672603814418104,0.0900659394020945,0.03414702719339713
0.78,0.951291780019985,0.06695961210095137,0.09033368714684663,0.03439080309519196
0.79,0.953737163773371,0.0671935029270272,0.09059678756860721,0.03463349843026129
0.8,0.9561415558237438,0.06742766146407003,0.0908552854481446,0.03487513667988276
0.81,0.9585053917615817,0.06766203936525013,0.09110922514881785,0.0351157411473634
0.8200000000000001,0.9608291078997001,0.06789658933071377,0.09135865162599557,0.03535533496177548
0.8300000000000001,0.9631131398931304,0.06813126501524157,0.09160361003119848,0.03559394107649145
0.84,0.9653579225296612,0.068366021011742,0.09184414565731591,0.035831582269151646
0.85,0.9675638872138672,0.06860081264086047,0.09208030330630834,0.03606828114220051
0.86,0.9697314645771377,0.06883559616923549,0.09231212794514264,0.036304060122330326
0.87,0.9718610846881633,0.06907032882710012,0.0925396647586904,0.03653894146043634
0.88,0.9739531764666158,0.06930496875925252,0.09276295900237752,0.03677294723174174
0.89,0.9760081666623248,0.06953947491741451,0.09298205579816908,0.03700609933807381
0.9,0.9780264788710599,0.06977380695644989,0.0931969999378694,0.037238419510058525
0.91,0.9800085363345955,0.07000792552961949,0.09340783644272575,0.03746992930087707
0.92,0.9819547608067534,0.07024179216901016,0.09361461033680263,0.037700650088794314
0.93,0.9838655723831222,0.07047536926523496,0.09381736660999163,0.03793060307788648
0.9400000000000001,0.9857413875890022,0.0707086198318226,0.09401614979297872,0.0381598093073503
0.9500000000000001,0.9875826214589573,0.07094150776146758,0.09421100441950997,0.038388289641378366
0.96,0.9893896875965152,0.07117399783338657,0.09440197503966237,0.0386160647688685
0.97,0.9911629977571943,0.07140605566193736,0.09458910612715425,0.038843155205453866
0.98,0.9929029613921905,0.07163764763373481,0.09477244196216153,0.03906958129711602
0.99,0.9946099842790356,0.07186874071399005,0.09495202630627875,0.03929536323121555
1.0,0.9962844519573938,0.0720993024671905,0.09512790128876905,0.03952052070818901
1.01,0.9921490743908218,0.07232921072768841,0.09527289369705637,0.03974507413999123
1.02,0.9880471154571987,0.07255799932003924,0.09536373232093642,0.03996904223489585
1.03,0.9839783521209592,0.07278516829047428,0.0954058983109784,0.04019244272820198
1.04,0.9799425358490544,0.07301027516004892,0.09540434479098801,0.040415292090881585
1.05,0.9759394334710507,0.07323292779640746,0.0953635611168766,0.04063760562398754
1.06,0.9719688257159156,0.07345278056367581,0.09528760759333274,0.04085939751150995
1.07,0.9680305056013737,0.07366953004391495,0.09518015405660807,0.04108068088105662
1.08,0.9641242767680026,0.07388291058943332,0.09504451998598851,0.041301467868255774
1.09,0.9602499520563396,0.07409269049340511,0.09488370904182014,0.041521769672999684
1.1,0.9564073524430842,0.07429866899015929,0.09470043613579852,0.0417415966093104
1.11,0.9525963057068102,0.07450067263390442,0.09449716009711538,0.041960958159354626
1.12,0.9488166457974345,0.07469855337199013,0.09427610108270221,0.04217986300872173
1.1300000000000001,0.9450682117044031,0.07489218540156668,0.0940392689407947,0.04239831909674059
1.1400000000000001,0.9413508469093137,0.07508146344338612,0.0937884788164183,0.04261633365085686
1.1500000000000001,0.9376643983284227,0.0752662997826803,0.0935253778561835,0.0428339132336729
1.16,0.9340087161120999,0.07544662342402807,0.09325145288424938,0.04305106376566842
1.17,0.9303836532774409,0.07562237880275531,0.09296804206802428,0.04326779055411361
1.18,0.9267890650191256,0.0757935237421923,0.09267635337527584,0.04348409833051834
1.19,0.9232248077306678,0.07596002672895659,0.09237748917252156,0.04369999129591466
1.2,0.9196907395525993,0.07612186786600368,0.09207243771087223,0.04391547312318821
1.21,0.9161867194614994,0.07627903634978236,0.09176209590764788,0.04413054699716005
1.22,0.9127126072158462,0.07643152998800046,0.09144727375601203,0.04434521563388823
1.23,0.9092682631549139,0.07657935439598104,0.09112870162931055,0.04455948130098984
1.24,0.9058535479185682,0.07672252202965214,0.09080703905714652,0.04477334583770945
1.25,0.9024683223842126,0.07686105171203633,0.0904828790578557,0.04498681067347193
1.26,0.8991124473075315,0.07699496744120624,0.09015675893950732,0.04519987685721381
1.27,0.8957857832814871,0.07712429801479943,0.08982916375160875,0.04541254507140053
1.28,0.8924881906492219,0.07724907655419494,0.08950053064011021,0.04562481564678664
1.29,0.889219529403254,0.07736934001015497,0.08917125336946076,0.04583668857646563
1.3,0.8859796591242254,0.07748512873965398,0.08884168620407179,0.04604816353364195
1.31,0.8827684388640162,0.07759648597845037,0.08851214872807237,0.04625923988686313
1.32,0.879585727141089,0.07770345759747925,0.08818292811114764,0.04646991671193605
1.33,0.8764313818899458,0.07780609174736772,0.08785428238105379,0.04668019280584811
1.34,0.873305260382704,0.07790443843709317,0.08752644428870718,0.04689006670194083
1.35,0.8702072192599367,0.07799854940496066,0.08719962254323047,0.04709953667935376
1.36,0.8671371145036099,0.07808847785507318,0.08687400425679188,0.04730860077350149
1.37,0.8640948014303073,0.07817427823452401,0.08654975702348254,0.0475172567877517
1.3800000000000001,0.8610801346855,0.07825600603402817,0.08622703078689621,0.047725502304104196
1.3900000000000001,0.8580929682250018,0.07833371755157292,0.08590596004036094,0.04793333469433968
1.4000000000000001,0.855133155384267,0.07840746989949827,0.08558666383753555,0.04814075112620489
1.41,0.8522005488285931,0.07847732070641181,0.08526924854711389,0.04834774857568
1.42,0.8492950005563683,0.07854332795135431,0.08495380941846344,0.04855432383669185
1.43,0.8464163619552528,0.0786055499268403,0.0846404309886996,0.048760473528417114
1.44,0.8435644838228759,0.07866404519821397,0.08432918751948906,0.04896619410104637
1.45,0.8407392163752168,0.0787188724419289,0.08402014452604793,0.04917148184558333
1.46,0.8379404092536297,0.07877009027533385,0.08371336038267932,0.049376332903922376
1.47,0.8351679115907069,0.07881775738702682,0.08340888521927481,0.0495807432705444
1.48,0.8324215720092213,0.07886193233123463,0.08310676284603138,0.04978470880342605
1.49,0.8297012386398153,0.07890267342115487,0.08280703178594906,0.04998822523222542
1.5,0.8270067591713447,0.07894003882725067,0.0825097244581884,0.050191288160663226
1.51,0.8243379808601378,0.07897408639598083,0.08221486888448545,0.050393893076913554
1.52,0.8216947505596752,0.07900487361439686,0.08192248907869734,0.05059603535963805
1.53,0.8190769147674398,0.0790324576991001,0.08163260431297835,0.05079771027985553
1.54,0.816484319635581,0.07905689542295286,0.08134523075293433,0.05099891301163191
1.55,0.8139168110041203,0.07907824312907771,0.08106038139982008,0.05119963863624699
1.56,0.8113742344346869,0.07909655677856345,0.08077806572694009,0.05139988214499892
1.57,0.8088564352323903,0.07911189179283293,0.08049829117621483,0.05159963844984673
1.58,0.8063632584763121,0.07912430305779465,0.08022106318888415,0.05179890238782848
1.59,0.8038945490499153,0.07913384504729827,0.07994638415246792,0.05199766872029034
1.6,0.8014501516685705,0.07914057170993556,0.0796742544961557,0.05219593214212531
1.61,0.7990299109076267,0.07914453640234724,0.07940467336399011,0.05239368728904261
1.62,0.7966336712269616,0.07914579193227124,0.07913763828954398,0.05259092873982739
1.6300000000000001,0.7942612769897216,0.0791443906115079,0.07887314477783454,0.05278765101773219
1.6400000000000001,0.791912572502961,0.0791403841372829,0.07861118745615617,0.05298384860094243
1.6500000000000001,0.7895874020403595,0.07913382361146748,0.07835175996433599,0.053179515925723245
1.6600000000000001,0.7872856098519694,0.07912475959575216,0.07809485451164817,0.053374647386926155
1.67,0.7850070401999033,0.0791132420639594,0.0778404623812346,0.05356923734506461
1.68,0.7827515373888015,0.07909932037481932,0.07758857424599634,0.05376328013207747
1.69,0.7805189457819351,0.07908304329827805,0.07733917999015108,0.053956770053429165
1.7,0.7783091098132989,0.07906445905414743,0.07709226841571085,0.054149701389138265
1.71,0.776121874030468,0.0790436152438982,0.0768478279390423,0.054342068402798545
1.72,0.7739570831777128,0.07902055886463227,0.07660584671335564,0.05453386535562993
1.73,0.7718145818802845,0.07899533635287984,0.07636631137026495,0.054725086451654095
1.74,0.769694215283034,0.07896799353528196,0.07612920927614678,0.05491572594931541
1.75,0.7675958285243847,0.07893857564840587,0.07589452682504529,0.05510577806908513
1.76,0.7655192669793512,0.07890712734603275,0.07566225011295231,0.05529523703659889
1.77,0.7634643762534536,0.07887369271975672,0.07543236477743515,0.055484097082166485
1.78,0.7614310021968809,0.07883831525103768,0.07520485637092693,0.05567235244191294
1.79,0.7594189908991549,0.07880103782926258,0.07497971022011128,0.05585999735734868
1.8,0.7574281886964267,0.0787619027563253,0.07475691141614967,0.056047026076762985
1.81,0.7554584423613577,0.07872095183457342,0.07453644477606876,0.05623343289063347
1.82,0.7535095989263431,0.07867822628493107,0.07431829487870818,0.05641921209866038
1.83,0.7515815056433259,0.07863376672828679,0.07410244607289215,0.056604358002272856
1.84,0.749674010036192,0.07858761320976047,0.07388888246677512,0.05678886491439941
1.85,0.7477869600493288,0.07853980523412718,0.07367758816229909,0.056972727187362064
1.86,0.7459202043032614,0.07849038182677336,0.07346854765864079,0.0571559392608758
1.87,0.7440735915453609,0.07843938140271858,0.07326174498531413,0.0573384955589109
1.8800000000000001,0.7422469708484141,0.07838684181396459,0.07305716401555618,0.057520390526977515
1.8900000000000001,0.7404401916368109,0.07833280035667925,0.07285478850351851,0.05770161863711536
1.9000000000000001,0.7386531040411585,0.0782772938850347,0.07265460251504574,0.05788217445674427
1.9100000000000001,0.7368855585887433,0.07822035871183941,0.07245659005165427,0.05806205258856541
1.92,0.7351374061032638,0.07816203057635093,0.07226073492873086,0.05824124765109393
1.93,0.7334084978111459,0.07810234467840481,0.07206702090468142,0.05841975429930063
1.94,0.7316986854504726,0.07804133572561965,0.07187543175144036,0.05859756724607701
1.95,0.7300078214920709,0.07797903802920612,0.07168595139757902,0.058774681305801685
1.96,0.7283357586961621,0.07791548531183942,0.07149856364132784,0.05895109130697594
1.97,0.726682350265705,0.07785071077411174,0.07131325224983526,0.059126792122441096
1.98,0.7250474498671532,0.07778474710385878,0.07113000097372099,0.05930177867354011
1.99,0.7234309118860748,0.07771762660017673,0.07094879375714667,0.05947604598334588
2.0,0.7218325912190567,0.07764938107246246,0.07076961456680145,0.05964958913332912
2.0100000000000002,0.720252343181908,0.07758004179587712,0.07059244731646223,0.059822403244243275
2.02,0.7186900235931879,0.07750963955187101,0.0704172759356383,0.059994483493517874
2.0300000000000002,0.7171454888426946,0.0774382046681016,0.07024408441241145,0.06016582512989692
2.04,0.7156185960704093,0.07736576712273084,0.0700728569053683,0.06033642351168587
2.05,0.7141092028402043,0.07729235635424672,0.06990357753950005,0.060506274037011074
2.06,0.7126171672439735,0.07721800132215563,0.06973623047133772,0.06067537216607636
2.07,0.7111423479175991,0.0771427305165386,0.0695707998983399,0.06084371342458063
2.08,0.7096846042143498,0.07706657208005763,0.06940727011720138,0.06101129344120404
2.09,0.7082437960917856,0.07698955372837982,0.06924562548582258,0.06117810792315845
2.1,0.7068197840129814,0.07691170268067649,0.06908585039009418,0.06134415263483358
2.11,0.7054124290159359,0.07683304570846017,0.06892792926723702,0.061509423412801974
2.12,0.7040215927520433,0.07675360916696486,0.06877184662040771,0.061673916174308875
2.13,0.7026471376260671,0.07667341910931565,0.06861758707183808,0.06183762694816059
2.14,0.7012889265684629,0.07659250110082315,0.06846513527639995,0.06200055182448224
2.15,0.6999468230983443,0.076510880270342,0.06831447594550953,0.06216268696861266
2.16,0.698620691337468,0.07642858132173211,0.06816559385241747,0.06232402862419043
2.17,0.6973103961182731,0.07634562863793162,0.06801847386766201,0.06248457313698206
2.18,0.6960158029351181,0.07626204623398364,0.06787310094306721,0.06264431694412714
2.19,0.6947367778533804,0.07617785766947383,0.0677294600819143,0.06280325655409033
2.2,0.6934731875631932,0.07609308610029422,0.06758753635657534,0.06296138855851308
2.21,0.6922248994009431,0.07600775430359379,0.06744731491280717,0.06311870963684259
2.22,0.6909917814542454,0.07592188479961348,0.06730878099071874,0.06327521657893546
2.23,0.6897737024012548,0.07583549966518881,0.06717191989267565,0.0634309062504575
2.24,0.688570531548919,0.07574862057814719,0.06703671699094065,0.0635857756011205
2.25,0.6873821388460446,0.07566126883247232,0.06690315773028344,0.06373982166749577
2.2600000000000002,0.686208394917546,0.07557346538543809,0.06677122763523986,0.06389304157993386
2.27,0.6850491711419252,0.07548523096423747,0.06664091232653412,0.064045432578219
2.2800000000000002,0.6839043394972248,0.07539658585398074,0.06651219748842775,0.06419699198044473
2.29,0.6827737726136732,0.07530754997014626,0.06638506887987812,0.06434771719365046
2.3000000000000003,0.6816573437795563,0.07521814286666237,0.066259512335783,0.06449760571500805
2.31,0.6805549269786699,0.07512838380250376,0.06613551377388303,0.06464665513858556
2.32,0.6794663969198722,0.07503829179424505,0.06601305920020867,0.0647948631606847
2.33,0.6783916289386379,0.07494788544100019,0.06589213469093591,0.06494222756206117
2.34,0.6773304990389134,0.07485718299885046,0.06577272640010048,0.06508874621548379
2.35,0.6762828838943131,0.07476620238297249,0.06565482055981835,0.06523441708595062
2.36,0.6752486608873572,0.07467496125931179,0.06553840348488676,0.06537923823587824
2.37,0.6742277081039767,0.07458347703174491,0.06542346157213995,0.06552320782437503
2.38,0.6732199042807173,0.07449176671872736,0.06530998129425816,0.06566632410025872
2.39,0.6722251288322957,0.07439984701767616,0.06519794920299896,0.06580858540570085
2.4,0.6712432618291942,0.07430773423029013,0.06508735192665527,0.06594999017537408
2.41,0.6702741841385588,0.07421544473212112,0.06497817618604054,0.06609053694181902
2.42,0.6693177772056165,0.07412299424410455,0.0648704087696902,0.06623022432711835
2.43,0.6683739232009045,0.07403039832323033,0.06476403655056506,0.06636905104850495
2.44,0.6674425049756422,0.07393767221380824,0.06465904648098812,0.06650701591666176
2.45,0.6665234060639937,0.07384483086193327,0.0645554255927855,0.06664411783521332
2.46,0.6656165107038547,0.07375188910919166,0.06445316099756263,0.06678035579082195
2.47,0.6647217038119663,0.07365886144440081,0.06435223988664719,0.06691572886645007
2.48,0.6638388709857052,0.07356576201349148,0.06425264953122672,0.06705023624109169
2.49,0.6629678985105844,0.0734726046846511,0.06415437728252779,0.06718387718660748
2.5,0.6621086733615131,0.07337940305307458,0.06405741057194965,0.06731665106772527
2.5100000000000002,0.6612610832040562,0.07328617044571487,0.06396173691119798,0.06744855734204058
2.52,0.6604250163956944,0.07319291992603374,0.06386734389241858,0.06757959556001714
2.5300000000000002,0.6596003619870837,0.07309966429875243,0.06377421918833098,0.06770976536498742
2.54,0.6587870097233157,0.07300641611460235,0.06368235055236222,0.06783906649315317
2.5500000000000003,0.6579848500451766,0.07291318767507575,0.06359172581878046,0.06796749877358596
2.56,0.6571937740620806,0.07281999106284566,0.06350233289681849,0.06809506211150909
2.57,0.6564136734786411,0.07272683821419619,0.06341415975496055,0.06822175644421791
2.58,0.6556444407648268,0.0726337407707255,0.06332719445691123,0.06834758184076146
2.59,0.6548859690929084,0.07254071014237481,0.06324142514808367,0.06847253846398595
2.6,0.6541381523286858,0.07244775752127017,0.06315684005360453,0.0685966265646141
2.61,0.6534008850322931,0.07235489388688522,0.06307342747835129,0.06871984648097736
2.62,0.6526740624590038,0.07226213001120399,0.06299117580698942,0.068842198638748
2.63,0.651957580560036,0.07216947646388357,0.06291007350400961,0.06896368355067133
2.64,0.6512513359833572,0.0720769436174169,0.06283010911376494,0.06908430181629775
2.65,0.6505552260744892,0.07198454165229556,0.0627512712605081,0.06920405412171497
2.66,0.649869148877314,0.07189228056217246,0.0626735486484286,0.06932294123928015
2.67,0.6491930029204045,0.07180016987723722,0.06259693003147068,0.06944096398494876
2.68,0.648526687288232,0.07170821876187618,0.06252140422329004,0.0695581232319258
2.69,0.6478701019448455,0.07161643644404703,0.06244696014278418,0.06967441997423297
2.7,0.6472231475312892,0.07152483195321936,0.062373586785472286,0.06978985528622951
2.71,0.6465857253645885,0.07143341412314695,0.06230127322327607,0.0699044303219845
2.72,0.6459577374371617,0.07134219159519992,0.062230008604360676,0.07001814631473362
2.73,0.6453390864162319,0.07125117282169684,0.06215978215297558,0.07013100457633581
2.74,0.6447296756432386,0.07116036606923706,0.062090583169295444,0.07024300649672997
2.75,0.6441294091332495,0.07106977942203282,0.062022401029261064,0.07035415354339163
2.7600000000000002,0.6435381915743723,0.07097942078524139,0.061955225184420204,0.07046444726078961
2.77,0.6429559283200413,0.07088929788196065,0.06188904516160873,0.07057388926674436
2.7800000000000002,0.6423825252672745,0.07079941814881999,0.06182385056007447,0.07068248119920297
2.79,0.6418178890190539,0.07070978888423858,0.06175963105497287,0.07079022478655946
2.8000000000000003,0.6412619268774594,0.07062041724617471,0.06169637639706704,0.07089712184438184
2.81,0.6407145468048479,0.07053131022145806,0.061634076411711335,0.07100317425824389
2.82,0.6401756574227279,0.07044247462864416,0.061572720998680115,0.0711083839829483
2.83,0.6396451680106341,0.07035391712086893,0.06151230013199663,0.07121275304174986
2.84,0.6391229885050024,0.0702656441887033,0.06145280385976186,0.07131628352557852
2.85,0.6386090294980443,0.07017766216300765,0.061394222303983365,0.07141897759226257
2.86,0.6381032022366218,0.07008997721778643,0.06133654566040414,0.07152083746575173
2.87,0.6376054186211216,0.07000259537304265,0.06127976419833145,0.0716218654353404
2.88,0.6371155911818168,0.06991552247737344,0.06122386825925454,0.07172206384539506
2.89,0.6366336330210873,0.06982876415984621,0.06116884825362596,0.07182143507068366
2.9,0.6361594579427353,0.06974232595022768,0.06111469466770719,0.0719199815706129
2.91,0.6356929804004952,0.069656213236519,0.061061398060688304,0.07201770586720987
2.92,0.6352341154894463,0.06957043126109516,0.061008949064115296,0.07211461054119776
2.93,0.634782778944535,0.0694849851232429,0.06095733838170003,0.07221069823107056
2.94,0.6343388871390981,0.06939987978169856,0.06090655678913018,0.07230597163216773
2.95,0.6339023570833852,0.06931512005718592,0.06085659513387909,0.072400433495749
2.96,0.6334731064230815,0.0692307106349541,0.06080744433501574,0.07249408662806898
2.97,0.6330510534378307,0.06914665606731542,0.06075909538301463,0.07258693388945195
2.98,0.6326361170397578,0.06906296077618326,0.06071153933956573,0.07267897819336645
2.99,0.6322282152848303,0.06897963063009085,0.06066476706688473,0.0727702217879814
3.0,0.6318272716315866,0.06889666581176954,0.06061877032525225,0.07286066938633423
3.0100000000000002,0.6314332045979257,0.06881407287791758,0.060573539981225125,0.07295032293387961
3.02,0.6310459356053515,0.06873185563714174,0.06052906736845949,0.07303918557151522
3.0300000000000002,0.6306653866759658,0.06865001779247167,0.06048534388530663,0.07312726047985008
3.04,0.6302914804324691,0.06856856294135986,0.060442360994813,0.07321455087920456
3.0500000000000003,0.6299241400981594,0.06848749457568172,0.06040011022472024,0.07330106002961037
3.06,0.6295632894969334,0.06840681608173546,0.060358583167465146,0.07338679123081054
3.0700000000000003,0.6292088530532856,0.06832653074024218,0.06031777148017968,0.0734717478222595
3.08,0.6288607557923088,0.06824664172634587,0.060277666884690995,0.07355593318312294
3.09,0.6285189233362317,0.06816715210677825,0.06023826116807283,0.07363935073137304
3.1,0.6281832818487988,0.06808806479431655,0.06019954619150362,0.07372200390925238
3.11,0.6278537581118431,0.06800938261048213,0.06016151387807146,0.07380389620328585
3.12,0.6275302795217971,0.06793110828268376,0.060124156213329734,0.07388503114336897
3.13,0.627212774072741,0.06785324443033716,0.06008746524799687,0.07396541229833743
3.14,0.6269011703564029,0.06777579356486511,0.06005143309795638,0.07404504327596725
3.15,0.6265953975621584,0.06769875808969739,0.06001605194425681,0.07412392772297466
3.16,0.626295385477031,0.06762214030027074,0.05998131403311179,0.07420206932501615
3.17,0.6260010644856918,0.06754594238402899,0.059947211675899996,0.07427947180668847
3.18,0.625712365517774,0.06747016644523313,0.059913737253904864,0.07435613891219336
3.19,0.6254292198690128,0.06739481458918824,0.059880883234405095,0.07443207433969747
3.2,0.6251515595747907,0.06731988874633743,0.059848642137069946,0.07450728187842033
3.21,0.6248793172823798,0.06724539073242439,0.05981700654545254,0.07458176536174833
3.22,0.6246124262248475,0.06717132226078097,0.05978596910933729,0.0746555286576585
3.23,0.6243508202210568,0.06709768494232736,0.05975552254473991,0.07472857566871846
3.24,0.6240944336756669,0.06702448028557198,0.05972565963390739,0.07480091033208652
3.25,0.6238432015791321,0.06695170969661153,0.059696373225318025,0.0748725366195116
3.2600000000000002,0.6235970595077026,0.06687937447913095,0.05966765623368139,0.07494345853733328
3.27,0.6233559434152457,0.06680747596758042,0.05963950159750198,0.07501368004577144
3.2800000000000002,0.6231197895731969,0.06673601556558963,0.05961190226683861,0.0750832050356458
3.29,0.622888535099678,0.06666499440747868,0.05958485131116282,0.07515203753351317
3.3000000000000003,0.6226621176838746,0.0665944135345803,0.059558341863174394,0.07522018159480945
3.31,0.6224404755799744,0.06652427389911754,0.05953236711756576,0.07528764130149962
3.3200000000000003,0.6222235476071672,0.06645457636420388,0.05950692033102194,0.07535442076207771
3.33,0.6220112731496452,0.0663853217038431,0.05948199482222059,0.07542052411156683
3.34,0.6218035921566025,0.06631651060292944,0.059457583971831984,0.07548595551151911
3.35,0.621600445137991,0.06624814365963853,0.059433681221774115,0.07555071914853848
3.36,0.6214017727797527,0.06618022160219084,0.05941028000768382,0.0756148191003601
3.37,0.6212075163174196,0.06611274507837987,0.05938737382448561,0.07567825946588383
3.38,0.6210176177276825,0.06604571454764953,0.05936495626001313,0.07574104443185099
3.39,0.6208320195297634,0.06597913039299344,0.05934302096014883,0.07580317820371076
3.4,0.6206506647854153,0.06591299292095505,0.05932156162882396,0.07586466500562007
3.41,0.6204734970989217,0.0658473023616276,0.05930057202801856,0.07592550908044376
3.42,0.6203004606170975,0.06578205886865407,0.05928004597776147,0.07598571468975446
3.43,0.6201315000292884,0.06571726251922726,0.059259977356130346,0.07604528611383259
3.44,0.6199665605189276,0.06565291333682786,0.059240360099105625,0.07610422763683995
