t,Vm,Ca_i,d_Ltype,f_Ltype,f_ca_Ltype,d_VDDR,f_VDDR,d_CaCl,d_ERG,d_kv11,f_kv11,d_Na,f_Na,Ca_PU,d_NSCC,Ca_m,Ca_ER,ADP_m,ADP_i,NADH_m,h,deltaPsi
0.38,-67.27661159539139,1.1251703712776393e-05,8.363955300281845e-06,0.9488628734967769,0.9999999999080403,0.0010309063592576963,0.5593607956399987,0.0005274040655662036,0.20000000000445636,0.004114232030336704,0.9969883081873991,0.014458097555620419,0.17759006677679387,0.00010334612041910956,7.121794540137927e-11,0.00013538598522272176,0.007325187867452496,2.600993317363614,0.007728488661331406,0.10139839828739652,0.9396989903911642,164.00003839013647
0.39,-67.2878293715379,1.1229297099462325e-05,8.34305172907714e-06,0.948421353648501,0.9999999999081964,0.0010288827282754654,0.5588034075242689,0.0005245183349464432,0.20000000000244414,0.004108103729428682,0.9969961395696966,0.014423796131755795,0.17782808909429645,0.00010351918650500826,6.92337023901945e-11,0.00013537196814230335,0.007325786870927699,2.600994848821122,0.007728493929395119,0.10139650002100466,0.9396989584583585,164.00003821143633
0.4,-67.29869697866577,1.1206708992402328e-05,8.319424530496089e-06,0.9480020694294676,0.999999999908354,0.001026925464703997,0.5583380108678904,0.0005215720053244398,0.20000000000526,0.004102174440502203,0.9970037083978365,0.014390635965912332,0.1780589464710262,0.00010370666847852386,6.730235979486156e-11,0.00013535811727621817,0.007326378597677233,2.6009963787164057,0.0077284991913704375,0.1013946095404156,0.9396989261026999,164.00003803048872
0.41000000000000003,-67.30922429089944,1.1184008392249095e-05,8.303276730969272e-06,0.9476039568374911,0.9999999999085121,0.0010250326078435818,0.5579549434668308,0.0005185801770077436,0.20000000000085535,0.004096438444423641,0.9970110227864412,0.01435858229566713,0.17828280102240535,0.00010391188383562562,6.542263089969492e-11,0.00013534444695874627,0.007326962399424754,2.600997907028417,0.007728504447479153,0.1013927269390001,0.9396988932866137,164.0000378471249
0.42,-67.31941975402688,1.1161258992061855e-05,8.27705142944661e-06,0.9472260010069385,0.9999999999086708,0.0010232021916640683,0.5576454584863928,0.000515556254031491,0.20000000000427792,0.0040908898210039405,0.9970180910086158,0.014327599842990032,0.17849984826654955,0.00010413941550974517,6.359325799433931e-11,0.0001353309750646634,0.007327537463313534,2.600999433734174,0.00772850969789704,0.10139085232663998,0.9396988599633289,164.00003766113417
0.43,-67.32929327269026,1.1138514911538586e-05,8.256468683889272e-06,0.9468672338134093,0.9999999999088293,0.0010214323297728632,0.557401635915247,0.0005125121466262781,0.20000000000783213,0.004085523091502199,0.9970249207811618,0.014297655455386747,0.1787102424824391,0.00010439577758364026,6.18130141549027e-11,0.00013531772439230258,0.007328102745900703,2.6010009588081537,0.007728514942762995,0.10138898583398778,0.9396988260733078,164.00003747224758
0.44,-67.33885408125558,1.1115824882327231e-05,8.245606688608124e-06,0.9465267319410475,0.9999999999089872,0.0010197211685793713,0.5572163126130287,0.0005094583887740322,0.20000000000399146,0.0040803328152327015,0.9970315196687956,0.014268716592186542,0.17891415162849872,0.00010469080163484557,6.008070831642538e-11,0.00013530472516269724,0.007328656852053029,2.601002482221358,0.007728520182185749,0.10138712761933119,0.9396987915378165,164.00003728010824
0.45,-67.34811017769907,1.1093234134960867e-05,8.226033516183553e-06,0.9462036149127393,0.9999999999091443,0.0010180668489799029,0.5570830104571798,0.0005064042373652517,0.20000000000200135,0.004075313370247503,0.9970378954527679,0.014240750022609447,0.17911176613737761,0.00010503983642289047,5.83951700247465e-11,0.00013529201891109404,0.007329197845961296,2.6010040039400195,0.007728525416251524,0.10138527787824675,0.9396987562489199,164.00003708422543
0.46,-67.35707071940246,1.1070780508476653e-05,8.206193527531795e-06,0.9458970431091622,0.9999999999093004,0.0010164675971127306,0.5569958746751774,0.0005033578532425035,0.20000000000325419,0.004070459555269123,0.9970440553359349,0.014213724726272565,0.17930324526139288,0.00010546819974177499,5.675523363214443e-11,0.00013527966527159663,0.0073297229154861724,2.601005523923624,0.007728530645030885,0.1013834368585804,0.9396987200521099,164.000036883894
0.47000000000000003,-67.36574457025243,1.1048497419984466e-05,8.191434526932275e-06,0.9456062159847257,0.9999999999094552,0.0010149216863354796,0.5569496166925224,0.0005003263981328814,0.20000000000350665,0.004065766298355039,0.997050006272081,0.014187610669139037,0.17948875099360867,0.00010602335186456843,5.515985733557013e-11,0.00013526775610306506,0.007330227644268763,2.6010070421214806,0.007728535868587392,0.10138160488669287,0.9396986827104677,164.0000366780274
0.48,-67.37413990332192,1.1026415221107245e-05,8.17679274198687e-06,0.9453303701856185,0.9999999999096084,0.0010134274083465464,0.556939457130224,0.0004973161139736869,0.20000000000313747,0.004061228496926175,0.9970557552522723,0.014162377800348996,0.17966845239655185,0.00010680654778816389,5.360813242251325e-11,0.00013525645081072831,0.007330704179526668,2.601008558465653,0.007728541086992928,0.10137978242190437,0.9396986438152087,164.00003646473954
0.49,-67.3822648621761,1.100456038156993e-05,8.159931409577213e-06,0.9450687782026319,0.99999999990976,0.0010119831028478875,0.5569610894757467,0.0004943324200910744,0.20000000000301799,0.004056841205905915,0.997061309027203,0.014137997044082962,0.17984251356654918,0.00010805996194134933,5.2099079965955784e-11,0.00013524605327483384,0.0073311370597370544,2.6010100728582883,0.0077285463003545305,0.1013779701544655,0.9396986025929356,164.00003624043387
0.5,-67.39012773140078,1.098295596003265e-05,8.144527890790795e-06,0.9448207463441409,0.9999999999099095,0.0010105871630937855,0.5570106247850555,0.0004913800339576403,0.2000000000029605,0.004052599677451913,0.9970666740548636,0.014114440487183928,0.18001109013408426,0.00011059682031794958,5.063185791192913e-11,0.00013523729642096988,0.00733148670221154,2.6010115851352293,0.00772855150889658,0.10137616928751177,0.9396985572047734,164.0000359964353
0.51,-67.39773642473132,1.0961624581672845e-05,8.129986644099435e-06,0.9445856132997176,0.9999999999100571,0.0010092380168198857,0.5570845552049194,0.000488463067089233,0.20000000000293994,0.004048499230269461,0.9970718566763013,0.0140916807459642,0.18017433977426847,0.00012008689172518962,4.920572144195846e-11,0.00013523314071710709,0.00733156937398094,2.60101309492247,0.007728556713330122,0.10137438265243104,0.9396985004893122,164.00003569770175
0.52,-67.40510365788454,1.0942388629895791e-05,8.115954526956197e-06,0.9443627489362025,0.9999999999101978,0.0010079340641116208,0.5571797260869877,0.0004855999154909836,0.20000000000292673,0.0040445349251958885,0.9970768635276906,0.014069689335196554,0.1803324405276307,0.004595994800524637,4.781973752848041e-11,0.00014924635431627322,0.006685583253673087,2.6010142334708184,0.0077285631735868185,0.10137548652574944,0.9396941661811962,163.99986948943538
0.53,-67.4122635073275,1.0925297961805707e-05,8.102348470836139e-06,0.9441515584051788,0.99999999991032,0.0010066721162984118,0.5572933743329145,0.00048290232893402976,0.2000000000029147,0.004040694144476306,0.9970817108975113,0.014048398769617337,0.18048597708847483,0.003206575750108835,4.647279269539468e-11,0.00018113930653297584,0.005331136399150365,2.6010119867513195,0.007728580729426162,0.10140303560652572,0.9396852617318764,163.99949161485185
0.54,-67.41918971481509,1.0907173284341992e-05,8.089190216119814e-06,0.9439514739567711,0.9999999999104415,0.0010054503839352599,0.5574230016206937,0.00048031677026220455,0.2000000000029033,0.004036973688817371,0.9970864031522388,0.0140277865943914,0.18063490960219045,0.002086136302072137,4.5163787748633e-11,0.0002050625482463145,0.00431593570397509,2.6010070585778267,0.007728605263991003,0.10145159221971196,0.939679313754694,163.99920802297996
0.55,-67.42586977287385,1.0888367641139149e-05,8.076512077067754e-06,0.9437619452105319,0.9999999999105679,0.0010042696420804438,0.5575662458234544,0.0004777820999538372,0.20000000000289236,0.004033380281233956,0.9970909321360673,0.014007884243744896,0.18077884725723206,0.0013267752933026958,4.389165275701268e-11,0.0002202103469620608,0.0036736266286275933,2.601000647036924,0.007728630531394102,0.1015117440814708,0.9396755969813656,163.99902826821616
0.56,-67.43230752455298,1.0869288103269364e-05,8.064311276346256e-06,0.9435824465141842,0.999999999910697,0.0010031304273199573,0.5577209546881303,0.00047526929479505973,0.20000000000288182,0.004029916380406537,0.9970952950680712,0.013988704492278929,0.18091771078574992,0.0009020385144752192,4.2655351136755104e-11,0.00022820677599960686,0.0033347929300230343,2.600993517415255,0.007728652136188048,0.10157738738860539,0.9396732300336974,163.99893314442724
0.5700000000000001,-67.43851315708905,1.08500491235618e-05,8.052568649125938e-06,0.9434124757866531,0.9999999999108272,0.001002032326322209,0.5578851950239161,0.000472769013419268,0.20000000000287166,0.004026579499411113,0.9970994953866924,0.01397023465024135,0.18105163920449435,0.00010144468435768428,4.1456097907362894e-11,0.0002309476925039162,0.0032252001804236583,2.6009861040355617,0.007728667828697632,0.1016450007103684,0.9396719949248914,163.99890022381175
0.58,-66.89043916008971,1.083113565320221e-05,8.608913411804243e-06,0.9432131658242183,0.9999999999109584,0.0010140930486697475,0.5575366810465381,0.0004702730554755986,0.20000000000320042,0.0040925556892326504,0.9970150464160711,0.014300170111145451,0.1772077311660538,7.540803800858924e-05,0.005136169660183092,0.00023086498546136846,0.0032290084878253025,2.600978697280173,0.007728676573078579,0.10171219928408327,0.9396720239241855,163.99890073143834
0.59,-64.5084960646598,1.08293575197594e-05,1.357520616129757e-05,0.9425710652374447,0.9999999999110396,0.00116858349684889,0.5516224963958968,0.00046801752734411785,0.200000000008331,0.004804795803046394,0.9960110341338761,0.018242343379586617,0.14817149729961923,7.541296720810141e-05,0.012388422854227494,0.0002307807815270919,0.003232620615910064,2.60097134661935,0.007728679258088249,0.1017785369003782,0.9396720579193765,163.99890126711202
0.6,-60.711468499094174,1.0906800918688504e-05,3.0733772250793314e-05,0.9407625892458571,0.9999999999108066,0.0017052011335435592,0.534758966371327,0.00046758172961569133,0.20000000005588262,0.006911382265862782,0.992285093318057,0.032211780503287456,0.1021585848752921,7.541809355197022e-05,0.019405049594359517,0.00023069662333909905,0.0032362307795309716,2.600964045880506,0.007728676998393958,0.10184402444278141,0.9396720919024466,163.9989018124492
0.61,-55.96035613397672,1.1204773750624683e-05,8.922002401223288e-05,0.9367435193561179,0.999999999909576,0.003165383636477803,0.5062496129825946,0.00047385528540531437,0.2000000007041299,0.011743063973752799,0.9803222035605684,0.07257763012600627,0.05968473622144277,7.542323458108764e-05,0.026192614460013537,0.00023061251089321689,0.003239838981675391,2.6009567899961707,0.007728670706097948,0.10190867270565908,0.9396721258733334,163.99890236732418
0.62,-50.85746777107443,1.2038698140370342e-05,0.0002906609986508174,0.9291364777417624,0.9999999999057035,0.006873284172927489,0.4703068236948607,0.000500040853984394,0.2000000118134342,0.021873298813519966,0.9450995607192457,0.17311390911589214,0.03114426562451858,7.542840800122339e-05,0.03275752191236323,0.00023052844418254413,0.0032434452249658374,2.6009495748095053,0.0077286611275018185,0.10197249233447614,0.9396721598319846,163.9989029316116
0.63,-46.31082294885331,1.4036109175345345e-05,0.0008701313343708212,0.9169716247155681,0.9999999998950678,0.015118141803484243,0.43229364376296786,0.0005843721238630428,0.20000016317981206,0.04010861211228004,0.8702119399652819,0.34790634605902315,0.015925713872206277,7.543364937916606e-05,0.039105838885186615,0.00023044442321783394,0.0032470495143298002,2.6009423969088385,0.007728648873239987,0.10203549382815642,0.9396721937782865,163.99890350518646
0.64,-42.95801314426473,1.802872923976017e-05,0.0020132909852179233,0.9007372332244035,0.9999999998677289,0.029300563846644413,0.3954910647884757,0.0008436168480080139,0.20000123821725188,0.06539731246029587,0.7754926523948209,0.5356142428858969,0.008958566113927821,7.543900817774186e-05,0.04524319654994197,0.00023036044803975412,0.0032506518585959663,2.6009352534922696,0.007728634442936491,0.10209768754140369,0.9396722277120217,163.9989040879242
