t,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103
2.44,5.0000000000000825e-08,1334.6105722294585,16030.95920476324,5667.668530691472,10461.282419188614,15.97038239189227,0.029812504245370606,4.586746680931183,6.439966701863855e-07,0.0018068542178381122,0.017999002875886266,80999.55884762504,1.4402751820564034e-09,11821.775979495771,46.371496918546114,6.153261045017431e-06,0.023252253649475748,0.0023658286266362515,0.005113597234193213,0.0030644066718082995,7.301077240999978e-05,7183.286455262437,3.520253694577656,22489.367281902872,7.6789982176373375,71974.86425376114,4.174477191068221,4.152944011012165,0.09592239715608812,43744.351106318776,100874.7065832825,24.1666343037746,40.081895640053105,2.108020300756006,33.06867751902721,16.05857258209068,0.3487832436589676,4.414710668463975,0.404196995344462,4.24493506983327,39999.9051180347,0.07285481540738395,0.09263891357082428,39999.99963791485,0.0003547557398447697,0.00036190486893840877,20999999.95914717,0.02125704275822991,0.019502593790045496,1.3305746299283887e-11,5.956159029436474e-14,6.415933001412217e-15,39999.99992664942,7.33195940819387e-05,22100000.0,4.9441865143480125e-12,9.153105969166184e-13,2.271410889376878e-31,5.3406225883572024e-33,10000000.0,7.380073054059332e-32,8.503900680558512e-12,0.012967414566847617,0.024067434289774828,0.0015131883710397403,0.023694053154347434,0.012468384496159444,0.0002779826360864027,0.0026899685077208715,4.219419476501329e-05,5.83756267317621e-05,1.9312062589384908e-07,1.803113615367982e-07,1.0878909256129636e-05,8.975488935626256e-06,3.0736536700830816e-18,1.2831481301124747e-20,1.2623759451512856e-21,3.098350496928588e-08,1.0283098515235098e-18,1.8765137652132663e-19,9.29673217085346e-45,2.164137968132308e-46,2.7221607983215486e-45,1.5927398493315757e-18,0.16263401773710023,0.015663014007812396,0.060696712174364585,0.02821594169045087,0.0006055046153392117,0.014654560368387134,0.2151400178284666,0.0901727622373134,0.0018537278767067672,3.5163559351506708e-40,8.509156914859503e-57,1.4872745564987876e-39,3.8907494077818634e-56,1.014872898931265e-44,2.338623455312532e-61,1.1026790131001648e-36,4.0885770524117662e-50,6.660804561557538e-42
2.45,5.0000000000000825e-08,1315.3665247082074,15976.504295620609,5648.9913837040385,10514.799804766222,15.975330209127401,0.030303471861253376,4.637564547550576,6.576593630081162e-07,0.0018429669099551073,0.018260789499705093,80999.54945047716,1.4819919677157278e-09,11819.81015429339,46.68231146231604,6.299951629840414e-06,0.023532555690982067,0.0024031688071627566,0.005203484098441015,0.0031263763388420657,7.46226800290759e-05,7171.75452228558,3.55687341749205,22477.9091717021,7.771867389636738,71974.37997865785,4.237171432022385,4.2522411936513835,0.09753432046410328,43754.72368932505,100873.08756999606,24.353494280439566,40.48901307690603,2.136881002392285,33.58311013013014,16.364071997860126,0.35602047885039145,4.506338514598703,0.41168787422396963,4.306248754339556,39999.90233340655,0.07490256802161172,0.09517400921839052,39999.99962532392,0.0003657075749017392,0.00037448873414137,20999999.957678486,0.02196857518322071,0.02025578258168086,1.4297445047727225e-11,6.421593838881767e-14,6.9476492507485005e-15,39999.99992348705,7.64804968686618e-05,22100000.0,5.339093398783761e-12,9.890958831230123e-13,2.655766671792916e-31,6.247247079699792e-33,10000000.0,8.671581892449535e-32,9.230623543630709e-12,0.013131755972594845,0.024421452646298733,0.0015411294279460916,0.024177919646767063,0.012765036831592334,0.00028510361495156735,0.002766717264697305,4.3574628824334346e-05,6.0225825285086974e-05,1.999313296157491e-07,1.873806919519471e-07,1.1292004890918862e-05,9.361950718016832e-06,3.331118843023513e-18,1.3950751991713028e-20,1.378487797348803e-21,3.245707496870473e-08,1.1198994963742677e-18,2.0450690188864033e-19,1.1055179150318176e-44,2.5746855053340012e-46,3.252623173467575e-45,1.7435495375692107e-18,0.16351252528449134,0.015922718125122894,0.06176930858928946,0.02880065905361851,0.0006189593373739905,0.014949569032355812,0.21977454012435665,0.09242955417550883,0.001902803082413254,4.181468090525336e-40,1.034662553982941e-56,1.7747966231170773e-39,4.744541879632247e-56,1.2160467353366924e-44,2.863316731687014e-61,1.2946276097437897e-36,4.881588410926367e-50,7.857354036573797e-42
2.46,5.0000000000000825e-08,1296.4070087428124,15922.303850778026,5630.2372868586,10568.114909838172,15.980182007265805,0.030799497699893014,4.6886323996947645,6.715946648890621e-07,0.0018796026774735486,0.018524778651324306,80999.53990708622,1.5247006062418707e-09,11817.834804031943,46.99250970074213,6.449341422999399e-06,0.023814453702455392,0.002440865756136243,0.005294459494218992,0.003189243277682926,7.626143839204595e-05,7160.247868600303,3.593593193887816,22466.47670184781,7.865265289505964,71973.8893861262,4.300398124419474,4.35332353349384,0.09916367459158346,43765.05983085796,100871.45780069758,24.540141854975566,40.89671761982626,2.1659057378838766,34.10198056156958,16.673286789378416,0.363361868238379,4.599279988209825,0.41926596968353874,4.367985782480287,39999.89948243977,0.07699603001842004,0.09776544424697055,39999.999612362466,0.00037693859022470743,0.00038744287541080867,20999999.9561646,0.02270003601450551,0.021034100923949584,1.5357504207081977e-11,6.920855404094727e-14,7.520540044882848e-15,39999.99992020472,7.976129419127034e-05,22100000.0,5.763362531768307e-12,1.0684217408714597e-12,3.1028127022860715e-31,7.302256097962459e-33,10000000.0,1.0181415069175265e-31,1.0015459685307459e-11,0.013297083188192433,0.024778167876741742,0.0015693954594650412,0.024668725089842924,0.013066906415207106,0.0002923654377298246,0.0028452229265785427,4.4992540369290396e-05,6.212528129646968e-05,2.069463597176109e-07,1.9469002666380243e-07,1.1718575464940337e-05,9.76304240344388e-06,3.608720582380379e-18,1.5161559532249574e-20,1.5046489563414165e-21,3.399314083130197e-08,1.2191431194551902e-18,2.2278364608679827e-19,1.3135430593632601e-44,3.060605968636607e-46,3.8833295989780944e-45,1.9078109575140632e-18,0.16439130231545784,0.016185323938854548,0.06285478017626484,0.029394103166372355,0.0006326389500092631,0.015248585104944208,0.2244807004990233,0.0947290450085433,0.001952891658762123,4.968178454675376e-40,1.256912807791635e-56,2.1160436002056727e-39,5.780114108749501e-56,1.4558473121834642e-44,3.502513771874617e-61,1.518845211006753e-36,5.823737290565933e-50,9.261668593183523e-42
2.47,5.0000000000000825e-08,1277.727794786862,15868.357304041287,5611.409371706545,10621.227044706628,15.984939208982443,0.03130059482685677,4.739949153541475,6.857392472174751e-07,0.0019167658923686605,0.018790971046347783,80999.53021613082,1.568419289617324e-09,11815.849972336191,47.30208071710296,6.6014641586004405e-06,0.024097942035096697,0.0024789200628418722,0.0053865300759634634,0.0032530147346619964,7.792733793632793e-05,7148.7664214139895,3.6304110797224505,22455.069796204585,7.959189980747202,71973.39244102583,4.36415707069255,4.456211108324111,0.10081052170859678,43775.35959093603,100869.81729760821,24.72656811569481,41.304981674737235,2.1950928333186623,34.62528405017716,16.986229068308074,0.370808120654696,4.693543810797386,0.42693152004512314,4.43014383523471,39999.89656394769,0.0791359300580523,0.10041416680221014,39999.999599021685,0.0003884543053844574,0.000400776100257921,20999999.954604357,0.02345186773353276,0.02183824969190981,1.6490241807272136e-11,7.456212076743923e-14,8.13756367073795e-15,39999.999916798515,8.316589140017382e-05,22100000.0,6.219010320261678e-12,1.1536727593583493e-12,3.6223651515319108e-31,8.528959993534668e-33,10000000.0,1.1945075500897832e-31,1.0862728107961802e-11,0.01346339245856498,0.025137572578222706,0.0015979873898230661,0.025166521282184506,0.013374048330234268,0.00029976999342616243,0.0029255150399827103,4.64487247279071e-05,6.407504823453843e-05,2.1417072410707187e-07,2.0224620312314432e-07,1.2158985252271623e-05,1.017923931579538e-05,3.907918772373677e-18,1.6470877687943497e-20,1.6416730622524795e-21,3.559402248236907e-08,1.3266370573656386e-18,2.425933986958005e-19,1.559424790872019e-44,3.635232784531867e-46,4.632572525710426e-45,2.0866480148460993e-18,0.1652703435860524,0.016450846287584395,0.06395319879258142,0.029996347199680133,0.0006465458631115177,0.015551630805916252,0.2292591087818394,0.09707174917648306,0.0020040080816941214,5.897898049546015e-40,1.5254719170333655e-56,2.5206847835106888e-39,7.034905701331379e-56,1.7414292430477843e-44,4.280414529047966e-61,1.7805483425325228e-36,6.942098717086799e-50,1.0908515110892277e-41
2.48,5.0000000000000825e-08,1259.3247107198454,15814.66406798149,5592.510723325836,10674.135548162698,15.989603217674908,0.03180677605767283,4.791513722629636,7.001375600443909e-07,0.001954460927645777,0.019059367294802083,80999.52037628937,1.6131664165382273e-09,11813.855702929613,47.611013789564794,6.756353738684885e-06,0.024383015009969145,0.002517332299565628,0.005479702487804605,0.00331769795354439,7.962067013743204e-05,7137.310108228897,3.667325136332051,22443.688378920735,8.053639515917416,71972.88910847437,4.428448044285237,4.560924037324477,0.10247492326343789,43785.6230299487,100868.16608329101,24.912764277891217,41.71377783228534,2.22444060481691,35.15301555949452,17.302910663779286,0.37835994087680075,4.789138649286267,0.43468475757453834,4.492720570039377,39999.89357673163,0.0813230022645542,0.10312113450057472,39999.999585292615,0.00040026030756229843,0.00041449735816465483,20999999.952996593,0.024224519204649908,0.022668943900102156,1.7700203347034377e-11,8.030059696310286e-14,8.801857533893058e-15,39999.99991326446,8.669829008922885e-05,22100000.0,6.708169207461887e-12,1.2452559194349734e-12,4.2256069691176945e-31,9.953906366120465e-33,10000000.0,1.4003138374999562e-31,1.1777018900648228e-11,0.013630680006529238,0.025499659213180384,0.001626906121433669,0.025671359927211486,0.013686517717415803,0.00030731918107474766,0.003007623417968458,4.794398786452341e-05,6.607619484913701e-05,2.2160951604049183e-07,2.1005620070750811e-07,1.261360554425458e-05,1.0611028462824187e-05,4.230262949065378e-18,1.788613102144263e-20,1.7904298418124696e-21,3.7262106970532754e-08,1.4430170424403632e-18,2.64055409378231e-19,1.8497343904147232e-44,4.313994291611805e-46,5.5215883538936684e-45,2.2812646908265827e-18,0.16614964392315565,0.01671929996084044,0.06506463603650918,0.030607464286272243,0.0006606824940816634,0.015858728137073647,0.23411037408295032,0.09945818257047563,0.0020561669152922395,6.995368003662916e-40,1.8495514989570867e-56,2.999928062223791e-39,8.553212310927187e-56,2.081115464226846e-44,5.225746417687101e-61,2.0856939610487398e-36,8.268080448589956e-50,1.283778059828658e-41
2.49,5.0000000000000825e-08,1241.19365960702,15761.22352770022,5573.5443658109825,10726.839796265564,15.994175411501363,0.0323180538785717,4.843325017111162,7.14697687501791e-07,0.001992692157529031,0.019329967868042277,80999.5103862404,1.6589606591542745e-09,11811.852039662266,47.91929845211521,6.914044285983018e-06,0.024669666909117396,0.002556103016244499,0.005573983360203282,0.0033833001745097874,8.134172783366021e-05,7125.878856934971,3.704333432291638,22432.332374518,8.148611933367201,71972.37935393072,4.4932707806165,4.667482493224042,0.1041569397524391,43795.85020877274,100866.50418075558,25.09872172388017,42.12307892859868,2.2539473556354004,35.68516969523044,17.623343032364225,0.38601802829768,4.886073098212315,0.4425259065679669,4.555713613825525,39999.8905195769,0.08355798795082331,0.10588731747614515,39999.99957116612,0.00041236227338138144,0.00042861578690693884,20999999.951340105,0.02501844774707792,0.023526917366846607,1.8992240581404632e-11,8.644967002818688e-14,9.51680294534985e-15,39999.99990959839,9.036262019643963e-05,22100000.0,7.233129371255378e-12,1.3436086510415735e-12,4.9256399872207086e-31,1.1608255297129807e-32,10000000.0,1.6403434047728803e-31,1.2763291739520381e-11,0.01379894202628932,0.02586442006856164,0.0016561525279985094,0.026183292601632352,0.014004369790669987,0.0003150149128880538,0.0030915782251382342,4.9479149821828106e-05,6.812981015129427e-05,2.2926794206967467e-07,2.1812718761207212e-07,1.3082816958581235e-05,1.1058912433122559e-05,4.577423893547016e-18,1.941535853688896e-20,1.9518657750632254e-21,3.899987108845684e-08,1.5689726323745906e-18,2.8729912378512406e-19,2.1923121365152413e-44,5.115336908754888e-46,6.575870508906996e-45,2.492974685556834e-18,0.16702919824638357,0.016990699683342363,0.06618916316364364,0.031227527505735188,0.0006750512701911703,0.01616989881180898,0.23903510453835985,0.10188886296913205,0.0021093828395199314,8.290108657767134e-40,2.2404082338487812e-56,3.5671919922055866e-39,1.0389311174828095e-55,2.484919114271352e-44,6.373880685894548e-61,2.441297815924885e-36,9.839353902732271e-50,1.5096687661799686e-41
2.5,5.000000000000083e-08,1223.3306045047698,15708.035047235604,5554.513274246639,10779.339194726765,15.99865714848061,0.0328344405077797,4.895381944619196,7.29525903564734e-07,0.0020314639568648003,0.01960277312556498,80999.5002446624,1.705820915398927e-09,11809.839026477819,48.226924444773815,7.074570101551251e-06,0.024957891984651488,0.002595232744747422,0.005669379312232177,0.0034498286342618803,8.30908049606306e-05,7114.472595735618,3.74143404249699,22421.001707821168,8.244105260447451,71971.86314313504,4.558624984570252,4.775906689725301,0.1058566308934071,43806.041188678915,100864.83161336475,25.284431971359204,42.5328580056587,2.283611379320838,36.221740777330936,17.947537326135578,0.39378307780708705,4.984355691797539,0.45045518485797353,4.6191205700493585,39999.88739125576,0.08584163426217065,0.10871369616938167,39999.99955663288,0.00042476595332264025,0.00044314068101872797,20999999.949633684,0.025834117690767048,0.024412919698055265,2.0371476709180105e-11,9.303657010644476e-14,1.0286000588877771e-14,39999.99990579608,9.416312033448471e-05,22100000.0,7.796322146093641e-12,1.4491956675130157e-12,5.737494610191846e-31,1.352776387157439e-32,10000000.0,1.9201156084919595e-31,1.3826839871334396e-11,0.01396817469011383,0.02623184729361715,0.0016857274599185886,0.026702370775325907,0.014327659816556369,0.00032285911172284684,0.0031774099139182162,5.10550422880343e-05,7.023700000334941e-05,2.3715130332464305e-07,2.2646649075158048e-07,1.3567007928295614e-05,1.1523407008180417e-05,4.951181382730239e-18,2.1067154696136844e-20,2.1269973080155493e-21,4.080986822056985e-08,1.7052422207325788e-18,3.1246325009176753e-19,2.5963049685341197e-44,6.060787269388301e-46,7.825338391958928e-45,2.7231920706937865e-18,0.16790900154935212,0.017265060126498574,0.067326851146541,0.03185660988693006,0.0006896546266046957,0.016485164305133852,0.24403390741896158,0.10436430962403165,0.0021636706281105062,9.816567188911221e-40,2.7114745364907786e-56,4.238183870798392e-39,1.2608134897109965e-55,2.9646147030645475e-44,7.767326638391336e-61,2.8554489090790462e-36,1.1700095260861314e-49,1.773994532055797e-41
2.5100000000000002,5.000000000000083e-08,1205.7315639355331,15655.097971726005,5535.42037817478,10831.633176610349,16.003049768010733,0.03335594791210143,4.94768341058752,7.44535196095511e-07,0.0020707807008244496,0.019877783322623487,80999.48995023426,1.7537662973469279e-09,11807.81670740128,48.53388169935163,7.237965652846034e-06,0.025247684461856348,0.002634722000080515,0.005765896952095712,0.0035172905658544164,8.486819647522961e-05,7103.091253126893,3.7786250480705377,22409.69630393878,8.340117514576615,71971.34044209392,4.624510332670745,4.886216877135017,0.10757405567112704,43816.19603130574,100863.14840480573,25.469886664634608,42.94308830269425,2.3134309608461705,36.76272286144889,18.275504410654413,0.40165577998574414,5.083994906709855,0.45847280423162523,4.682939021087589,39999.8841905281,0.08817469380220727,0.11160126077507629,39999.999541683464,0.0004374771679186856,0.0004580814846215949,20999999.947876077,0.026672000035653873,0.025327715661129777,2.1843307162982994e-11,1.0009008075929585e-13,1.1113273028983275e-14,39999.99990185318,9.810413414626591e-05,22100000.0,8.40032107441887e-12,1.5625091957189705e-12,6.678336033278877e-31,1.5753268513983724e-32,10000000.0,2.2459664533444554e-31,1.497329483894136e-11,0.014138374150622999,0.02660193291199491,0.001715631745791767,0.02722864581538244,0.014656443106188213,0.00033085371036538873,0.0032651492079890858,5.267250801092287e-05,7.239888633749008e-05,2.4526499137495323e-07,2.3508158960245105e-07,1.4066574381058084e-05,1.2005040719987941e-05,5.353425708958774e-18,2.28506794459805e-20,2.31691237916336e-21,4.269472621439661e-08,1.852613916979588e-18,3.39695935216137e-19,3.0723341515948647e-44,7.175340625896865e-46,9.304913737219945e-45,2.9734337654388145e-18,0.16878904889410007,0.017542395911306057,0.06847777068931822,0.03249478440590443,0.0007044950057941046,0.016804545865905733,0.2491073891336479,0.1068850431241363,0.002219045142387322,1.1614723360893713e-39,3.2786876103316375e-56,5.0311902078291095e-39,1.5286917383982651e-55,3.533973268952024e-44,9.45688274947464e-61,3.337425327659635e-36,1.3901825225915408e-49,2.0830612522380184e-41
2.52,5.000000000000083e-08,1188.392614402539,15602.411627039626,5516.268559342301,10883.721203512672,16.00735459002447,0.033882587792447516,5.000228318263589,7.593663050656321e-07,0.0021106467646959883,0.020154998604826453,80999.47950163546,1.802816145672605e-09,11805.785126538152,48.84016034917661,7.404265582528898e-06,0.0255390385387228,0.0026745712794891204,0.005863542876343699,0.0035856931981436287,8.667419840742274e-05,7091.734757913286,3.815904536970596,22398.4160882791,8.43664670299867,71970.81121709768,4.690926471698812,4.998433342849607,0.10930927229278795,43826.314798678824,100861.45457910279,25.655077581542166,43.353743270964216,2.3434043765701658,37.3081097270631,18.607254847800302,0.4096368207836668,5.184999157913534,0.46657897009887744,4.747166527842538,39999.88091614063,0.09055792493485776,0.11455101188237493,39999.999526308246,0.00045050181248131255,0.0004734478023484307,20999999.946066033,0.02753257292032229,0.026272086381722765,2.341343154574541e-11,1.0764073240967143e-13,1.2002693725547002e-14,39999.99989776523,0.00010219011922419238,22100000.0,9.047859925504252e-12,1.6840724826531889e-12,7.76795239923302e-31,1.8331926686573527e-32,10000000.0,2.6252456317222122e-31,1.620867167423946e-11,0.014309536540453872,0.026974668817588046,0.0017458661912074503,0.02776216897799522,0.014990775013584505,0.0003390006520545948,0.003354827119039695,5.433240155687646e-05,7.46166083209692e-05,2.536144950109854e-07,2.439801283736707e-07,1.4581920320659995e-05,1.250435593398537e-05,5.786171886960187e-18,2.4775734979115847e-20,2.5227805606177866e-21,4.465715412697051e-08,2.0119324053032287e-18,3.6915607353638593e-19,3.632869381485773e-44,8.48839802830205e-46,1.1055856163239171e-44,3.2453344304697244e-18,0.1696693354141946,0.017822721605095078,0.06964199220963248,0.03314212397827204,0.0007195748578740675,0.01712806450164713,0.254256155135694,0.10945158543347384,0.002275521335975094,1.3731515227534141e-39,3.96122217727752e-56,5.96775317001641e-39,1.8518839304421055e-55,4.209302409792663e-44,1.1504166754099792e-60,3.897979528529712e-36,1.6505360016553923e-49,2.4442170224770937e-41
2.5300000000000002,5.000000000000083e-08,1171.309890711565,15549.975319706438,5497.060651423167,10935.602765713485,16.011572914881157,0.034414371582084484,5.053015568707379,7.752303337283333e-07,0.002151066523861699,0.020434419007474926,80999.46889754428,1.8529900313956828e-09,11803.744328074452,49.145750730297074,7.573504709542586e-06,0.025831948385870704,0.002714781062349185,0.005962323669778011,0.003655043755726802,8.850910786664754e-05,7080.403039209649,3.853270604061094,22387.16098655207,8.533690822747143,71970.27543472259,4.757873018520662,5.112576411430684,0.11106233818260931,43836.3975532131,100859.7501606189,25.83999663428477,43.76479657546435,2.373529894228698,37.85789487598471,18.942798893720944,0.41772688148228254,5.28737679818046,0.4747738814530753,4.811800629682816,39999.87756682684,0.09299209182088046,0.11756396055209781,39999.99951049746,0.000463845857671249,0.0004892494006608525,20999999.944202255,0.028416321678447678,0.027246829488802148,2.5087857876518137e-11,1.157208227361838e-13,1.2958590922065686e-14,39999.99989352766,0.00010642564819919056,22100000.0,9.741835073800231e-12,1.814440265718336e-12,9.02883246055647e-31,2.1317290664769713e-32,10000000.0,3.0663509984179803e-31,1.753937500501984e-11,0.01448165797220426,0.027350046773987717,0.0017764315786031042,0.02830299140751558,0.015330710935527118,0.0003473018905460974,0.0034464749487927568,5.603558940229732e-05,7.689132249697873e-05,2.622054010637691e-07,2.5316991748355237e-07,1.5113457897419425e-05,1.3021908981323069e-05,6.2515615765111865e-18,2.6852772684113458e-20,2.7458544539970848e-21,4.669994305596502e-08,2.184099875369252e-18,4.010134873817193e-19,4.2922906176517576e-44,1.0033835320113922e-45,1.312600807422279e-44,3.540648535606322e-18,0.170549856315129,0.018106051721139087,0.07081958583653067,0.03379870145834995,0.0007348966406438605,0.017455740976748676,0.2594808099120515,0.11206445989610357,0.002333114255373964,1.622109425511411e-39,4.781629034575699e-56,7.07279222432098e-39,2.241371992341723e-55,5.009543478253395e-44,1.3982097853369768e-60,4.5493882304385326e-36,1.9581168957404153e-49,2.8658880257005375e-41
2.54,5.0000000000000825e-08,1154.4795857498273,15497.788337936616,5477.799439844878,10987.277381940961,16.015706023440178,0.03495131044147498,5.106044061028693,7.911595337389647e-07,0.002192044353340923,0.020716044454639797,80999.45813664173,1.9043077646993685e-09,11801.694356267137,49.45064338280065,7.74571803094908e-06,0.02612640814818287,0.0027553518099787187,0.006062245904898819,0.0037253494581775404,9.037322304860283e-05,7069.096026444966,3.89072135175305,22375.93092477439,8.631247861108145,71969.73306184047,4.825349560010667,5.228666442034323,0.11283330996188728,43846.44435771676,100858.03517405021,26.024635871278075,44.17622210590709,2.403805773707689,38.41207153364667,19.282146491610273,0.4259266384557913,5.3911361152019746,0.48305773078510594,4.876838845681306,39999.87414130653,0.09547796450451145,0.12064112867990075,39999.99949424116,0.0004775153523747148,0.0005054962157169571,20999999.94228343,0.02932373915109475,0.02825276010063319,2.687294602622281e-11,1.243646851684723e-13,1.3985587317106565e-14,39999.99988913576,0.0001108154169046344,22100000.0,1.048532958811024e-11,1.9542034863661534e-12,1.04871251371916e-30,2.4771680253784755e-32,10000000.0,3.5790977799844806e-31,1.8972261745113316e-11,0.014654734539638822,0.027728058418199527,0.0018073286669370676,0.028851164129862408,0.01567630630386962,0.0003557593902174703,0.003540124296938447,5.77829504139203e-05,7.922420361374079e-05,2.7104339953576075e-07,2.626589437533267e-07,1.566160787433448e-05,1.3558271150417562e-05,6.751883660180144e-18,2.9093008251039783e-20,2.9874842970578814e-21,4.8825972833240175e-08,2.370085721591662e-18,4.354507868566332e-19,5.067655915473601e-44,1.1851868688913557e-45,1.557240698456767e-44,3.861272091380684e-18,0.17143060687405695,0.018392400716895144,0.07201062139968191,0.03446458962872184,0.0007504628195640359,0.017787595803447263,0.2647819568759677,0.11472419118305725,0.0023918390410819098,1.9147585714384617e-39,5.767332620888211e-56,8.375925704358267e-39,2.7105516132886077e-55,5.957335107234766e-44,1.698013453561965e-60,5.305985476764603e-36,2.3213181532504116e-49,3.357972204937193e-41
2.5500000000000003,5.0000000000000825e-08,1137.8979494654643,15445.849951381471,5458.487662847737,11038.74459894642,16.019755177404047,0.03549341526675208,5.159312692285312,8.068690069586859e-07,0.0022335846280673935,0.020999874761917885,80999.4472176085,1.9567893849755203e-09,11799.635255448376,49.754829045975285,7.92094071730092e-06,0.026422411944348145,0.002796283966107389,0.006163316142476711,0.003796617520598058,9.226684320965392e-05,7057.813649353903,3.9282548894741853,22364.725829260446,8.729315795539534,71969.18406560711,4.893355653693169,5.346723829240408,0.1146222434767482,43856.455275381064,100856.3096444227,26.208987473349765,44.58799396573961,2.4342302667390565,38.970632653841456,19.625307282208627,0.4342367634098293,5.496285334592397,0.4914307042633059,4.942278674285544,39999.87063828638,0.09801631874515364,0.12378354856665028,39999.99947752923,0.0004915164204512166,0.0005221983453604982,20999999.94030822,0.030255325353289113,0.029290709896765195,2.8775375194656483e-11,1.3360849105755347e-13,1.5088571221222025e-14,39999.99988458472,0.00011536423712888951,22100000.0,1.1281595550714113e-11,2.1039858353573633e-12,1.2172030152466607e-30,2.8764703792303e-32,10000000.0,4.174486275241689e-31,2.051459579765796e-11,0.01482876231734889,0.028108695260954643,0.0018385581923480885,0.02940673805878107,0.01602761658938872,0.00036437512579490727,0.0036358070505271268,5.957537531915367e-05,8.161644377413109e-05,2.801342785277008e-07,2.724553609018596e-07,1.622679918141276e-05,1.4114027806865528e-05,7.289559280336862e-18,3.150833894750215e-20,3.2491075926934964e-21,5.103820633274429e-08,2.570919605860399e-18,4.726620408308953e-19,5.978224364165123e-44,1.3987915126542021e-45,1.8459676247680232e-44,4.209227301180718e-18,0.1723115824385293,0.01868178299615311,0.07321516844169121,0.035139861207831594,0.0007662758676178815,0.018123649252179044,0.27016019845181477,0.11743130529726076,0.0024517109250619573,2.2583378411293748e-39,6.949729022978295e-56,9.91065521410862e-39,3.2747819424520236e-55,7.078358673555336e-44,2.0601133311527882e-60,6.18382685671228e-36,2.7496439637312777e-49,3.9315925612968946e-41
2.56,5.000000000000081e-08,1121.5612879369519,15394.159413287705,5439.1280115618865,11090.003990795462,16.023721619629328,0.03604069668199023,5.212820357965998,8.230242810238644e-07,0.0022756917219894307,0.021285909635605157,80999.43613912517,2.010455176163753e-09,11797.567070006202,50.05829865906736,8.09920811466764e-06,0.026719953870293817,0.002837577956662138,0.006265540930571338,0.003868855152157996,9.419026867059622e-05,7046.555837981578,3.9658693348596854,22353.545626629686,8.827892594664611,71968.62841347886,4.961890827858601,5.466768997652288,0.11642919376595039,43866.43036978414,100854.57359707837,26.393043756140884,45.00008649162749,2.4648016184798727,39.533570923770164,19.97229059242809,0.44265792295488426,5.602832614788866,0.49989298162231205,5.008117595935812,39999.86705645923,0.10060793613480885,0.12699226354094437,39999.9994603514,0.0005058552657313399,0.0005393660632150983,20999999.938275266,0.031211588025849262,0.030361528923007634,3.08022267550455e-11,1.4349075461731981e-13,1.627277467210759e-14,39999.9998798696,0.00012007705179417996,22100000.0,1.2134101341215168e-11,2.264453015249506e-12,1.4117762182911122e-30,3.337796336790724e-32,10000000.0,4.86548186378574e-31,2.2174171747348342e-11,0.015003737363287502,0.028491948695130182,0.0018701208677185063,0.029969763983956527,0.016384697286306312,0.00037315108246598885,0.003733555396995276,6.141376754677563e-05,8.406925391917128e-05,2.894839335087195e-07,2.825675082536048e-07,1.680946976544675e-05,1.4689780237220828e-05,7.867181501151979e-18,3.411155744733944e-20,3.5322781220396715e-21,5.33397020586591e-08,2.7877106757943287e-18,5.128564649125781e-19,7.047049138114045e-44,1.6496363834712427e-45,2.1865614944132232e-44,4.586705804200381e-18,0.17319277842536018,0.018974212906060793,0.07443329619952185,0.035824588830022853,0.0007823382651966728,0.018463921336082635,0.2756161358729246,0.12018632945650505,0.002512745232110819,2.6615002066272536e-39,8.3674301219634e-56,1.1717184364674714e-38,3.953012439158732e-55,8.403607566828498e-44,2.4972709359388616e-60,7.201815284361619e-36,3.2545240765033485e-49,4.599927901834717e-41
