t,N,F,Na,Nan,MF,K,B,Bp,BN,MAx,A,Rasa,ERKa,Xa,MDusp,Dusp
0.1,0.4372835577814989,0.0018259936527643074,0.24745868169382243,0.00025973723740273664,0.09355718193312795,2.9480319176098524,0.16297335736044907,0.002108275133864209,0.014234164352782465,0.0893008289386212,0.03991438054455249,0.6009132797212564,0.22337129544571263,0.0950273389377241,0.09850383561543351,0.09183680871770714
0.11,0.431474576263978,0.0019040461966815666,0.2518496746025519,0.0002715742325453739,0.0929338134397348,2.9450757892032717,0.1635772709693258,0.001256472322562508,0.015613044237003458,0.08833828107114128,0.03647083732892796,0.6109603830884529,0.2259855866696934,0.09457072982967994,0.09835080960147079,0.0910567626785553
0.12,0.4257456762945973,0.0019812963524191785,0.2561796486615491,0.00028259709771807397,0.09231417649338183,2.9423879809547033,0.16390423919166544,0.0007764088841429222,0.016965934543047075,0.08739486518695704,0.03333726634362882,0.6209995018370358,0.22865004579261247,0.09412192096507453,0.0981972427072062,0.09028315756414994
0.13,0.42009587936412174,0.00205775007242961,0.2604494456706088,0.00029295833496030294,0.09169825360341372,2.939943903922016,0.16408220744883742,0.0005113184395579507,0.018291257928452636,0.0864704359986283,0.030485672034902402,0.6310306346006765,0.23136461751641035,0.09368101141042147,0.09804315462531749,0.08951595478508585
0.14,0.4145242164152952,0.002133413271773923,0.2646598971436797,0.00030277889280519416,0.09108602742090445,2.937721264980841,0.16418799299282985,0.0003675122380766921,0.019588516331991438,0.08556483507670766,0.027890604682601825,0.6410537757337924,0.23412924670599336,0.09324809931014202,0.09788856501994884,0.08875511574986998
0.15,0.409029727787901,0.002208291828426016,0.268811824401123,0.00031215523672875633,0.09047748072563994,2.9356998451935117,0.16426564049328246,0.00029109500807965,0.020857836021880915,0.08467789254283974,0.025528925029773445,0.6510689154410748,0.2369438783431501,0.09282328188234253,0.09773349352445458,0.08800060186891008
0.16,0.40361146316411095,0.0022823915835628226,0.2729060386631814,0.0003211646851981006,0.08987259641271984,2.933861300811056,0.16433963342658067,0.00025173734365187094,0.022099686745478752,0.08380942851231829,0.02337959150395104,0.6610760398948857,0.23980845748193963,0.09240665541506168,0.09757795973933267,0.08725237455846992
0.17,0.39826848151409927,0.0023557183418406384,0.2769433411442291,0.0003298694762364559,0.08927135747980519,2.932188984424619,0.16442323607120737,0.00023257990635174494,0.023314717943390732,0.08295925431559255,0.021423467718679583,0.6710751313413607,0.2427229292055032,0.09199831526301318,0.09742198323035016,0.08651039524459078
0.18,0.39299985104189705,0.0024282778716584737,0.28092452314748223,0.0003383198961758704,0.08867374701549839,2.9306677840648048,0.16452340844239816,0.00022432769147721912,0.024503666383599968,0.08212717354589708,0.019643148193525764,0.6810661681959911,0.24568723858424937,0.09159835584484811,0.09726558352686186,0.08577462536697812
0.19,0.38780464913146434,0.0025000759054096214,0.2848503661599315,0.0003465567088253577,0.08807974818903164,2.9292839782779545,0.1646436228986627,0.00022187776133392875,0.02566730470284492,0.08131298297668527,0.018022800430931442,0.6910491251294028,0.24870133063536062,0.09120687064096111,0.09710878012032355,0.08504502638285315
0.2,0.3826819622929569,0.0025711181397226938,0.28872164194731953,0.0003546130557004723,0.08748934424128499,2.928025105437829,0.16478543465530965,0.00022244227797520077,0.026806413417977033,0.0805164733782736,0.01654802169105523,0.7010239731439892,0.25176515028356616,0.09082395219186076,0.09695159246300034,0.08432155977076887
0.21,0.37763088610912915,0.002641410235693474,0.29253911264909827,0.0003625159511491782,0.08690251847705822,2.9268798457739167,0.16494935479631015,0.00022450594326462362,0.027921765836192918,0.07973743025672651,0.015205709000381241,0.710990679641981,0.25487864232310875,0.0904496920971289,0.09679403996687154,0.08360418703439246
0.22,0.3726505251817302,0.0027109578191092222,0.29630353087347827,0.0003702874687689456,0.08631925425847341,2.925837914539344,0.1651353328528085,0.0002272497148765675,0.029014120106100928,0.07897563453091447,0.013983940835942038,0.7209492084856193,0.25804175138076857,0.09008418101498727,0.09663614200273032,0.08289286970626222
0.23,0.3677399930790248,0.0027797664806617833,0.3000156397904525,0.00037794566876000807,0.0857395349994983,2.9248899671838533,0.16534301511512728,0.0002302421421335911,0.030084215323204395,0.07823086314417199,0.012871871605618148,0.7308995200487722,0.2612544218806626,0.08972750866248773,0.09647791789949411,0.08218756935143846
0.24,0.3628984122817273,0.0028478417761613546,0.3036761732274907,0.00038550536565943656,0.08516334416115054,2.9240275106871105,0.1655718990732803,0.00023325458015409974,0.031132769528410424,0.07750288964933737,0.011859632537473136,0.7408415712629561,0.26451659800898003,0.08937976381636338,0.09631938694369382,0.08148824757123468
0.25,0.3581249141304079,0.002915189226739126,0.3072858557624375,0.0003929787243397669,0.08459066524766082,2.923242825586598,0.16582140742748824,0.0002361723349391809,0.032160479124133313,0.07679148473614826,0.010938244165567731,0.7507753156553877,0.2678282236806221,0.08904103431452268,0.09616056837917535,0.08079486600681601
0.26,0.353418638772456,0.0029818143190471864,0.3108454028169133,0.0004003757458922429,0.08402148180323246,2.922528894597709,0.1660909297541491,0.00023894437248659687,0.03316801886195571,0.0760964167264472,0.0100995359006456,0.7607007033809853,0.27118924250646675,0.08871140705823577,0.09600148140699687,0.08010738634279511
0.27,0.3487787351087523,0.0030477225054555152,0.3143555207498851,0.0004077046626564232,0.08345577740934708,2.9218793375676024,0.16637984948716245,0.00024155053354583627,0.034156042077840454,0.07541745203775607,0.009336072471471845,0.7706176812483347,0.2745995977613349,0.08839096801504354,0.09584214518552844,0.07942577031081284
0.28,0.34420436074138394,0.003112919204241532,0.3178169069490251,0.00041497225167317703,0.08289353568260607,2.921288353677612,0.1666875542302642,0.0002439886415856632,0.035125181194063784,0.07475435560547906,0.008641088344099056,0.7805261927393233,0.27805923235340557,0.08807980222231936,0.09568257883074904,0.07874997969301296
0.29,0.339694681920228,0.0031774097997805868,0.3212302499236193,0.0004221840961982123,0.0823347402729319,2.9207506677950037,0.16701344353451067,0.0002462646234536382,0.03607604826013365,0.07410689128483912,0.008008426665945997,0.7904261780236195,0.2815680887937466,0.08777799379162918,0.09552280141674904,0.07807997632555527
0.3,0.33524887349103377,0.0032411996427282428,0.3245962293944012,0.00042934479236173196,0.0817793748621633,2.920261483219299,0.1673569316943843,0.00024838859319418767,0.037009235543845324,0.07347482221339326,0.007432485331128251,0.8003175739673657,0.2851261091674386,0.08748562591370013,0.09536283197641755,0.07741572210199175
0.31,0.33086611884157335,0.0033042940502067547,0.3279155163862203,0.0004364581259234373,0.08122742316287872,2.919816437026107,0.16771744956405263,0.0002503720890806624,0.037925316143393915,0.07285791116087136,0.0069081658785578115,0.8102003141370248,0.2887332351043201,0.0872027808643118,0.0952026895023533,0.07675717897672889
0.32,0.32654560984938014,0.00336669830598352,0.3311887733174409,0.00044352721008894156,0.08067886891753966,2.9194115610617186,0.16809444499976445,0.0002522269745715008,0.038824844583884716,0.07225592084275614,0.006430828745613816,0.8200743287978731,0.2923894077512667,0.08692954001079155,0.09504239294795554,0.07610430896834626
0.33,0.32228654682767555,0.0034284176606534872,0.33441665409184623,0.0004505546032145012,0.08013369589780357,2.9190432452862676,0.16848738288206858,0.00025396482971420134,0.03970835742194016,0.07166861422046499,0.005996251121301442,0.8299395449073665,0.29609456774414,0.08666598381952141,0.09488196122875919,0.07545707416298665
0.34,0.3180881384718473,0.0034894573318175557,0.3375998041890111,0.0004575424029672396,0.07959188790404848,2.918708205128603,0.16889574497560056,0.0002555965521172601,0.04057637382612017,0.07109575477513536,0.005600589334302842,0.8397958861035273,0.299848655180602,0.08641219186417187,0.09472141322396671,0.07481543671766745
0.35000000000000003,0.3139496018236512,0.0035498225042009095,0.3407388607243553,0.00046449230285299523,0.07905342876508945,2.9184034608979235,0.1693190297834275,0.00025713215768319287,0.04142939595701879,0.07053710667976594,0.005240355095712255,0.849643272694722,0.30365160960223303,0.08616824283161599,0.09456076777757556,0.07417935886247036
0.36,0.3098701621842841,0.0036095183299380317,0.3438344525942079,0.0004714057096163122,0.07851830233765023,2.918126291257931,0.1697567519574386,0.0002585805900821184,0.04226790987255817,0.0699924351919923,0.004912361719249165,0.8594816216292838,0.3075033699517634,0.08593421453719305,0.09440004370134841,0.07354880290580625
0.37,0.3058490530786945,0.003668549928687998,0.34688720053488015,0.00047828377501874626,0.0779864925064244,2.9178742179021775,0.17020844179415218,0.0002599499680038632,0.043092385880617715,0.06946150679618478,0.004613706405693887,0.8693108464780452,0.311403874555794,0.08571018393184013,0.09423925977626267,0.07292373123653255
0.38,0.30188551621575416,0.003726922387758618,0.34989771718704954,0.00048512739487616987,0.0774579831844419,2.9176449950949594,0.1706736442564396,0.0002612483812970892,0.043903278896745446,0.06894408931298679,0.004341757972138516,0.8791308574038493,0.31535306110676203,0.08549622711185492,0.09407843475459188,0.07230410632621076
0.39,0.2979788014183465,0.003784640762331369,0.3528666072104401,0.0004919372926504724,0.07693275831272327,2.917436576662165,0.17115191883279626,0.0002624833718188033,0.044701029124778364,0.06843995217364303,0.004094118654691987,0.8889415611258539,0.3193508666294772,0.08529241933314684,0.09391758736279204,0.07168989073321493
0.4,0.29412816657543955,0.0038417100756121068,0.35579446736131726,0.0004987140415360021,0.0764108018604375,2.9172471001060116,0.17164283910759098,0.00026366199803361994,0.04548606248683364,0.06794886656610206,0.0038686056057670123,0.89874286088521,0.3233972274590597,0.08509883502263804,0.09375673630390939,0.07108104710545951
0.41000000000000003,0.29033287758789666,0.0038981353189999866,0.358681886578651,0.0005054580884095862,0.07589209782502725,2.917074871152855,0.17214599374819156,0.0002647891804656853,0.046258791049337514,0.06747060557166958,0.0036632328757607293,0.9085346563972766,0.327492079216383,0.08491554779271747,0.09359590026070755,0.07047753818338505
0.42,0.28659220831551446,0.003953921452252736,0.36152944606924736,0.00051216978069148,0.07537663023241557,2.9169183464253745,0.1726609853335611,0.0002658686106391044,0.04701961350487418,0.06700494432315032,0.0034761912692499414,0.9183168438115781,0.33163535678366135,0.08474263045421013,0.09343509789842214,0.06987932680294345
0.43,0.28290544052344974,0.004009073403647891,0.36433771939121484,0.0005188493689801788,0.07486438313754273,2.9167761231427796,0.17318742856466343,0.0002669044387913762,0.04776891560693317,0.06655166010822532,0.003305836298171023,0.9280893156545142,0.33582699428067764,0.08458015503235647,0.09327434786828809,0.06928637589843854
0.44,0.2792718638287264,0.004063596070148501,0.36710727253833575,0.0005254970343839455,0.07435534062442452,2.916646923785326,0.17372494955676485,0.0002679016567950064,0.048507070614253536,0.06611053249911716,0.0031506703097446856,0.937851960779098,0.3400669250404875,0.08442819278152917,0.09311366881074808,0.06869864850543465
0.45,0.2756907756464981,0.004117494317564595,0.36983866402276294,0.0005321128977305011,0.07384948680649542,2.916529585967978,0.17427318452000182,0.000268867243108625,0.04923443970172637,0.06568134344275746,0.0030093306326920495,0.9476046643018067,0.3443550815855964,0.08428681420214039,0.09295307935922831,0.06811610776354145
0.46,0.27216148113630506,0.004170772980714524,0.3725324449576949,0.0005386970299160452,0.07334680582697917,2.9164230518418517,0.17483178427174614,0.0002698043480385261,0.04995137226718393,0.06526387735698559,0.0028805772017201216,0.9573473075392595,0.34869139560382373,0.08415608905746201,0.09279259814390657,0.06753871691919805
0.47000000000000003,0.26868329314826106,0.004223436863585954,0.37518915913967915,0.0005452494619196899,0.07284728185923085,2.916326358126344,0.1754004129517251,0.00027071340478176985,0.05065820633508127,0.06485792121727942,0.0027632809008378374,0.9670797679419671,0.3530757979242547,0.08403608639092314,0.09263224379560542,0.06696643932842972
0.48,0.26525553216901665,0.00427549073949461,0.3778093431296004,0.0005517701897960775,0.07235089910715432,2.9162386284535216,0.17597874620891535,0.0002715938963548144,0.05135526894075715,0.06446326462082234,0.0026564145938531634,0.9768019190178587,0.35750821849307696,0.0839268745449487,0.09247203495010789,0.06639923845950862
0.49,0.2618775262677321,0.004326939351243603,0.3803935263337262,0.0005582591828148759,0.07185764180555403,2.9161590650432974,0.17656646644364715,0.0002724496353327048,0.05204287657215495,0.06407969985438566,0.0025590433826219064,0.9865136302560648,0.3619885863491998,0.0838285211796207,0.09231199025244313,0.06583707789562017
0.5,0.25854861104194693,0.004377787411281605,0.38294223108414377,0.0005647163887599608,0.07136749422053507,2.9160869414875425,0.1771632617930247,0.0002732895883328092,0.052721335529645454,0.06370702195217427,0.002470316152764747,0.996214767045911,0.36651682959982396,0.0837410932920502,0.09215212836136803,0.0652799213374847
0.51,0.25526812956049744,0.004428039601867384,0.3854559727220524,0.0005711417376706044,0.07088044064994552,2.9160215965087426,0.17776883509371766,0.00027411679768936316,0.053390942097812304,0.06334502874244435,0.002389458255025075,1.0059051905817775,0.37109287539429053,0.08366465723796061,0.0919924679544491,0.06472773260602481
0.52,0.2520354323229904,0.004477700575187116,0.3879352596571781,0.0005775351454152876,0.0703964654236758,2.9159624291261137,0.17838290218233166,0.00027493013246761397,0.054051982819976065,0.06299352088353803,0.002315765841054384,1.0155847577970796,0.3757166499054778,0.0835992787467391,0.09183302773160129,0.06418047564427712
0.53,0.2488498771777679,0.004526774953589443,0.39038059348645116,0.0005838965185459893,0.06991555290429219,2.915908890437738,0.17900519467469303,0.00027572043656511487,0.05470473491417904,0.06265230192013044,0.002248596224187168,1.025253321220617,0.38038807829181165,0.08354502295314287,0.0916738264226252,0.06363811452116061
0.54,0.24571082929473032,0.00457526732966115,0.3927924690317158,0.0005902257549301741,0.06943768748724931,2.915860481996779,0.17963543677294408,0.0002764980528219806,0.055349466827855374,0.062321178283968805,0.0021873659709172482,1.0349107289178638,0.38510708468396965,0.08350195440884021,0.09151488279006914,0.06310061343262327
0.55,0.24261766109758107,0.004623182266419688,0.3951713744365341,0.0005965227472795657,0.06896285360141098,2.9158167496667318,0.1802733676225535,0.00027726571919484225,0.05598643819829724,0.06199995933435723,0.0021315436917121915,1.0445568243635293,0.3898735921528389,0.08347013710930869,0.09135621563572681,0.06256793670467825
0.56,0.23956975221084764,0.004670524297462104,0.3975177912401646,0.0006027873847711761,0.06849103570946334,2.915777279939901,0.1809187373120969,0.00027802303473419915,0.056615900190388355,0.061688457373381016,0.002080645718575341,1.0541914463321584,0.39468752268398444,0.08344963451566274,0.09119784380601753,0.06204004879565686
0.5700000000000001,0.2365664895393781,0.004717297926564398,0.39983219433153644,0.000609019554713406,0.0680222183090017,2.9157416968870855,0.18157130203589741,0.0002787720945785266,0.057238095708266074,0.06138648771402558,0.0020342325231510676,1.063814428684592,0.3995487971285657,0.08344050956845586,0.09103978619881777,0.061516914301143526
0.58,0.2336072668951695,0.00476350762913826,0.4021150523140578,0.0006152191439114517,0.06755638593139847,2.9157096573337205,0.18223082724122036,0.00027951301397088614,0.057853259944762626,0.0610938685554756,0.001991903050798294,1.0734256004661331,0.404457335226812,0.08344282473269152,0.09088206176677674,0.06099849795009039
0.59,0.23069148525380945,0.004809157851108658,0.40436682729936324,0.0006213860399645709,0.06709352314378483,2.9156808492354718,0.1828970853356076,0.00028024677031194856,0.05846162034179304,0.060810421120689316,0.0019532928123886417,1.0830247855509025,0.4094130555287142,0.08345664200148253,0.09072468952623415,0.060484764613247026
0.6,0.22781855200371107,0.004854253011942562,0.40658797560729376,0.0006275201319903117,0.06663361454586446,2.915654986406733,0.18356985553708752,0.0002809742484735325,0.0590633975403817,0.06053596935852336,0.0019180676916698447,1.0926118030423917,0.4144158754881935,0.08348202296177198,0.09056768855591249,0.05997567929093986
0.61,0.22498788235596703,0.0048987974987172184,0.40877894652753466,0.0006336213120894612,0.06617664477810668,2.9156318108203076,0.1842489252593129,0.00028169604995284997,0.05965880414855735,0.06027034057110049,0.0018859266441745759,1.1021864659547793,0.4194657111650036,0.08351902873528472,0.09041107802073811,0.059471207146344074
0.62,0.22219889773517304,0.00494279567276404,0.4109401837718311,0.0006396894749099002,0.06572259851353955,2.9156110862929188,0.18493408829156321,0.0002824126606316514,0.06024804643947218,0.060013364728497554,0.001856594280488947,1.1117485824172955,0.4245624775015465,0.08356772007959093,0.09025487715590826,0.05897131347280909
0.63,0.21945102649265538,0.004986251866573338,0.41307212487602685,0.0006457245194210332,0.0652714604627543,2.915592597709066,0.18562514513668893,0.00028312455863110204,0.06083132392856936,0.0597648748039177,0.0018298199517773374,1.1212979547539776,0.4297060881209871,0.08362815738505038,0.09009910528812148,0.05847596371467697
0.64,0.21674370425968323,0.005029170382283855,0.4151752008973427,0.0006517263495237989,0.06482321537618466,2.9155761510788256,0.18632190319495126,0.00028383230115200256,0.06140882911888111,0.059524706935469615,0.0018053778166410067,1.1308343790870983,0.43489645523924503,0.08370040066707106,0.08994378184395532,0.05798512347666394
0.65,0.21407637332607812,0.005071555494143486,0.4172498369920447,0.0006576948732938575,0.06437784804163078,2.915561569547275,0.1870241760324923,0.00028453645928776846,0.06198074829749193,0.05929270015274595,0.0017830621502628325,1.1403576455810571,0.4401334897276457,0.08378450962485869,0.08978892635112211,0.05749875851414302
0.66,0.21144848193811214,0.005113411451312606,0.41929645307478247,0.0006636300033995366,0.06393534328148887,2.915548688531567,0.187731782354204,0.0002852377506438845,0.06254726246717357,0.0590686960911367,0.0017626816304164834,1.1498675387345394,0.44541710118603983,0.0838805437098519,0.08963455843992968,0.05701683472257236
0.67,0.208859485306919,0.005154742473675467,0.42131546292470246,0.0006695316581743115,0.06349568595834884,2.9155373600402283,0.18844454736660843,0.0002859365965088147,0.06310854633585442,0.0588525394282695,0.0017440644117711617,1.15936383643558,0.4507471977372372,0.083988562079868,0.08948069785967373,0.05653931816008775
0.68,0.2063088451912008,0.005195552753475683,0.42330727458571,0.0006753997619596885,0.0630588609736254,2.9155274493694074,0.18916230220410996,0.00028663309403608616,0.06366476892253913,0.05864407771558856,0.0017270542434454173,1.1688463100434587,0.4561236860530047,0.08410862364863293,0.08932736448268759,0.05606617504244847
0.6900000000000001,0.2037960297952968,0.005235846455569823,0.42527229048781207,0.0006812342449493023,0.06262485326821289,2.915518833058907,0.18988488345980523,0.0002873272050738691,0.06421609387720859,0.0584431613223389,0.0017115080647323348,1.1783147240209613,0.46154647128759524,0.0842407871278903,0.08917457831745614,0.0555973717459946
0.7000000000000001,0.20132051381088115,0.005275627717322766,0.4272109073970565,0.0006870350432134951,0.06219364782221279,2.9155113997503284,0.19061213336639232,0.00028801869452839315,0.06476267934808444,0.05824964345749266,0.0016972970144494197,1.187768836083924,0.4670154571048343,0.08438511100996532,0.08902235950322963,0.05513287480640589
0.71,0.19888177824031517,0.005314900649067842,0.4291235166324097,0.0006928020989566125,0.06176522965617813,2.915505046956497,0.19134389901260562,0.000288707416781679,0.06530467853875116,0.058063380083287014,0.0016843026319970772,1.1972083964984301,0.47253054555461976,0.0845416536460345,0.08887072833479347,0.054672650924390345
0.72,0.19647931040409372,0.005353669334087378,0.4310105040565165,0.000698535360495075,0.061339583831060904,2.9154996812182676,0.1920800323703122,0.0002893933120425492,0.06584223968360926,0.05788422991852579,0.0016724170417506841,1.206633148108348,0.47809163707786845,0.08471047324282514,0.08871970526145942,0.05421666696543891
0.73,0.19411260399527422,0.005391937828471626,0.4328722500101485,0.0007042347823221019,0.06091669544783157,2.915495218831922,0.192820390613052,0.0002900762086297366,0.0663755058900046,0.057712054469679086,0.0016615438085356956,1.2160428265790082,0.4836986305479514,0.08489162783851169,0.08856931087897253,0.053764889958144074
0.74,0.19178115892749614,0.005429710161513627,0.4347091294984687,0.0007099003253754403,0.060496549648543174,2.915491582981181,0.19356483472322727,0.00029075692577345646,0.06690461563218347,0.057546717955731505,0.0016515945649924883,1.2254371597921259,0.48935142316482905,0.08508517536971226,0.08841956595074124,0.05331728709907263
0.75,0.18948448108011315,0.005466990336354692,0.4365215124872145,0.0007155319565915803,0.06007913161801238,2.9154887009500694,0.19431322134411524,0.000291446226461221,0.06742970354325654,0.05738808713179726,0.0016424857323982796,1.2348158665485693,0.4950499102463197,0.0852911737801052,0.08827049144733072,0.05287382575999386
0.76,0.18722208252933265,0.005503782329409043,0.438309763632817,0.0007211296495915687,0.05966442658227046,2.9154865093259454,0.1950654320529836,0.0002921306562219726,0.06795089922295734,0.05723603146394281,0.0016341446443569468,1.2441786576506395,0.5007939853999265,0.08550968092193326,0.08812210851236192,0.05243447348120921
0.77,0.18499348139258853,0.005540090090746681,0.4400742424632787,0.0007266933840948391,0.059252419809595766,2.9154849491369914,0.1958213403535284,0.0002928113947344093,0.06846832830589214,0.05709042300535273,0.0016265038237619712,1.253525235175046,0.5065835404076093,0.08574075462003909,0.08797443848495641,0.051999197975983846
0.78,0.18279820177527908,0.0055759175442360535,0.44181530344081205,0.000732223146129688,0.058843096610857105,2.9154839668399526,0.1965808189722328,0.00029349541715386094,0.06898211243082379,0.056951136373851706,0.0016195021467462006,1.262855292164676,0.5124184651737347,0.08598445269450299,0.087827502908652,0.05156796713207423
0.79,0.1806357737157381,0.005611268587681748,0.4435332960247084,0.0007377189279539387,0.058436442339860895,2.9154835135017767,0.19734375827599118,0.0002941733473082189,0.0694923690410806,0.05681804871848298,0.0016130838799643405,1.2721685123226574,0.518298647676864,0.08624083298233359,0.08768132353993427,0.05114074901321253
0.8,0.17850573312829862,0.005646147092969591,0.44522856473635447,0.0007431807280064613,0.05803244239370899,2.9154835444301956,0.1981100387646608,0.000294852134466477,0.06999921201641696,0.05669103967742753,0.0016071982465051206,1.281464569674133,0.5242239739154679,0.08650995335975857,0.08753592235742617,0.050717511860634015
0.81,0.17640762175041144,0.00568055690620042,0.4469014492189731,0.0007486085508675915,0.057631082213123776,2.9154840188341375,0.19887955186285494,0.0002955300951012925,0.07050275140982018,0.0565699913478262,0.001601799026820887,1.2907431282377113,0.5301943278561501,0.08679187176234215,0.08739132157049244,0.05029822409445655
0.8200000000000001,0.1743409870663105,0.005714501847923366,0.4485522843172288,0.000754002407170403,0.05723234728262393,2.9154848994421996,0.19965219172903775,0.00029620653016500015,0.07100309372918796,0.0564547882384838,0.0015968441104203292,1.30000384170576,0.5362095913852699,0.08708664620521614,0.08724754362746032,0.049882854314436835
0.8300000000000001,0.17230538240033344,0.005747985712609049,0.4501814000153948,0.0007593623136872345,0.056836223132024515,2.915486152265213,0.20042785458549564,0.00029688249080430393,0.07150034197825901,0.05634531729433967,0.0015922952161812908,1.3092463527792804,0.5422696441930315,0.08739433480605033,0.08710461123157438,0.049471371306149974
0.84,0.17030036663655576,0.0057810122697942515,0.45178912168493834,0.0007646882929893964,0.05644269533499243,2.915487746187558,0.20120644144659164,0.0002975572275087659,0.0719945958494223,0.05624146776590727,0.0015881174132385586,1.318470293216723,0.5483743637996313,0.08771499579950762,0.08696254734007394,0.04906374403507276
0.85,0.16832550418446454,0.005813585264138019,0.4533757701272625,0.0007699803734341167,0.05605174950948684,2.9154896527295997,0.20198785551715454,0.0002982311853450113,0.07248595186235128,0.05614313118127389,0.0015842788418466093,1.3276752834102936,0.554523625490355,0.08804868755548256,0.08682137517392664,0.0486599416484058
0.86,0.16638036504278356,0.005845708415029219,0.4549416615351193,0.000775238589242578,0.055663371319007185,2.9154918458713492,0.20277200349392988,0.0002989044083874631,0.07297450337526767,0.05605020135848429,0.00158075050574993,1.3368609317259126,0.5607173022051247,0.0883954685996035,0.08668111823272691,0.048259933480201606
0.87,0.16446452473452308,0.005877385416767052,0.45648710755991123,0.0007804629803522827,0.05527754647282005,2.9154943018245905,0.2035587953252394,0.0002995766969742456,0.07346034069635075,0.05596257436323723,0.0015775060046276175,1.3460268340820063,0.5669552644754365,0.08875539762993424,0.0865418003036917,0.04786368905227534
0.88,0.16257756422350067,0.005908619938827811,0.45801241539411003,0.000785653592297096,0.054894260726029306,2.9154969988198074,0.20434814369101165,0.0003002480902565516,0.07394355120717465,0.055880148459302295,0.0015745212840607297,1.355172573545187,0.5732373803667984,0.08912853353263345,0.08640344546988184,0.04747117807447682
0.89,0.1607190700171485,0.005939415625276789,0.459517887701195,0.0007908104762810974,0.05451349988124501,2.9154999169748352,0.20513996420065067,0.0003009186119810548,0.07442421937425618,0.05580282413361574,0.001571774480662714,1.3642977194325403,0.5795635153292424,0.08951493540405282,0.08626607812925474,0.047082370451514345
0.9,0.15888863334272296,0.005969776098455856,0.46100382329889594,0.0007959336883045021,0.05413524978211622,2.915503037899178,0.20593417494694713,0.0003015882254946555,0.07490242723209066,0.05573050375363117,0.001569245461097105,1.3734018288528964,0.5859335325076244,0.08991466253270612,0.08612972295792189,0.04669723625640587
0.91,0.15708585207949974,0.00599970494981987,0.46247051561361935,0.0008010232908780273,0.05375949633189588,2.9155063450080805,0.20673069729855684,0.00030225690767918094,0.07537825353103882,0.05566309229962425,0.0015669161818794234,1.3824844401193814,0.592347291549407,0.09032777451425068,0.08599440505442638,0.0463157458064975
