t,V,A,D,A_,D_,m,m_1,h,n,h_1,n_1
0.35000000000000003,9.77511082896952,0.8579438704890687,0.0549514925749901,0.08710386372891203,7.732070286693315e-07,0.0029522082115827583,0.0007172288690529409,1.9110280557504913e-06,0.05082056652091666,0.00028193033737911597,0.017885979791698207
0.36,11.107338322244221,0.8598111638896306,0.05053348322738328,0.08965466319982324,6.896831625333897e-07,0.003423802125403467,0.000835088026806549,1.910160117218823e-06,0.05510990511854804,0.00029185380901283596,0.019712989164998838
0.37,12.410769468175449,0.861398287269781,0.046391270923358416,0.09220982509562468,6.167112356222282e-07,0.003966140181068703,0.0009693189789278246,1.9092924475716743e-06,0.05959848039742169,0.0003017861943947718,0.02170242681327965
0.38,13.684502900690774,0.8627072151760118,0.04252371817128063,0.09476851362565807,5.530270492305747e-07,0.0045878102944687475,0.001121685343521768,1.9084250792268513e-06,0.06427837865226303,0.0003117262348069906,0.023864412149847088
0.39,14.927774529323361,0.8637437798422121,0.03892581763895555,0.09732990565694989,4.968618822700739e-07,0.005297917775728265,0.001294047822248575,1.9075580357986857e-06,0.06914072279810707,0.00032167285697979275,0.026209010368479006
0.4,16.139965738439418,0.8645168084773411,0.035589544645444844,0.09989319982776801,4.470494456571656e-07,0.006106016734814565,0.0014883546288621348,1.9066913345493587e-06,0.0741758687826756,0.00033162514550538346,0.028746147254345822
0.41000000000000003,17.320605566004865,0.8650373494769753,0.032504623180000476,0.10245762464197458,4.0270104931285365e-07,0.007022025452124706,0.0017066298593005711,1.9058249881427139e-06,0.07937360004482741,0.00034158231920853173,0.03148552242827822
0.42,18.469368075876726,0.8653180051921759,0.029659187544870815,0.10502244418420753,3.630787454629835e-07,0.008056127684435695,0.0019509600110589496,1.9049590058973042e-06,0.08472331217431453,0.000351543711045544,0.034436522795546785
0.43,19.586065973104773,0.8653723653648197,0.0270403451338289,0.10758696190121218,3.276001390891043e-07,0.009218660239512755,0.002223478600551694,1.904093394696939e-06,0.09021418520957869,0.000361508750783846,0.03760813610749075
0.44,20.670641949165436,0.8652145603402888,0.02463462103835236,0.11015052285890171,2.9576245698473103e-07,0.010519995707546649,0.0025263499829663322,1.9032281596255063e-06,0.09583533217782556,0.0003714769508023772,0.04100887012353537
0.45,21.723157436917898,0.8648588640141024,0.022428353923217435,0.11271251491045643,2.671522235121785e-07,0.011970406863280242,0.002861750372611051,1.9023633044803465e-06,0.10157594210764914,0.00038144789273438146,0.04464666731044203
0.46,22.743781336035592,0.8643194438119114,0.020407946270697683,0.11527236849719937,2.4142019123932567e-07,0.013579943087392372,0.00323185009492839,1.9014988320700472e-06,0.10742538205449849,0.0003914212179133823,0.04852883474243202
0.47000000000000003,23.73277778302895,0.8636101308890423,0.018560094741367956,0.1178295561273845,2.1824220504045488e-07,0.015358296166200372,0.0036387938253342397,1.9006347444846575e-06,0.11337329335990054,0.00040139661803247095,0.05266197183978192
0.48,24.690494126041155,0.8627442651888596,0.016871946378655075,0.12038359109454075,1.9733794426153847e-07,0.017314672798936684,0.004084681077820116,1.8997710432779972e-06,0.11940966389839801,0.00041137382761190553,0.05705190652555937
0.49,25.617349272355952,0.8617345908817938,0.015331204859842363,0.1229340257671664,1.7849119706238525e-07,0.019457674249270515,0.004571546890651121,1.8989077295995245e-06,0.1255248819632539,0.000421352617684563,0.061703638867110694
0.5,26.513822567588146,0.8605931782506413,0.013926210451369709,0.12548044979487805,1.6150311056817717e-07,0.021795182815782924,0.005101342841797748,1.8980448043010363e-06,0.13170977854954963,0.0004313327901939601,0.0666212900367835
0.51,27.38044369102693,0.8593313966467239,0.012645969239785766,0.1280224879813266,1.4613216337840886e-07,0.024334264391268325,0.005675919083014883,1.8971822679991935e-06,0.13795564809805633,0.00044131417372814894,0.0718080628231485
0.52,28.217783222836363,0.8579598927074107,0.01148017701740313,0.13055979811167945,1.3216350634113775e-07,0.027081080739910692,0.0062970072816017205,1.8963201211340813e-06,0.14425426438707173,0.00045129661954331076,0.07726620724263107
0.53,29.02644420927985,0.8564885867078356,0.010419225048435699,0.13309206871208695,1.1953164137028663e-07,0.03004081759810914,0.006966204976890492,1.8954583640144932e-06,0.1505978862060814,0.000461279998208499,0.0829969950144321
0.54,29.807054596255995,0.8549266874252907,0.009454187389665079,0.13561901685985725,1.0832518656392047e-07,0.03321762904171081,0.007684961546951148,1.894596996848462e-06,0.15697925410346877,0.00047126419684244614,0.08900070303777509
0.55,30.560260532717408,0.8532827188505532,0.00857679632409978,0.13814038650529903,9.832004759882263e-08,0.03661459753283268,0.00845456588731643,1.8937360197631541e-06,0.1633915802199082,0.0004812491168383777,0.09527660562671571
0.56,31.286720559792442,0.8515645481770577,0.0077794163725834736,0.140655946542372,8.890798636664583e-08,0.04023370954539534,0.009276135958020388,1.8928754328239076e-06,0.1698285348464248,0.0004912346718443884,0.10182297444844482
0.5700000000000001,31.987100619210242,0.8497794179274849,0.007055014053997026,0.14316548836996515,7.964855253803319e-08,0.04407584648235716,0.010150610298724118,1.8920152360478983e-06,0.17628422933605203,0.000501220786065089,0.1086370866130029
0.58,32.66206967588237,0.8479339827734971,0.006397122921450172,0.14566882250289898,7.180215337506743e-08,0.048140789891521193,0.011078741601387464,1.8911554294146345e-06,0.18275319684607133,0.000511207392813129,0.11571524077729134
0.59,33.3122960865319,0.8460343463423692,0.0057998084516680815,0.14816577901782993,6.618813232455626e-08,0.05242723993609682,0.012061092238850019,1.8902960128737086e-06,0.18923037115062039,0.0005211944332894013,0.12305278054722232
0.6,33.93844451995681,0.8440860979720506,0.005257632886199219,0.15065620871137447,6.043037532202507e-08,0.05693284564105903,0.013098031813373861,1.889436986351175e-06,0.19571106502651325,0.0005311818555262536,0.13064412485559446
0.61,34.541173396992626,0.8420943493967492,0.004765620040106843,0.15313997779218058,5.277096304802325e-08,0.06165424531895553,0.014189736523032652,1.8885783497542726e-06,0.20219094807192659,0.000541169613490408,0.13848280461726434
0.62,35.12113281159996,0.8400637698345524,0.004319221591408898,0.15561696100368208,4.757035626541469e-08,0.06658711636359345,0.015336190449919369,1.8877201029752788e-06,0.2086660248605331,0.0005511576663119102,0.14656150557627043
0.63,35.678962860484624,0.8379986199968394,0.003914284346796275,0.15808704855558364,4.7100780285499736e-08,0.07172623248932508,0.016537188497087598,1.8868622458943665e-06,0.21513261334206438,0.0005611459776291195,0.15487211642507873
0.64,36.21529231065333,0.8359027841708382,0.0035470193340879524,0.16055015478778875,4.170728481034186e-08,0.07706552667358987,0.017792340849477218,1.8860047783819792e-06,0.22158732404860654,0.0005711345150183568,0.16340578147862553
0.65,36.730737569556865,0.8337798006153072,0.003213972497595474,0.16300619148302328,3.540407368513733e-08,0.082598158704395,0.01910107879766514,1.8851477003006924e-06,0.22802704005852348,0.0005811232495027234,0.17215295734439712
0.66,37.22590194245043,0.8316328898482038,0.0029119973954837308,0.16545508050538188,3.225093026235884e-08,0.08831658624233894,0.02046266190028575,1.8842910115066542e-06,0.23444889802477847,0.0005911121551353502,0.181103473225635
0.67,37.701375033214326,0.8294649807138459,0.0026382300309491192,0.16789675952954705,2.9725657692226957e-08,0.09421263614374037,0.021876185627133587,1.8834347118507837e-06,0.24085027058626615,0.0006011012086345144,0.19024659222881085
0.68,38.15773243979459,0.8272787360237875,0.0023900640777520365,0.17033117319368157,2.670477854638203e-08,0.10027758038283938,0.02334059090497854,1.8825788011797208e-06,0.24722874862992344,0.0006110903890608674,0.19957107796343218
0.6900000000000001,38.59553561866848,0.8250765762944127,0.002165127934153011,0.1727582714506364,2.4320797620137277e-08,0.1065022120798072,0.024854674484672133,1.8817232793366018e-06,0.2535821244474911,0.0006210796775339254,0.20906526265312012
0.7000000000000001,39.01533155941064,0.822860696966596,0.001961268078559087,0.17517801298032942,2.197451522292401e-08,0.11287691067721789,0.026417096733813736,1.8808681461616193e-06,0.25990838023840124,0.0006310690570278547,0.21871710692151197
0.71,39.417653210710384,0.8206330937592614,0.0017765245366216558,0.1775903617697107,1.9934406012922323e-08,0.11939172470315156,0.028026396022296344,1.8800134014926045e-06,0.26620566903316595,0.0006410585121128605,0.22851427696561738
0.72,39.80301968690506,0.8183955806146623,0.001609113515647654,0.17999528779705504,1.807263478760179e-08,0.12603643757587432,0.029680999596887667,1.8791590451654193e-06,0.2724723015665076,0.0006510480287768158,0.2384442075367157
0.73,40.17193560089259,0.8161497963036451,0.0014574210285011513,0.18239276634950322,1.6318350253321508e-08,0.13280062349574845,0.03137922866375434,1.8783050770142024e-06,0.2787067429692191,0.0006610375943395633,0.24849415868617444
0.74,40.52489189594958,0.8138972260292462,0.001319981971324491,0.18478277723294714,1.476648203027571e-08,0.13967371661026365,0.033119313322356465,1.877451496871703e-06,0.2849075956922203,0.0006710271972648772,0.25865128400214854
0.75,40.86236595361178,0.8116392149280757,0.0011954670535593175,0.18716530457005198,1.3448312795499935e-08,0.14664507308663874,0.03489940297908958,1.8765983045695125e-06,0.2910735901188303,0.0006810168270426401,0.2689026949447096
0.76,41.18482235975263,0.8093769862028993,0.0010826652328681321,0.18954033636296533,1.2201266924525545e-08,0.15370403261746174,0.03671758032344967,1.8757454999383004e-06,0.2972035702172219,0.00069100647404105,0.27923552453569056
0.77,41.49271271438521,0.8071116449252127,0.0009804800393595952,0.19190786409514238,1.0940285137375756e-08,0.1608399628646201,0.03857186789753506,1.8748930828079078e-06,0.30329649041063067,0.0007009961294611849,0.28963697743630173
0.78,41.78647611679349,0.8048441914718414,0.0008879165581989069,0.19426788209608392,9.87387551316742e-09,0.1680423106530682,0.04046023949590252,1.8740410530074972e-06,0.30935140556565605,0.0007109857852374926,0.3000943860974449
0.79,42.06653949348177,0.8025755308380744,0.0008040724076226461,0.19662038754035982,9.213942821576908e-09,0.17530064534875964,0.04238062966088876,1.8731894103656625e-06,0.31536746361244994,0.0007209754339651866,0.3105952599071418
0.8,42.333317846195435,0.8003064792543445,0.0007281313283415516,0.19896538032919514,9.088118457359726e-09,0.18260468858711848,0.04433094050803199,1.8723381547104944e-06,0.32134390037457183,0.0007309650688513859,0.32112731954435814
0.81,42.58721481238332,0.7980377785424616,0.000659349273949414,0.20130286305219752,9.131391111076406e-09,0.18994437960884863,0.04630905692542609,1.87148728586973e-06,0.32728002820972196,0.0007409546836092997,0.33167857301272574
0.8200000000000001,42.82862282200891,0.7957700984049872,0.0005970521919744701,0.20363284069974685,8.70329115097678e-09,0.19730988624565887,0.04831285009152509,1.8706368036707678e-06,0.3331752336668145,0.000750944272440398,0.3422373301533871
0.8300000000000001,43.0579233847439,0.7935040411690059,0.00054063142557546,0.2059553205637465,6.84167184280092e-09,0.2046916268908989,0.05034018399322006,1.8697867079407004e-06,0.3390289731848797,0.0007609338300017894,0.3527922310419037
0.84,43.275487480354556,0.7912401512968655,0.0004895344976974358,0.2082703105164288,3.6890079520820116e-09,0.21208030747588338,0.052388925160909,1.8689369985063984e-06,0.3448407658412788,0.0007709233513422869,0.36333229012243673
0.85,43.48167583855528,0.7889789204127009,0.00044326023916191603,0.210577818646721,7.014158295151192e-10,0.21946694258970798,0.054456949043074576,1.8680876751945463e-06,0.35061018897566676,0.0007809128318680702,0.3738469231447839
0.86,43.67683920497716,0.7867207915369653,0.0004013546834973009,0.21287785297169437,8.078426766318305e-10,0.22684286798615394,0.056542145352198404,1.867238737831668e-06,0.35633687446447493,0.0007909022673163869,0.38432596446554623
0.87,43.86131863582508,0.7844661643917279,0.0003634059247424932,0.2151704230158956,6.667633731640146e-09,0.23419976134306686,0.05864242456966533,1.8663901862441666e-06,0.36202050409068887,0.0008008916537187696,0.3947596931707305
0.88,44.035445741506315,0.7822153982441441,0.00032904135949007586,0.217455544872878,1.5523487508278305e-08,0.24152964849400899,0.06075572214053769,1.8655420202583386e-06,0.3676608065115192,0.0008108809873814861,0.40513884256164884
0.89,44.199542955998986,0.7799688167507844,0.0002979229887622582,0.21973325280895784,7.451495097770694e-09,0.24882491737484416,0.06288000396299696,1.8646942397004068e-06,0.37325755325527854,0.0008208702648556464,0.4154546182020178
0.9,44.35392374890538,0.7777267106937118,0.00026974477638742905,0.22200353973725998,4.7926403120955575e-09,0.2560783196403659,0.06501326960460103,1.8638468443965295e-06,0.3788105561603876,0.0008308594829214039,0.42569870096974693
0.91,44.49889282935933,0.7754893412150314,0.0002442295006372862,0.22426642566343669,3.620894085642288e-09,0.26328298015932766,0.0671535568574636,1.8629998341728227e-06,0.38431966423100156,0.0008408486385656391,0.4358632596838261
0.92,44.63474647572187,0.7732569428713,0.00022112579712919994,0.2265219284662209,2.865349381741837e-09,0.270432392472278,0.06929894419330501,1.8621532088553737e-06,0.3897847605947931,0.0008508377289631431,0.4459409456035244
0.93,44.761772648772116,0.7710297258308783,0.00020020602880437756,0.22877006575987793,2.380438865414012e-09,0.2775204229425045,0.07144755407766228,1.8613069682702526e-06,0.3952057603982035,0.0008608267514629473,0.4559248980199623
0.9400000000000001,44.88025117408068,0.7688078781444933,0.0001812640843162848,0.2310108556913219,2.0798679092996652e-09,0.2845413095474147,0.07359755553688402,1.8604611122435232e-06,0.40058260854093375,0.0008708157035742684,0.4658087427071404
0.9500000000000001,44.99045406477341,0.7665915681708789,0.00016411302466334175,0.23324431694002531,1.8644317954408407e-09,0.2914896522355008,0.07574716548684499,1.8596156406012527e-06,0.4059152770559014,0.0008808045829509858,0.47558657910835755
0.96,45.09264551744249,0.7643809460487094,0.00014858365779187428,0.23547046856141612,1.7320819314951852e-09,0.2983604166879564,0.07789465175938809,1.8587705531695204e-06,0.41120376371638423,0.0008907933873829946,0.4852529848441891
0.97,45.187082384201155,0.7621761457545049,0.00013452253960360812,0.23768933020440433,1.501486607700221e-09,0.3051489138063481,0.08003833207568262,1.8579258497744235e-06,0.41644808950487694,0.0009007821147821056,0.4948029883167085
0.98,45.274013692637894,0.7599772854217993,0.00012179167139793577,0.23990092190086412,1.0059379999983598e-09,0.31185082398530006,0.08217658016759777,1.8570815302420847e-06,0.4216482987376001,0.0009107707631816899,0.5042320995277322
0.99,45.353681552242094,0.757784470730079,0.00011026520599844914,0.24210526359208173,4.718400493814938e-10,0.31846215211412565,0.08430782162666178,1.856237594398659e-06,0.426804454971354,0.0009207593307147364,0.513536250368787
1.0,45.426321067671694,0.7555977951692183,9.982919325351228e-05,0.24430237530051124,3.370161532638759e-10,0.3249792310694102,0.08643053574394505,1.855394042070336e-06,0.4319166406594217,0.0009307478156117981,0.5227117981569764
1.01,45.492160400501454,0.7534173411096412,9.038054349472534e-05,0.24649227736383741,9.83025952489686e-10,0.3313987167497501,0.08854325721101407,1.854550873083347e-06,0.43698495582226504,0.0009407362161936571,0.5317555173636802
1.02,45.551420992591225,0.7512431810451595,8.182582118579033e-05,0.24867499123092202,1.9027318980448944e-09,0.33771757303626126,0.09064457559645359,1.8537080872639676e-06,0.44200951657485443,0.0009507245308636735,0.540664578522095
1.03,45.60431767174958,0.7490753782284719,7.408062859638861e-05,0.2508505390147898,2.1281412288450143e-09,0.34393306404133045,0.09273313532958238,1.852865684438521e-06,0.44699045431242884,0.0009607127581035556,0.5494365369272086
1.04,45.65105885621795,0.7469139879657699,6.706835012844668e-05,0.2530189432730652,4.110357761019009e-10,0.3500427389824801,0.09480763568900277,1.8520236644333813e-06,0.45192791409885896,0.000970700896464983,0.5580693106958209
1.05,45.69184660511524,0.7447590579602617,6.071981977714987e-05,0.25518022358100906,-1.3610485106509882e-09,0.35604442840064865,0.09686683078678886,1.8511820270749771e-06,0.45682205426604755,0.0009806889445675205,0.5665611753064006
1.06,45.72687691976941,0.7426106296041056,5.4972067403264456e-05,0.2573343983118804,1.6610098751108585e-11,0.3619362177969118,0.09890952828227664,1.8503407721897932e-06,0.4616730445025269,0.000990676901089353,0.574910725089076
1.07,45.75633975208133,0.7404687379798521,4.976831578579359e-05,0.2594814928744828,8.298786394206797e-10,0.3677164485640995,0.10093458957289991,1.8494998996043732e-06,0.4664810657727511,0.0010006647647666904,0.5831168746366023
1.08,45.78041918761377,0.738333412773982,4.5057096214934266e-05,0.26162153011937206,1.0430441414446155e-11,0.37338370141542027,0.1029409288662448,1.8486594091453214e-06,0.4712463091790111,0.0010106525343883007,0.5911788347193271
1.09,45.79929357831457,0.7362046787314521,4.0791807724230684e-05,0.26375452900096896,4.598540201855027e-10,0.3789367851413103,0.10492751245657186,1.8478193006393045e-06,0.4759689752111276,0.0010206402087918954,0.5990960959569255
1.1,45.81313567799815,0.7340825561269864,3.6930258161461664e-05,0.265880513197314,4.1753774704677366e-10,0.38437472480320506,0.10689335788507204,1.8469795739130532e-06,0.48064927301031307,0.0010306277868606397,0.606868411701475
1.11,45.82211274806153,0.7319670611804677,3.3434262834264565e-05,0.26799950423257674,3.2412077216687394e-10,0.38969675111163865,0.10883753328278777,1.8461402287933643e-06,0.4852874197212844,0.0010406152675201347,0.6144957824355523
1.12,45.8263867778733,0.7298582065032768,3.0269209726189626e-05,0.27011152395990534,3.270911091748623e-10,0.39490228585263154,0.11075915558528437,1.8453012651071014e-06,0.48988363973250343,0.0010506026497347997,0.621978435576488
1.1300000000000001,45.82611448044221,0.7277560013606803,2.7403806706688878e-05,0.2722165945426473,2.89965191483271e-10,0.3999909355359779,0.11265739075949585,1.844462682681196e-06,0.49443816425867354,0.0010605899325060915,0.6293168151381032
1.1400000000000001,45.821447597612156,0.7256604520992239,2.4809664390242162e-05,0.27431473798367545,2.52709918477865e-10,0.40496247441877675,0.11453145109423583,1.843624481342649e-06,0.4989512305595227,0.0010705771148687357,0.6365115590812275
1.1500000000000001,45.812532885078895,0.7235715623412146,2.2461109311451418e-05,0.2764059762964542,2.530192524453651e-10,0.4098168389456685,0.11638059545262301,1.8427866609185315e-06,0.5034230816000671,0.0010805641958893544,0.6435634900837744
1.16,45.799512359715486,0.7214893333273191,2.0334849729375867e-05,0.2784903316002007,2.2275022439777687e-10,0.414554113106334,0.11820412699211813,1.8419492212359843e-06,0.5078539654022143,0.0010905511746634059,0.6504735959041821
1.17,45.78252330765135,0.7194137640763744,1.840982205495043e-05,0.2805678259661407,1.3542943799235015e-10,0.4191745227782773,0.12000139311844304,1.8411121621222219e-06,0.5122441347444536,0.0011005380503139785,0.6572430204609984
1.18,45.76169846024634,0.7173448515987886,1.666698273143576e-05,0.282638481414493,3.986419142947225e-12,0.42367842507759546,0.12177178381750596,1.8402754834045303e-06,0.5165938467089757,0.001110524821989688,0.6638730495130676
1.19,45.73716584990423,0.7152825909984841,1.5089213519512717e-05,0.2847023198703815,-8.238588164620924e-11,0.42806630609320584,0.12351473298182972,1.8394391849102739e-06,0.5209033624865845,0.0011205114888641953,0.6703651049909483
1.2,45.70904943188114,0.7132269759455055,1.3660855507187083e-05,0.28675936323140966,-3.242307053007705e-11,0.43233875542896383,0.12522971239367314,1.838603266466887e-06,0.525172946441392,0.0011304980501314196,0.6767207142236381
1.21,45.67746899458363,0.7111779986469866,1.2367739271784411e-05,0.2888096334047188,2.0902200686053533e-10,0.43649646733253067,0.126916232594627,1.8377677279018783e-06,0.5294028661209519,0.0011404845050057733,0.6829415102686927
1.22,45.64254020937499,0.7091356499930583,1.1197045331654512e-05,0.29085315247380616,4.878031652138633e-10,0.440540231474748,0.12857384238395683,1.836932569042833e-06,0.5335933918358611,0.0011504708527205292,0.6890292179097142
1.23,45.60437478520409,0.7070999196927603,1.013717099135055e-05,0.292889942559585,5.766626222967469e-10,0.444470925452146,0.13020212718323254,1.836097789717412e-06,0.5377447963916424,0.00116045709252653,0.6949856445545141
1.24,45.56308053871168,0.7050707963502859,9.177656255479784e-06,0.29492002583284616,1.6061167587368765e-10,0.448289510126638,0.13180070833312954,1.8352633897533527e-06,0.5418573549005944,0.001170443223691359,0.7008126739514773
1.25,45.51876163387648,0.7030482676953856,8.30895989407569e-06,0.2969434244373372,-1.0926176385970129e-09,0.451997014607875,0.13336924059703434,1.8344293689784691e-06,0.5459313442013227,0.0011804292454967846,0.7065122464677424
