t,R,V_post,b,C1,C2,C_G1,C3,C_G2,C4,C_G3,n_post
0.25,0.0027837498772597317,-60.022018964934674,0.9999550928636146,0.9768238955627204,0.02224546227614439,0.0007348553978597161,0.00018997695255863618,5.0658220517198996e-06,7.211823652320128e-07,2.1779697684829847e-08,0.03204183140521093
0.26,0.002862741107266966,-59.80727311756019,0.9999563312966087,0.9758866020594874,0.023136960893742575,0.0007644861970828893,0.00020570638947080793,5.40619598808619e-06,8.12972992012366e-07,2.4086430957243765e-08,0.03346289963482665
0.27,0.0029397704840272943,-59.590740867985566,0.9999574775344021,0.9749448656444848,0.024032183869127394,0.000794105788469287,0.00022214734690616922,5.756590006036923e-06,9.128051080392947e-07,2.6549439396491357e-08,0.03489614014894597
0.28,0.0030148867286079097,-59.372310783102975,0.9999585375258009,0.9739982774900066,0.02493152196612476,0.0008237139158160007,0.00023931741713194602,6.117247771949475e-06,1.0211533024485769e-06,2.917597025791093e-08,0.03634176978880361
0.29,0.003088137355715009,-59.15186507821984,0.9999595179431513,0.9730464234844108,0.025835369886672375,0.0008533102957310874,0.0002572355111629977,6.488439723130171e-06,1.138518993556518e-06,3.197374690668392e-08,0.037800016603554094
0.3,0.003159568701906661,-58.92927909647735,0.999960444922915,0.9720888832164901,0.026744127224189243,0.0008828946176843853,0.00027592191870155606,6.870463066462719e-06,1.26543264975484e-06,3.4951002678124235e-08,0.03927112061916402
0.31,0.0032292259528967746,-58.70442076157961,0.9999612940520348,0.9711252289344608,0.02765819943863761,0.0009124665436176394,0.0002953983720760225,7.2636417943267785e-06,1.4024561181205306e-06,3.811651784515599e-08,0.040755334638664674
0.32,0.0032971531730739403,-58.47714992815556,0.9999620828703747,0.9701550243671662,0.02857799895744157,0.000942025707873549,0.00031568812125403384,7.668326881106115e-06,1.5501853039602774e-06,4.1479659532515154e-08,0.042252925175028544
0.33,0.0033633933248112266,-58.247317903363225,0.9999628278691055,0.9691778238804347,0.02950394596034239,0.000971571716906094,0.000336815990609449,8.084896571450651e-06,1.7092521434606659e-06,4.505041353611159e-08,0.04376417312845957
0.34,0.003427988310008045,-58.01476637213972,0.9999635360181561,0.9681931706178241,0.030436470107124563,0.0010011041484572392,0.00035880850602604286,8.513757147216287e-06,1.880328984381524e-06,4.883945293468252e-08,0.04528937530066113
0.35000000000000003,0.003490978988776373,-57.77932670523675,0.9999641703880581,0.9672005954206265,0.031376011532209314,0.001030622550169813,0.0003816939779923778,8.955343841971402e-06,2.064131298774886e-06,5.285818058962723e-08,0.046828845334417654
0.36,0.0035524052022788337,-57.54081908942265,0.9999648089830899,0.9661996154689831,0.032323022093355205,0.0010601264391698721,0.0004055026075037525,9.41012199150245e-06,2.2614211442918343e-06,5.711879058030637e-08,0.048382914866309586
0.37,0.0036123058063082495,-57.29905127284011,0.9999653920201749,0.9651897323512493,0.03327796715121201,0.0010896152997777273,0.00043026663302799076,9.878588498833699e-06,2.473011993275239e-06,6.163433785069893e-08,0.04995193522078149
0.38,0.0036707186951711723,-57.05381733488089,0.9999659463124149,0.9641704302843584,0.034241327198381924,0.00111908858163059,0.00045602047640524405,1.0361273618376655e-05,2.6997733880982812e-06,6.641881221253048e-08,0.05153627901137287
0.39,0.0037276808200420388,-56.804896517740744,0.9999664679525916,0.9631411744847775,0.035213599345436095,0.0011485456980985596,0.00048280088120104163,1.085874273609664e-05,2.9426353098806962e-06,7.148721140152711e-08,0.05313634162264063
0.4,0.0037832282123559445,-56.552051790851614,0.9999669545446601,0.962101409187299,0.03619529912901378,0.0011779860241194497,0.0005106470804384553,1.1371598443472911e-05,3.202593513964757e-06,7.685562704878062e-08,0.05475254301233585
0.41000000000000003,0.003837396009553139,-56.29502803068755,0.9999674270325031,0.9610505551985798,0.037186962740830456,0.0012074088932376905,0.0005396010075002363,1.1900483214869097e-05,3.4807162008143395e-06,8.254135139725295e-08,0.05638532996401573
0.42,0.0038902184760222515,-56.033550214127665,0.9999678678583769,0.9599880075465262,0.03818914916502467,0.0012368135948501392,0.0005697075028187923,1.2446082080453861e-05,3.7781505148178132e-06,8.856298081326184e-08,0.05803517827956822
0.43,0.003941729024142141,-55.76732132422183,0.9999682920264422,0.958913132824293,0.03920244258932869,0.00126619937100309,0.000601014551178692,1.3009125724077262e-05,4.0961299922877735e-06,9.494053555802484e-08,0.059702595270251964
0.44,0.003991960236920333,-55.49601979322843,0.9999686743489598,0.957825266020164,0.040227455279770466,0.00129556541233892,0.0006335735682284777,1.3590394228938052e-05,4.43598355002801e-06,1.0169560420917307e-07,0.061388122744640984
0.45,0.004040943888409749,-55.21929673254854,0.9999690702979395,0.9567237071789942,0.041264830604116454,0.0013249108541992468,0.0006674397057167314,1.4190721048871098e-05,4.799145052021687e-06,1.0885149588315952e-07,0.06309234017542592
0.46,0.004088710963560747,-54.936772789795675,0.999969430076166,0.9556077177080541,0.04231524637451592,0.0013542347718338555,0.0007026721924253869,1.4810997416077574e-05,5.187164005567927e-06,1.1643340907458317e-07,0.06481586822009466
0.47000000000000003,0.004135291677703952,-54.6480345024399,0.9999697680052023,0.9544765161764107,0.04337941864521519,0.0013835361749909925,0.0007393347248695752,1.54521773975452e-05,5.601717812666728e-06,1.2446862637692108e-07,0.0665593727328697
0.48,0.00418071549574794,-54.35263005967064,0.9999700983526808,0.9533292735567194,0.04445810601047491,0.0014128140022009246,0.0007774959132531707,1.6115283589554567e-05,6.044625779135272e-06,1.329867347434326e-07,0.0683235693184164
0.49,0.0042250111487236435,-54.05006495727612,0.9999704146312255,0.9521651084674547,0.04555211389877948,0.0014420671147773124,0.0008172297308457758,1.6801412799739707e-05,6.517863260857767e-06,1.4201984699739013e-07,0.07010922788958343
0.5,0.004268206656781255,-53.73979536827889,0.9999707182601004,0.9509830799969804,0.04666230104845194,0.0014712942878678521,0.000858616192805903,1.751174457144676e-05,7.023583048903373e-06,1.5160293488260273e-07,0.07191717954498748
0.51,0.004310329345617757,-53.421221792661804,0.9999709949881895,0.9497821810429505,0.0477895855150786,0.001500494202223677,0.0009017419892993927,1.8247548986186873e-05,7.564135359114015e-06,1.617741360425326e-07,0.07374832296044435
0.52,0.004351405860957119,-53.093681928275075,0.9999712766266526,0.9485613310405034,0.048934951225998065,0.0015296654355013413,0.000946701180551138,1.9010195074988097e-05,8.142089840210007e-06,1.7257508864493504e-07,0.0756036313583632
0.53,0.004391462185223474,-52.75644171377869,0.9999715361928317,0.9473193669814937,0.05009945607153267,0.0015588064514725569,0.0009935960588192086,1.9801161132495207e-05,8.760262937299916e-06,1.8405134590054062e-07,0.07748416109188282
0.54,0.004430523655455163,-52.40868439759166,0.9999717888400844,0.9460550326525231,0.05128424159832653,0.00158791558721597,0.0010425381838630268,2.062204693017858e-05,9.421750839548215e-06,1.962528708649287e-07,0.07939106190661248
0.55,0.004468614980152565,-52.049497691483765,0.9999720240839707,0.9447669662762369,0.052490544138281234,0.0016169910386242892,0.0010936495744750608,2.1474587505094793e-05,1.0129967490303862e-05,2.092345999722327e-07,0.08132558869341001
0.56,0.004505760254569509,-51.67785868609653,0.9999722617472357,0.943453686351493,0.053719707557207536,0.0016460308443883673,0.0011470640754414358,2.2360668598278463e-05,1.0888688321040078e-05,2.2305707919777045e-07,0.08328911490862607
0.5700000000000001,0.004541982975372892,-51.292615767212645,0.9999724723864419,0.9421135750710598,0.05497319818090949,0.0016750328672400481,0.0012029289620374402,2.3282344402265914e-05,1.1702101740256774e-05,2.3778720348439652e-07,0.08528314821864895
0.58,0.0045773060553697675,-50.892466914739046,0.9999727151146192,0.9407448588340485,0.056252622331886805,0.0017039947728459787,0.0012614068293129754,2.4241857993136242e-05,1.2574869928717106e-05,2.5349907613304614e-07,0.08730934879442459
0.59,0.004611751838255695,-50.47593242731945,0.9999728872506598,0.9393455843665202,0.057559747813100796,0.00173291400357114,0.0013226779127352825,2.524166582896299e-05,1.3512203774923375e-05,2.702750523688931e-07,0.08936955157782477
0.6,0.00464534211293225,-50.04132176516538,0.9999730762341443,0.9379135903745895,0.05889652940518037,0.0017617877498102138,0.0013869428468805637,2.6284465929803645e-05,1.451995225904291e-05,2.8820694966163544e-07,0.09146579253134689
0.61,0.004678098126951195,-49.58669376708968,0.9999732799933699,0.9364464741279114,0.06026513892905483,0.0017906129146108278,0.001454425914162578,2.737323048347975e-05,1.5604707906882787e-05,3.0739745738285577e-07,0.09360033939633347
0.62,0.004710040600050472,-49.10980456123796,0.999973461251126,0.9349415489227021,0.061668003507041394,0.0018193860731853804,0.0015253791834467655,2.851124563576018e-05,1.6773941661047434e-05,3.2796187519470583e-07,0.09577573044754176
0.63,0.004741189739288644,-48.60804630831256,0.9999736349584402,0.9333957954557992,0.0631078492731828,0.001848103425696219,0.001600087269147451,2.9702155831454777e-05,1.8036158701796254e-05,3.5003008364109986e-07,0.09799481828286051
0.64,0.0047715652464218675,-48.0783609928857,0.9999738033570491,0.9318057940282487,0.06458776233592041,0.0018767607340652694,0.001678873946306557,3.095002418819419e-05,1.9401115041845814e-05,3.7374921336825226e-07,0.10026083053295062
0.65,0.0048011863366598925,-47.51714302900998,0.9999739657232969,0.9301676511364326,0.06611125476680339,0.0019053532575634992,0.0017621093316783668,3.2259393870494526e-05,2.0880054413615073e-05,3.992864208604867e-07,0.10257743427344065
0.66,0.004830071746641407,-46.920097750722405,0.999974119210068,0.9284768938982316,0.06768235947501235,0.0019338756615552327,0.001850220237995737,3.363537504032068e-05,2.248605015351794e-05,4.2683281526864705e-07,0.10494882792010111
0.67,0.0048582397480590985,-46.28206468011576,0.9999742718479835,0.926728341936622,0.06930574534448979,0.0019623219127284748,0.0019437027327487673,3.5083744659557096e-05,2.4234421761510772e-05,4.566080046973159e-07,0.1073798506534607
0.68,0.004885708158730632,-45.59678020874995,0.9999744151914245,0.9249159392188261,0.07098686829841099,0.001990685147144428,0.002043138678436975,3.6611072178503956e-05,2.6143285734416762e-05,4.888658589104281e-07,0.10987612350931422
0.6900000000000001,0.004912494354001007,-44.85655097049143,0.9999745550018928,0.9230325276253557,0.07273217467725904,0.00201895750100572,0.002149218032578732,3.8224880712570884e-05,2.8234301186247896e-05,5.239019221365821e-07,0.11244423548539335
0.7000000000000001,0.004938615277663092,-44.05180879566873,0.9999746895580159,0.9210695452079664,0.07454937217573426,0.0020471298967904635,0.0022627686421106993,3.9933850771707314e-05,3.053367065447086e-05,5.620628099940142e-07,0.1150919855760686
0.71,0.004964087452671642,-43.17048372222943,0.9999748194411985,0.9190166097882169,0.07644780358611274,0.0020751917640122837,0.0023847974947927334,4.1748086264577195e-05,3.3073532774803346e-05,6.037584933093385e-07,0.11782870763366649
0.72,0.0049889269916435115,-42.19709938122149,0.9999749448205493,0.9168609288789309,0.07843897621601839,0.002103130666258762,0.002516549368824708,4.3679469900204224e-05,3.5893953076535685e-05,6.494786696256581e-07,0.12066571616354066
0.73,0.005013149606998125,-41.11145456325423,0.9999750659002818,0.9145864527511278,0.08053732135455996,0.002130931798544756,0.002659591382012793,4.5742142354781395e-05,3.904581176162535e-05,6.998147282926122e-07,0.12361692232705554
0.74,0.005036770620928895,-39.886628014037,0.999975182841149,0.9121726060890318,0.08276133090925607,0.0021585772823418175,0.002815940275572064,4.7953174702371804e-05,4.259518177298272e-05,7.554903022470217e-07,0.1266997161443723
0.75,0.005059804975088189,-38.48589489768085,0.9999752958264251,0.9095923353173297,0.08513530588942422,0.00218604515258541,0.00298825968804179,5.033353539549257e-05,4.663017083575635e-05,8.174046298689332e-07,0.12993625307167767
0.76,0.005082267240034235,-36.857812424950204,0.9999754050187684,0.9068089749222787,0.08769215956640516,0.0022133078418732823,0.003180179371269351,5.290953866277154e-05,5.127210212462351e-05,8.866963144146186e-07,0.13335538734436694
0.77,0.005104171624447979,-34.928142117767024,0.9999755105735162,0.9037709747708172,0.09047812777305679,0.002240329802895698,0.003396838110564026,5.5715119121551745e-05,5.669476152445241e-05,9.648410898438728e-07,0.13699566829085225
0.78,0.005125531984119311,-32.58620478141751,0.999975612637448,0.9004025267187534,0.09356112777885951,0.002267063556179032,0.0036458626065255014,5.8795618252652174e-05,6.315963262976286e-05,1.0538098700334199e-06,0.14091013554486526
0.79,0.005146361830705427,-29.66148529070995,0.9999757113578192,0.8965857864411564,0.09704657336190299,0.0022934426318977326,0.003939260257490312,6.221455680065847e-05,7.108540385326864e-05,1.156342336370408e-06,0.14517422741700106
0.8,0.005166674340264431,-25.884736688059608,0.9999758068416429,0.8921246272572225,0.10110950197293653,0.002319367845532785,0.004297386603660624,6.606682176254657e-05,8.11977412096715e-05,1.2764635581652726e-06,0.14989903840333532
0.81,0.005186482361564326,-20.836366044080638,0.9999758992427555,0.8866651968363592,0.10606457622979291,0.002344678021784767,0.004758025468110278,7.050681913170049e-05,9.488648999458134e-05,1.4205685660421402e-06,0.15525283337486517
0.8200000000000001,0.005205798424179892,-13.98257146850571,0.9999759886608701,0.87951796260003,0.1125210483545883,0.0023690842479116296,0.005398435389471703,7.581164124707203e-05,0.00011513701717683487,1.5999206547117892e-06,0.16148770615516816
0.8300000000000001,0.00522463474656634,-6.034347049042219,0.9999760752519545,0.8694379931368462,0.12156193425347174,0.002392080968019435,0.006373831680873716,8.24652809330797e-05,0.00014856103932485185,1.8351656438856282e-06,0.16889403028921773
0.84,0.005243003245805068,-4.196903124329071,0.9999761590742824,0.8568574352659968,0.13272550186777246,0.0024137365942904494,0.007709797173049773,9.03871641548371e-05,0.00019907719495820312,2.137083579191391e-06,0.17707372935351492
0.85,0.005260915544750991,-4.124785834794445,0.9999762402785561,0.8441814203907484,0.14382901762781805,0.002434880439238742,0.009189652964860654,9.876119645476478e-05,0.0002609963634231062,2.491301378353986e-06,0.18524178221465343
0.86,0.005278382976145894,-4.118479816671825,0.9999763188309287,0.83167975448739,0.15463426404179692,0.002455615181502105,0.01078193203030517,0.00010748294394115666,0.0003341688019263845,2.8986411581406796e-06,0.19332168634349337
0.87,0.005295416591427845,-4.121135426256858,0.9999763952640209,0.8193654817337281,0.16513354811642506,0.0024759535130160935,0.012480552525774584,0.00011653590963592726,0.00041928410980598827,3.361940630501138e-06,0.20131003521618218
0.88,0.005312027167950373,-4.125533621857554,0.9999764688461441,0.8072381304665331,0.17533115557861245,0.0024959032754414416,0.014280951164979254,0.00012590846739893421,0.0005170472132044787,3.883967733154426e-06,0.20920719183971193
0.89,0.00532822521582701,-4.130516813626526,0.9999765400456119,0.7952953471344409,0.18523295812433377,0.0025154715150085463,0.01617888490307995,0.00013558990057586248,0.0006281361270577754,4.467328424055642e-06,0.21701404588463957
0.9,0.0053440209845960615,-4.1358981079189885,0.9999766097630426,0.7835345071759031,0.19484499152911897,0.0025346650577526848,0.01817024845867256,0.0001455698383613336,0.0007531956745600852,5.114457579058162e-06,0.22473156309587455
0.91,0.005359424469717922,-4.141648605644577,0.9999766769897767,0.7719529721943768,0.20417323247976182,0.0025534906054881495,0.02025104099539653,0.0001558381595801658,0.0008928369535116717,5.827621873822499e-06,0.2323607129513731
0.92,0.005374445418386457,-4.147763395923767,0.9999767421782717,0.7605481303955742,0.21322356461556524,0.0025719547525170495,0.02241735926701634,0.0001663849739069245,0.0010476378449489647,6.608924376696853e-06,0.23990245721472742
0.93,0.005389093328794312,-4.1542402377439505,0.999976805397453,0.7493174029706945,0.2220017719974337,0.0025900639863583965,0.024665397978129278,0.00017720062191937296,0.0012181428786630388,7.460305305766109e-06,0.2473577481111277
0.9400000000000001,0.005403377472305537,-4.161076594126343,0.999976866716434,0.7382582420216641,0.23051354644043967,0.0026078246963417108,0.02699144179165047,0.00018827565572999361,0.0014048662191390425,8.383557694457222e-06,0.25472752892745765
0.9500000000000001,0.005417306896785143,-4.168269345042818,0.9999769262014122,0.7273681304255892,0.23876448776270212,0.002625243173891496,0.02939186483690331,0.00019960083728796878,0.0016082921443370739,9.380330746080655e-06,0.2620127340541773
0.96,0.005430890436791217,-4.175815018889405,0.9999769839155079,0.7166445807388044,0.24676010697949713,0.0026423256159657208,0.031863127349890843,0.00021116713003697777,0.0018288764488491962,1.0452137474073277e-05,0.26921428930551916
0.97,0.005444136683981236,-4.183709953885175,0.999977039918906,0.7060851396946267,0.2545058129650187,0.0026590781110007026,0.03440178827700375,0.00022296572800094573,0.002067042537599127,1.1600336869104478e-05,0.2763331106211667
0.98,0.0054570540077414345,-4.191950734272637,0.9999770942699321,0.6956873859997249,0.2620069194560093,0.0026755066466575463,0.037004497887946075,0.00023498803794383635,0.0023231842567107684,1.2826148709442313e-05,0.28337010470125706
0.99,0.005469650588133514,-4.200534289444276,0.9999771470241089,0.6854489265105022,0.2692686572825679,0.002691617123347298,0.0396679852121506,0.00024722564951202143,0.002597670366983529,1.4130676003331787e-05,0.29032617010853407
1.0,0.005481934404681101,-4.209458011888508,0.9999771982349163,0.6753673983904848,0.2762961687305223,0.0027074153487353305,0.04238906293317739,0.0002596703464491029,0.002890843102777778,1.551489868403312e-05,0.2972021966409922
1.01,0.005493913236452214,-4.218719931173107,0.9999772479536969,0.6654404698493204,0.28309450631818217,0.0027229070370255776,0.04516462786179057,0.0002723141074098779,0.0032030182561775524,1.697967485634399e-05,0.3039990651080039
1.02,0.005505594668085102,-4.228318832465747,0.999977296229711,0.6556658399976149,0.28966863419375516,0.0027380978109989526,0.04799165891975824,0.0002851491010199829,0.0035344860486828025,1.8525745720197208e-05,0.3107176473588552
1.03,0.00551698609661089,-4.23825434286852,0.9999773431103209,0.6460412386379024,0.2960234298546622,0.002752993204456552,0.05086721476314708,0.000298167680126708,0.0038855121128166443,2.0153741026883625e-05,0.3173588063249922
1.04,0.005528094736523378,-4.248526975648244,0.9999773886410415,0.6365644263203816,0.3021636851553892,0.002767598663940541,0.0537884320733591,0.00031136237764851503,0.004256338242034536,2.1864183432254442e-05,0.32392339598047126
1.05,0.005538927624100198,-4.259138173407541,0.999977432865638,0.6272331944406323,0.3080941071401068,0.0027819195502308196,0.056752524076097384,0.00032472590301128656,0.0046471830358021625,2.3657492279444785e-05,0.3304122612867566
1.06,0.005549491622546699,-4.2700903578097495,0.9999774758262218,0.6180453653200675,0.3138193191371428,0.0027959611402235563,0.059756778712359175,0.000338251137805309,0.005058242665042984,2.5533988063362374e-05,0.3368262381308504
1.07,0.005559793425248978,-4.281386938383337,0.9999775175632939,0.608998792213551,0.31934386153287925,0.002809728628176202,0.06279855744502962,0.00035193113297926165,0.005489691352308437,2.7493895205523635e-05,0.3431661532961602
1.08,0.005569839555239863,-4.2930323153299055,0.99997755811577,0.6000913592699081,0.32467219171305106,0.0028232271255450884,0.06587529542802131,0.0003657591092620011,0.005941681288757487,2.9537341567318522e-05,0.3494328244751584
1.09,0.0055796363787793315,-4.305031956938113,0.9999775975212551,0.5913209815426291,0.32980868734101504,0.0028364616662150803,0.06898449650278958,0.00037972844542663966,0.006414344635563545,3.166437003968627e-05,0.35562706014823575
1.1,0.005589190102840544,-4.3173923984314415,0.9999776358159317,0.5826856051139429,0.334757645515341,0.002849437205379782,0.07212373422958525,0.00039383268062400626,0.006907793164569911,3.3874936536053056e-05,0.36174965957681887
1.11,0.005598506783103018,-4.330121185969466,0.9999776730346192,0.5741832066798784,0.339523285557931,0.0028621586232715824,0.07529064853740833,0.00040806550684089954,0.007422119393996851,3.616891642387806e-05,0.3678014128111378
1.12,0.0056075923252742405,-4.343226903232279,0.9999777092107948,0.5658117936773008,0.34410974913110887,0.0028746307255908803,0.07848294531251883,0.0004224207678554125,0.007957396792576857,3.85461057870445e-05,0.37378310064429715
1.1300000000000001,0.005616452489429897,-4.356719178450425,0.9999777443766661,0.5575694040776012,0.3485211017183386,0.0028868582455214274,0.081698394597,0.0004368924551663082,0.008513680395833922,4.1006224946075466e-05,0.3796954946100663
1.1400000000000001,0.00562509289177358,-4.370608846060842,0.9999777785634831,0.5494541062730065,0.35276133331375686,0.0028988458446894427,0.08493482982050746,0.00045147470626014617,0.009091007043007856,4.354891987764766e-05,0.3855393569771726
1.1500000000000001,0.005633519009924735,-4.384907916561834,0.9999778118015183,0.5414639989229552,0.35683436000736374,0.0029105981154445284,0.08819014572748715,0.0004661617998406826,0.009689396131418324,4.617376660596553e-05,0.39131544072727853
1.16,0.005641736185756083,-4.3996296679619435,0.9999778441201772,0.5335972108112894,0.3607440249929666,0.0029221195822743567,0.09146229718843905,0.00048094815312881185,0.010308850006118196,4.888027350468786e-05,0.39702448954558045
1.17,0.005649749629771889,-4.414788338849701,0.9999778755467,0.5258519007109358,0.3644941000486831,0.0029334147040067675,0.094749297353558,0.0004958283176614793,0.010949354558704475,5.16678848120135e-05,0.40266723778582936
1.18,0.005657564423994251,-4.430399456474975,0.9999779061083982,0.5182262571870048,0.3680882866678733,0.0029444878753664802,0.098049216396974,0.0005107969764433813,0.011610879615929263,5.453598289766691e-05,0.408244410471397
1.19,0.005665185525089831,-4.4464799210589865,0.9999779358314301,0.5107184983999846,0.371530217283342,0.002955343428690041,0.10136018015216083,0.0005258489408542979,0.01229337935032833,5.748389070268967e-05,0.4137567232879357
1.2,0.00567261776710079,-4.46304811762117,0.9999779647409655,0.503326871910419,0.37482345640714704,0.002965985635526895,0.10468036888702006,0.0005409791478781869,0.01299679262704094,6.051087382302692e-05,0.4192048825768879
1.21,0.005679865864562504,-4.480123804431773,0.9999779928613151,0.4960496545154545,0.3779715018577208,0.0029764187084503953,0.10800801592605927,0.0005561826569719611,0.013721043394809168,6.36161428976615e-05,0.42458958531147384
1.22,0.0056869344156845955,-4.4977282062915585,0.9999780202160569,0.48888515208090083,0.38097778602622245,0.0029866468029499486,0.11134140623431586,0.0005714546468378732,0.014466041082626089,6.679885601914299e-05,0.42991151907187675
1.23,0.005693827905251827,-4.515884208718044,0.9999780468278913,0.4818316993481792,0.3838456771226917,0.0029966740192742918,0.11467887509395544,0.0005867904124069338,0.015231680944943945,7.005812087197553e-05,0.43517136202567397
1.24,0.0057005507074206685,-4.53461644576527,0.9999780727188079,0.474887659759252,0.38657848041070064,0.003006504404311669,0.11801880680183185,0.000602185361868685,0.016017844379384118,7.339299674819333e-05,0.4403697828988096
