t,actCycA,mass,actCycB,CycB,Tri_B,preMPF,actCycE,CycA,CycE,Cdc20_A,APCP,Cdc20_T,CKI,Cdh1
0.2,0.046638495080653423,1.3398144562022767,0.0731247925878496,0.09191270422275512,0.055219064182961616,0.012696626303814025,0.2010785902776179,0.09366813927179836,0.0924931936316698,0.3495306399561834,0.06557863966226074,0.764875348294013,0.04867492941739007,0.7639155757377919
0.21,0.04545174354338191,1.3398918357508542,0.07045172445775459,0.09167526371152894,0.05611287710694168,0.012820784119275347,0.200725768422731,0.09362755391120454,0.09239762434308918,0.3491334313834616,0.0650508417857895,0.7645652475618985,0.05059344523385299,0.7662144176284352
0.22,0.044306172301333005,1.3399692197678061,0.06789411577938083,0.09143539448702262,0.056959381889209085,0.012943694279012548,0.20037637987724416,0.09358707938693582,0.09230252054449228,0.34873525097103864,0.06452359019174835,0.7642527246543587,0.052510871853761756,0.7685140777866445
0.23,0.04319833369871891,1.3400466082533897,0.06544321497865196,0.09119333343101194,0.05776239279514825,0.013065349337461264,0.20003031038744376,0.09354671584038267,0.09220788348444751,0.348336101133464,0.06399700018798017,0.7639378889331361,0.054427244352423215,0.770814262577532
0.24,0.04212518546496004,1.3401240012078632,0.06309128283085134,0.09094928708247248,0.058525274778234604,0.013185743157564591,0.1996874542433741,0.0935064634246186,0.09211371459209362,0.3479359846547868,0.06347117915261079,0.7636208417419399,0.05634259633688209,0.7731146963318897
0.25,0.0410840370765946,1.340201398631485,0.060831454238893135,0.09070343685508248,0.05925100446739512,0.013304870744015988,0.19934771331750256,0.09346632230282491,0.09202001545418201,0.3475349046625717,0.06294622741372737,0.7633016773216552,0.05825696001692151,0.7754151191220048
0.26,0.040072504283972035,1.3402788005245123,0.05865762125311231,0.09045594321510624,0.05994222176679305,0.013422728103482344,0.1990109962309068,0.09342629264676576,0.09192678779283545,0.3471328646047652,0.06242223900978571,0.7629804836020551,0.0601703662654371,0.7777152848285179
0.27,0.03908847306499895,1.3403562068872037,0.05656434059462914,0.09020694851888639,0.06060127058608065,0.013539312136666138,0.19867721766023824,0.09338637463527885,0.09183403344348284,0.3467298682296086,0.061899302318371444,0.7626573428572887,0.06208284466439819,0.7800149595284501
0.28,0.0381300623210142,1.3404336177198173,0.05454673803489261,0.08995658055348085,0.06123024109943957,0.013654620521877176,0.19834629764353462,0.09334656845272297,0.091741754332145,0.3463259195659594,0.061377500684884095,0.762332332361032,0.06399442355116836,0.7823139198828092
0.29,0.03719559921710677,1.3405110330226109,0.05260044553517537,0.08970495405448743,0.0618309974148198,0.013768651643863972,0.19801816107154133,0.09330687428752399,0.09164995245413392,0.3459210229074465,0.0608569128784372,0.7620055248628317,0.06590513004943516,0.7846119519461504
0.3,0.036283593039128474,1.3405884527958427,0.050721534578291275,0.08945217285163752,0.06240520703650609,0.013881404514730654,0.1976927371744393,0.09326729233071762,0.09155862985269977,0.34551518279689997,0.06033761355114402,0.7616769890676478,0.06781499010320222,0.7869088499674814
0.31,0.035392714852954275,1.3406658770397706,0.0489064645859827,0.08919833123234266,0.06295436364078343,0.013992878713369501,0.19736995909628602,0.0932278227744664,0.09146778859726226,0.345108404012846,0.05981967361494532,0.7613467900302344,0.06972402850070343,0.7892044153920791
0.32,0.034521779320357535,1.3407433057546527,0.0471520369319583,0.08894351520699625,0.06347980742121566,0.014103074331159949,0.19704976351287917,0.09318846581060154,0.09137743076199648,0.3447006915571259,0.059303160577394334,0.761014989506792,0.07163226889689331,0.7914984559633191
0.33,0.033669728095316064,1.3408207389407474,0.04545535305202099,0.08868780362816944,0.06398274363730273,0.014211991922689867,0.19673209027720903,0.09314922162911782,0.09128755840369701,0.34429205064315194,0.05878813885105043,0.7606816462790689,0.07353973383259739,0.7937907848887864
0.34,0.03283561683117224,1.3408981765983128,0.04381378192990445,0.08843126897181733,0.06446425704123492,0.014319632467204278,0.19641688212859892,0.09311009041671371,0.09119817354030645,0.34388248668583893,0.058274670002983184,0.760346816416532,0.07544644475047126,0.7960812201521947
0.35000000000000003,0.03201860217251903,1.3409756187276065,0.04222492749826016,0.08817397819040071,0.06492532635362712,0.014425997329655372,0.19610408440840293,0.0930710723553405,0.09110927812957323,0.34347200529185423,0.05776281299771346,0.76001055353167,0.0773524220129537,0.7983695838410272
0.36,0.03121793159336314,1.3410530653288875,0.04068660345763963,0.08791599328520285,0.06536683548219324,0.014531088230534091,0.19579364482264516,0.0930321676207092,0.09102087404706008,0.34306061225094414,0.057252624395735,0.7596729089891132,0.07925768491447847,0.8006557015823691
0.37,0.030432933609879226,1.3411305164024132,0.03919680903338786,0.0876573718940828,0.0657895843355259,0.014634907216546785,0.195485513216703,0.09299337638081391,0.0909329630643938,0.3426483135276982,0.05674415854043704,0.7593339321027066,0.08116225169515208,0.8029394020066879
0.38,0.02966300911496562,1.3412079719484422,0.03775370763659214,0.08739816779021042,0.06619429836310846,0.014737456634674595,0.19517964137237936,0.09295469879448015,0.09084554682789003,0.3422351152539222,0.0562374677239935,0.7589936703107348,0.08306613955446299,0.8052205162625237
0.39,0.028907625338883993,1.3412854319672327,0.036355612335762774,0.08713843116343027,0.06658163511068817,0.014838739114005623,0.19487598285168883,0.09291613500988302,0.09075862683669975,0.341821023722209,0.055732602308774165,0.7586521693049812,0.08496936466078873,0.8074988776396179
0.4,0.028166307735482662,1.3413628964590427,0.035000965936183966,0.08687820910950758,0.066952193144032,0.014938757541252554,0.1945744928084416,0.09287768516308051,0.09067220442120896,0.34140604537878255,0.0552296108792895,0.7583094731913541,0.08687194216518263,0.8097743211167369
0.41000000000000003,0.02743863397093592,1.3414403654241307,0.03368832650430644,0.08661754595169506,0.06730651858660154,0.015037515042506278,0.1942751278389198,0.09283934937654752,0.09058628072143123,0.3409901868173694,0.05472854035704848,0.757965624612018,0.0887738862130307,0.8120466829997934
0.42,0.026724230072267433,1.3415178388627547,0.03241635849614496,0.08635648338164006,0.06764510920013782,0.015135014971511398,0.19397784587278638,0.09280112775774732,0.09050085666594852,0.340573454774084,0.054229436077724916,0.7576206648283726,0.09067520995417248,0.8143158006516483
0.43,0.02602276373998268,1.341595316775173,0.031183816538624173,0.08609506086185269,0.06796842168898004,0.015231260889560722,0.19368260601909137,0.09276302039779345,0.09041593295223703,0.34015585612118865,0.05373234191184749,0.7572746338489819,0.09257592555973641,0.8165815121146057
0.44,0.025333942016486515,1.3416727991616442,0.029989540477989858,0.08583331567588116,0.06827687406706956,0.01532625655804354,0.19338936848850624,0.09272502736998722,0.09033151002509132,0.33973739786291457,0.05323730031179227,0.756927570481196,0.09447604423077993,0.8188436559131225
0.45,0.024657505764827663,1.341750286022426,0.02883244221126749,0.08557128324135811,0.06857085162455535,0.015420005921718095,0.19309809446382892,0.09268714872857942,0.09024758805845093,0.33931808712989836,0.052744352410704076,0.7565795124364652,0.09637557621507271,0.8211020707280605
0.46,0.023993227211449638,1.3418277773577771,0.027711500413863686,0.08530899719598405,0.06885070943820759,0.015512513100986513,0.19280874602680353,0.09264938450741149,0.09016416693538878,0.3388979311751429,0.05225353806626404,0.7562304963783945,0.09827453081963108,0.8233565952060083
0.47000000000000003,0.02334090628605672,1.341905273167956,0.02662575219866507,0.08504648957397681,0.06911677622581543,0.015603782380731656,0.1925212860650075,0.09261173471870364,0.09008124623031478,0.3384769373693408,0.0517648959258096,0.7558805579927154,0.1001729164252928,0.825607067715323
0.48,0.022700367596237017,1.3419827734532204,0.025574286415769403,0.08478379094405034,0.06936935748260785,0.01569381820098952,0.1922356781929458,0.09257419935186109,0.08999882519145216,0.3380551131966241,0.05127846347805897,0.7555297320433455,0.1020707405018515,0.8278533261343612
0.49,0.022071458243299574,1.3420602782138291,0.024556239125895756,0.08452093049266707,0.06960873766475512,0.015782625150060858,0.19195188669194313,0.09253677837234446,0.08991690272427624,0.3376324662508653,0.05079427708759664,0.755178052410585,0.10396800962422853,0.830095207681156
0.5,0.021454044722949824,1.3421377874500406,0.023570786751698058,0.08425793617332852,0.06983518338704511,0.015870207955047188,0.1916698764368456,0.09249947172078997,0.08983547737870748,0.3372090042314985,0.050312372045566794,0.7548255521459206,0.10586472949162423,0.8323325487020788
0.51,0.02084801135306387,1.342215301162113,0.022617143153257874,0.08399483475440139,0.07004894490777937,0.015956571476823347,0.1913896128501754,0.09246227931191293,0.08975454733304486,0.3367847349401575,0.049832782591385134,0.7544722634967062,0.10776090494348993,0.8345651845317071
0.52,0.02025325762105047,1.3422928193503048,0.021694553963100868,0.08373165194002231,0.07025025880641923,0.016041720701923876,0.19111106184123017,0.09242520103383017,0.08967411038418414,0.3363596662767123,0.049355541954897046,0.7541182179518265,0.1096565399790885,0.8367929493006682
0.53,0.01966969664719216,1.3423703420148743,0.020802293791454825,0.08346841242255515,0.07043934940880688,0.016125660737686218,0.19083418976742278,0.09238823674723466,0.08959416393562548,0.3359338062360389,0.04888068237497617,0.753763446262969,0.11155163777699557,0.8390156758011726
0.54,0.019097253111901743,1.3424478691560802,0.019939662074268793,0.08320513996966525,0.07061643079860414,0.016208396805846778,0.19055896338971787,0.09235138628494924,0.08951470499115526,0.3355071629044315,0.048408235129468825,0.7534079784774217,0.11344620071637757,0.8412331953228265
0.55,0.018535861795196847,1.3425254007741805,0.019105980512658587,0.08294185747515614,0.0707817081369058,0.016289934237969147,0.1902853498406452,0.09231464945137477,0.08943573014695279,0.33507974445642497,0.04793823055157377,0.7530518439567675,0.11534023039836769,0.8434453375216274
0.56,0.017985466533865655,1.342602936869434,0.018300591601882448,0.0826785869855498,0.07093537850657869,0.01637027847212301,0.1900133166020581,0.09227802602194127,0.08935723558374652,0.33465155915189776,0.04747069803695197,0.7526950713858941,0.11723372766798475,0.845651930311181
0.5700000000000001,0.01744601816206329,1.342680477442099,0.01752285454258909,0.08241534978982593,0.07107763288247275,0.016449435046526458,0.18974283146900547,0.09224151574321132,0.08927921706872081,0.33422261533246617,0.0470056660740476,0.7523376888057303,0.11912669263768165,0.8478527996936598
0.58,0.016917472627836227,1.3427580224924343,0.016772141617144368,0.08215216649964002,0.0712086578962731,0.016527409593718206,0.18947386251928472,0.09220511833308927,0.08920166995900854,0.33379292141799266,0.04654316227060332,0.751979723641918,0.12101912471157213,0.850047769599136
0.59,0.016399791084149067,1.342835572020698,0.016047839702378528,0.08188905701154339,0.0713286353832394,0.01660420784069438,0.18920637811920785,0.09216883348030507,0.08912458919435627,0.3333624859044907,0.04608321333428726,0.7516212026861575,0.12291102261020263,0.8522366618404552
0.6,0.015892938220806244,1.3429131260271487,0.015349347200384687,0.08162604057715041,0.07143774389431712,0.01667983560370044,0.18894034690259096,0.09213266084495148,0.0890479693055154,0.3329313173607595,0.04562584509513762,0.7512621521203798,0.124802384396506,0.8544192959597853
0.61,0.015396880530434974,1.3429906845120452,0.014676070744806997,0.0813631358795631,0.07153616028853574,0.016754298782727807,0.18867573775170424,0.09209660005936739,0.088971804427786,0.33249942442492864,0.04517108253137852,0.7509025975441919,0.1266932075026166,0.8565954890639191
0.62,0.014911586220487738,1.3430682474756457,0.01402742634326941,0.08110036100926696,0.07162405943775019,0.016827603361226268,0.18841251980835974,0.09206065072814269,0.08889608830150399,0.33206681580225506,0.044718949752936284,0.7505425639587907,0.1285834887573856,0.8587650557692346
0.63,0.014437024102224532,1.343145814918209,0.013402837742552687,0.08083773350510984,0.07170161509954792,0.016899755402516932,0.18815066247044165,0.09202481242900694,0.08882081428568456,0.331633500262118,0.04426947001243381,0.7501820757789076,0.1304732244146042,0.8609278080725862
0.64,0.013973162187896546,1.3432233868399932,0.012801733891500059,0.08057527041622917,0.0717690011492059,0.016970761045029828,0.18789013538262228,0.09198908471404824,0.08874597537654767,0.33119948663476234,0.04382266572713607,0.7498211568559064,0.13236241018003791,0.8630835551897922
0.65,0.01351996739305357,1.3433009632412576,0.012223549567430802,0.0803129882947,0.07182639149081599,0.017040626501421602,0.1876309084546919,0.09195346711054245,0.08867156422033078,0.3307647838089005,0.043378558467896636,0.7494598304667545,0.13425104124269885,0.865232103482754
0.66,0.013077404816332891,1.3433785441222603,0.011667724752583552,0.08005090321713061,0.07187396047586116,0.0171093580561207,0.18737295187197087,0.09191795912219335,0.08859757313218629,0.33032940072895933,0.04293716896230879,0.7490981193174708,0.1361391123049874,0.8673732563457753
0.67,0.012645436702659801,1.34345612948326,0.011133702903500063,0.07978903082931495,0.07191188375478051,0.017176962061547153,0.1871162360919621,0.09188256023038213,0.08852399411510126,0.3298933463919431,0.0424985171124436,0.7487360455613393,0.13802661760786403,0.869506814049165
0.68,0.012224021982626697,1.3435337193245158,0.010620931061941324,0.07952738635442834,0.0719403383747851,0.01724344493649481,0.1868607318667506,0.09184726989573652,0.08845081888373732,0.3294566298448753,0.04206262199130085,0.7483736307951839,0.13991355096369584,0.8716325736404947
0.6900000000000001,0.011813115823985903,1.3436113136462857,0.010128859946030777,0.07926598460236464,0.07195950287318961,0.017308813164473483,0.18660641026627686,0.09181208755982727,0.08837803889015096,0.3290192601822121,0.04162950184059812,0.7480108960568554,0.141799905788838,0.8737503288402121
0.7000000000000001,0.011412668960932204,1.3436889124488285,0.009656943086347113,0.07900483999985897,0.07196955772840101,0.017373073290882828,0.18635324268567657,0.0917770126466163,0.08830564534566854,0.32858124654302817,0.04119917408120508,0.7476478618356311,0.14368567513166364,0.8758598698973257
0.71,0.011022627214612266,1.3437665157324032,0.009204636615552198,0.07874396660782139,0.07197068554265293,0.01743623192095238,0.18610120086470902,0.09174204456424406,0.08823362924788486,0.32814259810834345,0.040771655316734066,0.7472845480753904,0.1455708517034045,0.8779609834636479
0.72,0.010642931201664972,1.3438441234972682,0.008771399773984256,0.07848337812418799,0.07196307093785098,0.017498295718534014,0.18585025692199653,0.09170718270728642,0.08816198141475531,0.327703324098559,0.040346961329607835,0.7469209741698047,0.14745542791210592,0.8800534524897468
0.73,0.010273515898517225,1.3439217357436823,0.008356694558371123,0.07822308790505145,0.07194690075924662,0.017559271403870407,0.18560038336841544,0.0916724264583625,0.0880906925088258,0.32726343377077166,0.03992510708863043,0.7465571589693728,0.14933939589096604,0.8821370560823684
0.74,0.009914310250900874,1.3439993524719043,0.00795998537204316,0.07796310898543968,0.0719223642623079,0.017619165751392763,0.18535155311712181,0.09163777518957347,0.0880197530588973,0.32682293641608745,0.03950610675780068,0.7461931207895977,0.15122274752493733,0.8842115693559808
0.75,0.009565237033017414,1.3440769736821927,0.007580739889451626,0.07770345407926885,0.07188965282461819,0.017677985588808287,0.18510373953031264,0.0916032282654663,0.08794915350466866,0.3263818413571482,0.03908997369091448,0.745828877404247,0.1531054744879712,0.8862767633263202
0.76,0.00922621259131966,1.3441545993748067,0.007218429013089466,0.07744413559537955,0.07184895998485899,0.017735737795240982,0.18485691643480612,0.0915687850446925,0.08787888422167835,0.3259401579455287,0.03867672043855496,0.7454644460513823,0.1549875682705508,0.8883324047633064
0.77,0.008897146610901989,1.3442322295500044,0.006872526586168535,0.07718516565714947,0.07180048155914452,0.017792429299196836,0.18461105812323123,0.09153444488091095,0.08780893553486051,0.3254978955591762,0.03826635875851913,0.7450998434429348,0.15686902020280286,0.8903782560313546
0.78,0.008577942087164685,1.3443098642080453,0.006542510444247452,0.07692655610178116,0.07174441523248999,0.017848067077751894,0.18436613940818677,0.09150020712630745,0.08773929777144458,0.3250550635999034,0.03785889961222406,0.7447350857593017,0.1587498214924055,0.8924140749704985
0.79,0.008268495250654722,1.3443875033491877,0.006227862741616317,0.07666831849099305,0.07168096041000656,0.017902658155097884,0.1841221356441375,0.0914660711335297,0.0876699612899911,0.32461167149088316,0.03745435317022439,0.7443701886534497,0.16062996325286233,0.8944396147474012
0.8,0.00796869548681073,1.3444651469736906,0.005928069882476074,0.07641046412687659,0.07161031821016323,0.017956209600817095,0.1838790227290764,0.09143203625654919,0.08760091649329216,0.3241677286741947,0.03705272882230284,0.7440051672598016,0.16250943652539201,0.8964546236931002
0.81,0.007678425298849035,1.3445427950818127,0.005642622462397318,0.07615300406763058,0.0715326914397129,0.01800872852819332,0.18363677710401013,0.09139810185140651,0.08753215383949775,0.3237232446083971,0.03665403518827014,0.7436400362037525,0.16438823229976746,0.8984588451369715
0.8200000000000001,0.007397560500892185,1.344620447673813,0.005371016788574986,0.07589594912231468,0.07144828393246766,0.018060222093770808,0.18339537581956353,0.09136426728048341,0.08746366390620403,0.3232782287660527,0.03625828011424158,0.7432748095954563,0.16626634155451583,0.9004520172754683
0.8300000000000001,0.007125970290361027,1.3446981047499504,0.005112755044691407,0.07563930986373474,0.07135730040738136,0.018110697495888655,0.18315479654028843,0.09133053191350388,0.08739543740537814,0.32283269063134334,0.03586547068293888,0.7429095010385326,0.16814375527836958,0.9024338730032591
0.84,0.00686351728389592,1.3447757663104836,0.004867345119950992,0.07538309664308913,0.07125994648010492,0.01816016197318196,0.1829150175319809,0.09129689512748322,0.08732746518254186,0.322386639697834,0.035475613225373896,0.7425441236403855,0.17002046448555688,0.9044041397546786
0.85,0.006610057755148407,1.3448534323556716,0.004634301401605375,0.07512731959517219,0.07115642823790096,0.018208622803612493,0.18267601768857664,0.09126335630894991,0.08725973824997799,0.3219400854660901,0.03508871332726371,0.7421786900164101,0.17189646024324567,0.9063625393374607
0.86,0.006365441926931889,1.344931102885773,0.004413145657987954,0.07487198864259358,0.07104695176245672,0.018256087303583156,0.1824377765605042,0.0912299148562541,0.08719224782121562,0.32149303744131064,0.034704775835557554,0.7418132122941653,0.17377173369905513,0.9083087877632408
0.87,0.006129514192463143,1.3450087779010476,0.004203407332412137,0.07461711350536858,0.07093172290501641,0.01830256282680203,0.18220027435584377,0.09119657018031191,0.08712498532206489,0.3210455051311103,0.034323804868955476,0.7414477021219418,0.17564627609934025,0.9102425950831347
0.88,0.005902113203655548,1.3450864574017531,0.004004623266279723,0.07436270371432241,0.07081094733672423,0.01834805676297913,0.18196349192160474,0.09116332170415571,0.08705794238380574,0.32059749804348464,0.03394580383042515,0.7410821706797283,0.17752007879925152,0.9121636652581611
0.89,0.005683072395434842,1.3451641413881492,0.003816338937664034,0.07410876861270659,0.07068482985200937,0.018392576537173026,0.18172741077463653,0.09113016886544034,0.08699111088052154,0.3201490256844444,0.03357077541513229,0.7407166286842785,0.1793931332909833,0.9140716959544578
0.9,0.005472220341100938,1.345241829860495,0.0036381089248215355,0.07385531736357435,0.07055357403789893,0.01843612960886789,0.1814920131038816,0.09109711111725079,0.0869244829410298,0.3197000975558721,0.03319872162158295,0.7403510863979545,0.18126543122098446,0.9159663783750834
0.91,0.0052693810268846595,1.3453195228190489,0.0034694970719358325,0.07360235895862062,0.07041738209195128,0.018478723471005057,0.18125728176438363,0.09106414792840789,0.08685805095331826,0.31925072315348435,0.032829643763569304,0.7399855536385279,0.18313696440269142,0.9178473971270303
0.92,0.005074374032950055,1.34539722026407,0.0033100763635437918,0.07334990222819329,0.0702764547912395,0.01852036564898422,0.1810232002648337,0.0910312787833715,0.0867918075629845,0.31880091196489957,0.03246354248259813,0.7396200397896061,0.18500772482504496,0.9197144301314917
0.93,0.004887015279885552,1.3454749221958178,0.0031594301351229852,0.07309795584386723,0.07013099073343035,0.018561063700090495,0.1807897527795058,0.09099850318367884,0.08672574569444445,0.31835067346741924,0.03210041775999726,0.7392545538096554,0.18687770467471695,0.921567148365439
0.9400000000000001,0.00470711739193585,1.345552628614551,0.0030171522358761922,0.07284652832647441,0.06998118613107228,0.018600825212664457,0.18055692413758284,0.09096582064797958,0.08665985855126629,0.3179000171260958,0.03174026893022224,0.7388891042429451,0.18874689634558356,0.923405215735388
0.9500000000000001,0.0045344899001811285,1.3456303395205287,0.0028828470006776034,0.07259562805426445,0.06982723474629218,0.018639657805277796,0.18032469981545737,0.09093323071217103,0.0865941396180797,0.3174489523919485,0.03138309469226038,0.7385236992287204,0.19061529244699907,0.9252282890594394
0.96,0.004368939693853162,1.3457080549140097,0.0027561295416498725,0.07234526326963683,0.06966932760854636,0.01867756912603098,0.1800930659269513,0.09090073292948488,0.0865285826616412,0.31699748870008765,0.031028893123252976,0.7381583465122361,0.192482885812985,0.9270360179465889
0.97,0.004210271743495091,1.3457857747952533,0.002636626386923175,0.07209544208437074,0.06950765249545963,0.01871456685197907,0.17986200921105797,0.09086832687051055,0.08646318173082855,0.31654563546773384,0.030677661694594613,0.7377930534578822,0.19434966951241994,0.928828044560724
0.98,0.004058289448905014,1.3458634991645186,0.002523975623460472,0.07184617248690382,0.06934239374814267,0.018750658688391743,0.17963151702249155,0.0908360121232676,0.08639793115753683,0.3160934020924016,0.03032939728471227,0.737427827059507,0.19621563685733984,0.9306040035511753
0.99,0.003912794841329502,1.3459412280220646,0.002417826401481803,0.0715974623485346,0.06917373241340226,0.018785852368315918,0.179401577308934,0.09080378829239687,0.08633282554437913,0.31564079795073097,0.02998409619363418,0.7370626739521416,0.1980807813951417,0.9323635223675559
1.0,0.003773589114182835,1.3460189613681506,0.0023178399337379714,0.07134931943115731,0.06900184562234385,0.01882015565147733,0.17917217862186247,0.09077165500056428,0.08626785978551213,0.3151878323958553,0.02964175415355659,0.7366976004204446,0.19994509693730142,0.9341062207825935
1.01,0.0036404733745651727,1.3460966992030354,0.002223689150872506,0.07110175139144559,0.068826906503322,0.018853576324357687,0.17894331006572128,0.09073961188607667,0.08620302903047108,0.31473451475653463,0.029302366350988124,0.73633261241717,0.20180857753962111,0.935831711031593
1.02,0.0035132488584318187,1.3461744415269783,0.002135058883263191,0.07085476578781419,0.06864908401891515,0.018886122199325714,0.1787149612986631,0.09070765860353665,0.08613832869384622,0.31428085433526487,0.028965927437392663,0.7359677155714417,0.20367121751433095,0.9375395978698605
1.03,0.003391716977141615,1.3462521883402385,0.0020516456293180945,0.07060837008587793,0.06846854303912835,0.018917801113921703,0.17848712252871737,0.09067579482412094,0.08607375445933992,0.31382686040688945,0.028632431539706092,0.7356029151965927,0.205533011432317,0.939229479075288
1.04,0.003275680380705849,1.3463299396430752,0.001973157903901567,0.07036257166484754,0.06828544385012733,0.01894862093071777,0.17825978446884697,0.09064402023372098,0.08600930225141079,0.31337254221693794,0.028301872283138386,0.7352382163097263,0.20739395411875514,0.9409009448640369
1.05,0.003164943297890869,1.3464076954357476,0.0018993161741324963,0.07011737782325916,0.06809994206446097,0.0189785895367686,0.17803293832124625,0.090612334532604,0.08594496822997216,0.31291790898015903,0.027974242805237543,0.7348736236429402,0.20925404065343478,0.9425535780792988
