t,RS,RS_p,G,IP_3,PIP_2,C,h
0.26,16868.70635657414,131.33686951678865,429.25731485864935,0.052521139016171794,49983027.882082,0.09623443544768456,0.6157642933740478
0.27,16863.676922466097,136.3642526031759,445.3312152410088,0.055759445551971716,49981968.81157224,0.09625435809606248,0.61579475886749
0.28,16858.648989461442,141.3898604175286,461.37334934331665,0.05910101926857983,49980874.845300294,0.09627677940869986,0.6158273433315485
0.29,16853.62255711263,146.41369350468867,477.38377319623953,0.06254442724879851,49979746.40960215,0.09630189504713554,0.6158620945214124
0.3,16848.597624972248,151.4357524093347,493.36254273116066,0.06608827097450098,49978583.92451862,0.09632990135967809,0.6158990576905405
0.31,16843.574192593023,156.45603767598215,509.3097137803438,0.0697311862081785,49977387.805862404,0.0963609933991225,0.6159382757514548
0.32,16838.55225952781,161.4745498489832,525.2253420771168,0.07347184372453229,49976158.46325131,0.09639536384071198,0.615979789264458
0.33,16833.531825329595,166.49128947252686,541.1094832560582,0.07730895025772576,49974896.29718596,0.09643320203647046,0.6160236363876389
0.34,16828.5128895515,171.50625709063917,556.9621928531703,0.08124124819115816,49973601.70094847,0.0964746933770064,0.6160698529860814
0.35000000000000003,16823.495451746792,176.51945324718298,572.7835263060507,0.08526751463691433,49972275.064213544,0.09652001972452473,0.6161184727627179
0.36,16818.479511468846,181.53087848585818,588.5735389540836,0.08938656365646809,49970916.76651266,0.09656935629153439,0.616169527159583
0.37,16813.465068271194,186.54053335020186,604.3322860386147,0.09359724583839535,49969527.17855397,0.09662287158886189,0.6162230454455233
0.38,16808.452121707487,191.548418383588,620.0598227031156,0.09789844591658291,49968106.661987476,0.09668073050199903,0.6162790548693636
0.39,16803.44067133151,196.55453412922785,635.7562039933761,0.10228908541779337,49966655.568751484,0.0967430898476749,0.6163375806015816
0.4,16798.43071669719,201.5588811301698,651.4214848576821,0.10676812292788392,49965174.24055254,0.09681009749844614,0.616398645775483
0.41000000000000003,16793.422257358576,206.56145992929953,667.0557201469925,0.11133455372419933,49963663.00847554,0.09688189245747052,0.6164622715531223
0.42,16788.41529286986,211.56227106933994,682.6589646150929,0.11598740534609515,49962122.1959444,0.09695861103608132,0.616528477303669
0.43,16783.409822785357,216.56131509285143,698.2312729187884,0.1207257404572406,49960552.11621448,0.0970403820786918,0.616597280569892
0.44,16778.405846659527,221.55859254223162,713.772699618088,0.12554865826493888,49958953.07094712,0.09712732435514165,0.616668697076574
0.45,16773.403364046946,226.55410395971563,729.2832991763768,0.13045529324134747,49957325.350810796,0.09721954800579112,0.6167427408171156
0.46,16768.40237450234,231.54784988737612,744.763125960573,0.13544481211940265,49955669.23824335,0.09731715859074645,0.6168194241335221
0.47000000000000003,16763.40287758056,236.53983086712321,760.2122342413098,0.14051641426941106,49953985.00667451,0.09742025604649274,0.6168987577638845
0.48,16758.40487283659,241.53004744070466,775.6306781931248,0.14566933378409783,49952272.91795959,0.09752893106892907,0.6169807508734297
0.49,16753.40835982554,246.51850014970583,791.0185118946289,0.1509028379576861,49950533.22358877,0.09764326692838886,0.6170654111202475
0.5,16748.413338102662,251.50518953554973,806.3757893286681,0.15621622540503957,49948766.165335484,0.09776334153651019,0.6171527446989465
0.51,16743.41980722334,256.4901161394973,821.7025643824917,0.1616088247868166,49946971.9756271,0.09788922871071176,0.6172427563881985
0.52,16738.42776674309,261.4732805026469,836.9988908479495,0.1670799971094991,49945150.87627793,0.09802099470532673,0.6173354496212203
0.53,16733.437216217553,266.4546831659351,852.2648224216566,0.17262913412345013,49943303.079009734,0.09815869990917342,0.6174308265312202
0.54,16728.448155202514,271.43432467013605,867.5004127051591,0.17825565722282283,49941428.78605685,0.09830239971749116,0.6175288879826578
0.55,16723.460583253884,276.412205555862,882.7057152050924,0.18395901581283441,49939528.191280045,0.09845214597342952,0.6176296335844349
0.56,16718.4744999277,281.38832636356307,897.8807833333808,0.18973868872853816,49937601.4783888,0.09860798513466212,0.6177330618053357
0.5700000000000001,16713.489904780145,286.3626876335275,913.0256704074025,0.1955941830112603,49935648.82166744,0.0987699592757613,0.6178391700009271
0.58,16708.506797367525,291.3352899058814,928.140429650155,0.20152503315578654,49933670.38636019,0.09893810651650219,0.6179479544430222
0.59,16703.52517724628,296.30613372058934,943.2251141904093,0.20753079992529022,49931666.329767704,0.09911246171608587,0.6180594102966742
0.6,16698.545043972987,301.2752196174538,958.2797770629068,0.21361107059180798,49929636.80008501,0.09929305623280185,0.6181735317591592
0.61,16693.566397104347,306.24254813611543,973.3044712085256,0.21976545813942985,49927581.93688291,0.09947991836371427,0.6182903120810895
0.62,16688.5892361972,311.2081198160534,988.2992494744468,0.22599360063196255,49925501.871327944,0.09967307362510788,0.6184097435935471
0.63,16683.613560808517,316.1719351965849,1003.264164614302,0.23229516062234326,49923396.726330906,0.09987254467285896,0.6185318176579827
0.64,16678.639370495395,321.1339948168657,1018.1992692883714,0.23866982457152314,49921266.61669325,0.10007835202300466,0.6186565248158923
0.65,16673.666664815068,326.09429921588986,1033.1046160637516,0.24511730226147282,49919111.64925477,0.1002905142756235,0.6187838548144899
0.66,16668.695443324905,331.0528489324899,1047.9802574145226,0.2516373262083242,49916931.92304133,0.10050904835021524,0.6189137966352515
0.67,16663.725705582405,336.0096445053369,1062.8262457219012,0.2582296513712211,49914727.529573366,0.10073396926004959,0.619046338467566
0.68,16658.75745114519,340.96468647294046,1077.6426332743956,0.2648940548150822,49912498.553149365,0.10096528996622588,0.6191814676928844
0.6900000000000001,16653.790679571026,345.9179753736488,1092.4294722680145,0.27163033451008245,49910245.07065824,0.10120302272482183,0.6193191710655168
0.7000000000000001,16648.825390417805,350.8695117456487,1107.1868148064195,0.27843830903457867,49907967.1518847,0.10144717887148938,0.6194594346876318
0.71,16643.861583243557,355.8192961269657,1121.9147129010926,0.28531781706280646,49905664.85967483,0.10169776900286322,0.6196022440382907
0.72,16638.89925760643,360.7673290554642,1136.6132184714752,0.2922687178005016,49903338.25013066,0.10195480205663755,0.6197475838962215
0.73,16633.938413064716,365.71361106884723,1151.282383345159,0.29929088966063744,49900987.37274627,0.10221828644150828,0.619895438460924
0.74,16628.979049176836,370.6581427046567,1165.9222592580616,0.30638422955636146,49898612.27056445,0.10248823044821978,0.6200457914042189
0.75,16624.02116550134,375.60092450027344,1180.532897854587,0.31354865262038184,49896212.98034752,0.10276464216389232,0.6201986258737392
0.76,16619.064761596914,380.54195699291716,1195.1143506877822,0.32078409202532127,49893789.532621264,0.10304752933676474,0.620353924492569
0.77,16614.10983702237,385.4812407196466,1209.6666692194806,0.3280904994263724,49891341.95149879,0.10333689864193554,0.6205116693026781
0.78,16609.156391336655,390.4187762173596,1224.1899048205069,0.33546784302780835,49888870.25534493,0.10363275723428161,0.6206718419229642
0.79,16604.204424098847,395.35456402279294,1238.6841087708324,0.3429161075675567,49886374.4567621,0.10393511245512974,0.6208344235340597
0.8,16599.253934868157,400.28860467252264,1253.1493322597396,0.350435293916522,49883854.562713206,0.10424397191028337,0.6209993948979757
0.81,16594.30492320392,405.2208987029638,1267.5856263859619,0.3580254195414351,49881310.57451959,0.1045593428535534,0.6211667363104018
0.8200000000000001,16589.357388665612,410.15144665037076,1281.9930421578574,0.3656865177972187,49878742.488044366,0.1048812325238035,0.6213364276452334
0.8300000000000001,16584.411330812836,415.0802490508373,1296.3716304935945,0.37341863676977616,49876150.293946885,0.10520964884823705,0.6215084484345258
0.84,16579.466749205327,420.00730644029625,1310.7214422213046,0.3812218392746638,49873533.97775424,0.10554460020406121,0.6216827778573673
0.85,16574.52364340295,424.93261935452006,1325.0425280792435,0.3890962025893866,49870893.51996245,0.10588609541218359,0.6218593947504245
0.86,16569.5820129657,429.8561883291204,1339.334938715924,0.3970418191018572,49868228.89591453,0.10623414307895483,0.6220382775505676
0.87,16564.64185745371,434.7780138995486,1353.5987246903162,0.4050587947200231,49865540.07622388,0.10658875253109212,0.6222194044034683
0.88,16559.703176427232,439.6980966010953,1367.833936472006,0.41314724868334873,49862827.0268562,0.10694993375302544,0.6224027531682735
0.89,16554.765969446664,444.61643696889087,1382.0406244413532,0.4213073133313043,49860089.70922189,0.10731769735483822,0.6225883014254663
0.9,16549.83023607252,449.53303553790505,1396.2188388896434,0.42953913415008566,49857328.08013211,0.10769205437422266,0.6227760264646337
0.91,16544.895975865456,454.4478928429476,1410.3686300192348,0.4378428698161074,49854542.09175603,0.10807301608048193,0.6229659052724696
0.92,16539.963188386257,459.3610094186677,1424.490047943751,0.4462186910247087,49851731.69207567,0.10846059454897307,0.6231579146092683
0.93,16535.031873195836,464.27238579955434,1438.5831426882307,0.45466678050909654,49848896.824853264,0.10885480248067878,0.6233520309987148
0.9400000000000001,16530.102029855236,469.18202251993637,1452.6479641892818,0.4631873328714354,49846037.42972734,0.10925565314644796,0.6235482307300604
0.9500000000000001,16525.173657925636,474.08992011398243,1466.6845622952371,0.471780554397239,49843153.44231164,0.10966316034140373,0.6237464898616113
0.96,16520.24675696834,478.996079115701,1480.6929867663289,0.4804466624793355,49840244.794309236,0.11007733857150663,0.6239467842562987
0.97,16515.321326544785,483.9005000589407,1494.6732872748444,0.48918588543029984,49837311.41361153,0.110498203009128,0.6241490895853291
0.98,16510.397366216544,488.80318347738995,1508.6255134052763,0.49799846241302376,49834353.22432532,0.11092576938771438,0.6243533813233069
0.99,16505.47487554531,493.70412990457737,1522.5497146544728,0.5068846433372088,49831370.146810815,0.11136005391537926,0.6245596347459875
1.0,16500.55385409292,498.60333987387145,1536.4459404318202,0.5158446881543478,49828362.09792221,0.11180107352132729,0.6247678249743215
1.01,16495.634301421323,503.500813918481,1550.3142400593918,0.5248788667608956,49825328.99104347,0.1122488457657505,0.6249779269716931
1.02,16490.716217092624,508.39655257145495,1564.1546627720988,0.5339874588599044,49822270.73611765,0.11270338876101946,0.6251899155415672
1.03,16485.79960066903,513.2905563656825,1577.9672577178428,0.5431707537934493,49819187.23969044,0.1131647211114704,0.625403765327963
1.04,16480.884451712904,518.182825833893,1591.7520739576903,0.5524290500483077,49816078.40511503,0.11363286206350512,0.6256194508481205
1.05,16475.97076978672,523.0733615086563,1605.5091604660254,0.5617626550976266,49812944.13259106,0.11410783143942935,0.6258369464920639
1.06,16471.058554453095,527.9621639223824,1619.238566130697,0.5711718852450762,49809784.319231965,0.11458964956202022,0.626056226520128
1.07,16466.14780527477,532.8492336073219,1632.9403397531714,0.5806570654413677,49806598.859137975,0.11507833719896371,0.6262772650636934
1.08,16461.238521814623,537.734571095566,1646.6145300487053,0.5902185288664367,49803387.643513724,0.11557391567649054,0.6265000361533022
1.09,16456.33070363565,542.618176919046,1660.2611856464973,0.5998566167568973,49800150.56073912,0.11607640681591722,0.6267245137181154
1.1,16451.424350300993,547.5000516095341,1673.880355089834,0.6095716782206405,49796887.49642922,0.11658583286135629,0.6269506715836636
1.11,16446.51946137391,552.380195698643,1687.4720868362408,0.6193640700316404,49793598.33350225,0.11710221642775462,0.6271784834729786
1.12,16441.6160364178,557.2586097178261,1701.0364292576553,0.6292341562945243,49790282.9523032,0.11762558058400882,0.627407923030216
1.1300000000000001,16436.714074996184,562.1352941983773,1714.5734306405764,0.63918230824803,49786941.23066825,0.11815594879203077,0.6276389638202935
1.1400000000000001,16431.813576672717,567.0102496714317,1728.083139186209,0.6492089040427853,49783573.043991864,0.11869334483593334,0.6278715793270484
1.1500000000000001,16426.914541011185,571.8834766679647,1741.5656030106154,0.6593143285130775,49780178.26529985,0.11923779277181734,0.6281057429547593
1.16,16422.016967575502,576.7549757187928,1755.020870144885,0.6694989729175029,49776756.76535294,0.119789316987981,0.6283414280477047
1.17,16417.120855929712,581.6247473545735,1768.448988535285,0.6797632347134692,49773308.41271712,0.12034794214501646,0.6285786078901024
1.18,16412.22620563799,586.4927921058049,1781.850006043402,0.6901075172978293,49769833.073855646,0.12091369310470619,0.628817255704655
1.19,16407.333016264645,591.3591105028265,1795.2239704462918,0.7005322297583025,49766330.61321578,0.12148659488005731,0.6290573446543494
1.2,16402.441287374106,596.2237030758187,1808.5709294366513,0.7110377866732522,49762800.89329112,0.12206667267877307,0.629298847858644
1.21,16397.551018530936,601.0865703548027,1821.8909306229634,0.7216246078577415,49759243.77471098,0.12265395184292452,0.6295417383936737
1.22,16392.662209299833,605.9477128696411,1835.184021529641,0.7322931180640502,49755659.1163368,0.123248457776374,0.6297859892912525
1.23,16387.77485924562,610.8071311500377,1848.4502495971758,0.7430437467135315,49752046.77535084,0.12385021589416835,0.6300315735409108
1.24,16382.888967933248,615.6648257255375,1861.6896621823053,0.7538769277449542,49748406.6073165,0.1244592516532831,0.6302784641031607
1.25,16378.004534927803,620.5207971255267,1874.902306558161,0.7647930993304994,49744738.46627092,0.1250755904909392,0.6305266339100052
1.26,16373.121559794496,625.3750458792329,1888.0882299144082,0.7757927035325964,49741042.20483599,0.12569925774887244,0.6307760558643426
1.27,16368.240042098672,630.2275725157248,1901.2474793573947,0.7868761860191397,49737317.674312755,0.12633027862225585,0.6310267028422814
1.28,16363.359981405802,635.078377563913,1914.3801019103182,0.7980439959525081,49733564.72472641,0.12696867818191754,0.631278547704096
1.29,16358.481377281485,639.9274615525493,1927.4861445133713,0.8092965856732544,49729783.204929665,0.1276144813099666,0.6315315632949736
1.3,16353.604229291455,644.7748250102269,1940.5656540238826,0.8206344103315915,49725972.96272669,0.12826771262628717,0.631785722445422
1.31,16348.728537001572,649.6204684653808,1953.6186772164597,0.8320579275318588,49722133.84499272,0.1289283964190562,0.6320409979720684
1.32,16343.854299977824,654.4643924462874,1966.645260783159,0.8435675972933706,49718265.69768785,0.12959655667303988,0.6322973626879456
1.33,16338.981517786333,659.3065974810648,1979.6454513336294,0.8551638816922228,49714368.36597756,0.1302722169992898,0.6325547894032103
1.34,16334.110189993344,664.1470840976731,1992.6192953952525,0.8668472444809308,49710441.69435808,0.1309554005657025,0.6328132509265799
1.35,16329.240316165238,668.9858528239135,2005.5668394132836,0.8786181506560284,49706485.52679789,0.13164613001518696,0.6330727200658681
1.36,16324.371895868522,673.8229041874297,2018.48812975102,0.8904770664691338,49702499.70674113,0.13234442749023909,0.6333331696363317
1.37,16319.50492866983,678.6582387157067,2031.383212689944,0.9024244590372034,49698484.077235855,0.13305031456134428,0.6335945724619583
1.3800000000000001,16314.639414135929,683.4918569360718,2044.2521344298648,0.9144607959524812,49694438.48106338,0.1337638121594518,0.6338569013774874
1.3900000000000001,16309.775351833714,688.323759375694,2057.0949410890535,0.9265865447713246,49690362.760906726,0.13448494048445825,0.6341201292292047
1.4000000000000001,16304.912741330209,693.1539465615842,2069.9116787044127,0.9388021730616142,49686256.75933928,0.13521371902514254,0.6343842288815444
1.41,16300.051582192566,697.9824190205957,2082.7023932316183,0.9511081479886552,49682120.31896198,0.13595016648701833,0.6346491732188924
1.42,16295.191873988066,702.8091772794235,2095.467130545263,0.9635049359166805,49677953.28253644,0.13669430072605387,0.6349149351480113
1.43,16290.33361628412,707.6342218646048,2108.2059364389847,0.9759930018271721,49673755.49317916,0.13744613865187036,0.6351814875995683
1.44,16285.47680864827,712.4575533025193,2120.9188566256394,0.9885728093789461,49669526.79434211,0.13820569623890605,0.6354488035329814
1.45,16280.621450648185,717.2791721193884,2133.605936737439,1.0012448204806927,49665267.02995561,0.13897298845555942,0.6357168559387452
1.46,16275.767541851657,722.0990788412762,2146.267222326097,1.0140094948833418,49660976.04456422,0.13974802919858595,0.635985617841138
1.47,16270.915081826619,726.9172739940888,2158.9027588629538,1.0268672895427404,49656653.68353758,0.14053083119552592,0.6362550623007153
1.48,16266.064070141123,731.7337581035748,2171.512591739147,1.0398186586661975,49652299.793057695,0.14132140600364584,0.6365251624176346
1.49,16261.214506363352,736.5485316953254,2184.0967662657517,1.0528640532830442,49647914.2202618,0.1421197639417043,0.6367958913344025
1.5,16256.366390061623,741.361595294774,2196.6553276739182,1.0660039207691654,49643496.813401096,0.14292591401863444,0.6370672222389625
1.51,16251.519720804372,746.1729494271964,2209.1883211149884,1.079238703940631,49639047.42214364,0.14373986381554613,0.637339128368908
1.52,16246.674498160171,750.9825946177112,2221.695791660689,1.0925688415961565,49634565.89739314,0.14456161952728136,0.6376115830122174
1.53,16241.830721697721,755.7905313912796,2234.177784303264,1.1059947679412365,49630052.091481395,0.14539118588081335,0.6378845595106735
1.54,16236.988390985845,760.5967602727053,2246.6343439556176,1.11951691215893,49625505.8583118,0.14622856606979548,0.6381580312629308
1.55,16232.147505593503,765.4012817866346,2259.065515451458,1.1331356980602854,49620927.053476125,0.147073761697881,0.6384319717273925
1.56,16227.308065089775,770.204096457557,2271.4713435454437,1.1468515437347686,49616315.53437142,0.14792677272204274,0.638706354425086
1.57,16222.470069043877,775.0052048098041,2283.8518729132998,1.1606648606897851,49611671.160488516,0.14878759735188885,0.6389811529448223
1.58,16217.633517025146,779.804607367551,2296.20714815187,1.1745760518943993,49606993.79406889,0.14965623185459798,0.6392563409532501
1.59,16212.798408603056,784.602304654815,2308.5372137794325,1.1885855143550488,49602283.29923836,0.150532670750192,0.6395318921846636
1.6,16207.964743347202,789.3982971954571,2320.8421142357847,1.202693637772958,49597539.542457685,0.1514169066693279,0.6398077804483142
1.61,16203.132520827312,794.1925855131807,2333.1218938823804,1.2169008039969538,49592762.392705776,0.15230893027959747,0.640083979632171
1.62,16198.301740613237,798.9851701315323,2345.376597002473,1.231207386644366,49587951.7216065,0.15320873022630405,0.6403604637059279
1.6300000000000001,16193.472402274961,803.7760515739017,2357.6062678012568,1.2456137507219294,49583107.40355546,0.15411629307323899,0.6406372067240125
1.6400000000000001,16188.644505382596,808.5652303635214,2369.810950405971,1.2601202516068466,49578229.31606574,0.15503160323549314,0.6409141828347332
1.6500000000000001,16183.81804950638,813.3527070234677,2381.9906888659652,1.2747272334986293,49573317.3402949,0.15595464290567995,0.6411913662945052
1.6600000000000001,16178.99303421668,818.1384820766594,2394.1455271530144,1.289435031658238,49568371.36027545,0.1568853920273063,0.6414687314457359
1.67,16174.16945908399,822.922556045859,2406.275509161397,1.3042439709801565,49563391.26340068,0.15782382822249227,0.641746252729897
1.68,16169.347323678936,827.7049294536721,2418.38067870803,1.3191543654977782,49558376.94059097,0.15876992673131,0.6420239046916412
1.69,16164.526627572264,832.4856028225479,2430.4610795326075,1.3341665179771338,49553328.28642984,0.1597236603522217,0.6423016619820706
1.7,16159.707370334858,837.2645766747786,2442.5167552977473,1.3492807195106278,49548245.19930001,0.16068499938251854,0.6425794993620066
1.71,16154.88955153772,842.0418515325001,2454.547749589075,1.3644972485903744,49543127.581707,0.16165391165848222,0.642857391715771
1.72,16150.07317075199,846.8174279176918,2466.5541059153147,1.3798163702326698,49537975.340584256,0.16263036258574895,0.6431353140639358
1.73,16145.258227548928,851.5913063521766,2478.535867708593,1.3952383370657462,49532788.38689092,0.16361431479344635,0.6434132415364084
1.74,16140.444721499922,856.3634873576208,2490.4930783245045,1.4107633882388384,49527566.63599456,0.1646057282058353,0.643691149389534
1.75,16135.632652176495,861.1339714555346,2502.425781042254,1.4263917489743827,49522310.00782226,0.1656045599907072,0.6439690130102018
1.76,16130.822019150288,865.9027591672717,2514.3340190647923,1.4421236301448979,49517018.42700271,0.16661076450305204,0.6442468079194555
1.77,16126.01282199308,870.6698510140295,2526.217835518958,1.457959227849864,49511691.82300837,0.16762429322872613,0.6445245097761023
1.78,16121.205060276767,875.4352475168492,2538.0772734555485,1.4738987229312206,49506330.13034078,0.1686450950286761,0.64480209439459
1.79,16116.39873357338,880.1989491966161,2549.9123758494425,1.4899422805366889,49500933.288682185,0.16967311614898645,0.6450795377517675
1.8,16111.593841455076,884.9609565740589,2561.7231855998775,1.50609004981474,49495501.24295472,0.17070829958633732,0.6453568159630457
1.81,16106.790383494137,889.7212701697503,2573.5097455305167,1.52234216342977,49490033.943505876,0.1717505853338067,0.6456339053003501
1.82,16101.988359262978,894.4798905041072,2585.2720983895892,1.5386987371368448,49484531.34625216,0.1727999103349898,0.645910782196226
1.83,16097.187768334134,899.2368180973904,2597.0102868500267,1.5551598693570199,49478993.41282232,0.17385620843530752,0.64618742324781
1.84,16092.388610280272,903.9920534697046,2608.7243535096027,1.5717256407526614,49473420.11070062,0.1749194103333156,0.646463805220803
1.85,16087.590884674188,908.7455971409987,2620.414340890984,1.5883961146962942,49467811.4131079,0.17598944414938394,0.646739905069242
1.86,16082.794591088801,913.4974496310657,2632.080291441896,1.605171336579126,49462167.299223125,0.17706623519266587,0.6470156999347537
1.87,16077.999729097159,918.247611459543,2643.722247535361,1.6220513323429415,49456487.75463269,0.17814970519146822,0.6472911671320772
1.8800000000000001,16073.206298272438,922.9960831459118,2655.3402514697736,1.6390361086975678,49450772.7712853,0.17923977268824073,0.6475662841643904
1.8900000000000001,16068.414298187943,927.742865209498,2666.9343454690393,1.65612565271444,49445022.34762986,0.1803363530034913,0.6478410287276047
1.9000000000000001,16063.6237284171,932.4879581694715,2678.5045716827085,1.6733199314201666,49439236.48875332,0.18143935819970128,0.6481153787146596
1.9100000000000001,16058.83458853347,937.2313625448468,2690.050972186116,1.6906188914007403,49433415.2065153,0.18254869704993296,0.6483893122198806
1.92,16054.046878110734,941.9730788544827,2701.573588980441,1.7080224600472833,49427558.51917295,0.1836642757300382,0.6486628075530171
1.93,16049.260596722706,946.7131076170825,2713.072463992877,1.7255305445034517,49421666.45171953,0.18478599749774077,0.6489358432397264
1.94,16044.475743943323,951.4514493511942,2724.547639076811,1.7431430301775594,49415739.036357984,0.18591376217984462,0.6492083980194913
1.95,16039.69231934665,956.18810457521,2735.999156011929,1.7608597811107116,49409776.31239839,0.18704746647758413,0.6494804508544818
1.96,16034.910322506881,960.9230738073668,2747.4270565043485,1.7786806396645214,49403778.32636573,0.18818700396454827,0.6497519809340709
1.97,16030.129752998335,965.6563575657462,2758.8313821867637,1.7966054267534783,49397745.13191422,0.18933226510515191,0.6500229676727423
1.98,16025.350610395457,970.3879563682747,2770.2121746185703,1.8146339410982992,49391676.7900894,0.19048313723617327,0.6502933907198736
1.99,16020.57289427282,975.1178707327232,2781.5694752859954,1.832765958764879,49385573.36948889,0.19163950455906567,0.6505632299660568
2.0,16015.796604205125,979.8461011767075,2792.903325602236,1.851001233010141,49379434.94631398,0.19280124814384733,0.650832465545694
2.0100000000000002,16011.021739767197,984.5726482176885,2804.2137669075864,1.869339494121272,49373261.60442939,0.19396824597870727,0.6511010778416202
2.02,16006.248300533991,989.2975123729715,2815.500840469523,1.8877804509316154,49367053.43489274,0.19514037360431627,0.6513690474914611
2.0300000000000002,16001.476286080586,994.0206941597072,2826.7645874828895,1.9063237887090014,49360810.536631316,0.19631750348309002,0.6516363553902365
2.04,15996.70569598219,998.7421940948908,2838.005049070024,1.9249691689392934,49354533.01651944,0.19749950502937752,0.6519029826949261
2.05,15991.936529814135,1003.4620126953629,2849.2222662808845,1.9437162294192252,49348220.989358,0.19868624474750524,0.6521689108293538
2.06,15987.16878715188,1008.1801504778093,2860.4162800931776,1.9625645843173256,49341874.57786067,0.19987758632573574,0.6524341214876836
2.07,15982.402467571013,1012.8966079587601,2871.5871314124574,1.9815138257923084,49335493.912129894,0.20107339110278855,0.6526985966325051
2.08,15977.637570647248,1017.6113856545917,2882.734861072298,2.000563521497694,49329079.130480595,0.20227351755030348,0.6529623185072078
2.09,15972.874095956422,1022.3244840815247,2893.8595098344113,2.0197132148498746,49322630.37935853,0.20347782141634999,0.6532252696387574
2.1,15968.112043074501,1027.0359037556257,2904.9611183887796,2.038962425083664,49316147.81332828,0.2046861558180992,0.6534874328412091
2.11,15963.351411577582,1031.7456451928058,2916.039727353775,2.0583106476447752,49309631.59494836,0.20589837140841605,0.6537487912177041
2.12,15958.592201041876,1036.4537089088224,2927.0953772762646,2.0777573558325653,49303081.894231275,0.20711431682662532,0.6540093281573435
2.13,15953.834411043734,1041.1600954192772,2938.1281086317804,2.0973019979543257,49296498.88959379,0.20833383812909062,0.6542690273504456
2.14,15949.078041159624,1045.8648052396188,2949.1379618246383,2.116943998050603,49289882.7676215,0.2095567790314574,0.654527872789178
2.15,15944.323090966145,1050.5678388851395,2960.124977188064,2.1366827559442094,49283233.72305809,0.21078298099717802,0.6547858487709596
2.16,15939.56956004002,1055.2691968709787,2971.089194984311,2.156517648060653,49276551.958541326,0.21201228347849654,0.6550429398976458
2.17,15934.8174479581,1059.9688797121203,2982.0306554047706,2.176448028753042,49269837.6841734,0.21324452425938073,0.6552991310720592
2.18,15930.066754297359,1064.6668879233944,2992.949398570141,2.196473227482956,49263091.11845318,0.2144795389610145,0.655554407516322
