t,C,M_P,M_T,C_N,P_0,P_1,P_2,T_0,T_1,T_2
0.5,0.3176115378404945,0.033352607706179184,0.033352607706179184,1.687540813162794,0.009285969921110878,0.012332757741187424,0.026346513484941648,0.009286430942266805,0.012335712106898404,0.02635181378613259
0.51,0.31715296685648575,0.03344716250165819,0.03344716250165819,1.685902989704927,0.009277249571985013,0.012280510666163232,0.02627412687309795,0.009277706727817059,0.012283378604309352,0.02627911487891718
0.52,0.3166966108513564,0.03354306943045389,0.03354306943045389,1.684265860177353,0.009269460192402941,0.012229878559622607,0.02620297213568688,0.009269913221818705,0.012232662231960637,0.02620766935238597
0.53,0.31624244546839564,0.033640309529821645,0.033640309529821645,1.6826294363272398,0.009262585104876458,0.012180832708419492,0.026133026809126072,0.009263033767633376,0.012183534270005892,0.026137453152939905
0.54,0.3157904466076386,0.03373886425788875,0.03373886425788875,1.6809937297562951,0.009256607908504048,0.012133344822473306,0.026064268742159023,0.00925705198331493,0.012135966431429541,0.02606844250232828
0.55,0.3153405905047324,0.033838715826796074,0.033838715826796074,1.6793587518712692,0.009251512622875728,0.012087387183384474,0.025996676338175383,0.009251951907263647,0.01208993098022281,0.026000614451611885
0.56,0.3148928536996188,0.03393984707040824,0.03393984707040824,1.6777245139036108,0.009247283630928742,0.01204293258541953,0.02593022845898608,0.009247717940387246,0.01204540068445627,0.025933946661185415
0.5700000000000001,0.314447213034856,0.03404224143722541,0.03404224143722541,1.6760910269105187,0.009243905675885724,0.011999954332349034,0.025864904419667527,0.009244334843001847,0.012002348813765452,0.025868417388990917
0.58,0.31400364561220995,0.034145882790490426,0.034145882790490426,1.6744583018025088,0.009241363782900299,0.01195842616085745,0.025800683877877036,0.009241787656676355,0.011960749071981224,0.02580400526293747
0.59,0.31356212872575207,0.03425075510011182,0.03425075510011182,1.6728263493858953,0.009239643138296463,0.011918322122501632,0.02573754666326462,0.00924006158377826,0.011920575493299062,0.025740688930152078
0.6,0.313122640021017,0.034356843175566386,0.034356843175566386,1.6711951802617258,0.009238729376853168,0.01187961686452676,0.025675473183295383,0.009239142274029288,0.011881802689288132,0.025678447891397515
0.61,0.31268515743425346,0.034464132386158766,0.034464132386158766,1.6695648048643572,0.00923860847215113,0.011842285522682157,0.025614444268351824,0.009239015715130455,0.011844405754610798,0.02561726218258473
0.62,0.3122496591882721,0.034572608641898324,0.034572608641898324,1.667935233464092,0.009239266729076899,0.011806303713894148,0.025554441161144983,0.009239668225285137,0.011808360260577567,0.025557112353000924
0.63,0.31181612375236156,0.03468225822384908,0.03468225822384908,1.6663064761922863,0.009240690712507684,0.011771647461467586,0.025495445421038383,0.009241086382055983,0.011773642186889833,0.025497979283892126
0.64,0.3113845297686629,0.03479306747251412,0.03479306747251412,1.664678543087467,0.009242867116318625,0.011738293057694969,0.025437438748308915,0.009243256891688267,0.011740227796263993,0.02543984385523313
0.65,0.3109548562141868,0.034905023473561766,0.034905023473561766,1.663051443993848,0.009245783051639027,0.011706217366192154,0.025380403370869817,0.009246166876670573,0.011708093910327542,0.02538268767901743
0.66,0.3105270823415169,0.03501811380685522,0.03501811380685522,1.6614251885984717,0.009249425941352864,0.011675397711245879,0.02532432190273312,0.009249803770489862,0.011677217808643291,0.025326492830878882
0.67,0.31010118767372363,0.03513232652492772,0.03513232652492772,1.6597997864343963,0.009253783511050462,0.01164581186832349,0.02526917733187049,0.009254155308604978,0.011647577220049023,0.02527124182707388
0.68,0.30967715196907003,0.03524765001667573,0.03524765001667573,1.658175246902465,0.009258843727500228,0.011617437995046855,0.025214952943525108,0.00925920946716437,0.011619150256809135,0.025216917498292808
0.6900000000000001,0.3092549551446546,0.035364072712469476,0.035364072712469476,1.6565515793184065,0.009264594665536965,0.011590254481859729,0.025161632154302883,0.009264954330426532,0.011591915272156748,0.02516350271666084
0.7000000000000001,0.30883457743344983,0.03548158369063319,0.03548158369063319,1.6549287928159675,0.009271024781824167,0.011564240259150637,0.02510919885338648,0.009271378363427882,0.011565851153277733,0.025110980957197947
0.71,0.30841599932936403,0.03560017246527418,0.03560017246527418,1.6533068963808017,0.009278122819081091,0.011539374689809093,0.02505763728316509,0.009278470316592702,0.011540937218813259,0.02505933610139788
0.72,0.3079992015813989,0.03571982896372087,0.03571982896372087,1.6516858988540726,0.00928587779589835,0.011515637557800133,0.025006932026540727,0.009286219215589463,0.011517153207960313,0.025008552416340948
0.73,0.30758416516060544,0.03584054340925643,0.03584054340925643,1.6500658089525972,0.009294278950716862,0.011493009001776175,0.02495706793741927,0.009294614305567115,0.011494479215890844,0.024958614451234054
0.74,0.3071708711793469,0.03596230603460593,0.03596230603460593,1.648446635318065,0.009303315604953384,0.011471469352873078,0.02490802997088153,0.009303644914909481,0.01147289553596348,0.02490950678463037
0.75,0.30675930105449284,0.036085107661068185,0.036085107661068185,1.6468283864175521,0.00931297743966644,0.01145099946257488,0.024859803526460455,0.00931330073063011,0.011452382978662832,0.024861214535377176
0.76,0.3063494364513829,0.0362089394996575,0.0362089394996575,1.6452110705776837,0.00932325440055671,0.011431580590133883,0.02481237433026902,0.009323571703809113,0.011432922762084347,0.02481372318717016
0.77,0.3059412592766886,0.036333793125772146,0.036333793125772146,1.6435946959889831,0.009334136685865519,0.011413194388229695,0.024765728419985086,0.009334448037547249,0.01141449649798373,0.02476701856620429
0.78,0.30553475167286615,0.03645966046100743,0.03645966046100743,1.6419792707092227,0.009345614737188996,0.011395822891607553,0.02471985213357921,0.009345920177819487,0.01139708618061306,0.02472108682554808
0.79,0.3051298958959577,0.03658653337248457,0.03658653337248457,1.6403648027372133,0.009357679037107457,0.011379448266772597,0.024674731860979928,0.009357978611972262,0.011380673940771994,0.024675914100897024
0.8,0.3047266744462464,0.036714404101247905,0.036714404101247905,1.6387512999339087,0.009370320325559896,0.011364053079616538,0.02463035430959302,0.009370614084170031,0.011365242308776,0.024631486878641716
0.81,0.304325070085056,0.03684326531734746,0.03684326531734746,1.6371387700122602,0.009383529627665024,0.011349620329828607,0.024586706538441493,0.009383817623097002,0.011350774248268327,0.024587792043193373
0.8200000000000001,0.3039250657995901,0.036973110004553424,0.036973110004553424,1.6355272205584492,0.009397298195492976,0.011336133378874845,0.024543775886711968,0.009397580483978547,0.011337253085452918,0.024544816777933447
0.8300000000000001,0.30352664480293245,0.03710393146035615,0.03710393146035615,1.633916659031887,0.009411617508065304,0.011323575949998105,0.024501549973754713,0.009411894148581207,0.011324662509094419,0.024502548565213618
0.84,0.3031297904738109,0.0372357231180456,0.0372357231180456,1.6323070928011936,0.009426479174841925,0.01131193200226248,0.02446001658687526,0.009426750229130787,0.011312986444906912,0.02446097504802498
0.85,0.30273448632898475,0.03736847846515143,0.03736847846515143,1.6306985291606908,0.009441874891478947,0.011301185672814499,0.024419163629897402,0.009442140424267815,0.011302208997972931,0.024420083966586334
0.86,0.30234071616262004,0.03750219145511858,0.03750219145511858,1.6290909752471538,0.009457796663142162,0.011291321568321197,0.024378979382792758,0.00945805674136345,0.011292314743384897,0.02437986347841633
0.87,0.3019484639818222,0.03763685631688992,0.03763685631688992,1.6274844380783167,0.009474236701215128,0.011282324630167704,0.02433945238159115,0.009474491393688979,0.011283288591811167,0.02434030201028659
0.88,0.30155771400547593,0.037772467551478575,0.037772467551478575,1.6258789245535656,0.009491187421439805,0.011274180132030655,0.024300571416218834,0.009491436798564772,0.011275115787076101,0.0243013882555567
0.89,0.3011684506485383,0.03790901988953363,0.03790901988953363,1.6242744414632468,0.009508641419570292,0.011266873646832109,0.02426232550218143,0.00950888555311127,0.011267781873085359,0.024263111141035906
0.9,0.3007806584189579,0.03804650801285391,0.03804650801285391,1.6226709955497487,0.009526591311593918,0.0112603908298657,0.02422470369472516,0.00952683027510838,0.011261272476764254,0.02422545960950393
0.91,0.30039432206923433,0.03818492696384606,0.03818492696384606,1.6210685934176927,0.009545029968654037,0.01125471773766607,0.024187695362075382,0.009545263836979777,0.011255573627203311,0.02418842293947042
0.92,0.3000094265667094,0.038324272065261754,0.038324272065261754,1.6194672415515374,0.009563950470999996,0.011249840765503444,0.02415129013187582,0.009564179319926834,0.011250671693098702,0.02415199068249505
0.93,0.2996259570771142,0.038464538875748175,0.038464538875748175,1.617866946325328,0.009583346082484625,0.011245746612768143,0.02411547786152663,0.009583569988528004,0.011246553348106786,0.024116152628475426
0.9400000000000001,0.2992438989642307,0.03860572318901231,0.03860572318901231,1.6162677140028956,0.00960321025005823,0.011242422282260382,0.02408024863758118,0.009603429290234418,0.011243205570133571,0.024080898804955186
0.9500000000000001,0.2988632377061827,0.038747820826987696,0.038747820826987696,1.6146695507871296,0.009623536478531595,0.011239854904418088,0.02404559262645064,0.009623750730533079,0.011240615465477572,0.02404621930588363
0.96,0.2984839589445873,0.03889082776128016,0.03889082776128016,1.613072462791046,0.009644318404111049,0.011238031840524578,0.024011500162065366,0.00964452794624694,0.011238770372087365,0.02401210439216246
0.97,0.29810604855075834,0.03903474027674793,0.03903474027674793,1.61147645599882,0.009665549893445813,0.011236940821723135,0.02397796186394955,0.009665754804265772,0.01123765799864337,0.023978544627076263
0.98,0.2977294925817791,0.03917955486296255,0.03917955486296255,1.609881536291641,0.00968722497790785,0.011236569856777696,0.023944968558876012,0.009687425336036008,0.011237266332273942,0.023945530786431322
0.99,0.2973542772805022,0.03932526821420883,0.03932526821420883,1.6082877094477144,0.009709337853591864,0.011236907232072857,0.023912511280866213,0.009709533737560736,0.011237583638555386,0.023913053858555626
1.0,0.296980389032563,0.03947187713394655,0.03947187713394655,1.6066949811673763,0.009731882819760939,0.011237941421636678,0.023880581200251872,0.009732074308023909,0.011238598371119568,0.023881104967758807
1.01,0.29660781428301997,0.03961937834953812,0.03961937834953812,1.6051033571218003,0.009754854159477496,0.011239660912652825,0.023849169486108043,0.009755041330767569,0.011240298996360896,0.023849675225902152
1.02,0.2962365397448466,0.039767768975632244,0.039767768975632244,1.6035128428311782,0.009778246438156614,0.011242054641871316,0.023818267650321093,0.009778429370979102,0.011242674431860845,0.02381875610363611
1.03,0.29586655231644654,0.03991704633083746,0.03991704633083746,1.6019234437129153,0.00980205438545064,0.011245111822953185,0.023787867411466542,0.009802233157918496,0.011245713872935922,0.023788339283529174
1.04,0.2954978390730321,0.04006720791855998,0.04006720791855998,1.6003351650866673,0.009826272882903221,0.011248821928423755,0.023757960680580954,0.009826447572608189,0.011249406774507654,0.023758416644716236
1.05,0.29513038726662405,0.04021825142700364,0.04021825142700364,1.5987480121743407,0.009850896963949318,0.011253174689672628,0.023728539561161922,0.00985106764783306,0.011253742851102587,0.02372898026289857
1.06,0.2947641843260515,0.04037017472916996,0.04037017472916996,1.5971619901000929,0.009875921813915188,0.011258160096953686,0.023699596349168076,0.009876088568140443,0.01125871207685229,0.02370002241034385
1.07,0.2943992178557906,0.04052297588043056,0.04052297588043056,1.5955771038910072,0.009901342768400006,0.011263768396979505,0.02367112353107688,0.00990150566822597,0.011264304683077386,0.023671535553806678
1.08,0.2940354754292525,0.04067665268654568,0.04067665268654568,1.5939933585973571,0.009927155025288015,0.011269989664852542,0.023643113438273335,0.009927314145702538,0.011270510728373595,0.02364351198449413
1.09,0.29367294475592853,0.04083120305296016,0.04083120305296016,1.5924107591953625,0.009953353877612639,0.011276814150197333,0.02361555852650785,0.009953509293352468,0.0112773204462359,0.023615944117271945
1.1,0.29331161382178467,0.04098662527819649,0.04098662527819649,1.5908293105055082,0.009979934909152064,0.01128423256789624,0.02358845161062848,0.009980086694209106,0.01128472453704749,0.02358882474198452
1.11,0.2929514707732389,0.04114291781139334,0.04114291781139334,1.5892490172600464,0.010006893832788107,0.011292235857824013,0.023561785670597066,0.010007042060340447,0.011292713926778677,0.023562146815762842
1.12,0.292592503917161,0.041300079252305555,0.041300079252305555,1.5876698841029961,0.010034226490506202,0.01130081518484778,0.023535553851489213,0.010034371232849138,0.0113012797669869,0.023535903463024494
1.1300000000000001,0.292234701720873,0.04145810835130413,0.04145810835130413,1.586091915590143,0.010061928853395413,0.011309961938827063,0.023509749463494305,0.010062070181872468,0.011310413434816707,0.02351008797547365
1.1400000000000001,0.2918780528121486,0.04161700400937626,0.04161700400937626,1.584515116189039,0.010089997021648422,0.011319667734613768,0.023484365981915507,0.010090135006582384,0.011320106532999776,0.02348469381210107
1.1500000000000001,0.29152254594348664,0.04177676521378522,0.04177676521378522,1.5829394902996303,0.010118427178002563,0.011329924339576997,0.023459396991569004,0.010118561888710123,0.011330350817069615,0.023459714541300882
1.16,0.2911681698013847,0.04193739069459614,0.04193739069459614,1.5813650423643733,0.010147215339188448,0.011340723286700188,0.023434835889963968,0.010147346844441327,0.011341137806803254,0.023435143531865585
1.17,0.2908149133396949,0.04209887952500861,0.04209887952500861,1.5797917766757696,0.01017635779035405,0.011352056550819308,0.02341067640609181,0.010176486158059772,0.011352459465352864,0.02341097449307242
1.18,0.2904627656911905,0.042261230962099314,0.042261230962099314,1.5782196974274256,0.010205850969819867,0.011363916369229116,0.023386912462800807,0.010205976266909556,0.011364308019084463,0.023387201331408262
1.19,0.29011171613482434,0.042424444387858216,0.042424444387858216,1.5766488087329538,0.010235691426410419,0.01137629517526404,0.023363538125841368,0.01023581371880323,0.011376675890874582,0.023363818097523113
1.2,0.2897617540957289,0.042588519309188604,0.042588519309188604,1.575079114625974,0.01026587581945425,0.011389185598298159,0.023340547603866023,0.010265995172021812,0.011389555700110267,0.023340818986230086
1.21,0.28941286914521613,0.04275345535790704,0.04275345535790704,1.573510619060113,0.01029640091878393,0.01140258046374522,0.02331793524842944,0.010296517395314767,0.011402940262689079,0.023318198336505433
1.22,0.28906505100077756,0.0429192522907434,0.0429192522907434,1.5719433259090043,0.010327263604736053,0.011416472793058626,0.02329569555398842,0.010327377267900027,0.011416822591019095,0.023295950631488524
1.23,0.28871828941020194,0.04308590980572317,0.04308590980572317,1.5703772390327553,0.010358460726321789,0.011430855574047888,0.02327382299493539,0.01035857163782402,0.011431195663220917,0.023274070333308253
1.24,0.2883725741505828,0.043253427540594774,0.043253427540594774,1.5688123622785146,0.010389989100012145,0.01144572175891142,0.023252312024202658,0.01039009732074855,0.011446052421150932,0.02325255188166836
1.25,0.28802789525830935,0.043421805437254636,0.043421805437254636,1.5672486993485595,0.010421845791226078,0.011461064720088236,0.023231157396701084,0.010421951381062848,0.011461386228464805,0.023231390021666555
1.26,0.2876842429039453,0.04359104354349006,0.04359104354349006,1.565686253872059,0.010454027961193355,0.011476878002262292,0.023210353993360678,0.010454130978951015,0.011477190621418552,0.02321057962545206
1.27,0.28734160739106174,0.043761142011130474,0.043761142011130474,1.5641250294057447,0.010486532865526492,0.011493155320049856,0.023189896819489738,0.010486633368965872,0.01149345930654468,0.023190115690562493
1.28,0.28699997915623754,0.04393210109604738,0.04393210109604738,1.5625650294339095,0.010519357854220755,0.011509890557999499,0.02316978100477484,0.010519455900028967,0.01151018616065218,0.023169993339923874
1.29,0.2866593487690592,0.04410392115815439,0.04410392115815439,1.561006257368409,0.010552500371654158,0.011527077770592106,0.02315000180328084,0.010552596015430567,0.011527365230826533,0.023150207821850618
1.3,0.28631970692035813,0.044276602644700624,0.044276602644700624,1.5594487165553772,0.01058595794301906,0.011544711159874465,0.02313055457616513,0.010586051239275618,0.011544990711995216,0.023130754492240033
1.31,0.2859810442456139,0.04445014583944681,0.04445014583944681,1.557892410376078,0.010619727970613117,0.011562784739661857,0.02311143453215845,0.010619818972990318,0.01156305661010789,0.023111628547249623
1.32,0.2856433515621687,0.04462455119958577,0.04462455119958577,1.5563373421114373,0.010653808007472497,0.011581292786599659,0.023092637076165358,0.010653896768665709,0.011581557194571334,0.023092825382379664
1.33,0.2853066198582425,0.04479981934013974,0.04479981934013974,1.5547835149483158,0.01068819574469999,0.011600229819274787,0.023074157793120643,0.010688282316399181,0.011600486977297294,0.02307434057584417
1.34,0.2849708402430036,0.04497595096304513,0.04497595096304513,1.5532309320080235,0.010722888953870538,0.011619590503275993,0.023055992374615676,0.01072297338676097,0.011619840617473714,0.023056169812990992
1.35,0.2846360039465686,0.04515294685715253,0.04515294685715253,1.5516795963463186,0.010757885487031221,0.01163936965119386,0.023038136618898416,0.010757967830794156,0.011639612921564737,0.023038308886301817
1.36,0.2843021023200025,0.04533080789822669,0.04533080789822669,1.5501295109534081,0.010793183276701274,0.0116595622226208,0.023020586430873412,0.010793263580014657,0.0116597988433107,0.023020753695392165
1.37,0.2839691268353188,0.045509535048946545,0.045509535048946545,1.548580678753948,0.010828780335872071,0.011680163324151064,0.023003337822101812,0.01082885864641124,0.011680393483728142,0.023003500247011394
1.3800000000000001,0.28363706900976177,0.045689129265916666,0.045689129265916666,1.5470331026500532,0.010864674677042116,0.01170116807117409,0.02298638680828194,0.01086475104152245,0.011701391952530374,0.022986544550823523
1.3900000000000001,0.28330592030807866,0.045869591379647516,0.045869591379647516,1.5454867855768133,0.010900864207715985,0.011722571409492039,0.02296972927692815,0.0109009386719897,0.011722789189263864,0.022969882484892217
1.4000000000000001,0.2829756724581939,0.04605092248223474,0.04605092248223474,1.5439417303229732,0.010937347067956255,0.01174436869151825,0.022953361414785295,0.010937419676934304,0.011744580541060869,0.022953510230181752
1.41,0.2826463173101176,0.04623312375408495,0.04623312375408495,1.5423979396110807,0.01097412147951384,0.011766555418743916,0.02293727951679479,0.010974192277165968,0.011766761504411452,0.022937424076355722
1.42,0.2823178468257512,0.04641619645139596,0.04641619645139596,1.540855416103277,0.011011185734927023,0.011789127223130231,0.02292147997229159,0.011011254764287489,0.011789327706505471,0.0229216204077452
1.43,0.2819902530788874,0.046600141906156786,0.046600141906156786,1.5393141624012971,0.011048538197521472,0.0118120798671084,0.02290595926500421,0.011048605500694761,0.011812274905232551,0.022906095703348738
1.44,0.28166352825521046,0.04678496152614762,0.04678496152614762,1.5377741810464693,0.01108617730141022,0.01183540924357964,0.022890713973054724,0.011086242919576765,0.011835598989182116,0.022890846536832373
1.45,0.2813376646522956,0.04697065679493983,0.04697065679493983,1.536235474519715,0.011124101551493688,0.011859111375915169,0.022875740768958756,0.011124165524915576,0.011859295977643357,0.022875869576529623
1.46,0.2810126546796095,0.047157229271896015,0.047157229271896015,1.5346980452415497,0.011162309523459667,0.011883182417956216,0.02286103641962549,0.011162371891486361,0.01188336202060526,0.02286116158544148
1.47,0.28068849084466635,0.047344680576666756,0.047344680576666756,1.5331618955799182,0.011200799849670696,0.01190761862949128,0.022846597768574776,0.011200860650752023,0.011907793374151555,0.022846719403382752
