t,Vm,Ca_sub,dL,fL,fCa,dT,fT,paS,paF,pi_,n,q,r,y,qa,qi,R,O,I,RI,Ca_jsr,Ca_nsr,Cai,fTMM,fCMi,fCMs,fTC,fTMC,fCQ
0.1,-64.35045990577574,0.00013340745304861153,1.514821318861156e-05,0.9999629461107503,0.9991386730283798,0.0005666446341282236,0.998956145878822,7.149697051897579e-06,4.080358313789063e-05,0.9928534800761203,1.2450103365669935e-08,0.9987990173562821,0.00011930449781528854,0.9998918872749142,0.0045764477519938465,0.9999997542669224,0.7500397138021787,3.380893170539711e-06,1.0935869299613256e-06,0.2499558117177207,0.029094235061015515,1.3498301500176109,0.00010001529936923137,0.6895582167565312,0.04191226257702649,0.08720568548730114,0.019980600121179238,0.2200406550752665,0.03207579371249824
0.11,-64.28661265440974,0.00013349458643088902,1.668340944583751e-05,0.9999590780249892,0.9990588641182798,0.0006148124380678841,0.9988469098500645,7.877101312810564e-06,4.495490981268224e-05,0.9921527240680276,1.3744470050986686e-08,0.9986790558775209,0.00013125752043941692,0.9998808771453321,0.005052808486972026,0.9999997288145875,0.7500447138327241,3.3789752163504637e-06,1.0929398099623821e-06,0.24995081425224946,0.029103183422721883,1.3498131356047385,9.99763486727745e-05,0.689526627768593,0.041903270533747504,0.08701095640075228,0.019978513302002142,0.22004471646431212,0.03208344178097526
0.12,-64.22286592894734,0.00013358878308522112,1.8222764154538152e-05,0.9999551798359787,0.9989790240683707,0.000661722013344577,0.9987367800789931,8.606779006738231e-06,4.9119234642201606e-05,0.9914544088072402,1.5047995507827495e-08,0.9985591223933604,0.00014321483019284265,0.9998698306737142,0.005532645549426118,0.9999997031996086,0.7500497084775931,3.3770584981930823e-06,1.09229315393388e-06,0.2499458221707545,0.02911208088258078,1.3497961163724583,9.994045899325483e-05,0.6894967851388221,0.04189424785702792,0.08681752643479207,0.019976403515027004,0.22004877591755134,0.032091100716897775
0.13,-64.15921955704948,0.00013368570756820675,1.97663897681929e-05,0.9999512514112333,0.9988991499425809,0.0007074310715131236,0.9986257535303761,9.33873404303068e-06,5.3296585603313514e-05,0.9907585137952416,1.6360727342772074e-08,0.9984392176089412,0.00015517648626017384,0.9998587478014517,0.006015977559289393,0.9999996774212521,0.7500546974601189,3.375143020827187e-06,1.091646965046453e-06,0.24994083574989492,0.02912093072118358,1.3497790927115005,9.990727787500778e-05,0.6894685869780127,0.04188520051268205,0.08662539892122138,0.019974273175237908,0.2200528336211028,0.03209877023572228
0.14,-64.09567348731659,0.00013378303237971697,2.1314405834267453e-05,0.9999472926106582,0.9988192402801845,0.0007519985002353914,0.9985138270111248,1.007297057732947e-05,5.748699244507727e-05,0.990065017401034,1.7682716359456956e-08,0.9983193422714954,0.00016714255097277287,0.9998476284663209,0.006502824163149092,0.9999996514787354,0.7500596806417835,3.3732287863213886e-06,1.091001244736959e-06,0.24993585512818509,0.02912973620595943,1.3497620649891926,9.987646391024708e-05,0.6894419310747377,0.04187613409628863,0.0864345716464537,0.019972124554358553,0.22005688972758575,0.032106450051892915
0.15,-64.03222776637764,0.00013387995558455956,2.2866944796310273e-05,0.999943303279412,0.998739294750015,0.0007954880729598284,0.9984009970010965,1.0809493216899074e-05,6.169048815328207e-05,0.989373895750527,1.901401898495144e-08,0.9981994972078092,0.00017911309309125297,0.9998364725993791,0.00699320704713687,0.9999996253711899,0.7500646579898087,3.371315794630475e-06,1.0903559930948365e-06,0.24993088033840316,0.029138500822038196,1.3497450335879262,9.984765173524839e-05,0.6894167078065994,0.04186705442504048,0.08624503768050677,0.01996996001795949,0.22006094438462565,0.032114139859096905
0.16,-63.96888269793439,0.00013398036342806633,2.4424118792658384e-05,0.999939283287601,0.9986593163851601,0.0008379494052212711,0.9982872605755323,1.1548305867941638e-05,6.590710070876861e-05,0.9886851289075385,2.0354683391534608e-08,0.9980796831143255,0.00019108816987220103,0.9998252801423081,0.0074871443208574025,0.999999599097875,0.7500696297870691,3.3694040397120653e-06,1.0897112063304264e-06,0.24992591109768442,0.029147227125618517,1.3497279987541553,9.982057943426689e-05,0.6893928351555154,0.041857965222519236,0.08605677964464967,0.01996778109316463,0.22006499764770948,0.0321218394279527
0.17,-63.9056379141405,0.00013407727625470008,2.5986046653812075e-05,0.9999352324981226,0.9985793004136084,0.0008794345366893588,0.9981726146559657,1.2289412644656506e-05,7.01368596221667e-05,0.9879986957956353,2.1704760652371416e-08,0.9979599007297281,0.00020306784127939402,0.9998140510337452,0.007984655077887004,0.9999995726580061,0.75007459558453,3.3674935296668433e-06,1.0890668897500914e-06,0.2499209478550501,0.02915591790989953,1.3497109607300612,9.979506225516304e-05,0.6893702274067784,0.04184887014887227,0.08586980703586423,0.019965589284604006,0.2200690495532723,0.032129548517894166
0.18,-63.84249366208503,0.00013417391462405473,2.7552848629481486e-05,0.999931150773504,0.9984992494130549,0.0009199924917786301,0.9980570561796692,1.3032817725246145e-05,7.437979485747961e-05,0.987314575354464,2.306430280175894e-08,0.9978401507964278,0.00021505216731880071,0.9998027852114849,0.008485758391374887,0.9999995460507843,0.750079555622323,3.3655842592267145e-06,1.0884230400751525e-06,0.24991599037037732,0.02916457561631339,1.3496939197211786,9.977088438640222e-05,0.689348806365147,0.04183977228688964,0.08568410363936836,0.019963385869220626,0.2200731001133575,0.03213726690962767
0.19,-63.779449989766455,0.00013427040185685156,2.9124645864148707e-05,0.9999270379759931,0.9984191637305463,0.0009596711321951401,0.9979405820907575,1.3778525311170493e-05,7.863593656698023e-05,0.9866327464867992,2.443336242107471e-08,0.9977204340612464,0.00022704120780511647,0.999791482613051,0.008990473332432476,0.9999995192754038,0.7500845099314025,3.363676227174792e-06,1.0877796566295755e-06,0.24991103861271327,0.02917320262930199,1.3496768759136566,9.974787004552345e-05,0.6893284967065222,0.041830674420308314,0.08549966100909218,0.019961172005744772,0.2200771493230664,0.03214499439146872
0.2,-63.71650692502116,0.00013436673659336908,3.070155101604013e-05,0.9999228939784541,0.9983390436020368,0.0009985130474456704,0.9978231895846309,1.4526539305422018e-05,8.290531277679617e-05,0.9859531897319493,2.5811988598444734e-08,0.9976007512163033,0.00023903501768720944,0.9997801431804922,0.009498817454493033,0.999999492331112,0.7500894585324303,3.3617694325350248e-06,1.087136738885647e-06,0.24990609256139787,0.029181801030245768,1.349659829458496,9.97258785792135e-05,0.6893092327080306,0.04182157879500921,0.08531647162850166,0.01995894863584846,0.2200811971622667,0.03215273077840422
0.21,-63.65366447233673,0.0001344627650915202,3.228367212883906e-05,0.9999187186604213,0.9982588891351456,0.0010365565920689526,0.9977048760253768,1.5276863444345778e-05,8.718795033843492e-05,0.98527588664947,2.720022866238202e-08,0.9974811029216748,0.000251033648708568,0.9997687668584551,0.010010807323905262,0.999999465217185,0.7500944014341022,3.3598638745867324e-06,1.0864942864758848e-06,0.24990115220773632,0.029190372643516926,1.349642780475495,9.970480098547637e-05,0.6892909568054393,0.041812487176822836,0.08513452875413383,0.01995671650876999,0.22008524359603338,0.03216047590796452
0.22,-63.590922634998236,0.00013455826122114582,3.3871140439534515e-05,0.9999145118755293,0.9981787004325636,0.001073848405114677,0.9975856382098929,1.602950226651244e-05,9.148388186826041e-05,0.984600814834967,2.8598140096298948e-08,0.9973614899792488,0.0002630371637419248,0.9997573535796976,0.010526463070133808,0.9999994379327432,0.7500993386443517,3.3579595525055987e-06,1.0858522989866649e-06,0.24989621754379632,0.029198919688927856,1.3496257291104983,9.968450480042783e-05,0.6892735989709204,0.041803401715804975,0.08495382429169397,0.019954476536631665,0.22008928858202875,0.03216822958250881
0.23,-63.52828140981616,0.00013465303552338725,3.546408334785076e-05,0.9999102734825805,0.9980984776069866,0.0011104322421019242,0.9974654730609533,1.6784460176346028e-05,9.579313903116979e-05,0.9839279526759226,3.000577888701732e-08,0.997241913165431,0.00027504562325670066,0.9997459032790426,0.011045804067082188,0.9999994104769303,0.7501042701721062,3.356056465466838e-06,1.0852107760010956e-06,0.24989128856065185,0.029207444217607882,1.349608675492371,9.966487382437417e-05,0.6892570944885672,0.04179432430166334,0.08477435036865706,0.019952229526575452,0.22009333207290274,0.032175991619115794
0.24,-63.465740775685795,0.0001347470497380946,3.70626100635009e-05,0.9999060033634113,0.9980182208185243,0.0011463407541753357,0.9973443780449539,1.7541740942804494e-05,0.00010011574896420703,0.9832572820851718,3.142319359398237e-08,0.9971223731389878,0.00028705907726237997,0.9997344159009608,0.011568846386311457,0.9999993828490059,0.7501091960309934,3.3541546126452524e-06,1.0845697170872087e-06,0.24988636524467644,0.029215947654815735,1.3495916196897584,9.96458490621821e-05,0.6892413983457565,0.041785255904895784,0.08459610011300912,0.019949975912986136,0.22009737400656829,0.032183761889643274
0.25,-63.40330073462652,0.00013484044989295858,3.866683827167876e-05,0.999901701389246,0.9979379303885323,0.0011816115834017702,0.9972223503790999,1.8301348631032077e-05,0.00010445174091566815,0.9825887833504429,3.285043625817113e-08,0.9970028706131593,0.0002990775805795885,0.9997228913854355,0.012095607616312867,0.9999993550481753,0.7501141162496563,3.35225399287911e-06,1.0839291216053539e-06,0.24988144756722877,0.029224431701679945,1.3495745617977186,9.9627344799079e-05,0.6892264567575005,0.04177619789859525,0.08441906554814414,0.01994771629374979,0.22010141432694139,0.03219154024156135
0.26,-63.34096146222393,0.0001349365255767437,4.027688595119227e-05,0.9998973674336724,0.997857608890983,0.0012162785991949798,0.9970993873647873,1.906328731357029e-05,0.00010880114421272858,0.9819224370895495,3.4287559496107426e-08,0.9968834062958658,0.0003111011867048938,0.9997113296725438,0.012626104906468065,0.9999993270736364,0.7501190310681475,3.3503546008659262e-06,1.0832889862768732e-06,0.24987653528826506,0.029232897762192397,1.349557501879064,9.960928632203812e-05,0.6892122242215625,0.04176715115299165,0.08424323087297671,0.019945451067557858,0.2201054529620316,0.03219932654523424
0.27,-63.27872267261237,0.00013503122881270685,4.189287087087508e-05,0.9998930013719407,0.9977772535746943,0.0012503743151447005,0.9969754863562107,1.9827561037373492e-05,0.00011316398803635323,0.9812582241216705,3.57346160133567e-08,0.9967639808916228,0.0003231299480176583,0.9996997307028609,0.01316035511997868,0.9999992989245868,0.7501239402268115,3.3484564410795233e-06,1.0826493140592283e-06,0.24987162866743295,0.02924134725598644,1.3495404399948807,9.959164928194752e-05,0.6891986573067905,0.041758116516035254,0.08406859899362475,0.019943180623644405,0.2201094898448169,0.032207120676178785
0.28,-63.216584373189434,0.0001351253681223287,4.3514914579239894e-05,0.999888603076099,0.9976968651946558,0.001283931301116846,0.9968506446468776,2.0594173987934164e-05,0.00011754030255993543,0.9805961247623883,3.719166035240553e-08,0.9966445951247732,0.0003351639183404816,0.9996880944149745,0.013698375520362497,0.9999992706001968,0.7501288437949715,3.346559511538201e-06,1.0820101037957069e-06,0.24986672763541284,0.029249781527241073,1.349523376204974,9.95743784250687e-05,0.6891857132726962,0.04174909480875944,0.08389516034179592,0.019940905342402334,0.22011352490892072,0.03221492251198023
0.29,-63.1545465256755,0.00013521910170402515,4.5143132241185915e-05,0.9998841724262262,0.9976164440144972,0.0013169790553074854,0.9967248597138282,2.1363130126594025e-05,0.00012193011635716676,0.9799361205219308,3.865874437983511e-08,0.9965252496786333,0.0003472031479710399,0.9996764207508566,0.014240182233922706,0.9999992420996775,0.750133741795926,3.344663811192974e-06,1.08137135491925e-06,0.24986183216890756,0.02925820177224337,1.3495063105582383,9.955743306777945e-05,0.6891733542777426,0.041740086688708496,0.08372290747085517,0.01993862553637917,0.22011755808993724,0.03222273194388022
0.3,-63.09260908128573,0.0001353124859958572,4.677763028298653e-05,0.999879709313069,0.9975359901985889,0.0013495434668181021,0.9965981292729582,2.2134433108713094e-05,0.00012633345581093984,0.9792781944942087,4.013591621289437e-08,0.9964059451808442,0.00035924768262413916,0.9996647096570669,0.014785789894937996,0.9999992134222981,0.7501386342437771,3.3427693392189515e-06,1.080733066998599e-06,0.24985694225381622,0.02926660901619784,1.3494892430940593,9.954078183214977e-05,0.6891615479211911,0.041731092673302,0.08355183381817288,0.019936341458452137,0.22012158932929723,0.03223054887840736
0.31,-63.030771984982614,0.0001354056895394109,4.8418528621509795e-05,0.9998752136148866,0.9974555039956071,0.0013816525719730732,0.9964704507911972,2.2908087048659657e-05,0.0001307503506303545,0.9786223277841875,4.162323022496659e-08,0.9962866823352546,0.00037129757316353164,0.9996529610735446,0.01533521476110027,0.9999991845672338,0.7501435211603801,3.3408760945688855e-06,1.0800952394734087e-06,0.24985205786828546,0.029275004346578926,1.349472173852557,9.952439276884935e-05,0.6891502597980527,0.04172211327908713,0.08338193180193153,0.019934053367048288,0.22012561856246438,0.03223837321601207
0.32,-62.96903518056175,0.00013549892298609476,5.0065960180151143e-05,0.999870685196011,0.9973749857046954,0.001413338030175761,0.9963418214392616,2.368409650986866e-05,0.0001351808337598452,0.9779684993668495,4.312074660985292e-08,0.9961674619238489,0.0003833528763135364,0.9996411749336259,0.015888474975598664,0.9999991555335705,0.7501484025721609,3.338984076039191e-06,1.079457871695031e-06,0.24984717898589084,0.02928338900260607,1.349455102880486,9.95082280978365e-05,0.689139450695263,0.0417131491141952,0.08321319291714513,0.019931761562808032,0.22012964571730156,0.032246204843398754
0.33,-62.90739859678437,0.0001355923185278094,5.1720039466007766e-05,0.9998661239436072,0.9972944355092691,0.0014446237699487973,0.9962122388982649,2.4462465416275185e-05,0.00013962493356573676,0.9773166915856023,4.4628517760668936e-08,0.9960482846109954,0.0003954136390547854,0.9996293511802593,0.01644558547347165,0.9999991263205149,0.7501532784949316,3.337093282726688e-06,1.0788209631913908e-06,0.24984230559082193,0.029291763859708674,1.3494380302065139,9.949226676961195e-05,0.6891290929229722,0.04170420052136685,0.08304561020082193,0.019929466232434162,0.2201336707368792,0.032254043679656494
0.34,-62.8458621608066,0.00013568600010390952,5.3380879082535377e-05,0.9998615297472097,0.9972138535805959,0.0014755329135081323,0.9960817009023354,2.5243197625691726e-05,0.00014408267794107263,0.9766668871330199,4.6146595265313354e-08,0.9959291510488844,0.00040747990735664504,0.9996174897573873,0.017006560856644794,0.999999096927286,0.7501581489433894,3.335203713759584e-06,1.0781845135088806e-06,0.24983743766838284,0.0293001297552985,1.3494209558574126,9.947648948964235e-05,0.68911915999558,0.041695267815511125,0.08287917685023309,0.019927167550692893,0.22013769356585008,0.03226188964725784
0.35000000000000003,-62.784425743148454,0.00013577917910393547,5.504859642706846e-05,0.9998569024911831,0.9971332394391543,0.0015060900459342998,0.9959502050746458,2.6026297158468796e-05,0.0001485540959523312,0.9760190679033772,4.767503282539032e-08,0.9958100619187098,0.00041955172934965114,0.9996055906065592,0.01757141643180223,0.9999990673530703,0.7501630138710452,3.333315369450767e-06,1.0775485229477019e-06,0.24983257526506183,0.029308487598731406,1.3494038798608232,9.946088264002515e-05,0.6891096234722621,0.04168635132173026,0.08271388807104446,0.019924865698554357,0.22014171414320008,0.03226974266304183
0.36,-62.7230891331202,0.00013587004555925367,5.672330878012899e-05,0.9998522420645671,0.9970525918288818,0.001536316576761008,0.9958177491683051,2.68117680173711e-05,0.0001530392165830299,0.9753732162816392,4.921388459087242e-08,0.9956910178905538,0.0004316291510865475,0.9995936536698691,0.01814016672537387,0.9999990375970501,0.7501678731584873,3.331428251554223e-06,1.076912992720764e-06,0.24982771850026786,0.02931683813049651,1.3493868022324211,9.944545100012831e-05,0.6891004606074862,0.041677451179589146,0.082549741912391,0.019922560782812807,0.2201457324112089,0.032277602659396096
0.37,-62.66185244939206,0.00013596215002309217,5.8405133613224875e-05,0.9998475483565356,0.9969719133679734,0.0015662339989749073,0.995684330938063,2.7599614222743875e-05,0.00015753806892700772,0.9747293146604298,5.0763204838638e-08,0.995572019633777,0.0004437122188126628,0.9995816788891545,0.01871282624152551,0.9999990076584057,0.7501727270501762,3.329542354635287e-06,1.0762779194899986e-06,0.24982286712954924,0.02932518205134808,1.3493697230011472,9.943015010332503e-05,0.6890916480450242,0.04166856772951186,0.08238672281262013,0.019920252990012786,0.22014974832864342,0.032285469567416764
0.38,-62.6007155078478,0.00013605427162248805,6.0094193030056346e-05,0.9998428212535488,0.9968912032135667,0.0015958637141871613,0.9955499480950359,2.8389839940632186e-05,0.0001620506831618755,0.9740873448867919,5.232305015218628e-08,0.9954530678414216,0.0004558009797453907,0.9995696662042596,0.01928940977997017,0.9999989775362829,0.7501775754654487,3.3276576796579327e-06,1.0756433039723828e-06,0.24981802123356728,0.029333520088529314,1.3493526421854882,9.94149781846663e-05,0.6890831632520173,0.041659701149423495,0.08222482715080173,0.019917942444001305,0.22015376184250612,0.03229334331992315
0.39,-62.53967820898852,0.00013614650438915893,6.179059943166616e-05,0.9998380606526542,0.9968104614601195,0.0016252246053702318,0.9954145985723517,2.9182449005165987e-05,0.00016657708706907195,0.9734472904007455,5.389347277559051e-08,0.9953341631476547,0.0004678954767813957,0.9995576155599086,0.019869930709152567,0.9999989472298941,0.7501824184118006,3.3257742258940674e-06,1.07500914580563e-06,0.24981318080482742,0.029341852856775666,1.3493355598028631,9.939992493869606e-05,0.6890749867920409,0.0416508516080437,0.08206404857106797,0.019915629260571308,0.22015777290917657,0.032301223858746286
0.4,-62.47874044716777,0.0001362388256110432,6.349445907104355e-05,0.9998332664583237,0.9967296881050585,0.001654333715829444,0.9952782804613879,2.997744503532942e-05,0.00017111730688503296,0.9728091357092316,5.547452224108142e-08,0.9952153061478016,0.00047999574978549757,0.9995455269040284,0.020454401377885015,0.999998916738493,0.7501872558876876,3.323891992826982e-06,1.074375444755573e-06,0.24980834584487438,0.029350180898440485,1.3493184758682333,9.938498277539288e-05,0.6890671015548547,0.04164201924143029,0.08190438142596869,0.019913313539657595,0.22016178148976187,0.03230911113236506
0.41000000000000003,-62.41790208782688,0.00013633113820309774,6.520590038432235e-05,0.9998284385561033,0.9966488830887752,0.0016832112061381734,0.9951409914804882,3.0774832402444404e-05,0.00017567137430825525,0.9721728621748088,5.7066258501336765e-08,0.9950964975591171,0.0004921018465600871,0.9995334001737775,0.021042836550040394,0.9999988860611767,0.750192087885936,3.3220109799376784e-06,1.0737422006057738e-06,0.249803516360883,0.029358504848186674,1.3493013903988775,9.937014373983364e-05,0.6890594875430163,0.04163320420147901,0.08174581910887577,0.01991099539694333,0.22016578753853053,0.032317005080381704
0.42,-62.35716299891534,0.00013642338973112478,6.692504691088212e-05,0.9998235768377508,0.9965680463715547,0.001711875627069557,0.995002729480365,3.1574615309701905e-05,0.00018023931983066844,0.9715384520368359,5.866873942032406e-08,0.9949777380675511,0.0005042138124097006,0.9995212353088357,0.021635250126222895,0.999998855197075,0.750196914401299,3.320131186694577e-06,1.0731094131275004e-06,0.2497986923581008,0.029366825275341825,1.3492843034102837,9.935540094021114e-05,0.6890521268067253,0.04162440661640704,0.08158835524157246,0.01990867493637908,0.22016979101443063,0.03232490564823871
0.43,-62.29652305898774,0.00013651558540568067,6.865200971356915e-05,0.999818681208156,0.9964871779416443,0.0017403426722792533,0.9948634925829375,3.2376797532890826e-05,0.000184821170858934,0.9709058895251995,6.028201723679605e-08,0.9948590282849621,0.0005163316872563346,0.9995090322551413,0.02223165424704094,0.9999988241454024,0.7502017354313079,3.3182526125758716e-06,1.07247708208723e-06,0.24979387383899712,0.02937514264348478,1.349267214915029,9.934074905951341e-05,0.6890450047148848,0.04161562658024345,0.08143198405158744,0.01990635224272061,0.22017379188396985,0.032332812791034296
0.44,-62.23598214175064,0.00013660781238102908,7.038690613155672e-05,0.9998137515684136,0.9964062778385883,0.0017686284063701979,0.994723278840433,3.318138305666736e-05,0.0001894169563262072,0.9702751581053858,6.190614724541729e-08,0.9947403688541878,0.0005284555127425495,0.9994967909557227,0.022832061492950712,0.9999987929053286,0.750206550978239,3.3163752569334453e-06,1.0718452071773173e-06,0.2497890608012965,0.02938345741778725,1.3492501249259194,9.932618235252531e-05,0.6890381065581318,0.041606864184690485,0.0812766992873599,0.01990402740228779,0.2201777901137201,0.03234072646339923
0.45,-62.17554001239242,0.00013670029609819578,7.2129948783399e-05,0.9998087877441519,0.9963253461585033,0.0017967602333646066,0.994582084836404,3.3988379091187275e-05,0.00019402672861836326,0.9696462282165024,6.354123002381978e-08,0.9946217609293259,0.0005405853626599257,0.9994845113077494,0.023436493895638025,0.9999987614753447,0.750211361048516,3.3144991185482943e-06,1.0712137878121637e-06,0.24978425323857717,0.02939177036265973,1.3492330334643856,9.931169153716298e-05,0.6890314081366087,0.04159811956794211,0.08112248962871936,0.019901700559794084,0.22018178564925708,0.03234864658989313
0.46,-62.11519685578276,0.00013679289875365093,7.388097587213167e-05,0.9998037898658997,0.9962443828628901,0.0018247179927356764,0.9944399131213417,3.479778015391667e-05,0.00019865044788785867,0.9690191221796205,6.518718886682291e-08,0.9945032036368638,0.0005527211815795584,0.9994721933892998,0.024044935028825782,0.9999987298566007,0.7502161656405067,3.3126241982829215e-06,1.0705828243963527e-06,0.2497794511524702,0.029400080926073532,1.3492159405147282,9.929728291311098e-05,0.6890249269186266,0.04158939263441053,0.08096936352735667,0.019899371609186256,0.22018577852951712,0.03235657322531121
0.47000000000000003,-62.05495222889848,0.0001368859235057352,7.5640373044011e-05,0.9997987576229659,0.9961633880230933,0.0018525495980188204,0.9942967576257944,3.560959931181334e-05,0.00020328820910928415,0.9683937868262346,6.684420663721981e-08,0.9943846990579203,0.0005648631014743624,0.9994598370143059,0.024657423977999155,0.9999986980463552,0.7502209647561818,3.310750494119982e-06,1.0699523159896746e-06,0.2497746545410077,0.029408390417898625,1.3491988461141984,9.928294178945312e-05,0.6890186214630638,0.04158068360930307,0.0808173009184561,0.01989704080214864,0.220189768662144,0.0323645062395841
0.48,-61.994806048028195,0.00013697902640678514,7.740818747605566e-05,0.9997936909805787,0.9960823613558528,0.0018802598829690965,0.9941526176798623,3.6423838158148314e-05,0.00020794002388422586,0.9677702159078155,6.851230597387922e-08,0.994266247440296,0.0005770111374159054,0.9994474421602495,0.025273965017658148,0.9999986660442702,0.7502257583683266,3.308878006362235e-06,1.0693222628217562e-06,0.24976986343140392,0.029416698957212405,1.3491817502658308,9.9268670356393e-05,0.6890124881310632,0.04157199249660812,0.08066630043622294,0.0198947081597217,0.22019375603873367,0.03237244562072098
