t,CycA,Tri_A,CKI,CycB,pB,BCKI,CycE,Tri_E,mass,Cdc20_A,APCP,Cdc20_i,pBCKI,Cdh1
0.14,0.006399498032637424,0.016233484879832165,0.3551404007971965,0.12665429793186095,0.010567893134062523,0.0,0.058209296719327924,0.32878487803559225,1.1750309496408904,0.6485865980168096,0.6481902462523992,0.019081010088425606,0.0,0.9994234793912403
0.15,0.006207926994653657,0.016139202229666562,0.3599617681965645,0.12421091596036221,0.010583603242550527,0.0,0.05709226399230674,0.32977684091478165,1.1750891200270361,0.6476989524307903,0.6465030093350442,0.019134955133766073,0.0,0.999434566876629
0.16,0.006022700269908271,0.01604262922471612,0.364838859863166,0.12181660785581372,0.010595055664542948,0.0,0.056002242738726594,0.33074678668252033,1.1751472932925808,0.6468074990044348,0.6448142047881672,0.01919108526151181,0.0,0.9994453838318327
0.17,0.005843550643711871,0.015943967817862507,0.369769346493851,0.11946967616795849,0.010602410888588631,0.0,0.05493844261841185,0.3316953924962994,1.1752054694376834,0.645912288104016,0.6431238693781205,0.019249403533359914,0.0,0.9994559691184659
0.18,0.005670264661925577,0.01584337621904059,0.3747513761166269,0.1171686523502641,0.010605802783238723,0.0,0.05390026220916062,0.33262316588577356,1.175263648462482,0.6450133617987437,0.6414320335858094,0.019309912434466454,0.0,0.9994663330823962
0.19,0.005502634136285042,0.015741006346303456,0.3797831434436176,0.11491201650815856,0.010605365885595366,0.0,0.05288712870516444,0.3335305856936452,1.175321830367118,0.64411076245286,0.6397387279059799,0.01937261435688693,0.0,0.9994764842330238
0.2,0.005340463267338245,0.015636998717089484,0.3848629472881496,0.11269825430260662,0.010601230271726748,0.0,0.05189850903654397,0.33441809458580485,1.1753800151517324,0.6432045310996872,0.6380439816706829,0.019437511502025363,0.0,0.9994864283451985
0.21,0.005183558613748412,0.015531490266990054,0.3899891014615136,0.11052580878983766,0.010593526957570253,0.0,0.05093387482195643,0.3352861302704658,1.175438202816471,0.6422947091250484,0.636347824294122,0.0195046059860142,0.0,0.9994961904739754
0.22,0.005031743175430367,0.015424604193655175,0.39516005602146975,0.1083932022450512,0.010582378391475722,0.0,0.049992737213010216,0.3361350972246865,1.175496393361475,0.6413813353191636,0.6346502831431978,0.01957389962281661,0.0,0.9995057219229521
0.23,0.004884846411898263,0.01531645735741197,0.4003743092155135,0.10629899495667554,0.010567904427764502,0.0,0.049074614424239715,0.3369653950198894,1.1755545867868875,0.640464447683956,0.6329513848815884,0.019645394097842512,0.0,0.9995150772351998
0.24,0.00474270639848036,0.015207159299939321,0.4056304260097971,0.1042418473691264,0.010550219959970162,0.0,0.04817903503055262,0.3377774165324225,1.1756127830928491,0.6395440826393557,0.6312511549823239,0.019719091009558386,0.0,0.9995242605218891
0.25,0.004605164497142735,0.015096815974404697,0.41092699055046467,0.10222051373676698,0.01052943858331639,0.0,0.04730552333030425,0.3385715599820313,1.1756709822795044,0.6386202761254162,0.6295496185722524,0.01979499202417438,0.0,0.9995332674666756
0.26,0.00447207073497278,0.014985526132028817,0.41626265267061185,0.10023392311041912,0.010505668842671553,0.0,0.04645361625379496,0.33934821446845015,1.175729184346995,0.6376930623615849,0.6278467996422001,0.019873098940125726,0.0,0.9995421112912684
0.27,0.004343280097610832,0.014873384077485669,0.42163609193221935,0.09828118193490958,0.010479016636871695,0.0,0.04562285260630352,0.34010776895151673,1.175787389295464,0.6367624744917948,0.6261427216264149,0.019953413928747128,0.0,0.9995508067313836
0.28,0.004218650182465859,0.014760481172460267,0.4270459919918885,0.09636158439564423,0.010449587181452958,0.0,0.044812767239671834,0.3408506165595665,1.1758455971250565,0.6358285450823318,0.6244374079013458,0.020035939821937496,0.0,0.9995593307420388
0.29,0.004098054178754427,0.014646897777890772,0.4324911606073061,0.0944746446785211,0.010417475357871521,0.0,0.04402293719443142,0.3415771149634742,1.1759038078359074,0.6348913031080772,0.6227308796732223,0.020120679923930365,0.0,0.9995677032662755
0.3,0.003981354854821846,0.014532719698742477,0.437970279593829,0.09261998563782411,0.010382785460404217,0.0,0.04325289608189466,0.34228765822899626,1.1759620214281665,0.6339507798717632,0.6210231604560007,0.02020763894979496,0.0,0.9995759308681491
0.31,0.0038684314321856344,0.014418021544847724,0.4434821569405476,0.09079739198431594,0.010345610671979701,0.0,0.04250222431027442,0.34298260069316294,1.176020237901972,0.6330070026946545,0.6193142714922594,0.020296822370324107,0.0,0.9995839987537709
0.32,0.0037591591364281446,0.01430287940734961,0.4490255305652701,0.08900670370802936,0.01030604896177965,0.0,0.041770482822470215,0.3436623121375478,1.1760784572574703,0.6320599997467287,0.6176042353619728,0.020388237099888854,0.0,0.9995919336177723
0.33,0.0036534238783455667,0.014187361769349214,0.4545992077784979,0.08724781907662402,0.010264191868277334,0.0,0.04105726385483977,0.34432713474336996,1.1761366794948014,0.6311097966263954,0.6158930734784083,0.020481891104284007,0.0,0.9995997154229864
0.34,0.0035511112728530653,0.014071536628534166,0.460201958882161,0.08552063996901767,0.010220132388672728,0.0,0.04036215095396675,0.3449774176346837,1.1761949046141087,0.6301564187174284,0.6141808078577692,0.02057779375593476,0.0,0.9996073553351834
0.35000000000000003,0.003452111510726779,0.013955468390216,0.4658325674160676,0.08382505834112777,0.010173961372732463,0.0,0.0396847377791957,0.3456135006004941,1.1762531326155354,0.6291998902169079,0.6124674602981206,0.020675955518481767,0.0,0.9996148448639476
0.36,0.0033563186938637365,0.013839218318480149,0.4714898227675417,0.0821609388303958,0.010125767923779372,0.0,0.03902462568971534,0.34623571619652294,1.1763113634992242,0.6282402341952285,0.6107530524842548,0.020776388070447408,0.0,0.9996221897726448
0.37,0.0032636316269384997,0.013722844309396248,0.4771725333266832,0.08052811297161243,0.010075638218125266,0.0,0.03838142522391565,0.346844389226699,1.176369597265315,0.6272774723707089,0.6090376056702845,0.02087910399350711,0.0,0.9996293940321863
0.38,0.0031739479551627,0.013606404356120483,0.4828794636181845,0.07892637098599836,0.010023660246971986,0.0,0.037754734872220294,0.3474398545243156,1.176427833913954,0.6263116263901825,0.607321141808196,0.020984117278338345,0.0,0.9996364516391048
0.39,0.0030871714120544297,0.013489952251568781,0.48860941927807766,0.07735547139126399,0.009969917841134749,0.0,0.03714416970863474,0.3480224327625625,1.1764860734452827,0.6253427163467042,0.6056036820901584,0.02109144245228521,0.0,0.9996433789235755
0.4,0.003003207694831286,0.013373540030981138,0.49436119946905305,0.07581513173004835,0.009914493918183297,0.0,0.036549345138122094,0.3485924442568422,1.176544315859444,0.6243707615454978,0.6038852477565503,0.0212010951300632,0.0,0.9996501655763828
0.41000000000000003,0.002921966983313125,0.013257216751475667,0.5001336337058118,0.0743050442121907,0.009857467909006924,0.0,0.03596988657764599,0.34915020137330705,1.1766025611565778,0.6233957799822201,0.6021658594017623,0.021313091361505963,0.0,0.9996568139944463
0.42,0.0028433577795183196,0.013141031899123084,0.5059255058928249,0.07282486074446798,0.009798921120666519,0.0,0.03540540525997308,0.34969602859854754,1.1766608093368305,0.6224177896098876,0.6004455383367482,0.021427448592838006,0.0,0.9996633316265282
0.43,0.0027672945325497474,0.01302503107366128,0.5117356532544038,0.0713742188862636,0.00973893016076984,0.0,0.034855530831363606,0.3502302350368128,1.1767190604003432,0.6214368068485282,0.5987243049054238,0.02154418437434153,0.0,0.9996697256920354
0.44,0.002693693179084171,0.012909258531892072,0.5175629130468112,0.06995273227132884,0.009677570695955628,0.0,0.03431989444421649,0.35075312845379736,1.1767773143472584,0.6204528474534942,0.5970021794290432,0.021663317035971987,0.0,0.9996759608107262
0.45,0.0026224717806350942,0.012793756900466823,0.5234061286698181,0.06855999397596635,0.009614916643804218,0.0,0.03379812814997386,0.35126501646630015,1.17683557117772,0.6194659262936789,0.5952791820173796,0.021784865602753913,0.0,0.9996820774583761
0.46,0.002553552162461013,0.012678566342023096,0.5292641788060614,0.06719559116017396,0.00955103872355221,0.0,0.03328987578385243,0.3517661969401326,1.1768938308918682,0.6184760571277638,0.5935553321354908,0.021908849258649613,0.0,0.9996880689913472
0.47000000000000003,0.0024868553959362886,0.012563726905021867,0.5351359138150649,0.06585908467424026,0.009486008491324058,0.0,0.03279477214294013,0.3522569755161082,1.1769520934898483,0.6174832534179946,0.5918306497027541,0.022035288378317978,0.0,0.9996939279310247
0.48,0.0024223072777141723,0.012449275594237448,0.5410202355989737,0.06455003833270809,0.009419893536168816,0.0,0.03231247002769034,0.35273764251263,1.177010358971802,0.6164875273824658,0.5901051537769084,0.022164203244308345,0.0,0.9996996885844306
0.49,0.0023598348281720573,0.012335248308892374,0.5469160482455687,0.06326800404836946,0.00935276038360668,0.0,0.031842622740860506,0.35320848805303884,1.1770686273378725,0.6154888905509527,0.58837886334588,0.022295614823769013,0.0,0.9997053096080721
0.5,0.0022993684185257553,0.01222167874303208,0.5528222907297264,0.062012535821166004,0.0092846726106198,0.0,0.03138489501065024,0.35366979274060056,1.1771268985882006,0.6144873534213124,0.586651796792236,0.022429544190800316,0.0,0.9997108162120123
0.51,0.0022408382878363847,0.012108600185537888,0.5587378867821757,0.06078317163899318,0.009215693920940814,0.0,0.030938946815042136,0.3541218412712648,1.1771851727229314,0.6134829260147396,0.5849239727505444,0.022566013425407427,0.0,0.9997162024554382
0.52,0.0021841783334205734,0.011996043537313738,0.5646618022609382,0.05957945705665777,0.009145884872490276,0.0,0.030504452523222984,0.3545649060710819,1.1772434497422068,0.6124756173388756,0.5831954091743019,0.02270504454096787,0.0,0.9997214662560747
0.53,0.0021293243336471383,0.01188403821878647,0.5705930203151606,0.05840093557156489,0.009075304448246634,0.0,0.030081093688110502,0.3549992531872537,1.1773017296461696,0.6114654356230199,0.581466123777474,0.02284666000332511,0.0,0.9997266440902324
0.54,0.002076213481247656,0.011772612502844478,0.5765305336774711,0.057247148170916196,0.009004010299640085,0.0,0.029668554380751885,0.35542514675640735,1.1773600124349632,0.6104523883754615,0.5797361341000092,0.022990882776115586,0.0,0.999731704987028
0.55,0.0020247861452236983,0.011661792607090129,0.5824733737071933,0.05611764533648784,0.008932057262744951,0.0,0.029266532009305818,0.3558428394925211,1.1774182981087287,0.6094364821432857,0.5780054570669267,0.023137735794085176,0.0,0.9997366525619037
0.56,0.001974983745214661,0.011551603784700834,0.5884205781851413,0.05501197455484128,0.008859499187248062,0.0,0.02887472645186249,0.35625258198460313,1.177476586667609,0.6084177227868331,0.5762741095162869,0.02328724259420752,0.0,0.9997414923408275
0.5700000000000001,0.0019267489191020883,0.011442070159511774,0.5943711936072351,0.05392968113671151,0.008786388901863684,0.0,0.028492841119845968,0.3566546216506807,1.1775348781117483,0.6073961154946765,0.5745421081933798,0.02343942728164967,0.0,0.9997462248638245
0.58,0.0018800273920864747,0.0113332138650807,0.6003243073159712,0.05287032232061181,0.008712776568072525,0.0,0.028120594546334005,0.35704919265831603,1.177593172441289,0.6063716645644105,0.5728094692383223,0.02359431385326523,0.0,0.9997508578721495
0.59,0.0018347665675228126,0.011225055723252676,0.6062790225285897,0.05183345767682422,0.008638710752308125,0.0,0.02775771028359113,0.35743652497753026,1.1776514696563736,0.6053443734205188,0.5710762085468768,0.023751926810630798,0.0,0.9997554002361279
0.6,0.0017909151379867242,0.011117615618580632,0.6122344570190638,0.05081865028781336,0.008564238837029963,0.0,0.027403916902921953,0.35781684425552845,1.1777097697571448,0.6043142449267945,0.5693423417993492,0.023912290871594764,0.0,0.9997598524500877
0.61,0.0017484235888545355,0.01101091211690465,0.618189749565339,0.049825468323137265,0.008489406612821021,0.0,0.027058950744486533,0.35819036930971915,1.1777680727437454,0.6032812811894878,0.5676078843850544,0.024075431041892217,0.0,0.9997642045499583
0.62,0.0017072444334608242,0.010904962295381765,0.6241440629260517,0.048853486256138695,0.008414258074441384,0.0,0.02672255691052698,0.3585573112639403,1.1778263786163186,0.6022454834502036,0.56587285136167,0.024241372649704142,0.0,0.9997684608103269
0.63,0.0016673311503084378,0.010799782531871995,0.6300965715641892,0.04790228193341761,0.008338836340461913,0.0,0.026394484676964012,0.35891787759461663,1.1778846873750068,0.6012068525222407,0.5641372576231803,0.02441014117993896,0.0,0.9997726237302789
0.64,0.0016286393198627065,0.010695387670191278,0.6360464752988434,0.04697144029696533,0.008263182653265847,0.0,0.026074492511923602,0.35927226771023013,1.177942999019953,0.6001653883053965,0.562401117714023,0.024581762452340512,0.0,0.9997766975298611
0.65,0.0015911262405737538,0.010591791298599272,0.6419929952560932,0.04606055266593879,0.008187336745273261,0.0,0.025762346694937162,0.35962067412226445,1.1780013135513,0.5991210899527937,0.560664445893589,0.02475626255174124,0.0,0.9997806839732475
0.66,0.0015547499700990825,0.010489006496081853,0.6479353623995706,0.04516921391125728,0.00811133755621276,0.0,0.025457816535163068,0.3599632868029311,1.178059630969191,0.5980739562113321,0.5589272562680531,0.024933667708230314,0.0,0.9997845853448789
0.67,0.0015194710891433447,0.010387044557765861,0.6538728394281142,0.04429702912410041,0.008035221639485592,0.0,0.025160682203884017,0.36030028631913424,1.1781179512737683,0.5970239846313949,0.5571895624891285,0.0251140045796489,0.0,0.9997884031395209
0.68,0.0014852513159935986,0.01028591594413523,0.6598047043512469,0.04344360826891606,0.007959024602113923,0.0,0.024870729876632608,0.36063184782499536,1.178176274465175,0.5959711722721512,0.5554513780230503,0.025297299986668634,0.0,0.9997921395209088
0.6900000000000001,0.0014520542236683115,0.010185629801064884,0.6657302588728966,0.04260856901350779,0.007882780320806703,0.0,0.024587753991445596,0.3609581392742297,1.1782346005435538,0.5949155153179765,0.5537127160043651,0.02548358105858284,0.0,0.9997957964799414
0.7000000000000001,0.0014198439474786145,0.010086194925451843,0.6716488138170561,0.04179153342016514,0.007806522084852897,0.0,0.024311551733389117,0.36127932627511267,1.1782929295090478,0.5938570096043391,0.5519735894398808,0.025672875025531807,0.0,0.9997993748896024
0.71,0.001388586493684692,0.009987618779706024,0.6775597039886366,0.04099213115537076,0.007730281463721366,0.0,0.024041928851696228,0.36159556692632844,1.1783512613617997,0.592795650098631,0.5502340110071305,0.025865209423959402,0.0,0.9998028761408564
0.72,0.0013582485611960005,0.009889908410298175,0.6834622758633656,0.04020999720325536,0.00765408926557876,0.0,0.023778694720916187,0.3619070162192369,1.1784095961019525,0.591731431318574,0.5484939932192356,0.026060611924856744,0.0,0.9998063024512697
0.73,0.0013287982901862012,0.009793069858961513,0.6893558952488547,0.03944477328190267,0.007577974950030741,0.0,0.023521665396833185,0.3622138233107786,1.1784679337296493,0.5906643470766464,0.5467535483238937,0.026259110437192073,0.0,0.999809655150265
0.74,0.001300204927898254,0.009697108445244367,0.6952399444678029,0.03869610762568134,0.007501966859962855,0.0,0.02327066234260514,0.36251613268025384,1.1785262742450326,0.589594390565074,0.5450126883387592,0.02646073306737714,0.0,0.9998129354119593
0.75,0.0012724389210259945,0.00960202865785942,0.7011138222692838,0.03796365438184398,0.007426092204704146,0.0,0.02302551269918294,0.3628140838450386,1.1785846176482455,0.5885215543783371,0.5432714250567919,0.026665508121085313,0.0,0.9998161448552679
0.76,0.0012454718025036767,0.009507834303003384,0.7069769449821718,0.037247074782789706,0.007350377099933565,0.0,0.022786049352114923,0.36310781132028885,1.178642963939431,0.5874458304756273,0.5415297700360021,0.026873464089173113,0.0,0.9998192854004311
0.77,0.001219276352308463,0.009414528315104654,0.7128287453375459,0.03654603592151414,0.007274846467592891,0.0,0.0225521108080341,0.3633974447404488,1.1787013131187316,0.5863672101988193,0.5397877346024914,0.027084629678226908,0.0,0.9998223586719094
0.78,0.0011938261066211787,0.009322113210850396,0.7186686703440935,0.0358602112367792,0.007199524414410561,0.0,0.022323539917650025,0.3636831099904837,1.1787596651862906,0.5852856843769367,0.5380453298929808,0.027299033721910528,0.0,0.9998253658760261
0.79,0.0011690959470186373,0.009230590570385841,0.7244961851293428,0.0351892806383153,0.00712443376664226,0.0,0.022100185806110468,0.3639649274812993,1.178818020142251,0.5842012431681478,0.5363025667931619,0.027516705284718113,0.0,0.9998283085295869
0.8,0.0011450614696564365,0.009139961580936967,0.7303107678733309,0.03453292986573738,0.007049596548362152,0.0,0.021881901411912714,0.3642430143832969,1.1788763779867553,0.5831138762423471,0.5345594560068555,0.027737673557698767,0.0,0.9998311879727275
0.81,0.0011216992066704265,0.009050226847049581,0.7361119117080877,0.03389085077707302,0.006975033817849024,0.0,0.02166854440710378,0.3645174837859849,1.1789347387199471,0.5820235727160299,0.5328160080316275,0.027961967893888207,0.0,0.9998340054577518
0.8200000000000001,0.0010989867452569867,0.008961386287789877,0.7418991257221843,0.03326274144673503,0.0069007655831028955,0.0,0.021459977704479,0.3647884442316345,1.1789931023419689,0.5809303211214958,0.5310722331464351,0.02818961782492319,0.0,0.9998367622698741
0.8300000000000001,0.0010769021724457196,0.00887343960937668,0.7476719299511616,0.03264830521973103,0.006826811211484118,0.0,0.021256067074589224,0.3650560018941949,1.1790514688529636,0.5798341095801869,0.529328141474442,0.028420652969509796,0.0,0.9998394597898154
0.84,0.0010554248090099154,0.008786385682099086,0.7534298620795458,0.032047252079357054,0.006753188884594564,0.0,0.021056684297496877,0.36532025770053056,1.1791098382530745,0.5787349255668693,0.5275837428987555,0.028655103157314583,0.0,0.9998420992207715
0.85,0.0010345342221875133,0.008700223375417749,0.7591724684329034,0.03145929651185687,0.006679916357061123,0.0,0.020861703004865326,0.3655813111084133,1.1791682105424444,0.577632756256845,0.525839047180482,0.028892998241093988,0.0,0.9998446818407509
0.86,0.0010142113041044269,0.008614950647695265,0.7648993137900957,0.030884160034035234,0.006607010109158615,0.0,0.020671003158467333,0.3658392560518587,1.1792265857212163,0.5765275881254968,0.5240940638264981,0.029134368317384276,0.0,0.9998472088655113
0.87,0.000994437540606028,0.008530565163160975,0.7706099747333672,0.030321569459706075,0.006534485923214441,0.0,0.020484468020196524,0.36609418368284874,1.1792849637895333,0.5754194072219502,0.5223488021794341,0.029379243575301202,0.0,0.9998496815274026
0.88,0.0009751949726341793,0.008447064326730999,0.7763040391707056,0.029771256625785766,0.006462358910307356,0.0,0.020301983890397394,0.36634618262026764,1.179343344747538,0.5743081992012421,0.5206032714224461,0.029627654273986965,0.0,0.9998521009047718
0.89,0.0009564662911758624,0.008364445202060587,0.7819811073196433,0.029232958838368545,0.006390643435396027,0.0,0.020123440589676616,0.36659533850483395,1.179401728595374,0.5731939492668666,0.518857480566849,0.029879630779873552,0.0,0.9998544681136994
0.9,0.0009382348154279573,0.0082827045297115,0.7876407915326346,0.02870641888239302,0.006319353133212554,0.0,0.01994873138295732,0.3668417340669175,1.1794601153331836,0.5720766421727231,0.5171114384544256,0.030135203567062296,0.0,0.9998567843636875
0.91,0.0009204844610608196,0.008201838751177831,0.7932827158297322,0.028191384622328643,0.006248500952039258,0.0,0.019777752795393393,0.36708544928837267,1.1795185049611105,0.5709562622721126,0.5153651537654983,0.03039440318378921,0.0,0.9998590507733209
0.92,0.0009032001243460705,0.008121843671102026,0.7989065191642005,0.027687609406770567,0.0061780989149848925,0.0,0.019610406291728354,0.3673265598399094,1.1795768974792975,0.5698327934399174,0.5136186349838607,0.030657260288147442,0.0,0.9998612682096096
0.93,0.0008863666185429848,0.00804271538811039,0.8045118463625769,0.02719485095559775,0.006108158795192825,0.0,0.019446593678064786,0.36756514134775686,1.1796352928878875,0.5687062192915652,0.511871890496326,0.030923805548744916,0.0,0.999863437831877
0.9400000000000001,0.0008699693964262945,0.007964449659620933,0.8100983542064553,0.02671287199523462,0.006038691670222664,0.0,0.01928622022827937,0.36780126648532446,1.1796936911870235,0.5675765230498448,0.5101249285276999,0.03119406970173238,0.0,0.9998655606902379
0.9500000000000001,0.0008539950736701661,0.00788704143962114,0.8156657157139399,0.026241440946696473,0.005969707590165302,0.0,0.01912919684689239,0.3680350029702429,1.1797520923768487,0.5664436874294864,0.5083777570923869,0.03146808360731933,0.0,0.9998676377019348
0.96,0.0008384302841790894,0.007810485882935307,0.8212136105550051,0.025780330374588743,0.0059012163199863585,0.0,0.018975435268488026,0.3682664180039195,1.1798104964575062,0.565307694903252,0.5066303841038927,0.031745878118819876,0.0,0.9998696698434206
0.97,0.0008232621049248874,0.007734777970031131,0.8267417285405408,0.025329317483696594,0.005833227073789022,0.0,0.018824849833629417,0.3684955766240131,1.179868903429139,0.5641685276141902,0.5048828173361691,0.032027484124050286,0.0,0.9998716580743506
0.98,0.000808478220970215,0.007659912364170247,0.8322497707793135,0.02488818432133821,0.00576574838801779,0.0,0.018677357986156457,0.36872254126711274,1.1799273132918902,0.563026167341492,0.5031350644058223,0.03231293255989477,0.0,0.9998736033198915
0.99,0.0007940668780644833,0.007585883454077378,0.8377374491153862,0.024456717689281402,0.005698788139412214,0.0,0.018532879936880207,0.3689473720950307,1.1799857260459026,0.5618805955157149,0.5013871327754638,0.03260225440303875,0.0,0.9998755064851699
1.0,0.0007800165984294896,0.007512685588814865,0.84320448426322,0.024034708568183055,0.005632353826589282,0.0,0.018391338093372057,0.3691701274308365,1.1800441416913197,0.5607317933072519,0.4996390297940338,0.03289548062791341,0.0,0.9998773684545221
1.01,0.0007663163876299209,0.007440312905742407,0.8486506069939057,0.023621952459587467,0.005566452363238641,0.0,0.018252657371327707,0.36939086354449074,1.1801025602282842,0.5595797415732927,0.4978907626680957,0.033192642229088624,0.0,0.999879190093167
1.02,0.0007529555797385492,0.007368759455509364,0.854075556839653,0.02321824896366845,0.005501090210742571,0.0,0.01811676486880245,0.3696096349110383,1.1801609816569396,0.5584244209402937,0.496142338483636,0.033493770171965524,0.0,0.9998809722637901
1.03,0.0007399239564452682,0.007298019107473408,0.8594790831497072,0.022823402113769205,0.005436273294567708,0.0,0.01798358999845581,0.3698264941239593,1.1802194059774287,0.5572658117208622,0.49439376419029196,0.03379889544653856,0.0,0.999882715798232
1.04,0.0007272116355340561,0.007228085638242677,0.8648609440147447,0.0224372200165143,0.005372007089553194,0.0,0.017853064242095814,0.3700414920946376,1.1802778331898947,0.5561038939903101,0.4926450466169927,0.0341080490186879,0.0,0.9998844215177893
1.05,0.0007148090924322596,0.007158952701730141,0.8702209062044218,0.02205951471621411,0.005308296648236352,0.0,0.017725121247763664,0.37025467793852523,1.1803362632944807,0.5549386476192132,0.4908961924779242,0.03442126180763984,0.0,0.9998860902031755
1.06,0.0007027071216536222,0.007090613872092167,0.8755587449744706,0.021690102224248838,0.00524514659378111,0.0,0.017599696583974284,0.37046609922658413,1.1803946962913299,0.5537700522531741,0.48914720837010933,0.03473856470136105,0.0,0.9998877226208729
1.07,0.0006908967988886598,0.007023062685491753,0.8808742438686048,0.02132880254130773,0.005182561114519864,0.0,0.01747672750144166,0.3706758022282825,1.1804531321805853,0.5525980872946197,0.4873981007713346,0.035059988570541385,0.0,0.9998893195482005
1.08,0.000679369492164334,0.00695629261176798,0.8861671944479632,0.020975439399284215,0.005120544020828571,0.0,0.017356153077597542,0.37088383173399025,1.1805115709623901,0.5514227319674475,0.48564887605190077,0.03538556422439335,0.0,0.999890881733934
1.09,0.00066811683246258,0.006890297084017073,0.8914373960804224,0.020629840234791853,0.005059098750502017,0.0,0.01723791404484556,0.3710902312248761,1.1805700126368877,0.5502439653132227,0.4838995404749523,0.035715322414522764,0.0,0.999892409912172
1.1,0.000657131042776958,0.006825069183947839,0.8966846582492235,0.02029183639310455,0.004998228234552014,0.0,0.01712195434235532,0.371295041375737,1.1806284572042207,0.5490617661994686,0.4821501001823728,0.03604929381465238,0.0,0.9998939047703026
1.11,0.000646404359095461,0.006760602186944113,0.9019087962545362,0.01996126258050303,0.004937935160437514,0.0,0.017008218380427837,0.3714983026776823,1.1806869046645327,0.547876113341008,0.4804005612257498,0.03638750903198941,0.0,0.9998953670019554
1.12,0.0006359291777598267,0.006696889419439768,0.907109632200072,0.019637956917828006,0.00487822191738534,0.0,0.016896651734414046,0.3717000547653092,1.1807453550179667,0.5466869853108663,0.47865092956128846,0.036729998593280785,0.0,0.9998967972919713
1.1300000000000001,0.0006256981963777722,0.006633924122397416,0.9122869959327903,0.01932176098869717,0.004819090544532557,0.0,0.01678720180819373,0.37190033577312726,1.1808038082646661,0.5454943605512657,0.4769012110450448,0.037076792931093144,0.0,0.9998981963019784
