t,Fe3,Fe3_Arg,Fe3_NO,Fe2_NO,Fe2,Fe2_Arg,Fe3_O2_Arg,Fe3_NOHA,Fe2_NOHA,NOHA,Fe3_O2_NOHA,NO,citrulline,NO3
0.43,0.0032981063942501003,0.08528878709077205,0.03302657871206947,0.3590138396981051,0.00015319087027793957,0.004883697080245136,0.01066327481183265,0.10031529366199096,0.02498392886035204,0.2290945918570849,0.049278710963019744,0.8512088644361192,1.3279733975409538,0.08472411469465897
0.44,0.0032425111413807023,0.08371899126491007,0.032263380723794,0.3621972317905802,0.00015051502528835463,0.0047929393041383,0.010464020157426273,0.09821792163956555,0.024426718826204598,0.23235081620506245,0.04817495392164951,0.8642331572606032,1.3470240986616053,0.08833032888662669
0.45,0.0031890734670909173,0.08221102868829436,0.03153120955284055,0.3651942333255649,0.00014794366627953587,0.004705762306718806,0.010272634228039187,0.09620502129622455,0.023892107164787617,0.23553500747638217,0.047115978827777474,0.8769591678625605,1.3656520488826016,0.09196743814163474
0.46,0.0031377030112145674,0.08076226129729931,0.030828763936942803,0.3680129847698203,0.0001454723854842541,0.004622012876923167,0.010088779802468044,0.09427292594274192,0.023379128551018914,0.23865008504167962,0.046099882384407105,0.8893990149970171,1.3838743832431832,0.09563361953940186
0.47000000000000003,0.003088312724638885,0.07937017183503417,0.030154788099383358,0.3706612809836414,0.00014309695352690864,0.004541544998735531,0.009912135723756271,0.09241813592277973,0.022886860464891016,0.2416988434877321,0.045124828805880625,0.9015643072723428,1.4017075061803674,0.09932712982499867
0.48,0.003040818855004442,0.07803235356692488,0.029508072232796896,0.3731465840641735,0.00014081331066081835,0.004464219196212959,0.00974239537116121,0.09063731198276104,0.022414413651309674,0.24468395761949105,0.04418906014950355,0.9134661612878211,1.4191671196054985,0.10304630202070592
0.49,0.0029951409179493054,0.0767465029634426,0.02888745323530816,0.3754760362333875,0.00013861756177100895,0.004389902056224627,0.00957926555408765,0.08892726696273737,0.021960937072921686,0.247607987342066,0.04329089010010415,0.9251152201213199,1.4362682517657384,0.10678954217572183
0.5,0.002951201670882056,0.07551041310211488,0.028291814890619365,0.3776564726329881,0.00013650597098172366,0.00431846580315049,0.009422465522039377,0.0872849576687529,0.0215256158174833,0.2504733825397423,0.042428704381245394,0.9365216717850969,1.4530252855010313,0.11055532619232582
0.51,0.002908927031694982,0.07432197052938648,0.027720086683505195,0.37969443428894306,0.00013447495737950736,0.004249788105413715,0.009271726526826531,0.08570747676213947,0.021107670517953588,0.2532824878432102,0.041600956753547025,0.9476952684172277,1.46945198625558,0.11434219686590273
0.52,0.002868245994210433,0.07317915008849313,0.027171242801543895,0.3815961802296512,0.00013252108886868295,0.004183751756696484,0.009126791096039437,0.08419204640769673,0.02070635488916672,0.2560375470979234,0.04080616854970956,0.9586453440026478,1.485561528038656,0.1181487610048121
0.53,0.0028290905447326173,0.07208001139278426,0.026644301035157983,0.38336769914742336,0.00013064107753554938,0.004120244459727326,0.008987412544805489,0.08273601153652196,0.020320955388392004,0.2587407076331245,0.040042925239794566,0.9693808315790161,1.5013665184999783,0.1219736867383798
0.54,0.0027913955872746073,0.07102269438586839,0.02613832184932518,0.3850147221330423,0.00012883177445722135,0.004059158549917409,0.008853354344234557,0.08133683232253151,0.01995078955339933,0.26139402497650954,0.039309874523439654,0.9799102819345906,1.516879026446561,0.12581570052960178
0.55,0.0027550988112318843,0.07000541814556688,0.025652406126914305,0.38654273214627666,0.00012709016515016888,0.004000390942779684,0.00872439002744437,0.07999207998790063,0.019595204984920594,0.263999466150608,0.03860572251120654,0.9902418778983638,1.5321106013256798,0.12967358515412386
0.56,0.002720140613954134,0.06902647603043338,0.02518569426716155,0.3879569764730888,0.00012541336397369604,0.003943842832462729,0.00860030250098412,0.07869942977330495,0.019253577562704,0.26655891428072026,0.03792923230121208,1.0003834525845403,1.547072300078732,0.13354617675394015
0.5700000000000001,0.002686463958794557,0.06808423490954697,0.024737363702550696,0.38926247568859984,0.00012379860955506473,0.0038894196694766576,0.008480884024105408,0.07745665733139472,0.018925310199649995,0.269074171671815,0.037279220234510795,1.010342502991689,1.5617747053465507,0.1374323629637097
0.58,0.002654014278715083,0.06717713104674965,0.024306627685173245,0.39046403366528537,0.00012224325917662524,0.0038370309131915137,0.008365935653295114,0.07626163413303536,0.018609831719099072,0.2715469634281301,0.036654554218148554,1.0201262047049633,1.5762279466222995,0.14133108056687638
0.59,0.0026227393595383243,0.06630366799899258,0.02389273336685091,0.39156624818446534,0.00012074478399915609,0.0037865899169085573,0.008255266998270408,0.07511232216835506,0.01830659536818127,0.27397894123323685,0.03605415062120125,1.029741427762324,1.5904417224689344,0.14524131315529298
0.6,0.002592589244206353,0.06546241331451347,0.023494960611022155,0.39257351716715777,0.0001193007640124873,0.0037380137357831936,0.008148695798744877,0.07400677239292487,0.018015078333825454,0.27637168552245905,0.03547697311535,1.039194745798806,1.6044253132422903,0.14916208966530298
0.61,0.0025635161154215175,0.06465199616857269,0.02311262003317532,0.39349005105118773,0.00011790888306574729,0.0036912229935862286,0.008046047636239052,0.07294311797433574,0.01773477991254811,0.2787267099376231,0.034922029294244476,1.048492454524354,1.6181876072419064,0.1530924816331878
0.62,0.0025354742394184896,0.06387110435502097,0.02274505248631597,0.39431987676729036,0.00011656692516274904,0.003646141701510364,0.007947155527206477,0.07191957349401573,0.017465221411033936,0.28104546273164505,0.034388370361379615,1.057640577449779,1.6317371089074104,0.15703160220402354
0.63,0.0025084198371745463,0.06311848202303827,0.022391626941826854,0.3950668491014573,0.00011527276921651179,0.003602697135329464,0.007851859663323055,0.0709344293919838,0.017205944478980034,0.2833293308081385,0.033875087849531416,1.0666448828823396,1.645081962554812,0.1609786036291865
0.64,0.002482311039056614,0.062392927504823,0.022051739970186085,0.39573465530274027,0.00011402438625240539,0.0035608197039824112,0.007760007115721463,0.06998604998100821,0.016956510715781137,0.28557964138499753,0.03338131289545077,1.0755108906657511,1.6582299621108172,0.16493267617213805
0.65,0.0024571077483533585,0.0616932900775204,0.021724813691223428,0.3963268261207508,0.00011281983325701881,0.003520442766983454,0.007671451439872046,0.06907286876342625,0.016716500282788316,0.2877976659009507,0.03290621337487448,1.0842438885985073,1.6711885740403332,0.16889304562985
0.66,0.0024327716272975917,0.06101846978062916,0.021410295529291922,0.39684673712959484,0.0001116572526544566,0.0034815026250046783,0.007586052656338102,0.0681933877267467,0.016485511698227543,0.2899846204838964,0.0324489934903192,1.0928489344209553,1.683964940124582,0.1728589730447383
0.67,0.002409265944868101,0.06036741259025727,0.021107656088282523,0.39729762247012934,0.00011053486461193,0.003443938237498676,0.0075036766265827,0.06734617129497993,0.016263160260154102,0.29214167086578496,0.03200889075685148,1.101330876133507,1.6965659062462763,0.17682975155435604
0.68,0.0023865555930999904,0.05973911119354836,0.02081638936959173,0.39768257232153464,0.00010945096801948428,0.0034076912705180403,0.007424195161588449,0.06652984783191175,0.016049078261723696,0.29426993144732855,0.031585176581136847,1.1096943482701132,1.7089980169384125,0.18080470697717146
0.6900000000000001,0.0023646069208554414,0.05913260040354561,0.020536010317850042,0.39800454836518784,0.00010840393258994017,0.0033727058313060936,0.007347485438989436,0.06574310236579589,0.0158429131943552,0.2963704708316136,0.031177152397912966,1.1179437948439077,1.7212675478372808,0.18478319431033352
0.7000000000000001,0.002343387775844042,0.058546957708335734,0.02026605556145186,0.39826637997293796,0.00010739220045854666,0.003338928496293602,0.0072734300600959464,0.0649846785587578,0.015644328502126093,0.29844431046331404,0.03078415070038703,1.1260834636243429,1.7333804977167826,0.18876459855804834
0.71,0.00232286733321296,0.05798129915776348,0.020006080803737083,0.39847077866590874,0.00010641427839343267,0.0033063080784685806,0.007201916545194807,0.06425337232852088,0.01545300147168486,0.3004924297636241,0.030405531573494248,1.1341174276450239,1.7453426185995526,0.19274833148488127
0.72,0.0023030161414328734,0.05743477983436044,0.019755661566070185,0.39862033524021245,0.00010546873939166622,0.0032747956489410186,0.007132837373273781,0.06354803293115904,0.015268623315958204,0.30251576514002587,0.030040684069178206,1.1420495808680027,1.7571594099041117,0.1967338322298246
0.73,0.002283805971759885,0.05690659009505837,0.019514390997586242,0.39871753194011367,0.00010455421584000162,0.0032443443231427926,0.0070660895178252265,0.0628675578330302,0.015090898224680535,0.3045152142926087,0.029689022588358465,1.1498836562681156,1.768836143766376,0.20072056456055873
0.74,0.0022652098366051977,0.056395955858490734,0.01928188020407997,0.3987647415859914,0.00010366940035140147,0.003214909274583073,0.007001574474698001,0.06221089280326345,0.014919544224085864,0.30649163591741646,0.02934998642043883,1.1576232245203844,1.780377863371685,0.2047080170612272
0.75,0.002247201889711284,0.055902135726796295,0.019057756772068033,0.3987642361342129,0.00010281304081320997,0.003186447569068997,0.006939197897745417,0.061577028291439996,0.014754291449489565,0.3084458527557335,0.02902303847292565,1.1652717066836213,1.791789400774472,0.20869570118456776
0.76,0.0022297574106187354,0.055424420574349244,0.018841664412317313,0.3987181883758644,0.00010198393942878685,0.0031589181423688794,0.0068788695489437005,0.060964998622784115,0.014594880252812682,0.31037865221380206,0.028707666506715395,1.1728323767338424,1.8030753803958848,0.21268315087385858
0.77,0.0022128527363106474,0.05496213155193752,0.01863326206174965,0.3986286779008307,0.00010118094954237348,0.003132281683386422,0.006820503041949836,0.06037387933130226,0.014441061661317433,0.3122907884814136,0.028403380600265177,1.180308370392225,1.8142402315556885,0.21666992120088116
0.78,0.0021964652029282175,0.05451461848057532,0.01843222313804639,0.39849769592874656,0.00010040297305220568,0.003106500540500701,0.006764015637682584,0.05980278505178185,0.014292598198287132,0.31418298423849755,0.02810971060990724,1.1877026922807863,1.825288198612829,0.22065558726524787
0.79,0.002180573151117959,0.05408126030303005,0.01823823565061264,0.3983271443964224,9.964896101755254e-05,0.003081538748871164,0.006709328307405109,0.059250869946692,0.014149264990513515,0.31605593030963486,0.02782620523468856,1.195018214592532,1.8362233390532892,0.2246397444137202
0.8,0.00216515580325722,0.05366146106506495,0.01805100024511106,0.3981188478774678,9.89179068974504e-05,0.0030573617970773874,0.006656365213717521,0.05871732234710155,0.014010844979628432,0.3179102899607634,0.027552432803919058,1.2022576947304595,1.8470495483688956,0.2286220055158551
0.81,0.0021501933329270443,0.053254652042685424,0.017870231161913958,0.3978745469966748,9.82088499282305e-05,0.003033936752078829,0.00660505398647368,0.05820136785629055,0.013877129152582096,0.31974669653988047,0.027287983328570638,1.2094237655604103,1.857770546187403,0.2326020024684019
0.8200000000000001,0.0021356667150593455,0.05286028764374044,0.017695654281238718,0.3975959114255897,9.752086848139994e-05,0.003011232019931192,0.006555325199996845,0.0577022634131964,0.01374791840589054,0.3215657580856599,0.027032461941220717,1.2165189546716944,1.8683899036188818,0.23657938324035685
0.8300000000000001,0.0021215577608707913,0.05247784623027701,0.017527007543569374,0.3972845369567083,9.685308140607107e-05,0.0029892173937888377,0.006507112476466227,0.05721929868585558,0.013623022304451522,0.32336805629637827,0.026785491270232657,1.2235456800316304,1.8789110370653759,0.24055381253346567
0.84,0.0021078490722623456,0.052106828828432344,0.017364040321376444,0.39694194947831146,9.620464589449924e-05,0.002967863978916659,0.0064603523214983,0.056751794301137574,0.013502259058301424,0.3251541479424697,0.026546710051403508,1.230506255875157,1.8893372165525077,0.2445249708776607
0.85,0.0020945239703214252,0.05174675711901461,0.017206512315627615,0.3965696113912762,9.557475392285305e-05,0.0029471440773288335,0.006414983870472379,0.056299099000468394,0.013385453852548216,0.3269245671597335,0.02631577248929052,1.2374029022241344,1.8996715791077343,0.24849255317669416
0.86,0.0020815665299563344,0.051397174348917725,0.01705419412674807,0.3961689186803076,9.496263400124635e-05,0.0029270312390761535,0.0063709490008291925,0.05586059085122202,0.01327244011600807,0.3286798244038614,0.026092348069077138,1.2442377405358,1.9099171227112888,0.2524562693684309
0.87,0.002068961470779053,0.05105764226305244,0.016906865657385847,0.3957412102606614,9.436754587694903e-05,0.002907500085581958,0.006328191944531302,0.05543567324016332,0.013163058059338463,0.3304204097755713,0.025876119697063313,1.2510128075584876,1.920076725777694,0.2564158423011573
0.88,0.0020566941980152517,0.05072774229029308,0.016764316671404943,0.3952877646360759,9.378878249172615e-05,0.0028885263783615584,0.0062866594387195425,0.0550237762434977,0.013057154793017502,0.33214679183636037,0.02566678473176825,1.2577300503854631,1.9301531401901448,0.2603710084971988
0.89,0.0020447507284907353,0.05040707337532747,0.016626345760638234,0.39480980634503626,9.322566640939123e-05,0.0028700868929855588,0.00624630044866926,0.05462435381095396,0.01295458390465678,0.33385941990206996,0.02546405316476853,1.264391336000013,1.9401490047882295,0.26432151668254006
0.9,0.0020331176785631944,0.05009525167547703,0.016492760166657596,0.39430850695372166,9.267754926161935e-05,0.002852159401835725,0.006207066130300251,0.054236883342933744,0.012855205346353777,0.33555872439399553,0.025267647360906205,1.2709984527509008,1.9500668474343215,0.26826712756303933
0.91,0.0020217822561462615,0.04979191038168696,0.016363375657601893,0.3937849856914094,9.214381139150111e-05,0.002834722664122908,0.006168909808673971,0.053860865424036265,0.012758885325020012,0.33724511706278054,0.025077301917136797,1.2775531112989746,1.9599090863304804,0.2722076136824927
0.92,0.0020107321832664314,0.04949669738712351,0.01623801540796608,0.39324031656413966,9.16238580026558e-05,0.00281775629014041,0.006131786678494997,0.053495820604611666,0.01266549528463818,0.33891899353155064,0.02489276221007245,1.2840569551511518,1.9696780449236306,0.2761427578003712
0.93,0.001999955744648369,0.04920927673326156,0.01611651071282328,0.39267552375926884,9.111712156836631e-05,0.0028012408254691,0.006095653989969208,0.0531412915419667,0.012574912616262797,0.340580731649133,0.024713785305635585,1.290511553852061,1.9793759422622017,0.2800723539380468
0.9400000000000001,0.001989441706047283,0.04892932628411236,0.015998699798203123,0.39209158900332775,9.062305788222466e-05,0.0027851576162818263,0.006060470752735325,0.05279683967602776,0.012487019730286332,0.3422306941151811,0.02454013825992182,1.2969184138915404,1.9890049084001231,0.28399620570704986
0.9500000000000001,0.001979179303206682,0.048656537398802324,0.015884427666131514,0.391489452520301,9.014114551890185e-05,0.002769488790316249,0.0060261976940081795,0.05246204481565883,0.012401703970188683,0.34386922882077775,0.024371597875096972,1.303278980123463,1.9985669864003248,0.2879141260904272
0.96,0.0019691582754698157,0.048390615844090164,0.01577354659993919,0.3908700100897096,8.967088745218842e-05,0.0027542173092184705,0.005992797373267978,0.05213650643655929,0.012318858151328172,0.34549666780000876,0.024207951232963605,1.3095946314003215,2.008064126198928,0.29182593810895496
0.97,0.0019593687555106384,0.048131278710255965,0.015665914543163215,0.3902341226955223,8.921180572500715e-05,0.0027393267907818986,0.005960233792202855,0.051819839441779245,0.012238379108195621,0.34711333066617334,0.024048993690697445,1.3158666948808069,2.0174982047503085,0.2957314726308138
0.98,0.0019498013211226308,0.04787825582935795,0.015561395852442334,0.3895826120941011,8.876344391229605e-05,0.002724801590550058,0.005928472573365395,0.051511676084869305,0.012160168219385524,0.348719523036377,0.023894529954524235,1.322096439456868,2.0268710167805626,0.29963056937714905
0.99,0.0019404469645783046,0.047631288902902615,0.015459860849064375,0.3889162635204691,8.83253656300158e-05,0.002710626751416221,0.005897480849437011,0.051211664775153515,0.012084131006032749,0.3503155374957755,0.023744373519548702,1.328285079765422,2.0361842804420776,0.30352307630711994
1.0,0.001931297035570398,0.04739012989051189,0.015361185019490764,0.3882358305973946,8.789715183370268e-05,0.0026967879102689305,0.0058672270585576345,0.050919467933723025,0.012010176885787914,0.35190165534122364,0.02359834517564576,1.3344337834627367,2.0454396475805994,0.3074088485009751
1.01,0.0019223432863097795,0.047154542355600876,0.015265249687917797,0.3875420313216298,8.747840310207138e-05,0.0026832713758109627,0.005837681115909094,0.05063476373552487,0.011938220087755205,0.35347814514781317,0.0234562734826349,1.3405436652801384,2.0546386953647233,0.3112877490750346
1.02,0.001913577798926471,0.04692429928603622,0.015171940918950157,0.3868355546465419,8.706873592822476e-05,0.002670064002502198,0.005808814135463547,0.05035724321352411,0.011868177983143817,0.3550452651229076,0.02331799415608447,1.3466157967746126,2.0637829400221865,0.31515964768207905
1.03,0.00190499299661224,0.046699183451674606,0.015081149688108418,0.38611705944241864,8.666778331509369e-05,0.0026571532113313545,0.005780598476049983,0.050086610716203094,0.011799971416795592,0.3566032627328868,0.023183350084613193,1.3526512047908983,2.072873834670757,0.31902442074932874
