t,V,Ki,Nai,y,x,Cai,m,h,d,f,f2,Ca_up,Ca_rel,p
0.1,-36.42972953287588,139.86250839200775,7.507760664789705,0.14630340683272441,0.06916639258108065,0.0001499046552859913,0.6157123927057491,0.0018738376203791705,0.017195214255830978,0.8894947146255219,0.7420368221116899,3.572859782758346,0.5299627651398404,0.1917555300783768
0.11,-21.53811564616842,139.8627333869426,7.507600656490454,0.1423121268857919,0.07323166561377087,0.0003627312153605728,0.8660377997708789,0.00010764171953042653,0.14852692635483045,0.6687413762647562,0.7352997196744582,3.5640611762996506,0.5513240184510779,0.18246349447283755
0.12,25.476284845007683,139.86234876762973,7.507776536587397,0.10155896866746067,0.09890772939277523,0.003478768376980429,0.9964058364678293,3.997393863474868e-08,0.9938621303157913,0.4074584765267185,0.5758671198669735,3.5699195705083326,0.42281410366769473,0.1735651949993157
0.13,24.205993973056707,139.8619213491316,7.507794924323179,0.046317016219083296,0.14594381070216314,0.005869220465418809,0.996113180763534,3.9727616426188313e-08,0.9949462762968168,0.24713668033954236,0.247055087603254,3.6158797977132315,0.1976245706523758,0.16510032062475488
0.14,13.149723187186021,139.8616913582381,7.507854266888683,0.0271249732876833,0.180079386692348,0.005220425274446377,0.9914060583382543,1.5843250325182816e-07,0.9853701504422837,0.14990162416716174,0.13014610137099256,3.6661781247810716,0.09994949066067423,0.15704828354021597
0.15,0.6537179738127824,139.86143213113357,7.508112514518857,0.02056146412319189,0.20058746068541017,0.003927397635078748,0.978112205399615,8.30093649613594e-07,0.9491505386610493,0.09102119443463727,0.11126518250243447,3.703306475189367,0.06204478401236901,0.14938895908662125
0.16,-10.847918512490383,139.86113559758158,7.50857563974264,0.018054740060750054,0.2120233626173325,0.0027526207960284536,0.9463245948665046,4.4448240098527305e-06,0.834623940298575,0.05660645644012491,0.12312175889524471,3.726753436333645,0.04901835924387957,0.1421033469701136
0.17,-21.109902689743024,139.86082426527844,7.509163637896449,0.017327035434309544,0.21729285865748826,0.0018365204278992721,0.8785600428388685,2.4177863593596837e-05,0.5622724233390394,0.04668959012407206,0.1486385573356644,3.7395655704126285,0.04786152426120777,0.13517491569821538
0.18,-30.252234100414707,139.86051931152807,7.509755971056306,0.017837473501469702,0.21770617330876532,0.001159747667171351,0.7548170642086239,0.00012615563062104247,0.22266329588658243,0.09537311963230165,0.18354538302130877,3.7447165705162795,0.05449778230222074,0.12859993780685247
0.19,-38.79261989723515,139.86024122179558,7.51022555247554,0.019648471870032398,0.2137420609242563,0.0006799585043158928,0.5666873960327922,0.0005965878006297413,0.046455744849009835,0.280833024205186,0.22644493421834339,3.744559549882397,0.06742224027165487,0.12244672302015094
0.2,-47.84846902399656,139.8600140868263,7.510487372767231,0.02337168250729146,0.20501593374004465,0.0003579823119062525,0.33015751428456375,0.002768508686828529,0.0052228909697259,0.6105021413206252,0.27620868296190054,3.7408752472965525,0.0847918236724838,0.11723652757338095
0.21,-56.60525009039191,139.85986442420963,7.510532412903745,0.030310868687070884,0.19070904046951911,0.00017523497396675132,0.1515150639942922,0.011628266937097164,0.0004227888144142744,0.8757457434907208,0.33054152510216916,3.7350076405538037,0.10437449960433778,0.11581597788585399
0.22,-63.196161082941536,139.85981062379352,7.5104282769878905,0.04167629771979133,0.17137233830440574,9.542224801369467e-05,0.0739282337927527,0.037052527469745335,5.5566074207382436e-05,0.9755121435899736,0.38555522871478,3.7276911707251514,0.12545704883198303,0.12500424267117619
0.23,-66.82177057611099,139.85985151064418,7.510258843496123,0.057119852392626735,0.1497254586718263,6.71258942817216e-05,0.04815104696041592,0.08361369236817252,1.8121820920427788e-05,0.9964532305810799,0.4378906621897033,3.718791330269633,0.14950344000430454,0.14744550109069687
0.24,-67.79600116244592,139.85996978756148,7.510070210851433,0.0745291196025272,0.12910240400545714,5.837486538091001e-05,0.042701961567699044,0.13865108504813742,1.2624865188799766e-05,0.9995168529054826,0.4859481629598878,3.707941111573257,0.17806453238646844,0.1765142945874083
0.25,-66.85366989216166,139.86014452700877,7.5098758029495,0.09146097264685212,0.11160033217586668,5.644548935931786e-05,0.047717003292638144,0.18249684887021583,1.4880204775525268e-05,0.9998890408045438,0.5293459057527424,3.6951641984609,0.21133098014054055,0.20390631646555393
0.26,-64.68512063429391,139.86035862024838,7.509675878631887,0.10632848383165389,0.09779351400123007,5.718234519714027e-05,0.061534307358818374,0.2036137072569395,2.4425271558036868e-05,0.9999007865513719,0.5682071918977784,3.6809015543330537,0.2482902170128843,0.22429899103526868
0.27,-61.81198835764586,139.8605997901023,7.5094676730739405,0.11853774593944905,0.08737736762299778,5.925525041974309e-05,0.08531953650743758,0.19987617623101073,4.848025685125095e-05,0.9998107276186226,0.60280946091984,3.665802778711469,0.2873533931486453,0.2356689070871799
0.28,-58.59453615045384,139.86085934152092,7.509248885110257,0.12812287411188042,0.07976254755546394,6.222064532394006e-05,0.12092655690738524,0.17454601773712175,0.00010567977463272919,0.9995606241312873,0.6334584442125609,3.650518117802409,0.32691060171084624,0.23866446976458655
0.29,-55.25888693638091,139.86113087812467,7.50901867137725,0.1353821373304198,0.07437494929233625,6.600661293325098e-05,0.16959932568647143,0.13441060534982377,0.00023804094403719143,0.99891454888164,0.6604422984214863,3.6355536427934223,0.36570464637586797,0.23555766225400213
0.3,-51.926344535955366,139.86140942161958,7.508777497329013,0.14066066195568222,0.0707554547122873,7.086558842602106e-05,0.23116497943813147,0.08919434644468788,0.0005354979014470748,0.9972791235723372,0.6840007732691685,3.6212256281242703,0.40295029889804995,0.22880242259632932
0.31,-48.63927832521745,139.86169083942738,7.508526397492579,0.14425624257703154,0.06856962600449228,7.756051961318418e-05,0.30392768290525013,0.04939309675230836,0.0011856248099898694,0.9932355213035788,0.7042790805978252,3.6076997936590525,0.4382394719427984,0.22019010937913816
0.32,-45.33416329429931,139.86197138315188,7.508267185112707,0.14638408887114324,0.06759576989757866,8.789874706189844e-05,0.3863861900829071,0.02203453738857168,0.0026001605005662298,0.9834161628924357,0.7212348367070448,3.595057764589704,0.4713757289426728,0.21079353450418428
0.33,-41.66727004686451,139.86224697904495,7.508005455086556,0.14712986770443567,0.06774350613471149,0.00010654607398871662,0.48296987658704504,0.007625218191708006,0.005967176320116545,0.958909771010197,0.7344075053570406,3.583362336435639,0.5021992236558732,0.2011868883990512
0.34,-36.3540575492118,139.8625110411327,7.5077582975826695,0.14628382525383327,0.06919040042885716,0.00015067279517729524,0.617506409100464,0.0018404790979368519,0.017438481655778243,0.8882359035728117,0.7420732175718778,3.5727560473148516,0.5302357505622343,0.19165713128015968
0.35000000000000003,-21.18846307405924,139.86273497667074,7.507600490341449,0.14222769466460133,0.07330839174920899,0.0003690134806425317,0.8695639652621862,0.00010147576669785523,0.15418750655264313,0.6655277027707464,0.7350150840057963,3.563990403059146,0.5514243364132135,0.18236843158857197
0.36,25.607266070329814,139.8623417051045,7.507777590348155,0.10077078565111758,0.09939528335560226,0.003529174747950499,0.9964401227763441,3.9104021893358106e-08,0.9940520395479918,0.40534045640420235,0.5721182582450488,3.5702234714794288,0.41978655149450217,0.17347471523582184
0.37,24.11655743553774,139.86191869887858,7.507794881901719,0.04598305086283154,0.1463814285486835,0.005872067958522278,0.9960886494201971,4.015805385941403e-08,0.994904348650776,0.24585204216388626,0.244831103032472,3.6164395854387035,0.1960801913333588,0.16501425361178143
0.38,13.019697723318307,139.86168889746128,7.507855820649313,0.027016665921512414,0.18035527628612233,0.005207964083471926,0.9913239099896559,1.61098880845685e-07,0.9851823331312747,0.14912262061893597,0.1296411156854179,3.666641222402245,0.09933592836270586,0.15696641408188852
0.39,0.5271015756287197,139.86142919682123,7.508116370052038,0.020521145051794497,0.20074656934109603,0.003914009961638036,0.9778990570093641,8.447271527872332e-07,0.9484930708688881,0.09055172321698027,0.11128205252100475,3.7036169801652536,0.06181598409347577,0.14931108278067445
0.4,-10.960871958172923,139.86113238933683,7.5085813126933525,0.01803973894712897,0.21210678008017822,0.0027417164029832643,0.9458418460005225,4.523546620691548e-06,0.8327057312895616,0.05635725985636909,0.1233299589392269,3.726936160990514,0.04895693008909271,0.14202927353572578
0.41000000000000003,-21.2109921371981,139.8608210194638,7.5091700192812825,0.01732623310936197,0.21732081416592638,0.0018282994162090714,0.8775844955242641,2.460838076772684e-05,0.5586238981293236,0.04679080771467292,0.14895741183643896,3.7396541478414496,0.04789378858610699,0.13510450428211632
0.42,-30.342243284876936,139.86051623667265,7.5097617023236145,0.017849151929029847,0.21768722757371492,0.00115381031163247,0.7531984979038686,0.00012826973207740182,0.2197807646845099,0.09644655501899319,0.1839531034783262,3.7447387444172633,0.054602505564813594,0.12853333250188423
0.43,-38.883408998255,139.86023854575822,7.510229441846978,0.01967571010034723,0.2136771842506196,0.0006758357835466722,0.5643736695537604,0.0006062142561920248,0.04555035535519773,0.28371909130307005,0.2269306624819919,3.744536673658075,0.06758432491775027,0.12238568083654086
0.44,-47.94474502874566,139.86001208319894,7.51048890115576,0.023424740262031833,0.20489649666494766,0.0003553894675917757,0.32777659918021396,0.002812628586465201,0.005091089903368784,0.6140288566044249,0.2767572817667568,3.740823356222053,0.08498788053060335,0.11719331001815776
0.45,-56.68773126647149,139.85986335236794,7.510531936038234,0.030405321565387687,0.19053039199942476,0.00017396524829351744,0.15025009159890576,0.011789156154374085,0.00041228466758599187,0.8775561384858034,0.3311186469843186,3.734938387801665,0.10458541554773897,0.11584399698278629
0.46,-63.249448992262785,139.85981058216566,7.510426729442862,0.04181871486026715,0.17115251515685243,9.493918351619159e-05,0.07347519938695077,0.03743504548656027,5.4664326024566804e-05,0.9759708493529748,0.3861188734058214,3.727607332083843,0.12568890877052663,0.12517502971583808
0.47000000000000003,-66.84444956544564,139.8598523820072,7.510256933292065,0.05729574943418332,0.14950009333029532,6.696840407708164e-05,0.04801882196328847,0.08417902457777371,1.799014059288847e-05,0.9965269904837412,0.43841508843943694,3.718688678238241,0.1497762027572774,0.14773014012901498
0.48,-67.79473880737943,139.8599713523104,7.510068208337312,0.07471178699089935,0.12890171297185016,5.8331204659676163e-05,0.042707354421631684,0.13919571703125264,1.2617112284053305e-05,0.9995262806921045,0.48642461809657944,3.70781739794051,0.17838792957642902,0.17682080949439313
0.49,-66.83633030499782,139.86014658125924,7.509873752238257,0.0916283970996142,0.1114373757072921,5.64430772711701e-05,0.04781505406771563,0.18284458465161332,1.4936076929077618e-05,0.9998899914742393,0.5297739789780525,3.695022161295787,0.2116996478481922,0.2041611627066412
0.5,-64.65804860817936,139.8603610125669,7.509673756734536,0.10646980009132741,0.09766837672412715,5.719828691499235e-05,0.06172767889665916,0.20370078039093864,2.4581327435196128e-05,0.9999003386824763,0.5685893255123826,3.6807472854280254,0.24868947561683633,0.22446498092628417
0.51,-61.77972591073976,139.86060241390607,7.50946545057808,0.11865080338036829,0.0872846133673291,5.9281937153411585e-05,0.08562667384152707,0.1997145498638572,4.8858554019308815e-05,0.9998091777629207,0.6031488114405076,3.665643372333563,0.2877657398662881,0.23574029020613346
0.52,-58.56008476490588,139.86086212014203,7.509246545133997,0.12820992818193486,0.07969581293496393,6.225574406125294e-05,0.12136542278542592,0.17418932223520625,0.00010656853287522717,0.9995565539675829,0.6337581595145343,3.6503597649082256,0.32732067031292306,0.23865898670992772
0.53,-55.223996740681564,139.8611337535649,7.509016213076996,0.13544679699095033,0.07432878820030386,6.605094636553343e-05,0.1701764015053723,0.13394669268812825,0.00024007243841955443,0.9989041239601736,0.6607051860184481,3.6354006072806295,0.366101840133399,0.23550225557874863
0.54,-51.89183870831953,139.86141234725247,7.508774929789471,0.14070636628368402,0.07072575595115792,7.092394281334337e-05,0.23186958439206198,0.08873469546412148,0.0005400029727309423,0.9972529917900375,0.6842289431012587,3.621080305090071,0.4033286863751159,0.2287198233359904
0.55,-48.60517703256271,139.8616937750539,7.508523733214037,0.1442857053707367,0.06855351201905759,7.764491741966663e-05,0.30473756945468394,0.0490368922178715,0.0011953830602993863,0.9931715632284882,0.7044732856312726,3.607563349677694,0.4385962122979587,0.22009487633080196
0.56,-45.29882486499945,139.86197428974634,7.508264454858518,0.1463990014386308,0.06759153332634757,8.803757679032241e-05,0.3873023581785886,0.021822341866522876,0.0026217266018091863,0.9832608595485088,0.7213930555738011,3.594930836430659,0.47170929957462326,0.21069381019729233
0.5700000000000001,-41.62425185469252,139.86224980760232,7.508002756766411,0.14713006942786677,0.06775117994473763,0.00010682040047653305,0.4841054096674157,0.007529728788930259,0.00602330508432804,0.9585074775399918,0.7345209498594245,3.5832457418630366,0.5025073361511259,0.2010868298501359
0.58,-36.277686872790625,139.8625136872563,7.507755936748729,0.14626396899915228,0.06921464973186021,0.00015145183214556685,0.619312358283219,0.0018075299796579743,0.017686853010819636,0.8869602374222527,0.7421083612498627,3.57265249113521,0.530508204383134,0.19155881851873688
0.59,-20.82946452503728,139.8627365244617,7.50760038824084,0.14214135277272333,0.07338656060059745,0.0003755194480452094,0.8730936220333719,9.552918938134258e-05,0.16013341331408482,0.6623120360260951,0.7347211739713491,3.5639204681849423,0.5515181200171475,0.18227347114757894
0.6,25.732315559728253,139.86233469834173,7.507778611805014,0.09998345722243915,0.09988482370343864,0.00357916226713496,0.9964725513547914,3.829051259747583e-08,0.9942254305422944,0.40323341419200087,0.5683411292725153,3.5705332074635976,0.4167601350742565,0.17338433703692993
0.61,24.02628195998453,139.86191606483823,7.507794845695714,0.045653067599668834,0.1468173666153796,0.005874605489925369,0.9960637211662919,4.059782034831392e-08,0.9948616049071538,0.24457406286268626,0.24263509509729383,3.6169993980635597,0.19455003190952289,0.16492828321010106
0.62,12.889558459805324,139.86168643202274,7.507857396698232,0.02690955271805709,0.18062967025761792,0.005195449655898009,0.9912408653972753,1.6381402949579645e-07,0.9849918741979539,0.14834766121926818,0.1291454552427436,3.6671027541169527,0.09872841310729409,0.1568846365236086
0.63,0.4006129755513954,139.86142625850937,7.508120247873022,0.02048122172911761,0.20090471743293078,0.003900640301071882,0.9776839529592037,8.596198163699718e-07,0.9478275320422527,0.09008479307092543,0.11130186860163517,3.70392597820763,0.06158969346119518,0.14923329390304252
0.64,-11.073690295883772,139.86112917967367,7.508586998775524,0.018024919227962358,0.21218954297845977,0.0027308415613182314,0.9453552619924882,4.603670579396399e-06,0.8307687731800315,0.05611042959395738,0.12353953603042686,3.7271177331189405,0.04889671737390163,0.14195528339045835
0.65,-21.31195837691597,139.86081777451133,7.50917640052529,0.01732556224670535,0.21734824748351894,0.001820104722593556,0.8766025305567862,2.5046465014406457e-05,0.554965651260012,0.046897941318222745,0.1492772506609096,3.7397418971818497,0.047926885416645054,0.13503417322432665
0.66,-30.43217232372936,139.8605131648571,7.509767419209512,0.0178609687255646,0.217667814082833,0.00114789463052148,0.7515730573737587,0.00013041750351481382,0.2169203493620901,0.0975351595965383,0.18436167211139495,3.7447603446383866,0.054707925434125004,0.12846681097165483
0.67,-38.97427765259799,139.86023587538125,7.510233307555828,0.019703150214463255,0.2136117965604256,0.0006717300469934881,0.5620533789615584,0.0006159959343886464,0.044659582142977695,0.286623878059594,0.227417123578952,3.7445134144860064,0.06774690564316883,0.12232476303107098
0.68,-48.040991354659816,139.8600100881948,7.510490405022186,0.02347814832134169,0.20477644163640366,0.0003528121812658162,0.32540333227608365,0.0028574199874224124,0.004962402818964329,0.6175463054977551,0.277306366910997,3.7407712283385233,0.08518417216562636,0.11715049080045122
0.6900000000000001,-56.76995863904229,139.8598622912281,7.510531442900254,0.030500269743475444,0.19035118168585702,0.0001727068812135406,0.1489969740274416,0.011951887572226828,0.0004020651736185678,0.8793465021978455,0.3316958017538159,3.734868980778811,0.10479648673189494,0.11587324942656171
0.7000000000000001,-63.30240015750486,139.85981055100493,7.510425175354524,0.04196158762624397,0.1709324476144183,9.44614468394708e-05,0.0730274180832325,0.03782003865335435,5.378380615964672e-05,0.9764217848939382,0.3866821765771958,3.7275233142199053,0.12592111528307778,0.12534738986717464
0.71,-66.86683949945211,139.8598532616904,7.510255021312575,0.05747184395310219,0.14927487517337754,6.68128827212039e-05,0.04788859949530824,0.08474521646188003,1.786176247788289e-05,0.9965990966778605,0.438939014485909,3.7185857980230757,0.15004949966395026,0.1480154581470572
0.72,-67.79327267838939,139.85997292298833,7.5100662053325005,0.07489437538590911,0.12870139165193986,5.8288237159934176e-05,0.04271380507451522,0.1397389107186409,1.2610113290625887e-05,0.9995354409865312,0.48690054064042054,3.707693462743531,0.1787118692029748,0.17712706747843235
0.73,-66.81886271783915,139.86014863955847,7.509871701027238,0.09179557428546818,0.11127483874798644,5.6440937653847885e-05,0.04791402267276334,0.18318969073101687,1.4992680792039169e-05,0.9998909047222645,0.5302015372462067,3.6948799551817286,0.2120687355444445,0.2044151907032945
0.74,-64.63090494264186,139.86036340760486,7.509671634030665,0.10661081244029304,0.09754361584091507,5.721436812904124e-05,0.061922113742515314,0.2037850871726921,2.4738864828975058e-05,0.9998998789350663,0.5689709774160089,3.6805929215977877,0.24908897268035307,0.22462995318690093
0.75,-61.747430160716576,139.86060503950299,7.509463227026707,0.11876356882122156,0.08719216294815547,5.930872193083733e-05,0.08593508241432873,0.19955059970191938,4.924028221478125e-05,0.9998076091602324,0.6034877160405888,3.6654839445629803,0.2881781427236399,0.23581073619645868
0.76,-58.52562322783697,139.86086489990458,7.509244204015023,0.12829673278018405,0.07962931336639223,6.229093334634065e-05,0.12180570102539476,0.1738310601304786,0.00010746513226037542,0.9995524416543028,0.6340574620788445,3.6502014503978506,0.3277306463787336,0.23865283800103268
0.77,-55.18910842573355,139.86113662963896,7.509013753692119,0.1355112484624858,0.0742828108719595,6.60953948029477e-05,0.17075481914296348,0.13348223437657664,0.00024212111107560442,0.9988935959378524,0.6609676881441068,3.6352476458770093,0.36649885265986043,0.23544647488160303
0.78,-51.8573373698558,139.86141527310804,7.5087723612685275,0.1407518917769714,0.07069620918529684,7.098250787037097e-05,0.23257543740628472,0.08827565537577725,0.000544546684135002,0.997226585815248,0.684456740872184,3.6209350701729366,0.4037068584791137,0.2286370062713411
0.79,-48.57107411509192,139.86169671050322,7.508521068131204,0.14431501265180974,0.06853752574612886,7.772971085933892e-05,0.30554840689312973,0.0486820331769333,0.0012052221372498893,0.9931069861440557,0.7046671145006722,3.607427004878569,0.4389527107143308,0.21999954488210147
0.8,-45.26345462618336,139.86197719575134,7.508261724292223,0.14641377000214642,0.06758741297914307,8.817722828622798e-05,0.38821986820185644,0.02161162933781655,0.002643478261955399,0.9831041215135428,0.721550859181955,3.594804014308759,0.4720426113986148,0.2105940501864816
0.81,-41.581077887341614,139.86225263492236,7.50800005985742,0.14713010817089497,0.06775898605201056,0.00010709712483406292,0.48524474560385167,0.007435175567170908,0.00608011372580417,0.9581007904877746,0.7346338140958619,3.583129267790643,0.5028151448095399,0.2009867644258754
0.8200000000000001,-36.20059608159127,139.8625163301896,7.507753583275317,0.14624382723655682,0.06923913871031354,0.00015224213420774084,0.6211306038072005,0.0017749852972236883,0.01794049511184814,0.8856674282826554,0.7421422211177103,3.5725491135545937,0.5307801066119759,0.191460515676293
0.8300000000000001,-20.460761309705386,139.86273802785277,7.507600353245942,0.14205300779281974,0.0734662245205886,0.00038226014008211316,0.8766249530954615,8.980049324464105e-05,0.16638048115234197,0.659094968097502,0.7344176149025906,3.563851404143747,0.5516050022489769,0.182178540678595
0.84,25.851620156430883,139.86232774758176,7.507779602521468,0.09919719099241829,0.10037629152810348,0.003628716752937832,0.9965032166846571,3.752929110609844e-08,0.9943839153367031,0.4011371228111336,0.5645369180650234,3.570848765237964,0.4137356973737363,0.17329399124373
0.85,23.93517209187657,139.86191344590597,7.507794817069741,0.04532699097676982,0.14725165213858982,0.00587683696359136,0.9960383909808176,4.1047090630242096e-08,0.9948180338424057,0.24330260470400097,0.24046670163096232,3.6175592614553986,0.19303382956482265,0.16484234363372138
0.86,12.759299650786215,139.8616839613098,7.50785899630462,0.026803607045036384,0.18090259565740904,0.005182881721288008,0.9911569099203819,1.6657904338629345e-07,0.9847987250335695,0.1475766626365591,0.1286589677045287,3.6675627657105556,0.09812682305624555,0.1568028882878247
0.87,0.2742432116267829,139.86142331559324,7.508124149281461,0.020441682234903922,0.2010619208097765,0.003887287501617099,0.9774668616246924,8.747753748672541e-07,0.947153778759378,0.08962035303358022,0.11132458896531165,3.704233504753423,0.06136585674186704,0.14915553292799602
0.88,-11.186382770281192,139.8611259680081,7.508592699315704,0.018010279276961333,0.2122716608601099,0.0027199947255963234,0.944864747862456,4.685233352878085e-06,0.8288128403584647,0.05586596804787774,0.12375053170662403,3.727298180311298,0.048837703608307914,0.14188131991891012
0.89,-21.41281084459893,139.86081452982862,7.509182782858573,0.01732502347899353,0.21737516220198203,0.0018119351051755195,0.875614326486341,2.5492278003765183e-05,0.551297693373165,0.04701106744772935,0.1495981302598699,3.7398288354870117,0.047960810903699067,0.13496386870386007
0.9,-30.522033636269867,139.86051009551122,7.50977312275071,0.017872926169282644,0.21764793093856943,0.001141999673846168,0.749940526042354,0.00013259969757063806,0.21408177182861696,0.09863917369749159,0.18477115529348134,3.744781380843791,0.054814043887345246,0.12840032218934988
0.91,-39.06523908686524,139.86023321014966,7.510237150366187,0.019730797310661352,0.2135458888597061,0.0006676406118583768,0.559726262508626,0.0006259368227863794,0.04378314684802083,0.289547617730579,0.22790439462845813,3.744489777346188,0.06790998757058418,0.12226392238294155
0.92,-48.13721916965291,139.8600081013903,7.510491884826002,0.023531916320737607,0.20465575216214893,0.00035025001785001593,0.32303753086977754,0.002902899114841745,0.004836756854963425,0.6210546825547372,0.27785602275814286,3.7407188663187454,0.08538070401515979,0.11710803242696657
0.93,-56.851942432471056,139.85986124047733,7.510530933675989,0.03059572793343038,0.19017138724881627,0.0001714596028281472,0.14775550755514696,0.012116498808338597,0.00039212300175390293,0.8811171815731397,0.33227307716866195,3.7347994208961697,0.10500771829239189,0.11590371409007848
0.9400000000000001,-63.35502305108255,139.8598105301131,7.510423614674656,0.042104934614305034,0.17071210936882136,9.398891939165711e-05,0.07258478730440897,0.03820755437820173,5.292257065000865e-05,0.976865062319376,0.38724522653488574,3.7274391179933284,0.12615367168570787,0.12552130237454057
0.9500000000000001,-66.8889383927799,139.8598541497661,7.510253107516487,0.05764817371203242,0.14904975811201307,6.665922268985615e-05,0.04776036592309508,0.08531244651419656,1.773514844431054e-05,0.9966698406712109,0.4394625172005483,3.7184826942871227,0.15032332521052347,0.14830155225623623
0.96,-67.79159656954741,139.85997449982895,7.51006420168943,0.07507692564519211,0.12850139853619305,5.824590492729531e-05,0.04272133862423444,0.14028088169178793,1.26037572918304e-05,0.9995444720650437,0.48737600201186504,3.7075693039880386,0.1790363618430006,0.17743317370740994
0.97,-66.80125932440099,139.86015070222217,7.509869649104472,0.0919625389332866,0.11111269681145304,5.643902777487886e-05,0.04801395927292741,0.1835322957638764,1.5050035812649777e-05,0.9998918370163393,0.5306286454364342,3.694737569363879,0.2124382757543403,0.20466847743417074
0.98,-64.60368206355753,139.8603658057124,7.509669510209312,0.10675154824927179,0.09741921442616056,5.723058360416783e-05,0.062117659499464316,0.2038666726802174,2.4897936933321572e-05,0.9998994139387798,0.5693522077103028,3.6804384480431755,0.2494887503935164,0.22479395734946012
0.99,-61.715094129229755,139.86060766724688,7.509461002081431,0.11887606051618667,0.08710001080961603,5.933559978362509e-05,0.08624483051474431,0.1993842441546889,4.9625505539187945e-05,0.9998060262209365,0.6038262280476917,3.665324476878544,0.288590653335688,0.23588028680151665
1.0,-58.49114630463026,139.8608676811126,7.509241861402316,0.12838329154842962,0.07956305409043353,6.232621038845354e-05,0.12224746942109603,0.173471114734674,0.00010836968724149877,0.9995482892119625,0.6343563995391616,3.6500431479467044,0.3281406011211851,0.23864604494747238
1.01,-55.15421810127968,139.86113950659976,7.50901129287853,0.13557548672977754,0.07423702773307103,6.613995786654331e-05,0.17133471932784242,0.13301721964487953,0.0002441873951245569,0.9988829664083371,0.6612298482699149,3.6350947277511247,0.36689576636777044,0.2353902961739208
1.02,-51.822840731391096,139.8614181993712,7.508769791445007,0.14079723795151833,0.07066681776046997,7.104124909767424e-05,0.2332825295219767,0.0878172844678371,0.0005491247567091891,0.9971999629199624,0.6846842138109943,3.6207898997240178,0.4040848792989051,0.228554015061608
1.03,-48.53697149116655,139.86169964595916,7.508518401886861,0.14434416326311608,0.06852167222732178,7.781486485876503e-05,0.306360293402401,0.048328684139119026,0.0012151384053957243,0.993041846136675,0.7048606150117014,3.6072907302682435,0.4393090442636751,0.21990414153794946
1.04,-45.22804891143363,139.86198010131815,7.508258993162081,0.14642839111785383,0.06758341541310871,8.831772193385414e-05,0.38913883042895275,0.021402345812215992,0.002665421440809442,0.9829459047384324,0.7217082841438085,3.5946772687607127,0.47237574243049096,0.21049427765211534
1.05,-41.53775051634196,139.86225546113965,7.507997364055202,0.14712998062513621,0.06776693054973543,0.00010737619264010471,0.48638779100103136,0.007341538483153152,0.006137591873560802,0.9576897392435867,0.7347461347918122,3.5830128835325072,0.5031227314665339,0.20088671618531553
