t,D,A_1,A_2
1.01,0.6067182525475879,0.07523785607792575,0.060188591673331945
1.02,0.6067181509858436,0.07523784570658953,0.06018875096374109
1.03,0.6067180592780287,0.07523783634143931,0.06018889479928869
1.04,0.6067179769982741,0.07523782793920511,0.06018902384755372
1.05,0.6067179028725956,0.07523782036976609,0.060189140106703544
1.06,0.6067178359939448,0.0752378135405786,0.06018924499922632
1.07,0.6067177755360819,0.07523780736731756,0.06018933982092367
1.08,0.6067177212113888,0.07523780181995593,0.06018942502396999
1.09,0.6067176722282059,0.07523779681773828,0.06018950184986828
1.1,0.606717628036044,0.07523779230420277,0.0601895711624141
1.11,0.6067175881461717,0.07523778822940226,0.060189633728201415
1.12,0.606717552250758,0.07523778456366292,0.060189690027159896
1.1300000000000001,0.606717519900795,0.07523778126089271,0.06018974076390939
1.1400000000000001,0.606717490733847,0.07523777828475836,0.060189786505791223
1.1500000000000001,0.6067174644342049,0.07523777560277245,0.060189827748369784
1.16,0.6067174408147071,0.07523777319126547,0.060189864792628396
1.17,0.606717419557235,0.07523777101826244,0.06018989813667302
1.18,0.6067174004046418,0.07523776905558271,0.06018992818695013
1.19,0.6067173831916529,0.07523776728870375,0.06018995519883546
1.2,0.6067173679020939,0.0752377657259995,0.06018997918133829
1.21,0.6067173542092051,0.07523776432740518,0.060190000657878835
1.22,0.6067173419126305,0.0752377630728506,0.06019001994206184
1.23,0.6067173308013852,0.07523776194121824,0.0601900373641002
1.24,0.606717320647926,0.07523776090973698,0.060190053280116666
1.25,0.6067173115827837,0.07523775998965622,0.06019006748877699
1.26,0.606717303674959,0.07523775918620235,0.06019007988482716
1.27,0.6067172965741046,0.07523775846442556,0.06019009101640705
1.28,0.60671729014552,0.0752377578096953,0.06019010109620938
1.29,0.6067172842448451,0.07523775720617994,0.060190110352427564
1.3,0.6067172787147221,0.07523775663648752,0.06019011903402023
1.31,0.60671727385001,0.07523775613672595,0.060190126668747276
1.32,0.606717269529535,0.07523775569384365,0.060190133447763534
1.33,0.6067172655926963,0.07523775529020928,0.06019013962496471
1.34,0.6067172619801456,0.07523775492028657,0.06019014529257853
1.35,0.6067172586329324,0.07523775457874106,0.06019015054194592
1.36,0.6067172554912668,0.07523775426032926,0.060190155465435685
1.37,0.606717252708604,0.07523775397588438,0.06019015983025447
1.3800000000000001,0.606717250162445,0.07523775371572759,0.06019016382391539
1.3900000000000001,0.6067172478351924,0.07523775347812099,0.06019016747392189
1.4000000000000001,0.6067172457141776,0.07523775326177563,0.06019017080013514
1.41,0.606717243789819,0.07523775306569562,0.060190173817611256
1.42,0.6067172420500659,0.07523775288860529,0.060190176545324124
1.43,0.6067172404653743,0.07523775272740559,0.06019017902974708
1.44,0.6067172390382671,0.07523775258225184,0.06019018126708849
1.45,0.6067172377583483,0.07523775245193844,0.06019018327388849
1.46,0.6067172366142636,0.07523775233512192,0.06019018506825547
1.47,0.6067172355930618,0.07523775223025217,0.06019018667087372
1.48,0.6067172346911204,0.07523775213737444,0.06019018808674705
1.49,0.6067172339082417,0.0752377520572089,0.060190189314978056
1.5,0.6067172332196384,0.07523775198665344,0.06019019039537496
1.51,0.6067172326079907,0.07523775192400409,0.06019019135499687
1.52,0.6067172320526084,0.07523775186723634,0.0601901922261503
1.53,0.606717231528894,0.07523775181395291,0.060190193047227745
1.54,0.6067172312063104,0.0752377517804905,0.0601901935540204
1.55,0.6067172310586898,0.07523775176430757,0.060190193787356634
1.56,0.6067172309890689,0.07523775175603256,0.06019019389845087
1.57,0.606717230979976,0.07523775175396877,0.060190193914563345
1.58,0.606717231010199,0.07523775175606046,0.060190193868783125
1.59,0.6067172310543728,0.07523775175985269,0.060190193800672656
1.6,0.6067172310825661,0.07523775176245094,0.06019019375691221
1.61,0.6067172310598687,0.07523775176048084,0.06019019379194436
1.62,0.606717230945979,0.07523775175004783,0.06019019396861847
1.6300000000000001,0.6067172306947902,0.07523775172669693,0.06019019435883521
1.6400000000000001,0.6067172305906029,0.07523775171756669,0.06019019451978345
1.6500000000000001,0.6067172307480279,0.07523775173355987,0.06019019427301236
1.6600000000000001,0.6067172309091541,0.07523775174994377,0.06019019402041536
1.67,0.6067172310612992,0.07523775176543052,0.06019019378187172
1.68,0.606717231190124,0.07523775177856436,0.06019019357985723
1.69,0.6067172312794921,0.07523775178770743,0.06019019343966416
1.7,0.6067172313113294,0.07523775179102549,0.06019019338962128
1.71,0.6067172312654839,0.07523775178647366,0.06019019346131383
1.72,0.6067172311195854,0.07523775177178223,0.060190193689803495
1.73,0.6067172308489048,0.0752377517444424,0.06019019411384841
1.74,0.6067172305747591,0.07523775171673526,0.06019019454335031
1.75,0.6067172304633703,0.07523775170548921,0.060190194717843204
1.76,0.6067172303269671,0.07523775169168315,0.060190194931578185
1.77,0.606717230166571,0.07523775167541479,0.06019019518296351
1.78,0.6067172299839122,0.07523775165685324,0.060190195469298186
1.79,0.6067172297814547,0.07523775163624159,0.06019019578673135
1.8,0.6067172295624231,0.07523775161389942,0.06019019613022167
1.81,0.6067172293308277,0.07523775159022547,0.06019019649349671
1.82,0.6067172290914911,0.07523775156570024,0.060190196869012356
1.83,0.6067172288500737,0.07523775154088856,0.06019019724791215
1.84,0.6067172286026974,0.07523775151543959,0.060190197636205214
1.85,0.6067172283258304,0.07523775148711209,0.06019019807053435
1.86,0.6067172280488053,0.07523775145876371,0.06019019850511907
1.87,0.6067172277769215,0.07523775143093978,0.060190198931641355
1.8800000000000001,0.6067172275160333,0.07523775140424316,0.0601901993409107
1.8900000000000001,0.6067172272725583,0.07523775137933521,0.06019019972285208
1.9000000000000001,0.6067172270534845,0.07523775135693649,0.06019020006649379
1.9100000000000001,0.6067172268663786,0.07523775133782769,0.06019020035995548
1.92,0.6067172267193929,0.07523775132285045,0.06019020059043601
1.93,0.6067172266212734,0.07523775131290814,0.0601902007442014
1.94,0.6067172265675992,0.07523775130754148,0.06019020082819806
1.95,0.6067172264533518,0.07523775129587772,0.06019020100738001
1.96,0.6067172263604751,0.07523775128639891,0.06019020115303965
1.97,0.6067172262888344,0.07523775127909087,0.06019020126538889
1.98,0.6067172262377417,0.07523775127388262,0.060190201345508225
1.99,0.6067172262059098,0.07523775127064176,0.0601902013954178
2.0,0.6067172261914077,0.07523775126916989,0.060190201418148466
2.0100000000000002,0.6067172261916145,0.07523775126919782,0.06019020141781288
2.02,0.6067172262031751,0.0752377512703811,0.060190201399676575
2.0300000000000002,0.6067172262219541,0.07523775127229526,0.060190201370229034
2.04,0.6067172262429908,0.07523775127443118,0.060190201337254765
2.05,0.6067172263103828,0.07523775128132495,0.0601902012315371
2.06,0.6067172263889409,0.07523775128935939,0.060190201108306064
2.07,0.606717226474496,0.0752377512981076,0.060190200974101854
2.08,0.6067172265629407,0.07523775130714928,0.06019020083536831
2.09,0.6067172266495746,0.07523775131600346,0.060190200699478974
2.1,0.6067172267290794,0.07523775132412595,0.06019020057477721
2.11,0.6067172267954924,0.07523775133090664,0.060190200470616274
2.12,0.6067172268421827,0.07523775133566696,0.06019020039739938
2.13,0.6067172268618235,0.07523775133765721,0.060190200366619824
2.14,0.606717226846368,0.075237751336054,0.06019020039090104
2.15,0.6067172269581034,0.07523775134746864,0.060190200215646875
2.16,0.6067172270996233,0.07523775136193128,0.060190199993667926
2.17,0.6067172272421415,0.07523775137649577,0.06019019977012337
2.18,0.6067172273830156,0.07523775139089192,0.060190199549158184
2.19,0.6067172275193642,0.07523775140482516,0.060190199335292044
2.2,0.6067172276480605,0.07523775141797578,0.060190199133429934
2.21,0.606717227765725,0.07523775142999825,0.060190198948872696
2.22,0.6067172278687194,0.07523775144052056,0.06019019878732761
2.23,0.6067172279531394,0.07523775144914349,0.060190198654918994
2.24,0.6067172280148082,0.07523775145543996,0.06019019855819872
2.25,0.6067172280492698,0.07523775145895428,0.06019019850415684
2.2600000000000002,0.6067172280517817,0.0752377514592016,0.06019019850023216
2.27,0.6067172280173091,0.07523775145566701,0.06019019855432278
2.2800000000000002,0.6067172279405173,0.07523775144780503,0.0601901986747967
2.29,0.6067172278278872,0.07523775143627864,0.060190198851487485
2.3000000000000003,0.6067172278259161,0.07523775143607181,0.060190198854587984
2.31,0.6067172278131298,0.07523775143476019,0.060190198874651775
2.32,0.6067172277897356,0.07523775143236514,0.06019019891135348
2.33,0.6067172277561081,0.0752377514289251,0.06019019896410488
2.34,0.6067172277127991,0.07523775142449662,0.06019019903204062
2.35,0.6067172276605458,0.07523775141915524,0.06019019911400397
2.36,0.6067172276002802,0.07523775141299643,0.06019019920853253
2.37,0.6067172275331386,0.0752377514061365,0.06019019931384398
2.38,0.6067172274604699,0.0752377513987136,0.06019019942782177
2.39,0.6067172273838453,0.07523775139088854,0.0601901995480009
2.4,0.6067172273050675,0.07523775138284582,0.06019019967155362
2.41,0.6067172272261793,0.0752377513747945,0.06019019979527514
2.42,0.6067172271494728,0.0752377513669692,0.0601901999155694
2.43,0.6067172270774991,0.07523775135963091,0.06019020002843479
2.44,0.6067172269977269,0.07523775135149532,0.060190200153533116
2.45,0.6067172268848927,0.0752377513399735,0.060190200330502375
2.46,0.606717226770053,0.07523775132824702,0.06019020051061686
2.47,0.6067172266547034,0.07523775131646857,0.06019020069153089
2.48,0.6067172265404845,0.07523775130480569,0.06019020087067117
2.49,0.6067172264291866,0.07523775129344112,0.06019020104523042
2.5,0.6067172263227526,0.07523775128257326,0.06019020121216087
2.5100000000000002,0.6067172262232833,0.0752377512724166,0.06019020136816782
2.52,0.606717226133041,0.07523775126320205,0.060190201509703244
2.5300000000000002,0.6067172260544537,0.07523775125517754,0.06019020163295931
2.54,0.6067172259901189,0.07523775124860821,0.06019020173386193
2.5500000000000003,0.6067172259428082,0.07523775124377703,0.06019020180806435
2.56,0.6067172259154711,0.07523775124098511,0.06019020185094069
2.57,0.606717225911239,0.07523775124055214,0.0601902018575795
2.58,0.60671722593343,0.07523775124281681,0.06019020182277731
2.59,0.6067172259347228,0.0752377512429483,0.060190201820750584
2.6,0.6067172259053529,0.0752377512399498,0.06019020186681344
2.61,0.606717225883116,0.07523775123767969,0.06019020190168876
2.62,0.6067172258680372,0.07523775123614049,0.060190201925337555
2.63,0.6067172258600534,0.07523775123532576,0.06019020193785858
2.64,0.6067172258590087,0.07523775123521959,0.060190201939496285
2.65,0.6067172258646494,0.075237751235796,0.06019020193064876
2.66,0.6067172258766185,0.07523775123701855,0.06019020191187569
2.67,0.6067172258944513,0.07523775123883972,0.06019020188390637
2.68,0.6067172259175695,0.07523775124120045,0.06019020184764756
2.69,0.6067172259452769,0.07523775124402962,0.060190201804191545
2.7,0.6067172259767535,0.07523775124724347,0.06019020175482403
2.71,0.6067172260110514,0.07523775125074515,0.06019020170103212
2.72,0.6067172260470888,0.07523775125442417,0.06019020164451226
2.73,0.6067172260836458,0.07523775125815589,0.060190201587178235
2.74,0.6067172261346635,0.075237751263365,0.060190201507162706
2.75,0.6067172261929294,0.07523775126931455,0.060190201415778556
2.7600000000000002,0.606717226253578,0.07523775127550737,0.06019020132065746
2.77,0.6067172263156323,0.07523775128184375,0.06019020122333179
2.7800000000000002,0.6067172263780118,0.07523775128821335,0.06019020112549586
2.79,0.60671722643953,0.07523775129449503,0.06019020102901089
2.8000000000000003,0.6067172264988905,0.0752377513005564,0.06019020093591003
2.81,0.6067172265546841,0.07523775130625363,0.060190200848403395
2.82,0.6067172266053855,0.07523775131143096,0.06019020076888305
2.83,0.6067172266493506,0.07523775131592049,0.06019020069992802
2.84,0.6067172266848123,0.07523775131954186,0.06019020064430933
2.85,0.6067172267098785,0.07523775132210184,0.06019020060499499
2.86,0.6067172267225277,0.07523775132339405,0.060190200585155014
2.87,0.6067172267206069,0.07523775132319868,0.06019020058816643
2.88,0.6067172267018276,0.07523775132128206,0.060190200617618296
2.89,0.6067172267392849,0.07523775132510703,0.06019020055887024
2.9,0.6067172267584588,0.07523775132706514,0.06019020052879752
2.91,0.6067172267747096,0.07523775132872476,0.06019020050330947
2.92,0.6067172267876778,0.07523775133004916,0.06019020048296973
2.93,0.6067172267970767,0.07523775133100907,0.060190200468228316
2.94,0.6067172268026917,0.07523775133158257,0.06019020045942154
2.95,0.6067172268043809,0.07523775133175516,0.06019020045677208
2.96,0.6067172268020747,0.07523775133151975,0.060190200460388935
2.97,0.6067172267957762,0.07523775133087662,0.06019020047026746
2.98,0.6067172267855607,0.07523775132983349,0.06019020048628935
2.99,0.6067172267715764,0.07523775132840543,0.0601902005082226
3.0,0.6067172267540433,0.07523775132661495,0.06019020053572159
3.0100000000000002,0.6067172267332545,0.07523775132449195,0.06019020056832702
3.02,0.6067172267095753,0.07523775132207372,0.06019020060546591
3.0300000000000002,0.6067172266799136,0.07523775131904467,0.060190200651987755
3.04,0.6067172266348451,0.07523775131444282,0.060190200722672886
3.0500000000000003,0.6067172265856515,0.07523775130941977,0.06019020079982772
3.06,0.6067172265327891,0.07523775130402208,0.06019020088273671
3.0700000000000003,0.606717226476781,0.07523775129830315,0.06019020097057967
3.08,0.6067172264182166,0.07523775129232319,0.06019020106243178
3.09,0.6067172263577524,0.07523775128614921,0.060190201157263604
3.1,0.6067172262961115,0.07523775127985506,0.06019020125394105
3.11,0.6067172262340836,0.07523775127352136,0.06019020135122541
3.12,0.6067172261725253,0.07523775126723559,0.060190201447773324
3.13,0.6067172261123599,0.07523775126109199,0.060190201542136834
3.14,0.6067172260545771,0.07523775125519165,0.06019020163276332
3.15,0.6067172260002338,0.07523775124964246,0.06019020171799553
3.16,0.6067172259504532,0.07523775124455911,0.06019020179607161
3.17,0.6067172259064255,0.07523775124006314,0.06019020186512503
3.18,0.6067172258694074,0.07523775123628286,0.060190201923184666
3.19,0.6067172258407224,0.0752377512333534,0.06019020196817474
3.2,0.6067172258217608,0.07523775123141671,0.060190201997914854
3.21,0.6067172258139795,0.07523775123062156,0.06019020201011996
3.22,0.6067172258189021,0.07523775123112351,0.0601902020024004
3.23,0.606717225838119,0.07523775123308496,0.06019020197226186
3.24,0.6067172258732872,0.0752377512366751,0.06019020191710542
3.25,0.6067172258867592,0.07523775123804997,0.06019020189597706
3.2600000000000002,0.6067172258309208,0.07523775123234804,0.060190201983554466
3.27,0.6067172257757523,0.07523775122671451,0.060190202070080946
3.2800000000000002,0.6067172257216988,0.07523775122119486,0.060190202154858645
3.29,0.6067172256692294,0.07523775121583695,0.060190202237152005
3.3000000000000003,0.6067172256188369,0.07523775121069115,0.060190202316187706
3.31,0.6067172255710386,0.07523775120581025,0.06019020239115472
3.3200000000000003,0.6067172255263756,0.07523775120124951,0.06019020246120426
3.33,0.6067172254854133,0.07523775119706665,0.06019020252544983
3.34,0.6067172254487407,0.07523775119332185,0.06019020258296718
3.35,0.6067172254169714,0.07523775119007772,0.06019020263279436
3.36,0.6067172253907427,0.07523775118739938,0.060190202673931645
3.37,0.6067172253707159,0.07523775118535433,0.06019020270534162
3.38,0.6067172253575769,0.07523775118401262,0.06019020272594909
3.39,0.6067172253520349,0.07523775118344667,0.06019020273464118
3.4,0.6067172253548238,0.0752377511837314,0.06019020273026725
3.41,0.606717225366701,0.07523775118494418,0.06019020271163893
3.42,0.6067172253884486,0.07523775118716483,0.060190202677530114
3.43,0.6067172254208721,0.07523775119047565,0.060190202626676986
3.44,0.6067172254648017,0.07523775119496139,0.06019020255777797
3.45,0.606717225521091,0.07523775120070919,0.06019020246949378
3.46,0.6067172255906181,0.07523775120780876,0.06019020236044738
3.47,0.606717225638134,0.07523775121266073,0.06019020228592342
3.48,0.60671722564764,0.07523775121363142,0.06019020227101438
3.49,0.6067172256589178,0.07523775121478309,0.060190202253326025
3.5,0.6067172256719268,0.07523775121611152,0.06019020223292274
3.5100000000000002,0.6067172256866205,0.075237751217612,0.06019020220987697
3.52,0.6067172257029477,0.0752377512192793,0.06019020218426916
3.5300000000000002,0.6067172257208521,0.07523775122110764,0.06019020215618785
3.54,0.606717225740272,0.07523775122309073,0.060190202125729585
3.5500000000000003,0.6067172257611407,0.07523775122522179,0.06019020209299897
3.56,0.6067172257833864,0.07523775122749346,0.06019020205810864
3.5700000000000003,0.6067172258069321,0.07523775122989788,0.06019020202117929
3.58,0.6067172258316958,0.0752377512324267,0.06019020198233965
3.59,0.6067172258575904,0.07523775123507097,0.0601902019417265
3.6,0.6067172258845234,0.07523775123782128,0.060190201899484645
3.61,0.6067172259123973,0.0752377512406677,0.06019020185576695
3.62,0.6067172259411096,0.07523775124359973,0.06019020181073431
3.63,0.6067172259705526,0.07523775124660637,0.06019020176455568
3.64,0.6067172260006134,0.0752377512496761,0.06019020171740804
3.65,0.6067172260311741,0.07523775125279689,0.06019020166947643
3.66,0.6067172260621115,0.07523775125595614,0.060190201620953926
3.67,0.6067172260932975,0.07523775125914077,0.060190201572041635
3.68,0.6067172261245986,0.07523775126233716,0.060190201522948725
3.69,0.6067172261561035,0.07523775126555438,0.0601902014735361
3.7,0.6067172261876673,0.07523775126877759,0.06019020142403119
3.71,0.606717226218987,0.07523775127197588,0.060190201374909054
3.72,0.606717226249914,0.07523775127513406,0.06019020132640304
3.73,0.6067172262802942,0.07523775127823643,0.06019020127875435
3.74,0.6067172263099692,0.07523775128126675,0.06019020123221196
3.75,0.606717226338775,0.07523775128420833,0.06019020118703268
3.7600000000000002,0.606717226366543,0.07523775128704392,0.06019020114348113
3.77,0.6067172263930994,0.07523775128975581,0.060190201101829745
3.7800000000000002,0.6067172264182656,0.07523775129232572,0.06019020106235878
3.79,0.6067172264418581,0.07523775129473492,0.0601902010253563
3.8000000000000003,0.606717226463688,0.07523775129696413,0.06019020099111818
3.81,0.6067172264835616,0.07523775129899359,0.06019020095994811
3.8200000000000003,0.6067172265012806,0.07523775130080299,0.06019020093215762
3.83,0.6067172265166411,0.07523775130237156,0.060190200908066024
3.84,0.6067172265294347,0.07523775130367802,0.06019020088800045
3.85,0.6067172265394478,0.07523775130470052,0.06019020087229586
3.86,0.6067172265464618,0.07523775130541678,0.06019020086129503
3.87,0.6067172265502533,0.07523775130580394,0.06019020085534853
3.88,0.6067172265505936,0.0752377513058387,0.06019020085481476
3.89,0.6067172265472494,0.07523775130549719,0.06019020086005994
3.9,0.606717226539982,0.07523775130475506,0.060190200871458086
3.91,0.6067172265217683,0.07523775130289512,0.060190200900024554
3.92,0.6067172265331793,0.07523775130406038,0.06019020088212755
3.93,0.6067172265431137,0.07523775130507485,0.060190200866546424
3.94,0.6067172265516229,0.07523775130594379,0.060190200853200496
3.95,0.6067172265587584,0.07523775130667246,0.06019020084200907
3.96,0.6067172265645716,0.07523775130726609,0.060190200832891484
3.97,0.6067172265691141,0.07523775130772996,0.06019020082576705
3.98,0.6067172265724372,0.07523775130806931,0.06019020082055509
3.99,0.6067172265745924,0.07523775130828939,0.06019020081717492
4.0,0.6067172265756311,0.07523775130839545,0.06019020081554586
4.01,0.6067172265756047,0.07523775130839276,0.06019020081558723
4.0200000000000005,0.6067172265745647,0.07523775130828657,0.06019020081721834
4.03,0.6067172265725626,0.07523775130808211,0.06019020082035853
4.04,0.6067172265696497,0.07523775130778465,0.060190200824927105
4.05,0.6067172265658776,0.07523775130739946,0.06019020083084338
4.0600000000000005,0.6067172265612976,0.07523775130693176,0.06019020083802669
4.07,0.6067172265559612,0.07523775130638682,0.06019020084639634
4.08,0.6067172265499198,0.07523775130576989,0.06019020085587166
4.09,0.6067172265432249,0.07523775130508623,0.06019020086637195
4.1,0.606717226535928,0.07523775130434109,0.06019020087781656
4.11,0.6067172265280804,0.07523775130353971,0.060190200890124786
4.12,0.6067172265197336,0.07523775130268735,0.06019020090321595
4.13,0.6067172265091597,0.07523775130160758,0.06019020091980029
4.14,0.6067172264976031,0.07523775130042744,0.06019020093792586
4.15,0.6067172264855621,0.07523775129919785,0.0601902009568109
4.16,0.6067172264730857,0.07523775129792379,0.06019020097637905
4.17,0.6067172264602224,0.07523775129661023,0.06019020099655394
4.18,0.606717226447021,0.07523775129526213,0.060190201017259214
4.19,0.60671722643353,0.07523775129388446,0.0601902010384185
4.2,0.6067172264197983,0.07523775129248222,0.060190201059955435
4.21,0.6067172264058746,0.07523775129106036,0.06019020108179365
4.22,0.6067172263918074,0.07523775128962386,0.06019020110385677
4.23,0.6067172263776454,0.07523775128817767,0.060190201126068446
4.24,0.6067172263634375,0.0752377512867268,0.0601902011483523
4.25,0.6067172263492322,0.07523775128527618,0.06019020117063198
4.26,0.6067172263350783,0.07523775128383083,0.060190201192831104
4.2700000000000005,0.6067172263210244,0.07523775128239568,0.06019020121487332
4.28,0.6067172263071192,0.07523775128097572,0.06019020123668225
4.29,0.6067172262934115,0.07523775127957592,0.06019020125818154
4.3,0.60671722627995,0.07523775127820126,0.06019020127929481
4.3100000000000005,0.6067172262667831,0.07523775127685671,0.060190201299945706
4.32,0.6067172262539599,0.07523775127554723,0.060190201320057854
4.33,0.6067172262415288,0.07523775127427779,0.0601902013395549
4.34,0.6067172262295385,0.07523775127305338,0.060190201358360465
4.3500000000000005,0.6067172262180379,0.07523775127187896,0.06019020137639819
4.36,0.6067172262070755,0.0752377512707595,0.06019020139359171
4.37,0.6067172261967,0.07523775126969999,0.06019020140986465
4.38,0.6067172261869602,0.07523775126870538,0.06019020142514066
4.39,0.6067172261779047,0.07523775126778066,0.06019020143934336
4.4,0.6067172261695822,0.07523775126693079,0.06019020145239639
4.41,0.6067172261620415,0.07523775126616075,0.06019020146422338
4.42,0.6067172261553311,0.07523775126547551,0.060190201474747976
4.43,0.6067172261494999,0.07523775126488003,0.0601902014838938
