t,AP1,pRB,E2F,pRBc1,Md,Mdp27,pRBp,Me,pRBpp,pRBc2,Ma,E2Fp,Cd,Mdi,p27,Ce,Mei,Mep27,Mai,Map27,Skp2,Wee1,Pe,Cdh1a,Pei,Chk1,Ca,Cdc20a,Pa,Mb,Mbp27,p27p,Cdh1i,Pai,Cb,Mbi,Pb,Cdc20i,Pbi,Mw,Wee1p,Cdc45,Pol,Primer,ATR,BN,X,CbA,MP,MC,MB,RN,MR,PC,PCP,PCC,CC,CCP,RC,PCCP,PCN,PCNP,IN,BC,BCP,BNP
0.1,1.371891601466639,2.725584719340072,0.3559639048048518,0.07164356358309647,0.017179279391323,0.011629039264909966,0.003711114689095815,0.004689229991394594,8.19160644565528e-06,0.02141429736044841,0.0020678981294031426,0.001420136846503352,0.012081418765066432,0.0032900129362830716,1.0487121302880815,0.002310050424568236,0.016782718695984033,0.009072463481059997,0.021956666251063822,0.008301419033306674,0.1862072746990661,0.10244596030247553,0.13864524710661907,0.18850527196309078,0.08045371849435166,0.03235860644867879,0.008106843581593255,0.0017308929935834446,0.063157349007957,0.0026337767432775896,0.007329120785067191,0.010529137992548886,0.0002925264479240808,0.11418902687258414,0.04787510886527547,0.023174937231093404,0.04417865646696382,0.16554795144564294,0.1471129077933659,0.0,0.07483497568293865,0.0008099909274980531,0.008058786024448098,0.010270376662322526,0.00791466747323755,0.11698154347940858,0.0009278973198431548,0.0003204687513062659,0.06158374330802628,1.0570262228140017,9.03715679195401,0.08914118684339643,1.3769614759118929,0.06645966012059779,0.069730730551723,0.08384241230433617,0.4462005558411095,0.08379145049853656,0.18899168312318387,0.07845129409266412,0.09232691918090327,0.07930313702580855,0.06513531310462534,0.3565269033592175,0.05778252694367109,0.042916941013554574
0.11,1.489942277255602,2.8559478571932893,0.38382514272257023,0.07422937492195512,0.01725844245388936,0.012004401933901038,0.0037185415839134325,0.005014348236385156,8.797678846044423e-06,0.01967489705679374,0.002212768644744788,0.0012388905503384854,0.013273467328835518,0.0033327478835927724,1.1176747551422967,0.0021160361494177967,0.016297302716054785,0.009096966634492982,0.022084482952079237,0.008185446708220216,0.19456763841642952,0.10593712530690548,0.15181377180545455,0.20383738013064698,0.08541805773766986,0.03387139872539938,0.008021880131632105,0.001923166679145147,0.0675719739706985,0.002815086215017485,0.007143389654475,0.01143553781172429,0.0003148095462412588,0.12375676400955452,0.04955548323027711,0.023746902519498993,0.0465483345310663,0.17824837254723913,0.1591643368549067,0.0,0.07718787444054809,0.0008476116427409239,0.007843945042471415,0.010256839244510986,0.007734049625753163,0.11914755213412048,0.0009959850334364227,0.00031347699674995724,0.05879090297395723,1.0431531931391684,9.040870613983655,0.08847308013247931,1.364897610928934,0.06385620486847435,0.0668189048567162,0.08247681877560907,0.4769399177246174,0.08358458242533859,0.1939385912192711,0.07652142196257616,0.0914948494470617,0.07751686946111361,0.06230109021204707,0.3798784189461349,0.05601629233557443,0.039587526315589865
0.12,1.605020717866287,2.985107394847013,0.4106853013140191,0.07764685217523738,0.01735744770116868,0.012408128699675404,0.003735042006508384,0.005312194705200626,9.378171094089697e-06,0.018077669986570673,0.0023506383483865127,0.001104904805347668,0.014460083555970959,0.003378241923206171,1.1811874410336565,0.001979247014875691,0.0158141286738206,0.009143951707387554,0.022201822200307492,0.008079587019929352,0.20154732121892205,0.10935598495310549,0.16494773116324665,0.21891110225543045,0.0901259884634079,0.035278042681252904,0.007946352510412362,0.002112472053682106,0.07179561160448407,0.00299018918390471,0.00697159250817623,0.012291963859396475,0.0003362914346931063,0.1332178026816196,0.051034400756281205,0.02433135163995613,0.04873420244223172,0.19065142348358774,0.17095553486782863,0.0,0.07947546314799397,0.0008823691905491776,0.007638691984672936,0.010237413588793503,0.007557956022504471,0.12139377223457194,0.0010608771128968611,0.00031150033526799884,0.05616978159743313,1.0293657942931043,9.044583898121434,0.08785543962685455,1.3528825196203988,0.06136246747159217,0.06397301020964039,0.08114538355776069,0.5070516037516866,0.08354895518470667,0.19838566790397874,0.07463326110942314,0.09065450026025745,0.07577732542444181,0.05957563733874726,0.4028773813915288,0.054548215664698634,0.03659451806016405
0.13,1.71720175710997,3.1131153638189626,0.4365954308005179,0.08185775445576794,0.017477394561311962,0.01283859130415407,0.003760314142577523,0.005583685128824889,9.937219510288378e-06,0.016611034004757906,0.002481804794228928,0.0010093041439381732,0.01564092359084068,0.0034266711366813655,1.2396669705202337,0.0018825577334257225,0.015336441297416984,0.009212368103989678,0.022309414614800505,0.007983569923820471,0.20725789945805198,0.1127037771143048,0.17803714378523006,0.23373078845960488,0.09459431891759765,0.03658375901359706,0.007879149602761207,0.0022985099150833717,0.07583829927905349,0.003159439013295963,0.006813266689485103,0.013098379132817984,0.00035700416229472135,0.1425672602152863,0.052334992585931335,0.024924348593075026,0.050755079466694664,0.20276441982288465,0.18247961533411827,0.0,0.08169990597123138,0.0009141366103322784,0.007442513400245266,0.010212449150044853,0.007386262175883292,0.12372056372019262,0.0011226987193705637,0.00031168287557799333,0.05371531156743734,1.0156662728568968,9.048296610455536,0.08728347414449851,1.340917573961844,0.05897299733487761,0.06119979692411382,0.07984597805090783,0.5365505669078661,0.08366904510491052,0.20236805018993384,0.0727867289836859,0.08980661888577895,0.0740833449481553,0.05695630218203413,0.425537023731587,0.05334884702407016,0.03391325474221116
0.14,1.8265583446572282,3.2400219679759013,0.46160471694990485,0.08682461764307586,0.017619124206107062,0.013294441505060435,0.003794076941702186,0.005829831569718962,1.0478425362998842e-05,0.015264353654264423,0.0026065655453828196,0.0009448397068342403,0.01681565064025749,0.0034781674840688964,1.293521674037065,0.0018136205371162618,0.014866553817074791,0.009300987439461178,0.022407952391110784,0.007897082097670273,0.21180940524508404,0.11598178472676186,0.19107290321504536,0.24830071804191486,0.09883869045709513,0.03779349352824799,0.00781929455153777,0.0024810688560679135,0.0797095746635717,0.0033231149416026624,0.006667923445258005,0.013855111797374137,0.0003769762252343811,0.1518007470400299,0.05347706000716947,0.02552256187774791,0.05262760783641801,0.21459442052846395,0.1937317657852444,0.0,0.0838632294383991,0.0009429202163492568,0.007254909406361222,0.010182278625006279,0.007218847347692996,0.1261285397111437,0.0011815766801204048,0.00031301048377565865,0.05142241932319195,1.0020569305240543,9.05200872068913,0.08675274599155851,1.3290041850958756,0.05668270451945155,0.05850483438824725,0.07857664336036932,0.5654508099521397,0.08393067331309885,0.20591747238983962,0.07098167215642358,0.0889519186201816,0.07243378227291769,0.05444039356342593,0.44786976955717156,0.05239104426594886,0.03151970084934743
0.15,1.9331615934812647,3.3658754840267924,0.4857604029987099,0.09251093594601759,0.01778323862315048,0.01377459073799733,0.003836068526369738,0.006051708514969634,1.1004847538138997e-05,0.014027862699582902,0.00272521566551716,0.0009055884441680879,0.017983935347088108,0.003532821255961485,1.3431474226812008,0.001763869326591788,0.014406126021694313,0.009408455913545194,0.022498088803813876,0.007819779126898803,0.2153088371570221,0.11919130013204178,0.20404672475368213,0.26262509954747004,0.10287364875732391,0.038911935547048526,0.007765926638879468,0.0026599912332059134,0.0834184916664262,0.003481444876518245,0.006535056849057283,0.01456279392094199,0.00039623380022245483,0.16091434472094357,0.05447768306912544,0.026123162075938615,0.05436651319374598,0.22614826699057586,0.20470895659102123,0.0,0.08596736159121852,0.0009687835272238571,0.007075399111264604,0.010147218636260046,0.007055594426046924,0.1286184851023566,0.0012376381756956725,0.0003150538249173292,0.049286054200347026,0.9885401274697948,9.055720201802979,0.08625914017274693,1.317143806155136,0.054486846369402354,0.05589259245482866,0.07733557732995378,0.5937654918079283,0.08432088188774677,0.20906275396144325,0.06921787150557723,0.08809108040242294,0.07082750634316726,0.05202518910969378,0.4698872850964505,0.05164989013457485,0.029390660751653436
0.16,2.0370808261063886,3.4907221903261547,0.5091077365845307,0.09888130660989353,0.01797012052609438,0.014278188499539594,0.0038860468676281124,0.00625043677925403,1.1519069118613908e-05,0.012892593021149945,0.0028380455543194263,0.0008867088242246002,0.019145456138826237,0.0035906839434178095,1.3889248436523796,0.0017275096942858924,0.01395636034719195,0.009533339230613043,0.02258043793445863,0.007751295943369559,0.2178591458325911,0.12233361125296091,0.216951098345083,0.2767080714740225,0.10671270786921683,0.03994353472290462,0.007718286150745858,0.0028351570176815243,0.08697363776144611,0.003634621124607819,0.006414151494001409,0.015222334924671845,0.0004148013044551173,0.16990458296770813,0.05535169470481026,0.02672374004133968,0.05598483633267203,0.23743260371054783,0.21540968362681964,0.0,0.0880141488186453,0.0009918175285796302,0.006903522678310155,0.01010757042355046,0.00689638980650726,0.13119128202623312,0.0012910095964198628,0.000317599819291252,0.04730121472296989,0.975118284670388,9.059431029756482,0.0857988375328947,1.3053379343584144,0.05238101228267498,0.05336652488364854,0.07612112273026558,0.6215070209787846,0.08482782280002385,0.21183019966441885,0.06749504718914724,0.08722475437540428,0.06926340129860782,0.04970794278079674,0.4916005287428361,0.05110259145020359,0.027503951003591903
0.17,2.138383619666722,3.61460632537412,0.5316899396436314,0.10590154133442688,0.018179953288168006,0.014804600426095738,0.003943788218548692,0.006427174591057007,1.2023249684666836e-05,0.01185030945684734,0.0029453392454784543,0.0008842430621998069,0.020299899553810664,0.003651771358251191,1.4312173623938853,0.0017006782107482914,0.01351813188970195,0.009674160717155293,0.022655574585932942,0.0076912556180505865,0.2195585647583478,0.1254099962967444,0.22977924570736605,0.29055370303488953,0.11036840901723606,0.040892516402810455,0.007675701644460381,0.0030064758073945273,0.09038315193977942,0.003782811338242602,0.006304689056320128,0.015834905744026823,0.0004327018675273478,0.17876841639049598,0.05611205255735697,0.027322240867798057,0.057494137768254024,0.24845389052482447,0.22583374270702403,0.0,0.09000536389187384,0.0010121299600222631,0.0067388419686015034,0.01006362052465118,0.0067411232774457,0.1338478441227403,0.0013418156260636136,0.00032052061313177644,0.0454629721743825,0.9617938851644583,9.063141183222216,0.08536829121780565,1.2935881123755273,0.05036110691428517,0.0509291539949002,0.07493175650508349,0.6486871377185074,0.08544065819689427,0.21424392919773178,0.06581286341233956,0.08635356139698755,0.06774036695763515,0.04748589220264622,0.513019798294384,0.050728365019793435,0.025838530579193074
0.18,2.2371358498668124,3.7375700677777433,0.5535481975582501,0.11353875007342151,0.018412740390631583,0.015353386768638663,0.004009086594409795,0.006583109595304978,1.251919518062315e-05,0.010893449795970086,0.0030473729424194437,0.000894954625602824,0.021446960544492542,0.003716066808508272,1.4703697829758529,0.0016808093548159521,0.013092074972008061,0.00982943362226906,0.022724034587658152,0.007639276739060733,0.22050016935587294,0.12842171999459845,0.24252507980014654,0.3041659949829272,0.11385237616977976,0.041762895764414124,0.007637579012947406,0.0031738809765581182,0.09365474292909903,0.003926166159674705,0.006206153892725273,0.016401920094757938,0.0004499577158142004,0.18750320133896248,0.05677013902534142,0.027916909478328096,0.05890467885298324,0.25921841251319394,0.23598203124192582,0.0,0.09194271232741781,0.0010298390394828892,0.006580940799567211,0.010015641437836167,0.006589687909285787,0.13658906030942428,0.0013901784169879682,0.0003237194934349243,0.04376649153652948,0.9485694743469728,9.066850643347472,0.08496420574049411,1.281895929025725,0.04842333221852001,0.04858215556615756,0.07376607991155695,0.6753169871611445,0.08614947004810604,0.21632615440097466,0.06417093300872818,0.08547809450128223,0.06625731928943614,0.04535626578023377,0.5341547761519853,0.050508315525360004,0.024374593141445418
0.19,2.3334017338306614,3.85965353732514,0.5747216660030693,0.12176139947267546,0.018668323983095737,0.01592428164685656,0.004081752594719071,0.0067194507698613536,1.3008413517916896e-05,0.010015069719913495,0.0031444139612948336,0.0009161962966307696,0.022586342758545454,0.003783524346237147,1.506707327170903,0.0016661872800943106,0.01267863844343139,0.009997687848276962,0.022786315314723242,0.0075949794556316565,0.22077161420590996,0.13137003249919682,0.25518316579672284,0.31754888067652626,0.11717536922022569,0.0425584907994652,0.007603392108183213,0.0033373264086536724,0.09679570753694021,0.004064824356969114,0.006118037710126038,0.01692501052094285,0.000466590290074686,0.19610667297284096,0.05733600247979554,0.028506246015899503,0.060225580221634024,0.2697322871488688,0.24585637600811575,0.0,0.09382783594929421,0.0010450714001734563,0.0064294248300705995,0.009963892265152945,0.006441979947646855,0.13941574874980578,0.0014362169859695217,0.0003271262368330093,0.04220704971494749,0.93544765931228,9.070559393540321,0.08458351838593556,1.270263019323377,0.04656416859193893,0.04632644313562353,0.07262280949640224,0.7014071842627374,0.08694517848648324,0.2180974115702293,0.06256882183466461,0.0845989203055052,0.0648131908712761,0.043316289555041,0.555014572387045,0.050425308687154974,0.023093623135470562
0.2,2.4272438718581966,3.980894813718971,0.5952474932969514,0.1305393490681283,0.0189464024032163,0.01651717338670152,0.004161612224210263,0.0068374179147203075,1.3492163136989195e-05,0.009208792327445205,0.003236719892329774,0.0009458032831160877,0.02371775879686079,0.0038540719336620805,1.5405350570155714,0.0016556471586259742,0.012278122184362727,0.010177491509826,0.022842876574468183,0.00755799031751826,0.22045500159567674,0.13425616842593016,0.2677486825213998,0.33070622707365627,0.12034733584725378,0.04328293424631782,0.007572674664327433,0.003496783732338092,0.09981294887231411,0.004198916312601152,0.00603984337523046,0.017405994403116305,0.000482620412211415,0.2045769228044827,0.05781855215069674,0.029088968973015498,0.06146496000823841,0.2800014708072753,0.2554593841493599,0.0,0.09566231620825937,0.001057960379458293,0.0062839213270219395,0.009908619334060684,0.00629789871029581,0.14232862096407514,0.0014800467109331898,0.0003306872036425868,0.04078005109547322,0.9224311073097053,9.074267419277163,0.08422338262297391,1.2586910639177495,0.04478035542428144,0.04416225085691915,0.07150076882663631,0.7269678715424384,0.08781946797993558,0.2195767568041544,0.06100605298223266,0.08371658035915792,0.06340693132786361,0.041363193779480445,0.5756077656191315,0.050463842877742124,0.021978419509604507
0.21,2.5187232880928074,4.101329969975039,0.6151608560558919,0.13984386827835193,0.019246546429532798,0.01713208619619479,0.004248505961005568,0.006938230695604554,1.3971495533858878e-05,0.008468761923425983,0.0033245379947046574,0.0009820063998323073,0.02484093044955511,0.00392761449800091,1.5721376338323163,0.001648382468550797,0.011890702263211796,0.010367467680679941,0.02289414179722403,0.007527946037387271,0.2196268431546411,0.13708134581382603,0.2802173834777951,0.34364183583369534,0.12337746293439796,0.04393968456243403,0.007545013300260998,0.0036522397894777885,0.1027129942928469,0.004328566395725976,0.005971087934359417,0.017846833138041748,0.0004980683224602515,0.21291237686261105,0.05822571739276528,0.029663984467381346,0.06263005477201286,0.29003176491576976,0.2647943140617571,0.0,0.09744767749014056,0.0010686438160128627,0.006144078855134709,0.009850056796329495,0.006157346487857059,0.1453282557732933,0.0015217789357819251,0.00033435714527456806,0.03948104047782362,0.909522543378485,9.077974707929,0.08388115322935515,1.2471817879767895,0.043068871402939704,0.042089213913650815,0.07039888089909625,0.752008770500294,0.08876472057859815,0.22078193135101065,0.05948211081265882,0.08283159243053163,0.0620375077489984,0.039494219174474446,0.5959424415801058,0.05060992232129058,0.021013091495237102
