t,C2,M,CP,Y,pM,YP
1.03,0.0014310642382081027,0.0011402128193217045,0.001425034215704965,8.467273657409548e-07,3.6887257299480005e-06,0.0019126881210641076
1.04,0.0014364094821625387,0.0011294043471419925,0.001430433801337462,8.434480832606598e-07,3.752368323676807e-06,0.00191256057357339
1.05,0.0014417012473034237,0.0011187023896257204,0.0014357793720762666,8.402268173156739e-07,3.81698996110804e-06,0.001912326558314864
1.06,0.001446940056699238,0.0011081058837729282,0.0014410714562923114,8.37062430467139e-07,3.88260220274617e-06,0.0019119877526833668
1.07,0.0014521264273618833,0.001097613778670025,0.001446310576231521,8.33953875257693e-07,3.949216704309494e-06,0.0019115458097534277
1.08,0.0014572608702466824,0.0010872250354897902,0.0014514972480148126,8.309001942114713e-07,4.016845216730139e-06,0.001911002358279269
1.09,0.0014623438973197344,0.0010769386128740436,0.0014566319888797909,8.279001204640835e-07,4.085499894504301e-06,0.0019103590353724597
1.1,0.0014673760883560964,0.0010667533287757264,0.001461715385626738,8.249483030553172e-07,4.155196210112066e-06,0.0019096177953597821
1.11,0.0014723578860201434,0.001056668284291857,0.0014667478846439239,8.220468867599528e-07,4.225944013327234e-06,0.0019087799622867555
1.12,0.001477289783528935,0.0010466824755215307,0.001471729984200336,8.191949073940364e-07,4.297755719012336e-06,0.0019078470976254735
1.1300000000000001,0.0014821722684802037,0.00103679490974585,0.0014766621768879926,8.163914660464188e-07,4.370643856321104e-06,0.001906820740549462
1.1400000000000001,0.0014870058228523542,0.0010270046054279246,0.0014815449496219414,8.136357290787566e-07,4.444621068698471e-06,0.001905702407933679
1.1500000000000001,0.0014917909230044643,0.0010173105922128714,0.0014863787836402605,8.109269281255115e-07,4.519700113880572e-06,0.0019044935943545141
1.16,0.0014965280396762848,0.0010077119109278153,0.001491164154504058,8.082643600939507e-07,4.595893863894739e-06,0.00190319577208979
1.17,0.0015012176379882393,0.0009982076135818874,0.0014959015320974729,8.056473871641465e-07,4.673215305059514e-06,0.0019018103911187603
1.18,0.0015058602016038165,0.0009887967169755509,0.0015005914050916155,8.030740536624713e-07,4.7516753023192875e-06,0.001900338988298507
1.19,0.0015104562536907176,0.000979478162456168,0.0015052343021673138,8.005398861838294e-07,4.831280659779533e-06,0.0018987832820756875
1.2,0.0015150061943963121,0.0009702511279576058,0.0015098306274622417,7.980471969751543e-07,4.912049158559074e-06,0.0018971444381286361
1.21,0.0015195104740019002,0.0009611146955520623,0.0015143808358861694,7.955951720755066e-07,4.993993535405502e-06,0.0018954238517550424
1.22,0.001523969537678413,0.0009520679575165669,0.001518885377187207,7.93183033662496e-07,5.077126594265422e-06,0.001893622898253725
1.23,0.0015283838254864129,0.0009431100163329805,0.0015233446959518043,7.90810040052281e-07,5.161461206284459e-06,0.001891742932924634
1.24,0.0015327537723760923,0.0009342399846879953,0.001527759231604752,7.884754856995694e-07,5.247010309807256e-06,0.001889785291068848
1.25,0.0015370798081872751,0.0009254569854731351,0.0015321294184091796,7.861787011976183e-07,5.333786910377475e-06,0.0018877512879885766
1.26,0.0015413623576494158,0.0009167601517847551,0.0015364556854665576,7.839190532782337e-07,5.421804080737793e-06,0.0018856422189871588
1.27,0.0015456018596966584,0.0009081485910755928,0.0015407384762090347,7.816954709925187e-07,5.511072001782783e-06,0.001883459444218387
1.28,0.0015497988130355384,0.0008996213005818212,0.0015449782943853755,7.795053278859399e-07,5.601590981633917e-06,0.0018812045888613382
1.29,0.001553953562599029,0.0008911775636610225,0.0015491754885550123,7.773496805111886e-07,5.693384170659824e-06,0.0018788786050321295
1.3,0.001558066521007451,0.0008828165387641793,0.0015533304755815948,7.752278357529119e-07,5.786463633892987e-06,0.0018764827446418532
1.31,0.0015621380958989724,0.0008745373943091367,0.0015574436672965066,7.731391334889918e-07,5.88084148392212e-06,0.0018740182401659805
1.32,0.0015661686899823622,0.0008663393085826942,0.0015615154705521024,7.710829452964853e-07,5.976529872810632e-06,0.0018714863048760939
1.33,0.0015701587010897415,0.0008582214696426999,0.0015655462872749427,7.690586731575636e-07,6.073540984015091e-06,0.0018688881330716227
1.34,0.001574108522229335,0.000850183075220144,0.0015695365145190307,7.670657481654513e-07,6.171887024303696e-06,0.0018662249003115773
1.35,0.0015780185416382235,0.0008422233326212514,0.0015734865445190484,7.651036292303665e-07,6.271580215674738e-06,0.0018634977636462831
1.36,0.001581889202044645,0.0008343413425163056,0.0015773968243680257,7.631704865880857e-07,6.372630066681297e-06,0.0018607081191433534
1.37,0.001585720889696809,0.0008265363165659532,0.0015812677442686885,7.6126566663496e-07,6.475048465740227e-06,0.0018578571196665116
1.3800000000000001,0.0015895139510069458,0.0008188075447868247,0.0015850996542942505,7.593893220981674e-07,6.578848910704282e-06,0.0018549457472045723
1.3900000000000001,0.001593268761755128,0.000811154259844477,0.001588892934077261,7.575408747174009e-07,6.684043323388284e-06,0.0018519751135981405
1.4000000000000001,0.0015969856937301397,0.000803575702478075,0.001592647959216841,7.557197561152087e-07,6.7906435767155975e-06,0.001848946315580497
1.41,0.0016006651148010428,0.0007960711213655881,0.001596365101350865,7.539254060850129e-07,6.898661485772093e-06,0.0018458604350910914
1.42,0.0016043073889887443,0.0007886397729889868,0.0016000447282281448,7.521572708791281e-07,7.0081087988601186e-06,0.0018427185395890337
1.43,0.001607912876537562,0.0007812809214994402,0.00160368720378061,7.5041480149678e-07,7.118997188552447e-06,0.0018395216823665884
1.44,0.0016114819339867904,0.0007739938385825124,0.0016072928881954924,7.486974519721242e-07,7.23133824274625e-06,0.0018362709028626667
1.45,0.0016150149142422688,0.0007667778033233598,0.001610862137987507,7.470046776622652e-07,7.345143455717058e-06,0.001832967226976319
1.46,0.0016185121666479466,0.0007596321020719273,0.0016143953060710357,7.453359335352741e-07,7.460424219172728e-06,0.0018296116673802289
1.47,0.0016219740370574502,0.0007525560283081456,0.001617892741832309,7.436906724582084e-07,7.5771918133074e-06,0.0018262052238342044
1.48,0.001625400872390494,0.0007455488718339752,0.0016213547959774955,7.420693177410341e-07,7.69545881028005e-06,0.001822748899977499
1.49,0.0016287930321463445,0.0007386098914088731,0.0016247818327893501,7.404757469811368e-07,7.815242668696563e-06,0.0018192437456836742
1.5,0.0016321508368399888,0.0007317384374982782,0.0016281741752129108,7.389060734439855e-07,7.936549462985739e-06,0.001815690667648304
1.51,0.0016354746206334683,0.0007249338270556789,0.0016315321608985271,7.373600620621114e-07,8.05939042724564e-06,0.0018120906228247023
1.52,0.001638764714690414,0.0007181953831714472,0.0016348561244720916,7.358374962336964e-07,8.183776681556586e-06,0.0018084445573134276
1.53,0.0016420214472525753,0.0007115224349262232,0.001638146397612507,7.343381771887452e-07,8.309719224598175e-06,0.0018047534066940108
1.54,0.0016452451437163503,0.0007049143172443012,0.0016414033091291544,7.328619233552588e-07,8.437228926266296e-06,0.0018010180963566854
1.55,0.0016484361267093146,0.0006983703707470151,0.0016446271850393606,7.314085697254061e-07,8.566316520290134e-06,0.001797239541834115
1.56,0.0016515947161667515,0.0006918899416061236,0.0016478183486458664,7.299779672216969e-07,8.696992596849196e-06,0.001793418649133124
1.57,0.0016547212294081815,0.0006854723813971958,0.0016509771206142934,7.285699820631548e-07,8.82926759519032e-06,0.001789556315066425
1.58,0.0016578159812138918,0.0006791170469529971,0.0016541038190506126,7.271844951314896e-07,8.963151796244682e-06,0.001785653427584349
1.59,0.0016608792839014656,0.0006728233002168738,0.0016571987595786113,7.258214013372697e-07,9.098655315244824e-06,0.0017817108661065731
1.6,0.0016639114474023122,0.0006665905080961394,0.0016602622554173618,7.244806089860951e-07,9.23578809434165e-06,0.0017777295018538515
1.61,0.0016669126933780175,0.000660418197580806,0.0016632945258119355,7.23148786361218e-07,9.374582238195017e-06,0.001773709838427113
1.62,0.0016698833537304488,0.0006543056971768488,0.0016662959076715377,7.218299542928689e-07,9.515040429265377e-06,0.0017696528426051255
1.6300000000000001,0.0016728237473146678,0.0006482523595847974,0.0016692667241224144,7.20526466121314e-07,9.657167985394296e-06,0.0017655594283861752
1.6400000000000001,0.0016757341684666316,0.000642257582413162,0.0016722072722724945,7.192372265393788e-07,9.800975854220508e-06,0.0017614304089866987
1.6500000000000001,0.001678614908946607,0.0006363207685348191,0.0016751178466023146,7.179610622530707e-07,9.946474922104696e-06,0.0017572665886882812
1.6600000000000001,0.0016814662579949674,0.0006304413259778416,0.001677998739020383,7.166967181516169e-07,1.0093676012134908e-05,0.0017530687630826242
1.67,0.001684288502387993,0.0006246186678163294,0.0016808502389185473,7.154428534775019e-07,1.0242589882131944e-05,0.001748837719316514
1.68,0.0016870819264936695,0.000618852212061239,0.0016836726332273575,7.141980379965053e-07,1.0393227222654783e-05,0.0017445742363367909
1.69,0.0016898468123274864,0.0006131413815512149,0.0016864662064714332,7.1296074816774e-07,1.0545598655005959e-05,0.0017402790851353167
1.7,0.0016925834396082358,0.0006074856038434192,0.001689231240824829,7.117293633136894e-07,1.069971472923698e-05,0.001735953028993945
1.71,0.001695292085813812,0.0006018843111043627,0.0016919680161663995,7.105021617902457e-07,1.0855585922153727e-05,0.0017315968237294871
1.72,0.0016979730262370095,0.0005963369400007343,0.0016946768101351647,7.092773171567472e-07,1.1013222635321855e-05,0.0017272112179386831
1.73,0.001700626496445884,0.0005908430066310494,0.0016973578661437275,7.080684497061478e-07,1.1172629789343405e-05,0.0017227967674519058
1.74,0.0017032527113503685,0.000585402068470723,0.0017000114096362348,7.068967567837296e-07,1.1333809554356146e-05,0.0017183539295268677
1.75,0.001705851991910285,0.0005800134714640041,0.001702637756087252,7.057386057714788e-07,1.1496779552220745e-05,0.0017138836889906415
1.76,0.001708424598534417,0.0005746766825630541,0.0017052371690184573,7.045944855746285e-07,1.166154890035049e-05,0.001709386734891009
1.77,0.0017109707891518635,0.0005693911738192339,0.0017078099094996707,7.034649984742257e-07,1.1828126548502833e-05,0.001704863747445977
1.78,0.001713490819246738,0.0005641564223160491,0.0017103562361862363,7.02350865027258e-07,1.199652127375208e-05,0.0017003153981844726
1.79,0.0017159849418928686,0.0005589719101020956,0.0017128764053564052,7.01252928966781e-07,1.2166741675462076e-05,0.0016957423500870426
1.8,0.0017184534077884963,0.0005538371241240046,0.0017153706709487184,7.001721621020443e-07,1.2338796170258878e-05,0.00169114525772655
1.81,0.0017208964652909746,0.0005487515561593881,0.0017178392845993893,6.991096692186185e-07,1.2512692987003452e-05,0.001686524767408871
1.82,0.0017233143604514685,0.0005437147027497841,0.0017202824956796866,6.980666929785223e-07,1.268844016176435e-05,0.0016818815173135935
1.83,0.0017257073370496542,0.0005387260651336021,0.0017227005513333169,6.970446188203486e-07,1.2866045532790397e-05,0.0016772161376347136
1.84,0.0017280756366284185,0.0005337851491790679,0.0017250936965138072,6.960449798593916e-07,1.3045516735483371e-05,0.0016725292507213333
1.85,0.001730419498528557,0.0005288914653171696,0.0017274621740218884,6.950694617877735e-07,1.3226861197370693e-05,0.0016678214712183587
1.86,0.0017327390991512366,0.000524044669892756,0.0017298061347230907,6.940854497042824e-07,1.34100953056675e-05,0.0016630931462207849
1.87,0.0017350347091490376,0.0005192441993916821,0.0017321258698581132,6.931151412077852e-07,1.3595220682033377e-05,0.0016583450277364129
1.8800000000000001,0.0017373065612806694,0.0005144895779590893,0.0017344216157216298,6.921606047870566e-07,1.3782244127982186e-05,0.001653577707354538
1.8900000000000001,0.001739554882527611,0.0005097803426770643,0.0017366936011159473,6.91221975293101e-07,1.3971172777603043e-05,0.0016487917536346572
1.9000000000000001,0.0017417798975180748,0.0005051160356107018,0.001738942052397631,6.902993805637557e-07,1.416201358097826e-05,0.0016439877267465921
1.9100000000000001,0.0017439818285500128,0.0005004962037682576,0.0017411671934976073,6.893929396944558e-07,1.4354773300920723e-05,0.0016391661785611694
1.92,0.001746160895614125,0.0004959203990613013,0.001743369245941267,6.885027613089975e-07,1.4549458509711292e-05,0.0016343276527408983
1.93,0.0017483173164168663,0.0004913881782648685,0.001745548428868566,6.87628941830303e-07,1.4746075585836205e-05,0.0016294726848306497
1.94,0.001750451306403454,0.0004868991029776138,0.0017477049590541298,6.86771563751184e-07,1.4944630710724446e-05,0.0016246018023483356
1.95,0.0017525630787808741,0.00048245273958196346,0.0017498390509273533,6.859306939051061e-07,1.5145129865485144e-05,0.0016197155248755873
1.96,0.0017546528445408908,0.0004780486592042678,0.0017519509165925054,6.851063817369532e-07,1.534757882764498e-05,0.0016148143641484345
1.97,0.0017567208124830514,0.000473686437674954,0.0017540407658488298,6.84298657573791e-07,1.555198316788556e-05,0.0016098988241479838
1.98,0.0017587671833064976,0.0004693656387888484,0.0017561088256923235,6.835055965993544e-07,1.5758351396553735e-05,0.0016049694329594753
1.99,0.0017607921590336987,0.0004650858407339327,0.0017581553094581153,6.827263829117201e-07,1.5966689968127275e-05,0.001600026692511277
2.0,0.001762795945957337,0.00046084664428395106,0.001760180407236759,6.819622613370818e-07,1.6177001725220164e-05,0.0015950710630048225
2.0100000000000002,0.001764778743632694,0.0004566476417008315,0.0017621843221256384,6.812129383673066e-07,1.6389291753152028e-05,0.001590103022086951
2.02,0.0017667407494779707,0.0004524884295826821,0.00176416725521438,6.804780731948007e-07,1.6603564945895556e-05,0.001585123040423819
2.0300000000000002,0.0017686821587951033,0.00044836860881777683,0.0017661294056121493,6.797572752690905e-07,1.6819826003976907e-05,0.0015801315818033072
2.04,0.0017706031647905813,0.00044428778453854353,0.0017680709704749444,6.790501018534029e-07,1.7038079432376006e-05,0.0015751291032374305
2.05,0.0017725039585962657,0.0004402455660755494,0.0017699921450328926,6.783560555812458e-07,1.725832953842695e-05,0.0015701160550647456
2.06,0.001774384729290205,0.0004362415669114881,0.0017718931226175462,6.776745820129895e-07,1.7480580429718342e-05,0.001565092881052759
2.07,0.001776245663917454,0.00043227540463516725,0.001773774094689177,6.770050671924461e-07,1.7704836011993626e-05,0.0015600600185003372
2.08,0.00177808694751089,0.00042834670089549363,0.0017756352508640715,6.763468352034514e-07,1.7931099987051497e-05,0.0015550178983401123
2.09,0.001779908763112031,0.00042445508135546155,0.0017774767789418278,6.756991457264449e-07,1.8159375850646172e-05,0.001549966945240893
2.1,0.0017817113007164021,0.00042060017052858857,0.001779298857632658,6.750614328616406e-07,1.8389670383932285e-05,0.0015449075802444413
