t,V_A,P_A,f_o,f_c,p_o,p_c,z
0.2,1.5173914036653913,758.9638642756319,0.1404952727350318,0.04988350716190105,88.44495702891797,22.313631693078264,0.001623419608686855
0.21,1.537572318159197,758.9251479388392,0.14079748243002801,0.04966369801727801,90.82341359776858,22.22669250451259,0.001684890188083211
0.22,1.5573103404529052,758.8874655888893,0.14110541976056903,0.04943995659430188,92.88225316885983,22.146957804128235,0.0017457818997622969
0.23,1.5766170410935392,758.8507919972039,0.14141859633859072,0.04921261154065059,94.62754344870243,22.07255234476499,0.0018061172752545538
0.24,1.5955036961053772,758.8151025455358,0.14173655564747065,0.048981970164266336,96.08389944704595,22.00201625566245,0.0018659135241431445
0.25,1.6139812941627907,758.7803732172432,0.14205887188126146,0.048748320045812005,97.28703421003796,21.93421723885793,0.0019251837212450244
0.26,1.6320605435873938,758.7465805858866,0.14238514833251434,0.048511930521053064,98.27697037835397,21.86828105190997,0.0019839377427462185
0.27,1.6497518791738623,758.7137018017562,0.14271501546791254,0.04827305404395017,99.09304022170927,21.803536567969388,0.0020421830024758875
0.28,1.6670654688486646,758.6817145771322,0.14304812886070192,0.048031927437101725,99.77086269183752,21.739472315868483,0.0020999250310421926
0.29,1.6840112201658453,758.6505971710288,0.14338416713006244,0.047788773035008746,100.34094685499991,21.6757021312289,0.0021571679304796965
0.3,1.7005987866439027,758.620328373967,0.14372282998672886,0.04754379972679105,100.8284088866118,21.611938027149357,0.0022139147304528974
0.31,1.7168375739476929,758.590887493118,0.14406383643950174,0.04729720390599139,101.25333317593427,21.54796876589002,0.0022701676669085375
0.32,1.7327367459192002,758.5622543379922,0.1444069231818211,0.047049170335726524,101.63143378488833,21.483642954726857,0.002325928399348461
0.33,1.7483052304609317,758.5344092067332,0.14475184315555434,0.046799872937513545,101.9748020346256,21.418855711518002,0.0023811981798271295
0.34,1.7635517252755704,758.5073328730132,0.1450983642780782,0.04654947551165684,102.29261998762048,21.353538159649254,0.0024359779838246088
0.35000000000000003,1.7784847034654632,758.4810065734916,0.1454462683137231,0.04629813239646469,102.59178631088508,21.287649157821058,0.002490268611137396
0.36,1.793112418995412,758.4554119957896,0.1457953498704539,0.04604598907279195,102.87743683229954,21.22116879682715,0.002544070763184869
0.37,1.8074429120221611,758.4305312669276,0.1461454155036571,0.04579318271968334,103.15336359194251,21.154093292135943,0.002597385101799044
0.38,1.8214840140938704,758.4063469421784,0.14649628291154349,0.04553984272613404,103.42234421887237,21.086430981268744,0.0026502122934630467
0.39,1.8352433532228083,758.3828419942972,0.1468477802087171,0.045286091163425135,103.68639659630881,21.01819919067188,0.0027025530421981915
0.4,1.8487283588344305,758.3599998030927,0.14719974526680807,0.045032043221928206,103.94697329601988,20.949421788806557,0.0027544081135850215
0.41000000000000003,1.8619462665958104,758.3378041453118,0.14755202511312843,0.04477780761572697,104.20510872433287,20.88012728250924,0.0028057783518512973
0.42,1.8749041231263261,758.3162391848163,0.14790447537985174,0.044523486958027575,104.46152949048192,20.8103473408112,0.002856664691588214
0.43,1.8876087905941514,758.295289463029,0.14825695979720535,0.04426917811014421,104.71673697371618,20.740115653475094,0.002907068165337337
0.44,1.9000669512014898,758.2749398896367,0.1486093497253207,0.044014972506507,104.97106889744347,20.669467050651186,0.002956989908030974
0.45,1.9122851115587538,758.2551757335402,0.1489615237217765,0.04376095645703939,105.22474399587118,20.598436839690468,0.0030064311588750632
0.46,1.9242696069535485,758.2359826140344,0.14931336713949614,0.04350721142962878,105.47789585531642,20.527060296037995,0.003055393261502875
0.47000000000000003,1.9360266055150726,758.2173464922145,0.14966477175293247,0.04325381431388102,105.73059729537951,20.45537228503717,0.0031038776627023016
0.48,1.9475621122825,758.1992536625859,0.1500156354082683,0.04300083766868006,105.9828785132187,20.383406978342947,0.0031518859101733318
0.49,1.958881973165346,758.1816907449048,0.1503658616990608,0.04274834995240378,106.23473966752978,20.311197658657445,0.0031994196494320457
0.5,1.9699918788153346,758.1646446762012,0.15071535966083602,0.04249641573999599,106.48616069953108,20.2387765735834,0.0032464806203198592
0.51,1.9808973684217852,758.148102702965,0.15106404348431543,0.04224509592714974,106.73710814404052,20.166174840941135,0.003293070653079886
0.52,1.9916038332936243,758.1320523737742,0.15141183225496682,0.04199444791596415,106.98753976500382,20.09342239151575,0.0033391916643510824
0.53,2.00211652072045,758.1164815313492,0.15175864968337227,0.04174452580728217,107.23740838454904,20.020547935154813,0.003384845652626057
0.54,2.0124405371965555,758.1013783059217,0.1521044238865173,0.041495380556795504,107.48666428329565,19.947578947471243,0.00343003469434547
0.55,2.022580851813498,758.086731108258,0.15244908716984112,0.0412470601307515,107.73525646068735,19.874541682076448,0.0034747609396032194
0.56,2.0325422998476355,758.0725286222837,0.15279257579976888,0.04099960966839496,107.98313443032809,19.801461179173124,0.003519026607705924
0.5700000000000001,2.042329595296585,758.0587597794561,0.15313482955225866,0.04075307180431637,108.23024879473508,19.728361376869234,0.0035628339787345566
0.58,2.05194728703453,758.0454138481887,0.15347579283956334,0.040507485864630786,108.47655224448367,19.655264718032143,0.003606185411841493
0.59,2.061399851737722,758.0324802441884,0.1538154120228462,0.04026288978489719,108.72199864806848,19.582192998418265,0.003649083298592755
0.6,2.0706916136639677,758.0199486941146,0.15415363757611555,0.04001931856613662,108.96654447303717,19.509166650352235,0.00369153009884434
0.61,2.079826787697148,758.0078091477127,0.154490422807561,0.039776805187472224,109.21014835134852,19.436205144146555,0.003733528318204049
0.62,2.088809470843563,757.996051795134,0.1548257240247655,0.039535380488444044,109.45277123258947,19.363326924127303,0.0037750805098621483
0.63,2.097643651364231,757.9846670482818,0.1551595002334959,0.039295073384087595,109.69437628901845,19.290549505362534,0.0038161892686500603
0.64,2.106333208892356,757.9736455405414,0.1554917130579359,0.03905591092207648,109.9349289200082,19.217889494274115,0.0038568572285814255
0.65,2.1148819019880616,757.9629781521538,0.15582232703579307,0.03881791807228604,110.17439700347092,19.145362484904744,0.003897087067091334
0.66,2.1232933965073895,757.9526559523183,0.15615130878460476,0.038581118321883594,110.41275031538224,19.072983330654267,0.003936881489675429
0.67,2.131571245882952,757.9426702394139,0.15647862750819244,0.03834553331404138,110.64996086173524,19.000765984664646,0.00397624323782028
0.68,2.139718916471627,757.9330124892831,0.15680425428115422,0.03811118335858381,110.88600228512891,18.928723748888483,0.004015175076100739
0.6900000000000001,2.147739772507,757.9236743859251,0.15712816239130126,0.037878087187841844,111.12085020082938,18.856869135496776,0.004053679797232307
0.7000000000000001,2.1556370825363986,757.9146478083637,0.15745032715378898,0.03764626208932159,111.35448203940413,18.785213933774397,0.004091760218541584
0.71,2.163414023953232,757.9059248214052,0.1577707257329325,0.03741572403304698,111.58687691168761,18.713769275783715,0.004129419177416859
0.72,2.1710736831690673,757.8974976752992,0.1580893371391131,0.0371864876737654,111.8180155664977,18.642545637965213,0.004166659531274953
0.73,2.1786190597535087,757.8893587973087,0.1584061420670812,0.036958566466504486,112.04788022994012,18.57155289900085,0.004203484153534771
0.74,2.186053064133842,757.8815007963835,0.15872112298132568,0.036731972605568514,112.27645472276893,18.500800307547358,0.004239895935741892
0.75,2.1933785232525382,757.8739164516751,0.1590342639121073,0.03650671717028255,112.50372421877756,18.43029655539437,0.004275897782484895
0.76,2.20059818471403,757.8665987041383,0.15934555031606856,0.036282810224580256,112.7296750545212,18.360049827576727,0.004311492607918199
0.77,2.2077147186990986,757.859540652561,0.1596549689677346,0.03606026089458393,112.95429473302157,18.290067838284873,0.004346683333065803
0.78,2.2147307175628836,757.8527355544696,0.1599625080108809,0.035839077331840746,113.17757194396617,18.22035780994915,0.00438147288726331
0.79,2.2216486920643237,757.8461768339092,0.16026815714428078,0.035619266580514085,113.39949674981143,18.150926401987515,0.004415864213063853
0.8,2.2284710825010663,757.8398580586628,0.1605719071483953,0.03540083491570064,113.62006013100869,18.081779883505472,0.0044498602541389164
0.81,2.235200257186338,757.8337729434526,0.16087374998175383,0.03518378777449093,113.8392541393558,18.012924097902715,0.004483463957775614
0.8200000000000001,2.241838513026127,757.8279153488672,0.16117367879574265,0.03496812974533839,114.0570720310111,17.9443644607521,0.004516678275155648
0.8300000000000001,2.2483880791169715,757.8222792739705,0.16147168777229995,0.0347538646840883,114.27350799811077,17.8761060113314,0.004549506157503388
0.84,2.2548511177445727,757.8168588543626,0.1617677721156459,0.03454099571984466,114.48855711673485,17.80815342233018,0.00458195055582769
0.85,2.2612297253015994,757.8116483604311,0.1620619280494941,0.03432952525692825,114.7022150907167,17.74051101514362,0.004614014420806791
0.86,2.267525935093545,757.8066421915856,0.16235415270042172,0.03411945505821948,114.91447843235714,17.67318278614642,0.0046457006999744066
0.87,2.273741719413993,757.8018348721637,0.16264444405274378,0.033910786277368356,115.12534423619259,17.606172420343643,0.004677012336774598
0.88,2.2798789857375414,757.7972210591605,0.1629328010785543,0.03370351936590006,115.33481022262255,17.539483228276072,0.0047079522740469
0.89,2.285939588341785,757.7927955188368,0.16321922338138678,0.03349765432772905,115.54287431186864,17.473118286087672,0.004738523445174743
0.9,2.291925320810491,757.7885531417792,0.16350371142021183,0.03329319055915048,115.74953521806667,17.407080353456003,0.004768728779526499
0.91,2.297837920755388,757.7844889335809,0.16378626639909286,0.03309012692746551,115.9547937042873,17.341371896946917,0.004798571200214049
0.92,2.303679071406282,757.7805980115695,0.16406689020543286,0.03288846181521844,116.15865097735329,17.275995188019877,0.004828053621442493
0.93,2.3094504026657083,757.7768756027734,0.16434558539201968,0.03268819313311974,116.36110769156896,17.210952221192574,0.00485717894941622
0.9400000000000001,2.315153492444181,757.773317041286,0.1646223551452766,0.03248931834255903,116.56216536511414,17.146244755458522,0.0048859500812109035
0.9500000000000001,2.320789865706481,757.7699177703615,0.1648972032799201,0.03229183445957435,116.76182611026265,17.081874319290744,0.0049143699035129875
0.96,2.3263610018972742,757.7666733272071,0.16517013413938506,0.032095738125564995,116.96009235013278,17.017842242159276,0.004942441293408869
0.97,2.331868331099163,757.7635793510491,0.16544115262535622,0.031901025586498225,117.15696698137978,16.95414964352061,0.00497016711667675
0.98,2.337313236051082,757.7606315790981,0.16571026416152734,0.03170769271871511,117.3524533823313,16.890797445481564,0.004997550227394394
0.99,2.342697053583574,757.7578258437186,0.1659774746650516,0.031515735049287376,117.54655534294528,16.82778638307873,0.005024593467439287
1.0,2.34802107761309,757.7551580663562,0.16624279050280158,0.03132514778710549,117.73927700691289,16.765117019984537,0.005051299666524481
1.01,2.353286556121687,757.752624263962,0.16650621851064673,0.031135925809379808,117.93062289093024,16.702789740077513,0.005077671640520028
1.02,2.3584946956052604,757.7502205399156,0.16676776593525194,0.03094806370295168,118.12059785319914,16.64080476884058,0.005103712191905404
1.03,2.363646661027306,757.7479430842776,0.16702744042370427,0.030761555771756988,118.30920707915037,16.579162176125376,0.005129424109029693
1.04,2.3687435781162223,757.7457881691763,0.1672852499897446,0.030576396060831307,118.49645604910293,16.517861888287232,0.005154810166073238
1.05,2.3737865318099978,757.7437521524083,0.1675412030074865,0.0303925783610184,118.68235053289489,16.45690368939984,0.005179873120985296
1.06,2.3787765738388793,757.7418314612763,0.1677953081586459,0.030210096245994873,118.86689654789771,16.396287243005826,0.005204615719525315
1.07,2.3837147122342826,757.7400226146063,0.16804757452673458,0.030028943005808655,119.05010043521814,16.336012054499985,0.00522904069120559
1.08,2.388601927215331,757.7383221909963,0.1682980113666569,0.029849111810642478,119.23196867915611,16.27607754897097,0.005253150749247556
1.09,2.393439154985781,757.7367268615471,0.16854662832029907,0.029670595557743505,119.4125080767064,16.21648299669287,0.005276948589253829
1.1,2.3982272873392136,757.7352333906446,0.16879343542348632,0.02949338686647125,119.59172574182968,16.157227511634073,0.005300436889244932
1.11,2.4029672017499815,757.7338385749262,0.16903844273401822,0.029317478342190475,119.76962879301703,16.098310195235303,0.005323618313277041
1.12,2.407659740949953,757.7325392847257,0.1692816605818378,0.029142862398804793,119.94622456515617,16.039730038389102,0.005346495508893735
1.1300000000000001,2.4123057092003704,757.7313324716976,0.16952309961262296,0.028969531227854218,120.12152064612359,15.981485903806119,0.005369071106513059
1.1400000000000001,2.4169058848154528,757.7302151445837,0.16976277059272712,0.02879747693730075,120.2955247050696,15.923576591326796,0.005391347718024459
1.1500000000000001,2.421461014654355,757.7291843795592,0.17000068450600717,0.02862669148254865,120.46824457901724,15.866000807817084,0.005413327938191762
1.16,2.425971811692838,757.7282373247863,0.1702368525954384,0.028457166636801715,120.63968830618707,15.808757154521349,0.005435014345238632
1.17,2.4304389693679673,757.7273711735731,0.170471286128376,0.028288894158233133,120.809863979275,15.751844195316423,0.00545640949773183
1.18,2.434863146351598,757.7265831928529,0.1707039966435673,0.028121865614082416,120.97877989144499,15.695260385516995,0.005477515937823109
1.19,2.4392449745749176,757.7258707081802,0.17093499582121702,0.02795607247318338,121.1464444590808,15.639004109758575,0.005498336189545787
1.2,2.4435850633743716,757.7252310961208,0.17116429542291978,0.02779150614869814,121.31286617292898,15.583073712084996,0.005518872758082214
1.21,2.4478839957854825,757.7246617910889,0.17139190734706464,0.027628157958689576,121.4780536396106,15.527467471594777,0.005539128130454286
1.22,2.4521423278273216,757.7241602866533,0.17161784363884017,0.02746601911900564,121.64201559051118,15.472183596710078,0.0055591047756423165
1.23,2.4563605914323303,757.7237241301017,0.17184211644490174,0.027305080775549224,121.80476085090801,15.41722024214499,0.005578805144007119
1.24,2.460539296115283,757.7233509194458,0.1720647379923234,0.027145334019234316,121.96629830448876,15.362575527939628,0.005598231667003944
1.25,2.464678931126135,757.7230382997984,0.17228572057197236,0.026986769897731078,122.12663678143937,15.308247569578963,0.005617386757172249
1.26,2.4687799604443446,757.722783972083,0.1725050765849413,0.026829379382603935,122.28578510304109,15.254234320672158,0.005636272809993896
1.27,2.472842827431534,757.7225856847758,0.17272281849435364,0.02667315340343928,122.44375236461578,15.200533761354038,0.0056548922012474
1.28,2.4768679545677315,757.7224412343841,0.1729389588255895,0.02651808284772961,122.6005476992182,15.147143835667121,0.005673247287955341
1.29,2.4808557438797587,757.7223484646809,0.17315351016053726,0.026364158564977192,122.75618016446595,15.094062431557239,0.005691340408666841
1.3,2.4848065777138277,757.7223052653303,0.17336648512862043,0.026211371373043708,122.91065892601458,15.041287408445612,0.005709173883079706
1.31,2.4887208192688783,757.7223095709487,0.17357789640019952,0.026059712062836707,123.06399324547213,14.988816598240154,0.005726750012058989
1.32,2.4925988131438355,757.7223593601415,0.17378775668016133,0.025909171402878836,123.2161923063372,14.93664779687844,0.005744071077782545
1.33,2.4964408858881875,757.7224526545378,0.17399607870154304,0.025759740143820486,123.3672653508849,14.88477877379801,0.005761139343645647
1.34,2.5002473465464425,757.7225875178402,0.17420287521937325,0.025611409022812955,123.51722165754127,14.833207272517477,0.005777957054295962
1.35,2.5040184867090534,757.722762056074,0.17440815900511616,0.025464168767514866,123.66607049563171,14.78193101188465,0.005794526435109437
1.36,2.507754582165567,757.7229744139014,0.17461194284048143,0.02531801010033439,123.81382115270266,14.730947689713485,0.005810849693516704
1.37,2.5114558927950283,757.7232227752568,0.17481423951250313,0.025172923741996228,123.96048292542403,14.680254983762183,0.0058269290183510306
1.3800000000000001,2.515122662759845,757.7235053632228,0.17501506180874998,0.02502890041497465,124.10606510649447,14.629850553089701,0.0058427665795609575
1.3900000000000001,2.518755119341116,757.7238204434454,0.17521442251053868,0.02488593084855388,124.25057698621454,14.579732038451182,0.005858364526042652
1.4000000000000001,2.5223534695999485,757.7241663331346,0.1754123343838109,0.024744005785875867,124.39402785069986,14.529897060828361,0.005873724980554801
1.41,2.5259179269810903,757.7245413332384,0.17560881019913427,0.024603115965872363,124.53642698733864,14.48034324750528,0.005888850074081756
1.42,2.5294486768706546,757.7249438174999,0.17580386269265263,0.024463252156146514,124.67778365956092,14.431068200546559,0.005903741899981637
1.43,2.5329458855355487,757.725372209217,0.17599750457755628,0.024324405143475523,124.81810711517016,14.3820695047475,0.005918402526025985
1.44,2.5364097276245436,757.7258249104566,0.17618974857140818,0.024186565710343003,124.9574066027011,14.333344753797165,0.005932834030542442
1.45,2.53984033741911,757.7263004310681,0.17638060730700228,0.02404972470595456,125.0956912986499,14.284891513363803,0.005947038433618556
1.46,2.5432378407886085,757.7267973051015,0.17657009338084614,0.023913873006879794,125.2329703571946,14.236707348150706,0.005961017740990124
1.47,2.5466024182243663,757.727313916178,0.17675821955322182,0.0237790013639356,125.36925304924341,14.188789847932044,0.005974774043036389
1.48,2.549934125961439,757.7278489909345,0.17694499820314233,0.0236451008203008,125.50454837674535,14.14113654772921,0.005988309236550325
1.49,2.5532330922869693,757.7284010576413,0.1771304419254754,0.023512162253404228,125.63886549586317,14.093745015467125,0.006001625329951628
1.5,2.556499409320772,757.7289687484925,0.17731456316431188,0.02338017665454363,125.77221347118177,14.046612811916537,0.006014724270537668
1.51,2.5597331596513695,757.7295507216447,0.17749737433790144,0.023249135034981744,125.9046013477921,13.999737492897,0.00602760799116491
1.52,2.5629344122260824,757.7301456732463,0.17767888781937505,0.023119028440435573,126.03603814016866,13.953116608936948,0.006040278403046035
1.53,2.5661032246051794,757.7307523334181,0.1778591159229408,0.022989847960757266,126.16653281925176,13.906747710381408,0.006052737396729074
1.54,2.5692396623848364,757.7313694195244,0.1780380708993063,0.02286158473064856,126.29609429036493,13.860628368314341,0.006064986864474661
1.55,2.5723437707257215,757.7319957046715,0.17821576494238892,0.022734229928613528,126.42473142558502,13.814756143889328,0.006077028667454024
1.56,2.57541558144462,757.732630000646,0.17839221018764434,0.02260777477721943,126.55245305567934,13.769128595968645,0.00608886464391927
1.57,2.5784551200064127,757.7332711415372,0.1785674187075516,0.02248221054543912,126.67926795940419,13.723743291122357,0.006100496616746604
1.58,2.5814624175003926,757.7339179559306,0.17874140250228046,0.022357528553826677,126.80518484363874,13.678597822132065,0.006111926406071058
1.59,2.58443748942307,757.7345693161693,0.17891417351622524,0.022233720165348275,126.93021237857967,13.633689775209756,0.006123155806902862
1.6,2.587380342449658,757.735224122632,0.17908574363272814,0.022110776788308504,127.05435918650873,13.58901674045993,0.006134186596271202
1.61,2.5902909774889062,757.7358812986089,0.17925612465935958,0.021988689886599383,127.17763383519058,13.544576317773462,0.006145020534832316
1.62,2.5931693924259442,757.7365397862254,0.17942532831142183,0.021867450991276127,127.30004483153685,13.500366122431599,0.0061556593678841285
1.6300000000000001,2.596015575627382,757.7371985560954,0.1795933662510115,0.02174705167314632,127.42160063660927,13.456383771835995,0.0061661048229636585
1.6400000000000001,2.598829508390156,757.7378566036824,0.17976025007229132,0.021627483553104905,127.54230965996291,13.41262689051202,0.006176358610752892
1.6500000000000001,2.601611167145046,757.7385129458842,0.17992599128964376,0.021508738310422687,127.66218048642075,13.36909311115469,0.006186422425942908
1.6600000000000001,2.604360526831375,757.739166615794,0.18009060131966034,0.021390807695362793,127.78122184038006,13.325780079112054,0.006196297948570436
1.67,2.6070775538944653,757.7398166735849,0.18025409151898225,0.021273683502727115,127.89944128015799,13.282685455305398,0.006205986841270308
1.68,2.6097622109616267,757.7404621988419,0.18041647316330586,0.02115735758638036,128.01684711670953,13.239806910408813,0.006215490751545304
1.69,2.6124144554033135,757.7411022950555,0.1805777574382019,0.021041821866111744,128.13344767230072,13.197142128767139,0.00622481130902189
1.7,2.615034241042653,757.7417360828357,0.18073795546154267,0.020927068311207168,128.24925089774052,13.154688805619912,0.006233950130289833
1.71,2.617621517226413,757.7423627049819,0.18089707826176596,0.020813088956281044,128.36426480571225,13.112444650224742,0.0062429088149473155
1.72,2.6201762296085014,757.7429813235921,0.18105513678692225,0.020699875894630158,128.47849743530378,13.070407384840207,0.006251688947649077
1.73,2.62269832018569,757.7435911206372,0.18121214190037968,0.02058742128135328,128.59195666472655,13.028574745697231,0.006260292097537926
1.74,2.62518772761323,757.7441912971683,0.18136810438203368,0.020475717332430768,128.70465032000595,12.986944483024397,0.006268719818727948
1.75,2.62764438730373,757.7447810737076,0.1815230349244767,0.020364756327487948,128.81658618899618,12.945514361929725,0.006276973649862319
1.76,2.6300682317848523,757.745359689117,0.18167694413602314,0.02025453060756355,128.92777198858752,12.904282162113466,0.006285055114886146
1.77,2.6324591903157923,757.7459264046244,0.18182984251899223,0.020145032590892648,129.03821535768753,12.863245681954645,0.0062929657196157535
1.78,2.6348171887955614,757.7464805059439,0.18198174045637752,0.020036254782576472,129.1479238531269,12.822402741150933,0.00630070694979936
1.79,2.637142154525463,757.7470212685503,0.1821326483811224,0.019928189651354573,129.25690506628368,12.781751150472102,0.006308280299580665
1.8,2.639434011123681,757.7475479979744,0.18228257657678315,0.019820829774664213,129.3651664809729,12.74128874780887,0.006315687238358699
1.81,2.641692676853479,757.7480600432483,0.18243153511084395,0.01971416788716489,129.47271542567907,12.701013410256852,0.006322929199722788
1.82,2.6439180733443877,757.7485567261516,0.1825795341860258,0.019608196625111075,129.57955932600188,12.660922990386936,0.006330007639688674
1.83,2.646110117406304,757.7490374176315,0.1827265837472708,0.019502908812153958,129.68570541110589,12.621015388943249,0.006336923972999878
1.84,2.648268724218536,757.7495015052377,0.18287269365250838,0.019398297335200473,129.79116084387564,12.581288522927359,0.0063436796004651295
1.85,2.650393808953593,757.7499483840505,0.1830178737126001,0.019294355115280264,129.8959327535546,12.541740318806895,0.006350275916132773
1.86,2.652485289118648,757.7503774164828,0.1831621339186765,0.01919107494248496,130.00002840406495,12.50236866856696,0.006356714341993794
1.87,2.6545430734223037,757.7507880880594,0.18330548358249438,0.01908845010036777,130.10345455176952,12.463171594145773,0.006362996194732717
1.8800000000000001,2.656567076650282,757.7511798044729,0.18344793245303007,0.018986473554865574,130.20621828331147,12.424147034127335,0.006369122859148066
1.8900000000000001,2.658557211288567,757.7515520306979,0.18358948993481503,0.01888513852187836,130.30832644693908,12.385292994435035,0.006375095668433615
1.9000000000000001,2.6605133889766743,757.7519042363288,0.18373016541149795,0.01878443823253384,130.4097858702512,12.346607484599597,0.006380915952070187
1.9100000000000001,2.6624355201342635,757.7522359096245,0.1838699681627122,0.018684365993497876,130.51060330425202,12.308088534133718,0.006386585023520843
1.92,2.6643235138600123,757.7525465613118,0.18400890734156095,0.01858491520330834,130.61078540819952,12.269734196966812,0.006392104176898369
1.93,2.6661772818286082,757.7528357057975,0.18414699205674276,0.01848607929243885,130.71033880382544,12.231542538386144,0.006397474701993637
1.94,2.6679967387144288,757.7531028591253,0.1842842313814802,0.018387851716782477,130.80927008123027,12.193511633617058,0.006402697885909481
1.95,2.669781795781977,757.753347569878,0.18442063421844418,0.018290226056231818,130.90758570970465,12.155639589301538,0.00640777498834285
1.96,2.6715323639718926,757.753569404299,0.18455620936478875,0.018193195967215647,131.00529208066624,12.117924533156915,0.006412707253485709
1.97,2.6732483540855267,757.7537679453754,0.1846909655158549,0.018096755179992773,131.10239553987162,12.080364613399647,0.006417495910719805
1.98,2.6749296815017938,757.7539427693899,0.1848249113594889,0.018000897429732664,131.19890324571054,12.04295798405753,0.006422142192337158
1.99,2.6765762632851575,757.7540934622658,0.18495805551483327,0.01790561650130537,131.2948215029734,12.005702811212318,0.006426647321963304
2.0,2.678188014174822,757.7542196409512,0.18509040644440145,0.017810906293493693,131.39015496873273,11.96859728804153,0.006431012498299146
2.0100000000000002,2.6797648514205985,757.7543209281502,0.18522197254461062,0.017716760752644087,131.48490989477347,11.931639628421117,0.006435238912691176
2.02,2.681306693304769,757.7543969606145,0.18535276212079418,0.017623173890996796,131.5790933792169,11.894828063735398,0.0064393277440589316
2.0300000000000002,2.682813459538549,757.754447387923,0.18548278338898466,0.017530139785484445,131.67271106678282,11.85816084393043,0.006443280159491526
2.04,2.6842850713256268,757.7544718719282,0.1856120444789786,0.017437652575432176,131.76576838727456,11.821636237559204,0.006447097314736442
2.05,2.685721451466965,757.7544700865647,0.185740553434896,0.017345706462085143,131.8582715664579,11.785252531472254,0.006450780354361622
2.06,2.6871225245077337,757.754441718049,0.18586831821317443,0.017254295710114304,131.95022651168628,11.749008031234206,0.006454330411555274
2.07,2.688488216831265,757.7543864646187,0.18599534668359924,0.017163414646860217,132.0416388312388,11.71290106102662,0.006457748608339354
2.08,2.6898184567726426,757.7543040364299,0.1861216466292747,0.01707305766232248,132.13251421323932,11.676929963714247,0.006461036055646169
2.09,2.69111316648226,757.7541941230065,0.18624722668507926,0.01698321853277686,132.22285898267913,11.64109290119816,0.006464193987756138
2.1,2.692372303035629,757.754056554285,0.18637209166362104,0.01689389378952248,132.3126766404906,11.605388849143738,0.0064672230930752994
2.11,2.693595772893783,757.7538909640588,0.18649625233306663,0.01680507567165512,132.40197503138327,11.569815516869467,0.006470124914131877
2.12,2.6947835262817517,757.7536971600014,0.18661971463480428,0.016716759897237754,132.49075849315116,11.53437164093922,0.006472900303811696
2.13,2.6959355030363867,757.7534749107186,0.1867424859002387,0.016628941182644033,132.57903238113138,11.499055661983816,0.0064755503161205525
2.14,2.697051653462503,757.7532240267334,0.1868645724681671,0.016541614959762193,132.66680131708188,11.463866232909933,0.006478075865176961
2.15,2.6981319077794765,757.7529442411434,0.18698598309342293,0.016454774919267418,132.75407169112245,11.428801492461961,0.006480478212023686
2.16,2.699176215161657,757.7526353611871,0.1871067247659367,0.016368416024077202,132.84084863054727,11.393859954826393,0.0064827583672846896
