t,ATP_cyt,ADP_cyt,PCr_cyt,Cr_cyt,Pi_cyt,ATP_ims,ADP_ims,PCr_ims,Cr_ims,Pi_ims
0.18,5913.0819662790045,61.76495679792392,5058.297455034468,10441.702544965548,850.031700480014,5970.15700266681,4.689920410119618,5060.693530197595,10439.306469802419,844.2260056138562
0.19,5913.674028997432,61.172894079495435,5072.708360866189,10427.29163913383,835.0725723864018,5970.148414424894,4.6985086520336585,5075.093129865377,10424.906870134637,829.3089087095499
0.2,5914.054703783643,60.79221929328475,5087.225805427785,10412.77419457223,820.2036598117191,5970.126934337001,4.719988739927408,5089.603663326067,10410.39633667395,814.4693740592539
0.21,5914.3386330104395,60.50829006648943,5101.765725194055,10398.23427480596,805.4023768607203,5970.098790393911,4.748132683017702,5104.138632633152,10395.861367366862,799.6917561904567
0.22,5914.577828292159,60.26909478476939,5116.289906689449,10383.710093310565,790.6585533765813,5970.066789560302,4.780133516627406,5118.658713851632,10381.341286148385,784.9690362899033
0.23,5914.795829764267,60.05109331266131,5130.780989576779,10369.219010423234,775.9676539198341,5970.032171338546,4.8147517383843095,5133.14604074057,10366.853959259444,770.2981087904286
0.24,5915.003268706008,59.843654370920824,5145.231065498806,10354.768934501206,761.3277011113801,5969.995455927725,4.8514671492051855,5147.592473877783,10352.407526122226,755.6776464002658
0.25,5915.204935695105,59.64198738182399,5159.636494353964,10340.363505646048,746.737883754272,5969.956831857248,4.890091219680296,5161.9942666453035,10338.005733354714,741.1071358574445
0.26,5915.402983136063,59.443939940866706,5173.995552734608,10326.0044472654,732.1979289770169,5969.91633304502,4.930590031909419,5176.349645259659,10323.650354740366,726.586443523152
0.27,5915.59837402958,59.24854904734969,5188.307368355406,10311.692631644606,717.7078199518311,5969.873919108055,4.9730039688741225,5190.657712244617,10309.342287755404,712.1156206056163
0.28,5915.79153542861,59.05538764831986,5202.5714381062335,10297.428561893777,703.2676698838616,5969.829511630638,5.017411446290611,5204.9179504690355,10295.082049530967,697.6948168759444
0.29,5915.982652554734,58.8642705221948,5216.787409939251,10283.21259006076,688.8776664726226,5969.783010205399,5.063912871531115,5219.129998731784,10280.87000126823,683.3242434635981
0.3,5916.171801050884,58.6751220260464,5230.954983615877,10269.045016384136,674.5380482763286,5969.734299522763,5.112623554166821,5233.293549463403,10266.70645053661,669.0041556968578
0.31,5916.359006183399,58.48791689353051,5245.073864999745,10254.926135000269,660.2490952762041,5969.683251757623,5.1636713193071815,5247.408301863704,10252.591698136308,654.7348488665893
0.32,5916.544269237043,58.30265383988679,5259.1437443676305,10240.856255632383,646.0111261186129,5969.62972727878,5.217195798149585,5261.473939532919,10238.526060467095,640.5166565089612
0.33,5916.72757966191,58.1193434150203,5273.16428486459,10226.835715135423,631.824498427999,5969.573574323365,5.273348753563915,5275.490118614158,10224.509881385853,626.3499516085908
0.34,5916.908919700815,57.93800337611476,5287.135116408119,10212.864883591898,617.689610675622,5969.514628129492,5.3322949474379175,5289.456461547057,10210.54353845296,612.2351489088825
0.35000000000000003,5917.088266507948,57.75865656898134,5301.055831145018,10198.944168854996,603.6069048500209,5969.4527097120235,5.394213364906387,5303.3725524098245,10196.627447590188,598.1727078424045
0.36,5917.265593138534,57.581329938394546,5314.925979329974,10185.074020670037,589.5768697592995,5969.387624517477,5.459298559452611,5317.23793270696,10182.762067293053,584.163136041949
0.37,5917.440868633247,57.40605444368222,5328.745065431329,10171.254934568684,575.600044972942,5969.3191606847395,5.527762392190018,5331.052097387022,10168.94790261299,570.2069934781144
0.38,5917.614057768996,57.23286530793347,5342.512544282156,10157.487455717855,561.6770250306674,5969.247087272074,5.599835804855531,5344.814490912501,10155.18550908751,556.3048968336786
0.39,5917.785120791359,57.06180228556864,5356.227816807649,10143.772183192359,547.8084641234486,5969.17115202691,5.675771050019433,5358.524502884141,10141.47549711587,542.4575244195272
0.4,5917.954012988728,56.8929100882002,5369.890224801392,10130.109775198616,533.9950818981508,5969.091078849098,5.75584422782973,5372.181462701318,10127.81853729869,528.6656221904004
0.41000000000000003,5918.1206842287565,56.726238848172216,5383.4990460978215,10116.500953902188,520.2376688654731,5969.006565665858,5.840357411070522,5385.784634643741,10114.215365356267,514.9300093858682
0.42,5918.28507833901,56.561844737918435,5397.053488285523,10102.946511714486,506.53709355179467,5968.917280450395,5.929642626533653,5399.333211401932,10100.666788598079,501.2515860318237
0.43,5918.447132446541,56.399790630388296,5410.552682172494,10089.447317827517,492.8943098652321,5968.822858145197,6.0240649317322,5412.826307411017,10087.173692588993,487.63134063267677
0.44,5918.606776212129,56.240146864800245,5423.995674364505,10076.004325635504,479.31036552803346,5968.722896558288,6.124026518641612,5426.262951243744,10073.737048756264,474.0703589420558
0.45,5918.065001209993,56.78192186693647,5437.296926105647,10062.703073894361,466.5272543229091,5968.57160538585,6.27531769108014,5439.571051789865,10060.428948210149,461.1971631618051
0.46,5914.599872257202,60.24705081972879,5449.1791775519305,10050.82082244808,457.8917322767583,5968.203942438243,6.642980638686374,5451.522135968524,10048.477864031489,452.2345365626698
0.47000000000000003,5909.575326272537,65.27159680439547,5458.241809731847,10041.758190268163,453.5285253957315,5967.724506305207,7.122416771725721,5460.686501362755,10039.313498637253,447.45105553081464
0.48,5903.819069062109,71.02785401482355,5463.883290893853,10036.11670910615,453.2672356103783,5967.206887956828,7.6400351201055114,5466.444013193135,10033.555986806865,446.72395205406826
0.49,5897.678226436015,77.16869664091905,5465.868420820065,10034.131579179937,457.01884929053125,5966.688676773532,8.15824630340198,5468.551822616162,10031.448177383842,449.9835420510721
0.5,5891.29584298607,83.5510800908646,5464.119766054268,10035.880233945736,464.72683687670684,5966.1904267003265,8.656496376607636,5466.929423710972,10033.070576289034,457.18079858426984
0.51,5884.727953978301,90.11896909863395,5458.628928497426,10041.371071502575,476.3468849283686,5965.723533152796,9.12338992413795,5461.567187523731,10038.432812476274,468.274070474447
0.52,5878.10410250977,96.74282056716709,5449.421872594779,10050.578127405226,491.72964688699284,5965.299149267595,9.54777380933915,5452.489124729778,10047.510875270225,483.1542621042646
0.53,5876.376565439417,98.47035763751953,5437.737254090557,10062.262745909444,505.00477761075393,5965.296130913027,9.550792163909962,5440.844321798036,10059.155678201965,496.4463816003208
0.54,5879.139105835918,95.70781724101946,5426.693937510821,10073.306062489186,513.4522720924534,5965.6569050999115,9.19001797702443,5429.754654938674,10070.245345061317,505.1746546912647
0.55,5883.998568670065,90.84835440687145,5418.041852923028,10081.958147076979,517.556488361536,5966.145833427588,8.701089649348553,5421.013917704154,10078.986082295854,509.687329412873
0.56,5889.833005345956,85.0139177309789,5412.5914167239025,10087.408583276105,517.5539415530908,5966.660517251472,8.186405825464716,5415.452843226939,10084.547156773071,510.15627604638064
0.5700000000000001,5896.111336149478,78.73558692745522,5410.719846191867,10089.28015380814,513.5624993788803,5967.159263096941,7.687659979995794,5413.458416222366,10086.541583777642,506.6681400381521
0.58,5902.580062225974,72.26686085096007,5412.602956538304,10087.397043461704,505.64233099834087,5967.626820797764,7.220102279170464,5415.211219214008,10084.788780785997,499.2677628369657
0.59,5909.116067248472,65.73085582846095,5418.323586088179,10081.676413911826,493.824988578509,5968.0588956845895,6.788027392343739,5420.796428566925,10079.20357143308,487.97897276671586
0.6,5914.469166561538,60.37775651539931,5427.732023257992,10072.267976742021,479.43162559997495,5968.376441850232,6.470481226704895,5430.088763635903,10069.91123636411,473.95100948002755
0.61,5916.9757937673285,57.87112930960867,5439.348204035233,10060.65179596478,465.48715570073335,5968.461416932068,6.385506144870276,5441.647546474519,10058.352453525495,460.1671945540928
0.62,5918.150028246479,56.69689483045789,5451.90488296973,10048.095117030285,451.8445861640417,5968.4328329006685,6.414090176268392,5454.1751546248925,10045.82484537512,446.60804391164606
0.63,5918.742969508276,56.10395356866194,5464.837141491463,10035.162858508555,438.368791008355,5968.350154241678,6.4967688352601405,5467.090576988002,10032.909423012017,433.18244467343175
0.64,5919.082385538626,55.76453753831175,5477.897172340233,10022.102827659784,425.00211362290355,5968.239088083278,6.607834993659521,5480.138880743167,10019.861119256851,419.8519731526615
0.65,5919.310513969023,55.53640910791459,5490.976307598605,10009.023692401412,411.7206825718209,5968.110545616943,6.736377459993012,5493.20827149688,10006.791728503147,406.6011332130528
0.66,5919.488836482705,55.358086594233555,5504.026428674997,9995.973571325021,398.51535312819817,5967.968882052955,6.878041023983084,5506.249255092825,9993.750744907198,393.4244434236745
0.67,5919.643810748562,55.20311232837616,5517.025598331159,9982.97440166886,385.38345407896134,5967.815506994125,7.03141608281411,5519.239277324506,9980.760722675515,380.320857777435
0.68,5919.786736842841,55.0601862340978,5529.963097454795,9970.036902545226,372.3252345236417,5967.650467503184,7.196455573755227,5532.167327382347,9967.832672617673,367.2913792593993
0.6900000000000001,5919.922356889504,54.924566187434166,5542.832924150656,9957.167075849366,359.3423494279588,5967.473137123924,7.373785953013465,5545.027248767405,9954.972751232614,354.3380484915077
0.7000000000000001,5920.052571725189,54.794351351747956,5555.630962700126,9944.369037299894,346.4372267422295,5967.282509351012,7.5644137259264115,5557.8148264133415,9942.185173586679,341.46353022536374
0.71,5920.1780400434445,54.66888303349208,5568.353743259856,9931.646256740163,333.61281852234606,5967.077314418301,7.769608658637001,5570.526510664074,9929.473489335938,328.6709530101085
0.72,5920.298866517708,54.548056559229366,5580.997883648575,9919.002116351443,320.8725182969836,5966.85605604078,7.990867036157028,5583.158842934033,9916.84115706598,315.96387946622457
0.73,5920.4148939469,54.43202913003821,5593.559824361668,9906.44017563835,308.22015616870704,5966.617010701114,8.229912375823035,5595.708183143221,9904.291816856789,303.3463124286258
0.74,5920.525824960331,54.321098116606684,5606.035685676348,9893.96431432367,295.66002998787854,5966.358207121365,8.488715955572415,5608.170562687273,9891.829437312741,290.8227426969289
0.75,5920.631270114674,54.21565296226476,5618.421172722239,9881.578827277777,283.19695892239923,5966.077394366429,8.769528710509416,5620.541586773095,9879.458413226916,278.3981977490098
0.76,5920.730763551732,54.116159525205966,5630.711496107084,9869.288503892934,270.83635008738355,5965.772000618584,9.0749224583556,5632.816352681536,9867.18364731848,266.07832974575604
0.77,5920.823763941228,54.023159135710394,5642.901293126533,9857.098706873487,258.5842808100229,5965.439084650091,9.40783842684804,5644.989368746162,9855.010631253854,253.86949207060144
0.78,5920.909648291782,53.937274785155644,5654.984542581409,9845.01545741861,246.44759343894796,5965.075279463415,9.771643613522505,5657.054466718552,9842.945533281467,241.77884207262522
0.79,5920.987701873159,53.859221203778745,5666.954469065082,9833.045530934942,234.43400477790166,5964.676728474608,10.17019460232888,5669.0047034809895,9830.995296519033,229.8144594509592
0.8,5921.057105590933,53.78981748600473,5678.803434677686,9821.196565322336,222.55223159492832,5964.23901488793,10.607908189005895,5680.832249909833,9819.167750090191,217.9854728399284
0.81,5921.11692145575,53.73000162118711,5690.522815297926,9809.477184702097,210.8121329726094,5963.757085773714,11.089837303223081,5692.528264258449,9807.471735741574,206.3022132526533
0.8200000000000001,5921.166076810699,53.680846266238134,5702.102862078968,9797.897137921054,199.2248693059664,5963.225173890439,11.621749186499654,5704.082750783569,9795.917249216453,194.7763769786232
0.8300000000000001,5921.2033479768625,53.643575100074806,5713.532546048485,9786.46745395154,187.80307818200458,5962.636723285355,12.210199791583262,5715.484401853039,9784.515598146985,183.42120837363748
0.84,5921.227344758453,53.61957831848366,5724.799390044389,9775.200609955635,176.56106127463264,5961.984328463216,12.86259461372087,5726.720428220629,9773.279571779394,172.2516903866893
0.85,5921.23649734977,53.61042572716695,5735.889285397236,9764.110714602786,165.514982126377,5961.25970327262,13.587219804317352,5737.776375673308,9762.223624326716,161.28474257372883
0.86,5921.229049797625,53.61787327931129,5746.786312228742,9753.21368777128,154.68305062555544,5960.453699948988,14.39322312794896,5748.635947812388,9751.364052187631,150.53940041578605
0.87,5921.203063505474,53.64385957146177,5757.472565281916,9742.527434718104,144.0856862382874,5959.556417739649,15.290505337286728,5759.280838735757,9740.719161264256,140.03696321667647
0.88,5921.156437713409,53.690485363527806,5767.928007987968,9732.071992012055,133.7456289099876,5958.557428072142,16.28949500479489,5769.6905992902675,9730.309400709757,129.80107730144704
0.89,5921.055553523094,53.79136955384276,5778.129584536636,9721.870415463382,123.71884787033764,5957.444594637292,17.402328439644485,5779.842187005444,9720.157812994577,119.8753871966523
0.9,5918.579077655185,56.26784542175256,5787.413710064516,9712.586289935516,116.8487418599913,5955.924541619934,18.922381457003855,5789.117545587584,9710.882454412254,112.86955783641861
0.91,5913.923310158435,60.923612918503096,5794.017681721884,9705.982318278144,114.6948032457356,5954.175606873235,20.67131620370119,5795.759517428036,9704.240482571851,110.44533418632409
0.92,5908.322850140989,66.5240729359492,5797.054329390857,9702.94567060916,116.96635176069826,5952.6689700692405,22.177953007699372,5798.86886041991,9701.131139580108,112.34979400056513
0.93,5902.30804043092,72.53888264601456,5796.243753415405,9703.756246584608,123.43338056930084,5951.658146529278,23.18877654765649,5798.162686400077,9701.837313599959,118.36707408330827
0.9400000000000001,5896.10620311688,78.74071996005921,5791.56928089008,9708.43071910994,133.8959450480978,5951.223113524915,23.623809552022784,5793.621556008511,9706.378443991534,128.3081818061517
0.9500000000000001,5889.806958474285,85.03996460265367,5783.119887713368,9716.880112286659,148.18518912510478,5951.318405469588,23.52851760735027,5785.329637759262,9714.670362240762,142.01753301831064
0.96,5883.433288789538,91.41363428739844,5771.014909789756,9728.985090210268,166.16897041941573,5951.8263249698575,23.020598107081963,5773.399907511349,9726.600092488663,159.37773953449286
0.97,5879.154695980161,95.69222709677713,5755.687908745499,9744.312091254535,185.38292824037242,5952.8459045446125,22.00101853232575,5758.222867649919,9741.777132350117,178.23483221331912
0.98,5880.653324242133,94.1935988348066,5740.045513223598,9759.95448677639,199.49716612955646,5954.631123241109,20.215799835830868,5742.628745316111,9757.371254684367,192.398088299546
0.99,5884.988842019167,89.85808105777356,5726.62365357043,9773.376346429593,208.75915616895315,5956.457943781098,18.388979295844184,5729.189135941828,9770.810864058198,201.90309917471018
1.0,5890.577051914642,84.26987116229797,5716.529445501998,9783.470554498024,213.55022134160095,5958.047571567378,16.799351509561582,5719.035128304139,9780.96487169589,207.04667502981607
1.01,5896.6893545340945,78.15756854284434,5710.223156450339,9789.776843549707,214.08898636289436,5959.348414154463,15.498508922476411,5712.641375902867,9787.358624096863,208.0022417749574
1.02,5902.994165388432,71.85275768850607,5707.878651324377,9792.121348675639,210.50766544286745,5960.37594133114,14.47098174579868,5710.19004524267,9789.809954757447,204.87822755831098
1.03,5909.3415159399065,65.50540713702986,5709.54576661772,9790.454233382303,202.89351090036953,5961.155239027774,13.691684049164765,5711.735485775474,9788.264514224546,197.74975370103138
1.04,5915.449926672773,59.39699640416773,5715.208224298771,9784.791775701256,191.52653342019838,5961.682936485989,13.163986590949131,5717.267173717516,9782.73282628251,186.84367709585783
1.05,5918.771112916931,56.07581016001027,5723.912547082373,9776.087452917658,179.74700445788986,5961.658892229187,13.188030847755561,5725.883429183168,9774.116570816845,175.29970510161678
1.06,5920.1908930559375,54.65603002100306,5733.931013544277,9766.068986455755,168.44443174118825,5961.225816368156,13.621106708784598,5735.844281386163,9764.155718613833,164.14384214913744
1.07,5920.787207108473,54.059715968469185,5744.399850625472,9755.600149374577,157.4709159107908,5960.563978222145,14.28294485479635,5746.266407225323,9753.733592774435,153.28393081600717
1.08,5921.02141474431,53.825508332630285,5754.936294211581,9745.063705788443,146.77653433589168,5959.7464056489625,15.100517427978488,5756.758326901129,9743.241673098893,142.69434794877867
1.09,5921.089053220424,53.75786985651613,5765.364334052116,9734.63566594791,136.35423992659634,5958.799563423365,16.047359653575775,5767.140107106725,9732.859892893299,132.3788030805344
1.1,5921.072034870505,53.774888206433324,5775.595337569387,9724.40466243064,126.21635330588956,5957.729404904001,17.117518172939025,5777.321245580837,9722.678754419187,122.35464056600682
1.11,5921.00389357675,53.843029500189765,5785.576762852244,9714.423237147781,116.38455378260393,5956.533170673836,18.313752403103795,5787.248219702339,9712.751780297684,112.6460870848998
1.12,5920.897665830483,53.94925724645556,5795.270344610913,9704.729655389116,106.88544433310577,5955.205200966144,19.641722110795474,5796.882208247382,9703.117791752626,103.28113349271345
1.1300000000000001,5920.757862108647,54.08906096829181,5804.643031680312,9695.356968319713,97.7482829518357,5953.740267560602,21.106655516336897,5806.189868318077,9693.810131681945,94.28974323204442
1.1400000000000001,5920.585700499091,54.261222577848606,5813.663531501533,9686.336468498492,89.0034215836869,5952.135895212398,22.71102786454094,5815.139848985001,9684.860151015018,85.7024127911399
1.1500000000000001,5920.381492730616,54.465430346324005,5822.301426086816,9677.698573913216,80.68084559345151,5950.394208533614,24.452714543325932,5823.701927087274,9676.298072912694,77.54869144878715
1.16,5920.145814862332,54.70110821460739,5830.52755118985,9669.472448810164,72.80860515803677,5948.523368809364,26.323554267576334,5831.847415792147,9668.152584208017,69.85556087611057
1.17,5919.880125173327,54.9667979036118,5838.315030608784,9661.684969391239,65.4111447234031,5946.538432491631,28.308490585307826,5839.550212480634,9660.44978751941,62.64574896180309
1.18,5919.587074542811,55.259848534127514,5845.640618557622,9654.359381442402,58.50766763589357,5944.461409825555,30.385513251383433,5846.788122569267,9653.211877430742,55.936138769495216
1.19,5919.2705875982465,55.57633547869308,5852.486087480098,9647.513912519928,52.110735247365945,5942.320381401192,32.52654167574682,5853.544190782853,9646.455809217161,49.73650390768964
1.2,5918.935742325573,55.91118075136629,5858.839430723645,9641.160569276377,46.22530258710315,5940.14773450613,34.69918857080807,5859.8078138535,9640.19218614652,44.04874400476796
1.21,5918.588479528114,56.25844354882524,5864.69569180244,9635.304308197583,40.848329911282725,5937.9777903791455,36.869132697794015,5865.575461112525,9634.424538887495,38.86673360654572
1.22,5918.235196239843,56.61172683709588,5870.0573007854355,9629.942699214585,35.96900934371379,5935.844240602782,39.00268247415707,5870.8509029843035,9629.149097015721,34.17677998526051
1.23,5917.8822952706305,56.96462780630727,5874.933887004776,9625.066112995246,31.569539092014228,5933.777824100416,41.0690989765234,5875.644934463511,9624.3550655365,29.9585850272592
1.24,5917.535764249658,57.311158827280174,5879.3416196614235,9620.658380338597,27.626301610220715,5931.804572274287,43.04235080265112,5879.9746566523645,9620.02534334768,26.186544817964364
1.25,5917.200841449223,57.646081627714345,5883.302194033479,9616.697805966542,24.111263453838305,5929.9447748702505,44.90214820668762,5883.862437029556,9616.137562970478,22.83120086193598
1.26,5916.881799290218,57.96512378671841,5886.8416074178795,9613.158392582138,20.993424657264605,5928.212656361101,46.63426671583733,5887.334688699497,9612.665311300536,19.8606785552395
1.27,5916.581848948779,58.26507412815556,5889.988868680036,9610.011131319985,18.240179827111266,5926.616631888679,48.230291188257596,5890.420604614383,9609.579395385636,17.241994026016158
1.28,5916.303150258077,58.5437728188583,5892.774758651429,9607.22524134859,15.818501295448742,5925.15996549214,49.686957584794285,5893.150955248003,9606.849044752018,14.942156800606508
1.29,5916.046899254325,58.800023822611706,5895.230726945604,9604.769273054415,13.695897828475719,5923.841645298647,51.00527777828873,5895.557027432652,9604.442972567367,12.929038928073009
1.3,5915.813464572903,59.03345850403239,5897.387966341134,9602.612033658885,11.841144960766734,5922.657332263946,52.18959081298916,5897.669740057323,9602.330259942695,11.172017181293915
1.31,5915.60254495066,59.244378126276075,5899.276691030835,9600.723308969182,10.22479476551548,5921.600267579525,53.246655497410224,5899.518959111479,9600.481040888539,9.642404345093272
1.32,5915.4133287327595,59.43359434417642,5900.925604574484,9599.074395425534,8.81950108240563,5920.66208230833,54.18484076860528,5901.132996574196,9598.867003425823,8.31370844189387
1.33,5915.244641121255,59.6022819556804,5902.361543726224,9597.638456273793,7.600189983740488,5919.833472485908,55.013450591028025,5902.538278625993,9597.461721374026,7.1617509136640125
1.34,5914.125736112344,60.72118696459002,5903.458717643684,9596.541282356346,7.602645310770034,5919.061472649401,55.78545042753564,5903.630106622885,9596.369893377128,7.073231926339373
1.35,5910.242011553386,64.60491152355058,5902.784011458778,9597.215988541253,11.913723450096564,5918.696974719104,56.14994835783215,5903.039211518806,9596.960788481225,10.996856215233047
1.36,5905.152612038629,69.69431103830769,5899.173521725396,9600.826478274628,20.187573063800492,5919.581991397156,55.2649316797792,5899.5955677956945,9600.404432204332,18.667958873503988
1.37,5899.665817545508,75.18110553142746,5892.355072755741,9607.644927244284,31.933974252339226,5921.890142546553,52.95678053038109,5893.013000220771,9606.986999779252,29.648482589877737
1.3800000000000001,5894.095912979579,80.75101009735258,5882.409204383294,9617.590795616728,46.80004462299732,5925.355710769984,49.49121230694934,5883.353655668549,9616.646344331475,43.638689731214235
1.3900000000000001,5888.527431725845,86.31949135108465,5869.508532090532,9630.49146790949,64.56641083523026,5929.542339440658,45.304583636272206,5870.770556172912,9629.22944382711,60.468608567309175
1.4000000000000001,5882.94122235319,91.90570072374244,5853.804380246273,9646.195619753751,85.13261877600972,5933.995102253796,40.85182082313525,5855.396467625135,9644.603532374891,80.07977361558595
1.41,5877.607025530342,97.23989754658943,5835.403130186093,9664.596869813933,108.16404241275477,5938.352789250569,36.494133826363836,5837.316904547547,9662.683095452476,102.24992865180617
1.42,5877.608534018775,97.23838905815497,5815.923224482008,9684.076775518017,127.30002179792174,5942.915949399011,31.930973677921045,5818.045080018587,9681.954919981461,121.06760699813722
1.43,5881.5424289986995,93.30449407823048,5798.462589497354,9701.537410502675,140.80278648207232,5947.063928855145,27.78299422178625,5800.681309483595,9699.318690516435,134.57110192397113
1.44,5887.1463751225565,87.70054795436975,5784.494111286739,9715.50588871329,149.32802469946972,5950.363619919919,24.483303157009647,5786.730963303483,9713.269036696553,143.29328347160535
1.45,5893.394244177507,81.45267889942058,5774.565351464072,9725.434648535966,153.27608095356462,5952.857064536018,21.98985854091056,5776.766432997644,9723.233567002391,147.55838332487568
1.46,5899.837228143702,75.0096949332275,5768.832553901086,9731.167446098954,152.89622278647644,5954.6850606990565,20.16186237787153,5770.960393223231,9729.039606776809,147.5724881027983
1.47,5906.287152358682,68.55977071824644,5767.295214317958,9732.704785682081,148.35444424129437,5955.967587428845,18.879335648084254,5769.322005848703,9730.677994151334,143.4786757074522
1.48,5912.667293936261,62.17962914067089,5769.89520255988,9730.104797440164,139.77469750611925,5956.775302512582,18.071620564348407,5771.797994331944,9728.202005668098,135.3903751286225
1.49,5917.428561252574,57.41836182435616,5776.252599144377,9723.747400855675,128.99193499443066,5956.94385645351,17.90306662342195,5778.038564178393,9721.961435821662,124.9504346717767
1.5,5919.450197078862,55.39672599806725,5784.590390648353,9715.409609351698,118.82455574704844,5956.340505805064,18.50641727186821,5786.294304536625,9713.705695463424,114.99346796741806
1.51,5920.246718788254,54.600204288675386,5793.614441147773,9706.385558852284,109.13758145499492,5955.301639515479,19.545283561449622,5795.248265050611,9704.751734949446,105.4751987418984
1.52,5920.499555901964,54.34736717496296,5802.743364476151,9697.256635523927,99.86938057780745,5953.988288752138,20.858634324789193,5804.3087575946365,9695.691242405277,96.36534218235212
1.53,5920.50099500663,54.345928070297845,5811.708535771521,9688.291464228547,91.0125959528999,5952.471995953582,22.374927123345792,5813.202845990023,9686.79715401005,87.6696372839802
1.54,5920.376125167923,54.47079790900498,5820.376816200161,9679.62318379991,82.58193633390658,5950.787839147911,24.05908392901769,5821.795806371357,9678.204193628713,79.4078220570447
1.55,5920.178940085122,54.6679829918055,5828.674269536906,9671.32573046316,74.59969635846234,5948.958234507111,25.8886885698172,5830.01342249772,9669.986577502346,71.60347122944697
1.56,5919.93369654981,54.91322652711783,5836.554084601485,9663.445915398584,67.08871915182372,5947.0039204150735,27.843002661853962,5837.809316035418,9662.19068396465,64.27875991223824
1.57,5919.652700723686,55.194222353241734,5843.983629904028,9656.016370096042,60.06851321848675,5944.948757435165,29.898165641762237,5845.1517402673135,9654.848259732755,57.451376143251736
1.58,5919.3438958411225,55.50302723580514,5850.93970509151,9649.060294908559,53.55286604061232,5942.821151795333,32.02577128159309,5852.018682664872,9647.981317335198,51.13256186098179
1.59,5919.013990474717,55.83293260221184,5857.407141331978,9642.592858668095,47.54838814800513,5940.653444637681,34.19347843924675,5858.396341797386,9641.603658202685,45.325974108685166
1.6,5918.669578759567,56.177344317360756,5863.378574261353,9636.621425738718,42.053833164972346,5938.480096656631,36.36682642029714,5864.278778664602,9635.721221335469,40.027290448203985
1.61,5918.317352850904,56.52957022602531,5868.854393978268,9631.145606021806,37.06012147498568,5936.33533910913,38.51158396779941,5869.667750723387,9630.332249276687,35.224490517757005
1.62,5917.963913763045,56.88300931388323,5873.842455179862,9626.15754482021,32.55097408133653,5934.250859852138,40.59606322479018,5874.572324900338,9625.427675099738,30.898698956765465
