t,TnCa,CB_on,CumCB_on,CumCB_off,FTI
0.43,0.00048115697490417236,0.01885399330037993,0.4789898031871319,0.4601358098867515,0.04601358098867516
0.44,0.000393937909811868,0.017100484557000802,0.4790326280301852,0.4619321434731839,0.0461932143473184
0.45,0.0003225289976448783,0.015506525900959953,0.4790677498524429,0.4635612239514823,0.04635612239514825
0.46,0.0002640643514404954,0.014058246157414645,0.4790965496578922,0.4650383035004769,0.0465038303500477
0.47000000000000003,0.0002161975504394525,0.012742860093331329,0.47912016204227514,0.46637730194894317,0.046637730194894325
0.48,0.00017700746152833863,0.011548606579128654,0.4791395188709073,0.46759091229177796,0.046759091229177804
0.49,0.00014492142740793934,0.010464685077083442,0.4791553851488808,0.4686907000717967,0.04686907000717967
0.5,0.00011865143926779286,0.009481192917966183,0.4791683890163013,0.4696871960983345,0.04696871960983345
0.51,9.714324473722493e-05,0.008589062630749968,0.479179045828569,0.4705899831978184,0.04705899831978184
0.52,7.95348573618205e-05,0.007780001667838141,0.4791877779082429,0.4714077762404041,0.04714077762404041
0.53,6.511823566014784e-05,0.007046434445251843,0.4791949327497131,0.4721484983044606,0.047214849830446055
0.54,5.331476202477813e-05,0.006381447487931179,0.4792007948493819,0.47281934736145004,0.047281934736145004
0.55,4.365057906340434e-05,0.005778736166152099,0.4792055975545048,0.47342686138835205,0.0473426861388352
0.56,3.5738006533167334e-05,0.0052325551636081295,0.4792095320483164,0.4739769768847076,0.047397697688470755
0.5700000000000001,2.9259881063001154e-05,0.004737674162718037,0.47921275495876453,0.4744750807960458,0.047447508079604586
0.58,2.395610745519101e-05,0.004289333574205735,0.4792153948738901,0.4749260612996836,0.04749260612996837
0.59,1.961376593531518e-05,0.0038832046637890956,0.4792175571730314,0.47533435250924155,0.04753343525092416
0.6,1.605876488275506e-05,0.003515352813883068,0.4792193281057263,0.47570397529184255,0.047570397529184266
0.61,1.3147682571043237e-05,0.00318220185563616,0.4792207787738164,0.4760385769181796,0.04760385769181797
0.62,1.0764176648267415e-05,0.002880504829970103,0.47922196691550856,0.47634146208553774,0.04763414620855379
0.63,8.8128624745832e-06,0.0026073139780070785,0.47922293989784626,0.47661562591983847,0.047661562591983855
0.64,7.2152304620516315e-06,0.0023599527202802025,0.47922373673013613,0.47686378400985524,0.04768637840098553
0.65,5.907415900654137e-06,0.0021359942968782113,0.47922438916908744,0.4770883948722085,0.04770883948722086
0.66,4.836445267814248e-06,0.0019332356123711412,0.47922492356487256,0.4772916879525007,0.04772916879525008
0.67,3.959672277803309e-06,0.0017496802772863239,0.47922536114479714,0.47747568086751013,0.04774756808675101
0.68,3.241841077503188e-06,0.0015835170560919076,0.4792257194624555,0.47764220240636296,0.04776422024063629
0.6900000000000001,2.6541696361640435e-06,0.001433104611439396,0.47922601285524014,0.47779290824380005,0.04777929082438001
0.7000000000000001,2.173139728371531e-06,0.0012969558421538543,0.4792262530427265,0.477929297200572,0.0477929297200572
0.71,1.7791890373308667e-06,0.0011737215588924301,0.47922644977512796,0.47805272821623485,0.04780527282162349
0.72,1.456603879850897e-06,0.0010621808913154052,0.4792266108877286,0.4781644299964125,0.04781644299964125
0.73,1.1924610593444105e-06,0.0009612266123359447,0.47922674282564726,0.47826551621331065,0.047826551621331065
0.74,9.762643452615784e-07,0.000869856990081477,0.47922685082528216,0.47835699383520003,0.04783569938352
0.75,7.992635631531195e-07,0.0007871633523927789,0.4792269392524197,0.47843977590002623,0.04784397759000263
0.76,6.543979420276291e-07,0.000712324119062547,0.47922701163106435,0.47851468751200116,0.047851468751200124
0.77,5.357393642080674e-07,0.0006445939773767833,0.47922707092013106,0.4785824769427536,0.047858247694275366
0.78,4.385920879935514e-07,0.000583299286034316,0.47922711946402446,0.47864382017798945,0.047864382017798954
0.79,3.5905404197545846e-07,0.0005278288801935569,0.4792271592109667,0.47869933033077255,0.04786993303307726
0.8,2.9396462976489455e-07,0.00047763057358105943,0.479227191739358,0.4787495611657763,0.04787495611657764
0.81,2.406879556955505e-07,0.0004322037115186431,0.4792272183656231,0.4787950146541038,0.047879501465410375
0.8200000000000001,1.9714143719733944e-07,0.00039109659385355385,0.4792272401301261,0.4788361435362719,0.04788361435362719
0.8300000000000001,1.6143423395408985e-07,0.00035389712349508893,0.47922725797723964,0.478873360853744,0.0478873360853744
0.84,1.320831213691504e-07,0.000320233508243252,0.47922727264788245,0.4789070391396386,0.04789070391396386
0.85,1.0803790323496372e-07,0.000289771628509006,0.47922728466691045,0.4789375130384008,0.04789375130384008
0.86,8.830676824895925e-08,0.0002622055699153809,0.47922729452978846,0.4789650889598725,0.04789650889598725
0.87,7.216033832403952e-08,0.00023726119543065013,0.47922730260101626,0.478990041405585,0.0478990041405585
0.88,5.8991411632939345e-08,0.0002146896502224009,0.47922730918403533,0.4790126195338123,0.04790126195338123
0.89,4.825627892100033e-08,0.00019426416738071244,0.47922731455051204,0.47903305038313077,0.047903305038313075
0.9,3.95271564743246e-08,0.0001757820810438873,0.4792273189142837,0.47905153683323926,0.047905153683323924
0.91,3.237655181643922e-08,0.00015905797653218795,0.4792273224890032,0.4790682645124704,0.04790682645124704
0.92,2.646907935104749e-08,0.00014392430086838506,0.47922732544229435,0.4790834011414254,0.047908340114142536
0.93,2.1615372211122633e-08,0.00013023072939774457,0.4792273278688221,0.4790970971394238,0.04790970971394238
0.9400000000000001,1.7633754292026697e-08,0.00011783952813779535,0.47922732985938704,0.4791094903312487,0.04791094903312487
0.9500000000000001,1.4380502704671705e-08,0.00010662722181162604,0.47922733148583274,0.4791207042640206,0.04791207042640206
0.96,1.174165831866914e-08,9.648185286636493e-05,0.47922733280512486,0.479130850952258,0.0479130850952258
0.97,9.621808732808434e-09,8.730144578114325e-05,0.47922733386495403,0.47914003241917236,0.04791400324191723
0.98,7.925551576164786e-09,7.899531059003536e-05,0.4792273347130191,0.47914833940242857,0.04791483394024285
0.99,6.553483752457329e-09,7.147995959124574e-05,0.47922733539901163,0.47915585543941985,0.04791558554394198
1.0,5.392429212348122e-09,6.467853800167284e-05,0.4792273359795034,0.4791626574415012,0.047916265744150116
1.01,4.4022626654377285e-09,5.85238066368498e-05,0.4792273364745569,0.4791688126679195,0.047916881266791944
1.02,3.563664405739963e-09,5.295506056069566e-05,0.4792273368938341,0.47917438183327293,0.047917438183327284
1.03,2.848076606384146e-09,4.791599107510142e-05,0.4792273372516112,0.4791794212605356,0.047917942126053555
1.04,2.2398953174779275e-09,4.335583340715602e-05,0.4792273375556882,0.47918398172228055,0.047918398172228045
1.05,1.7395388146559059e-09,3.9230030887960154e-05,0.4792273378058569,0.47918810777496845,0.04791881077749684
1.06,1.3554155309535879e-09,3.5497059171734857e-05,0.4792273379979123,0.47919184093874007,0.047919184093873995
1.07,1.0998845708282504e-09,3.211888993471924e-05,0.47922733812567375,0.4791952192357385,0.047919521923573835
1.08,9.421233528294274e-10,2.9062385522414354e-05,0.4792273382045524,0.47919827581902946,0.047919827581902934
1.09,8.433812457483743e-10,2.6297019651981678e-05,0.4792273382539229,0.47920104123427043,0.047920104123427024
1.1,7.489184435463802e-10,2.379454088499684e-05,0.47922733830115355,0.4792035437602681,0.04792035437602679
1.11,6.378647703157006e-10,2.1529965327371786e-05,0.4792273383566791,0.47920580839135124,0.047920580839135106
1.12,5.182313072975357e-10,1.9481090303931015e-05,0.47922733841649445,0.47920785732619003,0.04792078573261899
1.1300000000000001,3.861256490159331e-10,1.7627240361900243e-05,0.4792273384825459,0.47920971124218353,0.04792097112421834
1.1400000000000001,2.472056592188592e-10,1.5949635793293318e-05,0.4792273385520047,0.47921138891621096,0.04792113889162108
1.1500000000000001,1.1618065374149487e-10,1.4431845311743914e-05,0.4792273386175162,0.479212906772204,0.04792129067722038
1.16,2.1732374486025536e-11,1.305859946025681e-05,0.47922733866473965,0.47921428006527894,0.04792142800652788
1.17,3.682567654072076e-12,1.1815846509173516e-05,0.47922733867376444,0.47921552282725477,0.04792155228272546
1.18,4.654761976635188e-11,1.0691331946263155e-05,0.4792273386523323,0.4792166473203855,0.04792166473203854
1.19,1.1852565388784562e-10,9.673914883176305e-06,0.4792273386163438,0.47921766470146016,0.047921766470145996
1.2,1.773604502982781e-10,8.75327192962951e-06,0.47922733858692684,0.4792185853149967,0.047921858531499655
1.21,1.9444945198847655e-10,7.920144660924114e-06,0.4792273385783824,0.47921941843372096,0.04792194184337209
1.22,1.819041738871948e-10,7.1663966556797346e-06,0.47922733858465494,0.47922017218799867,0.047922017218799864
1.23,1.3269083524085187e-10,6.484443664337429e-06,0.47922733860926137,0.47922085416559645,0.04792208541655964
1.24,5.233648173957079e-11,5.8672170004801594e-06,0.4792273386494383,0.4792214714324372,0.047922147143243714
1.25,-5.147468335240319e-11,5.309051342703977e-06,0.47922733870134354,0.47922202965000027,0.04792220296500002
1.26,-1.3363528355156756e-10,4.8039516864781064e-06,0.47922733874242357,0.47922253479073657,0.04792225347907365
1.27,-1.4727685708148605e-10,4.3468079790946575e-06,0.47922733874924434,0.47922299194126466,0.04792229919412646
1.28,-1.1203844047213095e-10,3.933154903951702e-06,0.4792273387316252,0.4792234055767207,0.04792234055767206
1.29,-5.459586606643708e-11,3.558920325471099e-06,0.479227338702904,0.479223779782578,0.04792237797825779
1.3,3.280085286221089e-11,3.2202499064133352e-06,0.47922733865920586,0.4792241184092989,0.04792241184092988
1.31,1.6202928201506626e-10,2.913635008484618e-06,0.4792273385945919,0.47922442495958284,0.04792244249595827
1.32,3.1334817251955893e-10,2.635985902602313e-06,0.4792273385189327,0.4792247025330295,0.047922470253302936
1.33,4.4872334686389196e-10,2.384604476864897e-06,0.47922733845124527,0.47922495384676783,0.04792249538467677
1.34,5.424717529336151e-10,2.1571214761135766e-06,0.4792273384043712,0.4792251812828945,0.04792251812828944
1.35,5.642626125780648e-10,1.9515313163653524e-06,0.4792273383934758,0.4792253868621589,0.047922538686215876
1.36,5.129945991551071e-10,1.7657681982971863e-06,0.47922733841910975,0.4792255726509109,0.04792255726509108
1.37,4.1969500248599426e-10,1.5976698315872728e-06,0.47922733846575943,0.47922574079592734,0.04792257407959272
1.3800000000000001,2.9762516464172833e-10,1.4456017381928172e-06,0.4792273385267942,0.4792258929250555,0.047922589292505535
1.3900000000000001,1.6569606623940796e-10,1.3081642659795514e-06,0.4792273385927587,0.47922603042849216,0.047922603042849204
1.4000000000000001,4.1181384540690644e-11,1.1839836680940165e-06,0.479227338655016,0.47922615467134727,0.04792261546713472
1.41,-6.551569346624172e-11,1.0715629458616777e-06,0.4792273387083645,0.479226267145418,0.04792262671454179
1.42,-1.3410918461394396e-10,9.6975935354521e-07,0.47922733874266116,0.479226368983307,0.04792263689833069
1.43,-1.4133747629966964e-10,8.77587529211053e-07,0.4792273387462753,0.4792264611587455,0.047922646115874545
1.44,-4.528315535032915e-11,7.93530883880686e-07,0.4792273386982482,0.47922654516736374,0.047922654516736364
1.45,2.019014372198699e-11,7.18387561330785e-07,0.47922733866551154,0.4792266202779497,0.04792266202779496
1.46,1.1401061152083718e-10,6.500220651520131e-07,0.47922733861860134,0.47922668859653567,0.04792266885965355
1.47,1.9749352497815092e-10,5.880723030126649e-07,0.47922733857685995,0.4792267505045564,0.047922675050455624
1.48,2.4378049631334107e-10,5.321155493006441e-07,0.4792273385537165,0.4792268064381666,0.04792268064381665
1.49,2.6498697086082864e-10,4.815292606840214e-07,0.4792273385431133,0.47922685701385204,0.047922685701385186
1.5,2.514444555750215e-10,4.358025794555073e-07,0.47922733854988453,0.4792269027473045,0.04792269027473044
1.51,1.9120007037779236e-10,3.944379733152195e-07,0.47922733858000677,0.4792269441420328,0.04792269441420327
1.52,1.0520246461285528e-10,3.570389701729738e-07,0.47922733862300554,0.47922698158403476,0.047922698158403464
1.53,2.3790552543629805e-11,3.2323794103976e-07,0.4792273386637115,0.47922701542576984,0.04792270154257697
1.54,-3.8856352843184357e-11,2.926176211581901e-07,0.4792273386950349,0.4792270460774132,0.0479227046077413
1.55,-7.20007255207441e-11,2.6479772213702186e-07,0.47922733871160705,0.47922707391388436,0.047922707391388424
1.56,-8.595649712928902e-11,2.396241190331524e-07,0.4792273387185849,0.47922709909446537,0.047922709909446526
1.57,-8.229644651005949e-11,2.1684877752727298e-07,0.47922733871675494,0.47922712186797684,0.047922712186797674
1.58,-6.006765401885622e-11,1.9619652880480828e-07,0.47922733870564055,0.4792271425091112,0.0479227142509111
1.59,-4.765012773616239e-11,1.769001638067121e-07,0.4792273386994318,0.47922716179926744,0.04792271617992673
1.6,1.5725104615451868e-12,1.6042357219083863e-07,0.4792273386748205,0.4792271782512477,0.047922717825124764
1.61,3.032202301014867e-11,1.4526269646997015e-07,0.4792273386604457,0.4792271933977487,0.04792271933977486
1.62,3.9523499475694077e-11,1.3140505341768723e-07,0.47922733865584494,0.479227207250791,0.04792272072507908
1.6300000000000001,3.93526400602646e-11,1.1871333138951686e-07,0.47922733865593037,0.4792272199425984,0.04792272199425983
1.6400000000000001,3.2615451448171914e-11,1.071496659255621e-07,0.47922733865929895,0.4792272315096325,0.047922723150963235
1.6500000000000001,1.9311933639416003e-11,9.671405702582293e-08,0.47922733866595074,0.47922724195189315,0.0479227241951893
1.6600000000000001,-5.579133660031159e-13,8.740650469029937e-08,0.47922733867588563,0.4792272512693804,0.04792272512693803
1.67,-2.4492370477205713e-11,7.912644952060006e-08,0.47922733868785283,0.47922725956140283,0.04792272595614027
1.68,-4.469083794799683e-11,7.156033768071221e-08,0.4792273386979521,0.4792272671376139,0.047922726713761375
1.69,-6.05924757159041e-11,6.468562557672029e-08,0.4792273387059029,0.4792272740202768,0.047922727402027666
1.7,-7.21972837809275e-11,5.850231320862432e-08,0.4792273387117053,0.4792272802093916,0.047922728020939144
1.71,-7.950526214306706e-11,5.301040057642426e-08,0.4792273387153593,0.4792272857049582,0.04792272857049581
1.72,-8.27247012038689e-11,4.806879730686152e-08,0.479227338716969,0.4792272906481712,0.04792272906481711
1.73,-8.207012788846676e-11,4.3532188571617176e-08,0.4792273387166417,0.4792272951844526,0.04792272951844525
1.74,-7.754155382405719e-11,3.9400566494737813e-08,0.47922733871437745,0.4792272993138104,0.047922729931381025
1.75,-6.913897901064022e-11,3.5673931076223436e-08,0.47922733871017614,0.47922730303624456,0.04792273030362444
1.76,-5.705709298972955e-11,3.2345153242888255e-08,0.4792273387041352,0.4792273063589814,0.04792273063589813
1.77,-4.424932805774046e-11,2.9306085249215114e-08,0.4792273386977313,0.47922730939164554,0.04792273093916454
1.78,-3.1712390482631314e-11,2.652023005548747e-08,0.47922733869146283,0.47922731217123227,0.04792273121712321
1.79,-1.94462802644021e-11,2.398758766170532e-08,0.4792273386853298,0.4792273146977416,0.047922731469774146
1.8,-7.450997403052826e-12,2.1708158067868676e-08,0.47922733867933215,0.47922731697117354,0.04792273169711734
1.81,4.264180936880849e-12,1.9681473387418134e-08,0.47922733867347456,0.4792273189920006,0.04792273189920005
1.82,1.4502857082991971e-11,1.7847194236645947e-08,0.4792273386683552,0.47922732082116043,0.04792273208211603
1.83,2.2429977161605262e-11,1.6163205324572914e-08,0.47922733866439166,0.47922732250118577,0.04792273225011857
1.84,2.8045541172720728e-11,1.4629506651199028e-08,0.47922733866158385,0.4792273240320767,0.04792273240320766
1.85,3.134954911633836e-11,1.324609821652429e-08,0.47922733865993183,0.4792273254138331,0.0479227325413833
1.86,3.234200099245815e-11,1.2012980020548703e-08,0.4792273386594356,0.47922732664645507,0.0479227326646455
1.87,3.148061970798573e-11,1.0905971022670585e-08,0.47922733865986633,0.47922732775389476,0.04792273277538947
1.8800000000000001,2.947075766652561e-11,9.88780816514748e-09,0.4792273386608713,0.47922732877306257,0.047922732877306244
1.8900000000000001,2.632026540759625e-11,8.958076711876014e-09,0.47922733866244654,0.47922732970436926,0.047922732970436914
1.9000000000000001,2.202914293119765e-11,8.116776662856183e-09,0.4792273386645921,0.47922733054781486,0.04792273305478148
1.9100000000000001,1.659739023732981e-11,7.36390801808799e-09,0.479227338667308,0.4792273313033994,0.04792273313033993
1.92,1.0391952321569321e-11,6.6912263131716555e-09,0.4792273386704107,0.47922733197918377,0.04792273319791837
1.93,4.5793633154158705e-12,6.072522036506689e-09,0.47922733867331696,0.4792273326007943,0.04792273326007943
1.94,-7.537884950729052e-13,5.5058497356398905e-09,0.47922733867598355,0.4792273331701332,0.04792273331701332
1.95,-5.607503109897006e-12,4.991209410571257e-09,0.4792273386784104,0.4792273336872004,0.047922733368720036
1.96,-9.981780529056436e-12,4.528601061300789e-09,0.4792273386805975,0.47922733415199587,0.047922733415199585
1.97,-1.3874817919983579e-11,4.1179409387528205e-09,0.479227338682544,0.4792273345646025,0.04792273345646025
1.98,-1.6996506144229336e-11,3.745752266090974e-09,0.4792273386841049,0.479227334938352,0.0479227334938352
1.99,-1.9136443377102086e-11,3.402261002923085e-09,0.4792273386851748,0.4792273352829132,0.04792273352829132
2.0,-2.0294629618601834e-11,3.0874671492491556e-09,0.4792273386857539,0.4792273355982862,0.047922733559828616
2.0100000000000002,-2.0471064868728565e-11,2.8013707050691787e-09,0.47922733868584216,0.47922733588447086,0.047922733588447085
2.02,-1.9665749127482307e-11,2.5439716703831724e-09,0.4792273386854395,0.47922733614146723,0.04792273361414672
2.0300000000000002,-1.7962002482866864e-11,2.31377620411082e-09,0.4792273386845876,0.47922733637081083,0.047922733637081084
2.04,-1.5867024261962194e-11,2.101690758599415e-09,0.4792273386835401,0.4792273365818488,0.047922733658184884
2.05,-1.346657253772757e-11,1.9061777822761783e-09,0.47922733868233985,0.4792273367761615,0.04792273367761615
2.06,-1.0760647310162877e-11,1.7272372751411032e-09,0.47922733868098694,0.4792273369537491,0.04792273369537491
2.07,-7.749248579268348e-12,1.5648692371942051e-09,0.4792273386794812,0.4792273371146114,0.04792273371146114
2.08,-4.432376345043715e-12,1.41907366843547e-09,0.4792273386778228,0.47922733725874855,0.047922733725874855
2.09,-1.1282681456183473e-12,1.2872722557997092e-09,0.47922733867617073,0.4792273373888979,0.04792273373888979
2.1,1.7127015527696837e-12,1.1658161325398754e-09,0.47922733867475026,0.47922733750893354,0.047922733750893357
2.11,4.087270882186274e-12,1.0546788714885258e-09,0.479227338673563,0.4792273376188835,0.04792273376188835
2.12,5.995439842631632e-12,9.53860472645651e-10,0.47922733867260886,0.4792273377187478,0.04792273377187478
2.13,7.437208434105589e-12,8.633609360112596e-10,0.479227338671888,0.47922733780852644,0.04792273378085265
2.14,8.415083500123913e-12,7.826242811444215e-10,0.47922733867139905,0.47922733788877414,0.047922733788877424
2.15,8.94204276672899e-12,7.087722422889362e-10,0.47922733867113554,0.4792273379623627,0.04792273379623627
2.16,9.019938274881074e-12,6.413940644282825e-10,0.4792273386710966,0.47922733802970197,0.0479227338029702
2.17,8.648770024580158e-12,5.804897475624666e-10,0.4792273386712822,0.4792273380907919,0.04792273380907919
2.18,7.828538015826207e-12,5.260592916914829e-10,0.4792273386716923,0.47922733814563245,0.047922733814563245
2.19,7.32038635241141e-12,4.707864759615339e-10,0.4792273386719464,0.4792273382011593,0.04792273382011593
2.2,1.0306575992985834e-11,3.840829743619059e-10,0.4792273386704533,0.47922733828636976,0.047922733828636974
2.21,1.3117265917623337e-11,3.012237988993464e-10,0.479227338669048,0.47922733836782355,0.047922733836782354
2.22,1.5752456126324192e-11,2.2220894957384723e-10,0.4792273386677304,0.47922733844552085,0.04792273384455208
2.23,1.821214661908815e-11,1.4703842638541586e-10,0.4792273386665005,0.4792273385194615,0.04792273385194615
2.24,2.049633739591544e-11,7.5712229334045e-11,0.47922733866535844,0.4792273385896456,0.04792273385896456
2.25,2.260502845680585e-11,8.23035841974137e-12,0.4792273386643041,0.47922733865607314,0.04792273386560731
2.2600000000000002,2.4538219801759575e-11,-5.5407186357500465e-11,0.4792273386633375,0.47922733871874407,0.04792273387187441
2.27,2.6295911430776435e-11,-1.152004049976759e-10,0.47922733866245865,0.47922733877765844,0.04792273387776584
2.2800000000000002,2.7878103343856585e-11,-1.7114929750078928e-10,0.47922733866166756,0.47922733883281626,0.047922733883281624
2.29,2.928479554099989e-11,-2.2325386386683652e-10,0.47922733866096423,0.4792273388842175,0.04792273388842175
2.3000000000000003,3.051598802220648e-11,-2.715141040958214e-10,0.4792273386603486,0.4792273389318621,0.04792273389318621
2.31,3.157168078747623e-11,-3.1593001818774044e-10,0.47922733865982076,0.47922733897575015,0.047922733897575016
2.32,3.245187383680922e-11,-3.565016061425952e-10,0.47922733865938066,0.47922733901588166,0.04792273390158817
2.33,3.315656717020546e-11,-3.9322886796038765e-10,0.47922733865902833,0.47922733905225656,0.04792273390522566
2.34,3.3685760787664887e-11,-4.261118036411144e-10,0.4792273386587637,0.4792273390848749,0.04792273390848749
2.35,3.4039454689187565e-11,-4.551504131847782e-10,0.47922733865858685,0.47922733911373666,0.047922733911373666
2.36,3.421764887477345e-11,-4.803446965913767e-10,0.47922733865849776,0.47922733913884186,0.047922733913884186
2.37,3.422034334442256e-11,-5.016946538609121e-10,0.4792273386584964,0.4792273391601905,0.04792273391601905
2.38,3.404753809813489e-11,-5.192002849933824e-10,0.47922733865858286,0.4792273391777825,0.04792273391777825
2.39,3.369923313591043e-11,-5.328615899887892e-10,0.479227338658757,0.479227339191618,0.0479227339191618
2.4,3.317542845774921e-11,-5.426785688471314e-10,0.4792273386590189,0.47922733920169686,0.047922733920169686
2.41,3.2476124063651185e-11,-5.486512215684096e-10,0.47922733865936856,0.47922733920801913,0.047922733920801916
2.42,3.1601319953616415e-11,-5.507795481526236e-10,0.47922733865980593,0.47922733921058486,0.04792273392105849
2.43,3.0551016127644824e-11,-5.490635485997733e-10,0.4792273386603311,0.47922733920939403,0.0479227339209394
2.44,2.93252125857365e-11,-5.435032229098592e-10,0.479227338660944,0.4792273392044466,0.04792273392044466
2.45,2.792390932789134e-11,-5.340985710828804e-10,0.47922733866164463,0.4792273391957426,0.04792273391957426
2.46,2.634710635410947e-11,-5.20849593118838e-10,0.47922733866243306,0.47922733918328203,0.0479227339183282
2.47,2.459480366439074e-11,-5.037562890177307e-10,0.4792273386633092,0.4792273391670649,0.04792273391670649
2.48,2.266700125873532e-11,-4.828186587795602e-10,0.4792273386642731,0.47922733914709115,0.047922733914709116
2.49,2.0563699137143028e-11,-4.5803670240432436e-10,0.47922733866532474,0.47922733912336085,0.047922733912336084
2.5,1.8284897299614053e-11,-4.294104198920256e-10,0.47922733866646416,0.47922733909587395,0.047922733909587394
2.5100000000000002,1.5830595746148196e-11,-3.969398112426613e-10,0.4792273386676913,0.4792273390646305,0.04792273390646305
2.52,1.3486603401618793e-11,-3.6584337738857686e-10,0.4792273386688633,0.47922733903470605,0.047922733903470606
2.5300000000000002,1.341807442320444e-11,-3.7565403002214756e-10,0.47922733866889755,0.47922733904455095,0.047922733904455096
2.54,1.3333738827186598e-11,-3.845361457401094e-10,0.47922733866893974,0.47922733905347525,0.04792273390534753
2.5500000000000003,1.3233596613565262e-11,-3.924897245424632e-10,0.4792273386689898,0.4792273390614789,0.04792273390614789
2.56,1.3117647782340439e-11,-3.995147664292083e-10,0.47922733866904776,0.4792273390685619,0.04792273390685619
2.57,1.2985892333512125e-11,-4.0561127140034505e-10,0.47922733866911366,0.4792273390747243,0.04792273390747243
2.58,1.2838330267080312e-11,-4.107792394558737e-10,0.47922733866918743,0.47922733907996606,0.047922733907996604
2.59,1.2674961583045015e-11,-4.1501867059579374e-10,0.47922733866926914,0.47922733908428716,0.047922733908428716
2.6,1.2495786281406222e-11,-4.183295648201055e-10,0.4792273386693587,0.47922733908768766,0.047922733908768764
