t,h1,h2,c1,c2
0.66,0.6112533411846622,0.49044051356785495,1.4146010392913368,0.08099968808577106
0.67,0.6077162485929442,0.49445215180116714,1.4259279179930282,0.08097251747347611
0.68,0.6041962448818925,0.4984194448951365,1.4368374772833201,0.0809493279578046
0.6900000000000001,0.600694602052384,0.5023428464285687,1.4473338357294003,0.0809300623927332
0.7000000000000001,0.5972125395266477,0.5062228050354247,1.457421520718544,0.08091466560857935
0.71,0.5937512244986896,0.5100597644598635,1.4671054308469709,0.08090308429159579
0.72,0.5903117724084819,0.5138541636115215,1.4763907980878146,0.0808952668746907
0.73,0.5868952475808185,0.5176064366210065,1.485283147071426,0.08089116344178593
0.74,0.5835026638654875,0.5213170128945069,1.493788262896937,0.08089072563246594
0.75,0.5801349854234095,0.5249863171683375,1.5019121589664997,0.08089390655781035
0.76,0.576793127645493,0.5286147695635508,1.5096610428152542,0.0809006607274197
0.77,0.5734779579820272,0.5322027856390251,1.517041291447974,0.08091094397158285
0.78,0.5701902968897554,0.535750776444513,1.5240594259626008,0.08092471337339022
0.79,0.566930918924962,0.5392591485739974,1.5307220832677402,0.0809419272129625
0.8,0.5637005539388484,0.5427283042190124,1.5370359870907409,0.08096254492068972
0.81,0.560499888013489,0.5461586412187723,1.5430079382781878,0.08098652701341306
0.8200000000000001,0.5573295647012981,0.5495505531120539,1.5486447926376834,0.08101383505427381
0.8300000000000001,0.5541901860018333,0.552904429187773,1.5539534338659904,0.08104443160113546
0.84,0.551082313709419,0.5562206545353978,1.5589407621888614,0.08107828017585482
0.85,0.5480064707720517,0.5594996100948328,1.5636136834006025,0.08111534523695102
0.86,0.5449631423802732,0.5627416727051431,1.5679790917971599,0.0811555921409144
0.87,0.5419527765666304,0.5659472151511666,1.5720438492478062,0.08119898707917997
0.88,0.5389757862201795,0.5691166062135431,1.575814784450893,0.08124549709468194
0.89,0.5360325501991097,0.5722502107155465,1.5792986813209353,0.08129509005192535
0.9,0.5331234141109159,0.5753483895686002,1.5825022636398638,0.0813477345905889
0.91,0.5302486914766429,0.578411499818101,1.5854321863999574,0.08140340010324516
0.92,0.5274086653853676,0.5814398946897846,1.5880950354060275,0.08146205674325516
0.93,0.5246035894781157,0.584433923633935,1.5904973181702482,0.08152367539716858
0.9400000000000001,0.521833688660984,0.5873939323685818,1.5926454500405725,0.08158822764234522
0.9500000000000001,0.5190991606374348,0.5903202629236044,1.5945457569227857,0.08165568575688198
0.96,0.5164001770340506,0.593213253683477,1.5962044715142583,0.0817260227073437
0.97,0.51373688432751,0.5960732394292112,1.5976277260856653,0.08179921212596918
0.98,0.5111094047213862,0.5989005513797051,1.5988215449255017,0.08187522828673023
0.99,0.5085178375119176,0.601695517232835,1.5997918500462742,0.08195404611677812
1.0,0.5059622599997939,0.6044584612056233,1.6005444568406504,0.08203564117989334
1.01,0.5034427282991785,0.6071897040743011,1.6010850665796368,0.08211998965352614
1.02,0.5009592784045585,0.6098895632131452,1.601419268983947,0.08220706832853807
1.03,0.4985119271756875,0.6125583526328319,1.6015525433871292,0.08229685460532893
1.04,0.49610067319858653,0.6151963830183907,1.6014902570924499,0.08238932648311889
1.05,0.4937254976350698,0.6178039617669261,1.601237662818282,0.08248446254818075
1.06,0.4913863650462725,0.6203813930245063,1.6007998976349909,0.08258224196430188
1.07,0.4890832242031439,0.6229289777218533,1.6001819853806356,0.08268264446883351
1.08,0.4868160088198853,0.6254470136101988,1.5993888347364462,0.0827856503607345
1.09,0.48458463841817884,0.6279357952967057,1.5984252418679652,0.08289124050026615
1.1,0.4823890194101599,0.6303956142798955,1.5972958983995265,0.08299939632419825
1.11,0.4802290452825986,0.6328267589827162,1.596005381082506,0.08311009980689694
1.12,0.4781045974206754,0.6352295147865327,1.5945581556210968,0.08322333346303883
1.1300000000000001,0.4760155457888669,0.6376041640643056,1.5929585782811209,0.08333908034319483
1.1400000000000001,0.4739617498434232,0.6399509862132992,1.5912109042642957,0.08345732404561827
1.1500000000000001,0.47194305886670535,0.6422702576871908,1.5893192819633934,0.0835780486935636
1.16,0.46995931258183815,0.6445622520277603,1.5872877551198925,0.0837012389317631
1.17,0.46801034174407674,0.646827239896103,1.585120265044485,0.08382687992302217
1.18,0.4660959688061367,0.6490654891033516,1.5828206548608148,0.08395495735053587
1.19,0.464216008381376,0.6512772646409624,1.5803926698721378,0.08408545740965023
1.2,0.4623702677083976,0.6534628287105455,1.577839958444346,0.08421836680106645
1.21,0.46055854716540356,0.6556224407532393,1.5751660744277474,0.08435367272830216
1.22,0.45878064075818537,0.6577563574792398,1.5723744797252277,0.08449136289584665
1.23,0.4570363365783777,0.6598648328966965,1.569468546519382,0.08463142550643951
1.24,0.45532541720235525,0.6619481183392683,1.5664515581423912,0.0847738492544899
1.25,0.45364766011605484,0.6640064624943615,1.5633267113939433,0.08491862332399581
1.26,0.45200283811040054,0.6660401114303484,1.5600971187329056,0.08506573738522864
1.27,0.4503907196627441,0.6680493086227739,1.5567658110929872,0.08521518159145083
1.28,0.4488110692907302,0.6700342949821333,1.5533357386363924,0.08536694657586412
1.29,0.44726364789799206,0.6719953088797861,1.5498097730138833,0.08552102344850261
1.3,0.4457482131033124,0.6739325861738372,1.5461907093515332,0.08567740379342835
1.31,0.44426451956169194,0.6758463602349641,1.5424812688704677,0.08583607966772602
1.32,0.4428123192571078,0.6777368619713801,1.5386841001005431,0.08599704359731178
1.33,0.44139136178879235,0.679604319853733,1.5348017807811183,0.08616028857460638
1.34,0.44000139464439697,0.6814489599396772,1.530836819765441,0.08632580805641375
1.35,0.43864216345505286,0.6832710058977842,1.5267916595632554,0.08649359596252028
1.36,0.43731341224540893,0.6850706790316268,1.5226686775681202,0.08666364667307486
1.37,0.43601488367037766,0.6868481983034431,1.5184701875002298,0.08683595502636876
1.3800000000000001,0.43474631923790313,0.6886037803573054,1.5141984412741607,0.08701051631724076
1.3900000000000001,0.4335074595223984,0.6903376395420783,1.5098556305717488,0.08718732629535343
1.4000000000000001,0.43229804436308467,0.6920499879339058,1.5054438887755124,0.08736638116403496
1.41,0.431117813030953,0.69374103535763,1.5009652947142382,0.08754767758121572
1.42,0.42996650444354,0.6954109894099748,1.496421871404273,0.08773121265530444
1.43,0.4288438573308912,0.6970600554810094,1.4918155881965076,0.08791698394484285
1.44,0.42774961039775755,0.6986884367754987,1.4871483624697177,0.08810498945788939
1.45,0.42668350248061804,0.7002963343340782,1.4824220610339878,0.08829522765130914
1.46,0.42564527266664187,0.7018839470537235,1.4776385022607015,0.08848769743072248
1.47,0.42463466041026526,0.7034514717080248,1.472799458033398,0.08868239815053161
1.48,0.42365140572631205,0.7049991029683901,1.4679066535033949,0.08887932961272706
1.49,0.42269524928695174,0.7065270334237115,1.462961769093947,0.08907849206734574
1.5,0.4217659325386605,0.7080354536001532,1.4579664417809328,0.08927988621266615
1.51,0.4208631978122932,0.7095245519806693,1.4529222663388504,0.08948351319559308
1.52,0.4199867883755044,0.7109945150234084,1.4478307974692712,0.08968937461298622
1.53,0.4191364485651425,0.7124455271812926,1.442693550358737,0.08989747251192395
1.54,0.41831192389438215,0.7138777709210181,1.4375120015534077,0.09010780939045461
1.55,0.4175129611233973,0.7152914267412865,1.432287590357203,0.09032038819900814
1.56,0.41673930834039874,0.7166866731910466,1.4270217199231583,0.0905352123417913
1.57,0.41599071502739304,0.7180636868873942,1.4217157584034692,0.0907522856784875
1.58,0.41526693207556,0.7194226425327971,1.4163710404746424,0.09097161252658256
1.59,0.4145677119198763,0.7207637129332666,1.4109888677266513,0.09119319766280583
1.6,0.4138928085828343,0.722087069015467,1.4055705097950568,0.09141704632557346
1.61,0.41324197772507015,0.7233928798436987,1.4001172053660254,0.09164316421756562
1.62,0.4126149766982973,0.7246813126367122,1.3946301630984201,0.09187155750848587
1.6300000000000001,0.41201156456554433,0.7259525327838378,1.3891105626736233,0.09210223283815892
1.6400000000000001,0.411431502124422,0.7272067038609873,1.383559555782041,0.0923351973198489
1.6500000000000001,0.410874552005293,0.728443987647655,1.3779782666599683,0.09257045854355653
1.6600000000000001,0.41034047868213136,0.7296645441423724,1.3723677930549258,0.09280802457985737
1.67,0.4098290485057387,0.7308685315783364,1.366729207029002,0.09304790398390989
1.68,0.4093400297336909,0.7320561064388139,1.3610635557370068,0.09329010579974215
1.69,0.4088731925163318,0.7332274234718936,1.3553718622884507,0.0935346395654804
1.7,0.4084283089496047,0.7343826357057465,1.3496551264035916,0.09378151531773338
1.71,0.4080051531083442,0.7355218944634878,1.3439143250915355,0.09403074359653991
1.72,0.4076035010532002,0.7366453493775744,1.338150413369499,0.09428233545099894
1.73,0.4072231308474467,0.7377531484041128,1.3323643249291988,0.09453630244500322
1.74,0.40686382256445347,0.7388454378368412,1.3265569727883002,0.09479265666341974
1.75,0.40652535826259345,0.7399223623204356,1.3207292499473937,0.09505141071917156
1.76,0.4062075220419412,0.740984064864866,1.3148820299563466,0.09531257775903604
1.77,0.40591010004001216,0.7420306868586438,1.309016167511822,0.09557617147090779
1.78,0.4056328804335908,0.7430623680819745,1.3031324990299102,0.09584220609124879
1.79,0.4053756534429681,0.7440792467197561,1.297231843197778,0.09611069641280558
1.8,0.4051382113009132,0.7450814593738345,1.2913150014797596,0.09638165779396904
1.81,0.4049203482443726,0.7460691410754259,1.2853827586264612,0.09665510616758435
1.82,0.40472186058284915,0.7470424252985561,1.2794358832320956,0.09693105804717209
1.83,0.404542546662424,0.7480014439716636,1.2734751281904613,0.09720953053745605
1.84,0.4043822068634284,0.748946327489539,1.2675012311644667,0.09749054134396339
1.85,0.4042406435980644,0.7498772047250697,1.2615149150417555,0.09777410878299025
1.86,0.40411766130773996,0.7507942030407836,1.2555168883767265,0.09806025179195493
1.87,0.4040130664602816,0.7516974483001949,1.2495078458195805,0.09834898994014414
1.8800000000000001,0.4039266675368419,0.7525870648787798,1.2434884685204486,0.09864034344035467
1.8900000000000001,0.4038582747750003,0.7534631756706835,1.2374594242252408,0.09893433317262963
1.9000000000000001,0.40380770042296904,0.7543259021037586,1.2314213679811272,0.09923098068394101
1.9100000000000001,0.40377475876510144,0.755175364150584,1.2253749425529592,0.09953030819927118
1.92,0.40375926603357704,0.7560116803373818,1.2193207786906828,0.09983233863860468
1.93,0.4037610403975398,0.7568349677540224,1.2132594954806284,0.10013709563068146
1.94,0.4037799019522884,0.757645342063826,1.207191700687046,0.10044460352723361
1.95,0.4038156727086453,0.7584429175131601,1.2011179910844634,0.10075488741771331
1.96,0.4038681765826287,0.7592278069408336,1.1950389527814478,0.10106797314452025
1.97,0.40393723932401054,0.7600001217858998,1.1889551613866887,0.10138388732414325
1.98,0.40402268830322363,0.760759972092041,1.1828671818218084,0.10170265738131042
1.99,0.4041243528579191,0.7615074665243929,1.1767755694867246,0.10202431153455552
2.0,0.40424206415763336,0.7622427123752552,1.1706808702448475,0.10234887882472204
2.0100000000000002,0.40437565516544266,0.7629658155717761,1.1645836206361975,0.10267638913556809
2.02,0.4045249606214635,0.7636768806839094,1.1584843481359837,0.10300687321309206
2.0300000000000002,0.40468981702658974,0.7643760109321538,1.152383571406361,0.10334036268549726
2.04,0.4048700626265525,0.7650633081950733,1.146281800541861,0.10367689008380614
2.05,0.4050655373963919,0.7657388730166009,1.140179537308978,0.10401648886313622
2.06,0.40527608290425593,0.7664028046089686,1.134077274947198,0.10435919344671586
2.07,0.405501542307275,0.7670552008599274,1.1279754984352657,0.10470503924663772
2.08,0.40574176050753524,0.7676961583452188,1.1218746853230586,0.10505406265627343
2.09,0.40599658403430894,0.7683257723314123,1.1157753055781725,0.10540630109338707
2.1,0.4062658610243703,0.7689441367818618,1.1096778217767513,0.10576179302625872
2.11,0.4065494412027238,0.769551344362424,1.1035826892895497,0.1061205780006324
2.12,0.40684717586365504,0.7701474864469362,1.0974903564630671,0.10648269666753324
2.13,0.407158917852163,0.7707326531224504,1.0914012647961562,0.10684819081196936
2.14,0.4074845215376114,0.7713069331937489,1.0853158490753518,0.10721710338577677
2.15,0.40782384267038313,0.7718704141808248,1.0792345369758356,0.10758947858769195
2.16,0.40817673850805475,0.7724231823316589,1.0731577498736418,0.10796536183835408
2.17,0.40854306779230026,0.7729653226260874,1.0670859029779933,0.1083447998153354
2.18,0.4089226906969529,0.7734969187777171,1.061019405327728,0.10872784050077539
2.19,0.409315468807735,0.7740180532373776,1.0549586599252037,0.10911453321780959
2.2,0.40972126510231754,0.7745288071962984,1.0489040638662739,0.1095049286681848
2.21,0.41013994393075065,0.7750292605890049,1.0428560084666476,0.10989907897108424
2.22,0.4105713709963062,0.775519492095936,1.0368148793849303,0.1102970377031867
2.23,0.41101541331036157,0.7759995791427331,1.0307810565959963,0.11069885996313397
2.24,0.41147193911366736,0.7764695978953179,1.0247549141722367,0.11110460246717811
2.25,0.4119408179788457,0.7769296232754954,1.0187368210658119,0.11151432348775381
2.2600000000000002,0.4124219207446853,0.7773797289568275,1.0127271409515786,0.11192808294131715
2.27,0.4129151194911869,0.7778199873648366,1.0067262322910875,0.11234594244236122
2.2800000000000002,0.4134202875200866,0.7782504696774728,1.0007344484218599,0.11276796535458547
2.29,0.41393729933575557,0.778671245825247,0.9947521376436965,0.11319421684374928
2.3000000000000003,0.4144660306265057,0.7790823844910295,0.9887796433022498,0.11362476393224565
2.31,0.41500635824629245,0.7794839531094999,0.98281730386989,0.11405967555549756
2.32,0.4155581601514484,0.7798760178561912,0.9768654527577197,0.11449902270740572
2.33,0.4161213154019093,0.7802586436503645,0.970924418501114,0.11494287846469095
2.34,0.4166957041868103,0.7806318941628162,0.9649945250834253,0.11539131796728375
2.35,0.41728120777773064,0.7809958318071852,0.9590760918303655,0.1158444185406282
2.36,0.4178777085106171,0.781350517737127,0.9531694334679759,0.11630225976593557
2.37,0.4184850897680923,0.7816960118430789,0.947274860178214,0.11676492355282587
2.38,0.4191032359621651,0.7820323727486109,0.9413926776523462,0.117232494214409
2.39,0.41973203251736546,0.7823596578063559,0.9355231871423214,0.11770505854485798
2.4,0.4203713658503383,0.7826779230917017,0.9296666854859964,0.11818270591666938
2.41,0.4210211233132273,0.782987223379366,0.9238234649067513,0.11866552853839064
2.42,0.421681193229608,0.7832876121614272,0.9179938133738996,0.11915362131865212
2.43,0.42235146487163966,0.7835791416379383,0.9121780145997752,0.11964708198810353
2.44,0.4230318284357035,0.7838618627061682,0.9063763480233042,0.12014601123285584
2.45,0.42372217502676796,0.7841358249531145,0.900589088842645,0.12065051279548933
2.46,0.4244223966431573,0.784401076647487,0.8948165080461542,0.12116069357958166
2.47,0.4251323861617402,0.784657664731155,0.8890588724418175,0.12167666375783566
2.48,0.42585203732354915,0.7849056348100484,0.8833164446852955,0.12219853688388455
2.49,0.42658124470935194,0.785145031134887,0.8775894832456975,0.12272643010755675
2.5,0.4273199037099049,0.7853758965760512,0.8718782423366688,0.12326046444885694
2.5100000000000002,0.4280679105500812,0.7855982726468383,0.8661829721570955,0.12380076456846267
2.52,0.42882516225973766,0.7858121994768716,0.8605039188184407,0.12434745905286759
2.5300000000000002,0.4295915566594279,0.7860177157980734,0.854841324354848,0.12490068056728347
2.54,0.43036699234754766,0.7862148589308892,0.8491954267380937,0.12546056600393446
2.5500000000000003,0.43115136868788345,0.7864036647697951,0.8435664598914485,0.12602725663574563
2.56,0.4319445857975708,0.7865841677680774,0.8379546537025743,0.12660089827555113
2.57,0.4327465445338645,0.7867564009182828,0.8323602340276902,0.1271816414810055
2.58,0.43355714646937205,0.7869203957052194,0.8267834226364134,0.12776964206337107
2.59,0.4343762938989717,0.787076182127918,0.821224437309014,0.12836506082356494
2.6,0.4352038898260149,0.7872237886735982,0.8156834918295359,0.12896806382147782
2.61,0.4360398379494117,0.7873632422918043,0.810160795980644,0.12957882264068873
2.62,0.436884042653578,0.7874945683730918,0.8046565555499511,0.13019751459963977
2.63,0.43773640899879085,0.7876177907267621,0.7991709723358943,0.13082432297071495
2.64,0.43859684271195853,0.7877329315576236,0.7937042441532604,0.13145943720741177
2.65,0.43946525017769666,0.7878400114414454,0.7882565648380452,0.13210305318381843
2.66,0.44034153841551593,0.7879390492593077,0.7828281241991046,0.13275537394824596
2.67,0.44122561508102526,0.7880300621969811,0.7774191080571953,0.13341660965238378
2.68,0.44211738846664683,0.7881130657406702,0.7720296982806455,0.13408697752200738
2.69,0.4430167674870233,0.7881880736275727,0.7666600727628097,0.13476670239315383
2.7,0.4439236616716273,0.7882550978142707,0.7613104054248234,0.13545601701898483
2.71,0.44483798115775247,0.788314148443818,0.7559808662184703,0.1361551623886181
2.72,0.44575963668389146,0.7883652338114968,0.7506716211292457,0.13686438805822396
2.73,0.4466885395835007,0.7884083603292183,0.7453828321797187,0.13758395249468042
2.74,0.4476246017742372,0.7884435324585655,0.7401146574208456,0.13831412382948013
2.75,0.44856773574685543,0.7884707526379588,0.7348672509219146,0.13905518068500308
2.7600000000000002,0.449517854575037,0.788490021333482,0.729640762812934,0.13980741135561225
2.77,0.450474871903679,0.7885013369545898,0.7244353392722626,0.1405711147745483
2.7800000000000002,0.4514387019438274,0.788504695806346,0.7192511225307614,0.14134660099072743
2.79,0.4524092594682685,0.788500092041694,0.714088250877439,0.14213419163931865
2.8000000000000003,0.4533864598074788,0.78848751761187,0.7089468586659058,0.14293422043107815
2.81,0.45437021884593065,0.7884669622149184,0.7038270763217311,0.14374703366090205
2.82,0.45536045301680206,0.7884384132280853,0.6987290303471234,0.14457299095249676
2.83,0.4563570792857499,0.78840185555628,0.6936528433055451,0.14541246727341675
2.84,0.4573600151666068,0.7883572717075489,0.6885986338665686,0.14626585147688553
2.85,0.4583691787146787,0.7883046417013541,0.6835665168093784,0.14713354738392484
2.86,0.4593844885221366,0.7882439429873282,0.6785566030308551,0.14801597469523542
2.87,0.4604058637158318,0.7881751503768585,0.6735689995589379,0.14891356969682812
2.88,0.4614332239554132,0.7880982359720591,0.6686038095673886,0.14982678599477725
2.89,0.4624664894317455,0.7880131690920767,0.6636611323920318,0.15075609527983524
2.9,0.4635055808654422,0.7879199161947172,0.6587410635482516,0.15170198815574176
2.91,0.46455041949358494,0.787818440666258,0.6538436947297219,0.15266497718491762
2.92,0.46560092707826717,0.7877087028377942,0.6489691138451483,0.15364559608015482
2.93,0.46665702591124814,0.7875906599541111,0.6441174050497663,0.15464439968431315
2.94,0.46771863880821835,0.7874642660258272,0.6392886487607402,0.15566196591114015
2.95,0.4687856891083574,0.7873294717318097,0.6344829216829629,0.15669889681760074
2.96,0.46985810067412,0.7871862243178921,0.6297002968368177,0.1577558197218528
2.97,0.4709357978912486,0.7870344674918108,0.6249408435879753,0.15883338836805153
2.98,0.47201870566900517,0.7868741413142755,0.6202046276793088,0.1599322841391624
2.99,0.4731067494353922,0.7867051820173779,0.6154917112537838,0.1610532187019017
3.0,0.47419985513242635,0.7865275218168783,0.6108021528792816,0.16219693674414584
3.0100000000000002,0.4752979492297475,0.786341088958592,0.606136007614664,0.1633642139693648
3.02,0.47640095871913024,0.786145807506925,0.6014933270368593,0.16455586024892374
3.0300000000000002,0.4775088111146399,0.7859415972006758,0.5968741592821347,0.1657727213882377
3.04,0.4786214344530539,0.7857283733053942,0.5922785490901109,0.16701568092940458
3.0500000000000003,0.4797387572943771,0.7855060464597893,0.5877065378502065,0.16828566204150938
3.06,0.4808607087246834,0.7852745225154819,0.5831581636524555,0.1695836296855707
3.0700000000000003,0.48198721835572406,0.7850337023713023,0.5786334613381343,0.17091059260066166
3.08,0.48311821632428664,0.7847834818012436,0.5741324625527691,0.1722676053599824
3.09,0.48425363329411747,0.7845237512752273,0.5696551958039264,0.17365577073118008
3.1,0.48539340045689444,0.7842543957733806,0.5652016865209475,0.17507624205596872
3.11,0.48653744953324585,0.783975294593421,0.5607719571175265,0.17653022573413185
3.12,0.48768571277286893,0.7836863211452102,0.5563660270549727,0.1780189840987501
3.13,0.4888381229444494,0.783387342675023,0.5519839128842071,0.17954384149931082
3.14,0.4899946133482572,0.7830782201221983,0.5476256283445191,0.1811061836344975
3.15,0.4911551178158463,0.7827588078886599,0.5432911844348374,0.18270746091031528
3.16,0.4923195707081726,0.782428953590981,0.5389805894844193,0.1843491923967341
3.17,0.4934879069157284,0.7820884978170911,0.5346938492315861,0.18603296929274482
3.18,0.4946600618585543,0.781737273874321,0.5304309669055145,0.18776045854819123
3.19,0.4958359714856656,0.7813751075173672,0.5261919433071951,0.1895334069835437
3.2,0.49701557227339344,0.7810018166437963,0.5219767768853243,0.1913536462776492
3.21,0.4981988012270565,0.7806172110678462,0.5177854638461907,0.19322309550022843
3.22,0.49938559587951425,0.78022109221116,0.5136179982409477,0.1951437660275258
3.23,0.5005758942901107,0.7798132527985263,0.5094743720613579,0.19711776619828844
3.24,0.5017696350435078,0.7793934765461642,0.5053545753397499,0.1991473060825098
3.25,0.5029667572482808,0.7789615378395992,0.5012585962522702,0.20123470245020775
3.2600000000000002,0.5041672005312875,0.7785172016159408,0.49718642120815454,0.2033823826894439
3.27,0.505370905034091,0.7780602231098974,0.49313803495249864,0.20559288966696299
3.2800000000000002,0.5065778114174709,0.7775903471362158,0.4891134207089208,0.2078688894468285
3.29,0.5077878608550055,0.7771073079359073,0.48511256027938815,0.21021317587069768
3.3000000000000003,0.5090009950296603,0.7766108288317269,0.4811354341620181,0.2126286764102378
3.31,0.5102171561300124,0.7761006218741135,0.47718202167229223,0.2151184582371321
3.3200000000000003,0.5114362868459951,0.7755763874875966,0.47325230106705474,0.2176857343451574
3.33,0.5126583303607767,0.7750378145193277,0.4693462496461047,0.2203338621845955
3.34,0.5138832303470011,0.7744845797060717,0.4654638438931897,0.22306635328555255
3.35,0.5151109309620802,0.7739163471907966,0.4616050596167956,0.22588688202082838
3.36,0.5163413768405033,0.7733327683296524,0.4577698720756403,0.22879928898979698
3.37,0.5175745130865934,0.7727334813911224,0.45395825611432694,0.23180758649494856
3.38,0.5188102852693173,0.7721181114840161,0.4501701863048753,0.2349159593835614
3.39,0.5200486394125685,0.7714862701714439,0.44640563708621517,0.23812877247305098
3.4,0.5212895219853436,0.7708375551402484,0.4426645829069689,0.24145057693301408
3.41,0.5225328798930242,0.7701715500296823,0.43894699837299056,0.24488611348508602
3.42,0.5237786604671928,0.7694878242281471,0.4352528583959,0.2484403162700665
3.43,0.5250268114517957,0.768785933210087,0.4315821383138492,0.25211830150555437
3.44,0.5262772809918901,0.7680654183181223,0.4279348140482953,0.25592537230475854
3.45,0.5275300176214847,0.7673258065998617,0.4243108622613791,0.2598670222199415
3.46,0.5287849702491733,0.766566611003332,0.42071026049769045,0.2639489292180825
