t,C_1,C_2,T_1,C_3,T_2,T_3
0.32,1.077858169937553,0.791179799174918,5.022766170945534,0.06419397037745347,4.073585592097168,1.3265412200938886
0.33,1.1060560284634646,0.8111353936765473,4.9978349304508045,0.06666780742073922,4.0490672196556226,1.3342158529845167
0.34,1.1339644115668335,0.8308404348944185,4.97320051774564,0.0691651593491628,4.024785987566587,1.3417580508115268
0.35000000000000003,1.1615868497297113,0.8502980064964685,4.9488594350655415,0.07168558103445566,4.00073940864174,1.349169543485639
0.36,1.1889268393112702,0.8695111576541107,4.924808219705864,0.07422862806065116,3.9769250254464836,1.3564520473126935
0.37,1.2159878434060576,0.8884829034788306,4.901043443455933,0.07679385657634388,3.953340410050375,1.3636072650623594
0.38,1.2427732927000295,0.9072162254539224,4.87756171204359,0.0793808231409932,3.929983163785464,1.370636886041761
0.39,1.2692865825832667,0.925714071104991,4.8543596663792385,0.08198908597336321,3.906850916427023,1.3775425857262669
0.4,1.2955310738683201,0.9439793544043729,4.831433982065126,0.08461820485045404,3.8839413259293596,1.3843260258160235
0.41000000000000003,1.3215100926418353,0.9620149559995694,4.808781369320709,0.08726774133149333,3.8612520780273867,1.3909888541896411
0.42,1.3472269301727158,0.9798237234513159,4.786398572881695,0.08993725895947327,3.8387808858495673,1.3975327048660746
0.43,1.3726848445859445,0.9974084717661679,4.764282371096238,0.09262632274867402,3.816525489899383,1.4039591982312003
0.44,1.3978870595662578,1.014771983439967,4.742429576365784,0.09533449987913925,3.7944836574071044,1.4102699408133663
0.45,1.4228367640325095,1.0319170086642804,4.720837035143557,0.09806135999959815,3.772653181882521,1.4164665252034931
0.46,1.4475371128199743,1.048846265701977,4.699501627473801,0.10080647512372344,3.751031882876489,1.4225505301253596
0.47000000000000003,1.4719912269413882,1.065562441195453,4.67842026671985,0.10356941969944719,3.729617605650043,1.4285235204400728
0.48,1.4962021923993762,1.0820681901478901,4.657589900034054,0.1063497711766089,3.7084082206845785,1.4343870470136313
0.49,1.520173056731632,1.0983661353935796,4.63700750998793,0.10914711135548576,3.6874016229418025,1.4401426463694251
0.5,1.543906835374229,1.1144588692733222,4.6166701111858135,0.11196102434496127,3.6665957322214546,1.445791841279414
0.51,1.5674065097625858,1.130348953451577,4.596574751102802,0.11479109737077156,3.6459884926000945,1.4513361405679188
0.52,1.5906750273033325,1.1460389191526617,4.576718509967952,0.11763692093636081,3.6255778720812257,1.456777039095404
0.53,1.6137153015823091,1.1615312674482565,4.557098500527803,0.12049808890044003,3.6053618622749446,1.4621160177666583
0.54,1.636530210498937,1.1768284690534176,4.537711868839331,0.12337419925905813,3.585338477884662,1.4673545433743762
0.55,1.6591225976808535,1.1919329648954058,4.518555793436846,0.1262648538085266,3.5655057565074055,1.4724940687080714
0.56,1.6814952737179594,1.206847166638061,4.499627484589395,0.12916965786804313,3.545861758420281,1.4775360326504077
0.5700000000000001,1.703651015607422,1.2215734567818908,4.480924184446449,0.13208822060989123,3.5264045662009407,1.4824818601317802
0.58,1.725592566978294,1.2361141889464518,4.462443166797855,0.13502015512227153,3.5071322844250568,1.4873329621494213
0.59,1.7473226381187286,1.2504716881032296,4.444181736931987,0.13796507853184045,3.488043039356922,1.4920907357747752
0.6,1.7688439054113059,1.2646482506639145,4.426137231786629,0.1409226123100088,3.4691349786113004,1.4967565641214298
0.61,1.7901590127464795,1.2786461450436344,4.408307019125334,0.14389238195480467,3.4504062709291206,1.5013318164541216
0.62,1.8112705714365356,1.2924676118607887,4.390688497454041,0.14687401714191176,3.431855105874056,1.5058178481945534
0.63,1.8321811604067122,1.3061148642017815,4.3732790958019025,0.1498671517861779,3.413479693548566,1.5102160009488095
0.64,1.852893326469887,1.3195900879040126,4.3560762734617615,0.15287142407448157,3.3952782643186294,1.514527602542759
0.65,1.8734095840328697,1.3328954417073744,4.339077520009343,0.15588647667820815,3.3772490685007797,1.5187539670146184
0.66,1.8937324155597377,1.3460330575768955,4.322280354953109,0.15891195672118147,3.3593903761082253,1.5228963946692233
0.67,1.9138642723212456,1.3590050410889936,4.305682327245064,0.16194751565376617,3.3417004766216563,1.52695617215686
0.68,1.9338075744071983,1.3718134716477286,4.289281015152708,0.16499280936054544,3.3241776787100474,1.5309345724959558
0.6900000000000001,1.9535647110247878,1.384460402764639,4.273074025991989,0.1680474981742045,3.3068203099761466,1.5348328551203188
0.7000000000000001,1.9731380407068826,1.3969478623151361,4.25705899590135,0.17111124691801102,3.2896267166981654,1.5386522659203614
0.71,1.9925298910632359,1.4092778526834182,4.241233589822901,0.17418372510178787,3.2725952635371782,1.5423940372460692
0.72,2.011742559801215,1.4214523512100388,4.225595500909759,0.17726460668384053,3.2557243333536974,1.5460593880233542
0.73,2.0307783148746528,1.4334733104285047,4.210142450328118,0.18035357012752679,3.2390123269554936,1.5496495237957266
0.74,2.0496393947327944,1.445342658324039,4.1948721870144166,0.18345029842171928,3.2224576628574124,1.5531656367766469
0.75,2.0683280086409797,1.457062298607702,4.1797824874004395,0.1865544790748139,3.2060587770508464,1.5566089059100674
0.76,2.0868463365015746,1.4686341108774499,4.164871155371783,0.18966580428238627,3.189814122719758,1.5599804968747886
0.77,2.1051965292843877,1.4800599509133001,4.150136021942799,0.19278397087873503,3.173722170029503,1.563281562161016
0.78,2.123380710003138,1.4913416510924693,4.135574944677594,0.19590868009459816,3.15778140598123,1.5665132412117801
0.79,2.1414009736765593,1.5024810205765555,4.121185807584641,0.19903963766969707,3.1419903341541526,1.5696766604484869
0.8,2.1592593876670145,1.5134798455811331,4.10696652083598,0.20217655383067798,3.1263474744942226,1.572772933341823
0.81,2.1769579920261664,1.5243398896452192,4.092915020483616,0.20531914326461953,3.1108513631070314,1.575803160485135
0.8200000000000001,2.194498799847632,1.5350628939005906,4.079029268173159,0.2084671250881346,3.0955005520549452,1.5787684296702735
0.8300000000000001,2.211883797405799,1.5456505772925058,4.065307250958149,0.21162022289184962,3.0802936091299045,1.5816698159368543
0.84,2.2291149427152956,1.5561046364522373,4.051746981854886,0.21477816535363772,3.065229117425323,1.584508381415309
0.85,2.24619416829882,1.5664267464912376,4.038346498425991,0.21794068532943753,3.050305675455503,1.5872851757250803
0.86,2.2631233811082696,1.5766185611690584,4.025103862698265,0.22110751997073308,3.0355218969102626,1.59000123599989
0.87,2.279904462532555,1.5866817130786097,4.012017161040432,0.22427841080883276,3.0208764104240924,1.5926575869259543
0.88,2.2965392687310877,1.5966178139011902,3.999084503888804,0.22745310371959263,3.006367859390752,1.595255240824591
0.89,2.3130296309708664,1.6064284546606287,3.9863040254717714,0.23063134888495646,2.991994901781651,1.597795197736845
0.9,2.3293773559671593,1.6161152059765336,3.9736738835331105,0.2338129007513122,2.977756209968028,1.6002784455101349
0.91,2.3455842255423773,1.6256796181686737,3.961192259373313,0.23699751825665188,2.963650470426462,1.6027059597672748
0.92,2.361651996653697,1.6351232214393052,3.9488573577196866,0.24018496490964508,2.9496763835123465,1.6050787039412577
0.93,2.377582403221506,1.6444475264426197,3.9366674057583038,0.24337500815234822,2.9358326635529783,1.6073976296257835
0.9400000000000001,2.3933771557189716,1.6536540243691602,3.9246206532091024,0.2465674196095979,2.9221180385503636,1.609663676536359
0.9500000000000001,2.409037941477663,1.662744187183165,3.912715372068013,0.24976197505249959,2.9085312500130147,1.6118777725977875
0.96,2.424566425006343,1.6717194678610834,3.9009498563434515,0.2529584543549355,2.8950710527932166,1.6140408340353471
0.97,2.439964248311006,1.680581300628696,3.889322421792733,0.25615664144782285,2.88173621492767,1.61615376546758
0.98,2.4552330311558874,1.6893311011845424,3.8778314056874734,0.2593563242973664,2.8685255174674604,1.6182174599865444
0.99,2.470374370448188,1.6979702667429626,3.8664751670022333,0.2625572952632295,2.855437754106883,1.6202327990336831
1.0,2.485389841610897,1.7065001764809904,3.855252085644625,0.26575935058918077,2.8424717312787076,1.6222006527436963
1.01,2.5002809988790484,1.7149221917640105,3.8441605622052695,0.2689622903608772,2.8296262680016238,1.624121880037015
1.02,2.5150493753652876,1.7232376563227105,3.8331990178195605,0.2721659185624033,2.8169001956770003,1.6259973286594454
1.03,2.52969648335635,1.73144789647548,3.822365893918552,0.27537004303054097,2.8042923579425483,1.6278278352773319
1.04,2.544223814609055,1.7395542213490551,3.811659651980601,0.2785744754075434,2.7918016105289567,1.6296142255739237
1.05,2.558632840645812,1.7475579230974136,3.8010787732837623,0.28177903109241176,2.7794268211195026,1.631357314346946
1.06,2.5729250128071364,1.7554602770740046,3.790621758781456,0.2849835293129009,2.7671668691326636,1.6330579055276986
1.07,2.5871017622136936,1.7632625419855583,3.7802871290243534,0.28818779324138233,2.755020645478035,1.634716792171794
1.08,2.6011645008734834,1.770965960256323,3.7700734235042157,0.2913916495318076,2.7429870526929796,1.6363347568274904
1.09,2.6151146216136802,1.7785717581729588,3.7599792005920554,0.29459492844731255,2.7310650046948464,1.6379125715192315
1.1,2.628953498334352,1.7860811460873827,3.7500030373141824,0.2977974638238503,2.719253426642462,1.6394509978383025
1.11,2.642682486280497,1.7934953186213456,3.740143529119502,0.3009990930228511,2.7075512548067926,1.640950787040867
1.12,2.656302922312478,1.800815454869051,3.7303992896481355,0.30419965688294975,2.6959574364442087,1.6424126801468397
1.1300000000000001,2.669816125165198,1.8080427185963035,3.720768950506435,0.3073989996767514,2.6844709296676976,1.6438374080349825
1.1400000000000001,2.683223395364275,1.8151782583843683,3.711251161223087,0.31059696927786334,2.6730907031558973,1.645225691375671
1.1500000000000001,2.6965260158054853,1.8222232078757377,3.7018445888564417,0.31379341691568513,2.6618157361856416,1.6465782408822618
1.16,2.7097252521055504,1.8291786859824688,3.6925479177227096,0.3169881970697264,2.6506450185575194,1.6478957574547775
1.17,2.7228223527322646,1.836045797058342,3.683359849240828,0.3201811674985073,2.639577550418305,1.6491789322197357
1.18,2.7358185492531835,1.842825631087829,3.674279101715372,0.32337218919318705,2.6286123421439997,1.6504284466282464
1.19,2.748715056582028,1.8495192638730016,3.665304410121134,0.32656112633068174,2.6177484142251366,1.6516449725546176
1.2,2.7615130732228055,1.8561277572183705,3.6564345258893884,0.32974784622626935,2.6069847971543725,1.6528291723954744
1.21,2.774213781453734,1.8626521591093728,3.6476682167300924,0.33293221933343053,2.5963205312712203,1.6539816991255745
1.22,2.786818347410565,1.8690935038815149,3.639004266513932,0.3361141193242388,2.5857546665324525,1.6551031962797573
1.23,2.7993279216130595,1.875452812420432,3.630441474892501,0.33929342280198227,2.5752862626318636,1.6561942982723883
1.24,2.8117436390916204,1.8817310923304444,3.6219786571553754,0.34247000934105665,2.5649143888125296,1.6572556304165478
1.25,2.8240666195993165,1.8879293381075426,3.6136146440369856,0.34564376145405684,2.554638123749657,1.6582878090100635
1.26,2.836297967835437,1.8940485313113284,3.6053482815169966,0.34881456454696785,2.544456555446475,1.6592914414325028
1.27,2.8484387736663863,1.9000896407348635,3.597178430622586,0.3519823068741537,2.534368781132107,1.6602671262423911
1.28,2.860490112343291,1.9060536225725497,3.58910396723307,0.35514687949408325,2.52437390716034,1.6612154532736412
1.29,2.8724530446199346,1.9119414206053236,3.5811237819571256,0.3583081763708967,2.514471048741254,1.6621370035739154
1.3,2.884328617040943,1.9177539663491685,3.5732367798859164,0.3614660942154796,2.504659329976254,1.6630323496253365
1.31,2.8961178622131114,1.9234921792043767,3.5654418803584647,0.3646205323477102,2.49493788387033,1.6639020555422577
1.32,2.9078217989587,1.9291569666257922,3.557738016812988,0.36777139273217724,2.4853058521451876,1.6647466770810193
1.33,2.919441432518679,1.9347492242804412,3.5501241366017915,0.3709185799344918,2.475762385146077,1.6655667617357794
1.34,2.93097775475325,1.9402698362030801,3.54259920080812,0.37406200107750925,2.4663066417504753,1.6663628488344508
1.35,2.9424317443396206,1.945719674949667,3.5351621840649585,0.3772015657974624,2.4569377892786224,1.6671354696347391
1.36,2.9538043669670517,1.9510996017487567,3.5278120743757886,0.38033718620000545,2.4476550034059024,1.6678851474202878
1.37,2.9650965755291683,1.956410466650815,3.5205478729372954,0.38346877681616914,2.4384574680770834,1.6686123975969251
1.3800000000000001,2.976309310311296,1.9616531086775717,3.5133685939664248,0.3865962545651962,2.4293443754132706,1.6693177277807518
1.3900000000000001,2.9874434990678758,1.9668283560705884,3.5062732646440193,0.3897195390512934,2.420314925183069,1.6700016374902225
1.4000000000000001,2.9985000573138985,1.9719370263329161,3.4992609248286097,0.39283855218488195,2.411368325160587,1.6706646186393264
1.41,3.0094798885412293,1.9769799263370595,3.4923306268495495,0.39595321802926375,2.4025037911898073,1.6713071557634387
1.42,3.0203838843497715,1.9819578525087675,3.4854814353902603,0.3990634629040588,2.3937205469142557,1.6719297259406578
1.43,3.031212924621625,1.986871590965526,3.478712427324521,0.4021692153460507,2.3850178236952364,1.6725327988822423
1.44,3.0419678776924326,1.991721917653046,3.472022691554797,0.4052704060701853,2.3763948605316028,1.6731168370228688
1.45,3.052649600519912,1.9965095984797492,3.465411328852601,0.4083669679307203,2.3678509039810645,1.6736822956107062
1.46,3.06325893884958,2.0012353894492447,3.4588774517008942,0.4114588358825281,2.3593852080830287,1.6742296227973088
1.47,3.0737967273776583,2.0059000367908038,3.4524201841385183,0.4145459469425488,2.350997034282981,1.6747592597273282
1.48,3.0842637899189485,2.0105042770952415,3.446038661604357,0.41762824015938393,2.3426856513434715,1.6752716406159398
1.49,3.0946609397489393,2.0150488376174915,3.439732030730891,0.42070565676484434,2.3344503349168986,1.6757671925505946
1.5,3.1049889795449905,2.0195344361978336,3.4334994492581554,0.4237781399168411,2.3262903678837796,1.676246335912073
1.51,3.1152487015221997,2.0239617813692936,3.427340085891013,0.42684563464522657,2.318205040313585,1.6767094844880497
1.52,3.125440887646095,2.028331572538933,3.4212531201347876,0.42990808787957185,2.3101936492742725,1.677157045462545
1.53,3.1355663097814856,2.0326445001089777,3.4152377421510773,0.43296544841442386,2.3022554987604744,1.6775894195001648
1.54,3.1456257298386228,2.036901245596058,3.409293152615569,0.436017666874842,2.294389899622986,1.678007000829966
1.55,3.155619899916676,2.0411024817485646,3.4034185625778495,0.43906469568221457,2.2865961694995454,1.678410177328944
1.56,3.165549562444519,2.0452488726621185,3.3976131933232154,0.4421064890203554,2.278873632746913,1.6787993306051485
1.57,3.175415450318829,2.0493410738931526,3.391876276236485,0.44514300280187985,2.2712216203742455,1.679174836080419
1.58,3.185218287062603,2.053379732586907,3.3862070526577925,0.4481741946431775,2.2636394699549953,1.679537063056724
1.59,3.1949587872760903,2.0573654878116683,3.3806047736124945,0.4512000239458706,2.2561265252492473,1.6798863745774482
1.6,3.2046376563496257,2.0612989703724445,3.37506869986178,0.45422045171387987,2.2486821365521816,1.680223127798361
1.61,3.21425559062497,2.0651808029409806,3.369598101759743,0.4572354405331539,2.241305660599135,1.6805476740452758
1.62,3.223813277608696,2.069011600222487,3.3641922590887394,0.4602449545713782,2.2339964604180045,1.6808603588333713
1.6300000000000001,3.2333113960989612,2.0727919690612917,3.3588504609331067,0.4632489595477575,2.226753905265672,1.681161521944349
1.6400000000000001,3.2427506163097988,2.0765225085447523,3.3535720055548,0.46624742270315417,2.2195773705655215,1.6814514975030677
1.6500000000000001,3.2521315999929348,2.0802038101054308,3.348356200270931,0.4692403127705821,2.2124662378460376,1.6817306140536568
1.6600000000000001,3.2614550005571297,2.0838364576215356,3.343202361333212,0.47222759994605756,2.2054198946804964,1.6819991946351058
1.67,3.2707214631850428,2.08742102751562,3.3381098138093135,0.4752092558598054,2.198437734627744,1.682257556856333
1.68,3.279931624991075,2.090958088878935,3.3330778914440335,0.4781852535527345,2.191519157145513,1.6825060129554439
1.69,3.2890861155111746,2.09444820380481,3.32810593635237,0.4811555674910798,2.1846635672851304,1.68274486974082
1.7,3.2981855562575535,2.0978919271325513,3.3231932991885813,0.4841201734759618,2.1778703759999676,1.6829744288597595
1.71,3.3072305609303077,2.101289806605159,3.318339338981966,0.4870790486278498,2.1711390000218165,1.6831949868346352
1.72,3.3162217356077326,2.1046423830134353,3.3135434229841216,0.4900321713692526,2.1644688617507213,1.6834068351051596
1.73,3.325159678854158,2.1079501902879363,3.308804926558782,0.49297952139871987,2.157859389198455,1.683610260098268
1.74,3.3340449818255586,2.1112137555893487,3.304123233073429,0.49592107966522847,2.151310015932919,1.6838055432973913
1.75,3.342878228372948,2.1144335993972905,3.299497733792686,0.49885682834295386,2.144820181023462,1.6839929613111149
1.76,3.35165999514355,2.117610235597536,3.2949278277734826,0.5017867508064263,2.1383893289871154,1.684172785941227
1.77,3.360390851679752,2.1207441715676674,3.2904129217620017,0.5047108316060722,2.1320169097357513,1.6843452842501532
1.78,3.3690713605813483,2.123835908300389,3.2859524300547025,0.5076290564440207,2.12570237849139,1.6845107186164396
1.79,3.37770207797465,2.1268859407104155,3.281545774183253,0.5105414121497257,2.119445195547812,1.6846693467361245
1.8,3.3862835529899926,2.1298947573471323,3.277192383170591,0.5134478866577928,2.113244826528004,1.6848214217947481
1.81,3.394816328016979,2.1328628405728836,3.272891693339926,0.5163484689847568,2.1071007422523778,1.6849671925037482
1.82,3.4033009388621123,2.135790666682543,3.2686431481804146,0.5192431492064197,2.101012418655613,1.6851069031527537
1.83,3.411737914840547,2.138678705983376,3.2644461982512483,0.5221319184356906,2.094979336736278,1.6852407936722877
1.84,3.4201277788658886,2.1415274228734886,3.260300301087359,0.5250147688008113,2.0890009825072235,1.6853690996958086
1.85,3.4284710475380424,2.144337275918861,3.2562049211067534,0.5278916934239645,2.0830768469467733,1.6854920526210933
1.86,3.4367682312291072,2.1471087179289623,3.252159529519465,0.530762686400268,2.0772064259506924,1.6856098796709615
1.87,3.445019834167321,2.149842196030958,3.2481636042381328,0.5336277427771526,2.071389220284943,1.6857228039533425
1.8800000000000001,3.4532263545720734,2.1525381517751088,3.24421662975765,0.5364868585305258,2.065624735515935,1.6858310445175904
1.8900000000000001,3.4613882852023723,2.155197021494263,3.240318096781416,0.5393400305131214,2.059912481759056,1.6859348163859296
1.9000000000000001,3.4695061125824243,2.1578192358494563,3.2364675026601435,0.5421872564929008,2.05425197400832,1.6860343306612333
1.9100000000000001,3.4775803174795423,2.160405220145576,3.232664351062275,0.5450285351066961,2.048642731915756,1.686129794561037
1.92,3.4856113749636415,2.1629553943894555,3.228908151901692,0.5478638658425079,2.043084279754545,1.6862214114751646
1.93,3.49359975448592,2.165470173359555,3.225198421254068,0.5506932490207532,2.037576146373657,1.686309381021467
1.94,3.5015459199556775,2.1679499666742825,3.2215346812747936,0.5535166857758905,2.032117865153231,1.6863938991008929
1.95,3.5094503298153,2.1703951788589713,3.2179164601184485,0.5563341780384229,2.0267089739606967,1.6864751579518968
1.96,3.517313437113439,2.1728062094115344,3.2143432918598056,0.5591457285172746,2.02134901510761,1.686553346204179
1.97,3.5251356895764006,2.175183452866803,3.2108147164163636,0.5619513406825415,2.016037535307206,1.686628648931756
1.98,3.5329175298039446,2.1775272989383665,3.2073302793886125,0.5647510187334182,2.0107740855839547,1.6867012477111423
1.99,3.540659395630947,2.1798381327638143,3.203889531790519,0.5675447675463103,2.0055582211191254,1.686771320686542
2.0,3.548361719510939,2.182116334538869,3.2004920304297486,0.5703325927409091,2.000389501473879,1.6868390425896223
2.0100000000000002,3.556024928855261,2.184362279748173,3.197137337653774,0.5731145006313408,1.9952674904435541,1.6869045848024802
2.02,3.5636494461357127,2.18657633924816,3.1938250212533426,0.5758904982059636,1.9901917560032485,1.6869681154091716
2.0300000000000002,3.5712356889513486,2.1887588793273323,3.190554654390099,0.57866059311165,1.9851618702672569,1.6870297992449932
2.04,3.5787840700940086,2.190910261765556,3.1873258155253836,0.5814247936383883,1.9801774094490066,1.6870897979451018
2.05,3.586294997612633,2.19303084389239,3.1841380883501884,0.5841831087042008,1.9752379538214777,1.6871482699924696
2.06,3.5937688748763885,2.1951209786444776,3.1809910617162482,0.5869355478403744,1.9703430876780907,1.6872053707651724
2.07,3.6012061006366434,2.1971810146220165,3.177884329568244,0.5896821211770022,1.9654923992940505,1.6872612525830144
2.08,3.6086070690878262,2.199211296144336,3.1748174908770936,0.5924228394288329,1.9606854808881253,1.6873160647534824
2.09,3.615972169927207,2.201212163304597,3.171790149574317,0.5951577138814235,1.9559219285848535,1.687369953617033
2.1,3.6233017884136323,2.2031839520236365,3.168801914487438,0.5978867563775955,1.951201342377155,1.687423062591711
2.11,3.630596305649628,2.205126994248117,3.165852399112206,0.6006099792652905,1.946523326011536,1.6874755322556505
2.12,3.6378560988071222,2.207041618112027,3.1629412214263675,0.6033273953553285,1.9418874868928833,1.6875275004193862
2.13,3.6450815404811614,2.20892814753397,3.1600680043419005,0.6060390180304633,1.9372934362916658,1.6875791020478108
2.14,3.65227299909418,2.210786902493792,3.1572323753887055,0.6087448611724516,1.9327407891868904,1.6876304693621367
2.15,3.659430838970081,2.2126181990954485,3.15443396664024,0.6114449391464988,1.9282291642235858,1.6876817318845911
2.16,3.6665554203939283,2.2144223496203916,3.15167241464999,0.6141392667883392,1.9237581836753028,1.68773301648011
2.17,3.67364709967124,2.216199662580503,3.148947360388536,0.6168278593915285,1.9193274734067816,1.6877844473974206
2.18,3.680706229186938,2.2179504427706274,3.146258449181186,0.6195107326949424,1.9149366628367623,1.6878361463095168
2.19,3.687733157463991,2.219674991320716,3.1436053306461416,0.6221879028704769,1.9105853849009233,1.6878882323535325
2.2,3.694728229221803,2.2213736057476243,3.140987658633172,0.6248593865109473,1.9062732760149248,1.6879408221700034
2.21,3.701691785434395,2.223046580006577,3.1384050911627606,0.627525200618177,1.9019999760375441,1.6879940299415308
2.22,3.708624163388422,2.2246942045423475,3.135857290365697,0.6301853625912756,1.8977651282338768,1.688047967430836
2.23,3.715525696741072,2.226316766340165,3.133343922423081,0.6328398902150986,1.8935683792385922,1.6881027440182164
2.24,3.722396715117199,2.227914548706916,3.130864657774105,0.6354888016664219,1.8894093792280455,1.6881584667982983
2.25,3.729237544266816,2.22948783137992,3.1284191709989333,0.6381321154989563,1.8852877818383902,1.6882152406033264
2.2600000000000002,3.7360485068702682,2.231036891014342,3.1260071403260175,0.6407698506038815,1.8812032437901165,1.6882731679416478
2.27,3.7428299221321444,2.2325620009619374,3.1236282478427495,0.6434020262166465,1.8771554250616387,1.6883323490930917
2.2800000000000002,3.7495821058287464,2.2340634313148984,3.1212821794432055,0.6460286619066739,1.8731439888572994,1.6883928821447955
2.29,3.7563053703569005,2.235541448950297,3.1189686247754347,0.6486497775671671,1.869168601574779,1.6884548630262795
2.3000000000000003,3.763000024782408,2.2369963175741345,3.116687277189281,0.6512653934050932,1.8652289327726836,1.6885183855439998
2.31,3.769666374888151,2.2384282977650036,3.114437833684726,0.6538755299313278,1.8613246551383016,1.6885835414153834
2.32,3.7763047232218954,2.2398376470173966,3.112219994860721,0.6564802079509655,1.8574554444555176,1.6886504203023471
2.33,3.782915369143817,2.2412246197846657,3.110033464864496,0.6590794485537864,1.8536209795728726,1.6887191098443046
2.34,3.7894986088737785,2.2425894675216678,3.1078779513413184,0.6616732731048756,1.8498209423717573,1.6887896956906627
2.35,3.796054735538399,2.243932438727105,3.105753165384685,0.6642617032353942,1.846055017734727,1.6888622615328115
2.36,3.8025840392151204,2.245253778983913,3.103658821488513,0.6668447608336574,1.8423228935151266,1.6889368891359593
2.37,3.80908680649668,2.2465537307140018,3.101594637771301,0.6694224680643124,1.8386242607115542,1.6890136584299096
2.38,3.815563320939415,2.247832533458919,3.099560335699945,0.671994847336106,1.8349588132649335,1.6890926474897436
2.39,3.8220138634127694,2.2490904241015355,3.097555639869808,0.6745619212755417,1.8313262478978114,1.6891739325282484
2.4,3.8284387118623346,2.250327636738481,3.095580278117288,0.6771237127348576,1.8277262642041325,1.6892575879605545
2.41,3.8348381413492363,2.251544402716909,3.0936339814761276,0.6796802447840149,1.8241585646210432,1.6893436864340186
2.42,3.8412124240890764,2.2527409506708302,3.0917164841342695,0.6822315407028289,1.8206228544009286,1.6894322988576762
2.43,3.847561829490442,2.2539175065570296,3.0898275233912273,0.6847776239732448,1.8171188415836714,1.6895234944312685
2.44,3.8538866241930028,2.2550742936905785,3.0879668396159667,0.6873185182717505,1.813646236969132,1.689617340673845
2.45,3.8601870721052185,2.2562115327799566,3.0861341762052827,0.6898542474619257,1.8102047540898403,1.6897139034519537
