t,V,K_i,Na_i,Ca_i,xr1,xr2,xs,m,h,Ca_ds,d,f,f2,f2ds,s,r,Ca_up,Ca_rel,ActFrac,ProdFrac,Ca_Calmod,Ca_Trop
0.12,-92.85217360393663,136.5681111682816,7.330001349906956,1.4258030391093428e-05,1.0249699193627298e-05,2.405989677671327e-07,0.0005066250396733932,0.0016198390539526823,0.9944059653064546,5.684599451715202e-06,2.3948128523518866e-08,0.9999999867044463,0.9422789519297369,0.9889896889773285,0.997897820162128,1.9159813001141348e-08,0.4497413157539844,0.44471342505523637,0.004335838374590172,0.3401057801368226,0.00055429921859729,0.00035388695140605467
0.13,-92.8519010860503,136.56841736362796,7.329827289989829,1.4261468641857176e-05,1.0250159256859763e-05,2.4063499397717126e-07,0.0004683228017909875,0.0016198995485262918,0.9944056345102529,5.146691446930505e-06,2.3949755613300135e-08,0.9999999867038039,0.9428532859521882,0.9900115278719778,0.9980449588670768,1.9160915574119542e-08,0.4494548293884062,0.44441892424556856,0.004346874906150751,0.3363070833169164,0.000554411762942626,0.00035397034169302533
0.14,-92.85161902303467,136.5687233596267,7.3296538516599625,1.426496049426404e-05,1.025064743366763e-05,2.4067230567581317e-07,0.00043292049745278236,0.0016199621676176005,0.9944052880840148,4.659975637884479e-06,2.3951445454189783e-08,0.9999999867027589,0.9434219052557716,0.9909398265597306,0.9981810897918759,1.9161948555383075e-08,0.4491676760152549,0.44412357013051373,0.004357926785668371,0.3327259453901275,0.0005545318398939662,0.00035405574307554644
0.15,-92.85133217720741,136.5690291526011,7.329481038316317,1.4268456918199544e-05,1.0251153535908468e-05,2.407102716556729e-07,0.000400198455301343,0.0016200258538019827,0.9944049324632623,4.2195760826778505e-06,2.3953155882018607e-08,0.9999999867014937,0.9439848667031785,0.9917828987472523,0.9983070368769674,1.916303746801687e-08,0.4488797961366865,0.44382737293759456,0.0043689176941866265,0.32935171601778557,0.000554656810764274,0.00035414185486668415
0.16,-92.85104466571202,136.56933474126365,7.32930884676342,1.4271915732368099e-05,1.0251669752003735e-05,2.4074834345631317e-07,0.00036995377504392066,0.001620089692511691,0.9944045732108856,3.821086426850574e-06,2.3954884853018e-08,0.999999986700256,0.9445422265907593,0.9925483553425662,0.998423561940308,1.9164073951123323e-08,0.4485911472824832,0.4435303502426507,0.00437978215634507,0.3261740485172634,0.0005547844228673413,0.0003542275571197969
0.17,-92.85076003658199,136.56964012635555,7.32913726824023,1.4275300827434323e-05,1.025218914043438e-05,2.4078605419808946e-07,0.0003419989508202453,0.0016201528964440344,0.9944042151402793,3.4605211839196627e-06,2.395655136371176e-08,0.9999999866991931,0.9450940406547439,0.9932431605857545,0.9985313697033602,1.916519111014458e-08,0.4483017013756281,0.44323252588420614,0.004390463849220945,0.3231829176479445,0.0005549127425963734,0.0003543118861716446
0.18,-92.85048137126692,136.56994531033544,7.328966289302048,1.4278580603935075e-05,1.0252704960065352e-05,2.408229832337858e-07,0.0003161606300160928,0.0016202147787482374,0.9944038624292758,3.134272305162553e-06,2.3958266855615896e-08,0.999999986698229,0.9456403640769263,0.9938736835811833,0.9986311123273813,1.916626681528997e-08,0.4480114425480234,0.44293392902532785,0.0044009150764759,0.32036863324803366,0.0005550401025752065,0.0003543940094217384
0.19,-92.85021128425193,136.57025029715544,7.328795892463884,1.428172910179513e-05,1.0253211205023953e-05,2.4085879209381754e-07,0.000292278598239652,0.0016202747605543637,0.9944035186663749,2.839075724503574e-06,2.395990120456514e-08,0.9999999866973189,0.9461812514900548,0.9944457427172898,0.9987233931387253,1.9167314389112377e-08,0.44772036565465734,0.44263459334614197,0.004411095926936168,0.3177218462455215,0.0005551650721034264,0.000354473217835443
0.2,-92.84995201312944,136.5705550919959,7.328626056949184,1.428472398693979e-05,1.0253702225406645e-05,2.4089318439164246e-07,0.00027020466634546656,0.001620332344798537,0.9944031869345052,2.5719734791241756e-06,2.3961416666617006e-08,0.99999998669633,0.9467167569834943,0.9949646532993958,0.9988087707033323,1.9168340982643183e-08,0.44742847450702333,0.4423345562019629,0.0044209731545489525,0.3152335577383578,0.0005552864177133829,0.0003545489068502556
0.21,-92.84970543873713,136.57085970111922,7.328456759103625,1.4287546304606618e-05,1.0254173934784043e-05,2.409259001505857e-07,0.000249801878940942,0.0016203871113119077,0.9944028698178848,2.3302897138260712e-06,2.396290826192062e-08,0.9999999866953415,0.9472469341083256,0.995435264698755,0.998887761746863,1.9169305666423456e-08,0.4471357810647858,0.44203385802282025,0.004430519793208316,0.3128951169712372,0.0005554030951696696,0.00035462057402223826
0.22,-92.84947310976298,136.57116413170993,7.328287972849249,1.4290181231912424e-05,1.0254623036112595e-05,2.4095673791556964e-07,0.00023094372551264955,0.0016204387170808956,0.9944025694714291,2.1116062999525935e-06,2.3964306269994922e-08,0.9999999866943972,0.9477718358826875,0.9958619961827696,0.9989608440594548,1.9170211891987626e-08,0.44684230444148776,0.4417325417518113,0.004439714372244756,0.3106982198927538,0.0005555142329488685,0.00035468780627434196
0.23,-92.84925628993334,136.57146839166876,7.328119670269557,1.429261665452437e-05,1.025504694695453e-05,2.4098552784924933e-07,0.00021351322016977347,0.0016204868807980473,0.9944022876695955,1.9137329769428122e-06,2.3965611637746372e-08,0.9999999866935733,0.9482915147971982,0.9962488769441004,0.999028459875497,1.9171054041547404e-08,0.4465480695205734,0.44143065215550475,0.004448540433290775,0.3086349123253562,0.0005556191035006946,0.00035475026912404464
0.24,-92.8490559739662,136.57177248950626,7.327951821911016,1.4294843262141225e-05,1.025544336058529e-05,2.410121367342345e-07,0.0001974022904782901,0.0016205313808553717,0.9944020258426612,1.7346902621771838e-06,2.396681094173517e-08,0.9999999866928455,0.9488060228201148,0.9965995750022398,0.9990910181364786,1.9171841858602415e-08,0.44625310634006954,0.4411282354144586,0.004456986098011945,0.30669758304928957,0.0005557171170946366,0.00035480769993672187
0.25,-92.84887293052284,136.57207643418812,7.327784397221319,1.4296854207478214e-05,1.0255810224130363e-05,2.410364606345983e-07,0.00018251105591297206,0.001620572046196338,0.9944017851113899,1.5726872659712381e-06,2.3967910287995074e-08,0.999999986692184,0.9493154114026349,0.9969174284844076,0.9991488971483017,1.9172565975977725e-08,0.4459574490103762,0.44082533861810425,0.004465043363251138,0.30487896177043344,0.0005558077984133924,0.000354859899629469
0.26,-92.84870771931244,136.5723802350253,7.327617364860138,1.4298644815266783e-05,1.0256146018023354e-05,2.410584244104693e-07,0.0001687472047048142,0.0016206087520961967,0.9944015663194488,1.4261037330495193e-06,2.3968900585204613e-08,0.9999999866915755,0.9498197314839906,0.9972054744888423,0.9992024468849973,1.9173225797110938e-08,0.4456611350652511,0.44052200935359814,0.0044727076804129805,0.3031721132602164,0.0005558907780222849,0.00035490672626272964
0.27,-92.84856072343334,136.572683901541,7.327450693076124,1.4300212275942338e-05,1.0256449494374896e-05,2.4107797647497606e-07,0.000156025332130038,0.0016206414131081644,0.9944013700693273,1.293470425884894e-06,2.3969774953568675e-08,0.9999999866910207,0.9503190334966922,0.9974664784946253,0.999251991430659,1.9173812667085764e-08,0.44536420456295733,0.4402182952564775,0.004479977416205709,0.30157043310346254,0.0005559657750375082,0.0003549480872521157
0.28,-92.84843215093896,136.57298744344791,7.327284349768476,1.4301555583767496e-05,1.0256719877805532e-05,2.4109508661355654e-07,0.00014426662951436153,0.0016206699826239374,0.9944011967406504,1.173462673992554e-06,2.3970551303984937e-08,0.9999999866904947,0.950813367371261,0.997702949160125,0.9992978301456735,1.917432944353393e-08,0.4450666999842515,0.43991424391310985,0.004486853846249666,0.3000676344199831,0.0005560325987034547,0.00035498393632758243
0.29,-92.8483220790882,136.57329087046375,7.327118303010107,1.4302675114655113e-05,1.0256956664636725e-05,2.411097428831815e-07,0.00013339804274495616,0.0016206944431664757,0.9944010465309792,1.0648739926679637e-06,2.3971239281370545e-08,0.9999999866900003,0.9513027825416678,0.9979171756320374,0.9993402407628207,1.9174773228994892e-08,0.44476866500211526,0.43960990223032326,0.004493340286739599,0.29865774826085056,0.0005560911243346859,0.00035501426416506126
0.3,-92.84823045150695,136.5735941923673,7.326952520882787,1.4303572704050718e-05,1.0257159806720688e-05,2.4112195683889596e-07,0.00012335226151821395,0.0016207148071964682,0.9944009194435318,9.666204775121752e-07,2.3971778410492022e-08,0.9999999866895743,0.9517873279497319,0.9981112284340975,0.9993794794576397,1.917514067911648e-08,0.44447014483899666,0.43930531662800154,0.0044994419765750325,0.2973351042106108,0.0005561413017897531,0.0003550391006301824
0.31,-92.8481571063867,136.57389741882903,7.32678697195831,1.4304251204448994e-05,1.0257329504409393e-05,2.411317480421644e-07,0.0001140669128536257,0.0016207311103892444,0.994400815350815,8.777156818742866e-07,2.3972183290841544e-08,0.9999999866892437,0.9522670520504873,0.9982869953593051,0.9994157838170319,1.9175435086439803e-08,0.44417118514693776,0.4390005324703936,0.004505165861195025,0.2960943294319637,0.0005561831342067616,0.00035505850251869826
0.32,-92.84810177766187,136.57420055943868,7.326621625215442,1.4304714396499704e-05,1.0257466006622197e-05,2.4113913811064976e-07,0.00010548446716752276,0.0016207434111098961,0.9944007340055249,7.972713705192645e-07,2.3972612792791116e-08,0.9999999866889779,0.9527420028166886,0.9984461850323396,0.9994493732085832,1.9175669149695216e-08,0.4438718321039479,0.4386955942042631,0.004510520675522907,0.29493033229631493,0.0005562166781790508,0.00035507255159161077
0.33,-92.84806412992238,136.57450362360973,7.3264564503065275,1.4304967134161163e-05,1.0257569823225516e-05,2.411441865310155e-07,9.755171063919448e-05,0.0016207517844227,0.9944006750275145,7.244823938369995e-07,2.397288619304831e-08,0.9999999866887931,0.9532122277437961,0.998590350244431,0.9994804507315523,1.9175837216446988e-08,0.4435721318322709,0.43839054499120417,0.004515515752944275,0.29383829713377535,0.0005562420335403038,0.0003550813552321731
0.34,-92.84804376446385,136.57480662055002,7.326291417638212,1.4305015067398144e-05,1.0257641501756228e-05,2.411469732043084e-07,9.021944329420783e-05,0.0016207563200225793,0.9944006379378454,6.586198574261184e-07,2.3972682846175403e-08,0.9999999866886906,0.9536777738547308,0.9987209009201834,0.999509204344691,1.9175925154397353e-08,0.4432721301343509,0.43808542664913597,0.0045201611886994866,0.29281367227035643,0.000556259337021062,0.00035508504025919273
0.35000000000000003,-92.84804020319774,136.57510955925304,7.326126498393708,1.4304863405054211e-05,1.0257681720479208e-05,2.4114749228536743e-07,8.344225469941551e-05,0.00162075712080692,0.9944006222219347,5.990261491057476e-07,2.3972806983906626e-08,0.9999999866886439,0.9541386877044039,0.9988391129960504,0.9995358077052823,1.9175960291179212e-08,0.44297187234113317,0.4377802797041719,0.004524468968712873,0.2918521585178599,0.0005562687572258646,0.0003550837421255608
0.36,-92.84805293597951,136.57541244842332,7.325961664738492,1.4304518276311335e-05,1.0257691190480661e-05,2.411457883659837e-07,7.717807112899465e-05,0.001620754299027232,0.9944006272889699,5.451030834260172e-07,2.39735314217721e-08,0.9999999866886304,0.95459501538469,0.9989461486990088,0.999560421850491,1.9175951699973704e-08,0.44267140286500156,0.43747514307430146,0.004528451112219558,0.2909497011551819,0.0005562704869976214,0.00035507761042098587
0.37,-92.84808144319747,136.57571529650588,7.325796889725796,1.4303988867067546e-05,1.0257670877472213e-05,2.411421308104463e-07,7.138810016382414e-05,0.0016207479799679012,0.9944006524271899,4.963123413446629e-07,2.3972573383331188e-08,0.9999999866886761,0.9550468025286519,0.9990430574362761,0.9995831954161665,1.9175852007446814e-08,0.44237076538738923,0.43717005415345456,0.004532118502548232,0.2901024792934262,0.0005562647450005609,0.00035506681624834123
0.38,-92.84812514672245,136.57601811162897,7.32563214746649,1.4303281170381494e-05,1.0257621744879609e-05,2.4113652049236016e-07,6.60364054434508e-05,0.0016207382880193382,0.9944006969467377,4.5216429650993635e-07,2.3970772017193614e-08,0.9999999866887807,0.9554940943154534,0.9991307945603415,0.9996042662152002,1.917567114752526e-08,0.44207000233496463,0.4368650487649887,0.004535483895348995,0.2893068938629096,0.0005562517644317306,0.0003550515279589576
0.39,-92.8481833927736,136.5763209016298,7.325467413052882,1.4302395479242341e-05,1.025754481938403e-05,2.411285008990264e-07,6.108982418797e-05,0.0016207253404512932,0.9944007601984566,4.122175367770357e-07,2.3974211540790512e-08,0.9999999866889249,0.9559369354746139,0.9992102237643244,0.9996237615553639,1.9175501649476745e-08,0.44176915499223024,0.4365601613005285,0.004538562652041885,0.28855955604827216,0.0005562317933018656,0.00035503190829594693
0.4,-92.84825564304467,136.576623674013,7.32530266264166,1.4301348516401627e-05,1.025744122583651e-05,2.4111884864857226e-07,5.651769022123969e-05,0.0016207092949323092,0.9944008413659762,3.760722717181073e-07,2.3975146321338044e-08,0.9999999866891244,0.9563753702906062,0.9992821285950414,0.999641799272727,1.9175267804412996e-08,0.44146826334449674,0.4362554243421424,0.004541364627022062,0.2878572829836236,0.0005562050909350383,0.00035500814517383956
0.41000000000000003,-92.84834138552709,136.57692643595414,7.325137873455309,1.4300161711038364e-05,1.0257312124520113e-05,2.4110868806340854e-07,5.22916412353136e-05,0.0016206903221214482,0.9944009395918305,3.433663846318227e-07,2.3961963071482822e-08,0.9999999866893937,0.9568094426073256,0.9993472201180504,0.9996584884546384,1.9174857060962598e-08,0.44116736597099004,0.4359508688357268,0.004543898266894651,0.2871970844372405,0.0005561719240270635,0.0003549804320886797
0.42,-92.84843974052419,136.57722919432666,7.3249730237668995,1.4298802090954276e-05,1.0257158566138644e-05,2.410952299441402e-07,4.838550750860949e-05,0.0016206684543675018,0.9944010542704972,3.137731185811818e-07,2.396608126865201e-08,0.9999999866897098,0.9572391958322828,0.9994061405401818,0.9996739298571234,1.9174496007477524e-08,0.44086650010205036,0.4356465245792291,0.004546186104870209,0.28657614766506323,0.0005561325656242974,0.0003549489319207238
0.43,-92.84854997673905,136.577531955659,7.324808092930293,1.4297258267365409e-05,1.0256981615843227e-05,2.4107721362850166e-07,4.477503660170312e-05,0.0016206437790733906,0.9944011847123648,2.869952537062681e-07,2.4002258586457874e-08,0.9999999866900564,0.9576646729412708,0.9994594748061084,0.9996882169370511,1.9174293579286006e-08,0.4405657013525054,0.4353424196574501,0.004548244926674984,0.2859918342085474,0.0005560872886638885,0.00035491381519617683
0.44,-92.84867217817806,136.57783472614827,7.324643061215018,1.4295650431829127e-05,1.0256782456293966e-05,2.4106245380392487e-07,4.143785675063034e-05,0.001620616737608218,0.9944013298944671,2.6276567069282073e-07,2.3987471786616376e-08,0.9999999866904479,0.9580859164823194,0.9995077507052023,0.9997014360003666,1.9173854014453218e-08,0.44026500350517295,0.4350385801877858,0.004550061706905915,0.2854416772847952,0.0005560363564507852,0.00035487527151192746
0.45,-92.84880531038608,136.5781375116791,7.3244779100970705,1.429391339946857e-05,1.0256562208865525e-05,2.410464998079227e-07,3.8353279332022455e-05,0.0016205872582433643,0.9944014890265174,2.4084149330857664e-07,2.3968427451076474e-08,0.9999999866908912,0.9585029685801595,0.9995514468455637,0.999713666926968,1.917319631458902e-08,0.4399644396488798,0.43473503112609424,0.004551663938545353,0.2849233640946596,0.0005559800522719745,0.0003548335098237568
0.46,-92.848948651222,136.5784403178223,7.324312621999695,1.4292033060189631e-05,1.0256321926346113e-05,2.410275741049802e-07,3.5502210302384814e-05,0.0016205554272364588,0.9944016615883864,2.2100379920339574e-07,2.3966497909979434e-08,0.9999999866913681,0.9589158709366321,0.9995909956927067,0.9997249835194921,1.9172664233910485e-08,0.4396640407074762,0.4344317963154684,0.004553066261404323,0.2844347219533005,0.0005559186458969829,0.0003547886619529225
0.47000000000000003,-92.8491017592733,136.57874314984178,7.324147180270467,1.4290038426604808e-05,1.0256062679814025e-05,2.4100724509525925e-07,3.2866978648413976e-05,0.0016205214273985141,0.9944018467727507,2.0305414130201502e-07,2.3966634943036804e-08,0.9999999866918812,0.9593246648401824,0.9996267898766571,0.9997354541436703,1.917207476717039e-08,0.43936383618513725,0.4341288978636512,0.004554277739595663,0.28397372303111673,0.0005558523966491547,0.0003547409059160958
0.48,-92.84926406637506,136.57904601267947,7.323981569303608,1.4287935905387385e-05,1.0255785537899057e-05,2.4098576335840846e-07,3.0431296734755305e-05,0.0016204853850767817,0.9944020438506074,1.8681354094387708e-07,2.3965613632199164e-08,0.9999999866924281,0.9597293911528103,0.9996591837561649,0.9997451418769454,1.9171461158910195e-08,0.4390638540986143,0.4338263564888469,0.004555307398112861,0.28353847528339854,0.0005557815657156399,0.0003546904083655948
0.49,-92.84943505102027,136.5793489110173,7.323815774310622,1.4285731561696456e-05,1.0255491518075978e-05,2.409631281899207e-07,2.818000484017618e-05,0.0016204474160136215,0.9944022521393174,1.7211858056875477e-07,2.3964624846741905e-08,0.9999999866930069,0.9601300903646325,0.9996885010851889,0.9997541054808736,1.9170817212592602e-08,0.4387641210566823,0.43352419183007285,0.004556165627124691,0.28312719751457205,0.0005557064046577662,0.00035463732487051307
0.5,-92.84961418262691,136.57965184925226,7.323649781408273,1.4283431558527197e-05,1.0255181601588708e-05,2.4093941563979446e-07,2.6099118166838682e-05,0.0016204076381944317,0.9944024709759922,1.5882178440993266e-07,2.396355206880434e-08,0.9999999866936163,0.9605268025545486,0.9997150342778621,0.9997623992173793,1.9170139680994128e-08,0.4384646622107974,0.4332224222552414,0.004556862677077106,0.28273822808184307,0.0005556271574306192,0.00035458180800671446
0.51,-92.84980095525772,136.57995483150071,7.32348357759638,1.4281041764589097e-05,1.0254856745139973e-05,2.4091469101626587e-07,2.4175736203614213e-05,0.0016203661641279355,0.9944026997121143,1.4679004728136946e-07,2.396243232814817e-08,0.9999999866942547,0.9609195673924639,0.9997390474474656,0.9997700731915419,1.9169431708818918e-08,0.43816550129032167,0.4329210648975063,0.0045574080679262035,0.28237001813379575,0.0005555440609373863,0.00035452400589486126
0.52,-92.84999488225749,136.58025786165513,7.323317150579035,1.4278567827533223e-05,1.0254517877552274e-05,2.40889017900674e-07,2.2397793204295374e-05,0.0016203231020303257,0.9944029377201998,1.3590109138448772e-07,2.396129136684424e-08,0.99999998669492,0.9613084242100403,0.9997607833596182,0.9997771743050162,1.916869687846212e-08,0.4378666608600642,0.4326201359208863,0.0045578109062884105,0.28202110689550264,0.0005554573452546886,0.00035446406145176997
0.53,-92.85019550311233,136.58056094329078,7.323150489057668,1.4276015092371709e-05,1.025416588569361e-05,2.4086245739811207e-07,2.075439427262276e-05,0.0016202785542994722,0.9944031844043084,1.260477346467581e-07,2.396013891773607e-08,0.9999999866956104,0.9616934118550283,0.9997804550055649,0.9997837449650485,1.9167938287323482e-08,0.43756816182766173,0.4323196501201175,0.004558079775962415,0.28169015766622774,0.0005553672304037584,0.000354402110028016
0.54,-92.85040237800122,136.58086407974977,7.322983582464712,1.4273388688859797e-05,1.0253801614990802e-05,2.408350730631863e-07,1.923544305184385e-05,0.0016202326187173017,0.9944034392020196,1.1713261813378102e-07,2.3958902438560938e-08,0.9999999866963244,0.9620745687964808,0.9997982559490031,0.9997898245071907,1.9167153834808913e-08,0.43727002384288427,0.43201962130624344,0.004558223038281287,0.28137592109525716,0.0005552739271941206,0.0003543382795539516
0.55,-92.85061508351383,136.58116727416655,7.322816420883267,1.4270693529900503e-05,1.0253425872346794e-05,2.408069242381035e-07,1.783151985260324e-05,0.0016201853894296375,0.9944037015762791,1.0906641928836909e-07,2.395753444105152e-08,0.9999999866970607,0.9624519331477275,0.999814363830465,0.9997954496600093,1.9166341442865883e-08,0.4369722654267179,0.4317200624126365,0.004558248722586388,0.28107722375686817,0.000555177637520044,0.00035427269240775145
0.56,-92.85083321328786,136.5814705294642,7.322648995058411,1.4267934255964116e-05,1.0253039431948805e-05,2.4077805640862913e-07,1.653389072095827e-05,0.001620136956823221,0.9944039710048793,1.0176794820566528e-07,2.3956163835640435e-08,0.9999999866978174,0.9628255426521996,0.9998289401843349,0.9998006545097395,1.916550680769125e-08,0.43667490397092473,0.4314209854659227,0.0045581642202375105,0.2807929695172823,0.0005550785547139633,0.00035420546726876444
0.5700000000000001,-92.85105638407819,136.58177384835713,7.322481296387811,1.4265115251938564e-05,1.0252643036246586e-05,2.407485125544945e-07,1.5334489169929494e-05,0.0016200874061277442,0.9944042469847315,9.516385622381832e-08,2.3954923326796508e-08,0.9999999866985934,0.9631954346775573,0.9998421310164635,0.9998054705694139,1.916465812386149e-08,0.4363779557502515,0.4311224016058167,0.004557976389668711,0.2805221378095679,0.0005549768635791629,0.00035413671782046817
0.58,-92.85128423679608,136.58207723336196,7.322313316886041,1.4262240726084892e-05,1.025223738860161e-05,2.407183506265988e-07,1.4225863255611219e-05,0.0016200368171539682,0.9944045290478755,8.918783792057046e-08,2.395366973328902e-08,0.999999986699387,0.963561646217974,0.9998540683712123,0.9998099269802241,1.9163794179350934e-08,0.43608143595168003,0.430824321157019,0.004557691997962911,0.2802637782433596,0.0005548727397952341,0.0003540665497345574
0.59,-92.85151643108622,136.58238068680265,7.322145049169982,1.4259314664400537e-05,1.0251823155423052e-05,2.406876254454426e-07,1.3201153518173228e-05,0.0016199852655495346,0.9944048167535506,8.378031428020009e-08,2.3952262555913317e-08,0.999999986700197,0.963924213896218,0.999864870952919,0.9998140505956683,1.9162912273237102e-08,0.4357853587064353,0.43052675363912873,0.0045573174944090605,0.28001700869331,0.0005547663501890218,0.00035399506257618904
0.6,-92.85175264056483,136.58268421082715,7.321976486406226,1.4256340838391175e-05,1.025140096357218e-05,2.406563818984952e-07,1.2254014611768624e-05,0.001619932823884453,0.9944051096909099,7.888727660100284e-08,2.3950664050662972e-08,0.9999999867010224,0.9642831739669604,0.999874646397321,0.9998178662800317,1.9162008178253404e-08,0.4354897371630946,0.4302297078448854,0.004556859080498839,0.2797810077677575,0.0005546578526637235,0.00035392234971734894
0.61,-92.85199255033885,136.5829878074175,7.321807622279931,1.4253322748500362e-05,1.0250971408253881e-05,2.4062463977958947e-07,1.1378575512556987e-05,0.001619879562223614,0.9944054074604654,7.445976610153547e-08,2.3949200975582346e-08,0.9999999867018619,0.9646385623256526,0.9998834922981671,0.9998213970608913,1.9161088917826833e-08,0.43519458356012564,0.4299331918616895,0.0045563222850723475,0.2795550110802832,0.000554547397026245,0.00035384850201129444
0.62,-92.85223587141354,136.5832914783987,7.3216384509636105,1.4250263722509131e-05,1.0250535055137346e-05,2.4059243884468684e-07,1.0569404665868416e-05,0.0016198255448067072,0.9944057096811237,7.04534206906202e-08,2.394787858905182e-08,0.9999999867027144,0.9649904145113417,0.9998914971131302,0.9998246642625515,1.91601596127356e-08,0.4348999092679941,0.4296372131293274,0.004555712302282796,0.279338307200916,0.0005544351250937903,0.000353773605314468
