t,Q_Ca_p,Q_P_p,Q_P_c,Q_PTH_p,Q_Ca_b,Q_P_b,Q_E_k,Q_D_p,Q_TCa_i,Q_C_PT,Q_TP_k
0.6,-79.47678117692129,1391.4383121242197,1798.5122036961923,-230.00011219711016,179.49888831808053,37.88748417958939,1.5615348625783618,1.6900778303149597,0.9881428548789539,0.9940358564309651,0.5491009096539095
0.61,-81.2639058717023,1407.8909410377287,1781.2352104602023,-233.85011405567886,181.26971659928975,38.70914850207047,1.5707517907230173,1.7040422139168088,0.9879476367832244,0.9939370591397374,0.5436479802925083
0.62,-83.06882762475341,1424.1634030965834,1764.1301262166603,-237.7001159138759,183.05834199732277,39.539070686757796,1.5799641115555243,1.7180847402962829,0.9877524967591178,0.9938382816059921,0.5382494366645519
0.63,-84.89172529643977,1440.257325781303,1747.1952404938486,-241.5501177717013,184.86494337252137,40.37733372484993,1.5891718273789632,1.7322052853110836,0.9875574347754118,0.9937395238257781,0.5329047363610783
0.64,-86.7327795541819,1456.1743188453422,1730.4288597086402,-245.4001196291552,186.68970139228261,41.22402144601915,1.5983749404952632,1.746403724966004,0.9873624508008962,0.9936407857951451,0.5276133423410375
0.65,-88.59217287912895,1471.9159743220976,1713.8293071563962,-249.25012148623765,188.53279853773228,42.07921852150779,1.6075734532052024,1.760679935412773,0.987167544804374,0.9935420675101437,0.5223747229283104
0.66,-90.47008958275903,1487.4838666619148,1697.394922866256,-253.1001233429487,190.39441912032507,42.94301047183085,1.6167673678084091,1.775033792949897,0.9869727167546599,0.993443368966825,0.5171883517656388
0.67,-92.36671582853505,1502.8795529332538,1681.1240633899235,-256.9501251992885,192.27474930350053,43.815483676824265,1.6259566866033621,1.7894651740225016,0.9867779666205815,0.993344690161241,0.5120537077472658
0.68,-94.28223965036426,1518.104572976483,1665.0151016393083,-260.800127055257,194.17397712114254,44.69672538421016,1.635141411887391,1.803973955222173,0.9865832943709788,0.9932460310894449,0.5069702749672135
0.6900000000000001,-96.21685097121815,1533.1604495556696,1649.0664267260956,-264.6501289108544,196.0922924961992,45.58682371823646,1.6443215459566771,1.8185600132868,0.9863886999747042,0.99314739174749,0.5019375426681768
0.7000000000000001,-98.17074162191253,1548.0486885083646,1633.2764438032461,-268.50013076608064,198.02988725946304,46.48586768839087,1.6534970911062543,1.8332232251004166,0.9861941834006228,0.9930487721314308,0.49695500519103436
0.71,-100.14410536004796,1562.7707788933844,1617.643573908428,-272.3501326209359,199.9869551685112,47.39394719818922,1.6626680496300084,1.8479634676930448,0.9859997446176116,0.9929501722373226,0.49202216192497594
0.72,-102.13713789419566,1577.3281932001137,1602.16625374349,-276.20013447542027,201.96369193189162,48.311153056397735,1.6718344238206797,1.8627806182405364,0.9858053835945606,0.9928515920612214,0.48713851723714235
0.73,-104.150036907557,1591.7223875472262,1586.8429354647644,-280.05013632953376,203.96029523278233,49.237576988011014,1.6809962159698615,1.8776745540644149,0.9856111003003721,0.9927530315991839,0.4823035804057316
0.74,-106.18300206278533,1605.9548016420695,1571.6720867214426,-283.90013818327645,205.97696473381336,50.173311636489416,1.6901534283680018,1.892645152631721,0.9854168947039607,0.9926544908472678,0.4775168656325651
0.75,-108.23623502855709,1620.0268590077458,1556.6521904161677,-287.7501400366485,208.01390210363783,51.11845057608797,1.699306063304404,1.907692291554854,0.9852227667742534,0.9925559698015313,0.47277789196667425
0.76,-110.30993949982114,1633.9399671272101,1541.781744551539,-291.6001418896498,210.07131103718135,52.07308832125216,1.7084541230672263,1.9228158485914157,0.9850287164801899,0.9924574684580336,0.46808618325540424
0.77,-112.40432121797393,1647.6955175824364,1527.059262081586,-295.4501437422806,212.14939727581702,53.03732033597912,1.7175976099434844,1.9380157016440542,0.9848347437907219,0.9923589868128349,0.4634412680971083
0.78,-114.51958799120825,1661.294886191744,1512.4832707649982,-299.30014559454094,214.24836862771443,54.011243043259505,1.7267365262190497,1.9532917287603062,0.984640848674814,0.9922605248619956,0.4588426797944025
0.79,-116.65594971503589,1674.7394331452917,1498.0523130201098,-303.1501474464308,216.36843498836203,54.9949538346,1.7358708741786513,1.9686438081324422,0.984447031101443,0.9921620826015773,0.45428995630798125
0.8,-118.81361839330278,1688.0305031413257,1483.7649457789016,-307.0001492979503,218.50980836158251,55.9885510797743,1.7450006561058764,1.98407181809731,0.9842532910395981,0.9920636600276425,0.44978264021011655
0.81,-120.99280817527246,1701.1694256497883,1469.6197402061835,-310.8501511490996,220.67270289661622,56.99213414402993,1.7541258742831702,1.999575637136176,0.9840596284582807,0.9919652571362542,0.4453202785950089
0.8200000000000001,-123.19373535397779,1714.1575148578518,1455.6152817548264,-314.7001529998787,222.8573348864727,58.00580338732335,1.763246530991838,2.0151551438745736,0.9838660433265048,0.9918668739234761,0.440902423096687
0.8300000000000001,-125.41661839480203,1726.9960698579207,1441.7501699644993,-318.55015485028764,225.06392279651203,59.029660177581604,1.7723626285120433,2.030810217082146,0.983672535613297,0.9917685103853731,0.43652862982481616
0.84,-127.66167795816625,1739.686374784478,1428.0230183142942,-322.40015670032653,227.29268728713208,60.06380690122929,1.7814741691228106,2.0465407356724907,0.9834791052876959,0.9916701665180105,0.43219845931775347
0.85,-129.92913692142602,1752.229698941258,1414.432454085395,-326.2501585499955,229.54385123566513,61.10834697334863,1.7905811551020256,2.0623465787030044,0.9832857523187526,0.9915718423174548,0.42791147649881495
0.86,-132.21922040094776,1764.6272969266308,1400.977118225448,-330.10016039929457,231.81763975845445,62.16338484792287,1.7996835887264344,2.0782276253747276,0.9830924766755308,0.9914735377797728,0.4236672506330872
0.87,-134.53215577436717,1776.8804087572164,1387.655665214621,-333.95016224822376,234.11428023311254,63.22902602816423,1.8087814722716458,2.0941837550321902,0.9828992783271062,0.9913752529010322,0.4194653552847774
0.88,-136.86817270303104,1788.9902599897437,1374.4667629333312,-337.80016409678325,236.434002320963,64.30537707692685,1.8178748080121303,2.110214847163256,0.9827061572425673,0.991276987677302,0.415305368275097
0.89,-139.22750316527936,1800.9580619186706,1361.4090924491813,-341.6501659449731,238.7770380003227,65.39254563214973,1.826963598221222,2.1263207813989675,0.9825131133910144,0.9911787421046513,0.4111868716142862
0.9,-141.61038147837263,1812.785011688121,1348.4813478948497,-345.50016779279326,241.14362158842886,66.49064041703099,1.8360478451711189,2.142501437513393,0.9823201467415608,0.9910805161791504,0.40710945146274674
0.91,-144.017044303549,1824.4722922780215,1335.6822364796058,-349.35016964024396,243.5339897464966,67.59977124237442,1.8451275511328824,2.15875669542347,0.9821272572633317,0.9909823098968701,0.40307269813494273
0.92,-146.44773067993384,1836.021072697026,1323.010478280652,-353.2001714873252,245.94838151362802,68.7200490223234,1.8542027183764391,2.175086435188855,0.9819344449254648,0.9908841232538823,0.39907620603283145
0.93,-148.90268204831014,1847.4325080986032,1310.4648061160078,-357.050173334037,248.38703833058304,69.85158578539053,1.8632733491705809,2.1914905370117665,0.98174170969711,0.9907859562462595,0.3951195736053906
0.9400000000000001,-151.38214227505634,1858.7077398952604,1298.0439654191766,-360.90017518037956,250.850204063717,70.99449468556469,1.8723394457829654,2.207968881236831,0.9815490515474299,0.990687808870075,0.391202403308716
0.9500000000000001,-153.88635767630566,1869.8478958712976,1285.746714115183,-364.75017702635284,253.33812502913995,72.14889001352094,1.881401010480117,2.224521348350932,0.981356470445599,0.990589681121403,0.38732430156655645
0.96,-156.41557704232952,1880.8540902941133,1273.5718224979537,-368.600178871957,255.8510500171002,73.31488720793449,1.890458045527427,2.2411478189830523,0.9811639663608045,0.9904915729963183,0.38348487873127685
0.97,-158.9700516621477,1891.7274240240815,1261.5180731090202,-372.45018071719204,258.3892303165945,74.49260286689984,1.8995105531891538,2.257848173904126,0.9809715392622456,0.9903934844908965,0.3796837490452438
0.98,-161.550035348368,1902.4689846230212,1249.584260617524,-376.3001825620581,260.95291974020745,75.68215475945624,1.9085585357284247,2.2746222940268797,0.980779189119134,0.9902954156012141,0.37592053060262703
0.99,-164.15578446225763,1913.0798464612803,1237.7691917015002,-380.15018440655524,263.5423746491832,76.88366183722101,1.9176019954072354,2.2914700604056844,0.9805869159006937,0.9901973663233485,0.3721948453116081
1.0,-166.78755795456232,1923.5610709183693,1226.0716848283028,-384.0001862506835,266.15785399424453,78.09724425332946,1.9266409344864508,2.308391354236398,0.9803947195761609,0.9900993366533777,0.3685063188243121
1.01,-169.4456173908734,1933.9137064862534,1214.4905701395428,-387.85018809444296,268.79961934095957,79.32302337420525,1.9356753552258057,2.325386056856214,0.9802026001147843,0.9900013265873803,0.3648545805001836
1.02,-172.1302269495718,1944.1387887020605,1203.0246895193345,-391.7001899378337,271.4679348676863,80.56112177860643,1.9447052598839054,2.342454049743511,0.9800105574858248,0.9899033361214361,0.3612392634280248
1.03,-174.84165346412374,1954.2373403493716,1191.6728963733794,-395.5501917808558,274.16306740786774,81.81166327725064,1.9537306507182257,2.3595952145177006,0.9798185916585554,0.9898053652516253,0.357660004355494
1.04,-177.58016644995746,1964.2103715623869,1180.4340555123288,-399.4001936235094,276.8852864769093,83.0747729252859,1.962751529985115,2.3768094329390714,0.9796267026022618,0.9897074139740293,0.35411644365197453
1.05,-180.3460381315161,1974.0588799283896,1169.3070430367688,-403.25019546579443,279.6348642992309,84.35057703484314,1.9717678999397927,2.3940965869086406,0.9794348902862415,0.9896094822847298,0.35060822527196167
1.06,-183.1395434695985,1983.7838505891968,1158.2907462230826,-407.100197307711,282.41207583560845,85.63920318772232,1.9807797628363515,2.4114565584679997,0.9792431546798048,0.9895115701798097,0.34713499671872905
1.07,-185.96096018899186,1993.3862563416276,1147.38406341016,-410.95019914925933,285.21719881080617,86.94078024821405,1.9897871209277573,2.428889229799164,0.9790514957522739,0.9894136776553525,0.3436964090082655
1.08,-188.81056880640077,2002.8670577370176,1136.5859038869255,-414.80020099043935,288.0505137415056,88.2554383760586,1.9987899764658494,2.446394483224421,0.9788599134729833,0.9893158047074425,0.34029211663347214
1.09,-191.6886526586753,2012.2272031798047,1125.8951877806533,-418.65020283125114,290.91230396453386,89.5833090395437,2.007788331701342,2.463972201206178,0.9786684078112798,0.9892179513321647,0.3369217775286109
1.1,-194.59549793134292,2021.4676290252166,1115.3108459460416,-422.50020467169486,293.80285566539544,90.92452502874346,2.0167821888838238,2.4816222663468106,0.9784769787365226,0.989120117525605,0.33358505303399427
1.11,-197.53139367984824,2030.5892595622308,1104.8318199723972,-426.3502065117705,296.7224578995119,92.27922046537351,2.0257715502617586,2.499344561388514,0.9782856262180831,0.9890223032838501,0.3302816078984931
1.12,-200.49663185822374,2039.5930071023643,1094.4570620815427,-430.2002083514782,299.6714026208928,93.64753081609427,2.034756418082488,2.5171389692131525,0.9780943502253447,0.9889245086029874,0.3270111102470531
1.1300000000000001,-203.49150736305626,2048.4797722920925,1084.1855347949977,-434.05021019081795,302.6499847261021,95.02959291291138,2.043736794592228,2.535005372842103,0.9779031507277034,0.9888267334791051,0.3237732314743291
1.1400000000000001,-206.51631805496828,2057.250444082829,1074.0162109540292,-437.9002120297899,305.6585020757393,96.42554496314303,2.0527126820360735,2.552943655436109,0.9777120276945673,0.9887289779082923,0.32056764625131023
1.1500000000000001,-209.57136478840053,2065.9058998196824,1063.9480736170801,-441.75021386839404,308.6972555242221,97.83552656323906,2.0616840826579956,2.570953700295129,0.9775209810953566,0.9886312418866385,0.3173940324926773
1.16,-212.65695144177533,2074.447005330297,1053.9801159569274,-445.6002157066304,311.76654894995005,99.25967871277682,2.0706509987008452,2.5890353908581853,0.9773300108995039,0.9885335254102345,0.314252071324075
1.17,-215.77338494797164,2082.8746150127113,1044.1113411586887,-449.4502175444993,314.86668928577905,100.69814382860149,2.079613432406351,2.6071886107032167,0.977139117076454,0.9884358284751716,0.3111414470496528
1.18,-218.9209753251136,2091.189571922236,1034.3407623186533,-453.30021938200065,317.99798654981043,102.15106575911204,2.0885713860151216,2.625413243546924,0.9769482995956638,0.988338151077542,0.30806184711986895
1.19,-222.10003570767748,2099.39270785739,1024.6674023439164,-457.1502212191345,321.1607538764975,103.61858979869484,2.097524861766645,2.643709173244623,0.9767575584266025,0.9882404932134384,0.3050129620995508
1.2,-225.31088237791883,2107.4848434448977,1015.0902938527979,-461.00022305590096,324.355307548073,105.10086270230586,2.1064738618992913,2.6620762837900944,0.9765668935387517,0.9881428548789547,0.3019944856362051
1.21,-228.55383479762406,2115.4667882237727,1005.6084790760254,-464.85022489230016,327.58196702630033,106.59803270020336,2.1154183886503097,2.680514459315434,0.9763763049016048,0.9880452360701851,0.29900611442857156
1.22,-231.8292156344952,2123.339340645698,996.221009844113,-468.70022672833204,330.8410549788588,108.11024951019049,2.124358444255832,2.699023584090904,0.9761857924846676,0.9879476367832252,0.296047548222768
1.23,-235.13735079376016,2131.10328814572,986.9269475019992,-472.55022856399677,334.13289731095335,109.63766435228236,2.1332940309508723,2.7176035425247833,0.9759953562574584,0.9878500570141707,0.2931184897851494
1.24,-238.47856946244733,2138.7594073914306,977.7253626393216,-476.40023039929446,337.45782320958955,111.18042996924954,2.142225150969327,2.736254219163217,0.9758049961895071,0.9877524967591186,0.2902186448161468
1.25,-241.85320413599206,2146.308464269437,968.6153350916007,-480.25023223422505,340.8161651701799,112.73870063896348,2.151151806543977,2.75497549869007,0.9756147122503562,0.9876549560141663,0.28734772195082825
1.26,-245.26159065139,2153.751213961289,959.5959538489329,-484.1002340687887,344.2082590296972,114.31263218977952,2.1600739999064853,2.7737672659267756,0.9754245044095604,0.9875574347754125,0.28450543272985135
1.27,-248.7040682207519,2161.0884010194472,950.6663169644477,-487.9502359029856,347.63444400022945,115.90238201610649,2.1689917332874007,2.7926294058321877,0.9752343726366862,0.9874599330389561,0.28169149157033846
1.28,-252.18097946519052,2168.320759442264,941.8255314636077,-491.8002377368156,351.0950627028666,117.50810909413009,2.1779050089161567,2.8115618035024332,0.9750443169013127,0.987362450800897,0.278905615737021
1.29,-255.69267044904169,2175.4490127479717,933.0727132543383,-495.6502395702788,354.5904612019215,119.12997399769161,2.1868138290210717,2.8305643441707633,0.9748543371730309,0.9872649880573361,0.2761475253136476
1.3,-259.239490714423,2182.4738740477064,924.406987037972,-499.50024140337547,358.12098903948913,120.76813891432298,2.1957181958293517,2.8496369132074046,0.974664433421444,0.9871675448043747,0.27341694317465304
1.31,-262.821793316132,2189.3960461175648,915.8274862209971,-503.3502432361055,361.68699927034424,122.42276766143972,2.2046181115670875,2.8687793961194115,0.9744746056161676,0.9870701210381152,0.270713594957082
1.32,-266.43993485688776,2196.2162214697155,907.3333528275933,-507.20024506846903,365.2888484971829,124.09402570269289,2.2135135784592586,2.8879916785505184,0.974284853726829,0.9869727167546606,0.2680372090327655
1.33,-270.09427552528194,2202.9350823901864,898.9237374442367,-511.0502469004661,368.9268969085743,125.78208016557848,2.222404598729732,2.907273646280992,0.974095177723068,0.9868753319501147,0.2653875164907636
1.34,-273.7851791322355,2209.553301000979,890.5977991406692,-514.9002487320969,372.6015083154165,127.48709985835325,2.2312911746012625,2.926625185227484,0.9739055775745366,0.9867779666205823,0.26276425111223983
1.35,-277.51301314220837,2216.0715393979194,882.3547053175662,-518.7502505633613,376.3130501821466,129.20925528451602,2.2401733082954935,2.9460461814428833,0.9737160532508984,0.9866806207621684,0.2601671493218605
1.36,-281.27814871263405,2222.490449679819,874.1936316590771,-522.6002523942595,380.0618936661755,130.94871866110543,2.2490510020329597,2.965536521116168,0.9735266047218298,0.9865832943709796,0.2575959501727759
1.37,-285.0809607310377,2228.8106740133585,866.1137620507203,-526.4502542247916,383.8484136550055,132.70566393592256,2.2579242580330834,2.98509609057226,0.973337231957019,0.9864859874431224,0.2550503953205061
1.3800000000000001,-288.92182785248013,2235.0328446975427,858.1142884975536,-530.3002560549576,387.67298880367485,134.48026680490514,2.26679307851418,3.0047247762718756,0.9731479349261664,0.986388699974705,0.2525302289969137
