t,QOM1
1.34,47.986906007206606
1.35,47.986824625186415
1.36,47.98674530716866
1.37,47.98666800101861
1.3800000000000001,47.9865926558688
1.3900000000000001,47.9865192220704
1.4000000000000001,47.9864476511445
1.41,47.986377895733426
1.42,47.98630990955206
1.43,47.98624364733917
1.44,47.98617906480871
1.45,47.98611611920696
1.46,47.986054770974086
1.47,47.98599497988224
1.48,47.98593670641659
1.49,47.98587991196735
1.5,47.98582455879012
1.51,47.98577060996612
1.52,47.98571802936249
1.53,47.98566678159262
1.54,47.98561683197638
1.55,47.98556814650044
1.56,47.98552069231173
1.57,47.98547444091443
1.58,47.98542936247301
1.59,47.98538542726973
1.6,47.98534260631636
1.61,47.98530087132808
1.62,47.985260194697446
1.6300000000000001,47.98522054946826
1.6400000000000001,47.98518190930951
1.6500000000000001,47.985144248489256
1.6600000000000001,47.98510754184858
1.67,47.98507176489842
1.68,47.98503689543075
1.69,47.985002911021695
1.7,47.98496978930112
1.71,47.984937508423855
1.72,47.98490604704724
1.73,47.984875384308666
1.74,47.98484549980309
1.75,47.984816373560605
1.76,47.98478798602391
1.77,47.98476031802591
1.78,47.98473335076722
1.79,47.9847070657937
1.8,47.984681444973965
1.81,47.98465647154591
1.82,47.98463213169041
1.83,47.98460840958716
1.84,47.98458528960514
1.85,47.98456275647623
1.86,47.98454079527929
1.87,47.98451939142429
1.8800000000000001,47.98449853063648
1.8900000000000001,47.98447819894043
1.9000000000000001,47.98445838264423
1.9100000000000001,47.984439068323546
1.92,47.9844202428058
1.93,47.98440189315424
1.94,47.98438400665883
1.95,47.98436657271689
1.96,47.98434958113442
1.97,47.98433302075471
1.98,47.98431688068752
1.99,47.98430115029813
2.0,47.984285819196316
2.0100000000000002,47.984270877225384
2.02,47.98425631445117
2.0300000000000002,47.98424212115107
2.04,47.98422828780301
2.05,47.98421480507449
2.06,47.98420166381158
2.07,47.98418885502795
2.08,47.98417637007604
2.09,47.984164201874314
2.1,47.98415234270021
2.11,47.98414078474202
2.12,47.984129520366935
2.13,47.98411854211308
2.14,47.984107842681325
2.15,47.984097414927234
2.16,47.98408725185299
2.17,47.98407734659926
2.18,47.98406769243712
2.19,47.98405828276002
2.2,47.98404911107559
2.21,47.98404017099764
2.22,47.98403145682761
2.23,47.98402296381482
2.24,47.98401468639869
2.25,47.98400661912113
2.2600000000000002,47.98399875665151
2.27,47.9839910937811
2.2800000000000002,47.98398362541773
2.29,47.98397634658029
2.3000000000000003,47.98396925239334
2.31,47.983962338081604
2.32,47.98395559896463
2.33,47.98394903045126
2.34,47.983942628034264
2.35,47.983936373216814
2.36,47.98393029505587
2.37,47.98392437003564
2.38,47.98391859453372
2.39,47.98391296497653
2.4,47.98390747783933
2.41,47.98390212964618
2.42,47.98389691697
2.43,47.9838918364325
2.44,47.98388688470423
2.45,47.98388205850459
2.46,47.98387735460178
2.47,47.98387276981283
2.48,47.9838683010036
2.49,47.983863945231526
2.5,47.983859700226894
2.5100000000000002,47.98385556325677
2.52,47.98385153155651
2.5300000000000002,47.983847602419225
2.54,47.98384377319573
2.5500000000000003,47.98384004129458
2.56,47.98383640418205
2.57,47.983832859382154
2.58,47.983829404476616
2.59,47.9838260371049
2.6,47.98382275496417
2.61,47.98381955580936
2.62,47.98381643745311
2.63,47.98381339776576
2.64,47.98381043467541
2.65,47.98380754616789
2.66,47.98380473028678
2.67,47.98380198519746
2.68,47.98379930913027
2.69,47.98379670032327
2.7,47.98379415707336
2.71,47.983791677736306
2.72,47.983789260726695
2.73,47.98378690451798
2.74,47.98378460764245
2.75,47.98378236869124
2.7600000000000002,47.98378018631434
2.77,47.98377805922058
2.7800000000000002,47.98377598617765
2.79,47.98377396601206
2.8000000000000003,47.98377199760918
2.81,47.98377007991324
2.82,47.983768211927305
2.83,47.98376639271327
2.84,47.9837646211096
2.85,47.98376289450029
2.86,47.98376121148216
2.87,47.98375957094384
2.88,47.98375797181186
2.89,47.9837564130507
2.9,47.983754893662734
2.91,47.983753412688266
2.92,47.98375196920553
2.93,47.98375056233065
2.94,47.983749191217704
2.95,47.983747855058674
2.96,47.983746553083456
2.97,47.98374528455987
2.98,47.983744048793675
2.99,47.98374284512851
3.0,47.98374167294597
3.0100000000000002,47.983740531665546
3.02,47.983739419982385
3.0300000000000002,47.983738336404016
3.04,47.983737280186624
3.0500000000000003,47.98373625060994
3.06,47.98373524697705
3.0700000000000003,47.9837342686144
3.08,47.98373331487178
3.09,47.98373238512232
3.1,47.98373147876254
3.11,47.98373059521228
3.12,47.98372973391473
3.13,47.983728894336444
3.14,47.983728075967335
3.15,47.98372727832065
3.16,47.983726500932995
3.17,47.98372574336433
3.18,47.98372500519798
3.19,47.98372422598671
3.2,47.98372353765913
3.21,47.98372286460971
3.22,47.983722206655564
3.23,47.98372156361383
3.24,47.98372093530163
3.25,47.9837203215361
3.2600000000000002,47.98371972213436
3.27,47.983719136913535
3.2800000000000002,47.983718565690765
3.29,47.98371800828316
3.3000000000000003,47.98371746450787
3.31,47.983716934182006
3.3200000000000003,47.9837164171227
3.33,47.98371591314708
3.34,47.98371542207227
3.35,47.98371494371541
3.36,47.98371447789361
3.37,47.98371402412907
3.38,47.98371358182736
3.39,47.98371315074364
3.4,47.98371273063427
3.41,47.9837123212556
3.42,47.98371192236401
3.43,47.983711533715855
3.44,47.9837111550675
3.45,47.983710786175315
3.46,47.98371042679565
3.47,47.983710076684886
3.48,47.98370973559937
3.49,47.98370940329548
3.5,47.98370907952956
3.5100000000000002,47.983708764057994
3.52,47.98370845663714
3.5300000000000002,47.98370815702335
3.54,47.983707864973006
3.5500000000000003,47.98370758024245
3.56,47.98370730258807
3.5700000000000003,47.983707031766215
3.58,47.98370676761522
3.59,47.98370651036354
3.6,47.98370625988937
3.61,47.98370601600433
3.62,47.98370577852004
3.63,47.983705547248135
3.64,47.98370532200025
3.65,47.98370510258799
3.66,47.983704888823
3.67,47.9837046805169
3.68,47.98370447748132
3.69,47.98370427952788
3.7,47.98370408646821
3.71,47.98370389811394
3.72,47.983703714276686
3.73,47.98370353476809
3.74,47.98370335939977
3.75,47.983703187983345
3.7600000000000002,47.98370302033046
3.77,47.98370285625273
3.7800000000000002,47.98370269556178
3.79,47.983702538074894
3.8000000000000003,47.98370238422473
3.81,47.98370223430932
3.8200000000000003,47.98370208823452
3.83,47.98370194590618
3.84,47.98370180723015
3.85,47.98370167211226
3.86,47.98370154045837
3.87,47.98370141217431
3.88,47.98370128716595
3.89,47.98370116533912
3.9,47.98370104659967
3.91,47.983700930853445
3.92,47.98370081800629
3.93,47.98370070796405
3.94,47.983700600632574
3.95,47.98370049591772
3.96,47.98370039372531
3.97,47.9837002939612
3.98,47.98370019653124
3.99,47.98370010134128
4.0,47.983700008297156
4.01,47.98369983634722
4.0200000000000005,47.98369975902096
4.03,47.983699682970745
4.04,47.983699608196574
4.05,47.98369953469844
4.0600000000000005,47.98369946247635
4.07,47.9836993915303
4.08,47.9836993218603
4.09,47.983699253466334
4.1,47.98369918634842
4.11,47.983699120506536
4.12,47.9836990559407
4.13,47.98369899265091
4.14,47.98369893063715
4.15,47.98369886989944
4.16,47.98369881043777
4.17,47.983698752252145
4.18,47.98369869534257
4.19,47.983698639709026
4.2,47.983698585351526
4.21,47.98369853227007
4.22,47.98369848045763
4.23,47.98369842978247
4.24,47.983698380194724
4.25,47.983698331694384
4.26,47.983698284281466
4.2700000000000005,47.983698237955956
4.28,47.98369819271786
4.29,47.98369814856718
4.3,47.98369810550391
4.3100000000000005,47.98369806352806
4.32,47.98369802263962
4.33,47.98369798283859
4.34,47.98369794412498
4.3500000000000005,47.983697906498776
4.36,47.98369786995999
4.37,47.98369783450862
4.38,47.983697800144654
4.39,47.98369776686811
4.4,47.98369773467898
4.41,47.983697703577256
4.42,47.98369767356295
4.43,47.98369764463606
4.44,47.983697616796576
4.45,47.98369758984335
4.46,47.98369756346507
4.47,47.98369753765821
4.48,47.983697512422765
4.49,47.98369748775874
4.5,47.983697463666125
4.51,47.98369744014493
4.5200000000000005,47.98369741719515
4.53,47.983697394816794
4.54,47.983697373009846
4.55,47.983697351774325
4.5600000000000005,47.983697331110214
4.57,47.98369731101752
4.58,47.98369729149624
4.59,47.98369727254639
4.6000000000000005,47.98369725416794
4.61,47.98369723636092
4.62,47.98369721912531
4.63,47.983697202461116
4.64,47.983697186368346
4.65,47.98369717084699
4.66,47.98369715589705
4.67,47.983697141481585
4.68,47.98369712737276
4.69,47.983697113531534
4.7,47.983697099957915
4.71,47.9836970866519
4.72,47.98369707361349
4.73,47.98369706084269
4.74,47.983697048339494
4.75,47.983697036103905
4.76,47.983697024135914
4.7700000000000005,47.983697012435535
4.78,47.98369700100276
4.79,47.98369698983759
4.8,47.983696978940024
4.8100000000000005,47.98369696831007
4.82,47.983696957947714
4.83,47.98369694785296
4.84,47.98369693802582
4.8500000000000005,47.98369692846629
4.86,47.983696919174356
4.87,47.98369691015003
4.88,47.98369690139331
4.89,47.983696892903566
4.9,47.983696884611355
4.91,47.98369687646954
4.92,47.98369686847811
4.93,47.983696860637096
4.94,47.983696852946466
4.95,47.98369684540624
4.96,47.98369683801641
4.97,47.98369683077698
4.98,47.98369682368794
4.99,47.9836968167493
5.0,47.98369680996106
5.01,47.98369680332322
5.0200000000000005,47.98369679683577
5.03,47.98369679049872
5.04,47.98369678431207
5.05,47.983696778275814
5.0600000000000005,47.98369677238996
5.07,47.983696766654504
5.08,47.98369676106944
5.09,47.983696755634774
5.1000000000000005,47.983696750350504
5.11,47.98369674521664
5.12,47.98369674021895
5.13,47.98369673531807
5.14,47.98369673051171
5.15,47.983696725799874
5.16,47.98369672118255
5.17,47.983696716659736
5.18,47.98369671223145
5.19,47.98369670789768
5.2,47.983696703658424
5.21,47.983696699513686
5.22,47.983696695463465
5.23,47.98369669150776
5.24,47.98369668764658
5.25,47.983696683879906
5.26,47.98369668020776
5.2700000000000005,47.983696676630125
5.28,47.98369667314701
5.29,47.98369666975841
5.3,47.98369666646433
5.3100000000000005,47.983696663264766
5.32,47.98369666015972
5.33,47.98369665714919
5.34,47.98369665423118
5.3500000000000005,47.983696651378175
5.36,47.98369664858141
5.37,47.98369664584089
5.38,47.98369664315661
5.39,47.983696640528585
5.4,47.983696637956804
5.41,47.98369663544126
5.42,47.98369663298197
5.43,47.98369663057892
5.44,47.98369662823212
5.45,47.983696625941555
5.46,47.983696623707246
5.47,47.98369662152918
5.48,47.983696619407354
5.49,47.98369661734177
5.5,47.98369661533244
5.51,47.98369661337935
5.5200000000000005,47.98369661148251
5.53,47.98369660964191
5.54,47.98369660785756
5.55,47.98369660612945
5.5600000000000005,47.983696604457585
5.57,47.98369660283118
5.58,47.98369660123633
5.59,47.98369659967297
5.6000000000000005,47.9836965981411
5.61,47.98369659664073
5.62,47.98369659517185
5.63,47.98369659373447
5.64,47.98369659232858
5.65,47.98369659095418
5.66,47.983696589611284
5.67,47.98369658829987
5.68,47.98369658701996
5.69,47.98369658577154
5.7,47.983696584554615
5.71,47.98369658336919
5.72,47.98369658221525
5.73,47.98369658109281
5.74,47.98369658000186
5.75,47.98369657894241
5.76,47.98369657791444
5.7700000000000005,47.98369657691798
5.78,47.983696575953005
5.79,47.98369657501748
5.8,47.98369657410106
5.8100000000000005,47.98369657320231
5.82,47.983696572321215
5.83,47.983696571457784
5.84,47.98369657061202
5.8500000000000005,47.983696569783916
5.86,47.98369656897348
5.87,47.9836965681807
5.88,47.98369656740559
5.89,47.983696566648135
5.9,47.98369656590835
5.91,47.98369656518623
5.92,47.98369656448177
5.93,47.98369656379497
5.94,47.98369656312584
5.95,47.983696562474364
5.96,47.98369656184056
5.97,47.98369656122441
5.98,47.98369656062593
5.99,47.98369656004512
6.0,47.98369655948196
6.01,47.98369655886888
6.0200000000000005,47.983696557897545
6.03,47.98369655693696
6.04,47.98369655598713
6.05,47.983696555048056
6.0600000000000005,47.98369655411973
6.07,47.983696553202165
6.08,47.98369655229535
6.09,47.983696551399284
6.1000000000000005,47.983696550513976
6.11,47.98369654963942
6.12,47.98369654877561
6.13,47.98369654792256
6.140000000000001,47.98369654708027
6.15,47.98369654624873
6.16,47.98369654542794
6.17,47.9836965446179
6.18,47.98369654381862
6.19,47.983696543030085
6.2,47.98369654225231
6.21,47.98369654148529
6.22,47.98369654072902
6.23,47.983696539983505
6.24,47.98369653924874
6.25,47.98369653852473
6.26,47.983696537811475
6.2700000000000005,47.98369653710897
6.28,47.98369653641722
6.29,47.98369653573622
6.3,47.98369653506598
6.3100000000000005,47.98369653440649
6.32,47.98369653375775
6.33,47.98369653311977
6.34,47.983696532492544
6.3500000000000005,47.98369653187606
6.36,47.98369653127034
6.37,47.983696530675374
6.38,47.98369653009115
6.390000000000001,47.983696529517694
6.4,47.98369652895498
6.41,47.98369652840302
6.42,47.983696527861824
6.43,47.98369652733137
6.44,47.98369652681168
6.45,47.98369652630273
6.46,47.98369652580454
6.47,47.9836965253171
6.48,47.98369652484042
6.49,47.98369652437449
6.5,47.98369652391931
6.51,47.98369652347489
6.5200000000000005,47.98369652304122
6.53,47.9836965226183
6.54,47.98369652220614
6.55,47.98369652180473
6.5600000000000005,47.98369652141407
6.57,47.98369652103417
6.58,47.98369652066501
6.59,47.98369652030662
6.6000000000000005,47.983696519958976
6.61,47.983696519622086
6.62,47.98369651929595
6.63,47.983696518980565
6.640000000000001,47.983696518675934
6.65,47.983696518382054
6.66,47.98369651809893
6.67,47.98369651782656
6.68,47.983696517564944
6.69,47.98369651731408
6.7,47.98369651707397
6.71,47.98369651684461
6.72,47.98369651662601
6.73,47.983696516418156
6.74,47.98369651622106
6.75,47.98369651603472
6.76,47.98369651585912
6.7700000000000005,47.98369651569429
6.78,47.9836965155402
6.79,47.98369651539687
6.8,47.9836965152643
6.8100000000000005,47.98369651514247
6.82,47.9836965150314
6.83,47.98369651493108
6.84,47.98369651484152
6.8500000000000005,47.983696514762705
6.86,47.98369651469465
6.87,47.983696514637344
6.88,47.9836965145908
6.890000000000001,47.983696514555
6.9,47.98369651452995
6.91,47.983696514515664
6.92,47.983696514512125
6.93,47.98369651451934
6.94,47.98369651453731
6.95,47.98369651456603
6.96,47.983696514605505
6.97,47.98369651465573
6.98,47.98369651471672
6.99,47.98369651478845
7.0,47.98369651487094
7.01,47.98369651496418
7.0200000000000005,47.983696515068175
7.03,47.98369651518293
7.04,47.98369651530843
7.05,47.983696515444684
7.0600000000000005,47.98369651559169
7.07,47.98369651574945
7.08,47.98369651591797
7.09,47.98369651609724
7.1000000000000005,47.98369651628726
7.11,47.98369651648803
7.12,47.98369651669956
7.13,47.983696516921846
7.140000000000001,47.98369651715488
7.15,47.98369651739867
7.16,47.98369651765321
7.17,47.9836965179185
7.18,47.983696518194556
7.19,47.98369651848135
7.2,47.983696518778906
7.21,47.98369651908722
7.22,47.98369651940628
7.23,47.98369651973609
7.24,47.98369652007666
7.25,47.98369652042798
7.26,47.98369652079006
7.2700000000000005,47.983696521162884
7.28,47.983696521499326
7.29,47.98369652137857
7.3,47.98369652126053
7.3100000000000005,47.98369652114522
7.32,47.98369652103262
7.33,47.98369652092275
7.34,47.98369652081559
7.3500000000000005,47.983696520711156
7.36,47.98369652060945
7.37,47.983696520510456
7.38,47.98369652041418
7.390000000000001,47.98369652032063
7.4,47.9836965202298
7.41,47.983696520141685
7.42,47.98369652005629
7.43,47.98369651997362
7.44,47.98369651989367
7.45,47.98369651981644
7.46,47.98369651974193
7.47,47.98369651967015
7.48,47.983696519601075
7.49,47.98369651953473
7.5,47.9836965194711
7.51,47.983696519410195
7.5200000000000005,47.98369651935201
7.53,47.983696519296544
7.54,47.9836965192438
7.55,47.98369651919377
7.5600000000000005,47.98369651914647
7.57,47.98369651910188
7.58,47.98369651906002
7.59,47.983696519020874
7.6000000000000005,47.98369651898445
7.61,47.98369651895075
7.62,47.98369651891977
7.63,47.983696518891506
7.640000000000001,47.98369651886597
7.65,47.983696518843146
7.66,47.983696518823045
7.67,47.983696518805665
7.68,47.98369651879101
7.69,47.98369651877907
7.7,47.98369651876985
7.71,47.98369651876335
7.72,47.98369651875957
7.73,47.983696518758514
7.74,47.98369651876018
7.75,47.98369651876457
7.76,47.983696518771666
7.7700000000000005,47.98369651878149
7.78,47.98369651879404
7.79,47.9836965188093
7.8,47.98369651882729
7.8100000000000005,47.983696518848
7.82,47.983696518871426
7.83,47.983696518897574
7.84,47.983696518926436
7.8500000000000005,47.98369651895803
7.86,47.98369651899234
7.87,47.983696519029365
7.88,47.98369651906911
7.890000000000001,47.98369651911158
7.9,47.98369651915678
7.91,47.983696519204685
7.92,47.98369651925532
7.930000000000001,47.98369651930867
7.94,47.98369651936474
7.95,47.98369651942354
7.96,47.98369651948505
7.97,47.983696519549284
7.98,47.98369651961624
7.99,47.983696519685914
8.0,47.983696519758304
8.01,47.98369651983342
8.02,47.983696519911256
8.03,47.98369651999182
8.040000000000001,47.98369652007509
8.05,47.98369652016109
8.06,47.98369652024981
8.07,47.98369652034125
8.08,47.9836965204354
8.09,47.983696520532284
8.1,47.98369652063188
8.11,47.983696520734206
8.120000000000001,47.983696520839246
8.13,47.98369652094701
8.14,47.98369652105749
8.15,47.983696521170685
8.16,47.98369652128661
8.17,47.98369652140526
8.18,47.98369652152662
8.19,47.9836965216507
8.2,47.9836965217775
8.21,47.98369652190703
8.22,47.983696522039274
8.23,47.98369652217424
8.24,47.983696522311924
8.25,47.983696522452334
8.26,47.98369652259546
8.27,47.983696522741305
8.28,47.98369652288987
8.290000000000001,47.98369652304116
8.3,47.98369652319517
8.31,47.9836965233519
8.32,47.98369652351135
8.33,47.98369652367352
8.34,47.98369652383841
8.35,47.98369652400602
8.36,47.98369652417635
8.370000000000001,47.983696524349405
8.38,47.98369652452518
8.39,47.98369652470367
8.4,47.983696524884884
8.41,47.983696525068815
8.42,47.98369652525547
8.43,47.98369652544484
8.44,47.98369652563694
8.45,47.98369652583175
8.46,47.98369652602929
8.47,47.983696526229544
8.48,47.983696526432524
8.49,47.98369652663822
8.5,47.983696526846636
8.51,47.98369652705777
8.52,47.98369652727163
8.53,47.98369652748821
8.540000000000001,47.983696527707515
8.55,47.983696527815404
8.56,47.98369652786844
8.57,47.983696527921474
8.58,47.98369652797451
8.59,47.983696528027544
8.6,47.98369652808058
8.61,47.98369652813361
8.620000000000001,47.98369652818665
8.63,47.98369652823968
8.64,47.98369652829272
8.65,47.98369652834575
8.66,47.98369652839879
8.67,47.98369652845182
8.68,47.98369652850486
8.69,47.98369652855789
8.700000000000001,47.98369652861093
8.71,47.98369652866396
8.72,47.983696528717
8.73,47.98369652877003
8.74,47.98369652882307
8.75,47.9836965288761
8.76,47.98369652892914
8.77,47.98369652898217
8.78,47.98369652903521
8.790000000000001,47.98369652908824
8.8,47.98369652914128
8.81,47.98369652919431
8.82,47.98369652924735
8.83,47.98369652930038
8.84,47.983696529353416
8.85,47.98369652940645
8.86,47.983696529459486
8.870000000000001,47.98369652951252
8.88,47.983696529565556
8.89,47.98369652961859
8.9,47.983696529671626
8.91,47.98369652972466
8.92,47.983696529777696
8.93,47.98369652983073
8.94,47.983696529883765
8.950000000000001,47.9836965299368
8.96,47.983696529989835
8.97,47.98369653004287
8.98,47.983696530095905
8.99,47.98369653014894
9.0,47.983696530201975
9.01,47.98369653025501
9.02,47.983696530308045
9.03,47.98369653036108
9.040000000000001,47.983696530414115
9.05,47.98369653046715
9.06,47.983696530520184
9.07,47.98369653057322
9.08,47.983696530626254
9.09,47.98369653067929
9.1,47.983696530732324
9.11,47.98369653078536
9.120000000000001,47.983696530838394
9.13,47.98369653089143
9.14,47.983696530944464
9.15,47.9836965309975
9.16,47.98369653105053
9.17,47.98369653110357
9.18,47.9836965311566
9.19,47.98369653120964
9.200000000000001,47.98369653126267
9.21,47.98369653131571
9.22,47.98369653136874
9.23,47.98369653142178
9.24,47.98369653147481
9.25,47.98369653152785
9.26,47.98369653158088
9.27,47.98369653163392
9.28,47.98369653168695
9.290000000000001,47.98369653173999
9.3,47.98369653179302
9.31,47.98369653184606
9.32,47.98369653189909
9.33,47.98369653195213
9.34,47.98369653200516
9.35,47.9836965320582
9.36,47.98369653211123
9.370000000000001,47.98369653216427
9.38,47.9836965322173
9.39,47.983696532270336
9.4,47.98369653232337
9.41,47.983696532376406
9.42,47.98369653242944
9.43,47.983696532482476
9.44,47.98369653253551
9.450000000000001,47.983696532588546
9.46,47.98369653264158
9.47,47.983696532694616
9.48,47.98369653274765
9.49,47.983696532800685
9.5,47.98369653285372
9.51,47.983696532906755
9.52,47.98369653295979
9.53,47.983696533012825
9.540000000000001,47.98369653306586
9.55,47.983696533118895
9.56,47.98369653317193
9.57,47.983696533224965
9.58,47.983696533278
9.59,47.983696533331035
9.6,47.98369653338407
9.61,47.983696533437104
9.620000000000001,47.98369653349014
9.63,47.983696533543174
9.64,47.98369653359621
9.65,47.983696533649244
9.66,47.98369653370228
9.67,47.983696533755314
9.68,47.98369653380835
9.69,47.983696533861384
9.700000000000001,47.98369653391442
9.71,47.98369653396745
9.72,47.98369653402049
9.73,47.98369653407352
9.74,47.98369653412656
9.75,47.98369653417959
9.76,47.98369653423263
9.77,47.98369653428566
9.78,47.9836965343387
9.790000000000001,47.98369653439173
9.8,47.98369653444477
9.81,47.9836965344978
9.82,47.98369653455084
9.83,47.98369653455399
9.84,47.98369653455557
9.85,47.98369653455714
9.86,47.98369653455872
9.870000000000001,47.983696534560295
9.88,47.98369653456187
9.89,47.98369653456345
9.9,47.98369653456503
9.91,47.983696534566604
9.92,47.98369653456818
9.93,47.98369653456976
9.94,47.98369653457134
9.950000000000001,47.983696534572914
9.96,47.98369653457449
9.97,47.98369653457607
9.98,47.983696534577646
9.99,47.983696534579224
