t,x,z,y
0.78,1.6205993171509605,1.0176571171198745,1.1249811181876594
0.79,1.615297234964703,1.0183040350583035,1.126612715608541
0.8,1.6098169164719374,1.0189567409050964,1.1282099879629943
0.81,1.6041598485613788,1.0196149931482503,1.1297724101464397
0.8200000000000001,1.5983275864725828,1.0202785485309147,1.131299471356266
0.8300000000000001,1.5923217496251973,1.0209471623022182,1.1327906753282195
0.84,1.586144021524581,1.0216205882584428,1.1342455404515073
0.85,1.579796148532528,1.0222985788434704,1.1356635999004516
0.86,1.5732799386288983,1.0229808852504025,1.1370444017529175
0.87,1.56659726103848,1.0236672574668544,1.1383875091295654
0.88,1.559750045135022,1.0243574443683297,1.1396925002922431
0.89,1.552740278039712,1.0250511938980005,1.1409589686788004
0.9,1.5455700040864706,1.0257482531244106,1.1421865229971977
0.91,1.5382413236823749,1.026448368339581,1.1433747872829607
0.92,1.5307563921814709,1.0271512851569125,1.1445234009438319
0.93,1.5231174187329761,1.027856748600864,1.1456320188271827
0.9400000000000001,1.5153266650397255,1.0285645031760053,1.1467003113659708
0.9500000000000001,1.5073864445029148,1.029274293002004,1.1477279644083191
0.96,1.4992991210990432,1.0299858618940572,1.1487146792787117
0.97,1.4910671083367035,1.0306989534518107,1.1496601727830174
0.98,1.4826928682545302,1.0314133111490187,1.1505641771918866
0.99,1.4741789103483436,1.0321286784255383,1.1514264402197325
1.0,1.4655277883802535,1.0328447988632645,1.1522467251330049
1.01,1.4567421012950448,1.0335614161975817,1.1530248105821799
1.02,1.4478244925100179,1.034278274393008,1.1537604905315
1.03,1.4387776483267654,1.034995117753103,1.1544535742379156
1.04,1.4296042969167493,1.0357116910066508,1.1551038861848362
1.05,1.4203072073256076,1.0364277393921897,1.1557112660071198
1.06,1.4108891875308902,1.037143008784406,1.1562755684652826
1.07,1.4013530831051024,1.03785724579227,1.156796663376349
1.08,1.3917017777818774,1.0385701977702608,1.157274435423959
1.09,1.3819381916323927,1.0392816129364189,1.1577087841047433
1.1,1.3720652800128008,1.0399912404544656,1.1580996236221526
1.11,1.3620860325219308,1.0406988305142773,1.158446882773489
1.12,1.3520034718442968,1.0414041344178544,1.158750504841345
1.1300000000000001,1.341820652208244,1.042106904686425,1.1590104475136631
1.1400000000000001,1.3315406590383077,1.0428068950968503,1.1592266826925637
1.1500000000000001,1.3211666076962083,1.043503860769639,1.159399196378996
1.16,1.3107016423677205,1.0441975582470684,1.1595279885396617
1.17,1.3001489349975104,1.0448877455670353,1.1596130729651366
1.18,1.2895116842208947,1.0455741823359352,1.159654477124028
1.19,1.2787931142200433,1.0462566298152043,1.1596522420213617
1.2,1.267996473713951,1.0469348509788623,1.1596064220384508
1.21,1.257125034901689,1.0476086105786557,1.1595170847743055
1.22,1.2461820923638485,1.0482776752157028,1.159384310888292
1.23,1.2351709619827027,1.048941813406234,1.1592081939376266
1.24,1.224094979859408,1.0496007956457347,1.1589888402123258
1.25,1.2129575012651723,1.0502543944822453,1.1587263685587466
1.26,1.201761899574908,1.0509023845839554,1.158420910204552
1.27,1.1905115651055969,1.0515445427786003,1.1580726086043944
1.28,1.1792099040577466,1.0521806481222178,1.1576816192578063
1.29,1.1678603374203695,1.0528104819568618,1.1572481095337663
1.3,1.1564662998715327,1.053433827966621,1.1567722584942648
1.31,1.1450312387053707,1.0540504722349529,1.1562542567114371
1.32,1.1335586128783541,1.0546602033121268,1.1556943060615883
1.33,1.1220518917018778,1.0552628122479617,1.155092619582402
1.34,1.1105145537877588,1.0558580926473426,1.154449421283146
1.35,1.0989500859567436,1.0564458407210495,1.1537649459608472
1.36,1.0873619821268854,1.0570258553334935,1.1530394390195884
1.37,1.0757537422069021,1.0575979380495069,1.1522731562883792
1.3800000000000001,1.0641288712999781,1.058161893200832,1.1514663637757956
1.3900000000000001,1.0524908782799915,1.0587175279088912,1.150619337552048
1.4000000000000001,1.0408432745882086,1.0592646521211693,1.1497323635865107
1.41,1.029189573227424,1.059803078659652,1.1488057375455893
1.42,1.0175332876375442,1.0603326232599488,1.147839764615305
1.43,1.0058779305674612,1.0608531046088678,1.146834759325482
1.44,0.9942270129430879,1.0613643443804286,1.1457910453757818
1.45,0.9825840427314431,1.0618661672703018,1.1447089554638106
1.46,0.9709525238722109,1.062358401033194,1.1435888310996032
1.47,0.9593359564204803,1.0628408765954973,1.142431022151907
1.48,0.9477378339676225,1.0633134279944814,1.141235887002633
1.49,0.9361616424878778,1.063775892406311,1.1400037923857338
1.5,0.9246108595763142,1.0642281101974804,1.1387351131411378
1.51,0.9130889533359796,1.0646699249527214,1.1374302320492764
1.52,0.9015993812645916,1.065101183501542,1.1360895396683726
1.53,0.8901455891408107,1.0655217359433928,1.1347134341746856
1.54,0.8787310099101482,1.065931435671463,1.1333023212059121
1.55,0.8673590626946482,1.066330139401524,1.131856613674093
1.56,0.8560331529646436,1.0667177072595129,1.1303767312650699
1.57,0.8447566697778837,1.0670940027160938,1.128863100741437
1.58,0.8335329849107626,1.0674588926177107,1.127316155733366
1.59,0.8223654520587742,1.0678122472198552,1.1257363365146569
1.6,0.8112574057708637,1.0681539402052085,1.1241240898556846
1.61,0.800212160388094,1.068483848700636,1.1224798688797004
1.62,0.789233008986847,1.068801853293049,1.1208041329226397
1.6300000000000001,0.7783232223267775,1.0691078380441361,1.1190973473965853
1.6400000000000001,0.7674860479567953,1.0694016905110233,1.117359983601397
1.6500000000000001,0.7567247101554848,1.0696833018039946,1.1155925182388295
1.6600000000000001,0.7460424074675327,1.0699525665322094,1.113795433806694
1.67,0.7354423120322672,1.070209382830559,1.1119692183478087
1.68,0.7249275687542003,1.0704536523779005,1.110114365262928
1.69,0.7145012943238596,1.0706852804070452,1.1082313731848707
1.7,0.7041665762483611,1.0709041757138447,1.1063207458561037
1.71,0.6939264718920802,1.0711102506653838,1.1043829920098882
1.72,0.6837840075277705,1.071303421207302,1.102418625255089
1.73,0.6737421775327206,1.071483606876203,1.1004281638903066
1.74,0.663803944007797,1.0716507308294638,1.0984121304935455
1.75,0.6539722349569397,1.0718047198099148,1.0963710523205605
1.76,0.6442499436810243,1.0719455041629928,1.0943054610404084
1.77,0.6346399279764765,1.0720730178439017,1.092215892590222
1.78,0.6251450092809204,1.072187198421085,1.0901028870706084
1.79,0.6157679718338622,1.0722879870790247,1.0879669886442536
1.8,0.6065115618528458,1.072375328620384,1.0858087454377892
1.81,0.5973784867255141,1.0724491714675117,1.083628709446982
1.82,0.5883714142894086,1.07250946766469,1.0814274363565521
1.83,0.5794929722380722,1.0725561728818678,1.079205485227285
1.84,0.5707457470119549,1.0725892464076723,1.0769634188484158
1.85,0.5621322831961054,1.0726086511511752,1.0747018034855642
1.86,0.5536550828238564,1.0726143536409825,1.0724212087715943
1.87,0.5453166046830317,1.0726063240234924,1.070122207621019
1.8800000000000001,0.5371192636419287,1.072584536060666,1.0678053761470978
1.8900000000000001,0.5290654299955448,1.072548967127326,1.0654712935816428
1.9000000000000001,0.5211574288325125,1.072499598208005,1.0631205421975531
1.9100000000000001,0.5133975393847103,1.0724364138908677,1.060753707138085
1.92,0.505787994380543,1.0723594023600598,1.0583713762040623
1.93,0.4983309796143178,1.0722685554002214,1.0559741401276104
1.94,0.4910286333389755,1.0721638683877304,1.0535625923518868
1.95,0.4838830457361262,1.0720453402851038,1.051137328948943
1.96,0.47689625841308386,1.0719129736352881,1.0486989485491147
1.97,0.4700702639235358,1.071766774555617,1.046248052272413
1.98,0.46340700531230244,1.0716067527314457,1.0437852436619006
1.99,0.4569083756846402,1.0714329214094873,1.04131112861904
2.0,0.4505762175889246,1.0712452973815154,1.038826315248169
2.0100000000000002,0.4444123224909733,1.071043900970727,1.036331413731953
2.02,0.4384184309549105,1.0708287560479437,1.0338270365073177
2.0300000000000002,0.43259623204361825,1.070599890011929,1.0313137980894045
2.04,0.4269473629948308,1.0703573337804975,1.0287923150065725
2.05,0.4214734089300395,1.0701011217816803,1.026263205739709
2.06,0.41617590258964765,1.0698312919446518,1.0237270906627602
2.07,0.4110563240947703,1.0695478856904415,1.0211845919844427
2.08,0.40611610073607296,1.0692509479224397,1.0186363336910886
2.09,0.40135660632487014,1.0689405270009185,1.0160829414103336
2.1,0.39677916099261595,1.0686166747316634,1.0135250423484206
2.11,0.3923850318542853,1.0682794463828325,1.0109632653727108
2.12,0.3881754324513026,1.0679289006592514,1.008398240879655
2.13,0.3841515226509811,1.067565099691108,1.0058306007374633
2.14,0.3803144085754305,1.0671881090225377,1.0032609782296795
2.15,0.3766651425576872,1.0667979976000326,1.000690007999169
2.16,0.3732047231253603,1.0663948377606811,0.9981183259924573
2.17,0.36993409501192426,1.0659787052202516,0.9955465694043542
2.18,0.3668541483591046,1.0655496790386345,0.9929753765627009
2.19,0.363965719089944,1.0651078416158608,0.9904053868953387
2.2,0.36126958986704594,1.0646532787029594,0.9878372409371674
2.21,0.3587664896211838,1.0641860793735074,0.9852715802325127
2.22,0.35645709366470213,1.0637063360100178,0.9827090472773984
2.23,0.35434202383082203,1.0632141442901535,0.9801502854615087
2.24,0.3524218486389985,1.0627096031727679,0.9775959390097694
2.25,0.35069708348648554,1.062192814883791,0.9750466529234835
2.2600000000000002,0.3491681908555273,1.061663884901738,0.9725030729206605
2.27,0.3478355792336126,1.0611229219158949,0.9699658453402297
2.2800000000000002,0.3466996042912391,1.06057003783054,0.9674356171059583
2.29,0.34576056992967164,1.0600053477657942,0.9649130356854123
2.3000000000000003,0.34501872791338617,1.0594289700285062,0.9623987490091089
2.31,0.3444742781647639,1.0588410260961758,0.959893405406002
2.32,0.3441273690809773,1.0582416406006732,0.9573976535379087
2.33,0.3439780978730216,1.0576309413117582,0.9549121423328081
2.34,0.344026510926842,1.0570090591204075,0.9524375209169358
2.35,0.3442726041381215,1.056376128021183,0.9499744385451356
2.36,0.3447163214386976,1.0557322850654018,0.9475235445122351
2.37,0.34535755694107,1.0550776703711302,0.945085488097633
2.38,0.3461961558597023,1.0544124271132644,0.9426609184964023
2.39,0.3472319142323622,1.0537367014940726,0.9402504847370549
2.4,0.34846457933797786,1.053050642724265,0.9378548356041656
2.41,0.3498938501296532,1.0523544030037988,0.9354746195592181
2.42,0.3515193776825338,1.051648137502415,0.9331104846595982
2.43,0.3533407656562174,1.0509320043399106,0.9307630784756589
2.44,0.3553575706433581,1.0502061645645253,0.9284330480048552
2.45,0.3575693002558269,1.0494707821022518,0.9261210395673303
2.46,0.35997541627272034,1.0487260237697758,0.9238276987358713
2.47,0.3625753351940094,1.0479720592541475,0.9215536702447676
2.48,0.3653684280200167,1.0472090610822289,0.9192995978906692
2.49,0.36835402070240275,1.046437204598213,0.9170661244358297
2.5,0.3715313945994426,1.0456566679407828,0.9148538915088358
2.5100000000000002,0.3748997869349734,1.044867632019899,0.9126635395027413
2.52,0.3784583912603825,1.0440702804932172,0.9104957074705331
2.5300000000000002,0.3822063576671902,1.0432647997393056,0.908351033014178
2.54,0.38614279054794876,1.0424513788029621,0.9062301521350922
2.5500000000000003,0.3902667524934087,1.0416302094089678,0.9041336991711058
2.56,0.39457726427668816,1.0408014859315573,0.9020623066734186
2.57,0.3990733046471518,1.0399654053613647,0.9000166052777252
2.58,0.4037538106934319,1.0391221672783695,0.8979972235805057
2.59,0.4086176781960181,1.0382719738243438,0.8960047880119705
2.6,0.4136637619684392,1.037415029674795,0.8940399227055722
2.61,0.418890876186053,1.0365515420103941,0.8921032493640071
2.62,0.424297794324883,1.0356817204832582,0.8901953871098152
2.63,0.42988324696627106,1.0348057771566725,0.8883169522658704
2.64,0.4356459256774551,1.033923926519082,0.8864685583230005
2.65,0.44158448239784137,1.0330363854425457,0.8846508157634272
2.66,0.44769752918713696,1.0321433731452974,0.8828643318921584
2.67,0.4539836383586521,1.0312451111587018,0.8811097106770156
2.68,0.4604413425846048,1.0303418232935377,0.8793875525842898
2.69,0.46706913497209956,1.0294337356055978,0.8776984544099382
2.7,0.4738654691084681,1.0285210763605894,0.8760430091062233
2.71,0.4808287587173217,1.0276040759908407,0.8744218055770583
2.72,0.4879573761380294,1.026682967027329,0.8728354283833487
2.73,0.495249654734615,1.0257579841140443,0.8712844577391076
2.74,0.5027038880077448,1.0248293639532748,0.8697694692594582
2.75,0.5103183292167348,1.0238973452616054,0.8682910337444251
2.7600000000000002,0.5180911911468019,1.022962168729001,0.8668497169713141
2.77,0.5260206458306633,1.0220240769769913,0.8654460794814514
2.7800000000000002,0.5341048242229511,1.0210833145159406,0.8640806763611709
2.79,0.5423418158258888,1.0201401277013837,0.8627540570169422
2.8000000000000003,0.550729668383412,1.0191947646776172,0.8614667649042923
2.81,0.559266387716196,1.018247475301167,0.8602193371853328
2.82,0.5679499365944413,1.0172985111536164,0.8590123046881113
2.83,0.5767782343847069,1.01634812547104,0.8578461915787312
2.84,0.5857491564532,1.0153965730910228,0.8567215150904656
2.85,0.5948605334829149,1.0144441104014497,0.8556387852558931
2.86,0.6041101507326355,1.013490995288106,0.854598504631926
2.87,0.6134957472363283,1.0125374870810744,0.8536011680176003
2.88,0.6230150149414204,1.011583846499901,0.852647262164501
2.89,0.6326655989397469,1.0106303355846649,0.8517372654600519
2.9,0.6424450985081985,1.0096772176160607,0.8508716475883292
2.91,0.652351062017684,1.008724757101635,0.8500508692862487
2.92,0.6623809876191262,1.0077732196957259,0.8492753819925216
2.93,0.6725323223750597,1.006822872134588,0.8485456275138612
2.94,0.6828024612251447,1.0058739821712237,0.8478620376846855
2.95,0.6931887459030759,1.0049268185085798,0.8472250340181643
2.96,0.7036884640471882,1.0039816507318728,0.8466350273658663
2.97,0.7142988502126448,1.003038749245631,0.8460924177083163
2.98,0.7250170820436601,1.002098385193242,0.8455975935931015
2.99,0.7358402794769233,1.0011608303848698,0.8451509317846315
3.0,0.7467655039260317,1.0002263572236738,0.8447527969067985
3.0100000000000002,0.7577897570494807,0.9992952386289902,0.8444035410499281
3.02,0.7689099794826519,0.9983677479576982,0.8441035033691827
3.0300000000000002,0.780123049568606,0.9974441589236276,0.8438530096752862
3.04,0.7914257870875293,0.9965247454991991,0.8436523721575375
3.0500000000000003,0.8028149492726504,0.9956097818393905,0.8435018888828895
3.06,0.8142872263945932,0.9946995422050132,0.8434018432749883
3.0700000000000003,0.8258392430099314,0.9937943008660299,0.8433525037438403
3.08,0.8374675568853989,0.9928943320100992,0.8433541232422098
3.09,0.8491686579304771,0.991999909648952,0.8434069388139983
3.1,0.8609389671406051,0.9911113075225629,0.8435111711345624
3.11,0.8727748378004601,0.9902287990094029,0.8436670242399831
3.12,0.8846725575069184,0.9893526570373895,0.8438746853187431
3.13,0.8966283403733691,0.9884831539561031,0.8441343236327418
3.14,0.90863832924942,0.9876205614436592,0.8444460903065842
3.15,0.9206985952528469,0.9867651504011603,0.8448101178710168
3.16,0.9328051372161651,0.9859171908443123,0.8452265197884623
3.17,0.94495388119946,0.9850769517927248,0.8456953899737178
3.18,0.957140680883609,0.9842447011594662,0.8462168023938382
3.19,0.9693613231802274,0.9834207056547584,0.8467908111960639
3.2,0.9816115205102313,0.9826052306441878,0.8474174494422773
3.21,0.9938869123615939,0.9817985400340206,0.8480967287916904
3.22,1.0061830664882034,0.9810008961526147,0.8488286391331488
3.23,1.0184954793263723,0.9802125596265306,0.849613148122888
3.24,1.030819576549549,0.9794337892542493,0.8504502007227944
3.25,1.0431507138116498,0.9786648418783757,0.8513397187491683
3.2600000000000002,1.0554841810239353,0.9779059723239429,0.8522816011602927
3.27,1.0678152012006878,0.9771574332210566,0.8532757231272154
3.2800000000000002,1.080138930113519,0.9764194748381417,0.8543219352472261
3.29,1.0924504592403137,0.975692344976012,0.8554200634410687
3.3000000000000003,1.1047448175360661,0.974976288832,0.8565699085576866
3.31,1.117016973411646,0.974271548862082,0.8577712459877113
3.3200000000000003,1.1292618369278513,0.9735783646409978,0.8590238252862985
3.33,1.1414742620541412,0.9728969727592476,0.8603273702144388
3.34,1.1536490491558755,0.9722276067184443,0.8616815787945755
3.35,1.1657809482874784,0.9715704966846762,0.8630861219063637
3.36,1.177864662116321,0.9709258693910038,0.8645406434822753
3.37,1.1898948492745094,0.9702939479946485,0.8660447602604302
3.38,1.201866127973824,0.9696749519312339,0.8675980615403838
3.39,1.2137730798847826,0.9690690967676545,0.8692001089589982
3.4,1.2256102532553401,0.9684765940757528,0.8708504364034333
3.41,1.2373721611337862,0.9678976514157785,0.8725485505285265
3.42,1.2490532943055925,0.9673324720087852,0.8742939296726816
3.43,1.2606481240538665,0.9667812546325559,0.8760860239760357
3.44,1.2721511062174975,0.9662441934948879,0.8779242554109058
3.45,1.2835566863556354,0.9657214780885321,0.8798080177477722
3.46,1.2948593051803283,0.9652132930459651,0.8817366765528653
3.47,1.3060534040853045,0.964719817995981,0.8837095692226252
3.48,1.3171334221188071,0.9642412275155057,0.885726005258034
3.49,1.32809380683364,0.9637776909349233,0.8877852662569959
3.5,1.3389290234644144,0.963329372164684,0.8898866059886067
3.5100000000000002,1.3496335577427931,0.9628964295938731,0.8920292506599118
3.52,1.3602019216791752,0.962479015960308,0.8942123991588936
3.5300000000000002,1.3706286596679318,0.962077278218701,0.8964352232868049
3.54,1.3809083563074689,0.961691357377198,0.8986968675946395
3.5500000000000003,1.3910356408228315,0.9613213884117531,0.9009964502391696
3.56,1.4010051937186625,0.9609675001380034,0.9033330633003793
3.5700000000000003,1.410811753627025,0.9606298150842741,0.9057057731238619
3.58,1.4204501240292746,0.9603084493726554,0.9081136207769899
3.59,1.429915177124135,0.9600035126236265,0.9105556225347868
3.6,1.4392018525991406,0.9597151079000387,0.9130307703863154
3.61,1.448305176059931,0.9594433315174642,0.915538032673659
3.62,1.4572202611372107,0.9591882729726536,0.918076354702783
3.63,1.4659423150496427,0.9589500148519097,0.9206446594160013
3.64,1.4744666445867483,0.9587286327407328,0.9232418481133036
3.65,1.4827886615392134,0.9585241951281667,0.9258668007792122
3.66,1.4909038883054453,0.9583367633217508,0.9285183766998715
3.67,1.498807964296078,0.9581663913867288,0.93119541595635
3.68,1.506496651099908,0.958013126066944,0.9338967399307013
3.69,1.5139658378599847,0.9578770067185566,0.9366211521728329
3.7,1.5212115464461087,0.9577580652497963,0.9393674392978347
3.71,1.528229934232502,0.9576563260828367,0.9421343715052447
3.72,1.5350173002047056,0.9575718060960032,0.9449207037943393
3.73,1.5415700902149594,0.957504514577002,0.9477251770956714
3.74,1.5478849004643296,0.95745445319401,0.9505465191490667
3.75,1.553958481404787,0.9574216159686739,0.9533834455412994
3.7600000000000002,1.5597877414995387,0.9574059892474778,0.9562346606966751
3.77,1.565369751741065,0.9574075516145938,0.9590988583125669
3.7800000000000002,1.5707017474752965,0.957426273960539,0.9619747231425951
3.79,1.5757811313619665,0.9574621194670837,0.9648609319958433
3.8000000000000003,1.5806054760117083,0.957515043598562,0.9677561547510853
3.81,1.585172526111864,0.9575849941104836,0.970659055480574
3.8200000000000003,1.5894802012591567,0.9576719110627759,0.9735682934368286
3.83,1.5935266000907355,0.9577757268363862,0.9764825238139889
3.84,1.597309997409739,0.957896366172684,0.9794003994757577
3.85,1.6008288465580736,0.9580337462072439,0.9823205718829384
3.86,1.6040817801775393,0.9581877765140833,0.9852416922045849
3.87,1.6070676104412984,0.9583583591579439,0.9881624124537414
3.88,1.6097853321287192,0.9585453886982798,0.9910813864125542
3.89,1.6122341232610753,0.9587487522365397,0.9939972706906147
3.9,1.6144133398440657,0.9589683295666045,0.9969087261405458
3.91,1.616322517339153,0.9592039932092925,0.9998144188013105
3.92,1.617961369529274,0.9594556084928291,1.0027130209786326
3.93,1.6193297871641754,0.9597230336390637,1.005603212310819
3.94,1.620427841700957,0.9600061198090305,1.0084836807254078
3.95,1.6212557798615599,0.9603047112323029,1.0113531235324622
3.96,1.6218140197994555,0.9606186453260498,1.014210248465161
3.97,1.6221031504451595,0.9609477527900938,1.0170537746384176
3.98,1.622123928945641,0.9612918577222819,1.019882433511771
3.99,1.621877278510198,0.961650777730912,1.0226949698404517
4.0,1.6213642908123962,0.9620243239896928,1.0254901426955685
4.01,1.6205862169751641,0.9624123014450197,1.0282667262321243
4.0200000000000005,1.6195444652954056,0.9628145089370688,1.0310235105658014
4.03,1.6182405986469635,0.9632307393274375,1.0337593026153638
4.04,1.6166763309491292,0.9636607796413632,1.0364729268964321
4.05,1.614853524769289,0.9641044111975396,1.0391632263845456
4.0600000000000005,1.6127741905899287,0.964561409718633,1.041829063487156
4.07,1.6104404781101047,0.9650315455474482,1.0444693203605604
4.08,1.6078546741255197,0.9655145837799824,1.0470828997198727
4.09,1.6050191987665718,0.9660102844220289,1.04966872548951
4.1,1.6019366014731404,0.9665184025514192,1.0522257434009523
4.11,1.598609558240571,0.9670386884572063,1.0547529218279332
4.12,1.595040867819738,0.9675708878008206,1.057249252381101
4.13,1.5912334457734871,0.9681147418205543,1.059713750033912
4.14,1.5871903213036183,0.968669987483994,1.0621454537826405
4.15,1.582914633155476,0.9692363576601477,1.064543427080807
4.16,1.5784096255195124,0.9698135812929167,1.066906758245564
4.17,1.5736786440940786,0.9704013835552846,1.0692345612788319
4.18,1.5687251319063311,0.9709994860398375,1.071525975890083
4.19,1.563552625228131,0.971607606941613,1.0737801676715892
4.2,1.5581647496255504,0.9722254612294247,1.0759963285047045
4.21,1.5525652160169898,0.9728527608238395,1.0781736767974177
4.22,1.5467578166085305,0.9734892147748293,1.080311457746293
4.23,1.540746419700292,0.9741345294346294,1.0824089439683453
4.24,1.5345349674020434,0.974788408642479,1.0844654351326277
4.25,1.5281274716242625,0.9754505539015691,1.0864802581709125
4.26,1.5215280102233455,0.9761206645558196,1.0884527674317614
4.2700000000000005,1.514740723421686,0.976798437966741,1.0903823447402277
4.28,1.5077698093839447,0.9774835696934668,1.0922683995852294
4.29,1.500619518925364,0.9781757536758916,1.0941103694402885
4.3,1.493294155608152,0.9788746823942475,1.0959077191538233
4.3100000000000005,1.485798071153139,0.9795800470476226,1.0976599411259549
4.32,1.4781356621486241,0.9802915377259136,1.0993665552546983
4.33,1.4703113669940138,0.9810088435795488,1.1010271088340413
4.34,1.4623296628052296,0.9817316529883432,1.10264117644506
4.3500000000000005,1.4541950572740827,0.9824596537612293,1.104208360497079
4.36,1.4459120900388034,0.9831925332740182,1.1057282905138774
4.37,1.4374853311322036,0.9839299786242146,1.1072006227943438
4.38,1.4289193766878197,0.9846716768015911,1.1086250404251923
4.39,1.4202188462965941,0.9854173148464003,1.110001253071798
4.4,1.411388380489718,0.9861665800047865,1.1113289967480062
4.41,1.4024326367098603,0.9869191599019126,1.1126080336780093
4.42,1.3933562838500797,0.9876747427316894,1.1138381522457739
4.43,1.3841640057305864,0.9884330173323435,1.1150191663226052
4.44,1.3748604965843823,0.9891936733609868,1.1161509151333453
4.45,1.3654504586593934,0.9899564014397347,1.1172332629697745
4.46,1.355938600097178,0.9907208932964346,1.118266098878159
4.47,1.3463296327891063,0.9914868419040556,1.1192493363399993
4.48,1.3366282666621099,0.9922539416739133,1.1201829131271746
4.49,1.3268392107870592,0.9930218885406835,1.1210667908041008
