t,Y,P,X,Z,IL6
0.3,18.17889966517389,10.262911672951114,494.36746693594324,199.7906673635328,4.806412939147508
0.31,18.43536874850842,10.270511218642078,494.19827082339776,199.78603192431189,4.819393163660742
0.32,18.690842659776067,10.278042675282155,494.030209708808,199.7814237977272,4.830977700209342
0.33,18.945325601559606,10.285506652923447,493.86327811683157,199.7768400442903,4.841300439418658
0.34,19.198821749052687,10.292903756152228,493.6974706105731,199.77227802283977,4.850482536804253
0.35000000000000003,19.45133525040382,10.300234584137899,493.53278179111504,199.7677353617057,4.858633600903749
0.36,19.702870227054472,10.30749973068154,493.36920629705617,199.76320992867878,4.865852805279017
0.37,19.95343077407131,10.314699784263988,493.2067388040576,199.75869980616793,4.87222988123928
0.38,20.203020960472635,10.321835328093524,493.0453740243962,199.75420326853495,4.877846026255737
0.39,20.451644829549153,10.328906940153097,492.8851067065259,199.74971876282547,4.882774699275003
0.4,20.69930639917927,10.335915193247152,492.72593163464575,199.74524489084052,4.887082360270413
0.41000000000000003,20.946009662138888,10.34286065504802,492.56784362827494,199.7407803935854,4.890829141713553
0.42,21.19175858640591,10.349743888141903,492.41083754183575,199.73632413691698,4.8940694536948675
0.43,21.436557115459525,10.356565450074449,492.2549082642418,199.73187509943207,4.8968525188694505
0.44,21.68040916857437,10.363325893395903,492.1000507184945,199.72743236085648,4.8992228745396815
0.45,21.92331864110965,10.370025765705867,491.946259861285,199.72299509230467,4.901220811255764
0.46,22.16528940479338,10.376665609697664,491.79353068260315,199.71856254701927,4.902882781314259
0.47000000000000003,22.406325308001744,10.383245963202288,491.6418582053525,199.7141340524049,4.904241763205505
0.48,22.64643017603377,10.389767359231971,491.49123748497175,199.70970900257777,4.905327595860879
0.49,22.88560781138132,10.396230326023355,491.3416636090621,199.70528685206446,4.9061672702241355
0.5,23.123861993994552,10.402635387080284,491.19313169702076,199.70086710975164,4.906785204947327
0.51,23.361196481542887,10.408983061216208,491.0456368996797,199.69644933368895,4.907203489311177
0.52,23.59761500967165,10.4152738625962,490.89917439895146,199.69203312610213,4.907442109695235
0.53,23.833121292254358,10.421508300778616,490.75373940747915,199.68761812941284,4.907519142789108
0.54,24.067719021640666,10.42768688075635,490.60932716829296,199.68320402214943,4.907450941084147
0.55,24.30141186890061,10.433810102997768,490.46593295447167,199.67879051548118,4.907252298474315
0.56,24.534203484064115,10.439878463487211,490.32355206880993,199.67437735022176,4.906936591790547
0.5700000000000001,24.766097496357155,10.4458924537652,490.1821798434901,199.66996429380697,4.9065159221278005
0.58,24.99709751443379,10.451852560968238,490.0418116397597,199.66555113770758,4.90600123796235
0.59,25.227207126603965,10.45775926786826,489.9024428476145,199.66113769531557,4.90540243616172
0.6,25.45642990105855,10.463613052911763,489.7640688854846,199.6567237995515,4.904728474392805
0.61,25.684769386089187,10.469414390258523,489.6266851999283,199.65230930132978,4.903987445852853
0.62,25.912229110306324,10.475163749820053,489.4902872653277,199.64789406749392,4.9031866764006065
0.63,26.138812582851827,10.480861597297608,489.35487058359166,199.6434779795932,4.902332784056514
0.64,26.36452329360981,10.486508394219959,489.2204306838612,199.63906093222053,4.901431757747906
0.65,26.58936471341262,10.492104597980735,489.08696312222116,199.63464283193568,4.900489009302417
0.66,26.81334029424468,10.497650661875511,488.9544634814149,199.63022359599375,4.8995094340827094
0.67,27.036453469441913,10.503147035138497,488.82292737056457,199.62580315142267,4.898497455406387
0.68,27.258707653888283,10.508594162978909,488.6923504248955,199.62138143413745,4.897457067151967
0.6900000000000001,27.480106244210642,10.513992486617106,488.56272830546254,199.61695838780014,4.896391887900327
0.7000000000000001,27.700652618967442,10.519342443320236,488.43405669888494,199.61253396341047,4.895305181195457
0.71,27.920350138837392,10.524644466437726,488.3063313170808,199.60810811838869,4.8941998992768765
0.72,28.139202146803246,10.529898985436352,488.1795478970083,199.60368081603744,4.893078709010371
0.73,28.357211968332894,10.53510642593501,488.0537022004107,199.59925202503112,4.8919440164860175
0.74,28.574382911559002,10.540267209739246,487.92879001356283,199.5948217187404,4.890797999316994
0.75,28.790718267453254,10.545381754875356,487.804807147025,199.59038987496714,4.8896426195413385
0.76,29.00622131000038,10.550450475624297,487.6817494353969,199.5859564753728,4.888479650986442
0.77,29.220895296367786,10.555473782555227,487.55961273707834,199.58152150515346,4.887310694911437
0.78,29.434743467072703,10.560452082558738,487.4383929340319,199.57708495273755,4.8861371945576515
0.79,29.647769046147996,10.565385778879874,487.31808593154847,199.5726468093872,4.884960454268155
0.8,29.859975241303523,10.570275271150763,487.198687658018,199.56820706901826,4.883781648167714
0.81,30.07136524408476,10.57512095542282,487.0801940647045,199.56376572788528,4.882601835265815
0.8200000000000001,30.281942230033618,10.579923224199263,486.9626011255176,199.55932278433488,4.881421971325415
0.8300000000000001,30.491709358838847,10.584682466466418,486.8459048367986,199.55487823866204,4.880242915752687
0.84,30.700669774490965,10.589399067725488,486.7301012170999,199.55043209283966,4.879065444588176
0.85,30.90882660543109,10.59407341002376,486.61518630697276,199.5459843504692,4.877890252870049
0.86,31.11618296469753,10.59870587198536,486.50115616875837,199.54153501655938,4.876717965266229
0.87,31.322741950070412,10.603296828841719,486.3880068863813,199.5370840973058,4.875549146635946
0.88,31.528506644227395,10.607846652463708,486.2757345651278,199.53263160003513,4.874384304727534
0.89,31.733480114868954,10.612355711389748,486.1643353314658,199.5281775331197,4.873223894257299
0.9,31.937665414849597,10.61682437085474,486.053805332856,199.5237219059074,4.872068320279885
0.91,32.14106558234923,10.621252992823964,485.9441407375094,199.5192647284559,4.870917950942544
0.92,32.34368364097424,10.625641936018248,485.8353377342397,199.51480601162524,4.869773113042408
0.93,32.54552259988968,10.629991555943006,485.7273925322732,199.51034576700894,4.868634095319416
0.9400000000000001,32.74658545398436,10.634302204921362,485.6203013610148,199.50588400668858,4.867501160243479
0.9500000000000001,32.946875183961104,10.638574232117863,485.5140604699148,199.50142074333087,4.866374539335529
0.96,33.14639475647267,10.642807983567975,485.4086661282739,199.49695599009587,4.865254437565105
0.97,33.34514712427259,10.647003802209472,485.30411462502866,199.49248976048955,4.864141040438051
0.98,33.543135226299476,10.65116202790522,485.2004022686259,199.4880220684564,4.863034509543312
0.99,33.74036198781529,10.65528299747301,485.097525386825,199.4835529282803,4.861934987309485
1.0,33.93683032054226,10.659367044715173,484.9954803265017,199.47908235448844,4.860842601612699
1.01,34.132543122736045,10.663414500439734,484.89426345353803,199.4746103619392,4.859757461557454
1.02,34.32750327933751,10.667425692492076,484.7938711526062,199.4701369656997,4.858679663351539
1.03,34.52171366210183,10.671400945783578,484.69429982698273,199.46566218098204,4.857609293361648
1.04,34.715177129680946,10.675340582313884,484.5955458984263,199.4611860231872,4.856546426007782
1.05,34.90789652769254,10.679244921191309,484.49760580707334,199.4567085079752,4.855491120408604
1.06,35.09987468891354,10.683114278670313,484.40047601116544,199.45222965106439,4.8544434299993835
1.07,35.29111443336516,10.686948968174107,484.30415298692304,199.44774946826374,4.853403400979598
1.08,35.48161856836255,10.690749300312106,484.20863322846805,199.44326797553913,4.852371069145307
1.09,35.6713898886669,10.694515582911906,484.1139132476067,199.438785188929,4.851346463935638
1.1,35.86043117660516,10.698248121046662,484.0199895736569,199.43430112450696,4.850329610210058
1.11,36.048745202142214,10.701947217055624,483.9268587533396,199.42981579840628,4.849320527098757
1.12,36.23633472294655,10.705613170563694,483.83451735067985,199.42532922684754,4.848319226668973
1.1300000000000001,36.423202484559084,10.709246278515993,483.7429619467667,199.42084142604887,4.847325718228709
1.1400000000000001,36.60935122047181,10.712846835199304,483.6521891396363,199.41635241223858,4.8463400077240735
1.1500000000000001,36.79478365217244,10.716415132258273,483.5621955442016,199.41186220170061,4.84536209558823
1.16,36.979502489281835,10.719951458725577,483.4729777920549,199.4073708107241,4.844391979139027
1.17,37.16351042966201,10.723456101047649,483.384532531311,199.4028782555836,4.843429653534457
1.18,37.34681015958964,10.72692934313107,483.29685642634973,199.39838455254338,4.842475111581022
1.19,37.52940435328703,10.730371466227949,483.2099461585011,199.39388971791197,4.841528341097793
1.2,37.71129567410044,10.733782749226505,483.12379842432216,199.3893937679184,4.840589330900053
1.21,37.89248677360038,10.737163468427319,483.0384099369143,199.3848967187968,4.839658066697327
1.22,38.072980292130794,10.740513897688633,482.9537774251109,199.3803985867749,4.838734531695972
1.23,38.25277885878492,10.743834308412646,482.8698976335199,199.37589938804132,4.837818708141907
1.24,38.43188509140395,10.74712496954473,482.7867673225264,199.37139913874373,4.836910577408607
1.25,38.61030159658217,10.750386147576362,482.7043832682834,199.36689785499587,4.836010119667686
1.26,38.78803097013165,10.753618106671647,482.62274226202084,199.3623955528819,4.8351173137233925
1.27,38.9650757975268,10.75682110878834,482.5418411093841,199.35789224846053,4.834232136854281
1.28,39.14143865263259,10.759995413331596,482.4616766323258,199.35338795775314,4.833354565266164
1.29,39.31712209822051,10.76314127729445,482.38224566833827,199.34888269674855,4.832484573908341
1.3,39.49212868611645,10.76625895529749,482.3035450702342,199.3443764813993,4.831622136661538
1.31,39.66646095920803,10.769348700126356,482.2255717031694,199.33986932756267,4.830767229322678
1.32,39.840121449304,10.77241076215857,482.1483224478177,199.3353612510634,4.829919826421998
1.33,40.01311267702968,10.775445389335507,482.0717942005258,199.33085226769722,4.829079901067472
1.34,40.18543715227558,10.778452827282553,481.99598387264837,199.32634239321735,4.828247425611969
1.35,40.357097375125214,10.781433319561591,481.9208883891677,199.32183164331622,4.827422372610035
1.36,40.52809583671295,10.784387107904498,481.84650468741785,199.31732003360844,4.826604715702648
1.37,40.69843501672302,10.787314431532463,481.7728297208047,199.31280757968034,4.825794427037929
1.3800000000000001,40.868117384409494,10.790215527433583,481.69986045728837,199.30829429706986,4.824991478323061
1.3900000000000001,41.03714539875355,10.79309063040638,481.62759387914923,199.30378020126477,4.824195840914843
1.4000000000000001,41.205521510331415,10.795939973578914,481.5560269801985,199.29926530768904,4.823407486671519
1.41,41.37324815930863,10.798763787851378,481.4851567687729,199.29474963171745,4.822626387038126
1.42,41.540327775358094,10.801562301873318,481.41498026785746,199.2902331886765,4.821852513009085
1.43,41.706762778072715,10.804335742158319,481.3454945144689,199.2857159938411,4.821085835316417
1.44,41.87255557779578,10.807084333319498,481.27669655841134,199.28119806242705,4.820326324882028
1.45,42.03770857636268,10.809808298279833,481.20858346116427,199.27667940958395,4.819573953221707
1.46,42.20222416489608,10.812507857646906,481.14115229918764,199.2721600504158,4.818828691244182
1.47,42.36610472470978,10.815183229969227,481.07440016256675,199.26763999997266,4.818090509743459
1.48,42.52935262744973,10.817834631776817,481.0083241548005,199.26311927324963,4.817359379453454
1.49,42.69197023675279,10.8204622780604,480.94292139030625,199.25859788517866,4.816635271627041
1.5,42.853959906453376,10.823066381753353,480.8781889971172,199.25407585063752,4.815918157410043
1.51,43.01532398052424,10.82564715371457,480.8141241169717,199.2495531844501,4.8152080078205355
1.52,43.17606479343872,10.828204802833113,480.75072390476834,199.2450299013846,4.814504793875298
1.53,43.336184740183796,10.830739550438214,480.6879854317268,199.24050601657174,4.8138084864336985
1.54,43.49568594991861,10.833251563499598,480.62590613624286,199.23598154352914,4.813119057488335
1.55,43.65457088288718,10.83574107674199,480.56448299932663,199.23145649777987,4.812436477698498
1.56,43.81284181740863,10.838208287617368,480.50371325337414,199.22693089374806,4.811760718390772
1.57,43.97050103085123,10.840653393400354,480.4435941320706,199.2224047458511,4.811091750919425
1.58,44.12755078748901,10.843076588923,480.3841228868557,199.2178780684127,4.810429547019869
1.59,44.28399335595855,10.845478069831143,480.32529676325424,199.2133508757878,4.809774078300534
1.6,44.43983100810335,10.84785803236883,480.26711300244233,199.2088231823543,4.8091253162765
1.61,44.59506601576691,10.850216672780101,480.2095688455964,199.20429500249008,4.808483232462849
1.62,44.749700643783136,10.852554185919145,480.15266154351383,199.1997663505277,4.807847798459897
1.6300000000000001,44.90373708418509,10.854870752205267,480.0963884469167,199.19523724032985,4.807218986753213
1.6400000000000001,45.05717755813252,10.857166557832993,480.0407468665485,199.1907076859472,4.806596769474189
1.6500000000000001,45.21002430187338,10.859441791988512,479.98573409244295,199.18617770152775,4.805981118570743
1.6600000000000001,45.362279551655604,10.861696643858018,479.93134741463405,199.18164730121967,4.805372005990795
1.67,45.51394553303017,10.863931300526357,479.8775841378112,199.17711649910152,4.804769403804062
1.68,45.66502438555597,10.866145932185853,479.82444168448035,199.17258530869339,4.804173285059366
1.69,45.81551828847561,10.868340716824408,479.7719174227772,199.1680537437731,4.803583622353694
1.7,45.965429436045966,10.870515835379368,479.72000870026704,199.163521818216,4.803000388113075
1.71,46.1147600225239,10.87267146878808,479.66871286451476,199.15898954589744,4.802423554763542
1.72,46.26351209353307,10.87480776932195,479.6180274659985,199.15445693970938,4.801853096657817
1.73,46.41168810490817,10.87692496836717,479.5679494951792,199.1499240152578,4.801288982831172
1.74,46.55928992591511,10.879023184182152,479.5184767432973,199.14539078426785,4.800731189922406
1.75,46.70631973435567,10.881102594530654,479.4696065803822,199.140857260506,4.800179690570854
1.76,46.852779699774565,10.88316337558395,479.42133638773595,199.13632345768414,4.799634457522884
1.77,46.998671970307456,10.885205699465041,479.3736635757794,199.13178938936997,4.799095463815214
1.78,47.143998621749304,10.887229724738582,479.3265856531634,199.12725506864072,4.798562683484807
1.79,47.28876176164604,10.889235615847138,479.28010008552315,199.1227205087911,4.7980360901180195
1.8,47.43296349484957,10.89122353667954,479.23420434221737,199.1181857230991,4.797515657330703
1.81,47.57660591524171,10.893193649025552,479.1888959075586,199.1136507247695,4.797001358883559
1.82,47.71969110573427,10.895146112575873,479.1441722808134,199.10911552693412,4.796493168682136
1.83,47.86222113826899,10.897081084922139,479.1000309762021,199.1045801426516,4.79599106077683
1.84,48.004198073817555,10.898998721556925,479.0564695228989,199.10004458490758,4.795495009362886
1.85,48.1456239623816,10.900899175873738,479.01348546503186,199.09550886661452,4.7950049887804
1.86,48.2865008429927,10.902782599167024,478.9710763616827,199.0909730006119,4.794520973514312
1.87,48.42683077000209,10.904649146361384,478.9292397501168,199.08643699982196,4.794042937903976
1.8800000000000001,48.56661580801722,10.906498974908128,478.88797315286433,199.08190087721965,4.793570856199094
1.8900000000000001,48.70585798365963,10.90833223427203,478.84727414519597,199.07736464554674,4.793104703092675
1.9000000000000001,48.844559314231695,10.910149072178573,478.80714031502697,199.07282831748162,4.792644453404341
1.9100000000000001,48.982721807904795,10.911949634654949,478.7675692626543,199.0682919056406,4.792190082078242
1.92,49.12034746371929,10.913734066030067,478.7285586007566,199.0637554225777,4.791741564183062
1.93,49.25743827158455,10.915502508934546,478.6901059543941,199.05921888078487,4.791298874912014
1.94,49.39399621227892,10.917255104300722,478.65220896100857,199.0546822926918,4.7908619895828455
1.95,49.53002325744976,10.918991991362644,478.6148652704236,199.050145670666,4.790430883637831
1.96,49.6655213719783,10.920713308189123,478.57807254151277,199.0456090270272,4.790005532618097
1.97,49.80049255339482,10.922419200568013,478.5418283866752,199.04107237428616,4.78958591173556
1.98,49.93493877669924,10.924109809568636,478.5061304495677,199.03653572481016,4.789171996472189
1.99,50.06886199695328,10.92578527212605,478.47097640145273,199.03199909083892,4.78876376255185
2.0,50.20226416183383,10.927445723870632,478.4363639235146,199.02746248456052,4.78836118580398
2.0100000000000002,50.33514721163296,10.929091299128055,478.40229070685933,199.0229259181114,4.78796424216358
2.02,50.46751307925791,10.930722130919305,478.36875445251474,199.01838940357646,4.787572907671221
2.0300000000000002,50.59936369023114,10.932338350960677,478.3357528714303,199.013852952989,4.7871871584730386
2.04,50.73070096269023,10.93394008966377,478.3032836844775,199.0093165783307,4.786806970820738
2.05,50.861526807387975,10.935527476135494,478.2713446224493,199.0047802915316,4.786432321071592
2.06,50.99184313015968,10.937100638926387,478.2399334223411,199.00024410448026,4.78606318563456
2.07,51.1216518366416,10.938659707461685,478.2090478202375,198.99570802904262,4.785699540867247
2.08,51.25095481963709,10.940204808209575,478.17868557035797,198.99117207701107,4.785341363351804
2.09,51.3797539643379,10.941736066264768,478.14884443718535,198.98663626012538,4.784988629780895
2.1,51.508051148888335,10.943253605519605,478.1195221946158,198.98210059007516,4.784641316945389
2.11,51.63584824438526,10.944757548664057,478.0907166259586,198.9775650784998,4.7842994017343505
2.12,51.76314711487809,10.94624801718573,478.0624255239362,198.97302973698837,4.783962861135048
2.13,51.88994961736878,10.947725131369861,478.03464669068427,198.9684945770798,4.78363167223295
2.14,52.01625760181189,10.949189010299314,478.0073779377515,198.96395961026278,4.7833058122117205
2.15,52.1420728902322,10.95063976477955,477.98061711859225,198.95942484787662,4.782985258820555
2.16,52.26739737460407,10.952077530500702,477.9543619762685,198.9548903015759,4.782669988183722
2.17,52.392232857581554,10.95350241407599,477.92861039127007,198.95035598257437,4.782359978364883
2.18,52.51658116527015,10.95491453124949,477.9033602060442,198.94582190218046,4.7820552068433635
2.19,52.64044411679102,10.956313996584267,477.87860927235334,198.94128807165254,4.781755651195277
2.2,52.76382352431187,10.95770092347288,477.8543554512267,198.9367545021993,4.781461289092831
2.21,52.88672119307787,10.959075424147835,477.8305966129123,198.93222120497973,4.781172098303638
2.22,53.00913892144266,10.960437609692088,477.8073306368289,198.92768819110333,4.780888056690024
2.23,53.131078500899214,10.961787590049516,477.7845554115176,198.92315547163028,4.780609142208332
2.24,53.25254171611084,10.963125474035403,477.762268834594,198.91862305757155,4.780335332908234
2.25,53.373530345816484,10.964451369642468,477.7404688113413,198.9140909598932,4.780066606929884
2.2600000000000002,53.49404616959005,10.965765386325423,477.7191532442101,198.9095591895478,4.7798029424866835
2.27,53.614090956053445,10.967067631017192,477.69832005112886,198.90502775741956,4.77954431789365
2.2800000000000002,53.733666465747326,10.968358209099188,477.6779671610446,198.90049667433766,4.77929071155974
2.29,53.85277445281745,10.96963722497132,477.65809251130275,198.89596595108407,4.7790421019830855
2.3000000000000003,53.971416665056644,10.970904782066189,477.638694047582,198.89143559839383,4.7787984677502795
2.31,54.08959484394673,10.972160982863294,477.61976972382917,198.88690562695524,4.778559787535648
2.32,54.20731072470047,10.973405928903233,477.6013175021937,198.88237604741002,4.778326040100538
2.33,54.32456603630355,10.9746397208019,477.5833353529626,198.87784687035355,4.778097204292594
2.34,54.441362501556426,10.975862458264691,477.56582125449535,198.87331810633503,4.777873259045044
2.35,54.55770183711637,10.977074240100706,477.54877319315835,198.8687897658577,4.77765418337597
2.36,54.67358575353934,10.97827516423694,477.53218916326006,198.86426185937907,4.7774399563875996
2.37,54.78901595532198,10.979465327732502,477.51606716698524,198.859734397311,4.77723055726558
2.38,54.90399414094348,10.980644826792798,477.5004052143303,198.85520739002007,4.777025965278261
2.39,55.01852200290762,10.981813756783742,477.48520132303776,198.85068084782765,4.776826159775974
2.4,55.13260122778422,10.9829722122458,477.47045351853177,198.8461547810101,4.776631120190495
2.41,55.24623349606374,10.984120286836683,477.45615983416775,198.84162919980326,4.776440826114082
2.42,55.35942048236387,10.985258073408398,477.44231831089087,198.83710411439873,4.776255257228662
2.43,55.47216385561774,10.986385664077224,477.42892699692425,198.83257953494115,4.776074393242868
2.44,55.584465278983934,10.987503150187624,477.41598394792567,198.8280554715311,4.775898213947436
2.45,55.696326409888194,10.98861062232631,477.40348722692306,198.82353193422546,4.775726699214639
2.46,55.80774890006492,10.9897081703363,477.3914349042497,198.81900893303745,4.775559828997711
2.47,55.91873439559885,10.990795883331002,477.3798250574795,198.814486477937,4.775397583330281
2.48,56.02928453696655,10.991873849708274,477.3686557713626,198.8099645788508,4.775239942325798
2.49,56.139400959078124,10.992942157164494,477.3579251377605,198.80544324566264,4.775086886176961
2.5,56.249085291318714,10.994000892708625,477.3476312555815,198.80092248821353,4.774938395155149
2.5100000000000002,56.35833915759015,10.995050142676291,477.33777223071615,198.7964023163019,4.77479444960985
2.52,56.46716417635252,10.996089992743839,477.32834617597234,198.79188273968393,4.774655029968084
2.5300000000000002,56.57556196066576,10.997120527942407,477.3193512110109,198.7873637680736,4.774520116733844
2.54,56.68353411823126,10.998141832672,477.31078546228076,198.78284541114294,4.77438969048751
2.5500000000000003,56.791082251433465,10.999153990715547,477.30264706295463,198.77832767852232,4.7742637318852905
2.56,56.89820795350117,11.000157083837916,477.2949341590401,198.773810579786,4.77414222164427
2.57,57.00491280285314,11.001151189722737,477.28764491838194,198.76929412443113,4.7740251405207434
2.58,57.11119838130315,11.002136388610367,477.28077750168615,198.76477832194584,4.7739124693769215
2.59,57.217066265810566,11.003112760288392,477.27433007565213,198.76026318177853,4.773804189149653
2.6,57.32251802778883,11.00408038383831,477.26830081407513,198.75574871333524,4.7737002808471365
2.61,57.42755523313001,11.005039337643407,477.2626878978088,198.75123492597982,4.773600725548285
2.62,57.53217944222943,11.005989699396627,477.25748951472735,198.7467218290341,4.773505504402091
2.63,57.63639221001028,11.006931546108461,477.25270385968787,198.742209431778,4.773414598626996
2.64,57.74019508594823,11.007864954114803,477.2483291344931,198.73769774344964,4.773327989510253
2.65,57.84358961409605,11.008789999084843,477.2443635478532,198.73318677324554,4.773245658407297
2.66,57.94657733310819,11.009706756028931,477.2408053153489,198.7286765303208,4.773167586741103
2.67,58.04915977626543,11.010615299306457,477.2376526593932,198.72416702378908,4.7730937560015585
2.68,58.15133847149948,11.011515702633723,477.23490380919407,198.71965826272293,4.77302414774483
2.69,58.25311494141757,11.012408039091826,477.2325570007168,198.71515025615386,4.772958743592725
2.7,58.354490703327095,11.013292381134521,477.23061047664646,198.71064301307237,4.772897525232059
2.71,58.45546726906453,11.014168800534494,477.22906248664657,198.7061365424282,4.772840474406038
2.72,58.55604614257282,11.01503736762055,477.227911291031,198.70163085312885,4.772787572813741
2.73,58.65622882375934,11.015898152492687,477.2271551549158,198.697125954042,4.772738802265942
2.74,58.756016807976586,11.01675122485865,477.22679234900676,198.6926218539955,4.772694144662271
2.75,58.85541158530258,11.017596653807482,477.22682115068903,198.6881185617768,4.772653581960214
2.7600000000000002,58.95441464056171,11.018434507816176,477.2272398439958,198.68361608613333,4.772617096174318
2.77,59.053027453345415,11.019264854756345,477.228046719576,198.67911443577253,4.7725846693754
2.7800000000000002,59.15125149803304,11.02008776190089,477.229240074663,198.67461361936196,4.772556283689758
2.79,59.249088243812494,11.02090329593065,477.23081821304254,198.67011364552954,4.7725319212983806
2.8000000000000003,59.34653915470112,11.021711522941077,477.23277944502115,198.6656145228636,4.772511564436152
2.81,59.44360568956635,11.022512508448896,477.235122087394,198.66111625991311,4.7724951953910635
2.82,59.54028930214657,11.023306317398763,477.2378444634137,198.65661886518768,4.772482796503423
2.83,59.636591441071815,11.024093014169937,477.2409449027578,198.6521223471579,4.772474350165064
2.84,59.73251354988455,11.024872662582938,477.2444217414977,198.64762671425524,4.77246983881855
2.85,59.828057067060456,11.025645325906213,477.24827332206644,198.6431319748724,4.7724692449563895
2.86,59.923223426029146,11.026411066862794,477.2524979932269,198.63863813736336,4.7724725511202415
2.87,60.01801405479177,11.027169947479184,477.25709411069187,198.63414521003637,4.772479740196008
2.88,60.11243037572708,11.02792202900804,477.26206003743886,198.62965320115043,4.772490795570521
2.89,60.206473806108505,11.028667372129012,477.2673941428765,198.6251621189241,4.772505700766626
2.9,60.300145757962795,11.029406036892542,477.27309480307383,198.62067197153178,4.772524439605752
2.91,60.39344763940985,11.03013808324903,477.2791603985875,198.6161827671161,4.772546995750691
2.92,60.48638085362887,11.030863570638205,477.2855893161411,198.61169451377745,4.772573353106725
2.93,60.57894679890799,11.03158255800747,477.2923799485461,198.607207219574,4.772603495830885
2.94,60.67114686850697,11.03229510373074,477.29953069496133,198.60272089253374,4.772637407774262
2.95,60.76298245014004,11.033001265364405,477.30703996178596,198.59823554066924,4.772675071751905
2.96,60.85445492691626,11.033701100073266,477.3149061610593,198.5937511719569,4.772716470595983
2.97,60.94556567701766,11.034394664479082,477.32312771101624,198.58926779434543,4.772761586730671
2.98,61.03631607381688,11.035082014779412,477.3317030357965,198.58478541571887,4.772810403890532
2.99,61.12670748581542,11.035763206677107,477.3406305656082,198.58030404391866,4.772862906105681
3.0,61.21674127662507,11.03643829535399,477.3499087367834,198.57582368675213,4.77291907731135
3.0100000000000002,61.30641880501853,11.037107335498222,477.3595359916859,198.57134435198776,4.772978901578131
3.02,61.39574142497725,11.037770381296356,477.36951077867013,198.56686604736674,4.7730423625777165
3.0300000000000002,61.48471048566431,11.038427486455117,477.3798315520803,198.56238878058693,4.773109444337228
3.04,61.57332733151714,11.039078704218365,477.3904967721257,198.5579125593098,4.773180130934404
3.0500000000000003,61.66159330195463,11.039724087286034,477.4015049053129,198.55343739115554,4.77325440663522
3.06,61.749509731979124,11.040363687976871,477.4128544235628,198.54896328372516,4.773332255073125
3.0700000000000003,61.8370779516621,11.040997558090346,477.42454380496366,198.5444902445758,4.773413660210294
3.08,61.92429928637668,11.041625748968972,477.4365715334308,198.5400182812291,4.773498606036929
3.09,62.011175056807154,11.04224831150071,477.44893609869285,198.53554740115771,4.773587077187868
3.1,62.097706578934414,11.042865296115298,477.4616359963127,198.53107761180584,4.773679057998421
3.11,62.18389516403955,11.043476752785178,477.4746697276824,198.526608920584,4.773774532740971
3.12,62.26974211870667,11.044082731026188,477.48803580001913,198.5221413348677,4.77387348569415
