t,x,v,y,w,z
0.37,3.0599224004644703,148.9835557383132,5.926961840717608,3.0964862867757454,0.010545823863363658
0.38,3.061377875903318,148.96701346867957,5.9248927959009565,3.249272955455723,0.011081530351189988
0.39,3.062826622257387,148.9497687754081,5.922800340157486,3.409896973560544,0.01164312674600248
0.4,3.0642687678174685,148.93182350482465,5.920682555690724,3.5787290216731202,0.012231952511480057
0.41000000000000003,3.0657044400400393,148.91317849881767,5.918537444849625,3.7561595232441896,0.012849406899724873
0.42,3.0671337656781237,148.89383357231753,5.91636292554874,3.942599518209731,0.013496952389688111
0.43,3.0685568709115643,148.87378749100804,5.91415682673339,4.138481531976161,0.014176118087807743
0.44,3.069973881479724,148.85303794718266,5.911916883665609,4.344260495232877,0.014888503251507135
0.45,3.071384922817977,148.83158153336996,5.909640732959789,4.560414724319894,0.015635780992539684
0.46,3.072790120195076,148.8094137142675,5.907325907537287,4.787446953155391,0.01641970201204623
0.47000000000000003,3.074189598854429,148.7865287962871,5.904969831319924,5.025885429565207,0.01724209852202477
0.48,3.0755834841590675,148.76291989502658,5.902569813691901,5.27628506815475,0.018104888332296936
0.49,3.0769719017395505,148.73857890097545,5.900123043779189,5.539228652262888,0.01901007906398194
0.5,3.078354977646577,148.71349644258888,5.897626584440528,5.815328108124359,0.019959772567232248
0.51,3.0797328385076166,148.68766184714462,5.895077366026112,6.105225841121853,0.020956169499668675
0.52,3.0811056116871565,148.66106309947162,5.892472179923797,6.409596131700336,0.022001574049348376
0.53,3.082473425452013,148.6336867980469,5.889807671815403,6.729146603787999,0.023098398862272128
0.54,3.0838364091418744,148.6055181084308,5.887080334643313,7.064619767017043,0.024249170172686296
0.55,3.0851946933434338,148.57654071490632,5.88428650138255,7.416794608800494,0.025456533069085466
0.56,3.0865484100733025,148.54673676780956,5.881422337339878,7.786488305779818,0.02672325709159939
0.5700000000000001,3.087897692964161,148.516086829386,5.878483832297166,8.17455797663663,0.02805224193574336
0.58,3.089242677457888,148.48456981631335,5.875466792294508,8.581902527432085,0.029446523406293695
0.59,3.090583501005681,148.45216293902484,5.872366831066266,9.009464585742755,0.03090927961161433
0.6,3.0919203032732874,148.41884163874616,5.8691793612311915,9.458232498273597,0.032443837327419026
0.61,3.0932532263562122,148.38457952006306,5.865899585001373,9.929242452478487,0.034053678692189275
0.62,3.094582415001301,148.34934828079614,5.862522484605681,10.423580672840153,0.03574244809700568
0.63,3.095908016836045,148.31311763856223,5.859042812364715,10.94238570902676,0.03751395931216798
0.64,3.0972301826069284,148.27585525352785,5.8554550803668075,11.486850829460446,0.03937220288398489
0.65,3.098549066426025,148.23752664775603,5.851753549795281,12.058226509071165,0.04132135376471955
0.66,3.0998648260264914,148.19809512093977,5.847932219878379,12.657823016772545,0.04336577919692921
0.67,3.1011776230309662,148.1575216609686,5.843984816313309,13.287013145340213,0.045510046947476776
0.68,3.1024876232266436,148.11576485190727,5.839904779455186,13.947235012344802,0.04775893368811954
0.6900000000000001,3.103794996852385,148.07278077730058,5.835685252038729,14.639994989328784,0.050117433683250036
0.7000000000000001,3.1050999188978956,148.02852291889582,5.831319066463469,15.366870756255,0.05259076775678569
0.71,3.1064025694107142,147.98294205246316,5.8267987318108325,16.129514434986117,0.05518439242725686
0.72,3.1077031338220418,147.93598613660564,5.822116420209035,16.929655913663076,0.05790400945373412
0.73,3.109001803280753,147.8876001987392,5.817263952967847,17.769106246918135,0.06075557551365898
0.74,3.1102987750015227,147.83772621603475,5.812232786278049,18.649761191951104,0.06374531214177534
0.75,3.1115942526277505,147.78630299121514,5.807013996486402,19.573604882408894,0.0668797159151534
0.76,3.1128884466066045,147.7332660242481,5.801598265050761,20.54271361134819,0.07016556881543887
0.77,3.114181574581437,147.6785473781832,5.795975863043497,21.559259769634934,0.07360994883914912
0.78,3.1154738618009614,147.6220755395693,5.790136635278481,22.62551592622333,0.07722024079528035
0.79,3.116765541541741,147.5637752747016,5.784069984175599,23.743859016379073,0.08100414721947627
0.8,3.118056855548814,147.50356748019595,5.777764853270513,24.916774676522472,0.08496969944450883
0.81,3.1193480544952203,147.44136902787704,5.771209710414488,26.146861723832252,0.08912526878118082
0.8200000000000001,3.120639398452833,147.37709260638664,5.764392530822638,27.436836718017435,0.09347957773539729
0.8300000000000001,3.1219311573942776,147.3106465537565,5.757300779699344,28.789538749656224,0.09804171133027464
0.84,3.1232236117044074,147.24193468769792,5.749921394869892,30.207934280154284,0.102821128340477
0.85,3.124517052715088,147.17085612960057,5.742240769229539,31.695122133825254,0.10782767248675086
0.86,3.1258117832662013,147.09730512189967,5.734244733116787,33.25433864473113,0.11307158347072561
0.87,3.127108118263787,147.02117084651937,5.725918536773268,34.888962773529514,0.11856350796047493
0.88,3.1284063852946398,146.94233722934501,5.717246832714478,36.60252154611088,0.12431451016831373
0.89,3.129706925247375,146.8606827442233,5.708213658445002,38.39869548733389,0.13033608206463804
0.9,3.1310100929501092,146.77608021385123,5.698802419368403,40.28132411188229,0.13664015328415272
0.91,3.1323162578339208,146.68839660490704,5.68899587188699,42.25441153907901,0.1432391006359769
0.92,3.133625804640508,146.5974928156101,5.678776107399043,44.32213223401821,0.1501457564392958
0.93,3.1349391341324098,146.50322346467246,5.6681245367145365,46.4888366870107,0.15737341648567457
0.9400000000000001,3.1362566638333447,146.40543667513248,5.657021875207722,48.75905717761628,0.16493584707734335
0.9500000000000001,3.1375788287745427,146.30397385732834,5.645448128058117,51.13751354939272,0.17284729194503365
0.96,3.1389060823525057,146.19866948067903,5.63338257977541,53.62911900497183,0.1811224744486368
0.97,3.1402388970240804,146.08935086395206,5.6208037781359685,56.23898579078851,0.1897766060708708
0.98,3.1415777653104406,145.97583793390143,5.607689530003222,58.972430961557265,0.19882538180570664
0.99,3.1429232005404946,145.85794301493135,5.594016888181973,61.83498191281309,0.2082849856891709
1.0,3.14427573781804,145.73547059614796,5.579762147120219,64.83238196066706,0.21817208660792303
1.01,3.1456359349680043,145.60821711802683,5.564900842180511,67.9705952545742,0.22850383120889683
1.02,3.1470043733787674,145.47597074558578,5.549407738969121,71.25581257722142,0.23929784635012785
1.03,3.148381659128874,145.33851116089556,5.533256846910905,74.6944553874998,0.25057221781111527
1.04,3.149768423862397,145.1956093507796,5.516421413234532,78.2931809463755,0.262345488560645
1.05,3.1511653258851196,145.04702740673252,5.498873936023478,82.05888618786985,0.27463663825662316
1.06,3.1525730512079875,144.89251833849036,5.480586177482882,85.99871126519902,0.28746506301824626
1.07,3.1539923146079842,144.73182588230432,5.461529176724173,90.12004323242489,0.3008505554920882
1.08,3.155423860764058,144.56468434139214,5.441673276575652,94.4305182404095,0.3148132719389075
1.09,3.156868465340505,144.3908184321495,5.420988146635578,98.93802369781672,0.32937370330042237
1.1,3.158326936125059,144.2099431429147,5.399442814469832,103.65069976512987,0.3445526385163741
1.11,3.1598001141794803,144.0217636183345,5.377005703511287,108.57693983203875,0.3603711219976574
1.12,3.1612888750244297,143.82597507612184,5.35364468193357,113.72538964840048,0.37685040120086405
1.1300000000000001,3.162794129811665,143.62226274004473,5.329327114470745,119.10494588630958,0.394011871811788
1.1400000000000001,3.164316826505789,143.41030178188728,5.304019917004387,124.72475432805659,0.41187702045962094
1.1500000000000001,3.1658579510925815,143.18975734190585,5.277689632501483,130.5942049899205,0.43046734871735226
1.16,3.1674185287625574,142.96028455607217,5.250302506331579,136.72292707903816,0.44980429796605953
1.17,3.1689996251027996,142.7215286181181,5.2218245707753725,143.12078260640183,0.46990916623928347
1.18,3.1706023472857763,142.47312488756072,5.192221740294778,149.79785827247204,0.49080301586110986
1.19,3.1722278452402053,142.21469907989234,5.161459925053639,156.76445431569707,0.5125065656204407
1.2,3.17387731279959,141.94586747706873,5.129505146999057,164.03107267676086,0.535040081083612
1.21,3.17555198886527,141.6662371170633,5.096323652546817,171.6084059011762,0.5584232675869707
1.22,3.1772531584484924,141.37540630764178,5.061882092293939,179.50731424612633,0.5826751072279784
1.23,3.178982153767528,141.072964899756,5.026147646652858,187.73881166154402,0.6078137417823758
1.24,3.1807403552601707,140.7584947442938,4.989088187456321,196.31404516223404,0.6338563258962383
1.25,3.1825291925312245,140.43157031461374,4.950672473244226,205.24426819118506,0.6608188522345293
1.26,3.1843501452920773,140.09175927124218,4.910870329465619,214.54081619652345,0.6887159897678007
1.27,3.186204744118338,139.7386232435738,4.869652862264569,224.2150747121075,0.7175608959202265
1.28,3.1880945712511584,139.37171857312475,4.826992665516271,234.27844872251262,0.7473650341394504
1.29,3.1900212612505774,138.99059725144483,4.7828640580571005,244.74232525569784,0.7781379679418645
1.3,3.191986501444464,138.5948078689856,4.737243307270666,255.6180363144911,0.8098871691040925
1.31,3.193992032572961,138.1838967822936,4.690108910316299,266.9168129397789,0.8426177754634226
1.32,3.196039648842488,137.75740931055736,4.641441833923035,278.64974030026434,0.8763323915216266
1.33,3.1981311982402048,137.31489100221793,4.591225787781445,290.82770925055684,0.9110308576545253
1.34,3.200268582517927,136.85588905147458,4.539447499063137,303.46136349326343,0.9467100234712098
1.35,3.202453757048706,136.37995386026304,4.486097002619857,316.5610417960969,0.9833635104947539
1.36,3.204688730475541,135.88664074884804,4.431167939089716,330.1367154501337,1.0209814720960386
1.37,3.206975564219199,135.37551155996425,4.374657817492377,344.1979302573245,1.0595503854366963
1.3800000000000001,3.209316371788138,134.84613657198145,4.316568317181907,358.75373775076787,1.099052814631166
1.3900000000000001,3.2117133177656747,134.2980965255657,4.256905576856514,373.81262346671485,1.1394671909075709
1.4000000000000001,3.2141686166387884,133.7309849237227,4.195680517764183,389.38242562816356,1.1807675679222407
1.41,3.2166845314834833,133.1444096433445,4.13290901256592,405.47028015803545,1.2229235082564232
1.42,3.2192633722314663,132.5379955831065,4.06861220934599,422.082528733497,1.2658998500764143
1.43,3.221907493812435,131.91138687922538,4.002816755525185,439.2246434966121,1.3096565593829042
1.44,3.2246192939170077,131.26424932718817,3.935555015502105,456.90114567276765,1.3541485957649697
1.45,3.2274012105274763,130.59627282604313,3.8668652550275744,475.1155244005874,1.3993258123591275
1.46,3.230255719218737,129.90717384941124,3.796791806943376,493.8701555812593,1.4451328755196253
1.47,3.2331853301358464,129.19669796825198,3.7253852036630932,513.1662202227916,1.4915092197367688
1.48,3.236192584651348,128.4646223458167,3.6527022565559353,533.0036253282394,1.538389054963768
1.49,3.2392800515518316,127.71075831395495,3.578806091777785,553.3809238185621,1.5857014205963227
1.5,3.242450323478222,126.93495369612621,3.5037661728407543,574.29524308234,1.6333702440055755
1.51,3.245706012496895,126.13709531569042,3.4276582394885535,595.7422103616387,1.681314489663124
1.52,3.249049745748888,125.31711123576844,3.3505642021387616,617.7158881334497,1.7294483436142416
1.53,3.252484160651997,124.4749730202707,3.272571985872905,640.2087107370223,1.7776814494586481
1.54,3.256011899949696,123.61069776087248,3.193775307520038,663.2114307207452,1.8259192034830474
1.55,3.2596356064714938,122.72434998663435,3.1142734021587732,686.7130710676585,1.874063096661373
1.56,3.263357917667619,121.81604338375855,3.034170684852211,710.7008857675025,1.9220111152075539
1.57,3.2671814600113356,120.88594226022005,2.9535763518544833,735.1603307714217,1.9696581931652657
1.58,3.271108843146746,119.93426284208975,2.8726039248466306,760.075042627572,2.0168967165118734
1.59,3.275142653991418,118.96127418860907,2.791370739003775,785.4268319514041,2.0636170706328114
1.6,3.2792854504965026,117.96729907488331,2.7099973694333452,811.1956797429574,2.109708248603208
1.61,3.2835397557606414,116.95271411215894,2.6286070298230744,837.3597612420624,2.1550584613109325
1.62,3.2879080515466046,115.91795005409632,2.5473248879753245,863.8954654975247,2.1995558374308866
1.6300000000000001,3.2923927723268234,114.8634913782944,2.466277396666469,890.7774400810606,2.2430890832305765
1.6400000000000001,3.296996298906614,113.78987575952229,2.385591533649737,917.9786420252417,2.2855482299360963
1.6500000000000001,3.3017209524412707,112.69769306486852,2.3053940715359214,945.4704050194515,2.326825334776145
1.6600000000000001,3.306568988418322,111.58758400109265,2.2258108006540303,973.2225200893168,2.3668152173620935
1.67,3.3115425907182527,110.46023848762555,2.1469657427044937,1001.2033263017053,2.40541619595702
1.68,3.316643866183523,109.31639355347257,2.0689804196232666,1029.379817044761,2.442530752055052
1.69,3.3218748388678057,108.15683101200106,1.9919730304584125,1057.717756406082,2.4780662797351214
1.7,3.3272374453080236,106.9823747655852,1.9160578068883503,1086.1818042532186,2.5119356429867588
1.71,3.332733529222685,105.7938877482453,1.8413442069677393,1114.7356582377686,2.544057883136078
1.72,3.3383648374712687,104.5922687715112,1.7679363646922601,1143.3421925850719,2.574358666026514
1.73,3.344133015512251,103.37844882480832,1.695932375753817,1171.9636205482552,2.602770875108849
1.74,3.3500396040263416,102.15338753889347,1.6254238345462364,1200.5616440669303,2.6292349576662897
1.75,3.3560860353613804,100.91806904740838,1.5564952777462,1229.0976275532153,2.653699344379266
1.76,3.3622736308396406,99.67349809638804,1.4892238094822088,1257.5327572218,2.6761206948148706
1.77,3.3686035983072835,98.42069573938961,1.4236787403844886,1285.8282150001207,2.6964641148646136
1.78,3.3750770301977946,97.1606951210372,1.3599213160893613,1313.945346070609,2.7147032872025454
1.79,3.381694902186775,95.89453727823056,1.2980045549658328,1341.8458223554442,2.730820492545804
1.8,3.3884580721225053,94.62326667223843,1.2379731084772845,1369.49181478574,2.744806598961802
1.81,3.3953672796904533,93.34792729737293,1.1798632696198854,1396.8461391259414,2.7566609217791473
1.82,3.4024231463257393,92.06955814826915,1.123702997353573,1423.8724251189371,2.7663910456982777
1.83,3.4096261757429285,90.78918967500535,1.069512053076928,1450.5352439947144,2.774012567483318
1.84,3.4169767548797476,89.5078394918098,1.0173022018615183,1476.8002623899092,2.7795487483917642
1.85,3.424475155194088,88.22650913762001,0.9670774492048564,1502.634353724355,2.783030166129278
1.86,3.4321215345546987,86.94618030087803,0.9188343929175845,1528.005726798154,2.7844942330705122
1.87,3.4399159392741807,85.66781187307357,0.8725625536932268,1552.884021729491,2.783984763555868
1.8800000000000001,3.4478583067631368,84.39233685643303,0.828244824644815,1577.240407903969,2.7815514167055073
1.8900000000000001,3.4559484682943897,83.12065975709078,0.7858578971208523,1601.0476627199096,2.7772491792052962
1.9000000000000001,3.464186152195245,81.8536542222517,0.745372748321231,1624.280238483403,2.7711377940879323
1.9100000000000001,3.4725709873230515,80.59216086771202,0.7067551577413285,1646.9143204317704,2.7632811668328556
1.92,3.4811025065827192,79.3369855923968,0.6699661843154048,1668.9278659221575,2.7537468271429444
1.93,3.489780151057808,78.08889795277983,0.6349627560214208,1690.3006377290258,2.742605279668158
1.94,3.498603273703726,76.84863005492059,0.6016981093301257,1711.0142203376515,2.7299295228041114
1.95,3.5075711437272328,75.6168755642884,0.5701223594242117,1731.0520276421792,2.7157944399978002
1.96,3.516682950851872,74.39428900687987,0.5401830120487249,1750.3993003637868,2.700276259389249
1.97,3.525937809635085,73.18148541407061,0.511825437681726,1769.0430901308666,2.6834520626800007
1.98,3.535334763849665,71.97904018946389,0.48499333277934437,1786.9722348410755,2.6653993143739756
1.99,3.5448727909112456,70.78748913545168,0.4596291768277266,1804.177327830947,2.646195400585908
2.0,3.5545508063169526,69.60732877130042,0.43567465264659566,1820.6506759737174,2.625917214436127
2.0100000000000002,3.5643676679274003,68.43901677138646,0.4130710276451849,1836.386254364421,2.6046407847546877
2.02,3.5743221803577105,67.28297266607231,0.39175952096470673,1851.37965045436,2.5824409276603206
2.0300000000000002,3.5844130991776146,66.13957861596194,0.37168162043618996,1865.6280068269323,2.5593909510413573
2.04,3.594639135116306,65.00918040963236,0.3527793843504426,1879.1299555431692,2.5355623817904642
2.05,3.6049989580268327,63.89208846896215,0.334995700319832,1891.885553960307,2.5110247365093636
2.06,3.6154912008497284,62.788579038267294,0.3182745178461671,1903.8962137222263,2.485845324730537
2.07,3.6261144634194813,61.69889546278786,0.3025610467501063,1915.1646275339438,2.4600890895031764
2.08,3.6368673161985816,60.623249614705955,0.2878019275163175,1925.694690940877,2.4338184811506607
2.09,3.6477483035268503,59.56182293539062,0.2739453779895421,1935.4914421374413,2.4070933423172534
2.1,3.6587559472339932,58.51476821766918,0.26094129670273536,1944.5609712877738,2.379970860954197
2.11,3.669888749695754,57.482210793914305,0.2487413704080752,1952.9103563635736,2.352505499727325
2.12,3.6811451968812183,56.464250027506175,0.23729913569521485,1960.5475876299595,2.3247489816091362
2.13,3.692523761294974,55.460960894594216,0.22657001531411755,1967.4814895222348,2.2967503039562795
2.14,3.7040229045796513,54.47239514517468,0.21651137755678662,1973.7216609172633,2.2685557157420986
2.15,3.7156410801530315,53.49858300897252,0.20708250892468424,1979.278394651716,2.240208799889338
2.16,3.7273767355665295,52.539534375976096,0.19824464550452425,1984.1626189364104,2.211750479492514
2.17,3.739228314738954,51.5952402319349,0.18996094063493776,1988.3858300948018,2.1832190965319564
2.18,3.7511942600505996,50.66567402598674,0.18219642960393018,1991.9600289096797,2.1546504914418354
2.19,3.7632730142978335,49.75079280496719,0.17491802413134622,1994.8976668147027,2.1260780451826053
2.2,3.7754630224436845,48.8505386089121,0.1680944258128559,1997.211583798365,2.097532811459166
2.21,3.7877627333463395,47.964839530469405,0.1616961110739375,1998.9149591193272,2.0690435660792406
2.22,3.8001706012349215,47.0936109054587,0.15569525307960785,2000.0212589992445,2.040636924128319
2.23,3.812685087120822,46.23675639790196,0.150065660715637,2000.5441887611407,2.012337436580797
2.24,3.825304660138214,45.39416898053576,0.14478273337477005,2000.4976494253349,1.9841676676568973
2.25,3.8380277986109532,44.56573196771786,0.1398233654309299,1999.8956944250083,1.9561483246309073
2.2600000000000002,3.850852991236876,43.751319896841544,0.1351659061247551,1998.7524910737561,1.9282983269269298
2.27,3.863778737954092,42.950799416079796,0.1307900727579013,1997.0822842430798,1.9006349225500985
2.2800000000000002,3.876803550842485,42.16403010452834,0.1266768872962361,1994.8993622661403,1.8731737787586609
2.29,3.8899259549416385,41.39086523635639,0.12280861600679341,1992.2180255637763,1.8459290679111697
2.3000000000000003,3.9031444888410034,40.63115250020871,0.11916868805426643,1989.0525587021368,1.8189135731454789
2.31,3.916457705422557,39.88473468622588,0.11574164588476621,1985.4172024165264,1.7921387609458697
2.32,3.9298641722878003,39.15145029555373,0.1125130700188539,1981.3261310038108,1.7656148771082893
2.33,3.9433624722892633,38.43113414023334,0.10946952239990888,1976.7934291957017,1.7393510236625214
2.34,3.956951203949266,37.72361788736665,0.10659848851317606,1971.8330719741227,1.7133552352825125
2.35,3.9706289817368083,37.02873054357909,0.10388831497501273,1966.4589077089793,1.6876345583918264
2.36,3.9843944364726727,36.34629895737158,0.10132816138428412,1960.6846395471568,1.6621951164162483
2.37,3.998246215467105,35.67614821098846,0.09890794320103097,1954.523813039571,1.637042180633561
2.38,4.012182982799504,35.01810205081808,0.09661828489444549,1947.9898011273388,1.6121802318427154
2.39,4.0262034194407965,34.37198323740351,0.09445047228530905,1941.0957933570296,1.5876130203254384
2.4,4.040306223301914,33.73761385067145,0.09239640638561729,1933.8547873172317,1.5633436228849118
2.41,4.054490109479029,33.11481567098874,0.09044856440276247,1926.2795755923319,1.5393744949943666
2.42,4.068753810182517,32.50341040308789,0.08859995871463199,1918.3827411036016,1.5157075200881402
2.43,4.083096074745564,31.903219927364802,0.08684409946048069,1910.1766507266368,1.4923440560371617
2.44,4.097515669730665,31.314066594443567,0.08517495896796005,1901.673446437048,1.469284981101734
2.45,4.1120113787727055,30.735773367646118,0.08358694036672215,1892.8850442408607,1.4465307309044744
2.46,4.126582002576086,30.16816404306878,0.08207484616096707,1883.8231288937664,1.424081337843028
2.47,4.141226358901565,29.61106345627867,0.08063384855412781,1874.4991491534245,1.4019364682991202
2.48,4.155943282365679,29.064297575278633,0.07925946518024493,1864.9243187482718,1.3800954508370127
2.49,4.1707316244156765,28.52769369024022,0.07794753172370444,1855.1096122465644,1.358557310533818
2.5,4.185590253198797,28.00108053249652,0.07669417918019612,1845.0657643787679,1.3373207964066993
2.5100000000000002,4.200518053376993,27.484288353290406,0.0754958143012224,1834.8032712587421,1.3163844043567345
2.52,4.215513926060663,26.977149074369184,0.07434909586538732,1824.3323879029454,1.295746406545182
2.5300000000000002,4.230576788608162,26.47949634458952,0.07325091842532931,1813.6631302906478,1.2754048702794984
2.54,4.245705574452495,25.99116560980794,0.0721983955619522,1802.8052766573528,1.2553576777939426
2.5500000000000003,4.2608992329878195,25.511994219542245,0.07118884056650954,1791.76836687792,1.2356025497566083
2.56,4.276156729338141,25.041821446144777,0.07021975496638602,1780.5617060217958,1.2161370581140976
2.57,4.291477044193879,24.580488548066974,0.06928881354430853,1769.194365661316,1.1969586438359465
2.58,4.306859173655103,24.127838834030296,0.06839384953818657,1757.6751850431228,1.178064634489923
2.59,4.322302128991179,23.683717660747547,0.06753284651837237,1746.01277535723,1.1594522529843792
2.6,4.337804936480507,23.247972486827894,0.06670392500005595,1734.2155212235482,1.1411186333671424
2.61,4.353366637230271,22.82045290754207,0.06590533120076217,1722.2915830018417,1.123060833845366
2.62,4.368986286939053,22.401010641511863,0.06513543098435177,1710.2489012953379,1.105275843050093
2.63,4.384662955728371,21.989499568564433,0.06439269859098955,1698.0951989562407,1.087760593155314
2.64,4.400395727941812,21.585775737315547,0.06367570882917298,1685.8379844247745,1.070511968537132
2.65,4.416183701925,21.18969735274718,0.06298313166414236,1673.4845559151388,1.0535268113702922
2.66,4.432025989851598,20.801124799640785,0.06231372288637458,1661.042003866439,1.0368019322991628
2.67,4.4479217175150785,20.419920632837385,0.06166631874673639,1648.5172148392987,1.0203341160448938
2.68,4.463870024118997,20.04594956261349,0.0610398312980503,1635.916875558563,1.004120126132518
2.69,4.479870062099693,19.67907846577455,0.060433240804506246,1623.2474757165135,0.9881567133798225
2.7,4.495920996918267,19.319176364919702,0.0598455921049747,1610.5153121334163,0.9724406193734039
2.71,4.512022006861451,18.96611441265925,0.0592759904912758,1597.7264926241562,0.9569685805799388
2.72,4.528172282861104,18.619765891531404,0.05872359573865876,1584.8869391078035,0.9417373348137874
2.73,4.544371028291723,18.28000618702151,0.058187619617305814,1572.0023918178085,0.9267436233174523
2.74,4.5606174587804045,17.94671277040011,0.057667322266945015,1559.0784130193597,0.911984194293952
2.75,4.576910802028682,17.61976519082765,0.05716200748288016,1546.1203902652785,0.8974558078253658
2.7600000000000002,4.593250297616555,17.29904504458289,0.05667102103531333,1533.1335405582593,0.8831552369827796
2.77,4.6096351968209675,16.984435957033845,0.05619374743578866,1520.1229139120303,0.8690792709046377
2.7800000000000002,4.626064762439538,16.675823567934074,0.05572960634625034,1507.093396717918,0.8552247183351293
2.79,4.642538268602737,16.37309549733464,0.055278051653372406,1494.049715832481,0.841588407829719
2.8000000000000003,4.659055000598374,16.076141324120247,0.0548385689520821,1480.996442094669,0.8281671899691445
2.81,4.675614254706697,15.784852575425578,0.05441067165621462,1467.937993356448,0.8149579413071153
2.82,4.6922153380195795,15.49912268969663,0.053993900730254875,1454.8786384893776,0.8019575637884104
2.83,4.708857568270514,15.218846990865021,0.053587823018427495,1441.8225008936367,0.7891629859381124
2.84,4.725540273670815,14.943922670553455,0.05319202852725612,1428.7735616636282,0.7765711653680554
2.85,4.742262792743655,14.674248759637289,0.05280612928277038,1415.7356630768934,0.764179089327955
2.86,4.759024474159932,14.4097260979645,0.05242975852904641,1402.7125120908718,0.7519837748412761
2.87,4.775824676579884,14.150257312627007,0.05206256879161764,1389.707683492156,0.7399822702678903
2.88,4.792662768496676,13.895746794953016,0.051704230200628865,1376.7246230364997,0.7281716565532509
2.89,4.8095381280792795,13.646100667116063,0.05135443038035848,1363.7666508737047,0.7165490465340284
2.9,4.82645014302097,13.401226758552077,0.051012873014186964,1350.8369646000103,0.7051115859072512
2.91,4.843398210391057,13.161034584613283,0.05067927616836132,1337.9386421962727,0.6938564545125849
2.92,4.860381736485888,12.925435314580325,0.050353372220810905,1325.0746452294036,0.6827808656193756
2.93,4.877400136684205,12.694341746379406,0.05003490690320412,1312.2478218027766,0.6718820663322889
2.94,4.894452835302055,12.467668283650463,0.049723638007423,1299.4609094278821,0.6611573384181219
2.95,4.911539265453905,12.245330907598753,0.049419335030151695,1286.7165379329974,0.6506039979839012
2.96,4.9286588689148685,12.027247150449252,0.049121778627292494,1274.017232293297,0.6402193953988792
2.97,4.945811095983945,11.813336072243839,0.048830759614014896,1261.3654153518823,0.6300009157904133
