t,x,z,y,u,v
0.45,4.780980363036013,0.9999775129279628,0.0003741803089209285,0.9997468858458056,0.022498102504694667
0.46,4.776246705351381,0.9999770132231676,0.00038582176970460783,0.9997355118296919,0.02299797311460176
0.47000000000000003,4.7715187446688345,0.999976513518737,0.0003976051281725766,0.9997238878815525,0.023497837975052734
0.48,4.7667964742684426,0.9999760138146724,0.0004095302098209348,0.9997120140035307,0.023997696961066888
0.49,4.762079887438086,0.999975514110975,0.0004215968403473083,0.999699890197832,0.024497549947664614
0.5,4.75736897747345,0.999975014407646,0.00043380484565084794,0.9996875164667247,0.024997396809867383
0.51,4.7526637376780325,0.9999745147046869,0.0004461540518322301,0.9996748928125395,0.02549723742269774
0.52,4.747964161363139,0.999974015002099,0.0004586442851936567,0.9996620192376694,0.02599707166117932
0.53,4.743270241941259,0.9999735152998835,0.0004712753746488347,0.9996488957453478,0.026496899400363618
0.54,4.738581973300219,0.9999730155980415,0.0004840471613796173,0.9996355223427635,0.026996720515437382
0.55,4.7338993489160375,0.9999725158965745,0.000496959475939289,0.9996218990336737,0.027496534881468013
0.56,4.729222362189651,0.9999720161954836,0.0005100121469433115,0.999608025821208,0.027996342373500228
0.5700000000000001,4.724551006531248,0.9999715164947702,0.0005232050032459814,0.9995939027085701,0.02849614286658023
0.58,4.719885275360278,0.9999710167944355,0.0005365378739404298,0.9995795296990385,0.028995936235755724
0.59,4.715225162105438,0.9999705170944807,0.0005500105883586232,0.9995649067959662,0.029495722356075907
0.6,4.710570660204682,0.9999700173949073,0.0005636229760713624,0.9995500340027809,0.02999550110259148
0.61,4.70592176310522,0.9999695176957165,0.0005773748668882835,0.9995349113229842,0.030495272350354635
0.62,4.701278464263514,0.9999690179969094,0.0005912660908578566,0.9995195387601531,0.03099503597441905
0.63,4.696640757145283,0.9999685182984875,0.000605296478267388,0.9995039163179384,0.03149479184983991
0.64,4.6920086352254975,0.999968018600452,0.0006194658596430176,0.999488044000066,0.031994539851673894
0.65,4.687382091988385,0.9999675189028041,0.0006337740657497209,0.9994719218103358,0.03249427985497918
0.66,4.682761120927426,0.9999670192055451,0.0006482209275913077,0.9994555497526226,0.032994011734815434
0.67,4.678145715545355,0.9999665195086763,0.0006628062764104232,0.9994389278308756,0.03349373536624383
0.68,4.673535869354164,0.999966019812199,0.0006775299436885471,0.9994220560491186,0.03399345062432702
0.6900000000000001,4.668931575875095,0.9999655201161144,0.0006923917611459939,0.9994049344114497,0.034493157384129176
0.7000000000000001,4.664332828638647,0.9999650204204238,0.000707391560741913,0.9993875629220419,0.03499285552071594
0.71,4.659739621184575,0.9999645207251283,0.0007225291746742888,0.9993699415851424,0.03549254490915446
0.72,4.655151947061884,0.9999640210302294,0.0007378044353799405,0.999352070405073,0.03599222542451339
0.73,4.650569799828838,0.9999635213357283,0.0007532171755345221,0.9993339493862302,0.03649189694186288
0.74,4.645993173052952,0.9999630216416261,0.000768767228052522,0.999315578533085,0.03699155933627456
0.75,4.641422060310998,0.9999625219479242,0.0007844544260872645,0.9992969578501826,0.037491212482821556
0.76,4.636856455189002,0.9999620222546238,0.0008002786030309077,0.9992780873421431,0.03799085625657851
0.77,4.632296351282242,0.9999615225617262,0.000816239592514445,0.999258967013661,0.038490490532621546
0.78,4.627741742195252,0.9999610228692326,0.0008323372284077046,0.9992395968695053,0.03899011518602828
0.79,4.623192621541823,0.9999605231771442,0.0008485713448193496,0.9992199769145196,0.03948973009187784
0.8,4.618648982944996,0.9999600234854623,0.0008649417760968779,0.9992001071536218,0.03998933512525083
0.81,4.61411082003707,0.9999595237941882,0.000881448356826622,0.9991799875918049,0.04048893016122936
0.8200000000000001,4.6095781264595965,0.999959024103323,0.0008980909218337497,0.9991596182341357,0.04098851507489705
0.8300000000000001,4.605050895863382,0.9999585244128681,0.0009148693061822634,0.999138999085756,0.04148808974133898
0.84,4.600529121908487,0.9999580247228247,0.0009317833451749998,0.9991181301518819,0.04198765403564176
0.85,4.596012798264227,0.999957525033194,0.0009488328743536319,0.9990970114378043,0.04248720783289349
0.86,4.591501918609173,0.9999570253439772,0.000966017729498666,0.9990756429488883,0.04298675100818375
0.87,4.586996476631147,0.9999565256551756,0.0009833377466294442,0.9990540246905738,0.04348628343660363
0.88,4.58249646602723,0.9999560259667903,0.0010007927620041429,0.999032156668375,0.04398580499324571
0.89,4.578001880503754,0.9999555262788228,0.0010183826121197737,0.9990100388878809,0.04448531555320406
0.9,4.5735127137763065,0.9999550265912741,0.0010361071337121827,0.9989876713547546,0.04498481499157427
0.91,4.5690289595667934,0.9999545269041453,0.0010539661636803058,0.9989650540747185,0.04548430318345663
0.92,4.564550611366059,0.9999540272174381,0.0010719595329644173,0.9989421870522798,0.045983780004217094
0.93,4.560077662740535,0.9999535275311534,0.0010900870744542973,0.9989190702923758,0.0464832453291502
0.9400000000000001,4.555610107411186,0.9999530278452926,0.00110834862502511,0.9988957038007985,0.04698269903339228
0.9500000000000001,4.551147939107438,0.9999525281598569,0.001126744021770458,0.9988720875834098,0.047482140992082054
0.96,4.546691151567182,0.9999520284748474,0.001145273102002384,0.9988482216461421,0.04798157108036058
0.97,4.542239738536772,0.9999515287902655,0.0011639357032513697,0.9988241059949976,0.0484809891733713
0.98,4.537793693771025,0.9999510291061123,0.0011827316632663353,0.9987997406360494,0.048980395146260014
0.99,4.533353011033223,0.999950529422389,0.0012016608200146406,0.9987751255754406,0.04947978887417488
1.0,4.528917684095111,0.999950029739097,0.0012207230116820843,0.9987502608193846,0.049979170232266446
1.01,4.524487706736896,0.9999495300562373,0.0012399180766729046,0.998725146374165,0.05047853909568759
1.02,4.520063072747251,0.9999490303738113,0.0012592458536097783,0.998699782246136,0.050977895339593585
1.03,4.515643775923311,0.9999485306918201,0.0012787061813338218,0.9986741684417215,0.051477238839142056
1.04,4.511229810070676,0.9999480310102649,0.0012982988989045903,0.9986483049674164,0.05197656946949299
1.05,4.506821169003407,0.9999475313291469,0.0013180238456000784,0.9986221918297854,0.052475887105808756
1.06,4.5024178465440325,0.9999470316484675,0.0013378808609167201,0.9985958290354636,0.05297519162325407
1.07,4.49801983652354,0.9999465319682277,0.0013578697845693876,0.9985692165911564,0.05347448289699602
1.08,4.493627132781385,0.9999460322884288,0.0013779904564913928,0.9985423545036395,0.05397376080220406
1.09,4.489239729165484,0.9999455326090719,0.001398242716834487,0.9985152427797589,0.05447302521405001
1.1,4.484857619532216,0.9999450329301584,0.0014186264059688602,0.9984878814264307,0.05497227600770806
1.11,4.480480797746426,0.9999445332516893,0.0014391413644831417,0.9984602704506418,0.05547151305835474
1.12,4.476109257681424,0.9999440335736659,0.0014597874331843997,0.9984324098594487,0.05597073624116899
1.1300000000000001,4.471742993218978,0.9999435338960894,0.001480564453098142,0.9984042996599786,0.056469945431332075
1.1400000000000001,4.467381998249325,0.9999430342189609,0.0015014722654683153,0.9983759398594289,0.05696914050402764
1.1500000000000001,4.463026266671162,0.9999425345422818,0.0015225107117573054,0.9983473304650673,0.0574683213344417
1.16,4.458675792391651,0.9999420348660532,0.0015436796336459363,0.9983184714842318,0.057967487797762625
1.17,4.45433056932642,0.9999415351902762,0.0015649788730334735,0.9982893629243307,0.05846663976918117
1.18,4.4499905913995565,0.9999410355149521,0.0015864082720376195,0.9982600047928424,0.05896577712389044
1.19,4.445655852543614,0.9999405358400819,0.0016079676729945167,0.9982303970973156,0.059464899737085894
1.2,4.441326346699608,0.9999400361656671,0.0016296569184587467,0.9982005398453698,0.059964007483965374
1.21,4.437002067817018,0.9999395364917087,0.0016514758512033297,0.9981704330446942,0.06046310023972909
1.22,4.43268300985379,0.999939036818208,0.001673424314219726,0.9981400767030484,0.06096217787957961
1.23,4.428369166776329,0.9999385371451659,0.0016955021507178338,0.9981094708282624,0.06146124027872185
1.24,4.424060532559507,0.9999380374725839,0.0017177092041259913,0.9980786154282365,0.06196028731236313
1.25,4.419757101186656,0.999937537800463,0.0017400453180909758,0.9980475105109412,0.0624593188557131
1.26,4.415458866649577,0.9999370381288045,0.0017625103364780036,0.9980161560844173,0.0629583347839838
1.27,4.411165822948529,0.9999365384576095,0.0017851041033707295,0.997984552156776,0.0634573349723896
1.28,4.406877964092239,0.9999360387868792,0.0018078264630712489,0.9979526987361985,0.0639563192961473
1.29,4.402595284097894,0.9999355391166148,0.0018306772601000946,0.9979205958309366,0.06445528763047599
1.3,4.398317776812749,0.9999350394468174,0.0018536563345946473,0.9978882434482435,0.06495423985074472
1.31,4.394045435787956,0.9999345397774884,0.001876763519054778,0.997855641593618,0.06545317583257679
1.32,4.389778254991629,0.999934040108629,0.0018999986567355992,0.9978227902750763,0.06595209545125999
1.33,4.3855162284213804,0.9999335404402401,0.001923361591653142,0.9977896895008314,0.06645099858206713
1.34,4.381259350081964,0.9999330407723233,0.0019468521680079478,0.9977563392791581,0.0669498851002744
1.35,4.377007613985289,0.9999325411048794,0.001970470230185069,0.997722739618394,0.06744875488116152
1.36,4.3727610141504085,0.9999320414379097,0.0019942156227540694,0.9976888905269391,0.06794760780001162
1.37,4.368519544603524,0.9999315417714155,0.0020180881904690233,0.9976547920132556,0.06844644373211128
1.3800000000000001,4.364283199377987,0.9999310421053978,0.002042087778268515,0.9976204440858683,0.06894526255275056
1.3900000000000001,4.360051972514297,0.9999305424398579,0.0020662142312756412,0.9975858467533643,0.06944406413722294
1.4000000000000001,4.355825858060101,0.9999300427747969,0.002090467394798009,0.997551000024393,0.0699428483608254
1.41,4.351604850070193,0.999929543110216,0.0021148471143277348,0.9975159039076664,0.0704416150988583
1.42,4.347388942606517,0.9999290434461163,0.002139353235541449,0.9974805584119589,0.07094036422662554
1.43,4.343178129738165,0.9999285437824991,0.0021639856043002906,0.9974449635461073,0.07143909561943441
1.44,4.338972405541377,0.9999280441193653,0.0021887440666499103,0.9974091193190106,0.07193780915259569
1.45,4.334771764099543,0.9999275444567164,0.002213628468820469,0.9973730257396303,0.07243650470142357
1.46,4.330576199503196,0.9999270447945534,0.002238638657226639,0.9973366828169904,0.07293518214123575
1.47,4.326385705850023,0.9999265451328774,0.0022637744784676037,0.9973000905601773,0.07343384134735333
1.48,4.322200277244857,0.9999260454716896,0.0022890357793270565,0.9972632489783398,0.0739324821951009
1.49,4.318019907799678,0.9999255458109912,0.0023144224067732032,0.997226158080689,0.07443110455980648
1.5,4.313844591633615,0.9999250461507835,0.002339934207958759,0.9971888178764985,0.07492970831680157
1.51,4.309674322872948,0.9999245464910673,0.0023655710302209506,0.9971512283751043,0.07542829334142108
1.52,4.305509095651101,0.9999240468318441,0.0023913327210815156,0.9971133895859047,0.07592685950900342
1.53,4.301348904108648,0.9999235471731148,0.0024172191282467027,0.9970753015183604,0.07642540669489042
1.54,4.297193742393311,0.9999230475148807,0.002443230099607271,0.9970369641819947,0.0769239347744274
1.55,4.293043604659962,0.999922547857143,0.0024693654832384903,0.9969983775863933,0.07742244362296308
1.56,4.288898485070619,0.9999220481999026,0.0024956251274001425,0.9969595417412042,0.07792093311584966
1.57,4.284758377794447,0.9999215485431608,0.002522008880536519,0.9969204566561375,0.07841940312844282
1.58,4.280623277007765,0.9999210488869189,0.0025485165912764235,0.9968811223409663,0.07891785353610166
1.59,4.276493176894032,0.9999205492311778,0.002575148108433169,0.9968415388055256,0.07941628421418873
1.6,4.2723680716438635,0.9999200495759388,0.00260190328100458,0.9968017060597132,0.07991469503807005
1.61,4.268247955455017,0.9999195499212029,0.002628781958172992,0.9967616241134891,0.0804130858831151
1.62,4.264132822532401,0.9999190502669714,0.0026557839893052524,0.9967212929768756,0.08091145662469679
1.6300000000000001,4.260022667088072,0.9999185506132454,0.0026829092239527177,0.9966807126599576,0.0814098071381915
1.6400000000000001,4.255917483341235,0.999918050960026,0.002710157511851256,0.9966398831728823,0.08190813729897904
1.6500000000000001,4.251817265518242,0.9999175513073142,0.002737528702921247,0.9965988045258595,0.08240644698244272
1.6600000000000001,4.247722007852594,0.9999170516551115,0.0027650226472675805,0.9965574767291611,0.08290473606396924
1.67,4.24363170458494,0.9999165520034187,0.0027926391951796563,0.9965158997931215,0.08340300441894881
1.68,4.239546349953876,0.9999160523522369,0.002820378196894404,0.9964740737281352,0.08390125192281062
1.69,4.235465938101098,0.9999155527015676,0.002848239500153965,0.9964319985446318,0.08439947845138934
1.7,4.231390463245671,0.9999150530514117,0.002876222954693283,0.9963896742531217,0.08489768388025179
1.71,4.2273199196446,0.9999145534017704,0.0029043284112246115,0.9963471008641859,0.08539586808484922
1.72,4.22325430156173,0.9999140537526447,0.0029325557206368773,0.9963042783884672,0.08589403094063759
1.73,4.219193603267751,0.999913554104036,0.0029609047339956866,0.9962612068366714,0.08639217232307744
1.74,4.215137819040197,0.9999130544559452,0.0029893753025433236,0.9962178862195663,0.08689029210763394
1.75,4.211086943163447,0.9999125548083736,0.003017967277698747,0.9961743165479822,0.0873883901697769
1.76,4.2070409699287215,0.9999120551613221,0.003046680511057596,0.9961304978328112,0.08788646638498075
1.77,4.202999893634089,0.9999115555147919,0.0030755148543921847,0.9960864300850084,0.08838452062872458
1.78,4.198963708584459,0.9999110558687843,0.003104470159651506,0.9960421133155909,0.08888255277649205
1.79,4.194932409091584,0.9999105562233003,0.0031335462789612288,0.9959975475356381,0.08938056270377151
1.8,4.190905989474064,0.9999100565783409,0.0031627430646237005,0.9959527327562917,0.08987855028605589
1.81,4.186884444057342,0.9999095569339074,0.0031920603691179454,0.995907668988756,0.09037651539884278
1.82,4.182867767173702,0.9999090572900008,0.003221498045099664,0.9958623562442974,0.09087445791763439
1.83,4.178855953162277,0.9999085576466223,0.0032510559454012366,0.9958167945342447,0.09137237771793755
1.84,4.17484899636904,0.999908058003773,0.003280733923031718,0.9957709838699887,0.09187027467526372
1.85,4.170846891146808,0.9999075583614541,0.003310531831176842,0.9957249242629831,0.092368148665129
1.86,4.1668496318552455,0.9999070587196666,0.0033404495231990194,0.9956786157247436,0.09286599956305412
1.87,4.1628572128608585,0.9999065590784115,0.0033704868526373373,0.9956320582668481,0.0933638272445644
1.8800000000000001,4.158869628536997,0.9999060594376901,0.003400643673207562,0.995585251900937,0.09386163158518987
1.8900000000000001,4.154886873263855,0.9999055597975035,0.003430919838802135,0.9955381966387133,0.0943594124604651
1.9000000000000001,4.150908941428472,0.9999050601578527,0.0034613152034901774,0.9954908924919418,0.09485716974592934
1.9100000000000001,4.1469358274247305,0.9999045605187389,0.0034918296215174847,0.9954433394724498,0.09535490331712644
1.92,4.142967525653356,0.9999040608801631,0.0035224629473065315,0.9953955375921271,0.09585261304960489
1.93,4.13900403052192,0.9999035612421266,0.003553215035456471,0.9953474868629256,0.09635029881891785
1.94,4.135045336444837,0.9999030616046304,0.0035840857407431308,0.9952991872968598,0.09684796050062304
1.95,4.131091437843365,0.9999025619676756,0.0036150749181190177,0.9952506389060063,0.09734559797028285
1.96,4.127142329145607,0.9999020623312632,0.0036461824227133153,0.9952018417025039,0.09784321110346428
1.97,4.12319800478651,0.9999015626953944,0.003677408109831884,0.9951527956985542,0.09834079977573897
1.98,4.119258459207864,0.9999010630600704,0.003708751834957262,0.9951035009064207,0.09883836386268317
1.99,4.115323686858304,0.9999005634252921,0.003740213453748665,0.9950539573384293,0.09933590323987782
2.0,4.111393682193309,0.9999000637910608,0.0037717928220419856,0.9950041650069684,0.09983341778290838
2.0100000000000002,4.1074684396752,0.9998995641573774,0.0038034897958497942,0.9949541239244885,0.10033090736736505
2.02,4.103547953773146,0.999899064524243,0.0038353042313613367,0.9949038341035026,0.10082837186884258
2.0300000000000002,4.099632218963157,0.9998985648916588,0.00386723598494254,0.9948532955565859,0.1013258111629404
2.04,4.0957212297280865,0.999898065259626,0.003899284913136003,0.994802508296376,0.10182322512526253
2.05,4.091814980557635,0.9998975656281455,0.003931450872661006,0.9947514723355728,0.10232061363141762
2.06,4.087913465948345,0.9998970659972185,0.003963733720413508,0.9947001876869387,0.102817976557019
2.07,4.084016685115635,0.9998965663668452,0.0039961334348086975,0.9946486543648888,0.10331531375881663
2.08,4.080124622311454,0.9998960667370284,0.004028649608928278,0.994596872378847,0.10381262515350934
2.09,4.076237277491509,0.9998955671077684,0.004061282240251969,0.9945448417435984,0.10430991059494688
2.1,4.072354645162417,0.9998950674790661,0.004094031185936863,0.9944925624721487,0.10480716995883038
2.11,4.068476719837614,0.9998945678509228,0.004126896303316127,0.9944400345775659,0.10530440312086561
2.12,4.064603496037351,0.9998940682233395,0.0041598774498988154,0.9943872580729806,0.10580160995676319
2.13,4.060734968288683,0.9998935685963173,0.004192974483369654,0.9943342329715851,0.1062987903422384
2.14,4.056871131125463,0.9998930689698572,0.00422618726158885,0.9942809592866345,0.10679594415301147
2.15,4.053011979088332,0.9998925693439603,0.004259515642591883,0.994227437031446,0.10729307126480736
2.16,4.049157506724715,0.9998920697186278,0.00429295948458931,0.9941736662193993,0.107790171553356
2.17,4.04530770858881,0.9998915700938606,0.0043265186459665594,0.9941196468639361,0.10828724489439216
2.18,4.04146257924158,0.99989107046966,0.004360192985283733,0.9940653789785604,0.10878429116365561
2.19,4.037622113250749,0.9998905708460268,0.004393982361275398,0.994010862576839,0.10928131023689101
2.2,4.033786305190789,0.9998900712229624,0.0044278866328503995,0.9939560976724005,0.10977830198984814
2.21,4.029955149642916,0.9998895716004675,0.004461905659091641,0.9939010842789359,0.11027526629828169
2.22,4.02612864119508,0.9998890719785435,0.004496039299255902,0.9938458224101985,0.11077220303795152
2.23,4.022306774441959,0.9998885723571913,0.0045302874127736165,0.9937903120800039,0.11126911208462248
2.24,4.018489543984949,0.9998880727364121,0.0045646498592486935,0.99373455330223,0.11176599331406467
2.25,4.01467694443216,0.9998875731162069,0.004599126498458297,0.9936785460908172,0.11226284660205325
2.2600000000000002,4.010868970398401,0.9998870734965767,0.004633717190352655,0.9936222904597676,0.11275967182436865
2.27,4.007065616505183,0.9998865738775226,0.004668421795054855,0.9935657864231461,0.11325646885679642
2.2800000000000002,4.003266877380699,0.9998860742590457,0.004703240172860646,0.9935090339950797,0.1137532375751275
2.29,3.999472747659825,0.9998855746411471,0.004738172184238229,0.9934520331897576,0.11424997785515796
2.3000000000000003,3.9956832219841103,0.9998850750238277,0.004773217689828068,0.9933947840214314,0.11474668957268933
2.31,3.991898295001767,0.9998845754070889,0.004808376550442674,0.9933372865044149,0.11524337260352838
2.32,3.988117961367664,0.9998840757909314,0.004843648627066417,0.9932795406530841,0.1157400268234873
2.33,3.9843422157433195,0.9998835761753564,0.00487903378085532,0.9932215464818773,0.11623665210838374
2.34,3.9805710527968934,0.999883076560365,0.0049145318731368525,0.9931633040052952,0.1167332483340407
2.35,3.9768044672031775,0.9998825769459582,0.0049501427654097385,0.9931048132379005,0.11722981537628673
2.36,3.9730424536435898,0.9998820773321371,0.004985866319343744,0.9930460741943182,0.11772635311095579
2.37,3.969285006806166,0.9998815777189027,0.005021702396779491,0.9929870868892359,0.1182228614138875
2.38,3.965532121385552,0.9998810781062561,0.005057650859728237,0.9929278513374029,0.11871934016092693
2.39,3.961783792082994,0.9998805784941984,0.0050937115703716925,0.9928683675536312,0.11921578922792485
2.4,3.9580400136063343,0.9998800788827306,0.005129884391061805,0.9928086355527947,0.11971220849073755
2.41,3.9543007806700006,0.9998795792718537,0.005166169184320569,0.9927486553498299,0.12020859782522707
2.42,3.9505660879949995,0.9998790796615687,0.005202565812839815,0.9926884269597351,0.1207049571072611
2.43,3.9468359303089073,0.9998785800518768,0.005239074139481016,0.9926279503975713,0.12120128621271309
2.44,3.9431103023458647,0.999878080442779,0.005275694027275081,0.9925672256784613,0.12169758501746215
2.45,3.939389198818614,0.9998775808342765,0.0053124253387023725,0.9925062528175779,0.12219385339751093
2.46,3.935672614344756,0.9998770812263701,0.005349267933793768,0.9924450318301098,0.12269009122929578
2.47,3.9319605436528517,0.9998765816190609,0.005386221675437865,0.9923835627313556,0.12318629838881945
2.48,3.928252981492564,0.99987608201235,0.005423286427067025,0.9923218455366822,0.12368247475202926
2.49,3.9245499226197977,0.9998755824062384,0.00546046205227484,0.9922598802615189,0.12417862019487966
2.5,3.920851361796692,0.9998750828007272,0.005497748414815841,0.9921976669213569,0.12467473459333214
2.5100000000000002,3.9171572937916075,0.9998745831958176,0.005535145378605229,0.9921352055317496,0.1251708178233555
2.52,3.9134677133791165,0.9998740835915103,0.005572652807718587,0.9920724961083123,0.12566686976092567
2.5300000000000002,3.9097826153399917,0.9998735839878065,0.005610270566391618,0.9920095386667226,0.12616289028202585
2.54,3.906101994461197,0.9998730843847073,0.005647998519019842,0.99194633322272,0.12665887926264657
2.5500000000000003,3.9024258455358733,0.9998725847822136,0.005685836530158344,0.9918828797921061,0.1271548365787857
2.56,3.8987541633633307,0.9998720851803267,0.005723784464521474,0.9918191783907447,0.12765076210644855
2.57,3.895086942749037,0.9998715855790472,0.005761842186982584,0.9917552290345616,0.12814665572164774
2.58,3.891424178504606,0.9998710859783766,0.005800009562573739,0.9916910317395445,0.12864251730040357
2.59,3.8877658654477876,0.9998705863783156,0.005838286456485444,0.9916265865217433,0.12913834671874372
2.6,3.884111998402456,0.9998700867788654,0.005876672734066366,0.99156189339727,0.12963414385270347
2.61,3.8804625721986,0.9998695871800268,0.005915168260823049,0.9914969523822983,0.13012990857832574
2.62,3.8768175816723125,0.9998690875818012,0.005953772902419648,0.9914317634930644,0.13062564077166114
2.63,3.8731770216657773,0.9998685879841893,0.005992486524677635,0.9913663267458663,0.13112134030876788
2.64,3.869540887027261,0.9998680883871924,0.006031308993575535,0.991300642157064,0.13161700706571203
2.65,3.865909172611101,0.9998675887908113,0.006070240175248637,0.9912347097430796,0.1321126409185674
2.66,3.862281873277694,0.9998670891950472,0.006109279935988723,0.9911685295203972,0.1326082417434156
2.67,3.8586589838934873,0.9998665895999009,0.006148428142243782,0.991102101505563,0.13310380941634617
2.68,3.855040499330965,0.9998660900053736,0.006187684660617741,0.991035425715185,0.1335993438134566
2.69,3.8514264144686403,0.9998655904114663,0.006227049357870176,0.9909685021659335,0.13409484481085224
2.7,3.847816724191042,0.99986509081818,0.0062665221009160455,0.9909013308745406,0.13459031228464657
2.71,3.844211423388707,0.9998645912255156,0.006306102756825398,0.9908339118578003,0.13508574611096108
2.72,3.840610506958164,0.9998640916334743,0.00634579119282311,0.9907662451325691,0.13558114616592531
2.73,3.8370139698019297,0.9998635920420572,0.006385587276288589,0.9906983307157647,0.136076512325677
2.74,3.833421806828491,0.999863092451265,0.006425490874755514,0.9906301686243677,0.13657184446636209
2.75,3.829834012952301,0.9998625928610989,0.00646550185591154,0.99056175887542,0.13706714246413465
2.7600000000000002,3.8262505830937616,0.99986209327156,0.006505620087598035,0.9904931014860257,0.13756240619515717
2.77,3.822671512179218,0.999861593682649,0.006545845437809785,0.9904241964733509,0.13805763553560033
2.7800000000000002,3.8190967951409442,0.9998610940943673,0.006586177774694734,0.9903550438546237,0.13855283036164326
2.79,3.8155264269171356,0.9998605945067157,0.00662661696655369,0.9902856436471342,0.13904799054947345
2.8000000000000003,3.8119604024518945,0.9998600949196952,0.006667162881840056,0.9902159958682343,0.13954311597528685
2.81,3.8083987166952213,0.9998595953333068,0.006707815389159544,0.990146100535338,0.1400382065152879
2.82,3.804841364603005,0.9998590957475517,0.006748574357269906,0.9900759576659214,0.14053326204568956
2.83,3.8012883411370084,0.9998585961624307,0.006789439655080649,0.990005567277522,0.14102828244271345
