t,Ca_f,Ca_2_S1,Ca_S2,S1,S2,Ca_s,cas1,cas2,Ca_c,Ca_CSQ
0.67,1.1032337552904527e-06,0.0,0.0,0.0,0.0,0.00021242022610708607,0.7127706853405769,0.7698758526350417,8.86898692800998e-07,0.0017020626011340252
0.68,1.119732242683228e-06,0.0,0.0,0.0,0.0,0.00021508309399626756,0.7188122874067152,0.772829294522658,9.030070846704662e-07,0.0017240704772508966
0.6900000000000001,1.1363894275929757e-06,0.0,0.0,0.0,0.0,0.00021774794057818556,0.7247450237226352,0.7757319400017298,9.192988445407384e-07,0.0017459044800192558
0.7000000000000001,1.1532036883150036e-06,0.0,0.0,0.0,0.0,0.00022041535967237168,0.7305685318056809,0.7785851522173133,9.357715701256488e-07,0.00176756853783724
0.71,1.170173256278807e-06,0.0,0.0,0.0,0.0,0.0002230859235845211,0.7362826172339827,0.7813901504566426,9.524226959468003e-07,0.0017890667032630556
0.72,1.1872962305018852e-06,0.0,0.0,0.0,0.0,0.00022576018281561573,0.7418873312303876,0.7841480294019411,9.692495114246836e-07,0.0018104031260266656
0.73,1.204570592573025e-06,0.0,0.0,0.0,0.0,0.00022843866589677297,0.7473827222951925,0.7868597766181288,9.862491788472319e-07,0.0018315820260554237
0.74,1.221994218589438e-06,0.0,0.0,0.0,0.0,0.00023112187704754788,0.7527690101215764,0.7895262863337463,1.0034187496931484e-06,0.0018526076701629631
0.75,1.2395648928924838e-06,0.0,0.0,0.0,0.0,0.00023381029776818748,0.7580465718965045,0.7921483750778435,1.0207551818553787e-06,0.0018734843477402547
0.76,1.2572803242877843e-06,0.0,0.0,0.0,0.0,0.00023650438714824834,0.7632159028574674,0.7947267966455895,1.0382553592843168e-06,0.0018942163502523634
0.77,1.2751381559174242e-06,0.0,0.0,0.0,0.0,0.00023920458147168116,0.7682776205191749,0.7972622512626509,1.0559161049376457e-06,0.0019148079533991534
0.78,1.2931359787774405e-06,0.0,0.0,0.0,0.0,0.00024191129576621367,0.7732324554331335,0.7997553970862288,1.0737341966395477e-06,0.001935263403197608
0.79,1.311271330176304e-06,0.0,0.0,0.0,0.0,0.0002446249198787852,0.77808127087993,0.8022068489601805,1.091706369686412e-06,0.0019555868963773595
0.8,1.3295417116759276e-06,0.0,0.0,0.0,0.0,0.0002473458213126209,0.7828250115552516,0.8046171925931151,1.1098293359622198e-06,0.0019757825659395887
0.81,1.3479446035418929e-06,0.0,0.0,0.0,0.0,0.0002500743476929239,0.7874647324301781,0.8069869953234627,1.128099800603921e-06,0.001995854469782928
0.8200000000000001,1.3664774725139957e-06,0.0,0.0,0.0,0.0,0.00025281082745156843,0.7920015828535693,0.8093168103837322,1.1465144727574293e-06,0.002015806579620197
0.8300000000000001,1.3851377769673109e-06,0.0,0.0,0.0,0.0,0.00025555556938539894,0.7964367990354086,0.8116071791383509,1.1650700716229769e-06,0.0020356427737624285
0.84,1.403922974413371e-06,0.0,0.0,0.0,0.0,0.00025830886359795547,0.8007716923273094,0.8138586347487716,1.1837633358291301e-06,0.0020553668290122502
0.85,1.4228305232066439e-06,0.0,0.0,0.0,0.0,0.00026107098170498626,0.8050076501300263,0.8160717029261101,1.2025910253092298e-06,0.0020749824189880395
0.86,1.4418578981459123e-06,0.0,0.0,0.0,0.0,0.0002638421786679413,0.8091461192486195,0.8182469091905288,1.2215499398674889e-06,0.0020944930979416715
0.87,1.4610025920779911e-06,0.0,0.0,0.0,0.0,0.00026662269383396706,0.8131886054229713,0.8203847786847837,1.2406369200091794e-06,0.002113902303042247
0.88,1.4802621161402757e-06,0.0,0.0,0.0,0.0,0.0002694127506323405,0.8171366703204287,0.8224858362174089,1.2598488476052002e-06,0.002133213353408431
0.89,1.4996340141411182e-06,0.0,0.0,0.0,0.0,0.000272212559173999,0.8209919134605258,0.8245506111362816,1.2791826617727431e-06,0.002152429441066744
0.9,1.5191158606353396e-06,0.0,0.0,0.0,0.0,0.0002750223161302472,0.8247559743117708,0.8265796349476652,1.298635356216691e-06,0.0021715536353506194
0.91,1.5387052605437179e-06,0.0,0.0,0.0,0.0,0.0002778422045873363,0.8284305313903599,0.8285734421518586,1.3182039790690964e-06,0.002190588881465634
0.92,1.5583998599811668e-06,0.0,0.0,0.0,0.0,0.0002806723966768555,0.8320172743696563,0.8305325707159542,1.3378856437243653e-06,0.0022095380000721945
0.93,1.5781973486273044e-06,0.0,0.0,0.0,0.0,0.0002835130537418201,0.8355179155614321,0.832457563882683,1.3576775317618818e-06,0.0022284036838308863
0.9400000000000001,1.598095455667562e-06,0.0,0.0,0.0,0.0,0.0002863643265640952,0.8389341972051345,0.8343489660094489,1.3775768869183743e-06,0.002247188506581622
0.9500000000000001,1.6180919601168466e-06,0.0,0.0,0.0,0.0,0.00028922635686658767,0.8422678621170645,0.8362073262156886,1.3975810266625695e-06,0.002265894916769349
0.96,1.638184682469237e-06,0.0,0.0,0.0,0.0,0.0002920992764375118,0.8455206693152906,0.8380331938385495,1.4176873316376696e-06,0.0022845252477573367
0.97,1.6583714923432224e-06,0.0,0.0,0.0,0.0,0.00029498320901651603,0.8486943649198964,0.8398271205289447,1.4378932540693162e-06,0.0023030817150111664
0.98,1.6786503061843964e-06,0.0,0.0,0.0,0.0,0.0002978782700962323,0.851790688185233,0.8415896582410818,1.4581963142918408e-06,0.002321566420958799
0.99,1.6990190901489198e-06,0.0,0.0,0.0,0.0,0.00030078456832883203,0.8548113848334987,0.8433213596334757,1.478594103368902e-06,0.0023399813569079317
1.0,1.719475859846923e-06,0.0,0.0,0.0,0.0,0.000303702205416745,0.857758184263157,0.8450227767675241,1.4990842820646347e-06,0.002358328405859469
1.01,1.7400186816443426e-06,0.0,0.0,0.0,0.0,0.0003066312766406762,0.860632822220228,0.8466944609256187,1.5196645809426927e-06,0.0023766093462920315
1.02,1.760645672760959e-06,0.0,0.0,0.0,0.0,0.00030957187157932615,0.8634370100295455,0.8483369617045917,1.5403328003347248e-06,0.002394825854542352
1.03,1.7813549999971618e-06,0.0,0.0,0.0,0.0,0.00031252407398740545,0.8661724187942732,0.8499508259872522,1.5610868075892896e-06,0.0024129795099659544
1.04,1.802144880603862e-06,0.0,0.0,0.0,0.0,0.00031548796254875894,0.8688407214888612,0.8515365976165008,1.5819245380075487e-06,0.0024310717971196332
1.05,1.8230135805227166e-06,0.0,0.0,0.0,0.0,0.0003184636109043925,0.871443575941168,0.8530948163242823,1.6028439921433854e-06,0.002449104110399475
1.06,1.8439594139764127e-06,0.0,0.0,0.0,0.0,0.00032145108824306097,0.8739825943515042,0.8546260176586679,1.6238432340926992e-06,0.002467077757879985
1.07,1.8649807447385595e-06,0.0,0.0,0.0,0.0,0.0003244504594591853,0.8764593799522507,0.8561307316142756,1.6449203929790744e-06,0.002484993963159027
1.08,1.8860759828951166e-06,0.0,0.0,0.0,0.0,0.00032746178539146,0.8788755075115724,0.8576094827739431,1.6660736575185003e-06,0.0025028538733395393
1.09,1.907243586803649e-06,0.0,0.0,0.0,0.0,0.000330485122723732,0.8812325283345727,0.8590627902788179,1.6873012794110388e-06,0.0025206585536035487
1.1,1.9284820604613483e-06,0.0,0.0,0.0,0.0,0.0003335205246808799,0.8835319604691827,0.8604911665648778,1.70860156834272e-06,0.002538408998165347
1.11,1.9497899525708976e-06,0.0,0.0,0.0,0.0,0.00033656804107018196,0.8857752868103486,0.8618951173837922,1.7299728903466422e-06,0.002556106132926736
1.12,1.9711658585060762e-06,0.0,0.0,0.0,0.0,0.0003396277178850554,0.8879639706593094,0.8632751423483463,1.7514136716775135e-06,0.0025737508074001802
1.1300000000000001,1.992608412324768e-06,0.0,0.0,0.0,0.0,0.0003426995991533694,0.8900994400983714,0.8646317315503221,1.772922384220314e-06,0.002591343825126836
1.1400000000000001,2.0141162971737303e-06,0.0,0.0,0.0,0.0,0.0003457837244542777,0.8921830965373112,0.8659653702659894,1.7944975645345633e-06,0.0026088859046477617
1.1500000000000001,2.0356882288006383e-06,0.0,0.0,0.0,0.0,0.00034888013229126034,0.8942163074195998,0.8672765325260708,1.816137786628758e-06,0.0026263777386548604
1.16,2.0573229735071512e-06,0.0,0.0,0.0,0.0,0.00035198885670274354,0.8962004131007013,0.8685656875782662,1.8378416899509725e-06,0.0026438199306202206
1.17,2.079019325339909e-06,0.0,0.0,0.0,0.0,0.0003551099307510686,0.8981367163646776,0.8698332934548813,1.8596079418977095e-06,0.0026612130678563537
1.18,2.100776127145921e-06,0.0,0.0,0.0,0.0,0.0003582433837327579,0.9000264933581856,0.8710798019571543,1.8814352739088137e-06,0.0026785576583147853
1.19,2.1225922562471283e-06,0.0,0.0,0.0,0.0,0.00036138924294082457,0.9018709899367685,0.8723056559207171,1.903322458750303e-06,0.0026958541714784488
1.2,2.144466622803698e-06,0.0,0.0,0.0,0.0,0.000364547533669338,0.9036714328327938,0.8735112903747708,1.9252683139543268e-06,0.002713103038852099
1.21,2.1663981738422885e-06,0.0,0.0,0.0,0.0,0.0003677182792708575,0.905429008479031,0.8746971300579113,1.9472716969632948e-06,0.0027303046523030777
1.22,2.1883858886757978e-06,0.0,0.0,0.0,0.0,0.00037090150200704296,0.9071448275295152,0.8758635906926301,1.969331495149807e-06,0.0027474593706057525
1.23,2.2104287713060837e-06,0.0,0.0,0.0,0.0,0.0003740972219750994,0.9088200586477478,0.8770110842772965,1.991446620266504e-06,0.0027645675050344456
1.24,2.232525887489122e-06,0.0,0.0,0.0,0.0,0.00037730545362243387,0.9104557836679295,0.8781400033237721,2.013616083486487e-06,0.0027816293251985836
1.25,2.254676304003057e-06,0.0,0.0,0.0,0.0,0.0003805262116010087,0.912053071846927,0.8792507454579902,2.035838878212379e-06,0.002798645078716227
1.26,2.276879129555957e-06,0.0,0.0,0.0,0.0,0.00038375950976249676,0.9136129585920603,0.8803436933694286,2.058114051769529e-06,0.0028156149745576188
1.27,2.2991334978723656e-06,0.0,0.0,0.0,0.0,0.00038700536032710366,0.9151364554779351,0.8814192222439747,2.0804406799118173e-06,0.0028325391986226767
1.28,2.3214385706648195e-06,0.0,0.0,0.0,0.0,0.00039026377369059874,0.9166245452964726,0.8824776990235487,2.1028178706321253e-06,0.002849417909699811
1.29,2.3437935373937065e-06,0.0,0.0,0.0,0.0,0.00039353475848510894,0.9180781836287357,0.8835194823393342,2.1252447641043898e-06,0.0028662512397969525
1.3,2.366197613861319e-06,0.0,0.0,0.0,0.0,0.00039681832164185004,0.9194983001288585,0.884544922713711,2.1477205307392433e-06,0.0028830392965911683
1.31,2.3886500387141355e-06,0.0,0.0,0.0,0.0,0.0004001144686920375,0.9208857985860324,0.8855543634825487,2.170244367252195e-06,0.002899782167089533
1.32,2.4111500711731222e-06,0.0,0.0,0.0,0.0,0.00040342320432452093,0.9222415624972171,0.8865481406810267,2.1928154941817734e-06,0.002916479920741587
1.33,2.433697008069678e-06,0.0,0.0,0.0,0.0,0.00040674453079845527,0.9235664376460535,0.8875265786229477,2.215433175103476e-06,0.0029331325929338593
1.34,2.4562901600886458e-06,0.0,0.0,0.0,0.0,0.00041007844876045596,0.9248612565039024,0.8884899971542732,2.2380966876095933e-06,0.002949740211167477
1.35,2.478928867783928e-06,0.0,0.0,0.0,0.0,0.00041342495699863145,0.9261268217044452,0.8894387065062794,2.2608053436706955e-06,0.0029663027770324363
1.36,2.501612484924477e-06,0.0,0.0,0.0,0.0,0.00041678405290348683,0.9273639230636369,0.8903730124984317,2.28355846928651e-06,0.00298282028478226
1.37,2.5243403858455608e-06,0.0,0.0,0.0,0.0,0.0004201557331743979,0.928573316339327,0.8912932132771514,2.306355414844932e-06,0.002999292712992788
1.3800000000000001,2.5471119646796287e-06,0.0,0.0,0.0,0.0,0.0004235399931472806,0.9297557410813939,0.89219960008198,2.3291955525699753e-06,0.0030157200257269275
1.3900000000000001,2.5699266324546197e-06,0.0,0.0,0.0,0.0,0.00042693682794888935,0.9309119234756383,0.8930924566148368,2.3520782737611427e-06,0.003032102175933599
1.4000000000000001,2.5927838197677437e-06,0.0,0.0,0.0,0.0,0.0004303462309280755,0.9320425592892612,0.8939720604190161,2.375002991779754e-06,0.0030484391024411224
1.41,2.615682973262685e-06,0.0,0.0,0.0,0.0,0.0004337681941390016,0.933148317974289,0.8948386819173371,2.3979691369091548e-06,0.0030647307364975985
1.42,2.6386235588901754e-06,0.0,0.0,0.0,0.0,0.00043720270879904466,0.9342298533623531,0.8956925847824887,2.4209761617150407e-06,0.0030809769942664314
1.43,2.661605054764725e-06,0.0,0.0,0.0,0.0,0.00044064976440280797,0.9352878136327819,0.8965340271558989,2.4440235309523863e-06,0.003097177789479044
1.44,2.6846269594753517e-06,0.0,0.0,0.0,0.0,0.00044410934955408136,0.936322815942465,0.8973632597394625,2.467110732729169e-06,0.003113333020078958
1.45,2.7076887803867877e-06,0.0,0.0,0.0,0.0,0.00044758145158873424,0.9373354619623572,0.8981805288954309,2.4902372641743477e-06,0.003129442584518209
1.46,2.7307900449716205e-06,0.0,0.0,0.0,0.0,0.0004510660565886896,0.9383263346729799,0.8989860735205781,2.513402644744917e-06,0.0031455063669654014
1.47,2.7539302882432994e-06,0.0,0.0,0.0,0.0,0.0004545631500926394,0.9392960039750734,0.8997801282041406,2.5366064022722217e-06,0.0031615242521788474
1.48,2.777109062917497e-06,0.0,0.0,0.0,0.0,0.00045807271620292456,0.9402450191978883,0.9005629208532181,2.5598480839221704e-06,0.0031774961141112393
1.49,2.8003259292681423e-06,0.0,0.0,0.0,0.0,0.0004615947383716873,0.9411739172506971,0.9013346750297534,2.5831272442133117e-06,0.003193421827157232
1.5,2.823580463319521e-06,0.0,0.0,0.0,0.0,0.00046512919887466104,0.9420832162131415,0.9020956080491174,2.606443455275514e-06,0.0032093012570253232
1.51,2.8468722523775386e-06,0.0,0.0,0.0,0.0,0.00046867607907347006,0.9429734188850322,0.9028459319543197,2.6297963018084004e-06,0.003225134265596655
1.52,2.870200889598948e-06,0.0,0.0,0.0,0.0,0.00047223535973174146,0.9438450171714392,0.9035858546465824,2.6531853754975534e-06,0.0032409207167248644
1.53,2.893565986143866e-06,0.0,0.0,0.0,0.0,0.0004758070203154863,0.9446984822139434,0.9043155774033005,2.676610287043887e-06,0.0032566604633509533
1.54,2.916967156072222e-06,0.0,0.0,0.0,0.0,0.00047939103922355693,0.9455342806470581,0.9050352986047377,2.7000706467405726e-06,0.0032723533639315463
1.55,2.940404027040456e-06,0.0,0.0,0.0,0.0,0.0004829873939769188,0.9463528608852534,0.9057452107285711,2.7235660808083924e-06,0.003287999270554268
1.56,2.9638762361258186e-06,0.0,0.0,0.0,0.0,0.0004865960612826519,0.9471546558278149,0.9064455015174383,2.7470962280364125e-06,0.003303598033288658
1.57,2.9873834237009614e-06,0.0,0.0,0.0,0.0,0.0004902170173079057,0.9479400841459887,0.9071363556243515,2.770660737920954e-06,0.0033191495062748206
1.58,3.0109252455285073e-06,0.0,0.0,0.0,0.0,0.0004938502368954227,0.948709551367248,0.9078179514548358,2.794259270192147e-06,0.0033346535360987565
1.59,3.034501360105615e-06,0.0,0.0,0.0,0.0,0.0004974956940594777,0.9494634699471609,0.9084904643607604,2.8178914724761826e-06,0.0033501099732115465
1.6,3.0581114342128964e-06,0.0,0.0,0.0,0.0,0.0005011533619040518,0.950202242917034,0.9091540652676631,2.841556998246328e-06,0.003365518667132033
1.61,3.0817551447145974e-06,0.0,0.0,0.0,0.0,0.000504823212932908,0.9509262303192372,0.9098089214832067,2.865255544710352e-06,0.003380879467836223
1.62,3.105432174353905e-06,0.0,0.0,0.0,0.0,0.0005085052187011655,0.9516357786040688,0.9104551965125887,2.888986817261515e-06,0.003396192225965213
1.6300000000000001,3.129142201918641e-06,0.0,0.0,0.0,0.0,0.0005121993489836759,0.9523312470351478,0.9110930497476022,2.9127504863350257e-06,0.0034114567922503693
1.6400000000000001,3.1528849225297717e-06,0.0,0.0,0.0,0.0,0.0005159055736962795,0.9530129908532868,0.9117226368563404,2.936546248192676e-06,0.0034266730185877566
1.6500000000000001,3.1766600413626332e-06,0.0,0.0,0.0,0.0,0.0005196238625108133,0.9536813754663127,0.9123441096729572,2.9603737989056117e-06,0.003441840757995059
1.6600000000000001,3.200467263449737e-06,0.0,0.0,0.0,0.0,0.0005233541853094376,0.9543367021811375,0.9129576163810111,2.9842328581776212e-06,0.0034569598649095115
1.67,3.224306299283224e-06,0.0,0.0,0.0,0.0,0.0005270965102603589,0.9549792782789079,0.9135633016802962,3.0081231421884546e-06,0.003472030195008729
1.68,3.2481768572185047e-06,0.0,0.0,0.0,0.0,0.0005308508030502721,0.9556093869485994,0.9141613072327238,3.032044367980929e-06,0.003487051605864346
1.69,3.2720786582561125e-06,0.0,0.0,0.0,0.0,0.0005346170278521771,0.9562273763357582,0.9147517715574256,3.0559962584116278e-06,0.003502023958486173
1.7,3.2960114278758638e-06,0.0,0.0,0.0,0.0,0.0005383951514882833,0.9568335163775847,0.9153348298472909,3.0799785422461465e-06,0.003516947114430415
