t,mass,Cln2,Clb5,C5P,C5,F5P,F5,Sic1,Cdc6,Clb2,C2P,C2,F2P,F2,Swi5,Cdc14,Sic1P,Cdc6P,Pds1,Esp1,ORI,BUD,SPN,Swi5_T,APC_P,Cdc20_T,Cdc20_A,Cdh1_T,Cdh1,Tem1,Cdc15,Cdc14_T,RENT,Net1,Net1_T,PPX
0.12,1.2071151486931317,0.06438585316791069,0.045471121486586843,0.006489399552944469,0.0757109734628645,7.391071177375248e-06,7.743667028419532e-05,0.027390135265765652,0.12379501335928139,0.11640352251146119,0.02143723233653274,0.24237454378981707,0.024110265244531134,0.23536668075345363,0.9522083910263012,0.45438575659705127,0.006196747614154684,0.015026911600100825,0.023842807117093967,0.30910554563715853,0.02550501691204485,0.010070002354200623,0.036063506339019745,0.9709148213306286,0.09402258701275412,1.8725044692484203,0.43998360317798424,1.0,0.9546822191854288,0.8884207522718233,0.6542593946629804,2.0,1.0776891581810795,0.019437494043065755,2.8,0.12193272385471748
0.13,1.207208124282328,0.0643197751144742,0.04493079810508356,0.0064548914813896295,0.07619278391195496,7.347733060838148e-06,7.789307966093073e-05,0.027817600012452585,0.12526308385114562,0.11400802444604895,0.021228615319791214,0.24264804698404496,0.02384226875640638,0.23520055429940714,0.9517822479958861,0.453258056100372,0.00617955811265825,0.014985295763713836,0.02370413513025144,0.3098201673738719,0.02733961443532573,0.010193201740683501,0.03649315348861732,0.9703594009448504,0.09340068988675128,1.8682365159592402,0.43960365787951544,1.0,0.9564828309960112,0.8871520012019923,0.6540612532200618,2.0,1.079871737532323,0.019502328221626786,2.8,0.12182379745461316
0.14,1.20730110703278,0.064253993727796,0.0443887154742797,0.0064203337695107375,0.07667656355591423,7.30425108434619e-06,7.834959996978507e-05,0.02825385219766896,0.12674976488887751,0.1116391543381087,0.02102079921739529,0.24291217471680318,0.023575309198663665,0.23501773802754103,0.9513462290018528,0.45213705337113197,0.0061623183912843825,0.014943302940411721,0.023568121549595,0.3105429418498492,0.029141938548359385,0.010315212608001915,0.03691737528014826,0.9697946367823035,0.09277914743501325,1.8639080203351532,0.4392204285292502,1.0,0.9582466494461572,0.8858863073703634,0.6538614940027606,2.0,1.0820293445649867,0.01956692827525425,2.8,0.12171450327763371
0.15,1.2073940969450392,0.06418851481394977,0.04384493870468032,0.00638572815285257,0.07716224628179966,7.26062847144108e-06,7.88061305887153e-05,0.028699019757645435,0.12825508369741928,0.10929759664461491,0.020813801329174896,0.24316682930814512,0.023309415881330585,0.234818161257252,0.9509010740579785,0.45102294989097963,0.0061450268129050415,0.014900929420641142,0.023434815233220243,0.3112733908853435,0.03091222050450838,0.010436032368034968,0.037336136904144404,0.9692212686711236,0.09215799826971577,1.8595246497379947,0.43883389907954806,1.0,0.9599728512429513,0.8846236312503656,0.653660144704886,2.0,1.0841622343256885,0.019631287356358235,2.8,0.12160488441581319
0.16,1.2074870940196574,0.06412334431969662,0.04329953726606886,0.006351076909217155,0.07764976108374501,7.216869141312869e-06,7.926256750808785e-05,0.0291532312019844,0.1297790548501173,0.1069839813744855,0.020607640519129836,0.24341191566612197,0.023044619806641967,0.23460176373971545,0.950447461582234,0.4499159324495436,0.006127681985688972,0.014858172566417563,0.023304225952544326,0.3120110393809942,0.03265069822413043,0.01055565856920529,0.037749405616860736,0.9686399752078204,0.09153728153885661,1.8550916009096967,0.4384440573303258,1.0,0.9616606220864226,0.8833639341812862,0.6534572324842405,2.0,1.0862706619273899,0.019695398041357826,2.8,0.1214949842382408
0.17,1.2075800982571858,0.06405848834743731,0.042752585424821465,0.006316382889852558,0.07813903159498131,7.172977750836859e-06,7.971880303908701e-05,0.0296166157239586,0.13132167924835159,0.10469888041886374,0.02040233728456823,0.24364734153833423,0.02278095373422225,0.2343684965438818,0.949986004563303,0.4488161719092009,0.0061102827880658,0.014815030890615057,0.023176324860531065,0.31275541840840015,0.034357616751656384,0.010674088913193418,0.03815715094732388,0.9680513699454258,0.09091703695429477,1.8506135707175835,0.43805089515000345,1.0,0.9633091597285425,0.8821071784389725,0.6532527839167405,2.0,1.088354882670328,0.019759252179633528,2.8,0.12138484614730066
0.18,1.2076731096581768,0.06399395314163392,0.04220416169652018,0.006281649346443935,0.07862997680561358,7.1289594818814425e-06,8.017472645200597e-05,0.030089303335808587,0.13288294681089483,0.10244282231648191,0.02019791316049695,0.2438730171790737,0.02251845149221577,0.23411832004252686,0.9495172686670283,0.44772382605881905,0.006092828340711946,0.014771503797044066,0.02305106892436069,0.3135060772378125,0.0360332264591186,0.010791321251822946,0.038559344440686594,0.9674560193863382,0.09029730460765827,1.8460948947292288,0.43765440723058313,1.0,0.9649176824621178,0.8808533270548861,0.6530468250988244,2.0,1.0904151526063686,0.01982284047348168,2.8,0.12127451232877774
0.19,1.2077661282231815,0.0639297451045767,0.04165434930277373,0.006246880002447726,0.07912251053556826,7.084820130914061e-06,8.063022362563538e-05,0.030571424653184832,0.13446283476058268,0.10021628646842072,0.019994390918506858,0.244088855865692,0.02225714818531293,0.23385120533717335,0.9490417668037949,0.44663904118842235,0.006075318039752426,0.014727591730789798,0.02292839149283076,0.3142625776216527,0.03767778384709255,0.010907353604527232,0.03895595992288607,0.9668544375944791,0.08967812503330118,1.8415395054993808,0.4372545915310652,1.0,0.9664854327734149,0.8796023439111376,0.6528393815877488,2.0,1.092451725281373,0.019886155510139523,2.8,0.12116402430550463
0.2,1.2078591539527521,0.0638658707970821,0.04110323610475173,0.006212078996104322,0.0796165415571924,7.040566039847187e-06,8.108517721735546e-05,0.031063110845982976,0.1360613081978436,0.09801970799874021,0.019791794346476144,0.24429477399081118,0.02199707992853209,0.23356713390227363,0.9485599658993313,0.4455619542844423,0.0060577515587841085,0.014683296115093909,0.022808210351194246,0.31502449720899006,0.03929155098488882,0.011022184165821874,0.03934697349815412,0.9662470929275692,0.08905953914088541,1.8369509843538214,0.4368514488323045,1.0,0.9680116840677571,0.878354193691151,0.6526304784266027,2.0,1.094464850530611,0.019949192925481703,2.8,0.12105342256020254
0.21,1.2079521868474403,0.06380233694211802,0.04055091460955682,0.006177250828458117,0.08011197364011453,6.996204033276824e-06,8.153946681040963e-05,0.031564493656317485,0.1376783205374772,0.09585348194622653,0.019590148044228838,0.2444906911539426,0.02173828359788937,0.23326609734981255,0.9480722929396711,0.44449269422226456,0.00604012885406948,0.014638619299005829,0.02269043551870545,0.3157914332073017,0.04087479505629297,0.011135811317384439,0.03973236358411233,0.9656344140488476,0.08844158815324599,1.8323326075192803,0.43644498237805196,1.0,0.96949575022874,0.8771088418442232,0.6524201401615877,2.0,1.096454774093449,0.020011951753019994,2.8,0.12094274614850273
0.22,1.208045226907798,0.06373915042584449,0.03999748196709122,0.006142400349620968,0.08060870556791898,6.951741401605809e-06,8.199296897237327e-05,0.03207570533028332,0.13931381354830252,0.09371796430372732,0.019389477364466435,0.24467653025888986,0.021480796755563445,0.23294809744837294,0.9475791367478058,0.4434313776032007,0.0060224501664347995,0.014593564547632507,0.0225749702857426,0.3165630022084869,0.04242778824335981,0.011248233632634238,0.040112110935809984,0.9650167916929921,0.08782431358856783,1.8276873596438936,0.43603519777936967,1.0,0.97093698970321,0.8758662545744703,0.652208390847092,2.0,1.0984217419599827,0.02007443003415026,2.8,0.1208320326953358
0.23,1.2081382741343771,0.063676318301053,0.039443039978256496,0.006107532716906346,0.0811066311712093,6.907185850220243e-06,8.244555739373853e-05,0.032596878532835216,0.1409677175871367,0.0916134753377928,0.019189808239699135,0.24485221769510812,0.02122465743447507,0.2326131460569646,0.9470808531780781,0.44237810510862846,0.0060047160272920196,0.014548136007155533,0.022461716243965466,0.3173388416698252,0.04395080736494873,0.011359449888835148,0.040486198698672156,0.9643945838313507,0.08720775720780356,1.8230179733949463,0.43562210271812735,1.0,0.9723348153500435,0.8746263988108964,0.6519952540595587,2.0,1.1003660046274388,0.02013662048215741,2.8,0.12072131820848418
0.24,1.2082313285277297,0.06361384778897877,0.038887695071591254,0.006072653369254489,0.08160563937613721,6.862545467647148e-06,8.289710302345666e-05,0.033128146195985045,0.14263995169409316,0.08954030144152542,0.018991167071648354,0.24501768352408448,0.02096990399759773,0.23226126513712447,0.9465777683215716,0.4413329609846797,0.005986927264611181,0.014502338689582481,0.022350574216990708,0.31811860866436,0.045444133649614936,0.01146945907703756,0.04085461245603928,0.9637681188591656,0.0865919609785468,1.8183269538833493,0.4352057067674195,1.0,0.9736887034426457,0.873389242185381,0.651780752908083,2.0,1.102287818053762,0.020198509425212997,2.8,0.12061063715394986
0.25,1.2083243900884075,0.06355174628014934,0.03833155830041551,0.0060377680163259655,0.08210561421798601,6.8178287120687835e-06,8.334747411688327e-05,0.03366964148788852,0.14433042365766965,0.0874986959867287,0.018793580685200005,0.24517286153000606,0.020716575080055255,0.23189248673146584,0.9460701798618601,0.44029601548845027,0.0059690850054975805,0.014456178465193724,0.022241445533219144,0.31890198022922456,0.04690805263487265,0.01157826040584175,0.04121734024518838,0.9631376969444185,0.0859769670598275,1.8136165890064724,0.43478602131323857,1.0,0.9749981968927339,0.8721547530239677,0.6515649100385514,2.0,1.1041874414180533,0.020260079024535454,2.8,0.12050002241096769
0.26,1.208417458816963,0.06349002133716368,0.03777474529452377,0.006002882601831306,0.08260643492539152,6.773044364279047e-06,8.379653648650504e-05,0.034221497556598646,0.1460390301989642,0.08548888255423531,0.018597076159388225,0.24531768949600208,0.02046470936945211,0.23150685292098244,0.9455583626241455,0.4392673622634575,0.005951190695917014,0.014409662056509126,0.022134234607391366,0.3196886521704778,0.04834285375347159,0.01168585331963783,0.04157437264154845,0.9625035955579417,0.08536281773600386,1.8088889918319093,0.4343630592404606,1.0,0.9762629214518063,0.8709229003066967,0.6513477476530419,2.0,1.106065100865901,0.020321343377824486,2.8,0.1203895053193843
0.27,1.2085105347139478,0.06342868069522824,0.03721737626414781,0.0059680032881997466,0.08310797593165144,6.7282015098810935e-06,8.424415355163785e-05,0.03478384750494581,0.14776565696315863,0.0835110547955238,0.018401680772426786,0.24545210929618305,0.020214345541137713,0.23110441592377098,0.9450425686221385,0.4382470682428526,0.005933246090092477,0.014362797009555782,0.022028848761265752,0.3204783388751987,0.049748830327177584,0.011792237502102112,0.04192570278125754,0.9618660695001772,0.08474955541165682,1.804146100797721,0.43393683493186924,1.0,0.9774825881714704,0.869693653667415,0.6511292875096532,2.0,1.1079210392151646,0.020382298799260522,2.8,0.12027911569654644
0.28,1.2086036177799144,0.06336773226156513,0.036659575913596185,0.005933136433222254,0.08361010698395868,6.683309508898697e-06,8.46901865269782e-05,0.035356824240956666,0.14951017874225297,0.08156537823226075,0.018207421903859725,0.24557606700967688,0.019965522134310482,0.2306852379693091,0.944523029954027,0.43723519001908223,0.005915253257088545,0.01431559167954842,0.021925199285456182,0.3212707724112633,0.05112627930787771,0.011897412884885817,0.0422713263841295,0.9612253537839283,0.0841372225733476,1.7993897018312395,0.4335073640963676,1.0,0.9786570017595447,0.8684669833659776,0.6509095509373553,2.0,1.109755500257194,0.020442939450250115,2.8,0.12016888188807115
0.29,1.2086967080154145,0.06330718411472219,0.036101473370675805,0.005898288571166165,0.08411269323249021,6.63837797122283e-06,8.513449458676384e-05,0.03594056033337781,0.15127245960919,0.07965199138141514,0.018014326954473223,0.2456895130435453,0.01971827745034561,0.2302493912506351,0.943999960799028,0.4362317769377129,0.00589721458430696,0.014268055218105084,0.021823201777425517,0.32206570152277114,0.05247550109444138,0.012001379655434387,0.04261124178070022,0.9605816656178601,0.08352586176032725,1.7946214435638141,0.43307466365164865,1.0,0.9797860672778621,0.8672428602680764,0.650688558846592,2.0,1.1115687260729905,0.020503259964429473,2.8,0.12005883083743454
0.3,1.208789805421001,0.0632470445068377,0.03554320219279412,0.005863466397365741,0.08461559523939326,6.5934167369621456e-06,8.557693499712718e-05,0.03653518787070121,0.15305235286639754,0.07777100623337335,0.01782242326908975,0.24579240232202146,0.01947264945045301,0.22979695804879505,0.9434735588321979,0.4352368725336449,0.005879132786057513,0.014220197573694146,0.021722776433214127,0.32286289098260784,0.05379679942312858,0.012104138269741554,0.042945449985796906,0.9599352058104428,0.08291551553696894,1.7898428480946917,0.43263875164100113,1.0,0.9808697979414678,0.86602125583772,0.6504663317315114,2.0,1.1133609558072388,0.02056325659666009,2.8,0.11994898812803914
0.31,1.2088829099972256,0.06318732186143214,0.03498490025957672,0.005828676748534458,0.08511866910545586,6.548435850693746e-06,8.601736330711322e-05,0.037140838321785365,0.1548497012510765,0.07592250925360797,0.017631738059394136,0.24588469437396282,0.01922867566001107,0.2293280306215923,0.9429440068997771,0.4342505131882816,0.0058610109034947094,0.014172029471542233,0.021623848113622304,0.3236621205419981,0.055090481182685606,0.012205689459185171,0.04327395470928064,0.9592861604310471,0.08230622646435438,1.7850553237472258,0.43219964713009085,1.0,0.9819083197463464,0.8648021421160511,0.6502428896817954,2.0,1.115132427394494,0.020622925452119776,2.8,0.11983937806118908
0.32,1.208976021744641,0.06312802477395843,0.03442670973044999,0.005793926584486524,0.08562176653037533,6.50344553768994e-06,8.64556335439583e-05,0.03775764236070696,0.15666433695456455,0.07410656185104902,0.017442298318197446,0.24596635351963272,0.018986393056541095,0.22884271127495592,0.9424114744081515,0.4332727291001955,0.005842852311488715,0.01412356240804581,0.02152634636362908,0.32446318404026053,0.05635685627637648,0.01230603424453609,0.04359676242377333,0.9586347021858771,0.0816980370678554,1.7802601756271033,0.4317573701218229,1.0,0.982901877606214,0.8635854917105088,0.6500182523870277,2.0,1.1168833768498747,0.02068226311866165,2.8,0.11973002372111216
0.33,1.2090691406637992,0.06306916200042097,0.033868776737167205,0.005759222971699488,0.08612473513635623,6.458456181182009e-06,8.689159840399444e-05,0.03838572984482187,0.15849608234225454,0.07232320224219811,0.017254130796321366,0.2460373486288672,0.01874583805724993,0.22834111171749027,0.9418761187973996,0.43230354449163294,0.005824660698944477,0.014074808595869858,0.021430205076502618,0.3252658880656084,0.05759623736005675,0.01240517392281502,0.04391388220883415,0.9579809918804622,0.08109098982522023,1.7754586168905329,0.43131194145813057,1.0,0.9838508297397323,0.8623712777523417,0.6497924391653161,2.0,1.1186140387115622,0.020741266287182345,2.8,0.11962094708586607
0.34,1.2091622667552528,0.06301074246167417,0.03331125144055787,0.0057245730703241295,0.08662741842391614,6.413478305348511e-06,8.732510943431534e-05,0.039025229532353184,0.16034474960794604,0.07057244491268733,0.017067261913855,0.24609765350615737,0.01850704639364076,0.22782335347989174,0.9413380863027647,0.43134297774027014,0.0058064400854505455,0.014025780984205125,0.021335362650607415,0.32607005164160424,0.058808939807180716,0.012503110090831951,0.04422532590504281,0.9573251791707206,0.08048512713299105,1.7706517744909995,0.4308633827745866,1.0,0.9847556549375381,0.8611594739040495,0.6495654689547258,2.0,1.1203246458872576,0.020799931789911838,2.8,0.11951216904499765
0.35000000000000003,1.2092554000195546,0.06295277525308743,0.032754288224125676,0.005689984125667256,0.08712965558647878,6.368522565017178e-06,8.775601714442321e-05,0.03967626882800729,0.1622101401462158,0.06885427938744046,0.01688171767146345,0.24614724737212534,0.01827005297939082,0.22728956859555374,0.94079751224675,0.430391041311371,0.005788194846803928,0.013976493300135348,0.02124176224320018,0.3268755063338812,0.059995281769080665,0.012599844675686275,0.0445311083403003,0.9566674028478491,0.07988049127465151,1.7658406913282312,0.4304117164875844,1.0,0.9856169632379327,0.85995005438398,0.6493373602929495,2.0,1.1220154294520344,0.020858256650918932,2.8,0.11940370938150219
0.36,1.2093485404572561,0.0628952696292273,0.03219804528684936,0.005655463446825831,0.08763128193851878,6.3235997168566274e-06,8.818417126132131e-05,0.04033897386323469,0.16409204559696927,0.06716867243068297,0.016697523631969798,0.2461861144320958,0.01803489191258018,0.2267398986511261,0.940254522272688,0.42944774252580586,0.0057699296856204806,0.013926959967264107,0.021149350897611642,0.3276820945441409,0.06115558385761762,0.012695379918468348,0.04483124711134663,0.9560077920593154,0.07927712440659741,1.7610263356948463,0.4299569657007229,1.0,0.9864354814850612,0.8587429939183072,0.6491081313509829,2.0,1.1236866186320187,0.020916238187955932,2.8,0.11929558691849829
0.37,1.2094416880689105,0.06283823498483704,0.031642684104937556,0.005621018371006916,0.08813212948867778,6.278720570578397e-06,8.860942117800094e-05,0.04101346934139068,0.16599024900830248,0.0655155709730578,0.016514704840537693,0.24621424359396796,0.01780159639965238,0.22617449379326948,0.9397092350207389,0.4285130847042574,0.005751649602518147,0.01387719601323759,0.021058078816876123,0.32848966699016885,0.062290168668041226,0.012789718362999327,0.04512576237365304,0.9553464689607534,0.07867506852025928,1.7562096217088734,0.4294991540231428,1.0,0.9872120428850337,0.8575382676716763,0.6488777999786374,2.0,1.1253384407741445,0.020973874101067807,2.8,0.1191878197266848
0.38,1.2095348428550703,0.06278168087014506,0.031088369834515545,0.0055866562785527075,0.08863202652202098,6.233896009243516e-06,8.90316158840435e-05,0.041699878224845076,0.16790452354165503,0.06389489893075548,0.01633328579825626,0.24623162915976254,0.017570198687763806,0.2255935139748824,0.9391617604788174,0.4275870662547896,0.005733359932413211,0.013827217159819175,0.02096790009019391,0.3292980845916073,0.06339936111845865,0.012882862891691953,0.04541467716395686,0.9546835470745657,0.07807436543295683,1.7513913966282468,0.42903830568612034,1.0,0.9879475936703088,0.8563358513118667,0.6486463836580033,2.0,1.1269711213002669,0.021031162357624388,2.8,0.11908042496326164
0.39,1.2096280048162882,0.06272561697824676,0.030535270951088163,0.00555238456664534,0.08913079798616852,6.189136953321631e-06,8.945060433126327e-05,0.04239832154042782,0.16983463315330308,0.06230655884468722,0.016153290391074587,0.24623827073913812,0.017340729988168564,0.2249971284043734,0.9386122016997707,0.4266696813926977,0.0057150663281327245,0.01377703976493212,0.020878772190270973,0.3301072168320686,0.06448348813511706,0.012974816724958668,0.045698017298393866,0.9540191329889844,0.07747505675399552,1.746572453938761,0.42857444542562617,1.0,0.9886431841730947,0.8551357209685169,0.6484138995297358,2.0,1.1285848836713495,0.02108810123947261,2.8,0.11897341900635763
0.4,1.2097211739531166,0.06267005313848088,0.02998355908024709,0.0055182106383217105,0.08962826567114365,6.144454346115171e-06,8.986623562552156e-05,0.04310891826162944,0.1717803328496478,0.06075043220646517,0.01597474186431676,0.24623417323318908,0.01711322044954668,0.22438551534690526,0.9380606549882525,0.42576091977217,0.005696774751062738,0.013726680793804267,0.020790655752766653,0.33091694142820294,0.06554287855140797,0.013065583425150197,0.045975811337584875,0.9533533265380666,0.07687718386811854,1.7417535347627315,0.42810759846109064,1.0,0.9892999574870955,0.8539378532258539,0.6481803643978702,2.0,1.1301799498966432,0.02114468882807131,2.8,0.11886681748298507
0.41000000000000003,1.209814350266108,0.06261499931012297,0.02943340881511785,0.0054841418865583325,0.09012424840729825,6.099859132046084e-06,9.027835928521787e-05,0.04383178509591736,0.17374136890881933,0.05922637991742658,0.01579766276692141,0.24621934691753983,0.016887699090072913,0.22375886198771125,0.9375072106917133,0.42486076668853334,0.005678491466148476,0.013676157794469013,0.020703514358101124,0.33172714360537936,0.06657786295622566,0.013155166904322935,0.04624809058036055,0.9526862215813162,0.07628078790864501,1.7369353338604372,0.4276377904403572,1.0,0.9899191427442185,0.8527422251081966,0.647945794737996,2.0,1.1317565405989762,0.021200922912350602,2.8,0.11876063532737055
0.42,1.2099075337558158,0.06256046557037707,0.02888499743101325,0.0054501856770328184,0.09061856236714341,6.055362233198724e-06,9.068682556772354e-05,0.044567036243119834,0.17571747925183298,0.057734242860094445,0.015622074909195456,0.2461938074572799,0.016664193751292872,0.22311736415361588,0.9369519536542502,0.42396920342967076,0.005660223026214771,0.013625488852825027,0.02061731411727188,0.3325377153969816,0.06758877352056052,0.013243571430250026,0.046514889008022246,0.9520179064463112,0.07568590972955896,1.7321185030499056,0.42716504740279476,1.0,0.9905020379377243,0.8515488140667341,0.6477102067052734,2.0,1.1333148749027464,0.021256801086761028,2.8,0.1186548868392532
