t,GSH,SDLGSH
3.5700000000000003,1.0048259626452498,0.934302669373418
3.58,1.0048391929558127,0.9341330370198563
3.59,1.0048524217161847,0.9339634820957179
3.6,1.0048656489268508,0.9337940045759194
3.61,1.0048788745882962,0.9336246044353759
3.62,1.0048920987010053,0.9334552816490003
3.63,1.0049053212654633,0.9332860361917039
3.64,1.004918542282155,0.9331168680383966
3.65,1.0049317617515654,0.9329477771639861
3.66,1.0049449796741798,0.9327787635433786
3.67,1.0049581960504832,0.9326098271514786
3.68,1.0049714108809609,0.9324409679631885
3.69,1.0049846241660976,0.9322721859534097
3.7,1.004997835906379,0.932103481097041
3.71,1.0050110461022899,0.9319348533689802
3.72,1.0050242547543158,0.9317663027441228
3.73,1.0050374618629423,0.9315978291973629
3.74,1.0050506674286543,0.9314294327035927
3.75,1.0050638714519378,0.9312611132377029
3.7600000000000002,1.0050770739332777,0.931092870774582
3.77,1.0050902748731596,0.9309247052891174
3.7800000000000002,1.0051034742720693,0.9307566167561941
3.79,1.0051166721304923,0.930588605150696
3.8000000000000003,1.0051298684489138,0.9304206704475045
3.81,1.00514306322782,0.9302528126215002
3.8200000000000003,1.0051562564676964,0.9300850316475611
3.83,1.0051694481690285,0.929917327500564
3.84,1.0051826383323021,0.9297497001553837
3.85,1.0051958269580035,0.9295821495868934
3.86,1.005209014046618,0.9294146757699646
3.87,1.005222199598632,0.9292472786794669
3.88,1.0052353836145307,0.9290799582902681
3.89,1.0052485660948007,0.9289127145772348
3.9,1.0052617470399183,0.9287455475157024
3.91,1.0052749264503127,0.9285784570833995
3.92,1.0052881043264585,0.9284114432557555
3.93,1.0053012806688397,0.9282445060077318
3.94,1.0053144554779405,0.9280776453142886
3.95,1.005327628754245,0.9279108611503857
3.96,1.0053408004982374,0.9277441534909818
3.97,1.005353970710402,0.9275775223110347
3.98,1.0053671393912227,0.9274109675855017
3.99,1.005380306541184,0.9272444892893389
4.0,1.00539347216077,0.9270780873975016
4.01,1.005406636250465,0.9269117618849445
4.0200000000000005,1.0054197988107532,0.9267455127266212
4.03,1.0054329598421192,0.9265793398974846
4.04,1.005446119345047,0.9264132433724868
4.05,1.0054592773200213,0.9262472231265786
4.0600000000000005,1.005472433767526,0.9260812791347107
4.07,1.0054855886880458,0.9259154113718324
4.08,1.0054987420820654,0.9257496198128924
4.09,1.0055118939500687,0.9255839044328383
4.1,1.0055250442925403,0.9254182652066173
4.11,1.005538193109965,0.9252527021091753
4.12,1.005551340402827,0.9250872151154577
4.13,1.0055644861716106,0.9249218042004087
4.14,1.0055776304168011,0.924756469338972
4.15,1.0055907731388825,0.9245912105060904
4.16,1.0056039143383395,0.9244260276767056
4.17,1.0056170540156568,0.9242609208257586
4.18,1.0056301921713189,0.9240958899281897
4.19,1.0056433288058106,0.9239309349589382
4.2,1.0056564639196164,0.9237660558929426
4.21,1.0056695975132213,0.9236012527051405
4.22,1.0056827295871098,0.9234365253704688
4.23,1.0056958601417667,0.9232718738638633
4.24,1.0057089891776767,0.9231072981602594
4.25,1.005722116695325,0.922942798234591
4.26,1.0057352426951958,0.9227783740617918
4.2700000000000005,1.005748367177774,0.9226140256167941
4.28,1.005761490143545,0.9224497528745299
4.29,1.0057746115929933,0.92228555580993
4.3,1.0057877315266037,0.9221214343979245
4.3100000000000005,1.0058008499448614,0.9219573886134425
4.32,1.0058139668482513,0.9217934184314124
4.33,1.0058270822372581,0.9216295238267617
4.34,1.005840196112367,0.921465704774417
4.3500000000000005,1.005853308474063,0.9213019612493043
4.36,1.005866419322831,0.9211382932263484
4.37,1.0058795286591564,0.9209747006804736
4.38,1.005892636483524,0.920811183586603
4.39,1.0059057427964186,0.9206477419196591
4.4,1.005918847598326,0.9204843756545636
4.41,1.0059319508897309,0.9203210847662372
4.42,1.0059450526711184,0.9201578692295997
4.43,1.0059581529429742,0.9199947290195704
4.44,1.0059712517057828,0.9198316641110672
4.45,1.00598434896003,0.9196686744790078
4.46,1.0059974447062006,0.9195057600983085
4.47,1.0060105389447802,0.9193429209438851
4.48,1.006023631676254,0.9191801569906524
4.49,1.0060367229011073,0.9190174682135244
4.5,1.0060498126198254,0.9188548545874142
4.51,1.0060629008328938,0.9186923160872343
4.5200000000000005,1.0060759875407976,0.918529852687896
4.53,1.0060890727440226,0.9183674643643098
4.54,1.006102156443054,0.9182051510913858
4.55,1.006115238638377,0.9180429128440326
4.5600000000000005,1.0061283193304775,0.9178807495971585
4.57,1.0061413985198406,0.9177186613256707
4.58,1.0061544762069523,0.9175566480044755
4.59,1.0061675523922977,0.9173947096084786
4.6000000000000005,1.0061806270763627,0.9172328461125845
4.61,1.0061937002596326,0.9170710574916973
4.62,1.006206771942593,0.9169093437207197
4.63,1.0062198421257296,0.9167477047745543
4.64,1.006232910809528,0.9165861406281021
4.65,1.0062459779944741,0.9164246512562636
4.66,1.0062590436810535,0.9162632366339386
4.67,1.0062721078697514,0.9161018967360258
4.68,1.0062851705610543,0.9159406315374232
4.69,1.0062982317554474,0.9157794410130278
4.7,1.006311291453417,0.9156183251377359
4.71,1.0063243496554481,0.915457283886443
4.72,1.0063374063620272,0.9152963172340436
4.73,1.0063504615736398,0.9151354251554313
4.74,1.0063635152907722,0.9149746076254993
4.75,1.0063765675139096,0.9148138646191394
4.76,1.0063896182435386,0.9146531961112427
4.7700000000000005,1.0064026674801445,0.9144926020766998
4.78,1.0064157152242137,0.9143320824904001
4.79,1.006428761476232,0.9141716373272322
4.8,1.0064418062366853,0.914011266562084
4.8100000000000005,1.00645484950606,0.9138509701698423
4.82,1.0064678912848417,0.9136907481253935
4.83,1.0064809315735166,0.9135306004036227
4.84,1.0064939703725708,0.9133705269794143
4.8500000000000005,1.0065070076824905,0.913210527827652
4.86,1.0065200435037616,0.9130506029232185
4.87,1.0065330778368702,0.9128907522409956
4.88,1.0065461106823028,0.9127309757558646
4.89,1.0065591420405455,0.9125712734427054
4.9,1.0065721719120844,0.9124116452763976
4.91,1.0065852002974058,0.9122520912318197
4.92,1.006598227196996,0.9120926112838493
4.93,1.006611252611341,0.9119332054073633
4.94,1.0066242765409275,0.9117738735772376
4.95,1.0066372989862413,0.9116146157683475
4.96,1.0066503199477694,0.911455431955567
4.97,1.0066633394259976,0.9112963221137699
4.98,1.0066763574214126,0.9111372862178285
4.99,1.0066893739345006,0.9109783242426148
5.0,1.0067023889657483,0.9108194361629998
5.01,1.006715402515642,0.9106606219538532
5.0200000000000005,1.0067284145534252,0.9105018815088283
5.03,1.0067414251431213,0.9103432149705022
5.04,1.0067544342528194,0.9101846222308911
5.05,1.0067674418830046,0.9100261032649608
5.0600000000000005,1.006780448034162,0.9098676580476772
5.07,1.0067934527067768,0.9097092865540058
5.08,1.006806455901334,0.9095509887589126
5.09,1.0068194576183187,0.9093927646373632
5.1000000000000005,1.0068324578582162,0.9092346141643233
5.11,1.0068454566215115,0.9090765373147587
5.12,1.0068584539086896,0.9089185340636353
5.13,1.0068714497202358,0.9087606043859187
5.14,1.0068844440566351,0.9086027482565746
5.15,1.0068974369183725,0.908444965650569
5.16,1.0069104283059334,0.9082872565428673
5.17,1.0069234182198028,0.9081296209084356
5.18,1.0069364066604658,0.9079720587222395
5.19,1.0069493936284073,0.9078145699592447
5.2,1.0069623791241127,0.9076571545944171
5.21,1.006975363148067,0.9074998126027223
5.22,1.0069883457007553,0.9073425439591261
5.23,1.0070013267826627,0.9071853486385942
5.24,1.0070143063942745,0.9070282266160925
5.25,1.0070272845360755,0.9068711778665867
5.26,1.0070402612085512,0.9067142023650425
5.2700000000000005,1.0070532364121862,0.9065573000864257
5.28,1.0070662101474661,0.9064004710057019
5.29,1.0070791824148757,0.9062437150978371
5.3,1.0070921532149002,0.9060870323377969
5.3100000000000005,1.007105122548025,0.905930422700547
5.32,1.0071180904147345,0.9057738861610534
5.33,1.0071310568155147,0.9056174226942816
5.34,1.00714402175085,0.9054610322751975
5.3500000000000005,1.0071569852212259,0.9053047148787666
5.36,1.0071699472271274,0.9051484704799551
5.37,1.0071829077690395,0.9049922990537284
5.38,1.0071958668474474,0.9048362005750523
5.39,1.0072088244628363,0.9046801750188928
5.4,1.0072217806156913,0.9045242223602152
5.41,1.0072347353064974,0.9043683425739857
5.42,1.00724768853574,0.9042125356351698
5.43,1.0072606403039037,0.9040568015187334
5.44,1.007273590611474,0.9039011401996421
5.45,1.0072865394589359,0.9037455516528616
5.46,1.0072994868467746,0.903590035853358
5.47,1.007312432775475,0.9034345927760967
5.48,1.0073253772455224,0.9032792223960436
5.49,1.0073383202574018,0.9031239246881644
5.5,1.0073512618115985,0.902968699627425
5.51,1.0073642019085973,0.9028135471887909
5.5200000000000005,1.0073771405488836,0.9026584673472281
5.53,1.0073900777329423,0.9025034600777022
5.54,1.0074030134612588,0.9023485253551791
5.55,1.007415947734318,0.9021936631546242
5.5600000000000005,1.007428880552605,0.9020388734510038
5.57,1.0074418119166049,0.9018841562192832
5.58,1.007454741826803,0.9017295114344283
5.59,1.0074676702836842,0.9015749390714048
5.6000000000000005,1.0074805972877336,0.9014204391051787
5.61,1.0074935228394366,0.9012660115107155
5.62,1.007506446939278,0.901111656262981
5.63,1.0075193695877431,0.9009573733369409
5.64,1.0075322907853168,0.9008031627075611
5.65,1.0075452105324845,0.9006490243498072
5.66,1.007558128829731,0.9004949582386451
5.67,1.0075710456775417,0.9003409643490405
5.68,1.0075839610764017,0.9001870426559592
5.69,1.0075968750267958,0.9000331931343667
5.7,1.0076097875292096,0.8998794157592291
5.71,1.0076226985841277,0.899725710505512
5.72,1.0076356081920355,0.899572077348181
5.73,1.007648516353418,0.899418516262202
5.74,1.0076614230687604,0.899265027222541
5.75,1.0076743283385479,0.8991116102041633
5.76,1.0076872321632653,0.8989582651820349
5.7700000000000005,1.007700134543398,0.8988049921311214
5.78,1.0077130354794308,0.8986517910263888
5.79,1.0077259349718493,0.8984986618428027
5.8,1.0077388330211383,0.8983456045553289
5.8100000000000005,1.007751729627783,0.898192619138933
5.82,1.0077646247922682,0.898039705568581
5.83,1.0077775185150795,0.8978868638192384
5.84,1.0077904107967017,0.8977340938658712
5.8500000000000005,1.0078033016376202,0.897581395683445
5.86,1.0078161910383197,0.8974287692469256
5.87,1.0078290789992856,0.8972762145312787
5.88,1.007841965521003,0.8971237315114701
5.89,1.0078548506039569,0.8969713201624655
5.9,1.0078677342486324,0.8968189804592307
5.91,1.0078806164555147,0.8966667123767315
5.92,1.007893497225089,0.8965145158899336
5.93,1.0079063765578402,0.8963623909738028
5.94,1.0079192544542535,0.8962103376033046
5.95,1.0079321309148142,0.8960583557534051
5.96,1.007945005940007,0.8959064453990699
5.97,1.0079578795303172,0.8957546065152648
5.98,1.0079707516862302,0.8956028390769555
5.99,1.0079836224082308,0.8954511430591078
6.0,1.0079964916968043,0.8952995184366873
6.01,1.0080093595524355,0.89514796518466
6.0200000000000005,1.0080222259756098,0.8949964832779914
6.03,1.008035090966812,0.8948450726916475
6.04,1.0080479545265277,0.8946937334005939
6.05,1.0080608166552418,0.8945424653797964
6.0600000000000005,1.0080736773534393,0.8943912686042207
6.07,1.0080865366216052,0.8942401430488326
6.08,1.008099394460225,0.8940890886885978
6.09,1.0081122508697835,0.8939381054984822
6.1000000000000005,1.0081251058507659,0.8937871934534514
6.11,1.0081379594036575,0.8936363525284712
6.12,1.008150811528943,0.8934855826985073
6.13,1.0081636622271077,0.8933348839385256
6.140000000000001,1.008176511498637,0.8931842562234916
6.15,1.0081893593439635,0.8930336995311843
6.16,1.0082022057634725,0.8928832138419135
6.17,1.0082150507576457,0.892732799130866
6.18,1.0082278943269658,0.8925824553731062
6.19,1.0082407364719164,0.8924321825436983
6.2,1.0082535771929806,0.8922819806177065
6.21,1.0082664164906419,0.892131849570195
6.22,1.0082792543653833,0.8919817893762281
6.23,1.0082920908176884,0.8918318000108699
6.24,1.0083049258480403,0.8916818814491848
6.25,1.0083177594569221,0.8915320336662369
6.26,1.0083305916448175,0.8913822566370906
