t,Gs_alpha_GTP,Gs_beta_gamma,Gs_alpha_GDP,Gi_alpha_GTP,Gi_beta_gamma,Gi_alpha_GDP,Gs_alpha_GTP_1,Gs_beta_gamma_1,Gs_alpha_GDP_1,Gi_alpha_GTP_1,Gi_beta_gamma_1,Gi_alpha_GDP_1,cAMP_cav,cAMP_ecav,cAMP_cyt
0.36,0.8916750717579696,0.892335738237519,0.0006606664795503339,0.013439099625074776,0.014070352902873567,0.0006312532777987987,0.9227472538822334,0.9234079395503954,0.000660683668160946,0.0010826754970158134,0.001541493958447542,0.0004588184614317267,1.0130727979617487,1.1080867734330921,0.9932032219647827
0.37,0.9118426653350262,0.9125033427046799,0.0006606773696544596,0.013458057405280407,0.014089351593867445,0.0006312941885870442,0.9426574731118931,0.9433181680865979,0.0006606929747040296,0.0010842024153229128,0.0015431249771571279,0.0004589225618342134,1.0347352354701809,1.1086661799556257,0.9932389434812968
0.38,0.9318432150820571,0.9325039027788334,0.000660687696777186,0.013476864056476875,0.014108198729739745,0.000631334673262875,0.9624027421032093,0.96306344679053,0.0006607026873198471,0.001085717151002289,0.0015447449984773598,0.00045902784747506916,1.0560259675683745,1.1092492794836435,0.9932755094223916
0.39,0.9516780796085517,0.9523387771174607,0.0006606975089097633,0.013495520783337208,0.01412689551803941,0.0006313747347022094,0.9819844028520306,0.9826451164419511,0.0006607115899197053,0.001087219801225582,0.0015463540578128676,0.000459134256587284,1.0769482423217382,1.1098359657064658,0.9933129051039158
0.4,0.9713486076677751,0.9720093145094777,0.0006607068417032039,0.01351402878175516,0.01414544315789647,0.0006314143761413179,1.001403787615798,1.0020645097761465,0.0006607201603480397,0.0010887104624562915,0.0015479521914055169,0.0004592417289492238,1.0975055946141241,1.1104261365359636,0.9933511159656204
0.41000000000000003,0.9908561365385393,0.9915168522657352,0.0006607157271966755,0.01353238923740578,0.014163842838583114,0.0006314536011773391,1.0206622173145705,1.021322948006243,0.0006607286916715852,0.001090189230333653,0.0015495394364534653,0.00045935020611981054,1.1177018584119185,1.111019694532316,0.9933901276013491
0.42,1.0102019922697634,1.0108627164670667,0.0006607241973039338,0.013550603325965336,0.014182095739649311,0.0006314924136839788,1.0397610017726686,1.0404217407930842,0.000660737020414707,0.0010916561996903499,0.001551115831062821,0.00045945963137246956,1.1375411178491008,1.111616546494561,0.9934299257692347
0.43,1.0293874907956009,1.0300482230825687,0.000660732286968508,0.013568672214106885,0.014200203031801953,0.0006315308176950726,1.05870144082038,1.0593621868050187,0.0006607439846377744,0.0010931114646328807,0.0015526814141228055,0.00045956994948992305,1.1570276321332216,1.1122166026756217,0.9934704963913985
0.44,1.0484139378954695,1.0490746779097646,0.0006607400142957271,0.01358659705946658,0.014218165876851922,0.0006315688173853473,1.0774848242546218,1.078145577201547,0.0006607509469246284,0.0010945551185387616,0.0015542362252921132,0.0004596811067533498,1.1761658153865255,1.1128197766216348,0.9935118255592403
0.45,1.0672826289542217,1.0679433763536423,0.0006607473994214763,0.013604379010432047,0.014235985427485751,0.0006316064170537085,1.0961124316020001,1.0967731920800137,0.0006607584780132609,0.0010959872540393823,0.0015557803050002448,0.00045979305096086076,1.1949602217912234,1.1134259850996533,0.9935538995419473
0.46,1.0859948489857356,1.0866556034547572,0.0006607544690224967,0.013622019206165662,0.014253662827250341,0.0006316436210846894,1.1145855321418612,1.1152462997951318,0.0006607656532698533,0.001097407963022024,0.001557313694419995,0.00045990573139796935,1.2134155187027287,1.1140351478883408,0.9935967047936981
0.47000000000000003,1.104551872733142,1.1052126339758046,0.0006607612426634024,0.013639518776694913,0.014271199210625059,0.000631680433930156,1.132905385005431,1.1335661595114084,0.0006607725059768138,0.001098817336637105,0.0015588364354463477,0.0004600190988092409,1.2315364725104943,1.114647187648293,0.9936402279554953
0.48,1.122954964821326,1.1236157325708884,0.0006607677495632544,0.013656878843050687,0.014288595703127547,0.0006317168600768699,1.1510732393267524,1.1517340183977618,0.0006607770710088035,0.0011002154653091745,0.0015603485706570737,0.0004601331053478975,1.2493279211689141,1.1152620296739961,0.993684455859186
0.49,1.1412053798368103,1.1418661538124975,0.0006607739756881449,0.013674100517340415,0.014305853421368146,0.0006317529040277404,1.1690903343211938,1.1697511210575724,0.0006607847363780019,0.0011016024387430568,0.0015618501432854283,0.00046024770454236987,1.266794756580689,1.1158796017350023,0.9937293755301372
0.5,1.1593043623739845,1.1599651423510442,0.0006607799770604139,0.013691184902790405,0.014322973473084298,0.0006317885702939015,1.1869578993317174,1.1876186898278878,0.0006607884961701155,0.0011029783459269116,0.0015633411972040987,0.00046036285127718575,1.2839419159403407,1.1164998339938428,0.9937749741882067
0.51,1.1772531471191094,1.177913932847891,0.0006607857287820556,0.013708133093822612,0.014339956957199704,0.0006318238633770987,1.2046771539116317,1.2053379508469082,0.0006607949352758213,0.0011043432751386723,0.0015648217768980766,0.00046047850175940275,1.3007743645487935,1.1171226588487069,0.9938212392500849
0.52,1.1950529589464622,1.1957137502191495,0.0006607912726873535,0.013724946176143804,0.014356804963895181,0.0006318587877513838,1.2222493079177346,1.2229101091999548,0.0006607992822192463,0.001105697313953611,0.0015662919274208457,0.0004605946134672328,1.3172970739774363,1.1177480107258413,0.9938681583318784
0.53,1.2127050126693444,1.2133658092720305,0.0006607966026860612,0.013741625226524556,0.014373518574390426,0.0006318933478658764,1.239675561268083,1.2403363678716808,0.0006608046035965052,0.0011070405492255402,0.0015677516944036048,0.0004607111451780623,1.3335150228366621,1.1183758261276089,0.9939157192533612
0.54,1.2302105131809904,1.23087131492034,0.0006608017393497677,0.013758171312926601,0.014390098861065964,0.0006319275481393719,1.2569571040783163,1.257617915416199,0.000660809337881468,0.0011083730670978032,0.0015692011240290595,0.0004608280569312543,1.349433187636975,1.119006043521337,0.9939639100364128
0.55,1.247570656749178,1.2482314634392027,0.0006608066900248867,0.01377458549565432,0.014406546888609862,0.0006319613929555518,1.2740951179417133,1.2747559339444692,0.0006608140027546962,0.0011096949530959646,0.0015706402629386657,0.0004609453098426991,1.3650565329822428,1.1196386029917873,0.9940127188804186
0.56,1.2647866301275843,1.2654474415925765,0.0006608114649923827,0.013790868826567632,0.014422863713223016,0.0006319948866553955,1.2910907750511025,1.2917515955597174,0.0006608185086136919,0.0011110062920643067,0.0015720691582649503,0.0004610628662006416,1.3803900040825785,1.1202734463466426,0.9940621341812125
0.5700000000000001,1.2818596106711748,1.2825204267443018,0.0006608160731270232,0.013807022349186406,0.014439050382720153,0.0006320280335337553,1.307945238312864,1.3086060631911043,0.0006608228782387665,0.0011123071681742585,0.0015734878576080444,0.0004611806894337839,1.39543852036313,1.1209105170293985,0.9941121445292709
0.58,1.298790766788846,1.299451587311882,0.0006608205230356418,0.013823047099093912,0.014455107936932422,0.0006320608378385202,1.3246596617941697,1.3253204908806735,0.0006608270865025131,0.0011135976649569279,0.0015748964089996717,0.00046129874404274193,1.4102069715790804,1.1215497599878177,0.9941627387006389
0.59,1.3155812576395738,1.3162420824622756,0.0006608248227016427,0.013838944103668637,0.014471037407436115,0.0006320933037674876,1.3412351904227722,1.341896023630167,0.0006608312073935811,0.001114877865281457,0.0015762948608854478,0.0004614169956039891,1.4247002095711923,1.122191121649941,0.9942139056637175
0.6,1.3322322307658856,1.3328930597452946,0.0006608289794090022,0.013854714379985493,0.014486839815440978,0.0006321254354554947,1.3576729576487452,1.358333794811831,0.0006608351630847276,0.001116147851185695,0.0015776832622470544,0.00046153541106135797,1.4389230417589178,1.1228345503309434,0.9942656346277908
0.61,1.3487448250100342,1.349405658009942,0.0006608329999079292,0.013870358937406875,0.014502516174391376,0.0006321572369845112,1.3739740883258307,1.3746349291954574,0.0006608388696252661,0.001117407704085225,0.001579061662422186,0.00046165395833695934,1.4528802293144865,1.1234799956194357,0.9943179149828304
0.62,1.3651201711232808,1.3657810080140493,0.0006608368907687401,0.01388587877812471,0.014518067490511353,0.000632188712386653,1.3901396993134454,1.3908005442835119,0.0006608429700651635,0.001118657504817099,0.0015804301110610628,0.00046177260624396177,1.466576486730477,1.1241274082412052,0.9943707362862761
0.63,1.381359390851993,1.3820202315096985,0.0006608406577059381,0.013901274896350825,0.014533494761990466,0.0006322198656396524,1.4061708985737351,1.406831746561942,0.0006608459882058031,0.0011198973335744935,0.001581788658155313,0.00046189132458081765,1.4800164768657595,1.124776740184015,0.9944240882813393
0.64,1.397463597156033,1.3981244414626168,0.0006608443065842809,0.013916548278512806,0.014548798979179932,0.0006322507006671361,1.422068785387311,1.422729636004623,0.0006608486173111344,0.0011211272699225294,0.0015831373540101063,0.0004620100840875751,1.4932048084047547,1.1254279446154285,0.9944779608916229
0.65,1.4134338942446505,1.4140947420878125,0.0006608478431623111,0.01393169990328582,0.01456398112462461,0.0006322812213388019,1.4378344503887286,1.4384953049028124,0.0006608525140829734,0.0011223473928008328,0.0015844762492415862,0.0004621288564407517,1.5061460357729108,1.1260809758751928,0.994532344220443
0.66,1.4292713774953385,1.4299322287675835,0.0006608512722453153,0.013946730741523862,0.014579042172993294,0.0006323114314694428,1.4534689754863381,1.4541298341716047,0.0006608566852655996,0.0011235577805179663,0.001585805394755919,0.0004622476142379509,1.5188446554638362,1.126735789432427,0.9945872285508269
0.67,1.4449771332475145,1.4456379878457741,0.0006608545982595864,0.013961641756077435,0.014593983090895171,0.0006323413348177489,1.4689734336584146,1.4696342955410588,0.0006608598826431112,0.0011247585107367277,0.0015871248417505576,0.00046236633101382846,1.5313051038097567,1.1273923419000242,0.9946426043495131
0.68,1.4605522393392085,1.461213097164979,0.0006608578257704915,0.01397643390227156,0.014608804837361095,0.0006323709350895461,1.4843488894834773,1.48500975412405,0.0006608626405715998,0.0011259496605127545,0.0015884346416720752,0.00046248498115931914,1.543531757704967,1.1280505909167955,0.9946984622543835
0.6900000000000001,1.4759977647539708,1.4766586257131054,0.0006608609591343979,0.013991108127594699,0.014623508363529972,0.0006324002359352847,1.4995963987914087,1.5002572665735183,0.0006608657821088671,0.0011271313062694043,0.0015897348462145565,0.0004626035399451507,1.5555289301503719,1.1287104951606246,0.9947547930809099
0.7000000000000001,1.4913147700543672,1.4919756340565726,0.0006608640022057169,0.014005665372083767,0.014638094613037366,0.0006324292409536105,1.5147170090918012,1.5153778799304647,0.0006608688386627802,0.0011283035238285966,0.0015910255072931626,0.0004627219834645646,1.5673008732407423,1.1293720142805952,0.9948115878120476
0.71,1.506504307282343,1.5071651742409784,0.000660866958635553,0.014020106568238438,0.014652564521928561,0.0006324579536901337,1.5297117594755214,1.530372632799957,0.0006608713244349015,0.0011294663884039947,0.0015923066770259994,0.00046284028862200326,1.578851773993499,1.1300351088581304,0.9948688375991384
0.72,1.52156742009557,1.5222282899276316,0.0006608698320620042,0.014034432641142385,0.014666919018781779,0.0006324863776394059,1.5445816807493389,1.5452425564987655,0.0006608737494256858,0.0011306199746111672,0.0015935784077258028,0.000462958433114634,1.5901857570852551,1.1306997403966452,0.9949265337579081
0.73,1.5365051438557087,1.5371660164816923,0.0006608726259837406,0.014048644508543763,0.01468115902478883,0.0006325145162450773,1.5593277955231986,1.5599886743128917,0.0006608767896921714,0.0011317643564738376,0.001594840751875745,0.0004630763954019061,1.6013068821700605,1.1313658712621386,0.9949846677655986
0.74,1.5513185057967684,1.5519793811402105,0.0006608753434424136,0.014062743081008851,0.014695285453911376,0.000632542372902535,1.5739511183767014,1.5746120001445034,0.00066087976780092,0.0011328996074359418,0.0015960937620870432,0.0004631941546511,1.6122191450477155,1.1320334646138577,0.9950432312530738
0.75,1.5660085247890767,1.5666694027764176,0.0006608779873414842,0.0140767292617071,0.014709299212662945,0.0006325699509558562,1.5884526556257506,1.589113539906523,0.0006608822807712524,0.0011340258003446559,0.0015973374911560608,0.0004633116908114036,1.6229264775313506,1.132702484507771,0.9951022160149087
0.76,1.5805762112237787,1.5812370917842553,0.0006608805604775129,0.01409060394630679,0.01472320120000364,0.0006325972536968612,1.6028334052084154,1.603494291621242,0.0006608844128252837,0.001135143007441983,0.0015985719920864245,0.00046342898464444014,1.633432748336289,1.1333728959456482,0.9951616140131885
0.77,1.5950225683458963,1.595683451411725,0.0006608830658296771,0.014104368024185738,0.014736992308566283,0.0006326242843805543,1.61709435800232,1.6177552467041687,0.0006608867018474542,0.0011362513004622185,0.0015997973177889798,0.00046354601732675994,1.6437417607677776,1.1340446643041366,0.9952214173248957
0.78,1.6093485902556486,1.610009475761509,0.0006608855058612475,0.014118022376615361,0.014750673422816786,0.0006326510462014346,1.6312364958494894,1.6318973869448783,0.000660889095387574,0.0011373507504856353,0.0016010135215366087,0.0004636627710509719,1.6538572552348936,1.134717756190357,0.9952816182217654
0.79,1.6235552636545298,1.6242161515375284,0.0006608878829990213,0.014131567878347066,0.014764245420661603,0.0006326775423145441,1.6452607932818746,1.6459216868200257,0.0006608915381496897,0.0011384414280663138,0.0016022206565687823,0.0004637792285024668,1.6637829088267098,1.1353921387093653,0.9953422090999979
0.8,1.637643567654851,1.6383044578543784,0.0006608901995278439,0.014145005397439162,0.014777709173272388,0.0006327037758332334,1.6591682173331355,1.6598291130806124,0.0006608937474756261,0.001139523403218188,0.0016034187761355364,0.0004638953729173469,1.6735223357843017,1.1360677795481366,0.9954031824878434
0.81,1.6516144726028967,1.6522753650604678,0.0006608924575716214,0.014158335794187953,0.014791065544002566,0.000632729749814621,1.6729597263756446,1.6736206241105365,0.0006608957348905179,0.0011405967453289468,0.0016046079337591879,0.0004640111884302394,1.683079085351436,1.1367446474459544,0.9954645310934411
0.8200000000000001,1.665468942230974,1.666129836890358,0.0006608946593844699,0.014171559923081018,0.014804315390367247,0.0006327554672862367,1.686636272247195,1.6872971720032304,0.0006608977560344189,0.0011416615233175397,0.0016057881827718432,0.00046412665945430175,1.6924566497511917,1.137422711381371,0.9955262477173303
0.8300000000000001,1.6792079316876725,1.6798688284946135,0.0006608968069416327,0.014184678631010176,0.014817459562231773,0.0006327809312216056,1.7001987983044649,1.700859700158434,0.000660899853968014,0.001142717805489981,0.0016069595767297577,0.00046424177123977506,1.7016584546349707,1.138101941290155,0.9955883253325324
0.84,1.6928323885310232,1.693493287433152,0.0006608989021297108,0.014197692758172058,0.014830498902724613,0.0006328061445525629,1.713648240404487,1.714309144434733,0.0006609020302447681,0.001143765659612016,0.0016081221692095767,0.00046435650959755905,1.7106878651278679,1.1387823077180708,0.9956507570441996
0.85,1.70634325352467,1.7070041544714682,0.0006609009467987818,0.014210603138789376,0.01484343424896849,0.0006328311101791223,1.7269855276914678,1.7276464337136082,0.0006609040221393272,0.0011448051529672698,0.0016092760136527972,0.00046447086068552565,1.7195481924813496,1.1394637815645943,0.9957135360573318
0.86,1.7197414587842028,1.7204023617268474,0.0006609029426453356,0.014223410599431696,0.01485626643037819,0.0006328558309465003,1.7402115807648877,1.7408724886015474,0.0006609058366586873,0.0011458363522218675,0.0016104211637275618,0.00046458481150569254,1.72824267850725,1.140146334678659,0.9957766557519373
0.87,1.733027929719396,1.7336888346107364,0.0006609048913411031,0.014236115960774169,0.014868996270443153,0.0006328803096689902,1.7533273135989194,1.7539882232192883,0.0006609076203678247,0.0011468593235662555,0.001611557672958886,0.0004646983493926286,1.736774513813198,1.140829939259059,0.9958401096044333
0.88,1.7462035842072072,1.746864491001678,0.000660906794471656,0.014248720036848881,0.014881624585968735,0.0006329045491198616,1.766333632725148,1.766994544282092,0.0006609095569429047,0.0011478741326548193,0.0016126855948833852,0.00046481146222856394,1.7451468294835446,1.1415145681026242,0.9959038912210657
0.89,1.7592693321845472,1.759930240838049,0.0006609086535027259,0.014261223634676285,0.0148941521867027,0.0006329285520264219,1.7792314368301378,1.7798923505152204,0.0006609116850815164,0.0011488808445761461,0.00161380498312417,0.0004649241385480219,1.7533626927059507,1.1422001947229903,0.9959679943543521
0.9,1.7722260774137886,1.7728869878837312,0.0006609104699436334,0.01427362755586202,0.014906579876953235,0.0006329523210912215,1.7920216185002524,1.7926825340634682,0.0006609135632145946,0.0011498795239817804,0.0016149158910778159,0.0004650363670960336,1.761425127688991,1.1428867928650353,0.9960324128322781
0.91,1.7850747152467263,1.785735627491858,0.0006609122451326215,0.014285932594574986,0.014918908453540268,0.0006329758589652889,1.8047050620117722,1.8053659792022796,0.0006609151905063355,0.0011508702349232259,0.001616018372305669,0.0004651481373824411,1.7693370883060757,1.1435743371068954,0.9960971406477578
0.92,1.7978161343264987,1.798477048306909,0.0006609139804115716,0.014298139539085845,0.014931138707354281,0.0006329991682684428,1.8172826450128896,1.8179435636430377,0.0006609166301469744,0.001151853040975998,0.0016171124802404175,0.00046525943926441796,1.7771014794795577,1.1442628024119026,0.9961621718907995
0.93,1.8104512165559001,1.8111121322330284,0.0006609156771291607,0.014310249171738156,0.014943271423327038,0.0006330222515888885,1.8297552384923785,1.8304161588012757,0.000660918308896073,0.001152828005237316,0.0016181982681937198,0.00046537026295640193,1.784721157027589,1.1449521641417453,0.996227500749907
0.9400000000000001,1.8229808358608701,1.8236417531973603,0.0006609173364912911,0.014322262267831388,0.014955307379299933,0.0006330451114685512,1.8421237055576165,1.8427846278155238,0.0006609202579059926,0.001153795190235965,0.001619275789561748,0.00046548059932578116,1.7921989112627745,1.1456423983649866,0.9962931215608736
