t,x,y,w,z
1.69,0.9908969976574061,2.8837713049363097e-05,0.0041856607498637665,0.04164775891346336
1.7,0.9908422623325464,2.89315658253598e-05,0.004166516197008016,0.04179001496895272
1.71,0.9907875161463979,2.902561386368463e-05,0.004147760615120822,0.041931175687359254
1.72,0.990732759111418,2.9119850399178783e-05,0.0041293811844044835,0.04207125936563057
1.73,0.9906779912373317,2.9214265661443295e-05,0.0041113668801152055,0.04221028195055062
1.74,0.9906232125365332,2.9308853156199602e-05,0.004093705160300852,0.04234826141276357
1.75,0.9905684230194955,2.9403605579299054e-05,0.004076384915684448,0.042485213936048156
1.76,0.9905136226963501,2.94985159736394e-05,0.0040593954276147304,0.042621155247361465
1.77,0.9904588115768871,2.959357772916479e-05,0.004042726368066143,0.042756100616838946
1.78,0.990403989670565,2.9688784480876453e-05,0.00402636778252343,0.042890064873405576
1.79,0.9903491569865891,2.978412929436228e-05,0.0040103099533007345,0.04302306252944401
1.8,0.9902943135338007,2.9879605819592415e-05,0.0039945435931665815,0.043155107604187094
1.81,0.9902394593206945,2.9975208105552908e-05,0.003979059814236506,0.043286213652091246
1.82,0.9901845943554328,3.007093045178629e-05,0.003963850103059231,0.043416393785560614
1.83,0.9901297186458463,3.016676740839155e-05,0.003948906320616659,0.0435456606749471
1.84,0.9900748321995233,3.0262713766381814e-05,0.003934220538980402,0.04367402672658625
1.85,0.9900199350238903,3.0358764549089328e-05,0.003919784895710026,0.0438015042414956
1.86,0.9899650271259447,3.0454915040807896e-05,0.0039055920790631855,0.04392810488652085
1.87,0.98991010851237,3.055116077440699e-05,0.0038916351181754187,0.04405383992302898
1.8800000000000001,0.9898551791895409,3.064749753085951e-05,0.0038779073750603668,0.044178720215627576
1.8900000000000001,0.9898002391635333,3.074392133411462e-05,0.003864402533334052,0.044302756245083126
1.9000000000000001,0.9897452884406254,3.08404282162816e-05,0.0038511140818033745,0.044425958699957815
1.9100000000000001,0.9896903270268423,3.0937014430938986e-05,0.00383803578357906,0.04454833793916124
1.92,0.9896353549277739,3.1033676539261e-05,0.0038251618654862756,0.044669903774948415
1.93,0.9895803721487623,3.113041132147738e-05,0.0038124868233456208,0.04479066569600341
1.94,0.9895253786949021,3.122721577687335e-05,0.0038000054219731317,0.04491063286743932
1.95,0.9894703745711413,3.132408702873299e-05,0.003787712600153031,0.04502981423986616
1.96,0.9894153597827059,3.142102192064771e-05,0.0037756030670711553,0.04514821901258584
1.97,0.9893603343343779,3.1518017702052164e-05,0.0037636719876387214,0.04526585584700932
1.98,0.9893052982306935,3.161507183960148e-05,0.003751914793927894,0.04538273308308216
1.99,0.9892502514759981,3.171218196577066e-05,0.003740327133787149,0.0454988587982614
2.0,0.9891951940744458,3.180934587885464e-05,0.003728904870841273,0.045614240807515555
2.0100000000000002,0.9891401260302158,3.190656139899189e-05,0.003717643852349188,0.045728886928949296
2.02,0.9890850473475237,3.200382636114205e-05,0.0037065398978812117,0.04584280499675927
2.0300000000000002,0.9890299580302373,3.210113886994814e-05,0.0036955892102496636,0.04595600239103393
2.04,0.9889748580820729,3.21984971695922e-05,0.0036847881656688676,0.04606848627785922
2.05,0.988919747506596,3.229589964308602e-05,0.0036741333126115044,0.04618026361062728
2.06,0.988864626307238,3.239334480226268e-05,0.003663621352442345,0.046291341152032296
2.07,0.9888094944875722,3.249083111903077e-05,0.003653248812897114,0.04640172584492872
2.08,0.9887543520509938,3.258835722044344e-05,0.003643012425538927,0.04651142438362149
2.09,0.9886991990007101,3.268592189582857e-05,0.003632909139555006,0.04662044319819586
2.1,0.9886440353398103,3.2783524052953784e-05,0.003622936036936507,0.04672878855085507
2.11,0.9885888610712668,3.288116271802643e-05,0.003613090332478522,0.04683646653592024
2.12,0.9885336761980332,3.297883691309119e-05,0.003603369270541803,0.0469434831977793
2.13,0.9884784807231405,3.307654553797084e-05,0.0035937700256401146,0.047049844644465
2.14,0.9884232746493955,3.3174287742905015e-05,0.003584290016223456,0.04715555668916037
2.15,0.9883680579795092,3.327206277001468e-05,0.0035749267711820878,0.04726062500271664
2.16,0.9883128307161023,3.3369869946817984e-05,0.0035656779243864374,0.04736505511989139
2.17,0.988257592861714,3.346770867536497e-05,0.0035565412044188203,0.04746885245113103
2.18,0.9882023444189701,3.356557823846715e-05,0.0035475142514486448,0.04757202249269948
2.19,0.9881470853903922,3.366347802050679e-05,0.0035385948259105396,0.04767457058722801
2.2,0.9880918157783865,3.376140751937944e-05,0.003529780819790756,0.0477765019107645
2.21,0.9880365355852889,3.385936629492164e-05,0.003521070207888235,0.0478778215286995
2.22,0.9879812448133654,3.395735396891093e-05,0.0035124610478146035,0.04797853439576627
2.23,0.9879259434648641,3.405537018546511e-05,0.003503951415049061,0.048078645430761215
2.24,0.9878706315420701,3.4153414570070435e-05,0.0034955393357445955,0.0481781595938516
2.25,0.9878153090471403,3.425148685381967e-05,0.003487222990478335,0.0482770816521571
2.2600000000000002,0.9877599759821728,3.4349586821151824e-05,0.0034790006285446732,0.04837541627835713
2.27,0.9877046323492096,3.444771430752926e-05,0.0034708705641458273,0.04847316805507365
2.2800000000000002,0.9876492781515894,3.454586809545898e-05,0.0034628295725062166,0.04857034378884354
2.29,0.9875939133878876,3.464405080439405e-05,0.0034548800897899593,0.04866694208533572
2.3000000000000003,0.9875385380625932,3.474226024562449e-05,0.003447017534024575,0.04876297168822074
2.31,0.9874831521774518,3.484049647783249e-05,0.003439240575507216,0.04885843665400224
2.32,0.9874277557342086,3.493875955970029e-05,0.0034315478845350325,0.048953341039183904
2.33,0.9873723487346092,3.503704954991008e-05,0.003423938131405174,0.049047688900269386
2.34,0.9873169311804064,3.513536647648009e-05,0.003416409981441212,0.04914148428349278
2.35,0.987261503073365,3.523371031575595e-05,0.003408962091585614,0.04923473121778267
2.36,0.9872060644152378,3.5332081095624824e-05,0.0034015931271406943,0.04932743374932926
2.37,0.9871506152077771,3.543047884612208e-05,0.0033943017537571936,0.0494195959250422
2.38,0.9870951554527352,3.552890359728309e-05,0.0033870866370858533,0.04951122179183112
2.39,0.987039685151864,3.56273553791432e-05,0.0033799464427774146,0.04960231539660567
2.4,0.986984204306896,3.57258342338068e-05,0.00337287986062629,0.04969288074615967
2.41,0.9869287129192442,3.582434039481095e-05,0.0033658859633820494,0.04978292121098939
2.42,0.986873210990442,3.592287402349213e-05,0.0033589636793592125,0.04987244040157656
2.43,0.9868176985221144,3.602143522620484e-05,0.003352111826882545,0.04996144211115593
2.44,0.9867621755158867,3.612002410930355e-05,0.003345329224276815,0.050049930132962245
2.45,0.9867066419733839,3.621864077914276e-05,0.003338614689866788,0.05013790826023025
2.46,0.9866510978962308,3.6317285342076944e-05,0.003331967041977231,0.05022538028619468
2.47,0.9865955432858816,3.641595795399065e-05,0.0033253853326916587,0.05031234962696704
2.48,0.986539978143567,3.6514658835169346e-05,0.0033188689180360395,0.0503988192083081
2.49,0.9864844024707654,3.661338813436531e-05,0.003312416816432924,0.05048479250063461
2.5,0.9864288162689616,3.67121459985328e-05,0.003306028037819154,0.050570272988053354
2.5100000000000002,0.9863732195396401,3.681093257462611e-05,0.0032997015921315677,0.05065526415467109
2.52,0.9863176122842856,3.6909748009599493e-05,0.0032934364893070053,0.05073976948459457
2.5300000000000002,0.9862619945043604,3.700859245834586e-05,0.0032872317668117164,0.05082379241121509
2.54,0.9862063662010637,3.710746616927986e-05,0.0032810867864250977,0.050907335770464676
2.5500000000000003,0.9861507273757122,3.720636934902226e-05,0.0032750007649943913,0.050990402665273646
2.56,0.986095078029687,3.730530218131378e-05,0.003268972840023835,0.051072996344740336
2.57,0.9860394181643692,3.7404264849895145e-05,0.003263002149017666,0.05115512005796309
2.58,0.9859837477811401,3.750325753850708e-05,0.0032570878294801205,0.05123677705404027
2.59,0.9859280668813807,3.760228043089029e-05,0.0032512290189154365,0.05131797058207021
2.6,0.9858723754663613,3.7701333770725146e-05,0.0032454249848137794,0.051398703632792614
2.61,0.9858166735372391,3.780041786251421e-05,0.003239675126565299,0.05147897893478424
2.62,0.9857609610953052,3.7899532938808424e-05,0.003233978687524758,0.05155879952675605
2.63,0.985705238141852,3.7998679231233966e-05,0.0032283349090414643,0.05163816845140506
2.64,0.9856495046781718,3.8097856971417e-05,0.003222743032464727,0.05171708875142827
2.65,0.9855937607055568,3.819706639107594e-05,0.0032172022996387003,0.05179556346849737
2.66,0.9855380062251883,3.829630774826595e-05,0.003211712093676194,0.05187359535158355
2.67,0.9854822412382295,3.8395581305314595e-05,0.0032062718206071097,0.051951187102175035
2.68,0.9854264657459123,3.849488730824345e-05,0.003200880798996874,0.05202834160298147
2.69,0.9853706797494686,3.8594226003074074e-05,0.0031955383474109133,0.052105061736712484
2.7,0.9853148832501302,3.869359763582806e-05,0.0031902437844146536,0.052181350386077706
2.71,0.9852590762491245,3.879300245027846e-05,0.0031849964355772937,0.05225721041932641
2.72,0.9852032587475668,3.889244063601422e-05,0.0031797957952449376,0.0523326443562422
2.73,0.9851474307466013,3.899191239634861e-05,0.0031746413150140315,0.052407654804871834
2.74,0.9850915922474094,3.909141795291429e-05,0.0031695323894184195,0.05248224449107656
2.75,0.9850357432511728,3.919095752734392e-05,0.0031644684129919463,0.05255641614071761
2.7600000000000002,0.9849798837590731,3.929053134127018e-05,0.0031594487802684575,0.05263017247965622
2.77,0.9849240137722798,3.939013961213242e-05,0.0031544729035308527,0.05270351619434573
2.7800000000000002,0.9848681332918615,3.948978252276857e-05,0.0031495403415210802,0.052776449646059306
2.79,0.9848122423189378,3.958946027343595e-05,0.003144650579249122,0.05284897535977575
2.8000000000000003,0.984756340854647,3.968917307093466e-05,0.003139803074031231,0.05292109592196173
2.81,0.9847004289001278,3.978892112206478e-05,0.0031349972831836606,0.052992813919083906
2.82,0.9846445064565184,3.988870463362639e-05,0.003130232664022665,0.05306413193760894
2.83,0.9845885735249231,3.9988523835651414e-05,0.0031255087116081066,0.053135052462461814
2.84,0.9845326301063312,4.008837903727621e-05,0.0031208250495171324,0.05320557763281719
2.85,0.984476676201831,4.0188270479395373e-05,0.0031161811904577095,0.05327570988612131
2.86,0.9844207118125237,4.0288198394243136e-05,0.0031115766330677267,0.05334545169767318
2.87,0.9843647369395105,4.038816301405373e-05,0.003107010875985071,0.05341480554277178
2.88,0.984308751583893,4.048816457106138e-05,0.0031024834178476307,0.053483773896716116
2.89,0.9842527557467721,4.058820329750032e-05,0.003097993757293294,0.05355235923480518
2.9,0.9841967494292492,4.068827942560476e-05,0.003093541392959948,0.05362056403233797
2.91,0.9841407326324254,4.078839318760895e-05,0.003089125823485481,0.053688390764613486
2.92,0.9840847053573923,4.088854480894768e-05,0.003084746563287681,0.05375584186980361
2.93,0.9840286676050638,4.0988734392370404e-05,0.003080403411508685,0.053822919116177884
2.94,0.9839726193764301,4.1088962093572145e-05,0.003076096044416173,0.05388962456110612
2.95,0.9839165606725409,4.1189228109003774e-05,0.0030718240436929424,0.0539559604844984
2.96,0.9838604914944454,4.128953263511615e-05,0.003067586991021792,0.05402192916626481
2.97,0.9838044118431932,4.138987586836016e-05,0.0030633844680855197,0.054087532886315445
2.98,0.9837483217198338,4.149025800518665e-05,0.0030592160565669235,0.05415277392456038
2.99,0.9836922211254167,4.1590679242046506e-05,0.003055081338148801,0.05421765456090971
3.0,0.9836361100609912,4.169113977539058e-05,0.0030509798945139504,0.05428217707527352
3.0100000000000002,0.9835799885276068,4.1791639801669754e-05,0.00304691130734517,0.05434634374756189
3.02,0.9835238565262422,4.189217931513617e-05,0.0030428753090723172,0.05441015647564327
3.0300000000000002,0.983467714057842,4.199275821250416e-05,0.0030388717048435393,0.054473616973094524
3.04,0.983411561123424,4.209337660032507e-05,0.0030349001433652486,0.054536727349966285
3.0500000000000003,0.9833553977240066,4.2194034585616485e-05,0.0030309602729962546,0.05459948971719014
3.06,0.9832992238606078,4.2294732275396e-05,0.003027051742095366,0.054661906185697676
3.0700000000000003,0.9832430395342457,4.2395469776681216e-05,0.003023174199021392,0.05472397886642048
3.08,0.9831868447459386,4.249624719648971e-05,0.003019327292133142,0.054785709870290106
3.09,0.9831306394967047,4.2597064641839094e-05,0.0030155106697894243,0.054847101308238166
3.1,0.9830744237875619,4.2697922219746954e-05,0.003011723980349049,0.05490815529119623
3.11,0.9830181976194985,4.279882005300162e-05,0.003007966902072354,0.05496887381116704
3.12,0.9829619609934044,4.289975831572952e-05,0.0030042392105573633,0.05502925847300736
3.13,0.9829057139102554,4.3000737137035997e-05,0.003000540596041547,0.055089311221082696
3.14,0.982849456371038,4.31017566406328e-05,0.0029968707385360266,0.055149034040432324
3.15,0.9827931883767385,4.320281695023164e-05,0.0029932293180519247,0.05520842891609551
3.16,0.982736909928343,4.330391818954428e-05,0.0029896160146003626,0.05526749783311153
3.17,0.9826806210268378,4.340506048228245e-05,0.0029860305081924636,0.055326242776519645
3.18,0.9826243216732093,4.350624395215788e-05,0.0029824724788393487,0.055384665731359126
3.19,0.9825680118684438,4.360746872288231e-05,0.0029789416065521407,0.05544276868266925
3.2,0.9825116916135191,4.370873493663688e-05,0.0029754375778617247,0.05550055359034476
3.21,0.9824553609092725,4.3810043046122855e-05,0.0029719601889136925,0.05555802199153355
3.22,0.9823990197566056,4.391139336270569e-05,0.0029685091859615893,0.05561517561580026
