t,S1,S2,S3,S4,S4_ex,A3,N2
0.17,5.820872191705373,0.8578542995226882,0.18448935705977676,0.22088480470099534,0.1044099477879351,2.4831055242028737,0.13715526329767674
0.18,5.823158870381878,0.854853180886685,0.1841239445460275,0.22024411436630692,0.10456059849268043,2.485279554776467,0.1371449926861741
0.19,5.8255035048580215,0.8519388758504809,0.18375603822412667,0.21964208365875848,0.10469941368003455,2.4872434079733465,0.1371217676472093
0.2,5.827898678005159,0.8491205683368136,0.1833852060461559,0.21907562256233615,0.1048271730415066,2.4889964629904044,0.13708805303608185
0.21,5.830337042712954,0.846406580603528,0.18301141185804198,0.2185419241165705,0.10494459838688619,2.4905381087050906,0.13704611635455258
0.22,5.832811316751287,0.8438044494984844,0.1826349085384483,0.2180385001105341,0.10505235898170052,2.4918678855346936,0.13699803866993995
0.23,5.8353142813966645,0.8413209919568945,0.18225615641162526,0.21756318712858266,0.10515107706208636,2.492985586947677,0.1369457223060934
0.24,5.837838782823224,0.8389623608434722,0.18187576288443555,0.21711413438770755,0.10524133313571063,2.4938913278625434,0.13689089839206203
0.25,5.840377735807492,0.8367340904969109,0.18149444144788873,0.21668977357220973,0.10532367099613156,2.494585582868114,0.13683513035837042
0.26,5.8429241280555795,0.8346411375335058,0.1811129798094007,0.21628879332315173,0.10539860199796176,2.495069211285696,0.13677982303134045
0.27,5.845471025483287,0.8326879178620252,0.18073221566721026,0.2159101096293148,0.1054666090534077,2.4953434697343777,0.1367262316286441
0.28,5.848011577881868,0.8308783385455972,0.1803530195560092,0.21555283624621993,0.1055281500817225,2.495410014465558,0.13667547016938927
0.29,5.850539024774903,0.8292158272727398,0.17997628128035173,0.2152162586181758,0.105583661016357,2.4952708983640295,0.13662852166219547
0.3,5.853046701966241,0.8277033613559179,0.17960289881666802,0.21489980748887358,0.10563355863404099,2.4949285621579778,0.136586248815376
0.31,5.855528045198053,0.826343482306812,0.17923377348052275,0.2146030456329452,0.10567824190297395,2.494385827731858,0.1365493995531324
0.32,5.857976599025271,0.8251383310244036,0.1788697979911563,0.21432563655215658,0.10571809519940621,2.4936458822772507,0.13651862034652149
0.33,5.8603860211009575,0.8240896606360558,0.1785118543969551,0.21406733440842693,0.10575348919941574,2.4927122658670524,0.13649446234967594
0.34,5.862750087647111,0.8231988541795701,0.178160809842517,0.21382796926594472,0.10578478227146637,2.4915888580835914,0.13647738903489245
0.35000000000000003,5.8650627005363445,0.8224669451423329,0.17781751253300182,0.21360743066238821,0.10581232194642538,2.490279859313786,0.13646778542800006
0.36,5.867317892525699,0.8218946314306999,0.1774827879595974,0.21340565801535832,0.10583644576907567,2.4887897783118005,0.1364659630489688
0.37,5.869509832259263,0.8214822869044334,0.17715743690856178,0.2132226323991065,0.10585748196931562,2.487123419327674,0.13647216512294713
0.38,5.871632830836087,0.821229977161323,0.17684223235065902,0.2130583653554461,0.10587575039698617,2.485285865455485,0.1364865733236059
0.39,5.873681345941171,0.8211374659900366,0.17653791808720512,0.2129128947904126,0.1058915627981537,2.4832824699602316,0.1365093103881598
0.4,5.875649992436818,0.8212042369784223,0.17624520444269937,0.2127862702015915,0.10590522397379151,2.481118831324745,0.13654044922129216
0.41000000000000003,5.87753354568637,0.8214294970803522,0.17596476848609843,0.21267855072426073,0.10591703180961433,2.4788007852988914,0.13658001500321176
0.42,5.879326944606318,0.8218121722896855,0.17569725660248858,0.21258981011764885,0.10592727654496821,2.4763343993845113,0.1366279843421575
0.43,5.881025302434625,0.8223509306688424,0.17544327826901362,0.21252011929736728,0.10593624228448881,2.4737259513499823,0.1366842944226312
0.44,5.882623911915192,0.8230441811882843,0.1752034061870192,0.21246954747543634,0.10594420667585251,2.4709819242791755,0.1367488429425659
0.45,5.8841182517923905,0.8238900826849025,0.17497817428361762,0.21243815699718896,0.10595144121604357,2.468108993940195,0.1368214917216208
0.46,5.885503993708815,0.8248865459056526,0.17476807562059263,0.21242600250174754,0.1059582111508852,2.465114023352734,0.13690206702050714
0.47000000000000003,5.886777009631587,0.8260312388207502,0.17457356398688592,0.2124331257382432,0.10596477561920853,2.4620040474469365,0.13699036472674964
0.48,5.8879333799477935,0.8273215853917455,0.1743950566123135,0.21245955438797356,0.10597138736250702,2.458786262254639,0.13708615347789357
0.49,5.888969400907787,0.8287547720914705,0.1742329307280469,0.21250529725955059,0.10597829298770355,2.4554680168629233,0.1371891757561102
0.5,5.889881592314226,0.8303277459368492,0.1740875232223586,0.21257034254594412,0.10598573281700077,2.4520568098563262,0.137299147688738
0.51,5.8906667050495995,0.83203721853842,0.17395912644899808,0.21265466079221065,0.10599394065243815,2.4485602848355654,0.13741576093783225
0.52,5.891321730309974,0.8338796645071298,0.17384799293022782,0.21275819893309192,0.10600314374739059,2.444986216983695,0.13753868685081572
0.53,5.891843908143927,0.835851321019513,0.17375433580221417,0.2128808771948376,0.10601356270735177,2.441342505585838,0.13766757759903234
0.54,5.8922307364764315,0.837948187640491,0.17367832688214227,0.21302258768936344,0.10602541132206422,2.4376371697485717,0.13780206578988757
0.55,5.8924799801602505,0.8401660256683164,0.17362009610281362,0.21318319577363565,0.1060388962836432,2.4338783432987348,0.1379417675605516
0.56,5.892589680015986,0.842500356553018,0.17357973288907763,0.21336253686665393,0.10605421705030098,2.4300742670681124,0.13808628418764596
0.5700000000000001,5.892558162052211,0.8449464604170852,0.17355728628217418,0.21356041433097,0.1060715656599925,2.4262332829297337,0.1382352028331258
0.58,5.892384047116318,0.8474993744671931,0.17355276477916595,0.21377659775752636,0.10609112651010325,2.422363828151868,0.13838809718234676
0.59,5.89206626090961,0.8501538915025545,0.1735661365178623,0.21401082293427698,0.10611307606550925,2.4184744293132976,0.1385445299021971
0.6,5.891604043014292,0.8529045583924014,0.17359732991713694,0.21426279014931449,0.10613758263914572,2.4145736959503643,0.1387040538913103
0.61,5.890996956552973,0.8557456746614801,0.17364623391516418,0.2145321625356854,0.10616480614277678,2.410670314135921,0.1388662130732518
0.62,5.890244897297537,0.8586712914126438,0.17371269820087298,0.2148185647325086,0.10619489783476811,2.406773040133566,0.13903054323672237
0.63,5.889348103702865,0.8616752105994655,0.173796533679043,0.21512158219638366,0.10622800000759718,2.402890692714558,0.13919657384874035
0.64,5.888307165492836,0.8647509849224371,0.17389751299789452,0.215440760170972,0.10626424571858833,2.399032145577765,0.13936382929733798
0.65,5.887123032264456,0.867891918266204,0.17401537090144423,0.21577560248730204,0.10630375851187847,2.395206319212649,0.13953182970150166
0.66,5.885797022431207,0.8710910670739448,0.1741498046732385,0.2161255706126925,0.106346652101627,2.3914221711620627,0.13970009205424896
0.67,5.884330828627711,0.8743412418630185,0.17430047447451313,0.21649008324984778,0.10639303016162624,2.3876886891524336,0.13986813112084626
0.68,5.882726528508664,0.8776350115858961,0.17446700433487058,0.21686851524070092,0.10644298588642719,2.3840148750083023,0.14003546132636338
0.6900000000000001,5.8809865872517335,0.8809647060870591,0.1746489823240694,0.2172601973716037,0.10649660186046168,2.380409739039422,0.140201597124291
0.7000000000000001,5.87911386699443,0.8843224240147484,0.17484596134719807,0.21766441557474409,0.10655394959157385,2.376882280505346,0.14036605455846535
0.71,5.8771116283717255,0.8877000393664429,0.17505745946246348,0.2180804111639842,0.1066150893263047,2.3734414770450782,0.14052835195203012
0.72,5.874983534503408,0.8910892080737859,0.17528296044087696,0.21850738062812103,0.10668006978926932,2.370096271689372,0.1406880109015755
0.73,5.8727336545184095,0.8944813838752886,0.17552191502751546,0.21894447571406894,0.10674892775993333,2.3668555465670624,0.14084455816290503
0.74,5.870366461623962,0.8978678263958761,0.17577374114503042,0.21939080394432442,0.10682168798096209,2.3637281131568852,0.1409975259170766
0.75,5.86788683492885,0.9012396176868676,0.17603782489384218,0.21984542898045412,0.10689836277769893,2.3607226868391673,0.14114645330273698
0.76,5.865300056545979,0.9045876717691903,0.17631352113821494,0.22030737100746142,0.1069789519802008,2.357847875310722,0.14129088690080754
0.77,5.862611803175857,0.9079027723080376,0.1766001555073827,0.22077560836436105,0.10706344249891692,2.3551121309780965,0.14143038276290448
0.78,5.85982815088437,0.9111755804282953,0.17689702480480976,0.22124907777552597,0.10715180800087322,2.352523736028419,0.14156450767464407
0.79,5.856955548346909,0.9143966623886156,0.17720339651733893,0.2217266791206159,0.10724400926985926,2.3500907873116583,0.14169283828989276
0.8,5.854000824067534,0.9175565107164619,0.17751851086600348,0.222207274782824,0.10733999356801013,2.347821158589871,0.14181496381352876
0.81,5.850971159742687,0.9206455867409955,0.17784158275334808,0.2226896943418692,0.10743969472733321,2.3457224614841685,0.1419304879237119
0.8200000000000001,5.847874085378673,0.9236543402999868,0.17817180241453004,0.22317273588095868,0.10754303293499377,2.343802021659201,0.14203902965260445
0.8300000000000001,5.8447174541079105,0.9265732520013654,0.17850833823249185,0.2236551673270986,0.10764991487871042,2.342066837060087,0.1421402235633803
0.84,5.841509423744757,0.9293928684296842,0.1788503386712228,0.224135728709535,0.10776023373595184,2.3405235419402404,0.1422337207976065
0.85,5.83825843682266,0.9321038388264353,0.1791969321149157,0.22461313770451524,0.10787386910303791,2.339178374009687,0.14231918993275652
0.86,5.834973187474907,0.9346969629222546,0.17954722715595037,0.22508609583109723,0.1079906872057921,2.338037136306149,0.14239631670184222
0.87,5.83166260289132,0.9371632303232733,0.17990031594440917,0.22555329183837972,0.10811054079039038,2.33710515398794,0.14246480783697119
0.88,5.828335800709565,0.9394938725644049,0.1802552768122241,0.22601341673689881,0.10823326940450138,2.3363872378190247,0.14252440008269154
0.89,5.825002062735929,0.9416804054978706,0.18061117887703484,0.22646515151226906,0.10835869995354835,2.3358876367125374,0.1425748500310593
0.9,5.8216708066191565,0.943714666414264,0.1809670824895402,0.2269071719004734,0.10848664697601403,2.335610010256895,0.1426159334785421
0.91,5.818351535382112,0.945588881427486,0.18132203752463363,0.22733816477456092,0.10861691289418371,2.335557383870512,0.1426474480302831
0.92,5.815053803179914,0.9472957077823412,0.18167509017661704,0.22775683815186104,0.10874928831619338,2.335732112215321,0.1426692245313043
0.93,5.8117871786664805,0.9488282767080323,0.1820252852118365,0.22816192136743005,0.10888355266470916,2.336135847071737,0.1426811228494409
0.9400000000000001,5.808561202011857,0.9501802422673323,0.18237166880771538,0.22855216580248341,0.10901947493163461,2.3367695016360464,0.14268302760805832
0.9500000000000001,5.805385333287324,0.9513458364561916,0.18271328883854468,0.22892635478754153,0.10915681441150084,2.337633219946761,0.14267484681750864
0.96,5.802268917747667,0.952319904356792,0.1830492007169156,0.22928331683531133,0.10929532108985818,2.3387263536008556,0.14265652452721383
0.97,5.799221141586728,0.9530979454675436,0.18337846947724826,0.22962192680918633,0.10943473660107925,2.3400474395258883,0.14262803528287632
0.98,5.796250986883583,0.9536761531516088,0.18370017149733878,0.2299411106672314,0.10957479516402358,2.3415941829212676,0.1425893809594859
0.99,5.7933671897643935,0.9540514482858469,0.1840133986537477,0.2302398551648649,0.10971522439252071,2.343363444128892,0.14254059597362542
1.0,5.790578198568383,0.9542215089995469,0.1843172613713698,0.2305172134164762,0.10985574629441164,2.345351231539265,0.14248174701617464
1.01,5.787892133544867,0.9541847953192871,0.18461089109957393,0.23077230941728086,0.1099960783414513,2.3475527011285307,0.142412931166172
1.02,5.7853167494578575,0.953940568189041,0.1848934436075667,0.2310043445066934,0.11013593449526161,2.3499621612238477,0.14233427735825788
1.03,5.782859399336492,0.9534889034894938,0.1851641019618513,0.23121260237782065,0.11027502633163369,2.3525730836835392,0.14224594611489214
1.04,5.780526996640592,0.9528306997070476,0.1854220797628174,0.23139645380830612,0.1104130643830075,2.355378125764971,0.1421481286029824
1.05,5.778325992122496,0.9519676789393142,0.18566662342140255,0.23155535976194494,0.11054975903814748,2.358369148743016,0.14204104646182392
1.06,5.776262359974515,0.9509023812665613,0.1858970135915987,0.2316888732441229,0.11068482122185126,2.3615372384392943,0.14192495141892747
1.07,5.774341534443466,0.9496381582129789,0.18611257146878826,0.231796647740352,0.1108179650712798,2.3648727702622394,0.14180012428692135
1.08,5.772568434209452,0.9481791543661461,0.18631265709276554,0.23187843324727578,0.1109489073959225,2.368365414681878,0.14166687457290278
1.09,5.77094740922922,0.9465302806831665,0.1864966753418953,0.23193408266230658,0.11107737041767324,2.372004222775952,0.1415255388506199
1.1,5.769482256828232,0.9446971909457834,0.18666407546909192,0.23196354768683933,0.11120308171229532,2.3757776458971454,0.14137647949977786
1.11,5.768176192798728,0.9426862445536028,0.18681435526752002,0.23196688100491314,0.11132577624517233,2.3796736150257862,0.14122008270003647
1.12,5.767031860724622,0.9405044652625527,0.18694706145494944,0.2319442340932248,0.11144519695098178,2.383679593326145,0.14105675739627244
1.1300000000000001,5.7660513208618225,0.9381595091585514,0.18706179193452926,0.23189585730779824,0.11156109593545568,2.387782632469769,0.14088693383997442
1.1400000000000001,5.765236060038378,0.9356596069919995,0.18715819733381,0.23182209745451016,0.11167323540344216,2.391969447944158,0.14071106328427965
1.1500000000000001,5.764586991076138,0.9330135083269069,0.1872359830230888,0.23172339548563922,0.11178138899860075,2.396226501045714,0.1405296157389319
1.16,5.764104469059789,0.930230432964978,0.18729490864049042,0.2316002797371679,0.11188534235747298,2.4005400556021286,0.14034307544951022
1.17,5.7637882981474,0.9273200306224351,0.18733478938328763,0.23145336411656664,0.11198489375835274,2.4048962303630526,0.1401519408379473
1.18,5.7636377468802,0.9242923094577413,0.18735549731338227,0.2312833427923193,0.11207985518878279,2.4092810894500847,0.1399567222028184
1.19,5.763651570215596,0.9211575723144891,0.18735696221043,0.23109098587417995,0.11217005291768993,2.413680715480696,0.13975794213847448
1.2,5.763828019424099,0.9179263871883621,0.18733917130008415,0.23087713567399623,0.11225532781206514,2.418081244069599,0.13955613316143092
1.21,5.764164873007726,0.9146094977767922,0.18730216911106057,0.23064269722198474,0.11233553621353978,2.4224689670930943,0.13935183338875823
1.22,5.764659455524956,0.9112177858601976,0.18724605694329652,0.23038863362992926,0.11241055005316002,2.426830370764349,0.1391455852649025
1.23,5.76530865448988,0.9077622227694512,0.18717099285295163,0.23011596106669938,0.11248025731810206,2.431152191485077,0.13893793345013744
1.24,5.766108949351456,0.904253818327462,0.18707719177188842,0.22982574221174926,0.11254456205524173,2.435421462800728,0.13872942509008557
1.25,5.767056451174995,0.9007035263436172,0.18696492537131973,0.22951907563643115,0.11260338498693287,2.439625617268515,0.13852060688232673
1.26,5.768146917325736,0.897122220093122,0.18683451976049656,0.2291970935062821,0.11265666344566733,2.443752511623598,0.13831202315483856
1.27,5.769375762468293,0.8935207148763001,0.1866863518279476,0.22886096331620934,0.11270435028078692,2.4477903865611337,0.13810421738234438
1.28,5.7707381018718635,0.8899096531578485,0.1865208503540359,0.2285118716157501,0.11274641490110361,2.4517279924158815,0.13789772563107836
1.29,5.772228775344909,0.8862994707686791,0.18633849446779877,0.22815101737642868,0.11278284309176337,2.455554616670076,0.1376930739908769
1.3,5.773842368420837,0.8827003863813091,0.1861398134699196,0.2277796083543513,0.11281363637606852,2.4592600775497635,0.1374907814117082
1.31,5.775573238598352,0.8791223604043167,0.1859253851937046,0.2273988550248229,0.1128388118787047,2.462834760644141,0.1372913578545205
1.32,5.777415537648083,0.8755750706683341,0.18569582965365647,0.22700997458909192,0.11285840168285131,2.4662696429324593,0.13709530498290837
1.33,5.779363235943718,0.8720678830593585,0.18545180878075065,0.2266141821261369,0.11287245259571334,2.469556310475696,0.1369031138357612
1.34,5.781410146388162,0.8686098345228179,0.18519402431664211,0.22621268039753498,0.11288102565219621,2.4726869590239,0.1367152594349842
1.35,5.783549932092697,0.8652096220924471,0.18492321675339626,0.22580666056470514,0.11288419598987381,2.475654404717713,0.1365322019193663
1.36,5.785776155021269,0.861875565333216,0.18464016121038612,0.22539728440306986,0.11288205186131926,2.478452090842848,0.13635437874539774
1.37,5.78808226655197,0.8586156200400927,0.18434566562005447,0.22498570505368015,0.11287469419210613,2.4810740851483675,0.13618221827691346
1.3800000000000001,5.790461638498259,0.8554373602270362,0.18404056679689457,0.22457305996292906,0.11286223568670536,2.483515077709708,0.13601613719300823
1.3900000000000001,5.792907578917439,0.8523479681295176,0.18372572827354408,0.22416045340026303,0.1128448007695268,2.485770377112641,0.13585652671661522
1.4000000000000001,5.795413347740261,0.8493542330698202,0.18340203728973417,0.22374896472063172,0.11282252463100502,2.487835901736926,0.1357037609406962
1.41,5.797972172017326,0.8464625489195979,0.1830704019021149,0.22333964441529527,0.11279555265540032,2.4897081697619847,0.1355581943264325
1.42,5.800577259785892,0.843678913998648,0.1827317478293715,0.22293351228936717,0.11276403980218129,2.4913842878095167,0.1354201604559107
1.43,5.8032218135817235,0.8410089327364347,0.18238701559439816,0.22253155718847964,0.11272814992690307,2.4928619372066376,0.13528997257017492
1.44,5.805899042760026,0.8384578186859069,0.1820371573944955,0.22213473540158774,0.11268805516493839,2.4941393593598313,0.13516792228437874
1.45,5.8086021751268575,0.836030398934868,0.18168313408882025,0.2217439701023414,0.11264393529236622,2.495215339797163,0.13505427925674013
1.46,5.811324467755378,0.8337311196007147,0.18132591222323116,0.22136015090223984,0.11259597710180877,2.496089191350176,0.13494929081976403
1.47,5.814059217164661,0.8315640522714585,0.18096646101948835,0.2209841334447309,0.11254437378985355,2.4967607365800157,0.13485318146111272
1.48,5.8167997687873,0.8295329011839402,0.1806057494750201,0.22061673931132936,0.11248932435759557,2.4972302897473053,0.13476615254517937
1.49,5.8195395261317096,0.8276410112691923,0.18024474340987867,0.22025875601624317,0.11243103300869496,2.497498637828391,0.13468838200270317
1.5,5.822271960859548,0.8258913786557945,0.17988440216099713,0.21991093712123191,0.11236970845663649,2.4975670171031665,0.13462002411909232
1.51,5.824990616408187,0.8242866543693259,0.1795256773988491,0.21957400227073098,0.11230556367715268,2.4974371048524304,0.13456120945469496
1.52,5.827689112951351,0.8228291490240199,0.17916951136854076,0.21924863732535707,0.11223881557418605,2.49711100880988,0.13451204461219926
1.53,5.830361163611214,0.8215208545958328,0.17881683024868603,0.21893549598523318,0.11216968376419884,2.4965912240330725,0.13447261173299788
1.54,5.833000582283022,0.8203634497065464,0.1784685420672113,0.21863519928372321,0.11209839009456751,2.49588061844406,0.13444296826854696
1.55,5.8356012879531205,0.8193583065319718,0.17812553527767933,0.2183483360688096,0.11202515830568378,2.494982419151254,0.13442314732235844
1.56,5.83815729603085,0.8185064917430748,0.1777886816252851,0.21807546444815282,0.11195021445602153,2.4939002172833664,0.1344131595307033
1.57,5.840662743146705,0.8178087857862887,0.17745882750319303,0.21781711141575338,0.11187378532399898,2.4926379212545133,0.13441299112022717
1.58,5.843111887162669,0.8172656854335267,0.17713679582441005,0.21757377170098766,0.11179609847409509,2.491199750097079,0.1344226051448673
1.59,5.845499111929682,0.8168774099914488,0.17682338554002658,0.21734590712266272,0.11171738197665597,2.489590218927176,0.13444194204645837
1.6,5.847818936363224,0.8166439132298952,0.17651936688394917,0.21713394856888682,0.11163786365827977,2.487814116831385,0.13447091902967254
1.61,5.850066016879242,0.8165648852707263,0.17622547758488452,0.2169382985279737,0.11155777097062541,2.4858765081332552,0.13450942738528862
1.62,5.85223515463948,0.8166397620243648,0.1759424219308079,0.21675933023538835,0.11147733049746805,2.48378271016646,0.1345573335940968
1.6300000000000001,5.854321304005447,0.8168677335005889,0.17567086989460903,0.21659738892428687,0.11139676740825782,2.481538272534575,0.1346144821559296
1.6400000000000001,5.856319570187727,0.8172477342248085,0.1754114621587969,0.21645279503370893,0.11131630571116634,2.479148989619461,0.13468070280802572
1.6500000000000001,5.858225232109132,0.8177784730960753,0.17516480014920266,0.21632584561455012,0.11123616665713092,2.476620842396895,0.13475580752667277
1.6600000000000001,5.860033732166968,0.8184584153948798,0.1749314509588093,0.21621679909330985,0.11115656997118796,2.4739600272624758,0.13483957941214722
1.67,5.861740692183105,0.8192857873039432,0.17471194800063453,0.21612586367320716,0.11107773350396066,2.4711729286407245,0.13493176739898405
1.68,5.863341916944972,0.8202585915882035,0.1745067877071959,0.216053247838395,0.1109998713088332,2.4682661090593325,0.1350321278900222
1.69,5.864833401547473,0.8213746019362796,0.17431642553164334,0.21599912423812592,0.11092319449964466,2.465246306426619,0.13514038898021333
1.7,5.86621133887409,0.8226313648082878,0.17414127790389386,0.21596362727218496,0.11084791099886221,2.4621204201535805,0.1352562527153184
1.71,5.867472126881828,0.824026202501755,0.17398172344684162,0.21594686786842296,0.11077422479270833,2.4588955019464342,0.13537941123326871
1.72,5.868612376101415,0.8255562131684557,0.17383810131871913,0.21594892625594234,0.11070233583955782,2.4555787487796876,0.13550953968938573
1.73,5.869628917410939,0.827218270844094,0.17371071069945554,0.2159698488317786,0.11063243985724724,2.4521774952639634,0.13564629429472613
1.74,5.870518810045041,0.8290090258886919,0.17359981147434522,0.21600965171622163,0.1105647279103965,2.4486992055315566,0.13578931781932824
1.75,5.871279349740855,0.8309249045027477,0.17350562394535687,0.21606831927804193,0.11049938614623933,2.4451514664055356,0.1359382393242218
1.76,5.871908077062064,0.8329621079011158,0.17342832856009527,0.21614580232336303,0.1104365955387697,2.4415419808952734,0.1360926735899161
1.77,5.872402785999284,0.8351166114601051,0.17336806621411918,0.21624201835430157,0.11037653156645287,2.4378785613758365,0.13625222313075583
1.78,5.872761532402774,0.8373841636142166,0.1733249383766209,0.21635685092618082,0.11031936392498537,2.434169123376245,0.13641647910329777
1.79,5.872982642888967,0.8397602845017824,0.17329900719613786,0.21649014853100643,0.11026525623854451,2.4304216793019977,0.1365850217931995
1.8,5.873064723718062,0.842240264643735,0.17329029574057733,0.21664172394642853,0.11021436575865594,2.426644332177052,0.1367574216515273
1.81,5.873006669611118,0.8448191636445889,0.173298788278945,0.21681135360771062,0.11016684306379261,2.4228452694471456,0.13693324035945165
1.82,5.872807672660623,0.847491808945989,0.17332443057266989,0.21699877677978924,0.11012283175918602,2.4190327566377423,0.13711203170733904
1.83,5.872467234373807,0.8502527945601746,0.17336713021772318,0.21720369450709504,0.11008246806107712,2.4152151284236614,0.13729334273103952
1.84,5.871985168466114,0.853096480927639,0.17342675669470747,0.21742576947028985,0.11004588069477794,2.411400786448326,0.13747671401795514
1.85,5.871361603250146,0.85601699494558,0.1735031417488386,0.21766462564849615,0.11001319080824387,2.4075981967488933,0.13766168016686073
1.86,5.870597017064838,0.8590082275736914,0.17359608116894118,0.21791984525144573,0.10998451071742389,2.403815860837846,0.13784777396551232
1.87,5.869692208654285,0.8620638364068197,0.17370533329415105,0.21819097128820075,0.10995994494463077,2.4000623391488753,0.13803452287551599
1.8800000000000001,5.868648342458516,0.8651772477499304,0.17383062194191554,0.21847750335552685,0.10993958852286738,2.3963462064797403,0.13822145469599462
1.8900000000000001,5.867466923442173,0.8683416549997471,0.17397163467081125,0.21877890005415962,0.10992352794501088,2.3926760775164717,0.1384080943660099
1.9000000000000001,5.866149826900479,0.8715500283180522,0.17412802382820203,0.21909457740635194,0.10991183985176767,2.3890605680221535,0.13859396727959145
1.9100000000000001,5.864699291958277,0.8747951117495821,0.17429940641933422,0.21942390907647966,0.10990459133648695,2.385508304161038,0.13877859860847885
1.92,5.863117927782608,0.8780694332957659,0.1744853654308648,0.2197662263006744,0.10990183950746239,2.3820279019680486,0.13896151537492532
1.93,5.861408726785866,0.8813653131696271,0.1746854508351119,0.22012081731581032,0.10990363082576021,2.378627944034046,0.1391422485971855
1.94,5.859575051786,0.8846748595338828,0.17489917899990745,0.22048692755265892,0.10991000168729335,2.3753169963670238,0.13932033129244084
1.95,5.857620656637696,0.8879900017092757,0.17512603670017313,0.22086375810742834,0.1099209770138906,2.372103540604129,0.1394953038320245
1.96,5.855549673218439,0.8913024760132117,0.17536547816799145,0.2212504676586777,0.10993657098312916,2.3689960083232022,0.13966671062455505
1.97,5.853366616251219,0.894603864101018,0.17561692648975524,0.22164617394038533,0.10995678605485175,2.366002723183548,0.13983410259900125
1.98,5.851076379933109,0.8978855804488022,0.1758797740920738,0.22204995329252863,0.1099816133592247,2.363131919876448,0.13999703743810887
1.99,5.848684233404535,0.9011389239471469,0.1761533855090303,0.22246084416678305,0.1100110317771442,2.3603916740222046,0.14015508407797353
2.0,5.846195819372542,0.904355058551922,0.17643709640920563,0.2228778450622868,0.11004500842889314,2.357789930583793,0.1403078200687601
2.0100000000000002,5.843617138307342,0.9075250789051964,0.17673021791733967,0.2232999174827262,0.11008349794596334,2.355334421030194,0.1404548357980335
2.02,5.840954551592284,0.9106399861648973,0.17703203389741054,0.22372598586337394,0.11012644281301748,2.3530326977942284,0.14059573195770514
2.0300000000000002,5.838214752408336,0.9136907690772749,0.17734180392931037,0.22415494284453694,0.11017377279546824,2.3508920432002394,0.14073012175753433
2.04,5.8354047742146955,0.9166683734997665,0.17765876277837417,0.2245856483160564,0.1102254052266558,2.348919505148674,0.1408576314502182
2.05,5.832531947426354,0.9195637991918715,0.17798212419272783,0.22501693878328266,0.11028124458113953,2.3471217957257586,0.14097790484494055
2.06,5.829603913418743,0.922368062867332,0.1783110799228745,0.22544762288408146,0.11034118276524801,2.3455053310542047,0.1410906010055949
2.07,5.82662856648668,0.925072309529217,0.17864480542009073,0.22587649139815086,0.1104050989791055,2.3440761192256314,0.14119539930430286
2.08,5.823614077154058,0.9276677638115983,0.17898245645528862,0.22630231266449316,0.11047285986132858,2.3428398121346437,0.14129199544749063
2.09,5.820568814692836,0.930145862065998,0.17932317432468284,0.226723843278703,0.11054431969560356,2.3418015813619615,0.1413801028370777
2.1,5.817501352503676,0.9324982351426446,0.17966608598610795,0.22713983056975645,0.11061932047166034,2.340966138389363,0.1414594560034881
