t,cAMP,V,W,CHOC,Kmtr,CHOM,Kfor,CHON,CHOL,PREG,PRO,HYPR,CORT
0.1,0.9499749683906225,11.301793177861619,10.000003659461658,531.9741116258402,0.4736044581262064,138.97548438298827,0.37389827073955295,3.0611403984841483,3000.039938857701,6.572874765713312,0.6394823727955091,0.6395572469373368,5.84896908501483
0.11,0.9499725781437697,11.301971812295266,10.00000404453622,531.9608890201737,0.4735999229955951,138.98427820042616,0.3738956659223699,3.0626592707200246,3000.0439367083477,6.574876920009362,0.6395651015977021,0.6395521330263224,5.911283470332734
0.12,0.9499702077490377,11.302150324310949,10.000004433310155,531.9478986074815,0.4735953729929478,138.9929532738755,0.3738925326952942,3.0639690246160707,3000.0479354193844,6.5769138503371725,0.639663833297024,0.6395615759467508,5.973148680447535
0.13,0.94996785704155,11.302328714354143,10.000004825718392,531.9351371674475,0.4735908463381082,139.0014945048247,0.37388917053434384,3.065101206619962,3000.051934978161,6.578971497503343,0.6397765321922253,0.6395856367178743,6.034570343325158
0.14,0.9499655258577983,11.30250698286685,10.000005221696803,531.9226011486592,0.4735863521879331,139.00988980532014,0.37388571338828014,3.0660826799362115,3000.0559353706644,6.581038202236439,0.6399012892650731,0.6396240668529386,6.095554031801727
0.15,0.9499632140356528,11.30268513028759,10.000005621182298,531.9102867990762,0.4735818905327655,139.01812971134075,0.3738822201496903,3.0669361619699247,3000.059936581783,6.583104359320464,0.6400363365448908,0.6396763731721146,6.156105216544773
0.16,0.9499609214143068,11.302863157051535,10.000006024112855,531.8981902947351,0.473577471003018,139.02620687797094,0.3738787398120097,3.067680931499423,3000.063938595602,6.585162014225814,0.6401800498456017,0.6397418876351976,6.216229231573424
0.17,0.9499586478342963,11.303041063590449,10.000006430427543,531.8863076838885,0.47357309360934285,139.03411583285703,0.3738752796408354,3.068333293999793,3000.0679413955604,6.5872046656610435,0.6403309488919081,0.6398198062861433,6.275931252649126
0.18,0.9499563931374815,11.303218850332756,10.000006840066533,531.8746348878343,0.4735687418485838,139.04185271774992,0.37387183421110676,3.0689070470015856,3000.0719449646285,6.589227012598131,0.6404876944371171,0.6399092347418205,6.335216278626212
0.19,0.9499541571670359,11.303396517703554,10.000007252971145,531.8631678638202,0.47356441553812745,139.04941496626807,0.3738684145737668,3.069413781290179,3000.075949285448,6.591224781183032,0.6406490830450342,0.6400092200377764,6.3940891215793165
0.2,0.9499519397674355,11.303574066124641,10.000007669083868,531.8519026821334,0.4735601433155368,139.05680096628504,0.3738650318403845,3.0698632952916953,3000.0799543404733,6.593194538874914,0.6408140393145284,0.6401187827624482,6.452554399854757
0.21,0.9499497407844475,11.30375149601455,10.000008088348299,531.8408352902662,0.47355592439833677,139.0640100903615,0.37386167497662826,3.070263911113663,3000.0839601120488,6.595133561376984,0.6409816074549257,0.6402369382953799,6.510616537810744
0.22,0.9499475600651206,11.303928807788571,10.00000851070913,531.8299614495095,0.4735517111768802,139.07104268030523,0.3738583395878833,3.0706226415811035,3000.0879665824773,6.597039725003233,0.6411509425024743,0.6403627147450982,6.56827976771372
0.23,0.9499453974577736,11.304106001858775,10.000008936112264,531.8192773174442,0.4735475410752173,139.0778993425061,0.37385503225674493,3.0709453982542514,3000.0919737341387,6.598911402831738,0.6413213005144542,0.6404951679671574,6.625548134939221
0.24,0.9499432528119864,11.304283078634048,10.000009364504688,531.8087788884261,0.47354340515485366,139.08458137675382,0.37385175292714273,3.071237189206032,3000.0959815494975,6.600747384493139,0.6414920305827051,0.6406333912622162,6.682425504043917
0.25,0.9499411259785832,11.304460038520125,10.000009795834497,531.7984622451027,0.4735393046296691,139.0910904484698,0.373848501095418,3.0715022534862872,3000.0999900111706,6.602546806050736,0.6416625655645718,0.6407765229745502,6.7389155677790935
0.26,0.9499390168096301,11.304636881919597,10.000010230050888,531.7883235085983,0.47353523792125213,139.0974285696871,0.37384527640374154,3.071744176886892,3000.103999101955,6.604309093426638,0.6418324143222507,0.6409237520972646,6.795021855100526
0.27,0.9499369251584253,11.304813609231934,10.000010667104151,531.7783588617414,0.47353120488641604,139.10359801209074,0.3738420785657301,3.0719659983006755,3000.10800880487,6.606033911324148,0.642001153637295,0.6410743216192734,6.85074774129989
0.28,0.9499348508794644,11.304990220853577,10.000011106945612,531.7685645445977,0.47352720531652565,139.10960125976783,0.37383890733072955,3.072170296348853,3000.112019103163,6.607721122175383,0.642168420496455,0.6412275288107983,6.906096459961805
0.29,0.949932793828466,11.305166717177876,10.000011549527672,531.7589368614861,0.47352323946167035,139.11544096395338,0.37383576246986233,3.0723592530306085,3000.1160299803432,6.609370755010107,0.6423339066615612,0.6413827269904215,6.961071109844556
0.3,0.9499307538623821,11.305343098595054,10.00001199480379,531.749472180934,0.4735193073155127,139.1211199124654,0.37383264375968994,3.0725347047716065,3000.1200414201976,6.610982980714583,0.6424973540984692,0.6415393262008784,7.015674661382731
0.31,0.9499287308393021,11.305519365492458,10.000012442728398,531.7401669302959,0.473515407809009,139.12664097703106,0.37382955096599046,3.07269824021308,3000.12405340679,6.612558066943209,0.6426585441680849,0.641696788438389,7.0699099776152945
0.32,0.9499267246185112,11.30569551825441,10.000012893256931,531.7310175994824,0.4735115388789281,139.13200710709313,0.37382648386352235,3.072851203952147,3000.1280659244762,6.614096375351616,0.642817296482993,0.6418546273064292,7.123779815802238
0.33,0.9499247350604635,11.305871557262268,10.000013346345812,531.7220207505549,0.47350769972697015,139.13722129495855,0.37382344224833924,3.0729947390083137,3000.1320789579104,6.615598341836944,0.642973463787185,0.6420124051560299,7.177286837700476
0.34,0.949922762026772,11.306047482894462,10.00001380195242,531.7131730238241,0.47350389212979005,139.14228655045102,0.37382042592706627,3.073129819094669,3000.136092492046,6.6170644613734755,0.6431269279519428,0.6421697306940244,7.230433617674604
0.35000000000000003,0.9499208053801991,11.30622329552651,10.000014260035076,531.7044711401466,0.4735001209254391,139.14720587939655,0.37381743468965667,3.0732572808558816,3000.1401065121404,6.618495272949876,0.6432775958227418,0.6423262560132131,7.283222651523462
0.36,0.9499188649845702,11.30639899553124,10.000014720552965,531.6959118720187,0.4734963884826695,139.15198229859462,0.3738144683031876,3.073377847952559,3000.144121003734,6.619891349795528,0.6434253948918935,0.6424816708006139,7.335656368101144
0.37,0.9499169407051455,11.30657458327785,10.0000151834664,531.6874920329944,0.4734926871724789,139.1566188543707,0.37381152655247796,3.0734921150577654,3000.1481359527484,6.621253300264556,0.6435702769783428,0.6426357121273122,7.387737114012284
0.38,0.9499150324078541,11.306750059133844,10.000015648736216,531.6792084368678,0.4734890003308712,139.16111861772973,0.3738086092584243,3.0736006302082544,3000.152151345278,6.622581742744346,0.6437122031124132,0.642788136954778,7.4394672025351385
0.39,0.9499131399598734,11.306925423463598,10.000016116324332,531.6710581340737,0.4734853477312224,139.16548447312042,0.3738057162163711,3.0737038470462164,3000.1561671677955,6.62387731650383,0.6438511530514001,0.6429387425521063,7.490848881549034
0.4,0.9499112632279523,11.307100676632892,10.000016586193045,531.6630381106206,0.4734817278237064,139.1697193989489,0.37380284721445056,3.073802165960255,3000.1601834068974,6.625140676802201,0.6439871180174425,0.6430873513554158,7.541884379026504
0.41000000000000003,0.9499094020870825,11.307275818985119,10.000017058307506,531.655145579639,0.4734781393520919,139.17382617441558,0.3738000020615817,3.0738959141496,3000.1642000501956,6.626372448829175,0.6441201002908871,0.6432338217875692,7.5925757608940545
0.42,0.9499075564058467,11.307450850881473,10.000017532631512,531.6473776397584,0.4734745801134879,139.17780771078733,0.3737971805568885,3.073985401203587,3000.1682170848194,6.627573296077812,0.6442501098285067,0.6433780238086788,7.642925182073671
0.43,0.949905726050632,11.307625772689425,10.000018009128771,531.6397313819812,0.47347104821147684,139.18166694474493,0.37379438249591573,3.0740709071155914,3000.172234497868,6.628743897413323,0.6443771645147119,0.6435198458055063,7.692934817113398
0.44,0.9499039108974795,11.307800584750135,10.000018487766118,531.6322041498572,0.4734675428126541,139.1854065752214,0.37379160768873126,3.0741526583895737,3000.1762522775543,6.629884886545767,0.6445012883574837,0.6436592040109844,7.742606667982073
0.45,0.9499021108202936,11.307975287410917,10.00001896851039,531.624793295503,0.47346406559251525,139.18902930893944,0.37378885594199945,3.074230853469155,3000.1802704120946,6.630996909897907,0.6446225128934904,0.6437960332502446,7.7919427577123415
0.46,0.949900325693749,11.30814988101714,10.000019451328965,531.617496218365,0.47346061933299555,139.19253781023713,0.3737861270637282,3.0743056772186645,3000.1842888899027,6.632080607784544,0.6447408723403413,0.6439302785242527,7.840945093092793
0.47000000000000003,0.9498985553936762,11.308324365911242,10.000019936190027,531.6103103877651,0.4734572082139552,139.19593468141784,0.3737834208639054,3.0743772934236464,3000.1883076996883,6.633136611683731,0.6448564050623353,0.644061900252905,7.889615656223326
0.48,0.9498967997970597,11.308498742432741,10.000020423062557,531.6032333279369,0.4734538346432325,139.19922247635304,0.37378073715441335,3.0744458472694305,3000.1923268304504,6.634165543467556,0.6449691527964624,0.6441908721328751,7.937956407284526
0.49,0.9498950587814834,11.308673010919641,10.000020911915934,531.5962625278044,0.47345048539868223,139.2024037876093,0.3737780757480228,3.074511474410514,3000.196346271333,6.635168019929617,0.6450791589250415,0.644317174462484,7.985969295440275
0.5,0.9498933322255204,11.308847171707562,10.000021402720442,531.589395591163,0.47344715738813714,139.20548109809454,0.3737754364583953,3.074574292746141,3000.2003660118125,6.636144645355476,0.6451864700286389,0.6444408019371071,8.03365625408613
0.51,0.9498916200080461,11.309021225131481,10.000021895446789,531.5826301929861,0.47344385644510384,139.20845682112505,0.3737728191000116,3.074634413287716,3000.2043860415265,6.637096017700388,0.6452911338542126,0.6445617552615408,8.08101921398442
0.52,0.9498899220171553,11.309195171501132,10.000022390068343,531.5759641985188,0.4734405830782101,139.21133317557346,0.373770223501537,3.0746919298602573,3000.208406351059,6.638022683175779,0.6453931961185644,0.6446800425969754,8.128059962052221
0.53,0.9498882381305163,11.309369011155278,10.000022886556286,531.5693952937039,0.47343733689999007,139.21411256872412,0.3737676494756738,3.074746939804876,3000.212426930232,6.638925234255408,0.6454927077071451,0.6447956775846974,8.174780454583319
0.54,0.9498865682248757,11.309542744435445,10.000023384881935,531.5629211740604,0.47343411744381236,139.21679739983398,0.373765096833682,3.074799536198289,3000.216447768922,6.6398042620770505,0.6455897206298733,0.6449086785797183,8.221182667190062
0.55,0.949884912188843,11.309716371650625,10.000023885019935,531.5565398021561,0.4734309242692114,139.21938979353683,0.3737625654049489,3.07484979463111,3000.220468858195,6.640660291374859,0.6456842831941457,0.6450190700215774,8.267268392638666
0.56,0.9498832699071744,11.30988989312066,10.000024386944302,531.5502490896304,0.47342775694254785,139.2218919284614,0.37376005501300863,3.0748977906783725,3000.224490188901,6.641493860504678,0.6457764455980388,0.6451268795551423,8.313039490345847
0.5700000000000001,0.94988164116819,11.310063309433755,10.00002489060844,531.5440452911431,0.47342461472544256,139.22430771597845,0.37375756533379867,3.0749436509644683,3000.228511744666,6.642305937263882,0.6458663011271605,0.6452321692515189,8.358499396778901
0.58,0.9498800261436692,11.310236620112265,10.00002539604969,531.5379314081994,0.47342149817359647,139.2266340207465,0.3737550966302641,3.074987276151978,3000.2325335385976,6.6430957458019435,0.6459537741338134,0.6453348854306676,8.403645312300638
0.59,0.9498784244501142,11.310409826222527,10.00002590318468,531.5319007435227,0.47341840713373196,139.22887783883766,0.3737526483153842,3.0750288881378056,3000.2365555414285,6.643865018484615,0.6460390334991126,0.645435147817743,8.448483486811591
0.6,0.949876836050551,11.310582927867712,10.000026412005933,531.525952742405,0.47341535257160194,139.2310397529663,0.37375022033258526,3.075068503868716,3000.2405777505487,6.644613911648777,0.6461220955986083,0.6455329720429573,8.493014535052819
0.61,0.9498752608417915,11.310755925335384,10.000026922491946,531.5200856062187,0.473412317741102,139.2331216405942,0.373747812523706,3.075106175932547,3000.2446001584394,6.645342872354795,0.6462030056455524,0.6456283962541133,8.53724016161251
0.62,0.9498736987163913,11.310928818925102,10.000027434620527,531.5142975670691,0.47340930626259686,139.23512535098516,0.37374542472426847,3.075141958282401,3000.2486227573454,6.646052362560048,0.6462818105980808,0.6457214608861671,8.581162146125257
0.63,0.9498721495688967,11.31110160893111,10.000027948370223,531.5085869121649,0.47340632087757756,139.23705267586604,0.37374305677283237,3.0751759020508906,3000.2526455397783,6.646742828930063,0.6463585562612131,0.6458122069091373,8.624782244169216
0.64,0.9498706132979949,11.311274295636343,10.000028463720746,531.5029520145224,0.47340336230299396,139.238905317014,0.3737407085143109,3.0752080546185647,3000.256668498672,6.647414693538915,0.646433286286266,0.6459006747992143,8.668102151999223
0.65,0.949869089778959,11.31144687938912,10.00002898064712,531.4973908708274,0.473400431598111,139.24068536983387,0.3737383797577565,3.0752384744363415,3000.260691625322,6.648068476273465,0.6465060544074467,0.6459869142651623,8.711123957604915
0.66,0.9498675789122745,11.31161936046792,10.000029499130155,531.4919019468465,0.47339753066410467,139.24239443940436,0.3737360703507583,3.075267204752195,3000.264714913069,6.648704576132355,0.6465769025478515,0.646070966819387,8.7538493491433
0.67,0.949866080593956,11.311791739163649,10.000030019149676,531.4864835778172,0.4733946494010284,139.24403426512973,0.3737337801340922,3.0752942910591945,3000.268738354906,6.649323412544499,0.6466458746784666,0.646152875601481,8.796280087054356
0.68,0.9498645947200307,11.311964015767606,10.00003054068604,531.4811340722385,0.4733917613375076,139.24560661139745,0.3737315089486904,3.075319776188714,3000.272761944031,6.649925393243826,0.646713014015219,0.646232684887672,8.838417948310545
0.6900000000000001,0.9498631211863919,11.312136190571659,10.000031063719877,531.475852097252,0.4733889193812079,139.2471128816676,0.3737292566351795,3.075343704006719,3000.2767856737432,6.650510921528461,0.6467783632596336,0.646310438444856,8.880264720274795
0.7000000000000001,0.9498616598906356,11.312308263863118,10.000031588232307,531.4706360358597,0.4733861001544934,139.24855476253774,0.37372702303678773,3.0753661154568652,3000.2808095375244,6.651080388778314,0.6468419640376375,0.6463861796786294,8.921822169104844
0.71,0.949860210736322,11.312480235912782,10.000032114205842,531.4654844953545,0.47338330681984164,139.24993371074027,0.37372480800587904,3.0753870486383343,3000.2848335293447,6.651634157815347,0.6469038550556305,0.646459949471102,8.963091967018208
0.72,0.9498587736154414,11.312652107024132,10.0000326416211,531.4603959036169,0.4733805361689236,139.25125136926897,0.3737226113771044,3.075406545472419,3000.2888576425303,6.6521726304251745,0.6469640792596193,0.6465317935632567,9.004075994041958
0.73,0.9498573484306733,11.312823877470901,10.000033170460929,531.4553688751029,0.4733777866181933,139.2525091860964,0.3737204330014771,3.0754246428039633,3000.2928818711894,6.652696161761685,0.6470226747270954,0.6466017530460036,9.04477595503039
0.74,0.9498559350829834,11.312995547531854,10.000033700708121,531.4504020325716,0.4733750597915835,139.25370860088609,0.3737182727274271,3.075441377501847,3000.2969062094176,6.653205108156139,0.6470796797370552,0.6466698695820541,9.085193593008311
0.75,0.9498545334742357,11.31316711748351,10.000034232345905,531.4454940369537,0.47337235784621173,139.25485101320348,0.3737161304047447,3.075456785323735,3000.300930651475,6.653699816376902,0.6471351316130041,0.6467361841480551,9.125330645543219
0.76,0.9498531435078015,11.313338587598562,10.000034765358205,531.4406435832345,0.47336967794184914,139.2559377856584,0.37371400588550724,3.075470900253854,3000.3049551918775,6.654180618381244,0.64718906617898,0.6468007365521319,9.165188839206712
0.77,0.9498517650855857,11.313509958153425,10.000035299728271,531.4358493348295,0.4733670224520379,139.25697031524578,0.3737118990195648,3.0754837580056544,3000.3089798248934,6.654647860524354,0.6472415207169797,0.646863567740173,9.204769911282332
0.78,0.9498503981133944,11.313681229414629,10.000035835441125,531.4311100756573,0.4733643886785065,139.25794987089898,0.37370980966274525,3.0754953899243196,3000.313004545443,6.655101851275028,0.6472925286471842,0.6469247155230958,9.244075570125517
0.79,0.9498490424945024,11.313852401655115,10.000036372480636,531.4264245084023,0.4733617764872494,139.25887780769682,0.37370773766699367,3.0755058301720437,3000.317029348025,6.6555429236585395,0.6473421258945123,0.646984219753082,9.283107542890596
0.8,0.949847698135101,11.314023475140436,10.000036910831978,531.4217914402657,0.4733591857707301,139.2597553705819,0.3737056828887308,3.075515109828145,3000.3210542276147,6.655971382950802,0.6473903455249211,0.6470421178159942,9.321867534497814
0.81,0.9498463649419674,11.314194450134659,10.000037450480587,531.4172096987522,0.4733566162378108,139.26058378306192,0.37370364518527643,3.0755232593423245,3000.325079179287,6.656387528818888,0.6474372200283451,0.6470984466095066,9.360357245437383
0.8200000000000001,0.9498450428215003,11.314365326902815,10.000037991411702,531.4126780964706,0.473354067701938,139.261364284349,0.37370162441336763,3.075530309664133,3000.3291041980447,6.656791665032268,0.6474827822950713,0.6471532432689402,9.398578378536488
0.8300000000000001,0.9498437316823788,11.314536105704152,10.000038533611564,531.4081955273138,0.47335154023797366,139.26209802804013,0.3736996204332405,3.0755362894178426,3000.333129279258,6.657184074075101,0.6475270630036283,0.64720654293112,9.43653261878014
0.84,0.9498424314321825,11.314706786800706,10.000039077065926,531.4037608454641,0.4733490337135917,139.26278620954162,0.37369763310344384,3.0755412283525954,3000.33715441812,6.6575650487422156,0.6475700939037494,0.6472583816988245,9.474221659694866
0.85,0.9498411419833519,11.314877370442192,10.000039621762541,531.3993730654973,0.4733465479009262,139.2634298551308,0.37369566228997836,3.075545151739585,3000.3411796105597,6.657934839274344,0.6476119022238392,0.6473087910965643,9.51164715351437
0.86,0.9498398632434083,11.315047856890796,10.000040167687153,531.3950310406633,0.47334408273464923,139.26403016121574,0.37369370785130424,3.0755480893493226,3000.3452048517634,6.658293738778479,0.6476525197537902,0.6473578073019598,9.548810794489336
0.87,0.9498385951229963,11.315218246400788,10.000040714826802,531.3907337295623,0.47334163824182895,139.26458821315865,0.3736917696506701,3.075550068000179,3000.3492301373994,6.658642012562036,0.6476919753461472,0.6474054635980981,9.5857142508785
0.88,0.9498373375338025,11.315388539223793,10.000041263168889,531.3864801180117,0.4733392141434786,139.2651050675446,0.3736898475529218,3.075551113798814,3000.3532554632648,6.6589799184821485,0.6477302970160693,0.6474517921883711,9.622359180040615
0.89,0.9498360903885659,11.315558735608773,10.000041812701177,531.3822692208423,0.473336809920401,139.26558175030522,0.3736879414245189,3.0755512520809174,3000.3572808252934,6.659307706525776,0.6477675119061801,0.6474968242083864,9.658747228741358
0.9,0.9498348536012432,11.315728835801604,10.000042363412106,531.3781001097526,0.47333442583397006,139.26601922762748,0.3736860511337894,3.075550506492493,3000.3613062196664,6.659625612300035,0.6478036457416327,0.6475405899106367,9.694880037911005
0.91,0.9498336270868438,11.315898840045495,10.000042915290482,531.3739718854283,0.4733320619043818,139.26641843507238,0.3736841765506749,3.075548899909446,3000.3653316427017,6.6599338635480345,0.6478387233755611,0.647583118479656,9.730759237882243
0.92,0.9498324107581807,11.316068748589213,10.000043468323902,531.3698835486961,0.47332971748895536,139.26678041331445,0.3736823175417406,3.0755464582049252,3000.3693570902683,6.6602327141059074,0.6478727722733616,0.6476244409130509,9.766386469032344
0.93,0.9498312045315201,11.316238561672783,10.000044022501609,531.3658342350005,0.4733273925035577,139.26710606124394,0.37368047397885357,3.0755432033425043,3000.373382558844,6.660522382513065,0.6479058162736572,0.6476645851729068,9.801763348721062
0.9400000000000001,0.9498300083240606,11.316408279533864,10.000044577813215,531.3618231097538,0.47332508687746466,139.26739624616087,0.3736786457353093,3.075539156458791,3000.3774080450426,6.66080307941131,0.647937878372868,0.6477035783497834,9.83689148604671
0.9500000000000001,0.9498288220529936,11.31657790241013,10.000045134248229,531.3578493293853,0.4733228004408686,139.26765184481945,0.3736768326843911,3.075534339008364,3000.3814335454376,6.661075017854518,0.6479689817809829,0.6477414475205641,9.871772487127625
0.96,0.9498276456339334,11.31674743054325,10.000045691795226,531.3539119761784,0.47332053296729765,139.26787381217528,0.3736750346969611,3.0755287746731663,3000.385459056261,6.661338430842428,0.6479991517373088,0.6477782213173847,9.906407963400747
0.97,0.9498264789862881,11.316916864165282,10.000046250444642,531.3500102811279,0.47331828430012135,139.2680629463658,0.3736732516497008,3.07552248282527,3000.389484574427,6.661593511691999,0.6480284093588826,0.6478139247194427,9.940799502607979
0.98,0.9498253220290954,11.317086203509223,10.000046810186605,531.3461434511551,0.47331605425446893,139.2682200709245,0.37367148341872164,3.0755154835952916,3000.3935100967383,6.661840460268403,0.6480567764098911,0.6478485830909863,9.974948691290896
0.99,0.9498241746816011,11.317255448807536,10.000047371011185,531.3423106888154,0.47331384270920523,139.26834601406074,0.37366972988045705,3.0755077972710603,3000.3975356199753,6.662079477870663,0.6480842747924158,0.6478822218320981,10.008857109668304
1.0,0.9498230368636723,11.317424600291112,10.000047932908648,531.3385112130367,0.473311649550932,139.26844158673643,0.3736679909122923,3.0754994437087655,3000.40156114099,6.662310761549613,0.6481109259448372,0.6479148658006221,10.04252633108103
1.01,0.9498219084963136,11.317593658187958,10.000048495869802,531.3347442850861,0.47330947460387435,139.26850755521707,0.37366626639335415,3.0754904415956914,3000.405586656833,6.662534496993675,0.6481367500886032,0.6479465385883851,10.075957921296817
1.02,0.9498207895009544,11.317762622725004,10.00004905988552,531.3310091727228,0.4733073177266744,139.26854467896607,0.37366455620342104,3.075480809468036,3000.4096121645803,6.66275086835025,0.6481617672680873,0.6479772635203951,10.109153439469955
1.03,0.9498196797997606,11.317931494127311,10.000049624946755,531.3273051499451,0.4733051787558279,139.26855371100015,0.37366286022340145,3.0754705656514187,3000.4136376613346,6.662960058381551,0.6481859974018468,0.6480070638632387,10.142114430994212
1.04,0.9498185793154486,11.318100272618544,10.000050191044824,531.323631520319,0.47330305756005825,139.26853537304717,0.3736611783350466,3.0754597277351854,3000.4176631443356,6.663162241895484,0.6482094595158413,0.6480359617620042,10.174842441545128
1.05,0.9498174879714107,11.318268958420656,10.000050758171218,531.3199876012446,0.4733009540036437,139.26849037230113,0.37365951042114415,3.0754483129269636,3000.4216886108834,6.663357590176204,0.6482321722605898,0.6480639789572765,10.207339007609152
1.06,0.9498164056916925,11.318437551753945,10.000051326317633,531.3163727268197,0.4732988679530935,139.2684193983719,0.37365785636548315,3.0754363379881196,3000.425714058355,6.663546270177569,0.6482541538170269,0.648091136654614,10.239605658207749
1.07,0.9498153324009982,11.318606052837028,10.000051895475789,531.3127862334863,0.473296799220928,139.2683231385117,0.37365621605285715,3.0754238196045303,3000.429739484135,6.663728448440933,0.6482754223314933,0.6481174560524493,10.27164390884083
1.08,0.9498142680246735,11.318774461886907,10.000052465637792,531.3092274885547,0.47329474767606355,139.26820224735422,0.37365458936904744,3.0754107736525635,3000.433764885749,6.663904283302521,0.648295995049176,0.6481429572856631,10.303455273673576
1.09,0.9498132124887154,11.318942779118926,10.000053036795922,531.3056958736671,0.47329271317982163,139.26805736445698,0.3736529762008328,3.0753972156245974,3000.437790260789,6.66407392941087,0.6483158888164591,0.6481676600380015,10.335041258471644
1.1,0.9498121657197718,11.31911100474678,10.000053608942645,531.302190785589,0.47329069558898723,139.26788911346293,0.3736513764359893,3.075383160608679,3000.441815606913,6.664237537510926,0.6483351200569146,0.648191583512807,10.36640336093884
1.11,0.9498111276448024,11.319279138983372,10.000054182070313,531.2987116121144,0.47328869476918695,139.2676981275893,0.3736497899627676,3.0753686239621487,3000.4458409217355,6.664395260986481,0.6483537054722103,0.6482147471666562,10.397543068233785
1.12,0.9498100981916836,11.319447182039276,10.00005475617173,531.295257777508,0.4732867105800946,139.26748500154784,0.37364821667082604,3.0753536200464167,3000.449866203038,6.664547243517033,0.6483716607171358,0.6482371693101598,10.428461862418139
1.1300000000000001,0.9498090772889337,11.319615134123445,10.000055331239896,531.2918287218488,0.47328474288215616,139.26725031340047,0.37364665645080586,3.075338162802096,3000.453891448674,6.664693624688612,0.6483890010018967,0.648258867743998,10.459161217979991
1.1400000000000001,0.9498080648656535,11.319782995443349,10.000055907267946,531.2884238965886,0.4732827915380361,139.26699462925856,0.3736451091942409,3.0753222658726633,3000.4579166565477,6.664834541200183,0.6484057412216154,0.648279859895676,10.489642601301371
1.1500000000000001,0.9498070608511315,11.31995076620598,10.00005648424888,531.2850427421532,0.47328085640363426,139.26671852695796,0.37364357479294985,3.0753059432237793,3000.461941824509,6.66497013286873,0.6484218966005748,0.6483001635040596,10.519907470114997
1.16,0.9498060651755663,11.320118446616025,10.000057062176086,531.2816847304109,0.47327893734069015,139.26642255116423,0.3736420531401477,3.075289207967875,3000.4659669505522,6.665100531222065,0.6484374814683181,0.6483197953200892,10.549957275117023
1.17,0.9498050777698637,11.320286036876373,10.00005764104319,531.2783493527262,0.4732770342132378,139.2661072260009,0.3736405441301331,3.075272072694778,3000.46999203276,6.665225862707489,0.6484525096039124,0.6483387714722472,10.579793459513391
1.18,0.9498040985654401,11.320453537188623,10.000058220843918,531.2750361084388,0.4732751468841859,139.26577306722945,0.37363904765798683,3.0752545497906,3000.47401706925,6.665346251786563,0.6484669945679926,0.6483571078190558,10.609417458582302
1.19,0.9498031274939708,11.32062094775371,10.000058801571921,531.2717444912937,0.4732732752356814,139.26542059660127,0.37363756361918543,3.075236651807657,3000.478042058111,6.665461824580049,0.6484809500983629,0.6483748203954315,10.638830699521936
1.2,0.9498021644878135,11.320788268770835,10.00005938322107,531.2684740128361,0.4732714191463462,139.26505031711753,0.37363609191025143,3.0752183908238426,3000.482066997512,6.66557270258382,0.6484943894302486,0.6483919246589308,10.668034601896732
1.21,0.9498012094801942,11.320955500437005,10.00005996578558,531.2652242126226,0.4732695784813426,139.26466270223085,0.3736346324290375,3.0751997781630265,3000.4860918857507,6.66567899992617,0.6485073249996214,0.6484084351607738,10.697030577832153
