t,V,h,Ca_i,d,Ca_lum,n
0.27,-37.06835180461947,0.1271865110945039,1.09336037349031,0.010278189699397412,104.4343697301556,0.24930359516391645
0.28,-37.78415386333313,0.14223942953254506,1.0390552216738649,0.008282718117196662,104.54744908519987,0.23591979246390551
0.29,-38.386899860238486,0.15671724926563396,0.9840658343884864,0.006687600594130456,104.64371580513664,0.22400883442049907
0.3,-38.89436833809953,0.17043332411023876,0.9317339375081756,0.005455130228621751,104.72353258356375,0.21358557103602646
0.31,-39.31987316653482,0.18325333036817854,0.8842010759626725,0.0045267722284234235,104.78808573907459,0.2045827518781586
0.32,-39.67451863029351,0.19508453361169384,0.8425781265268809,0.0038400795422761738,104.83904433761019,0.19688984041815297
0.33,-39.96830758496855,0.20587252315014282,0.8071833144891648,0.0033380517683591197,104.87828335065656,0.19037563165141846
0.34,-40.21046589409789,0.21559930182824297,0.7777877947272459,0.0029731677631053494,104.90768150788399,0.18490189603833526
0.35000000000000003,-40.40940917463454,0.22427976335939986,0.7538326653719398,0.002708124790993586,104.92899002560485,0.18033205482173617
0.36,-40.57263217374397,0.231956144330816,0.7345999212400831,0.0025148471899891006,104.94376034455476,0.17653679501587752
0.37,-40.706644212992096,0.23869127277762162,0.7193334939234263,0.002372814312934757,104.9533159491924,0.17339752668256958
0.38,-40.81697782301774,0.24456167969972323,0.7073151136874477,0.0022673173387460924,104.95875392918427,0.1708081891119695
0.39,-40.908254503281455,0.2496513663767156,0.6979053151514865,0.0021879350209163284,104.96096367609398,0.1686758465490931
0.4,-40.984284354117264,0.2540466768289022,0.690559435333895,0.002127321801845059,104.96065400620796,0.16692040573818623
0.41000000000000003,-41.048178387018886,0.2578323993969954,0.6848280826709099,0.002080299304859483,104.95838249939845,0.16547377663368393
0.42,-41.10245965336466,0.2610890417969548,0.6803490285599707,0.0020432012107197035,104.9545834655222,0.1642787154508356
0.43,-41.1491651976463,0.2638911057268928,0.6768353086644553,0.0020134123002630514,104.94959272299663,0.1632875343909598
0.44,-41.189935765558154,0.26630616531590884,0.6740623973207083,0.0019890483275227526,104.94366862731378,0.16246079212133652
0.45,-41.22609144009289,0.2683945350250054,0.6718562426304319,0.001968737056576498,104.9370091631971,0.16176606431083956
0.46,-41.25869431688958,0.27020934727563023,0.6700828002278436,0.0019514670083510786,104.92976564041092,0.1611768231339091
0.47000000000000003,-41.288600513687726,0.2717969342657655,0.6686391996490242,0.0019364838036035462,104.92205353484269,0.16067143583108479
0.48,-41.31650192461355,0.27319735100086107,0.6674466218883736,0.0019232167766197788,104.91396093042792,0.1602323008049485
0.49,-41.34295929970984,0.2744449961813077,0.666444768721977,0.0019112319769316157,104.90555480152106,0.15984513295248176
0.5,-41.368428979623474,0.2755692468775336,0.6655874809071133,0.001900193793685763,104.89688603711038,0.15949834158853538
0.51,-41.393284426578475,0.27659508976401154,0.6648393232262402,0.0018898409583253297,104.88799320214527,0.1591825242459689
0.52,-41.41783301250463,0.27754371170971365,0.6641730416264131,0.0018799681268090469,104.87890537274022,0.1588900501247475
0.53,-41.44232958731562,0.2784330435338683,0.6635675871007524,0.0018704124369430808,104.86964432690912,0.1586147160962194
0.54,-41.4669871740773,0.2792782465011926,0.6630066368435118,0.001861043685230932,104.86022619026024,0.15835146893363805
0.55,-41.49198557670569,0.2800921440336601,0.6624774567570508,0.0018517568378929128,104.85066270911913,0.15809617759101088
0.56,-41.51747813991159,0.280885596955514,0.6619700636760679,0.0018424665611774115,104.84096219714827,0.1578454520461432
0.5700000000000001,-41.54359708678856,0.2816678209124617,0.6614765882466604,0.0018331030088012624,104.83113026181849,0.15759649840474133
0.58,-41.57045794361215,0.28244666735913726,0.6609907733897917,0.0018236083534113369,104.82117038620845,0.15734699735859997
0.59,-41.59816297576492,0.2832288577829165,0.6605076071602639,0.0018139345125784733,104.81108435291092,0.15709501092408262
0.6,-41.62680394230506,0.2840201825091025,0.6600230420892738,0.0018040410171755352,104.80087258292396,0.15683890532389286
0.61,-41.65646426999881,0.28482566641407847,0.6595337841203364,0.0017938935640837864,104.79053438964691,0.1565772908849214
0.62,-41.68722085184687,0.28564970882062213,0.6590371172447261,0.001783462914769036,104.78006818787868,0.1563089728833363
0.63,-41.719145407002244,0.2864962000506371,0.658530785924094,0.00177272383138989,104.76947164860853,0.1560329123142375
0.64,-41.7523055737965,0.2873686178145889,0.6580129001582614,0.001761654382603148,104.75874182079822,0.15574819504238974
0.65,-41.78676582692925,0.28827010770077577,0.6574818483387408,0.0017502355017546137,104.74787523700405,0.1554540068746788
0.66,-41.82258812815791,0.2892035493722725,0.6569362469889904,0.001738450456037531,104.73686798818126,0.15514961373443337
0.67,-41.85983236398314,0.29017160561099303,0.6563749070207956,0.0017262845019261608,104.72571577670249,0.1548343477902641
0.68,-41.89855685163533,0.29117677377683854,0.6557967832111693,0.0017137246772608971,104.71441398145569,0.154507592866719
0.6900000000000001,-41.93881860068758,0.29222141894622894,0.6552009475450968,0.0017007596801802045,104.70295769768151,0.15416877598553672
0.7000000000000001,-41.98067346239621,0.2933078025481072,0.6545865800233152,0.001687379647008071,104.69134176513715,0.1538173603052687
0.71,-42.02417625699301,0.29443810569629586,0.6539529520967466,0.0016735760614900877,104.6795607987137,0.15345283939447546
0.72,-42.06938084665206,0.29561444713762963,0.6532994108515613,0.001659341757687533,104.6676092159067,0.15307473329249782
0.73,-42.11634015100836,0.2968388983532168,0.6526253694142916,0.00164467090428738,104.65548126039974,0.1526825854540637
0.74,-42.16510609012806,0.29811349413792887,0.6519303049876918,0.0016295589686026405,104.64317102013922,0.15227596095396512
0.75,-42.215729491154065,0.2994402408615814,0.6512137581054891,0.0016140026845300316,104.63067244546102,0.15185444525794792
0.76,-42.268259991914356,0.3008211213801384,0.6504753262619816,0.0015980001315188943,104.6179793686333,0.151417643939366
0.77,-42.32274590493769,0.3022580983624214,0.6497146615936548,0.0015815507899215638,104.60508552195817,0.15096518283470603
0.78,-42.379234050793784,0.30375311592029186,0.6489314722147117,0.001564655564711388,104.59198455413083,0.15049670856001768
0.79,-42.43776955719069,0.3053080999124557,0.64812552648006,0.0015473167747174442,104.57867004701104,0.1500118892822784
0.8,-42.49839560159748,0.30692495553368415,0.6472966545174359,0.0015295382595373879,104.56513553290097,0.14951041672540716
0.81,-42.56115327955415,0.3086055649668347,0.6464447445610847,0.0015113253923637003,104.5513745161984,0.14899200677645216
0.8200000000000001,-42.62608136636441,0.310351783845499,0.6455697469703331,0.0014926851076544467,104.5373804909461,0.14845640118892792
0.8300000000000001,-42.693216026481224,0.3121654364508842,0.6446716772709661,0.0014736260330705999,104.52314695847971,0.14790337026433542
0.84,-42.76259065824615,0.3140483108958048,0.6437506173394509,0.0014541583935757493,104.50866744715542,0.1473327135326773
0.85,-42.83423546636642,0.31600214959283945,0.6428067248491698,0.0014342939877778084,104.49393553760233,0.1467442630220338
0.86,-42.90817729472146,0.31802864640241146,0.641840233309506,0.0014140463679060255,104.47894486876116,0.14613788537371045
0.87,-42.984439400401044,0.3201294356196014,0.6408514343473576,0.0013934311412709063,104.46368918811349,0.1455134848133341
0.88,-43.06304106129132,0.3223060836344381,0.639840703279108,0.0013724654821019892,104.44816234769884,0.14487100458215482
0.89,-43.14399750723168,0.324560077545579,0.638808511119699,0.0013511674193206293,104.43235834524762,0.14421042438250672
0.9,-43.2273196245673,0.3268928222628077,0.6377553919338044,0.001329557228592537,104.41627133694121,0.14353176874219467
0.91,-43.313013736353355,0.3293056273186639,0.6366819584921203,0.0013076566899995511,104.39989566484716,0.14283510599407231
0.92,-43.40108130649245,0.3317996950545068,0.6355889044041545,0.0012854890502959075,104.38322588433974,0.14212055066466905
0.93,-43.491519071137546,0.33437611975076537,0.6344769989460304,0.0012630789103015507,104.36625676831227,0.14138826203192734
0.9400000000000001,-43.58431840613982,0.3370358649770138,0.6333470906428854,0.0012404522557262854,104.34898335790831,0.1406384499564409
0.9500000000000001,-43.67946532039474,0.33977975849251824,0.6322001062642202,0.00121763628070626,104.3314009719378,0.1398713740685763
0.96,-43.776940618827105,0.34260848558460827,0.6310370432295032,0.0011946590532504876,104.3135052223261,0.1390873411622356
0.97,-43.87671950605517,0.34552257424714694,0.6298589743581201,0.0011715494880171586,104.29529204518899,0.13828670879013644
0.98,-43.9787717251042,0.34852239338557456,0.6286670387017416,0.0011483373118278154,104.27675770590133,0.13746988393444268
0.99,-44.08306117803077,0.35160812750801335,0.6274624282981749,0.001125053094229985,104.25789885458869,0.1366373264360636
1.0,-44.189546610758455,0.35477979111138125,0.6262463822482884,0.0011017278113573605,104.23871249190415,0.1357895414116139
1.01,-44.298180958408686,0.3580372017628291,0.6250202008723655,0.0010783926608377513,104.21919602306134,0.13492708379316698
1.02,-44.40891176444,0.36137998260433585,0.6237852287491812,0.0010550788448599202,104.19934725128651,0.13405055442476146
1.03,-44.521681300076715,0.3648075569506675,0.6225428477091666,0.001031817432984061,104.17916438769593,0.13316059836702535
1.04,-44.63642630212476,0.3683191283833128,0.6212944739905533,0.0010086391552983835,104.15864608978048,0.1322579062230092
1.05,-44.75307874638383,0.37191369594701434,0.6200415395592656,0.000985574383519936,104.13779143010605,0.13134320634027458
1.06,-44.8715657548611,0.3755900406369306,0.6187854850987017,0.000962652988888345,104.11659992219869,0.13041726529016295
1.07,-44.99180981844954,0.3793467243407833,0.6175277577222764,0.0009399040549368649,104.09507151951895,0.12948088483757914
1.08,-45.11372914821321,0.3831820899520158,0.616269812013904,0.0009173553721047563,104.07320660964214,0.1285348967743838
1.09,-45.237237776492734,0.38709426249015155,0.6150131011222513,0.0008950336137290753,104.05100601376883,0.12758016213042286
1.1,-45.362246215671746,0.3910811499670338,0.6137590395186083,0.0008729645674485294,104.02847098740766,0.12661756497136428
1.11,-45.48866129534382,0.3951404456697655,0.6125090284306118,0.0008511726771934454,104.00560321112233,0.12564801280038318
1.12,-45.61638697064629,0.3992696326037151,0.6112644293292826,0.0008296808781318315,103.98240478003576,0.12467242751037189
1.1300000000000001,-45.74532464039755,0.40346599278038914,0.6100265662703092,0.0008085104082043056,103.95887818521848,0.1236917416816681
1.1400000000000001,-45.87537316222971,0.40772660866271293,0.6087967212854632,0.0007876810076973964,103.93502631343425,0.12270689897229341
1.1500000000000001,-46.006429598579906,0.41204837603898803,0.607576123073438,0.0007672106823587582,103.91085242146241,0.12171884573414075
1.16,-46.13838963252811,0.41642801699440074,0.606365940114813,0.0007471157408214678,103.88636011531656,0.12072852700595268
1.17,-46.27114762188183,0.42086208290206645,0.6051672822201503,0.0007274107979019678,103.86155334535688,0.1197368859358667
1.18,-46.404597205055566,0.42534697018320755,0.6039811916585447,0.0007081087343399538,103.8364363793645,0.1187448575410539
1.19,-46.53863182804035,0.4298789394482676,0.6028086401405639,0.0006892207013058972,103.81101377187895,0.11775336350147972
1.2,-46.67314483476879,0.4344541212798826,0.6016505292398795,0.0006707561606604787,103.78529035641864,0.11676331151349974
1.21,-46.80802985409279,0.43906852949282626,0.6005076870859452,0.0006527228881728852,103.75927122430319,0.11577559147748964
1.22,-46.943181437279186,0.4437180887055471,0.5993808657291322,0.0006351270518656278,103.73296168358513,0.11479106970120437
1.23,-47.07849517543635,0.44839864329616697,0.5982707423854458,0.0006179732721025551,103.70636724757789,0.11381058817841364
1.24,-47.21386774669517,0.4531059586168543,0.5971779189444621,0.000601264614244887,103.67949363264393,0.11283496408780955
1.25,-47.349197796455734,0.4578357664913486,0.5961029218377845,0.0005850027733266222,103.65234669403972,0.1118649824620553
1.26,-47.48438581557399,0.46258376442233917,0.5950462040214679,0.000569188141101011,103.62493243023489,0.11090139764248834
1.27,-47.6193347009474,0.46734564444782783,0.5940081459585105,0.0005538198538836155,103.59725694102023,0.10994492862004421
1.28,-47.75394974485397,0.4721170991527782,0.5929890598727413,0.0005388957969230649,103.56932642071179,0.10899625971385818
1.29,-47.888138818134436,0.47689383582800243,0.5919891916417117,0.0005244127897920706,103.54114714007825,0.10805603956073032
1.3,-48.02181264182356,0.48167159673742,0.591008721585011,0.0005103666519764529,103.51272542157392,0.10712487964391726
1.31,-48.15488487573706,0.4864461710301544,0.5900477676324352,0.0004967523197369193,103.48406762561977,0.10620335433673161
1.32,-48.28727237590477,0.4912134164118784,0.5891063890001191,0.00048356396587671775,103.45518012405913,0.10529199958998191
1.33,-48.41889525168597,0.49596926863005164,0.5881845924815171,0.00047079499413621727,103.42606928607597,0.10439131287979736
1.34,-48.549677072677184,0.5007097596807082,0.5872823327463115,0.00045843821918415404,103.39674145792765,0.10350175254949291
1.35,-48.679544796985844,0.5054310219906974,0.5863995190652909,0.00044648588157911547,103.36720295578156,0.10262373917497969
1.36,-48.808428961242925,0.5101293063994744,0.5855360170787869,0.0004349297111349648,103.33746004536025,0.10175765498234533
1.37,-48.93626361711289,0.5148009870913169,0.5846916530411552,0.0004237609664214423,103.30751893581136,0.10090384543385171
1.3800000000000001,-49.06298638041031,0.5194425721506204,0.5838662158917066,0.00041297067893409663,103.27738576705286,0.100062619989703
1.3900000000000001,-49.18853849284144,0.5240507145241619,0.5830594620507972,0.0004025495839659175,103.24706659610881,0.09923425240337044
1.4000000000000001,-49.31286472027168,0.5286222148127745,0.5822711193633111,0.00039248817212973264,103.21656739268228,0.098418982959258
1.41,-49.435913422605445,0.5331540315188837,0.5815008896564524,0.00038277681460887963,103.1858940263318,0.09761701843831767
1.42,-49.557636466060075,0.5376432827018071,0.5807484530602248,0.0003734057541928965,103.15505226190918,0.09682853369743435
1.43,-49.67798918178357,0.542087249601273,0.5800134698735019,0.0003643651883949199,103.12404775406453,0.09605367305373641
1.44,-49.79693034907762,0.5464833828826339,0.5792955846541239,0.00035564530659524743,103.09288603830136,0.09529255124147475
1.45,-49.91442205078907,0.5508292980493809,0.578594427338301,0.0003472363088613487,103.06157253317383,0.09454525560651308
1.46,-50.03042967702016,0.5551227829086499,0.5779096172639695,0.00033912846874457485,103.03011253008725,0.09381184682150799
1.47,-50.144921776059654,0.5593617920517547,0.5772407644092535,0.0003313121393254727,102.99851119590512,0.09309236101028309
1.48,-50.25786999789223,0.5635444479521016,0.5765874721205689,0.00032377778579331255,102.96677356839969,0.092386810713403
1.49,-50.36924901053046,0.567669041801481,0.575949339570395,0.000316516021309066,102.9349045530771,0.09169518659658042
1.5,-50.47903636498493,0.571734025299963,0.5753259623832193,0.0003095176136511461,102.90290892677541,0.09101745866357078
1.51,-50.58721244595001,0.5757380156542199,0.574716936151743,0.0003027735281718078,102.87079133075993,0.0903535778457502
1.52,-50.69376029940848,0.579679781212524,0.574121855655142,0.0002962748760986749,102.8385562794454,0.08970347716195566
1.53,-50.79866559609007,0.583558248900269,0.5735403188817905,0.00029001300243735673,102.80620815146546,0.08906707331737729
1.54,-50.90191645951213,0.5873724879475103,0.5729719249260292,0.0002839794718435336,102.77375120028985,0.08844426772585794
1.55,-51.003503405326825,0.5911217148736505,0.5724162782941504,0.00027816607759539646,102.74118954700691,0.08783494813680139
1.56,-51.10341919843816,0.5948052799065681,0.5718729876038563,0.0002725647570110026,102.70852718895246,0.08723898939901929
1.57,-51.20165876622582,0.598422668063282,0.5713416680534551,0.00026716772295727864,102.67576799572024,0.08665625518406594
1.58,-51.298219087158074,0.6019734878720445,0.5708219396235564,0.0002619675326920454,102.64291571610642,0.0860865984259801
1.59,-51.39309907861432,0.6054574697433664,0.57031343063633,0.0002569569126136758,102.60997397632552,0.0855298630660332
1.6,-51.48629949609906,0.6088744558941648,0.5698157772507183,0.0002521286323172873,102.57694628632098,0.08498588427134082
1.61,-51.57782282021809,0.6122243992029754,0.5693286244251503,0.0002474758560501498,102.54383603696384,0.08445449063456806
1.62,-51.66767319562782,0.6155073503252397,0.568851622244472,0.00024299202797056665,102.51064651021267,0.08393550307422074
1.6300000000000001,-51.7558562721504,0.618723457961483,0.5683844321254983,0.00023867077557568312,102.47738087401379,0.08342873798047246
1.6400000000000001,-51.842379156888505,0.621872958738937,0.5679267234334925,0.00023450594471851276,102.44404219054641,0.08293400633425622
1.6500000000000001,-51.927250307941954,0.6249561715554213,0.5674781743720911,0.00023049158778342516,102.41063341820279,0.08245111481058566
1.6600000000000001,-52.01047941723572,0.6279734928575587,0.567038472965717,0.00022662200955594046,102.3771574121498,0.08197986733359285
1.67,-52.09207739439892,0.6309253907495842,0.5666073153802828,0.0002228916710423765,102.34361693087371,0.08152006408006524
1.68,-52.17205617524926,0.6338123970859291,0.5661844083168127,0.00021929526419903718,102.31001463587262,0.08107150415950269
1.69,-52.25042877383852,0.6366351067301212,0.565769465750195,0.00021582768991229687,102.2763530966134,0.08063398395068029
1.7,-52.32720907766332,0.6393941666786241,0.5653622118766586,0.00021248403007530456,102.2426347926452,0.08020729959427911
1.71,-52.40241185602842,0.6420902750868343,0.5649623792589239,0.00020925955984672656,102.20886211645772,0.07979124622707398
1.72,-52.47605267973276,0.6447241758972572,0.5645697088146652,0.000206149741983953,102.17503737633096,0.07938561854382237
1.73,-52.5481477951489,0.6472966510048234,0.564183950583901,0.0002031502193441743,102.14116279946496,0.07899021203742933
1.74,-52.61871416222159,0.6498085219959782,0.5638048628776492,0.00020025680617378764,102.10724053382711,0.07860482188628468
1.75,-52.687769263222535,0.6522606377418875,0.5634322125198375,0.00019746549147318246,102.07327265216998,0.07822924505100345
1.76,-52.75533117861007,0.6546538794024214,0.5630657743356751,0.0001947724061672075,102.03926115321663,0.07786327886064814
1.77,-52.82141841544723,0.6569891486825885,0.5627053314117412,0.0001921738430183964,102.00520796561047,0.07750672264117509
1.78,-52.88604992136914,0.6592673690690429,0.5623506744335258,0.00018966624570947976,101.97111494956988,0.07715937723537071
1.79,-52.94924503673021,0.6614894826729568,0.5620016014046397,0.00018724620443258283,101.9369838993585,0.07682104519560067
1.8,-53.01102338267832,0.6636564424267223,0.5616579180017491,0.00018491043977603345,101.90281654665581,0.07649153161966435
1.81,-53.07140492369855,0.6657692172530163,0.5613194364175442,0.00018265579925478079,101.86861456074055,0.07617064330326928
1.82,-53.1304097969685,0.6678287795826855,0.5609859759838967,0.0001804792578196218,101.83437955366509,0.07585819007944525
1.83,-53.18805839517892,0.6698361124668096,0.560657362695861,0.00017837793486673423,101.80011307917813,0.07555398382843993
1.84,-53.2443712353741,0.6717921998510219,0.5603334288673342,0.0001763490614221516,101.76581663746389,0.07525783943140812
1.85,-53.29936896892213,0.6736980280720694,0.5600140130935526,0.00017438996962346342,101.73149167581853,0.07496957447868946
1.86,-53.35307235907661,0.6755545847688116,0.5596989601083233,0.00017249808104575053,101.69713959027878,0.07468900925803132
1.87,-53.40550219242934,0.6773628525300988,0.5593881204088154,0.00017067093824283872,101.66276172920188,0.07441596729184252
1.8800000000000001,-53.45667933628416,0.6791238141021547,0.5590813503076262,0.00016890623382705407,101.62835939267178,0.07415027474487546
1.8900000000000001,-53.506624612030976,0.6808384430778917,0.5587785115445497,0.0001672017264816024,101.59393383702135,0.07389176117582044
1.9000000000000001,-53.555358864637014,0.6825077097631587,0.558479470731914,0.00016555519751610347,101.55948627388035,0.07364025895076577
1.9100000000000001,-53.602902870289,0.6841325748062105,0.5581840995641412,0.0001639645232259433,101.52501787384116,0.07339560370062394
1.92,-53.649277341413544,0.6857139901972635,0.5578922747732122,0.00016242772795645952,101.49052976714094,0.0731576341698788
1.93,-53.69450292096877,0.6872528994470184,0.5576038780715088,0.00016094302900317682,101.45602304469159,0.07292619213174706
1.94,-53.73860011941059,0.6887502331319939,0.557318795260417,0.00015950861459888507,101.42149876114,0.07270112267126706
1.95,-53.78158937416005,0.6902069136753088,0.5570369156959607,0.00015812239886750789,101.38695793344363,0.07248227374884862
1.96,-53.82349093003961,0.6916238475437009,0.5567581333642244,0.00015678262779116183,101.35240154603774,0.07226949673230328
1.97,-53.864324902780304,0.6930019301117992,0.5564823464997004,0.00015548785798540632,101.31783054903318,0.07206264597635167
1.98,-53.90411125631439,0.6943420445898814,0.5562094579075113,0.00015423722430951223,101.28324585971389,0.07186157884660128
1.99,-53.942869730120634,0.6956450570853259,0.5559393733031773,0.00015302961972505166,101.24864836641956,0.07166615599762732
2.0,-53.9806199260416,0.6969118233574071,0.5556720020541438,0.00015186189137884976,101.21403892626108,0.07147624088648748
2.0100000000000002,-54.017381212642924,0.6981431824965728,0.555407257140334,0.00015073146554215426,101.17941836886716,0.07129170011419193
2.02,-54.053172747117706,0.6993399583447377,0.5551450536460628,0.00014963615480348422,101.14478749633842,0.07111240327942488
2.0300000000000002,-54.088013577734806,0.7005029631541487,0.5548852997462788,0.00014857936096564756,101.11014707889635,0.0709382226457472
2.04,-54.12192244898938,0.7016329908716177,0.5546279110415228,0.00014756077769332904,101.07549786513835,0.07076903359605004
2.05,-54.15491780278936,0.7027308210955403,0.5543728227723022,0.00014658037754055993,101.04084057748534,0.07060471429794861
2.06,-54.18701754471651,0.7037972190379824,0.5541200310069441,0.00014562903963537415,101.00617592430713,0.07044514600857957
2.07,-54.2182399787122,0.7048329330591474,0.553869401953941,0.00014470908854535911,100.97150459405708,0.07029021282211304
2.08,-54.248602875813035,0.7058386972534967,0.5536208682367271,0.00014381996538399933,100.93682723997459,0.07013980113308578
2.09,-54.278123741776724,0.7068152307997588,0.5533743679504158,0.00014296060155967897,100.90214449634007,0.06999380004303707
2.1,-54.30681978970375,0.7077632346284775,0.5531298383383306,0.00014213015020786128,100.86745697397903,0.06985210183240516
2.11,-54.33470806013887,0.7086833999095852,0.5528872189256318,0.00014132773008914402,100.83276527096339,0.06971460044881628
2.12,-54.361805304055636,0.7095764014832557,0.5526464532162066,0.00014055239945314786,100.79806996447299,0.06958119263368591
2.13,-54.388127961147994,0.7104428962675586,0.5524074866343484,0.00013980328392012849,100.76337161012052,0.06945177816248954
2.14,-54.41369231366591,0.7112835324371759,0.5521702655423134,0.00013907953779095572,100.72867075333538,0.06932625824744852
2.15,-54.43851433550332,0.7120989409224696,0.5519347384629355,0.00013838035644522196,100.69396791921058,0.06920453696603933
2.16,-54.462609701394456,0.7128897363799819,0.55170085582224,0.00013770497326934806,100.65926361449552,0.06908652104197842
2.17,-54.485993951117216,0.713656526178646,0.5514685689706089,0.00013705263674737458,100.62455833803529,0.06897211839318422
2.18,-54.50868217234181,0.7143998932086941,0.5512378322305418,0.00013642264915498555,100.58985256162481,0.06886124092859199
2.19,-54.53068923180288,0.715120409476107,0.5510086013168499,0.0001358143165245898,100.55514674492333,0.06875380219030981
2.2,-54.55202971185872,0.7158186325029162,0.5507808337627428,0.0001352269606389868,100.52044133211557,0.06864971797369189
2.21,-54.57271799145523,0.716495109907864,0.5505544878525379,0.0001346599407837133,100.48573675817283,0.06854890565131698
2.22,-54.5927681607372,0.7171503744630365,0.5503295237063213,0.00013411263584586872,100.4510334419066,0.06845128492312885
2.23,-54.61219409749987,0.7177849496005801,0.5501059020892842,0.0001335844475771173,100.41633179389663,0.06835677688330248
2.24,-54.631009412178166,0.718399344952846,0.5498835854387104,0.00013307479995989976,100.38163221043068,0.0682653048263647
2.25,-54.64922744445647,0.7189940568590152,0.5496625376912792,0.00013258313647762098,100.34693507643559,0.06817679422234124
2.2600000000000002,-54.66686131398559,0.719569571071136,0.5494427237489017,0.00013210892614181865,100.31224076490027,0.06809117209768666
2.27,-54.68392385963894,0.7201263603250829,0.5492241099872405,0.00013165164436457652,100.27754963834495,0.06800836747793028
2.2800000000000002,-54.70042767569468,0.7206648852085418,0.5490066640580453,0.00013121079183482475,100.24286204701238,0.06792831130727345
2.29,-54.716385113137775,0.7211855950357275,0.5487903546741851,0.00013078588882831253,100.20817833070825,0.06785093624615296
2.3000000000000003,-54.731808283983675,0.7216889293609251,0.5485751512372438,0.00013037646693147653,100.17349882178361,0.06777617632980754
2.31,-54.74670903491186,0.7221753136599712,0.5483610249030698,0.00012998208202288146,100.13882383799414,0.06770396788254447
2.32,-54.76109901764753,0.7226451670434278,0.5481479469837974,0.00012960228971392072,100.10415369368152,0.06763424804034941
2.33,-54.77498961130597,0.7230988947623597,0.5479358903525124,0.00012923667138087239,100.06948868947578,0.06756695611962625
2.34,-54.788391976903455,0.7235368929819829,0.5477248285752678,0.0001288848223646889,100.03482911863708,0.0675020327856929
2.35,-54.80131707254659,0.7239595499554821,0.547514735695674,0.00012854635202988118,100.00017526855751,0.06743941986345524
2.36,-54.81377558546436,0.7243672406473202,0.5473055872254897,0.00012822088566544969,99.96552741383205,0.06737906121813121
2.37,-54.82577805202288,0.7247603355935829,0.5470973588582172,0.00012790804380246142,99.93088582752351,0.06732090136488103
2.38,-54.83733471873422,0.7251391910403832,0.5468900276463012,0.00012760747889324484,99.89625076872225,0.06726488697546547
2.39,-54.848455633973,0.7255041554019116,0.5466835712629272,0.00012731884953629202,99.86162249068042,0.06721096589682816
