t,Cdc25_P,Wee1_P,UbE,cyclin,cyclin_Cdc2,MPF_active,Tyr15P_dimer,MPF_pre,IE_P
0.1,3.464981210369843e-07,3.9897798413484233e-07,4.461083627721377e-10,0.9986218544105897,0.09383410765093111,0.0011573392551161325,0.0047338233157053775,7.903727973720533e-05,2.0593205350292375e-07
0.11,4.5712580005655547e-07,5.275677011333521e-07,6.28910857306634e-10,0.9984969417503574,0.10257237463519084,0.0013897340732579888,0.005696960411574429,0.00010464950579026642,2.672755482763582e-07
0.12,5.882474296393861e-07,6.804512599595657e-07,8.577671394113354e-10,0.9983742784172845,0.11119964089427763,0.0016413463321882779,0.0067432631711426515,0.0001351549589273935,3.384334618860251e-07
0.13,7.413245132202366e-07,8.594874530445683e-07,1.13790432962085e-09,0.9982538411075275,0.11971741148853174,0.0019117079720183863,0.007871329147353067,0.00017094261026125046,4.197625780216739e-07
0.14,9.177560839565254e-07,1.0664798401375806e-06,1.4744692118181088e-09,0.9981356067653347,0.12812717038681581,0.0022003601135348475,0.009079776446762602,0.00021239253989787564,5.115519274155744e-07
0.15,1.1188855088887569e-06,1.3031814967772983e-06,1.8723210933321214e-09,0.9980195525718135,0.13643038170975916,0.0025068523932419906,0.01036724250377205,0.00025987659565148525,6.140483445694415e-07
0.16,1.3459966390301011e-06,1.5712923310458468e-06,2.3361572480013016e-09,0.9979056559512605,0.14462848902817016,0.002830743338903454,0.011732384772369223,0.0003137580210175842,7.274416593055701e-07
0.17,1.600326003352106e-06,1.8724677209347983e-06,2.870370166494131e-09,0.9977938945501574,0.1527229176584124,0.003171599152368977,0.013173878463594345,0.0003743926605191059,8.518994725981002e-07
0.18,1.8830522158322137e-06,2.2083109988941775e-06,3.4791502863141247e-09,0.997684246255501,0.16071507266199098,0.003528994769364495,0.014690418517278982,0.0004421279102515039,9.875379861440238e-07
0.19,2.1952953515127185e-06,2.5803729908633396e-06,4.166459986447005e-09,0.9975766891960078,0.16860633871806252,0.003902513925573491,0.01628071972762828,0.0005173026525020307,1.134421850215814e-06
0.2,2.5381223027324685e-06,2.990155796777157e-06,4.9359472795726805e-09,0.9974712017329797,0.17639808112456853,0.004291748624684964,0.01794351575635223,0.0006002477825743529,1.292580592165093e-06
0.21,2.9125485663973413e-06,3.4391140397639047e-06,5.790895492711406e-09,0.9973677624573396,0.18409164612580733,0.0046962989633471406,0.01967755880970661,0.0006912863821856035,1.4620151496100223e-06
0.22,3.319540031250721e-06,3.928656115343152e-06,6.734172947869952e-09,0.9972663501866685,0.19168836124000624,0.005115772956121179,0.0214816193155339,0.0007907338928634346,1.6427044036226958e-06
0.23,3.760017133699352e-06,4.460147303292094e-06,7.768369383759745e-09,0.9971669439568804,0.19918953613137094,0.0055497860867914466,0.023354485064454505,0.0008988985597323233,1.8346061061723107e-06
0.24,4.234863543886487e-06,5.034916442168173e-06,8.896289550178806e-09,0.9970695230036484,0.20659646452353683,0.005997960336288244,0.02529495932615827,0.001016082392463299,2.0376470856710595e-06
0.25,4.744915324136554e-06,5.65424724700374e-06,1.0119907209820236e-08,0.9969740667880174,0.21391042162405874,0.006459925466672291,0.027301863383525575,0.0011425798969910386,2.251759669252461e-06
0.26,5.290967107621027e-06,6.319383011964949e-06,1.1440661044256164e-08,0.996880554983503,0.22113266546146557,0.006935318338742686,0.029374035216181683,0.0012786787502233,2.476877822687128e-06
0.27,5.87377469425218e-06,7.0315284954634524e-06,1.2859468087864251e-08,0.996788967471298,0.22826443739871685,0.007423782643568917,0.031510328994598935,0.001424660065748689,2.712941769772735e-06
0.28,6.494056984697894e-06,7.791851284756292e-06,1.4376684978055311e-08,0.9966992843369761,0.23530696249450783,0.007924968710490943,0.03370961472393897,0.0015807985839857341,2.9599041782163745e-06
0.29,7.1524978921102245e-06,8.601483145802045e-06,1.5992071160019265e-08,0.996611485867227,0.24226144986093578,0.008438533317133932,0.03597077789148655,0.0017473628603335083,3.2177362025506493e-06
0.3,7.849725036682155e-06,9.461506013510213e-06,1.770678825384238e-08,0.9965255525790685,0.2491290892303054,0.008964141598262929,0.03829272285566354,0.0019246133713923153,3.486284588808744e-06
0.31,8.58631662561432e-06,1.0372956628396671e-05,1.952292754125584e-08,0.9964414652096314,0.2559110521240002,0.009501466406667219,0.04067437169280265,0.0021128031486260953,3.7653095887062936e-06
0.32,9.362825356011258e-06,1.1336842434968435e-05,2.144154452944349e-08,0.9963592046821335,0.26260849580083095,0.010050186135166408,0.043114660300578644,0.0023121799385047636,4.054632075977248e-06
0.33,1.0179766770862667e-05,1.2354133963607758e-05,2.3463811004403056e-08,0.996278752121576,0.2692225614013419,0.010609985752069133,0.045612540230028475,0.002522985175084028,4.354052629122102e-06
0.34,1.1037620172003624e-05,1.342576551968074e-05,2.559106582838268e-08,0.996200088852877,0.2757543741423997,0.011180556701476795,0.04816697849394228,0.0027454540785944704,4.66335116722137e-06
0.35000000000000003,1.1936835065943673e-05,1.455263965107361e-05,2.7823771290321282e-08,0.9961231963902887,0.2822050444844611,0.011761596278110933,0.05077695641601701,0.00297981627470654,4.982335768126985e-06
0.36,1.2877834521532375e-05,1.5735629506804564e-05,3.016108032045448e-08,0.99604805643168,0.28857566875594004,0.012352807295434538,0.05344146901540713,0.0032262961231809702,5.310864035573522e-06
0.37,1.3861006169808032e-05,1.6975572756412044e-05,3.2602848182783485e-08,0.9959746508722812,0.2948673276050737,0.012953898927439497,0.05615952653375898,0.003485111883575017,5.648754616077828e-06
0.38,1.4886708084450526e-05,1.8273275671392363e-05,3.5148700661586707e-08,0.9959029617949925,0.3010810870677956,0.013564586137169755,0.0589301533823839,0.003756476281302181,5.995830991428906e-06
0.39,1.595527005473988e-05,1.962951406015325e-05,3.7798013648227055e-08,0.9958329714679489,0.307217998825613,0.014184589542834728,0.061752387888236226,0.004040596640099277,6.351924314572389e-06
0.4,1.7066991106201868e-05,2.1045031787549395e-05,4.0549778297776416e-08,0.9957646623467206,0.3132790998925271,0.014813635608251111,0.06462528260393606,0.0043376746924105244,6.7168621810881015e-06
0.41000000000000003,1.8222135627902643e-05,2.2520538398085122e-05,4.340242027323468e-08,0.9956980170782266,0.3192654120902943,0.015451456953589997,0.06754790482689421,0.004647906270296085,7.090452255145656e-06
0.42,1.942094545012344e-05,2.4056716999884366e-05,4.635414457183371e-08,0.9956330184850105,0.32517794394666016,0.016097791288929394,0.07051933472474159,0.004971482364036502,7.47252479880308e-06
0.43,2.0663636465608307e-05,2.5654222205649922e-05,4.94027710455389e-08,0.9955696495685471,0.33101769024565547,0.016752381682352255,0.07353866578032592,0.005308588855396194,7.862918122087473e-06
0.44,2.195039936011297e-05,2.731368071710716e-05,5.254570532741988e-08,0.995507893507489,0.3367856322021232,0.017414976473237406,0.07660500462001986,0.005659406603246845,8.26147920836148e-06
0.45,2.3281399795046308e-05,2.9035691603931475e-05,5.5780717654682466e-08,0.995447733656323,0.34248273757846126,0.01808532922325823,0.07971747089942324,0.006024111491552019,8.668045197438227e-06
0.46,2.4656777252200036e-05,3.082082580513633e-05,5.910814007955035e-08,0.9953891535452045,0.34810996064318406,0.018763198765901653,0.08287519734587977,0.0064028743791724385,9.082389616288578e-06
0.47000000000000003,2.6076649350014127e-05,3.266962881029316e-05,6.252726302879855e-08,0.9953321368749746,0.3536682427763832,0.01944834885307749,0.08607732915968333,0.00679586145118629,9.504312778302938e-06
0.48,2.754111159253066e-05,3.4582620686417365e-05,6.60375739009222e-08,0.9952766675161979,0.35915851253519504,0.020140548138052702,0.08932302395061198,0.0072032342350487385,9.933611839245897e-06
0.49,2.9050238072417687e-05,3.6560296659320646e-05,6.963898420555572e-08,0.9952227295073615,0.3645816858320687,0.020839570088130477,0.09261145156263696,0.007625149686763512,1.0370075991836346e-05
0.5,3.060408184403098e-05,3.860312746805911e-05,7.333139675720853e-08,0.995170307053469,0.3699386660585215,0.02154519292797193,0.09594179395248525,0.008061760246603124,1.0813496217834495e-05
0.51,3.220267336301048e-05,4.071155845377446e-05,7.711224392419032e-08,0.9951193845267694,0.37523034391769305,0.022257199750923093,0.09931324535613512,0.008513213727749856,1.1263718015972434e-05
0.52,3.384602455906318e-05,4.288601233590412e-05,8.097993724500531e-08,0.995069946461271,0.3804575981053224,0.022975378140855537,0.10272501161641409,0.008979653691725206,1.1720568918985826e-05
0.53,3.5534128840493764e-05,4.512688932539637e-05,8.49330478919674e-08,0.9950219775517433,0.3856212953779993,0.02369952014751097,0.10617631011644349,0.009461219472263737,1.2183876437177141e-05
0.54,3.726696159639279e-05,4.743456756368207e-05,8.8970009367841e-08,0.9949754626521699,0.3907222906963677,0.024429422218602753,0.10966636963897149,0.009958046242191692,1.2653474940364644e-05
0.55,3.904448038613949e-05,4.980940337209524e-05,9.308907649763353e-08,0.9949303867745228,0.39576142732697706,0.025164885156563864,0.11319443026663033,0.010470265055782763,1.312920252239799e-05
0.56,4.086662418324229e-05,5.2251730907051895e-05,9.728824903639066e-08,0.9948867350885435,0.4007395368111046,0.02590571415333389,0.11675974341378471,0.0109980028134849,1.3610891101179157e-05
0.5700000000000001,4.273331489435118e-05,5.476186324491727e-05,1.0156528040745768e-07,0.9948444929191026,0.4056574392536302,0.026651718637391644,0.12036157154178442,0.011541382413414885,1.4098372793401557e-05
0.58,4.4644459821042524e-05,5.734009405929912e-05,1.0591772171659881e-07,0.9948036457425599,0.41051594374453215,0.027402712042987186,0.1239991877430278,0.012100522980244638,1.4591493033110367e-05
0.59,4.659995107334976e-05,5.9986697382857596e-05,1.1034285170911785e-07,0.9947641791863637,0.4153158483515808,0.0281585118309255,0.12767187574919758,0.012675539843857844,1.5090101885548375e-05
0.6,4.859966613198023e-05,6.270192808641399e-05,1.1483778062204217e-07,0.9947260790274659,0.4200579402727908,0.02891893941533448,0.13137892978145657,0.01326654461153412,1.559405328366459e-05
0.61,5.064346584023131e-05,6.548602066694067e-05,1.1940165808184139e-07,0.9946893311940764,0.4247429955965803,0.029683820315611675,0.13511965478860907,0.013873645016239779,1.6103180936020586e-05
0.62,5.2731197920393074e-05,6.83391916720634e-05,1.2403330945849729e-07,0.9946539217602256,0.429371779905795,0.03045298382409004,0.13889336585070983,0.014496945246433395,1.661732448666146e-05
0.63,5.4862697683975694e-05,7.126164027820272e-05,1.2873117078546215e-07,0.9946198369439724,0.43394504845341797,0.031226262919555273,0.1426993880062613,0.015136546031422917,1.713633020231634e-05
0.64,5.703778788474954e-05,7.425354830509185e-05,1.334939149588614e-07,0.9945870631067251,0.43846354620759637,0.032003494255797765,0.14653705620865268,0.01579254465211612,1.766004390297715e-05
0.65,5.9256279239831544e-05,7.731508067051276e-05,1.3832051139027192e-07,0.9945555867516876,0.44292800799890375,0.032784518091521456,0.15040571518149168,0.016465035010078514,1.8188310000028895e-05
0.66,6.15179709267085e-05,8.044638582973444e-05,1.4321028987995803e-07,0.9945253945223337,0.4473391586641463,0.03356917822226886,0.1543047192773555,0.017154107694585922,1.8720970350748907e-05
0.67,6.382265104855552e-05,8.364759619435416e-05,1.4816299918695933e-07,0.994496473200916,0.45169771318543145,0.0343573219150793,0.158233432341226,0.017859850046959155,1.9257863102262385e-05
0.68,6.617009545082107e-05,8.691882740919851e-05,1.5317684507451575e-07,0.9944688097090958,0.4560043765535102,0.03514879999760343,0.16219122784633666,0.0185823460714006,1.979885815072303e-05
0.6900000000000001,6.85600690124487e-05,9.026017934667295e-05,1.5824964657990606e-07,0.994442391105381,0.460259844046407,0.03594346671478513,0.16617748861973478,0.019321676576817264,2.034383582120399e-05
0.7000000000000001,7.099232718240926e-05,9.367173727261284e-05,1.633803322113569e-07,0.9944172045822475,0.464464801549736,0.03674117956228462,0.17019160652666243,0.02007791934175623,2.089265926263695e-05
0.71,7.34666154622502e-05,9.71535715891706e-05,1.685679105783707e-07,0.9943932374658974,0.46861992553337706,0.037541799312381836,0.17423298249444602,0.020851149088054508,2.144519263689215e-05
0.72,7.598266968546609e-05,0.00010070573813165476,1.7381146826895302e-07,0.9943704772149894,0.4727258831622632,0.03834518996487381,0.1783010264038932,0.02164143752902703,2.200130053116964e-05
0.73,7.854021626849945e-05,0.00010432827844708465,1.7911016658075288e-07,0.9943489114194013,0.47678333240298953,0.03915121870039214,0.18239515698482084,0.022448853415247747,2.2560847284293972e-05
0.74,8.1138972433373e-05,0.00010802122005446176,1.8446323710611657e-07,0.9943285277990241,0.48079292212624436,0.03995975583614083,0.18651480171571586,0.023273462577923898,2.3123696226912506e-05
0.75,8.377864938794526e-05,0.0001117845785258395,1.8986913136646885e-07,0.9943093141995047,0.48475529260853967,0.04077067454437241,0.19065939632821208,0.024115328208346075,2.3689727193981236e-05
0.76,8.645895425155038e-05,0.00011561835879385997,1.9532501623339542e-07,0.9942912585892871,0.48867107586406894,0.04158385067171352,0.1948283844796847,0.024974511036994607,2.4258846411984182e-05
0.77,8.917958348010991e-05,0.0001195225512229771,2.0082866516802368e-07,0.9942743490654411,0.4925408948275991,0.04239916324096019,0.19902121856295363,0.025851068833592054,2.4830944211806067e-05
0.78,9.194022638752619e-05,0.00012349713389820077,2.0637748382275225e-07,0.9942585738490615,0.49636536390126257,0.04321649414260041,0.20323735916615482,0.02674505671337565,2.5405914903556234e-05
0.79,9.474056550085753e-05,0.00012754207296294566,2.1196842226504882e-07,0.994243921283942,0.5001450890731738,0.04403572808062813,0.20747627495636628,0.027656527190351853,2.5983657273274037e-05
0.8,9.758027683657927e-05,0.0001316573229074657,2.1759790035542685e-07,0.9942303798353344,0.5038806680250382,0.04485675252483462,0.21173744257412547,0.028585530224107168,2.6564074682779778e-05
0.81,0.00010045903016105235,0.0001358428268467504,2.2326172842109306e-07,0.9942179380887262,0.5075726902372819,0.04567945766451054,0.21602034653039662,0.02953211326521656,2.7147075160753055e-05
0.8200000000000001,0.00010337648988043741,0.00014009851718180092,2.289565847227278e-07,0.9942065847481765,0.5112217371774018,0.0465037363124255,0.22032447902125518,0.030496321350143085,2.77325645768179e-05
0.8300000000000001,0.00010633231708895722,0.00014442431696718038,2.3468432967858045e-07,0.9941963086338277,0.5148283826417818,0.04732948371717102,0.22464933959083314,0.031478197287346396,2.8320427235945454e-05
0.84,0.00010932616654697936,0.00014882013818232634,2.404440835932145e-07,0.994187098683063,0.5183931924237232,0.048156597777459724,0.22899443546045994,0.03247778144332016,2.8910560578748317e-05
0.85,0.00011235768807638232,0.00015328588269871544,2.4623502787721387e-07,0.9941789439485041,0.5219167245677839,0.04898497890652684,0.2333592812780991,0.033495111876889326,2.950286241039569e-05
0.86,0.0001154265269887526,0.0001578214426556752,2.520568991996234e-07,0.9941718335967104,0.5253995294952788,0.049814529973336207,0.2377433989951699,0.03453022439706442,3.0097228306639232e-05
0.87,0.00011853232434023209,0.00016242670072946972,2.5791009764106634e-07,0.9941657569070095,0.528842150106376,0.050645156257682955,0.24214631776651016,0.03558315260706603,3.069355069795354e-05
0.88,0.0001216747171756429,0.00016710153039494236,2.6379580241230137e-07,0.9941607032703462,0.5322451218803875,0.05147676540630512,0.24656757385212283,0.03665392794734674,3.1291717890621355e-05
0.89,0.00012485333884778682,0.00017184579623093498,2.697155310508485e-07,0.9941566621880147,0.5356089729848507,0.05230926738347848,0.2510067105101841,0.03774257974410842,3.189161811575294e-05
0.9,0.00012806781996751963,0.00017665935460077666,2.7566649345306523e-07,0.9941536232694336,0.5389342244619328,0.053142574373885046,0.255463277813248,0.03884913530534434,3.249318153589225e-05
0.91,0.00013131778768410445,0.0001815420533361016,2.8164784816079117e-07,0.9941515762324559,0.5422213902083918,0.053976600812526365,0.2599368326694736,0.039973619890380604,3.309632386204883e-05
0.92,0.0001346028660578174,0.00018649373207090642,2.876597229485277e-07,0.9941505109020201,0.5454709770897832,0.05481126333185153,0.26442693871051454,0.04111605676185173,3.370095527943645e-05
0.93,0.000137922676405172,0.00019151422255823204,2.9370235237567774e-07,0.994150417208842,0.5486834850508091,0.05564648071115975,0.26893316618323393,0.042276467235413576,3.4306988322805296e-05
0.9400000000000001,0.0001412768375066069,0.0001966033489037857,2.997760556977801e-07,0.9941512851883157,0.5518594072082177,0.056482173836646006,0.27345509185873873,0.0434548707188606,3.491433817260799e-05
0.9500000000000001,0.00014466496580505778,0.0002017609277930786,3.0588121179152877e-07,0.9941531049794275,0.5549992299420957,0.057318265662333584,0.27799229894300187,0.04465128475036226,3.552292298334103e-05
0.96,0.0001480866756162342,0.00020698676872353195,3.1201815177879907e-07,0.9941558668236606,0.5581034329877685,0.058154681170469034,0.2825443769868682,0.045865725037236835,3.613266435901804e-05
0.97,0.00015154158005019656,0.00021228067462637605,3.18184304235849e-07,0.9941595610631242,0.5611724896027054,0.058991347283518666,0.2871109217214163,0.04709820554292869,3.6743491838515245e-05
0.98,0.00015502929053844857,0.00021764244172001762,3.243766149870902e-07,0.9941641781402127,0.5642068665844903,0.05982819287182814,0.29169153504150214,0.048348738478714896,3.7355339763931004e-05
0.99,0.00015854941681645992,0.00022307185961245493,3.305921942229443e-07,0.9941697085967725,0.5672070243365875,0.06066514873038844,0.2962858249417344,0.04961733432618204,3.796814674605877e-05
1.0,0.00016210156735219132,0.00022856871164755375,3.36827226857654e-07,0.9941761430727792,0.5701734169809011,0.06150214752535279,0.3008934054058773,0.05090400188983054,3.858185767491779e-05
1.01,0.00016568534951915233,0.00023413277510932927,3.4307681837738804e-07,0.9941834723053027,0.5731064924425268,0.06233912375829397,0.30551389632390935,0.05220874833201342,3.9196424402257934e-05
1.02,0.00016930036976204598,0.00023976382142067962,3.4933483121831614e-07,0.9941916871274797,0.5760066925330791,0.06317601373123204,0.3101469234104892,0.05353157920711001,3.981180646563734e-05
1.03,0.0001729462337549994,0.0002454616163365711,3.5559371167465294e-07,0.9942007784675014,0.5788744530325928,0.06401275551243239,0.31479211812482855,0.054872498494934696,4.0427971854072774e-05
1.04,0.00017662254734813725,0.0002512259207083093,3.618514736611302e-07,0.9942107373471544,0.5817102039136506,0.0648492888241076,0.3194491174505891,0.05623150871178885,4.104486240450526e-05
1.05,0.00018032891418084168,0.00025705648874651014,3.681166030786965e-07,0.9942215548858572,0.5845143689209524,0.06568555527786368,0.32411756431195193,0.05760861067624563,4.166236692702083e-05
1.06,0.00018406493996710557,0.00026295307138703063,3.743858012847385e-07,0.9942332222896798,0.587287366489059,0.06652149789459923,0.3287971066670413,0.05900380398489917,4.228043649030494e-05
1.07,0.0001878302290926757,0.00026891541375534666,3.806600043874699e-07,0.9942457308585619,0.5900296091074709,0.0673570614532667,0.33348739813639877,0.06041708666582366,4.289900077816343e-05
1.08,0.0001916243860258633,0.00027494325631106963,3.869412811693147e-07,0.9942590719827588,0.5927415036504261,0.06819219232368794,0.33818809767796304,0.0618484553439598,4.3517984622975537e-05
1.09,0.00019544701542127807,0.0002810363349986382,3.9323314645523655e-07,0.9942732371419835,0.5954234514474643,0.06902683843836145,0.34289886951816206,0.0632979052685653,4.413730627855605e-05
1.1,0.0001992977222235628,0.0002871943813980103,3.9954087448106763e-07,0.99428821790455,0.5980758483539927,0.06986094926426953,0.34761938308300594,0.06476543034066538,4.4756875693017505e-05
1.11,0.0002031761119068499,0.00029341712295610957,4.0586889751314234e-07,0.9943040059260978,0.6006990848382974,0.07069447576444178,0.35234931291270877,0.06625102315069142,4.5376613655230235e-05
1.12,0.00020708179083397523,0.00029970428328952593,4.12215632587911e-07,0.9943205929479477,0.6032935460830644,0.07152737035047972,0.3570883385617779,0.0677546750251091,4.5996489359470336e-05
1.1300000000000001,0.00021101436596851863,0.0003060555821021522,4.1858220681857205e-07,0.994337970797451,0.6058596120084843,0.07235958688392745,0.3618361445776397,0.0692763760244663,4.661645843726773e-05
1.1400000000000001,0.0002149734451412395,0.0003124707354326822,4.2496927662119463e-07,0.9943561313866311,0.6083976573625307,0.07319108063579885,0.3665924204119876,0.07081611498305687,4.7236486253118296e-05
1.1500000000000001,0.0002189586371133013,0.00031894945577698626,4.313757581999202e-07,0.9943750667111986,0.6109080517844243,0.07402180826224058,0.371356860358702,0.0723738795325108,4.785654287667296e-05
1.16,0.00022296955151910938,0.000325491452132243,4.377962940892102e-07,0.9943947688495413,0.6133911598500659,0.07485172779053431,0.37612916350937975,0.07394965611506159,4.847658413735966e-05
1.17,0.00022700579924310482,0.0003320964303249979,4.4422437355156284e-07,0.9944152299619177,0.6158473411834433,0.07568079856747231,0.3809090336445321,0.07554343003439103,4.909658153630113e-05
1.18,0.00023106699244994158,0.0003387640931124389,4.506509370417781e-07,0.9944364422894887,0.6182769505153424,0.07650898123778677,0.3856961791761663,0.07715518547645929,4.971651313419001e-05
1.19,0.0002351527446785116,0.00034549414031178835,4.570678490784398e-07,0.9944583981539102,0.620680337745665,0.07733623771963324,0.3904903130872731,0.07878490553337178,5.033635410056542e-05
1.2,0.00023926267092253786,0.0003522862688877778,4.634809868018701e-07,0.9944810899582129,0.623057847988908,0.07816253118752106,0.3952911528887572,0.08043257222003729,5.09560474945947e-05
1.21,0.00024339638778161097,0.0003591401731916724,4.698930790089257e-07,0.9945045101836018,0.6254098216774543,0.07898782602913704,0.4000984205167359,0.08209816651617052,5.157554109328883e-05
1.22,0.00024755351355969793,0.0003660555450872894,4.76309101359996e-07,0.9945286513892977,0.6277365946217552,0.07981208782163604,0.40491184227430316,0.08378166838939609,5.219477497010556e-05
1.23,0.0002517336683145409,0.0003730320740481889,4.82734966388738e-07,0.9945535062116749,0.6300384980642385,0.0806352833115393,0.40973114877889905,0.08548305681467341,5.2813687962342534e-05
1.24,0.00025593647370370626,0.00038006944708759055,4.891657825019108e-07,0.9945790673626959,0.632315858686015,0.08145738041867043,0.41455607495531716,0.08720230976976343,5.3432261855926366e-05
1.25,0.00026016155339779397,0.00038716734916198324,4.956006198769354e-07,0.9946053276299758,0.6345689987484008,0.08227834817168966,0.4193863598980758,0.08893940429881879,5.405046641481292e-05
1.26,0.0002644085331002762,0.0003943254632461906,5.020388917136061e-07,0.9946322798757167,0.6367982361409342,0.08309815669107029,0.424221746824396,0.09069431652872502,5.466827318255118e-05
1.27,0.0002686770405824548,0.0004015434704188795,5.084793744680103e-07,0.9946599170359074,0.6390038844320501,0.08391677717067851,0.4290619830247742,0.09246702168685828,5.52856573545232e-05
1.28,0.00027296670555554636,0.0004088210498012278,5.149211763448539e-07,0.9946882321201511,0.6411862528764061,0.08473418188110893,0.43390681985639973,0.09425749409730436,5.59025821825501e-05
1.29,0.00027727715999709964,0.00041615787890178756,5.21362292327637e-07,0.9947172182100865,0.643345646541664,0.0855503441130006,0.4387560126187412,0.09606570723653578,5.651901758695834e-05
1.3,0.00028160803818691834,0.0004235536337016314,5.277997023494947e-07,0.9947468684587079,0.6454823663588933,0.08636523815872882,0.4436093205044729,0.097891633751072,5.71349368967791e-05
1.31,0.0002859589770730105,0.000431007989296218,5.342310607022408e-07,0.994777176086076,0.6475967094625691,0.08717883918346381,0.44846650626815376,0.09973524558240535,5.775031209979765e-05
1.32,0.00029032961454150284,0.0004385206171363074,5.406553362435162e-07,0.994808134397446,0.6496889677986174,0.08799112376389184,0.4533273375842963,0.10159651344419711,5.8365116801675314e-05
1.33,0.0002947195927137089,0.0004460911904047452,5.47076322285253e-07,0.9948397367479055,0.6517594308703494,0.08880206883095232,0.45819158436921564,0.10347540784789465,5.897931381197468e-05
1.34,0.0002991285552739494,0.00045371937954703773,5.534953421260979e-07,0.9948719765718008,0.6538083834252327,0.08961165255551475,0.4630590210363062,0.10537189824393672,5.9592871578782564e-05
1.35,0.00030355614856630685,0.0004614048541551383,5.599145677244813e-07,0.994904847370133,0.6558361064431715,0.0904198539720896,0.4679294255327265,0.10728595338643329,6.020575772737598e-05
1.36,0.0003080020214120624,0.0004691472828763493,5.663300279848618e-07,0.994938342709382,0.6578428771473549,0.09122665298367885,0.47280257932896563,0.10921754132750826,6.0817956338487436e-05
1.37,0.00031246582535131924,0.00047694633353389084,5.727408623370907e-07,0.9949724562230633,0.6598289689898984,0.0920320303553563,0.47767826743265224,0.11116662942478694,6.142944508040668e-05
1.3800000000000001,0.0003169472146138298,0.0004848016731123435,5.791482034798623e-07,0.9950071816115396,0.6617946516535778,0.0928359677150426,0.48255627838688725,0.11313318434049213,6.204019796999967e-05
1.3900000000000001,0.0003214458460847176,0.0004927129677405441,5.855538646267328e-07,0.9950425126417995,0.663740191053866,0.09363844755441608,0.4874364042682849,0.11511717204038185,6.26501886168506e-05
1.4000000000000001,0.0003259613793156962,0.000500679882724818,5.919601977592872e-07,0.9950784431471488,0.6656658493601224,0.09443945322142522,0.49231844066634955,0.11711855780094747,6.325939046868821e-05
1.41,0.0003304934769775221,0.0005087020838892773,5.983643768368045e-07,0.9951149670146984,0.6675718858501969,0.09523896861831355,0.49720218585173376,0.11913730649972266,6.38677867096762e-05
1.42,0.00033504180445462846,0.0005167792363750064,6.047635196484949e-07,0.9951520781965739,0.669458556144763,0.0960369784721687,0.5020874415214223,0.12117338235518663,6.447536139222358e-05
1.43,0.00033960602969134444,0.0005249110041845211,6.111566308305625e-07,0.9951897707141674,0.671326111916857,0.09683346843755737,0.5069740130814234,0.1232267488280939,6.508209607276357e-05
1.44,0.0003441858233507241,0.000533097050652265,6.175425950569109e-07,0.9952280386537454,0.6731748011918754,0.0976284249905207,0.5118617093547968,0.12529736872338398,6.568797328642722e-05
1.45,0.0003487808588145463,0.0005413370384446094,6.239201770391434e-07,0.9952668761664497,0.6750048683475754,0.09842183542857422,0.5167503425816526,0.12738520419018126,6.62929765470435e-05
1.46,0.0003533908130673416,0.0005496306316517257,6.302891055177584e-07,0.995306277451239,0.6768165553711236,0.09921368741692872,0.5216397271958367,0.12949021715915496,6.689708810634646e-05
1.47,0.0003580153665500492,0.0005579774954412935,6.3664989381661e-07,0.9953462367577133,0.6786101016510027,0.10000396906360945,0.5265296800274393,0.13161236927011788,6.750028932491945e-05
