t,P,G6P,F6P,F16P,NADH,NAD,BPG,P3G,P2G,PEP,PYR,ACE,GA3P,DHAP,D6PGluconoLactone,D6PGluconate,NADP,NADPH,Ribulose5P,Ribose5P,Xyl5P,Seduhept7P,Erythrose4P,GLCi
0.1,5.995743683750252,1.1481713030699034,0.12209619939775916,0.8796739098569201,0.11314325265690978,1.476856747343089,0.00026852824666391084,0.33365266880836353,0.04123142831632892,0.060605617319770134,6.236910650648324,0.06445683532568237,0.03894116264234549,0.9556513898384167,0.13611234900456726,0.11578649412735223,0.5777234166092551,1.4222765833907434,0.08405410907997637,0.08396424691927641,0.08351430937861395,0.0950782026766625,0.02278771104333489,0.11061045032042939
0.11,6.118836780238436,1.1899619396676067,0.1290140672170685,0.8675523915162813,0.10165696479296527,1.4883430352070337,0.00029048347524280514,0.3416868332887608,0.04239412217894737,0.06382770214910095,6.431903931945113,0.07186972189965951,0.038558893691497016,0.9511410643324011,0.14018540351352465,0.11756597919021425,0.591952630321617,1.4080473696783813,0.08306120547539238,0.08296954072004782,0.08253355263442692,0.09716355951369836,0.021936574303454554,0.10615900601970284
0.12,6.21872339352121,1.2306961181589038,0.13561486479557036,0.8598255840573105,0.0928986611763907,1.4971013388236083,0.0003109413701452663,0.34905847740498214,0.04346538118602417,0.0668369921045166,6.611836691460152,0.07881461203722834,0.03830136991770561,0.9486726357684959,0.14444792845024737,0.11939906052777696,0.6054667429637622,1.3945332570362365,0.08219638798076292,0.08210293325772998,0.08167946366285696,0.0991786641782684,0.021168381958948202,0.10279476685580385
0.13,6.299615694382784,1.2696897661742526,0.1418278955049179,0.8562540176059349,0.086249756657742,1.5037502433422572,0.00032987230742452934,0.3559853357746106,0.04447003528670329,0.06963612410767067,6.778579994829266,0.08509199362662338,0.0381570261332011,0.9481989211702984,0.14888065545485799,0.12128989695239697,0.6182930101213167,1.381706989878682,0.0814521988219447,0.08135700445030504,0.0809443002477567,0.10108969187091493,0.020513071073934127,0.10022969282679765
0.14,6.365869836339559,1.3066127998739105,0.14765157911537524,0.8562225668194516,0.0811799359381167,1.5088200640618825,0.00034746387809972325,0.36262294973309733,0.045427822640422014,0.07225170900930726,6.934034839260188,0.09062998355059607,0.038107237689244663,0.9494631952780476,0.15346230722335574,0.12324165911046067,0.630460902376482,1.3695390976235162,0.08082059733873381,0.08072371908384253,0.08031997016535146,0.10288631641594813,0.019976051970837606,0.09823546388962641
0.15,6.421343001733794,1.3414318443272686,0.15312794796842563,0.8589563750896854,0.07726356900250597,1.5127364309974936,0.0003640075802273774,0.36906708515533276,0.04635258538752491,0.07472148813933356,7.079918998156683,0.09545979524105905,0.03813089825790673,0.9521020097539393,0.15817176351515203,0.12525655162442959,0.6419999499955843,1.358000050004414,0.08029363059280824,0.08019510908710269,0.07979862282214935,0.10457441933069692,0.019546990382503144,0.09663981250628409
0.16,6.469090488578439,1.3743128360212982,0.15831693785052162,0.8636856864834144,0.0741753350802612,1.5158246649197384,0.00037980219298985407,0.3753678863172137,0.04725297643672116,0.07708325038650113,7.217662756436217,0.09967411246162335,0.03820787991165964,0.9557332466897208,0.16298954253147338,0.12733590576692969,0.6529382458372206,1.3470617541627778,0.0798638413954302,0.07976369290088998,0.07937298113880431,0.10616874856345436,0.01920795715614841,0.09531915324741723
0.17,6.511327760589471,1.4055200615809107,0.1632778215101111,0.8697456125733679,0.07167646923287908,1.5183235307671206,0.00039509550557660406,0.3815462287354386,0.048133789462300014,0.07936817783804527,7.348394200289456,0.10338745893936678,0.03832109453916644,0.9600152634680429,0.16789854364460688,0.12948030980869582,0.6633016722192264,1.3366983277807722,0.07952445055711269,0.07942266620528939,0.0790364664001594,0.10768715099220019,0.01893943201883641,0.09418917086358905
0.18,6.54954603929886,1.4353362754240997,0.16805921450893285,0.8766185902905935,0.06959793900224794,1.5204020609977518,0.0004100628847872662,0.38760724452606304,0.048997312877170275,0.08159845617934358,7.472976877732542,0.10670865056860623,0.03845730176651124,0.9646760562359732,0.172884200448136,0.13168974824203417,0.6731137127048962,1.326886287295103,0.07926938582772698,0.07916593579845793,0.07878319236883523,0.10914687056079453,0.018723874708910553,0.09319501998519886
0.19,6.584689335810827,1.4640128363815712,0.17269597978049064,0.8839357027712169,0.06782378863555293,1.5221762113644468,0.00042481068261769893,0.39354949372866943,0.049844419340242224,0.08378779125438408,7.592068269107176,0.10972694913757353,0.038607014036733604,0.9695188479372026,0.17793425031848037,0.13396373136617615,0.6823956488183957,1.3176043511816036,0.07909322364792849,0.07898806326641904,0.07860789137895924,0.11056269255089778,0.018547270193278124,0.09230243073488943
0.2,6.617330502209397,1.491747282582634,0.17721034333225053,0.8914548116832081,0.0662763359853325,1.5237236640146672,0.0004393915656826492,0.3993702116587448,0.050675317215997696,0.08594331963867394,7.706177887586129,0.11250859511058088,0.038763901032702316,0.974413390060504,0.18303832322662442,0.1363014051105973,0.6911669421242803,1.3088330578757186,0.0789910953738216,0.07888417114629881,0.07850581765251843,0.11194638556923589,0.01839933642060145,0.09149047218447347
0.21,6.6478137683339105,1.5186805946857274,0.18161485437031846,0.8990300437213238,0.06490422390213796,1.5250957760978618,0.00045382257654136754,0.4050677406524244,0.051490001505032516,0.08806780044798443,7.815714334884975,0.11509936321271796,0.0389240219958787,0.9792811668681951,0.188187501728966,0.13870163756643503,0.6994456507457498,1.300554349254249,0.07895859040307268,0.07884984499148831,0.07847265433782492,0.11330689812464552,0.018273020799228733,0.0907462613105932
0.22,6.676357194953083,1.5449052943893002,0.18591571370388854,0.9065815988422598,0.06367329781816526,1.5263267021818345,0.000468101075063416,0.4106423034883645,0.05228849541032578,0.09016156193119508,7.921019347093545,0.11752945681209516,0.039085088047684007,0.9840798920035129,0.19337393344205045,0.14116308547847778,0.7072487980389953,1.2927512019610037,0.0789916709317192,0.07888104676586209,0.07850443471670998,0.11465088317573903,0.01816374012346648,0.09006138755098927
0.23,6.703117275841717,1.5704779551913466,0.1901155953547783,0.9140707544469442,0.06256018226486244,1.5274398177351374,0.00048221638665772373,0.41609590644640704,0.05307095023160895,0.09222391992999145,8.022389793108054,0.11981859522587342,0.039245857777216016,0.9887902503704655,0.19859053420869893,0.14368424380384434,0.7145926542674098,1.2854073457325896,0.07908660434599542,0.07897404596382415,0.0785974811266966,0.11598329557996341,0.01806862416535197,0.0894297334899767
0.24,6.728224684090961,1.5954316754403135,0.19421568278527615,0.9214816051986933,0.06154805280694687,1.5284519471930533,0.0004961572734596424,0.42143188801587417,0.0538376630330149,0.0942540692745827,8.120090611773737,0.1219801909302415,0.03940569700138804,0.9934059778360073,0.20383078472551006,0.14626348272207534,0.7214929272205021,1.2785070727794967,0.07923991311291696,0.07912536849692002,0.07874836026349664,0.11730791880257634,0.01798589364928668,0.08884629347839341
0.25,6.7518009434045485,1.6197863324495665,0.19821690321891264,0.9288090863538383,0.06062397683597909,1.5293760231640212,0.0005099154006724219,0.42665440618713685,0.05458905247388054,0.09625152931816155,8.214362135336362,0.12402426598169766,0.03956428583459022,0.9979271936787887,0.20908860040242297,0.1488990770220682,0.7279648811555591,1.2720351188444394,0.07944833659853875,0.0793317578090666,0.07895384897908256,0.11862777396651067,0.017914403665024666,0.08830660360060946
0.26,6.773963809656551,1.643555614060864,0.20212054089534656,0.9360521970498105,0.0597774352560695,1.530222564743931,0.000523486587224903,0.43176800832949813,0.055325620605401644,0.09821629042429704,8.305423582735777,0.12595918841680806,0.03972144999303764,1.002356513234207,0.21435826472366012,0.15158922793885657,0.734023392895064,1.2659766071049348,0.07970880731798599,0.0795901506968508,0.0792109130492218,0.11994538830263331,0.017853355147978027,0.08780653698180188
0.27,6.794827250275207,1.6667515624606553,0.20592842782262025,0.9432105168061886,0.058999475884669625,1.5310005241153306,0.0005368704296922283,0.43677729290654715,0.056047910396375876,0.10014877056516414,8.393475258995664,0.12779263585671577,0.03987706777397488,1.0066969510921777,0.21963439104224547,0.15433208299586135,0.739682979907986,1.2603170200920129,0.08001843069973617,0.0798976568250516,0.07951668853451527,0.1212629750586961,0.017802113930116808,0.08734225815604589
0.28,6.814499441057552,1.6893867727095662,0.20964290257907164,0.9502830297910703,0.05828231716753662,1.531717682832464,0.0005500692864771698,0.4416867085524987,0.056756473417144106,0.10204969831293267,8.478700054817972,0.12953193501655488,0.040031033022077986,1.010951129074646,0.22491190498872302,0.15712575268715487,0.7449578083012642,1.2550421916987344,0.08037446988007216,0.08025154341396294,0.0798684673720778,0.12258252905439297,0.017760123100967258,0.08691024719743566
0.29,6.833080769081043,1.7114751716565697,0.213266655714215,0.9572680625323405,0.05761914256791087,1.5323808574320898,0.0005630871524732575,0.44650043833771647,0.05745184564150194,0.10391997512740508,8.56126465181052,0.13118410788939128,0.04018324523120709,1.015121133509695,0.23018603836337728,0.15996832481933093,0.7498616890982969,1.2501383109017017,0.08077433496899873,0.08064922447069627,0.08026368699571622,0.1239058731664599,0.01772686543897317,0.08650732355597551
0.3,6.850662682704923,1.7330320028785682,0.21680257126478467,0.9641636311447986,0.0570039756346532,1.5329960243653475,0.0005759287273513341,0.45122235740875444,0.05813453382811685,0.10576056462186892,8.64132093411607,0.13275580206540874,0.04033361091578478,1.0192086495655972,0.23545232182615466,0.1628578776093707,0.7544080762941336,1.2455919237058652,0.08121557253559221,0.08108825027477319,0.08069991997407616,0.1252346810588528,0.0177018507094957,0.08613065216952367
0.31,6.867327396098224,1.7540734053761993,0.22025359535116196,0.9709678852600124,0.056431618712028446,1.5335683812879723,0.0005885988383616515,0.45585603321658563,0.05880500958349289,0.10757241715611686,8.719007400124198,0.13425321195363146,0.04048205042136664,1.0232151862815875,0.2407065776865617,0.16579249109943836,0.7586100649344509,1.2413899350655477,0.08169585684162468,0.08156629862577006,0.08117486526994265,0.12657048440366564,0.01768461695088121,0.0857777316508542
0.32,6.883148305950566,1.774615936891223,0.22362264539338936,0.9776794200522098,0.05589755290883165,1.534102447091169,0.0006011020534590718,0.46040475522909985,0.05946370963172933,0.10935643154151199,8.794450596093554,0.13568199699538258,0.04062850071105776,1.027142251168322,0.24594490999534546,0.1687702572631648,0.7624803921564179,1.2375196078435806,0.08221298165194983,0.0820811666697613,0.0816863400660402,0.12791467701623033,0.017674733530649977,0.0854463650159575
0.33,6.898190754913618,1.7946761917032579,0.22691255972713723,0.9842974268481129,0.05539786715498021,1.5346021328450203,0.0006134425454696576,0.46487156564037,0.06011103782945885,0.11111343650166226,8.8677663798234,0.13704727877568532,0.040772917761117834,1.0309914511063631,0.251163693558475,0.17178928802117618,0.7660314403669352,1.2339685596330632,0.08276485327767785,0.08263076395092823,0.08223227282532554,0.1292685185531083,0.017671803068549805,0.08513462567360841
0.34,6.912513039749851,1.8142704743374882,0.23012607082815487,0.9908217410360931,0.05492917456055797,1.5350708254394425,0.0006256241171241057,0.4692592977374959,0.06074736963463617,0.11284419318203494,8.939061220299816,0.1383536548556399,0.040915276138124713,1.03476454552936,0.25635956048661374,0.17484772299377108,0.7692752423487068,1.2307247576512919,0.08334948333605692,0.08321310517827395,0.08281069608485987,0.13063313976496824,0.01767546177785773,0.08484081878114205
0.35000000000000003,6.926167353277354,1.8334146340294954,0.23326580458076118,0.9972527776772094,0.05448853815575477,1.5355114618442458,0.0006376502584176223,0.4735706091305577,0.06137305676274776,0.1145494069085234,9.008433232580765,0.13960524190587967,0.04105556700759825,1.038463437515731,0.2615293871722969,0.17794373525265123,0.7722234871633739,1.2277765128366245,0.08396498274737742,0.083826304223713,0.08341974050164169,0.13200954881420637,0.017685377707144154,0.08456344802861446
0.36,6.939200699017044,1.8521239840904273,0.23633428299902692,1.0035914210183863,0.0540733968781442,1.5359266031218564,0.0006495242360936263,0.4778080082803858,0.06198843096797587,0.11622973773221801,9.075973152115987,0.14080573485152606,0.041193795007178236,1.042090137333291,0.2666702802368558,0.181075536371064,0.77488752702398,1.2251124729760186,0.08460955578221419,0.08446856816886598,0.08405762896027255,0.13339863920970135,0.01770124749486492,0.08430118368755889
0.37,6.951655572666266,1.8704132835135725,0.23933393023536653,1.0098389202056581,0.05368150824049835,1.536318491759502,0.0006612491459418603,0.4819738711103339,0.06259380659915224,0.11788580965900794,9.141765079083127,0.14195845850527694,0.04132997548383513,1.0456467232972373,0.2717795642856607,0.1842413799521729,0.7772783835727795,1.222721616427219,0.08528149516264755,0.08513819240539769,0.08472267173266494,0.13480119736944948,0.01772279295452958,0.0840528391871292
0.38,6.9635705479066194,1.8882967380298479,0.24226708091364874,1.0159967919701967,0.053310903287316955,1.5366890967126834,0.0006728279951972352,0.48607045603315374,0.06318948300265283,0.11951822031522905,9.205887143325947,0.14306641865989222,0.04146413205594867,1.0491353055990087,0.2768547699790213,0.18743956452501515,0.7794067541582044,1.220593245841794,0.08597917742260318,0.08583355599466999,0.08541326189618136,0.13621791006974587,0.017749757808056568,0.08381735149954984
0.39,6.974980811437091,1.9057880266208986,0.2451359878042786,1.0220667243521857,0.05295983921864505,1.5370401607813553,0.0006842637319138958,0.49009991879850595,0.0637757467715551,0.1211275484594501,9.26841215079194,0.14413234869705632,0.04159629411646213,1.0525579883374208,0.28189362123703926,0.19066843600900824,0.7812830187645653,1.218716981235433,0.08670105808716333,0.08655311684705055,0.08612787057497029,0.13764937246490544,0.017781904327423544,0.08359376311335796
0.4,6.985918619722029,1.9229003198011523,0.24794281237688845,1.0280505247033824,0.05262673992977142,1.537373260070229,0.0006955591443876447,0.49406431347153884,0.06435287094521067,0.12271434218370228,9.329408165902002,0.14515873746056254,0.04172649499988282,1.0559168447067828,0.2868940234505446,0.19392638944082308,0.7829172466324982,1.2170827533675,0.0874456673003174,0.0872954073520948,0.08686504262368007,0.13909609549870403,0.01781901036249732,0.08338120393939052
0.41000000000000003,6.996413469040012,1.9396463087829434,0.2506896569270251,1.0339500595439444,0.05231023957719907,1.5376897604228013,0.0007067171529109665,0.49796560552517893,0.06492111895382424,0.12427915322034444,9.388938760308804,0.14614788645921464,0.041854771098660516,1.0592139091510615,0.2918540554792609,0.19721186909613322,0.7843192011740809,1.2156807988259175,0.08821160707804482,0.0880590316313058,0.08762339391610882,0.14055851048383053,0.01786086807001426,0.08317889158228424
0.42,7.006492421710626,1.956038229670693,0.25337852960778634,1.039767253024921,0.05200908507175645,1.5379909149282438,0.0007177404128316918,0.5018056770443353,0.06548074225866557,0.12582249526641862,9.447063481929279,0.1471018757257061,0.041981161002445186,1.0624511593141264,0.29677195958131514,0.20052336910131635,0.7854983460828852,1.2145016539171134,0.08899754767007322,0.08884266190557938,0.08840160775397835,0.14203697531414333,0.017907281785576993,0.08298611343753474
0.43,7.016180388421544,1.9720878541398466,0.25601136999947427,1.0455040480351936,0.05172215864833293,1.5382778413516671,0.0007286319078173512,0.5055863103771899,0.06603198086239011,0.12734488076740566,9.503838248900665,0.14802265330902414,0.042105705005055616,1.0656305197991875,0.3016461310190268,0.2038594338393693,0.7864638518758538,1.2135361481241447,0.08980222385140849,0.08964503478905125,0.08919843120714037,0.14353178008720768,0.017958066596609246,0.08280222085782296
0.44,7.025500357897902,1.9878065165565355,0.2585900483710656,1.051162378062777,0.05144844992800701,1.538551550071993,0.000739393829588601,0.5093092348072099,0.06657506725800637,0.12884679675144262,9.559315646825251,0.1489120022868978,0.042228442509999915,1.0687538519775828,0.306475109454202,0.20721865751528157,0.787224601805887,1.2127753981941116,0.09062443197386891,0.0904649483433755,0.09001267219306341,0.14504315207631138,0.01801304701648637,0.08262662151026631
0.45,7.03447356655673,2.0032051410981793,0.2611163605817,1.0567441533128135,0.051187047666056626,1.5388129523339436,0.0007500292808327563,0.5129761039618018,0.06711022497418717,0.1303287239199962,9.61354519008915,0.14977155806267686,0.042349415682224105,1.0718229414650475,0.31125757111947366,0.2105996833593555,0.7877891975871615,1.212210802412837,0.09146302729873143,0.09130125941723302,0.09084319686078855,0.14657126013395366,0.018072056039167363,0.08245877407197882
0.46,7.043119586773693,2.0182942410060156,0.2635920361921647,1.0622512773716026,0.050937118305223815,1.5390628816947765,0.0007605404495763012,0.5165884804046492,0.06763766584364922,0.13179112552415775,9.666573551071032,0.15060287343937395,0.042468664190000095,1.0748395190458033,0.3159923209517411,0.214001202847718,0.7881659653067128,1.2118340346932859,0.09231692129906208,0.0921528809497471,0.09168892691345008,0.14811621864982683,0.018134934608388425,0.08229818338837953
0.47000000000000003,7.051456572777851,2.03308392577965,0.2660187359813156,1.0676856162521067,0.05069790799392357,1.539302092006077,0.000770929901469279,0.5201478915813978,0.06815759646752727,0.1332344432115231,9.718444807828135,0.15140735559177307,0.04258622914307742,1.0778052507429852,0.3206782851054292,0.21742195474414697,0.7883629613894877,1.211637038610511,0.09318507904588265,0.09301877936494218,0.09254883703012484,0.14967809194407913,0.018201530525431137,0.08214439536875306
0.48,7.059501334641088,2.0475839183385594,0.2683980557091503,1.0730490109503683,0.05046873033496923,1.5395312696650312,0.0007812002011587466,0.523655782164522,0.06867021397823235,0.1346591188482905,9.769200630387365,0.15218632954628314,0.04270215100805426,1.080721739464686,0.3253145038794609,0.2208607239032386,0.7883879785912506,1.2116120214087478,0.0940665168343754,0.09389797219990137,0.09342195253553034,0.15125689762715794,0.018271698232242745,0.08199699248771382
0.49,7.067269487445951,2.061803567027106,0.2707315294766682,1.078343263920459,0.05024895523621213,1.539751044763788,0.0007913536170982365,0.527113545718303,0.0691757078742601,0.1360655676483581,9.818880479902884,0.15294102739751686,0.0428164693205299,1.0835905301299262,0.32990012472026636,0.22431633991880578,0.7882485522479131,1.2117514477520852,0.0949602997702388,0.09478952569754548,0.09430734699870205,0.1528526105026937,0.0183452980673605,0.08185559067340228
0.5,7.074775552582191,2.075751860101691,0.2730206315220153,1.0835701347123816,0.050038007599738296,1.5399619924002619,0.0008013925007618589,0.5305225235143838,0.06967426142738814,0.13745419999350117,9.867521763383271,0.15367259501953318,0.04292922328004379,1.0864131068894247,0.3344343956886145,0.22778767568954877,0.7879519664967642,1.2120480335032342,0.09586553950043905,0.09569255254175961,0.09520414000899136,0.15446516604977256,0.01842219577354178,0.08171983558477489
0.51,7.082033041868745,2.0894374369885957,0.2752667781002675,1.0887313394779898,0.0498353599938479,1.5401646400061524,0.0008113191041954599,0.5338840049936485,0.07016605116197266,0.13882541363466858,9.915159967455871,0.1543821027336,0.04304045120570744,1.0891908949933462,0.33891666028510825,0.23127364618709503,0.7875052594464766,1.2124947405535218,0.09678139241129917,0.09660621005957022,0.09611149539285367,0.1560944631179844,0.018502262184939784,0.08158940020869504
0.52,7.089054545982105,2.1028686003997974,0.27747132906885064,1.093828550750819,0.04964052644434811,1.540359473555652,0.0008211356425103,0.5371992283944221,0.07065124671292819,0.14017959119079682,9.961828799424861,0.15507055334733919,0.043150190607661384,1.09192526461858,0.343346351605492,0.23477320698218457,0.7869152292840691,1.2130847707159296,0.09770705756904607,0.09752969816744138,0.09702861918145331,0.15774036699714747,0.018585372861888983,0.08146398219930599
0.53,7.0958518168359905,2.1160533290379506,0.27963559070940697,1.0988633955768417,0.049453059414572356,1.540546940585428,0.0008308442672527043,0.5404693845973636,0.07113001163202688,0.14151710538785955,10.007560315738035,0.15573888653380344,0.04325847811977031,1.0946175328082326,0.34772298650260564,0.23828535268313208,0.7861884406607054,1.2138115593392933,0.09864177464279476,0.09846225729855397,0.09795475756255681,0.15940271248489218,0.018671407738503717,0.08134330145444112
0.54,7.102435837976551,2.1289992908283204,0.28176081852352786,1.1038374540481246,0.04927254600872644,1.540727453991274,0.0008404470913721112,0.5436956214346805,0.07160250391364986,0.14283831918067705,10.052385034265157,0.1563879833664542,0.04336534948669934,1.097268964424155,0.3520461603440018,0.24180911542969954,0.7853312307686231,1.2146687692313756,0.09958482201886076,0.09940316652175377,0.0988891950194753,0.16108130661679407,0.01876025084649288,0.08122709813789288
0.55,7.108816887585967,2.1417138560234186,0.2838482187656146,1.108752259487496,0.049098603950347125,1.5409013960496534,0.0008499461723284425,0.5468790453320637,0.07206887606648663,0.14414358442846287,10.096332037472296,0.1570186716230541,0.04347083950330747,1.0998807739739827,0.35631554211815664,0.24534356340015073,0.7843497153701485,1.2156502846298503,0.10053551501095134,0.10035174175684203,0.09983125256491261,0.16277593120076855,0.018851790083423053,0.08111513079794852
0.56,7.115004586015189,2.1542041067582645,0.28589894961461565,1.113609298978176,0.04893087940871427,1.541069120591286,0.0008593435086706897,0.5500207218231343,0.07252927514999813,0.14543324180017503,10.139429049939599,0.15763172977649564,0.043574981986342375,1.1024541276592812,0.3605308706581313,0.24888779962512841,0.7832497936686297,1.216750206331369,0.1014932044576738,0.101307334375923,0.10078028635743197,0.16448634477774135,0.018945917031644065,0.08100717499893169
0.5700000000000001,7.12100794065862,2.166476851768668,0.28791412738916755,1.1184100096844451,0.04876904579505581,1.5412309542049447,0.000868641111729746,0.5531216791262021,0.07298384369628245,0.14670762776097918,10.181702520743011,0.15822789179507168,0.04367780987036493,1.1049901444821446,0.36469194987528875,0.2524409603868331,0.7820371547555309,1.2179628452444677,0.10245727494374011,0.10226932942594535,0.1017356859401253,0.1662122850391711,0.019042526794657573,0.08090302231823453
0.58,7.126835414532161,2.1785386384791394,0.28989482072352213,1.1231557876873834,0.048612796301706784,1.5413872036982936,0.0008778408552178891,0.5561829095938451,0.07343271898405197,0.14796706240504431,10.223177735506292,0.15880784897233746,0.04377935500967357,1.107489899790262,0.3687986437934747,0.25600221365533016,0.7807172842694892,1.2192827157305095,0.1034271429191585,0.10323714376061238,0.10269687239702137,0.1679534714412239,0.019141517717128565,0.08080247780513974
0.59,7.132494977069853,2.19039576399839,0.2918420547311581,1.1278479875503837,0.04846184332542137,1.5415381566745792,0.0008869445294657941,0.5592053706285959,0.0738760333946757,0.14921185306460102,10.26387890002443,0.15937225427556756,0.043879648272923066,1.1099544278056885,0.3728508719684734,0.25957075752534514,0.7792954710596678,1.220704528940331,0.10440225493751377,0.10421022428032042,0.10366329660957418,0.16970960751403522,0.01924279122894363,0.08070535874488735
0.6,7.1379941175701225,2.2020542730233172,0.2937568250935803,1.132487911540924,0.04831592895915841,1.5416840710408422,0.0008959541448086188,0.5621899808839067,0.07431391539724089,0.15044231431080363,10.3038291463479,0.1599217281806671,0.04397871998050872,1.1123847225791756,0.37684860813894905,0.2631458196391373,0.7777768101447967,1.222223189855202,0.10538208706135499,0.10518804732213048,0.10463443864284604,0.17148038137192198,0.01934625193927236,0.08061149546500285
0.61,7.143339869074111,2.2135199880123664,0.2956400827765731,1.1370768216378655,0.048174804418661045,1.5418251955813396,0.000904871381494805,0.565137636844359,0.07474648959780344,0.1516587413414499,10.343050614560676,0.16045685247542607,0.04407659902107323,1.1147817357830818,0.3807918758208716,0.266726655611915,0.7761662093189375,1.2238337906810612,0.10636614315556552,0.10617011699021886,0.10560980610751404,0.17326546812164625,0.019451807305769838,0.08052072908534297
0.62,7.148538849621548,2.2247985075437233,0.2974927416627327,1.1416159390028022,0.0480382368399012,1.5419617631600995,0.0009136979701156596,0.5680492021402456,0.0751738763184,0.15286142201747271,10.381564508421764,0.16097817883875915,0.04417331364124069,1.1171463822622956,0.3846807452877537,0.2703125479744494,0.7744683942859139,1.2255316057140848,0.10735395365800383,0.10715596390830971,0.10658893291829048,0.17506453128178184,0.019559367601056404,0.08043291089546563
