t,S1,sul,aps,pap,hyd,cys,eth,aco,oxy,A3_c,A3_m,N2,oah
0.35000000000000003,1.8806227424306987,0.011658655435506348,0.04908378925610205,0.0775845440680391,0.1400022439768869,0.8004929685948863,9.298148962187348,1.094716869311393,6.142147989255686,1.5710001513888818,1.8355232696509363,1.9285603981759776,5.550229748420333
0.36,1.8802552411072906,0.011625972757196372,0.048966332582678865,0.0774396190427011,0.13949772154396028,0.8003080220580473,9.271748627798543,1.0933355973603782,6.142092249635384,1.5710031800497257,1.8355273065684605,1.9284115274959475,5.548661050682733
0.37,1.879886061970283,0.011593396162405092,0.04884914179477829,0.0772949072947424,0.1389957328974412,0.8001202843809917,9.245398961171878,1.091949150641349,6.142039742582372,1.5710061463371954,1.8355310507095586,1.9282624020330241,5.5470421123359275
0.38,1.879515199638169,0.011560925378632781,0.048732216396193205,0.07715040878204989,0.13849626968533588,0.799929767622869,9.219100147874945,1.090557580901169,6.141990421945924,1.5710090510901114,1.8355345062562995,1.9281130212279816,5.545373169148828
0.39,1.8791426487116845,0.011528560134199993,0.048615555891377726,0.07700612346124215,0.1379993235219014,0.7997364838624862,9.192852371583749,1.0891609394505914,6.141944242197099,1.5710118951338037,1.8355376773337186,1.9279633845020137,5.543654456787089
0.4,1.878768403770784,0.01149630015819628,0.04849915978552208,0.07686205128779652,0.13750488605707137,0.799540445127741,9.166655815021901,1.0877592776514597,6.141901158012822,1.5710146792843622,1.835540568070534,1.9278134915919625,5.54188620964848
0.41000000000000003,1.8783924593823271,0.011464145180516918,0.048383027584302074,0.07671819221589886,0.1370129488121562,0.7993416635642395,9.14051065774617,1.0863526459244368,6.141861125186479,1.5710174043413396,1.8355431824647106,1.927663341998302,5.540068663716382
0.42,1.87801481009612,0.011432094931843993,0.0482671587940081,0.07657454619852092,0.13652350326444865,0.7991401513484666,9.114417077286797,1.0849410942599715,6.141824100159008,1.5710200710915079,1.8355455244526884,1.9275129352693978,5.538202055090392
0.43,1.8776354504503978,0.01140014914363677,0.04815155292156742,0.07643111318744425,0.13603654086504444,0.7989359206696426,9.08837524940977,1.083524672310408,6.141790039912973,1.5710226803106604,1.835547597922406,1.9273622709988045,5.536286619695219
0.44,1.8772543749971315,0.011368307548094033,0.04803620947460862,0.07628789313334569,0.135552053095375,0.7987289836723459,9.062385348976454,1.0821034296627425,6.141758901627571,1.571025232770589,1.8355494067526734,1.9272113487382894,5.534322592380297
0.45,1.8768715782350156,0.01133656987826095,0.04792112796125079,0.07614488598554492,0.13507003129057432,0.7985193526360611,9.036447547299835,1.0806774149567908,6.141730643742887,1.5710277292192094,1.8355509546871882,1.9270601681501387,5.532310209768142
0.46,1.876487054661462,0.01130493586794615,0.047806307890267116,0.07600209169220029,0.13459046677652595,0.7983070398358705,9.010562014195783,1.079246676569387,6.141705225134154,1.5710301703959821,1.8355522454322835,1.926908728888985,5.530249708044353
0.47000000000000003,1.8761007987831253,0.011273405251704451,0.04769174877118057,0.07585951020039497,0.13411335093534854,0.7980920574758952,8.984728918918407,1.0778112628944287,6.141682604771107,1.5710325570412689,1.8355532826812564,1.92675703054158,5.528141322018538
0.48,1.8757128050866665,0.011241977764884092,0.04757745011409542,0.07571714145596994,0.1336386750821948,0.7978744178145205,8.958948428370803,1.076371221785126,6.14166274239438,1.5710348898800393,1.8355540700538548,1.9266050727376254,5.5259852869680754
0.49,1.8753230680169415,0.011210653143661962,0.04746341142957147,0.07557498540339959,0.13316643037332082,0.7976541332578355,8.933220705769934,1.0749266001378213,6.141645599020214,1.5710371696097127,1.8355546110511252,1.9264528552324744,5.523781840013897
0.5,1.8749315820204344,0.011179431124973438,0.04734963222887448,0.07543304198603959,0.13269660798913427,0.7974312161735793,8.907545913305054,1.0734774447206719,6.1416311359355,1.5710393969243663,1.8355549091453192,1.9263003777424623,5.521531217381089
0.51,1.874538341529658,0.011148311446537584,0.04723611202388615,0.07529131114603789,0.1322291990684503,0.7972056789579643,8.881924211182906,1.072023801876018,6.141619315058719,1.5710415725060416,1.835554967747602,1.9261476400040478,5.5192336553827825
0.52,1.874143340963154,0.011117293846857158,0.04712285032710421,0.07514979282433466,0.1317641947084916,0.7969775340356767,8.856355757627714,1.0705657175203827,6.141610098939946,1.5710436970247423,1.835554790208053,1.9259946417738143,5.516889390420151
0.53,1.8737465747691002,0.011086378065166316,0.04700984665192321,0.07500848696092623,0.13130158615487653,0.7967467936666262,8.830840711443928,1.0691032381304395,6.141603449648989,1.5710457711634536,1.835554379939141,1.9258413828110428,5.514498656219154
0.54,1.8733480373810398,0.011055563841483701,0.04689710051234938,0.07486739349459713,0.13084136460873935,0.7965134701421372,8.805379229414468,1.067636409742039,6.141599329904167,1.5710477955927418,1.8355537402903694,1.925687862895404,5.512061686635848
0.55,1.8729477231562448,0.011024850916686339,0.04678461142260381,0.07472651236254721,0.13038352095820221,0.7962775760580871,8.7799714626786,1.0661652765566474,6.141597704643814,1.571049770935399,1.8355528743737566,1.9255340818515891,5.509578719561968
0.56,1.8725456264727958,0.010994239032393244,0.046672378897747516,0.074585843500979,0.12992804620131695,0.7960391238847033,8.75461756243693,1.0646898831362577,6.141598538551108,1.571051697822132,1.8355517853387107,1.9253800395105158,5.507049990773497
0.5700000000000001,1.8721417416961967,0.010963727931005444,0.046560402453466494,0.07444538684489571,0.1294749313006236,0.7957981261145016,8.729317677989588,1.0632102736486027,6.14160179690523,1.5710535768724114,1.835550476277506,1.925225735722668,5.504475736046022
0.58,1.8717360631793765,0.010933317355705987,0.04644868160607175,0.0743051423281013,0.1290241671831505,0.7955545952622861,8.704071956736199,1.0617264918671545,6.141607445581372,1.5710554086944721,1.8355489502252822,1.9250711703580967,5.501856191154731
0.59,1.8713285853206487,0.010903007050398381,0.04633721587281965,0.0741651098835499,0.12857574495638507,0.7953085436459569,8.678880546970758,1.060238582355186,6.141615449729186,1.5710571939135716,1.8355472103113821,1.9249163433090015,5.4991915888973635
0.6,1.8709193025190258,0.01087279675975405,0.04622600477166495,0.07402528944307642,0.12812965574176283,0.7950599835555047,8.653743595726821,1.0587465895528738,6.141625774791681,1.571058933150202,1.8355452596426716,1.924761254487741,5.496482161389482
0.61,1.870508209058088,0.010842686229335667,0.046115047820618774,0.07388568093669619,0.12768589024195082,0.7948089276921824,8.62866124317777,1.0572505554049276,6.141638389153054,1.5710606269634746,1.8355431010003243,1.9246059038216572,5.493728146029261
0.62,1.8700952992629745,0.010812675205430429,0.0460043445386165,0.0737462842935517,0.1272444393258189,0.794555388574808,8.603633630206863,1.0557505225676975,6.141653260559199,1.5710622759276567,1.8355407372497266,1.9244502912600703,5.4909297774339425
0.63,1.8696805674482933,0.010782763435105376,0.04589389444522978,0.07360709944159848,0.12680529383434383,0.7942993787367553,8.578660895895455,1.0542465333450428,6.1416703573053955,1.5710638806067772,1.8355381712044692,1.924294416771959,5.488087290115351
0.64,1.8692640079181222,0.010752950666207394,0.04578369706066656,0.07346812630760506,0.1263684445806094,0.7940409107259542,8.553743177523007,1.052738629688332,6.141689648236314,1.5710654415546255,1.8355354056263469,1.9241382803459592,5.485200918479895
0.65,1.868845615036092,0.010723236647299518,0.04567375190604405,0.0733293648175345,0.12593388253786683,0.7937799969149156,8.52888061289014,1.0512268542645617,6.141711101563998,1.5710669593394764,1.8355324433516458,1.9239818819851273,5.482270894479949
0.66,1.868425383191819,0.010693621127691446,0.04556405850325797,0.07319081489636164,0.12550159874945807,0.7935166495917261,8.504073339205943,1.0497112499447516,6.141734685434029,1.5710684345322472,1.835529287230654,1.9238252217094465,5.479297448738794
0.67,1.8680033066110389,0.010664103857612078,0.04545461637424302,0.07305247646703965,0.125071583819347,0.793250881474701,8.479321486794642,1.0481918569103381,6.141760371127661,1.5710698676395192,1.8355259397855441,1.9236682995700212,5.47628081691317
0.68,1.867579379585843,0.010634684588000282,0.0453454250418697,0.07291434945175325,0.12464382852991529,0.7929827050883012,8.45462518672707,1.046668716162041,6.14178812917882,1.5710712591847575,1.835522403625235,1.9235111156318656,5.473221231977861
0.6900000000000001,1.8671535964005388,0.010605363070572279,0.04523648402965544,0.07277643377151512,0.1242183236430232,0.7927121329640966,8.429984568363217,1.0451418683899572,6.1418179306244856,1.5710726096821581,1.8355186813118005,1.9233536699794476,5.470118926710176
0.7000000000000001,1.8667259513316499,0.010576139057821633,0.04512779286176469,0.07263872934616591,0.12379505990000941,0.7924391776407671,8.405399759352234,1.043611353973561,6.141849747004693,1.571073919636646,1.835514775360468,1.9231959627166866,5.466974133689949
0.71,1.8662964386907173,0.010547012302979041,0.04501935106314179,0.07250123609462096,0.12337402811639617,0.7921638515690601,8.380870886737553,1.0420772135384562,6.141883549758011,1.5710751895561654,1.8355106882998995,1.9230379939612643,5.463787084280631
0.72,1.8658650529253136,0.010517982559917418,0.044911158159824625,0.07236395393545221,0.1229552194053951,0.7918861668874915,8.356398079564983,1.040539489270321,6.141919308794862,1.5710764199806755,1.83550642281445,1.9228797638311963,5.460558006224655
0.73,1.86543178818777,0.010489049583557123,0.044803213677605466,0.07222688278440322,0.1225386242236563,0.7916061363799859,8.33198145774751,1.0389982193050589,6.1419569985886895,1.5710776113583433,1.8355019811367947,1.9227212725021658,5.4572871339099525
0.74,1.8649966387596821,0.010460213129467088,0.044695517143349135,0.0720900225568352,0.12212423331054605,0.7913237725332626,8.307621143025772,1.0374534432506237,6.141996592180368,1.5710787641674093,1.8354973656457716,1.9225625201510885,5.453974698264528
0.75,1.8645595989160073,0.010431472953992516,0.04458806808457097,0.07195337316694402,0.12171203738744571,0.7910390878386048,8.28331725545917,1.0359052004192593,6.1420380630976315,1.5710798788771732,1.8354925786749878,1.922403506974181,5.450620929991619
0.76,1.8641206629255498,0.01040282881425443,0.0444808660294384,0.07181693452776283,0.12130202715882221,0.7907520947907852,8.25906991343836,1.034353529833791,6.1420813853482485,1.5710809559481327,1.835487622513501,1.9222442331868947,5.447226059558181
0.77,1.8636798251105338,0.01037428046809325,0.044373910506918725,0.07168070655151684,0.12089419342024604,0.7904628057804607,8.234879234862035,1.032798470890139,6.142126532698456,1.571081995846122,1.835482499480181,1.922084699017918,5.443790316229084
0.78,1.8632370798650801,0.010345827674051305,0.04426720104682528,0.07154468914973314,0.12048852709202697,0.7901712330606598,8.210745337503957,1.0312400635634276,6.142173478448501,1.5710829990467137,1.8354772119468261,1.9219249047073037,5.440313927765017
0.79,1.8627924213858948,0.010317470191627879,0.04416073717915057,0.07140888223163712,0.12008501873197949,0.7898773892321119,8.186668333709424,1.0296783454180898,6.142222198689121,1.5710839659714377,1.8354717620024332,1.921764850533504,5.436797124768083
0.8,1.8623458439596097,0.010289207781007097,0.04405451843477836,0.07127328570586328,0.11968365905567739,0.7895812867250102,8.16264833605995,1.0281133547998198,6.14227266882503,1.5710848970558824,1.8354661518115647,1.9216045367844936,5.433240136037638
0.81,1.8618973418745024,0.010261040203141529,0.0439485443452653,0.07113789947992943,0.11928443877687185,0.7892829379579648,8.138685455636791,1.0265451298561203,6.142324864641723,1.5710857927288033,1.8354603835043493,1.921443963766621,5.429643189992264
0.8200000000000001,1.8614469094213086,0.01023296721975143,0.04384281444284325,0.0710027234602415,0.11888734860915358,0.7889823553363389,8.11477980203987,1.0249737085462256,6.14237876229468,1.5710866534123402,1.8354544591775723,1.9212831318045103,5.426006514652979
0.8300000000000001,1.8609945408940314,0.010204988593323968,0.04373732826042158,0.07086775755209825,0.11849237926761486,0.788679551250585,8.090931483406711,1.0233991286510244,6.142434338298584,1.5710874795222323,1.8354483808957642,1.9211220412409662,5.422330337626434
0.84,1.860540230601864,0.010177104087095276,0.043632085331598486,0.07073300165980581,0.11809952147899244,0.7883745380669568,8.067140606436627,1.0218214278737414,6.142491569411612,1.571088271469898,1.835442150705132,1.9209606924361506,5.4186148862047085
0.85,1.860083972884648,0.010149313465027007,0.043527085190675205,0.07059845568682739,0.11770876599450948,0.7880673281157936,8.043407276416556,1.0202406439695013,6.142550432486318,1.5710890296651059,1.8354357706515778,1.9207990857665331,5.41486038750221
0.86,1.859625762035793,0.010121616491926123,0.04342232737259513,0.0704641195350177,0.11732010353208676,0.7877579337433082,8.019731597203215,1.0186568141190375,6.142610905194395,1.571089754503136,1.8354292426917607,1.920637221629867,5.411067067621586
0.87,1.859165592379417,0.010094012933325996,0.043317811413008056,0.07032999310538246,0.11693352483626471,0.7874463672575424,7.9961136712780805,1.0170699755620851,6.14267296529508,1.5710904463777895,1.8354225687824095,1.9204751004401202,5.407235152437849
0.88,1.8587034582482458,0.010066502555521106,0.04321353684825388,0.07019607629785664,0.11654902066237693,0.7871326409424279,7.972553599755497,1.0154801654201502,6.1427365908407365,1.5710911056777648,1.835415750854929,1.9203127226288703,5.403364867341158
0.89,1.8582393539845004,0.010039085125566158,0.04310950321536499,0.0700623690113099,0.11616658177827205,0.7868167670560683,7.949051482401648,1.013887420707073,6.142801760165335,1.5710917327868872,1.8354087908165782,1.9201500886452025,5.399456437220848
0.9,1.857773273940787,0.010011760411275192,0.04300571005206864,0.06992887114355212,0.11578619896603569,0.7864987578290217,7.925607417653523,1.0122917783395913,6.142868451872917,1.5710923280843376,1.8354016905516515,1.9199871989556072,5.395510086449452
0.91,1.857305212473984,0.00998452818123796,0.04290215689671075,0.06979558259125207,0.11540786296808857,0.786178625519039,7.902221501934787,1.0106932748144593,6.142936645187729,1.571092891937646,1.8353944518779801,1.9198240540484275,5.391526039609737
0.92,1.8568351639250362,0.009957388204871036,0.04279884328802159,0.06966250324968108,0.11503156432135254,0.7858563825794068,7.878893827556802,1.0090919452145704,6.1430063210320975,1.5710934246811155,1.835387076413532,1.9196606544474586,5.387504523716864
0.93,1.8563631226975281,0.009930340252225446,0.04269576876598984,0.06952963301368256,0.11465729397604854,0.7855320410309298,7.855624490537597,1.0074878269186789,6.143077458002825,1.5710939266963493,1.8353795660732246,1.9194970006613812,5.383445759959775
0.9400000000000001,1.8558890831868975,0.009903384094162457,0.04259293287106072,0.06939697177678811,0.11428504272806207,0.7852056130380808,7.83241358342402,1.0058809561988689,6.143150036061477,1.5710943983383931,1.8353719226127994,1.9193330932302213,5.379349971290441
0.9500000000000001,1.8554130398023132,0.009876519502300953,0.042490335144373816,0.06926451943148344,0.11391480138739603,0.7848771107380601,7.809261197418233,1.0042713692306116,6.143224035438817,1.5710948399576603,1.8353641477639182,1.9191689327116137,5.375217380180774
0.96,1.8549349869674976,0.00984974624901672,0.042387975127764786,0.06913227586921308,0.11354656077935811,0.7845465462396205,7.786167422389924,1.0026591021001243,6.143299436626751,1.571095251900092,1.8353562432349155,1.9190045196807415,5.371048208613789
0.97,1.8544549191215476,0.00982306410744172,0.04228585236376692,0.06900024098038506,0.1131803117457481,0.7842139316218927,7.763132346888514,1.0010441908117298,6.143376220370275,1.5710956345073166,1.835348210711546,1.9188398547302792,5.366842678074778
0.98,1.853972830704969,0.00979647285147436,0.04218396639556176,0.06886841465431096,0.1128160451095614,0.7838792789701149,7.740156057709309,0.9994266710881108,6.143454367880862,1.5710959881118196,1.835340051839799,1.9186749384699182,5.362601009988001
0.99,1.8534887160655578,0.009769972255849267,0.04208231676665308,0.06873679677879613,0.11245375144195499,0.783542600611381,7.717238637042003,0.9978065770480896,6.143533862249988,1.5710963130050626,1.8353317681114891,1.918509771523637,5.358323428568112
1.0,1.8530025697447416,0.009743562095924549,0.04198090302185381,0.06860538724139098,0.11209342176782698,0.7832039084009496,7.694380171095123,0.9961839452125357,6.143614684165853,1.5710966095340002,1.8353233612113315,1.9183443545376737,5.354010152209465
1.01,1.85251438622692,0.009717242147867823,0.0418797247064198,0.06847418592829758,0.11173504694658316,0.7828632143486446,7.671580742522684,0.9945588109898477,6.143696815670903,1.5710968780163703,1.8353148327126538,1.918178688173394,5.349661401053706
1.02,1.8520241600124263,0.009691012188601923,0.041778781366300415,0.06834319272468939,0.11137861785130225,0.7825205304376512,7.648840432612443,0.9929312096936204,6.143780239073559,1.5710971187652003,1.8353061841656508,1.9180127731092622,5.345277394807515
1.03,1.851531885618133,0.00966487199580434,0.0416780725481394,0.06821240751471494,0.11102412536938487,0.782175868623885,7.626159321291527,0.9913011765469479,6.143864936943437,1.571097332088893,1.83529741709787,1.9178466100407765,5.340858352740353
1.04,1.8510375575780542,0.009638821347906671,0.04157759779927573,0.06808183018150157,0.11067156040320249,0.7818292408353612,7.603537487132067,0.9896687466867261,6.143950892106567,1.5710975182913127,1.8352885330146977,1.9176801996804034,5.336404493682202
1.05,1.8505411704440053,0.009612860024094456,0.041477356667737074,0.06795146060715795,0.11032091386522926,0.7814806589772144,7.580975007286252,0.9880339551366094,6.144038087667371,1.5710976776715178,1.835279533396298,1.9175135427574024,5.331916036096896
1.06,1.8500427187871464,0.009586987804313414,0.0413773487021158,0.06782129867275793,0.10997217658593444,0.7811301350260389,7.558471956305524,0.9863968362843067,6.144126507453994,1.5710978105178854,1.8352704196384833,1.9173466400158674,5.327393199350721
1.07,1.8495421971961066,0.009561204469250982,0.041277573451899204,0.06769134425839672,0.10962533955913754,0.7807776807787096,7.536028409276212,0.98475742527621,6.144216134826069,1.5710979171239239,1.835261193210474,1.9171794922196543,5.322836200357444
1.08,1.8490396002796918,0.009535509800350948,0.04117803046719083,0.0675615972431501,0.1092803937349477,0.7804233080644207,7.513644439168377,0.9831157568415722,6.144306953677853,1.5710979977750097,1.835251855521888,1.9170121001480793,5.3182452564218785
1.09,1.8485349226668955,0.009509903579808614,0.04107871929879014,0.06743205750509064,0.10893733007896655,0.7800670286841043,7.491320117590395,0.9814718656294896,6.14439894814931,1.571098052752239,1.8352424079608585,1.9168444645970488,5.31362058443538
1.1,1.8480281590075032,0.009484385590570254,0.04097963949819314,0.06730272492129145,0.10859613957276909,0.7797088544099708,7.469055514792435,0.9798257862122502,6.144492102622138,1.5710980823324998,1.835232851894412,1.916676586378991,5.308962400875893
1.11,1.8475193039726985,0.009458955616332561,0.04088079061759302,0.06717359936782985,0.10825681321438442,0.7793487969850525,7.446850699669938,0.978177553088681,6.1445864017158085,1.5710980867885507,1.8352231886688455,1.916508466322788,5.304270921807996
1.12,1.8470083522556677,0.009433613441542105,0.04078217220988083,0.067044680719791,0.10791934201877668,0.7789868681227444,7.424705739767099,0.9765272006874953,6.1446818302835915,1.5710980663890943,1.8352134196101035,1.9163401052737081,5.299546362882951
1.1300000000000001,1.846495298676491,0.009408358851344991,0.04068378382870548,0.06691596885162547,0.10758371705448432,0.7786230794721755,7.402620701581907,0.9748747635941571,6.144778373025542,1.5710980214044503,1.8352035460740872,1.916171504102505,5.2947889392058975
1.1400000000000001,1.8459801379316554,0.009383191631706214,0.040585625028331386,0.06678746363630099,0.10724992935704065,0.7782574427000254,7.380595649843534,0.9732202760160586,6.1448760154068145,1.5710979520931547,1.8351935693268109,1.9160026636832752,5.289998865655762
1.1500000000000001,1.845462864801223,0.009358111569310478,0.04048769536375675,0.06665916494600697,0.10691797000107575,0.7778899694223823,7.358630648113142,0.9715637722285989,6.144974742894971,1.571097858713122,1.8351834906436795,1.9158335849115513,5.285176356622167
1.16,1.8449434740923607,0.0093331184515889,0.04038999439068172,0.06653107265196456,0.10658783008100746,0.777520671222987,7.336725758622308,0.9699052864561992,6.145074541165654,1.5710977415186558,1.8351733112825397,1.915664268699214,5.280321626078183
1.17,1.844421960639974,0.009308212066718457,0.040292521665509014,0.0664031866244304,0.10625950071153215,0.7771495596527646,7.31488104227659,0.9682448528757118,6.145175396098519,1.5710976007605282,1.83516303248407,1.9154947159744278,5.275434887580339
