t,V,n,Ca_i,Ca_ret
0.31,-75.86628502853655,0.09145854362799184,0.4886648766289354,0.7312190549139539
0.32,-75.86231440641711,0.09119583365828436,0.48768651415435177,0.7321939446367648
0.33,-75.85836300302334,0.09093389728937243,0.4867101337179106,0.7331668679996797
0.34,-75.8544306447027,0.09067273213847056,0.4857357312756537,0.7341378289443268
0.35000000000000003,-75.85051716366483,0.09041233585246493,0.4847633028129329,0.7351068313861768
0.36,-75.84662237796924,0.09015270600463307,0.4837928442411697,0.7360738793069995
0.37,-75.84274610838409,0.0898938401816495,0.4828243514848272,0.7370389766769762
0.38,-75.83888817838623,0.08963573598358575,0.4818578204814103,0.7380021274546995
0.39,-75.83504841416115,0.0893783910239103,0.4808932471814655,0.7389633355871738
0.4,-75.83122664460305,0.08912180292948871,0.47993062754858085,0.7399226050098148
0.41000000000000003,-75.82742270131479,0.08886596934058343,0.4789699575593863,0.7408799396464497
0.42,-75.82363641860789,0.08861088791085396,0.4780112332035533,0.7418353434093174
0.43,-75.81986763350257,0.0883565563073568,0.4770544504837951,0.7427888201990682
0.44,-75.81611618572768,0.08810297221054543,0.47609960541586643,0.7437403739047638
0.45,-75.81238191772078,0.08785013331427032,0.4751466940285638,0.7446900084038774
0.46,-75.8086646746281,0.08759803732577892,0.4741957123637255,0.7456377275622941
0.47000000000000003,-75.80496428434353,0.08734668188224706,0.47324665640513935,0.7465835352948678
0.48,-75.80128057097285,0.08709606460708066,0.4722995221264966,0.7475274355245741
0.49,-75.79761337817912,0.08684618320753654,0.47135430557453684,0.7484694321116852
0.5,-75.7939625516735,0.08659703540150622,0.47041100280668885,0.7494095289068878
0.51,-75.79032793921463,0.0863486189175135,0.4694696098910682,0.7503477297512872
0.52,-75.78670939060865,0.08610093149471437,0.4685301229064772,0.7512840384764051
0.53,-75.7831067577092,0.08585397088289708,0.46759253794240535,0.7522184589041812
0.54,-75.77951989441743,0.08560773484248207,0.46665685109902866,0.7531509948469722
0.55,-75.77594865668196,0.08536222114452206,0.4657230584872102,0.7540816501075525
0.56,-75.77239290249894,0.08511742757070197,0.46479115622849987,0.7550104284791136
0.5700000000000001,-75.76885249191197,0.08487335191333893,0.46386114045513444,0.7559373337452647
0.58,-75.76532728701221,0.08462999197538236,0.46293300731003756,0.7568623696800321
0.59,-75.76181715193825,0.08438734557041383,0.4620067529468197,0.7577855400478596
0.6,-75.7583219370892,0.08414541045662317,0.46108237347365727,0.7587068486513813
0.61,-75.75484148700077,0.08390418436974761,0.4601598649812914,0.7596262993075876
0.62,-75.75137566370243,0.0836636651207557,0.4592392236260597,0.7605438957771448
0.63,-75.74792433073485,0.08342385052900522,0.45832044557307994,0.7614596418127592
0.64,-75.74448735311897,0.08318473842211414,0.4574035269961407,0.7623735411592709
0.65,-75.74106459735611,0.08294632663596069,0.45648846407770105,0.763285597553654
0.66,-75.73765593142791,0.08270861301468327,0.45557525300889085,0.7641958147250157
0.67,-75.7342612247963,0.08247159541068053,0.4546638899895104,0.7651041963945976
0.68,-75.73088034840357,0.08223527168461132,0.4537543712280309,0.7660107462757745
0.6900000000000001,-75.72751317467231,0.08199963970539474,0.452846692941594,0.766915468074055
0.7000000000000001,-75.72415957750546,0.08176469735021007,0.45194085135601203,0.7678183654870814
0.71,-75.72081943228626,0.08153044250449683,0.45103684270576794,0.7687194422046297
0.72,-75.7174926158783,0.08129687306195475,0.45013466323401535,0.7696187019086099
0.73,-75.7141790019039,0.08106398691068249,0.44923430918458496,0.7705161482785937
0.74,-75.71087846218289,0.08083178193740134,0.44833577680442016,0.7714117849901306
0.75,-75.70759087531654,0.08060025605265557,0.44743906235810976,0.7723056157046968
0.76,-75.70431612123691,0.0803694071748107,0.44654416211866027,0.7731976440760768
0.77,-75.70105408117185,0.08013923322995055,0.44565107236743606,0.7740878737504057
0.78,-75.69780463764491,0.07990973215187736,0.4447597893941599,0.7749763083661677
0.79,-75.6945676744754,0.07968090188211166,0.4438703094969126,0.7758629515541973
0.8,-75.6913430767784,0.07945274036989239,0.4429826289821331,0.7767478069376785
0.81,-75.68813073096472,0.07922524557217679,0.4420967441646185,0.7776308781321454
0.8200000000000001,-75.68493052474092,0.0789984154536405,0.4412126513675243,0.7785121687454816
0.8300000000000001,-75.68174234710935,0.07877224798667751,0.4403303469223637,0.7793916823779207
0.84,-75.67856608836806,0.07854674115140013,0.43944982716900843,0.780269422622046
0.85,-75.67540164011086,0.07832189293563906,0.43857108845568826,0.781145393062791
0.86,-75.6722489189147,0.07809770140849838,0.43769412718321304,0.7820195972456325
0.87,-75.66910774717755,0.0778741643503283,0.43681893958250884,0.7828920388365952
0.88,-75.66597805793276,0.07765127988872364,0.43594552209698634,0.7837627213472387
0.89,-75.66285974475618,0.07742904603244855,0.435073871102332,0.7846316483361935
0.9,-75.65975270248359,0.07720746079787459,0.43420398298252355,0.7854988233544881
0.91,-75.65665682719842,0.0769865222089422,0.43333585412980713,0.7863642499455653
0.92,-75.6535720162193,0.0767662282971221,0.43246948094467397,0.7872279316452991
0.93,-75.65049816808764,0.0765465771013768,0.43160485983583724,0.7880898719820114
0.9400000000000001,-75.64743518255523,0.07632756666812211,0.43074198722020873,0.7889500744764882
0.9500000000000001,-75.64438296057179,0.07610919505118849,0.429880859522876,0.789808542641997
0.96,-75.64134140427267,0.07589146031178262,0.4290214731770791,0.7906652799843027
0.97,-75.6383104169663,0.07567436051844884,0.4281638246241872,0.7915202900016849
0.98,-75.63528990312192,0.07545789374703055,0.42730791031367554,0.7923735761849543
0.99,-75.63227976504815,0.07524205807009283,0.4264537266963807,0.7932251420224423
1.0,-75.62927990259692,0.07502685155597981,0.42560127022390054,0.7940749910004441
1.01,-75.62629022170444,0.07481227229601967,0.4247505373659471,0.7949231265903804
1.02,-75.62331062938439,0.07459831838857836,0.42390152460017766,0.7957695522563203
1.03,-75.62034103360037,0.07438498793865453,0.4230542284119375,0.7966142714551706
1.04,-75.617381343249,0.07417227905782642,0.4222086452942275,0.7974572876367
1.05,-75.6144314681428,0.07396018986419874,0.4213647717476719,0.7982986042435618
1.06,-75.61149131899337,0.07374871848234958,0.4205226042804854,0.7991382247113182
1.07,-75.60856080739433,0.07353786304327742,0.4196821394084412,0.7999761524684634
1.08,-75.60563984580432,0.07332762168434788,0.41884337365483837,0.8008123909364471
1.09,-75.60272834753006,0.0731179925492408,0.4180063035504692,0.8016469435296982
1.1,-75.59982622670938,0.072908973787897,0.41717092563358715,0.8024798136556484
1.11,-75.59693339829421,0.07270056355646533,0.4163372364498739,0.8033110047147554
1.12,-75.59404977803361,0.07249276001724946,0.4155052325524075,0.8041405201005268
1.1300000000000001,-75.59117528245682,0.07228556133865488,0.41467491050162925,0.8049683631995436
1.1400000000000001,-75.58830982885621,0.07207896569513575,0.4138462668653119,0.8057945373914832
1.1500000000000001,-75.5854533352704,0.07187297126714189,0.4130192982185267,0.8066190460491436
1.16,-75.58260572046721,0.0716675762410656,0.4121940011436112,0.8074418925384667
1.17,-75.57976690392668,0.07146277880918861,0.4113703722301368,0.8082630802185617
1.18,-75.57693680582534,0.07125857716963145,0.41054840807487625,0.8090826124417292
1.19,-75.57411534822462,0.07105496952872663,0.40972810528185316,0.8099004925539899
1.2,-75.57130245398788,0.07085195409881996,0.40890946046223725,0.8107167238946612
1.21,-75.56849804571995,0.07064952909611695,0.4080924702342408,0.811531309795944
1.22,-75.56570204668779,0.07044769274251717,0.40727713122314996,0.8123442535833387
1.23,-75.56291438080464,0.07024644326556329,0.4064634400612926,0.8131555585756692
1.24,-75.5601349726141,0.07004577889839031,0.40565139338800554,0.8139652280851072
1.25,-75.55736374727425,0.0698456978796746,0.4048409878496026,0.8147732654171957
1.26,-75.55460063054181,0.06964619845358298,0.40403222009934175,0.8155796738708737
1.27,-75.55184554875622,0.069447278869722,0.4032250867973933,0.8163844567384994
1.28,-75.54909842882377,0.06924893738308688,0.40241958461080696,0.8171876173058746
1.29,-75.5463591982017,0.0690511722540107,0.40161571021347986,0.8179891588522689
1.3,-75.54362778488233,0.06885398174811354,0.40081346028612397,0.8187890846504432
1.31,-75.54090411737721,0.06865736413625159,0.4000128315162339,0.8195873979666739
1.32,-75.53818812470116,0.06846131769446623,0.39921382059805427,0.8203841020607772
1.33,-75.53547973635648,0.06826584070393318,0.3984164242325476,0.8211792001861323
1.34,-75.53277888231698,0.06807093145091164,0.3976206391273618,0.8219726955897064
1.35,-75.53008549301214,0.06787658822669335,0.3968264619967977,0.822764591512078
1.36,-75.52739949931126,0.0676828093275517,0.39603388956177704,0.823554891187461
1.37,-75.52472083250751,0.067489593054691,0.3952429185498096,0.8243435978437287
1.3800000000000001,-75.5220494246875,0.06729693771534694,0.39445354569560415,0.8251307147019956
1.3900000000000001,-75.51938521888204,0.06710484165311413,0.3936657677579994,0.8259162449649722
1.4000000000000001,-75.51672815476742,0.0669133032052176,0.3928795814961002,0.8267001918333822
1.41,-75.51407816834691,0.06672232070155792,0.39209498366874057,0.8274825585063343
1.42,-75.51143519621397,0.0665318924774461,0.3913119710415907,0.8282633481764351
1.43,-75.50879917554394,0.06634201687357567,0.39053054038713764,0.8290425640298031
1.44,-75.50617004408603,0.06615269223599488,0.38975068848466565,0.8298202092460851
1.45,-75.50354774015499,0.06596391691607868,0.38897241212023664,0.8305962869984704
1.46,-75.50093220262292,0.06577568927050093,0.3881957080866707,0.8313708004537068
1.47,-75.49832337091122,0.0655880076612064,0.3874205731835264,0.8321437527721149
1.48,-75.4957211849822,0.06540087045538297,0.3866470042170816,0.8329151471076042
1.49,-75.49312558533107,0.06521427602543368,0.38587499800031344,0.8336849866076871
1.5,-75.49053651297763,0.06502822274894884,0.38510455135287924,0.8344532744134951
1.51,-75.48795390945811,0.06484270900867813,0.3843356611010965,0.8352200136597937
1.52,-75.48537771681701,0.06465773319250269,0.38356832407792396,0.8359852074749973
1.53,-75.4828078775989,0.06447329369340725,0.3828025371229414,0.8367488589811842
1.54,-75.4802443348402,0.06428938890945222,0.38203829708233056,0.8375109712941127
1.55,-75.47768703206097,0.06410601724374582,0.3812756008088554,0.8382715475232349
1.56,-75.47513591325684,0.06392317710441611,0.3805144451618428,0.8390305907717129
1.57,-75.47259092289066,0.06374086690458315,0.37975482700716245,0.839788104136434
1.58,-75.47005200621211,0.06355908506312566,0.37899674321759524,0.8405440907078086
1.59,-75.46751911162326,0.06337783001040884,0.37824019067561776,0.8412985535682206
1.6,-75.46499218626951,0.06319710017758574,0.37748516626818346,0.842051495794945
1.61,-75.46247117719027,0.06301689399937913,0.376731666888072,0.8428029204593992
1.62,-75.45995603191184,0.0628372099155111,0.3759796894345803,0.8435528306267608
1.6300000000000001,-75.45744669844119,0.06265804637067982,0.37522923081350495,0.8443012293559825
1.6400000000000001,-75.45494312525953,0.062479401814536185,0.3744802879371249,0.8450481196998053
1.6500000000000001,-75.45244526131613,0.06230127470166052,0.37373285772418424,0.8457935047047724
1.6600000000000001,-75.44995305602191,0.06212366349153921,0.372986937099875,0.8465373874112437
1.67,-75.44746645924326,0.061946566648541396,0.37224252299581956,0.8472797708534091
1.68,-75.44498542129558,0.06176998264189565,0.37149961235005347,0.8480206580593029
1.69,-75.4425098929371,0.061593909945666644,0.3707582021070083,0.8487600520508173
1.7,-75.44003982536252,0.061418347038731835,0.370018289217494,0.8494979558437166
1.71,-75.43757517019672,0.061243292404758114,0.36927987063868195,0.8502343724476508
1.72,-75.43511587948844,0.06106874453217852,0.3685429433340872,0.8509693048661701
1.73,-75.43266190570397,0.060894701914168854,0.36780750427355174,0.8517027560967382
1.74,-75.43021320172089,0.060721163048624426,0.36707355043322654,0.8524347291307465
1.75,-75.42776972082173,0.060548126438136673,0.3663410787955548,0.8531652269535281
1.76,-75.42533141668764,0.06037559058996986,0.36561008634925424,0.8538942525443716
1.77,-75.42289824339214,0.060203554016037726,0.3648805700893001,0.8546218088765348
1.78,-75.42047015583408,0.06003201523397166,0.36415252701739703,0.8553478989169978
1.79,-75.41804711078785,0.05986097276972226,0.3634259541431396,0.8560725256258491
1.8,-75.41562906409659,0.05969042515057816,0.36270084848087364,0.8567956919579636
1.81,-75.41321597183791,0.059520370908054586,0.3619772070509854,0.85751740086232
1.82,-75.41080779048815,0.05935080857829373,0.36125502688007416,0.8582376552819139
1.83,-75.40840447691717,0.05918173670204439,0.36053430500093603,0.8589564581537701
1.84,-75.40600598838328,0.05901315382464149,0.35981503845254836,0.8596738124089569
1.85,-75.40361228252812,0.05884505849598572,0.3590972242800533,0.8603897209725982
1.86,-75.40122331737146,0.05867744927052312,0.3583808595347421,0.8611041867638877
1.87,-75.39883905130614,0.058510324707224594,0.35766594127403883,0.8618172126961013
1.8800000000000001,-75.39645944309288,0.05834368336956561,0.3569524665614848,0.8625288016766111
1.8900000000000001,-75.39408445185518,0.05817752382550569,0.3562404324667221,0.8632389566068978
1.9000000000000001,-75.39171403707418,0.05801184464746805,0.35552983606547783,0.8639476803825646
1.9100000000000001,-75.38934815858352,0.05784664441231917,0.354820674439548,0.8646549758933503
1.92,-75.38698677656419,0.057681921701348365,0.3541129446767816,0.8653608460231419
1.93,-75.38462985153946,0.057517675100247384,0.3534066438710646,0.8660652936499887
1.94,-75.38227734436967,0.05735390319909002,0.3527017691223038,0.8667683216461152
1.95,-75.37992921624715,0.05719060459231166,0.351998317536411,0.8674699328779336
1.96,-75.37758542869106,0.05702777787868888,0.3512962862252869,0.8681701302060585
1.97,-75.37524594354228,0.05686542166131904,0.35059567230680516,0.8688689164853187
1.98,-75.37291072670878,0.05670353455699372,0.3498964729092576,0.869566294562289
1.99,-75.37057973500094,0.05654211516321797,0.34919868515568475,0.8702622672840125
2.0,-75.36825293581424,0.056381162107501256,0.34850230618727884,0.8709568374849841
2.0100000000000002,-75.36593029259012,0.05622067401093433,0.34780733314607937,0.8716500079967823
2.02,-75.36361176910376,0.056060649498921075,0.3471137631800635,0.8723417816452418
2.0300000000000002,-75.36129732945908,0.0559010872011585,0.3464215934431302,0.8730321612504661
2.04,-75.35898693808392,0.055741985751616874,0.3457308210950849,0.8737211496268412
2.05,-75.35668055972502,0.0555833437885199,0.34504144330162323,0.8744087495830478
2.06,-75.35437815944329,0.05542515995432508,0.34435345723431554,0.8750949639220751
2.07,-75.35207970260893,0.055267432895704176,0.34366686007059166,0.8757797954412333
2.08,-75.34978515489684,0.055110161263523784,0.3429816489937248,0.8764632469321669
2.09,-75.34749448228177,0.05495334371282604,0.3422978211928166,0.8771453211808674
2.1,-75.34520765103379,0.054796978902809435,0.3416153738627813,0.8778260209676864
2.11,-75.34292462771364,0.05464106549680975,0.3409343042043306,0.8785053490673478
2.12,-75.34064537916822,0.054485602162281106,0.34025460942395824,0.8791833082489617
2.13,-75.33836987252609,0.054330587570777196,0.3395762867339249,0.8798599012760366
2.14,-75.33609807519295,0.0541760203979325,0.3388993333522429,0.8805351309064922
2.15,-75.33382995484735,0.05402189932344377,0.33822374650266107,0.8812089998926715
2.16,-75.33156547943629,0.05386822303105154,0.3375495234146495,0.8818815109813553
2.17,-75.32930461717086,0.05371499020852181,0.33687666132338495,0.8825526669137727
2.18,-75.32704733749661,0.05356219954998562,0.336205157470974,0.8832224704248958
2.19,-75.32479361033585,0.053409849754098286,0.33553500910548095,0.8838909242440078
2.2,-75.32254340497998,0.053257939521351105,0.33486621347951007,0.8845580310955309
2.21,-75.32029669099062,0.05310646755624389,0.33419876785134167,0.8852237936983696
2.22,-75.31805343819646,0.05295543256726947,0.33353266948491844,0.8858882147659236
2.23,-75.31581361669022,0.05280483326689838,0.3328679156498318,0.8865512970060987
2.24,-75.31357719682555,0.052654668371563504,0.33220450362130877,0.8872130431213191
2.25,-75.31134414921411,0.052504936601645076,0.3315424306801982,0.8878734558085389
2.2600000000000002,-75.30911444472261,0.05235563668145569,0.33088169411295776,0.8885325377592539
2.27,-75.30688805447002,0.05220676733922557,0.3302222912116408,0.889190291659513
2.2800000000000002,-75.30466494982471,0.05205832730708795,0.329564219273883,0.88984672018993
2.29,-75.30244510240182,0.05191031532106459,0.3289074756028894,0.8905018260256954
2.3000000000000003,-75.30022848406051,0.05176273012105148,0.3282520575074214,0.891155611836587
2.31,-75.29801506690146,0.05161557045080475,0.327597962301784,0.8918080802869822
2.32,-75.29580482326423,0.0514688350579266,0.3269451873058128,0.8924592340358695
2.33,-75.29359772572494,0.05132252269385151,0.32629372984486127,0.893109075736859
2.34,-75.29139374709368,0.051176632113832624,0.32564358724978815,0.8937576080381948
2.35,-75.28919286041233,0.05103116207692812,0.32499475685694484,0.8944048335827653
2.36,-75.28699503895223,0.05088611134598796,0.3243472360081629,0.8950507550081152
2.37,-75.2848002562119,0.05074147868764061,0.32370102205074147,0.895695374946456
2.38,-75.28260848591498,0.05059726287228006,0.3230561123374352,0.8963386960246783
2.39,-75.28041970200812,0.050453462674052894,0.3224125042264415,0.8969807208643614
2.4,-75.27823387865892,0.05031007687084559,0.3217701950813889,0.8976214520817856
2.41,-75.27605099025402,0.05016710424427192,0.3211291822713242,0.8982608922879427
2.42,-75.27387101139712,0.05002454357966058,0.3204894631707013,0.8988990440885468
2.43,-75.27169391690724,0.049882393666042864,0.3198510351593684,0.899535910084046
2.44,-75.26951968181692,0.049740653296140656,0.3192138956225566,0.9001714928696323
2.45,-75.26734828137403,0.049599321266364425,0.318578041950874,0.9008057950352489
2.46,-75.26517969160179,0.04945839637838101,0.31794347154128877,0.9014388191649146
2.47,-75.26301388867749,0.04931787743735908,0.3173101817960196,0.9020705678374916
2.48,-75.26085084862706,0.049177763251103034,0.31667817012198696,0.9027010436270676
2.49,-75.25869054769333,0.049038052631081505,0.3160474339314553,0.9033302491025145
2.5,-75.25653296233519,0.048898744392417606,0.31541797064202326,0.9039581868274988
2.5100000000000002,-75.25437806922659,0.04875983735387907,0.31478977767661237,0.9045848593604918
2.52,-75.25222584525588,0.048621330337868814,0.31416285246345704,0.9052102692547788
2.5300000000000002,-75.25007626752493,0.04848322217041551,0.31353719243609396,0.9058344190584701
2.54,-75.2479293133486,0.04834551168116443,0.31291279503335195,0.9064573113145099
2.5500000000000003,-75.24578496025407,0.04820819770336845,0.3122896576993416,0.9070789485606868
2.56,-75.24364318598033,0.048071279073879196,0.3116677778834452,0.9076993333296436
2.57,-75.24150396847776,0.04793475463313842,0.31104715304030683,0.9083184681488862
2.58,-75.23936728590772,0.04779862322516949,0.31042778062982224,0.9089363555407944
2.59,-75.2372331166423,0.04766288369756919,0.3098096581171292,0.9095529980226308
2.6,-75.23510143926403,0.04752753490149949,0.3091927829725975,0.9101683981065505
2.61,-75.23297223256571,0.047392575691679706,0.3085771526718196,0.9107825582996105
2.62,-75.2308454755504,0.047258004926378695,0.3079627646956008,0.91139548110378
2.63,-75.22872114743126,0.04712382146740731,0.3073496165299499,0.9120071690159485
2.64,-75.22659922763174,0.04699002418011099,0.30673770566606956,0.912617624527936
2.65,-75.22447969578562,0.046856611933362526,0.3061270296003475,0.9132268501265023
2.66,-75.2223625317372,0.04672358359955506,0.3055175858343466,0.9138348482933559
2.67,-75.22024771554163,0.04659093805459519,0.30490937187479655,0.9144416215051634
2.68,-75.21813522746514,0.0464586741778963,0.304302385233584,0.9150471722335587
2.69,-75.2160250479855,0.046326790852372075,0.30369662342774434,0.915651502945152
2.7,-75.21391715779254,0.04619528696443014,0.3030920839794523,0.916254616101539
2.71,-75.21181153778859,0.04606416140396596,0.3024887644160137,0.9168565141593096
2.72,-75.2097081690892,0.045933413064356804,0.3018866622698561,0.917457199570057
2.73,-75.20760703295166,0.04580304084228106,0.30128577507844145,0.9180566747804286
2.74,-75.20550810792166,0.04567304363078284,0.300686100381103,0.9186549422337891
2.75,-75.2034113736778,0.04554342032859885,0.30008763572328473,0.9192520043680011
2.7600000000000002,-75.20131681146181,0.045414169841195395,0.2994903786570069,0.9198478636151852
2.77,-75.19922440267945,0.04528529107736412,0.298894326739311,0.92044252240254
2.7800000000000002,-75.19713412889944,0.045156782949212,0.29829947753224934,0.921035983152352
2.79,-75.1950459718525,0.04502864437215149,0.29770582860287464,0.9216282482820056
2.8000000000000003,-75.19295991343031,0.04490087426489067,0.29711337752322975,0.9222193202039928
2.81,-75.19087593568462,0.04477347154942362,0.2965221218703371,0.9228092013259227
2.82,-75.18879402082622,0.04464643515102071,0.2959320592261888,0.9233978940505316
2.83,-75.18671415122424,0.044519763998219136,0.2953431871777361,0.9239854007756926
2.84,-75.18463630940515,0.04439345702281349,0.29475550331687955,0.9245717238944249
2.85,-75.18256047805201,0.044267513159846394,0.29416900524045875,0.9251568657949036
2.86,-75.18048664000374,0.04414193134759926,0.29358369055024225,0.9257408288604699
2.87,-75.17841477825428,0.04401671052758312,0.2929995568529176,0.9263236154696397
2.88,-75.17634487595203,0.0438918496445296,0.2924166017600817,0.9269052279961135
2.89,-75.17427691639901,0.043767347646381904,0.29183482288823037,0.9274856688087861
2.9,-75.1722108830504,0.04364320348428597,0.29125421785874883,0.928064940271756
2.91,-75.17014675951381,0.04351941611258164,0.29067478429790194,0.9286430447443345
2.92,-75.16808452954882,0.04339598448879398,0.29009651983682433,0.9292199845810554
2.93,-75.16602417706633,0.043272907573624696,0.28951942211151077,0.9297957621316844
2.94,-75.16396568612821,0.04315018433094359,0.2889434887628065,0.9303703797412283
2.95,-75.16190904094675,0.04302781372778015,0.2883687174363977,0.9309438397499442
2.96,-75.15985422588426,0.042905794734315196,0.2877951057828018,0.9315161444933493
2.97,-75.1578012254527,0.042784126323872684,0.28722265145735826,0.9320872963022292
2.98,-75.15575002431329,0.04266280747291153,0.2866513521202188,0.932657297502648
2.99,-75.15370060727626,0.04254183716101755,0.28608120543633836,0.9332261504159572
3.0,-75.15165295930049,0.04242121437089552,0.2855122090754654,0.9337938573588047
3.0100000000000002,-75.14960706541913,0.04230093808819553,0.28494436071205637,0.934360420643181
3.02,-75.14756290943545,0.04218100729859343,0.28437765802392284,0.9349258425770831
3.0300000000000002,-75.1455204759568,0.04206142099232562,0.28381209869431817,0.9354901254635024
3.04,-75.14347975020576,0.0419421781637602,0.28324768041173437,0.9360532716005285
3.0500000000000003,-75.14144071752891,0.041823277810292575,0.2826844008693867,0.9366152832816051
3.06,-75.13940336339584,0.04170471893233599,0.28212225776520344,0.9371761627955384
3.0700000000000003,-75.13736767339815,0.04158650053331207,0.2815612488018165,0.9377359124265074
3.08,-75.13533363324848,0.04146862161964147,0.28100137168655087,0.9382945344540732
3.09,-75.13330122877957,0.041351081200734496,0.28044262413141513,0.9388520311531876
3.1,-75.13127044594337,0.041233878288981854,0.27988500385309134,0.9394084047942035
3.11,-75.12924127081006,0.04111701189974544,0.27932850857292546,0.9399636576428834
3.12,-75.12721368956718,0.04100048105134914,0.27877313601691733,0.940517791960409
3.13,-75.12518768851884,0.04088428476506976,0.2782188839157111,0.9410708100033903
3.14,-75.1231632540847,0.04076842206512794,0.2776657500045852,0.9416227140238753
3.15,-75.12114037279935,0.04065289197867922,0.2771137320234432,0.9421735062693585
3.16,-75.11911903131131,0.04053769353580501,0.27656282771680346,0.9427231889827905
3.17,-75.11709921638237,0.04042282576950378,0.27601303483379014,0.9432717644025874
3.18,-75.1150809148867,0.04030828771568221,0.2754643511281231,0.9438192347626393
3.19,-75.1130641138102,0.04019407841314643,0.27491677435810885,0.94436560229232
3.2,-75.11104880024969,0.040080196903593254,0.27437030228663045,0.9449108692164957
3.21,-75.10903496141225,0.0399666422316016,0.27382493268113856,0.9454550377555344
3.22,-75.10702258461447,0.039853413444623835,0.2732806633136417,0.9459981101253148
3.23,-75.10501165728178,0.039740509592977244,0.27273749196069685,0.946540088537235
3.24,-75.10300216694783,0.03962792972983554,0.2721954164034001,0.9470809751982221
3.25,-75.10099410125382,0.03951567291122043,0.27165443442737747,0.9476207723107408
3.2600000000000002,-75.09898744794788,0.039403738195993215,0.2711145438227751,0.9481594820728024
3.27,-75.09698219488445,0.03929212464584654,0.2705757423842507,0.9486971066779737
3.2800000000000002,-75.09497833002375,0.039180831325296026,0.2700380279109636,0.9492336483153861
3.29,-75.09297584138736,0.039069857301577984,0.2695013982065241,0.9497691091697631
3.3000000000000003,-75.09097471664316,0.03895920164374996,0.2689658510785872,0.9503034914216069
3.31,-75.08897494384266,0.038848863424269,0.26843138433955016,0.9508367972468905
3.3200000000000003,-75.08697651125543,0.03873884171862872,0.2678979958063846,0.9513690288171384
3.33,-75.08497940724632,0.03862913560508853,0.2673656833005112,0.9519001882994864
3.34,-75.08298362027476,0.03851974416466498,0.26683444464778977,0.9524302778566917
3.35,-75.08098913889395,0.03841066648112327,0.26630427767851034,0.9529592996471408
3.36,-75.0789959517501,0.03830190164096875,0.2657751802273837,0.953487255824859
3.37,-75.07700404758175,0.038193448733438426,0.26524715013353223,0.9540141485395192
3.38,-75.07501341521902,0.03808530685049262,0.26472018524048074,0.9545399799364501
3.39,-75.0730240435829,0.03797747508680654,0.2641942833961469,0.9550647521566458
3.4,-75.0710359216846,0.03786995253976201,0.26366944245283275,0.9555884673367737
3.41,-75.06904903862478,0.037762738309439194,0.26314566026721486,0.9561111276091844
3.42,-75.06706338359305,0.03765583149860834,0.26262293470033576,0.956632735101919
3.43,-75.06507894586714,0.037549231212721634,0.2621012636175945,0.9571532919387192
3.44,-75.06309571481239,0.03744293655990505,0.2615806448887379,0.957672800239035
