t,PRL,OT,DA
0.74,18.64208314833993,23.205783216064567,20000.0
0.75,18.625626120531834,23.189493258557857,20000.0
0.76,18.60922126994175,23.173365387554853,20000.0
0.77,18.592868610167084,23.157397987834557,20000.0
0.78,18.576568152493007,23.14158945990124,20000.0
0.79,18.560319905260307,23.12593822724457,20000.0
0.8,18.544123874669705,23.110442727407822,20000.0
0.81,18.527980064896866,23.09510141082567,20000.0
0.8200000000000001,18.511888477884487,23.07991274330259,20000.0
0.8300000000000001,18.495849113369157,23.064875205844363,20000.0
0.84,18.479861968908256,23.049987294489597,20000.0
0.85,18.46392703990682,23.035247520141215,20000.0
0.86,18.44804431964443,23.02065440839801,20000.0
0.87,18.432213799302076,23.00620649938611,20000.0
0.88,18.416435467880973,22.991902348632202,20000.0
0.89,18.400709312215124,22.977740527032747,20000.0
0.9,18.385035317228084,22.96371961847017,20000.0
0.91,18.369413465834768,22.949838220849767,20000.0
0.92,18.353843738965505,22.936094945958313,20000.0
0.93,18.338326115591716,22.9224884193072,20000.0
0.9400000000000001,18.322860572751587,22.90901727997556,20000.0
0.9500000000000001,18.307447085575753,22.895680180453436,20000.0
0.96,18.292085627312947,22.882475786484875,20000.0
0.97,18.276776169331963,22.86940277730104,20000.0
0.98,18.261518681045416,22.856459847137238,20000.0
0.99,18.24631313012311,22.8436457019927,20000.0
1.0,18.231159482459468,22.830959060430548,20000.0
1.01,18.21605770218293,22.818398653688476,20000.0
1.02,18.201007751680848,22.805963225534267,20000.0
1.03,18.186009591624437,22.793651532121302,20000.0
1.04,18.171063180993663,22.781462341844055,20000.0
1.05,18.156168477102188,22.76939443519363,20000.0
1.06,18.141325435464722,22.75744660587527,20000.0
1.07,18.126534010245223,22.745617657273385,20000.0
1.08,18.111794153387336,22.733906409471963,20000.0
1.09,18.097105815621227,22.72231169124484,20000.0
1.1,18.082468946102676,22.71083234300173,20000.0
1.11,18.067883492437495,22.699467216647694,20000.0
1.12,18.053349400705777,22.688215175444107,20000.0
1.1300000000000001,18.038866615485947,22.677075093871068,20000.0
1.1400000000000001,18.024435079878632,22.666045857491323,20000.0
1.1500000000000001,18.01005473553036,22.65512636281563,20000.0
1.16,17.99572552249811,22.644315518485147,20000.0
1.17,17.98144737923103,22.633612245484034,20000.0
1.18,17.967220243005684,22.623015473598517,20000.0
1.19,17.953044049723164,22.612524143157128,20000.0
1.2,17.93891873392519,22.60213720495887,20000.0
1.21,17.924844228815186,22.591853620159682,20000.0
1.22,17.91082046627919,22.581672360160752,20000.0
1.23,17.896847376906464,22.571592406498695,20000.0
1.24,17.882924890009935,22.561612750737545,20000.0
1.25,17.869052933646365,22.55173239436264,20000.0
1.26,17.855231434636327,22.541950348676345,20000.0
1.27,17.841460318583913,22.532265634695595,20000.0
1.28,17.827739509896237,22.522677283051337,20000.0
1.29,17.814068931802712,22.513184333889797,20000.0
1.3,17.800448506362475,22.503785836849413,20000.0
1.31,17.78687815406766,22.49448085360987,20000.0
1.32,17.773357794364927,22.485268454598668,20000.0
1.33,17.75988734574857,22.476147718424134,20000.0
1.34,17.74646672559963,22.467117732925026,20000.0
1.35,17.733095850201707,22.458177595095993,20000.0
1.36,17.719774634756526,22.449326411015324,20000.0
1.37,17.706502993399152,22.440563295774925,20000.0
1.3800000000000001,17.693280839212964,22.43188737341257,20000.0
1.3900000000000001,17.6801080842443,22.42329777684642,20000.0
1.4000000000000001,17.66698463951682,22.414793647811774,20000.0
1.41,17.65391041504559,22.406374136800117,20000.0
1.42,17.64088531985084,22.3980384030004,20000.0
1.43,17.62790926197146,22.389785614242587,20000.0
1.44,17.614982148478173,22.381614946943483,20000.0
1.45,17.602103885635426,22.373525584665895,20000.0
1.46,17.589274379459297,22.365516712985166,20000.0
1.47,17.57649353458647,22.35758753010065,20000.0
1.48,17.563761254688952,22.349737243036298,20000.0
1.49,17.551077442577803,22.341965066740062,20000.0
1.5,17.538442000217803,22.334270224012865,20000.0
1.51,17.525854828741952,22.326651945438947,20000.0
1.52,17.513315828465775,22.319109469317503,20000.0
1.53,17.500824898901396,22.311642041595643,20000.0
1.54,17.48838193877148,22.304248915802695,20000.0
1.55,17.47598684602292,22.29692935298579,20000.0
1.56,17.463639517840388,22.28968262164681,20000.0
1.57,17.451339850659643,22.282507997680636,20000.0
1.58,17.439087740180682,22.2754047643147,20000.0
1.59,17.42688308138068,22.268372212049908,20000.0
1.6,17.414725768691355,22.26140963683393,20000.0
1.61,17.402615695984387,22.254516340296583,20000.0
1.62,17.390552756272196,22.247691633042447,20000.0
1.6300000000000001,17.378536841909963,22.240934832557297,20000.0
1.6400000000000001,17.366567844610355,22.234245263125906,20000.0
1.6500000000000001,17.354645655456622,22.227622255766864,20000.0
1.6600000000000001,17.342770164915525,22.221065148168325,20000.0
1.67,17.330941262850125,22.21457328462463,20000.0
1.68,17.31915883853239,22.208146015973835,20000.0
1.69,17.30742278065568,22.201782699536107,20000.0
1.7,17.295732977347075,22.19548269905304,20000.0
1.71,17.28408931617952,22.189245384627867,20000.0
1.72,17.272491684183848,22.183070132666533,20000.0
1.73,17.260939967860637,22.176956325819692,20000.0
1.74,17.24943405319348,22.170903352885894,20000.0
1.75,17.237973825691558,22.1649106079627,20000.0
1.76,17.226559170358822,22.158977491470203,20000.0
1.77,17.215189971705946,22.153103410077378,20000.0
1.78,17.203866113772442,22.147287776368096,20000.0
1.79,17.19258748013773,22.14153000878465,20000.0
1.8,17.181353953932067,22.135829531572032,20000.0
1.81,17.170165417847375,22.130185774723014,20000.0
1.82,17.159021754147844,22.124598173923953,20000.0
1.83,17.147922844680448,22.119066170501437,20000.0
1.84,17.13686857088529,22.113589211369643,20000.0
1.85,17.12585881380579,22.1081667489785,20000.0
1.86,17.11489345409874,22.102798241262644,20000.0
1.87,17.1039723720442,22.09748315159108,20000.0
1.8800000000000001,17.093095447555253,22.09222094871771,20000.0
1.8900000000000001,17.082262560205837,22.087011106631387,20000.0
1.9000000000000001,17.07147358932403,22.081853104043223,20000.0
1.9100000000000001,17.060728413936342,22.076746424699788,20000.0
1.92,17.050026912812086,22.07169055714144,20000.0
1.93,17.039368964345417,22.066684995333276,20000.0
1.94,17.028754446462536,22.061729239161497,20000.0
1.95,17.01818323681061,22.05682279341836,20000.0
1.96,17.007655212668407,22.051965168282017,20000.0
1.97,16.997170251229313,22.047155877852028,20000.0
1.98,16.986728229458073,22.042394440894444,20000.0
1.99,16.976329024058714,22.037680381011114,20000.0
2.0,16.965972511533003,22.033013308523334,19999.99997577128
2.0100000000000002,16.956171975782926,22.3654735423905,19900.099911175785
2.02,16.947431860837167,22.694625748832458,19800.39944505242
2.0300000000000002,16.939739206841452,23.020502835848085,19700.898180593842
2.04,16.933081593502653,23.34313739167566,19601.59571979425
2.05,16.927447118321194,23.662561680517527,19502.491665443435
2.06,16.922824371760996,23.97880764681624,19403.58562112416
2.07,16.91920244282189,24.291906914153657,19304.87719121274
2.08,16.916570892537113,24.601890789482677,19206.365980876955
2.09,16.914919718471165,24.908790270758328,19108.051596072117
2.1,16.914239335508963,25.21263604933655,19009.93364353995
2.11,16.914520557201115,25.513458512188656,18912.01173080757
2.12,16.915754594872546,25.81128774416489,18814.285466186146
2.13,16.917933097569495,26.106153525369404,18716.7544587718
2.14,16.921048053668212,26.398085342758424,18619.41831844033
2.15,16.925091800433304,26.687112390712986,18522.276655846726
2.16,16.93005704676495,26.973263571680658,18425.32908242433
2.17,16.93593683672111,27.25656750061883,18328.575210382853
2.18,16.94272452912013,27.537052508428914,18232.014652706646
2.19,16.950413802403965,27.814746644009812,18135.64702315334
2.2,16.958998656750534,28.08967767655389,18039.471936252325
2.21,16.968473378696082,28.361873099527106,17943.489007303124
2.22,16.97883254130103,28.631360133033258,17847.697852373843
2.23,16.99007101150466,28.8981657257363,17752.098088299776
2.24,17.002183929743968,29.16231655823801,17656.68933268175
2.25,17.015166695362215,29.423839046151443,17561.47120388459
2.2600000000000002,17.02901497466547,29.682759341884374,17466.44332103565
2.27,17.043724695630356,29.9391033371903,17371.60530402334
2.2800000000000002,17.059292024706238,30.19289666681199,17276.956773495436
2.29,17.07571336800967,30.44416471064727,17182.497350857662
2.3000000000000003,17.09298536611015,30.692932596298604,17088.226658272128
2.31,17.11110489816783,30.939225200736526,16994.144318655948
2.32,17.130069073047782,31.18306715327336,16900.249955679654
2.33,17.149875224403015,31.42448283817937,16806.54319376568
2.34,17.170520911431737,31.663496396774114,16713.023658086906
2.35,17.192003912654652,31.900131729940473,16619.690974565125
2.36,17.214322185773508,32.134412502161304,16526.544769869404
2.37,17.237473907558492,32.36636214192319,16433.58467141478
2.38,17.261457465266147,32.5960038443012,16340.810307360749
2.39,17.286271450103158,32.82336057343933,16248.221306609743
2.4,17.311914649863954,33.04845506502456,16155.817298805661
2.41,17.338386034971364,33.2713098290096,16063.597914332313
2.42,17.36568477572915,33.49194715107786,15971.56278431204
2.43,17.393810233691344,33.71038909512536,15879.711540604198
2.44,17.42276195935657,33.92665750547629,15788.043815803696
2.45,17.452539687192758,34.14077400915446,15696.559243239506
2.46,17.483143333623353,34.352760018050674,15605.25745697322
2.47,17.514572999616465,34.56263673093848,15514.138091797566
2.48,17.54682896744437,34.770425135643556,15423.200783234968
2.49,17.57991169947048,34.97614601113738,15332.445167536065
2.5,17.6138218341141,35.17981992971087,15241.870881678278
2.5100000000000002,17.648560187030828,35.38146725895446,15151.477563364337
2.52,17.684127751065805,35.58110816376391,15061.264851020855
2.5300000000000002,17.720525694879793,35.77876260837532,14971.232383796852
2.54,17.757755362137665,35.97445035836754,14881.379801562354
2.5500000000000003,17.795818268908786,36.16819098272374,14791.7067449069
2.56,17.83471610587004,36.360003855679764,14702.21285513815
2.57,17.874450737705143,36.54990815867366,14612.897774280424
2.58,17.91502420283755,36.73792288226663,14523.761145073275
2.59,17.956438712436878,36.92406682810163,14434.802610970075
2.6,17.998696649160937,37.10835861086652,14346.021816136557
2.61,18.0418005712871,37.29081665991547,14257.418405449433
2.62,18.085753211652268,37.47145922119663,14168.99202449493
2.63,18.13055747820704,37.650304359069075,14080.742319567418
2.64,18.176216454804617,37.82736995809387,13992.668937667955
2.65,18.22273340213624,38.00267372480431,13904.77152650291
2.66,18.27011175766875,38.17623318954101,13817.049734482514
2.67,18.318355128692517,38.34806570879115,13729.503210719484
2.68,18.36746730474222,38.518188466072665,13642.131605027591
2.69,18.417452256686598,38.68661847380328,13554.934567920309
2.7,18.468314136784254,38.85337257508776,13467.911750609363
2.71,18.520057280190695,39.01846744538707,13381.062805003377
2.72,18.572686206594483,39.18191959416828,13294.387383706455
2.73,18.626205621922175,39.34374536654409,13207.885140016808
2.74,18.680620416353545,39.503960945471114,13121.55572792533
2.75,18.735935669235168,39.662582352904074,13035.398802114258
2.7600000000000002,18.792156652844525,39.819625451124296,12949.414017955765
2.77,18.849288832971236,39.97510594455,12863.60103151061
2.7800000000000002,18.907337871173493,40.12903938129332,12777.959499526725
2.79,18.96630962715461,40.2814411546991,12692.489079437883
2.8000000000000003,19.0262101612598,40.432326504866,12607.189429362286
2.81,19.08704573730085,40.58171052045278,12522.06020810123
2.82,19.148822825439023,40.72960814037628,12437.101075137694
2.83,19.211548104539773,40.876034154544314,12352.311690635035
2.84,19.27522846539977,41.021003205669174,12267.691715435607
2.85,19.339871013865057,41.16452979072857,12183.24081105939
2.86,19.40548307406433,41.30662826240127,12098.958639702667
2.87,19.472072191763356,41.44731283048604,12014.844864236635
2.88,19.539646138786733,41.58659756341192,11930.899148206097
2.89,19.608212921147054,41.72449639014125,11847.121155828052
2.9,19.677780775908502,41.86102310075568,11763.510551990425
2.91,19.748358177038714,41.99619134803811,11680.067002250682
2.92,19.819953840116494,42.13001464889326,11596.790172834522
2.93,19.89257672659517,42.26250638568705,11513.67973063451
2.94,19.96623604819733,42.39367980757032,11430.735343208782
2.95,20.04094127176498,42.52354803180461,11347.956678779674
2.96,20.116702133302994,42.65212404556142,11265.343406232416
2.97,20.19352863405856,42.779420706729184,11182.895195113795
2.98,20.271431043779007,42.90545074508498,11100.611715630865
2.99,20.350419909034365,43.03022676371712,11018.492638649588
3.0,20.43050605875199,43.15376124027445,10936.537635693561
3.0100000000000002,20.51170060990293,43.27606652820137,10854.746378942657
3.02,20.594014973339878,43.397154857958135,10773.118541231752
3.0300000000000002,20.67746086905617,43.517038338522376,10691.653796049384
3.04,20.76205033395658,43.63572895863249,10610.351817536452
3.0500000000000003,20.847795712348876,43.75323858746104,10529.212280484928
3.06,20.93470967119447,43.86957897605797,10448.234860336563
3.0700000000000003,21.022805207300408,43.98476175851774,10367.419233181565
3.08,21.112095654644445,44.09879845313128,10286.765075757328
3.09,21.202594691883803,44.21170046352462,10206.272065447114
3.1,21.29431635581548,44.32347907989997,10125.939880278778
3.11,21.387275067742955,44.434145480519135,10045.768198923466
3.12,21.481485609848473,44.54371073216468,9965.756700694334
3.13,21.576963144634504,44.65218579144982,9885.905065545292
3.14,21.673723225957552,44.75958150594217,9806.212974069687
3.15,21.771781808474483,44.865908615238446,9726.680107499054
3.16,21.871155257319707,44.97117775202662,9647.306147701824
3.17,21.971860360004786,45.07539944316149,9568.09077718206
3.18,22.07391436895293,45.17858411112274,9489.033679078158
3.19,22.17733497676012,45.28074207458349,9410.134537161624
3.2,22.282140327205664,45.38188354942781,9331.39303583578
3.21,22.38834903521097,45.48201864986896,9252.808860134517
3.22,22.495980199082886,45.581157389451946,9174.381695721027
3.23,22.605053413055444,45.67930968204436,9096.11122888656
3.24,22.71558878013106,45.77648534281577,9017.997146549144
3.25,22.827606958946205,45.87269408948939,8940.039136252342
3.2600000000000002,22.941129168896456,45.9679455432282,8862.236886163999
3.27,23.0561771664368,46.06224922926389,8784.590085075017
3.2800000000000002,23.17277328327758,46.155614578033294,8707.09842239808
3.29,23.290940442381583,46.24805092611352,8629.761588166442
3.3000000000000003,23.410702174357034,46.3395675171464,8552.579273032661
3.31,23.53208263424627,46.43017350275201,8475.551168267384
3.3200000000000003,23.65510664094449,46.519877943552146,8398.67696575809
3.33,23.77979974102693,46.60868981031304,8321.956358007856
3.34,23.90618813407962,46.69661798432414,8245.389038134143
3.35,24.034298728621447,46.78367125847216,8168.97469986757
3.36,24.16415916666391,46.86985833813201,8092.7130375506895
3.37,24.29579784537402,46.95518784202923,8016.603746136745
3.38,24.42924393927323,47.03966830309221,7940.6465211884815
3.39,24.564527430340057,47.12330816932026,7864.841058876897
3.4,24.701679210533555,47.20611580489299,7789.187055980042
3.41,24.840731021992568,47.288099490700105,7713.684209881794
3.42,24.981715492176104,47.369267425191246,7638.332218570675
3.43,25.124666177600833,47.44962772524411,7563.130780638611
3.44,25.2696175944264,47.529188426974535,7488.079595279756
3.45,25.41660525345694,47.60795748653732,7413.178362289262
3.46,25.56566572202797,47.68594278091454,7338.426782062101
3.47,25.716836623754496,47.76315210870396,7263.824555591847
3.48,25.870156679115233,47.839593190893055,7189.371384469501
3.49,26.02566574680607,47.91527367162405,7115.066970882275
3.5,26.183404861587288,47.99020111895094,7040.911017612424
3.5100000000000002,26.343416288219334,48.064383025615,6966.903228036033
3.52,26.505743660609692,48.13782680996443,6893.043306121849
3.5300000000000002,26.670431902157453,48.21053981646574,6819.330956430074
3.54,26.837527297236946,48.28252931647904,6745.765884111221
3.5500000000000003,27.007077553486123,48.35380250900603,6672.347794904894
3.56,27.179131852458752,48.424366521406064,6599.076395138647
3.5700000000000003,27.353740922457774,48.49422841011863,6525.951391726779
3.58,27.530957200300094,48.563395161438294,6452.97249216918
3.59,27.710834745892033,48.631873692109494,6380.139404550154
3.6,27.8934293394672,48.69967085003879,6307.451837537248
3.61,28.078798558882255,48.76679341498422,6234.909500380104
3.62,28.267001846643918,48.83324809922856,6162.512102909273
3.63,28.458100608775478,48.89904154826277,6090.2593555350795
3.64,28.65215842239305,48.964180341525626,6018.150969246423
3.65,28.849240953101916,49.028670992960876,5946.186655609673
3.66,29.049416084637752,49.09251995169258,5874.36612676747
3.67,29.25275402269564,49.155733602676094,5802.689095437609
3.68,29.45932740884759,49.2183182673351,5731.155274911864
3.69,29.669211464528058,49.28028020419119,5659.764379054861
3.7,29.882484031633883,49.341625609488716,5588.516122302917
3.71,30.099225705648028,49.4023606178109,5517.410219662916
3.72,30.31951995293176,49.462491302689585,5446.446386711148
3.73,30.543453316662212,49.52202367723427,5375.624339592195
3.74,30.771115641984796,49.580963694759035,5304.943795017763
3.75,31.002600016992904,49.63931724931548,5234.4044702655865
3.7600000000000002,31.238003001940037,49.697090176304854,5164.0060831782675
3.77,31.477424786242548,49.754288253060125,5093.74835216217
3.7800000000000002,31.7209694861605,49.81091719943783,5023.630996186272
3.79,31.96874535221223,49.86698267839187,4953.653734781057
3.8000000000000003,32.220864777904545,49.92249029651617,4883.816288037384
3.81,32.47744458322967,49.977445604613656,4814.118376605376
3.8200000000000003,32.73860622256529,50.031854098248935,4744.559721693291
3.83,33.00447621819871,50.08572121831698,4675.140045066423
3.84,33.27518637881394,50.13905235158313,4605.85906904597
3.85,33.5508739265766,50.19185283120691,4536.7165165079305
3.86,33.831681856886114,50.244127937282485,4467.712110882008
3.87,34.11775932522877,50.29588289736584,4398.845576150485
3.88,34.409261950307744,50.34712288699651,4330.116636847132
3.89,34.70635210148534,50.39785303021373,4261.525018056098
3.9,35.00919928535016,50.44807840006708,4193.070445410821
3.91,35.317980820077,50.497804019137014,4124.752645092914
3.92,35.63288217600854,50.54703486003181,4056.57134383109
3.93,35.954097271395085,50.59577584587591,3988.526268900047
3.94,36.28182904460347,50.64403185080588,3920.6171481194
3.95,36.616290314238384,50.691807700464,3852.843709852571
3.96,36.95770422695746,50.73910817247749,3785.2056830057213
3.97,37.30630469694154,50.78593799693184,3717.702797026647
3.98,37.6623371447975,50.832301856844595,3650.334781903722
3.99,38.0260595995722,50.87820438864003,3583.101368164789
4.0,38.39774372952487,50.923650178139596,3516.002288201836
4.01,38.7696440569218,50.63156289081315,3548.9373170347235
4.0200000000000005,39.133926665933316,50.34238185144981,3581.806562199075
4.03,39.49073723597457,50.05607821150456,3614.610134567782
4.04,39.84021776481082,49.77262334038032,3647.3481653551817
4.05,40.18250669316754,49.491988892378,3680.0207855134377
4.0600000000000005,40.51773903446972,49.21414680381914,3712.628125733077
4.07,40.84604649411325,48.93906929022155,3745.1703164435003
4.08,41.16755757349482,48.666728843564606,3777.647487813518
4.09,41.482397661767195,48.39709822962466,3810.0597697518547
4.1,41.79068915701762,48.130150485112004,3842.4072919076816
4.11,42.09255155022198,47.86585891503785,3874.6901836711386
4.12,42.388101538965586,47.60419709001241,3906.90857417383
4.13,42.67745311759519,47.345138843605184,3939.062592289361
4.14,42.96071762791483,47.08865826979784,3971.152366633846
4.15,43.23800384740579,46.83472972038831,4003.1780255664294
4.16,43.50941811923985,46.58332780229029,4035.1396971897825
4.17,43.77506440142231,46.33442737506232,4067.0375093506386
4.18,44.035044312775646,46.088003548461415,4098.871589640287
4.19,44.2894572157914,45.844031679918444,4130.642065395096
4.2,44.53840031426212,45.60248737202721,4162.349063697005
4.21,44.78196869035308,45.363346470147754,4193.992711374051
4.22,45.02025536235853,45.12658505999838,4225.573135000868
4.23,45.253351350671544,44.89217946525483,4257.090460899197
4.24,45.481345758042224,44.66010624514442,4288.544815138374
4.25,45.7043257976684,44.430342192149084,4319.936323535864
4.26,45.922376849085936,44.20286432968123,4351.265111657741
4.2700000000000005,46.13558251576176,43.977649909774655,4382.531304819203
4.28,46.34402468914372,43.75467641078141,4413.735028085058
4.29,46.54778357324918,43.53392153516638,4444.876406270243
4.3,46.74693773554336,43.31536320726895,4475.955563940313
4.3100000000000005,46.94156416399613,43.098979571065776,4506.972625411943
4.32,47.131738313459635,42.88474898797721,4537.927714753415
4.33,47.31753412045077,42.672650034767535,4568.8209557851305
4.34,47.49902405109962,42.46266150138439,4599.652472080094
4.3500000000000005,47.6762791359959,42.25476238884781,4630.422386964415
4.36,47.84936902112425,42.04893190711485,4661.130823517787
4.37,48.018362053596206,41.845149472870105,4691.777904574002
4.38,48.1833252330875,41.6433947076881,4722.363752721424
4.39,48.34432426845588,41.443647435936356,4752.888490303488
4.4,48.50142361113017,41.24588768275739,4783.352239419185
4.41,48.65468648776932,41.05009567206767,4813.755121923548
4.42,48.80417497644211,40.85625182442955,4844.097259428151
4.43,48.94994998432406,40.66433675526481,4874.378773301583
4.44,49.09207127715437,40.47433127291413,4904.599784669946
4.45,49.23059751286771,40.28621637669961,4934.760414417316
4.46,49.36558626613073,40.099973255033625,4964.860783186256
4.47,49.49709408505161,39.91558328341421,4994.901011378282
4.48,49.62517649892593,39.7330280226329,5024.88121915435
4.49,49.7498880219305,39.5522892170147,5054.801526435326
4.5,49.87128218778947,39.37334879254908,5084.66205290248
4.51,49.9894115707584,39.19618885509195,5114.462917997958
4.5200000000000005,50.104327820288944,39.02079168851419,5144.204240925264
4.53,50.21608169392713,38.8471397528738,5173.886140649723
4.54,50.32472304428149,38.6752156828308,5203.508735898976
4.55,50.43030085182319,38.50500228584926,5233.0721451634445
4.5600000000000005,50.53286324342263,38.33648254048481,5262.5764866968075
4.57,50.632457514844006,38.16963959466194,5292.0218785164625
4.58,50.72913016894787,38.00445676387055,5321.4084384040225
4.59,50.82292690405403,37.84091752967595,5350.736283905765
4.6000000000000005,50.91389263806556,37.67900553802767,5380.0055323331135
4.61,51.00207152623668,37.5187045976203,5409.216300763095
4.62,51.08750697750418,37.3599986782753,5438.368706038825
4.63,51.17024168754414,37.202871909214785,5467.462864769963
4.64,51.25031763715217,37.04730857759906,5496.498893333184
4.65,51.32777610537176,36.893293126970406,5525.476907872644
4.66,51.40265768716954,36.74081015567689,5554.397024300432
4.67,51.47500230681105,36.589844415340075,5583.259358297058
4.68,51.544849246224175,36.44038080920494,5612.064025311894
4.69,51.6122371509827,36.29240439069585,5640.811140563651
4.7,51.67720402935594,36.14590036204485,5669.5008190408225
4.71,51.7397872724595,36.00085407274886,5698.133175502166
4.72,51.80002366555777,35.8572510181159,5726.70832447714
4.73,51.857949398836375,35.71507683782781,5755.226380266385
4.74,51.913600080493914,35.57431731449238,5783.687456942152
4.75,51.967010788345235,35.434958371836935,5812.09166834879
4.76,52.01821603477949,35.29698607374606,5840.439128103188
4.7700000000000005,52.0672497770992,35.16038662287492,5868.72994959522
4.78,52.11414543689576,35.02514635918723,5896.964245988209
4.79,52.158935909573785,34.89125175859955,5925.142130219377
4.8,52.20165357346409,34.75868943164101,5953.263715000298
4.8100000000000005,52.24233030533357,34.62744612204631,5981.329112817351
4.82,52.28099751290822,34.49750870515344,6009.338435932162
4.83,52.317686104463476,34.368864187073186,6037.291796382064
4.84,52.352426509390355,34.2414997032526,6065.189305980534
4.8500000000000005,52.38524868886671,34.11540251716873,6093.031076317652
4.86,52.416182143832785,33.990560019065505,6120.8172187605305
4.87,52.445255922635944,33.86695972470512,6148.547844453776
4.88,52.472498640942156,33.744589273952755,6176.22306431993
4.89,52.49793849557556,33.623436429458465,6203.84298905991
4.9,52.521603245075646,33.50348907582778,6231.407729153454
4.91,52.54352022956185,33.38473521823653,6258.917394859556
4.92,52.563716377975815,33.26716298123696,6286.372096216916
4.93,52.58221821486352,33.1507606075804,6313.771943044377
4.94,52.599051867139956,33.03551645704915,6341.11704494136
4.95,52.61424308631577,32.92141900502503,6368.407511288309
4.96,52.62781724353751,32.80845684154558,6395.643451247129
4.97,52.639799328665084,32.69661867029815,6422.824973761615
4.98,52.650213962664616,32.585893307388424,6449.952187557897
4.99,52.659085403613894,32.47626968023044,6477.02520114486
5.0,52.666437552493804,32.3677368264492,6504.044122814596
5.01,52.67229396036556,32.26028389276267,6531.009060642827
5.0200000000000005,52.67667784754602,32.1539001336206,6557.920122489344
5.03,52.67961209187702,32.04857491049889,6584.7774159984265
5.04,52.681119236698336,31.944297690789433,6611.581048599288
5.05,52.68122149852935,31.84105804670445,6638.3311275064925
5.0600000000000005,52.679940772221876,31.738845654241924,6665.027759720394
5.07,52.677298635938484,31.63765029216297,6691.671052027551
