t,ANX1,ANC
2.68,0.0,0.8805128883134475
2.69,0.0,0.8805829156260288
2.7,0.0,0.8806528846089591
2.71,0.0,0.8807227953107873
2.72,0.0,0.8807926477800193
2.73,0.0,0.8808624420651173
2.74,0.0,0.8809321782145008
2.75,0.0,0.8810018562765457
2.7600000000000002,0.0,0.881071476299585
2.77,0.0,0.8811410383319085
2.7800000000000002,0.0,0.8812105424217626
2.79,0.0,0.8812799886173507
2.8000000000000003,0.0,0.8813493769668331
2.81,0.0,0.8814187075183267
2.82,0.0,0.8814879803199055
2.83,0.0,0.8815571954196
2.84,0.0,0.8816263528653976
2.85,0.0,0.8816954527052427
2.86,0.0,0.8817644949870365
2.87,0.0,0.8818334797586366
2.88,0.0,0.881902407067858
2.89,0.0,0.8819712769624722
2.9,0.0,0.8820400894902076
2.91,0.0,0.8821088446987493
2.92,0.0,0.8821775426357394
2.93,0.0,0.8822461833487768
2.94,0.0,0.882314766885417
2.95,0.0,0.8823832932931724
2.96,0.0,0.8824517626195126
2.97,0.0,0.8825201749118635
2.98,0.0,0.882588530217608
2.99,0.0,0.8826568285840859
3.0,0.0,0.8827250700585938
3.0100000000000002,0.0,0.882793254688385
3.02,0.0,0.8828613825206698
3.0300000000000002,0.0,0.8829294536026151
3.04,0.0,0.8829974679813448
3.0500000000000003,0.0,0.8830654257039396
3.06,0.0,0.883133326817437
3.0700000000000003,0.0,0.8832011713688311
3.08,0.0,0.8832689594050732
3.09,0.0,0.8833366909730712
3.1,0.0,0.8834043661196898
3.11,0.0,0.8834719848917506
3.12,0.0,0.8835395473360319
3.13,0.0,0.883607053499269
3.14,0.0,0.883674503428154
3.15,0.0,0.8837418971693356
3.16,0.0,0.8838092347694195
3.17,0.0,0.8838765162749682
3.18,0.0,0.883943741732501
3.19,0.0,0.8840109111884941
3.2,0.0,0.8840780246893802
3.21,0.0,0.8841450822815492
3.22,0.0,0.8842120840113478
3.23,0.0,0.8842790299250792
3.24,0.0,0.8843459200690037
3.25,0.0,0.8844127544893383
3.2600000000000002,0.0,0.8844795332322568
3.27,0.0,0.8845462563438901
3.2800000000000002,0.0,0.8846129238703253
3.29,0.0,0.8846795358576071
3.3000000000000003,0.0,0.8847460923517363
3.31,0.0,0.884812593398671
3.3200000000000003,0.0,0.8848790390451223
3.33,0.0,0.8849454293438966
3.34,0.0,0.8850117643426726
3.35,0.0,0.8850780440875368
3.36,0.0,0.8851442686245359
3.37,0.0,0.8852104379996766
3.38,0.0,0.8852765522589255
3.39,0.0,0.8853426114482095
3.4,0.0,0.8854086156134149
3.41,0.0,0.8854745648003884
3.42,0.0,0.8855404590549368
3.43,0.0,0.8856062984228267
3.44,0.0,0.8856720829497845
3.45,0.0,0.885737812681497
3.46,0.0,0.8858034876636108
3.47,0.0,0.8858691079417325
3.48,0.0,0.8859346735614285
3.49,0.0,0.8860001845682257
3.5,0.0,0.8860656410076104
3.5100000000000002,0.0,0.8861310429250293
3.52,0.0,0.886196390365889
3.5300000000000002,0.0,0.886261683375556
3.54,0.0,0.8863269219993568
3.5500000000000003,0.0,0.8863921062825781
3.56,0.0,0.8864572362704664
3.5700000000000003,0.0,0.8865223120082281
3.58,0.0,0.8865873335410297
3.59,0.0,0.8866523009139979
3.6,0.0,0.8867172141722193
3.61,0.0,0.8867820733607402
3.62,0.0,0.8868468785245671
3.63,0.0,0.8869116297086667
3.64,0.0,0.8869763269579651
3.65,0.0,0.8870409703173493
3.66,0.0,0.8871055598316654
3.67,0.0,0.8871700955457199
3.68,0.0,0.8872345775042795
3.69,0.0,0.8872990057520704
3.7,0.0,0.8873633803337793
3.71,0.0,0.8874277012940524
3.72,0.0,0.8874919686774962
3.73,0.0,0.8875561825286772
3.74,0.0,0.8876203428921219
3.75,0.0,0.8876844498123165
3.7600000000000002,0.0,0.8877485033337076
3.77,0.0,0.8878125035007015
3.7800000000000002,0.0,0.8878764503576647
3.79,0.0,0.8879403439489236
3.8000000000000003,0.0,0.8880041843187645
3.81,0.0,0.8880679715114338
3.8200000000000003,0.0,0.8881317055711379
3.83,0.0,0.888195386542043
3.84,0.0,0.8882590144682758
3.85,0.0,0.8883225893939224
3.86,0.0,0.8883861113630294
3.87,0.0,0.8884495804196028
3.88,0.0,0.8885129966076091
3.89,0.0,0.8885763599709747
3.9,0.0,0.8886396705535858
3.91,0.0,0.888702928399289
3.92,0.0,0.8887661335518902
3.93,0.0,0.888829286055156
3.94,0.0,0.8888923859528126
3.95,0.0,0.8889554332885462
3.96,0.0,0.8890184281060033
3.97,0.0,0.8890813704487901
3.98,0.0,0.8891442603604728
3.99,0.0,0.8892070978845776
4.0,0.0,0.889269883064591
4.01,0.0,0.8893326159439591
4.0200000000000005,0.0,0.8893952965660882
4.03,0.0,0.8894579249743445
4.04,0.0,0.8895205012120543
4.05,0.0,0.8895830253225038
4.0600000000000005,0.0,0.8896454973489392
4.07,0.0,0.8897079173345667
4.08,0.0,0.8897702853225524
4.09,0.0,0.8898326013560228
4.1,0.0,0.889894865478064
4.11,0.0,0.8899570777317221
4.12,0.0,0.8900192381600033
4.13,0.0,0.8900813468058738
4.14,0.0,0.8901434037122598
4.15,0.0,0.8902054089220474
4.16,0.0,0.8902673624780828
4.17,0.0,0.8903292644231722
4.18,0.0,0.8903911148000817
4.19,0.0,0.8904529136515374
4.2,0.0,0.8905146610202256
4.21,0.0,0.8905763569487922
4.22,0.0,0.8906380014798435
4.23,0.0,0.8906995946559455
4.24,0.0,0.8907611365196244
4.25,0.0,0.8908226252907808
4.26,0.0,0.8908840647610612
4.2700000000000005,0.0,0.8909454530511345
4.28,0.0,0.891006790203783
4.29,0.0,0.8910680762617492
4.3,0.0,0.8911293112677354
4.3100000000000005,0.0,0.8911904952644042
4.32,0.0,0.8912516282943783
4.33,0.0,0.8913127104002408
4.34,0.0,0.8913737416245348
4.3500000000000005,0.0,0.8914347220097636
4.36,0.0,0.8914956515983912
4.37,0.0,0.8915565304328414
4.38,0.0,0.891617358555499
4.39,0.0,0.8916781360087084
4.4,0.0,0.8917388628347749
4.41,0.0,0.8917995390759644
4.42,0.0,0.891860164774503
4.43,0.0,0.8919207399725773
4.44,0.0,0.8919812647123346
4.45,0.0,0.8920417390358828
4.46,0.0,0.8921021629852902
4.47,0.0,0.892162536602586
4.48,0.0,0.89222285992976
4.49,0.0,0.8922831330087625
4.5,0.0,0.8923433558815049
4.51,0.0,0.8924035285898592
4.5200000000000005,0.0,0.8924636511756581
4.53,0.0,0.8925237236806953
4.54,0.0,0.8925837461467253
4.55,0.0,0.8926437186154637
4.5600000000000005,0.0,0.8927036411285865
4.57,0.0,0.8927635137277312
4.58,0.0,0.8928233364544963
4.59,0.0,0.8928831093504409
4.6000000000000005,0.0,0.8929428324570855
4.61,0.0,0.8930025058159117
4.62,0.0,0.893062129468362
4.63,0.0,0.8931217034558404
4.64,0.0,0.8931812278197118
4.65,0.0,0.8932407026013023
4.66,0.0,0.8933001278418994
4.67,0.0,0.8933595035827521
4.68,0.0,0.8934188298650702
4.69,0.0,0.8934781067300254
4.7,0.0,0.8935373342187503
4.71,0.0,0.8935965123723392
4.72,0.0,0.8936556412318477
4.73,0.0,0.8937147208382932
4.74,0.0,0.8937737512326542
4.75,0.0,0.893832732455871
4.76,0.0,0.8938916645488454
4.7700000000000005,0.0,0.8939505475524407
4.78,0.0,0.8940093815074821
4.79,0.0,0.8940681664547563
4.8,0.0,0.8941269024350116
4.8100000000000005,0.0,0.8941855894889582
4.82,0.0,0.8942442276572681
4.83,0.0,0.894302816980575
4.84,0.0,0.8943613574994745
4.8500000000000005,0.0,0.894419849254524
4.86,0.0,0.8944782922862429
4.87,0.0,0.8945366866351123
4.88,0.0,0.8945950323415756
4.89,0.0,0.8946533294460378
4.9,0.0,0.8947115779888664
4.91,0.0,0.8947697780103905
4.92,0.0,0.8948279295509015
4.93,0.0,0.894886032650653
4.94,0.0,0.8949440873498606
4.95,0.0,0.8950020936887023
4.96,0.0,0.8950600517073178
4.97,0.0,0.8951179614458098
4.98,0.0,0.8951758229442427
4.99,0.0,0.8952336362426435
5.0,0.0,0.8952914013810013
5.01,0.0,0.8953491183992679
5.0200000000000005,0.0,0.8954067873373572
5.03,0.0,0.8954644082351458
5.04,0.0,0.8955219811324727
5.05,0.0,0.8955795060691393
5.0600000000000005,0.0,0.8956369830849096
5.07,0.0,0.8956944122195101
5.08,0.0,0.89575179351263
5.09,0.0,0.8958091270039212
5.1000000000000005,0.0,0.8958664127329982
5.11,0.0,0.895923650739438
5.12,0.0,0.8959808410627808
5.13,0.0,0.896037983742529
5.14,0.0,0.8960950788181481
5.15,0.0,0.8961521263290665
5.16,0.0,0.8962091263146753
5.17,0.0,0.8962660788143285
5.18,0.0,0.8963229838679192
5.19,0.0,0.8963798415215044
5.2,0.0,0.8964366518164681
5.21,0.0,0.8964934147922549
5.22,0.0,0.8965501304882745
5.23,0.0,0.896606798943903
5.24,0.0,0.8966634201984821
5.25,0.0,0.8967199942913192
5.26,0.0,0.8967765212616878
5.2700000000000005,0.0,0.8968330011488275
5.28,0.0,0.8968894339919433
5.29,0.0,0.8969458198302069
5.3,0.0,0.8970021587027559
5.3100000000000005,0.0,0.8970584506486938
5.32,0.0,0.8971146957070906
5.33,0.0,0.8971708939169821
5.34,0.0,0.897227045317371
5.3500000000000005,0.0,0.8972831499472255
5.36,0.0,0.8973392078454807
5.37,0.0,0.8973952190510383
5.38,0.0,0.8974511836027657
5.39,0.0,0.8975071015394973
5.4,0.0,0.8975629729000341
5.41,0.0,0.8976187977231433
5.42,0.0,0.8976745760475592
5.43,0.0,0.8977303079119822
5.44,0.0,0.8977859933550797
5.45,0.0,0.897841632415486
5.46,0.0,0.897897225131802
5.47,0.0,0.8979527715425953
5.48,0.0,0.8980082716864008
5.49,0.0,0.8980637256017201
5.5,0.0,0.8981191333270215
5.51,0.0,0.8981744949007409
5.5200000000000005,0.0,0.8982298103612806
5.53,0.0,0.8982850797470106
5.54,0.0,0.8983403030962676
5.55,0.0,0.8983954804473558
5.5600000000000005,0.0,0.8984506118385466
5.57,0.0,0.8985056973080785
5.58,0.0,0.8985607368941575
5.59,0.0,0.8986157306349568
5.6000000000000005,0.0,0.8986706785686173
5.61,0.0,0.8987255807332469
5.62,0.0,0.8987804371669217
5.63,0.0,0.8988352479076845
5.64,0.0,0.8988900129935465
5.65,0.0,0.898944732462486
5.66,0.0,0.8989994063524491
5.67,0.0,0.8990540347013497
5.68,0.0,0.8991086175470696
5.69,0.0,0.899163154927458
5.7,0.0,0.8992176468803325
5.71,0.0,0.8992720934434781
5.72,0.0,0.8993264946546481
5.73,0.0,0.8993808505515636
5.74,0.0,0.8994351611719138
5.75,0.0,0.899489426553356
5.76,0.0,0.8995436467335156
5.7700000000000005,0.0,0.8995978217499863
5.78,0.0,0.8996519516403296
5.79,0.0,0.8997060364420757
5.8,0.0,0.899760076192723
5.8100000000000005,0.0,0.8998140709297383
5.82,0.0,0.8998680206905564
5.83,0.0,0.899921925512581
5.84,0.0,0.899975785433184
5.8500000000000005,0.0,0.900029600489706
5.86,0.0,0.9000833707194561
5.87,0.0,0.900137096159712
5.88,0.0,0.90019077684772
5.89,0.0,0.9002444128206952
5.9,0.0,0.9002980041158215
5.91,0.0,0.9003515507702513
5.92,0.0,0.9004050528211062
5.93,0.0,0.9004585103054764
5.94,0.0,0.9005119232604213
5.95,0.0,0.9005652917229688
5.96,0.0,0.9006186157301165
5.97,0.0,0.9006718953188304
5.98,0.0,0.9007251305260459
5.99,0.0,0.9007783213886675
6.0,0.0,0.900831467943569
6.01,0.0,0.9008845702275933
6.0200000000000005,0.0,0.9009376282775525
6.03,0.0,0.9009906421302284
6.04,0.0,0.9010436118223716
6.05,0.0,0.9010965373907025
6.0600000000000005,0.0,0.9011494188719109
6.07,0.0,0.901202256302656
6.08,0.0,0.9012550497195668
6.09,0.0,0.9013077991592415
6.1000000000000005,0.0,0.9013605046582481
6.11,0.0,0.9014131662531245
6.12,0.0,0.9014657839803779
6.13,0.0,0.9015183578764857
6.140000000000001,0.0,0.9015708879778948
6.15,0.0,0.9016233743210218
6.16,0.0,0.9016758169422538
6.17,0.0,0.9017282158779475
6.18,0.0,0.9017805711644293
6.19,0.0,0.9018328828379961
6.2,0.0,0.9018851509349146
6.21,0.0,0.9019373754914217
6.22,0.0,0.9019895565437246
6.23,0.0,0.9020416941280004
6.24,0.0,0.9020937882803967
6.25,0.0,0.9021458390370313
6.26,0.0,0.9021978464339925
6.2700000000000005,0.0,0.9022498105073385
6.28,0.0,0.9023017312930988
6.29,0.0,0.9023536088272723
6.3,0.0,0.9024054431458294
6.3100000000000005,0.0,0.9024572342847104
6.32,0.0,0.9025089822798265
6.33,0.0,0.9025606871670595
6.34,0.0,0.9026123489822618
6.3500000000000005,0.0,0.9026639677612569
6.36,0.0,0.9027155435398385
6.37,0.0,0.9027670763537716
6.38,0.0,0.9028185662387919
6.390000000000001,0.0,0.9028700132306059
6.4,0.0,0.9029214173648913
6.41,0.0,0.9029727786772968
6.42,0.0,0.9030240972034419
6.43,0.0,0.9030753729789174
6.44,0.0,0.9031266060392851
6.45,0.0,0.9031777964200781
6.46,0.0,0.9032289441568009
6.47,0.0,0.9032800492849287
6.48,0.0,0.9033311118399087
6.49,0.0,0.9033821318571589
6.5,0.0,0.9034331093720691
6.51,0.0,0.9034840444200003
6.5200000000000005,0.0,0.9035349370362852
6.53,0.0,0.9035857872562278
6.54,0.0,0.9036365951151039
6.55,0.0,0.9036873606481608
6.5600000000000005,0.0,0.9037380838906175
6.57,0.0,0.9037887648776647
6.58,0.0,0.9038394036444649
6.59,0.0,0.9038900002261524
6.6000000000000005,0.0,0.9039405546578333
6.61,0.0,0.9039910669745856
6.62,0.0,0.9040415372114525
6.63,0.0,0.9040919654033168
6.640000000000001,0.0,0.9041423515851132
6.65,0.0,0.9041926957918028
6.66,0.0,0.9042429980583184
6.67,0.0,0.9042932584195652
6.68,0.0,0.9043434769104202
6.69,0.0,0.9043936535657329
6.7,0.0,0.9044437884203248
6.71,0.0,0.9044938815089898
6.72,0.0,0.9045439328664941
6.73,0.0,0.9045939425275763
6.74,0.0,0.9046439105269474
6.75,0.0,0.9046938368992907
6.76,0.0,0.9047437216792622
6.7700000000000005,0.0,0.9047935649014904
6.78,0.0,0.9048433666005762
6.79,0.0,0.9048931268110935
6.8,0.0,0.9049428455675883
6.8100000000000005,0.0,0.90499252290458
6.82,0.0,0.9050421588565601
6.83,0.0,0.9050917534579936
6.84,0.0,0.9051413067433177
6.8500000000000005,0.0,0.905190818746943
6.86,0.0,0.9052402895032525
6.87,0.0,0.9052897190466027
6.88,0.0,0.9053391074113228
6.890000000000001,0.0,0.9053884546317154
6.9,0.0,0.9054377607420556
6.91,0.0,0.9054870257765925
6.92,0.0,0.9055362497695476
6.93,0.0,0.9055854327551162
6.94,0.0,0.9056345747674666
6.95,0.0,0.9056836758407405
6.96,0.0,0.9057327360090531
6.97,0.0,0.9057817553064929
6.98,0.0,0.9058307337671219
6.99,0.0,0.9058796714249754
7.0,0.0,0.9059285683140627
7.01,0.0,0.9059774244683663
7.0200000000000005,0.0,0.9060262399218426
7.03,0.0,0.9060750147084214
7.04,0.0,0.9061237488620066
7.05,0.0,0.9061724424164757
7.0600000000000005,0.0,0.9062210954056797
7.07,0.0,0.9062697078634442
7.08,0.0,0.9063182798235678
7.09,0.0,0.9063668113198239
7.1000000000000005,0.0,0.9064153023859592
7.11,0.0,0.9064637530556952
7.12,0.0,0.9065121633627264
7.13,0.0,0.9065605333407226
7.140000000000001,0.0,0.906608863023327
7.15,0.0,0.9066571524441572
7.16,0.0,0.9067054016368054
7.17,0.0,0.9067536106348374
7.18,0.0,0.906801779471794
7.19,0.0,0.90684990818119
7.2,0.0,0.906897996796515
7.21,0.0,0.9069460453512326
7.22,0.0,0.9069940538787813
7.23,0.0,0.9070420224125741
7.24,0.0,0.9070899509859985
7.25,0.0,0.9071378396324168
7.26,0.0,0.9071856883851658
7.2700000000000005,0.0,0.9072334972775571
7.28,0.0,0.9072812663428773
7.29,0.0,0.9073289956143876
7.3,0.0,0.9073766851253242
7.3100000000000005,0.0,0.9074243349088982
7.32,0.0,0.9074719449982955
7.33,0.0,0.9075195154266773
7.34,0.0,0.9075670462271795
7.3500000000000005,0.0,0.9076145374329134
7.36,0.0,0.9076619890769655
7.37,0.0,0.907709401192397
7.38,0.0,0.9077567738122448
7.390000000000001,0.0,0.907804106969521
7.4,0.0,0.9078514006972128
7.41,0.0,0.9078986550282828
7.42,0.0,0.9079458699956694
7.43,0.0,0.9079930456322859
7.44,0.0,0.9080401819710214
7.45,0.0,0.9080872790447404
7.46,0.0,0.9081343368862832
7.47,0.0,0.9081813555284656
7.48,0.0,0.9082283350040787
7.49,0.0,0.9082752753458901
7.5,0.0,0.9083221765866425
7.51,0.0,0.9083690387590545
7.5200000000000005,0.0,0.9084158618958209
7.53,0.0,0.908462646029612
7.54,0.0,0.9085093911930743
7.55,0.0,0.90855609741883
7.5600000000000005,0.0,0.9086027647394777
7.57,0.0,0.9086493931875915
7.58,0.0,0.9086959827957223
7.59,0.0,0.9087425335963967
7.6000000000000005,0.0,0.9087890456221175
7.61,0.0,0.9088355189053638
7.62,0.0,0.9088819534785914
7.63,0.0,0.9089283493742316
7.640000000000001,0.0,0.9089747066246928
7.65,0.0,0.9090210252623596
7.66,0.0,0.9090673053195928
7.67,0.0,0.90911354682873
7.68,0.0,0.9091597498220854
7.69,0.0,0.9092059143319494
7.7,0.0,0.9092520403905896
7.71,0.0,0.9092981280302498
7.72,0.0,0.9093441772831508
7.73,0.0,0.9093901881814899
7.74,0.0,0.9094361607574415
7.75,0.0,0.9094820950431568
7.76,0.0,0.9095279910707639
7.7700000000000005,0.0,0.9095738488723676
7.78,0.0,0.90961966848005
7.79,0.0,0.9096654499258702
7.8,0.0,0.9097111932418642
7.8100000000000005,0.0,0.9097568984600453
7.82,0.0,0.9098025656124037
7.83,0.0,0.9098481947309072
7.84,0.0,0.9098937858475006
7.8500000000000005,0.0,0.909939338994106
7.86,0.0,0.909984854202623
7.87,0.0,0.9100303315049283
7.88,0.0,0.9100757709328764
7.890000000000001,0.0,0.910121172518299
7.9,0.0,0.9101665362930055
7.91,0.0,0.9102118622887827
7.92,0.0,0.910257150537395
7.930000000000001,0.0,0.9103024010705847
7.94,0.0,0.9103476139200714
7.95,0.0,0.9103927891175528
7.96,0.0,0.9104379266947044
