t,V,Na_c,m,h1,h2,d_L,f_L,d_T,f_T,P_a,P_i,y,Na_i,K_c,Ca_i,Ca_c,K_i,Ca_Calmod,Ca_Trop,Ca_Mg_Trop,Mg_Mg_Trop,Ca_up,Ca_rel,Ca_Calse,F1,F2,F3
0.11,25.333193106699166,140.02665126185107,0.9999120010156877,5.822370431271252e-07,5.45826454678739e-07,0.9986349294909058,0.24706625480586164,0.9998195863360102,1.7408532921511314e-07,0.8531641011063508,0.06915891191015762,0.020568812709098157,9.644693142567576,5.403609754258348,0.002672720441834686,1.9860276770746828,140.7652992902182,0.5216960461186207,0.3370345660183862,0.7780392998583253,0.19717220056884022,16.0153377629562,10.589718918708778,0.9270411921810128,0.011185631992637807,0.07167043745683911,0.917143751950523
0.12,19.593456332252938,140.0205906622565,0.9998189330154368,9.249900915917632e-07,8.602870705376527e-07,0.996480569059137,0.18303788713196706,0.9995327365133229,4.788439130011922e-07,0.8955372431945929,0.07993953374459827,0.01683085231671024,9.639552520285505,5.408670993861507,0.0030373163504107685,1.9879885746247956,140.76200178542234,0.5570867485790315,0.37202771934247525,0.8252775735889234,0.15521622045493946,15.507720521724831,11.724229224175732,0.9336412726277687,0.012350736711795077,0.050741709433054075,0.9369073752551509
0.13,13.22144251180308,140.01451087110723,0.9995936627152566,1.5544615986479122e-06,1.4322083801229449e-06,0.9900038184194979,0.13562114507992892,0.998658342547425,1.4608170774730718e-06,0.9102181508063025,0.09368081012145622,0.013775222917233917,9.636198919265476,5.413059136520646,0.0032397580667999763,1.9896124512290936,140.75752855851206,0.5749074681359421,0.39065245087242567,0.86035861001992,0.12395472119378849,15.234313628973513,12.765819356714397,0.938741272175414,0.015171246416217405,0.03596069909810411,0.9488678758856788
0.14,6.215680147387449,140.00841370516693,0.9990014997388401,2.778908274200975e-06,2.531548501875415e-06,0.9691283796287345,0.10056292167787301,0.9957354377366165,4.911839378991273e-06,0.9028935193675328,0.1112057508412088,0.011283968034719306,9.634627034541067,5.4170188767650505,0.003317837760393073,1.9912070864816966,140.75196190314506,0.5819192647521433,0.3984848286811822,0.8840044132903716,0.10283593566441063,15.13400823601945,13.569704289507417,0.942173721189389,0.018976558586452186,0.025998780614580132,0.9550244821989681
0.15,-1.557233017157826,140.00207242013843,0.9972523821489541,5.402919186651101e-06,4.825771824522141e-06,0.8988954849488945,0.07491823123530104,0.9847878313991104,1.8296886197625607e-05,0.8707365432041448,0.13381407313434932,0.00927011986654848,9.634938532728423,5.420448772256728,0.00329127534090969,1.9931601375802284,140.74546286131886,0.5810295979540705,0.39838851920615703,0.8987477143655963,0.08963758951437356,15.146706690998975,14.145061137631188,0.9444033500202239,0.02348966559839544,0.01940349892995051,0.9571066568716546
0.16,-11.759694137746017,139.9949121342092,0.9893633110706487,1.3639339595111374e-05,1.1277407792311526e-05,0.644603951201268,0.05814254259345991,0.9248407461509806,8.992848933933875e-05,0.8096964532831302,0.1677605726994437,0.007700570691094938,9.637437294130383,5.423019886977436,0.0031187906164368007,1.9966764473697916,140.7383301147875,0.5699773025170494,0.38881464975459434,0.9067642490480593,0.08241416826271471,15.22733234769353,14.556646084931108,0.9458949102809987,0.02864457393824121,0.014985241830071687,0.956370005631687
0.17,-31.193368852320635,139.9839095264354,0.8570908126271545,0.00010849306489441358,6.244785246400095e-05,0.10976261551022189,0.09404225399555591,0.3469226133548484,0.0011947742464191822,0.7208456975904208,0.24821235039951678,0.007029161351437544,9.643585775199593,5.42461267741539,0.002641350306932404,2.005511464555273,140.73087238772573,0.5340304240962499,0.3577526685822065,0.908426494108664,0.08078243731715296,15.346897422305457,14.873381697086328,0.9469882778041633,0.034798562220478634,0.01167934369438284,0.9535219154851379
0.18,-50.32288234503048,139.9676870213027,0.22647754445140686,0.001390275204643169,0.0005328780535492034,0.004602380164115084,0.44338740667070375,0.01953231521801679,0.019407066508290938,0.5822610998499219,0.36568459498607564,0.012550581885060018,9.655398255059568,5.423087153337904,0.0020442777585066127,2.0151510272708815,140.7242029784333,0.4736917306023753,0.3061864078528676,0.9033808708745181,0.08508627320876293,15.488585008491052,15.142720074214688,0.9478832560698284,0.04208094793488045,0.008953619215923556,0.9489652542491952
0.19,-58.776526573618256,139.95754759061688,0.06389160079146358,0.005096425632430011,0.001980894674305755,0.0006669141132345089,0.7971884947306923,0.004530254442672085,0.09228677926212972,0.3997279612528833,0.4321470603615473,0.028423942018756247,9.669564115137378,5.415966432857124,0.0015477043409560126,2.020018104315694,140.72047915489853,0.4069132179884943,0.25216297460303155,0.8930824644859928,0.09406989276147304,15.64255419696016,15.382211545919331,0.9486538660336405,0.05010820394962818,0.006716054575609161,0.9431755628747616
0.2,-60.35982186260197,139.9581034617746,0.048982698270330846,0.006885994571293446,0.003703815281931175,0.0004505391537017045,0.9370241211024107,0.003412374100114329,0.18226819793558247,0.25162888608280204,0.44794942896714957,0.04573982057359503,9.68195795069207,5.407643347766618,0.001191775001409878,2.0200940521895006,140.71948551823328,0.3459182824231875,0.20598991288276208,0.8793067252355171,0.10616160322952416,15.802301189635346,15.598720153290646,0.9493310962519231,0.05854561475336503,0.004928249311096855,0.9365259573355369
0.21,-59.43416266026084,139.96485353303697,0.05716135743207332,0.006129362814291545,0.004764379315424535,0.0005073265855508223,0.9792844053257781,0.003954006185583824,0.24795497190022606,0.15815483829386562,0.4432583293097232,0.06137387222957943,9.691334563557586,5.401108415437371,0.000941399148270108,2.0177202030461436,140.72017048894222,0.2943713864779936,0.16944620467920007,0.8633643817871215,0.12019080655148175,15.963311562897319,15.79624148739873,0.9499334796621567,0.06715958584174406,0.003565082401658927,0.9292751531565964
0.22,-57.73089975851221,139.97322762341744,0.07555413521343247,0.004756075807633763,0.004959096533093028,0.0006661696384050728,0.9911268656280737,0.005233270538895605,0.28053940849978937,0.10252901132216674,0.4321400195249471,0.0742969729566784,9.69794364138188,5.396627871284462,0.000761950771767601,2.01467320749452,140.72185666967954,0.2519567764610117,0.14105189507695953,0.8460738484955933,0.13542559831945858,16.12246377380349,15.978431536266328,0.950476486726643,0.07581879917764471,0.0025677962282030765,0.921613225994151
0.23,-55.80333472172805,139.98103387035857,0.10249522703359294,0.0035520530694188616,0.0045076078693767965,0.0009143985052161263,0.9937632345926332,0.007194336167154838,0.2837205127508809,0.06905697727175383,0.4192254559685666,0.0837958513045133,9.702322884108442,5.393689586290063,0.000630606432758043,2.0117580126794037,140.7241625958902,0.21744987450685838,0.11901727816233232,0.8279590742794145,0.15139832654695246,16.277750317323946,16.148494305554358,0.9509727780070841,0.08445272804067937,0.0018632288646384782,0.9136838644946809
0.24,-53.81461790243604,139.98762043814168,0.13839634242134524,0.0026310660850263484,0.003727171685489583,0.0012703397296302378,0.9931484282313735,0.009986836272489934,0.26512442639125267,0.048324829054594926,0.4059112110394105,0.08953713483090407,9.70494917264885,5.391765274850422,0.0005329822130053052,2.0092290792459524,140.72687174911403,0.1896030370480632,0.10189709159504308,0.8093870201502054,0.16778234250563615,16.4280340508651,16.308797327383264,0.9514315322680287,0.0930220320033173,0.001382789603767416,0.9055949997929138
0.25,-51.81186785237314,139.9929976645691,0.1840228545372076,0.0019496787349518702,0.0028801081046233735,0.0017697434208330677,0.9908242445764139,0.013881919687698896,0.23287705579932935,0.03509485345836702,0.3926087692236224,0.09162760061775466,9.706183636256322,5.39046680302253,0.0004597687159623065,2.007112425340615,140.72986147554514,0.16732306028195562,0.08860384461828885,0.7906394696885201,0.18432738877533233,16.572825367159343,16.460928996631942,0.9518590104161192,0.10150271572471538,0.0010703896755508888,0.8974267159997322
0.26,-49.81752836817704,139.99738008029195,0.23947041306914696,0.0014509797628227523,0.0021271400058801367,0.002462611826224128,0.9869979691554721,0.019242526540432396,0.19417727506236243,0.026435171670957276,0.3794961813371985,0.09054672939988131,9.706287716249737,5.389541092273944,0.00040468120149217006,2.0053594966558697,140.7330626537411,0.1496766674592128,0.07831844580585341,0.7719477295663756,0.20082832832564704,16.71210436771376,16.60597211108374,0.9522596067407484,0.10987809793715857,0.0008836002315449862,0.889238123231295
0.27,-47.85351522628171,140.000996842494,0.30343896058280817,0.0010883483086701025,0.0015346102253782528,0.0034103783413381955,0.981414468483634,0.026490553520970614,0.15472615008540272,0.020661598748508706,0.36672983573981965,0.0870010249195523,9.705451070264326,5.388835349825707,0.00036330193356680194,2.0039070886441492,140.73643530148289,0.13586675653710548,0.07041218025688507,0.7535084622208051,0.21711085333534877,16.846183353650005,16.744762221944836,0.952636727915965,0.11813482271228849,0.0007918879129262103,0.881073110774784
0.28,-45.93322583696313,140.00402900130592,0.3734467484116479,0.000824623727931383,0.0011035671094375217,0.00468803364700834,0.9736208680278052,0.03611493199692749,0.11848439617621621,0.01678092739610491,0.3544179541317968,0.08175480566680364,9.70381679735594,5.388263742124149,0.0003324560698649409,2.0026945629130246,140.73995401564113,0.12521949237488544,0.06439711139519369,0.7354910000004835,0.23302491374036102,16.975597086968683,16.878049398691616,0.9529933184602541,0.12626085823209882,0.000774098161043318,0.8729648650068565
0.29,-44.03611514312647,140.00660477536235,0.4473278514388666,0.0006294991740117957,0.0008018563969279731,0.006410515342727222,0.9629985983803246,0.04886794468091843,0.08762163471831852,0.014197447502891097,0.3424762728037966,0.07548512451997103,9.701498545952921,5.387780643060169,0.00030992533164765336,2.0016620271757586,140.7436002892085,0.11719713926632325,0.05990482598819943,0.7180434606171682,0.24843936569162836,17.10102180701761,17.006571980759553,0.9533321013907317,0.13424401629930469,0.0008164795674453108,0.8649393255332487
0.3,-42.073774071677555,140.0088227778671,0.52525279900778,0.00047846175407598927,0.0005888202787524815,0.008826200487002405,0.9485466854612827,0.06643346366808006,0.06270705837000462,0.012558553490663973,0.3304424829788419,0.06869381656744007,9.69858619568198,5.387360622998235,0.000294401263877552,2.000739122875355,140.74735968944134,0.11144322275181259,0.056691433313594955,0.7013042344302609,0.2632320420956067,17.22324040385306,17.131083812557062,0.9536556741243205,0.14206942684277868,0.0009123200110586334,0.8570180745461614
0.31,-39.8319893111045,140.01078424078216,0.6114144241068448,0.00035210539495377684,0.00042860512174255986,0.012612091797480964,0.9281802721210172,0.0934069819348757,0.04313441792426488,0.011683905361314107,0.31720221667725057,0.061678827085548275,9.695140445037188,5.38698432481258,0.00028573260221354777,1.9998220621172462,140.75122226878187,0.10788346547899824,0.05467685904207329,0.6854274126831785,0.27726780376441595,17.343185003333975,17.252379138722574,0.9539665878092769,0.14971335849491266,0.0010648536805289643,0.8492216092245569
0.32,-36.78210051141278,140.01263209047852,0.7158652842012453,0.0002348636151482744,0.00029346005946059427,0.020122597553557976,0.8966775851583063,0.14502488284061174,0.027618980577379767,0.01157987056860721,0.3001757177129213,0.05453777022922447,9.691175318682477,5.386626870733595,0.00028614979453524296,1.9986985840031188,140.7551858538463,0.10703658321297428,0.05409201625095505,0.6706468837812191,0.2903435653053718,17.46213918977293,17.37134957258406,0.954267498825654,0.1571248042633418,0.0012997774552978962,0.8415752396813587
0.33,-31.015462966023588,140.01465708577697,0.8568232528079677,0.00011372581585873288,0.00016095030636722955,0.0459385559428835,0.8373005134037328,0.2990604193444985,0.014525896487712422,0.012769644525650815,0.2712023002008608,0.04716441551957815,9.686603103510068,5.386234564646,0.0003084268222553077,1.9965946018035596,140.7592671660807,0.11168788767535773,0.05629343976662673,0.6575222857349443,0.3019808261404036,17.58253784883735,17.489074095018164,0.9545613904649215,0.1641393912356967,0.0017330878387872577,0.8341273423255137
0.34,5.269570991700528,140.0186995479101,0.9988148520882982,3.252722006388976e-06,1.9146379398081388e-05,0.8623898652127179,0.6755823560728048,0.9898753070613099,0.0010403246800772905,0.03871619989500673,0.15287156751981934,0.039297217716975155,9.680684005705011,5.385595065362165,0.0006104010671193665,1.9800426268954168,140.76356350889887,0.16499644016657788,0.08211815447634277,0.6505439708079075,0.30851970374079274,17.715803879634862,17.60142558669227,0.9548392281911551,0.16746360080876405,0.0053715324657559365,0.8271646881254782
0.35000000000000003,34.89275137026946,140.03133938468147,0.9999731791984565,2.718602753297427e-07,3.399713441443114e-07,0.9997143917355361,0.500489557116352,0.9999626899363662,3.237445040983902e-08,0.43260105508164887,0.055317531926490464,0.03215368185703058,9.669538485659903,5.388394554646491,0.0011373212118846792,1.975000739548715,140.76670152406496,0.28823001129939835,0.15372498754330355,0.6645753716049069,0.29671180087875487,17.695380197616412,13.669893067646097,0.9428548085712776,0.06354063105474327,0.09776199984072416,0.8386971905045313
0.36,32.1381731141438,140.03309411481828,0.9999623294368701,3.3757023513502666e-07,3.213129628168222e-07,0.9995572887201734,0.37077238682134633,0.9999416699780116,5.218089307448969e-08,0.7042700668809565,0.05817630177266362,0.026310946391371003,9.659365424862095,5.395020371303147,0.0018794444692250027,1.9815680540047211,140.76721978372228,0.4226105971058447,0.2495933213262793,0.7059754003512031,0.26072183375016095,16.936215603356857,9.90696863135124,0.9225633387553338,0.018659735315543356,0.10590263689554191,0.8754374491889132
0.37,27.219119275898116,140.0288016105972,0.999930491327049,5.004174171875376e-07,4.702848694708397e-07,0.9990008335799622,0.27467643831301547,0.9998680685448106,1.2470425862811256e-07,0.8272288864601572,0.06591751928997651,0.021529207308323795,9.651494896345616,5.4015221542439384,0.002480879503496416,1.9851150302709932,140.7657990121005,0.5010743871499139,0.3177366815911444,0.7596228654511923,0.213459127010504,16.108474446208675,10.14634618109236,0.9241040486438712,0.011581993257384132,0.08059210736981387,0.9078257207728005
0.38,21.679943784403413,140.02289504951037,0.9998608014523475,7.814067471627828e-07,7.288182635805674e-07,0.9975044727495243,0.20348976009378603,0.9996693431131375,3.316820447468317e-07,0.88382717499251,0.07585299736068718,0.01761645819536787,9.645648953860109,5.4069349588390425,0.0029068488957899397,1.9873034565940593,140.76295422085767,0.5451642109511853,0.3601050516817021,0.8097665551739947,0.16899863160000222,15.515162703547812,11.208533680162104,0.9307930692202974,0.011726630826810067,0.057518095710770746,0.9307550948624177
0.39,15.524148881527129,140.01680278004372,0.9996968849062731,1.2875367693143105e-06,1.1902573476473295e-06,0.9931365859287756,0.15076378096086646,0.9990833751313308,9.772604441336728e-07,0.9071487647036771,0.08848365462495433,0.01441671112556695,9.641626358397183,5.4115328024359775,0.003161631945283378,1.9890002110201643,140.75889394832956,0.5683322645788762,0.38381476137920495,0.8489020488080157,0.13416307482353035,15.168831286987679,12.299281827699414,0.9365582847017161,0.01408410769837227,0.04067713866955832,0.9452385750320681
0.4,8.73044412992768,140.01072824366054,0.9992778973816218,2.25230488019545e-06,2.060485769403848e-06,0.9793291779117601,0.11174484691970878,0.9971827225938259,3.184592132213825e-06,0.9076508682254344,0.1046053226897946,0.011804830939474086,9.639375960323852,5.415647332073648,0.003280321126826335,1.9905707771704348,140.75370604490598,0.5787548567792039,0.3950634343053393,0.876195999202002,0.10980644757814097,15.016491416246707,13.184444911557598,0.9405797550432681,0.017596289294298614,0.029168406857966626,0.9532351252477336
0.41000000000000003,1.2676961272313165,140.00449981572675,0.9981017208547899,4.2297631037462295e-06,3.811605840545888e-06,0.9334615637806865,0.08302551178745951,0.9903945964570935,1.140717772810411e-05,0.8847875528552434,0.1252141162732607,0.009685068708069794,9.638963928548673,5.419304528623007,0.003291953950221556,1.9923318579141784,140.74751146847908,0.5806651475885249,0.39773989425131023,0.8937663658752082,0.09409375837048611,14.996074321136684,13.831272127119293,0.9432108605001124,0.021899873663353678,0.02150267254464198,0.9565972751920034
0.42,-7.649194134194937,139.99775257800056,0.993854845126276,9.306266749651571e-06,8.025441771848146e-06,0.772275757423999,0.06280320113867184,0.9598440385492674,4.8657718803804766e-05,0.8339832220711826,0.15361213012072072,0.008000683923397091,9.640586597544607,5.422214530369925,0.0031845949308489515,1.9950353945729733,140.74056618351415,0.5740712310211686,0.3922304484979352,0.9040155975813996,0.08489190341563017,15.057164557789928,14.291482484162689,0.9449447648811674,0.02683881619868381,0.016409703796234812,0.9567513014050807
0.43,-23.321078466641293,139.98870478941078,0.949437182508867,4.397877406429791e-05,2.9824991010470156e-05,0.26203538445502134,0.06329986273971314,0.6587906650904387,0.0004242873929551507,0.7547318914526733,0.211747368046841,0.006881135980603729,9.64510263244171,5.424168194783411,0.002824642844183458,2.0017242671956414,140.73318963547192,0.548936245191621,0.37052545925579566,0.9080491424971024,0.08117620778148585,15.165687745937435,14.634561853673143,0.9461689703762741,0.03260922910077068,0.012790811790209456,0.9545997805090192
0.44,-44.91373767698667,139.97342054085433,0.41695837944033426,0.0006457923341566791,0.0002749679897635084,0.014080094653004164,0.2888089466442869,0.04859808715667,0.00834979230905743,0.6378974126975537,0.32826309892813876,0.009144824828499694,9.654984170868172,5.424275593973487,0.002234027058869444,2.012171187382495,140.72598144954486,0.4947817896243277,0.32391321135702666,0.9052629673918399,0.08347310586588769,15.301155014061562,14.917677832574542,0.9471380959004823,0.03956364266042268,0.009850709298503822,0.9505854694410731
0.45,-57.009297796010024,139.95995534980952,0.08517443993580882,0.0038127450884854553,0.0013963394470482653,0.0010000876763652559,0.7039582644605837,0.006165806593269359,0.0622328433057336,0.4617363337686361,0.41707517109918424,0.022380936026145482,9.668872748423233,5.418794756538944,0.0016937160709447376,2.018910387728783,140.72114533242015,0.42849853613541733,0.2692366747986022,0.8965943525206554,0.09100213401545648,15.451851623651654,15.166570815231115,0.9479614297650444,0.04738744136915156,0.007439141598697276,0.9451732384321508
0.46,-60.30975991339111,139.95708814915648,0.04941869625698465,0.006718534804826744,0.003173381555939991,0.00046644403091138586,0.9060657628332225,0.003456334448374816,0.1537179545214794,0.2953929092935487,0.44644056638314994,0.039889117178864245,9.682105450791738,5.410335209923555,0.0012941867773407553,2.020408217514548,140.71935419967213,0.3648257000706544,0.21996935095402448,0.8838516270428842,0.10216995457641735,15.610283477596173,15.390438956950149,0.9486802724688091,0.05572313025671283,0.005490946660589723,0.9387857444826964
0.47000000000000003,-59.94812138440155,139.96231998732785,0.052468539716411994,0.006594520734776776,0.004530228300091028,0.0004693598355222531,0.9703762034994422,0.00363592341104005,0.2302240443196596,0.1844322392028099,0.44641135249860614,0.056276037367235236,9.692488185735415,5.403065497106535,0.0010133913797215762,2.0186262510261606,140.71957167926922,0.3100565252093288,0.18033286532765735,0.8685461969306978,0.115629501763443,15.771327000482827,15.593936628034504,0.9493166266596168,0.06429903339834019,0.003984252555700229,0.9317165354459584
0.48,-58.41342433868392,139.97047493287036,0.06762835368747089,0.005271855086331597,0.005016672248563239,0.0005961606287497373,0.988766744485425,0.004675868745870945,0.27442184460068453,0.11797221232813723,0.4366794347800442,0.07027061266053992,9.69995499527534,5.39792635552898,0.0008136236297433113,2.015685223547988,140.72097899768755,0.2647176554266165,0.14944590420505507,0.8516477014230018,0.13051353995610399,15.931417243758204,15.780863192909978,0.9498873493899289,0.07295461936003757,0.0028686905686249762,0.9241765114713362
0.49,-56.53352494409016,139.97858582712124,0.09144764208501052,0.0039676093388378445,0.004753217489446327,0.0008106484503184831,0.9934501547141572,0.006377161729632017,0.28714039595223567,0.07832258194857879,0.42412852020835956,0.08106052487740398,9.705011962350433,5.3945286388192395,0.0006683713340766731,2.0126835783514885,140.72311142680172,0.2277236169810549,0.1254865741948007,0.8337640883984572,0.14627898154241847,16.088197794978345,15.95467214157633,0.9504065535394484,0.08160351294166646,0.0020720752236141364,0.9163242332347182
0.5,-54.55863833074427,139.98559276089586,0.1239209128623875,0.0029429654569988173,0.004049210742239138,0.0011232278208586535,0.9936587385119032,0.008834445154801678,0.27519294419821794,0.05404666309812488,0.41088227278909634,0.08816375494135657,9.708169969357616,5.392313370981974,0.0005608913962342638,2.0100181659108163,140.7257062812475,0.19779478144546728,0.10687924073980876,0.8153070460461316,0.1625590217027435,16.240267002878205,16.118033682916906,0.9508847959812765,0.09019848220265808,0.0015222224103333874,0.9082791167870073
0.51,-52.55968240474953,139.9913497659516,0.1658205379584066,0.0021797788861560837,0.0031966076614442954,0.0015637029322750433,0.9918796823913478,0.012277566935868726,0.24676462027671475,0.038722378908117576,0.39755899031079284,0.09153016593943968,9.709829085838624,5.390840270581289,0.0004804773710190237,2.0077690082613397,140.72861456661659,0.17377978475154224,0.09242538296808646,0.7965832887470186,0.17908106626149967,16.386941326934206,16.272769886824257,0.9513293332995393,0.09871174305469026,0.0011580749771838877,0.900130003368125
0.52,-50.562387639257146,139.99603247834955,0.21759386691417465,0.0016195865067647605,0.002393616138830133,0.0021768374046140762,0.9886212822030227,0.017036842166130137,0.20947497207578236,0.028780637427407288,0.38437386063812923,0.09151769476283723,9.71028142338081,5.389813029262225,0.00042000496304895213,2.0059031086871597,140.73175241241478,0.15469283727213182,0.0812259324138075,0.777839577165246,0.19562618363979448,16.528060950140265,16.42009686997222,0.95174515389394,0.10712488609074955,0.0009324893902352548,0.8919424459190143
0.53,-48.588492733352744,139.9998764526312,0.27848715840971017,0.0012114626782136707,0.0017375438411131089,0.0030194438582596666,0.9837439889184414,0.02351069092989149,0.16959636187399013,0.02219277020782075,0.37148440200693417,0.08876932003055622,9.709737674648384,5.389048284620413,0.0003745282782693236,2.0043590222522485,140.7350721628871,0.13969253697807604,0.07259540104668036,0.7592836762448922,0.21201019544873365,16.663840335730256,16.560906627113223,0.9521359802206445,0.11542384290242383,0.0008110690233138439,0.8837649094742616
0.54,-46.65714933836867,140.00308186403916,0.34633312006882466,0.0009151016065473135,0.0012488765266090208,0.004159102776176168,0.9768564253723859,0.03214583269239696,0.13172878759350742,0.017773439930772735,0.3590306118550331,0.0840471838047831,9.708353997643727,5.388440541583952,0.00034050346010142753,2.003075046087683,140.73854484058083,0.12806235160838342,0.0660021414765124,0.7410936983836457,0.22807525075482188,16.79474993665701,16.695963786358305,0.9525049255145824,0.12359641492531363,0.0007696808732045406,0.8756337256014812
0.55,-44.764523950149275,140.00579317693612,0.4186032289493492,0.0006978647471309815,0.000903866302491369,0.005687670570490622,0.9674197177452727,0.043536420117227026,0.09867880814678072,0.014814709609584382,0.34702274365843483,0.07807398255634516,9.706252503037431,5.38793305571112,0.000315401855310897,2.001992478098042,140.74215030780977,0.11921277710453859,0.061037301476939164,0.7234237813966324,0.24368480323250757,16.921423632806746,16.826004597632465,0.9528548196544011,0.1316308190802092,0.0007921259151064507,0.8675768764046838
