t,y,v
1.1500000000000001,0.0,0.5627048873477646
1.16,0.0,0.5598983850376945
1.17,0.0,0.557105880222277
1.18,0.0,0.5543273030894844
1.19,0.0,0.5515625841752088
1.2,0.0,0.5488116543614807
1.21,0.0,0.5460744448746415
1.22,0.0,0.5433508872835153
1.23,0.0,0.5406409134975805
1.24,0.0,0.5379444557651422
1.25,0.0,0.5352614466715038
1.26,0.0,0.5325918191371393
1.27,0.0,0.5299355064158648
1.28,0.0,0.5272924420930112
1.29,0.0,0.5246625600835949
1.3,0.0,0.5220457946399855
1.31,0.0,0.5194420803799529
1.32,0.0,0.5168513522170457
1.33,0.0,0.5142735453841174
1.34,0.0,0.511708595436337
1.35,0.0,0.5091564382494339
1.36,0.0,0.506617010017944
1.37,0.0,0.5040902472534536
1.3800000000000001,0.0,0.5015760867828456
1.3900000000000001,0.0,0.49907446574654374
1.4000000000000001,0.0,0.49658532159675806
1.41,0.0,0.4941085920957302
1.42,0.0,0.49164421531397823
1.43,0.0,0.48919212962854175
1.44,0.0,0.4867522737224071
1.45,0.0,0.4843245866403529
1.46,0.0,0.48190900771918305
1.47,0.0,0.479505476570308
1.48,0.0,0.4771139331055814
1.49,0.0,0.474734317535659
1.5,0.0,0.4723665703683566
1.51,0.0,0.47001063240700913
1.52,0.0,0.46766644474882857
1.53,0.0,0.4653339487832629
1.54,0.0,0.4630130861903543
1.55,0.0,0.4607037989390979
1.56,0.0,0.4584060292858
1.57,0.0,0.45611971977243665
1.58,0.0,0.4538448132250123
1.59,0.0,0.4515812528538808
1.6,0.0,0.4493289819492273
1.61,0.0,0.4470879443190111
1.62,0.0,0.44485808393536297
1.6300000000000001,0.0,0.4426393450497153
1.6400000000000001,0.0,0.4404316721911876
1.6500000000000001,0.0,0.43823501016498034
1.6600000000000001,0.0,0.4360493040507769
1.67,0.0,0.43387449920115434
1.68,0.0,0.4317105412400017
1.69,0.0,0.4295573760609474
1.7,0.0,0.4274149498257946
1.71,0.0,0.42528320896296445
1.72,0.0,0.42316210016594863
1.73,0.0,0.4210515703996791
1.74,0.0,0.4189515669856513
1.75,0.0,0.4168620374537434
1.76,0.0,0.4147829295683969
1.77,0.0,0.4127141913536631
1.78,0.0,0.4106557710918018
1.79,0.0,0.4086076173218904
1.8,0.0,0.406569678838443
1.81,0.0,0.40454190469004
1.82,0.0,0.4025242441779671
1.83,0.0,0.4005166468548658
1.84,0.0,0.398519062523393
1.85,0.0,0.39653144123489087
1.86,0.0,0.39455373328806786
1.87,0.0,0.392585889227689
1.8800000000000001,0.0,0.39062785984327647
1.8900000000000001,0.0,0.38867959616782083
1.9000000000000001,0.0,0.38674104947650206
1.9100000000000001,0.0,0.38481217128542117
1.92,0.0,0.3828929133503415
1.93,0.0,0.38098322766544046
1.94,0.0,0.37908306646207185
1.95,0.0,0.37719238220753776
1.96,0.0,0.3753111276038711
1.97,0.0,0.37343925559051505
1.98,0.0,0.3715767194628413
1.99,0.0,0.3697234727059564
2.0,0.0,0.36787946898435786
2.0100000000000002,0.0,0.36604466219429976
2.02,0.0,0.3642190064627701
2.0300000000000002,0.0,0.3624024561464807
2.04,0.0,0.36059496583087064
2.05,0.0,0.3587964903291214
2.06,0.0,0.35700698468118586
2.07,0.0,0.35522640415282986
2.08,0.0,0.35345470423468583
2.09,0.0,0.35169184064132075
2.1,0.0,0.34993776931031506
2.11,0.0,0.3481924464013563
2.12,0.0,0.3464558282953438
2.13,0.0,0.3447278715935078
2.14,0.0,0.3430085331165401
2.15,0.0,0.34129776990373834
2.16,0.0,0.33959553921216257
2.17,0.0,0.33790179851580543
2.18,0.0,0.33621650550477383
2.19,0.0,0.3345396180844852
2.2,0.0,0.3328710943748746
2.21,0.0,0.33121089270884707
2.22,0.0,0.3295589714366948
2.23,0.0,0.32791528912327045
2.24,0.0,0.3262798046743643
2.25,0.0,0.3246524772011082
2.2600000000000002,0.0,0.3230332660190147
2.27,0.0,0.32142213064702574
2.2800000000000002,0.0,0.31981903080656765
2.29,0.0,0.3182239264206158
2.3000000000000003,0.0,0.3166367776127658
2.31,0.0,0.3150575447063141
2.32,0.0,0.3134861882233451
2.33,0.0,0.3119226688838276
2.34,0.0,0.3103669476047185
2.35,0.0,0.30881898549907455
2.36,0.0,0.3072787438751726
2.37,0.0,0.30574618423563693
2.38,0.0,0.30422126827657575
2.39,0.0,0.30270395788672444
2.4,0.0,0.30119421514659817
2.41,0.0,0.29969200232765103
2.42,0.0,0.2981972818914446
2.43,0.0,0.2967100164888233
2.44,0.0,0.29523016895909865
2.45,0.0,0.2937577023292409
2.46,0.0,0.2922925797392676
2.47,0.0,0.290834764473864
2.48,0.0,0.28938422008620257
2.49,0.0,0.2879409103117048
2.5,0.0,0.28650479906674786
2.5100000000000002,0.0,0.2850758504477803
2.52,0.0,0.2836540287304447
2.5300000000000002,0.0,0.2822392983687047
2.54,0.0,0.2808316239939791
2.5500000000000003,0.0,0.27943097041427983
2.56,0.0,0.27803730261335724
2.57,0.0,0.27665058574984963
2.58,0.0,0.2752707851564394
2.59,0.0,0.2738978663390142
2.6,0.0,0.27253179497583385
2.61,0.0,0.2711725369167032
2.62,0.0,0.2698200581821497
2.63,0.0,0.2684743249626081
2.64,0.0,0.2671353036176089
2.65,0.0,0.2658029606749742
2.66,0.0,0.2644772628300177
2.67,0.0,0.2631581769447514
2.68,0.0,0.2618456700470972
2.69,0.0,0.2605397093301045
2.7,0.0,0.259240262136632
2.71,0.0,0.25794729595227817
2.72,0.0,0.2566607784512812
2.73,0.0,0.25538067747017745
2.74,0.0,0.25410696100604196
2.75,0.0,0.25283959721570665
2.7600000000000002,0.0,0.25157855441498167
2.77,0.0,0.2503238010778835
2.7800000000000002,0.0,0.24907530583586646
2.79,0.0,0.24783303747706034
2.8000000000000003,0.0,0.2465969649455122
2.81,0.0,0.24536705734043374
2.82,0.0,0.24414328391545298
2.83,0.0,0.2429256140778715
2.84,0.0,0.24171401738792647
2.85,0.0,0.24050846355805716
2.86,0.0,0.23930892245217728
2.87,0.0,0.2381153640849513
2.88,0.0,0.2369277586210768
2.89,0.0,0.23574607637457054
2.9,0.0,0.23457028780806083
2.91,0.0,0.23340036353208357
2.92,0.0,0.23223627430438432
2.93,0.0,0.2310779910292245
2.94,0.0,0.22992548474625837
2.95,0.0,0.22877872661095305
2.96,0.0,0.2276376879511216
2.97,0.0,0.22650234024043914
2.98,0.0,0.2253726550948988
2.99,0.0,0.22424860427211185
3.0,0.0,0.2231301596706127
3.0100000000000002,0.0,0.22201729332916728
3.02,0.0,0.2209099774260865
3.0300000000000002,0.0,0.21980818427854334
3.04,0.0,0.21871188634189487
3.0500000000000003,0.0,0.2176210562090076
3.06,0.0,0.21653566660958815
3.0700000000000003,0.0,0.21545569040951726
3.08,0.0,0.21438110061018875
3.09,0.0,0.21331187034785215
3.1,0.0,0.21224797289296007
3.11,0.0,0.21118938164951961
3.12,0.0,0.21013607015444796
3.13,0.0,0.2090880120769325
3.14,0.0,0.2080451812177948
3.15,0.0,0.20700755150885936
3.16,0.0,0.20597509701232594
3.17,0.0,0.20494779192014706
3.18,0.0,0.20392561054977126
3.19,0.0,0.2029085273280908
3.2,0.0,0.20189651682439996
3.21,0.0,0.20088955373799564
3.22,0.0,0.19988761289442064
3.23,0.0,0.19889066924484614
3.24,0.0,0.19789869786545736
3.25,0.0,0.19691167395684367
3.2600000000000002,0.0,0.19592957284339207
3.27,0.0,0.194952369972685
3.2800000000000002,0.0,0.19398004091490142
3.29,0.0,0.1930125613622226
3.3000000000000003,0.0,0.19204990712824072
3.31,0.0,0.19109205414737232
3.3200000000000003,0.0,0.19013897847427483
3.33,0.0,0.18919065628326762
3.34,0.0,0.1882470638677563
3.35,0.0,0.18730817763966132
3.36,0.0,0.18637397412885032
3.37,0.0,0.1854444299825741
3.38,0.0,0.18451952196490695
3.39,0.0,0.18359922695619021
3.4,0.0,0.18268352195248036
3.41,0.0,0.18177238406500024
3.42,0.0,0.18086579051661844
3.43,0.0,0.17996371861382038
3.44,0.0,0.179066145795731
3.45,0.0,0.17817304962213798
3.46,0.0,0.1772844077648594
3.47,0.0,0.1764001980072018
3.48,0.0,0.1755203982434222
3.49,0.0,0.17464498647819302
3.5,0.0,0.17377394082607167
3.5100000000000002,0.0,0.1729072395109725
3.52,0.0,0.1720448608656435
3.5300000000000002,0.0,0.1711867833311456
3.54,0.0,0.1703329854563364
3.5500000000000003,0.0,0.16948344589735687
3.56,0.0,0.168638143417122
3.5700000000000003,0.0,0.16779705688481486
3.58,0.0,0.16696016527538457
3.59,0.0,0.16612744766904727
3.6,0.0,0.16529888325079128
3.61,0.0,0.16447445130988567
3.62,0.0,0.16365413123939215
3.63,0.0,0.1628379025356811
3.64,0.0,0.16202574479795043
3.65,0.0,0.16121763772774902
3.66,0.0,0.16041356112850275
3.67,0.0,0.15961349490504495
3.68,0.0,0.1588174190631498
3.69,0.0,0.1580253137090699
3.7,0.0,0.15723715904907679
3.71,0.0,0.15645293538900584
3.72,0.0,0.15567262312324426
3.73,0.0,0.15489620268334842
3.74,0.0,0.15412365464663527
3.75,0.0,0.15335495969867974
3.7600000000000002,0.0,0.15259009862145217
3.77,0.0,0.15182905229284985
3.7800000000000002,0.0,0.15107180168623133
3.79,0.0,0.15031832786995436
3.8000000000000003,0.0,0.14956861200691618
3.81,0.0,0.14882263535409737
3.8200000000000003,0.0,0.14808037926210843
3.83,0.0,0.14734182517473968
3.84,0.0,0.1466069546285139
3.85,0.0,0.14587574925224228
3.86,0.0,0.1451481907665833
3.87,0.0,0.14442426098360459
3.88,0.0,0.14370394180634802
3.89,0.0,0.14298721522839752
3.9,0.0,0.14227406333345047
3.91,0.0,0.14156446829489142
3.92,0.0,0.1408584123753696
3.93,0.0,0.14015587792637885
3.94,0.0,0.13945684738784106
3.95,0.0,0.1387613032876923
3.96,0.0,0.13806922824147227
3.97,0.0,0.13738060495191665
3.98,0.0,0.1366954162085525
3.99,0.0,0.1360136448872967
4.0,0.0,0.13533527395005754
4.01,0.0,0.13466028644433922
4.0200000000000005,0.0,0.13398866549128152
4.03,0.0,0.13332039425649939
4.04,0.0,0.13265545602743387
4.05,0.0,0.13199383417993393
4.0600000000000005,0.0,0.1313355121728322
4.07,0.0,0.13068047354754328
4.08,0.0,0.1300287019276638
4.09,0.0,0.12938018101857615
4.1,0.0,0.12873489460705412
4.11,0.0,0.12809282656087165
4.12,0.0,0.1274539608284141
4.13,0.0,0.12681828143829182
4.14,0.0,0.12618577249895696
4.15,0.0,0.1255564181983225
4.16,0.0,0.12493020280338421
4.17,0.0,0.12430711065984489
4.18,0.0,0.12368712619174166
4.19,0.0,0.12307023390107563
4.2,0.0,0.1224564183674445
4.21,0.0,0.1218456642476774
4.22,0.0,0.12123795627547265
4.23,0.0,0.1206332792610382
4.24,0.0,0.12003161809073473
4.25,0.0,0.11943295772672106
4.26,0.0,0.11883728320660265
4.2700000000000005,0.0,0.11824457964308244
4.28,0.0,0.11765483222361471
4.29,0.0,0.117068026210061
4.3,0.0,0.11648414693834926
4.3100000000000005,0.0,0.11590317981813525
4.32,0.0,0.11532511031685053
4.33,0.0,0.11474992394259867
4.34,0.0,0.11417760631263352
4.3500000000000005,0.0,0.11360814311847307
4.36,0.0,0.11304152012306114
4.37,0.0,0.11247772316042079
4.38,0.0,0.1119167381353106
4.39,0.0,0.11135855102288295
4.4,0.0,0.11080314786834461
4.41,0.0,0.11025051478661974
4.42,0.0,0.10970063796201485
4.43,0.0,0.10915350364788631
4.44,0.0,0.10860909816631006
4.45,0.0,0.10806740790775371
4.46,0.0,0.10752841933075052
4.47,0.0,0.10699211896157611
4.48,0.0,0.10645849339392714
4.49,0.0,0.10592752928860263
4.5,0.0,0.10539921337318696
4.51,0.0,0.10487353244173568
4.5200000000000005,0.0,0.10435047335446332
4.53,0.0,0.10383002303743373
4.54,0.0,0.10331216848225226
4.55,0.0,0.10279689674576063
4.5600000000000005,0.0,0.10228419494973386
4.57,0.0,0.10177405028057959
4.58,0.0,0.10126644998903955
4.59,0.0,0.10076138138989334
4.6000000000000005,0.0,0.10025883186166451
4.61,0.0,0.09975878884632912
4.62,0.0,0.0992612398310813
4.63,0.0,0.09876617234553328
4.64,0.0,0.09827357401169111
4.65,0.0,0.09778343251413182
4.66,0.0,0.09729573559890514
4.67,0.0,0.09681047107323505
4.68,0.0,0.09632762680522365
4.69,0.0,0.09584719072355685
4.7,0.0,0.09536915081721213
4.71,0.0,0.09489349513516798
4.72,0.0,0.09442021178611554
4.73,0.0,0.09394928893817213
4.74,0.0,0.0934807148185968
4.75,0.0,0.0930144777135076
4.76,0.0,0.09255056596760103
4.7700000000000005,0.0,0.09208896798387338
4.78,0.0,0.09162967222334412
4.79,0.0,0.09117266720478093
4.8,0.0,0.09071794150442705
4.8100000000000005,0.0,0.0902654837557303
4.82,0.0,0.08981528264907446
4.83,0.0,0.08936732693151193
4.84,0.0,0.08892160540649904
4.8500000000000005,0.0,0.08847810693363285
4.86,0.0,0.08803682042839023
4.87,0.0,0.08759773486186852
4.88,0.0,0.08716083926052852
4.89,0.0,0.08672612270593917
4.9,0.0,0.0862935743345243
4.91,0.0,0.08586318333731142
4.92,0.0,0.08543493894038352
4.93,0.0,0.0850088304146078
4.94,0.0,0.08458484710673822
4.95,0.0,0.08416297841679028
4.96,0.0,0.08374321379769394
4.97,0.0,0.08332554275503729
4.98,0.0,0.08290995484681192
4.99,0.0,0.08249643968316009
5.0,0.0,0.08208498692612316
5.01,0.0,0.08167558628939227
5.0200000000000005,0.0,0.08126822753806025
5.03,0.0,0.08086290048837566
5.04,0.0,0.08045959500749794
5.05,0.0,0.08005830101325485
5.0600000000000005,0.0,0.07965900847390114
5.07,0.0,0.07926170740787931
5.08,0.0,0.07886638788358157
5.09,0.0,0.07847304001911397
5.1000000000000005,0.0,0.0780816539820619
5.11,0.0,0.07769221998925754
5.12,0.0,0.07730472830654862
5.13,0.0,0.07691916924856927
5.14,0.0,0.0765355331785123
5.15,0.0,0.07615381050790329
5.16,0.0,0.07577399169637641
5.17,0.0,0.07539606725145165
5.18,0.0,0.07502002772831409
5.19,0.0,0.07464586372959468
5.2,0.0,0.0742735659051528
5.21,0.0,0.07390312498503301
5.22,0.0,0.07353453161772111
5.23,0.0,0.07316777661313119
5.24,0.0,0.07280285080180304
5.25,0.0,0.07243974506007028
5.26,0.0,0.07207845030983533
5.2700000000000005,0.0,0.07171895751834578
5.28,0.0,0.07136125769797282
5.29,0.0,0.07100534190599078
5.3,0.0,0.07065120124435874
5.3100000000000005,0.0,0.0702988268595036
5.32,0.0,0.06994820994210488
5.33,0.0,0.0695993417268809
5.34,0.0,0.06925221349237683
5.3500000000000005,0.0,0.06890681656075419
5.36,0.0,0.0685631422975821
5.37,0.0,0.06822118211162988
5.38,0.0,0.06788092745466134
5.39,0.0,0.0675423698212308
5.4,0.0,0.06720550074848029
5.41,0.0,0.06687031181593887
5.42,0.0,0.0665367946453228
5.43,0.0,0.06620494090033785
5.44,0.0,0.06587474228648274
5.45,0.0,0.06554619055085448
5.46,0.0,0.06521927748195469
5.47,0.0,0.06489399490949803
5.48,0.0,0.06457033470422163
5.49,0.0,0.06424828877769637
5.5,0.0,0.06392784908213935
5.51,0.0,0.06360900760976479
5.5200000000000005,0.0,0.06329175636958868
5.53,0.0,0.06297608741775099
5.54,0.0,0.06266199286219164
5.55,0.0,0.062349464850250017
5.5600000000000005,0.0,0.06203849556847282
5.57,0.0,0.06172907724242321
5.58,0.0,0.06142120213649067
5.59,0.0,0.06111486255370244
5.6000000000000005,0.0,0.06081005083553565
5.61,0.0,0.06050675936173082
5.62,0.0,0.060204980550106056
5.63,0.0,0.05990470685637262
5.64,0.0,0.059605930773951384
5.65,0.0,0.05930864483379025
5.66,0.0,0.05901284160418283
5.67,0.0,0.05871851369058769
5.68,0.0,0.058425653735449015
5.69,0.0,0.05813425441801797
5.7,0.0,0.05784430845417525
5.71,0.0,0.05755580859625427
5.72,0.0,0.05726874763286561
5.73,0.0,0.056983118388722186
5.74,0.0,0.056698913724465526
5.75,0.0,0.056416126536492674
5.76,0.0,0.05613474975678426
5.7700000000000005,0.0,0.05585477635273331
5.78,0.0,0.055576199326975044
5.79,0.0,0.05529901171721733
5.8,0.0,0.055023206596072204
5.8100000000000005,0.0,0.054748777070888086
5.82,0.0,0.05447571628358301
5.83,0.0,0.05420401741047836
5.84,0.0,0.05393367366213371
5.8500000000000005,0.0,0.053664678283182284
5.86,0.0,0.05339702455216734
5.87,0.0,0.053130705781379135
5.88,0.0,0.05286571530920087
5.89,0.0,0.0526020464929941
5.9,0.0,0.05233969274046302
5.91,0.0,0.05207864749322583
5.92,0.0,0.051818904225580345
5.93,0.0,0.05156045644433495
5.94,0.0,0.051303297688639914
5.95,0.0,0.05104742152981921
5.96,0.0,0.05079282157120258
5.97,0.0,0.05053949144795819
5.98,0.0,0.05028742482692557
5.99,0.0,0.05003661540644902
6.0,0.0,0.04978705691621126
6.01,0.0,0.049538743117067484
6.0200000000000005,0.0,0.049291667800879756
6.03,0.0,0.04904582479035181
6.04,0.0,0.04880120793886392
6.05,0.0,0.04855781113030832
6.0600000000000005,0.0,0.048315628278924716
6.07,0.0,0.048074653329136255
6.08,0.0,0.04783488025538549
6.09,0.0,0.047596303061970796
6.1000000000000005,0.0,0.047358915782882906
6.11,0.0,0.04712271248164178
6.12,0.0,0.046887687251133396
6.13,0.0,0.04665383421344705
6.140000000000001,0.0,0.046421147519712574
6.15,0.0,0.04618962134993792
6.16,0.0,0.04595924991284664
6.17,0.0,0.0457300274457157
6.18,0.0,0.04550194821421329
6.19,0.0,0.045275006512236794
6.2,0.0,0.04504919666175085
6.21,0.0,0.04482451301262535
6.22,0.0,0.04460094994247367
6.23,0.0,0.04437850185649083
6.24,0.0,0.04415716318961558
6.25,0.0,0.043936928444283825
6.26,0.0,0.043717792129168306
6.2700000000000005,0.0,0.04349974876620957
6.28,0.0,0.04328279290465088
6.29,0.0,0.04306691912089758
6.3,0.0,0.042852122018377216
6.3100000000000005,0.0,0.04263839622739992
6.32,0.0,0.04242573640501934
6.33,0.0,0.042214137234893846
6.34,0.0,0.04200359342714825
6.3500000000000005,0.0,0.041794099718235916
6.36,0.0,0.04158565087080133
6.37,0.0,0.041378241673542836
6.38,0.0,0.04117186694107604
6.390000000000001,0.0,0.04096652151379733
6.4,0.0,0.04076220025774803
6.41,0.0,0.04055889806447855
6.42,0.0,0.04035660985091324
6.43,0.0,0.04015533055921531
6.44,0.0,0.03995505515665226
6.45,0.0,0.03975577863546155
6.46,0.0,0.039557496012716506
6.47,0.0,0.0393602023301927
6.48,0.0,0.03916389265423445
6.49,0.0,0.03896856207562178
6.5,0.0,0.038774205709437425
6.51,0.0,0.038580818694934356
6.5200000000000005,0.0,0.03838839619540335
6.53,0.0,0.038196933398041005
6.54,0.0,0.0380064255138178
6.55,0.0,0.0378168677773465
6.5600000000000005,0.0,0.037628255446750795
6.57,0.0,0.03744058380353416
6.58,0.0,0.03725384815244879
6.59,0.0,0.037068043821364895
6.6000000000000005,0.0,0.0368831661611401
6.61,0.0,0.0366992105596643
6.62,0.0,0.036516172441212996
6.63,0.0,0.03633404723052184
6.640000000000001,0.0,0.03615283037469086
6.65,0.0,0.03597251734352103
6.66,0.0,0.0357931036293991
6.67,0.0,0.03561458474718312
6.68,0.0,0.03543695623408822
6.69,0.0,0.035260213649572957
6.7,0.0,0.03508435257522615
6.71,0.0,0.034909368614654025
6.72,0.0,0.034735257393367934
6.73,0.0,0.03456201455867243
6.74,0.0,0.03438963577955391
6.75,0.0,0.03421811674656946
6.76,0.0,0.03404745317173632
6.7700000000000005,0.0,0.03387764078842169
6.78,0.0,0.033708675351233015
6.79,0.0,0.03354055263590852
6.8,0.0,0.033373268439208334
6.8100000000000005,0.0,0.033206818578805884
6.82,0.0,0.03304119889317981
6.83,0.0,0.03287640524150609
6.84,0.0,0.0327124335035507
6.8500000000000005,0.0,0.032549279579562614
6.86,0.0,0.032386939390167166
6.87,0.0,0.03222540887625974
6.88,0.0,0.03206468399889992
6.890000000000001,0.0,0.03190476073920587
6.9,0.0,0.03174563509824926
6.91,0.0,0.0315873030969503
6.92,0.0,0.0314297607759733
6.93,0.0,0.031273004195622525
6.94,0.0,0.031117029435738314
6.95,0.0,0.03096183259559366
6.96,0.0,0.030807409793790947
6.97,0.0,0.0306537571694092
6.98,0.0,0.030500870891188338
6.99,0.0,0.030348747139605167
7.0,0.0,0.030197382111657543
7.01,0.0,0.030046772023299827
7.0200000000000005,0.0,0.02989691310934707
7.03,0.0,0.029747801623379744
7.04,0.0,0.029599433837648716
7.05,0.0,0.02945180604298078
7.0600000000000005,0.0,0.029304914548684526
7.07,0.0,0.029158755682456693
7.08,0.0,0.02901332579028877
7.09,0.0,0.028868621236374153
7.1000000000000005,0.0,0.028724638403015607
7.11,0.0,0.02858137369053318
7.12,0.0,0.02843882351717241
7.13,0.0,0.02829698431901301
7.140000000000001,0.0,0.02815585254987788
7.15,0.0,0.028015424681242546
7.16,0.0,0.02787569720214487
7.17,0.0,0.027736666619095244
7.18,0.0,0.027598329455987076
7.19,0.0,0.027460682254007662
7.2,0.0,0.027323721571549445
7.21,0.0,0.027187443984121547
7.22,0.0,0.027051846084261724
7.23,0.0,0.02691692448144864
7.24,0.0,0.02678267580201453
7.25,0.0,0.02664909668905809
7.26,0.0,0.02651618380235782
7.2700000000000005,0.0,0.026383933818285642
7.28,0.0,0.02625234342972089
7.29,0.0,0.026121409345964543
7.3,0.0,0.025991128292653855
7.3100000000000005,0.0,0.02586149701167727
7.32,0.0,0.02573251226108971
7.33,0.0,0.025604170815028044
7.34,0.0,0.02547646946890716
7.3500000000000005,0.0,0.025349405035644264
7.36,0.0,0.02522297433861496
7.37,0.0,0.025097174217036135
7.38,0.0,0.024972001525892046
7.390000000000001,0.0,0.024847453135855783
7.4,0.0,0.024723525933211126
7.41,0.0,0.024600216819774708
7.42,0.0,0.024477522712818632
7.43,0.0,0.02435544054499343
7.44,0.0,0.024233967264251383
7.45,0.0,0.024113099833770264
7.46,0.0,0.02399283523187734
7.47,0.0,0.023873170451973843
7.48,0.0,0.02375410250245973
7.49,0.0,0.023635628406658882
7.5,0.0,0.023517745202744536
7.51,0.0,0.023400449943665188
7.5200000000000005,0.0,0.023283739697070753
7.53,0.0,0.02316761154523919
7.54,0.0,0.023052062585003297
7.55,0.0,0.022937089927678025
7.5600000000000005,0.0,0.022822690698988003
7.57,0.0,0.02270886203899551
7.58,0.0,0.022595601102028656
7.59,0.0,0.02248290505660999
7.6000000000000005,0.0,0.022370771085385394
7.61,0.0,0.02225919638505336
7.62,0.0,0.02214817816629448
7.63,0.0,0.022037713653701357
7.640000000000001,0.0,0.0219278000857088
7.65,0.0,0.021818434714524344
7.66,0.0,0.021709614806059048
7.67,0.0,0.02160133763985864
7.68,0.0,0.02149360050903497
7.69,0.0,0.021386400720197728
7.7,0.0,0.02127973559342596
7.71,0.0,0.021173602462344343
7.72,0.0,0.02106799867371571
7.73,0.0,0.020962921587503798
7.74,0.0,0.020858368576836032
7.75,0.0,0.02075433702793707
7.76,0.0,0.02065082434006277
7.7700000000000005,0.0,0.02054782792543438
7.78,0.0,0.02044534520917305
7.79,0.0,0.020343373629234555
7.8,0.0,0.020241910636344364
7.8100000000000005,0.0,0.02014095369393297
7.82,0.0,0.0200405002780715
7.83,0.0,0.01994054787740754
7.84,0.0,0.01984109399310131
7.8500000000000005,0.0,0.019742136138762047
7.86,0.0,0.019643671840384708
7.87,0.0,0.019545698636286832
7.88,0.0,0.019448214077045792
7.890000000000001,0.0,0.019351215725436178
7.9,0.0,0.01925470115636756
7.91,0.0,0.019158667956822365
7.92,0.0,0.019063113725794112
