t,Fe3,Fe3_Arg,Fe3_NO,Fe2_NO,Fe2,Fe2_Arg,Fe3_O2_Arg,Fe3_NOHA,Fe2_NOHA,NOHA,Fe3_O2_NOHA,NO,citrulline,NO3
0.15,0.004194189027032653,0.10909301736610655,0.05089157111940814,0.0961115249167462,0.00019530601918345806,0.006252391357919509,0.013658576844742929,0.14551169501391084,0.0381115603882566,0.060558064057732265,0.07542210388896108,0.19351959748896366,0.3452935652943481,0.004770871769229874
0.16,0.004100303974698915,0.10688271993313164,0.04938760598633417,0.1055351821537407,0.0001911285762190274,0.006124624262209289,0.01337826998516956,0.13960875664197828,0.03668429555391365,0.06549268234189322,0.07261443059071168,0.21353142404467973,0.374233657101925,0.005779444917169985
0.17,0.003996957078650367,0.10462875640352778,0.047754801390976535,0.11453862268505634,0.00018663282539554916,0.005996980804021669,0.013101450195730788,0.13437444368284412,0.03530185027868377,0.07024142077374614,0.06987808388136706,0.23291393729886542,0.4020875330712056,0.006880171696307028
0.18,0.0038893063339364526,0.10230326814697165,0.04608230523075132,0.12310917236194062,0.00018195274557964613,0.005866365494936321,0.012819499448876807,0.12968068886327921,0.03398794903606007,0.07481195310769213,0.06726753922997593,0.2516346130027531,0.4288948618539873,0.008068771258542088
0.19,0.0037810834934083695,0.09991044259366577,0.04442971042657175,0.1312495482274601,0.00017720239120210164,0.005732076060478381,0.012529720714473074,0.12541506920359405,0.032752792536035774,0.0792141272963398,0.06480822705677106,0.2696903690628414,0.45471054757229795,0.009340919855424571
0.2,0.003674817583372822,0.09747127147985354,0.04283367260612152,0.13897229234983088,0.0001724718550522843,0.005594780749409745,0.012232917108195051,0.12148505966962186,0.0315978148264317,0.083458520499283,0.06250638127282776,0.2870971177993165,0.47959545331836523,0.010692370563095977
0.21,0.0035720816328458755,0.09501330881435918,0.04131393951699985,0.14629555811317382,0.00016782741902418154,0.005455806865896827,0.01193168217195675,0.11781847579462566,0.030519238562314033,0.08755551698478267,0.060356564124021225,0.30388183839520233,0.5036103703588244,0.012119034333447859
0.22,0.0034737355938632163,0.09256431844328708,0.03987856417036259,0.15324011044096317,0.00016331432066384554,0.005316676721236761,0.011629261584739908,0.11436146380065909,0.02951064017657853,0.0915148022759877,0.0583471124716582,0.3200768976560961,0.5268125914316422,0.013617019164219665
0.23,0.0033801376677607777,0.09014876861260475,0.03852804671781774,0.15982732449385653,0.00015896057364519489,0.005178831990229919,0.011328858068079806,0.11107544747920486,0.02856464715057881,0.0953451356390645,0.056463841607157075,0.3357162403822373,0.549254257023628,0.015182645429715654
0.24,0.003291313707631121,0.08778625179289741,0.0372584168358417,0.1660779620004971,0.00015478089510240559,0.005043490622982442,0.011033253662705828,0.1079338784255917,0.027674001006087242,0.09905430086656893,0.054692350184094116,0.3508330393589664,0.5709818626776784,0.016812444482372468
0.25,0.003207089909859985,0.08549118503227057,0.036063463450219525,0.17201149837848626,0.00015078043442383874,0.004911594207086154,0.010744650828360798,0.1049190876665631,0.026832113080500024,0.10264916773745834,0.05301936927477139,0.36545838474357073,0.5920364948771558,0.018503148304878776
0.26,0.0031271842579357035,0.08327313542376803,0.03493616975562454,0.1776458213421193,0.00014695771955209827,0.004783805351462984,0.01046464051590914,0.10201977128151278,0.026033337114085942,0.10613579099832265,0.05143338623970674,0.37962068184511744,0.6124543499059665,0.020251676963104655
0.27,0.0030512733563398567,0.08113759393792236,0.03386965658438834,0.18299718627073144,0.00014330718459015942,0.004660539707010093,0.010194257004134394,0.09922879758397124,0.02527301681639084,0.10951954454835962,0.049924827006161285,0.39334553251516513,0.6322674967766325,0.022055121406346967
0.28,0.0029790328537850296,0.07908686753012009,0.03285767009440006,0.18808032826803345,0.00013982099583138667,0.0045420121734256165,0.009934072901275341,0.09654159942958516,0.02454740273532096,0.11280525151972012,0.04848594149850212,0.40665591790412337,0.6515046429460369,0.02391072667947933
0.29,0.0029101598767916174,0.07712088413640512,0.03189479208546943,0.1929086228314634,0.00013649028258378812,0.004428282157775142,0.009684297062293828,0.09395507911758944,0.023853526598621527,0.11599729101582723,0.04711057483517898,0.4195724811704407,0.6701917747181955,0.025815878630821288
0.3,0.002844384962757186,0.07523795326761805,0.03097648665231932,0.19749428613530803,0.0001333060249291599,0.004319298679517476,0.009444875117651753,0.09146680024884477,0.023189045605022825,0.1190996954521869,0.045793867853844344,0.4321138860536691,0.6883527493956209,0.027768090554323763
0.31,0.0027814740606774495,0.07343532736803284,0.030099023017842442,0.20184855663293436,0.00013025950684520838,0.004214935382826497,0.00921556956099666,0.08907455933764077,0.02255210156092953,0.12211621911647262,0.04453197445480119,0.4442971459726565,0.7060097187707313,0.029764993147297376
0.32,0.002721227579850452,0.07170967152447054,0.02925936774176205,0.2059818633074556,0.00012734261734607052,0.00411502049414992,0.00899602902324717,0.08677608933503667,0.02194119177928086,0.1250503955163488,0.043321801081051124,0.45613792914119017,0.723183485507934,0.0318043253175255
0.33,0.0026634765219909796,0.07005740170272391,0.02845505479832409,0.20990396634534042,0.0001245479729477149,0.004019359195539156,0.008785840897535528,0.08456892139041099,0.021355063851900155,0.12790557855472554,0.042160788768560845,0.4676508139772127,0.7398937617761894,0.03388392665531154
0.34,0.0026080768560976736,0.06847489368037786,0.027684052013320685,0.21362406552748953,0.00012186889723776897,0.003927748258472806,0.008584566628601143,0.08245037455884506,0.02079263689628303,0.13068496847579994,0.041046748207473956,0.4788494856391886,0.75615933467745,0.036001731497450604
0.35000000000000003,0.0025549044423107854,0.06695861766814748,0.02694465101858032,0.2171508829161086,0.00011929936476706273,0.0038399858335889537,0.008391765685915873,0.08041757995467833,0.020252944947630958,0.13339163002853982,0.03997773813973132,0.48974688483685336,0.7719981825874276,0.03815576381588482
0.36,0.0025038507960252554,0.06550522061862112,0.026235381098859666,0.22049272520423688,0.0001168339330852355,0.0037558777170242754,0.008207011180469771,0.07846751803236646,0.019735096151474636,0.1360285053815566,0.03895197988627955,0.5003553187694866,0.7874275577732417,0.04034413270065806
0.37,0.0024548192042662246,0.06411156854541204,0.025554936678377528,0.22365753156789944,0.00011446765733501173,0.0036752409955031953,0.00802989934320928,0.07659707330296785,0.019238244696303725,0.138598422728717,0.037967795280008196,0.5106865452679481,0.8024640418855067,0.04256502837128118
0.38,0.002407721634043292,0.06277474897465496,0.024902125550586362,0.22665290492875848,0.00011219600038110912,0.0035979049677295274,0.007860052504170982,0.07480309557745593,0.018761575941466394,0.14110410083662062,0.03702357308413184,0.5207518261307367,0.8171235753284241,0.044816718718342016
0.39,0.0023624764680086185,0.06149205759357086,0.02427583376269966,0.22948613393428932,0.00011001475642765168,0.0035237108562914746,0.007697119051385432,0.07308245125156734,0.01830429888755424,0.14354815216990466,0.036117751268300156,0.5305619631499007,0.8314214769506437,0.047097546103753725
0.4,0.002319006966789976,0.060260980832020195,0.023675003206873328,0.23216420974588842,0.0001079199933298569,0.0034525110787695344,0.007540772169079976,0.07143205957744198,0.017865642339852498,0.1459330858026397,0.03524880828731384,0.540127324439449,0.8453724616899451,0.04940592429773375
0.41000000000000003,0.0022772402350837535,0.059079176731444596,0.023098617856162358,0.23469383930465118,0.00010590800872215394,0.0033841682830248743,0.007390707891006194,0.06984891800950548,0.017444853989317045,0.1482613101972036,0.03441525949387787,0.5494578642750582,0.8589906569914014,0.05174033555552912
0.42,0.0022371064463856728,0.05794445442123017,0.02254569449011178,0.2370814564735872,0.00010397529276437591,0.0033185542298868618,0.007246642729245312,0.06833012246359382,0.017041200343046344,0.15053513580382108,0.03361565730632639,0.5585631390787574,0.8722896178505273,0.05409932780807035
0.43,0.00219853839745751,0.0568547532581454,0.022015278975138327,0.23933323087662028,0.00010211850055956786,0.003255548570798063,0.007108310968942868,0.06687288009529109,0.0166539689799513,0.1527567775638677,0.03284859381322689,0.5674523192434222,0.8852823410822995,0.056481511987118135
0.44,0.002161471286897902,0.05580812562064414,0.02150644545502671,0.241455076234159,0.0001003344336277979,0.0031950378017596313,0.006975462305972004,0.06547451471440037,0.01628246971265415,0.1549283577232077,0.03211270471164965,0.5761342001525822,0.8979812812761229,0.05888555943435455
0.45,0.0021258426243135043,0.05480272327554007,0.021018297063993656,0.24345265860604082,9.862002786750003e-05,0.0031369144101734817,0.006847859893214387,0.06413246710290697,0.015926036214933204,0.1570519088818945,0.03140667189912102,0.5846172131831698,0.9103983682474124,0.06131019939420764
0.46,0.002091592174478663,0.053836786404460754,0.02054996669066582,0.2453314048729377,9.697234437018987e-05,0.003081076181958591,0.00672527874655959,0.06284429313523691,0.015584026844130872,0.1591293771936503,0.030729225411549963,0.5929094372871527,0.9225450254207453,0.06375421656998861
0.47000000000000003,0.002058661938838058,0.052908636485477466,0.020100617633798643,0.24709651160067955,9.538856404815992e-05,0.003027425743864483,0.006607504683038849,0.06160765903565997,0.015255824780766494,0.16116262576239523,0.030079143771432736,0.601018611492827,0.9344321895038388,0.06621644877653311
0.48,0.0020269960941568573,0.052016669793668126,0.01966944344753243,0.24875295379746393,9.38659814009062e-05,0.00297587015646246,0.006494333388363831,0.0604203377573394,0.014940837813677419,0.16315343789081568,0.029455253879118858,0.6089521474026228,0.9460703293457583,0.06869578469813854
0.49,0.0019965409717406382,0.05115935083472617,0.019255668475924782,0.250305493367246,9.240199945425112e-05,0.0029263204926057453,0.00638556943967403,0.05928020446846045,0.014638498425459206,0.16510352030951003,0.028856431215198704,0.6167171411456832,0.9574694646549466,0.07119116166609218
0.5,0.0019672450532063493,0.050335209492838616,0.018858547980628707,0.25175868742804147,9.099412777194637e-05,0.002878691648153465,0.006281025860134858,0.05818523030348061,0.014348263127174592,0.16701450635837758,0.02828159862019175,0.624320385503669,0.9686391845739297,0.07370156366159
0.51,0.0019390589205021769,0.04954283474286067,0.018477368138229682,0.2531168969890519,8.963997671366364e-05,0.0028329019455271887,0.006180523207735345,0.057133478401034464,0.01406961229510961,0.16888795922938732,0.027729726153847944,0.6317683822886133,0.9795886665071228,0.07622601909122732
0.52,0.0019119352429014477,0.04878087642749123,0.01811144519803968,0.25438429481860386,8.833725840204021e-05,0.002788873241776241,0.006083889819683903,0.056123096599054186,0.013802048561410101,0.17072537491102588,0.027199827921611294,0.6390673543233588,0.990326693504503,0.0787635991645
0.53,0.0018858286856751811,0.04804804013541036,0.01776012461476731,0.25556487368524833,8.70837805577401e-05,0.002746530617460987,0.0059909611106461836,0.055152314633976914,0.013545096358865959,0.1725281851555915,0.026690961221799342,0.6462232573809386,1.000861671557699,0.08131341587674429
0.54,0.0018606958719730713,0.04734308614436138,0.0174227803130464,0.25666245430500517,8.587744474528885e-05,0.002705802310778502,0.00590157942249825,0.054219438546738274,0.013298300814951862,0.17429776042161876,0.026202224404282895,0.6532417920231055,1.0112016468745129,0.0838746202333552
0.55,0.001836495258449689,0.04666482746314693,0.017098812754508055,0.2576806923801409,8.47162414109177e-05,0.002666619617593216,0.0058155938210981755,0.05332284874675269,0.013061226712845488,0.17603541227432612,0.025732754729727726,0.6601284141590147,1.0213543200089492,0.08644640071528487
0.56,0.001813187102796416,0.04601212713000624,0.01678764861218935,0.2586230860769773,8.359824714380935e-05,0.002628916719943925,0.0057328597010020054,0.05246099528193517,0.012833457819571285,0.17774239617856966,0.02528172712986492,0.6668883459895583,1.0313270621852768,0.08902798150655145
0.5700000000000001,0.0017907333640562507,0.04538389637696727,0.01648873923156361,0.25949298264613774,8.25216205276665e-05,0.0025926305879305236,0.005653238579917256,0.051632395512049976,0.012614595959203993,0.17941991379734482,0.02484835232430109,0.6735265859033874,1.04112692881391,0.09161862103282077
0.58,0.0017690976578274673,0.044779092821885226,0.016201560005775335,0.26029358427452015,8.148459963377627e-05,0.0025577008700044482,0.005576597851503797,0.05083563085904434,0.012404260363750357,0.18106911512780322,0.024431875568252145,0.6800479171152073,1.0507606720081084,0.0942176106126051
0.59,0.001748245156336219,0.04419671803498905,0.01592560886203473,0.2610279567473439,8.048549747901981e-05,0.0025240697547011777,0.005502810484832784,0.05006934288500789,0.012202086560842174,0.18269110158243732,0.024031574433995968,0.6864569205478371,1.0602347586678926,0.09682427251067606
0.6,0.0017281425628217612,0.043635817173066846,0.015660405831457332,0.2616990315385898,7.952270103895645e-05,0.00249168195175523,0.005431754985738183,0.04933223230938184,0.012007726051225109,0.18428692672466618,0.023646758170259,0.6927579779685289,1.0695553748211746,0.09943795948259783
0.61,0.001708758001281522,0.043095475335485446,0.015405491507208094,0.26230961656642776,7.859466558607119e-05,0.002460484477237912,0.00536331491994741,0.0486230539664129,0.011820845101677222,0.1858576001340505,0.023276765324685377,0.6989552878873797,1.0787284482682098,0.10205805230719336
0.62,0.0016900609876274023,0.04257481809703217,0.015160426497382893,0.26286239574373405,7.769991419549459e-05,0.0024304266953974057,0.005297379018502313,0.04794061785186683,0.011641124610853473,0.18740408715890522,0.02292096342450295,0.7050528650034698,1.087759647191885,0.10468395994729746
0.63,0.0016720223382603887,0.042073007892957835,0.014924790154909669,0.2633599404485867,7.683703267425017e-05,0.002401460100019093,0.005233840685952232,0.04728378288279431,0.011468258843505294,0.1889273130979074,0.022578746522433087,0.7110545571364388,1.096654404645683,0.10731511690574701
0.64,0.0016546141380361407,0.04158924381782692,0.014698180147498864,0.2638047081864343,7.600466844792742e-05,0.002373538311326888,0.005172598003904365,0.04665145910203381,0.011301955578591372,0.19042816261440237,0.022249535431497127,0.7169640432708158,1.1054179151484647,0.10995098354371491
0.65,0.0016378096500278497,0.0411227591169352,0.014480211031228523,0.2641990533856295,7.520152628586404e-05,0.0023466169281609836,0.00511355340321033,0.04604260159672467,0.011141934715363858,0.19190748365299382,0.02193277499343916,0.7227848495982482,1.1140551576631503,0.11259104364804337
0.66,0.0016215833131572538,0.04067282022351386,0.014270514429510038,0.26454522633480876,7.442636754461468e-05,0.0023206534684536827,0.0050566135283710584,0.04545621187439003,0.010987928633240825,0.1933660870367419,0.021627934790267388,0.728520347828419,1.1225708932060776,0.1152348046133391
0.67,0.0016059106293198186,0.0402387247371989,0.014068737198308184,0.26484538276588065,7.367800554055491e-05,0.00229560725954144,0.005001689005671113,0.04489133334380096,0.010839680809085761,0.19480474986355803,0.021334506382093624,0.7341737695192679,1.1309696848128337,0.1178817953293764
0.68,0.0015907681919513565,0.039819800907929546,0.013874542009563912,0.26510158318311505,7.295530603112666e-05,0.002271439398657152,0.004948694344499749,0.04434705127416843,0.010696946118398432,0.1962242153220415,0.021052003943642282,0.7397482049590118,1.1392558964208928,0.12053156626920143
0.6900000000000001,0.0015761335654985878,0.039415405118036824,0.013687605521922488,0.26531580145050454,7.225718199929943e-05,0.0022481126146923942,0.00489754764286992,0.04382248957217146,0.01055948968631417,0.19762519569530368,0.020779961950684826,0.7452466159695162,1.1474337105181542,0.12318368757621027
0.7000000000000001,0.0015619853183718956,0.03902492251675808,0.013507618842775362,0.26548992366978363,7.158259505994527e-05,0.0022255913012582448,0.004848170655605191,0.043316810589782345,0.010427087026214912,0.19900837200496277,0.020517935479425386,0.7506718342319335,1.1555071260577723,0.12583774931327898
0.71,0.0015483029033790615,0.03864776340492238,0.013334285880448674,0.2656257576510913,7.093054952183316e-05,0.002203841307422822,0.00480048833453379,0.04282921149107703,0.010299522992741263,0.20037439736351892,0.02026549812134038,0.7560265752872763,1.1634799781094631,0.1284933592906463
0.72,0.0015350666770947918,0.03828336428972081,0.013167323531803674,0.26572503121753205,7.030009367382059e-05,0.0021828300016357156,0.004754428972507336,0.04235892481205446,0.010176591876180155,0.20172389636412955,0.020022242163664765,0.7613134360792361,1.1713559343089879,0.13115014348041515
0.73,0.0015222578327737841,0.03793118574318616,0.013006460747087025,0.2657893983176016,6.969031638613554e-05,0.00216252614627155,0.004709923925928286,0.04190521575137347,0.010058096717212858,0.20305746726587007,0.019787777236305787,0.7665349039907084,1.1791385076702954,0.13380774461489753
0.74,0.0015098583606028041,0.0375907111051902,0.01285143797995689,0.2658204426738715,6.910034507746123e-05,0.002142899821476723,0.0046669074461123,0.041467380551668986,0.009943848902789976,0.20437568329866676,0.01956172951458271,0.7716933622353473,1.186831064237741,0.1364658213485647
0.75,0.0014978510498766724,0.03726144672061437,0.012702007205914133,0.2658196771061345,6.852934593492209e-05,0.002123922440421528,0.004625316714661739,0.04104474695347736,0.009833668225759144,0.20567909240772744,0.019343741829474053,0.7767910888678555,1.1944368215988677,0.13912404841896261
0.76,0.0014862193914537405,0.03694291917496224,0.012557930495015223,0.26578855251550415,6.79765192170285e-05,0.0021055665890169443,0.004585091491025044,0.040636670039996665,0.00972738179933722,0.20696822046463123,0.019133471519835916,0.7818302701058923,1.201958867723779,0.14178211460736653
0.77,0.0014749476272829303,0.036634676441161196,0.012418980774543417,0.26572845355070845,6.744110146308867e-05,0.002087806090713526,0.004546174252884144,0.040242534239389234,0.00962482462828418,0.20824356972489094,0.018930591568673782,0.7868129938785235,1.2094001519130493,0.14443972370927324
0.78,0.0014640206376674808,0.03633628496719403,0.012284940158203484,0.2656407082150538,6.692236024997809e-05,0.002070615840063268,0.004508509833147328,0.039861749111198504,0.009525838412602903,0.2095056222409453,0.01873478822366825,0.7917412640938021,1.2167635048322332,0.14709659236517325
0.79,0.0014534239754437953,0.03604733039217916,0.012155600470091081,0.26552658528783474,6.641959567045146e-05,0.002053971842204863,0.004472045504277219,0.03949375038800723,0.00943027189485087,0.2107548389552237,0.01854576169421077,0.7966169967941807,1.2240516331870528,0.14975245063494563
0.8,0.001443143808837649,0.035767415978545825,0.012030762414366602,0.2653872991978243,6.59321376117261e-05,0.002037851122666105,0.00443673078081174,0.03913799787043663,0.009337980272718557,0.2119916614320234,0.01836322498415094,0.8014420273842966,1.2312671298887226,0.1524070408922345
0.81,0.001433166891543262,0.035496161791566,0.011910235138259258,0.26522401262989165,6.5459344331649e-05,0.002022231680106555,0.004402517315832818,0.03879397427603869,0.009248824883011849,0.21321651278491827,0.018186903264493147,0.8062181144975544,1.2384124794992004,0.15506011723349464
0.8200000000000001,0.001423480564396705,0.03523320474470151,0.01179383624999187,0.26503783654828866,6.500060254042915e-05,0.0020070924887465214,0.004369358906070429,0.03846118515334478,0.00916267319368014,0.21442979768865672,0.018016533859575003,0.8109469400326743,1.245490058304712,0.1577114454737566
0.8300000000000001,0.0014140726883894081,0.03497819659809714,0.011681390871770163,0.2648298360008309,6.455532409786733e-05,0.001992413382123336,0.004337211236031098,0.03813915639343058,0.009079398136121412,0.21563190444555824,0.017851864923542335,0.8156301177447328,1.2525021464383186,0.16036080182098422
0.84,0.0014049316759969332,0.034730805065524874,0.011572732059244103,0.2646010272071112,6.412294767408811e-05,0.001978175118540427,0.004306032023490435,0.037827435506952514,0.008998878411164023,0.21682320394187754,0.017692656042416047,0.8202691889515719,1.259450921767525,0.1630079735495974
0.85,0.001396046405367853,0.0344907111065194,0.011467699595756005,0.26435238547453543,6.370293442549935e-05,0.001964359222488272,0.004275780668836448,0.037525588060581636,0.00892099759110274,0.21800405247905358,0.017538676461325044,0.8248656342416553,1.2663384764997276,0.16565275718778055
0.86,0.0013874062452342735,0.034257609801861176,0.011366140333860294,0.26408484269995736,6.329476930934097e-05,0.0019509480365826276,0.004246418370726517,0.0372331988576921,0.008845644391969458,0.21917479087428351,0.017389705618514977,0.8294208697859881,1.273166811913045,0.16829495909323897
0.87,0.0013790010315540854,0.03403120966216271,0.011267907862339967,0.26379928943305575,6.2897959937135e-05,0.0019379246814031656,0.004217908037680319,0.03694987103326042,0.008772712433362587,0.22033574519573262,0.017245532669502472,0.8339362503936273,1.2799378426716925,0.17093439498266924
0.88,0.0013708210057294522,0.033811230829913226,0.011172861612448726,0.26349658052691344,6.251203356635765e-05,0.0019252729510206947,0.00419021405807878,0.03667522347549812,0.008702099566945277,0.2214872287808273,0.017105955159049422,0.8384130778848935,1.2866534086704193,0.17357088864616332
0.89,0.0013628568665013964,0.033597406544372224,0.011080867616422505,0.26317753041204467,6.21365395961582e-05,0.0019129773978389247,0.004163302486614558,0.03640889299013608,0.00863370844671926,0.22262954054865663,0.016970780151087925,0.8428525940838675,1.2933152651324813,0.17620427302014635
0.9,0.001355099681531878,0.03338948066913769,0.01099179722009671,0.2628429209126444,6.177104532805399e-05,0.0019010231897843915,0.004137140730912844,0.036150530815472565,0.008567445588430688,0.2237629677844955,0.016839822362155164,0.8472559924084176,1.2999250989542055,0.17883438841304647
0.91,0.0013475409061698507,0.033187208186123106,0.010905527360648858,0.26249349961393453,6.141513684455893e-05,0.0018893961386329122,0.0041116976134304584,0.03589980335036902,0.008503221571889938,0.2248877855587852,0.01671290456316096,0.851624415446457,1.306484525295484,0.1814610828744434
0.92,0.0013401723832372442,0.032990355165402954,0.010821940566063839,0.2621299799147682,6.106841898229698e-05,0.0018780826981020815,0.004086943367042716,0.035656392125771375,0.008440951039366755,0.226004256746632,0.016589857574619414,0.8559589550319503,1.3129950876948702,0.18408421218208745
0.93,0.0013329862764196493,0.03279869691196058,0.010740923988324724,0.2617530468272051,6.0730512144181715e-05,0.0018670698569264678,0.004062849400609974,0.03541999125307854,0.00838055199698826,0.22711263409163232,0.016470518884698655,0.8602606608444618,1.3194582701852877,0.1867036385252957
0.9400000000000001,0.001325975107399652,0.03261201897573029,0.010662369945319373,0.26136335381782155,6.040105406301297e-05,0.0018563451968736887,0.004039388425935126,0.0351903087859185,0.00832194619553277,0.22821315908389142,0.016354733411502703,0.8645305357239105,1.3258754907082606,0.18931923122120883
0.9500000000000001,0.0013191317112076707,0.032430115890117434,0.010586175274745431,0.26096152668421,6.007969764955224e-05,0.001845896819909875,0.0040165342979157125,0.03496706503042396,0.008265058670575004,0.22930606333896522,0.01624235258426788,0.8687695414166879,1.3322481092094056,0.19193086583376195
0.96,0.0013124492214941692,0.03225279075182822,0.010512241120366939,0.26054816485665133,5.976611027954969e-05,0.0018357133239055282,0.003994261961160614,0.034749991969801344,0.008209817588909039,0.23039156906130928,0.016133234034281456,0.8729786005051604,1.3385774303600466,0.19453842387786774
0.97,0.0013059210877142788,0.0320798557318656,0.010440473169704942,0.26012383992226235,5.945997463315862e-05,0.0018257838324327311,0.003972547515468238,0.03453883390150964,0.008156154426219352,0.23146988851831354,0.01602724191986333,0.8771585942241075,1.344864700473046,0.197141793156971
0.98,0.0012995410168726855,0.031911130361871605,0.010370780832025361,0.2596891007473289,5.9160985853634685e-05,0.0018160978950455126,0.00395136799655886,0.034333345179563414,0.008104003355237437,0.23254122586648376,0.015924245763145686,0.8813103700452419,1.3511111182191473,0.1997408665945509
0.99,0.0012933030000595457,0.03174644235079459,0.01030307761590403,0.2592444710652404,5.886885287551489e-05,0.0018066455348855796,0.003930701481209767,0.03413329128765852,0.008053301517935403,0.23360577629029133,0.015824121003131995,0.885434738108,1.3573178295746906,0.20233554278554594
1.0,0.0012872012862564335,0.031585626816422636,0.010237280751299416,0.25879045182220156,5.8583297140924426e-05,0.0017974172041107543,0.003910526989116097,0.03393844779703051,0.008003988753227852,0.2346637268382857,0.015726748444894603,0.8895324746945839,1.3634859327302775,0.20492572546219234
1.01,0.001281230352745726,0.03142852540920678,0.010173310755807,0.2583275238753317,5.83040511358401e-05,0.0017884037331648923,0.003890824370977689,0.03374859916101188,0.00795600729379452,0.235715257384939,0.015632013611871394,0.8936043262276412,1.3696164837387095,0.2075113228799292
1.02,0.0012753849361497333,0.03127498721649097,0.01011109187803008,0.2578561451969852,5.8030859893022637e-05,0.0017795963834099703,0.003871574424244699,0.03356353997859896,0.007909302104693539,0.23676053963257707,0.015539807388913194,0.8976510051290661,1.3757104906583384,0.21009224845425667
1.03,0.0012696599907570355,0.031124867575156562,0.010050551504795766,0.2573767545466895,5.776347899537395e-05,0.0017709867781332115,0.0038527587417374293,0.03338307335339426,0.007863820429787446,0.23779973842063423,0.0154500251799056,0.9016731952609854,1.381768921237673,0.21266841992520202
