t,V,m,h,j,Cai,d,f,X
0.25,-84.3802908584419,0.0017133294697103667,0.9826612290650364,0.989108668644876,0.00017948694938238423,0.0030212154138809177,0.9999679961647687,0.041720677518433356
0.26,-84.3802980593889,0.0017133274185475898,0.9826612572637704,0.989108686869682,0.00017948690082847813,0.003021213510770994,0.9999679985465578,0.0417190930840329
0.27,-84.38030526003409,0.0017133253674550682,0.9826612854612776,0.9891087050936905,0.0001794868522765901,0.0030212116077419407,0.9999680009279033,0.041717508718970966
0.28,-84.38031246037747,0.0017133233164328022,0.9826613136575578,0.9891087233169017,0.0001794868037267201,0.003021209704793758,0.9999680033088051,0.04171592442324756
0.29,-84.3803196604191,0.0017133212654986333,0.9826613418526114,0.9891087415393158,0.00017948675517886773,0.003021207801926427,0.9999680056892636,0.041714340196845646
0.3,-84.38032686015912,0.0017133192146868291,0.982661370046439,0.9891087597609329,0.0001794867066330322,0.0030212058991399113,0.9999680080692798,0.04171275603973249
0.31,-84.38033405959736,0.0017133171639621462,0.9826613982390401,0.9891087779817529,0.0001794866580892143,0.003021203996434249,0.9999680104488529,0.04171117195194175
0.32,-84.38034125873386,0.0017133151133245843,0.9826614264304144,0.9891087962017756,0.00017948660954741406,0.003021202093809439,0.9999680128279826,0.04170958793347344
0.33,-84.38034845756862,0.0017133130627741437,0.9826614546205622,0.9891088144210012,0.00017948656100763149,0.0030212001912654825,0.9999680152066692,0.041708003984327544
0.34,-84.38035565610161,0.0017133110123108244,0.9826614828094833,0.9891088326394295,0.00017948651246986656,0.0030211982888023784,0.9999680175849125,0.041706420104504066
0.35000000000000003,-84.38036285433284,0.001713308961934626,0.9826615109971778,0.9891088508570606,0.00017948646393411928,0.0030211963864201267,0.9999680199627127,0.041704836294003005
0.36,-84.3803700522625,0.0017133069116494048,0.9826615391836464,0.989108869073895,0.00017948641540038862,0.0030211944841186823,0.9999680223400707,0.041703252552782316
0.37,-84.38037724989059,0.0017133048614551318,0.9826615673688891,0.9891088872899326,0.00017948636686867457,0.0030211925818980443,0.9999680247169865,0.0417016688808423
0.38,-84.38038444721698,0.0017133028113497037,0.9826615955529056,0.9891089055051733,0.0001794863183389777,0.003021190679758239,0.9999680270934598,0.04170008527820591
0.39,-84.3803916442417,0.0017133007613331203,0.9826616237356958,0.9891089237196169,0.00017948626981129806,0.0030211887776992654,0.9999680294694904,0.041698501744873134
0.4,-84.38039884096473,0.001713298711405382,0.9826616519172596,0.9891089419332635,0.00017948622128563556,0.0030211868757211244,0.9999680318450781,0.041696918280843986
0.41000000000000003,-84.3804060373861,0.001713296661566488,0.9826616800975971,0.9891089601461132,0.00017948617276199026,0.003021184973823815,0.9999680342202233,0.04169533488611846
0.42,-84.38041323350578,0.0017132946118164388,0.9826617082767085,0.9891089783581658,0.00017948612424036216,0.0030211830720073382,0.9999680365949256,0.041693751560696546
0.43,-84.38042042933381,0.0017132925621438759,0.982661736454637,0.9891089965694501,0.0001794860757206891,0.0030211811702689512,0.999968038969254,0.04169216830207571
0.44,-84.3804276248613,0.001713290512558858,0.9826617646313441,0.9891090147799406,0.00017948602720302612,0.0030211792686110827,0.9999680413431475,0.04169058511247219
0.45,-84.38043482008744,0.0017132884630623217,0.9826617928068264,0.9891090329896352,0.00017948597868737835,0.0030211773670339587,0.9999680437166004,0.04168900199209231
0.46,-84.38044201501222,0.0017132864136542672,0.9826618209810838,0.9891090511985337,0.00017948593017374576,0.003021175465537579,0.9999680460896129,0.041687418940936076
0.47000000000000003,-84.38044920963564,0.0017132843643346944,0.9826618491541163,0.989109069406636,0.00017948588166212838,0.003021173564121944,0.9999680484621848,0.04168583595900349
0.48,-84.38045640395771,0.0017132823151036034,0.9826618773259239,0.9891090876139423,0.0001794858331525262,0.003021171662787053,0.9999680508343162,0.04168425304629456
0.49,-84.38046359797842,0.0017132802659609943,0.9826619054965066,0.9891091058204525,0.00017948578464493923,0.0030211697615329072,0.999968053206007,0.041682670202809274
0.5,-84.38047079169777,0.0017132782169068668,0.9826619336658643,0.9891091240261667,0.00017948573613936743,0.003021167860359506,0.9999680555772573,0.041681087428547633
0.51,-84.38047798511577,0.0017132761679412212,0.9826619618339972,0.9891091422310847,0.00017948568763581087,0.003021165959266849,0.9999680579480672,0.04167950472350964
0.52,-84.3804851782324,0.001713274119064057,0.9826619900009052,0.9891091604352067,0.0001794856391342695,0.0030211640582549367,0.9999680603184365,0.041677922087695295
0.53,-84.3804923710477,0.001713272070275375,0.9826620181665883,0.9891091786385326,0.00017948559063474332,0.0030211621573237686,0.9999680626883652,0.0416763395211046
0.54,-84.38049956356161,0.0017132700215751746,0.9826620463310464,0.9891091968410625,0.00017948554213723236,0.0030211602564733453,0.9999680650578535,0.041674757023737546
0.55,-84.38050675577418,0.001713267972963456,0.9826620744942797,0.9891092150427961,0.0001794854936417366,0.0030211583557036665,0.9999680674269014,0.041673174595594144
0.56,-84.38051394768539,0.001713265924440219,0.9826621026562881,0.9891092332437338,0.00017948544514825602,0.003021156455014732,0.9999680697955086,0.04167159223667439
0.5700000000000001,-84.38052113929523,0.001713263876005464,0.9826621308170715,0.9891092514438754,0.00017948539665679065,0.0030211545544065422,0.9999680721636752,0.04167000994697828
0.58,-84.38052833060372,0.0017132618276591905,0.9826621589766301,0.9891092696432209,0.00017948534816734048,0.003021152653879097,0.9999680745314015,0.04166842772650582
0.59,-84.38053552161087,0.001713259779401399,0.9826621871349638,0.9891092878417703,0.00017948529967990552,0.003021150753432396,0.9999680768986872,0.04166684557525701
0.6,-84.38054271231664,0.0017132577312320891,0.9826622152920725,0.9891093060395236,0.00017948525119448576,0.00302114885306644,0.9999680792655323,0.04166526349323185
0.61,-84.38054990272106,0.0017132556831512612,0.9826622434479564,0.9891093242364809,0.00017948520271108122,0.0030211469527812286,0.999968081631937,0.041663681480430335
0.62,-84.38055709282412,0.0017132536351589147,0.9826622716026153,0.9891093424326421,0.00017948515422969185,0.0030211450525767613,0.999968083997901,0.041662099536852466
0.63,-84.38056428262583,0.0017132515872550502,0.9826622997560495,0.9891093606280071,0.0001794851057503177,0.003021143152453039,0.9999680863634247,0.041660517662498245
0.64,-84.38057147212618,0.0017132495394396674,0.9826623279082586,0.9891093788225762,0.00017948505727295873,0.0030211412524100605,0.9999680887285077,0.04165893585736767
0.65,-84.38057866132517,0.0017132474917127664,0.9826623560592429,0.9891093970163491,0.000179485008797615,0.003021139352447827,0.9999680910931503,0.041657354121460745
0.66,-84.3805858502228,0.0017132454440743471,0.9826623842090022,0.989109415209326,0.00017948496032428642,0.003021137452566338,0.9999680934573524,0.041655772454777466
0.67,-84.38059303881907,0.0017132433965244096,0.9826624123575367,0.9891094334015068,0.00017948491185297308,0.0030211355527655936,0.9999680958211139,0.041654190857317835
0.68,-84.380600227114,0.001713241349062954,0.9826624405048462,0.9891094515928914,0.00017948486338367493,0.0030211336530455934,0.9999680981844349,0.04165260932908185
0.6900000000000001,-84.38060741510756,0.00171323930168998,0.9826624686509309,0.9891094697834801,0.00017948481491639198,0.003021131753406338,0.9999681005473154,0.04165102787006952
0.7000000000000001,-84.38061460279977,0.0017132372544054878,0.9826624967957907,0.9891094879732726,0.00017948476645112424,0.003021129853847827,0.9999681029097554,0.041649446480280836
0.71,-84.3806217901906,0.0017132352072094772,0.9826625249394255,0.9891095061622691,0.0001794847179878717,0.0030211279543700606,0.9999681052717548,0.041647865159715795
0.72,-84.3806289772801,0.0017132331601019486,0.9826625530818355,0.9891095243504694,0.00017948466952663435,0.003021126054973039,0.9999681076333138,0.0416462839083744
0.73,-84.38063616406824,0.0017132311130829017,0.9826625812230205,0.9891095425378738,0.0001794846210674122,0.0030211241556567614,0.9999681099944322,0.04164470272625666
0.74,-84.380643350555,0.0017132290661523366,0.9826626093629807,0.989109560724482,0.00017948457261020526,0.0030211222564212287,0.9999681123551101,0.04164312161336256
0.75,-84.38065053674042,0.0017132270193102532,0.9826626375017159,0.989109578910294,0.00017948452415501352,0.0030211203572664404,0.9999681147153474,0.04164154056969211
0.76,-84.38065772262448,0.0017132249725566515,0.9826626656392262,0.9891095970953101,0.000179484475701837,0.003021118458192397,0.9999681170751443,0.04163995959524531
0.77,-84.38066490820718,0.0017132229258915316,0.9826626937755117,0.9891096152795301,0.00017948442725067567,0.0030211165591990975,0.9999681194345007,0.041638378690022154
0.78,-84.38067209348853,0.0017132208793148936,0.9826627219105722,0.989109633462954,0.00017948437880152952,0.003021114660286543,0.9999681217934165,0.04163679785402265
0.79,-84.38067927846852,0.0017132188328267371,0.982662750044408,0.9891096516455818,0.00017948433035439859,0.0030211127614547324,0.9999681241518918,0.041635217087246795
0.8,-84.38068646314714,0.0017132167864270626,0.9826627781770186,0.9891096698274136,0.00017948428190928286,0.003021110862703667,0.9999681265099266,0.041633636389694584
0.81,-84.38069364752442,0.0017132147401158696,0.9826628063084045,0.9891096880084492,0.00017948423346618233,0.003021108964033346,0.9999681288675208,0.04163205576136602
0.8200000000000001,-84.38070083160034,0.0017132126938931586,0.9826628344385655,0.9891097061886888,0.000179484185025097,0.003021107065443769,0.9999681312246745,0.041630475202261104
0.8300000000000001,-84.38070801537489,0.0017132106477589293,0.9826628625675015,0.9891097243681323,0.00017948413658602688,0.0030211051669349373,0.9999681335813878,0.041628894712379835
0.84,-84.3807151988481,0.0017132086017131818,0.9826628906952126,0.9891097425467797,0.00017948408814897195,0.00302110326850685,0.9999681359376605,0.041627314291722214
0.85,-84.38072238201994,0.001713206555755916,0.9826629188216989,0.9891097607246311,0.00017948403971393222,0.0030211013701595068,0.9999681382934927,0.04162573394028824
0.86,-84.38072956489042,0.001713204509887132,0.9826629469469602,0.9891097789016863,0.0001794839912809077,0.003021099471892908,0.9999681406488844,0.041624153658077916
0.87,-84.38073674745955,0.0017132024641068296,0.9826629750709966,0.9891097970779454,0.0001794839428498984,0.0030210975737070545,0.9999681430038355,0.041622573445091245
0.88,-84.38074392972732,0.0017132004184150092,0.9826630031938082,0.9891098152534086,0.00017948389442090426,0.0030210956756019447,0.9999681453583462,0.041620993301328214
0.89,-84.38075111169374,0.0017131983728116704,0.9826630313153948,0.9891098334280756,0.00017948384599392533,0.00302109377757758,0.9999681477124163,0.04161941322678883
0.9,-84.3807582933588,0.0017131963272968135,0.9826630594357566,0.9891098516019465,0.00017948379756896162,0.0030210918796339595,0.9999681500660459,0.0416178332214731
0.91,-84.3807654747225,0.0017131942818704384,0.9826630875548934,0.9891098697750214,0.0001794837491460131,0.003021089981771084,0.999968152419235,0.04161625328538101
0.92,-84.38077265578484,0.0017131922365325447,0.9826631156728054,0.9891098879473001,0.0001794837007250798,0.0030210880839889524,0.9999681547719835,0.04161467341851257
0.93,-84.38077983654581,0.001713190191283133,0.9826631437894924,0.9891099061187828,0.0001794836523061617,0.0030210861862875658,0.9999681571242915,0.04161309362086778
0.9400000000000001,-84.38078701700545,0.0017131881461222031,0.9826631719049546,0.9891099242894694,0.00017948360388925878,0.0030210842886669235,0.9999681594761591,0.04161151389244664
0.9500000000000001,-84.38079419716371,0.001713186101049755,0.9826632000191917,0.9891099424593599,0.00017948355547437107,0.0030210823911270258,0.9999681618275861,0.04160993423324914
0.96,-84.38080137702062,0.0017131840560657887,0.9826632281322041,0.9891099606284545,0.00017948350706149856,0.0030210804936678724,0.9999681641785726,0.041608354643275294
0.97,-84.38080855657618,0.001713182011170304,0.9826632562439915,0.9891099787967528,0.00017948345865064126,0.003021078596289464,0.9999681665291186,0.04160677512252509
0.98,-84.38081573583038,0.001713179966363301,0.9826632843545541,0.9891099969642551,0.00017948341024179914,0.0030210766989917995,0.999968168879224,0.04160519567099854
0.99,-84.38082291478321,0.00171317792164478,0.9826633124638916,0.9891100151309613,0.00017948336183497225,0.00302107480177488,0.9999681712288889,0.04160361628869563
1.0,-84.3808300934347,0.0017131758770147407,0.9826633405720043,0.9891100332968714,0.00017948331343016054,0.003021072904638705,0.9999681735781134,0.041602036975616374
1.01,-84.38083727178483,0.001713173832473183,0.9826633686788923,0.9891100514619855,0.00017948326502736404,0.0030210710075832745,0.9999681759268972,0.04160045773176077
1.02,-84.38084444983359,0.0017131717880201072,0.9826633967845552,0.9891100696263034,0.00017948321662658275,0.003021069110608588,0.9999681782752406,0.04159887855712881
1.03,-84.380851627581,0.001713169743655513,0.9826634248889932,0.9891100877898253,0.00017948316822781666,0.003021067213714647,0.9999681806231435,0.04159729945172049
1.04,-84.38085880502706,0.0017131676993794008,0.9826634529922063,0.9891101059525511,0.00017948311983106575,0.00302106531690145,0.9999681829706059,0.041595720415535824
1.05,-84.38086598217176,0.0017131656551917702,0.9826634810941945,0.9891101241144808,0.00017948307143633005,0.0030210634201689973,0.9999681853176277,0.0415941414485748
1.06,-84.38087315901508,0.0017131636110926214,0.9826635091949578,0.9891101422756146,0.00017948302304360956,0.0030210615235172896,0.9999681876642089,0.04159256255083743
1.07,-84.38088033555707,0.0017131615670819545,0.9826635372944962,0.9891101604359521,0.00017948297465290427,0.003021059626946326,0.9999681900103498,0.04159098372232371
1.08,-84.3808875117977,0.001713159523159769,0.9826635653928097,0.9891101785954935,0.0001794829262642142,0.0030210577304561072,0.99996819235605,0.041589404963033635
1.09,-84.38089468773748,0.001713157479325718,0.9826635934899006,0.9891101967542404,0.00017948287787753611,0.003021055834046493,0.9999681947013133,0.04158782627283954
1.1,-84.38090186339711,0.0017131554355656509,0.9826636215858594,0.9891102149122523,0.00017948282949274095,0.0030210539377117833,0.9999681970462814,0.04158624764654433
1.11,-84.38090903875604,0.0017131533918936285,0.9826636496805962,0.9891102330694699,0.000179482781109957,0.0030210520414576426,0.9999681993908133,0.04158466908931228
1.12,-84.38091621381425,0.0017131513483096506,0.9826636777741108,0.9891102512258934,0.00017948273272918428,0.0030210501452840703,0.9999682017349092,0.04158309060114339
1.1300000000000001,-84.38092338857174,0.0017131493048137179,0.9826637058664033,0.9891102693815225,0.00017948268435042275,0.003021048249191067,0.9999682040785689,0.04158151218203765
1.1400000000000001,-84.38093056302851,0.0017131472614058296,0.9826637339574736,0.9891102875363574,0.00017948263597367245,0.003021046353178631,0.9999682064217925,0.04157993383199506
1.1500000000000001,-84.38093773718457,0.0017131452180859865,0.982663762047322,0.989110305690398,0.00017948258759893334,0.003021044457246765,0.9999682087645799,0.04157835555101564
1.16,-84.3809449110399,0.0017131431748541879,0.9826637901359482,0.9891103238436445,0.00017948253922620545,0.0030210425613954664,0.9999682111069312,0.04157677733909937
1.17,-84.38095208459453,0.0017131411317104343,0.9826638182233522,0.9891103419960967,0.00017948249085548878,0.0030210406656247368,0.9999682134488465,0.041575199196246256
1.18,-84.38095925784842,0.0017131390886547253,0.9826638463095342,0.9891103601477547,0.00017948244248678334,0.0030210387699345755,0.9999682157903255,0.0415736211224563
1.19,-84.3809664308016,0.0017131370456870611,0.9826638743944941,0.9891103782986184,0.0001794823941200891,0.003021036874324983,0.9999682181313684,0.041572043117729496
1.2,-84.38097360345408,0.0017131350028074417,0.9826639024782319,0.9891103964486878,0.00017948234575540606,0.003021034978795959,0.9999682204719752,0.04157046518206585
1.21,-84.38098077580582,0.0017131329600158672,0.9826639305607475,0.9891104145979631,0.00017948229739273426,0.003021033083347503,0.9999682228121458,0.04156888731546536
1.22,-84.38098794785685,0.0017131309173123374,0.9826639586420411,0.9891104327464441,0.00017948224903207365,0.0030210311879796162,0.9999682251518803,0.04156730951792803
1.23,-84.38099511960716,0.0017131288746968522,0.9826639867221126,0.9891104508941309,0.00017948220067342426,0.0030210292926922976,0.9999682274911786,0.04156573178945385
1.24,-84.38100229105676,0.001713126832169412,0.982664014800962,0.9891104690410234,0.0001794821523167861,0.0030210273974855474,0.9999682298300409,0.04156415413004283
1.25,-84.38100946220564,0.0017131247897300165,0.9826640428785893,0.9891104871871217,0.00017948210396215915,0.003021025502359366,0.999968232168467,0.041562576539694966
1.26,-84.3810166330538,0.001713122747378666,0.9826640709549944,0.9891105053324257,0.0001794820556095434,0.003021023607313753,0.9999682345064569,0.04156099901841026
1.27,-84.38102380360125,0.00171312070511536,0.9826640990301775,0.9891105234769355,0.00017948200725893885,0.0030210217123487087,0.9999682368440107,0.041559421566188706
1.28,-84.38103097384797,0.0017131186629400989,0.9826641271041385,0.989110541620651,0.00017948195891034555,0.003021019817464233,0.9999682391811284,0.04155784418303031
1.29,-84.38103814379397,0.0017131166208528828,0.9826641551768773,0.9891105597635724,0.00017948191056376344,0.0030210179226603253,0.9999682415178099,0.041556266868935064
1.3,-84.38104531343927,0.0017131145788537112,0.9826641832483941,0.9891105779056996,0.00017948186221919255,0.003021016027936986,0.9999682438540554,0.041554689623902984
1.31,-84.38105248278384,0.0017131125369425845,0.9826642113186888,0.9891105960470323,0.0001794818138766329,0.0030210141332942158,0.9999682461898647,0.041553112447934054
1.32,-84.3810596518277,0.0017131104951195026,0.9826642393877614,0.989110614187571,0.00017948176553608442,0.003021012238732014,0.9999682485252378,0.04155153534102828
1.33,-84.38106682057084,0.0017131084533844652,0.9826642674556119,0.9891106323273153,0.00017948171719754717,0.0030210103442503806,0.9999682508601748,0.04154995830318566
1.34,-84.38107398901325,0.001713106411737473,0.9826642955222402,0.9891106504662655,0.00017948166886102112,0.0030210084498493157,0.9999682531946756,0.041548381334406206
1.35,-84.38108115715495,0.0017131043701785254,0.9826643235876464,0.9891106686044213,0.00017948162052650632,0.0030210065555288197,0.9999682555287405,0.0415468044346899
1.36,-84.38108832499594,0.0017131023287076225,0.9826643516518305,0.989110686741783,0.0001794815721940027,0.003021004661288892,0.999968257862369,0.04154522760403675
1.37,-84.3810954925362,0.0017131002873247646,0.9826643797147926,0.9891107048783504,0.00017948152386351032,0.0030210027671295327,0.9999682601955615,0.04154365084244676
1.3800000000000001,-84.38110265977575,0.0017130982460299513,0.9826644077765325,0.9891107230141236,0.00017948147553502913,0.0030210008730507418,0.9999682625283178,0.04154207414991992
1.3900000000000001,-84.38110982671458,0.0017130962048231828,0.9826644358370504,0.9891107411491026,0.00017948142720855916,0.0030209989790525196,0.999968264860638,0.04154049752645624
1.4000000000000001,-84.38111699335269,0.0017130941637044594,0.9826644638963462,0.9891107592832873,0.00017948137888410042,0.003020997085134866,0.9999682671925221,0.04153892097205572
1.41,-84.38112415969009,0.0017130921226737805,0.9826644919544198,0.9891107774166777,0.00017948133056165286,0.003020995191297781,0.99996826952397,0.04153734448671835
1.42,-84.38113132572677,0.0017130900817311464,0.9826645200112714,0.989110795549274,0.00017948128224121653,0.0030209932975412642,0.9999682718549817,0.04153576807044414
1.43,-84.38113849146274,0.0017130880408765571,0.9826645480669007,0.9891108136810759,0.00017948123392279143,0.003020991403865316,0.9999682741855574,0.04153419172323308
1.44,-84.38114565689797,0.0017130860001100124,0.9826645761213081,0.9891108318120836,0.00017948118560637754,0.0030209895102699365,0.9999682765156969,0.04153261544508518
1.45,-84.3811528220325,0.0017130839594315128,0.9826646041744933,0.9891108499422971,0.00017948113729197485,0.0030209876167551254,0.9999682788454003,0.04153103923600044
1.46,-84.38115998686631,0.001713081918841058,0.9826646322264565,0.9891108680717164,0.00017948108897958338,0.0030209857233208827,0.9999682811746675,0.04152946309597885
1.47,-84.3811671513994,0.0017130798783386476,0.9826646602771976,0.9891108862003414,0.00017948104066920314,0.0030209838299672088,0.9999682835034986,0.041527887025020416
1.48,-84.38117431563177,0.0017130778379242824,0.9826646883267165,0.9891109043281722,0.0001794809923608341,0.003020981936694103,0.9999682858318936,0.041526311023125144
1.49,-84.38118147956342,0.0017130757975979617,0.9826647163750133,0.9891109224552087,0.00017948094405447626,0.003020980043501566,0.9999682881598524,0.04152473509029302
1.5,-84.38118864319436,0.0017130737573596859,0.982664744422088,0.9891109405814511,0.00017948089575012965,0.0030209781503895976,0.9999682904873751,0.04152315922652406
1.51,-84.38119580652459,0.0017130717172094548,0.9826647724679406,0.9891109587068991,0.00017948084744779424,0.0030209762573581976,0.9999682928144616,0.041521583431818256
1.52,-84.38120296955408,0.0017130696771472688,0.9826648005125711,0.9891109768315529,0.00017948079914747005,0.0030209743644073663,0.9999682951411121,0.0415200077061756
1.53,-84.38121013228287,0.0017130676371731272,0.9826648285559796,0.9891109949554125,0.00017948075084915708,0.0030209724715371034,0.9999682974673264,0.041518432049596106
1.54,-84.38121729471094,0.0017130655972870305,0.9826648565981658,0.9891110130784779,0.0001794807025528553,0.003020970578747409,0.9999682997931045,0.04151685646207977
1.55,-84.38122445683828,0.0017130635574889787,0.98266488463913,0.989111031200749,0.00017948065425856476,0.0030209686860382832,0.9999683021184466,0.04151528094362658
1.56,-84.38123161866491,0.0017130615177789717,0.9826649126788722,0.9891110493222258,0.00017948060596628543,0.003020966793409726,0.9999683044433525,0.04151370549423656
1.57,-84.38123878019083,0.0017130594781570095,0.9826649407173922,0.9891110674429084,0.00017948055767601733,0.003020964900861737,0.9999683067678222,0.04151213011390968
1.58,-84.38124594141603,0.0017130574386230919,0.9826649687546901,0.9891110855627969,0.00017948050938776042,0.0030209630083943167,0.9999683090918559,0.04151055480264597
1.59,-84.38125310234051,0.0017130553991772193,0.9826649967907659,0.989111103681891,0.00017948046110151473,0.003020961116007465,0.9999683114154533,0.041508979560445414
1.6,-84.38126026296426,0.0017130533598193913,0.9826650248256196,0.9891111218001909,0.00017948041281728023,0.0030209592237011814,0.9999683137386146,0.04150740438730801
1.61,-84.38126742328731,0.001713051320549608,0.9826650528592512,0.9891111399176966,0.00017948036453505696,0.0030209573314754668,0.9999683160613398,0.041505829283233764
1.62,-84.38127458330963,0.0017130492813678697,0.9826650808916607,0.9891111580344081,0.0001794803162548449,0.0030209554393303205,0.9999683183836289,0.04150425424822267
1.6300000000000001,-84.38128174303124,0.001713047242274176,0.9826651089228481,0.9891111761503253,0.00017948026797664409,0.0030209535472657425,0.9999683207054818,0.04150267928227474
1.6400000000000001,-84.38128890245213,0.0017130452032685273,0.9826651369528134,0.9891111942654482,0.00017948021970045445,0.0030209516552817334,0.9999683230268986,0.04150110438538996
1.6500000000000001,-84.3812960615723,0.0017130431643509233,0.9826651649815565,0.989111212379777,0.00017948017142627604,0.003020949763378293,0.9999683253478793,0.04149952955756833
1.6600000000000001,-84.38130322039176,0.0017130411255213641,0.9826651930090777,0.9891112304933114,0.00017948012315410886,0.0030209478715554207,0.9999683276684238,0.04149795479880987
1.67,-84.3813103789105,0.0017130390867798498,0.9826652210353767,0.9891112486060516,0.0001794800748839529,0.003020945979813117,0.9999683299885322,0.04149638010911456
1.68,-84.38131753712851,0.00171303704812638,0.9826652490604536,0.9891112667179977,0.00017948002661580812,0.003020944088151382,0.9999683323082045,0.0414948054884824
1.69,-84.38132469504582,0.0017130350095609552,0.9826652770843083,0.9891112848291493,0.00017947997834967454,0.0030209421965702154,0.9999683346274406,0.04149323093691341
1.7,-84.3813318526624,0.001713032971083575,0.9826653051069411,0.9891113029395069,0.00017947993008555222,0.0030209403050696173,0.9999683369462405,0.04149165645440756
1.71,-84.38133900997826,0.00171303093269424,0.9826653331283516,0.9891113210490702,0.00017947988182344108,0.003020938413649588,0.9999683392646045,0.041490082040964875
1.72,-84.38134616699341,0.0017130288943929494,0.9826653611485401,0.9891113391578392,0.00017947983356334118,0.0030209365223101267,0.9999683415825321,0.041488507696585346
1.73,-84.38135332370784,0.0017130268561797036,0.9826653891675065,0.989111357265814,0.00017947978530525246,0.003020934631051234,0.9999683439000238,0.041486933421268975
1.74,-84.38136048012156,0.0017130248180545027,0.9826654171852507,0.9891113753729947,0.000179479737049175,0.0030209327398729104,0.9999683462170792,0.041485359215015755
1.75,-84.38136763623456,0.0017130227800173465,0.9826654452017729,0.9891113934793809,0.00017947968879510873,0.003020930848775155,0.9999683485336984,0.04148378507782569
1.76,-84.38137479149806,0.0017130207422416154,0.9826654732146644,0.9891114115833906,0.00017947964054648415,0.0030209289579092883,0.9999683508461419,0.04148221114760453
