t,V,n,h
0.84,-48.012771602267314,0.008687184593899923,0.919948637809268
0.85,-47.98610810704643,0.00868659785728886,0.9199479664288485
0.86,-47.95936485082047,0.008686323249270947,0.919947293436165
0.87,-47.932541484304856,0.008686359996759,0.9199466188230281
0.88,-47.90563765203521,0.008686707295096179,0.9199459425810229
0.89,-47.878653001248225,0.008687364428096419,0.9199452647018425
0.9,-47.85158717786946,0.008688330713648832,0.9199445851771373
0.91,-47.82443982609889,0.008689605497996926,0.9199439039984993
0.92,-47.797210588395835,0.008691188155422138,0.9199432211574616
0.93,-47.76989910546392,0.008693078087927372,0.9199425366454975
0.9400000000000001,-47.74250501623605,0.008695274724920548,0.9199418504540201
0.9500000000000001,-47.71502795785936,0.008697777522898138,0.9199411625743815
0.96,-47.687467565680166,0.008700585965128701,0.9199404729978725
0.97,-47.65982347322892,0.008703699561336436,0.9199397817157215
0.98,-47.63209531220518,0.008707117847384708,0.9199390887190944
0.99,-47.60428271246256,0.008710840384959598,0.919938393999093
1.0,-47.5763853019937,0.008714866761253442,0.919937697546756
1.01,-47.54840270691519,0.008719196588648365,0.9199369993530568
1.02,-47.52033455145257,0.008723829504399832,0.9199362994089038
1.03,-47.49218045792525,0.008728765170320178,0.919935597705139
1.04,-47.46394004653976,0.008734003274081073,0.9199348942325347
1.05,-47.435612929384305,0.008739543579473643,0.9199341889816767
1.06,-47.407198718401446,0.008745385858652087,0.9199334819431176
1.07,-47.37869702598948,0.008751529886612404,0.9199327731073885
1.08,-47.35010746237829,0.0087579754629048,0.9199320624649477
1.09,-47.32142963560771,0.00876472241137285,0.91993135000618
1.1,-47.29266315150587,0.008771770579892658,0.9199306357213959
1.11,-47.26380761366764,0.008779119840112027,0.9199299196008314
1.12,-47.2348626234329,0.00878677008718962,0.9199292016346462
1.1300000000000001,-47.205827779865,0.00879472123953412,0.919928481812924
1.1400000000000001,-47.17670267972904,0.0088029732385434,0.9199277601256711
1.1500000000000001,-47.14748691747034,0.008811526048343689,0.9199270365628158
1.16,-47.11818008519272,0.00882037965552872,0.9199263111142079
1.17,-47.088781772636914,0.008829534068898913,0.9199255837696173
1.18,-47.05929156715895,0.008838989319200527,0.9199248545187341
1.19,-47.02970905370847,0.00884874545886483,0.919924123351167
1.2,-47.00003381480715,0.008858802561747259,0.9199233902564433
1.21,-46.97026543052706,0.008869160722866582,0.9199226552240077
1.22,-46.9404034760059,0.00887982013116362,0.9199219182432505
1.23,-46.910447519320186,0.008890781131651137,0.9199211793035316
1.24,-46.88039713082803,0.008902043947539719,0.9199204383940697
1.25,-46.85025187843903,0.008913608819562307,0.9199196955039973
1.26,-46.820011327322746,0.008925476013714604,0.9199189506223625
1.27,-46.78967503988075,0.00893764582118096,0.9199182037381286
1.28,-46.75924257571872,0.00895011855826027,0.9199174548401734
1.29,-46.728713491618514,0.008962894566291865,0.9199167039172886
1.3,-46.69808734151021,0.008975974211581415,0.919915950958179
1.31,-46.667363676444204,0.008989357885326813,0.9199151959514617
1.32,-46.63654204456328,0.009003046003544079,0.9199144388856656
1.33,-46.60562199107465,0.009017039006993242,0.919913679749231
1.34,-46.57460305822207,0.00903133736110425,0.9199129185305082
1.35,-46.543484785257874,0.00904594155590285,0.9199121552177575
1.36,-46.51226670841507,0.009060852105936493,0.9199113897991479
1.37,-46.48094836087939,0.009076069550200225,0.9199106222627572
1.3800000000000001,-46.449529272761374,0.009091594452062578,0.9199098525965707
1.3900000000000001,-46.41800897000907,0.009107427403401376,0.9199090807884716
1.4000000000000001,-46.38638695677498,0.009123569094492226,0.9199083068260955
1.41,-46.354662741922574,0.009140020208486878,0.9199075306970482
1.42,-46.322835836739465,0.009156781430315756,0.9199067523888875
1.43,-46.29090574875638,0.009173853471066362,0.9199059718890704
1.44,-46.25887198170018,0.009191237067984803,0.9199051891849533
1.45,-46.22673403544692,0.009208932984477338,0.9199044042637904
1.46,-46.19449140597484,0.009226942010111904,0.9199036171127332
1.47,-46.162143585317445,0.00924526496061967,0.9199028277188296
1.48,-46.12969006151652,0.009263902677896558,0.9199020360690234
1.49,-46.09713031857519,0.00928285603000479,0.9199012421501529
1.5,-46.064463836410894,0.009302125911174424,0.9199004459489502
1.51,-46.03169009080852,0.009321713241804891,0.9198996474520406
1.52,-45.99880855337332,0.009341618968466529,0.9198988466459417
1.53,-45.965818691484074,0.009361844063902128,0.9198980435170623
1.54,-45.932719968246026,0.009382389527028462,0.9198972380517019
1.55,-45.899511842443964,0.009403256382937826,0.9198964302360497
1.56,-45.86619376849525,0.009424445682899577,0.9198956200561836
1.57,-45.83276518418193,0.009445958532091774,0.9198948074979799
1.58,-45.79922550655853,0.009467796098781619,0.919893992547082
1.59,-45.76557416568117,0.009489959537686821,0.9198931751891488
1.6,-45.73181058636928,0.009512450031254461,0.9198923554097195
1.61,-45.69793418760724,0.009535268790913693,0.9198915331942089
1.62,-45.66394438244428,0.009558417057197826,0.9198907085279064
1.6300000000000001,-45.629840577894406,0.009581896099866384,0.9198898813959745
1.6400000000000001,-45.59562217483631,0.0096057072180272,0.9198890517834473
1.6500000000000001,-45.56128856791329,0.009629851740258476,0.9198882196752297
1.6600000000000001,-45.52683914543314,0.009654331024730865,0.9198873850560965
1.67,-45.492273289268105,0.00967914645932955,0.91988654791069
1.68,-45.45759037475475,0.00970429946177631,0.91988570822352
1.69,-45.42278977059392,0.0097297914797516,0.9198848659789618
1.7,-45.387870838113784,0.009755623991687936,0.9198840211612517
1.71,-45.35283291554808,0.009781798523359453,0.9198831737543974
1.72,-45.31767533865622,0.009808316626161943,0.9198823237422937
1.73,-45.282397441359976,0.00983517987645828,0.9198814711087259
1.74,-45.24699854965163,0.00986238988201665,0.919880615837334
1.75,-45.21147798145883,0.009889948282169585,0.9198797579116123
1.76,-45.17583504650943,0.009917856747973026,0.9198788973149067
1.77,-45.14006904619632,0.009946116982365359,0.9198780340304145
1.78,-45.104179273442284,0.009974730720326456,0.9198771680411819
1.79,-45.068165012564855,0.010003699729036735,0.9198762993301035
1.8,-45.0320255391411,0.010033025808036194,0.9198754278799203
1.81,-44.99576011987254,0.010062710789383462,0.9198745536732181
1.82,-44.95936801244993,0.010092756537814846,0.9198736766924269
1.83,-44.92284846541812,0.01012316495090337,0.9198727969198186
1.84,-44.88620070881889,0.010153937971630647,0.9198719143374519
1.85,-44.8494239342572,0.010185077615194762,0.9198710289270547
1.86,-44.81251734406287,0.010216585902815909,0.9198701406703119
1.87,-44.775480131147496,0.010248464888825987,0.9198692495487464
1.8800000000000001,-44.73831147636538,0.01028071666419804,0.9198683555437029
1.8900000000000001,-44.701010548263646,0.010313343356859595,0.9198674586363464
1.9000000000000001,-44.66357650283252,0.010346347132005985,0.9198665588076594
1.9100000000000001,-44.6260084832555,0.010379730192413695,0.9198656560384404
1.92,-44.58830561965961,0.010413494778753689,0.919864750309301
1.93,-44.550467028865576,0.01044764316990475,0.9198638416006647
1.94,-44.51249181413809,0.010482177683266806,0.9198629298927642
1.95,-44.47437906247262,0.010517100677371362,0.9198620151656265
1.96,-44.436127824844895,0.010552414570379573,0.919861097398967
1.97,-44.39773714780688,0.010588121810698948,0.9198601765723569
1.98,-44.35920606633462,0.010624224883733272,0.9198592526651836
1.99,-44.320533599112906,0.01066072631636013,0.9198583256566264
2.0,-44.28171874820832,0.01069762867731616,0.9198573955256523
2.0100000000000002,-44.24276049874233,0.01073493457758233,0.9198564622510146
2.02,-44.20365781856437,0.010772646670769194,0.9198555258112501
2.0300000000000002,-44.16440965792492,0.010810767653502164,0.9198545861846762
2.04,-44.12501494914858,0.010849300265806765,0.9198536433493892
2.05,-44.085472606307135,0.010888247291493913,0.9198526972832611
2.06,-44.04578152395988,0.010927611559510452,0.9198517479639323
2.07,-44.00594053671658,0.01096739598583189,0.919850795368599
2.08,-43.9659484640642,0.011007603527120937,0.9198498394742471
2.09,-43.92580412049288,0.011048237170295707,0.9198488802577051
2.1,-43.88550629755852,0.01108929995113899,0.9198479176955486
2.11,-43.845053763395796,0.011130794954849175,0.9198469517640975
2.12,-43.80444526223114,0.011172725316591173,0.9198459824394121
2.13,-43.763679513895745,0.01121509422204734,0.9198450096972901
2.14,-43.72275521333855,0.011257904907968415,0.9198440335132634
2.15,-43.68167103013924,0.011301160662724425,0.9198430538625941
2.16,-43.640425608021246,0.011344864826855629,0.9198420707202721
2.17,-43.59901756436474,0.011389020793623422,0.9198410840610108
2.18,-43.55744545879403,0.011433632039112566,0.9198400938590856
2.19,-43.51570779866782,0.011478702117070454,0.9198391000883611
2.2,-43.47380308809193,0.011524234612158072,0.9198381027225416
2.21,-43.43172979797899,0.011570233168645302,0.9198371017350171
2.22,-43.389486365147846,0.011616701491357104,0.9198360970988573
2.23,-43.3470711915182,0.011663643346528618,0.9198350887868065
2.24,-43.30448264330523,0.011711062562660291,0.9198340767712795
2.25,-43.261719050214325,0.011758963031372987,0.9198330610243556
2.2600000000000002,-43.21877870463568,0.011807348708263114,0.9198320415177741
2.27,-43.17565984693148,0.01185622362640751,0.9198310182228606
2.2800000000000002,-43.1323606514013,0.011905591909251443,0.9198299911104555
2.29,-43.08887927188934,0.011955457729248435,0.9198289601511404
2.3000000000000003,-43.04521381935963,0.01200582532837968,0.9198279253151247
2.31,-43.00136235984611,0.012056699020141221,0.9198268865722354
2.32,-42.95732291343012,0.012108083190596539,0.9198258438919106
2.33,-42.91309345321801,0.012159982299429129,0.9198247972431934
2.34,-42.86867190431871,0.01221240088099507,0.9198237465947262
2.35,-42.82405614282125,0.012265343545375614,0.9198226919147439
2.36,-42.77924397796709,0.012318814994452745,0.9198216331709868
2.37,-42.734233101109865,0.012372820067674897,0.9198205703304506
2.38,-42.689021188123675,0.012427363650648194,0.9198195033598842
2.39,-42.64360586126015,0.012482450709372692,0.9198184322256022
2.4,-42.59798468146339,0.01253808629725099,0.9198173568934478
2.41,-42.55215514690886,0.012594275556532922,0.9198162773287828
2.42,-42.506114691542386,0.012651023719760212,0.9198151934964808
2.43,-42.459860683619084,0.012708336111211171,0.9198141053609187
2.44,-42.41339042424233,0.01276621814834534,0.9198130128859678
2.45,-42.36670113673636,0.012824675351247287,0.9198119160349428
2.46,-42.31978989518818,0.012883713405155074,0.9198108147702582
2.47,-42.272653724244215,0.012943338073541144,0.9198097090539044
2.48,-42.225289577669535,0.013003555216992552,0.919808598847344
2.49,-42.17769432310635,0.013064370806681314,0.9198074841114382
2.5,-42.12986473975926,0.013125790926554075,0.9198063648064335
2.5100000000000002,-42.081797516080485,0.013187821775521809,0.9198052408919505
2.52,-42.03348924745508,0.013250469669649476,0.9198041123269707
2.5300000000000002,-41.984936402178064,0.013313741071079266,0.919802979069679
2.54,-41.936135322517,0.013377642587372765,0.9198018410774665
2.5500000000000003,-41.887082271186074,0.013442180932566135,0.9198006983071432
2.56,-41.83777340107833,0.013507362952927301,0.9197995507147965
2.57,-41.78820475230713,0.013573195629688449,0.9197983982557765
2.58,-41.73837224931738,0.01363968608171963,0.9197972408846805
2.59,-41.68827169799682,0.01370684156820235,0.9197960785553391
2.6,-41.637898768546094,0.013774669503070528,0.9197949112207355
2.61,-41.587248899376426,0.01384317753470557,0.9197937388325736
2.62,-41.53631743479335,0.013912373432456344,0.9197925613418934
2.63,-41.48509959011372,0.013982265115749262,0.9197913786989128
2.64,-41.433590431790165,0.014052860670797977,0.9197901908529367
2.65,-41.38178487336393,0.014124168354234135,0.9197889977523364
2.66,-41.329677671417734,0.014196196596738176,0.9197877993445295
2.67,-41.277263421528666,0.014268954006670088,0.9197865955759602
2.68,-41.22453647952655,0.01434244943405444,0.9197853863917511
2.69,-41.171490965754245,0.014416691967498667,0.9197841717357196
2.7,-41.11812085868432,0.014491690858909974,0.9197829515507862
2.71,-41.064419934741366,0.014567455572480464,0.9197817257787082
2.72,-41.010381762007704,0.014643995790133629,0.9197804943600496
2.73,-40.955999693951966,0.014721321416952407,0.9197792572341515
2.74,-40.901266826243535,0.014799442615320532,0.9197780143389476
2.75,-40.846175964018855,0.01487836983093396,0.9197767656108238
2.7600000000000002,-40.79071970561205,0.014958113728221702,0.9197755109849647
2.77,-40.734890393910575,0.015038685228733212,0.9197742503951464
2.7800000000000002,-40.67868010756216,0.015120095518527894,0.9197729837736961
2.79,-40.622080653187034,0.015202356054782547,0.9197717110514557
2.8000000000000003,-40.56508350706299,0.015285478610961006,0.9197704321575397
2.81,-40.50767970808232,0.015369475359172708,0.9197691470188925
2.82,-40.44986005299133,0.015454358721830904,0.9197678555610824
2.83,-40.39161500931136,0.015540141438774791,0.9197665577079415
2.84,-40.33293469767934,0.01562683658141099,0.9197652533814884
2.85,-40.27380888104525,0.015714457561622,0.9197639425018805
2.86,-40.21422691890197,0.015803018166769888,0.9197626249872263
2.87,-40.154177604065325,0.015892532682350056,0.9197613007529305
2.88,-40.09364936227336,0.015983015743881925,0.9197599697124826
2.89,-40.03263018083437,0.016074482391003907,0.919758631777167
2.9,-39.9711075771949,0.016166948091776958,0.9197572868559325
2.91,-39.90906856214825,0.0162604287704534,0.9197559348552448
2.92,-39.84649951481293,0.016354940898761085,0.9197545756786037
2.93,-39.783386306887785,0.01645050140773726,0.9197532092270059
2.94,-39.719714250607716,0.016547127726477533,0.9197518353987378
2.95,-39.655468066042985,0.016644837806959772,0.9197504540892443
2.96,-39.59063182742956,0.016743650163587438,0.9197490651909183
2.97,-39.52518872371655,0.01684358404437307,0.9197476685922018
2.98,-39.45912130553624,0.01694465925745746,0.9197462641784929
2.99,-39.39241140817541,0.01704689622720453,0.9197448518318492
3.0,-39.32504009505618,0.017150316035763703,0.9197434314307676
3.0100000000000002,-39.25698760017496,0.017254940465005333,0.9197420028499638
3.02,-39.188233042688964,0.017360792197074523,0.9197405659593247
3.0300000000000002,-39.11875464564279,0.01746789466399013,0.9197391206246888
3.04,-39.048529670634395,0.017576272094991185,0.9197376667075957
3.0500000000000003,-38.97753433389315,0.01768594957668036,0.9197362040649717
3.06,-38.90574359289797,0.017796953200234538,0.919734732548368
3.0700000000000003,-38.83313122119155,0.01790931001338514,0.9197332520042021
3.08,-38.7596697896118,0.01802304803579347,0.9197317622736738
3.09,-38.685330574291406,0.018138196324016774,0.9197302631924263
3.1,-38.61008322421558,0.01825478519722069,0.9197287545893864
3.11,-38.53389579115366,0.01837284622019717,0.9197272362868453
3.12,-38.45673483969306,0.01849241213273522,0.9197257081008134
3.13,-38.37856527305708,0.018613516969340972,0.9197241698404024
3.14,-38.299350038239645,0.018736196258410893,0.9197226213068074
3.15,-38.21904989785389,0.018860487177134278,0.9197210622925142
3.16,-38.13762365760108,0.018986428404050622,0.9197194925820371
3.17,-38.05502789335366,0.019114060303349792,0.9197179119509798
3.18,-37.97121657035081,0.019243425178654214,0.9197163201647536
3.19,-37.88614115864183,0.019374567201871272,0.9197147169789188
3.2,-37.799750480437595,0.019507532517582523,0.9197131021386503
3.21,-37.711990208599445,0.019642369574621645,0.919711475377074
3.22,-37.62280263737644,0.019779129280272943,0.9197098364144849
3.23,-37.5321268696349,0.019917864883261752,0.9197081849589125
3.24,-37.43989837041376,0.0200586322696665,0.9197065207046381
3.25,-37.346048136426234,0.020201490510277042,0.9197048433294838
3.2600000000000002,-37.250503112489575,0.02034650159284333,0.9197031524961056
3.27,-37.15318584428635,0.020493730653528382,0.9197014478508331
3.2800000000000002,-37.05401360092969,0.02064324655468517,0.9196997290208343
3.29,-36.95289795350279,0.020795122164745997,0.9196979956127248
3.3000000000000003,-36.84974481686699,0.02094943433599563,0.9196962472126452
3.31,-36.744453522459565,0.021106264523387364,0.9196944833832524
3.3200000000000003,-36.63691658704757,0.02126569893738904,0.9196927036629385
3.33,-36.52701916975409,0.021427828906075135,0.9196909075640565
3.34,-36.41463768572309,0.021592751801756665,0.919689094568476
3.35,-36.29963997778094,0.02176057092565996,0.9196872641280661
3.36,-36.18188413739201,0.021931396307722888,0.9196854156608718
3.37,-36.061217095233296,0.022105345668057382,0.919683548546541
3.38,-35.93747477875393,0.022282544293470288,0.919681662126814
3.39,-35.81048008471296,0.02246312644867836,0.9196797556989114
3.4,-35.68004162228979,0.022647236243527376,0.9196778285114302
3.41,-35.54595286332682,0.022835028233214306,0.9196758797614956
3.42,-35.40799031354689,0.023026668732490534,0.9196739085886566
3.43,-35.265912338735205,0.023222336632905505,0.9196719140710335
3.44,-35.11945633252735,0.02342222552637485,0.9196698952156512
3.45,-34.968337860869774,0.023626544283445114,0.9196678509556476
3.46,-34.81224716087131,0.02383551983781749,0.9196657801378028
3.47,-34.65084781494713,0.024049398103699094,0.9196636815182121
3.48,-34.483772880372214,0.02426844727186662,0.9196615537477806
3.49,-34.3106226313423,0.0244929595449456,0.919659395364345
3.5,-34.13096098372461,0.02472325436753453,0.9196572047786062
3.5100000000000002,-33.94431112829289,0.024959682451888753,0.9196549802566997
3.52,-33.750152177263956,0.025202629117151844,0.9196527199058812
3.5300000000000002,-33.54791496876166,0.025452518435815318,0.9196504216567809
3.54,-33.336976749457556,0.025709819572553756,0.919648083237116
3.5500000000000003,-33.11665688594025,0.025975051601417838,0.9196457021514818
3.56,-32.88621124644822,0.026248792043528157,0.9196432756469666
3.5700000000000003,-32.64482762029998,0.026531683456281197,0.9196408006864113
3.58,-32.391620341859564,0.026824444668757597,0.9196382739045003
3.59,-32.12562626304168,0.02712788079606377,0.9196356915690519
3.6,-31.845800613000836,0.027442896714952585,0.9196330495298213
3.61,-31.55101548403509,0.02777051246217337,0.9196303431620669
3.62,-31.240059879418816,0.028111882045287327,0.9196275672988935
3.63,-30.911642626051208,0.028468312702278457,0.9196247161639565
3.64,-30.564400343030176,0.028841290256091716,0.9196217832858103
3.65,-30.196911466769752,0.02923250778468365,0.919618761404914
3.66,-29.8077164628817,0.02964389765266333,0.9196156423737146
3.67,-29.395348031229492,0.030077669447193988,0.9196124170442005
3.68,-28.95837144964794,0.030536352820585196,0.9196090751481791
3.69,-28.495436092646468,0.031022845857222196,0.9196056051709663
3.7,-28.005337058819826,0.03154046855579266,0.9196019942222848
3.71,-27.4870891152841,0.03209302299045116,0.919598227906379
3.72,-26.940002643388166,0.03268485619012645,0.9195942902019804
3.73,-26.363759548182323,0.03332092760598451,0.9195901633536474
3.74,-25.75848229903158,0.03400687900110247,0.9195858277819186
3.75,-25.12478383827464,0.03474910442062496,0.9195812620208433
3.7600000000000002,-24.463791043802914,0.035554818979502176,0.9195764426854285
3.77,-23.777136091338374,0.036432124500506854,0.9195713444720803
3.7800000000000002,-23.066913005815827,0.037390070386974304,0.9195659401915189
3.79,-22.335602907800926,0.03843870869902025,0.9195602008301342
3.8000000000000003,-21.585975762677663,0.03958914265262626,0.9195540956341307
3.81,-20.820979682341527,0.040853568362408305,0.9195475922086492
3.8200000000000003,-20.043629751157276,0.04224530979361393,0.9195406566243147
3.83,-19.256906847767276,0.043778846980740804,0.9195332535245196
3.84,-18.463673468122625,0.04546983751135838,0.9195253462284698
3.85,-17.666612057487562,0.04733513064391789,0.919516896826771
3.86,-16.868183480052203,0.04939277328222839,0.9195078662700843
3.87,-16.07060643413375,0.051662006378112565,0.9194982144503582
3.88,-15.275852541532522,0.05416324995610065,0.9194879002776404
3.89,-14.485653613946559,0.056918074377701806,0.9194768817563623
3.9,-13.701516327518213,0.05994915788070585,0.919465116059194
3.91,-12.924744199407645,0.06328022040316947,0.9194525596113322
3.92,-12.156459073980812,0.06693594078274347,0.9194391681784444
3.93,-11.397624443741215,0.07094184786237558,0.9194248969650295
3.94,-10.649067466329724,0.07532418550728835,0.9194097007246926
3.95,-9.911500078528274,0.08010974343957435,0.9193935338882451
3.96,-9.185536357543896,0.085325665327648,0.9193763506996457
3.97,-8.471708989181819,0.09099921733601667,0.9193581053724423
3.98,-7.770483113277258,0.09715752402873461,0.9193387522620565
3.99,-7.082267932592481,0.10382726909888203,0.9193182460543756
4.0,-6.407426940703274,0.11103437081248411,0.9192965419667731
4.01,-5.7462851151584236,0.11880360298787952,0.9192735959757816
4.0200000000000005,-5.099136312676306,0.12715821548087497,0.9192493650448677
4.03,-4.466248358164826,0.13611951217263724,0.9192238073756837
4.04,-3.8478670994420723,0.14570641103434934,0.9191968826700895
4.05,-3.244219957474563,0.15593499785947185,0.9191685523993498
4.0600000000000005,-2.655518427384304,0.16681807060696882,0.9191387800853641
4.07,-2.081960194633819,0.1783646924626166,0.9191075315858173
4.08,-1.523730775938657,0.1905797601962516,0.9190747753845612
4.09,-0.9810049030891307,0.20346360142470646,0.9190404828831928
4.1,-0.4539477179744855,0.21701160983500847,0.9190046286926938
4.11,0.05728405838175632,0.23121393623390696,0.9189671909216733
4.12,0.5525409608215298,0.24605524121262878,0.9189281514605059
4.13,1.031679527756939,0.26151452346176035,0.9188874962589514
4.14,1.4945609194071894,0.2775650349935621,0.9188452155953887
4.15,1.9410494223294372,0.2941742881666462,0.9188013043369943
4.16,2.371010843754901,0.3113041618450272,0.9187557621891161
4.17,2.7843108473865987,0.32891111377368853,0.9187085939322666
4.18,3.1808133225653,0.34694649097918545,0.9186598096463753
4.19,3.5603789073892926,0.36535695106106136,0.9186094249183118
4.2,3.922863760856675,0.38408497208655434,0.9185574610329984
4.21,4.268118775980648,0.40306945901087454,0.9185039451423833
4.22,4.595989353532783,0.4222464295092257,0.9184489104091108
4.23,4.906315882336845,0.44154976696213094,0.9183923961193958
4.24,5.198935042059697,0.46091202637568196,0.9183344477587226
4.25,5.473682009288673,0.48026527694047766,0.9182751170426856
4.26,5.730393538089739,0.4995419612180945,0.9182144618981091
4.2700000000000005,5.968912178298996,0.5186757641425211,0.9181525463720893
4.28,6.189090899271363,0.5376024383765104,0.9180894404889657
4.29,6.390798709200846,0.5562606083501854,0.9180252200187219
4.3,6.573926608196119,0.5745925056967303,0.9179599661684674
4.3100000000000005,6.738393766598786,0.5925446268010188,0.9178937651882305
4.32,6.884153630156776,0.6100682950740546,0.9178267078919458
4.33,7.011199648138346,0.6271201144305091,0.9177588890973053
4.34,7.119570394876969,0.6436623070726348,0.9176904069902926
4.3500000000000005,7.2093538785851505,0.6596629306471616,0.9176213624226662
4.36,7.280690489557536,0.6750959594494799,0.917551858160216
4.37,7.333775157013342,0.6899412657690172,0.9174819980935142
4.38,7.368857866754695,0.7041844702383663,0.9174118864277696
4.39,7.386243056337162,0.7178167027750634,0.9173416268736083
4.4,7.386287716682601,0.7308342714293906,0.9172713218547124
4.41,7.369398341546654,0.7432382604062524,0.9172010717498202
4.42,7.336026959275933,0.7550340777086929,0.9171309741870232
4.43,7.286666378297785,0.7662309664908322,0.9170611233990493
