t,Ca,Trop,CaTrop,Ca2Trop
0.65,2.770157480690277e-15,359.9416371297537,0.0767257404918722,0.001637129754682532
0.66,2.770164798842755e-15,359.9416370281425,0.07672594371424588,0.001637028143488695
0.67,2.7701711400681686e-15,359.9416369400958,0.0767261198077206,0.0016369400967459094
0.68,2.7701766353162656e-15,359.9416368637953,0.0767262724087216,0.0016368637962417198
0.6900000000000001,2.7701814002972275e-15,359.94163679763443,0.0767264047304768,0.0016367976353619815
0.7000000000000001,2.770185522534895e-15,359.94163674039794,0.07672651920348787,0.0016367403988557594
0.71,2.770189096364595e-15,359.94163669077597,0.07672661844741313,0.0016366907768925556
0.72,2.7701921831215034e-15,359.94163664791694,0.0767267041655076,0.0016366479178456684
0.73,2.7701948406820113e-15,359.9416366110172,0.07672677796497719,0.0016366110181126206
0.74,2.770197142329239e-15,359.9416365790592,0.076726841880867,0.0016365790601693714
0.75,2.7701991544056167e-15,359.9416365511219,0.07672689775548168,0.0016365511228627766
0.76,2.7702008720463594e-15,359.9416365272728,0.07672694545372825,0.0016365272737317166
0.77,2.7702023566838744e-15,359.94163650665894,0.0767269866815619,0.0016365066597959297
0.78,2.770203653505101e-15,359.94163648865276,0.07672702269380735,0.0016364886536378255
0.79,2.7702047952647148e-15,359.94163647279964,0.07672705440004972,0.0016364728004631217
0.8,2.7702057717483407e-15,359.94163645924135,0.07672708151663875,0.0016364592421135675
0.81,2.7702066242862137e-15,359.94163644740405,0.07672710519129974,0.0016364474047224737
0.8200000000000001,2.770207374279905e-15,359.9416364369905,0.07672712601834596,0.0016364369911392132
0.8300000000000001,2.7702080314203303e-15,359.94163642786623,0.07672714426689103,0.0016364278668073403
0.84,2.770208601377158e-15,359.9416364199525,0.0767271600943803,0.001636419953004213
0.85,2.770209098984413e-15,359.9416364130433,0.076727173912749,0.0016364130437711885
0.86,2.7702095330839083e-15,359.9416364070159,0.07672718596753142,0.001636407016347685
0.87,2.7702099096423274e-15,359.9416364017875,0.07672719642441915,0.0016364017878780274
0.88,2.770210235727478e-15,359.94163639725986,0.07672720547968283,0.0016363972602296657
0.89,2.7702105180822338e-15,359.9416363933394,0.07672721332056957,0.0016363933397784685
0.9,2.7702107626562145e-15,359.94163638994354,0.07672722011229809,0.0016363899439126104
0.91,2.7702109706570465e-15,359.9416363870555,0.07672722588840401,0.001636387055866592
0.92,2.770211149762872e-15,359.94163638456865,0.07672723086210637,0.0016363845690241905
0.93,2.770211306311605e-15,359.941636382395,0.07672723520940665,0.001636382395379014
0.9400000000000001,2.770211435997305e-15,359.94163638059433,0.07672723881073049,0.001636380594728033
0.9500000000000001,2.7702115356379055e-15,359.9416363792108,0.07672724157771302,0.0016363792112620357
0.96,2.7702116173264465e-15,359.9416363780766,0.07672724384617348,0.0016363780770581194
0.97,2.7702116866826306e-15,359.94163637711364,0.0767272457721689,0.001636377114084855
0.98,2.7702117505788714e-15,359.9416363762264,0.0767272475465436,0.0016363762269166386
0.99,2.7702118173979685e-15,359.9416363752987,0.0767272494020848,0.0016363752991558872
1.0,2.7702118642824878e-15,359.94163637464766,0.0767272507040503,0.0016363746481820338
1.01,2.770211896252397e-15,359.94163637420377,0.07672725159184274,0.0016363742042914077
1.02,2.770211924454845e-15,359.9416363738122,0.07672725237501431,0.0016363738127034531
1.03,2.77021195248881e-15,359.94163637342297,0.07672725315350734,0.0016363734234458274
1.04,2.7702119845493827e-15,359.94163637297777,0.07672725404381804,0.0016363729782694727
1.05,2.77021202553143e-15,359.94163637240877,0.0767272551818751,0.0016363724092092926
1.06,2.7702120525102088e-15,359.9416363720342,0.07672725593106626,0.0016363720345793993
1.07,2.770212078509969e-15,359.9416363716732,0.07672725665307036,0.0016363716735383197
1.08,2.770212104582641e-15,359.9416363713112,0.07672725737709908,0.001636371311482345
1.09,2.7702121308288886e-15,359.94163637094675,0.07672725810594774,0.0016363709470169432
1.1,2.77021215717631e-15,359.94163637058097,0.0767272588376057,0.0016363705811514029
1.11,2.7702121833471002e-15,359.94163637021757,0.07672725956435837,0.0016363702177444872
1.12,2.7702122087055685e-15,359.9416363698655,0.07672726026855353,0.0016363698656079917
1.1300000000000001,2.770212232768672e-15,359.94163636953135,0.07672726093677686,0.0016363695314610472
1.1400000000000001,2.7702122547775804e-15,359.94163636922576,0.07672726154795599,0.0016363692258416817
1.1500000000000001,2.770212273827147e-15,359.94163636896127,0.07672726207695539,0.0016363689613196127
1.16,2.7702122888728606e-15,359.94163636875237,0.07672726249476942,0.001636368752399694
1.17,2.770212300929159e-15,359.94163636858497,0.07672726282956857,0.0016363685849944119
1.18,2.7702123126664864e-15,359.941636368422,0.07672726315550979,0.001636368422019517
1.19,2.7702123218871325e-15,359.941636368294,0.0767272634115637,0.0016363682939935108
1.2,2.770212328793423e-15,359.9416363681981,0.0767272636033488,0.0016363681981059685
1.21,2.7702123337770318e-15,359.94163636812885,0.07672726374174173,0.0016363681289168557
1.22,2.7702123374469843e-15,359.9416363680779,0.07672726384365483,0.001636368077967641
1.23,2.7702123387800886e-15,359.94163636805945,0.07672726388067459,0.0016363680594691328
1.24,2.7702123378188154e-15,359.9416363680728,0.07672726385398035,0.0016363680728319827
1.25,2.7702123359991772e-15,359.94163636809805,0.07672726380344964,0.0016363680981129382
1.26,2.77021233415477e-15,359.9416363681237,0.07672726375223111,0.0016363681237358488
1.27,2.7702123333229492e-15,359.9416363681352,0.07672726372913176,0.0016363681352950746
1.28,2.7702123347620086e-15,359.9416363681152,0.0767272637690939,0.001636368115317013
1.29,2.7702123275695875e-15,359.9416363682151,0.07672726356936303,0.0016363682152000865
1.3,2.770212317454435e-15,359.94163636835555,0.07672726328846897,0.0016363683556686235
1.31,2.7702123067892206e-15,359.9416363685036,0.07672726299229989,0.0016363685037744202
1.32,2.7702122962499387e-15,359.94163636865,0.07672726269962789,0.0016363686501307574
1.33,2.7702122866407416e-15,359.9416363687834,0.07672726243278398,0.0016363687835714352
1.34,2.7702122789027316e-15,359.94163636889084,0.07672726221790223,0.001636368891028705
1.35,2.770212274122752e-15,359.94163636895723,0.07672726208516385,0.0016363689574112037
1.36,2.770212273542179e-15,359.94163636896525,0.07672726206904142,0.0016363689654818852
1.37,2.770212278565713e-15,359.9416363688955,0.07672726220854291,0.0016363688957359548
1.3800000000000001,2.7702122799952058e-15,359.94163636887566,0.07672726224823927,0.0016363688758912346
1.3900000000000001,2.770212276961176e-15,359.9416363689178,0.07672726216398534,0.0016363689180204745
1.4000000000000001,2.7702122750568766e-15,359.9416363689442,0.07672726211110362,0.001636368944460221
1.41,2.770212274413764e-15,359.94163636895314,0.07672726209324462,0.001636368953385135
1.42,2.7702122751477435e-15,359.94163636894297,0.07672726211362701,0.0016363689431858996
1.43,2.7702122773573886e-15,359.94163636891227,0.07672726217498815,0.0016363689124939411
1.44,2.7702122811221595e-15,359.94163636886003,0.07672726227953462,0.00163636886020615
1.45,2.770212286500625e-15,359.94163636878534,0.07672726242889287,0.0016363687855096025
1.46,2.770212293528682e-15,359.94163636868774,0.07672726262405975,0.001636368687906281
1.47,2.7702123015161296e-15,359.94163636857684,0.07672726284586859,0.001636368576979568
1.48,2.770212309399814e-15,359.9416363684674,0.0767272630647958,0.001636368467491166
1.49,2.770212317856541e-15,359.94163636835,0.07672726329963618,0.00163636835004497
1.5,2.7702123265965236e-15,359.9416363682286,0.07672726354234244,0.001636368228665381
1.51,2.7702123352740346e-15,359.9416363681081,0.07672726378331385,0.0016363681081536688
1.52,2.7702123434844555e-15,359.94163636799414,0.07672726401131427,0.0016363679941289258
1.53,2.770212350761328e-15,359.94163636789307,0.07672726421339034,0.00163636789306902
1.54,2.770212356573406e-15,359.9416363678124,0.0767272643747895,0.0016363678123515462
1.55,2.7702123603217046e-15,359.94163636776034,0.07672726447887816,0.0016363677602947804
1.56,2.7702123622873137e-15,359.9416363677331,0.07672726453346208,0.001636367732995195
1.57,2.7702123681105236e-15,359.9416363676522,0.0767272646951704,0.0016363676521247198
1.58,2.7702123732731974e-15,359.94163636758054,0.07672726483853586,0.0016363675804278212
1.59,2.770212377658797e-15,359.94163636751966,0.07672726496032224,0.001636367519522894
1.6,2.7702123811574223e-15,359.94163636747106,0.07672726505747769,0.0016363674709361212
1.61,2.770212383667188e-15,359.9416363674362,0.0767272651271729,0.0016363674360823834
1.62,2.770212385095597e-15,359.9416363674164,0.07672726516683925,0.0016363674162461672
1.6300000000000001,2.7702123853609146e-15,359.94163636741274,0.07672726517420707,0.0016363674125624743
1.6400000000000001,2.7702123843935455e-15,359.94163636742616,0.07672726514734367,0.00163636742599773
1.6500000000000001,2.7702123821374057e-15,359.9416363674575,0.07672726508469167,0.0016363674573306932
1.6600000000000001,2.770212379977031e-15,359.9416363674875,0.07672726502469888,0.0016363674873346265
1.67,2.7702123772756993e-15,359.941636367525,0.07672726494968392,0.0016363675248513931
1.68,2.770212374072622e-15,359.94163636756946,0.07672726486073563,0.0016363675693363542
1.69,2.770212370552641e-15,359.94163636761834,0.07672726476298705,0.001636367618222488
1.7,2.7702123669397937e-15,359.9416363676685,0.07672726466265961,0.001636367668398453
1.71,2.7702123634995673e-15,359.9416363677163,0.07672726456712578,0.0016363677161772814
1.72,2.7702123605411523e-15,359.9416363677573,0.07672726448497168,0.0016363677572650698
1.73,2.7702123584196987e-15,359.9416363677868,0.07672726442605964,0.0016363677867296707
1.74,2.770212357538567e-15,359.94163636779905,0.07672726440159089,0.0016363677989693856
1.75,2.770212355148278e-15,359.9416363678322,0.0767272643352134,0.001636367832167423
1.76,2.7702123520078952e-15,359.9416363678758,0.07672726424800612,0.001636367875782144
1.77,2.7702123491170584e-15,359.941636367916,0.07672726416772865,0.0016363679159311813
1.78,2.7702123465947664e-15,359.941636367951,0.07672726409768553,0.0016363679509618985
1.79,2.7702123445607103e-15,359.9416363679792,0.07672726404120053,0.0016363679792120447
1.8,2.770212343135273e-15,359.941636367999,0.07672726400161667,0.001636367999009754
1.81,2.7702123424395303e-15,359.9416363680087,0.07672726398229615,0.001636368008673546
1.82,2.7702123425952503e-15,359.9416363680065,0.07672726398662044,0.0016363680065123259
1.83,2.770212343724893e-15,359.94163636799084,0.07672726401799022,0.001636367990825384
1.84,2.7702123436197775e-15,359.94163636799226,0.07672726401507121,0.0016363679922869268
1.85,2.770212341079106e-15,359.94163636802756,0.0767272639445177,0.0016363680275736582
1.86,2.7702123387373402e-15,359.9416363680601,0.07672726387948772,0.001636368060098184
1.87,2.7702123366217553e-15,359.9416363680894,0.07672726382073869,0.001636368089481723
1.8800000000000001,2.7702123347569512e-15,359.9416363681153,0.07672726376895377,0.0016363681153826527
1.8900000000000001,2.770212333164853e-15,359.94163636813744,0.07672726372474176,0.0016363681374965088
1.9000000000000001,2.770212331864709e-15,359.94163636815546,0.07672726368863722,0.0016363681555559863
1.9100000000000001,2.770212330873093e-15,359.9416363681692,0.0767272636611004,0.0016363681693309386
1.92,2.7702123302039033e-15,359.94163636817854,0.07672726364251721,0.0016363681786283777
1.93,2.7702123298683613e-15,359.9416363681832,0.07672726363319932,0.0016363681832924739
1.94,2.770212329875015e-15,359.9416363681831,0.07672726363338404,0.0016363681832045568
1.95,2.7702123302297345e-15,359.9416363681782,0.07672726364323444,0.0016363681782831142
1.96,2.7702123309357165e-15,359.94163636816836,0.07672726366283926,0.0016363681684837925
1.97,2.7702123319934804e-15,359.9416363681537,0.07672726369221293,0.0016363681537993969
1.98,2.7702123334008713e-15,359.94163636813414,0.0767272637312956,0.0016363681342598912
1.99,2.7702123351530584e-15,359.9416363681098,0.07672726377995312,0.0016363681099323976
2.0,2.770212337242535e-15,359.9416363680808,0.07672726383797705,0.0016363680809211977
2.0100000000000002,2.7702123396591187e-15,359.9416363680472,0.07672726390508461,0.0016363680473677306
2.02,2.770212342180162e-15,359.94163636801227,0.076727263975093,0.001636368012362685
2.0300000000000002,2.770212344537209e-15,359.9416363679795,0.07672726404054729,0.0016363679796326201
2.04,2.770212347044815e-15,359.9416363679447,0.07672726411018256,0.0016363679448113718
2.05,2.7702123496709437e-15,359.94163636790825,0.07672726418310917,0.0016363679083438245
2.06,2.7702123523804975e-15,359.9416363678706,0.07672726425835247,0.001636367870717361
2.07,2.7702123551353193e-15,359.94163636783236,0.07672726433485284,0.001636367832461862
2.08,2.7702123578941915e-15,359.94163636779405,0.0767272644114657,0.0016363677941497066
2.09,2.7702123606128365e-15,359.9416363677563,0.07672726448696146,0.0016363677563957727
2.1,2.770212363243916e-15,359.94163636771975,0.07672726456002558,0.0016363677198574353
2.11,2.7702123657370316e-15,359.9416363676852,0.0767272646292585,0.0016363676852345684
2.12,2.770212368038726e-15,359.9416363676532,0.07672726469317571,0.001636367653269544
2.13,2.770212370092479e-15,359.9416363676247,0.0767272647502077,0.0016363676247472324
2.14,2.770212371838713e-15,359.94163636760044,0.07672726479870001,0.0016363676004950017
2.15,2.770212373214788e-15,359.94163636758134,0.07672726483691317,0.0016363675813827186
2.16,2.7702123741550058e-15,359.94163636756826,0.07672726486302271,0.001636367568322748
2.17,2.7702123745906057e-15,359.94163636756224,0.07672726487511924,0.0016363675622699527
2.18,2.770212374449769e-15,359.9416363675642,0.07672726487120833,0.0016363675642216942
2.19,2.7702123736576156e-15,359.9416363675752,0.07672726484921061,0.0016363675752178316
2.2,2.770212373107559e-15,359.9416363675828,0.07672726483393584,0.0016363675828519357
2.21,2.770212374939265e-15,359.9416363675574,0.07672726488480167,0.0016363675574114255
2.22,2.7702123766886657e-15,359.9416363675331,0.07672726493338192,0.001636367533113797
2.23,2.7702123783386515e-15,359.94163636751017,0.07672726497920143,0.0016363675101966977
2.24,2.7702123798714733e-15,359.9416363674889,0.07672726502176737,0.0016363674889066356
2.25,2.770212381268746e-15,359.9416363674695,0.07672726506056914,0.0016363674694989776
2.2600000000000002,2.770212382511445e-15,359.94163636745225,0.07672726509507845,0.00163636745223795
2.27,2.7702123835799084e-15,359.9416363674374,0.07672726512474931,0.0016363674373966388
2.2800000000000002,2.7702123844538377e-15,359.9416363674253,0.07672726514901801,0.0016363674252569892
2.29,2.7702123851122944e-15,359.94163636741615,0.07672726516730313,0.0016363674161098062
2.3000000000000003,2.7702123855337043e-15,359.9416363674103,0.07672726517900552,0.001636367410254754
2.31,2.770212385695854e-15,359.941636367408,0.07672726518350835,0.001636367408000356
2.32,2.770212385575892e-15,359.9416363674097,0.07672726518017704,0.0016363674096639956
2.33,2.7702123851503313e-15,359.9416363674156,0.07672726516835934,0.0016363674155719153
2.34,2.770212384395044e-15,359.9416363674261,0.07672726514738526,0.0016363674260592169
2.35,2.770212383285266e-15,359.9416363674415,0.0767272651165671,0.0016363674414698623
2.36,2.770212381795596e-15,359.9416363674622,0.07672726507519946,0.001636367462156672
2.37,2.770212379899994e-15,359.9416363674885,0.07672726502255921,0.0016363674884813265
2.38,2.770212377897152e-15,359.9416363675163,0.07672726496694095,0.0016363675162953922
2.39,2.7702123772298014e-15,359.9416363675256,0.07672726494840885,0.0016363675255612446
2.4,2.770212376492121e-15,359.9416363675358,0.07672726492792371,0.0016363675358039302
2.41,2.7702123756916855e-15,359.94163636754695,0.07672726490569591,0.0016363675469182595
2.42,2.7702123748366885e-15,359.9416363675588,0.07672726488195294,0.001636367558790467
2.43,2.7702123739359407e-15,359.9416363675713,0.07672726485693948,0.0016363675712982113
2.44,2.7702123729988698e-15,359.9416363675843,0.07672726483091737,0.001636367584310575
2.45,2.7702123720355215e-15,359.9416363675977,0.07672726480416552,0.0016363675976880647
2.46,2.7702123710565593e-15,359.9416363676113,0.0767272647769801,0.0016363676112826112
2.47,2.7702123700732636e-15,359.94163636762494,0.07672726474967433,0.0016363676249375693
2.48,2.7702123690975325e-15,359.94163636763847,0.07672726472257864,0.0016363676384877172
2.49,2.7702123681418824e-15,359.94163636765177,0.07672726469604058,0.0016363676517592582
2.5,2.7702123672194464e-15,359.94163636766456,0.07672726467042489,0.001636367664569819
2.5100000000000002,2.7702123663439757e-15,359.9416363676767,0.07672726464611339,0.00163636767672845
2.52,2.7702123655298385e-15,359.94163636768803,0.07672726462350511,0.0016363676880356266
2.5300000000000002,2.770212364792021e-15,359.94163636769827,0.0767272646030162,0.0016363676982832473
2.54,2.770212364146126e-15,359.94163636770725,0.07672726458507997,0.001636367707254635
2.5500000000000003,2.7702123636083757e-15,359.9416363677147,0.07672726457014688,0.0016363677147245368
2.56,2.7702123622347527e-15,359.94163636773374,0.07672726453200193,0.001636367733806313
2.57,2.7702123614705547e-15,359.94163636774437,0.07672726451078044,0.0016363677444194453
2.58,2.7702123607015826e-15,359.94163636775505,0.07672726448942635,0.0016363677550990852
2.59,2.7702123599381968e-15,359.9416363677656,0.07672726446822742,0.0016363677657013271
2.6,2.770212359190758e-15,359.941636367776,0.07672726444747133,0.001636367776082265
2.61,2.770212358469627e-15,359.94163636778603,0.07672726442744578,0.0016363677860979935
2.62,2.7702123577851642e-15,359.9416363677955,0.07672726440843851,0.0016363677956046066
2.63,2.7702123571477303e-15,359.9416363678044,0.07672726439073721,0.0016363678044581985
2.64,2.770212356567686e-15,359.94163636781246,0.0767272643746296,0.0016363678125148635
2.65,2.770212356055392e-15,359.94163636781957,0.07672726436040336,0.001636367819630696
2.66,2.7702123556212083e-15,359.9416363678256,0.07672726434834626,0.00163636782566179
2.67,2.770212355275496e-15,359.94163636783037,0.07672726433874595,0.0016363678304642398
2.68,2.7702123550286156e-15,359.94163636783384,0.07672726433189017,0.0016363678338941396
2.69,2.7702123548909274e-15,359.9416363678357,0.07672726432806663,0.0016363678358075839
2.7,2.7702123548727927e-15,359.941636367836,0.07672726432756302,0.0016363678360606668
2.71,2.7702123549845715e-15,359.9416363678344,0.07672726433066708,0.0016363678345094823
2.72,2.770212355236625e-15,359.94163636783094,0.0767272643376665,0.001636367831010125
2.73,2.7702123556393127e-15,359.9416363678253,0.076727264348849,0.0016363678254186888
2.74,2.7702123562029964e-15,359.9416363678175,0.07672726436450227,0.0016363678175912685
2.75,2.7702123541174245e-15,359.9416363678465,0.07672726430658672,0.0016363678465624529
2.7600000000000002,2.7702123519917145e-15,359.941636367876,0.07672726424755655,0.0016363678760914133
2.77,2.770212349863307e-15,359.9416363679056,0.07672726418845147,0.0016363679056581118
2.7800000000000002,2.770212347738365e-15,359.9416363679351,0.07672726412944263,0.0016363679351769438
2.79,2.770212345623052e-15,359.94163636796446,0.07672726407070116,0.001636367964562305
2.8000000000000003,2.7702123435235305e-15,359.94163636799357,0.07672726401239824,0.001636367993728591
2.81,2.7702123414459648e-15,359.94163636802244,0.076727263954705,0.0016363680225901977
2.82,2.770212339396517e-15,359.9416363680509,0.0767272638977926,0.0016363680510615203
2.83,2.7702123373813515e-15,359.9416363680789,0.07672726384183219,0.0016363680790569546
2.84,2.770212335406631e-15,359.9416363681063,0.07672726378699492,0.001636368106490896
2.85,2.7702123334785185e-15,359.94163636813306,0.07672726373345194,0.0016363681332777404
2.86,2.770212331603178e-15,359.9416363681591,0.07672726368137442,0.0016363681593318834
2.87,2.770212329786772e-15,359.94163636818433,0.07672726363093348,0.0016363681845677205
2.88,2.7702123280354643e-15,359.94163636820866,0.0767272635823003,0.0016363682088996472
2.89,2.7702123263554177e-15,359.94163636823197,0.076727263535646,0.0016363682322420594
2.9,2.770212324752796e-15,359.9416363682542,0.07672726349114177,0.0016363682545093526
2.91,2.770212323233762e-15,359.94163636827534,0.07672726344895874,0.0016363682756159223
2.92,2.770212321804479e-15,359.9416363682952,0.07672726340926805,0.0016363682954761642
2.93,2.7702123204711106e-15,359.94163636831365,0.07672726337224087,0.001636368314004474
2.94,2.7702123192398198e-15,359.94163636833076,0.07672726333804834,0.001636368331115247
2.95,2.77021231811677e-15,359.94163636834634,0.07672726330686162,0.0016363683467228792
2.96,2.7702123171081244e-15,359.9416363683604,0.07672726327885186,0.001636368360741766
2.97,2.770212316220046e-15,359.9416363683727,0.07672726325419021,0.0016363683730863032
2.98,2.7702123154586986e-15,359.9416363683833,0.07672726323304782,0.001636368383670886
2.99,2.7702123148302447e-15,359.941636368392,0.07672726321559584,0.0016363683924099106
3.0,2.7702123143408484e-15,359.9416363683988,0.07672726320200543,0.0016363683992177721
3.0100000000000002,2.7702123139966727e-15,359.9416363684036,0.07672726319244773,0.0016363684040088663
3.02,2.7702123138038807e-15,359.94163636840625,0.07672726318709389,0.001636368406697589
3.0300000000000002,2.7702123137686355e-15,359.94163636840676,0.07672726318611507,0.0016363684071983356
3.04,2.7702123138971004e-15,359.94163636840494,0.07672726318968241,0.0016363684054255018
3.0500000000000003,2.7702123141954393e-15,359.9416363684008,0.07672726319796709,0.001636368401293483
3.06,2.7702123146698145e-15,359.9416363683942,0.07672726321114023,0.0016363683947166752
3.0700000000000003,2.77021231532639e-15,359.9416363683851,0.076727263229373,0.0016363683856094738
3.08,2.7702123161713288e-15,359.9416363683734,0.07672726325283653,0.0016363683738862744
3.09,2.7702123172107942e-15,359.94163636835896,0.07672726328170199,0.0016363683594614725
3.1,2.7702123184509494e-15,359.94163636834173,0.07672726331614052,0.001636368342249464
3.11,2.7702123198979578e-15,359.9416363683216,0.0767272633563233,0.0016363683221646444
3.12,2.7702123215579822e-15,359.9416363682986,0.07672726340242143,0.001636368299121409
3.13,2.7702123234371866e-15,359.9416363682725,0.0767272634546061,0.001636368273034154
3.14,2.7702123255417337e-15,359.9416363682433,0.07672726351304847,0.0016363682438172746
3.15,2.770212327877787e-15,359.9416363682108,0.07672726357791966,0.0016363682113851666
3.16,2.7702123304515097e-15,359.94163636817507,0.07672726364939084,0.0016363681756522252
3.17,2.770212333269065e-15,359.94163636813596,0.07672726372763314,0.0016363681365328467
3.18,2.7702123363366164e-15,359.9416363680934,0.07672726381281773,0.0016363680939414263
3.19,2.770212337568466e-15,359.94163636807633,0.07672726384702568,0.0016363680768435457
3.2,2.7702123373100605e-15,359.9416363680799,0.0767272638398498,0.001636368080441743
3.21,2.7702123370696642e-15,359.94163636808327,0.07672726383317405,0.001636368083789629
3.22,2.7702123368479947e-15,359.94163636808634,0.07672726382701832,0.0016363680868772385
3.23,2.770212336645768e-15,359.9416363680891,0.07672726382140252,0.0016363680896946066
3.24,2.7702123364637015e-15,359.9416363680917,0.07672726381634656,0.0016363680922317676
3.25,2.7702123363025116e-15,359.9416363680939,0.07672726381187035,0.0016363680944787564
