t,Casp8,Casp8Bid,FeLnNO,Bid,Apaf_1,CytcApaf_1,Cytc,Apop,Cytc_mito,PTPC,Bax_2,tBid_mito,Bax,tBid,tBidBax,Bcl_2,Casp3,Casp3Bcl_2,Casp3Bid,IAP,Casp3IAP,Pro9,ApopPro9,ApopPro9_2,ApopCasp9_2Pro3,ApopCasp9_2,Pro3,Casp9Pro3,Casp9,Casp9IAP,ApopCasp9IAP,ApopCasp9_2IAP,ApopCasp9,NO,O_2m,NO_2,N2O3,GSNO,CcOX,FeLn,ONOO_m,GSH
0.1,0.0,0.0,6.238999475542546e-09,0.0040005998200359875,0.004027591721655748,0.0,0.0,0.0,0.004027591721655748,0.0,0.0,0.0,0.003987307345918883,0.0,0.0,0.003982616408099291,0.0,0.0,0.0,0.0040005998200359875,0.0,0.004027591721655748,0.0,0.0,0.0,0.0,0.004027591721655748,0.0,0.0,0.0,0.0,0.0,0.0,0.06806261871706079,4.088997028795248e-06,2.4863139798874294e-08,2.506629170914519e-12,0.00025850551394907006,0.06851468030906728,0.0499999937610006,1.835699557938806e-05,9999.9997414928
0.11,0.0,0.0,6.721298201629101e-09,0.0040006597822479,0.004030349983403769,0.0,0.0,0.0,0.004030349983403769,0.0,0.0,0.0,0.003986045086982546,0.0,0.0,0.0039808852101633685,0.0,0.0,0.0,0.0040006597822479,0.0,0.004030349983403769,0.0,0.0,0.0,0.0,0.004030349983403769,0.0,0.0,0.0,0.0,0.0,0.0,0.07332405689745226,4.083111332837017e-06,2.7650645064129033e-08,3.0031894428949894e-12,0.0003038757798040529,0.06383828135066598,0.049999993278701874,1.9900147958618165e-05,9999.999696122095
0.12,0.0,0.0,7.203836249658769e-09,0.004000719740862189,0.00403310807966105,0.0,0.0,0.0,0.00403310807966105,0.0,0.0,0.0,0.003984784095787186,0.0,0.0,0.003979155308103918,0.0,0.0,0.0,0.004000719740862189,0.0,0.00403310807966105,0.0,0.0,0.0,0.0,0.00403310807966105,0.0,0.0,0.0,0.0,0.0,0.0,0.07858811323368985,4.077239877721131e-06,3.030248404687786e-08,3.5274318166631648e-12,0.0003526378090375353,0.059169098304962045,0.04999999279616383,2.142550649366722e-05,9999.99964735956
0.13,0.0,0.0,7.690758353648226e-09,0.00400077969587907,0.00403586601043752,0.0,0.0,0.0,0.00403586601043752,0.0,0.0,0.0,0.003983524370800095,0.0,0.0,0.003977426700386546,0.0,0.0,0.0,0.00400077969587907,0.0,0.00403586601043752,0.0,0.0,0.0,0.0,0.00403586601043752,0.0,0.0,0.0,0.0,0.0,0.0,0.08390000205545736,4.071332328603325e-06,3.286885572122329e-08,4.084851071181359e-12,0.0004048059112670059,0.05455236452706294,0.04999999230924173,2.2946841822920776e-05,9999.999595190886
0.14,0.0,0.0,8.1856595670208e-09,0.004000839647298756,0.004038623775743107,0.0,0.0,0.0,0.004038623775743107,0.0,0.0,0.0,0.00398226591049102,0.0,0.0,0.003975699385479308,0.0,0.0,0.0,0.004000839647298756,0.0,0.004038623775743107,0.0,0.0,0.0,0.0,0.004038623775743107,0.0,0.0,0.0,0.0,0.0,0.0,0.08929894126511528,4.065345662039718e-06,3.539444566645116e-08,4.681657694962632e-12,0.00046042176340373235,0.05002735354109443,0.04999999181434051,2.447573693182201e-05,9999.999539574395
0.15,0.0,0.0,8.691645494548477e-09,0.004000899595121466,0.00404138137558774,0.0,0.0,0.0,0.00404138137558774,0.0,0.0,0.0,0.0039810087133321645,0.0,0.0,0.003973973361852722,0.0,0.0,0.0,0.004000899595121466,0.0,0.00404138137558774,0.0,0.0,0.0,0.0,0.00404138137558774,0.0,0.0,0.0,0.0,0.0,0.0,0.09481880943055787,4.059243190955757e-06,3.7915189943984315e-08,5.3252198254186335e-12,0.0005195504632239136,0.04562803097847972,0.04999999130835458,2.6023066012465027e-05,9999.999480444982
0.16,0.0,0.0,9.211373031765407e-09,0.004000959539347414,0.004044138809981345,0.0,0.0,0.0,0.004044138809981345,0.0,0.0,0.0,0.003979752777798179,0.0,0.0,0.00397224862797975,0.0,0.0,0.0,0.004000959539347414,0.0,0.004044138809981345,0.0,0.0,0.0,0.0,0.004044138809981345,0.0,0.0,0.0,0.0,0.0,0.0,0.10048859016428255,4.052994143037996e-06,4.046032919173494e-08,6.022456386245692e-12,0.000582277627437293,0.04138349497295422,0.04999999078862704,2.759907557862098e-05,9999.999417717032
0.17,0.0,0.0,9.747090200998803e-09,0.004001019479976816,0.00404689607893385,0.0,0.0,0.0,0.00404689607893385,0.0,0.0,0.0,0.003978498102366157,0.0,0.0,0.003970525182335798,0.0,0.0,0.0,0.004001019479976816,0.0,0.00404689607893385,0.0,0.0,0.0,0.0,0.00404689607893385,0.0,0.0,0.0,0.0,0.0,0.0,0.10633280671275142,4.046573008690949e-06,4.3053117417224484e-08,6.781151770801266e-12,0.0006487064272714437,0.03731840634074701,0.04999999025290987,2.921177521812803e-05,9999.99935128737
0.18,0.0,0.0,1.0300666709941095e-08,0.004001079417009889,0.0040496531824551815,0.0,0.0,0.0,0.0040496531824551815,0.0,0.0,0.0,0.003977244685515632,0.0,0.0,0.0039688030233987134,0.0,0.0,0.0,0.004001079417009889,0.0,0.0040496531824551815,0.0,0.0,0.0,0.0,0.0040496531824551815,0.0,0.0,0.0,0.0,0.0,0.0,0.11237185527954432,4.039959199981405e-06,4.571120666356172e-08,7.60877918632409e-12,0.0007189546646601042,0.0334533179599364,0.04999998969933335,3.086734855187232e-05,9999.999281038192
0.19,0.0,0.0,1.0873612559495047e-08,0.004001139350446847,0.004052410120555264,0.0,0.0,0.0,0.004052410120555264,0.0,0.0,0.0,0.003975992525728572,0.0,0.0,0.0039670821496487745,0.0,0.0,0.0,0.004001139350446847,0.0,0.004052410120555264,0.0,0.0,0.0,0.0,0.004052410120555264,0.0,0.0,0.0,0.0,0.0,0.0,0.11862220801262871,4.033136777681192e-06,4.844719447928075e-08,8.512260214054691e-12,0.0007931519969445384,0.02980487419758492,0.049999989126387506,3.2571423702273235e-05,9999.999206839837
0.2,0.0,0.0,1.146709099854087e-08,0.004001199280287907,0.004055166893244023,0.0,0.0,0.0,0.004055166893244023,0.0,0.0,0.0,0.003974741621489374,0.0,0.0,0.003965362559568691,0.0,0.0,0.0,0.004001199280287907,0.0,0.004055166893244023,0.0,0.0,0.0,0.0,0.004055166893244023,0.0,0.0,0.0,0.0,0.0,0.0,0.1250965543808827,4.026094056606331e-06,5.1270709712566433e-08,9.500403503144926e-12,0.0008714376114152706,0.026385949009501933,0.049999988532909066,3.4328629467952786e-05,9999.999128553116
0.21,0.0,0.0,1.2081930439108378e-08,0.004001259206533284,0.0040579235005313834,0.0,0.0,0.0,0.0040579235005313834,0.0,0.0,0.0,0.003973491971284859,0.0,0.0,0.003963644251643597,0.0,0.0,0.0,0.004001259206533284,0.0,0.0040579235005313834,0.0,0.0,0.0,0.0,0.0040579235005313834,0.0,0.0,0.0,0.0,0.0,0.0,0.1318039310586918,4.018823678115319e-06,5.4189034506089455e-08,1.0580707393476382e-11,0.0009539579277251899,0.023205772521572354,0.04999998791806963,3.614179276625436e-05,9999.999046031606
0.22,0.0,0.0,1.2718635162314875e-08,0.004001319129183195,0.0040606799424272675,0.0,0.0,0.0,0.0040606799424272675,0.0,0.0,0.0,0.003972243573604267,0.0,0.0,0.003961927224361047,0.0,0.0,0.0,0.004001319129183195,0.0,0.0040606799424272675,0.0,0.0,0.0,0.0,0.0040606799424272675,0.0,0.0,0.0,0.0,0.0,0.0,0.13874983866748394,4.011322598869557e-06,5.72067204438085e-08,1.1756411559203798e-11,0.0010408641288945108,0.020270044545173324,0.0499999872813649,3.801265658835671e-05,9999.998959124121
0.23,0.0,0.0,1.3377395600326131e-08,0.004001379048237854,0.004063436218941599,0.0,0.0,0.0,0.004063436218941599,0.0,0.0,0.0,0.003970996426939253,0.0,0.0,0.003960211476211006,0.0,0.0,0.0,0.004001379048237854,0.0,0.004063436218941599,0.0,0.0,0.0,0.0,0.004063436218941599,0.0,0.0,0.0,0.0,0.0,0.0,0.14593635425338097,4.0035909882228976e-06,6.032620163054744e-08,1.3038362085468833e-11,0.0011323098631607225,0.01758104402971899,0.049999986622604464,3.994238056257142e-05,9999.998867677012
0.24,0.0,0.0,1.4058100790393338e-08,0.004001438963697479,0.004066192330084302,0.0,0.0,0.0,0.004066192330084302,0.0,0.0,0.0,0.003969750529783883,0.0,0.0,0.003958497005685856,0.0,0.0,0.0,0.004001438963697479,0.0,0.004066192330084302,0.0,0.0,0.0,0.0,0.004066192330084302,0.0,0.0,0.0,0.0,0.0,0.0,0.15336226693452581,3.995632643829407e-06,6.354806738041247e-08,1.4437629225169675e-11,0.0012284491200521153,0.015137761763688052,0.04999998594189928,4.193121310257092e-05,9999.998771536282
0.25,0.0,0.0,1.476035457609992e-08,0.004001498875562283,0.004068948275865297,0.0,0.0,0.0,0.004068948275865297,0.0,0.0,0.0,0.003968505880634627,0.0,0.0,0.003956783811280378,0.0,0.0,0.0,0.004001498875562283,0.0,0.004068948275865297,0.0,0.0,0.0,0.0,0.004068948275865297,0.0,0.0,0.0,0.0,0.0,0.0,0.16102325413819554,3.9874562147005955e-06,6.687112237460922e-08,1.5944573952032448e-11,0.0013294342291665425,0.012936073836691042,0.04999998523964549,4.3978094497464424e-05,9999.998670549601
0.26,0.0,0.0,1.5483497683851286e-08,0.004001558783832483,0.004071704056294505,0.0,0.0,0.0,0.004071704056294505,0.0,0.0,0.0,0.003967262477990354,0.0,0.0,0.003955071891491756,0.0,0.0,0.0,0.004001558783832483,0.0,0.004071704056294505,0.0,0.0,0.0,0.0,0.004071704056294505,0.0,0.0,0.0,0.0,0.0,0.0,0.16891212388040458,3.979070576806888e-06,7.02931734112664e-08,1.7584482954406004e-11,0.0014354138944761771,0.010968981373578112,0.04999998451650238,4.608105007811266e-05,9999.99856456826
0.27,0.0,0.0,1.6226635394713667e-08,0.004001618688508295,0.0040744596713818484,0.0,0.0,0.0,0.0040744596713818484,0.0,0.0,0.0,0.003966020320352332,0.0,0.0,0.00395336124481957,0.0,0.0,0.0,0.004001618688508295,0.0,0.0040744596713818484,0.0,0.0,0.0,0.0,0.0040744596713818484,0.0,0.0,0.0,0.0,0.0,0.0,0.17701911533081013,3.9704889266567176e-06,7.381014269255354e-08,1.936621022873825e-11,0.0015465313999461683,0.009226908703219712,0.04999998377336467,4.8237391335442674e-05,9999.99845344897
0.28,0.0,0.0,1.6988668705928525e-08,0.004001678589589934,0.0040772151211372456,0.0,0.0,0.0,0.0040772151211372456,0.0,0.0,0.0,0.003964779406224217,0.0,0.0,0.0039516518697657885,0.0,0.0,0.0,0.004001678589589934,0.0,0.0040772151211372456,0.0,0.0,0.0,0.0,0.0040772151211372456,0.0,0.0,0.0,0.0,0.0,0.0,0.18533223783558456,3.961729842020171e-06,7.741718884319576e-08,2.1247046781840338e-11,0.0016629230301943264,0.007698040385623851,0.049999983011331364,5.0443968603473264e-05,9999.99833705545
0.29,0.0,0.0,1.7768329974127743e-08,0.004001738487077616,0.004079970405570618,0.0,0.0,0.0,0.004079970405570618,0.0,0.0,0.0,0.003963539734112052,0.0,0.0,0.00394994376483477,0.0,0.0,0.0,0.004001738487077616,0.0,0.004079970405570618,0.0,0.0,0.0,0.0,0.004079970405570618,0.0,0.0,0.0,0.0,0.0,0.0,0.1938376632750705,3.952806926318091e-06,8.110798810070924e-08,2.3268515796526036e-11,0.0017847167897821605,0.006368711837339774,0.0499999822316701,5.269698697352872e-05,9999.998215259684
0.3,0.0,0.0,1.8564222890104064e-08,0.004001798380971556,0.004082725524691883,0.0,0.0,0.0,0.004082725524691883,0.0,0.0,0.0,0.00396230130252426,0.0,0.0,0.003948236928533251,0.0,0.0,0.0,0.004001798380971556,0.0,0.004082725524691883,0.0,0.0,0.0,0.0,0.004082725524691883,0.0,0.0,0.0,0.0,0.0,0.0,0.20252016063712705,3.943735868716514e-06,8.487586795174822e-08,2.5495401168238123e-11,0.001912031353414534,0.005223842439986637,0.04999998143577718,5.499197311255229e-05,9999.998087942999
0.31,0.0,0.0,1.9374864685557097e-08,0.004001858271271971,0.004085480478510962,0.0,0.0,0.0,0.004085480478510962,0.0,0.0,0.0,0.003961064109971642,0.0,0.0,0.003946531359370345,0.0,0.0,0.0,0.004001858271271971,0.0,0.004085480478510962,0.0,0.0,0.0,0.0,0.004085480478510962,0.0,0.0,0.0,0.0,0.0,0.0,0.21136355021604364,3.934545577847117e-06,8.871476277931553e-08,2.777720021163432e-11,0.0020449752666377463,0.004247388985509785,0.04999998062513538,5.7324308619517625e-05,9999.997954996843
0.32,0.0,0.0,2.019872660292764e-08,0.004001918157979075,0.004088235267037768,0.0,0.0,0.0,0.004088235267037768,0.0,0.0,0.0,0.003959828154967371,0.0,0.0,0.00394482705585754,0.0,0.0,0.0,0.004001918157979075,0.0,0.004088235267037768,0.0,0.0,0.0,0.0,0.004088235267037768,0.0,0.0,0.0,0.0,0.0,0.0,0.22035115547370113,3.92524854131822e-06,9.261248254927189e-08,3.015281427456914e-11,0.002183646475256241,0.003422797017599451,0.049999979801273464,5.968939735635387e-05,9999.997816323268
0.33,0.0,0.0,2.1034273296971517e-08,0.004001978041093085,0.004090989890282222,0.0,0.0,0.0,0.004090989890282222,0.0,0.0,0.0,0.003958593436026986,0.0,0.0,0.003943124016508688,0.0,0.0,0.0,0.004001978041093085,0.0,0.004090989890282222,0.0,0.0,0.0,0.0,0.004090989890282222,0.0,0.0,0.0,0.0,0.0,0.0,0.22946623473362027,3.915852918381148e-06,9.657682237385089e-08,3.290538357311596e-11,0.0023281321308822257,0.0027334317903587296,0.04999997896572677,6.20821099840633e-05,9999.997671835117
0.34,0.0,0.0,2.188000119801642e-08,0.004002037920614217,0.0040937443482542395,0.0,0.0,0.0,0.0040937443482542395,0.0,0.0,0.0,0.003957359951668388,0.0,0.0,0.003941422239840005,0.0,0.0,0.0,0.004002037920614217,0.0,0.0040937443482542395,0.0,0.0,0.0,0.0,0.0040937443482542395,0.0,0.0,0.0,0.0,0.0,0.0,0.23869237402313961,3.906403156998262e-06,1.0054024177302409e-07,3.561456842361366e-11,0.002478508767937035,0.0021629720381013116,0.04999997811999887,6.449754957985025e-05,9999.997521455854
0.35000000000000003,0.0,0.0,2.2734467172858543e-08,0.004002097796542684,0.004096498640963737,0.0,0.0,0.0,0.004096498640963737,0.0,0.0,0.0,0.003956127700411837,0.0,0.0,0.003939721724370065,0.0,0.0,0.0,0.004002097796542684,0.0,0.004096498640963737,0.0,0.0,0.0,0.0,0.004096498640963737,0.0,0.0,0.0,0.0,0.0,0.0,0.248013832672995,3.896898218140473e-06,1.0469286094239037e-07,3.828616458597319e-11,0.002634842272574083,0.0016957561602291608,0.0499999772655329,6.693155784158994e-05,9999.997365119589
0.36,0.0,0.0,2.3596315354143257e-08,0.004002157668878704,0.0040992527684206295,0.0,0.0,0.0,0.0040992527684206295,0.0,0.0,0.0,0.003954896680779947,0.0,0.0,0.003938022468619795,0.0,0.0,0.0,0.004002157668878704,0.0,0.0040992527684206295,0.0,0.0,0.0,0.0,0.0040992527684206295,0.0,0.0,0.0,0.0,0.0,0.0,0.2574158280298299,3.887353079457752e-06,1.0883671414083948e-07,4.143933608936884e-11,0.002797189035633558,0.0013170667928462478,0.04999997640368472,6.937934885829928e-05,9999.997202769928
0.37,0.0,0.0,2.4464298550699204e-08,0.004002217537622491,0.004102006730634831,0.0,0.0,0.0,0.004102006730634831,0.0,0.0,0.0,0.003953666891297677,0.0,0.0,0.00393632447111247,0.0,0.0,0.0,0.004002217537622491,0.0,0.004102006730634831,0.0,0.0,0.0,0.0,0.004102006730634831,0.0,0.0,0.0,0.0,0.0,0.0,0.2668847477477607,3.877791995785612e-06,1.1278911401075959e-07,4.4627094827324337e-11,0.002965596192235207,0.0010133439947496558,0.04999997553570152,7.183615653683905e-05,9999.99703435973
0.38,0.0,0.0,2.5337287052169715e-08,0.004002277402774262,0.004104760527616258,0.0,0.0,0.0,0.004104760527616258,0.0,0.0,0.0,0.003952438330492333,0.0,0.0,0.003934627730373709,0.0,0.0,0.0,0.004002277402774262,0.0,0.004104760527616258,0.0,0.0,0.0,0.0,0.004104760527616258,0.0,0.0,0.0,0.0,0.0,0.0,0.27640825734137575,3.868214044624807e-06,1.1695654491268882e-07,4.707784267635776e-11,0.0031401018984388005,0.0007722949923276028,0.04999997466271302,7.429886489524836e-05,9999.996859850842
0.39,0.0,0.0,2.6214272525997554e-08,0.004002337264334231,0.004107514159374822,0.0,0.0,0.0,0.004107514159374822,0.0,0.0,0.0,0.003951210996893557,0.0,0.0,0.00393293224493147,0.0,0.0,0.0,0.004002337264334231,0.0,0.004107514159374822,0.0,0.0,0.0,0.0,0.004107514159374822,0.0,0.0,0.0,0.0,0.0,0.0,0.2859753958461688,3.858647501455295e-06,1.211800862479983e-07,5.177326518580733e-11,0.003320737394928211,0.0005829911923820833,0.04999997378572754,7.67643802035683e-05,9999.996679212016
0.4,0.0,0.0,2.7094380921846033e-08,0.004002397122302613,0.004110267625920437,0.0,0.0,0.0,0.004110267625920437,0.0,0.0,0.0,0.00394998488903333,0.0,0.0,0.003931238013316047,0.0,0.0,0.0,0.004002397122302613,0.0,0.004110267625920437,0.0,0.0,0.0,0.0,0.004110267625920437,0.0,0.0,0.0,0.0,0.0,0.0,0.2955765965993329,3.849113233259083e-06,1.2518370768909303e-07,5.630449390066406e-11,0.0035075274421397266,0.0004358893689898625,0.049999972905619146,7.922930128613586e-05,9999.99649241849
0.41000000000000003,0.0,0.0,2.797686515452878e-08,0.004002456976679626,0.004113020927263016,0.0,0.0,0.0,0.004113020927263016,0.0,0.0,0.0,0.003948760005445957,0.0,0.0,0.0039295450340600625,0.0,0.0,0.0,0.004002456976679626,0.0,0.004113020927263016,0.0,0.0,0.0,0.0,0.004113020927263016,0.0,0.0,0.0,0.0,0.0,0.0,0.30520364221497626,3.839553476582994e-06,1.293483042634404e-07,5.5301498143980225e-11,0.0037004902859970245,0.0003227870068350486,0.049999972023134914,8.16909564660476e-05,9999.996299452014
0.42,0.0,0.0,2.8861070061858163e-08,0.0040025168274654835,0.004115774063412469,0.0,0.0,0.0,0.004115774063412469,0.0,0.0,0.0,0.0039475363446680725,0.0,0.0,0.003927853305698464,0.0,0.0,0.0,0.0040025168274654835,0.0,0.004115774063412469,0.0,0.0,0.0,0.0,0.004115774063412469,0.0,0.0,0.0,0.0,0.0,0.0,0.31484957990369433,3.830045131816717e-06,1.3362101594828753e-07,6.387320302986218e-11,0.0038996396209606088,0.00023674014355214647,0.04999997113893001,8.41473954309761e-05,9999.996100298891
0.43,0.0,0.0,2.9746475733992092e-08,0.004002576674660402,0.004118527034378709,0.0,0.0,0.0,0.004118527034378709,0.0,0.0,0.0,0.003946313905238631,0.0,0.0,0.00392616282676852,0.0,0.0,0.0,0.004002576674660402,0.0,0.004118527034378709,0.0,0.0,0.0,0.0,0.004118527034378709,0.0,0.0,0.0,0.0,0.0,0.0,0.3245086187499465,3.820655090601469e-06,1.377749503131892e-07,7.310881232734651e-11,0.004104985333004916,0.0001719628363635969,0.04999997025352433,8.659750959391627e-05,9999.995894949236
0.44,0.0,0.0,3.063267774467541e-08,0.004002636518264596,0.004121279840171647,0.0,0.0,0.0,0.004121279840171647,0.0,0.0,0.0,0.003945092685698902,0.0,0.0,0.003924473595809817,0.0,0.0,0.0,0.004002636518264596,0.0,0.004121279840171647,0.0,0.0,0.0,0.0,0.004121279840171647,0.0,0.0,0.0,0.0,0.0,0.0,0.334176013308848,3.8111395082293918e-06,1.4189418223862738e-07,5.6501297269905555e-11,0.00431653359847678,0.00012370829144135175,0.049999969367322324,8.903890478113512e-05,9999.995683396868
0.45,0.0,0.0,3.151924463968073e-08,0.004002696358278282,0.004124032480801191,0.0,0.0,0.0,0.004124032480801191,0.0,0.0,0.0,0.003943872684592467,0.0,0.0,0.00392278561136425,0.0,0.0,0.0,0.004002696358278282,0.0,0.004124032480801191,0.0,0.0,0.0,0.0,0.004124032480801191,0.0,0.0,0.0,0.0,0.0,0.0,0.34384793206614644,3.8018535160130353e-06,1.4594545861563018e-07,8.235751197190481e-11,0.004534287654300403,8.813746662035988e-05,0.049999968480755434,9.146798651022823e-05,9999.995465638549
0.46,0.0,0.0,3.240599660383047e-08,0.004002756194701675,0.004126784956277253,0.0,0.0,0.0,0.004126784956277253,0.0,0.0,0.0,0.0039426539004652145,0.0,0.0,0.003921098871976023,0.0,0.0,0.0,0.004002756194701675,0.0,0.004126784956277253,0.0,0.0,0.0,0.0,0.004126784956277253,0.0,0.0,0.0,0.0,0.0,0.0,0.35352131493597416,3.792312038609532e-06,1.502956332238589e-07,6.50009211916991e-11,0.004758248473188423,6.219060721230393e-05,0.049999967594003464,9.389107933787615e-05,9999.995241673301
0.47000000000000003,0.0,0.0,3.32926050117393e-08,0.00400281602753499,0.00412953726660974,0.0,0.0,0.0,0.00412953726660974,0.0,0.0,0.0,0.003941436331865335,0.0,0.0,0.003919413376191643,0.0,0.0,0.0,0.00400281602753499,0.0,0.00412953726660974,0.0,0.0,0.0,0.0,0.00412953726660974,0.0,0.0,0.0,0.0,0.0,0.0,0.36319377433241484,3.783275824366125e-06,1.5424204323787783e-07,9.837055214458928e-11,0.0049884160696370885,4.3461512199356045e-05,0.04999996670739505,9.629753311793257e-05,9999.99501150111
0.48,0.0,0.0,3.417901550220342e-08,0.004002875856778443,0.004132289411808562,0.0,0.0,0.0,0.004132289411808562,0.0,0.0,0.0,0.0039402199773433165,0.0,0.0,0.003917729122559913,0.0,0.0,0.0,0.004002875856778443,0.0,0.004132289411808562,0.0,0.0,0.0,0.0,0.004132289411808562,0.0,0.0,0.0,0.0,0.0,0.0,0.3728634412521871,3.773753308230563e-06,1.5914651240478041e-07,8.172508588209133e-11,0.005224787427148307,3.0083215727222808e-05,0.049999965820984565,9.869985079558398e-05,9999.994775124993
