t,V,Na_i,m,h1,h2,d_L,f_L,d_T,f_T,K_c,K_i,r,s1,s2,s3,z,p_a,p_i,Ca_i,O_C,O_TC,O_TMgC,O_TMgMg,Ca_rel,Ca_up,O_Calse,F1,F2,F3
0.1,2.1730820444e-314,2.1730820127e-314,2.173081981e-314,2.1730819495e-314,2.173081918e-314,2.1730888743e-314,2.173083752e-314,2.17308372e-314,2.1730836886e-314,2.173083657e-314,2.1730836254e-314,2.1730835937e-314,2.173083562e-314,2.1730835305e-314,2.173083499e-314,2.1730834673e-314,2.1730834356e-314,2.173085554e-314,2.1730855226e-314,2.173085396e-314,2.173085491e-314,2.1730854593e-314,2.1730854277e-314,2.173087799e-314,2.1730877676e-314,2.1730896016e-314,2.17308957e-314,2.173089412e-314,2.173089317e-314
0.11,2.173088969e-314,2.173089064e-314,2.1730892854e-314,2.1730895067e-314,2.1730896964e-314,2.173089665e-314,2.1730895383e-314,2.1730893486e-314,2.1730890957e-314,2.1730894435e-314,2.173087072e-314,2.1730870404e-314,2.1730870087e-314,2.173086977e-314,2.1730869455e-314,2.173086914e-314,2.1730858704e-314,2.173085902e-314,2.1730859336e-314,2.1730859653e-314,2.173085997e-314,2.1730860285e-314,2.17308606e-314,2.173083973e-314,2.173084005e-314,2.1730840364e-314,2.173084068e-314,2.1730840997e-314,2.1730841313e-314
0.12,2.173084163e-314,2.1730841945e-314,2.1730862815e-314,2.173086313e-314,2.1730863447e-314,2.1730863763e-314,2.173087673e-314,2.173085586e-314,2.1730856174e-314,2.173085649e-314,2.1730866925e-314,2.1730825187e-314,2.1730825503e-314,2.173082582e-314,2.1730826135e-314,2.173082645e-314,2.173082677e-314,2.1730827084e-314,2.17308274e-314,2.1730827716e-314,2.173082803e-314,2.173082835e-314,2.1730828665e-314,2.1730868823e-314,2.1730868506e-314,2.173086819e-314,2.1730867874e-314,2.173086756e-314,2.173086724e-314
0.13,2.173086661e-314,2.1730884633e-314,2.173088495e-314,2.1730885265e-314,2.1730884e-314,2.173083246e-314,2.1730831827e-314,2.173083151e-314,2.1730831194e-314,2.173083088e-314,2.1730832143e-314,2.1730832775e-314,2.173083309e-314,2.173083341e-314,2.1730857755e-314,2.173083404e-314,2.173085807e-314,2.1730853645e-314,2.1730857123e-314,2.17308489e-314,2.173084637e-314,2.173088748e-314,2.1730887795e-314,2.1730886846e-314,2.173088716e-314,2.173088653e-314,2.173083056e-314,2.173088558e-314,2.173082898e-314
0.14,2.1730829297e-314,2.1730829613e-314,2.173082993e-314,2.1730830246e-314,2.173088337e-314,2.1730884316e-314,2.173087578e-314,2.1730875463e-314,2.1730875147e-314,2.173087483e-314,2.1730874514e-314,2.17308742e-314,2.173087388e-314,2.1730837835e-314,2.173083815e-314,2.1730838467e-314,2.1730838783e-314,2.17308391e-314,2.1730850483e-314,2.17308508e-314,2.1730851115e-314,2.173085143e-314,2.173085175e-314,2.1730852064e-314,2.173085238e-314,2.1730852696e-314,2.173085301e-314,2.1730847953e-314,2.1800323227e-314
0.15,2.18003188e-314,2.180032133e-314,2.1800317535e-314,2.180032449e-314,2.180032196e-314,2.1800316903e-314,2.180031785e-314,2.180032386e-314,2.180031627e-314,2.1800315954e-314,2.180031564e-314,2.180031532e-314,2.1800315006e-314,2.180031469e-314,2.1800314373e-314,2.1800314057e-314,2.180031374e-314,2.1800313425e-314,2.180031311e-314,2.180031279e-314,2.1800312476e-314,2.180031216e-314,2.1800311844e-314,2.180031153e-314,2.180031121e-314,2.1800310895e-314,2.180031058e-314,2.1800310263e-314,2.1800309947e-314
0.16,2.180030963e-314,2.1800309314e-314,2.1800305836e-314,2.180030552e-314,2.1800305204e-314,2.1800304887e-314,2.180030457e-314,2.1800304255e-314,2.1800303306e-314,2.180030299e-314,2.1800302674e-314,2.180030236e-314,2.180030204e-314,2.1800300144e-314,2.180029983e-314,2.180029951e-314,2.1800299196e-314,2.180029888e-314,2.1800298563e-314,2.1800298247e-314,2.180029793e-314,2.180029477e-314,2.1800294453e-314,2.1800294137e-314,2.180029382e-314,2.1800293504e-314,2.180029319e-314,2.180029287e-314,2.1800292556e-314
0.17,2.180029224e-314,2.1800291923e-314,2.1800291607e-314,2.180029129e-314,2.1800290975e-314,2.1800290026e-314,2.180028971e-314,2.1800289394e-314,2.1800289077e-314,2.180028876e-314,2.1800288445e-314,2.180028813e-314,2.1800287813e-314,2.1800287496e-314,2.180028718e-314,2.1800286864e-314,2.180028655e-314,2.180028623e-314,2.1800285915e-314,2.1800344096e-314,2.1800345677e-314,2.1800352634e-314,2.1800344413e-314,2.1800341883e-314,2.1800342515e-314,2.1800345994e-314,2.1800351053e-314,2.1800348207e-314,2.180034473e-314
0.18,2.1800345045e-314,2.180027295e-314,2.1800273267e-314,2.1800273583e-314,2.18002739e-314,2.1800274216e-314,2.180027453e-314,2.180027485e-314,2.1800275164e-314,2.180027548e-314,2.1800275797e-314,2.1800320698e-314,2.1800341567e-314,2.180034315e-314,2.180030615e-314,2.180030647e-314,2.180033366e-314,2.1800334294e-314,2.1800309e-314,2.180032038e-314,2.1800321014e-314,2.1800320065e-314,2.180031975e-314,2.1800319433e-314,2.1800276113e-314,2.1800319117e-314,2.1800276745e-314,2.180027643e-314,2.180029034e-314
0.19,2.180029066e-314,2.180032639e-314,2.1800326073e-314,2.180032291e-314,2.1800316587e-314,2.1800318484e-314,2.1800325124e-314,2.180032481e-314,2.180032734e-314,2.180032702e-314,2.1800323543e-314,2.1800324176e-314,2.180034062e-314,2.180034536e-314,2.180035042e-314,2.180033651e-314,2.1800336824e-314,2.1800334927e-314,2.1800335243e-314,2.180032892e-314,2.18003305e-314,2.180032955e-314,2.1800332713e-314,2.180033556e-314,2.1800335875e-314,2.180030394e-314,2.1800303623e-314,2.1800278326e-314,2.180027801e-314
0.2,2.1800277694e-314,2.1800278643e-314,2.180027738e-314,2.180027706e-314,2.1800272635e-314,2.180027232e-314,2.180033303e-314,2.180031722e-314,2.1800325757e-314,2.180032544e-314,2.18002973e-314,2.180029698e-314,2.1800296666e-314,2.1800297615e-314,2.180029635e-314,2.1800296034e-314,2.180029572e-314,2.18002954e-314,2.1800295085e-314,2.180033714e-314,2.1800332397e-314,2.180033208e-314,2.1800308366e-314,2.180030805e-314,2.1800307733e-314,2.180030868e-314,2.1800307417e-314,2.18003071e-314,2.1800306785e-314
0.21,2.174793298e-314,2.1747933297e-314,2.1747978513e-314,2.174792065e-314,2.1747920965e-314,2.174792128e-314,2.1747921597e-314,2.1747921913e-314,2.174792223e-314,2.1747922546e-314,2.174792286e-314,2.174792318e-314,2.1747923494e-314,2.174792381e-314,2.1747924127e-314,2.1747924443e-314,2.174792476e-314,2.1747925075e-314,2.174792539e-314,2.1747926024e-314,2.174794057e-314,2.1747940885e-314,2.17479412e-314,2.174794152e-314,2.1747941834e-314,2.174794215e-314,2.1747942466e-314,2.1747942783e-314,2.17479431e-314
0.22,2.1747943415e-314,2.174794373e-314,2.1747944047e-314,2.1747944364e-314,2.174794468e-314,2.1747944996e-314,2.174794531e-314,2.174794563e-314,2.1747945945e-314,2.174794626e-314,2.1747946577e-314,2.1747956696e-314,2.174795701e-314,2.174795733e-314,2.1747957644e-314,2.174795796e-314,2.1747958277e-314,2.1747958593e-314,2.174796112e-314,2.174796144e-314,2.1747961755e-314,2.174796207e-314,2.1747962387e-314,2.1747962703e-314,2.174796302e-314,2.1747971873e-314,2.1747971557e-314,2.174797124e-314,2.1747970925e-314
0.23,2.174797061e-314,2.174797029e-314,2.1747966814e-314,2.174796713e-314,2.17479665e-314,2.174796618e-314,2.174796555e-314,2.1747965865e-314,2.1747965233e-314,2.1747964917e-314,2.1747915273e-314,2.1747960806e-314,2.174796049e-314,2.1747960174e-314,2.1747959858e-314,2.174795891e-314,2.174795954e-314,2.1747959225e-314,2.1747926656e-314,2.174792634e-314,2.174790136e-314,2.174790231e-314,2.1747903257e-314,2.174791053e-314,2.174791306e-314,2.174791559e-314,2.17479197e-314,2.1747918435e-314,2.1747914324e-314
0.24,2.1747913376e-314,2.1747911795e-314,2.1747912427e-314,2.174791464e-314,2.174791401e-314,2.174790294e-314,2.174793393e-314,2.1747933613e-314,2.1747932664e-314,2.174793235e-314,2.174793203e-314,2.1747931716e-314,2.17479295e-314,2.1747929186e-314,2.174792887e-314,2.174792033e-314,2.1747920016e-314,2.174791875e-314,2.1747919384e-314,2.1747917486e-314,2.174791717e-314,2.174791622e-314,2.1747914957e-314,2.174791369e-314,2.1747916854e-314,2.174791148e-314,2.174791116e-314,2.1747915905e-314,2.1747910846e-314
0.25,2.174791211e-314,2.1747938356e-314,2.174793804e-314,2.1747937723e-314,2.1747937407e-314,2.174793646e-314,2.174793614e-314,2.1747935826e-314,2.174793551e-314,2.1747935194e-314,2.174793488e-314,2.174793456e-314,2.1747934245e-314,2.1747928554e-314,2.1747928237e-314,2.174792792e-314,2.1747927605e-314,2.174792729e-314,2.1747926973e-314,2.174797946e-314,2.1747974403e-314,2.1747955747e-314,2.17479548e-314,2.174795385e-314,2.174797314e-314,2.174793899e-314,2.1747939304e-314,2.174793867e-314,2.174793962e-314
0.26,2.1747939937e-314,2.1747940253e-314,2.174790737e-314,2.1747963336e-314,2.174796365e-314,2.174796397e-314,2.1747964284e-314,2.17479646e-314,2.174791654e-314,2.1747936775e-314,2.174793709e-314,2.1747917803e-314,2.1747953533e-314,2.174791812e-314,2.174797472e-314,2.1747973454e-314,2.174792571e-314,2.174790389e-314,2.174790041e-314,2.1747900095e-314,2.1747902625e-314,2.1747901993e-314,2.174790547e-314,2.174790642e-314,2.1747979146e-314,2.1747930135e-314,2.174792982e-314,2.174793045e-314,2.1747930767e-314
0.27,2.1747931083e-314,2.17479314e-314,2.1733361443e-314,2.1733361127e-314,2.1733402865e-314,2.173339085e-314,2.1733338676e-314,2.1733338044e-314,2.173340097e-314,2.173340413e-314,2.1733401284e-314,2.173334152e-314,2.1733363973e-314,2.173336081e-314,2.1733363024e-314,2.1733360494e-314,2.173338073e-314,2.1733363656e-314,2.173336334e-314,2.1733399703e-314,2.173339907e-314,2.1733398755e-314,2.173339844e-314,2.1733390534e-314,2.173339243e-314,2.1733392115e-314,2.17333918e-314,2.173339148e-314,2.1733394644e-314
0.28,2.173339496e-314,2.1733393063e-314,2.173339338e-314,2.173333994e-314,2.17334016e-314,2.173333741e-314,2.173333678e-314,2.173338674e-314,2.173335417e-314,2.1733352273e-314,2.1733345317e-314,2.1733335514e-314,2.1733354803e-314,2.1733336463e-314,2.1733334566e-314,2.1733336147e-314,2.173333488e-314,2.173333425e-314,2.1733333933e-314,2.1733404763e-314,2.1733333617e-314,2.173332856e-314,2.1733328874e-314,2.173332919e-314,2.1733329507e-314,2.1733329823e-314,2.173333014e-314,2.1733330455e-314,2.1733332036e-314
0.29,2.173333235e-314,2.173340508e-314,2.1733405395e-314,2.173340571e-314,2.1733406027e-314,2.1733406344e-314,2.173340666e-314,2.1733406976e-314,2.173334342e-314,2.1733343103e-314,2.1733342787e-314,2.1733392747e-314,2.173340065e-314,2.1733352906e-314,2.173338769e-314,2.173338737e-314,2.1733340574e-314,2.173337346e-314,2.173334753e-314,2.173335733e-314,2.1733374723e-314,2.173335828e-314,2.173336018e-314,2.173335986e-314,2.1733358913e-314,2.1733359546e-314,2.173335923e-314,2.173339686e-314,2.1733397174e-314
0.3,2.173340002e-314,2.173339749e-314,2.1733397806e-314,2.173339812e-314,2.173336429e-314,2.1733364605e-314,2.1733386423e-314,2.173338579e-314,2.1733382945e-314,2.1733385474e-314,2.173338421e-314,2.173338231e-314,2.1733391166e-314,2.173336176e-314,2.173335322e-314,2.1733353854e-314,2.1733402233e-314,2.17333333e-314,2.1733351957e-314,2.173335164e-314,2.173335006e-314,2.1733351325e-314,2.173335101e-314,2.1733350376e-314,2.1733349743e-314,2.1733349427e-314,2.173334911e-314,2.1733381047e-314,2.1733381364e-314
0.31,2.173338168e-314,2.1733381996e-314,2.1733408873e-314,2.1733408557e-314,2.173340824e-314,2.173336745e-314,2.1733367767e-314,2.1733368083e-314,2.17333684e-314,2.1733368716e-314,2.173336903e-314,2.173336935e-314,2.1733369664e-314,2.173336998e-314,2.1733370297e-314,2.1733370613e-314,2.173337093e-314,2.1733371245e-314,2.173337156e-314,2.173337188e-314,2.1733372194e-314,2.173337251e-314,2.1733372826e-314,2.173337314e-314,2.173337409e-314,2.1733374407e-314,2.173337504e-314,2.1733375356e-314,2.173334247e-314
0.32,2.173333267e-314,2.173334437e-314,2.1733347846e-314,2.1733348162e-314,2.1733383577e-314,2.173338927e-314,2.1733389585e-314,2.17333899e-314,2.1733390217e-314,2.173340255e-314,2.1733393696e-314,2.173339401e-314,2.1733367135e-314,2.173336682e-314,2.17333665e-314,2.1733366186e-314,2.173336587e-314,2.1733365554e-314,2.1733365237e-314,2.173336492e-314,2.173334184e-314,2.1733388953e-314,2.17333801e-314,2.1733379783e-314,2.173333773e-314,2.1733407925e-314,2.173340761e-314,2.173339591e-314,2.1733395593e-314
0.33,2.173335765e-314,2.173334089e-314,2.1733376304e-314,2.1733341206e-314,2.1733342155e-314,2.1733378834e-314,2.1733379466e-314,2.173337915e-314,2.174902451e-314,2.174902356e-314,2.1749026723e-314,2.1749022612e-314,2.1749022296e-314,2.174902198e-314,2.1749024826e-314,2.1749021664e-314,2.174902135e-314,2.174902103e-314,2.1749020715e-314,2.17490204e-314,2.1749020083e-314,2.1749019767e-314,2.174901945e-314,2.1749019134e-314,2.174901882e-314,2.1748951467e-314,2.1748951783e-314,2.17489521e-314,2.1748952416e-314
0.34,2.174895273e-314,2.174895305e-314,2.1748953364e-314,2.174895368e-314,2.1748953997e-314,2.1748954313e-314,2.174895463e-314,2.1748954945e-314,2.174895526e-314,2.1748955894e-314,2.174895621e-314,2.1748956526e-314,2.1748956842e-314,2.174895716e-314,2.1748957475e-314,2.174895779e-314,2.1748958107e-314,2.1748958423e-314,2.174895874e-314,2.1748959056e-314,2.174895937e-314,2.174895969e-314,2.1748960004e-314,2.174896032e-314,2.1748960637e-314,2.1748960953e-314,2.174896127e-314,2.1748961586e-314,2.17489619e-314
0.35000000000000003,2.174896222e-314,2.1748962534e-314,2.174896285e-314,2.1748963167e-314,2.1748963483e-314,2.17489638e-314,2.1748964115e-314,2.174896443e-314,2.1748964748e-314,2.1748986565e-314,2.174901629e-314,2.174901597e-314,2.1749015656e-314,2.174901534e-314,2.1749015024e-314,2.1749014707e-314,2.174901439e-314,2.1749014075e-314,2.174901376e-314,2.174901218e-314,2.174901186e-314,2.1749011545e-314,2.174901123e-314,2.1749010913e-314,2.1749010597e-314,2.174901028e-314,2.1749009964e-314,2.174900965e-314,2.174900933e-314
0.36,2.1749009016e-314,2.17490087e-314,2.1749008383e-314,2.1749008067e-314,2.174900775e-314,2.1749007435e-314,2.174900712e-314,2.17490068e-314,2.1749006486e-314,2.174900617e-314,2.1749005854e-314,2.174900554e-314,2.174900522e-314,2.1749004905e-314,2.174900459e-314,2.1749004273e-314,2.1749003957e-314,2.174900364e-314,2.1749003324e-314,2.174900301e-314,2.174900269e-314,2.1749002376e-314,2.174900206e-314,2.1749001743e-314,2.1749001427e-314,2.174900111e-314,2.1749000795e-314,2.174900048e-314,2.174900016e-314
0.37,2.1748999846e-314,2.174899953e-314,2.1748999214e-314,2.1748998897e-314,2.174899858e-314,2.1748998265e-314,2.174899795e-314,2.1748997633e-314,2.1748997316e-314,2.1748997e-314,2.1748996684e-314,2.174895558e-314,2.1749016605e-314,2.174901692e-314,2.1749017237e-314,2.1749017553e-314,2.17490185e-314,2.174901787e-314,2.1749018186e-314,2.174896633e-314,2.174896601e-314,2.174903178e-314,2.174902546e-314,2.174902293e-314,2.1749023877e-314,2.174902704e-314,2.1749028937e-314,2.174902514e-314,2.1749026407e-314
0.38,2.1749024194e-314,2.174902609e-314,2.1749030834e-314,2.174896949e-314,2.174896886e-314,2.1748969174e-314,2.174896854e-314,2.1748968226e-314,2.174896791e-314,2.1748967593e-314,2.1749012494e-314,2.174901281e-314,2.1749013126e-314,2.1749013443e-314,2.1334012213e-314,2.173620916e-314,2.173623983e-314,2.173624078e-314,2.173624046e-314,2.1736239514e-314,2.173624141e-314,2.173617248e-314,2.173620315e-314,2.173616426e-314,2.173617153e-314,2.17362041e-314,2.173621833e-314,2.173616552e-314,2.1736241727e-314
0.39,2.173621896e-314,2.1736168684e-314,2.173619967e-314,2.173616394e-314,2.1736241095e-314,2.1736206312e-314,2.173619809e-314,2.173619746e-314,2.173617469e-314,2.1736171846e-314,2.173619493e-314,2.1736216747e-314,2.1736170265e-314,2.1736162677e-314,2.173213015e-314,2.173213047e-314,2.1732130785e-314,2.173211434e-314,2.1732178847e-314,2.173213458e-314,2.1732133947e-314,2.173212952e-314,2.17321311e-314,2.173214596e-314,2.1732134895e-314,2.173213205e-314,2.1732147543e-314,2.1732134263e-314,2.1732147227e-314
0.4,2.1732131417e-314,2.1732129836e-314,2.173212383e-314,2.173212351e-314,2.1732123196e-314,2.173212288e-314,2.1732122563e-314,2.173212193e-314,2.1732121615e-314,2.17321213e-314,2.173211719e-314,2.1732119085e-314,2.173211877e-314,2.1732118453e-314,2.1732118137e-314,2.173211782e-314,2.1732117504e-314,2.173213268e-314,2.173214438e-314,2.17321896e-314,2.173219181e-314,2.173212794e-314,2.1732116556e-314,2.1732122247e-314,2.173212446e-314,2.1732128255e-314,2.1732131733e-314,2.173213521e-314,2.17321447e-314
0.41000000000000003,2.173211466e-314,2.1732114975e-314,2.173211624e-314,2.1732115923e-314,2.1732115607e-314,2.173211529e-314,2.17321194e-314,2.173211972e-314,2.1732120034e-314,2.173212035e-314,2.1732128888e-314,2.1732168097e-314,2.1732144065e-314,2.1732120982e-314,2.1732145014e-314,2.1732125726e-314,2.173214533e-314,2.1732190863e-314,2.1732194025e-314,2.173219371e-314,2.1732120666e-314,2.1732133e-314,2.1732133314e-314,2.173211687e-314,2.1732124144e-314,2.1732168413e-314,2.173212857e-314,2.1732060904e-314,2.1732057426e-314
0.42,2.173205774e-314,2.173205806e-314,2.1732058374e-314,2.1732059007e-314,2.173205869e-314,2.173207956e-314,2.1732079876e-314,2.173208019e-314,2.173208051e-314,2.1732080825e-314,2.173208114e-314,2.1732081773e-314,2.173208304e-314,2.173208936e-314,2.173208873e-314,2.1732083987e-314,2.173208209e-314,2.1732093473e-314,2.1732089995e-314,2.1732083354e-314,2.173209126e-314,2.1732090627e-314,2.17320745e-314,2.173205711e-314,2.1732056793e-314,2.1732056477e-314,2.173205616e-314,2.1732055845e-314,2.173205553e-314
0.43,2.173205521e-314,2.173205205e-314,2.17320511e-314,2.173204478e-314,2.173204446e-314,2.1732044145e-314,2.173204383e-314,2.1732040983e-314,2.1732040667e-314,2.173203719e-314,2.173203624e-314,2.1732035924e-314,2.173203561e-314,2.173203529e-314,2.1732034976e-314,2.173203466e-314,2.1732034343e-314,2.1732034027e-314,2.173203371e-314,2.1732033395e-314,2.1732081457e-314,2.173204636e-314,2.1732046675e-314,2.173204699e-314,2.1732047307e-314,2.1732047624e-314,2.173204794e-314,2.1732048256e-314,2.1732050153e-314
0.44,2.173204857e-314,2.1732049205e-314,2.1732049837e-314,2.1732070706e-314,2.1732071023e-314,2.173209379e-314,2.173209474e-314,2.1732095054e-314,2.1732092524e-314,2.1732093157e-314,2.1732069125e-314,2.173206944e-314,2.173206976e-314,2.173203877e-314,2.1732038454e-314,2.1732064066e-314,2.173206375e-314,2.1732063434e-314,2.1732039086e-314,2.17320394e-314,2.173203972e-314,2.1732040035e-314,2.173204035e-314,2.173209537e-314,2.173209284e-314,2.173208968e-314,2.173209189e-314,2.1732067544e-314,2.1732066596e-314
0.45,2.173207292e-314,2.1732065963e-314,2.173208778e-314,2.1732090943e-314,2.1732088414e-314,2.1732099165e-314,2.173211023e-314,2.1732073236e-314,2.17320647e-314,2.173206533e-314,2.173206438e-314,2.173203814e-314,2.1732065015e-314,2.1732099797e-314,2.1732094105e-314,2.173209031e-314,2.1732109915e-314,2.1732037505e-314,2.1732097584e-314,2.173206628e-314,2.1732075133e-314,2.1732074817e-314,2.173207387e-314,2.173205142e-314,2.173205964e-314,2.1732059955e-314,2.1732061853e-314,2.173206217e-314,2.1732062485e-314
0.46,2.17320628e-314,2.1732052367e-314,2.1732052683e-314,2.1732053e-314,2.1732053315e-314,2.173205363e-314,2.1732054896e-314,2.1732046043e-314,2.1732045726e-314,2.173211371e-314,2.1732050786e-314,2.1732054264e-314,2.173205047e-314,2.173205395e-314,2.175010339e-314,2.175016189e-314,2.175014829e-314,2.175012331e-314,2.1750122995e-314,2.175012363e-314,2.1750122047e-314,2.175012173e-314,2.1750121414e-314,2.17501211e-314,2.175015936e-314,2.175016252e-314,2.175010687e-314,2.1750106553e-314,2.1750106237e-314
0.47000000000000003,2.175010592e-314,2.175010497e-314,2.1750108766e-314,2.1750109083e-314,2.17501094e-314,2.1750109715e-314,2.175011003e-314,2.1750110347e-314,2.1750110664e-314,2.175015525e-314,2.175011825e-314,2.175011762e-314,2.1750098964e-314,2.175014608e-314,2.1750143865e-314,2.1750144813e-314,2.175014323e-314,2.175014671e-314,2.1750144497e-314,2.17501426e-314,2.1750142284e-314,2.175014513e-314,2.175014197e-314,2.175014165e-314,2.1750141335e-314,2.175014102e-314,2.1750140703e-314,2.1750140387e-314,2.175014007e-314
0.48,2.1750139754e-314,2.175013944e-314,2.175013912e-314,2.1750138806e-314,2.175013849e-314,2.1750138173e-314,2.1750137857e-314,2.175013754e-314,2.175013659e-314,2.1750136276e-314,2.175013596e-314,2.1750135644e-314,2.1750135327e-314,2.175013501e-314,2.1750134695e-314,2.175013438e-314,2.1750133746e-314,2.175013343e-314,2.1750133114e-314,2.17501328e-314,2.1750131533e-314,2.1750131217e-314,2.17501309e-314,2.175012679e-314,2.1750126474e-314,2.1750125525e-314,2.175012521e-314,2.1750124893e-314,2.1750124577e-314
