t,A,C,DA,DAp,DR,DRP,MA,MR,R
0.42,307.6192779080792,9.78366684109151,0.1414817470475825,0.8585182529524176,0.49512339779088715,1.5048766022091127,37.38165933999736,14.692004546739554,0.13522341110622693
0.43,322.4372053895101,10.53478583583302,0.13573617506225102,0.8642638249377489,0.47748476467129936,1.5225152353287004,37.98924561862059,15.373786614629617,0.1354559854648301
0.44,337.36124470131097,11.320098297447297,0.13040467327975663,0.8695953267202431,0.46094890633537294,1.5390510936646273,38.56270145128155,16.06068516756575,0.13571402153507678
0.45,352.373033918764,12.139846076836797,0.12545012623216228,0.8745498737678375,0.44543509649355073,1.5545649035064497,39.10358510426138,16.752144750858882,0.13599755843492234
0.46,367.45523109745614,12.99424408562536,0.12083916762223215,0.8791608323777678,0.43086837678923423,1.569131623210766,39.613454776808666,17.44765229769061,0.13630651454652778
0.47000000000000003,382.5914614011088,13.88348277563657,0.11654178810228738,0.8834582118977123,0.41717936111791865,1.5828206388820818,40.093856622726506,18.14673299351892,0.13664071962864496
0.48,397.76630096326016,14.807729889802228,0.1125309846198353,0.8874690153801644,0.4043039366917051,1.5956960633082953,40.546311905177795,18.84894752781257,0.13699992592562713
0.49,412.96525634495475,15.767132087027225,0.10878244081145479,0.8912175591885446,0.3921829565912629,1.6078170434087369,40.97230665534198,19.553889542850545,0.13738382280633443
0.5,428.17473158234344,16.761816535251914,0.10527423600911587,0.8947257639908834,0.38076190609291477,1.6192380939070852,41.373284384291395,20.261183010763535,0.13779204962765082
0.51,443.381995278672,17.791892350779875,0.10198658970252816,0.8980134102974713,0.3699905795460232,1.630009420453977,41.750640393189734,20.970479867616298,0.13822420689932238
0.52,458.5751462664679,18.857451923598216,0.09890163414912712,0.9010983658508722,0.35982276514981987,1.6401772348501802,42.10571758635518,21.68145783264952,0.1386798658767493
0.53,473.7430755864133,19.958572156934228,0.09600320864576677,0.9039967913542323,0.3502159327740957,1.6497840672259043,42.43980387602511,22.39381832781094,0.13915857675888632
0.54,488.87543025304416,21.095315591385813,0.09327667977871756,0.9067233202212817,0.341130945605719,1.658869054394281,42.754130401763696,23.107284621676406,0.13965987564912757
0.55,503.9625757027361,22.26773144938194,0.09070878019408286,0.9092912198059163,0.3325317847080835,1.6674682152919167,43.04987077458136,23.821600091548245,0.14018329043396505
0.56,518.9955585694026,23.47585659613145,0.0882874654445346,0.9117125345554649,0.32438529177320363,1.6756147082267967,43.328141042295236,24.5365266281888,0.14072834567581893
0.5700000000000001,533.9660704589755,24.719716423458056,0.08600178736109343,0.9139982126389061,0.31666093164627374,1.6833390683537262,43.59000018607547,25.25184318271451,0.1412945666918867
0.58,548.866412186028,25.99932566589983,0.08384178111597144,0.9161582188840279,0.30933057153893234,1.6906694284610677,43.8364511259505,25.96734442512102,0.1418814828968896
0.59,563.6894593826637,27.3146891527345,0.08179836528705357,0.9182016347129457,0.3023682789044947,1.6976317210955056,44.068442042065215,26.682839524240812,0.14248863054481262
0.6,578.4286287419735,28.665802501978042,0.07986325235061266,0.9201367476493867,0.2957501339343258,1.704249866065675,44.286868043180306,27.398151016552447,0.14311555490256517
0.61,593.0778463471535,30.05265276171497,0.07802887003002328,0.9219711299699762,0.2894540606446621,1.7105459393553393,44.49257292881793,28.1131137916666,0.14376181202907246
0.62,607.6315164601194,31.475219001858093,0.07628829022353485,0.9237117097764646,0.2834596693413309,1.7165403306586706,44.68635121686533,28.82757414078638,0.144426970107702
0.63,622.0844922000799,32.93347286143938,0.07463516624784144,0.9253648337521576,0.2777481144456089,1.7222518855543925,44.868950198622315,29.541388898154587,0.14511061048612306
0.64,636.4320474604127,34.4273790545866,0.0730636766811737,0.926936323318825,0.27230196425875974,1.7276980357412408,45.04107207259408,30.254424650508554,0.1458123284345154
0.65,650.6698503986381,35.956895840759515,0.07156847541924842,0.9284315245807505,0.26710508282596745,1.732894917174033,45.20337607545777,30.96655701759307,0.14653173368915556
0.66,664.793937964392,37.52197545729986,0.0701446466238249,0.9298553533761739,0.2621425210397761,1.7378574789602246,45.356480663254715,31.67766998293382,0.1472684507720934
0.67,678.8006920976734,39.1225645231052,0.06878766475749527,0.9312123352425032,0.2574004184918576,1.7425995815081432,45.50096562223122,32.387655288325206,0.14802211918035832
0.68,692.6868171107781,40.758604412005745,0.06749335862079393,0.9325066413792048,0.25286591357977695,1.7471340864202234,45.637374161016815,33.096411874244936,0.1487923934322933
0.6900000000000001,706.4493183683134,42.43003159929339,0.06625787909827449,0.9337421209017238,0.24852706161354807,1.7514729383864522,45.7662149482798,33.80384536610534,0.14957894300509178
0.7000000000000001,720.0854822642259,44.13677798504621,0.06507767026601374,0.9349223297339845,0.24437276041780098,1.7556272395821986,45.88796407770849,34.509867603833335,0.15038145219264829
0.71,733.5928573316497,45.87877119386884,0.06394944334497847,0.9360505566550196,0.24039268230116512,1.759607317698835,46.00306697259317,35.214396207496065,0.15119961988695926
0.72,746.9692364918058,47.655934853281366,0.06287015324538907,0.9371298467546093,0.2365772119919573,1.7634227880080422,46.11194021632088,35.91735417724474,0.15203315930251304
0.73,760.2126404160783,49.46818885336591,0.06183697745425086,0.9381630225457476,0.23291739010471676,1.7670826098952832,46.214973300394924,36.618669525483405,0.152881797659763
0.74,773.3213019794674,51.315449591887926,0.06084729707079089,0.9391527029292077,0.2294048618173869,1.7705951381826126,46.31253028005256,37.31827494000986,0.1537452758440975
0.75,786.2936515572544,53.197630196358894,0.05989867947299255,0.9401013205270061,0.22603182935881666,1.773968170641183,46.40495137799423,38.016107468021566,0.15462334801934624
0.76,799.1283034063517,55.11464073849167,0.058988862857347925,0.9410111371426506,0.2227910092919005,1.777208990708099,46.492554475634904,38.712108229979435,0.15551578124673437
0.77,811.8240428302292,57.06638842977661,0.05811574210119594,0.9418842578988026,0.21967559301193504,1.7803244069880646,46.57563654524039,39.40622215159872,0.15642235507748764
0.78,824.3798142132115,59.05277780601716,0.05727735599796682,0.9427226440020314,0.21667921077280594,1.7833207892271927,46.654474996176916,40.09839771735523,0.15734286114441315
0.79,836.7947098463782,61.07371090137205,0.05647187569547478,0.9435281243045234,0.21379589882963937,1.786204101170359,46.729328942223255,40.788586742922824,0.1582771027539582
0.8,849.0679594520759,63.12908740658846,0.05569759410845438,0.9443024058915436,0.21102006906544263,1.788979930934556,46.800440407223526,41.47674416223877,0.15922489446982727
0.81,861.198920461907,65.2188048245316,0.05495291641543236,0.9450470835845658,0.2083464815631347,1.7916535184368636,46.868035441414285,42.1628278334524,0.1601860617148271
0.8200000000000001,873.1870688914044,67.34275860913242,0.05423635129024339,0.9457636487097547,0.20577021906321236,1.7942297809367855,46.932325186877264,42.846798355859576,0.16116044036545119
0.8300000000000001,885.0319908568529,69.50084229984044,0.053546502977953304,0.9464534970220451,0.20328666374062976,1.7967133362593684,46.993506867835016,43.52861890174435,0.16214787636224814
0.84,896.7333746529666,71.69294764577214,0.05288206403438688,0.9471179359656116,0.2008914757699259,1.7991085242300722,47.05176472338901,44.20825505936238,0.16314822532584236
0.85,908.2910033725253,73.91896472422818,0.05224180871811108,0.9477581912818875,0.1985805736976704,1.801419426302328,47.10727087793211,44.885674687566315,0.16416135218599798
0.86,919.7047480223339,76.17878205112544,0.051624586935348646,0.9483754130646502,0.1963501163405982,1.8036498836594002,47.16018615773905,45.56084778017797,0.16518713082014394
0.87,930.9745611088347,78.47228668383175,0.05102931868962787,0.9489706813103709,0.19419648609045304,1.8058035139095454,47.21066085584283,46.23374633947659,0.16622544370264825
0.88,942.1004706639899,80.79936431945819,0.050454989012919144,0.9495450109870799,0.19211627358510416,1.807883726414894,47.258835444613126,46.904344258730134,0.16727618156801488
0.89,953.082574678086,83.15989938729722,0.04990064331451818,0.950099356685481,0.1901062635651801,1.8098937364348178,47.30484124174777,47.572617212569114,0.16833924308597653
0.9,963.9210359145986,85.55377513526395,0.04936538310630648,0.9506346168936927,0.18816342180517398,1.8118365781948234,47.34880103273577,48.23854255453865,0.16941453454836325
0.91,974.616077080131,87.98087371215787,0.04884836208123559,0.9511516379187636,0.1862848830658199,1.8137151169341774,47.390829650809216,48.90209922157484,0.17050196956900937
0.92,985.1679763295272,90.44107624383872,0.04834878249737393,0.9516512175026252,0.18446793992842947,1.8155320600715688,47.431034519119585,49.563267644492925,0.1716014687949655
0.93,995.5770630764175,92.93426290699583,0.04786589186246482,0.9521341081375339,0.18271003251331885,1.81728996748668,47.46951615441637,50.22202966459697,0.17271295963121286
0.9400000000000001,1005.8437140956822,95.4603129973222,0.04739897986962199,0.9526010201303772,0.1810087389316769,1.8189912610683219,47.50636863775715,50.878368455393925,0.17383637597627635
0.9500000000000001,1015.9683498886308,98.01910499571838,0.0469473755818785,0.9530526244181207,0.1793617664779612,1.8206382335220381,47.54168005167761,51.53226844951909,0.17497165797047162
0.96,1025.951431308806,100.61051662797304,0.046510444818106324,0.9534895551818933,0.17776694341387764,1.8222330565861218,47.57553288941049,52.18371526988958,0.1761187517540983
0.97,1035.7934564107802,103.23442492403046,0.04608758775394859,0.9539124122460514,0.17622221140218866,1.8237777885978104,47.6080044338687,52.832695665507245,0.17727760923811162
0.98,1045.4949575200842,105.89070627283017,0.04567823669687729,0.9543217633031227,0.17472561846077295,1.8252743815392265,47.63916711137462,53.4791974510508,0.17844818788487818
0.99,1055.05650133915,108.57923589192964,0.045281853012069335,0.9547181469879306,0.17327530895753535,1.8267246910424635,47.66908910716245,54.123209404221534,0.1796304498593008
1.0,1064.4786811650756,111.29988904007207,0.04489793081166947,0.9551020691883307,0.1718695365385128,1.828130463461486,47.6978340108903,54.76472131287343,0.1808243621490877
1.01,1073.7621060195875,114.05254257149299,0.044525982319891966,0.955474017680108,0.17050661481788026,1.8294933851821185,47.725460596748,55.40372402168344,0.18202990223369006
1.02,1082.907428839327,116.83706899201444,0.04416555196372035,0.9558344480362796,0.1691849655563373,1.8308150344436613,47.752025816405975,56.040208943483655,0.18324704406638884
1.03,1091.915314326271,119.65334249007562,0.043816204295141034,0.9561837957048596,0.16790307765956652,1.8320969223404318,47.77758222240127,56.67416844559546,0.18447577063989892
1.04,1100.7864486603041,122.50123666697822,0.04347752582670903,0.9565224741732922,0.1666595139870322,1.8333404860129658,47.80217929631076,57.30559564809887,0.1857160687735805
1.05,1109.5215365445065,125.38062474554894,0.0431491241196034,0.9568508758803981,0.16545290824841724,1.8345470917515805,47.825863640936284,57.93448437933856,0.18696792956823993
1.06,1118.1213018921867,128.29137960168381,0.042830626031814145,0.957169373968187,0.16428195919544092,1.8357180408045566,47.848678756269955,58.5608292411536,0.18823134804659925
1.07,1126.586483142291,131.23337389089474,0.04252167580460996,0.9574783241953909,0.1631454245042204,1.836854575495777,47.87066566429756,59.18462546945494,0.18950632326254194
1.08,1134.9178319163886,134.20648006182847,0.04222193540817498,0.9577780645918258,0.16204212189172928,1.8379578781082682,47.89186308167064,59.805868901239144,0.19079285830912626
1.09,1143.116112752903,137.2105703630525,0.04193108319275665,0.958068916807244,0.16097092466602614,1.8390290753339709,47.9123074410696,60.42455597159288,0.19209096006685983
1.1,1151.1821019174329,140.24551686639822,0.04164881223285036,0.9583511877671501,0.15993075626014727,1.8400692437398496,47.932033020384395,61.040683690732806,0.19340063889895806
1.11,1159.11658584506,143.3111915074374,0.04137482983810111,0.9586251701618995,0.15892058867957765,1.8410794113204187,47.951072133140364,61.65424960529193,0.1947219086863936
1.12,1166.9203607193751,146.40746609548458,0.04110885729123688,0.9588911427087643,0.15793944157850076,1.8420605584214949,47.96945517862755,62.265251787687916,0.19605478678402666
1.1300000000000001,1174.5942306605411,149.53421235819434,0.040850628552983374,0.9591493714470185,0.15698637800073545,1.8430136219992594,47.987210856647266,62.87368879282712,0.19739929386309807
1.1400000000000001,1182.1390068277924,152.69130196554738,0.0405998893956682,0.9594001106043343,0.15606050152915374,1.8439394984708404,48.004366276863955,63.47955963369549,0.19875545375396408
1.1500000000000001,1189.5555064487157,155.8786065550929,0.040356397037135776,0.9596436029628671,0.15516095500805047,1.8448390449919432,48.02094707146751,64.08286375593575,0.2001232934769816
1.16,1196.8445537339935,159.0959977081155,0.04011992051483074,0.9598800794851723,0.15428692182812767,1.845713078171866,48.03697728802666,64.68360106214874,0.20150284322237477
1.17,1204.006976787402,162.343347031745,0.039890237625801385,0.9601097623742016,0.1534376157163046,1.8465623842836896,48.05247975403873,65.28177183138075,0.20289413580066992
1.18,1211.0436074427669,165.62052616094545,0.0396671358581185,0.9603328641418847,0.1526122838734294,1.8473877161265653,48.06747609976857,65.87737671599325,0.20429720696646567
1.19,1217.9552817928575,168.92740675153638,0.03945041354850315,0.9605495864514999,0.15181021071853001,1.8481897892814654,48.08198668892026,66.47041675003148,0.20571209575597177
1.2,1224.7428369372424,172.26386055993729,0.03923987595416655,0.9607601240458362,0.15103070491690915,1.848969295083087,48.09603101009443,67.06089326964333,0.20713884362060778
1.21,1231.4071142145447,175.62975936912952,0.039035338085677766,0.9609646619143268,0.15027310863602328,1.8497268913639737,48.10962728372433,67.64880798714783,0.20857749486636246
1.22,1237.9489552174468,179.02497508709175,0.03883662190784208,0.961163378092167,0.14953678836851897,1.8504632116314799,48.12279294221628,68.23416289377235,0.21002809637393097
1.23,1244.3692040419457,182.44937969667552,0.038643556714150824,0.9613564432858616,0.1488211361377333,1.8511788638622664,48.13554435910895,68.81696031042121,0.2114906974060377
1.24,1250.6687051001988,185.90284531056875,0.03845597910069213,0.9615440208993213,0.14812556929041545,1.8518744307095845,48.147897109195476,69.39720283270418,0.21296534988761576
1.25,1256.8483032598806,189.38524417234223,0.03827373307825617,0.9617262669217594,0.14744953078871273,1.8525504692112877,48.15986595544626,69.97489333104899,0.21445210849965046
1.26,1262.9088433511977,192.89644867140822,0.03809666822467323,0.9619033317753444,0.14679248330758607,1.8532075166924147,48.171464903732826,70.55003493647347,0.21595103002575702
1.27,1268.8511695113111,196.43633136324055,0.0379246397519822,0.962075360248035,0.1461539094068734,1.853846090593127,48.18270728424362,71.1226310214424,0.2174621734744989
1.28,1274.6761250363506,200.00476497494057,0.03775750947158364,0.9622424905284316,0.1455333143723912,1.8544666856276086,48.19360576610582,71.69268519331975,0.2189856006011744
1.29,1280.3845522647766,203.60162241327083,0.0375951465411274,0.9624048534588885,0.14493022846703654,1.8550697715329638,48.20417237070267,72.26020128590184,0.22052137627264298
1.3,1285.9772915606766,207.226776791843,0.037437423744542224,0.9625625762554789,0.1443441953300366,1.8556558046699658,48.21441859527435,72.82518333580593,0.2220695669943087
1.31,1291.4551822084427,210.88010141640902,0.03728421352283639,0.9627157864771839,0.1437747599024206,1.8562252400975816,48.22435530390986,73.3876355986288,0.22363023880579946
1.32,1296.8190608424861,214.56146982247952,0.03713539506902696,0.9628646049309805,0.1432214898898921,1.856778510110105,48.23399291559099,73.94756250823741,0.2252034610925098
1.33,1302.0697623439264,218.27075575011196,0.036990873781310496,0.9630091262186948,0.1426840348176075,1.8573159651823887,48.24334130608775,74.50496869065844,0.22678931604841568
1.34,1307.208119211747,222.0078331850928,0.036850523581793866,0.963149476418211,0.1421619512684419,1.8578380487315538,48.25240985391185,75.05985895381501,0.2283878706815017
1.35,1312.2349610328847,225.7725763565453,0.0367142447368453,0.9632857552631585,0.14165487673142188,1.858345123268573,48.26120753051639,75.61223827189164,0.229999203970372
1.36,1317.1511142921677,229.56485976200312,0.03658193688496064,0.9634180631150432,0.14116244987171447,1.8588375501282801,48.269742866253864,76.16211178714838,0.23162339641440635
1.37,1321.957402579053,233.38455814403017,0.036453502852063155,0.9635464971479413,0.14068432004698075,1.859315679953014,48.2780240251499,76.70948478519279,0.23326052935686403
1.3800000000000001,1326.6546461094126,237.23154652148293,0.03632884976922973,0.963671150230775,0.1402201521627092,1.8597798478372856,48.286058789352616,77.25436270059366,0.2349106869042989
1.3900000000000001,1331.2436623588396,241.1057001329082,0.0362078876098297,0.963792112390175,0.13976962107456886,1.8602303789254258,48.29385466365249,77.7967510762314,0.23657395478136165
1.4000000000000001,1335.7252652677153,245.00689449895478,0.03609052983126122,0.9639094701687432,0.1393324139987066,1.8606675860012878,48.30141880367645,78.33665559172334,0.23825042089761275
1.41,1340.1002647542932,248.9350054548851,0.03597669331665189,0.9640233066833515,0.13890823027759525,1.8610917697223988,48.3087580111972,78.87408206598622,0.23994017542303875
1.42,1344.369466330499,252.88990917296462,0.03586629817233011,0.9641337018276722,0.13849678074187574,1.861503219258118,48.315878756172914,79.4090364501569,0.241643310875683
1.43,1348.5336746064713,256.87148189631876,0.035759265574360384,0.9642407344256412,0.138097779991428,1.861902220008566,48.32278742770426,79.94152472644153,0.2433599203805752
1.44,1352.59368716175,260.87960039605855,0.035655522367438276,0.9643444776325629,0.1377109627814926,1.8622890372185015,48.329489957455756,80.47155305793441,0.2450901009917259
1.45,1356.5502971021924,264.914141797855,0.03555499880827925,0.9644450011917214,0.13733607594721756,1.8626639240527771,48.33599185477733,80.99912777441439,0.24683395213448567
1.46,1360.4042943097113,268.97498344572926,0.0354576242089923,0.9645423757910047,0.13697286307981288,1.8630271369201836,48.34229861126073,81.5242552171391,0.248591573827562
1.47,1364.156463786156,273.06200305340093,0.03536333076137641,0.9646366692386142,0.13662107801556778,1.8633789219844314,48.34841539591524,82.04694185868077,0.2503630685043436
1.48,1367.8075868683468,277.17507859597106,0.03527205097890787,0.9647279490210768,0.13628047581210578,1.8637195241878957,48.35434726944979,82.56719422022087,0.2521485398117229
1.49,1371.3584403367236,281.3140883879444,0.035183725225290945,0.9648162747746926,0.1359508393922445,1.8640491606077576,48.36009905869648,83.08501891142046,0.2539480954719493
1.5,1374.8097967128397,285.4789110564032,0.035098295096838726,0.9649017049031496,0.1356319561201234,1.8643680438798769,48.36567540050101,83.60042261933707,0.2557618448405732
1.51,1378.1624238025315,289.66942557782374,0.03501570703146998,0.9649842929685223,0.13532363059226818,1.8646763694077304,48.3710807231107,84.11341210886967,0.2575899002717164
1.52,1381.4170848025337,293.885511266029,0.034935900619196464,0.9650640993807985,0.13502564306632198,1.8649743569336756,48.37631927415148,84.62399421384059,0.25943237309414874
1.53,1384.574538176077,298.12704778244836,0.03485881864119541,0.9651411813588003,0.13473778527595015,1.865262214724047,48.38139512101335,85.13217583721412,0.26128937735402086
1.54,1387.6355376741265,302.39391513264303,0.03478441294418071,0.9652155870558151,0.13445988141908782,1.8655401185809095,48.38631217876831,85.63796394293871,0.2631610321125739
1.55,1390.6008323236679,306.6859936690191,0.03471263310317741,0.9652873668968193,0.1341917473078803,1.8658082526921165,48.39107420979529,86.1413655520909,0.26504745638712207
1.56,1393.4711663880528,311.00316409317475,0.03464343048798368,0.9653565695120147,0.13393320540218207,1.8660667945978138,48.39568482984111,86.64238774042015,0.26694877182167026
1.57,1396.2472793541956,315.345307457456,0.0345767580480589,0.9654232419519411,0.1336840838147598,1.8663159161852347,48.40014751370482,87.14103763571872,0.2688651021127217
1.58,1398.929905871711,319.7123051705836,0.034512570791248844,0.9654874292087515,0.13344421804742576,1.8665557819525682,48.404465604963235,87.63732241230478,0.270796573278472
1.59,1401.5197757194826,324.10403900074306,0.03445082506212176,0.9655491749378794,0.13321344839955096,1.8667865516004425,48.4086423220176,88.13124928806586,0.27274331346478276
1.6,1404.0176138768766,328.52039106919796,0.03439147881796514,0.9656085211820369,0.13299162098591505,1.8670083790140783,48.41268074743242,88.62282553003205,0.2747054530127634
1.61,1406.4241403536994,332.96124386664275,0.03433449132687473,0.9656655086731277,0.13277858661741163,1.8672214133825817,48.41658386304779,89.11205843610647,0.27668312456223193
1.62,1408.7400703411465,337.4264802390611,0.034279823431680935,0.9657201765683217,0.1325742017894437,1.86742579821055,48.42035451936913,89.59895535087448,0.2786764629359043
1.6300000000000001,1410.9661140383791,341.91598340583346,0.034227437059034825,0.9657725629409681,0.13237832692744633,1.8676216730725477,48.42399547987502,90.08352364255909,0.28068560527852293
1.6400000000000001,1413.1029767843904,346.4296369463532,0.034177295666545565,0.9658227043334581,0.13219082795516923,1.8678091720448253,48.42750938764696,90.56577072014149,0.28271069098515866
1.6500000000000001,1415.1513589408046,350.96732481430524,0.03412936382179416,0.9658706361782101,0.1320115748157756,1.8679884251842191,48.43089880370133,91.04570401308436,0.2847518618246488
1.6600000000000001,1417.1119559709339,355.5289313286204,0.03408360740582163,0.9659163925941833,0.13184044218922708,1.8681595578107677,48.434166182497634,91.52333098406952,0.28680926185764155
1.67,1418.9854583817557,360.1143411826395,0.03403999338617789,0.9659600066138277,0.13167730868714975,1.8683226913128448,48.437313898057,91.99865911469892,0.28888303755343236
1.68,1420.7725517671813,364.72343944233825,0.03399848985070077,0.9660015101493056,0.13152205697180488,1.8684779430281895,48.4403442405823,92.4716959062932,0.2909733378004042
1.69,1422.4739167843952,369.35611154494916,0.03395906605679841,0.9660409339432084,0.13137457393194082,1.8686254260680533,48.443259410843766,92.9424488840277,0.2930803138543628
