t,Z,Y,X
1.22,0.003084124304574431,0.37119459308287556,0.1551553661251149
1.23,0.003079691779687291,0.3731993992504176,0.15339417334757155
1.24,0.0030751599297304277,0.3751880736214975,0.1516492565072047
1.25,0.0030705315403506545,0.37716061581407956,0.1499206141772674
1.26,0.003065809552129965,0.3791170265860222,0.14820824360829404
1.27,0.003060997107412179,0.38105730817604305,0.14651214033984664
1.28,0.0030560971215659047,0.38298146186245774,0.14483230107130918
1.29,0.0030511127073942564,0.38488949051314914,0.14316872068604863
1.3,0.00304604705467952,0.38678139794787003,0.14152139300954833
1.31,0.0030409032733744977,0.3886571895236833,0.13989031037695937
1.32,0.0030356839070516763,0.3905168737556676,0.13827546248796146
1.33,0.0030303925089855553,0.39236045746173537,0.13667683971971242
1.34,0.003025032292652034,0.394187950092674,0.13509443011656544
1.35,0.0030196065032715527,0.3959993626587614,0.13352822009957807
1.36,0.003014118382251902,0.39779470790497945,0.13197819432584695
1.37,0.0030085706507749976,0.39957400157416517,0.13044433493276955
1.3800000000000001,0.0030029667405118508,0.40133725971728035,0.12892662301709404
1.3900000000000001,0.0029973098124479155,0.40308450100808674,0.127425037284695
1.4000000000000001,0.0029916030126799537,0.4048157462591701,0.12593955428258516
1.41,0.0029858494675264846,0.40653101852776824,0.12447014829747775
1.42,0.0029800534575137798,0.4082303416864663,0.12301679164543142
1.43,0.002974217952552779,0.4099137437323513,0.12157945375434924
1.44,0.0029683463271693985,0.4115812546528987,0.12015810163317701
1.45,0.0029624420485217257,0.4132329069316977,0.11875269966858994
1.46,0.002956508622841018,0.414868735717656,0.11736320950740926
1.47,0.0029505492516341257,0.41648877794510336,0.11598959132242478
1.48,0.0029445674551317703,0.4180930741928143,0.11463180125313475
1.49,0.0029385667871417273,0.41968166797019063,0.11328979243962731
1.5,0.0029325507580888334,0.4212546055929607,0.1119635152331638
1.51,0.0029265228945948582,0.4228119364455137,0.11065291686679972
1.52,0.002920485715650284,0.42435371151641094,0.10935794394493842
1.53,0.0029144421598282246,0.4258799856612621,0.10807853875143819
1.54,0.002908395650146976,0.4273908177938372,0.10681463899352413
1.55,0.002902349153039428,0.42888626954749076,0.10556618008252884
1.56,0.002896305534229375,0.4303664059088263,0.10433309414387738
1.57,0.002890268067393847,0.4318312930463658,0.10311531168624925
1.58,0.002884240169956643,0.4332809994936056,0.10191276067950712
1.59,0.0028782245373659035,0.4347155999427565,0.10072536361589485
1.6,0.0028722241505195253,0.43613517090869414,0.09955304085142577
1.61,0.0028662419383026706,0.43753979176190627,0.09839570991577108
1.62,0.00286028067152882,0.4389295438059201,0.0972532865685111
1.6300000000000001,0.0028543432804535506,0.44030451305927654,0.09612568161990102
1.6400000000000001,0.002848432598335963,0.441664788017745,0.0950128034908329
1.6500000000000001,0.002842551430168317,0.4430104602604435,0.09391455752130087
1.6600000000000001,0.002836701597916645,0.4443416230472984,0.09283084832648054
1.67,0.002830885821915517,0.4456583741061633,0.09176157513251028
1.68,0.002825106408872476,0.44696081370255814,0.09070663501683282
1.69,0.002819365517487442,0.44824904503991214,0.08966592224348595
1.7,0.0028136655441120574,0.4495231721301924,0.08863933000736204
1.71,0.002808008621712576,0.4507833026215896,0.08762674810832463
1.72,0.002802396621961837,0.452029547727972,0.08662806302027802
1.73,0.002796831415063364,0.4532620206736945,0.085643159187072
1.74,0.002791314918665373,0.4544808362038454,0.08467191946832288
1.75,0.002785849119757368,0.4556861103752462,0.08371422532784031
1.76,0.0027804356099752417,0.45687796362092103,0.08276995422153563
1.77,0.0027750760376516375,0.45805651764730365,0.08183898226154644
1.78,0.0027697719560091545,0.4592218960482411,0.0809211837524419
1.79,0.002764524657133839,0.46037422296150005,0.08001643271032427
1.8,0.0027593355763242235,0.4615136260699761,0.07912459943670577
1.81,0.0027542059784641322,0.462640234133886,0.07824555331732583
1.82,0.002749137038221709,0.4637541775228395,0.07737916220644746
1.83,0.0027441298790786112,0.4648555870359162,0.07652529357093492
1.84,0.0027391855001773708,0.46594459578159747,0.07568381268015811
1.85,0.0027343048162893537,0.4670213379722375,0.07485458377479146
1.86,0.0027294886560814144,0.4680859488559732,0.0740374701374591
1.87,0.0027247377713238096,0.46913856440578877,0.0732323343939541
1.8800000000000001,0.0027200528232987323,0.4701793215205778,0.07243903832782067
1.8900000000000001,0.0027154343733978023,0.47120835812943723,0.07165744278714027
1.9000000000000001,0.0027108828989253096,0.4722258127136873,0.07088740814612855
1.9100000000000001,0.002706398864713243,0.47323182422098914,0.07012879431921487
1.92,0.0027019828127558395,0.4742265318384507,0.06938146089738333
1.93,0.0026976349738823263,0.4752100754128954,0.06864526712479274
1.94,0.0026933556110323147,0.47618259488053627,0.06792007211987708
1.95,0.002689144920572694,0.4771442303252135,0.06720573491785124
1.96,0.0026850028861926272,0.47809512264931786,0.0665021139351224
1.97,0.0026809296499718163,0.47903541153252144,0.06580906866897422
1.98,0.0026769252143537224,0.47996523689941967,0.06512645850535756
1.99,0.002672989526467766,0.48088473838203427,0.06445414317923043
2.0,0.002669122480256636,0.48179405521336766,0.0637919828796437
2.0100000000000002,0.002665323919630756,0.48269332640310153,0.06313983806820138
2.02,0.00266159364719565,0.4835826924440996,0.062497567742401144
2.0300000000000002,0.0026579314076606007,0.4844622900641927,0.06186503476416137
2.04,0.0026543369058591895,0.4853322564853932,0.06124210152990279
2.05,0.0026508098044768125,0.48619272810888375,0.060628631303397
2.06,0.0026473497262067417,0.48704384041646775,0.06002448831283083
2.07,0.002643956251098782,0.48788572844794154,0.05942953727154465
2.08,0.0026406289025884175,0.4887185286345316,0.058843641541753755
2.09,0.002637367198453174,0.4895423728541222,0.05826666908193949
2.1,0.002634170611925831,0.49035739324959465,0.057698487623573644
2.11,0.0026310385848004156,0.49116372081848736,0.05713896608089359
2.12,0.0026279705460402585,0.4919614861088312,0.05658797383167751
2.13,0.0026249659175612175,0.49275081932005194,0.0560453806098227
2.14,0.002622024058559883,0.4935318475530315,0.055511059329606406
2.15,0.0026191443250540335,0.49430469740475874,0.05498488341380049
2.16,0.002616326055477324,0.49506949413270535,0.054466727649333906
2.17,0.002613568583028858,0.49582636245618505,0.053956467369150246
2.18,0.002610871228260365,0.4965754256623907,0.053453979358582406
2.19,0.0026082332923414615,0.4973168047705999,0.052959142702556423
2.2,0.002605654074531619,0.49805061977296206,0.05247183752045498
2.21,0.002603132869595564,0.4987769891547251,0.05199194545116912
2.22,0.002600668857564806,0.49949603130794035,0.05151934834056342
2.23,0.0025982612866004904,0.500207862138749,0.0510539304666309
2.24,0.00259590942299685,0.5009125956987444,0.0505955779540693
2.25,0.0025936125006369116,0.5016103448234447,0.05014417818224642
2.2600000000000002,0.002591369748251931,0.5023012207603551,0.04969962013224462
2.27,0.002589180319076169,0.5029853351810503,0.049261792431176586
2.2800000000000002,0.002587043435467193,0.5036627960562529,0.04883058736097183
2.29,0.00258495829578441,0.5043337103181508,0.048405898270738865
2.3000000000000003,0.0025829240887343835,0.5049981834546677,0.04798761997091923
2.31,0.0025809400106764973,0.5056563194746891,0.047575648751062426
2.32,0.0025790054200012405,0.5063082222952608,0.04716988082990423
2.33,0.002577119474013284,0.5069539923777429,0.046770216102513695
2.34,0.002575281416114946,0.5075937293342725,0.046376555230980956
2.35,0.002573490502565981,0.5082275312252317,0.045988800424393
2.36,0.00257174598633721,0.5088554948335821,0.045606855179378784
2.37,0.0025700470825501605,0.5094777162278892,0.04523062374904347
2.38,0.002568393103077823,0.5100942886732762,0.044860013107067394
2.39,0.002566783342853212,0.5107053044350487,0.0444949312494393
2.4,0.0025652171132967963,0.5113108542758217,0.04413528766622599
2.41,0.0025636935879062277,0.5119110279194347,0.043780993029109726
2.42,0.0025622118380805377,0.5125059139459415,0.04343195926123892
2.43,0.002560771224579274,0.5130955986230216,0.04308810032179638
2.44,0.002559370973677363,0.5136801671756795,0.04274933135205505
2.45,0.0025580103029844313,0.5142597034120919,0.04241556892609125
2.46,0.0025566885396655133,0.514834290002594,0.04208673065121063
2.47,0.0025554049770914414,0.5154040081601001,0.041762735633606315
2.48,0.002554158823590626,0.5159689375312857,0.041443504639360855
2.49,0.0025529493378891196,0.5165291565149781,0.041128959637912965
2.5,0.002551775780998592,0.5170847421605144,0.040819023952685406
2.5100000000000002,0.0025506379278256814,0.51763577034758,0.040513621572153616
2.52,0.0025495351024359294,0.51818231547252,0.04021267842332973
2.5300000000000002,0.0025484666504851047,0.5187244506150805,0.03991612173490821
2.54,0.0025474320453361073,0.5192622475826948,0.039623879887330876
2.5500000000000003,0.002546430797065909,0.5197957768888777,0.03933588252485789
2.56,0.0025454623409735117,0.5203251079584832,0.03905206046102075
2.57,0.002544525220763127,0.5208503105425716,0.0387723450752933
2.58,0.002543619330325533,0.5213714508878752,0.038496669916064215
2.59,0.0025427440445628304,0.5218885949564284,0.03822496933819577
2.6,0.0025418987334368684,0.5224018075580418,0.03795717885970643
2.61,0.0025410827604800384,0.5229111523669082,0.037693235146573786
2.62,0.002540295666851529,0.5234166918960805,0.03743307585007036
2.63,0.0025395370515163794,0.5239184875409445,0.037176639685613536
2.64,0.0025388062146083157,0.5244165996764597,0.03692386669983083
2.65,0.0025381026101179106,0.5249110875706456,0.03667469789439411
2.66,0.002537425700628464,0.5254020094338308,0.03642907532509092
2.67,0.0025367749574557647,0.5258894224348888,0.03618694208533269
2.68,0.0025361499657182416,0.5263733828777476,0.03594824203177254
2.69,0.0025355502233480242,0.5268539459104159,0.03571292026213282
2.7,0.0025349752453055117,0.527331165700186,0.03548092284292572
2.71,0.0025344245797727255,0.5278050954743898,0.03525219675350614
2.72,0.002533897791101631,0.5282757875103764,0.03502668991183155
2.73,0.002533394433830926,0.5287432931623611,0.03480435117341692
2.74,0.002532913888909597,0.5292076629394828,0.034585130416378486
2.75,0.0025324558260891483,0.5296689463511605,0.034368978235266634
2.7600000000000002,0.0025320198156407927,0.5301271920685818,0.034155846166374355
2.77,0.002531605435613062,0.5305824479020379,0.03394568660344741
2.7800000000000002,0.002531212271596402,0.5310347608182033,0.03373845278055263
2.79,0.0025308399069429994,0.5314841768400493,0.03353409888080405
2.8000000000000003,0.0025304879294229337,0.5319307411488671,0.0333325799283588
2.81,0.0025301559474330756,0.5323744983037579,0.03313385155445041
2.82,0.0025298435678379238,0.5328154919893267,0.0329378702693446
2.83,0.002529550402747204,0.5332537651191984,0.032744593352733886
2.84,0.002529276069199366,0.5336893598523024,0.03255397883767538
2.85,0.0025290203121935808,0.5341223172165285,0.03236598576796869
2.86,0.0025287827398819437,0.5345526779669052,0.03218057359576672
2.87,0.002528562984938048,0.5349804820872288,0.03199770252393848
2.88,0.002528360707679392,0.5354057687954001,0.03181733349763036
2.89,0.002528175575312375,0.5358285766247659,0.03163942814289547
2.9,0.002528007261816914,0.536248943439762,0.03146394875107737
2.91,0.0025278554478310607,0.5366669064515568,0.031290858263193576
2.92,0.0025277197772768855,0.53708250199685,0.031120120537505024
2.93,0.00252759988452384,0.5374957657028692,0.03095170015532406
2.94,0.0025274954973300958,0.5379067330672569,0.030785561730754998
2.95,0.0025274063026004116,0.5383154387393597,0.030621670773115298
2.96,0.0025273319906992217,0.5387219167791214,0.030459993380475926
2.97,0.0025272722551829886,0.539126200671892,0.030300496225041638
2.98,0.002527226792532557,0.5395283233432384,0.03014314653853141
2.99,0.002527195312995507,0.5399283171392546,0.02998791212113032
3.0,0.002527178089929957,0.5403262121346972,0.029834762492955216
3.0100000000000002,0.0025271745768812677,0.5407220404412701,0.029683665945918324
3.02,0.0025271845688672233,0.5411158326155364,0.029534591993520706
3.0300000000000002,0.0025272078750795826,0.5415076186892368,0.02938751066238641
3.04,0.0025272443193648324,0.541897428181775,0.02924239247923073
3.0500000000000003,0.0025272937407049426,0.5422852901127044,0.029099208457828363
3.06,0.002527355993698117,0.542671233014213,0.02895793008598166
3.0700000000000003,0.0025274301574171754,0.5430552849794741,0.028818530069187127
3.08,0.0025275158415188387,0.5434374736159806,0.028680981069575614
3.09,0.002527613105661805,0.5438178260617043,0.028545255770366942
3.1,0.0025277216416165317,0.5441963690346567,0.02841132764510496
3.11,0.0025278411282466987,0.5445731288293154,0.02827917060576459
3.12,0.0025279712302148194,0.5449481313291892,0.028148758991416833
3.13,0.0025281115966878515,0.5453214020193853,0.028020067556893846
3.14,0.0025282622322310693,0.5456929654250511,0.027893071666164507
3.15,0.0025284242308568298,0.5460628439896268,0.027767747685452124
3.16,0.0025285965236620618,0.5464310631023918,0.02764407118375057
3.17,0.0025287789971286017,0.5467976462988567,0.02752201863732535
3.18,0.002528971558997093,0.5471626167122826,0.027401566905303584
3.19,0.0025291741395116443,0.5475259970823303,0.027282693219735563
3.2,0.0025293866926644863,0.5478878097637101,0.0271653751756563
3.21,0.0025296091974406306,0.5482480767348314,0.027049590721147126
3.22,0.0025298404208708362,0.5486068199856512,0.02693531900292782
3.23,0.002530080604126034,0.5489640607040829,0.026822538501316794
3.24,0.002530329767832989,0.5493198198040276,0.026711228192097567
3.25,0.002530587739520373,0.5496741179259997,0.026601367518476478
3.2600000000000002,0.0025308543429901605,0.5500269753881625,0.026492936251157714
3.27,0.0025311293975799555,0.550378412195584,0.026385914479774602
3.2800000000000002,0.0025314127174253164,0.5507284480494952,0.02628028260432084
3.29,0.002531704222537175,0.5510771019335823,0.026176021640979697
3.3000000000000003,0.0025320038576165165,0.551424392427554,0.026073112987355256
3.31,0.0025323113491666676,0.5517703386323785,0.025971537733034396
3.3200000000000003,0.0025326265312965003,0.5521149589443337,0.025871277569174646
3.33,0.0025329492357897697,0.5524582714773096,0.02577231447291032
3.34,0.0025332792917484867,0.5528002940706221,0.02567463069985515
3.35,0.0025336165252362926,0.5531410442968295,0.025578208776604994
3.36,0.002533960775342126,0.5534805394305781,0.025483031516018443
3.37,0.002534312413397624,0.5538187952233444,0.025389082730463024
3.38,0.002534671012310289,0.554155829068394,0.02529634537893601
3.39,0.0025350364702271967,0.5544916573410285,0.02520480311878743
3.4,0.002535408692809118,0.5548262961595938,0.025114439857974003
3.41,0.002535787593606738,0.5551597613915564,0.025025239748578336
3.42,0.002536173094436866,0.5554920686595795,0.024937187180328238
3.43,0.00253656512575865,0.5558232333475985,0.024850266774115937
3.44,0.0025369634025866803,0.5561532703788565,0.02476446382830753
3.45,0.0025373678042350406,0.5564821946073955,0.024679763546996046
3.46,0.0025377783293562225,0.5568100207780735,0.02459615112497576
3.47,0.002538194882869989,0.5571367633157895,0.02451361217183045
3.48,0.0025386173716426827,0.5574624364283827,0.02443213251320593
3.49,0.002539045704371497,0.5577870541122081,0.02435169818532163
3.5,0.002539479791468745,0.5581106301577136,0.02427229542948224
3.5100000000000002,0.002539919527078039,0.5584331780519604,0.024193910808068972
3.52,0.0025403647588871764,0.5587547108107606,0.02411653140349737
3.5300000000000002,0.0025408154313422303,0.5590752418109188,0.024040143838273187
3.54,0.00254127144636213,0.5593947839931377,0.023964735215676256
3.5500000000000003,0.002541732705038757,0.5597133501087687,0.023890292829979034
3.56,0.0025421991074059632,0.5600309527247253,0.023816804161741808
3.5700000000000003,0.0025426705522085913,0.5603476042283936,0.023744256873107814
3.58,0.002543146936671492,0.5606633168325444,0.023672638803098434
3.59,0.002543628347110663,0.5609781019903837,0.023601938365192317
3.6,0.0025441146404209824,0.5612919716933017,0.023532143660908156
3.61,0.002544605716149751,0.561604937634137,0.023463243049101808
3.62,0.002545101503139155,0.5619170112526602,0.023395225113591437
3.63,0.0025456019328495886,0.5622282038222245,0.02332807860270671
3.64,0.002546106939428746,0.56253852645375,0.023261792425216463
3.65,0.0025466164597807077,0.5628479900997079,0.02319635564625645
3.66,0.0025471304111624456,0.563156605407131,0.02313175765733283
3.67,0.0025476487093079956,0.5634643828428941,0.023067988032392676
3.68,0.002548171312564253,0.5637713329937443,0.023005036182404688
3.69,0.002548698160157771,0.5640774661550888,0.022942891830016236
3.7,0.002549229193137462,0.5643827924752113,0.022881544843791065
3.71,0.002549764354369481,0.5646873219587574,0.022820985234711835
3.72,0.0025503035885321083,0.5649910644702201,0.022761203152682628
3.73,0.0025508468379837595,0.5652940297219557,0.02270218890272495
3.74,0.0025513939527592386,0.5655962269403044,0.02264393337095484
3.75,0.0025519449339990266,0.5658976657816043,0.02258642685941335
3.7600000000000002,0.002552499721598041,0.5661983555396845,0.022529660095887392
3.77,0.0025530582557667875,0.5664983053801362,0.022473623936617303
3.7800000000000002,0.0025536204769495297,0.5667975243435105,0.022418309363165387
3.79,0.0025541863257424646,0.5670960213485162,0.022363707479284504
3.8000000000000003,0.002554755742811896,0.5673938051952184,0.022309809507786632
3.81,0.0025553286688124064,0.5676908845682362,0.022256606787411457
3.8200000000000003,0.0025559051106054083,0.567987267707513,0.02220409103773809
3.83,0.0025564850636544054,0.5682829628002122,0.022152254042639347
3.84,0.002557068429671417,0.5685779783964225,0.022101087314537148
3.85,0.0025576551670065555,0.5688723226578981,0.022050582699605945
3.86,0.0025582452358028193,0.569166003635838,0.0220007321532406
3.87,0.0025588385980271364,0.5694590292735182,0.02195152773738128
3.88,0.002559435217501414,0.5697514074089243,0.02190296161783837
3.89,0.002560035059933585,0.570043145777383,0.02185502606161739
3.9,0.002560638092948654,0.5703342520141947,0.021807713434243887
3.91,0.002561244058184334,0.570624733282039,0.021761016800916053
3.92,0.002561853019900224,0.5709145971766743,0.021714928470581665
3.93,0.002562464938192498,0.5712038510269464,0.02166944112394971
3.94,0.002563079756710879,0.5714925020417687,0.021624547578524948
3.95,0.0025636974174716655,0.5717805573370888,0.021580240746773637
3.96,0.002564317860703946,0.5720680239382155,0.021536513633938072
3.97,0.00256494102469582,0.5723549087821481,0.021493359335851118
3.98,0.002565566845640611,0.5726412187199029,0.02145077103675077
3.99,0.0025661954278844304,0.5729269602178898,0.02140874213982736
4.0,0.002566827000019637,0.5732121394375135,0.02136726623095727
4.01,0.0025674613123346977,0.573496763301415,0.021326336607285945
4.0200000000000005,0.0025680983564893953,0.5737808382244839,0.021285946835747114
4.03,0.002568738129142879,0.5740643705333794,0.021246090566877214
4.04,0.002569380632203395,0.5743473664681459,0.02120676153294422
4.05,0.0025700258730780206,0.5746298321838275,0.021167953546076528
4.0600000000000005,0.002570673864922398,0.574911773752084,0.02112966049639179
4.07,0.002571324626890466,0.5751931971628059,0.021091876350125802
4.08,0.002571977406462349,0.5754741087393853,0.02105459550632958
4.09,0.0025726323817202666,0.5757545142352875,0.021017812010481716
4.1,0.0025732896334782923,0.5760344193823639,0.020981520026509524
4.11,0.0025739490792294584,0.5763138299277233,0.020945713865478836
4.12,0.0025746106287324326,0.5765927515527473,0.02091038791212327
4.13,0.0025752741835092996,0.5768711898751053,0.020875536623319674
4.14,0.0025759396363433423,0.5771491504507703,0.020841154526563578
4.15,0.002576606870776827,0.5774266387760327,0.020807236218444658
4.16,0.0025772761321110256,0.5777036599119406,0.020773776373023654
4.17,0.0025779486350664075,0.5779802178682086,0.02074076975651687
4.18,0.00257862348148721,0.5782563187374113,0.020708211143634143
4.19,0.0025793007356620457,0.5785319675708884,0.02067609539803266
4.2,0.0025799804771379433,0.5788071693429208,0.020644417445560937
4.21,0.002580662801613286,0.5790819289513274,0.020613172272771443
4.22,0.0025813478218307505,0.5793562512180632,0.020582354925433248
4.23,0.0025820356684702495,0.5796301408898153,0.020551960507044664
4.24,0.0025827264910418674,0.5799036026386009,0.020521984177345888
4.25,0.002583418927901472,0.580176642244634,0.020492421484340884
4.26,0.0025841127437449575,0.5804492645607214,0.02046326778841331
4.2700000000000005,0.0025848082792985414,0.5807214739385426,0.020434518380921383
4.28,0.0025855052756169976,0.580993275137912,0.02040616873903756
4.29,0.002586203426123117,0.581264672901735,0.02037821440419113
4.3,0.0025869023731453808,0.5815356719599682,0.020350650981529703
4.3100000000000005,0.0025876017044556402,0.5818062770335802,0.02032347413938065
4.32,0.002588303637611975,0.5820764906225009,0.020296679170744493
4.33,0.0025890071762182778,0.5823463178247081,0.020270261944408414
4.34,0.0025897119744861816,0.5826157631511243,0.020244218274127233
4.3500000000000005,0.002590418020641944,0.5828848307877426,0.020218543969108396
