t,M,Pt
1.49,1.384028439797133,0.010711216925700063
1.5,1.3926289191476484,0.01085882543423588
1.51,1.401220419640372,0.011008210883570067
1.52,1.409802936461875,0.011159407434835832
1.53,1.4183764674564054,0.011312444017245746
1.54,1.426941009059691,0.011467352416655406
1.55,1.4354965573957117,0.011624165093837338
1.56,1.444043108276702,0.01178291518448099
1.57,1.4525806555273257,0.011943640242827616
1.58,1.4611091941883145,0.01210637508504065
1.59,1.4696287187537318,0.012271155726992024
1.6,1.4781392231459614,0.012438019440138242
1.61,1.4866406999932409,0.012607004930295136
1.62,1.4951331418480591,0.012778151541095949
1.6300000000000001,1.5036165413671454,0.012951499136319754
1.6400000000000001,1.5120908904428791,0.013127088667744861
1.6500000000000001,1.5205561799012284,0.013304963593169863
1.6600000000000001,1.5290123996539708,0.013485169478682855
1.67,1.5374595403137492,0.013667749778758566
1.68,1.5458975914793853,0.013852750316482408
1.69,1.5543265418642063,0.014040218783028795
1.7,1.562746378240298,0.014230207036044398
1.71,1.5711570889180528,0.014422763524602158
1.72,1.5795586608356413,0.014617939625480985
1.73,1.5879510805470236,0.014815787561040721
1.74,1.5963343304540836,0.015016367313126429
1.75,1.6047083967490918,0.015219732048921436
1.76,1.6130732631737335,0.015425939572916478
1.77,1.621428912837158,0.01563504899085209
1.78,1.6297753262305685,0.015847124384718487
1.79,1.6381124844915944,0.016062228769393203
1.8,1.6464403678952764,0.01628042688574124
1.81,1.6547589554660327,0.016501785918561367
1.82,1.66306822488166,0.016726375278191055
1.83,1.671368152573254,0.01695426659451304
1.84,1.679658714246832,0.017185533444579622
1.85,1.6879398841719937,0.01742025185908146
1.86,1.6962116354052343,0.017658500257642533
1.87,1.7044739401203877,0.01790035939008974
1.8800000000000001,1.7127267685554484,0.018145912817915295
1.8900000000000001,1.7209700897554479,0.018395246694524813
1.9000000000000001,1.7292038713153295,0.01864844993590501
1.9100000000000001,1.737428079492699,0.018905612974988762
1.92,1.7456426788684758,0.019166830249670114
1.93,1.7538476324608299,0.019432198947378618
1.94,1.7620429016762462,0.0197018190947131
1.95,1.7702284457266058,0.01997579449966259
1.96,1.7784042219766707,0.02025423226297803
1.97,1.7865701864849355,0.02053724201359207
1.98,1.794726293131103,0.020824937161077483
1.99,1.8028724934764537,0.02111743543463963
2.0,1.8110087357029447,0.021414861387243803
2.0100000000000002,1.8191349675124098,0.021717339369179446
2.02,1.827251133629675,0.022024999488086474
2.0300000000000002,1.8353571763731653,0.02233797618662783
2.04,1.8434530337029478,0.02265640914769464
2.05,1.851538642717705,0.02298044195716597
2.06,1.8596139372723033,0.023310223186272502
2.07,1.8676788482127977,0.02364590639678279
2.08,1.8757333021883844,0.02398765141431813
2.09,1.8837772227568794,0.024335623286537277
2.1,1.8918105310194657,0.024689991705141214
2.11,1.899833144094637,0.02505093255693698
2.12,1.9078449748452455,0.025418628131823794
2.13,1.9158459306505058,0.025793268188853847
2.14,1.9238359172474988,0.026175046899615095
2.15,1.9318148352170583,0.026564165773436815
2.16,1.939782580756199,0.026960833096644692
2.17,1.9477390417177056,0.027365268917583462
2.18,1.955684105101974,0.027777695627640576
2.19,1.9636176514624324,0.028198345001636267
2.2,1.9715395559599156,0.028627456875533995
2.21,1.979449687698257,0.029065279642250412
2.22,1.9873479078235514,0.029512071545723873
2.23,1.9952340715831982,0.029968099525751517
2.24,2.003108027368176,0.03043363992878025
2.25,2.0109696163424333,0.030908978900742044
2.2600000000000002,2.018818672302909,0.03139441285090166
2.27,2.0266550212178607,0.03189024857465381
2.2800000000000002,2.0344784809745344,0.03239680359825566
2.29,2.042288860915806,0.032914406563339715
2.3000000000000003,2.050085959521802,0.03344339815423907
2.31,2.0578695659445403,0.033984130855568
2.32,2.065639459543617,0.03453696931666736
2.33,2.0733954091248186,0.035102290812139315
2.34,2.0811371711398174,0.035680486141782285
2.35,2.0888644902402738,0.03627195959716262
2.36,2.0965770990643433,0.036877129232484124
2.37,2.1042747174267293,0.037496427363633025
2.38,2.1119570501312377,0.038130301066118186
2.39,2.119623787173621,0.03877921250494132
2.4,2.127274604013994,0.03944363925957406
2.41,2.1349091534411855,0.040124078383473157
2.42,2.1425270966056194,0.04082102941000034
2.43,2.150128040799195,0.041535026730515595
2.44,2.1577115943012415,0.042266612060469284
2.45,2.165277344730444,0.04301634522441528
2.46,2.1728248579273255,0.043784803870178836
2.47,2.180353676522814,0.04457258317492171
2.48,2.1878633208931766,0.04538029657799109
2.49,2.1953532886137914,0.04620857552239692
2.5,2.2028230518380982,0.04705806986223025
2.5100000000000002,2.2102720553626116,0.04792944816312051
2.52,2.21769972039426,0.04882339709482645
2.5300000000000002,2.2251054355156885,0.04974062229873743
2.54,2.2324885609538243,0.050681848026765244
2.5500000000000003,2.2398484283846614,0.05164781692879888
2.56,2.2471843316575257,0.052639289974623645
2.57,2.2544955357621768,0.05365704667021934
2.58,2.2617812689770997,0.05470188414403303
2.59,2.269040720492349,0.055774616851653545
2.6,2.276273046590074,0.05687607734194379
2.61,2.283477356494338,0.058007112467365764
2.62,2.2906527232862035,0.05916858662048784
2.63,2.2977981844505235,0.0603613818961196
2.64,2.30491273085075,0.06158639344874323
2.65,2.3119952964515385,0.06284452488149694
2.66,2.31904478137484,0.06413669859043372
2.67,2.3260600425288707,0.06546385125528986
2.68,2.333039876441909,0.06682692039004436
2.69,2.3399830334831697,0.0682268555616633
2.7,2.3468882206540984,0.06966462059213112
2.71,2.353754093738171,0.07114118482261265
2.72,2.3605792485449277,0.07265751103944951
2.73,2.36736223389731,0.07421457338299435
2.74,2.3741015470005564,0.07581334555405667
2.75,2.3807956326583946,0.07745479620623653
2.7600000000000002,2.3874428845733493,0.07913989949257677
2.77,2.394041645725996,0.08086961837530296
2.7800000000000002,2.4005902082322352,0.08264490669314693
2.79,2.4070868130155056,0.0844667178876663
2.8000000000000003,2.4135296575814817,0.08633598428695477
2.81,2.4199168916046783,0.08825362679487267
2.82,2.426246615221102,0.09022055903695209
2.83,2.4325169024840303,0.09223765839634983
2.84,2.4387257753240252,0.0943057964763919
2.85,2.4448712198860023,0.09642582194054126
2.86,2.450951204486571,0.09859854887004774
2.87,2.4569636631606486,0.10082476796765925
2.88,2.4629065048268965,0.10310524004298763
2.89,2.468777628101851,0.10544069638018648
2.9,2.4745749199826568,0.10783183148709503
2.91,2.4802962608690335,0.1102792997442461
2.92,2.4859395335475125,0.11278372388063819
2.93,2.4915026278138934,0.11534568856363467
2.94,2.4969834451187785,0.11796573408058801
2.95,2.502379911184776,0.1206443594428702
2.96,2.5076899841495868,0.1233820213713951
2.97,2.5129116545653005,0.1261791298670282
2.98,2.518042957631644,0.12903604945234093
2.99,2.523081984860012,0.13195310058542023
3.0,2.5280268848591265,0.13493055444278398
3.0100000000000002,2.5328758733139054,0.13796863415820768
3.02,2.5376272421884507,0.14106751839004028
3.0300000000000002,2.5422793656174534,0.14422733596076803
3.04,2.5468307074538203,0.14744816673760672
3.0500000000000003,2.5512798246454786,0.15073004642309595
3.06,2.5556253776361197,0.15407296254785183
3.0700000000000003,2.5598661372169635,0.15747685450445337
3.08,2.5640009815657114,0.1609416185295341
3.09,2.5680289064868598,0.16446710615967589
3.1,2.571949034472806,0.16805312323584895
3.11,2.575760607633145,0.17169943429749984
3.12,2.5794629907167836,0.1754057638362798
3.13,2.5830556855266384,0.17917179443300985
3.14,2.5865383224035527,0.1829971703628977
3.15,2.589910651502178,0.18688150083382973
3.16,2.593172563090239,0.1908243580241684
3.17,2.5963240785583452,0.19482528006699998
3.18,2.599365333113299,0.19888377467100174
3.19,2.602296595829842,0.2029993182695843
3.2,2.605118262324812,0.20717135831949893
3.21,2.6078308359700975,0.2113993162578607
3.22,2.6104349376614664,0.21568258833577478
3.23,2.612931306046938,0.22002054712023938
3.24,2.615320777121215,0.22441254382569353
3.25,2.6176042873319783,0.22885790987633883
3.2600000000000002,2.619782871663137,0.23335595862565756
3.27,2.6218576546273753,0.23790598712170946
3.2800000000000002,2.6238298449175144,0.24250727675845657
3.29,2.6257007254133433,0.2471590961309233
3.3000000000000003,2.627471644283195,0.2518607027111285
3.31,2.629144013886817,0.2566113437785641
3.3200000000000003,2.6307193235672224,0.2614102561493657
3.33,2.632199105076751,0.26625667008089327
3.34,2.633584933196723,0.27114980997541344
3.35,2.6348784270047463,0.2760888950624594
3.36,2.6360812474493436,0.2810731403258944
3.37,2.6371950803905064,0.2861017585156645
3.38,2.6382216350704732,0.2911739609017272
3.39,2.6391626439991356,0.29628895796728816
3.4,2.640019855511164,0.30144596049510747
3.41,2.6407950265379734,0.3066441805885394
3.42,2.641489919589428,0.31188283240843157
3.43,2.6421063021541324,0.31716113292481907
3.44,2.642645939597943,0.3224783026281134
3.45,2.643110591539082,0.32783356617106646
3.46,2.643502009290738,0.33322615299153474
3.47,2.6438219343127516,0.3386552979844971
3.48,2.6440720936098643,0.34412024183358575
3.49,2.6442541977087353,0.34962023148643245
3.5,2.6443699385180435,0.3551545207668912
3.5100000000000002,2.644420987350287,0.36072237084195635
3.52,2.644408993114842,0.36632305010403426
3.5300000000000002,2.6443355808547557,0.371955834597382
3.54,2.6442023505085452,0.3776200082116106
3.5500000000000003,2.6440108750408218,0.3833148632978985
3.56,2.643762698024537,0.38903970166501134
3.5700000000000003,2.6434593358436853,0.39479383316050654
3.58,2.643102276231181,0.4005765763167085
3.59,2.6426929779981245,0.4063872584358572
3.6,2.6422328696440744,0.4122252159046168
3.61,2.6417233438571848,0.41808979541299185
3.62,2.6411657652039935,0.4239803523032531
3.63,2.640561468302652,0.42989625100282114
3.64,2.63991175774551,0.4358368650831623
3.65,2.6392179078064846,0.4418015773359513
3.66,2.6384811560091683,0.4477897809240087
3.67,2.6377027113168774,0.4538008779711042
3.68,2.63688375371957,0.459834279658029
3.69,2.6360254339329434,0.4658894062986235
3.7,2.6351288738764524,0.4719656872741945
3.71,2.6341951613055175,0.47806256190339064
3.72,2.633225355689727,0.4841794785055453
3.73,2.6322204897055967,0.49031589416519544
3.74,2.6311815686429454,0.4964712748289478
3.75,2.6301095711972344,0.5026450951774778
3.7600000000000002,2.6290054460980685,0.5088368391522233
3.77,2.627870114999942,0.5150459994909592
3.7800000000000002,2.626704475406174,0.5212720772555454
3.79,2.625509399935452,0.5275145819344186
3.8000000000000003,2.6242857371279533,0.5337730312994678
3.81,2.623034309962561,0.5400469516347859
3.8200000000000003,2.6217559164356947,0.5463358776260797
3.83,2.620451333089481,0.5526393517656073
3.84,2.6191213143189924,0.558956924444846
3.85,2.6177665930953395,0.5652881538133835
3.86,2.616387880514523,0.5716326058423462
3.87,2.6149858653903593,0.5779898543780619
3.88,2.6135612178235412,0.5843594804942853
3.89,2.6121145886326844,0.5907410725703046
3.9,2.610646609988498,0.597134226155393
3.91,2.6091578960817396,0.6035385438254757
3.92,2.607649041526914,0.6099536354723198
3.93,2.606120622855121,0.616379117998281
3.94,2.604573200767812,0.6228146148632393
3.95,2.6030073196337624,0.6292597561585493
3.96,2.60142350802473,0.6357141784798929
3.97,2.5998222791836656,0.6421775248144413
3.98,2.598204130507466,0.6486494446640556
3.99,2.596569545023757,0.6551295936848759
4.0,2.5949189919115545,0.6616176335558621
4.01,2.5932529267279296,0.6681132319163645
4.0200000000000005,2.591571791850971,0.6746160622494665
4.03,2.589876016807075,0.6811258038017952
4.04,2.5881660181924904,0.6876421416382492
4.05,2.586442200752239,0.694164766301175
4.0600000000000005,2.5847049575842362,0.7006933737636336
4.07,2.5829546704531774,0.7072276653426324
4.08,2.581191710145005,0.7137673475958074
4.09,2.5794164367825765,0.7203121322548892
4.1,2.577629200121554,0.7268617361715148
4.11,2.575830339947747,0.7334158811196342
4.12,2.574020186352345,0.739974293741737
4.13,2.572199060026143,0.7465367054576141
4.14,2.570367272544055,0.7531028523727457
4.15,2.5685251267438702,0.7596724752186671
4.16,2.5666729169674944,0.7662453192579468
4.17,2.5648109292204953,0.7728211341700146
4.18,2.562939441476381,0.7793996739836273
4.19,2.5610587239147753,0.7859806969947112
4.2,2.5591690391600173,0.792563965686099
4.21,2.55727064272896,0.7991492466562022
4.22,2.555363783045174,0.8057363105349604
4.23,2.5534487016166953,0.8123249319071874
4.24,2.551525633293072,0.8189148892404664
4.25,2.5495948064572715,0.8255059648127431
4.26,2.547656443298533,0.8320979446381388
4.2700000000000005,2.5457107604251394,0.8386906183814049
4.28,2.543757968297438,0.8452837793172857
4.29,2.5417982715963454,0.8518772242564701
4.3,2.539831869443058,0.8584707534782706
4.3100000000000005,2.5378589555445266,0.8650641706672808
4.32,2.5358797183300483,0.8716572828515812
4.33,2.533894341078977,0.8782499003425055
4.34,2.531903002039555,0.8848418366759538
4.3500000000000005,2.529905874780338,0.8914329085402748
4.36,2.5279031300982875,0.8980229356085285
4.37,2.5258949334441243,0.9046117406499894
4.38,2.523881445580434,0.9111991494419959
4.39,2.5218628230310856,0.9177849906957591
4.4,2.519839218183244,0.9243690960047358
4.41,2.5178107793822297,0.9309512997944439
4.42,2.515777651019226,0.9375314392737302
4.43,2.513739973611833,0.9441093543874792
4.44,2.511697884037305,0.9506848877551372
4.45,2.5096515174965632,0.9572578844407029
4.46,2.5076010050836133,0.9638281921532811
4.47,2.505546474118123,0.9703956611781284
4.48,2.503488048676668,0.9769601442890172
4.49,2.501425849667416,0.9835214967059971
4.5,2.499359994899412,0.9900795760544359
4.51,2.4972905991464818,0.9966342423253286
4.5200000000000005,2.4952177742057398,1.0031853578368837
4.53,2.493141629025338,1.0097327871869863
4.54,2.491062271268869,1.0162763970061401
4.55,2.4889798056119763,1.0228160561659605
4.5600000000000005,2.4868943337160614,1.0293516357546622
4.57,2.484805954744702,1.0358830089774933
4.58,2.48271476541951,1.0424100511218328
4.59,2.4806208600720194,1.0489326395233547
4.6000000000000005,2.478524330691602,1.0554506535332753
4.61,2.4764252669694087,1.0619639744866716
4.62,2.474323756365112,1.0684724856673227
4.63,2.472219885234756,1.0749760720922672
4.64,2.470113737797533,1.0814746206647379
4.65,2.4680053958680563,1.0879680201971516
4.66,2.465894939321789,1.0944561613096586
4.67,2.463782446137367,1.1009389364011433
4.68,2.461667992436025,1.1074162396211082
4.69,2.45955165251811,1.1138879668424617
4.7,2.457433498896688,1.1203540156351939
4.71,2.455313602334389,1.1268142852397152
4.72,2.4531920326116237,1.1332686763929865
4.73,2.4510688579858755,1.1397170914189585
4.74,2.4489441447914118,1.146159434290996
4.75,2.4468179578447398,1.152595610532105
4.76,2.44469036047706,1.1590255271906915
4.7700000000000005,2.442561414564598,1.1654490928170647
4.78,2.4404311805568155,1.1718662174406682
4.79,2.4382997175024896,1.1782768125480585
4.8,2.4361670830738955,1.18468079106156
4.8100000000000005,2.4340333340605356,1.1910780672085193
4.82,2.4318985261627,1.1974685565542964
4.83,2.429762713539019,1.2038521760929495
4.84,2.4276259491503462,1.2102288441522
4.8500000000000005,2.425488284784879,1.2165984803730767
4.86,2.4233497710817256,1.2229610056901614
4.87,2.4212104575529163,1.2293163423124442
4.88,2.419070392603863,1.235664413704775
4.89,2.4169296235522615,1.2420051445699245
4.9,2.414788197001093,1.2483384607365613
4.91,2.4126461587904653,1.2546642891595408
4.92,2.4105035534374535,1.2609825580567082
4.93,2.408360424496677,1.267293196800749
4.94,2.4062168145791865,1.2735961359022043
4.95,2.404072765368814,1.2798913069933477
4.96,2.4019283176372417,1.2861786428126007
4.97,2.399783511257791,1.2924580771894707
4.98,2.397638385217927,1.2987295450300262
4.99,2.395492977630487,1.3049929823028996
5.0,2.393347325778437,1.3112483260157073
5.01,2.391201466955334,1.3174955139604017
5.0200000000000005,2.389055437484495,1.3237344849880368
5.03,2.3869092726596395,1.3299651790159166
5.04,2.3847630070426042,1.3361875369311451
5.05,2.382616674477064,1.3424015005768577
5.0600000000000005,2.38047030810139,1.348607012738863
5.07,2.3783239403606555,1.3548040171326905
5.08,2.376177603017773,1.360992458391053
5.09,2.3740313271637805,1.3671722820517112
5.1000000000000005,2.371885143227266,1.37334343454575
5.11,2.3697390810840915,1.379505863152582
5.12,2.367593170461867,1.3856595158569551
5.13,2.365447440199548,1.3918043415872203
5.14,2.3633019185002455,1.397940290123072
5.15,2.3611566329994456,1.4040673120648617
5.16,2.3590116107750148,1.4101853588224142
5.17,2.3568668783565774,1.4162943826041787
5.18,2.3547224617342755,1.4223943364067033
5.19,2.352578386366895,1.4284851740044469
5.2,2.350434677189377,1.4345668499399142
5.21,2.348291358619695,1.44063931951413
5.22,2.3461484547636426,1.4467025387013501
5.23,2.344005989478583,1.4527564641179191
5.24,2.341863985912419,1.45880105319234
5.25,2.3397224667571774,1.4648362640615609
5.26,2.337581454261695,1.4708620555596736
5.2700000000000005,2.335440970239295,1.476878387208627
5.28,2.3333010360750213,1.482885219209196
5.29,2.3311616727324322,1.4888825124322167
5.3,2.3290229007599548,1.494870228410076
5.3100000000000005,2.3268847402967943,1.500848329328466
5.32,2.3247472110829728,1.5068167780164745
5.33,2.322610332693281,1.5127755378426961
5.34,2.3204741243103473,1.5187245728050187
5.3500000000000005,2.3183386046554824,1.5246638475542096
5.36,2.3162037920940213,1.5305933273442707
5.37,2.3140697046415184,1.5365129780245248
5.38,2.311936359969619,1.5424227660319054
5.39,2.3098037754116167,1.548322658383458
5.4,2.307671967967685,1.5542126226690507
5.41,2.305540954309795,1.5600926270442907
5.42,2.303410750786311,1.565962640223656
5.43,2.3012813734532522,1.5718226314610078
5.44,2.2991528382390447,1.5776725704667354
5.45,2.2970251606806076,1.5835124275286383
5.46,2.2948983559974363,1.589342173472267
5.47,2.292772439125723,1.595161779640308
5.48,2.2906474247231414,1.600971217885967
5.49,2.2885233271733934,1.6067704605665176
5.5,2.286400160590527,1.6125594805370236
5.51,2.284277938823019,1.6183382511442237
5.5200000000000005,2.2821566754576255,1.6241067462205876
5.53,2.280036383822998,1.629864940078536
5.54,2.2779170770469737,1.6356128074765797
5.55,2.275798768107748,1.641350323588702
5.5600000000000005,2.273681469661987,1.6470774640907186
5.57,2.2715651941313366,1.6527942051112305
5.58,2.269449953710044,1.658500523223979
5.59,2.2673357603686854,1.664196395442285
5.6000000000000005,2.26522262585772,1.669881799213625
5.61,2.263110561710874,1.6755567124143427
5.62,2.2609995792483497,1.681221113344499
5.63,2.258889689579867,1.6868749807228538
5.64,2.2567809036082824,1.6925182936815517
5.65,2.2546732321552314,1.698151031690327
5.66,2.2525666858481475,1.7037731746186444
5.67,2.250461275048634,1.7093847027739812
5.68,2.2483570099292676,1.714985596854365
5.69,2.2462539004762334,1.72057583794381
5.7,2.244151956491814,1.7261554075078758
5.71,2.2420511875967177,1.7317242873893548
5.72,2.2399516032322597,1.7372824598040812
5.73,2.2378532126623885,1.742829907336866
5.74,2.2357560249755632,1.7483666129375537
5.75,2.233660049086472,1.7538925599172108
5.76,2.231565293737605,1.759407731944432
5.7700000000000005,2.229471767500668,1.764912113041774
5.78,2.22737947877785,1.770405687582313
5.79,2.2252884358074594,1.7758884402835609
5.8,2.223198646995817,1.7813603560018256
5.8100000000000005,2.221110120564461,1.7868214199454577
5.82,2.219022864418975,1.79227161775255
5.83,2.2169368863221197,1.7977109353825174
5.84,2.2148521938957932,1.8031393591124152
5.8500000000000005,2.212768794622891,1.8085568755333559
5.86,2.210686695849058,1.8139634715470165
5.87,2.208605904784341,1.8193591343622462
5.88,2.2065264285047386,1.8247438514917624
5.89,2.2044482739536457,1.830117610748945
5.9,2.2023714479431966,1.8354804002447238
5.91,2.200295957155504,1.840832208384559
5.92,2.198221808143796,1.8461730238655203
5.93,2.196149007333451,1.8515028356734557
5.94,2.194077561028272,1.8568216330766376
5.95,2.192007475634193,1.8621294054721702
5.96,2.1899387573964333,1.8674261425619578
5.97,2.1878714123493967,1.8727118343846025
5.98,2.185805446418008,1.8779864712447671
5.99,2.183740865419175,1.8832500437102035
6.0,2.1816776750631774,1.8885025426088557
6.01,2.1796158809549913,1.8937439590260323
6.0200000000000005,2.1775554885955364,1.8989742843016533
6.03,2.175496503382855,1.9041935100275678
6.04,2.17343893061322,1.9094016280449486
6.05,2.1713827754821735,1.9145986304417557
6.0600000000000005,2.169328043085491,1.919784509550273
6.07,2.1672747384200766,1.9249592579447177
6.08,2.165222866384789,1.9301228684389247
6.09,2.1631724317870598,1.9352753340795592
6.1000000000000005,2.1611234395014427,1.9404166480217189
6.11,2.159075894267,1.9455468036841788
6.12,2.1570298006752178,1.9506657947571395
6.13,2.1549851632328223,1.9557736151520042
6.140000000000001,2.152941986362903,1.9608702589989337
6.15,2.15090027440599,1.9659557206444604
6.16,2.148860031621077,1.9710299946491587
6.17,2.1468212621865996,1.976093075785367
6.18,2.144783970201368,1.9811449590349677
6.19,2.142748159685442,1.9861856395872235
6.2,2.1407138345809655,1.9912151128366657
6.21,2.13868099875295,1.9962333743810425
6.22,2.136649655990007,2.0012404200193195
6.23,2.1346198100050335,2.006236245749738
6.24,2.1325914644413975,2.0112208477631794
6.25,2.130564622977175,2.0161942223526834
