t,x,y,z,w
0.47000000000000003,9.183846708109627,0.8945269823954289,9.209074064623842e-06,0.0011647140389092173
0.48,9.14278728441755,0.9345940089498358,9.734219053799075e-06,0.0011738601331675114
0.49,9.100097759400139,0.9762512816027643,1.02871870334757e-05,0.0011834495520046766
0.5,9.05573193610302,1.0195434244547077,1.0869516234863566e-05,0.0011935024237068026
0.51,9.009644002442155,1.064514633828859,1.1482833244802108e-05,0.001204039645552114
0.52,8.961788717088671,1.111208492928334,1.2128858081787996e-05,0.0012150828952078318
0.53,8.912121606818399,1.1596677752702738,1.2809409479240294e-05,0.0012266546374031324
0.54,8.860599177950476,1.2099342341441628,1.35264104086728e-05,0.001238778130470646
0.55,8.807179119142042,1.2620484006947463,1.4281893462074318e-05,0.0012514774313240654
0.56,8.751820583993265,1.3160493033756389,1.5078007652323547e-05,0.0012647773827299093
0.5700000000000001,8.694484437349725,1.3719742229701042,1.59170245442912e-05,0.0012787036149621825
0.58,8.635133470543106,1.429858478949885,1.6801343906648606e-05,0.0012932825305617748
0.59,8.57373271469692,1.4897351185511851,1.7733501040920787e-05,0.0013085412889455787
0.6,8.510249722537433,1.5516346374178978,1.8716173651696014e-05,0.0013245077796234942
0.61,8.444654846396645,1.6155847042052949,1.9752188679409712e-05,0.0013412105892758243
0.62,8.376921562676618,1.681609839104433,2.0844529859207277e-05,0.0013586789691862236
0.63,8.307026757655052,1.7497311315033615,2.1996344703040672e-05,0.0013769427747233765
0.64,8.23495106147711,1.8199659094095644,2.3210952325778745e-05,0.00139603242067487
0.65,8.160679140186252,1.8923274514011426,2.4491850603838094e-05,0.0014159788032201178
0.66,8.084200018136675,1.9668246684014419,2.5842723855000937e-05,0.0014368132245074232
0.67,8.005507394227164,2.0434617919116067,2.726745037701207e-05,0.0014585673051863174
0.68,7.924599915042709,2.122238105752511,2.8770109206048803e-05,0.0014812728678486283
0.6900000000000001,7.841481509174843,2.203147616746861,3.035498805657592e-05,0.0015049618361720404
0.7000000000000001,7.756161605542822,2.2861788417820885,3.202658883318463e-05,0.001529666081963977
0.71,7.668655474445176,2.371314472400352,3.37896358114238e-05,0.0015554173038739086
0.72,7.578984449581413,2.458531158639591,3.5649081107111353e-05,0.0015822468589898114
0.73,7.487176049468526,2.547799393661165,3.7610107807745343e-05,0.001610185555014503
0.74,7.393264277725148,2.639083219536506,3.967813714784562e-05,0.001639263499762061
0.75,7.2972897358817965,2.732340121333153,4.185883115635354e-05,0.0016695098596298946
0.76,7.1992997948114485,2.8275208616451732,4.415809665234931e-05,0.0017009526728847164
0.77,7.099348585079954,2.924569497514177,4.6582084375234585e-05,0.0017336185582850826
0.78,6.997497154369133,3.0234232291306453,4.9137192390212594e-05,0.0017675325175024758
0.79,6.893813353290273,3.1240125211321113,5.183006178312895e-05,0.0018027176187987227
0.8,6.788371909024258,3.2262610353392596,5.4667577503509623e-05,0.0018391947672842831
0.81,6.681254199968071,3.330085862875826,5.765685988237724e-05,0.0018769823734362345
0.8200000000000001,6.572548247792469,3.435397538494155,6.0805262740721965e-05,0.001916096100569557
0.8300000000000001,6.462348376680632,3.54210038750914,6.41203600880845e-05,0.0019565485302308486
0.84,6.350755113980826,3.6500926314027247,6.760994081683734e-05,0.001998348892818776
0.85,6.237874739545666,3.759266843857203,7.128199010337634e-05,0.0020415027458336402
0.86,6.123819089521378,3.869510152882433,7.514468013350263e-05,0.0020860116974058766
0.87,6.008705006919475,3.9807047946198617,7.920634591205737e-05,0.002131873115931009
0.88,5.892654048301808,4.092728412037917,8.347547153038206e-05,0.002179079859029137
0.89,5.775791853200315,4.205454688727435,8.796066036850058e-05,0.002227620034679337
0.9,5.65824776423702,4.318753733477687,9.267061686154087e-05,0.0022774767494013904
0.91,5.540154124167596,4.4324927849893765,9.761411047247049e-05,0.0023286279490053984
0.92,5.421645823090197,4.546536668848628,0.00010279995389275945,0.0023810461772116346
0.93,5.3028596096527805,4.660748486552805,0.00010823696329610626,0.0024346985389942944
0.9400000000000001,5.183933368480943,4.7749903397221445,0.00011393392144182018,0.0024895465424561057
0.9500000000000001,5.065005655912567,4.889123795648627,0.00011989954822637677,0.0025455460721100984
0.96,4.946215038264507,5.003010548992409,0.00012614246141315805,0.0026026473840053427
0.97,4.827699337568029,5.116513174893247,0.00013267113128551464,0.0026607951614190353
0.98,4.7095949955512015,5.229495763855502,0.00013949383961604474,0.002719928607394603
0.99,4.5920365321304875,5.3418244614651,0.00014661864172009308,0.002779981611925695
1.0,4.475155887435532,5.453368123756982,0.00015405332154423543,0.002840882951401396
1.01,4.35908184982428,5.56399888618498,0.00016180534985184213,0.002902556554803795
1.02,4.243939488937855,5.673592726843439,0.00016988184125117124,0.0029649218139860415
1.03,4.129849668924464,5.78202994912877,0.0001782895151660817,0.0030278939448449833
1.04,4.016928543978371,5.889195681457204,0.00018703465412999278,0.0030913843982630492
1.05,3.905287149914804,5.994980280742957,0.0001961230679158874,0.0031553013020489003
1.06,3.795030996907675,6.099279734023967,0.0002055600560464125,0.0032195499560310078
1.07,3.686259749185305,6.201995973085676,0.00021535037651925173,0.0032840333370200204
1.08,3.5790669260510657,6.303037167239159,0.00022549821474963062,0.0033486526461351538
1.09,3.4735396711934015,6.402317947689129,0.0002360071574602679,0.0034133078654955233
1.1,3.3697585510772,6.499759602248783,0.0002468801668355167,0.003477898368161811
1.11,3.26779744944271,6.595290174896364,0.00025811956736217646,0.003542323402995694
1.12,3.16772346049532,6.688844564916781,0.0002697270245632155,0.00360648277783152
1.1300000000000001,3.069596854148442,6.780364555518563,0.0002817035379190858,0.003670277331666563
1.1400000000000001,2.9734710915555618,6.869798791039826,0.00029404943242997074,0.00373360954185079
1.1500000000000001,2.8793928712262007,6.9571027241053045,0.00030676435619417545,0.0037963840402484668
1.16,2.7874022178637685,7.042238520395963,0.0003198472838035862,0.0038585080683272593
1.17,2.6975326317764314,7.1251749020528035,0.0003332965206902241,0.003919892028132535
1.18,2.6098112159209776,7.205887014951412,0.00034710971420741295,0.0039804498068771715
1.19,2.524258915369774,7.284356182298184,0.00036128386783778455,0.004040099261755468
1.2,2.4408906951464133,7.360569721306065,0.0003758153577228381,0.00409876249481555
1.21,2.3597158125960727,7.434520664782372,0.0003906999550364279,0.004156366183592208
1.22,2.280738074326727,7.506207498688106,0.00040593284943386875,0.0042128418335897234
1.23,2.2039560946326877,7.575633898685508,0.0004215086750575229,0.004268125956092784
1.24,2.1293636310288324,7.642808389330369,0.00043742154261831813,0.004322160258081092
1.25,2.0569498265244164,7.70774409751157,0.0004536650663821482,0.0043748917239519545
1.26,1.9866995665663647,7.770458390932421,0.00047023240172032547,0.004426272688532567
1.27,1.9185937702015365,7.830972582973219,0.0004871162775517685,0.004476260864502728
1.28,1.8526096839198032,7.889311635221688,0.0005043090304555819,0.004524819318370875
1.29,1.788721189369805,7.945503846484271,0.0005218026420511055,0.004571916382581776
1.3,1.7268991478395546,7.999580504764401,0.0005395887769125064,0.004617525623373732
1.31,1.6671116567091313,8.051575628400434,0.0005576588172671233,0.004661625665259956
1.32,1.6093243423920374,8.101525670599374,0.0005760038994897911,0.004704200042336442
1.33,1.553500670735207,8.149469206563744,0.0005946149513387474,0.0047452370585485135
1.34,1.4996021773270405,8.195446701579206,0.0006134827249864787,0.004784729543594465
1.35,1.4475887514829058,8.239500225130922,0.0006325978326201327,0.004822674661582027
1.36,1.3974188747551894,8.281673211024776,0.0006519507787966952,0.004859073676286559
1.37,1.3490498474635788,8.322010229719988,0.0006715319916198698,0.00489393170512906
1.3800000000000001,1.3024380229608254,8.360556752993393,0.000691331854361148,0.0049272574742314475
1.3900000000000001,1.2575390002482398,8.397358960642793,0.0007113407325789603,0.004959063064368066
1.4000000000000001,1.2143078244871195,8.432463539390042,0.0007315490020395274,0.004989363652448767
1.41,1.1726991673582408,8.465917502142723,0.0007519470741139723,0.00501817725606308
1.42,1.1326674856528354,8.497768029212663,0.0007725254183833643,0.005045524484813668
1.43,1.0941671846209713,8.528062304890332,0.000793274586010482,0.00507142827983834
1.44,1.057152750484958,8.556847385035717,0.0008141852285782224,0.005095913681137926
1.45,1.0215788814501707,8.584170066295862,0.0008352481170119428,0.0051190075843691
1.46,0.987400606724423,8.610076767423466,0.0008564541587145339,0.0051407385081634
1.47,0.9545733774106187,8.634613438826092,0.0008777944100433725,0.005161136402843816
1.48,0.9230531709370221,8.657825458674084,0.0008992600915787477,0.005180232421765666
1.49,0.8927965871043967,8.679757537485994,0.0009208426022402783,0.00519805869768083
1.5,0.8637608912125403,8.70045367576574,0.0009425335241833406,0.005214648208379035
1.51,0.8359040940285433,8.719957084744932,0.0009643246342407701,0.005230034579579725
1.52,0.8091850246701011,8.738310114208476,0.0009862079140352112,0.005244251905440104
1.53,0.783563343305652,8.755554240988662,0.001008175550993627,0.005257334618370666
1.54,0.7589995967671538,8.771730014101868,0.0010302199454757107,0.005269317343598531
1.55,0.7354552718184076,8.78687700213187,0.0010523337171250828,0.005280234775880339
1.56,0.712892785560081,8.801033804335647,0.0010745097029454215,0.005290121555539618
1.57,0.6912755204792916,8.814238016383579,0.001096740960942987,0.005299012163839482
1.58,0.6705678619066994,8.826526193601676,0.0011190207740287383,0.005306940825759541
1.59,0.6507351727612093,8.837933877745106,0.0011413426451119947,0.005313941429120117
1.6,0.6317438118153383,8.848495579599428,0.0011637002981520655,0.0053200474448300734
1.61,0.6135611577436715,8.85824475570058,0.0011860876800866367,0.005325291846694912
1.62,0.5961555746967062,8.867213844178233,0.0012084989539456613,0.005329707072113119
1.6300000000000001,0.5794964171941324,8.87543426077755,0.0012309284978508413,0.005333324963569567
1.6400000000000001,0.563554043236753,8.882936386548954,0.001253370905392032,0.005336176704260235
1.6500000000000001,0.5482997753420205,8.889749608115356,0.0012758209776264529,0.005338292808978439
1.6600000000000001,0.5337058952971516,8.895902323842282,0.0012982737205178957,0.005339703085049414
1.67,0.5197456482723597,8.901421940537988,0.0013207243440001904,0.00534043658291233
1.68,0.5063932028556108,8.906334914595535,0.0013431682536458073,0.005340521607037523
1.69,0.49362363846597346,8.910666765482885,0.0013656010469708232,0.005339985693685818
1.7,0.4814129423545499,8.914442079547271,0.0013880185114513734,0.005338855575183728
1.71,0.46973797081700436,8.917684549854556,0.0014104166163573907,0.005337157202990174
1.72,0.45857643169114387,8.920416994554504,0.0014327915083188069,0.005334915739187201
1.73,0.4479068759941652,8.922661366024684,0.0014551395085573681,0.005332155532822384
1.74,0.43770866155223104,8.924438788174621,0.0014774571051834216,0.0053289001493985
1.75,0.4279619325607452,8.925769577694037,0.0014997409483585471,0.005325172372955376
1.76,0.41864760736252554,8.926673257020266,0.0015219878469761611,0.005320994192683923
1.77,0.40974734512861444,8.927168588482141,0.0015441947615849787,0.005316386834892299
1.78,0.40124352401892976,8.927273596885485,0.0015663587994148044,0.005311370772778895
1.79,0.39311922640023744,8.927005584996754,0.0015884772107151255,0.005305965721430233
1.8,0.3853582087755178,8.92638116434022,0.0016105473823677461,0.005300190669756353
1.81,0.3779448796835877,8.925416277986654,0.0016325668329627847,0.005294063894879998
1.82,0.3708642834778511,8.924126217385837,0.0016545332090463656,0.005287602966480836
1.83,0.3641020733366138,8.922525650076679,0.001676444279274757,0.005280824771732547
1.84,0.3576444903658609,8.920628641118153,0.001698297929951681,0.005273745537360005
1.85,0.35147834934879235,8.918448667972818,0.001720092161602756,0.005266380826403515
1.86,0.3455910085533779,8.915998651258128,0.00174182508280423,0.005258745583928154
1.87,0.3399703489899904,8.913290976055498,0.0017634949056964625,0.005250854156271843
1.8800000000000001,0.3346047536531303,8.910337513233413,0.001785099941497973,0.00524272031046581
1.8900000000000001,0.3294831040473968,8.90714962329258,0.0018066385994825733,0.005234357219594195
1.9000000000000001,0.32459475809695876,8.903738179024733,0.0018281093822475369,0.0052257774856307344
1.9100000000000001,0.31992951916597984,8.900113597154657,0.001849510879210809,0.005216993180170092
1.92,0.3154776250793083,8.896285849545887,0.0018708417643937105,0.005208015860533117
1.93,0.31122973175585156,8.892264479842375,0.0018921007931415985,0.005198856597303028
1.94,0.3071768895582708,8.888058628033274,0.001913286796638951,0.005189525977311858
1.95,0.30331053193714264,8.883677041977927,0.0019343986797399199,0.005180034124652528
1.96,0.299622473916997,8.879128078912453,0.0019554354209404393,0.005170390706668605
1.97,0.29610487616023895,8.874419742362683,0.001976396064412673,0.005160604966767034
1.98,0.2927502354595379,8.86955969186579,0.001997279718127409,0.005150685737071605
1.99,0.2895513838235641,8.864555243802046,0.0020180855539223778,0.005140641447505744
2.0,0.28650146060689907,8.859413400054926,0.0020388128014266105,0.005130480149623137
2.0100000000000002,0.2835938992709017,8.854140861567476,0.0020594607453181695,0.005120209532354134
2.02,0.28082242771909305,8.84874402792812,0.002080028725665259,0.0051098369270383606
2.0300000000000002,0.278181047103714,8.843229019117125,0.0021005161333763726,0.005099369329168415
2.04,0.2756640159858136,8.837601691744698,0.0021209224068624954,0.005088813415804697
2.05,0.2732658472026223,8.831867642224374,0.002141247031542606,0.005078175551937215
2.06,0.2709813011288875,8.826032213655411,0.0021614895385371367,0.0050674617998646325
2.07,0.26880536017045004,8.820100521986731,0.0021816494992091466,0.005056677945983926
2.08,0.2667332288581061,8.814077455886464,0.002201726525359374,0.005045829503282251
2.09,0.2647603293607238,8.807967681319646,0.0022217202684047597,0.005034921717912748
2.1,0.26288228086173737,8.801775662685644,0.0022416304150148906,0.005023959592266905
2.11,0.261094894901941,8.795505667569818,0.0022614566862540555,0.005012947891793589
2.12,0.25939416888619315,8.789161773394094,0.0022811988362768914,0.0050018911525386255
2.13,0.2577762787309085,8.78274787493186,0.0023008566508853964,0.004990793690938771
2.14,0.2562375720544595,8.776267691262678,0.002320429946213135,0.00497965961330052
2.15,0.2547745615996436,8.76972477250261,0.002339918567423208,0.004968492823950184
2.16,0.25338390485198425,8.763122520718452,0.0023593223843559373,0.004957297046020216
2.17,0.25206240991802475,8.756464183854044,0.0023786412929967956,0.0049460758186318
2.18,0.25080702921450376,8.749752862185174,0.0023978752142395977,0.004934832504902836
2.19,0.2496148506693572,8.74299151733379,0.0024170240920805427,0.004923570302044488
2.2,0.24848308801099436,8.736182982222084,0.0024360878915793195,0.004912292252090747
2.21,0.24740908049334281,8.729329961324824,0.002455066598994255,0.004901001244365641
2.22,0.2463902861835323,8.722435037542796,0.0024739602204235708,0.004889700023413848
2.23,0.24542427555606167,8.71550067876037,0.002492768780523983,0.004878391196716411
2.24,0.24450872625576422,8.708529243203527,0.0025114923214866382,0.004867077241216669
2.25,0.24364141999170638,8.701522982610642,0.002530130902482276,0.004855760507700523
2.2600000000000002,0.24282023748637263,8.694484047400922,0.002548684598672703,0.0048444432270146635
2.27,0.24204315242785276,8.687414492864843,0.0025671535000176974,0.004833127517369944
2.2800000000000002,0.24130822841555535,8.680316282285354,0.0025855377107140936,0.0048218153884011985
2.29,0.2406136154787915,8.673191290497543,0.002603837348544132,0.004810508745642936
2.3000000000000003,0.23995754587848617,8.666041308183896,0.002622052544065966,0.0047992093957486374
2.31,0.23933832970745678,8.658868046376282,0.002640183439733597,0.004787919051967492
2.32,0.23875435237801765,8.651673139023693,0.002658230189473562,0.004776639337385068
2.33,0.2382040712861045,8.644458146404519,0.002676192958050195,0.004765371789115219
2.34,0.23768601191100514,8.637224559116992,0.0026940719203123035,0.0047541178631473925
2.35,0.2371987640514162,8.629973801930158,0.0027118672604695537,0.00474287893901803
2.36,0.23674098105740018,8.622707234566784,0.0027295791720047397,0.00473165632091393
2.37,0.2363113765047673,8.615426155105869,0.002747207857040389,0.004720451241794012
2.38,0.23590872181339112,8.608131802418596,0.002764753525904667,0.004709264866376709
2.39,0.23553184114817072,8.600825361386779,0.0027822163961175937,0.004698098297398088
2.4,0.23517960919648087,8.593507965176226,0.002799596691987762,0.0046869525783858265
2.41,0.23485095205300116,8.586180694328617,0.0028168946448687074,0.0046758286926702145
2.42,0.23454484366301942,8.578844580401228,0.002834110492468712,0.004664727567747382
2.43,0.23426030387269953,8.571500607961433,0.002851244478500891,0.004653650077694922
2.44,0.23399639414134027,8.56414971897351,0.0028682968518289873,0.004642597048561099
2.45,0.2337522171646173,8.556792813183781,0.0028852678664518148,0.0046315692587767555
2.46,0.2335269161448955,8.549430748866941,0.0029021577814099995,0.0046205674400151215
2.47,0.23331967246329763,8.542064345207764,0.0029189668603474294,0.004609592280083942
2.48,0.23312970401361527,8.534694384005661,0.0029356953712140065,0.004598644424975689
2.49,0.23295626124453364,8.527321613723581,0.002952343585485566,0.004587724483848841
2.5,0.23279862802480558,8.519946748603203,0.0029689117783960467,0.004576833027839549
2.5100000000000002,0.23265612035570088,8.51257046998234,0.0029854002287160336,0.004565970591626622
2.52,0.23252808466607772,8.505193428039352,0.0030018092184423218,0.004555137675530082
2.5300000000000002,0.2324138962853674,8.497816243355533,0.0030181390325254446,0.0045443347473834335
2.54,0.23231295627443288,8.490439510157104,0.003034389958259522,0.004533562246513926
2.5500000000000003,0.23222469267922327,8.483063795033534,0.003050562285578746,0.004522820582045694
2.56,0.23214855897468453,8.475689638529719,0.003066656306776637,0.004512110134809676
2.57,0.232084032854072,8.468317556384912,0.003082672316295411,0.004501431258810271
2.58,0.23203061482348653,8.460948040970653,0.003098610610473177,0.0044907842829622815
2.59,0.2319878261002268,8.453581563440446,0.0031144714871452275,0.004480169513754111
2.6,0.23195520952710433,8.446218572796022,0.0031302552458721063,0.004469587233916447
2.61,0.2319323281421158,8.43885949735066,0.0031459621876786296,0.004459037704202362
2.62,0.23191876433193687,8.431504745595587,0.0031615926149134456,0.004448521164396917
2.63,0.23191411840912757,8.424154707655715,0.0031771468309927772,0.004438037835072047
2.64,0.23191800728634546,8.416809756646124,0.003192625140163132,0.0044275879192173006
2.65,0.23193006520422982,8.409470247928619,0.0032080278476758826,0.004417171601214003
2.66,0.23194994246582099,8.40213652040665,0.003223355259561005,0.0044067890483908655
2.67,0.23197730480204976,8.394808897174961,0.0032386076825270033,0.0043964404117642466
2.68,0.2320118318947937,8.387487687030468,0.0032537854236914777,0.004386125827882488
2.69,0.23205321699727643,8.380173184861254,0.003268888790531126,0.004375845419237106
2.7,0.23210116720197926,8.372865671373578,0.0032839180909610406,0.004365599293829156
2.71,0.2321554024777792,8.36556541407713,0.003298873633166773,0.004355387546347475
2.72,0.23221565519998447,8.358272667766377,0.0033137557255347003,0.004345210258704315
2.73,0.2322816692680911,8.350987675423402,0.0033285646765001085,0.004335067501108178
2.74,0.2323531983395035,8.343710670024569,0.003343300794219355,0.0043249593342865374
2.75,0.23243000744826411,8.336441872886343,0.003357964386913585,0.0043148858073137385
2.7600000000000002,0.23251187194327827,8.329181494751658,0.0033725557626799003,0.0043048469589220895
2.77,0.2325985770052852,8.321929736284547,0.0033870752294169744,0.004294842818062976
2.7800000000000002,0.23268991724483118,8.314686788481943,0.003401523094766491,0.004284873404364403
2.79,0.2327856953533622,8.307452834053493,0.0034158996658695227,0.004274938729818954
2.8000000000000003,0.23288572258633006,8.300228046928439,0.003430205249480014,0.004265038798096041
2.81,0.23298981860681356,8.293012592416245,0.003444440151953183,0.004255173604685657
2.82,0.23309781092992407,8.285806627775338,0.003458604679155732,0.00424534313756185
2.83,0.2332095346385935,8.278610302504394,0.003472699136428674,0.004235547377495692
2.84,0.23332483164360177,8.271423759099594,0.003486723828461362,0.004225786298954482
2.85,0.23344355009035841,8.264247133661822,0.0035006790591937315,0.0042160598708139005
2.86,0.23356554506871932,8.257080555171598,0.003514565131971287,0.004206368055399041
2.87,0.23369067793878268,8.249924146179053,0.00352838234943103,0.004196710809303087
2.88,0.23381881609342695,8.242778023047356,0.0035421310134719,0.004187088083646737
2.89,0.23394983263755162,8.235642296281322,0.003555811425209426,0.00417749982444249
2.9,0.2340836054782869,8.228517071458418,0.0035694238848194455,0.004167945973697778
2.91,0.2342200179625142,8.221402448577331,0.0035829686916726156,0.004158426468579742
2.92,0.2343589585168102,8.214298522426752,0.0035964461442811618,0.004148941241830816
2.93,0.23450032037119894,8.207205382868436,0.0036098565402612275,0.0041394902220799655
2.94,0.23464400138169442,8.200123115019228,0.0036232001763136087,0.004130073334030912
2.95,0.23478990345489176,8.19305179983989,0.0036364773481280463,0.004120690499163646
2.96,0.2349379325594301,8.18599151412397,0.0036496883503997026,0.004111341635681953
2.97,0.23508799882964487,8.178942330392408,0.0036628334768630797,0.004102026658343534
2.98,0.23524001624720556,8.171904317219557,0.0036759130202448725,0.004092745478834351
2.99,0.23539390250212647,8.164877539375816,0.00368892727225096,0.004083498005913369
3.0,0.23554957871687995,8.157862058110277,0.0037018765235280727,0.004074284145726026
3.0100000000000002,0.23570696899981292,8.150857931607986,0.0037147610635939344,0.004065103802327961
3.02,0.23586600086547196,8.14386521456044,0.0037275811809267625,0.004055956877143859
3.0300000000000002,0.2360266049202841,8.136883958487555,0.0037403371629194824,0.004046843269329608
3.04,0.23618871473131703,8.129914211872329,0.0037530292958674895,0.0040377628759099655
3.0500000000000003,0.2363522666971917,8.122956020293314,0.003765657864956686,0.0040287155919142255
3.06,0.23651719958858328,8.116009426895006,0.0037782231541906817,0.004019701310920852
3.0700000000000003,0.23668345481508282,8.109074472115342,0.0037907254464513243,0.004010719924704859
3.08,0.2368509763376542,8.102151193775656,0.003803165023493981,0.004001771323323801
3.09,0.23701971050354817,8.09523962724994,0.0038155421659284527,0.00399285539530017
3.1,0.23718960596616342,8.088339805547212,0.003827857153215363,0.00398397202769934
3.11,0.2373606135818664,8.081451759417451,0.0038401102636582396,0.003975121106236077
3.12,0.23753268585363446,8.074575517921078,0.0038523017743130354,0.003966302515934564
3.13,0.23770577734137946,8.06771110800962,0.0038644319610734116,0.0039575161406090464
3.14,0.2378798446085453,8.060858554580706,0.003876501098671541,0.003948761862910889
3.15,0.2380548460452046,8.0540178806594,0.0038885094606563196,0.003940039564526778
3.16,0.23823074180436504,8.0471891074637,0.0039004573193920714,0.003931349126239193
3.17,0.23840749372636283,8.040372254482252,0.003912344946055038,0.003922690428001604
3.18,0.2385850649851592,8.033567339836528,0.003924172610580354,0.003914063349349447
3.19,0.2387634203224745,8.02677438004165,0.003935940581713417,0.003905467769102402
3.2,0.2389425260109235,8.019993390044434,0.003947649127013003,0.003896903565393894
3.21,0.23912234973366178,8.013224383346854,0.0039592985128394445,0.003888370615801653
3.22,0.2393028605365552,8.00646737205529,0.003970889004355619,0.003879868797391141
3.23,0.239484028770832,7.999722366939526,0.003982420865526159,0.0038713979867705905
3.24,0.23966582579817322,7.992989377734791,0.003993894359074427,0.003862958060429134
3.25,0.23984822418955976,7.9862684129386246,0.004005309746527001,0.0038545488944873945
3.2600000000000002,0.24003119770426445,7.979559479832663,0.004016667288219067,0.003846170364710087
3.27,0.2402147211899129,7.972862584585196,0.0040279672432857235,0.0038378223466128724
3.2800000000000002,0.2403987705455953,7.966177732289202,0.00403920986966438,0.003829504715494417
3.29,0.2405833226781447,7.959504927007373,0.004050395424095932,0.003821217346476438
3.3000000000000003,0.24076835527106022,7.952844172008927,0.004061524162094009,0.003812960114759035
3.31,0.24095384693689975,7.9461954696138815,0.004072596337979379,0.003804732895435782
3.3200000000000003,0.24113977720552635,7.9395588212053445,0.004083612204886385,0.0037965355634974516
3.33,0.2413261264441198,7.932934227311663,0.004094572014757694,0.0037883679939142365
3.34,0.24151287582808323,7.926321687636458,0.004105476018347651,0.0037802300616596525
3.35,0.24170000730849803,7.9197212010921945,0.004116324465224966,0.0037721216417387895
3.36,0.2418875034612433,7.913132765954819,0.004127117603754748,0.0037640426093577
3.37,0.24207534757604698,7.9065563797729075,0.004137855681122181,0.0037559928398073566
3.38,0.24226352364783005,7.899992039376786,0.004148538943339137,0.0037479722084641895
3.39,0.24245201632137786,7.8934397409353885,0.004159167635242612,0.0037399805908464256
3.4,0.2426408108695413,7.886899479978811,0.004169742000498912,0.0037320178626307527
