t,R,L,T
3.18,0.27239720740476914,11.777589374721192,11.477061071660929
3.19,0.27312444650975093,11.789459891275177,11.475599867800712
3.2,0.2738509587387731,11.80136496846021,11.47414018861946
3.21,0.2745767448183626,11.813304564768833,11.472682037220235
3.22,0.27530180547432204,11.825278638736012,11.471225416701252
3.23,0.27602614143173054,11.837287148939097,11.469770330155884
3.24,0.27674975341494445,11.849330053997765,11.468316780672666
3.25,0.2774726421475978,11.86140731257398,11.466864771335304
3.2600000000000002,0.2781948083526039,11.873518883371952,11.46541430522268
3.27,0.27891625275215515,11.885664725138078,11.463965385408855
3.2800000000000002,0.27963697606772464,11.89784479666091,11.462518014963079
3.29,0.2803569790200664,11.910059056771098,11.461072196949791
3.3000000000000003,0.28107626232921645,11.922307464341348,11.459627934428632
3.31,0.28179482671449346,11.934589978286375,11.458185230454445
3.3200000000000003,0.2825126728944998,11.94690655756286,11.456744088077286
3.33,0.2832298015871218,11.959257161169397,11.455304510342424
3.34,0.2839462135095311,11.971641748146455,11.453866500290351
3.35,0.28466190937818514,11.984060277576326,11.452430060956786
3.36,0.2853768899088279,11.99651270858308,11.45099519537268
3.37,0.28609115581649097,12.008999000332519,11.449561906564231
3.38,0.2868047078154939,12.021519112032134,11.448130197552869
3.39,0.28751754661944545,12.03407300293105,11.446700071355288
3.4,0.288229672941244,12.046660632319993,11.445271530983428
3.41,0.28894108749307873,12.059281959531232,11.4438445794445
3.42,0.2896517909864299,12.071936943938537,11.442419219740977
3.43,0.2903617841320701,12.084625544957134,11.44099545487061
3.44,0.29107106764006463,12.097347722043661,11.439573287826429
3.45,0.2917796422197729,12.110103434696114,11.43815272159675
3.46,0.2924875085798483,12.122892642453806,11.436733759165177
3.47,0.29319466742823985,12.135715304897325,11.43531640351062
3.48,0.29390111947219266,12.148571381648477,11.433900657607284
3.49,0.2946068654182485,12.161460832370249,11.432486524424686
3.5,0.29531190597224677,12.174383616766761,11.431074006927659
3.5100000000000002,0.29601624183932257,12.187339694583393,11.429663108076333
3.52,0.2967198737229644,12.200329025662178,11.428253830818997
3.5300000000000002,0.29742280232607504,12.213351569879427,11.426846178100138
3.54,0.29812502835157456,12.226407287110252,11.425440152865011
3.5500000000000003,0.2988265525016811,12.239496137270883,11.424035758054192
3.56,0.29952737547791153,12.2526180803186,11.422632996603577
3.5700000000000003,0.30022749798108245,12.265773076251708,11.421231871444393
3.58,0.3009269207113106,12.278961085109481,11.419832385503199
3.59,0.3016256443680139,12.292182066972131,11.418434541701895
3.6,0.30232366964991214,12.30543598196075,11.417038342957728
3.61,0.30302099725502746,12.318722790237274,11.41564379218329
3.62,0.30371762788068546,12.332042452004444,11.414250892286537
3.63,0.3044135622235157,12.345394927505748,11.41285964617078
3.64,0.3051088009794526,12.358780177025391,11.411470056734702
3.65,0.30580334484373606,12.372198160888246,11.410082126872355
3.66,0.30649719451091223,12.38564883945981,11.408695859473172
3.67,0.30719035067483424,12.399132173146159,11.407311257421968
3.68,0.30788281402866324,12.412648122393906,11.40592832359895
3.69,0.3085745852648685,12.42619664769016,11.404547060879715
3.7,0.3092656650752288,12.439777709562476,11.403167472135264
3.71,0.30995605415083277,12.453391268578816,11.401789560232004
3.72,0.31064575318208,12.467037285347505,11.400413328031751
3.73,0.3113347628586813,12.480715720517182,11.399038778391741
3.74,0.3120230838696598,12.494426534776768,11.397665914164628
3.75,0.3127107169033517,12.508169688855403,11.396294738198497
3.7600000000000002,0.31339766264740676,12.521945143522426,11.394925253336865
3.77,0.3140839217887893,12.535752859587312,11.39355746241869
3.7800000000000002,0.3147694950137788,12.549592797899638,11.39219136827837
3.79,0.31545438300797063,12.563464919349036,11.390826973745757
3.8000000000000003,0.31613858645627707,12.577369184865148,11.389464281646156
3.81,0.3168221060429275,12.591305555417586,11.388103294800334
3.8200000000000003,0.31750494245146976,12.605273992015888,11.386744016024528
3.83,0.3181870963647705,12.619274455709471,11.385386448130436
3.84,0.31886856846501604,12.633306907587587,11.384030593925246
3.85,0.31954935943371315,12.647371308779285,11.38267645621162
3.86,0.32022946995168966,12.661467620453358,11.381324037787712
3.87,0.32090890069909545,12.675595803818315,11.379973341447172
3.88,0.3215876523554028,12.689755820122311,11.378624369979145
3.89,0.3222657255994077,12.703947630653136,11.377277126168282
3.9,0.32294312110923,12.718171196738144,11.37593161279475
3.91,0.32361983956231466,12.732426479744221,11.374587832634221
3.92,0.32429588163543194,12.746713441077745,11.373245788457899
3.93,0.32497124800467886,12.76103204218453,11.37190548303251
3.94,0.32564593934547914,12.775382244549794,11.37056691912031
3.95,0.3263199563325847,12.78976400969811,11.369230099479102
3.96,0.32699329964007584,12.804177299193364,11.367895026862223
3.97,0.3276659699413623,12.81862207463871,11.366561704018563
3.98,0.3283379679091839,12.833098297676521,11.365230133692567
3.99,0.32900929421561126,12.84760592998836,11.363900318624237
4.0,0.3296799495320465,12.86214493329492,11.362572261549145
4.01,0.3303499345292242,12.876715269355989,11.361245965198432
4.0200000000000005,0.331019249877212,12.891316899970409,11.359921432298812
4.03,0.3316878962454111,12.905949786976018,11.358598665572586
4.04,0.3323558743025576,12.920613892249627,11.357277667737643
4.05,0.3330231847167226,12.935309177706957,11.35595844150746
4.0600000000000005,0.33368982813090103,12.950035606738503,11.354640989406045
4.07,0.33435580526097886,12.964793138447252,11.353325314510627
4.08,0.3350211167462689,12.979581736439913,11.352011419318563
4.09,0.33568576325209215,12.994401362793257,11.35069930652501
4.1,0.3363497454431043,13.009251979623011,11.349388978820718
4.11,0.3370130639832965,13.024133549083816,11.34808043889202
4.12,0.3376757195359959,13.039046033369178,11.346773689420857
4.13,0.33833771276386654,13.053989394711433,11.345468733084768
4.14,0.33899904432891026,13.0689635953817,11.344165572556903
4.15,0.33965971489246705,13.08396859768983,11.34286421050603
4.16,0.340319725115216,13.099004363984374,11.341564649596533
4.17,0.3409790756571762,13.114070856652535,11.340266892488424
4.18,0.3416377671777071,13.129168038120124,11.338970941837347
4.19,0.3422958003355097,13.144295870851515,11.33767680029458
4.2,0.3429531757886267,13.159454317349605,11.336384470507044
4.21,0.3436098941944438,13.174643340155772,11.33509395511731
4.22,0.3442659562096902,13.189862901849828,11.3338052567636
4.23,0.3449213624904393,13.205112965049981,11.332518378079795
4.24,0.34557611369210944,13.22039349241278,11.331233321695441
4.25,0.3462302104694646,13.235704446633092,11.329950090235748
4.26,0.3468836534766154,13.251045790444039,11.328668686321608
4.2700000000000005,0.3475364433670194,13.26641748661697,11.327389112569588
4.28,0.3481885807934822,13.281819497961406,11.326111371591942
4.29,0.34884006640815785,13.297251787325006,11.324835465996618
4.3,0.34949090086254997,13.312714317593525,11.323561398387252
4.3100000000000005,0.3501410848075121,13.328207051690764,11.322289171363192
4.32,0.35079061889324853,13.343729952578528,11.321018787519483
4.33,0.35143950376931526,13.359282983256593,11.31975024944689
4.34,0.35208774008462035,13.374866106762651,11.318483559731893
4.3500000000000005,0.352735328487425,13.390479286172278,11.317218720956696
4.36,0.3533822696253439,13.406122484598884,11.315955735699225
4.37,0.3540285641453464,13.42179566519367,11.31469460653315
4.38,0.3546742126937567,13.437498791145599,11.313435336027874
4.39,0.3553192159162552,13.45323182568133,11.312177926748546
4.4,0.3559635744578787,13.468994732065202,11.310922381256063
4.41,0.3566072889630211,13.484787473599168,11.309668702107077
4.42,0.35725036007543465,13.50061001362277,11.308416891854005
4.43,0.3578927884382302,13.516462315513088,11.307166953045025
4.44,0.3585345746938781,13.532344342684704,11.305918888224086
4.45,0.3591757194842088,13.548256058589649,11.304672699930917
4.46,0.3598162234504136,13.564197426717374,11.303428390701024
4.47,0.3604560872330455,13.580168410594698,11.302185963065705
4.48,0.36109531147201984,13.596168973785774,11.300945419552043
4.49,0.36173389680661483,13.61219907989204,11.299706762682929
4.5,0.36237184387547255,13.62825869255218,11.298469994977044
4.51,0.3630091533165995,13.644347775442085,11.297235118948885
4.5200000000000005,0.3636458257673674,13.660466292274807,11.296002137108763
4.53,0.3642818618645137,13.676614206800517,11.294771051962803
4.54,0.3649172622441426,13.692791482806467,11.293541866012957
4.55,0.36555202754172544,13.708998084116944,11.292314581757003
4.5600000000000005,0.3661861583921017,13.725233974593236,11.291089201688557
4.57,0.3668196554294794,13.74149911813358,11.28986572829707
4.58,0.3674525192874362,13.757793478673126,11.28864416406784
4.59,0.36808475059891976,13.774117020183896,11.287424511482017
4.6000000000000005,0.3687163499958073,13.790469706700694,11.28620677301326
4.61,0.36934731810798305,13.806851502375373,11.284990951120752
4.62,0.3699776555662164,13.823262371307539,11.283777048271002
4.63,0.3706073630008267,13.83970227762311,11.28256506692773
4.64,0.3712364410415039,13.856171185484826,11.281355009550515
4.65,0.3718648903173098,13.872669059092209,11.280146878594788
4.66,0.37249271145667834,13.889195862681525,11.278940676511855
4.67,0.3731199050874165,13.905751560525749,11.277736405748886
4.68,0.3737464718367048,13.922336116934517,11.276534068748926
4.69,0.3743724123310982,13.938949496254098,11.275333667950905
4.7,0.3749977271965263,13.95559166286734,11.274135205789632
4.71,0.3756224170582946,13.972262581193649,11.27293868469581
