t,V,C_1,C_2,C_3,C_4,C_5,C_6_temp
0.24,-0.10199999999999998,8.941077152100377e-13,3.698148105931574e-13,1.1130198069526238e-12,1.54743384604801e-12,1.0317578562606253e-12,2.5562320409975827e-14
0.25,-0.09999999999999998,8.72145005911832e-13,3.5998734156222425e-13,1.1218269154656437e-12,1.5608502463991563e-12,1.0408533022625181e-12,2.60349651361672e-14
0.26,-0.09799999999999998,8.501822966136263e-13,3.501598725312911e-13,1.1306340239786639e-12,1.5742666467503024e-12,1.049948748264411e-12,2.6507609862358568e-14
0.27,-0.09599999999999997,8.282195873154207e-13,3.40332403500358e-13,1.1394411324916838e-12,1.5876830471014486e-12,1.0590441942663038e-12,2.6980254588549937e-14
0.28,-0.09399999999999997,8.06256878017215e-13,3.305049344694249e-13,1.148248241004704e-12,1.601099447452595e-12,1.0681396402681966e-12,2.745289931474131e-14
0.29,-0.092,7.842941687190096e-13,3.2067746543849183e-13,1.1570553495177239e-12,1.6145158478037409e-12,1.0772350862700892e-12,2.7925544040932675e-14
0.3,-0.08999999999999998,7.623314594208039e-13,3.1084999640755867e-13,1.1658624580307438e-12,1.6279322481548872e-12,1.086330532271982e-12,2.8398188767124047e-14
0.31,-0.08799999999999998,7.403687501225981e-13,3.010225273766255e-13,1.174669566543764e-12,1.6413486485060334e-12,1.0954259782738748e-12,2.887083349331542e-14
0.32,-0.08599999999999998,7.184060408243925e-13,2.911950583456924e-13,1.183476675056784e-12,1.6547650488571795e-12,1.1045214242757677e-12,2.934347821950679e-14
0.33,-0.08399999999999998,6.96443331526187e-13,2.813675893147593e-13,1.192283783569804e-12,1.6681814492083258e-12,1.1136168702776605e-12,2.981612294569816e-14
0.34,-0.08199999999999998,6.744806222279812e-13,2.7154012028382615e-13,1.201090892082824e-12,1.681597849559472e-12,1.1227123162795533e-12,3.028876767188953e-14
0.35000000000000003,-0.07999999999999997,6.525179129297756e-13,2.61712651252893e-13,1.209898000595844e-12,1.6950142499106181e-12,1.1318077622814461e-12,3.0761412398080895e-14
0.36,-0.07799999999999999,6.3055520363157e-13,2.5188518222195993e-13,1.218705109108864e-12,1.7084306502617643e-12,1.140903208283339e-12,3.123405712427227e-14
0.37,-0.07599999999999998,6.085924943333644e-13,2.4205771319102683e-13,1.2275122176218841e-12,1.7218470506129104e-12,1.1499986542852316e-12,3.170670185046364e-14
0.38,-0.07399999999999998,5.866297850351587e-13,2.322302441600937e-13,1.236319326134904e-12,1.7352634509640568e-12,1.1590941002871244e-12,3.217934657665501e-14
0.39,-0.07199999999999998,5.646670757369531e-13,2.2240277512916057e-13,1.2451264346479242e-12,1.748679851315203e-12,1.1681895462890172e-12,3.265199130284638e-14
0.4,-0.06999999999999998,5.427043664387474e-13,2.1257530609822746e-13,1.2539335431609441e-12,1.762096251666349e-12,1.17728499229091e-12,3.312463602903775e-14
0.41000000000000003,-0.06799999999999998,5.207416571405417e-13,2.027478370672943e-13,1.2627406516739643e-12,1.7755126520174954e-12,1.1863804382928028e-12,3.359728075522912e-14
0.42,-0.06599999999999999,4.987789478423362e-13,1.9292036803636125e-13,1.2715477601869842e-12,1.7889290523686416e-12,1.1954758842946956e-12,3.406992548142049e-14
0.43,-0.06399999999999999,4.768162385441306e-13,1.830928990054281e-13,1.2803548687000041e-12,1.8023454527197877e-12,1.2045713302965885e-12,3.454257020761186e-14
0.44,-0.06199999999999998,4.548535292459249e-13,1.7326542997449498e-13,1.2891619772130242e-12,1.8157618530709339e-12,1.2136667762984813e-12,3.5015214933803225e-14
0.45,-0.05999999999999998,4.328908199477192e-13,1.6343796094356183e-13,1.2979690857260442e-12,1.82917825342208e-12,1.2227622223003739e-12,3.54878596599946e-14
0.46,-0.057999999999999975,4.109281106495136e-13,1.5361049191262872e-13,1.3067761942390643e-12,1.8425946537732264e-12,1.2318576683022667e-12,3.596050438618597e-14
0.47000000000000003,-0.05599999999999997,3.8896540135130795e-13,1.437830228816956e-13,1.3155833027520842e-12,1.8560110541243727e-12,1.2409531143041595e-12,3.643314911237734e-14
0.48,-0.053999999999999986,3.670026920531024e-13,1.339555538507625e-13,1.3243904112651044e-12,1.8694274544755186e-12,1.2500485603060524e-12,3.690579383856871e-14
0.49,-0.051999999999999984,3.4503998275489675e-13,1.2412808481982938e-13,1.3331975197781243e-12,1.882843854826665e-12,1.2591440063079452e-12,3.737843856476008e-14
0.5,-0.04999999999999998,3.2307727345669107e-13,1.1430061578889625e-13,1.3420046282911444e-12,1.896260255177811e-12,1.268239452309838e-12,3.7851083290951445e-14
0.51,-0.04799999999999999,3.9851324335722627e-13,1.2391641372901913e-13,1.3175463004388804e-12,1.860531572974253e-12,1.2442454611936876e-12,3.6980539447411034e-14
0.52,-0.04599999999999997,4.908246648186737e-13,1.3690098332657292e-13,1.2873243496642823e-12,1.8162879348500237e-12,1.2145183410674e-12,3.587727259538478e-14
0.53,-0.043999999999999984,5.831360862801199e-13,1.4988555292412652e-13,1.2571023988896846e-12,1.7720442967257944e-12,1.1847912209411123e-12,3.477400574335853e-14
0.54,-0.04199999999999998,6.754475077415669e-13,1.6287012252168031e-13,1.2268804481150866e-12,1.727800658601565e-12,1.1550641008148247e-12,3.3670738891332274e-14
0.55,-0.03999999999999998,7.677589292030135e-13,1.75854692119234e-13,1.1966584973404887e-12,1.683557020477336e-12,1.1253369806885372e-12,3.2567472039306024e-14
0.56,-0.03799999999999998,8.600703506644601e-13,1.888392617167877e-13,1.1664365465658909e-12,1.6393133823531065e-12,1.0956098605622496e-12,3.146420518727977e-14
0.5700000000000001,-0.035999999999999976,9.523817721259067e-13,2.018238313143414e-13,1.136214595791293e-12,1.5950697442288772e-12,1.0658827404359621e-12,3.036093833525352e-14
0.58,-0.03399999999999999,1.0446931935873525e-12,2.14808400911895e-13,1.1059926450166954e-12,1.5508261061046484e-12,1.0361556203096747e-12,2.9257671483227277e-14
0.59,-0.03199999999999999,1.1370046150487995e-12,2.2779297050944874e-13,1.0757706942420975e-12,1.506582467980419e-12,1.006428500183387e-12,2.815440463120102e-14
0.6,-0.029999999999999995,1.2293160365102457e-12,2.407775401070024e-13,1.0455487434674997e-12,1.46233882985619e-12,9.767013800570996e-13,2.7051137779174766e-14
0.61,-0.027999999999999987,1.3216274579716927e-12,2.537621097045561e-13,1.0153267926929016e-12,1.4180951917319605e-12,9.46974259930812e-13,2.594787092714851e-14
0.62,-0.025999999999999992,1.4139388794331393e-12,2.667466793021098e-13,9.85104841918304e-13,1.3738515536077312e-12,9.172471398045243e-13,2.484460407512226e-14
0.63,-0.023999999999999983,1.5062503008945863e-12,2.7973124889966356e-13,9.548828911437059e-13,1.3296079154835018e-12,8.875200196782367e-13,2.3741337223096005e-14
0.64,-0.02199999999999999,1.5985617223560325e-12,2.927158184972172e-13,9.24660940369108e-13,1.2853642773592727e-12,8.577928995519492e-13,2.2638070371069756e-14
0.65,-0.01999999999999998,1.6908731438174795e-12,3.0570038809477095e-13,8.944389895945101e-13,1.2411206392350433e-12,8.280657794256616e-13,2.1534803519043504e-14
0.66,-0.017999999999999978,1.783184565278926e-12,3.1868495769232465e-13,8.642170388199122e-13,1.196877001110814e-12,7.98338659299374e-13,2.0431536667017248e-14
0.67,-0.015999999999999976,1.8754959867403727e-12,3.316695272898784e-13,8.339950880453142e-13,1.1526333629865848e-12,7.686115391730864e-13,1.9328269814990996e-14
0.68,-0.013999999999999974,1.9678074082018193e-12,3.446540968874321e-13,8.037731372707164e-13,1.1083897248623553e-12,7.388844190467988e-13,1.8225002962964743e-14
0.6900000000000001,-0.01199999999999998,2.0601188296632663e-12,3.576386664849858e-13,7.735511864961185e-13,1.064146086738126e-12,7.091572989205113e-13,1.712173611093849e-14
0.7000000000000001,-0.009999999999999978,2.152430251124713e-12,3.706232360825395e-13,7.433292357215206e-13,1.0199024486138968e-12,6.794301787942236e-13,1.6018469258912238e-14
0.71,-0.007999999999999997,2.2447416725861583e-12,3.8360780568009307e-13,7.13107284946923e-13,9.75658810489668e-13,6.497030586679364e-13,1.4915202406886e-14
0.72,-0.005999999999999995,2.3370530940476053e-12,3.9659237527764676e-13,6.828853341723252e-13,9.314151723654388e-13,6.199759385416488e-13,1.3811935554859746e-14
0.73,-0.003999999999999993,2.4293645155090515e-12,4.0957694487520046e-13,6.526633833977273e-13,8.871715342412095e-13,5.902488184153613e-13,1.2708668702833494e-14
0.74,-0.0019999999999999914,2.5216759369704985e-12,4.225615144727542e-13,6.224414326231293e-13,8.429278961169802e-13,5.605216982890736e-13,1.1605401850807241e-14
0.75,1.0408340855860843e-17,2.613987358431945e-12,4.355460840703079e-13,5.922194818485315e-13,7.986842579927509e-13,5.307945781627861e-13,1.0502134998780989e-14
0.76,0.002000000000000012,2.7062987798933917e-12,4.485306536678616e-13,5.619975310739336e-13,7.544406198685216e-13,5.010674580364984e-13,9.398868146754737e-15
0.77,0.004000000000000017,2.7986102013548387e-12,4.615152232654153e-13,5.317755802993357e-13,7.101969817442922e-13,4.713403379102108e-13,8.295601294728478e-15
0.78,0.006000000000000016,2.890921622816285e-12,4.74499792862969e-13,5.015536295247378e-13,6.65953343620063e-13,4.4161321778392324e-13,7.192334442702229e-15
0.79,0.008000000000000018,2.983233044277732e-12,4.874843624605227e-13,4.7133167875014e-13,6.217097054958336e-13,4.118860976576357e-13,6.089067590675976e-15
0.8,0.010000000000000023,3.075544465739179e-12,5.004689320580765e-13,4.4110972797554195e-13,5.774660673716043e-13,3.8215897753134804e-13,4.985800738649721e-15
0.81,0.012000000000000021,3.167855887200625e-12,5.134535016556302e-13,4.108877772009441e-13,5.332224292473751e-13,3.5243185740506044e-13,3.882533886623468e-15
0.8200000000000001,0.014000000000000023,3.260167308662072e-12,5.264380712531839e-13,3.806658264263462e-13,4.889787911231457e-13,3.227047372787729e-13,2.779267034597216e-15
0.8300000000000001,0.016000000000000025,3.3524787301235187e-12,5.394226408507376e-13,3.504438756517483e-13,4.4473515299891646e-13,2.929776171524853e-13,1.6760001825709635e-15
0.84,0.018000000000000002,3.4447901515849645e-12,5.524072104482911e-13,3.202219248771508e-13,4.0049151487468767e-13,2.6325049702619805e-13,5.727333305447238e-16
0.85,0.020000000000000007,3.537101573046411e-12,5.653917800458448e-13,2.899999741025528e-13,3.5624787675045837e-13,2.335233768999104e-13,-5.305335214815302e-16
0.86,0.022000000000000006,3.6294129945078577e-12,5.783763496433985e-13,2.5977802332795496e-13,3.120042386262291e-13,2.0379625677362286e-13,-1.6338003735077834e-15
0.87,0.024000000000000007,3.721724415969305e-12,5.913609192409522e-13,2.2955607255335706e-13,2.677606005019998e-13,1.7406913664733526e-13,-2.7370672255340358e-15
0.88,0.02600000000000001,3.814035837430751e-12,6.043454888385059e-13,1.9933412177875915e-13,2.235169623777705e-13,1.4434201652104766e-13,-3.840334077560289e-15
0.89,0.028000000000000014,3.906347258892198e-12,6.173300584360596e-13,1.6911217100416127e-13,1.792733242535412e-13,1.146148963947601e-13,-4.943600929586541e-15
0.9,0.030000000000000016,3.998658680353644e-12,6.303146280336134e-13,1.3889022022956336e-13,1.350296861293119e-13,8.488777626847249e-14,-6.0468677816127946e-15
0.91,0.03199999999999992,4.043023149908909e-12,6.364762290614563e-13,1.2440079551455175e-13,1.137951272194203e-13,7.061836699854423e-14,-6.5795317918080245e-15
0.92,0.03399999999999992,4.033000021919876e-12,6.348983418867345e-13,1.2775722463730298e-13,1.1866042430502699e-13,7.388308082901399e-14,-6.4649446945738814e-15
0.93,0.03599999999999992,4.022976893930843e-12,6.333204547120127e-13,1.311136537600542e-13,1.2352572139063328e-13,7.714779465948354e-14,-6.350357597339732e-15
0.9400000000000001,0.038000000000000034,4.012953765941809e-12,6.317425675372908e-13,1.3447008288280564e-13,1.2839101847623998e-13,8.041250848995349e-14,-6.235770500105576e-15
0.9500000000000001,0.040000000000000036,4.002930637952776e-12,6.30164680362569e-13,1.3782651200555686e-13,1.3325631556184627e-13,8.367722232042324e-14,-6.121183402871427e-15
0.96,0.041999999999999926,3.992907509963743e-12,6.285867931878473e-13,1.411829411283081e-13,1.3812161264745256e-13,8.69419361508928e-14,-6.006596305637284e-15
0.97,0.04399999999999993,3.98288438197471e-12,6.270089060131255e-13,1.4453937025105932e-13,1.4298690973305885e-13,9.020664998136255e-14,-5.892009208403134e-15
0.98,0.04599999999999993,3.972861253985677e-12,6.254310188384038e-13,1.4789579937381055e-13,1.4785220681866515e-13,9.34713638118323e-14,-5.777422111168985e-15
0.99,0.04800000000000004,3.962838125996644e-12,6.238531316636819e-13,1.5125222849656218e-13,1.5271750390427184e-13,9.673607764230205e-14,-5.662835013934829e-15
1.0,0.050000000000000044,3.95281499800761e-12,6.222752444889601e-13,1.546086576193134e-13,1.5758280098987813e-13,1.000007914727718e-13,-5.54824791670068e-15
1.01,0.051999999999999935,3.942791870018578e-12,6.206973573142384e-13,1.5796508674206444e-13,1.6244809807548443e-13,1.0326550530324136e-13,-5.433660819466537e-15
1.02,0.05399999999999994,3.932768742029544e-12,6.191194701395165e-13,1.6132151586481587e-13,1.6731339516109072e-13,1.0653021913371131e-13,-5.319073722232381e-15
1.03,0.05599999999999994,3.922745614040511e-12,6.175415829647948e-13,1.646779449875673e-13,1.7217869224669742e-13,1.0979493296418106e-13,-5.204486624998238e-15
1.04,0.05799999999999994,3.912722486051478e-12,6.15963695790073e-13,1.6803437411031852e-13,1.770439893323037e-13,1.1305964679465082e-13,-5.089899527764088e-15
1.05,0.05999999999999983,3.902699358062445e-12,6.143858086153512e-13,1.7139080323306955e-13,1.8190928641791e-13,1.1632436062512037e-13,-4.975312430529945e-15
1.06,0.061999999999999944,3.8926762300734115e-12,6.128079214406294e-13,1.7474723235582118e-13,1.867745835035163e-13,1.1958907445559012e-13,-4.8607253332957895e-15
1.07,0.06400000000000006,3.882653102084378e-12,6.112300342659075e-13,1.7810366147857261e-13,1.91639880589123e-13,1.2285378828606007e-13,-4.746138236061634e-15
1.08,0.06599999999999995,3.872629974095345e-12,6.096521470911858e-13,1.8146009060132364e-13,1.9650517767472928e-13,1.2611850211652963e-13,-4.631551138827491e-15
1.09,0.06799999999999995,3.862606846106312e-12,6.08074259916464e-13,1.8481651972407487e-13,2.0137047476033558e-13,1.2938321594699938e-13,-4.516964041593341e-15
1.1,0.06999999999999995,3.852583718117278e-12,6.064963727417422e-13,1.881729488468263e-13,2.0623577184594187e-13,1.3264792977746913e-13,-4.402376944359192e-15
1.11,0.07200000000000006,3.842560590128245e-12,6.049184855670204e-13,1.9152937796957773e-13,2.1110106893154857e-13,1.3591264360793888e-13,-4.287789847125036e-15
1.12,0.07399999999999995,3.832537462139212e-12,6.033405983922987e-13,1.9488580709232875e-13,2.1596636601715486e-13,1.3917735743840864e-13,-4.173202749890893e-15
1.1300000000000001,0.07599999999999996,3.822514334150179e-12,6.017627112175769e-13,1.9824223621508018e-13,2.2083166310276115e-13,1.4244207126887819e-13,-4.0586156526567436e-15
1.1400000000000001,0.07800000000000007,3.812491206161146e-12,6.00184824042855e-13,2.0159866533783161e-13,2.2569696018836785e-13,1.4570678509934814e-13,-3.944028555422594e-15
1.1500000000000001,0.08000000000000007,3.802468078172112e-12,5.986069368681332e-13,2.0495509446058284e-13,2.3056225727397414e-13,1.489714989298179e-13,-3.829441458188445e-15
1.16,0.08200000000000007,3.792444950183079e-12,5.970290496934115e-13,2.0831152358333407e-13,2.3542755435958043e-13,1.5223621276028765e-13,-3.714854360954295e-15
1.17,0.08399999999999996,3.782421822194047e-12,5.954511625186897e-13,2.116679527060853e-13,2.402928514451867e-13,1.555009265907572e-13,-3.600267263720152e-15
1.18,0.08599999999999997,3.772398694205014e-12,5.938732753439679e-13,2.1502438182883653e-13,2.45158148530793e-13,1.5876564042122695e-13,-3.4856801664860028e-15
1.19,0.08799999999999997,3.762375566215981e-12,5.922953881692462e-13,2.1838081095158776e-13,2.500234456163993e-13,1.620303542516967e-13,-3.3710930692518533e-15
1.2,0.08999999999999997,3.752352438226947e-12,5.907175009945243e-13,2.2173724007433919e-13,2.54888742702006e-13,1.6529506808216646e-13,-3.2565059720176976e-15
1.21,0.09199999999999997,3.742329310237914e-12,5.891396138198025e-13,2.2509366919709062e-13,2.597540397876123e-13,1.685597819126362e-13,-3.141918874783548e-15
1.22,0.09399999999999986,3.732306182248881e-12,5.875617266450808e-13,2.2845009831984164e-13,2.646193368732186e-13,1.7182449574310576e-13,-3.027331777549405e-15
1.23,0.09599999999999997,3.7222830542598476e-12,5.859838394703589e-13,2.3180652744259307e-13,2.694846339588251e-13,1.7508920957357571e-13,-2.9127446803152493e-15
1.24,0.09799999999999998,3.7122599262708145e-12,5.844059522956373e-13,2.351629565653443e-13,2.743499310444316e-13,1.7835392340404547e-13,-2.7981575830811e-15
1.25,0.09999999999999998,3.702236798281781e-12,5.828280651209155e-13,2.3851938568809573e-13,2.7921522813003787e-13,1.8161863723451502e-13,-2.6835704858469505e-15
1.26,0.10199999999999987,3.692213670292748e-12,5.812501779461938e-13,2.4187581481084676e-13,2.8408052521564417e-13,1.8488335106498477e-13,-2.5689833886128074e-15
1.27,0.10399999999999998,3.6821905423037145e-12,5.796722907714719e-13,2.452322439335982e-13,2.8894582230125066e-13,1.8814806489545452e-13,-2.454396291378658e-15
1.28,0.10599999999999998,3.672167414314681e-12,5.780944035967501e-13,2.485886730563496e-13,2.9381111938685715e-13,1.9141277872592428e-13,-2.3398091941445085e-15
1.29,0.10799999999999998,3.662144286325648e-12,5.765165164220283e-13,2.5194510217910085e-13,2.9867641647246345e-13,1.9467749255639403e-13,-2.225222096910359e-15
1.3,0.10999999999999999,3.652121158336615e-12,5.749386292473065e-13,2.553015313018521e-13,3.0354171355806974e-13,1.9794220638686378e-13,-2.1106349996762097e-15
1.31,0.11199999999999999,3.642098030347582e-12,5.733607420725848e-13,2.586579604246033e-13,3.0840701064367623e-13,2.0120692021733353e-13,-1.9960479024420603e-15
1.32,0.11399999999999999,3.6320749023585483e-12,5.717828548978629e-13,2.6201438954735473e-13,3.1327230772928273e-13,2.0447163404780329e-13,-1.8814608052079045e-15
1.33,0.11599999999999999,3.6220517743695156e-12,5.702049677231412e-13,2.6537081867010596e-13,3.18137604814889e-13,2.0773634787827284e-13,-1.7668737079737614e-15
1.34,0.118,3.6120286463804825e-12,5.686270805484194e-13,2.687272477928572e-13,3.230029019004953e-13,2.110010617087426e-13,-1.652286610739612e-15
1.35,0.12,3.6020055183914495e-12,5.670491933736976e-13,2.720836769156086e-13,3.278681989861018e-13,2.1426577553921234e-13,-1.5376995135054626e-15
1.36,0.122,3.591982390402416e-12,5.654713061989757e-13,2.7544010603836005e-13,3.327334960717083e-13,2.175304893696823e-13,-1.4231124162713132e-15
1.37,0.124,3.5819592624133825e-12,5.63893419024254e-13,2.787965351611113e-13,3.375987931573148e-13,2.2079520320015185e-13,-1.3085253190371637e-15
1.3800000000000001,0.1259999999999999,3.57193613442435e-12,5.623155318495322e-13,2.821529642838623e-13,3.424640902429209e-13,2.240599170306216e-13,-1.1939382218030206e-15
1.3900000000000001,0.128,3.5619130064353164e-12,5.607376446748104e-13,2.8550939340661374e-13,3.473293873285274e-13,2.2732463086109135e-13,-1.079351124568865e-15
1.4000000000000001,0.13,3.5518898784462833e-12,5.591597575000886e-13,2.8886582252936517e-13,3.521946844141339e-13,2.305893446915611e-13,-9.647640273347155e-16
1.41,0.132,3.5418667504572502e-12,5.575818703253668e-13,2.922222516521164e-13,3.5705998149974017e-13,2.3385405852203086e-13,-8.501769301005661e-16
1.42,0.1339999999999999,3.531843622468217e-12,5.560039831506451e-13,2.955786807748674e-13,3.6192527858534646e-13,2.371187723525004e-13,-7.3558983286642295e-16
1.43,0.1359999999999999,3.521820494479184e-12,5.544260959759233e-13,2.9893510989761885e-13,3.6679057567095275e-13,2.4038348618297016e-13,-6.210027356322735e-16
1.44,0.138,3.5117973664901506e-12,5.528482088012015e-13,3.022915390203703e-13,3.7165587275655945e-13,2.436482000134399e-13,-5.064156383981178e-16
1.45,0.14,3.5017742385011175e-12,5.512703216264797e-13,3.056479681431215e-13,3.7652116984216574e-13,2.4691291384390967e-13,-3.9182854116396837e-16
1.46,0.14200000000000002,3.4917511105120844e-12,5.496924344517579e-13,3.0900439726587274e-13,3.8138646692777224e-13,2.501776276743794e-13,-2.7724144392981895e-16
1.47,0.1439999999999999,3.4817279825230514e-12,5.481145472770362e-13,3.1236082638862397e-13,3.8625176401337833e-13,2.5344234150484897e-13,-1.6265434669567584e-16
1.48,0.14600000000000002,3.471704854534018e-12,5.465366601023143e-13,3.157172555113754e-13,3.911170610989848e-13,2.5670705533531893e-13,-4.8067249461520107e-17
1.49,0.14800000000000002,3.461681726544985e-12,5.449587729275925e-13,3.190736846341266e-13,3.959823581845913e-13,2.599717691657887e-13,6.6519847772623e-17
1.5,0.15000000000000002,3.4516585985559517e-12,5.433808857528707e-13,3.2243011375687805e-13,4.008476552701976e-13,2.6323648299625843e-13,1.8110694500677243e-16
1.51,0.1519999999999999,3.4416354705669182e-12,5.418029985781489e-13,3.257865428796293e-13,4.057129523558041e-13,2.665011968267282e-13,2.9569404224092185e-16
1.52,0.15399999999999991,3.431612342577885e-12,5.402251114034272e-13,3.291429720023805e-13,4.105782494414104e-13,2.6976591065719774e-13,4.1028113947507127e-16
1.53,0.15600000000000003,3.4215892145888517e-12,5.386472242287053e-13,3.3249940112513194e-13,4.154435465270171e-13,2.730306244876677e-13,5.24868236709227e-16
1.54,0.15799999999999992,3.411566086599819e-12,5.370693370539836e-13,3.3585583024788317e-13,4.203088436126232e-13,2.7629533831813724e-13,6.394553339433701e-16
1.55,0.15999999999999992,3.401542958610786e-12,5.354914498792618e-13,3.392122593706344e-13,4.251741406982297e-13,2.79560052148607e-13,7.540424311775195e-16
1.56,0.16199999999999992,3.3915198306217525e-12,5.3391356270454e-13,3.4256868849338563e-13,4.3003943778383597e-13,2.8282476597907675e-13,8.68629528411669e-16
1.57,0.16400000000000003,3.381496702632719e-12,5.323356755298182e-13,3.4592511761613706e-13,4.3490473486944267e-13,2.860894798095465e-13,9.832166256458247e-16
1.58,0.16600000000000004,3.371473574643686e-12,5.307577883550964e-13,3.492815467388885e-13,4.3977003195504896e-13,2.8935419364001625e-13,1.0978037228799741e-15
1.59,0.16799999999999993,3.3614504466546532e-12,5.291799011803747e-13,3.526379758616395e-13,4.4463532904065505e-13,2.926189074704858e-13,1.2123908201141172e-15
1.6,0.17000000000000004,3.3514273186656198e-12,5.276020140056528e-13,3.5599440498439094e-13,4.4950062612626175e-13,2.9588362130095576e-13,1.3269779173482666e-15
1.61,0.17200000000000004,3.3414041906765863e-12,5.26024126830931e-13,3.5935083410714217e-13,4.5436592321186804e-13,2.991483351314255e-13,1.441565014582416e-15
1.62,0.17400000000000004,3.3313810626875532e-12,5.244462396562092e-13,3.627072632298936e-13,4.592312202974745e-13,3.0241304896189526e-13,1.5561521118165655e-15
1.6300000000000001,0.17599999999999993,3.3213579346985205e-12,5.228683524814875e-13,3.6606369235264463e-13,4.640965173830806e-13,3.056777627923648e-13,1.6707392090507086e-15
1.6400000000000001,0.17800000000000005,3.311334806709487e-12,5.212904653067656e-13,3.6942012147539606e-13,4.689618144686873e-13,3.0894247662283457e-13,1.7853263062848643e-15
1.6500000000000001,0.18000000000000005,3.301311678720454e-12,5.197125781320439e-13,3.727765505981475e-13,4.738271115542936e-13,3.122071904533043e-13,1.8999134035190138e-15
1.6600000000000001,0.18200000000000005,3.2912885507314205e-12,5.181346909573221e-13,3.761329797208987e-13,4.786924086398999e-13,3.1547190428377407e-13,2.014500500753163e-15
1.67,0.18399999999999994,3.2812654227423874e-12,5.165568037826004e-13,3.7948940884364995e-13,4.835577057255064e-13,3.187366181142438e-13,2.1290875979873126e-15
