t,T_star,VI,VNI
3.63,-31.442996284309633,2.4982618032109745,-3022.871163159287
3.64,-31.28577827398122,2.424427009305702,-3007.687351097481
3.65,-31.12935462166736,2.3527743627284323,-2992.5815135500047
3.66,-30.97372110619166,2.2832393728506184,-2977.553219146539
3.67,-30.818873533821364,2.215759453372557,-2962.6020393187828
3.68,-30.664807737979693,2.150273867016135,-2947.727548281705
3.69,-30.511519578962364,2.086723670614662,-2932.9293230152884
3.7,-30.359004943661738,2.025051666085252,-2918.2069432441
3.71,-30.207259745290383,1.965202345582865,-2903.559991420295
3.72,-30.056279923110736,1.9071218405377515,-2888.9880527053924
3.73,-29.906061442170508,1.850757873813599,-2874.4907149511905
3.74,-29.756600293041846,1.7960597125845164,-2860.0675686809486
3.75,-29.607892491567984,1.742978126289781,-2845.718207068798
3.7600000000000002,-29.45993407860787,1.691465338685626,-2831.442225922498
3.77,-29.312721119787856,1.6414749846254262,-2817.239223664567
3.7800000000000002,-29.166249705257837,1.5929620686915205,-2803.1088013131116
3.79,-29.020515949451255,1.5458829247997639,-2789.050562462776
3.8000000000000003,-28.87551599085177,1.5001951800122963,-2775.0641132643023
3.81,-28.731245991757383,1.4558577127775787,-2761.1490624071944
3.8200000000000003,-28.587702138051885,1.4128306162082942,-2747.3050211005957
3.83,-28.444880638980003,1.3710751623266586,-2733.5316030542554
3.84,-28.302777726926166,1.3305537674780337,-2719.8284244594784
3.85,-28.161389657199333,1.2912299610621731,-2706.1951039690975
3.86,-28.02071270781482,1.2530683493097123,-2692.631262680152
3.87,-27.88074317928375,1.216034584011628,-2679.1365241148314
3.88,-27.74147739440531,1.1800953316315947,-2665.7105142017426
3.89,-27.602911698062655,1.1452182437327807,-2652.3528612570585
3.9,-27.465042457023984,1.1113719298430638,-2639.0631959650746
3.91,-27.327866059740582,1.0785259261712208,-2625.8411513610067
3.92,-27.191378916152566,1.0466506689097637,-2612.686362812249
3.93,-27.055577457496568,1.015717467566604,-2599.598468000053
3.94,-26.92045813611731,0.9856984797154661,-2586.577106901038
3.95,-26.7860174252831,0.9565666873406479,-2573.6219217684456
3.96,-26.652251818998923,0.9282958699482394,-2560.7325571151614
3.97,-26.519157831826682,0.9008605817058934,-2547.908659695443
3.98,-26.386731998707017,0.8742361284317081,-2535.149878487125
3.99,-26.25497087478497,0.8483985460708875,-2522.455864673592
4.0,-26.123871035238516,0.8233245799746651,-2509.8262716258173
4.01,-25.993429075105368,0.79899166191075,-2497.2607548856804
4.0200000000000005,-25.863641609116296,0.7753778904232498,-2484.7589721482996
4.03,-25.73450527152977,0.7524620109908348,-2472.3205832448207
4.04,-25.6060167159704,0.7302233977123987,-2459.9452501249457
4.05,-25.478172615269095,0.7086420350658461,-2447.6326368397927
4.0600000000000005,-25.350969661302504,0.6876984983678658,-2435.3824095255795
4.07,-25.22440456483813,0.6673739368378759,-2423.1942363866515
4.08,-25.09847405538046,0.6476500565038079,-2411.0677876788795
4.09,-24.973174881021137,0.6285091046396651,-2399.002735692833
4.1,-24.848503808289433,0.609933853644675,-2386.9987547374526
4.11,-24.72445762200338,0.591907584526542,-2375.0555211241763
4.12,-24.60103312512538,0.5744140722472997,-2363.172713150693
4.13,-24.478227138618852,0.5574375710172751,-2351.3500110850005
4.14,-24.356036501308896,0.540962801046854,-2339.5870971492573
4.15,-24.23445806974223,0.5249749343316699,-2327.8836555042394
4.16,-24.113488718048888,0.5094595806915007,-2316.2393722339957
4.17,-23.99312533780722,0.494402775087875,-2304.6539353303233
4.18,-23.8733648379103,0.4797909649917761,-2293.127034677507
4.19,-23.754204144436105,0.46561099924219496,-2281.6583620368315
4.2,-23.635640200515866,0.4518501153100678,-2270.2476110318644
4.21,-23.517669966204974,0.4384959274328486,-2258.894477133699
4.22,-23.400290418356786,0.4255364156657287,-2247.598657646162
4.23,-23.283498550497406,0.4129599149250515,-2236.359851691259
4.24,-23.167291372703428,0.4007551049785869,-2225.1777601945687
4.25,-23.05166591148337,0.3889110018049467,-2214.052085870439
4.26,-22.936619209652072,0.37741694505440376,-2202.982533208627
4.2700000000000005,-22.822148326213725,0.36626258924661353,-2191.968808460006
4.28,-22.708250336244795,0.3554378944734371,-2181.0106196226516
4.29,-22.594922330778175,0.34493311727436893,-2170.1076764280856
4.3,-22.48216141669129,0.33473880298308506,-2159.259690327353
4.3100000000000005,-22.369964716591912,0.32484577652728786,-2148.466374477698
4.32,-22.258329368705432,0.3152451335177059,-2137.7274437293695
4.33,-22.147252526765488,0.30592823258065843,-2127.0426146122886
4.34,-22.03673135990512,0.29688668748750874,-2116.411605322974
4.3500000000000005,-21.92676305254988,0.2881123598245734,-2105.8341357115182
4.36,-21.817344804314637,0.2795973528565099,-2095.309927268458
4.37,-21.708473829894466,0.2713340026377075,-2084.8387031125
4.38,-21.600147358962158,0.2633148715429391,-2074.4201879778375
4.39,-21.492362636065927,0.25553274161265965,-2064.0541082016894
4.4,-21.38511692052806,0.24798060797725335,-2053.740191711993
4.41,-21.27840748634708,0.2406516733549953,-2043.478168015005
4.42,-21.17223162209819,0.23353934166493875,-2033.2677681832895
4.43,-21.066586630833637,0.22663721133891393,-2023.108724843958
4.44,-20.961469829987095,0.21993906991907936,-2013.0007721667469
4.45,-20.856878551278044,0.21343888840864578,-2002.9436458523253
4.46,-20.752810140617473,0.2071308159239915,-1992.937083120705
4.47,-20.649261958016275,0.20100917523385228,-1982.9808226997054
4.48,-20.5462313774905,0.19506845657256272,-1973.0746048137216
