t,V,m,h,m_1,h_1,n,m_2,h_2,m_3,h_3,m_4,z,Ca_conc,m_5,h_4,m_6
0.18,-71.85795251934918,0.014627747399702073,0.9810298500156159,0.0023305275254643684,0.796999595140262,0.15800160619104328,0.0010060089479788745,0.5619902046330159,0.000997791751372418,0.6489912116539227,2.061730025760357e-10,0.1643275234018679,0.060857034912641605,0.05702308673644207,0.28731685639104326,0.1819992974349596
0.19,-71.86977813942923,0.014615220238951884,0.9810319429466792,0.0023348519882377653,0.7969996500709285,0.157999687809543,0.001006317266927166,0.5619908129570119,0.0009976602174675956,0.6489918156958466,2.1738109083825348e-10,0.17261849234112026,0.060882422335096664,0.0570235932641208,0.287334732697361,0.18199945844755097
0.2,-71.88323535978498,0.014601864855564629,0.9810342071128818,0.0023380673226666105,0.7969997321646953,0.15799708485450076,0.0010066184345791612,0.5619918246658774,0.0009975250307560875,0.6489928023865371,2.2852997997982525e-10,0.18082698470181477,0.06090781245541462,0.05702384715370239,0.2873527257352377,0.18199969004925098
0.21,-71.89837053220437,0.014587497221367821,0.9810366651306913,0.0023401937513857006,0.7969998449170144,0.157993712603089,0.0010069116425818552,0.5619932920151905,0.0009973856973826045,0.6489942209707824,2.396137075232365e-10,0.18895382123269086,0.06093320573258874,0.057023816733878276,0.28737085191218587,0.182000001573782
0.22,-71.91522590110355,0.0145719442881053,0.9810393399949526,0.0023412494115415614,0.7969999918961209,0.1579894848829638,0.0010071960696229744,0.5619952685312574,0.0009972417150163064,0.6489961217386278,2.5062624544846146e-10,0.1969998145595816,0.060958602613190555,0.057023469473879575,0.2873891280734097,0.18200040263916814
0.23,-71.93383959137871,0.014555049492119927,0.9810422552410674,0.0023412412616414563,0.7970001767613537,0.15798431326637924,0.0010074708769393275,0.5619978093435827,0.0009970925700777283,0.6489985562820315,2.6156147427886635e-10,0.2049657689037644,0.06098400354458466,0.057022771699387145,0.28740757161228636,0.18200090321757317
0.24,-71.95424559250053,0.014536665009990327,0.9810454345620365,0.002340178444795104,0.7970004032138831,0.15797810867371143,0.0010077352210641159,0.5620009704448906,0.000996937745371886,0.6490015768103249,2.7241327927830965e-10,0.21285248063182075,0.061009408952279576,0.05702168909038154,0.287426200242823,0.18200151350887986
0.25,-71.97647374735419,0.014516653237454115,0.9810489018042349,0.0023380700157640726,0.7970006749943455,0.15797078130124467,0.0010079882546081683,0.5620048086962433,0.0009967767204977227,0.6490052361184729,2.831755619345964e-10,0.2206607382270836,0.061034819242266614,0.057020186634795106,0.2874450320071084,0.18200224395084882
0.26,-72.00054984710579,0.014494888114991921,0.9810526809188334,0.0023349227667103694,0.7970009958723437,0.15796224065482664,0.001008229128972628,0.5620093817457602,0.0009966089734025588,0.6490095874244359,2.938422674835484e-10,0.2283913222926143,0.06106023480400905,0.05701822859855171,0.2874640852629061,0.18200310522474963
0.27,-72.0264955858883,0.014471254366757468,0.9810567958774302,0.0023307428018499816,0.7970013696349773,0.15795239586036586,0.0010084569974974438,0.5620147478757999,0.0009964339822271235,0.6490146842162269,3.0440741241525254e-10,0.2360450056563091,0.06108565600638088,0.05701577860910125,0.2874833786389956,0.18200410823305133
0.28,-72.05432850985392,0.014445646669355397,0.9810612705868085,0.0023255372395424956,0.7970018000754041,0.15794115598295955,0.0010086710186094782,0.5620209658483786,0.0009962512271514583,0.6490205801003367,3.148651118526911e-10,0.24362255347924833,0.06111108319335912,0.05701279974270599,0.28750293098956803,0.182005264076194
0.29,-72.08406210533997,0.014417969862174425,0.9810661288197438,0.0023193138257755503,0.7970022909806257,0.15792843020016897,0.0010088703588281445,0.5620280947719223,0.0009960601921668055,0.6490273286136218,3.252096055511498e-10,0.2511247233105124,0.06113651668443709,0.05700925455501596,0.2875227613620625,0.18200658404337577
0.3,-72.1157059720143,0.014388138978157479,0.981071394149114,0.002312080521606517,0.7970028461187937,0.1579141279656296,0.0010090541955044305,0.5620361939548402,0.000995860366740303,0.649034983009612,3.3543527770388946e-10,0.25855226514065854,0.061161956776314245,0.057005105119444996,0.2875428889615011,0.18200807960163215
0.31,-72.14926562070467,0.014356078713555383,0.9810770898566342,0.0023038472800298846,0.797003469228624,0.1578981593471857,0.001009221720439368,0.562045322773799,0.0009956512478502342,0.6490435961523789,3.455366952209177e-10,0.26590592151316744,0.0611874037362802,0.057000313101541356,0.2875633331108471,0.18200976237541283
0.32,-72.18474255809262,0.014321723347497322,0.9810832388621397,0.0022946260866377544,0.7970041640073954,0.15788043523004658,0.0010093721427650772,0.5620555405320231,0.0009954323417023121,0.6490532203304484,3.5550863110166876e-10,0.2731864275917111,0.06121285780194085,0.056994839806491795,0.28758411321459676,0.18201164413331666
0.33,-72.2221345173808,0.014285017482777263,0.9810898636958691,0.0022844283477412132,0.7970049341037246,0.1578608674066001,0.0010095046896118828,0.5620669063481051,0.0009952031642763712,0.6490639070935906,3.653460580534292e-10,0.28039451120859205,0.06123831918399489,0.056988646231136905,0.28760524872946636,0.18201373677551963
0.34,-72.26143538412751,0.014245915438250399,0.9810969864010914,0.002273266723015028,0.7970057831037674,0.15783936887528233,0.0010096186102609265,0.562079479003123,0.0009949632436921734,0.6490757070811688,3.7504419052635e-10,0.28753089295476214,0.06126378806253083,0.05698169311781717,0.28762675912363467,0.1820160523179306
0.35000000000000003,-72.30263516982582,0.014204380855646404,0.9811046284478193,0.002261156252386396,0.7970067145184797,0.1578158541064603,0.0010097131797408552,0.5620933167944832,0.0009947121222848097,0.6490886698521577,3.845985190444967e-10,0.294596286263349,0.06128926458433793,0.056973941008031444,0.28764866383780713,0.1820186028768437
0.36,-72.34572019628338,0.014160386533442555,0.981112810701141,0.0022481136822083887,0.7970077317769431,0.15779023916831691,0.0010097876995942936,0.5621084774255009,0.000994449357187502,0.6491028437455795,3.9400480651153943e-10,0.3015913974681991,0.061314748864153334,0.05696535030620987,0.2876709822538926,0.18202140065320174
0.37,-72.39067334653376,0.014113913800360848,0.9811215534109782,0.0022341571955648283,0.7970088382226288,0.1577624418127233,0.001009841497473329,0.5621250179107383,0.0009941745202877628,0.6491182757675829,4.0325906955000806e-10,0.3085169258572588,0.06134024098675205,0.05695588135476995,0.2876937336657618,0.18202445791482938
0.38,-72.43747382816296,0.014064953043689151,0.9811308760622864,0.002219307236921473,0.7970100370923986,0.15773238187175223,0.001009873934158323,0.5621429943845432,0.0009938872021271622,0.649135011354348,4.123576571567304e-10,0.31537356377514403,0.06136574100119382,0.056945494460229354,0.2877169372334112,0.18202778698558947
0.39,-72.48609734031547,0.014013503285645724,0.9811407973421955,0.0022035864139686415,0.7970113315100444,0.1576999813945972,0.001009884404361014,0.5621624619914943,0.0009935870124966406,0.6491530942416149,4.212972480905156e-10,0.32216199668498813,0.06139124892156086,0.056934149960534725,0.28774061195113043,0.18203140022866346
0.4,-72.53651641542503,0.013959571438075113,0.9811513351882664,0.0021870186338618903,0.797012724491476,0.15766516461955746,0.0010098723333138476,0.5621834748508487,0.0009932735787401713,0.6491725664636869,4.3007479785189314e-10,0.32888290321272146,0.06141676473045055,0.05692180832539754,0.28776477662750855,0.18203531002414391
0.41000000000000003,-72.58870033968346,0.013903172409806461,0.9811625066672057,0.002169629772835728,0.7970142189263938,0.15762785829881393,0.0010098371822186538,0.5622060858754698,0.0009929465488485074,0.6491934681113789,4.386875941970862e-10,0.3355369552337571,0.061442288375779495,0.056908430189993614,0.28778944984182736,0.18203952875765697
0.42,-72.64261517579871,0.013844329007471658,0.9811743278949161,0.0021514479714606067,0.7970158175657029,0.1575879919372506,0.0010097784515356867,0.5622303466263026,0.000992605593385047,0.6492158371489598,4.471332862136918e-10,0.3421248179493805,0.06146781976921142,0.05689397640492703,0.28781464990622085,0.18204406880628907
0.43,-72.69822399713217,0.013783071446961063,0.9811868140561131,0.0021325029805979844,0.7970175230232864,0.15754549782433855,0.0010096956791696265,0.5622563072608545,0.000992250404627024,0.6492397093969362,4.5540985328840466e-10,0.3486471499411958,0.06149335878798847,0.05687840812444684,0.28784039484321794,0.18204894251795792
0.44,-72.75548716474609,0.013719436815596921,0.9811999794553935,0.0021128251750209648,0.7970193377826825,0.15750031100071732,0.0010095884371109042,0.5622840165170843,0.000991880694846372,0.6492651185834131,4.63515557522874e-10,0.355104603220588,0.06151890527749157,0.05686168690611852,0.28786670236916506,0.18205416218866988
0.45,-72.81436216818581,0.01365346924512159,0.9812138373277633,0.0020924469616594547,0.7970212641679245,0.15745236972450724,0.0010094563401955128,0.5623135214523693,0.0009914962012578133,0.649292095944318,4.714490337695656e-10,0.3614978233251237,0.06154445904665755,0.05684377472004175,0.28789358983730207,0.18205974005574876
0.46,-72.87480382905343,0.013585219477738796,0.9812283998503717,0.0020714022334658334,0.7970233043444094,0.1574016155193357,0.0010092990447422771,0.5623448673883025,0.0009910966853947634,0.6493206702037286,4.792092650068909e-10,0.3678274493758392,0.0615700198693304,0.056824634033618954,0.2879210742147519,0.18206568827769212
0.47000000000000003,-72.93676463618563,0.013514743878562913,0.9812436782519792,0.0020497258919359744,0.7970254603354502,0.15734799301344476,0.0010091162425712274,0.5623780979755217,0.0009906819298784017,0.6493508677961373,4.867955115315896e-10,0.3740941141186758,0.061595587487636425,0.05680422793069344,0.28794917207943255,0.18207201890726502
0.48,-73.00019473808473,0.013442104545024662,0.9812596826934802,0.002027453994994658,0.7970277340029367,0.15729145026376512,0.0010089076660720752,0.5624132549928457,0.0009902517413704222,0.6493827125662263,4.942073556825374e-10,0.38029844400548046,0.06162116160995519,0.05678252014837718,0.2879778995729641,0.18207874388022915
0.49,-73.06504202255304,0.013367369135131337,0.9812764222068263,0.0020046237505620505,0.7970301270371574,0.15723193895625076,0.001008673090455448,0.5624503782142872,0.0009898059519489022,0.6494162256022183,5.014447171423127e-10,0.38644105926493066,0.0616467419102647,0.05675947513486332,0.28800727236481866,0.18208587500008214
0.5,-73.13125235280266,0.01329061023292217,0.9812939047549877,0.0019812731722777797,0.7970326409659965,0.15716941434082812,0.001008412330348152,0.5624895054283132,0.0009893444172842441,0.6494514253701638,5.085078122633965e-10,0.39252257395324713,0.06167232803008072,0.05673505814520486,0.288037305642454,0.1820934239154575
0.51,-73.19876982413392,0.013211904686847308,0.9813121373209788,0.0019574406414593643,0.7970352771690571,0.1571038350963475,0.0010081252351583636,0.5625306725017776,0.000988867014094477,0.649488327937399,5.153971034602501e-10,0.3985435960005261,0.061697919580841185,0.05670923534233656,0.28806801410956917,0.182101402096414
0.52,-73.26753672567455,0.013131333714093007,0.9813311257272858,0.0019331652614013983,0.7970380368477668,0.15703516380641377,0.0010078116966351985,0.5625739130791705,0.0009883736445775425,0.6495269464724166,5.221133622275932e-10,0.40450472730060144,0.061723516141072896,0.05668197382573866,0.288099411920552,0.18210982082501875
0.53,-73.33749374722268,0.013048982370822903,0.981350874681635,0.0019084865534117561,0.7970409210324748,0.15696336692086033,0.001007471646215127,0.562619258589603,0.0009878642349956106,0.6495672913547651,5.286576373843372e-10,0.4104065637643568,0.06174911725791772,0.05665324171985633,0.2881315126688939,0.18211869117411322
0.54,-73.40858023331377,0.012964938950085117,0.981371387913239,0.0018834440300480545,0.797043930605072,0.15688841448143956,0.0010071050487833726,0.5626667384084418,0.000987338732114702,0.6496093705801335,5.350311979676712e-10,0.41624969535832707,0.06177472244997515,0.05662300826635235,0.2881643294052034,0.18212802398506237
0.55,-73.48073426918242,0.012879294735731878,0.9813926680796247,0.0018580772134513608,0.7970470662829515,0.15681028041662212,0.0010067119059997557,0.5627163796569531,0.0009867971052663536,0.6496531894658661,5.412355523497506e-10,0.42203470618050437,0.061800331206400744,0.056591243887531555,0.2881978745878157,0.18213782985161472
0.56,-73.55389281120863,0.012792143662554151,0.9814147167345685,0.0018324255359318377,0.7970503286132707,0.15672894268463575,0.0010062922570798344,0.5627682070985477,0.0009862393469129223,0.6496987505431094,5.472724471239844e-10,0.4277621745262346,0.0618259429869994,0.05655792025732835,0.28823216005140156,0.18214811910215595
0.5700000000000001,-73.62799188209928,0.012703581850566255,0.9814375344223915,0.001806528194029309,0.7970537179888211,0.15664438308063441,0.0010058461746221088,0.5628222432553778,0.00098566547024117,0.6497460538578969,5.531438313493254e-10,0.43343267293271137,0.06185155722419271,0.05652301037143517,0.28826719701850617,0.18215890178187258
0.58,-73.70296675773812,0.012613707162359046,0.981461120780187,0.0017804240892472533,0.7970572346653934,0.1565565870127481,0.0010053737602643532,0.562878508548138,0.0009850755066250156,0.649795097308378,5.588518218908374e-10,0.43904676822171435,0.061877173325020685,0.05648648860987164,0.28830299611637955,0.1821701876363803
0.59,-73.77875205837934,0.012522618917080576,0.9814854743500363,0.001754151493070861,0.7970608787289566,0.15646554409183344,0.00100487515111162,0.5629370208901262,0.0009844695096708498,0.6498458759987763,5.643987343032555e-10,0.44460502159323023,0.061902790669197745,0.05644833083356742,0.28833956728419174,0.18218198608928216
0.6,-73.85528192744889,0.012430417460968006,0.9815105926568337,0.0017277479645021272,0.7970646501088008,0.15637124797598886,0.0010043505162989066,0.5629977957811251,0.0009838475532341466,0.6498983824938849,5.69787053686379e-10,0.45010798867247154,0.06192840861078247,0.05640851444979339,0.2883769197806403,0.182194306225286
0.61,-73.93249018647997,0.012337203806366734,0.981536472245991,0.0017012502428842627,0.7970685485837735,0.1562736963182265,0.0010038000551535159,0.5630608463333198,0.0009832097303918536,0.6499526069416903,5.750194169333134e-10,0.4555562195633692,0.06195402647927763,0.05636701847448881,0.28841506217873153,0.1822071567740839
0.62,-74.01031047535058,0.012243079564444873,0.981563108972113,0.0016746945024875782,0.7970725738322917,0.1561728899236564,0.001003223987039433,0.563126183838583,0.0009825561471318524,0.6500085380850359,5.800985595768219e-10,0.46095025885283814,0.061979643583926804,0.05632382349355458,0.28845400247686004,0.18222054611416727
0.63,-74.08867642205583,0.012148146243433692,0.9815904977347928,0.0016481158137441987,0.7970767253859296,0.15606883364556198,0.001002622559555137,0.563193817145166,0.0009818869276925436,0.6500661623158811,5.850273412464869e-10,0.466290645723335,0.06200525921096281,0.05627891184463089,0.28849374795431315,0.18223448223315253
0.64,-74.16752179646933,0.012052504890817516,0.9816186325141252,0.0016215480345597962,0.7970810026352786,0.15596153633881943,0.0010019960467819841,0.5632637526798121,0.0009812022135868802,0.6501254637906735,5.898087285108176e-10,0.4715779140067115,0.062030872624676964,0.05623226767934992,0.2885343051653232,0.18224897271168236
0.65,-74.2467806625591,0.011956255767353373,0.9816475064336978,0.0015950237412131773,0.7970854048405992,0.15585101072682117,0.001001344746621125,0.5633359945290999,0.0009805021620476735,0.650186424643017,5.944457738269218e-10,0.4768125922326792,0.06205648306883838,0.056183877014564274,0.2885756799458402,0.1822640247095026
0.66,-74.32638738455114,0.011859498660360786,0.9816771119127087,0.0015685745728053451,0.7970899311581673,0.15573727285953118,0.0010006689764882797,0.5634105448117752,0.0009797869431405904,0.6502490255319273,5.989416084035009e-10,0.48199520365091975,0.06208208976885244,0.05613372762835905,0.28861787749485535,0.18227964498374746
0.67,-74.40627678492544,0.01176233249268551,0.9817074406833404,0.001542231089941743,0.7970945806429671,0.1556203421269228,0.0009999690721338075,0.5634874036595171,0.0009790567391577743,0.6503132456925238,6.032994270074559e-10,0.48712626628869593,0.06210769193260793,0.05608180913230379,0.2886609023592975,0.18229583987083164
0.68,-74.48638444301159,0.011664854279443835,0.9817384836833609,0.0015160221835851418,0.7970993522294794,0.15550024178671168,0.0009992453893568633,0.563566568835103,0.0009783117461233696,0.6503790625259696,6.075224653101215e-10,0.49220629304133723,0.06213328875011009,0.056028113206906066,0.2887047583296375,0.18231261523464215
0.6900000000000001,-74.56664676304763,0.011567159154190668,0.9817702311533127,0.0014899752214796503,0.7971042447483859,0.15537699864881535,0.0009984983009742137,0.563648035945118,0.0009775521718362247,0.6504464519448929,6.116139894660379e-10,0.4972357917088216,0.06215887939510447,0.05597263356946852,0.2887494484819029,0.18232997646998772
0.7000000000000001,-74.64700102959786,0.01146934037048268,0.9818026726949443,0.0014641161624707438,0.797109256936266,0.15525064286809012,0.000997728195137169,0.5637317985755381,0.0009767782347601087,0.6505153885662001,6.155772916762507e-10,0.5022152650380849,0.06218446302629424,0.05591536593966031,0.2887949752053297,0.1823479285069576
0.71,-74.72738524855384,0.011371490097485186,0.9818357973994947,0.0014384701819989863,0.7971143874570663,0.1551212073251142,0.0009969354731107177,0.5638178487158703,0.0009759901621931384,0.6505858461389603,6.194157099339981e-10,0.5071452107361181,0.06221003878916603,0.055856307786054445,0.2888413403122306,0.18236647586156374
0.72,-74.80773869896774,0.011273697583174631,0.9818695937444035,0.0014130606029567408,0.7971196348845414,0.15498872837267616,0.0009961205488355667,0.5639061762266765,0.0009751881908267522,0.6506577971929823,6.231325676012324e-10,0.5120261215799063,0.062235605815798054,0.05579545879880436,0.28888854487530147,0.18238562253294435
0.73,-74.88800194204138,0.01117604932784012,0.9819040496668682,0.0013879091206952599,0.7971249977145002,0.15485324553930974,0.0009952838471286216,0.5639967690376404,0.0009743725654798503,0.6507312132825276,6.267311742082564e-10,0.5168584854524121,0.0622611632262091,0.05573282080778672,0.28893658927307586,0.18240537201774476
0.74,-74.96811691044606,0.01107862895294757,0.9819391526072434,0.0013630358244632278,0.7971304743719158,0.1547148014000421,0.0009944258021997556,0.5640896132280603,0.0009735435381802415,0.6508060651254638,6.302148173140577e-10,0.5216427853901405,0.06228671012943528,0.05566839778361045,0.2889854732027176,0.1824257273070597
0.75,-75.04802659518039,0.010981518382122258,0.9819748895841235,0.0013384598776496795,0.7971360632220316,0.15457344099496187,0.000993546858021571,0.5641846934129069,0.0009727013678197196,0.6508823227724353,6.335868027631181e-10,0.5263794995917723,0.062312245624645206,0.05560219544758605,0.28903519580074716,0.18244669096779842
0.76,-75.12767547769613,0.010884796576077719,0.9820112472016609,0.0013141989505704341,0.7971417625724113,0.15442921211448793,0.0009926474655296464,0.5642819925414543,0.0009718463189231182,0.6509599556828363,6.368504055978863e-10,0.5310691015003446,0.06233776880208302,0.05553422160764892,0.28908575555965577,0.18246826506749383
0.77,-75.20700973835169,0.010788539001662347,0.9820482116772223,0.001290269027645292,0.7971475706777064,0.15428216532452127,0.0009917280807740284,0.5643814918722103,0.0009709786606832808,0.6510389328287549,6.400088477855676e-10,0.5357120598633578,0.06236327874406303,0.055464486276407,0.28913715030577913,0.18249045114609794
0.78,-75.28597725496323,0.010692817789829456,0.9820857688881306,0.001266684565917499,0.7971534857469743,0.15413235374749293,0.0009907891639634083,0.5644831711132953,0.0009700986662455767,0.6511192228251659,6.430653011084707e-10,0.5403088387721687,0.06238877452601287,0.055393001584725696,0.28918937723465776,0.18251325023187043
0.79,-75.36452744479085,0.010597702309889366,0.9821239044006342,0.0012434587868191435,0.7971595059470167,0.15397983277429436,0.0009898311799266977,0.564587008599062,0.0009692066127292382,0.6512007939440536,6.46022906349344e-10,0.5448598976901972,0.062414255217242844,0.055319781551044084,0.28924243297252944,0.18253666288928533
0.8,-75.44261113327343,0.010503259665908746,0.9821626034997052,0.0012206039362848279,0.7971656294059888,0.15382465979580923,0.0009888545983842913,0.5646929814545112,0.0009683027811608057,0.6512836141390071,6.488847895220519e-10,0.5493656914833376,0.06243971988174057,0.055244841875907454,0.2892963136322022,0.1825606892614074
0.81,-75.52018119601321,0.01040955294254908,0.9822018512427757,0.0011981306298798626,0.7971718542249421,0.15366689450108056,0.00098785988871786,0.5648010654068797,0.0009673874538667726,0.6513676513725385,6.51653992689207e-10,0.5538266705141234,0.062465167579699984,0.05516820046545102,0.28935101470646507,0.18258532895239973
0.8200000000000001,-75.5971924098864,0.010316641752761516,0.9822416324889905,0.0011760481337685842,0.7971781784812538,0.1535065985959278,0.0009868475203670055,0.5649112349580974,0.0009664609144649419,0.6514528736337779,6.543334921396078e-10,0.5582432806706848,0.06249059736829932,0.055089877209317926,0.28940653112766357,0.182610581073544
0.8300000000000001,-75.67360145037556,0.010224582326256181,0.9822819319269857,0.0011543644455756133,0.7971846002324916,0.15334383565313306,0.000985817962289376,0.5650234634715713,0.0009655234474623532,0.6515392489905381,6.569261993390597e-10,0.5626159634082675,0.0625160083025457,0.0550098939000935,0.28946285729280413,0.18263644425847964
0.84,-75.74936642944742,0.010133428732845876,0.9823227340523526,0.0011330867560071954,0.7971911175091564,0.15317867077282613,0.0009847716863139871,0.5651377233546079,0.0009645753398864752,0.6516267453239014,6.594350061660651e-10,0.5669451557558913,0.06254139943524915,0.0549282737416909,0.28951998716263355,0.18266291677012825
0.85,-75.82444755680619,0.010043231326440485,0.9823640232673108,0.001112220975837053,0.7971977283344734,0.1530111707102466,0.0009837091609896354,0.5652539860044308,0.0009636168779568187,0.6517153308359463,6.618627217244588e-10,0.5712312904083057,0.06256676981911553,0.05484504186325616,0.2895779141793385,0.18268999638337152
0.86,-75.89880710112618,0.00995403692096622,0.9824057839042273,0.0010917718453013691,0.797204430727328,0.15284140371226457,0.0009826308513562025,0.5653722219015113,0.0009626483468470645,0.6518049740756995,6.642120767188288e-10,0.5754747957647922,0.06259211850751896,0.054760225206493506,0.28963663129727074,0.18271768040746603
0.87,-75.97240937449546,0.009865888907784039,0.9824480002514967,0.0010717430230972292,0.7972112227057343,0.15266943936436417,0.000981537218521267,0.565492400697407,0.0009616700303465779,0.6518956439805879,6.664857255444181e-10,0.5796760959697345,0.06261744455531562,0.05467385243399838,0.2896961310097943,0.1827459657037841
0.88,-76.04522035187897,0.009778828121335481,0.9824906565160049,0.0010521373227107991,0.7972181022776316,0.15249534840193935,0.0009804287225689155,0.5656144912917876,0.0009606822124014316,0.6519873095984277,6.686862770774377e-10,0.5838356109258086,0.06264274701859882,0.054585953544304844,0.28975640541636466,0.18277484877052833
0.89,-76.11720785607099,0.00969289250956795,0.9825337368783413,0.0010329566841754915,0.7972250674504124,0.15231920260385762,0.000979305820362429,0.5657384619058667,0.0009596851758056487,0.6520799402885263,6.708162794824696e-10,0.587953756349671,0.06266802495600839,0.05449655994909742,0.28981744622293215,0.182804325722313
0.9,-76.18834188176503,0.009608116510321186,0.9825772255708299,0.0010142020807426884,0.797232116245058,0.15214107470626315,0.0009781689620908002,0.5658642801549485,0.0009586792001913634,0.6521735060406517,6.72878193707518e-10,0.5920309438380978,0.0626932774304223,0.05440570466412102,0.28987924472594245,0.18283439224388118
