t,Cgen_pp,Cgen_rp,Cgen_l,Cgen_GI,Ccon_l,Ccon_ROB,Acon_b
1.97,nan,nan,nan,nan,nan,nan,nan
1.98,nan,nan,nan,nan,nan,nan,nan
1.99,nan,nan,nan,nan,nan,nan,nan
2.0,nan,nan,nan,nan,nan,nan,nan
2.0100000000000002,nan,nan,nan,nan,nan,nan,nan
2.02,nan,nan,nan,nan,nan,nan,nan
2.0300000000000002,nan,nan,nan,nan,nan,nan,nan
2.04,nan,nan,nan,nan,nan,nan,nan
2.05,nan,nan,nan,nan,nan,nan,nan
2.06,nan,nan,nan,nan,nan,nan,nan
2.07,nan,nan,nan,nan,nan,nan,nan
2.08,nan,nan,nan,nan,nan,nan,nan
2.09,nan,nan,nan,nan,nan,nan,nan
2.1,nan,nan,nan,nan,nan,nan,nan
2.11,nan,nan,nan,nan,nan,nan,nan
2.12,nan,nan,nan,nan,nan,nan,nan
2.13,nan,nan,nan,nan,nan,nan,nan
2.14,nan,nan,nan,nan,nan,nan,nan
2.15,nan,nan,nan,nan,nan,nan,nan
2.16,nan,nan,nan,nan,nan,nan,nan
2.17,nan,nan,nan,nan,nan,nan,nan
2.18,nan,nan,nan,nan,nan,nan,nan
2.19,nan,nan,nan,nan,nan,nan,nan
2.2,nan,nan,nan,nan,nan,nan,nan
2.21,nan,nan,nan,nan,nan,nan,nan
2.22,nan,nan,nan,nan,nan,nan,nan
2.23,nan,nan,nan,nan,nan,nan,nan
2.24,nan,nan,nan,nan,nan,nan,nan
2.25,nan,nan,nan,nan,nan,nan,nan
2.2600000000000002,nan,nan,nan,nan,nan,nan,nan
2.27,nan,nan,nan,nan,nan,nan,nan
2.2800000000000002,nan,nan,nan,nan,nan,nan,nan
2.29,nan,nan,nan,nan,nan,nan,nan
2.3000000000000003,nan,nan,nan,nan,nan,nan,nan
2.31,nan,nan,nan,nan,nan,nan,nan
2.32,nan,nan,nan,nan,nan,nan,nan
2.33,nan,nan,nan,nan,nan,nan,nan
2.34,nan,nan,nan,nan,nan,nan,nan
2.35,nan,nan,nan,nan,nan,nan,nan
2.36,nan,nan,nan,nan,nan,nan,nan
2.37,nan,nan,nan,nan,nan,nan,nan
2.38,nan,nan,nan,nan,nan,nan,nan
2.39,nan,nan,nan,nan,nan,nan,nan
2.4,nan,nan,nan,nan,nan,nan,nan
2.41,nan,nan,nan,nan,nan,nan,nan
2.42,nan,nan,nan,nan,nan,nan,nan
2.43,nan,nan,nan,nan,nan,nan,nan
2.44,nan,nan,nan,nan,nan,nan,nan
2.45,nan,nan,nan,nan,nan,nan,nan
2.46,nan,nan,nan,nan,nan,nan,nan
2.47,nan,nan,nan,nan,nan,nan,nan
2.48,nan,nan,nan,nan,nan,nan,nan
2.49,nan,nan,nan,nan,nan,nan,nan
2.5,nan,nan,nan,nan,nan,nan,nan
2.5100000000000002,nan,nan,nan,nan,nan,nan,nan
2.52,nan,nan,nan,nan,nan,nan,nan
2.5300000000000002,nan,nan,nan,nan,nan,nan,nan
2.54,nan,nan,nan,nan,nan,nan,nan
2.5500000000000003,nan,nan,nan,nan,nan,nan,nan
2.56,nan,nan,nan,nan,nan,nan,nan
2.57,nan,nan,nan,nan,nan,nan,nan
2.58,nan,nan,nan,nan,nan,nan,nan
2.59,nan,nan,nan,nan,nan,nan,nan
2.6,nan,nan,nan,nan,nan,nan,nan
2.61,nan,nan,nan,nan,nan,nan,nan
2.62,nan,nan,nan,nan,nan,nan,nan
2.63,nan,nan,nan,nan,nan,nan,nan
2.64,nan,nan,nan,nan,nan,nan,nan
2.65,nan,nan,nan,nan,nan,nan,nan
2.66,nan,nan,nan,nan,nan,nan,nan
2.67,nan,nan,nan,nan,nan,nan,nan
2.68,nan,nan,nan,nan,nan,nan,nan
2.69,nan,nan,nan,nan,nan,nan,nan
2.7,nan,nan,nan,nan,nan,nan,nan
2.71,nan,nan,nan,nan,nan,nan,nan
2.72,nan,nan,nan,nan,nan,nan,nan
2.73,nan,nan,nan,nan,nan,nan,nan
2.74,nan,nan,nan,nan,nan,nan,nan
2.75,nan,nan,nan,nan,nan,nan,nan
2.7600000000000002,nan,nan,nan,nan,nan,nan,nan
2.77,nan,nan,nan,nan,nan,nan,nan
2.7800000000000002,nan,nan,nan,nan,nan,nan,nan
2.79,nan,nan,nan,nan,nan,nan,nan
2.8000000000000003,nan,nan,nan,nan,nan,nan,nan
2.81,nan,nan,nan,nan,nan,nan,nan
2.82,nan,nan,nan,nan,nan,nan,nan
2.83,nan,nan,nan,nan,nan,nan,nan
2.84,nan,nan,nan,nan,nan,nan,nan
2.85,nan,nan,nan,nan,nan,nan,nan
2.86,nan,nan,nan,nan,nan,nan,nan
2.87,nan,nan,nan,nan,nan,nan,nan
2.88,nan,nan,nan,nan,nan,nan,nan
2.89,nan,nan,nan,nan,nan,nan,nan
2.9,nan,nan,nan,nan,nan,nan,nan
2.91,nan,nan,nan,nan,nan,nan,nan
2.92,nan,nan,nan,nan,nan,nan,nan
2.93,nan,nan,nan,nan,nan,nan,nan
2.94,nan,nan,nan,nan,nan,nan,nan
2.95,nan,nan,nan,nan,nan,nan,nan
2.96,nan,nan,nan,nan,nan,nan,nan
2.97,nan,nan,nan,nan,nan,nan,nan
2.98,nan,nan,nan,nan,nan,nan,nan
2.99,nan,nan,nan,nan,nan,nan,nan
3.0,nan,nan,nan,nan,nan,nan,nan
3.0100000000000002,nan,nan,nan,nan,nan,nan,nan
3.02,nan,nan,nan,nan,nan,nan,nan
3.0300000000000002,nan,nan,nan,nan,nan,nan,nan
3.04,nan,nan,nan,nan,nan,nan,nan
3.0500000000000003,nan,nan,nan,nan,nan,nan,nan
3.06,nan,nan,nan,nan,nan,nan,nan
3.0700000000000003,nan,nan,nan,nan,nan,nan,nan
3.08,nan,nan,nan,nan,nan,nan,nan
3.09,nan,nan,nan,nan,nan,nan,nan
3.1,nan,nan,nan,nan,nan,nan,nan
3.11,nan,nan,nan,nan,nan,nan,nan
3.12,nan,nan,nan,nan,nan,nan,nan
3.13,nan,nan,nan,nan,nan,nan,nan
3.14,nan,nan,nan,nan,nan,nan,nan
3.15,nan,nan,nan,nan,nan,nan,nan
3.16,nan,nan,nan,nan,nan,nan,nan
3.17,nan,nan,nan,nan,nan,nan,nan
3.18,nan,nan,nan,nan,nan,nan,nan
3.19,nan,nan,nan,nan,nan,nan,nan
3.2,nan,nan,nan,nan,nan,nan,nan
3.21,nan,nan,nan,nan,nan,nan,nan
3.22,nan,nan,nan,nan,nan,nan,nan
3.23,nan,nan,nan,nan,nan,nan,nan
3.24,nan,nan,nan,nan,nan,nan,nan
3.25,nan,nan,nan,nan,nan,nan,nan
3.2600000000000002,nan,nan,nan,nan,nan,nan,nan
3.27,nan,nan,nan,nan,nan,nan,nan
3.2800000000000002,nan,nan,nan,nan,nan,nan,nan
3.29,nan,nan,nan,nan,nan,nan,nan
3.3000000000000003,nan,nan,nan,nan,nan,nan,nan
3.31,nan,nan,nan,nan,nan,nan,nan
3.3200000000000003,nan,nan,nan,nan,nan,nan,nan
3.33,nan,nan,nan,nan,nan,nan,nan
3.34,nan,nan,nan,nan,nan,nan,nan
3.35,nan,nan,nan,nan,nan,nan,nan
3.36,nan,nan,nan,nan,nan,nan,nan
3.37,nan,nan,nan,nan,nan,nan,nan
3.38,nan,nan,nan,nan,nan,nan,nan
3.39,nan,nan,nan,nan,nan,nan,nan
3.4,nan,nan,nan,nan,nan,nan,nan
3.41,nan,nan,nan,nan,nan,nan,nan
3.42,nan,nan,nan,nan,nan,nan,nan
3.43,nan,nan,nan,nan,nan,nan,nan
3.44,nan,nan,nan,nan,nan,nan,nan
3.45,nan,nan,nan,nan,nan,nan,nan
3.46,nan,nan,nan,nan,nan,nan,nan
3.47,nan,nan,nan,nan,nan,nan,nan
3.48,nan,nan,nan,nan,nan,nan,nan
3.49,nan,nan,nan,nan,nan,nan,nan
3.5,nan,nan,nan,nan,nan,nan,nan
3.5100000000000002,nan,nan,nan,nan,nan,nan,nan
3.52,nan,nan,nan,nan,nan,nan,nan
3.5300000000000002,nan,nan,nan,nan,nan,nan,nan
3.54,nan,nan,nan,nan,nan,nan,nan
3.5500000000000003,nan,nan,nan,nan,nan,nan,nan
3.56,nan,nan,nan,nan,nan,nan,nan
3.5700000000000003,nan,nan,nan,nan,nan,nan,nan
3.58,nan,nan,nan,nan,nan,nan,nan
3.59,nan,nan,nan,nan,nan,nan,nan
3.6,nan,nan,nan,nan,nan,nan,nan
3.61,nan,nan,nan,nan,nan,nan,nan
3.62,nan,nan,nan,nan,nan,nan,nan
3.63,nan,nan,nan,nan,nan,nan,nan
3.64,nan,nan,nan,nan,nan,nan,nan
3.65,nan,nan,nan,nan,nan,nan,nan
3.66,nan,nan,nan,nan,nan,nan,nan
3.67,nan,nan,nan,nan,nan,nan,nan
3.68,nan,nan,nan,nan,nan,nan,nan
3.69,nan,nan,nan,nan,nan,nan,nan
3.7,nan,nan,nan,nan,nan,nan,nan
