t,T_1,T_2,V,T
0.73,8.129393110106297e-06,1.0725610888463e-08,0.00017107741659445848,999.9999918213506
0.74,8.168059836523015e-06,1.0944111034144935e-08,0.00016701915235151912,999.9999917816372
0.75,8.205752009525608e-06,1.1163236342120066e-08,0.00016305916218370203,999.9999917428935
0.76,8.242494024076154e-06,1.1382955267502632e-08,0.00015919500761620047,999.9999917050955
0.77,8.278309992078518e-06,1.160323664939475e-08,0.00015542427844462083,999.999991668219
0.78,8.31322378005016e-06,1.1824049659054389e-08,0.00015174458897347052,999.9999916322404
0.79,8.347259046793942e-06,1.2045363748063362e-08,0.00014815357425464594,999.9999915971362
0.8,8.38043928106994e-06,1.226714859649529e-08,0.00014464888632592047,999.9999915628829
0.81,8.412787839267247e-06,1.2489374061083591e-08,0.0001412281904494324,999.9999915294572
0.8200000000000001,8.444327983075777e-06,1.2712010123389451e-08,0.0001378891613501729,999.9999914968363
0.8300000000000001,8.475081709251714e-06,1.293502850027863e-08,0.00013462960006286256,999.9999914649981
0.84,8.505061242706226e-06,1.3158414351060403e-08,0.00013144828333954792,999.9999914339304
0.85,8.534283382401781e-06,1.3382146534818109e-08,0.0001283435312244527,999.9999914036165
0.86,8.562766147802439e-06,1.360620222554273e-08,0.00012531354190295277,999.9999913740386
0.87,8.590526970331427e-06,1.3830559401042676e-08,0.00012235657228293147,999.9999913451793
0.88,8.617582695213826e-06,1.4055196840419448e-08,0.00011947093781077365,999.9999913170218
0.89,8.643949583319262e-06,1.4280094121543303e-08,0.00011665501228735996,999.9999912895499
0.9,8.669643313004593e-06,1.4505231618528908e-08,0.00011390722768406087,999.9999912627482
0.91,8.694678981956586e-06,1.4730590499211002e-08,0.00011122607395873091,999.9999912366014
0.92,8.719071109034616e-06,1.495615272262006e-08,0.00010861009887170273,999.9999912110952
0.93,8.742833636113345e-06,1.5181901036457947e-08,0.00010605790780178126,999.9999911862159
0.9400000000000001,8.765980345589694e-06,1.540781840253762e-08,0.00010356812205852803,999.9999911619495
0.9500000000000001,8.788528989939264e-06,1.563388231371137e-08,0.00010113896654970223,999.9999911382785
0.96,8.8104949455298e-06,1.5860073527485488e-08,9.876890344233886e-05,999.9999911151876
0.97,8.83189229131319e-06,1.608637458153914e-08,9.645652445629523e-05,999.9999910926628
0.98,8.852734855568375e-06,1.6312768353211396e-08,9.420044634788442e-05,999.9999910706903
0.99,8.873036234463263e-06,1.653923803396794e-08,9.199930905647018e-05,999.9999910492566
1.0,8.892809810616631e-06,1.6765767103867817e-08,8.985177385106196e-05,999.9999910283483
1.01,8.912068771660028e-06,1.699233930603013e-08,8.775652147690998e-05,999.9999910079524
1.02,8.930826128799678e-06,1.7218938621100792e-08,8.571225030210025e-05,999.999990988056
1.03,8.949094735378393e-06,1.744554924171921e-08,8.371767446414951e-05,999.9999909686462
1.04,8.966887305437474e-06,1.767215554698503e-08,8.177152201660033e-05,999.9999909497104
1.05,8.984216259505711e-06,1.789874231470286e-08,7.98725503268258e-05,999.9999909312362
1.06,9.001091258791792e-06,1.812529811495243e-08,7.801979228455541e-05,999.9999909132141
1.07,9.017522729071768e-06,1.8351810460365236e-08,7.621220444504817e-05,999.9999908956336
1.08,9.033521582652912e-06,1.8578266188783128e-08,7.444869479072027e-05,999.9999908784839
1.09,9.049098497619445e-06,1.8804652455205912e-08,7.272819469775735e-05,999.9999908617544
1.1,9.0642639264646e-06,1.9030956719923976e-08,7.104965807419445e-05,999.9999908454348
1.11,9.079028104722687e-06,1.9257166736650924e-08,6.941206049799579e-05,999.9999908295147
1.12,9.093401059601171e-06,1.9483270540656174e-08,6.781439835513478e-05,999.9999908139843
1.1300000000000001,9.107392618612727e-06,1.970925643689759e-08,6.625568797767375e-05,999.9999907988337
1.1400000000000001,9.121012418207313e-06,1.9935112988154104e-08,6.473496478184395e-05,999.9999907840534
1.1500000000000001,9.134269912404236e-06,2.016082900315834e-08,6.325128240612539e-05,999.9999907696339
1.16,9.147174332509241e-06,2.0386393592062376e-08,6.180371673342264e-05,999.9999907555662
1.17,9.15973362010026e-06,2.0611797635234858e-08,6.03914724310032e-05,999.9999907418421
1.18,9.171955818451428e-06,2.0837031867932512e-08,5.9013744018634394e-05,999.999990728454
1.19,9.183849119571759e-06,2.1062086815564768e-08,5.766971117181517e-05,999.9999907153934
1.2,9.195421494628267e-06,2.1286953302444098e-08,5.635857562351731e-05,999.9999907026526
1.21,9.206680698249567e-06,2.1511622445876922e-08,5.5079560734456764e-05,999.9999906902237
1.22,9.217634272829481e-06,2.1736085650254505e-08,5.383191106336497e-05,999.9999906780994
1.23,9.22828955283064e-06,2.1960334601143862e-08,5.2614891937260156e-05,999.9999906662722
1.24,9.238653669088084e-06,2.2184361259378655e-08,5.1427789021718696e-05,999.9999906547351
1.25,9.24873355311287e-06,2.240815785515011e-08,5.0269907891146386e-05,999.9999906434813
1.26,9.258535941395674e-06,2.263171688209789e-08,4.914057359904981e-05,999.9999906325039
1.27,9.268067395759055e-06,2.2855031069306276e-08,4.803912864587346e-05,999.9999906217965
1.28,9.277334901321359e-06,2.3078092558082768e-08,4.6964873273232786e-05,999.9999906113522
1.29,9.286345185677944e-06,2.3300893839280227e-08,4.591713344256797e-05,999.9999906011642
1.3,9.295104596268788e-06,2.3523427922144883e-08,4.489527307977216e-05,999.9999905912263
1.31,9.30361935312877e-06,2.374568798636226e-08,4.389866883845726e-05,999.9999905815321
1.32,9.311895555645186e-06,2.396766737276967e-08,4.292670942520413e-05,999.9999905720757
1.33,9.31993918931531e-06,2.4189359574068706e-08,4.19787949248127e-05,999.9999905628512
1.34,9.327756132503899e-06,2.4410758225537724e-08,4.1054336125552125e-05,999.9999905538526
1.35,9.335352163200751e-06,2.463185709574435e-08,4.015275384441097e-05,999.9999905450743
1.36,9.342732965778227e-06,2.4852650077257943e-08,3.927347825234732e-05,999.9999905365105
1.37,9.349904137748788e-06,2.5073131177362126e-08,3.841594819953898e-05,999.9999905281556
1.3800000000000001,9.356871186415583e-06,2.5293294522678516e-08,3.757961154980055e-05,999.9999905200044
1.3900000000000001,9.363638781939648e-06,2.5513135387263965e-08,3.676399976093966e-05,999.999990512052
1.4000000000000001,9.370211523662655e-06,2.573264913785209e-08,3.596865136830146e-05,999.9999905042939
1.41,9.37659426922142e-06,2.595183078087133e-08,3.519307912304793e-05,999.9999904967253
1.42,9.382791761965184e-06,2.6170675475284072e-08,3.4436807194093305e-05,999.9999904893414
1.43,9.388808634443911e-06,2.6389178527798908e-08,3.369937081978277e-05,999.9999904821376
1.44,9.394649411896607e-06,2.660733538808294e-08,3.298031595957101e-05,999.9999904751096
1.45,9.40031851573962e-06,2.6825141643974036e-08,3.227919894570086e-05,999.9999904682527
1.46,9.405820267054954e-06,2.704259301669312e-08,3.1595586134881914e-05,999.9999904615628
1.47,9.411158890078568e-06,2.7259685356056443e-08,3.092905355996912e-05,999.9999904550356
1.48,9.416338515688695e-06,2.7476414635687868e-08,3.0279186581641416e-05,999.999990448667
1.49,9.421363184015754e-06,2.7692776949439704e-08,2.9645579627787114e-05,999.999990442453
1.5,9.42623665049858e-06,2.7908768778248883e-08,2.902785555868171e-05,999.99999043639
1.51,9.430962573362512e-06,2.8124386732200408e-08,2.8425646947374913e-05,999.9999904304741
1.52,9.43554464850546e-06,2.833962736495137e-08,2.7838582611364507e-05,999.9999904247019
1.53,9.439986485800322e-06,2.855448734393643e-08,2.726629996372636e-05,999.9999904190695
1.54,9.444291612157027e-06,2.87689634461666e-08,2.6708444707355273e-05,999.9999904135736
1.55,9.448463474584583e-06,2.8983052554027987e-08,2.6164670529205872e-05,999.9999904082108
1.56,9.452505443253112e-06,2.919675165108059e-08,2.5634638794533463e-05,999.9999904029776
1.57,9.456420814555903e-06,2.9410057817857038e-08,2.5118018241134883e-05,999.9999903978709
1.58,9.460212814171451e-06,2.962296822766138e-08,2.4614484673589394e-05,999.9999903928872
1.59,9.463884600125503e-06,2.983548014236785e-08,2.4123720657499522e-05,999.9999903880237
1.6,9.4674392658531e-06,3.004759090821962e-08,2.364541521373195e-05,999.9999903832771
1.61,9.470879843260622e-06,3.025929795162758e-08,2.317926351265836e-05,999.9999903786445
1.62,9.474209305787835e-06,3.047059877496912e-08,2.2724966568396303e-05,999.9999903741228
1.6300000000000001,9.47743057146993e-06,3.0681490952386845e-08,2.228223093305009e-05,999.9999903697093
1.6400000000000001,9.480546400196772e-06,3.089197227113373e-08,2.1850778955345575e-05,999.999990365401
1.6500000000000001,9.483559180799284e-06,3.110204102447601e-08,2.1430370040007374e-05,999.9999903611957
1.6600000000000001,9.486471516163593e-06,3.1311695206799304e-08,2.1020742224185506e-05,999.9999903570908
1.67,9.489285980223216e-06,3.1520932847910294e-08,2.0621636441733877e-05,999.9999903530838
1.68,9.492005091303096e-06,3.172975204971669e-08,2.0232799184790518e-05,999.9999903491721
1.69,9.494631314542868e-06,3.1938150982904754e-08,1.9853982261799846e-05,999.9999903453531
1.7,9.49716706432013e-06,3.214612788361673e-08,1.948494255553486e-05,999.9999903416248
1.71,9.49961470667372e-06,3.235368105012838e-08,1.912544178111937e-05,999.9999903379844
1.72,9.501976561726981e-06,3.256080883952647e-08,1.8775246244050235e-05,999.9999903344299
1.73,9.504254906111038e-06,3.2767509664386225e-08,1.8434126598219568e-05,999.9999903309588
1.74,9.506451975388065e-06,3.2973781989448846e-08,1.8101857603936984e-05,999.9999903275691
1.75,9.508569966474557e-06,3.317962432829898e-08,1.7778217885951802e-05,999.9999903242584
1.76,9.510611040064603e-06,3.338503524004222e-08,1.746298969147529e-05,999.9999903210248
1.77,9.512577323053157e-06,3.359001332598258e-08,1.7155958648202884e-05,999.999990317866
1.78,9.514470895592675e-06,3.3794557247443345e-08,1.6856915056686832e-05,999.9999903147799
1.79,9.51629335338588e-06,3.3998666328031215e-08,1.656569759515734e-05,999.9999903117651
1.8,9.518046384148673e-06,3.4202339760478174e-08,1.628213575998972e-05,999.9999903088197
1.81,9.51973181159174e-06,3.44055765461378e-08,1.6006045474147972e-05,999.9999903059421
1.82,9.521351417768135e-06,3.4608375739433424e-08,1.573724682567014e-05,999.9999903031304
1.83,9.522906944659384e-06,3.481073644568752e-08,1.547556390928083e-05,999.9999903003829
1.84,9.5244000957616e-06,3.501265781895108e-08,1.5220824668003722e-05,999.9999902976979
1.85,9.52583253767158e-06,3.521413905983292e-08,1.497286073477413e-05,999.9999902950738
1.86,9.527205901672926e-06,3.5415179413329087e-08,1.4731507274051508e-05,999.9999902925088
1.87,9.528521785322144e-06,3.561577816665222e-08,1.449660282343199e-05,999.9999902900014
1.8800000000000001,9.52978175403476e-06,3.581593464706088e-08,1.4267989135260909e-05,999.9999902875502
1.8900000000000001,9.530987342671416e-06,3.6015648219688957e-08,1.4045511018245337e-05,999.9999902851534
1.9000000000000001,9.532140057123991e-06,3.6214918285374986e-08,1.3829016179066605e-05,999.9999902828097
1.9100000000000001,9.533241375901703e-06,3.641374427849153e-08,1.361835506399284e-05,999.9999902805175
1.92,9.534292751717215e-06,3.661212566477455e-08,1.341338070049149e-05,999.9999902782755
1.93,9.535295507121415e-06,3.6810062084871136e-08,1.3213959118109368e-05,999.9999902760823
1.94,9.536250776979549e-06,3.7007553433464746e-08,1.301997509223028e-05,999.9999902739368
1.95,9.537159846800927e-06,3.720459939396999e-08,1.2831298361755171e-05,999.9999902718376
1.96,9.538023979510617e-06,3.740119967679002e-08,1.2647800925977439e-05,999.9999902697837
1.97,9.53884440987178e-06,3.759735402699846e-08,1.2469357601500248e-05,999.9999902677736
1.98,9.539622345650384e-06,3.7793062222748357e-08,1.2295845905925633e-05,999.9999902658061
1.99,9.540358968779906e-06,3.7988324073681067e-08,1.2127145941543605e-05,999.9999902638804
2.0,9.541055436526057e-06,3.8183139419335195e-08,1.1963140279021245e-05,999.9999902619949
2.0100000000000002,9.54171288265148e-06,3.837750812755554e-08,1.18037138410918e-05,999.9999902601486
2.02,9.542332418580473e-06,3.857143009290197e-08,1.1648753786243799e-05,999.9999902583405
2.0300000000000002,9.542915134563693e-06,3.876490523505838e-08,1.1498149392410119e-05,999.9999902565695
2.04,9.543462100842868e-06,3.89579334972416e-08,1.1351791940657131e-05,999.9999902548345
2.05,9.54397436881551e-06,3.9150514844610315e-08,1.120957459887375e-05,999.9999902531345
2.06,9.544452972199631e-06,3.9342649262674023e-08,1.107139230546056e-05,999.9999902514683
2.07,9.544898911192209e-06,3.953433677908663e-08,1.0937143351101665e-05,999.999990249835
2.08,9.545312979613952e-06,3.972557770134482e-08,1.0806746638450696e-05,999.9999902482339
2.09,9.545696048071337e-06,3.991637222743125e-08,1.0680113408217519e-05,999.9999902466641
2.1,9.546049014086441e-06,4.010672051439998e-08,1.0557152218720592e-05,999.9999902451246
2.11,9.54637275537982e-06,4.029662274262612e-08,1.0437773610605536e-05,999.9999902436147
2.12,9.546668130704237e-06,4.048607911467001e-08,1.0321890023583826e-05,999.9999902421333
2.13,9.546935980678374e-06,4.0675089854141126e-08,1.0209415713171576e-05,999.9999902406798
2.14,9.54717712862056e-06,4.0863655204562275e-08,1.0100266667428241e-05,999.9999902392533
2.15,9.547392381382486e-06,4.105177542823357e-08,9.994360523695403e-06,999.9999902378529
2.16,9.547582530182923e-06,4.123945080509651e-08,9.891616485335466e-06,999.999990236478
2.17,9.547748351441456e-06,4.1426681631598057e-08,9.791955238470445e-06,999.9999902351277
2.18,9.547890607612188e-06,4.161346821955466e-08,9.695298868720665e-06,999.9999902338012
2.19,9.54801004801747e-06,4.179981089501633e-08,9.601570777943544e-06,999.9999902324979
2.2,9.548107409681622e-06,4.198570999713071e-08,9.5106956009723e-06,999.9999902312169
2.21,9.548183418164643e-06,4.2171165877007105e-08,9.42259912235472e-06,999.9999902299576
2.22,9.548240731505917e-06,4.2356176263496513e-08,9.337014121391743e-06,999.9999902287174
2.23,9.548275146298685e-06,4.2540748187673566e-08,9.254358671269446e-06,999.9999902275002
2.24,9.548290171710713e-06,4.272487821629647e-08,9.174280554749902e-06,999.9999902263029
2.25,9.548286386042667e-06,4.290856688709765e-08,9.096720281162848e-06,999.9999902251246
2.2600000000000002,9.548264359613343e-06,4.309181474515374e-08,9.02161916160418e-06,999.9999902239649
2.27,9.54822465475966e-06,4.327462234288547e-08,8.948919308935986e-06,999.9999902228233
2.2800000000000002,9.548167825836664e-06,4.3456990240057786e-08,8.87856363778652e-06,999.999990221699
2.29,9.548094419217525e-06,4.363891900377974e-08,8.810495864550225e-06,999.9999902205916
2.3000000000000003,9.54800497329354e-06,4.382040920850459e-08,8.744660507387714e-06,999.9999902195007
2.31,9.547900018474135e-06,4.40014614360297e-08,8.681002886225784e-06,999.9999902184255
2.32,9.547780077186857e-06,4.418207627549663e-08,8.619469122757407e-06,999.9999902173657
2.33,9.547645663877381e-06,4.436225432339109e-08,8.560006140441726e-06,999.9999902163207
2.34,9.547497285009509e-06,4.4541996183542936e-08,8.50256166450408e-06,999.99999021529
2.35,9.547335439065168e-06,4.472130246712619e-08,8.447084221935968e-06,999.9999902142731
2.36,9.547160597542696e-06,4.4900173818863335e-08,8.393525038728039e-06,999.9999902132696
2.37,9.54697312423951e-06,4.5078611028338647e-08,8.34184609912279e-06,999.9999902122789
2.38,9.54677345279038e-06,4.525661478516387e-08,8.292002419238524e-06,999.9999902113009
2.39,9.546562024294254e-06,4.543418576499408e-08,8.243948274743993e-06,999.999990210335
2.4,9.54633927063306e-06,4.5611324652531764e-08,8.197638866396984e-06,999.9999902093807
2.41,9.546105614471717e-06,4.578803214152696e-08,8.153030320044294e-06,999.9999902084377
2.42,9.545861469258131e-06,4.5964308934777116e-08,8.110079686621747e-06,999.9999902075054
2.43,9.545607239223193e-06,4.6140155744127194e-08,8.068744942154181e-06,999.9999902065837
2.44,9.545343319380785e-06,4.6315573290469616e-08,8.028984987755459e-06,999.9999902056719
2.45,9.545070095527777e-06,4.649056230374428e-08,7.99075964962846e-06,999.9999902047699
2.46,9.544787944244022e-06,4.666512352293857e-08,7.954029679065087e-06,999.9999902038771
2.47,9.544497232892366e-06,4.6839257696087334e-08,7.91875675244626e-06,999.9999902029932
2.48,9.544198319618639e-06,4.701296558027289e-08,7.884903471241921e-06,999.9999902021179
2.49,9.54389155335166e-06,4.7186247941625046e-08,7.852433362011033e-06,999.9999902012509
2.5,9.543577273803234e-06,4.735910555532108e-08,7.821310876401575e-06,999.9999902003916
2.5100000000000002,9.543255811468156e-06,4.753153920558574e-08,7.79150139115055e-06,999.99999019954
2.52,9.542927487624208e-06,4.7703549685691256e-08,7.76297120808398e-06,999.9999901986955
2.5300000000000002,9.542592614332157e-06,4.787513779795733e-08,7.735687554116905e-06,999.9999901978579
2.54,9.542251494435762e-06,4.804630435375114e-08,7.709618581253391e-06,999.9999901970269
2.5500000000000003,9.541904426229812e-06,4.8217050171465426e-08,7.68473289470298e-06,999.9999901962022
2.56,9.541551701785348e-06,4.8387376077243915e-08,7.660999722181342e-06,999.9999901953836
2.57,9.541193598203899e-06,4.8557282908769427e-08,7.638389798002036e-06,999.9999901945707
2.58,9.54083038341958e-06,4.8726771512750786e-08,7.616874776553597e-06,999.9999901937633
2.59,9.540462316242708e-06,4.889584274490391e-08,7.59642722789065e-06,999.9999901929611
2.6,9.540089646359805e-06,4.906449746995181e-08,7.577020637733908e-06,999.999990192164
2.61,9.539712614333595e-06,4.9232736561624604e-08,7.55862940747018e-06,999.9999901913715
2.62,9.539331451603004e-06,4.940056090265952e-08,7.541228854152359e-06,999.9999901905835
2.63,9.538946380483158e-06,4.956797138480086e-08,7.524795210499434e-06,999.9999901897999
2.64,9.538557614165394e-06,4.9734968908800064e-08,7.509305624896482e-06,999.9999901890202
2.65,9.538165356717242e-06,4.990155438441563e-08,7.494738161394672e-06,999.9999901882444
2.66,9.53776980308244e-06,5.006772873041319e-08,7.481071799711261e-06,999.9999901874722
2.67,9.537371139080928e-06,5.0233492874565444e-08,7.468286435229602e-06,999.9999901867036
2.68,9.536969541408849e-06,5.039884775365224e-08,7.456362878999132e-06,999.9999901859383
2.69,9.536565177638549e-06,5.056379431346047e-08,7.445282857735383e-06,999.9999901851761
2.7,9.536158206218572e-06,5.072833350878418e-08,7.435029013819975e-06,999.9999901844169
2.71,9.535748776473673e-06,5.089246630342447e-08,7.4255849053006225e-06,999.9999901836604
2.72,9.535337028604802e-06,5.105619367018957e-08,7.416935005891127e-06,999.9999901829067
2.73,9.534923111886915e-06,5.121951656682676e-08,7.409062886655335e-06,999.9999901821554
2.74,9.534507436478923e-06,5.1382435602983855e-08,7.4019260552691375e-06,999.9999901814065
2.75,9.534090263515414e-06,5.154495158234524e-08,7.395496913872069e-06,999.9999901806592
2.7600000000000002,9.533671762697838e-06,5.1707065426463035e-08,7.3897570045831215e-06,999.9999901799138
2.77,9.533252097837387e-06,5.186877806161983e-08,7.384688462092994e-06,999.9999901791698
2.7800000000000002,9.532831426855004e-06,5.203009041882871e-08,7.380274013664086e-06,999.9999901784273
2.79,9.532409901781378e-06,5.219100343383322e-08,7.376496979130505e-06,999.999990177686
2.8000000000000003,9.531987668756946e-06,5.2351518047107416e-08,7.3733412708980576e-06,999.9999901769456
2.81,9.531564868031894e-06,5.2511635203855803e-08,7.370791393944258e-06,999.9999901762063
2.82,9.531141633966154e-06,5.2671355854013385e-08,7.368832445818322e-06,999.9999901754678
2.83,9.53071809502941e-06,5.283068095224566e-08,7.36745011664117e-06,999.99999017473
2.84,9.530294373801089e-06,5.298961145794857e-08,7.366630689105425e-06,999.9999901739927
2.85,9.529870586970368e-06,5.314814833524859e-08,7.366361038475416e-06,999.9999901732558
2.86,9.52944684533617e-06,5.330629255300261e-08,7.366628632587173e-06,999.9999901725193
2.87,9.52902325380717e-06,5.346404508479806e-08,7.367421531848431e-06,999.999990171783
2.88,9.528599911401784e-06,5.362140690895283e-08,7.36872838923863e-06,999.9999901710469
2.89,9.528176911248184e-06,5.377837900851528e-08,7.370538450308912e-06,999.9999901703108
2.9,9.527754340584284e-06,5.393496237126426e-08,7.372841553182123e-06,999.9999901695745
2.91,9.527332280757746e-06,5.409115798970912e-08,7.375628128552814e-06,999.9999901688382
2.92,9.52691087537446e-06,5.4246966772510716e-08,7.3788823882819415e-06,999.9999901681015
2.93,9.526490406007481e-06,5.440238944607549e-08,7.382574758326678e-06,999.9999901673642
2.94,9.526070991839807e-06,5.455742694495776e-08,7.386691899291538e-06,999.9999901666264
2.95,9.525652737641947e-06,5.4712080219519493e-08,7.391221916145722e-06,999.9999901658877
2.96,9.525235744551929e-06,5.486635022191847e-08,7.396153280767043e-06,999.9999901651481
2.97,9.5248201100753e-06,5.502023790610836e-08,7.401474831941929e-06,999.9999901644076
2.98,9.524405928085125e-06,5.517374422783862e-08,7.407175775365422e-06,999.999990163666
2.99,9.523993288821992e-06,5.5326870144654614e-08,7.41324568364118e-06,999.9999901629232
3.0,9.523582278894006e-06,5.54796166158975e-08,7.419674496281471e-06,999.9999901621791
3.0100000000000002,9.523172981276792e-06,5.5631984602704315e-08,7.426452519707182e-06,999.9999901614336
3.02,9.522765475313491e-06,5.578397506800792e-08,7.433570427247811e-06,999.9999901606868
3.0300000000000002,9.522359836714766e-06,5.593558897653703e-08,7.441019259141473e-06,999.9999901599385
3.04,9.5219561375588e-06,5.6086827294816196e-08,7.448790422534894e-06,999.9999901591885
