t,x,y,z
0.38,0.9980938170896071,8.103809937670284e-06,0.00827145361051508
0.39,0.9980435330566774,8.46331462857063e-06,0.008230336106320098
0.4,0.9979932445578519,8.827903862527039e-06,0.00818942895997048
0.41000000000000003,0.9979429517086205,9.197431493470942e-06,0.008148731140180547
0.42,0.9978926546244732,9.571751375333761e-06,0.008108241615664619
0.43,0.9978423534208999,9.950717362046936e-06,0.008067959355137015
0.44,0.9977920482133904,1.0334183307541887e-05,0.008027883327312057
0.45,0.9977417391174348,1.0722003065750046e-05,0.007988012500904066
0.46,0.9976914262485229,1.1114030490602843e-05,0.007948345844627362
0.47000000000000003,0.9976411096795841,1.1510205929917372e-05,0.007908882366160892
0.48,0.9975907893850048,1.1910669996116173e-05,0.007869621163400807
0.49,0.9975404654429456,1.2315352405550122e-05,0.007830561239236688
0.5,0.9974901379396013,1.2724166547406406e-05,0.0077917015892028894
0.51,0.9974398069611665,1.3137025810872216e-05,0.007753041208833769
0.52,0.9973894725938363,1.3553843585134747e-05,0.0077145790936636845
0.53,0.997339134923805,1.3974533259381189e-05,0.007676314239226992
0.54,0.9972887940372677,1.4399008222798731e-05,0.007638245641058048
0.55,0.9972384500204189,1.482718186457457e-05,0.00760037229469121
0.56,0.9971881029594536,1.5258967573895895e-05,0.007562693195660834
0.5700000000000001,0.9971377529405663,1.5694278739949897e-05,0.007525207339501278
0.58,0.9970874000499519,1.6133028751923768e-05,0.007487913721746897
0.59,0.9970370443256751,1.6575225912286084e-05,0.007450811458566971
0.6,0.9969866857925391,1.7020904674786523e-05,0.007413899699369094
0.61,0.9969363245207133,1.7470010031375995e-05,0.007377177479854781
0.62,0.9968859605803759,1.7922486956051612e-05,0.007340643835702732
0.63,0.9968355940417051,1.8378280422810487e-05,0.007304297802591641
0.64,0.9967852249748791,1.8837335405649736e-05,0.007268138416200207
0.65,0.9967348534500761,1.9299596878566462e-05,0.007232164712207125
0.66,0.9966844795374744,1.976500981555778e-05,0.007196375726291094
0.67,0.9966341033072523,2.023351919062081e-05,0.0071607704941308095
0.68,0.996583724829588,2.0705069977752657e-05,0.00712534805140497
0.6900000000000001,0.9965333441746597,2.1179607150950435e-05,0.00709010743379227
0.7000000000000001,0.996482961410444,2.1657079862426276e-05,0.007055047687687969
0.71,0.9964325765654013,2.2137512262452876e-05,0.007020168051847252
0.72,0.996382189686722,2.2620892953402142e-05,0.006985467673849727
0.73,0.9963318008352049,2.3107184710149707e-05,0.006950945635030949
0.74,0.9962814100716489,2.359635030757121e-05,0.0069166010167264706
0.75,0.996231017456853,2.408835252054228e-05,0.006882432900271848
0.76,0.9961806230516163,2.458315412393857e-05,0.006848440367002636
0.77,0.9961302269167375,2.5080717892635712e-05,0.006814622498254388
0.78,0.9960798291130155,2.5581006601509346e-05,0.006780978375362659
0.79,0.9960294297012494,2.608398302543511e-05,0.006747507079663005
0.8,0.9959790287422382,2.6589609939288647e-05,0.006714207692490979
0.81,0.9959286262967806,2.709785011794559e-05,0.006681079295182137
0.8200000000000001,0.9958782224175325,2.760868048722987e-05,0.00664812102489974
0.8300000000000001,0.99582781712602,2.8122132069557004e-05,0.006615332232226572
0.84,0.9957774104722361,2.8638186417480982e-05,0.0065827120725790705
0.85,0.9957270025103933,2.9156817752322566e-05,0.006550259672450807
0.86,0.9956765932947034,2.967800029540251e-05,0.0065179741583353545
0.87,0.9956261828793785,3.0201708268041575e-05,0.006485854656726286
0.88,0.995575771318631,3.0727915891560516e-05,0.006453900294117176
0.89,0.9955253586666726,3.125659738728009e-05,0.006422110197001595
0.9,0.9954749449777155,3.178772697652107e-05,0.0063904834918731175
0.91,0.995424530305972,3.232127888060419e-05,0.006359019305225315
0.92,0.995374114705654,3.285722732085023e-05,0.006327716763551761
0.93,0.9953236982309736,3.339554651857994e-05,0.006296574993346029
0.9400000000000001,0.995273280936143,3.3936210695114074e-05,0.00626559312110169
0.9500000000000001,0.9952228628753741,3.44791940717734e-05,0.0062347702733123195
0.96,0.9951724441028214,3.5024470960087025e-05,0.006204105576990815
0.97,0.995122024645694,3.557205770834692e-05,0.006173598401153991
0.98,0.9950716045313839,3.6121970379998464e-05,0.006143248113178816
0.99,0.9950211838076212,3.66741933085153e-05,0.00611305389777411
1.0,0.9949707625221365,3.7228710827371116e-05,0.006083014939648695
1.01,0.99492034072266,3.778550727003957e-05,0.006053130423511393
1.02,0.9948699184569222,3.8344566969994334e-05,0.0060233995340710274
1.03,0.9948194957726532,3.8905874260709076e-05,0.005993821456036419
1.04,0.9947690727175834,3.9469413475657465e-05,0.005964395374116389
1.05,0.9947186493394433,4.003516894831317e-05,0.00593512047301976
1.06,0.9946682256859631,4.060312501214986e-05,0.005905995937455354
1.07,0.9946178018048731,4.11732660006412e-05,0.005877020952131992
1.08,0.9945673777439038,4.174557624726086e-05,0.005848194701758498
1.09,0.9945169535507855,4.232004008548251e-05,0.005819516371043691
1.1,0.9944665292732484,4.289664184877982e-05,0.005790985144696395
1.11,0.9944161049553972,4.347537043891677e-05,0.005762600264176446
1.12,0.9943656806237248,4.405623694799582e-05,0.005734361246610092
1.1300000000000001,0.9943152563195206,4.463923382488561e-05,0.005706267377522187
1.1400000000000001,0.994264832086952,4.522434989212382e-05,0.005678317897388352
1.1500000000000001,0.9942144079701866,4.5811573972248066e-05,0.00565051204668421
1.16,0.9941639840133919,4.6400894887795996e-05,0.005622849065885383
1.17,0.9941135602607354,4.699230146130528e-05,0.005595328195467491
1.18,0.9940631367563846,4.758578251531356e-05,0.005567948675906159
1.19,0.9940127135445069,4.818132687235846e-05,0.005540709747677006
1.2,0.99396229066927,4.8778923354977655e-05,0.005513610651255656
1.21,0.9939118681748413,4.937856078570877e-05,0.005486650627117729
1.22,0.9938614461053884,4.998022798708946e-05,0.005459828915738849
1.23,0.9938110245050787,5.058391378165737e-05,0.005433144757594638
1.24,0.9937606034180798,5.1189606991950146e-05,0.005406597393160717
1.25,0.9937101828885591,5.1797296440505436e-05,0.0053801860629127075
1.26,0.9936597627089478,5.240720164333951e-05,0.005353915308433445
1.27,0.9936093434606186,5.301881912330332e-05,0.00532777305764028
1.28,0.9935589248652996,5.363243318928808e-05,0.005301765340992016
1.29,0.9935085069667252,5.4248033060792195e-05,0.0052758914080860385
1.3,0.9934580898084562,5.486560811630651e-05,0.005250150512173223
1.31,0.9934076734338799,5.548514789331433e-05,0.0052245419101579335
1.32,0.9933572578862103,5.610664208829142e-05,0.005199064862598023
1.33,0.9933068432084876,5.673008055670598e-05,0.0051737186337048316
1.34,0.9932564294435787,5.7355453313018696e-05,0.005148502491343191
1.35,0.9932060166341771,5.7982750530682675e-05,0.005123415707031419
1.36,0.9931556048228024,5.861196254214351e-05,0.005098457555941323
1.37,0.9931051940518013,5.9243079838839216e-05,0.005073627316898202
1.3800000000000001,0.9930547843633465,5.987609307120029e-05,0.00504892427238084
1.3900000000000001,0.9930043757994373,6.0510993048649674e-05,0.005024347708521512
1.4000000000000001,0.9929539684005807,6.114777138016772e-05,0.004999896945686527
1.41,0.992903562198961,6.17864237905504e-05,0.004975571496794281
1.42,0.9928531572329427,6.242694307864532e-05,0.004951370731141688
1.43,0.9928027535422613,6.306932145202048e-05,0.004927293985861201
1.44,0.9927523511664194,6.371355130638243e-05,0.0049033406031301855
1.45,0.9927019501446855,6.43596252255761e-05,0.00487950993017093
1.46,0.992651550516095,6.500753598158494e-05,0.004855801319250636
1.47,0.9926011523194496,6.565727653453079e-05,0.004832214127681427
1.48,0.9925507555933175,6.630884003267396e-05,0.004808747717820337
1.49,0.9925003603760333,6.696221981241323e-05,0.004785401457069328
1.5,0.9924499667056983,6.761740939828578e-05,0.004762174717875268
1.51,0.9923995746201801,6.82744025029673e-05,0.004739066877729952
1.52,0.9923491841571129,6.89331930272719e-05,0.004716077319170088
1.53,0.9922987953538972,6.959377506015211e-05,0.004693205429777301
1.54,0.9922484082477002,7.025614287869898e-05,0.004670450602178137
1.55,0.9921980228754554,7.092029094814195e-05,0.004647812234044056
1.56,0.9921476392738631,7.158621392184895e-05,0.004625289728091439
1.57,0.9920972574793895,7.22539066413263e-05,0.00460288249208158
1.58,0.9920468775282679,7.292336413621886e-05,0.004580589938820696
1.59,0.9919964994564977,7.359458162430986e-05,0.004558411486159917
1.6,0.9919461232998449,7.426755451152101e-05,0.004536346556995294
1.61,0.991895749093842,7.494227839191248e-05,0.004514394579267791
1.62,0.9918453768737879,7.561874904768288e-05,0.004492554985963297
1.6300000000000001,0.9917950066747482,7.629696244916927e-05,0.004470827215112611
1.6400000000000001,0.9917446385320972,7.697691387145212e-05,0.004449210699561683
1.6500000000000001,0.9916942724899602,7.765858414592283e-05,0.0044277047077638815
1.6600000000000001,0.9916439085874377,7.834196209612742e-05,0.004406308603588501
1.67,0.9915935468603543,7.902704168672207e-05,0.004385021813305479
1.68,0.991543187344367,7.971381696429437e-05,0.0043638437669997875
1.69,0.9914928300749641,8.040228205736315e-05,0.00434277389857143
1.7,0.991442475087466,8.109243117637866e-05,0.004321811645735444
1.71,0.9913921224170243,8.178425861372241e-05,0.004300956450021897
1.72,0.9913417720986228,8.247775874370731e-05,0.004280207756775891
1.73,0.9912914241670767,8.317292602257754e-05,0.004259565015157559
1.74,0.9912410786570329,8.386975498850866e-05,0.004239027678142066
1.75,0.9911907356029702,8.456824026160755e-05,0.0042185952025196125
1.76,0.9911403950391987,8.52683765439124e-05,0.004198267048895427
1.77,0.9910900569998607,8.597015861939276e-05,0.004178042681689773
1.78,0.9910397215189298,8.667358135394949e-05,0.004157921569137946
1.79,0.9909893886302116,8.737863969541485e-05,0.0041379031832902745
1.8,0.9909390583673432,8.808532867355233e-05,0.004117987000012117
1.81,0.9908887307637934,8.879364340005683e-05,0.004098172498983868
1.82,0.9908384058528628,8.950357906855454e-05,0.004078459163700951
1.83,0.9907880836676837,9.021513095460301e-05,0.004058846481473823
1.84,0.9907377642412198,9.092829441569112e-05,0.004039333943427975
1.85,0.9906874476062671,9.164306489123907e-05,0.004019921044503928
1.86,0.9906371337954529,9.235943790259842e-05,0.0040006072834572375
1.87,0.990586822841236,9.307740905305201e-05,0.003981392162858489
1.8800000000000001,0.9905365147759918,9.379697390992059e-05,0.0039622751878929715
1.8900000000000001,0.9904862096404794,9.451811618973652e-05,0.003943255746068078
1.9000000000000001,0.9904359074736574,9.524082196814015e-05,0.003924333251891297
1.9100000000000001,0.9903856083091348,9.596508463213263e-05,0.003905507197291551
1.92,0.9903353121804234,9.669089755200493e-05,0.0038867770770084752
1.93,0.9902850191209369,9.741825408133776e-05,0.003868142388592419
1.94,0.9902347291639917,9.814714755700163e-05,0.0038496026324044445
1.95,0.9901844423428063,9.887757129915678e-05,0.0038311573116163295
1.96,0.990134158690502,9.960951861125323e-05,0.003812805932210564
1.97,0.9900838782401024,0.00010034298278003079,0.003794548002980352
1.98,0.990033601024533,0.00010107795707551901,0.003776383035529613
1.99,0.9899833270766222,0.00010181443475103722,0.003758310544272978
2.0,0.9899330564291008,0.00010255240904319454,0.0037403300464357928
2.0100000000000002,0.9898827891146018,0.00010329187317188984,0.0037224410620541166
2.02,0.9898325251656607,0.00010403282034031171,0.0037046431139747243
2.0300000000000002,0.9897822646147152,0.00010477524373493863,0.0036869357278551005
2.04,0.9897320074941056,0.0001055191365255387,0.0036693184321634487
2.05,0.9896817538360747,0.00010626449186516989,0.0036517907581786824
2.06,0.9896315036727673,0.00010701130289017995,0.003634352239990429
2.07,0.989581257036231,0.00010775956272020631,0.0036170024144990326
2.08,0.9895310139584156,0.00010850926445817627,0.0035997408214155473
2.09,0.9894807744711732,0.00010926040119030677,0.0035825670032617455
2.1,0.9894305386062585,0.0001100129659861047,0.0035654805053701084
2.11,0.9893803063953286,0.00011076695189836652,0.0035484808758838348
2.12,0.9893300778699428,0.00011152235196317862,0.0035315676657568353
2.13,0.9892798530589302,0.00011227916197855287,0.003514740402430688
2.14,0.9892296319897578,0.00011303737906063395,0.003497998603512219
2.15,0.9891794146929089,0.00011379699702199287,0.003481341820556649
2.16,0.9891292011987535,0.00011455800967534295,0.003464769607770258
2.17,0.9890789915375338,0.0001153204108483839,0.003448281521869769
2.18,0.9890287857393641,0.00011608419438380226,0.0034318771220823384
2.19,0.9889785838342318,0.0001168493541392709,0.0034155559701455657
2.2,0.9889283858519957,0.00011761588398744949,0.0033993176303074835
2.21,0.9888781918223878,0.00011838377781598409,0.0033831616693265672
2.22,0.988828001775012,0.00011915302952750749,0.0033670876564717263
2.23,0.9887778157393445,0.00011992363303963893,0.0033510951635223117
2.24,0.9887276337447345,0.00012069558228498439,0.0033351837647681098
2.25,0.9886774558204027,0.00012146887121113623,0.003319353037009348
2.2600000000000002,0.9886272819954427,0.00012224349378067356,0.0033036025595566884
2.27,0.9885771122988203,0.00012301944397116198,0.0032879319142312346
2.2800000000000002,0.9885269467593738,0.00012379671577515374,0.0032723406853645254
2.29,0.9884767854058137,0.00012457530320018754,0.00325682845979854
2.3000000000000003,0.988426628266723,0.0001253552002687888,0.0032413948268856948
2.31,0.988376475370557,0.00012613640101846946,0.003226039378488845
2.32,0.9883263267456431,0.00012691889950172802,0.003210761708981282
2.33,0.9882761824201817,0.00012770268978604964,0.003195561415246737
2.34,0.9882260424222449,0.00012848776595390592,0.00318043809667938
2.35,0.9881759067797775,0.0001292741221027552,0.003165391355183817
2.36,0.9881257755205968,0.00013006175234504228,0.0031504207951750943
2.37,0.9880756486763734,0.00013085065657540918,0.0031355267090750582
2.38,0.9880255262654654,0.0001316408156040648,0.0031207071216400486
2.39,0.9879754083202597,0.00013243223076273556,0.0031059624975634274
2.4,0.987925294868002,0.00013322489613552585,0.0030912924408081402
2.41,0.98787518593581,0.0001340188058212506,0.0030766965578147556
2.42,0.9878250815506737,0.00013481395393333482,0.0030621744574895397
2.43,0.987774981739455,0.0001356103345997134,0.0030477257511925208
2.44,0.9877248865288877,0.00013640794196273054,0.0030333500527255667
2.45,0.9876747959455776,0.0001372067701790396,0.003019046978320448
2.46,0.9876247100160024,0.00013800681341950247,0.003004816146626917
2.47,0.9875746287665114,0.00013880806586908962,0.00299065717870077
2.48,0.9875245522233257,0.00013961052172677918,0.0029765696979919243
2.49,0.987474480412538,0.00014041417520545713,0.0029625533303324833
2.5,0.9874244133601124,0.00014121902053181653,0.0029486077039248136
2.5100000000000002,0.9873743510918848,0.00014202505194625735,0.0029347324493296085
2.52,0.9873242936335621,0.00014283226370278602,0.002920927199453964
2.5300000000000002,0.9872742410107229,0.00014364065006891523,0.0029071915895394454
2.54,0.9872241932488169,0.00014445020532556326,0.0028935252571501624
2.5500000000000003,0.9871741503731651,0.00014526092376695402,0.0028799278421608346
2.56,0.9871241124089594,0.0001460727997005162,0.0028663989867448664
2.57,0.987074079381263,0.00014688582744678337,0.002852938335362414
2.58,0.9870240513150101,0.0001477000013392934,0.0028395455347484575
2.59,0.9869740282350058,0.00014851531572448797,0.0028262202339008743
2.6,0.9869240101659258,0.0001493317649616125,0.002812962084068503
2.61,0.9868739971330361,0.00015014934265114772,0.002799770730255478
2.62,0.9868239891642361,0.0001509680394431301,0.002786645787108744
2.63,0.9867739862846842,0.000151787848800642,0.0027735869022876836
2.64,0.9867239885190391,0.00015260876459703395,0.002760593730030209
2.65,0.986673995891852,0.00015343078069396894,0.0027476659265017493
2.66,0.9866240084275677,0.00015425389094088577,0.0027348031497785113
2.67,0.986574026150524,0.0001550780891744615,0.0027220050598307523
2.68,0.9865240490849531,0.00015590336921807483,0.0027092713185060437
2.69,0.986474077254981,0.00015672972488126855,0.002696601589512545
2.7,0.9864241106846288,0.0001575571499592128,0.0026839955384022635
2.71,0.9863741493978119,0.00015838563823216778,0.002671452832554331
2.72,0.9863241934183412,0.00015921518346494673,0.0026589731411582637
2.73,0.9862742427699235,0.00016004577940637878,0.0026465561351972366
2.74,0.9862242974761608,0.00016087741978877194,0.002634201487431347
2.75,0.9861743575605522,0.0001617100983273759,0.002621908872380885
2.7600000000000002,0.9861244230464926,0.0001625438087198451,0.0026096779663095987
2.77,0.9860744939572743,0.00016337854464570136,0.002597508447207966
2.7800000000000002,0.9860245703160869,0.00016421429976579713,0.002585399994776458
2.79,0.9859746521460173,0.00016505106772177804,0.0025733522904088117
2.8000000000000003,0.9859247394700507,0.0001658888421355462,0.0025613650171752923
2.81,0.9858748323110701,0.00016672761660872264,0.002549437859805967
2.82,0.9858249306918576,0.00016756738472211067,0.0025375705046739687
2.83,0.985775034635094,0.00016840814003515854,0.0025257626397787647
2.84,0.9857251441633595,0.00016924987608542228,0.002514013954729427
2.85,0.9856752592991339,0.0001700925863880289,0.002502324140727896
2.86,0.9856253800647969,0.00017093626443513883,0.002490692890552253
2.87,0.9855755064826287,0.00017178090369540942,0.0024791198985399843
2.88,0.9855256385748098,0.00017262649761345727,0.0024676048605712514
2.89,0.9854757763634221,0.0001734730396093216,0.002456147474052157
2.9,0.9854259198704486,0.00017432052307792676,0.0024447474378980166
2.91,0.9853760691177739,0.00017516894138854547,0.0024334044525166207
2.92,0.9853262241271847,0.00017601828788426152,0.002422118219791508
2.93,0.9852763849203701,0.00017686855588143274,0.00241088844306523
2.94,0.9852265515189217,0.00017771973866915388,0.0023997148271226207
2.95,0.9851767239443343,0.00017857182950871964,0.0023885970781740633
2.96,0.9851269022172914,0.0001794248230640532,0.002377534906071925
2.97,0.9850770863566047,0.00018027871752700946,0.0023665280276114102
2.98,0.9850272763829557,0.00018113350712231434,0.0023555761548178754
2.99,0.9849774723170889,0.00018198918572713725,0.002344679000579636
3.0,0.984927674179637,0.00018284574722085567,0.002333836279177922
3.0100000000000002,0.9848778819911214,0.00018370318548511274,0.0023230477062710668
3.02,0.9848280957719517,0.00018456149440387388,0.0023123129988787093
3.0300000000000002,0.9847783155424262,0.00018542066786348424,0.0023016318753659813
3.04,0.9847285413227317,0.0001862806997527255,0.00229100405542771
3.0500000000000003,0.9846787731329434,0.00018714158396287322,0.002280429260072607
3.06,0.9846290109930254,0.0001880033143877536,0.0022699072116074697
3.0700000000000003,0.9845792549228302,0.000188865884923801,0.0022594376336213698
3.08,0.9845295049420992,0.00018972928947011454,0.002249020250969854
3.09,0.9844797610704626,0.00019059352192851565,0.0022386547897591358
3.1,0.9844300233274392,0.00019145857620360483,0.0022283409773302914
3.11,0.9843802917324368,0.00019232444620281887,0.002218078542243458
3.12,0.9843305663047519,0.00019319112583648796,0.0022078672142620227
3.13,0.98428084706357,0.00019405860901789259,0.0021977067243368247
3.14,0.9842311340279655,0.000194926889663321,0.002187596804590344
3.15,0.984181427216902,0.00019579596169212588,0.0021775371883009016
3.16,0.984131726649232,0.00019666581902678175,0.002167527609886852
3.17,0.9840820323436971,0.00019753645559294174,0.00215756780489078
3.18,0.9840323443189277,0.00019840786531949512,0.002147657509963693
3.19,0.983982662593444,0.0001992800421386239,0.0021377964628492207
3.2,0.983932987185655,0.0002001529799858603,0.0021279844023678056
3.21,0.9838833181138589,0.00020102667280014354,0.0021182210684009013
3.22,0.9838336553962433,0.00020190111452387727,0.002108506201875166
3.23,0.9837839990508852,0.00020277629910298622,0.00209883954474666
3.24,0.9837343490957509,0.00020365222048697378,0.002089220839985037
3.25,0.983684705548696,0.0002045288726289786,0.002079649831557743
3.2600000000000002,0.9836350684274657,0.0002054062494858321,0.00207012626441421
3.27,0.9835854377496946,0.0002062843450181152,0.0020606498844700505
3.2800000000000002,0.9835358135329071,0.00020716315319021576,0.002051220438591253
3.29,0.9834861957945166,0.00020804266797038527,0.002041837674578379
3.3000000000000003,0.9834365845518266,0.0002089228833307964,0.002032501341150756
3.31,0.9833869798211106,0.00020980379488238745,0.002023211211332355
3.3200000000000003,0.9833373816171039,0.0002106854007776537,0.0020139670953584535
3.33,0.9832877899563452,0.00021156769577246857,0.0020047687556550976
3.34,0.9832382048553354,0.00021245067449728115,0.0019956159536490565
3.35,0.9831886263304493,0.00021333433161533418,0.001986508452016064
3.36,0.9831390543979354,0.00021421866182323967,0.001977446014672439
3.37,0.9830894890739149,0.00021510365985155495,0.001968428406766701
3.38,0.9830399303743825,0.000215989320465358,0.0019594553946711943
3.39,0.9829903783152055,0.00021687563846482357,0.0019505267459737053
3.4,0.9829408329121236,0.00021776260868579863,0.0019416422294690826
3.41,0.9828912941807488,0.00021865022600037838,0.0019328016151508559
3.42,0.9828417621365652,0.00021953848531748173,0.0019240046742028576
3.43,0.9827922367949281,0.0002204273815834273,0.0019152511789908395
3.44,0.9827427181710651,0.00022131690978250884,0.001906540903054096
3.45,0.9826932062800745,0.0002222070649375714,0.0018978736210970802
3.46,0.9826437011369257,0.0002230978421105866,0.0018892491089810266
3.47,0.9825942027564587,0.00022398923640322885,0.0018806671437155676
3.48,0.9825447111533844,0.00022488124295745062,0.0018721275034503568
3.49,0.9824952263422835,0.00022577385695605865,0.0018636299674666846
3.5,0.9824457483376069,0.00022666707362328922,0.001855174316169102
3.5100000000000002,0.9823962771536751,0.00022756088822538438,0.0018467603310770363
3.52,0.9823468128046782,0.0002284552960711672,0.001838387794816414
3.5300000000000002,0.9822973553046754,0.000229350292512618,0.0018300564911112778
3.54,0.9822479046675952,0.00023024587294544958,0.001821766204775409
3.5500000000000003,0.9821984609072343,0.00023114203280968356,0.0018135167217039436
3.56,0.9821490240372582,0.00023203876759022546,0.0018053078288649959
3.5700000000000003,0.9820995940712008,0.00023293607281744106,0.0017971393142912745
3.58,0.9820501710224638,0.0002338339440677317,0.001789010967071705
3.59,0.9820007549043164,0.0002347323769641102,0.0017809225773430472
3.6,0.9819513457298955,0.00023563136717677673,0.001772873936281516
3.61,0.9819019435122053,0.00023653091042369418,0.001764864836094401
3.62,0.9818525482641168,0.00023743100247116436,0.001756895070011686
3.63,0.9818031599983679,0.00023833163913440335,0.0017489644322776685
3.64,0.9817537787275629,0.00023923281627811753,0.0017410727181425788
3.65,0.9817044044641721,0.00024013452981707913,0.0017332197238542014
3.66,0.9816550372239498,0.00024103677217906098,0.001725405253136021
3.67,0.981605677025508,0.00024193953274548915,0.0017176291163719304
3.68,0.9815563238820265,0.0002428428064338546,0.0017098911148624124
3.69,0.9815069778065004,0.00024374658826518302,0.001702191050778166
3.7,0.9814576388118373,0.00024465087326459563,0.0016945287273351086
3.71,0.9814083069108577,0.0002455556564609998,0.0016869039487876212
3.72,0.9813589821162948,0.0002464609328867805,0.001679316520421787
3.73,0.9813096644407965,0.0002473666975774908,0.0016717662485486364
3.74,0.9812603538969249,0.00024827294557154317,0.001664252940497386
3.75,0.9812110504971575,0.00024917967190990053,0.0016567764046086831
3.7600000000000002,0.9811617542538873,0.000250086871635767,0.0016493364502278452
3.77,0.9811124651794239,0.000250994539794279,0.001641932887698104
3.7800000000000002,0.9810631832859938,0.00025190267143219633,0.0016345655283538454
3.79,0.9810139085857414,0.00025281126159759296,0.0016272341845138534
3.8000000000000003,0.9809646410907288,0.00025372030533954844,0.0016199386694745498
3.81,0.9809153808129373,0.0002546297977078383,0.0016126787975032381
3.8200000000000003,0.9808661277642674,0.0002555397337526255,0.0016054543838313435
3.83,0.9808168819565397,0.0002564501085241512,0.0015982652446476574
3.84,0.9807676434014956,0.000257360917072426,0.0015911111970915756
3.85,0.9807184121107972,0.0002582721544469207,0.0015839920592463433
3.86,0.9806691880960291,0.0002591838156962571,0.0015769076501322965
3.87,0.9806199713686977,0.0002600958958678996,0.0015698577897001022
3.88,0.9805707619402331,0.00026100839000784575,0.0015628422988240023
3.89,0.9805215598219884,0.0002619212931603173,0.0015558609992950534
3.9,0.9804723650252414,0.00026283460036745116,0.0015489137138143718
3.91,0.9804231775611943,0.00026374830666899067,0.0015420002659863714
3.92,0.9803739974409755,0.0002646624071019762,0.0015351204803120094
3.93,0.9803248246756386,0.00026557689670043646,0.0015282741821820247
3.94,0.9802756592761644,0.0002664917704950793,0.0015214611978701838
3.95,0.980226501253461,0.0002674070235129829,0.0015146813545265179
3.96,0.9801773506183639,0.0002683226507772864,0.0015079344801705692
3.97,0.9801282073816375,0.0002692386473068814,0.00150122040368463
3.98,0.9800790715539752,0.0002701550081161025,0.0014945389548069862
3.99,0.9800299431459999,0.0002710717282144187,0.0014878899641251574
4.0,0.9799808221682651,0.0002719888026061238,0.0014812732630691409
4.01,0.979931708630455,0.0002729062274345181,0.0014746886887829504
4.0200000000000005,0.9798826025418927,0.00027382399925544,0.0014681360810226622
4.03,0.9798335039127309,0.0002747421133351039,0.0014616152748956463
4.04,0.9797844127530485,0.0002756605649426847,0.0014551261063646577
4.05,0.9797353290728483,0.0002765793493534277,0.0014486684122556569
4.0600000000000005,0.9796862528820585,0.00027749846184857164,0.0014422420302520375
4.07,0.979637184190532,0.00027841789771527054,0.001435846798888856
4.08,0.979588123008048,0.00027933765224651613,0.0014294825575470558
4.09,0.9795390693443112,0.00028025772074106016,0.0014231491464476967
4.1,0.9794900232089533,0.0002811780985033365,0.0014168464066461833
4.11,0.979440984611533,0.00028209878084338376,0.0014105741800264904
4.12,0.9793919535615362,0.00028301976307676684,0.0014043323092953943
4.13,0.979342930068377,0.0002839410405245,0.0013981206379766963
4.14,0.9792939141413978,0.0002848626085129686,0.001391939010405453
4.15,0.9792449057898694,0.00028578446237385174,0.0013857872717222026
4.16,0.9791959050229926,0.00028670659744404396,0.0013796652678671945
