t,Vm,Ca_sub,dL,fL,fCa,dT,fT,paS,paF,pi_,n,q,r,y,qa,qi,R,O,I,RI,Ca_jsr,Ca_nsr,Cai,fTMM,fCMi,fCMs,fTC,fTMC,fCQ
0.1,-57.94897604115297,0.00013818772072176516,0.0005859777877728407,0.8625618455703445,0.7114122861547,0.005056412827698257,0.4204817087021437,0.4529856987269745,0.14458114846765402,0.8492998104531383,0.026450475981203123,0.6941406627476056,0.00558659520855387,0.11371260032279706,0.4244956170356998,0.44731811148053446,0.6881519662384237,1.735936290958696e-07,7.866684359680853e-08,0.3118477815012879,0.3169709137292881,1.4934168940552406,0.0001499894954944667,0.501136574651375,0.05947657332125924,0.05440776259558546,0.02912571492779162,0.4325963645424854,0.273343070741949
0.11,-57.94747921379107,0.0001381951622463723,0.0005861212909892807,0.862579871543335,0.7114139026841994,0.005057663081558862,0.420454030018541,0.45297421719995434,0.1445637791633266,0.8492887987488855,0.02644951983843406,0.6941305724813757,0.005587123603631885,0.11371953834748466,0.4245649976236261,0.44732052130399014,0.6881623831808188,1.7361283867153895e-07,7.867172980691012e-08,0.31183736453479705,0.3169917149687867,1.4934104675492184,0.00014998658259301022,0.5011452911079072,0.059475423766549025,0.054410406802490395,0.029125125735132283,0.4325865088299609,0.27335665017938965
0.12,-57.945982212307186,0.00013820260547624122,0.0005862648453793121,0.8625978914097863,0.7114155155638162,0.005058913765993815,0.4204263391594293,0.4529627368135805,0.14454641439482313,0.8492777851301544,0.02644856376263738,0.6941204776484027,0.00558765210927428,0.1137264757750958,0.4246343894876769,0.44732293103755894,0.6881727994719878,1.7363205692902825e-07,7.867661946021063e-08,0.3118269482195201,0.31701251215626486,1.4934040413744964,0.00014998367056092763,0.5011540069559721,0.059474274596661554,0.05441305186822414,0.029124536737358618,0.43257665380716753,0.2733702269169858
0.13,-57.944485036731734,0.00013821005084305922,0.0005864084509711195,0.8626159051707228,0.7114171247938487,0.005060164882007885,0.42039863612714445,0.45295125756782156,0.14452905416117887,0.8492667695963254,0.02644760775381099,0.6941103782500446,0.005588180725506607,0.11373341260557956,0.42470379262638575,0.44732534068123186,0.6881832151118754,1.736512838681018e-07,7.8681512556105e-08,0.3118165325555125,0.3170333053079986,1.493397615531071,0.00014998075941968428,0.50116272219551,0.0594731258112236,0.05441569779161266,0.02912394793432083,0.4325667994741463,0.2733838009524618
0.14,-57.94298768708293,0.0001382174985901502,0.0005865521077904334,0.8626339128270812,0.7114187303744851,0.005061416430490696,0.4203709209238237,0.45293977946264885,0.14451169846151185,0.8492557521468348,0.02644665181195294,0.6941002742875425,0.0055887094523522085,0.11374034883888944,0.42477320703840626,0.4473277502350007,0.6881936301004237,1.73670519488893e-07,7.868640909420069e-08,0.3118061175428322,0.31705409443804755,1.4933911900189425,0.00014997784918666514,0.5011714368264675,0.05947197740994482,0.054418344572011265,0.029123359325902286,0.4325569458309381,0.27339737228381755
0.15,-57.94149016337507,0.00013822494889647387,0.0005866958158668467,0.8626519143799419,0.7114203323058836,0.005062668412427951,0.42034319355193267,0.45292830249802934,0.14449434729480512,0.8492447327810368,0.02644569593706101,0.6940901657623273,0.00558923828983798,0.11374728447497172,0.4248426327221811,0.44733015969885614,0.6882040444375607,1.7368976379180214e-07,7.869130907415862e-08,0.3117957031815509,0.3170748795615381,1.4933847648381144,0.0001499749398785921,0.5011801508487848,0.059470829392552854,0.05442099220897542,0.0291227709119934,0.43254709287759446,0.27341094090885365
0.16,-57.93999246562297,0.00013823240193046248,0.0005868395752479361,0.8626699098310464,0.7114219305882283,0.005063920829344937,0.42031545401544856,0.4529168266739095,0.14447700065941918,0.8492337114978974,0.026444740129131596,0.6940800526767053,0.005589767238007239,0.11375421951373982,0.424912069675192,0.44733256907278296,0.688214458123165,1.7370901677777566e-07,7.869621249557065e-08,0.31178528947179024,0.31709566070114886,1.4933783399886007,0.0001499720315170429,0.5011888642623675,0.05946968175870481,0.05442364070215047,0.029122182692455915,0.43253724061420495,0.27342450682419195
0.17,-57.93849459382796,0.00013823985770718982,0.0005869833859379596,0.8626878991805503,0.7114235252215355,0.005065173681378159,0.42028770231472734,0.45290535199028464,0.14445965855520734,0.8492226882973236,0.02644378438816438,0.6940699350308829,0.0055902962968638606,0.113761153955186,0.4249815178972137,0.44733497835677977,0.6882248711572256,1.7372827844689822e-07,7.870111935840028e-08,0.31177487641356105,0.31711643785890925,1.4933719154704017,0.00014996912410394862,0.5011975770672074,0.05946853450837001,0.054426290051504664,0.029121594667277456,0.4325273890407776,0.27343807002953024
0.18,-57.936996547990184,0.00013824731622895736,0.0005871272479370645,0.8627058824284592,0.7114251162058065,0.005066426968532084,0.42025993844978127,0.4528938784471545,0.1444423209821645,0.8492116631793123,0.02644282871415935,0.6940598128248672,0.0055908254664079815,0.11376808779931,0.4250509773882383,0.44733738755084657,0.6882352835397424,1.7374754879916902e-07,7.870602966264452e-08,0.31176446400686364,0.31713721103488207,1.493365491283518,0.00014996621763934868,0.5012062892633041,0.05946738764154761,0.054428940257032196,0.029121006836457693,0.43251753815731264,0.2734516305248586
0.19,-57.935498328161884,0.000138254778299769,0.0005872711612967806,0.8627238595766575,0.7114267035415641,0.005067680692367793,0.4202321624249189,0.4528824060444614,0.14442498793851696,0.8492006361427503,0.02644187310711261,0.6940496860611521,0.005591354746686576,0.11377502104601805,0.425120448145527,0.44733979665496687,0.6882456952706125,1.7376682783431052e-07,7.871094340726117e-08,0.31175405225180075,0.3171579802510081,1.4933590674279698,0.0001499633121369919,0.5012150008505561,0.05946624115794895,0.05443159131670425,0.029120419199879944,0.43250768796391265,0.27346518830677674
0.2,-57.93399993438511,0.00013826224456693842,0.0005874151260585949,0.8627418306266623,0.7114282872292288,0.005068934854142132,0.4202043742436091,0.45287093478215856,0.14440765942283662,0.8491896071867413,0.02644091756702103,0.6940395547417457,0.005591884137737467,0.11378195369523465,0.4251899301668746,0.44734220566912747,0.6882561063497532,1.7378611555209926e-07,7.871586059141116e-08,0.3117436411484551,0.317178745524952,1.4933526439037734,0.0001499604076079477,0.5012237118288815,0.059465095057341585,0.0544342432288874,0.02911983175745026,0.43249783846066037,0.2734787433725468
0.21,-57.932501366659864,0.00013826971503046564,0.0005875591422225075,0.8627597955784735,0.7114298672688005,0.0050701894538550995,0.42017657390585195,0.45285946466024607,0.14439033543512353,0.8491785763112852,0.0264399620938846,0.694029418866648,0.0055924136395606545,0.11378888574695983,0.42525942345228124,0.44734461459332836,0.6882665167771645,1.7380541195253524e-07,7.872078121509448e-08,0.31173323069682674,0.3171995068567139,1.4933462207109287,0.0001499575040522161,0.5012324221982801,0.05946394933972554,0.054436895993581653,0.029119244509168654,0.43248798964755564,0.27349229572216877
0.22,-57.93100262503931,0.00013827719057138814,0.0005877032097989932,0.862777754432474,0.7114314436607644,0.005071444491797275,0.42014876141252316,0.45284799567871215,0.14437301597501742,0.849167543516156,0.02643900668770254,0.6940192784363651,0.005592943252165743,0.11379581720117447,0.42532892800119243,0.44734702342756616,0.6882769265528591,1.7382471703402078e-07,7.872570527738918e-08,0.31172282089690306,0.3172202642499984,1.4933397978494432,0.00014995460146485662,0.5012411319587319,0.059462804005085045,0.054439549608450134,0.02911865745502858,0.43247814152462233,0.2735058453550255
0.23,-57.929503709877835,0.0001382846770608482,0.0005878473288578546,0.8627957071912138,0.7114330164083528,0.005072699969905044,0.4201209367694594,0.4528365278374785,0.14435570104011802,0.8491565087998473,0.026438051348469566,0.6940091334542684,0.005593472975616722,0.11380274805775144,0.425398443809914,0.44734943217181866,0.6882873356769198,1.7384403078590926e-07,7.873063277215146e-08,0.3117124117486011,0.31724101772949315,1.493333375319363,0.00014995169981294655,0.5012498411101021,0.05946165905331509,0.05444220405792031,0.029118070594986497,0.43246829409201915,0.2735193922670045
0.24,-57.928004621240795,0.0001382921755817933,0.0005879914994119672,0.8628136538551634,0.7114345855121619,0.00507395588853558,0.42009309997773714,0.4528250611365307,0.14433839062998255,0.8491454721620814,0.026437096076184715,0.6939989839209801,0.005594002809925398,0.11380967831666729,0.42546797087776456,0.4473518408260817,0.6882977441493623,1.7386335320623684e-07,7.873556369824809e-08,0.3117020032519053,0.31726176729975186,1.4933269531206967,0.00014994879909041323,0.5012585496523658,0.05946051448439631,0.05444485933911976,0.029117483929034373,0.4324584473497753,0.2735329364573472
0.25,-57.92650535912818,0.00013829968613422345,0.0005881357214613309,0.8628315944243228,0.7114361509721917,0.005075212247688881,0.4200652510373565,0.45281359557586875,0.144321084744611,0.8491344336028582,0.026436140870847984,0.6939888298365001,0.0055945327550917705,0.11381660797792201,0.4255375092047441,0.44735424939035523,0.6883081519701862,1.7388268429500354e-07,7.874049805567906e-08,0.3116915954068158,0.31728251296077464,1.493320531253445,0.00014994589929725666,0.501267257585523,0.059459370298328686,0.0544475154520485,0.029116897457172206,0.43244860129789076,0.27354647792605363
0.26,-57.92500591979452,0.00013830714604904593,0.0005882799950250128,0.8628495288995239,0.7114377127551875,0.005076469047830841,0.42003738995027246,0.45280213115546464,0.14430378338322317,0.8491233931219385,0.026435185732457563,0.6939786712019421,0.005595062811131171,0.11382353704147588,0.42560705878906674,0.4473566578646324,0.6883185591364118,1.739020241887178e-07,7.874543590693878e-08,0.31168118821631247,0.31730325472026416,1.4933141097175353,0.00014994300096452535,0.5012759649095214,0.05945822649361256,0.054450172565852537,0.029116311178796764,0.4324387559363142,0.2735600166718391
0.27,-57.92350630402143,0.0001383145683820408,0.000588424320150755,0.8628674572824924,0.7114392708681527,0.005077726290200852,0.4200095167204332,0.4527906678752656,0.14428648654419468,0.8491123507182764,0.0264342306610099,0.6939685080195844,0.005595592978087729,0.11383046550724255,0.42567661962829373,0.447359066248898,0.6883289656485179,1.7392137286055142e-07,7.875037723882534e-08,0.3116707816799164,0.3173239925924016,1.4933076885130192,0.00014994010398753136,0.5012846716242726,0.059457083070479526,0.05445283064553362,0.029115725093999987,0.4324289112651742,0.2735735526921653
0.28,-57.92200651345317,0.00013832198064657746,0.0005885686969943052,0.8628853795789828,0.7114408253259102,0.005078983978308748,0.41998163136103506,0.4527792057350947,0.14426919422211015,0.8491013063885312,0.026433275656493078,0.6939583402970192,0.005596123256106519,0.11383739337493405,0.42574619171411804,0.44736147454310166,0.6883393715073555,1.7394073025587093e-07,7.875532202337395e-08,0.31166037579677675,0.31734472661214247,1.4933012676400572,0.00014993720814350273,0.5012933777294718,0.059455940029465804,0.05445548961769153,0.02911513920299332,0.43241906728488266,0.273587085979782
0.29,-57.920506549335556,0.0001383294036785464,0.0005887131255227397,0.8629032957877174,0.7114423761394829,0.005080242111454028,0.41995373386912643,0.4527677447349924,0.14425190641817112,0.8490902601333374,0.026432320718909778,0.6939481680325542,0.005596653645157681,0.11384432064461363,0.42581577504862383,0.4473638827472543,0.6883497767139901,1.7396009632840172e-07,7.876027023988341e-08,0.3116499705658279,0.31736545677196537,1.49329484709865,0.0001499343132557855,0.5013020832251904,0.059454797371064926,0.05445814942593566,0.02911455350597603,0.4324092239953912,0.2736006165362661
0.3,-57.91900641270105,0.00013833685474557336,0.0005888576056956062,0.8629212059071456,0.7114439233179881,0.0050815006887594385,0.419925824241133,0.452756284875007,0.1442346231338355,0.8490792119534979,0.026431365848263246,0.693937991224139,0.0055971841452042825,0.11385124731635815,0.4258853696342683,0.4473662908613695,0.6883601812693417,1.7397947103937074e-07,7.876522187124063e-08,0.3116395659861499,0.31738618306259014,1.4932884268887876,0.00014993141917703042,0.501310788111514,0.05945365509569748,0.05446081002346426,0.02911396800311826,0.4323993813966286,0.2736141443635489
0.31,-57.91750610354967,0.00013834433384765836,0.0005890021375129049,0.8629391099372675,0.7114454668614258,0.005082759710224979,0.4198979024770548,0.4527448261551387,0.14421734436910333,0.8490681618490125,0.026430411044553476,0.6939278098717737,0.0055977147562463235,0.11385817339016764,0.4259549754710515,0.4473686988854472,0.6883705851734103,1.739988543887779e-07,7.877017691744563e-08,0.3116291620577429,0.3174069054840168,1.49328200701047,0.00014992852590723748,0.5013194923884423,0.05945251320336346,0.05446347141027732,0.029113382694420008,0.4323895394885948,0.2736276694616305
0.32,-57.916005621881396,0.00013835184098480137,0.0005891467209746355,0.8629570078780832,0.7114470067697959,0.0050840191758506495,0.4198699685768918,0.45273336857538743,0.14420007012397457,0.8490571098198814,0.02642945630778048,0.6939176239754581,0.005598245478283806,0.1138650988660421,0.4260245925589734,0.4473711068194875,0.688380988426196,1.7401824637662328e-07,7.87751353784984e-08,0.3116187587806068,0.31742762403624536,1.4932755874636974,0.0001499256334464067,0.5013281960559756,0.05945137169406288,0.05446613358637484,0.029112797579881278,0.4323796982712899,0.27364119183051067
0.33,-57.91450496769624,0.00013835937615700245,0.0005892913560807981,0.8629748997295924,0.7114485430430985,0.005085279085636451,0.419842022540644,0.45272191213575325,0.14418280039844925,0.8490460558661044,0.026428501637944243,0.6939074335351924,0.005598776311316727,0.11387202374398152,0.42609422089803406,0.4473735146634903,0.6883913910276986,1.7403764700290683e-07,7.878009725439892e-08,0.31160835615474164,0.3174483387192758,1.4932691682484696,0.0001499227417945381,0.5013368991141137,0.059450230567795734,0.05446879655175683,0.029112212659502066,0.4323698577447138,0.27365471147018955
0.34,-57.9130041371717,0.000138366875475413,0.0005894360431799426,0.8629927855049054,0.711450075647838,0.0050865394468886365,0.41981406439852365,0.45271045683582734,0.14416553518019767,0.8490349999806093,0.02642754703501744,0.6938972385682888,0.005599307255665535,0.11387894802333275,0.4261638604679994,0.4473759224173412,0.6884017929739644,1.7405705641809147e-07,7.878506260802852e-08,0.311597954184101,0.31746904960215755,1.493262749364989,0.00014991985150479518,0.5013456015621378,0.05944908982293355,0.05447146048073177,0.02911162793261854,0.4323600179096053,0.27366822836522775
0.35000000000000003,-57.9115031324378,0.000138374374541232,0.0005895807820778442,0.863010665196717,0.7114516046026794,0.005087800255535896,0.41978609413369544,0.45269900267583757,0.1441482744760904,0.849023942167337,0.026426592499015293,0.6938870390651002,0.005599838311151665,0.11388587170445977,0.4262335112801447,0.447378330081104,0.6884121942671968,1.7407647453833375e-07,7.879003140434744e-08,0.3115875528664818,0.3174897566464139,1.493256330813143,0.00014991696226893507,0.5013543034004485,0.05944794946038378,0.054474125276168614,0.029111043399600606,0.4323501787655527,0.27368174252422867
0.36,-57.910001953907454,0.00013838188025550504,0.0005897255727368539,0.8630285388036106,0.7114531299112408,0.005089061510789033,0.41975811174289585,0.452687549655828,0.14413101828745922,0.8490128824270515,0.026425638029940766,0.6938768350237567,0.005600369477740504,0.11389279478743311,0.4263031733366554,0.447380737654791,0.6884225949078225,1.7409590134738122e-07,7.879500363656347e-08,0.31157715220145704,0.31751045984458615,1.4932499125929097,0.000149914074027207,0.5013630046291235,0.05944680948032232,0.054476790919239175,0.029110459060519976,0.4323403403124762,0.27369525394886
0.37,-57.90850060158064,0.0001383893926182321,0.0005898704151569716,0.8630464063255867,0.7114546515735222,0.005090323212648048,0.41973011722612497,0.4526760977757987,0.14411376661430417,0.8490018207597527,0.026424683627793853,0.6938666264442583,0.005600900755432051,0.11389971727225279,0.42637284663753156,0.4473831451384023,0.6884329948958418,1.7411533684523387e-07,7.879997930467658e-08,0.3115667521890266,0.31753115919667446,1.493243494704289,0.00014991118677961092,0.5013717052481627,0.059445669882749165,0.054479457409943456,0.02910987491537665,0.43233050255037586,0.2737087626391217
0.38,-57.90699907545738,0.00013839691162941317,0.0005900153093381974,0.8630642677626449,0.7114561695895234,0.00509158536111294,0.41970211058338275,0.45266464703574966,0.1440965194566252,0.8489907571654408,0.02642372929257455,0.693856413326605,0.005601432144226307,0.11390663915891877,0.4264425311827732,0.44738555253193785,0.6884433942312546,1.741347810318917e-07,7.88049584086868e-08,0.31155635282919053,0.31755185470267877,1.493237077147281,0.00014990830052614688,0.5013804052575661,0.05944453066766432,0.05448212474828146,0.029109290964170625,0.43232066547925163,0.27372226859501386
0.39,-57.90549737550047,0.00013840443667397238,0.0005901602552977135,0.8630821231154261,0.7114576839589393,0.0050928479565181374,0.41967409181614673,0.45265319743566085,0.14407927681381982,0.8489796916437643,0.02642277502428153,0.6938461956716414,0.005601963644139178,0.11391356044739907,0.4265122269714039,0.447387959835392,0.6884537929139841,1.7415423390925205e-07,7.880994094915877e-08,0.31154595412202546,0.3175725463652803,1.4932306599218994,0.00014990541527251457,0.5013891046572985,0.05944339183504978,0.05448479293600943,0.029108707206894208,0.432310829099144,0.2737357718158487
0.4,-57.903995500747996,0.00013841195184509616,0.0005903052534798811,0.8630999724004992,0.7114591946738731,0.005094111007512451,0.4196460609626284,0.45264174897501686,0.1440620386703063,0.8489686241856401,0.026421820822880276,0.693835973501213,0.005602495255582044,0.11392048113686536,0.4265819339781734,0.4473903670486197,0.6884641909420496,1.7417369552638178e-07,7.881492694069557e-08,0.31153555606951244,0.3175932342538196,1.493224243028503,0.000149902531166117,0.5013978034464477,0.059442253384439876,0.054487462018546616,0.029108123643348336,0.43230099341109973,0.27374927228384105
0.41000000000000003,-57.90249345189998,0.00013841946871870396,0.0005904503035613238,0.8631178156058065,0.7114607017400714,0.005095374507801852,0.41961801799502,0.4526303016541928,0.144044805037424,0.8489575547976784,0.0264208666883959,0.6938257467994221,0.005603026978255531,0.11392740122792042,0.4266516522214572,0.4473927741717265,0.6884745883168925,1.741931658475733e-07,7.881991637267003e-08,0.3115251586702098,0.31761391831783525,1.4932178264668305,0.00014989964809968405,0.5014065016256777,0.0594411153161735,0.05449013196283992,0.02910754027367787,0.43229115841435706,0.27376277001193383
0.42,-57.90099122895642,0.00013842698729479584,0.0005905954055420416,0.8631356527313477,0.7114622051575342,0.005096638457386341,0.41958996291332157,0.45261885547318875,0.14402757591517287,0.8489464834798792,0.026419912620828406,0.6938155155662687,0.005603558812159637,0.11393432072056427,0.42672138170125523,0.44739518120471244,0.6884849850385129,1.7421264487282656e-07,7.882490924508219e-08,0.31151476192411753,0.3176345985573272,1.4932114102368825,0.00014989676607321574,0.5014151991949883,0.05943997763025064,0.05449280276888934,0.029106957097882816,0.432281324108916,0.273776265000127
0.43,-57.89948883191731,0.00013843450757337176,0.0005907405594220345,0.8631534837771233,0.7114637049262618,0.005097902856265917,0.419561895717533,0.45260741043200464,0.144010351303553,0.8489354102322425,0.026418958620177797,0.6938052798017529,0.005604090757294364,0.11394123961479688,0.4267911224175676,0.4473975881475776,0.6884953811069107,1.7423213260214158e-07,7.882990555793202e-08,0.31150436583123564,0.3176552749722955,1.4932049943386585,0.0001498938850867121,0.5014238961543795,0.05943884032667131,0.05449547443669488,0.02910637411596317,0.4322714904947766,0.27378975724842053
0.44,-57.89798626078265,0.00013844202955443175,0.0005908857652013025,0.8631713087431329,0.7114652010462538,0.005099167704440581,0.41953381640765436,0.4525959665306405,0.1439931312025643,0.8489243350547683,0.026418004686444067,0.6937950395058746,0.005604622813659712,0.11394815791061828,0.4268608743703942,0.4473999950003218,0.688505776522086,1.742516290355184e-07,7.883490531121955e-08,0.3114939703915641,0.31767594756274015,1.4931985787721587,0.00014989100514017307,0.5014325925038514,0.05943770340543549,0.054498146966256523,0.029105791327918934,0.43226165757193874,0.2738032467568145
0.45,-57.8964835155543,0.0001384495538276736,0.000591031023429137,0.8631891276505699,0.7114666935184235,0.00510043301011636,0.41950572503272593,0.4525845237684333,0.14397591559228248,0.8489132579364236,0.026417050819582906,0.6937847947064861,0.00560515498177826,0.11395507560696422,0.4269306375273395,0.4474024017627588,0.6885161712824751,1.7427113419156838e-07,7.883990850319334e-08,0.3114835756066667,0.3176966163686039,1.4931921635379024,0.00014988812623417251,0.5014412882422051,0.05943656686663239,0.054500820359450856,0.029105208733771537,0.43225182534179385,0.2738167335072928
0.46,-57.89498059623847,0.00013845708237515686,0.0005911763359517855,0.8632069405706678,0.7114681823458403,0.0051016988008749,0.4194776217575789,0.45257308214315506,0.14395870440573916,0.8489021788401249,0.02641609701944537,0.6937745454972032,0.0056056872634064735,0.11396199270025761,0.4270004117795171,0.44740480843426256,0.6885265653828219,1.742906481328473e-07,7.884491512796661e-08,0.3114731814817993,0.3177172815241403,1.4931857486376356,0.00014988524837063912,0.5014499833654111,0.05943543071056182,0.05450349462258529,0.02910462633359303,0.4322419938090185,0.27383021743930047
0.47000000000000003,-57.89347750282798,0.00013846461290766362,0.0005913217006368888,0.8632247474211542,0.7114696675249593,0.005102965044860248,0.4194495063918382,0.4525616416573791,0.14394149772028078,0.8488910978087023,0.02641514328620348,0.6937642917699026,0.005606219656515689,0.11396890919462989,0.4270701972526873,0.44740721501555614,0.6885369588291969,1.743101707871052e-07,7.88499251923384e-08,0.31146278801089156,0.3177379428742907,1.4931793340693418,0.00014988237154734535,0.5014586778781235,0.05943429493687752,0.05450616974837494,0.0291040441273002,0.4322321629682115,0.2738436986227766
0.48,-57.89197423532283,0.00013847214542519389,0.0005914671174844469,0.863242548202029,0.7114711490557803,0.005104231742072403,0.4194213789355039,0.4525502023111055,0.14392429553590738,0.8488800148421561,0.02641418961985724,0.6937540335245843,0.005606752161105906,0.11397582509008104,0.42713999394685026,0.4474096215066396,0.6885473516216002,1.7432970215434209e-07,7.885493869630874e-08,0.3114523951939434,0.317758600419055,1.4931729198330208,0.00014987949576429112,0.501467371780342,0.05943315954557947,0.05450884573681982,0.029103462114893047,0.4322223328193726,0.27385717705772106
0.49,-57.89047079372302,0.0001384796799277477,0.0005916125864944598,0.863260342913292,0.7114726269383036,0.005105498892511367,0.419393239388576,0.45253876410433425,0.14390709785261893,0.8488689299404862,0.026413236020406648,0.6937437707612483,0.005607284777177125,0.11398274038661105,0.4272098018620059,0.4474120279075129,0.6885577437600318,1.7434924223455795e-07,7.885995563987761e-08,0.3114420030309548,0.31777925415843333,1.493166505928673,0.00014987662102147647,0.5014760650720668,0.059432024536667676,0.05451152258791993,0.029102880296371574,0.43221250336250205,0.27387065274413397
