t,x,v,y
1.28,0.18582844820067096,0.5450742287411597,0.0363146821430409
1.29,0.18642966135787384,0.5427195149775788,0.03663817527101812
1.3,0.18702931183321214,0.5403797721469596,0.03696165546454559
1.31,0.18762739481647434,0.538054925396041,0.03728511129883996
1.32,0.18822390568588748,0.5357449001277094,0.037608531531971
1.33,0.1888188399963683,0.5334496220046105,0.03793190506894605
1.34,0.1894121934710352,0.5311690169516814,0.03825522093756619
1.35,0.1900039619993252,0.5289030111564782,0.03857846828802801
1.36,0.19059414163506308,0.5266515310695364,0.03890163639245217
1.37,0.19118272859448127,0.5244145034047599,0.039224714644338785
1.3800000000000001,0.19176971925419137,0.522191855139842,0.03954769255794957
1.3900000000000001,0.1923551101491071,0.5199835135167159,0.0398705597676168
1.4000000000000001,0.19293889797031852,0.5177894060420369,0.04019330602697906
1.41,0.19352107956291767,0.5156094604876943,0.04051592120814379
1.42,0.19410165192377576,0.5134436048913538,0.04083839530077664
1.43,0.19468061219927138,0.5112917675570311,0.04116071841111757
1.44,0.1952579576829704,0.5091538770556964,0.04148288076092382
1.45,0.19583368581325733,0.5070298622259078,0.041804872686339624
1.46,0.19640779427169672,0.5049196521008807,0.04212668474953642
1.47,0.19698028107561133,0.5028231758397749,0.042448307843858106
1.48,0.1975511441987898,0.5007403630035718,0.04276973277058839
1.49,0.1981203817531273,0.49867114342131263,0.04309095044378332
1.5,0.19868799199729414,0.49661544718264683,0.04341195190140576
1.51,0.19925397333504308,0.4945732046379441,0.04373272830483962
1.52,0.19981832431349614,0.492544346398415,0.044053270938362296
1.53,0.2003810436214109,0.49052880333624294,0.04437357120857527
1.54,0.20094213008742598,0.48852650658472524,0.044693620643792856
1.55,0.20150158267828605,0.4865373875384247,0.04501341089338912
1.56,0.2020594004970463,0.48456137785333164,0.04533293372710297
1.57,0.20261558278125616,0.48259840944703564,0.045652181034301346
1.58,0.20317012890112252,0.4806484144989074,0.0459711448232007
1.59,0.20372303835765238,0.47871132545029077,0.0462898172200465
1.6,0.20427431078077468,0.47678707500470546,0.04660819046825098
1.61,0.20482394592825706,0.47487559612758434,0.046926256928409245
1.62,0.20537194379124807,0.4729768219839753,0.04724400919865839
1.6300000000000001,0.20591830448645573,0.47109068600037524,0.04756143999416815
1.6400000000000001,0.20646302819525356,0.4692171218992612,0.047878542079585425
1.6500000000000001,0.2070061152251923,0.46735606366240245,0.04819530833963526
1.6600000000000001,0.20754756600847313,0.4655074455308475,0.048511731778543246
1.67,0.2080873811004139,0.4636712020049127,0.048827805519431985
1.68,0.20862556117790904,0.4618472678441729,0.049143522803691525
1.69,0.20916210703788274,0.46003557806745465,0.04945887699032366
1.7,0.20969701959573556,0.4582360679528305,0.04977386155526033
1.71,0.21023029988378433,0.4564486730376157,0.05008847009065589
1.72,0.2107619490496957,0.45467332911836705,0.050402696304153394
1.73,0.21129196835491287,0.4529099722508835,0.05071653401812483
1.74,0.21182035917307573,0.4511585387502084,0.05102997716888531
1.75,0.21234712298843458,0.4494189651906346,0.05134301980588126
1.76,0.21287226139425694,0.4476911884057109,0.051655656090852535
1.77,0.2133957760982328,0.44597514548295464,0.05196788030527562
1.78,0.213917668965923,0.4442707737298007,0.05227968690290635
1.79,0.21443794193816298,0.4425780107348384,0.052591070412821656
1.8,0.2149565970512248,0.44089679435135853,0.05290202546430934
1.81,0.21547363644518974,0.4392270626898113,0.05321254679775775
1.82,0.21598906236250795,0.437568754117679,0.05352262926388982
1.83,0.21650287714655728,0.43592180725934676,0.05383226782297784
1.84,0.21701508324020113,0.43428616099597106,0.05414145754403873
1.85,0.21752568318434515,0.4326617544653459,0.054450193604010044
1.86,0.21803467961649317,0.4310485270617664,0.05475847128690657
1.87,0.218542075269302,0.42944641843589093,0.05506628598295756
1.8800000000000001,0.21904787296913528,0.4278553684946,0.05537363318772456
1.8900000000000001,0.21955207563461643,0.4262753174008535,0.05568050850119989
1.9000000000000001,0.22005468627518046,0.4247062055735456,0.055986907626885796
1.9100000000000001,0.22055570798962484,0.4231479736873572,0.05629282637085412
1.92,0.2210551439646596,0.4216005626726061,0.056598260640786734
1.93,0.22155299749175197,0.420063913704719,0.05690320647114545
1.94,0.2220492719757525,0.41853796819836175,0.057207660036577686
1.95,0.22254397087647146,0.417022667839592,0.05751161756947461
1.96,0.2230370977369037,0.4155179545688693,0.05781507540135177
1.97,0.22352865618302645,0.4140237705801829,0.05811802996358349
1.98,0.22401864992249876,0.41254005832080065,0.058420477786548866
1.99,0.2245070827433643,0.41106676049101243,0.05872241549876492
2.0,0.2249939585127577,0.40960382004386936,0.05902383982600677
2.0100000000000002,0.22547928117561425,0.4081511801849179,0.059324747590414846
2.02,0.22596305475338335,0.40670878437192903,0.059625135709589085
2.0300000000000002,0.22644528334274538,0.40527657631462266,0.059925001195670305
2.04,0.22692597111433185,0.40385449997438755,0.06022434115440845
2.05,0.2274051223114494,0.402442499563996,0.060523152784218055
2.06,0.22788274124880717,0.4010405195473139,0.06082143337522063
2.07,0.2283588323112474,0.3996485046390059,0.061119180308274075
2.08,0.2288333999528312,0.398266399804132,0.061416391054644956
2.09,0.22930644871778372,0.39689415025125585,0.061713063216494876
2.1,0.2297779832145712,0.39553170143945177,0.06200919447979894
2.11,0.23024800810682805,0.39417899908030857,0.06230478259872019
2.12,0.2307165281234022,0.3928359891342603,0.06259982541567674
2.13,0.23118354805720068,0.3915026178102352,0.06289432086046824
2.14,0.23164907276404123,0.3901788315652978,0.06318826694939464
2.15,0.23211310716151032,0.3888645771042872,0.06348166178436697
2.16,0.23257565622782744,0.38755980137944784,0.06377450355201061
2.17,0.23303672500071546,0.38626445159005635,0.06406679052276042
2.18,0.23349631857627753,0.38497847518204115,0.06435852104994827
2.19,0.23395444210787997,0.38370181984759794,0.0646496935688827
2.2,0.23441110080504163,0.3824344335247982,0.06494030659592084
2.21,0.23486629993232935,0.3811762643971932,0.06523035872753233
2.22,0.23532004480825988,0.3799272608934114,0.0655198486393557
2.23,0.23577234080420778,0.3786873716867511,0.06580877508524671
2.24,0.23622319334705474,0.3774565456938006,0.06609713690513834
2.25,0.23667260793615763,0.3762347320693507,0.06638493306669013
2.2600000000000002,0.23712059010579936,0.37502188021540567,0.06667216257818062
2.27,0.23756714543593183,0.373817939777698,0.06695882451541184
2.2800000000000002,0.2380122795548146,0.37262286064429534,0.0672449180294539
2.29,0.23845599813800603,0.3714365929451474,0.067530442345754
2.3000000000000003,0.23889830690736163,0.37025908705162647,0.06781539676324035
2.31,0.2393392116300401,0.3690902935760625,0.0680997806534206
2.32,0.2397787181175164,0.36793016337127155,0.06838359345947552
2.33,0.24021683222460247,0.3667786475300792,0.06866683469534703
2.34,0.24065355984847495,0.3656356973848375,0.06894950394482122
2.35,0.24108890692771076,0.36450126450693576,0.06923160086060627
2.36,0.24152287944132952,0.3633753007063064,0.06951312516340492
2.37,0.2419554834078438,0.3622577580309235,0.069794076640982
2.38,0.24238672488431637,0.36114858876629696,0.07007445514722646
2.39,0.24281660996542498,0.3600477454349592,0.07035426060120853
2.4,0.2432451447825345,0.3589551807959473,0.07063349298623135
2.41,0.2436723355027765,0.35787084784427825,0.0709121523488777
2.42,0.2440981883281359,0.35679469981041884,0.07119023879805121
2.43,0.2445227094973569,0.3557266901595519,0.07146775251224506
2.44,0.2449459053148239,0.35466677258894497,0.07174469382576791
2.45,0.24536778210057808,0.3536149010308464,0.07202106308402553
2.46,0.24578834619848974,0.3525710296512967,0.07229686066905812
2.47,0.2462076039840116,0.3515351128489626,0.07257208702382237
2.48,0.24662556186337556,0.3505071052545667,0.07284674265139582
2.49,0.24704222627279968,0.34948696173031096,0.0731208281141808
2.5,0.24745760367770295,0.3484746373692943,0.07339434403310781
2.5100000000000002,0.24787170057193,0.34747008749492375,0.07366729108683855
2.52,0.24828452347698418,0.3464732676603201,0.07393967001096834
2.5300000000000002,0.24869607894126983,0.34548413364771724,0.07421148159722811
2.54,0.24910637353934348,0.34450264146785525,0.07448272669268594
2.5500000000000003,0.24951541387117424,0.343528747359368,0.07475340619894805
2.56,0.2499232065614127,0.3425624077881644,0.07502352107135936
2.57,0.2503297582586693,0.3416035794468032,0.07529307231820354
2.58,0.2507350756348015,0.3406522192538628,0.07556206099990262
2.59,0.2511391653842096,0.33970828435330414,0.07583048822821604
2.6,0.2515420342231422,0.33877173211382766,0.07609835516543932
2.61,0.25194368888900986,0.3378425201282248,0.07636566302360215
2.62,0.2523441361398657,0.33692060621328324,0.07663241306544144
2.63,0.2527433827582147,0.3360059484251064,0.07689860665420958
2.64,0.2531414355443348,0.3350985050369624,0.07716424518482963
2.65,0.25353830131530286,0.3341982345374528,0.0774293300794216
2.66,0.25393398690623903,0.33330509563656463,0.07769386280781809
2.67,0.25432849916968514,0.33241904726502114,0.07795784488687164
2.68,0.25472184497499156,0.3315400485736268,0.07822127787976468
2.69,0.2551140312077134,0.33066805893260726,0.07848416339532135
2.7,0.2555050647690163,0.32980303793094434,0.07874650308732191
2.71,0.2558949525750908,0.3289449453757058,0.07900829865381918
2.72,0.2562837015565767,0.3280937412913694,0.07926955183645745
2.73,0.2566713186579958,0.32724938591914293,0.07953026441979337
2.74,0.2570578108371946,0.32641183971627774,0.07979043823061933
2.75,0.2574431850647957,0.32558106335537823,0.08005007513728904
2.7600000000000002,0.2578274483236588,0.32475701772370535,0.0803091770490453
2.77,0.2582106076083506,0.32393966392247564,0.08056774591535006
2.7800000000000002,0.25859266992462415,0.3231289632661543,0.08082578372521677
2.79,0.2589736422889072,0.322324877281744,0.08108329250654499
2.8000000000000003,0.25935353172779996,0.32152736770806767,0.08134027432545718
2.81,0.25973234527755135,0.32073639649513414,0.08159673128579652
2.82,0.26011008997772234,0.3199519258199715,0.08185266555850701
2.83,0.26048677287653427,0.319173918069419,0.08210807935109252
2.84,0.2608624010339864,0.31840233582924865,0.08236297488856704
2.85,0.26123698151762087,0.31763714189411707,0.08261735443220283
2.86,0.26161052140206076,0.3168782992668594,0.08287122027895513
2.87,0.26198302776855775,0.31612577115777774,0.08312457476089113
2.88,0.2623545077045481,0.31537952098392646,0.08337742024462294
2.89,0.262724968303218,0.31463951236839255,0.08362975913074462
2.9,0.26309441666307726,0.31390570913957255,0.08388159385327336
2.91,0.2634628598875424,0.31317807533044467,0.0841329268790947
2.92,0.26383030508452815,0.31245657517783715,0.08438376070741174
2.93,0.26419675936604803,0.31174117312169225,0.0846340978691987
2.94,0.26456222984782374,0.3110318338043262,0.08488394092665816
2.95,0.26492672364890363,0.3103285220696849,0.08513329247268275
2.96,0.2652902478912896,0.3096312029625958,0.0853821551303207
2.97,0.26565280969957317,0.3089398417280145,0.08563053155224555
2.98,0.26601441620058036,0.308254403810269,0.08587842442022987
2.99,0.2663750745230255,0.3075748548522981,0.08612583644462322
3.0,0.26673479179717363,0.3069011606948867,0.08637277036383394
3.0100000000000002,0.2670935751445755,0.3062332873912498,0.08661922895535276
3.02,0.2674514316821316,0.305571201199485,0.08686521503015229
3.0300000000000002,0.26780836853748335,0.3049148685575346,0.08711073141395063
3.04,0.26816439283803717,0.30426425609889546,0.08735578095910225
3.0500000000000003,0.26851951171060595,0.3036193306519349,0.08760036654417705
3.06,0.26887373228109174,0.3029800592391512,0.08784449107350441
3.0700000000000003,0.26922706167417754,0.3023464090764307,0.08808815747672243
3.08,0.2695795070130266,0.30171834757230176,0.08833136870833189
3.09,0.26993107541898975,0.3010958423271865,0.08857412774725547
3.1,0.2702817740113215,0.3004788611326487,0.08881643759640177
3.11,0.27063160990690316,0.29986737197063956,0.08905830128223434
3.12,0.27098059021997506,0.29926134301273966,0.08929972185434572
3.13,0.27132872206187614,0.29866074261939896,0.0895407023850365
3.14,0.27167601254079216,0.2980655393391726,0.08978124596889935
3.15,0.2720224687615114,0.2974757019079552,0.09002135572240784
3.16,0.27236809782518917,0.2968911992482106,0.09026103478351066
3.17,0.27271290682911964,0.29631200046820033,0.09050028631123037
3.18,0.2730569028665163,0.29573807486120746,0.09073911348526748
3.19,0.2734000930263004,0.2951693919047588,0.09097751950560921
3.2,0.27374248438334753,0.2946059212713313,0.09121550759434933
3.21,0.27408408399448647,0.2940476328321453,0.09145308099618582
3.22,0.2744248989270854,0.29349449662176547,0.09169024297139909
3.23,0.2747649362432386,0.29294648285611674,0.09192699679909166
3.24,0.27510420299903104,0.2924035619323705,0.09216334577695252
3.25,0.27544270624433176,0.29186570442820015,0.09239929322090579
3.2600000000000002,0.27578045302259485,0.2913328811010354,0.0926348424647648
3.27,0.27611745037066726,0.2908050628873146,0.0928699968598913
3.2800000000000002,0.27645370531860375,0.2902822209017353,0.09310475977485987
3.29,0.2767892248894888,0.2897643264365033,0.09333913459512769
3.3000000000000003,0.2771240160992656,0.28925135096058,0.09357312472270933
3.31,0.277458085956572,0.2887432661189279,0.09380673357585695
3.3200000000000003,0.2777914414625839,0.2882400437317541,0.0940399645887456
3.33,0.2781240896108648,0.2877416557937528,0.09427282121116376
3.34,0.2784560373872237,0.2872480744733457,0.09450530690820921
3.35,0.27878729176957884,0.2867592721119203,0.09473742515999001
3.36,0.2791178597278291,0.28627522122306737,0.09496917946133064
3.37,0.27944774822373236,0.28579589449181575,0.09520057332148361
3.38,0.27977696421079085,0.2853212647738664,0.09543161026384601
3.39,0.2801055146274434,0.2848513051015795,0.09566229382469997
3.4,0.28043340638553593,0.2843859886947293,0.09589262755126518
3.41,0.28076064640455184,0.2839252889251228,0.09612261500646002
3.42,0.28108724159612763,0.2834691793313524,0.09635225976638315
3.43,0.281413198862378,0.2830176336196299,0.09658156541982257
3.44,0.2817385250957788,0.28257062566305446,0.0968105355679972
3.45,0.2820632271790569,0.28212812950088,0.09703917382430337
3.46,0.28238731198508493,0.28169011933778204,0.09726748381406652
3.47,0.2827107863767828,0.2812565695431234,0.09749546917429798
3.48,0.28303365720702495,0.28082745465022,0.09772313355345663
3.49,0.28335593131855324,0.28040274935560566,0.09795048061121588
3.5,0.28367761554389676,0.2799824285182961,0.0981775140182355
3.5100000000000002,0.28399871670529625,0.2795664671590525,0.09840423745593867
3.52,0.2843192416146359,0.2791548404596446,0.09863065461629394
3.5300000000000002,0.28463919707338003,0.278747523762113,0.09885676920160252
3.54,0.2849585898725164,0.2783444925680304,0.09908258492429024
3.5500000000000003,0.2852774267925051,0.27794572253776306,0.09930810550670499
3.56,0.28559571460323396,0.2775511894897312,0.0995333346809189
3.5700000000000003,0.28591346006397916,0.27716086939966816,0.09975827618853587
3.58,0.2862306699171098,0.27677473840552347,0.099982933777993
3.59,0.28654735086418565,0.2763927728282339,0.10020731119480607
3.6,0.28686350962000634,0.2760149491222604,0.10043141220307025
3.61,0.28717915289271734,0.27564124389275785,0.10065524057731753
3.62,0.2874942873790843,0.27527163389908166,0.10087880010045872
3.63,0.28780891976446166,0.2749060960540687,0.1011020945636097
3.64,0.28812305672276667,0.2745446074233191,0.10132512776592287
3.65,0.28843670491645884,0.2741871452244775,0.10154790351442304
3.66,0.28874987099652455,0.2738336868265138,0.10177042562384857
3.67,0.28906256160246746,0.27348420974900445,0.10199269791649702
3.68,0.28937478336230427,0.2731386916614129,0.10221472422207593
3.69,0.2896865428925658,0.27279711038237053,0.10243650837755824
3.7,0.28999784679830387,0.27245944387895676,0.10265805422704276
3.71,0.2903087016731029,0.2721256702659797,0.10287936562161926
3.72,0.29061911409909796,0.271795767805256,0.10310044641923868
3.73,0.29092909064699746,0.2714697149048909,0.10332130048458799
3.74,0.2912386378761115,0.27114749011855827,0.10354193168897
3.75,0.29154776233438584,0.27082907214477997,0.10376234391018793
3.7600000000000002,0.29185647055844144,0.2705144398262056,0.10398254103243505
3.77,0.2921647690736189,0.27020357214889174,0.10420252694618884
3.7800000000000002,0.2924726643940286,0.2698964482415812,0.10442230554811036
3.79,0.29278016302260673,0.2695930473749821,0.10464188074094816
3.8000000000000003,0.2930872714511763,0.26929334896104656,0.10486125643344732
3.81,0.2933939961605134,0.26899733255224983,0.10508043654026307
3.8200000000000003,0.2937003436204195,0.26870497784086855,0.10529942498187957
3.83,0.2940063202870474,0.268416264660639,0.10551822568316979
3.84,0.2943119325298085,0.2681311730493295,0.10573684253706302
3.85,0.2946171867357218,0.2678496831578372,0.1059552794561426
3.86,0.29492208931096553,0.2675717752482052,0.1061735403733063
3.87,0.2952266466495482,0.2672974297200843,0.1063916292261356
3.88,0.2955308651333425,0.2670266271100719,0.10660954995680831
3.89,0.2958347511321236,0.26675934809105173,0.10682730651201557
3.9,0.29613831100361154,0.2664955734715344,0.1070449028428829
3.91,0.2964415510935174,0.2662352841949994,0.10726234290489564
3.92,0.2967444777355941,0.26597846133923747,0.10747963065782838
3.93,0.29704709725169093,0.26572508611569456,0.10769677006567874
3.94,0.29734941595181236,0.26547513986881643,0.1079137650966052
3.95,0.297651440134181,0.2652286040753941,0.10813061972286937
3.96,0.2979531760853045,0.2649854603439111,0.10834733792078217
3.97,0.29825463008004716,0.26474569041389023,0.1085639236706544
3.98,0.2985558083817045,0.2645092761552431,0.10878038095675144
3.99,0.2988567172420833,0.26427619956761916,0.10899671376725216
4.0,0.29915736290158484,0.26404644277975664,0.109212926094212
4.01,0.29945775158929266,0.26381998804883383,0.10942902193353035
4.0200000000000005,0.29975788952306437,0.2635968177598221,0.10964500528492196
4.03,0.3000577829096273,0.26337691442483907,0.10986088015189266
4.04,0.30035743794467884,0.26316026068250353,0.1100766505417193
4.05,0.3006568608129906,0.2629468392972908,0.11029232046543383
4.0600000000000005,0.30095605768851635,0.26273663315888923,0.11050789393781153
4.07,0.3012550347345048,0.26252962528155804,0.11072337497736355
4.08,0.30155379810361593,0.2623257988034855,0.11093876760633362
4.09,0.30185235389999454,0.2621251370131409,0.11115407582464171
4.1,0.30215070819437245,0.26192762333800895,0.11136930362014681
4.11,0.3024488670922346,0.2617332412956838,0.11158445501525222
4.12,0.3027468366879941,0.2615419745258355,0.11179953403544418
4.13,0.30304462306478747,0.2613538067898159,0.11201454470907536
4.14,0.30334223229455903,0.2611687219700638,0.11222949106734786
4.15,0.303639670438149,0.26098670406951074,0.11244437714429988
4.16,0.303936943545384,0.2608077372109896,0.11265920697679573
4.17,0.3042340576551713,0.260631805636644,0.11287398460451951
4.18,0.30453101879559574,0.26045889370733993,0.11308871406997213
4.19,0.3048278329840197,0.2602889859020791,0.11330339941847184
4.2,0.3051245062271863,0.26012206681741395,0.11351804469815814
4.21,0.30542104452132574,0.2599581211668641,0.11373265395999947
4.22,0.3057174538522645,0.25979713378033525,0.11394723125780404
4.23,0.30601374019553795,0.259639089603539,0.11416178064823436
4.24,0.30630990951650533,0.2594839736974149,0.11437630619082507
4.25,0.30660596777046883,0.2593317712375542,0.11459081194800455
4.26,0.30690192090279494,0.259182467513625,0.11480530198511958
4.2700000000000005,0.3071977748490393,0.2590360479287998,0.11501978037046397
4.28,0.3074935355350742,0.2588924979991838,0.11523425117531012
4.29,0.30778920887721967,0.2587518033532459,0.11544871847394468
4.3,0.3080848007823774,0.2586139497312508,0.11566318634370715
4.3100000000000005,0.3083803171481676,0.2584789229846932,0.11587765886503226
4.32,0.3086757638630692,0.25834670907573354,0.1160921401214957
4.33,0.308971146806563,0.25821729407663535,0.11630663419986347
4.34,0.3092664718356408,0.2580906641778404,0.11652114517928729
4.3500000000000005,0.3095617447533695,0.2579668057074107,0.1167356771062144
4.36,0.3098569713952795,0.25784570507586263,0.11695023406310409
4.37,0.3101521575926422,0.25772734879896425,0.11716482013913039
4.38,0.3104473091674156,0.25761172350048245,0.11737943942609856
4.39,0.31074243193235984,0.2574988159116601,0.11759409601847853
4.4,0.3110375316911552,0.2573886128706953,0.11780879401344124
4.41,0.311332614238522,0.25728110132222315,0.11802353751089766
4.42,0.3116276853603426,0.25717626831679935,0.11823833061354065
4.43,0.3119227508337861,0.25707410101038675,0.11845317742688974
