t,PB,A1,A2,PC1,PF1,PG1,PC2,PF2,PD1,PE1,PD2
0.16,1.3550033053687645,3.8668285158468564e-05,1.580414347002261e-06,0.00010471386135845605,0.19963650390069654,0.04742894287699086,0.00047850266362272807,0.11666553790304562,2.4297862532175225e-05,0.001138278640959162,0.001693121604824553
0.17,1.4413131657981022,1.6997333163044025e-05,7.210163913222931e-07,5.135950494043094e-05,0.18647113171516447,0.0447989248974274,0.0003225700028102207,0.11666604719858517,1.1992303241174168e-05,0.0006880995989310953,0.0011482600119427015
0.18,1.5267048776963066,7.359375335697949e-06,3.887418234312729e-07,2.4596106737066058e-05,0.1740008070971785,0.042189467220174186,0.00021783269071879265,0.11666632669763802,5.773193161258473e-06,0.00040854073062874266,0.0007777825389505263
0.19,1.6111859252389593,3.1465384302876737e-06,2.3056533204035486e-07,1.1540479470169215e-05,0.16225787810922382,0.039636745609330566,0.00014724599308485185,0.11666648007623373,2.7218998081834685e-06,0.00023893915230761872,0.0005265232423543727
0.2,1.694778576489584,1.3298573055821852e-06,1.4265183360218683e-07,5.317335806227396e-06,0.15124329421572397,0.03716712614777649,9.957805090915583e-05,0.11666656427062282,1.2618116406009623e-06,0.00013800238068120083,0.00035632254022764637
0.21,1.777514590744867,5.581972315093472e-07,8.99253780022972e-08,2.410591811482991e-06,0.1409384401628993,0.03479857360726172,6.735641786920413e-05,0.11666661047376535,5.684919601391108e-07,7.88958528148365e-05,0.00024110470792801586
0.22,1.8594315442740148,2.3177442602656764e-07,5.7132934760060383e-08,1.0794588570748988e-06,0.1313135541297361,0.032542263711416865,4.556610630256617e-05,0.1166666358269468,2.561956721051321e-07,4.472353629275108e-05,0.00016313373320402157
0.23,1.9405702592545744,9.572325289481179e-08,3.650586128647541e-08,4.776218556606389e-07,0.12233322923012212,0.030404122156657585,3.082752887448568e-05,0.1166666497383435,1.1408695052422407e-07,2.5184417359260502e-05,0.00011037815178759578
0.24,2.02097307166006,3.9290281761788276e-08,2.3420522884210115e-08,2.0907674326098282e-07,0.11395977823923688,0.028386152427537666,2.085633501722184e-05,0.11666665737473667,4.801756550336442e-08,1.4106624644663634e-05,7.468090968269995e-05
0.25,2.1006824914240996,1.6037553589977788e-08,1.5076371219631826e-08,9.064051575874681e-08,0.10615536056130978,0.026487525292709903,1.4110252182400522e-05,0.1166666615666027,2.3335748017972e-08,7.862255386983098e-06,5.052728368145585e-05
0.26,2.179740370492582,6.51934984917486e-09,9.733869953481882e-09,3.896682990603247e-08,0.09888311074879443,0.02470544696099334,9.546191409063292e-06,0.11666666386739019,9.726053864298328e-09,4.36897122815301e-06,3.41850904867739e-05
0.27,2.2581873212792964,2.634062172123158e-09,6.299994066251571e-09,1.6633152898576635e-08,0.09210776051189379,0.02303581790908071,6.458506215743353e-06,0.11666666513010435,6.472389283393373e-09,2.4183640785899143e-06,2.312871390236634e-05
0.28,2.3360623513752015,1.0616832038742644e-09,4.087210990238832e-09,7.043982602279805e-09,0.08579591500509892,0.0214737247211375,4.369276377645508e-06,0.11666666582342114,1.6549338339215683e-09,1.33846343744507e-06,1.5647325576470414e-05
0.29,2.4134025571139084,4.2512191189335573e-10,2.656865523051333e-09,2.9748344998379937e-09,0.07991623325605968,0.02001380260453522,2.9562412878496864e-06,0.11666666620365147,-5.094215203159633e-09,7.455980926023806e-07,1.0587178276724984e-05
0.3,2.4902432090807,1.701436619294881e-10,1.7304506028010484e-09,1.2438876155581707e-09,0.07443925135755453,0.018650465907695344,2.0000292095643593e-06,0.11666666641252178,-2.0087858698747866e-10,4.0792897186207874e-07,7.162845238840958e-06
0.31,2.5666174948960494,6.800042444999199e-11,1.1290125418365072e-09,5.180021987343251e-10,0.06933750322055372,0.017378111498964708,1.3530687744622837e-06,0.11666666652717911,-1.8049278645672458e-10,2.2464875771380354e-07,4.845930193017481e-06
0.32,2.642556659049619,2.693786541050384e-11,7.375615440967361e-10,2.1536133991665986e-10,0.0645853301350571,0.01619122112728463,9.153745808776621e-07,0.11666666659010988,-1.136334285694671e-09,1.2475646570394825e-07,3.2784106474893237e-06
0.33,2.7180899637935076,1.1065216697651702e-11,4.82650088804482e-10,8.59924123014815e-11,0.060158846835827166,0.015084455864699226,6.193088144722136e-07,0.11666666662463761,4.568994012080014e-09,6.270899399580508e-08,2.21808648250263e-06
0.34,2.793244924106947,4.088787163232941e-12,3.161708608556374e-10,3.7701940206206444e-11,0.056035698413624595,0.014052673513283273,4.1897201080372684e-07,0.1166666666435995,-2.122049296701403e-09,3.9723064851028426e-08,1.5005910010368035e-06
0.35000000000000003,2.8680471713134454,1.7385384737519399e-12,2.073968695451158e-10,1.4504408071463683e-11,0.05219514373267667,0.01309099808756814,2.834576127813662e-07,0.11666666665400269,7.329530375327303e-10,1.9672246614937335e-08,1.015245635020172e-06
0.36,2.942520756086086,1.289508842314176e-12,1.360782524322667e-10,1.4690182264057907e-12,0.048617773363190314,0.012194793805737828,1.9175448584113863e-07,0.11666666665971752,7.663091659012823e-09,2.556785104787883e-09,6.868050912225392e-07
0.37,3.016687976056933,5.205268477002653e-13,8.949537792389347e-11,6.749416033535557e-13,0.04528563119292296,0.011359720390977289,1.2973978801429405e-07,0.11666666666285076,2.9555359786732997e-09,2.8295992762575747e-09,4.646931404387357e-07
0.38,3.0905698245410123,1.1550023329708415e-13,5.888160075089388e-11,9.050473490832791e-13,0.0421818443485533,0.010581661129318316,8.777158122407595e-08,0.11666666666457219,1.6432506192158162e-10,3.2101934127114523e-09,3.1437758932558276e-07
0.39,3.1641857633247445,-7.666585980927931e-14,3.877144900192639e-11,1.1807634397643866e-12,0.039290789710417814,0.009856778300695293,5.9381978989007516e-08,0.1166666666655168,-1.2589885329609892e-09,3.295202665566144e-09,2.126946492587362e-07
0.4,3.2375539779808924,1.7725165821023021e-13,2.5552914908212337e-11,-8.166821703561452e-13,0.036597883602849726,0.009181470964121325,4.017547465713779e-08,0.11666666666603534,1.561972484069519e-09,-7.495041407876697e-10,1.4390202719270948e-07
0.41000000000000003,3.310691432594535,2.1426203023721463e-14,1.685058227749925e-11,-3.816625810277802e-14,0.03408953075345613,0.008552369463304418,2.717867219371992e-08,0.1166666666663202,1.6970247362286402e-10,3.695680967134597e-10,9.735042872580149e-08
0.42,3.383613885486592,-4.4493030633619185e-13,1.1121283238092346e-11,2.5254079765010803e-12,0.031753110841115054,0.007966336177787102,1.8388617502187488e-08,0.11666666666647642,-3.8900829450651955e-09,4.726706371962679e-09,6.586614011946499e-08
0.43,3.45633608453175,-1.863440692004617e-16,7.345538790072064e-12,2.1440831550681877e-14,0.029576819198833464,0.007420429438168923,1.2440673492026343e-08,0.11666666666656224,-1.8139521876118456e-11,1.901469964408124e-10,4.456155949415159e-08
0.44,3.5288717389798983,8.192093687192392e-14,4.854053539288831e-12,-4.521689831331034e-13,0.02754968331325036,0.006911911048977597,8.416641060584725e-09,0.11666666666660933,7.113304332397977e-10,-7.147619874188997e-10,3.014799460405094e-08
0.45,3.601233618276821,-1.8464559136002924e-14,3.210056677239608e-12,1.1482247425302412e-13,0.025661487074010832,0.006438227909779504,5.69430763949799e-09,0.11666666666663518,-1.8230975944385414e-10,2.581574673386909e-10,2.0396870878979422e-08
0.46,3.6734336387446525,-3.184760402795694e-13,2.1232920622069284e-12,1.5204152965170738e-12,0.0239026986080833,0.005996995647645427,3.852360236398375e-09,0.11666666666664938,-2.2518191059726774e-09,2.585390050985584e-09,1.3799147845883845e-08
0.47000000000000003,3.7454828792798205,9.254547696327517e-14,1.4059590327672424e-12,-3.907472073117129e-13,0.022264457967631233,0.005585996147682108,2.6062758611526406e-09,0.11666666666665718,5.557455551815571e-10,-6.157406864968212e-10,9.335735164240956e-09
0.48,3.8173916826983647,3.6802652920402313e-14,9.311014199793957e-13,-1.7015819342662703e-13,0.020738492882652636,0.005203157778802664,1.7631447236240368e-09,0.11666666666666146,2.493809375888209e-10,-2.7476090440711487e-10,6.315658652307283e-09
0.49,3.8891696536254217,-8.648720553795932e-13,6.168701601180735e-13,3.216008009226874e-12,0.019317123006776897,0.004846556110930309,1.1929220566859101e-09,0.11666666666666382,-4.297327108999212e-09,4.8849350463664375e-09,4.273120102327056e-09
0.5,3.960825779075268,-2.3892609810776155e-14,4.090214731314673e-13,9.10097630200263e-14,0.017993164257630555,0.004514389981720057,8.070033821076572e-10,0.11666666666666511,-1.2152318562317547e-10,1.40556245399432e-10,2.890751687942435e-09
0.51,4.032368392487625,2.0992404834086693e-13,2.713547700168557e-13,-1.0377232679459924e-12,0.01675995211796769,0.004204988940171215,5.459938809717508e-10,0.11666666666666582,1.5663262049047794e-09,-1.777448682164231e-09,1.9558047765894024e-09
0.52,4.10380528765299,-2.809288935535684e-14,1.799947301757488e-13,8.784588521204687e-14,0.015611255198199753,0.003916790467031413,3.6935665737514397e-10,0.11666666666666621,-1.0643737887449733e-10,1.216424602336841e-10,1.3230788060991463e-09
0.53,4.175143703444355,5.313852432491808e-13,1.1944721443888775e-13,-1.3844219034978436e-12,0.014541286969136605,0.0036483431184564465,2.498642523552645e-10,0.1166666666666664,1.456633039066949e-09,-1.6537428956427914e-09,8.950471062180487e-10
0.54,4.246390372991536,2.552431950393687e-13,7.933241448185118e-14,-2.1009058415415282e-13,0.013544663540825935,0.0033982967705023883,1.6905879340471732e-10,0.11666666666666652,-2.242829410112651e-10,2.5504015796490943e-10,6.055939022721381e-10
0.55,4.3175516094630275,1.3244257854299881e-14,5.269622695798826e-14,3.6257410892855874e-13,0.012616338355634001,0.0031653854093392207,1.1437089087838979e-10,0.11666666666666657,-7.727761786146213e-10,8.777965721123346e-10,4.0969541513622857e-10
0.56,4.388633256257212,-1.6968905625992573e-13,3.502266827113109e-14,6.0101738132268416e-15,0.011751639954816583,0.002948437177660258,7.737392992166439e-11,0.1166666666666666,4.1514456682900143e-10,-4.714751274637837e-10,2.7716736746926517e-10
0.5700000000000001,4.459640764876835,-3.9660608506478384e-14,2.329126482865843e-14,-4.747129489672273e-13,0.01094620982447733,0.0027463587769755876,5.236621680116642e-11,0.11666666666666663,1.0645166894212011e-09,-1.208976971864762e-09,1.8758597367502293e-10
0.58,4.530579212303394,2.6110879834100914e-15,1.550593346716125e-14,6.987881369943113e-14,0.010195989019674983,0.00255813199006193,3.5472844718903835e-11,0.11666666666666665,-1.4825709432230126e-10,1.6840161509824736e-10,1.2707108962383835e-10
0.59,4.601453340385156,-8.124516583353817e-16,1.0327484792938487e-14,-4.604346244334515e-14,0.009497187176734461,0.002382805784448987,2.4030022469671455e-11,0.11666666666666667,9.552810643928809e-11,-1.0848255264121743e-10,8.60808398776078e-11
0.6,4.672267575166738,-5.835760728487654e-15,6.858370234893363e-15,-7.988306431385861e-15,0.008846265708969483,0.002219492461849963,1.6231366754950383e-11,0.11666666666666667,3.110037394660497e-11,-3.5317211335472726e-11,5.814455663729682e-11
0.61,4.743026011811847,3.807927527075007e-15,4.5490920606143084e-15,1.5457022551869833e-13,0.008239950805952087,0.0020673706714690997,1.0942698654044871e-11,0.11666666666666667,-3.2339795541343576e-10,3.6729684446339446e-10,3.919945751923502e-11
0.62,4.813732461493354,3.633605014200459e-15,3.0233544769244637e-15,-2.018683333461476e-13,0.0076751958822797155,0.0019256760122449733,7.389208769660584e-12,0.11666666666666667,4.004865952098903e-10,-4.5484099462789656e-10,2.6470060243859923e-11
0.63,4.884390487218709,-8.032577153292469e-15,2.013928770773076e-15,-1.603208554492171e-13,0.0071491523018902894,0.001793693859926732,5.003236321636149e-12,0.11666666666666667,3.465527599293202e-10,-3.935917776797715e-10,1.792293364984169e-11
0.64,4.955003413447468,-2.4231173545539318e-15,1.3413909402816653e-15,3.626777253829346e-15,0.006659162458346262,0.0016707574275829423,3.3842984301887145e-12,0.11666666666666667,5.892801210252277e-13,-6.702693739919711e-13,1.2123504483474883e-11
0.65,5.025574332820206,-1.9694923493713902e-15,8.891705336982102e-16,3.139119981424963e-14,0.006202754083614321,0.0015562464210421487,2.2816349988237693e-12,0.11666666666666667,-6.202558103107403e-11,7.044602059034299e-11,8.173482612063119e-12
0.66,5.096106123413842,3.4355518708767404e-15,5.882035953321345e-16,-6.205085483514668e-15,0.005777626339015741,0.0014495835809585536,1.5345514705876482e-12,0.11666666666666667,3.654537864849122e-12,-4.149510464205683e-12,5.497230540723571e-12
0.67,5.166601465871623,-1.8981093981659364e-15,3.8867561523972353e-16,-9.248005010116388e-15,0.005381636218338715,0.0013502312464436078,1.0325415940841239e-12,0.11666666666666667,2.268526125456029e-11,-2.5764687883320538e-11,3.698887370874962e-12
0.68,5.237062858416362,1.3890026262141546e-16,2.5847809857182853e-16,2.2046153805509073e-15,0.005012786572695792,0.001257688343917719,6.959721703398178e-13,0.11666666666666667,-2.5008978257322567e-12,2.838999937637756e-12,2.493198469377755e-12
0.6900000000000001,5.307492627956051,-2.954034481210768e-14,1.6704799757067253e-16,3.8117821366592416e-14,0.00466921721493624,0.0011714881600739034,4.694635432862859e-13,0.11666666666666667,-1.6335101577975145e-11,1.8551789452054772e-11,1.6817587448939461e-12
0.7000000000000001,5.377892938410502,-7.650179950838053e-15,1.173345521155721e-16,7.198070893922727e-14,0.0043491982320895016,0.0010911966723008279,3.2209212802327987e-13,0.11666666666666667,-1.3516066479181595e-10,1.5350831515631807e-10,1.15384677943541e-12
0.71,5.44826580935089,4.587018051375007e-14,9.393723338248772e-17,8.533627607521579e-14,0.00405111513453581,0.0010164088098339671,2.2650582280217377e-13,0.11666666666666667,-2.796716959057172e-10,3.176370123499504e-10,8.114639188512305e-13
0.72,5.518613123397466,-3.2947261834960773e-13,3.0284523453955436e-18,3.637560671119658e-13,0.0037734629527135426,0.0009467469696521358,1.6369536749999416e-13,0.11666666666666667,-9.654578997335864e-11,1.0966086642221411e-10,5.862106972112474e-13
0.73,5.5889366331617785,4.613696227169377e-13,1.3630116938848405e-16,-3.1995728938103904e-13,0.00351484050742126,0.0008818596273058235,1.2098441663752973e-13,0.11666666666666667,-2.736238333428167e-10,3.107514433095913e-10,4.3371562258779976e-13
0.74,5.659237972965423,3.3532150738565364e-13,9.760800331080335e-17,-1.713327757204192e-13,0.003273941336505128,0.0008214189810048545,8.738998706656782e-14,0.11666666666666667,-3.723658298548984e-10,4.22921197147895e-10,3.132953243726322e-13
0.75,5.729518661024872,-4.48151672708475e-12,-8.167085024589178e-16,3.853453273052031e-12,0.0030495519191218673,0.0007651205140521451,6.162942205006101e-14,0.11666666666666667,9.48571013765483e-10,-1.0771625405006277e-09,2.1789426337324603e-13
0.76,5.799780111966363,1.5997660984308016e-11,3.032374583652494e-15,-1.4442894670055811e-11,0.0028405406746574336,0.0007126805072555126,3.74190997944947e-14,0.11666666666666667,-1.4762845858960465e-09,1.6757845864220685e-09,1.4415418382577092e-13
0.77,5.870023643145874,2.8174417767900877e-11,5.325771450781968e-15,-2.347889504511064e-11,0.0026458550529911934,0.0006638347187585528,2.111641407083271e-14,0.11666666666666668,-3.2561195602275245e-09,3.6953384659271994e-09,9.220474732701466e-14
0.78,5.940250482456442,7.56310021617732e-13,1.6845953880723508e-16,5.622271673413079e-12,0.0024645139540209254,0.0006183368520608602,1.8383389947074598e-14,0.11666666666666668,-5.129043317797459e-10,5.781322710327648e-10,6.174588674854144e-14
0.79,6.010461773969346,-8.413995720759021e-12,-1.6024161034377507e-15,1.2791356930628999e-11,0.002295601990627146,0.0005759574613289695,1.5306081140947954e-14,0.11666666666666668,7.311925841340079e-10,-8.319050008516194e-10,4.585920659081067e-14
0.8,6.080658583834538,-5.527012709956875e-12,-1.1077987925491557e-15,4.347549722554612e-12,0.0021382668848951613,0.0005364827039329804,1.1133777853737016e-14,0.11666666666666667,7.295221555910481e-10,-8.238540470229118e-10,3.7354318182970417e-14
0.81,6.150841905216479,-7.233482599570601e-12,-1.3747822139147327e-15,1.358575685081464e-12,0.001991714728275862,0.0004997133736610629,8.033733373143524e-15,0.11666666666666665,-4.40770177783906e-11,5.768629420940235e-11,2.8863378004640976e-14
0.8200000000000001,6.221012662326368,5.044414505089712e-15,2.905108216099161e-17,-6.562223965398713e-12,0.0018552068249185103,0.00046546409943945256,4.077998723265307e-15,0.11666666666666665,-6.181985247956179e-10,7.074197579502151e-10,1.9744678528649516e-14
0.8300000000000001,6.291171716454308,7.321516961468798e-12,1.4158738692294525e-15,-8.988059890785742e-12,0.0017280547376725503,0.0004335621262930577,1.343515265132144e-15,0.11666666666666667,-1.966844497490763e-10,2.2078520846015072e-10,1.0230569274121664e-14
0.84,6.361319869386007,2.084342080560325e-13,7.573956864037693e-17,1.6405071283896248e-12,0.001609617324997838,0.0004038466369153276,1.7659201165469234e-15,0.11666666666666668,7.701018968513862e-11,-9.318510724262529e-11,4.345251790139361e-15
0.85,6.431457868005496,-1.667398331462451e-12,-3.031250828092794e-16,6.667871415222849e-12,0.0014992975431237935,0.0003761678300294273,1.858357092543758e-15,0.11666666666666668,3.3673741032795836e-10,-3.8866809489838123e-10,1.4642241721111417e-15
0.86,6.5015864079706285,2.248192411050528e-12,3.9778245703615366e-16,3.0123650261260367e-12,0.0013965392188802,0.000350386176094441,1.2378755339770852e-15,0.11666666666666668,2.454032307450168e-10,-2.80630563438667e-10,2.6024236881733692e-15
0.87,6.571706137261222,-1.7207384825957965e-12,-3.6944584946958184e-16,4.852434307112664e-12,0.0013008243888493075,0.0003263717042447529,2.2420556063006944e-15,0.11666666666666667,2.2283436156386297e-10,-2.4861382082689605e-10,5.9722789895539554e-15
0.88,6.641817660617917,-1.5663476868561012e-12,-3.1247966845828827e-16,1.2931416685756016e-12,0.0012116695788117516,0.00030400312281246485,1.9889090493542854e-15,0.11666666666666667,-3.0985423414325245e-11,4.3539666756472374e-11,7.713797911393424e-15
0.89,6.711921539323773,-1.946957615006511e-12,-3.5916051698032536e-16,-1.9791532871249475e-12,0.0011286261197260943,0.0002831678521793123,1.9611357238070456e-15,0.11666666666666665,-2.1091856702144255e-10,2.5060893618112736e-10,9.844183050177819e-15
0.9,6.78201829932714,1.0647693226414746e-13,4.8825597485682126e-17,-4.107154315873361e-12,0.001051273589996335,0.00026376040162925414,1.3767199118489565e-15,0.11666666666666665,-8.728508335914969e-11,1.060154518756396e-10,8.15239092235531e-15
0.91,6.8521084268041985,1.730570840760986e-12,3.716051515550772e-16,-5.216464061256846e-12,0.000979223270210427,0.0002456832574501456,7.136409415575323e-16,0.11666666666666665,-3.804509565444932e-11,4.4790107417533856e-11,5.505068370977326e-15
0.92,6.922192378256878,6.132494687226856e-15,2.773946776085523e-17,-1.5313157234918823e-12,0.0009121102252665675,0.00022884485708113178,7.469293368482731e-16,0.11666666666666665,1.3173755586488775e-11,-1.7480961722575914e-11,2.8249436427417005e-15
0.93,6.992270575419464,8.296118727755078e-14,2.65798137600396e-17,1.440880862196206e-12,0.0008495973183081202,0.0002131606127657206,4.386249985596619e-16,0.11666666666666667,8.721286540669058e-11,-1.058078451462547e-10,-4.799647391557074e-16
0.9400000000000001,7.06234341394193,2.7393473177335646e-12,5.327605662953093e-16,3.71119000918366e-13,0.0007913682341102696,0.00019855116799771645,-2.2694331114688246e-16,0.11666666666666667,3.4823826945101943e-11,-4.585670200719463e-11,-1.621174925071131e-15
0.9500000000000001,7.132411259872024,2.8579932404433355e-12,5.391623667593012e-16,9.440852420686295e-13,0.000737130360379238,0.00018494310220272894,-3.8060372630241377e-16,0.11666666666666667,-9.874091159062179e-12,7.693779345726008e-12,-1.7852103148721754e-15
0.96,7.202474456180716,-1.233375172228411e-12,-2.7356482707441863e-16,3.1993051486569128e-12,0.0006866095216173141,0.00017226762399556007,1.6883717441647916e-16,0.11666666666666667,-2.2113320273583485e-11,2.5952192964391992e-11,-9.046759077518248e-16
0.97,7.272533320924577,-4.307687064604715e-12,-8.709900316224394e-16,3.6188873745774434e-12,0.0006395514551883004,0.0001604609409792107,6.375054765650892e-16,0.11666666666666667,-2.866985397922792e-11,3.7673404014120146e-11,6.674180242029015e-16
0.98,7.342588151262611,1.195958723690661e-13,2.8666350250524865e-17,-1.2937734175008912e-12,0.0005957186114411517,0.00014946345251510656,6.329315354352839e-18,0.11666666666666667,-2.0274477216898076e-11,2.836365283640712e-11,1.501059744797197e-15
0.99,7.412639223144921,1.7432976619330633e-12,3.665776896212996e-16,-3.879558651214753e-12,0.0005548903798403666,0.0001392198083883054,-1.571403658367597e-16,0.11666666666666665,1.8541782956129284e-12,2.2383360513931766e-12,2.103206367150147e-15
1.0,7.482686793893582,-1.4095826081586778e-11,-2.7936211725399156e-15,6.913107100821612e-12,0.0005168610320845558,0.00012967839395246666,2.397649165054613e-15,0.11666666666666665,4.7455108515768855e-12,2.089591672250187e-12,3.520456247302761e-15
1.01,7.552731104920894,-5.151952546261753e-11,-1.0291974385670339e-14,3.541984354633253e-11,0.00048143756750220477,0.00012079078794980458,8.25285372566069e-15,0.11666666666666665,-3.9318463752888237e-11,6.093185764087743e-11,5.433623847355656e-15
1.02,7.622772377558316,-4.086769753380456e-11,-8.096601263906605e-15,2.5256981024126475e-11,0.00044844312300988687,0.00011251261062918289,6.183326205428732e-15,0.11666666666666665,-2.2263181097616906e-11,3.84341055529172e-11,4.849645247424409e-15
1.03,7.6928108219378695,4.816478378908987e-11,9.89923264597967e-15,-4.815822400039724e-11,0.0004177097375846273,0.00010480172129383118,-8.786365010709228e-15,0.11666666666666665,6.29021033962707e-11,-7.811927145408353e-11,9.236101088284055e-16
1.04,7.762846631897104,1.410756911463614e-10,2.8576486733694466e-14,-1.2388847254350716e-10,0.00038908238533196275,9.761922657641186e-05,-2.4255420562745772e-14,0.11666666666666667,1.7035782167431908e-10,-2.2212219247528048e-10,-3.622819962350637e-15
1.05,7.832879986686253,-1.5703689185266135e-12,-5.579850624738736e-16,-6.51739345163036e-12,0.00036241755117697805,9.092912631857817e-05,-6.328192032494917e-16,0.11666666666666667,1.3564676866659876e-10,-1.5949445350921087e-10,-2.1446191542017137e-16
1.06,7.902911056115284,-5.461639042393817e-10,-1.1124820691336417e-13,4.3961793586210395e-10,0.0003375793357098578,8.469732809482825e-05,8.978641321429973e-14,0.11666666666666667,-1.4235347486644094e-10,2.5711790021859885e-10,1.7476500592659666e-14
1.07,7.972939996206577,-4.534063072630685e-10,-9.173011968145426e-14,3.7523196917910187e-10,0.0003144438999003695,7.889274452545935e-05,7.557505955596544e-14,0.11666666666666665,-2.4873701341052934e-10,3.559636861511478e-10,1.2879956412375826e-14
1.08,8.042966954282495,7.402699002785179e-10,1.52717204248709e-13,-5.724712496027599e-10,0.0002928938569712229,7.348591883857716e-05,-1.195592676077666e-13,0.11666666666666667,-5.506569423989298e-11,-9.748337782368452e-11,-2.988603869545616e-14
1.09,8.112992066311921,2.8740622566721767e-09,5.883790053554913e-13,-2.254294127804496e-09,0.0002728203762381789,6.844954587687001e-05,-4.645624458488042e-13,0.11666666666666667,4.845949447327763e-10,-1.1314556439229383e-09,-1.0643467938775803e-13
1.1,8.183015455036799,2.9957958794434057e-09,6.095465724776953e-13,-2.2174615008013213e-09,0.0002541228466135259,6.375841466733481e-05,-4.559209668825074e-13,0.11666666666666667,7.354578588222051e-10,-1.4836580379952413e-09,-1.1860175698271892e-13
1.11,8.253037237863456,-3.123540766807852e-10,-7.573892502808246e-14,7.353493124845449e-10,0.00023670622318444835,5.938869065550555e-05,1.5276489970768e-13,0.11666666666666667,5.248160959361585e-10,-7.055813869407905e-10,-2.0742473955665507e-14
1.12,8.323057527459161,-3.5375841404492814e-09,-7.418972758777338e-13,3.4528474397058603e-09,0.00022048343174945088,5.5318484708678916e-05,7.135367251725971e-13,0.11666666666666665,2.235657903427684e-10,2.7951269521187136e-10,9.581856220605857e-14
1.1300000000000001,8.393076428899143,-4.036257951846853e-09,-8.41433928034501e-13,3.4915059799728866e-09,0.00020537273961913078,5.1527256388819785e-05,7.236716726084085e-13,0.11666666666666665,5.171339459816509e-12,9.399332899548372e-10,1.6997313637729912e-13
1.1400000000000001,8.46309403946426,-3.2315955183892896e-10,-6.655847948188483e-14,-4.928224123459073e-10,0.00019129766046659975,4.79957963216106e-05,-9.364642911177869e-14,0.11666666666666665,-5.754570378923482e-11,9.620684664368024e-10,1.5977659232985865e-13
1.1500000000000001,8.533110440995738,1.5274435835895042e-09,3.218657379583206e-13,-2.498990350983958e-09,0.0001781875863140321,4.470646999887663e-05,-5.045037753952257e-13,0.11666666666666665,-1.9386939720252957e-10,9.742523808265605e-10,1.3460495352077566e-13
